sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
capitan	क्षेत्ररक्षण	capitan	क्षेत्ररक्षण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
capitan	कप्तान	capitan	कप्तान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scene	दृश्यों	scenă	दृश्य	N;INDF;FEM;PL	N;ACC;MASC;PL;3
intelege	समझ	intelege	समझ	V;IND;SG;3;PRS;FIN	V;ACT
intelege	समझे	intelege	समझ	V;IND;SG;3;PRS;FIN	V;SG;FIN;ACT
intelege	समझ	intelege	समझ	V;IND;SG;3;PRS;FIN	V;ACT
intelege	समझे	intelege	समझ	V;IND;SG;3;PRS;FIN	V;SG;FIN;ACT
obtinute	प्राप्त	obtinet	प्राप्त	ADJ;INDF;FEM;PL	ADJ
home	होम	homă	होम		
parlament	संसद	parlament	संसद	N;INDF;MASC;SG	N;NOM;FEM;SG;3
parlament	लोकसभा	parlament	लोकसभा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
parlament	पार्लियामेंट	parlament	पार्लियामेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
varf	शिखर	varf	शिखर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gresit	गलत	gresit	गलत	ADJ;INDF;MASC;SG	ADJ
gresit	गलत	gresit	गलत	ADJ;INDF;MASC;SG	ADJ
street	सड़क	street	सड़क	N;INDF;MASC;SG	N;NOM;FEM;SG;3
street	गली	street	गली	N;INDF;MASC;SG	N;NOM;FEM;SG;3
design	डिजाइन	design	डिजाइन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
design	डिज़ाइन	design	डिज़ाइन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
frati	भाईयो	frate	भाईयो		
frati	भाइयो	frate	भाइयो		
land	भूमि	land	भूमि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
land	जमीन	land	जमीन	N;INDF;MASC;SG	N;NOM;FEM;SG;3
planuri	योजनाएँ	plan	योजना	N;INDF;FEM;PL	N;NOM;FEM;PL;3
den	खोह	den	खोह		
den	डेन	den	डेन		
ochi	निगाहों	ochi	निगाह	N;INDF;MASC	N;ACC;FEM;PL;3
ochi	आंखें	ochi	आंख	N;INDF;MASC	N;NOM;FEM;PL;3
ochi	आँखें	ochi	आँख	N;INDF;MASC	N;NOM;FEM;PL;3
ochi	नेत्र	ochi	नेत्र	N;INDF;MASC	N;NOM;MASC;SG;3
ochi	आँख	ochi	आँख	N;INDF;MASC	N;NOM;FEM;SG;3
ochi	नजर	ochi	नजर	N;INDF;MASC	N;NOM;FEM;SG;3
senator	सीनेटर	senator	सीनेटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sebastian	सेबेस्टियन	sebastian	सेबेस्टियन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fond	फंड	fond	फंड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fond	निधि	fond	निधि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
absolut	एकदम	absolut	एकदम	ADV	ADV
absolut	बिलकुल	absolut	बिलकुल	ADV	ADV
absolut	बिल्कुल	absolut	बिल्कुल	ADV	ADV
deschide	खुला	deschide	खुल	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
culori	रंगों	culoare	रंग	N;INDF;FEM;PL	N;ACC;MASC;PL;3
antice	प्राचीन	antic	प्राचीन	ADJ;INDF;FEM;PL	ADJ;NOM
diferit	अलग	diferit	अलग	ADJ;INDF;MASC;SG	ADJ
story	कहानी	story	कहानी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
story	स्टोरी	story	स्टोरी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
medici	चिकित्सकों	medic	चिकित्सक	N;INDF;MASC;PL	N;ACC;MASC;PL;3
medici	डॉक्टरों	medic	डॉक्टर	N;INDF;MASC;PL	N;ACC;MASC;PL;3
doctorat	डॉक्टरेट	doctorat	डॉक्टरेट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
calcul	गणना	calcul	गणना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
vrut	चाही	vrea	चाह	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
secol	शतक	secol	शतक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secol	शताब्दी	secol	शताब्दी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
accident	accident	accident	accident	N;INDF;MASC;SG	N;NOM;MASC;SG;3
accident	दुर्घटना	accident	दुर्घटना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
accident	क्रैश	accident	क्रैश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
invitat	आमंत्रित	invita	आमंत्रित	ADJ;INDF;MASC;SG	ADJ
private	निजी	privat	निजी	ADJ;INDF;FEM;PL	ADJ;NOM
exil	निर्वासन	exil	निर्वासन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
melodii	धुनें	melodie	धुन	N;INDF;FEM;PL	N;NOM;FEM;PL;3
melodii	गाने	melodie	गाना	N;INDF;FEM;PL	N;NOM;MASC;PL;3
melodii	गीत	melodie	गीत	N;INDF;FEM;PL	N;NOM;MASC;PL;3
melodii	गीतों	melodie	गीत	N;INDF;FEM;PL	N;ACC;MASC;PL;3
agent	एजेंट	agent	एजेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
linecolor	linecolor	linecolor	linecolor	N;INDF;MASC;SG	N;NOM;MASC;SG;3
network	नेटवर्क	network	नेटवर्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
emis	जारी	emite	जारी	ADJ;INDF;MASC;SG	ADJ
emis	उत्सर्जित	emite	उत्सर्जित	ADJ;INDF;MASC;SG	ADJ;NOM
cai	राहें	cal	राह	N;INDF;MASC;PL	N;NOM;FEM;PL;3
cai	घोड़ों	cal	घोड़ा	N;INDF;MASC;PL	N;ACC;MASC;PL;3
cai	घोडे	cal	घोडा	N;INDF;MASC;PL	N;NOM;MASC;PL;3
cai	घोड़े	cal	घोड़ा	N;INDF;MASC;PL	N;NOM;MASC;PL;3
gaze	गैसें	gaz	गैस	N;INDF;FEM;PL	N;NOM;FEM;PL;3
gaze	गैसों	gaz	गैस	N;INDF;FEM;PL	N;ACC;MASC;PL;3
institute	संस्थान	institut	संस्थान	N;INDF;FEM;PL	N;NOM;MASC;PL;3
spirit	आत्मा	spirit	आत्मा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
spirit	भावना	spirit	भावना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
crestini	ईसाइयों	crestin	ईसाई	N;INDF;MASC;PL	N;ACC;FEM;PL;3
crestini	ईसाइयों	crestin	ईसाई	N;INDF;MASC;PL	N;ACC;FEM;PL;3
project	परियोजना	project	परियोजना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
project	प्रोजेक्ट	project	प्रोजेक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
unic	अनोखा	unic	अनोखा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
unic	अनूठा	unic	अनूठा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
siding	साइडिंग	siding	साइडिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
separate	अलग	separat	अलग	ADJ;INDF;FEM;PL	ADJ
separate	अलग	separat	अलग	ADJ;INDF;FEM;PL	ADJ
manual	मैनुअल	manual	मैनुअल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
manual	मैन्युअल	manual	मैन्युअल	N;INDF;MASC;SG	N;NOM;MASC
maestru	मास्टर	maestru	मास्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sprijin	समर्थन	sprijin	समर्थन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sprijin	सहायता	sprijin	सहायता	N;INDF;MASC;SG	N;NOM;FEM;SG;3
randuri	पंक्तियां	rand	पंक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
randuri	पंक्तियाँ	rand	पंक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
randuri	पंक्तियां	rand	पंक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
randuri	पंक्तियाँ	rand	पंक्ति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
microsoft	माइक्रोसॉफ़्ट	microsoft	माइक्रोसॉफ़्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
microsoft	microsoft	microsoft	microsoft	N;INDF;MASC;SG	N;NOM;MASC;SG;3
hot	चोर	hot	चोर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
hot	चोर	hot	चोर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
free	फ्री	free	फ्री		
free	फ़्री	free	फा्री		
reale	असली	real	असली	ADJ;INDF;FEM;PL	ADJ;NOM
reale	वास्तविक	real	वास्तविक	ADJ;INDF;FEM;PL	ADJ;NOM
mit	मिथक	mit	मिथक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
maine	मेन	maină	मेन		
maine	maine	maină	maine		
arbore	शाफ्ट	arbor	शाफ्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arbore	वृक्ष	arbor	वृक्ष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arbore	पेड़	arbor	पेड़	N;INDF;MASC;SG	N;NOM;MASC;SG;3
termeni	शर्तों	termen	शर्त	N;INDF;MASC;PL	N;ACC;FEM;PL;3
termeni	शर्तो	termen	शर्त	N;INDF;MASC;PL	N;ACC;FEM;PL;3
termeni	शर्तें	termen	शर्त	N;INDF;MASC;PL	N;NOM;FEM;PL;3
individual	व्यक्तिगत	individual	व्यक्तिगत	ADJ;INDF;MASC;SG	ADJ
poeme	कविताओं	poem	कविता	N;INDF;FEM;PL	N;ACC;FEM;PL;3
poeme	कविताएँ	poem	कविता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
poeme	कविताएं	poem	कविता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
stang	बायां	stang	बायां		
stang	बाएँ	stang	बाएं		
arm	भुजा	avea	भुजा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
bus	बस	bus	बस	N;INDF;MASC;SG	N;NOM;FEM;SG;3
constant	निरंतर	constant	निरन्तर	ADV	ADV
relief	राहत	relief	राहत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
municipal	नगरपालिका	municipal	नगरपालिका	N;INDF;MASC;SG	N;NOM;FEM;SG;3
desemnat	आबंटित	desemnat	आबंटित	ADJ;INDF;MASC;SG	ADJ
detaliu	विवरण	detaliu	विवरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
subiecte	विषयों	subiect	विषय	N;INDF;FEM;PL	N;ACC;MASC;PL;3
regim	मोड	regim	मोड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
regim	विधि	regim	विधि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
regim	शासन	regim	शासन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sunet	ध्वनि	sunet	ध्वनि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
tineret	युवा	tineret	युवा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tineret	युवावस्था	tineret	युवावस्था	N;INDF;MASC;SG	N;NOM;FEM;SG;3
participanti	प्रतिभागियों	participant	प्रतिभागी	N;INDF;MASC;PL	N;ACC;FEM;PL;3
participanti	प्रतिभागियों	participant	प्रतिभागी	N;INDF;MASC;PL	N;ACC;FEM;PL;3
reprezentant	जनप्रतिनिधि	reprezentant	जनप्रतिनिधि	N;INDF;MASC;SG	N;NOM;MASC;SG;3
reprezentant	प्रतिनिधि	reprezentant	प्रतिनिधि	N;INDF;MASC;SG	N;NOM;MASC;SG;3
manager	प्रबंधक	manager	प्रबंधक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
manager	मैनेजर	manager	मैनेजर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scenariu	स्क्रीनप्ले	scenariu	स्क्रीनप्ला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scenariu	पटकथा	scenariu	पटकथा	N;INDF;MASC;SG	N;NOM;FEM;SG;3
scenariu	कथानक	scenariu	कथानक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scenariu	परिदृश्य	scenariu	परिदृश्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scenariu	लिपि	scenariu	लिपि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
scenariu	स्क्रिप्ट	scenariu	स्क्रिप्ट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
arhitect	वास्तुकला	arhitect	वास्तुकला	N;INDF;MASC;SG	N;NOM;FEM;SG;3
arhitect	आर्किटेक्ट	arhitect	आर्किटेक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arhitect	वास्तुकार	arhitect	वास्तुकार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arhitect	वास्तु	arhitect	वास्तु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
testament	वसीयत	testament	वसीयत	N;INDF;MASC;SG	N;NOM;FEM;SG;3
carbon	कार्बन	carbon	कार्बन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dovezi	साक्ष्य	dovadă	साक्ष्य	N;INDF;FEM;PL	N;NOM;MASC;PL;3
partide	पार्टियाँ	partid	पार्टी	N;INDF;FEM;PL	N;NOM;FEM;PL;3
partide	पार्टियों	partid	पार्टी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
ziare	अखबारों	ziar	अखबार	N;INDF;FEM;PL	N;ACC;MASC;PL;3
activi	सक्रिय	activ	सक्रिय	ADJ;INDF;MASC;PL	ADJ
facebook	फेसबुक	facebook	फेसबुक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comert	वाणिज्य	comert	वाणिज्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comert	कॉमर्स	comert	कॉमर्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comert	व्यापार	comert	व्यापार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comert	वाणिज्य	comert	वाणिज्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comert	कॉमर्स	comert	कॉमर्स	N;INDF;MASC;SG	N;NOM;MASC;SG;3
long	long	long	long		
mostenitor	उत्तराधिकारी	mostenitor	उत्तराधिकारी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mostenitor	वारिस	mostenitor	वारिस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mostenitor	उत्तराधिकारी	mostenitor	उत्तराधिकारी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mostenitor	वारिस	mostenitor	वारिस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
prieteni	दोस्तों	prieten	दोस्त	N;INDF;MASC;PL	N;ACC;MASC;PL;3
prieteni	मित्रों	prieten	मित्र	N;INDF;MASC;PL	N;ACC;MASC;PL;3
studenti	छात्रों	student	छात्र	N;INDF;MASC;PL	N;ACC;MASC;PL;3
studenti	छात्रों	student	छात्र	N;INDF;MASC;PL	N;ACC;MASC;PL;3
earth	धरती	earth	धरती	N	N;NOM;FEM;SG;3
ain	ऐन	ain	ऐन		
ain	ain	ain	ओे		
senior	वरिष्ठ	senior	वरिष्ठ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
evreu	यहूदी	evreu	यहूदी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
entertainment	मनोरंजन	entertainment	मनोरंजन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calculator	परिपथ	calculator	परिपथ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calculator	संगणक	calculator	संगणक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calculator	कम्प्यूटर	calculator	कम्प्यूटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
calculator	कंप्यूटर	calculator	कंप्यूटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
prefix	उपसर्ग	prefix	उपसर्ग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vertical	खड़ा	vertical	खडा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
vertical	खड़ा	vertical	खडा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
alege	pick	alege	pick		
alege	पिक	alege	पिक		
stiri	न्यूज़	stire	न्यूज़		
stiri	न्यूज़	stire	न्यूज़		
stiri	न्यूज़	stire	न्यूज़		
pericol	जोखिम	pericol	जोखिम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pericol	खतरा	pericol	खतरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pericol	ख़तरा	pericol	ख़तरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pericol	खतरे	pericol	खतरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
premier	प्रीमियर	premier	प्रीमियर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	पुरुष	barbat	पुरुष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	नर	barbat	नर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	पुरूष	barbat	पुरूष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	पुरुष	barbat	पुरुष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	मनुष्य	barbat	मनुष्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	आदमी	barbat	आदमी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	इन्सान	barbat	इन्सान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	पुरुष	barbat	पुरुष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	नर	barbat	नर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	पुरूष	barbat	पुरूष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	पुरुष	barbat	पुरुष	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	मनुष्य	barbat	मनुष्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	आदमी	barbat	आदमी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
barbat	इन्सान	barbat	इन्सान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
maximilian	मैक्सीमिलियन	maximilian	मैक्सीमिलियन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
latime	चौडाई	latimă	चौडाई		
alesi	निर्वाचित	ales	निर्वाचित	ADJ;INDF;MASC;PL	ADJ
industrial	औद्योगिक	industrial	औद्योगिक	ADJ;INDF;MASC;SG	ADJ;NOM
suport	समर्थन	suport	समर्थन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
suport	सहायता	suport	सहायता	N;INDF;MASC;SG	N;NOM;FEM;SG;3
soldat	सैनिक	soldat	सैनिक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
apel	अपील	apel	अपील	N;INDF;MASC;SG	N;NOM;FEM;SG;3
apel	काल	apel	काल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
apel	कॉल	apel	कॉल	N;INDF;MASC;SG	N;NOM;FEM;SG;3
exprima	एक्स्प्रेस	exprima	एक्स्प्रेस	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;V.PTCP;ACT
exprima	एक्स्प्रेस	exprima	एक्स्प्रेस	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;V.PTCP;ACT
victime	पीड़ितों	victimă	पीड़ित	N;INDF;FEM;PL	N;ACC;MASC;PL;3
way	तरीका	way	तरीका	N;INDF;MASC;SG	N;NOM;MASC;SG;3
way	राह	way	राह	N;INDF;MASC;SG	N;NOM;FEM;SG;3
way	मार्ग	way	मार्ग	N;INDF;MASC;SG	N;NOM;MASC;SG;3
way	रास्ते	way	रास्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
way	रास्ता	way	रास्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mass	द्रव्यमान	mass	द्रव्यमान	N	N;NOM;MASC;SG;3
dirijor	कंडक्टर	dirijor	कंडक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
box	मुक्केबाजी	box	मुक्केबाजी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
box	बॉक्सिंग	box	बॉक्सिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
box	मुक्केबाज़ी	box	मुक्केबाज़ी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
ministri	मंत्रियों	ministru	मंत्री	N;INDF;MASC;PL	N;ACC;MASC;PL;3
actori	अभिनेताओं	actor	अभिनेता	N;INDF;MASC;PL	N;ACC;MASC;PL;3
capital	राजधानी	capital	राजधानी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
capital	पूंजी	capital	पूंजी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
atacuri	हमलों	atac	हमला	N;INDF;FEM;PL	N;ACC;MASC;PL;3
atacuri	हमले	atac	हमला	N;INDF;FEM;PL	N;NOM;MASC;PL;3
youthyears	youthyears	youthyears	youthyears	N;INDF;MASC;SG	N;NOM;MASC;SG;3
complexe	जटिल	complex	जटिल	ADJ;INDF;FEM;PL	ADJ
respins	खारिज	respinge	खारिज	ADJ;INDF;MASC;SG	ADJ
respins	बर्खास्त	respinge	बर्खास्त	ADJ;INDF;MASC;SG	ADJ
explica	समझाने	explica	समझा	V;IND;SG;3;IPFV;FIN	V;NFIN;ACT
explica	समझाने	explica	समझा	V;IND;SG;3;IPFV;FIN	V;NFIN;ACT
fenomen	घटना	fenomen	घटना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
campionat	चैम्पियनशिप	campiona	चैम्पियनशिप	N;INDF;MASC;SG	N;NOM;FEM;SG;3
campionat	चैंपियनशिप	campiona	चैंपियनशिप	N;INDF;MASC;SG	N;NOM;FEM;SG;3
grave	गंभीर	grav	गंभीर	ADJ;INDF;FEM;PL	ADJ
spital	चिकित्सालय	spital	चिकित्सालय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spital	अस्पताल	spital	अस्पताल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spital	हॉस्पिटल	spital	हॉस्पिटल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
break	ब्रेक	break	ब्रेक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
arc	चाप	arc	चाप	N;INDF;MASC;SG	N;NOM;MASC;SG;3
frate	bhai	frate	bhai		
procese	प्रक्रियाएँ	proces	प्रक्रिया	N;INDF;FEM;PL	N;NOM;FEM;PL;3
procese	प्रक्रियाओं	proces	प्रक्रिया	N;INDF;FEM;PL	N;ACC;FEM;PL;3
prizonieri	कैदियों	prizonier	कैदी	N;INDF;MASC;PL	N;ACC;MASC;PL;3
prizonieri	कैदी	prizonier	कैदी	N;INDF;MASC;PL	N;NOM;MASC;PL;3
prizonieri	बंदियों	prizonier	बंदी	N;INDF;MASC;PL	N;ACC;MASC;PL;3
power	पावर	power	पावर	N	N;NOM;FEM;SG;3
power	शक्ति	power	शक्ति	N	N;NOM;FEM;SG;3
dramaturg	नाटककार	dramaturg	नाटककार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
propusa	प्रस्तावित	propus	प्रस्तावित	ADJ;DEF;FEM;SG	ADJ
lacuri	झीलें	lac	झील	N;INDF;FEM;PL	N;NOM;FEM;PL;3
lacuri	झीलों	lac	झील	N;INDF;FEM;PL	N;ACC;FEM;PL;3
main	प्रमुख	main	प्रमुख	N	N;NOM;MASC;SG;3
fox	लोमड़ी	fox	लोमडी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
fortat	मजबूर	fortat	मजबूर	ADJ;INDF;MASC;SG	ADJ
fortat	मजबूर	fortat	मजबूर	ADJ;INDF;MASC;SG	ADJ
traducator	अनुवादक	traducator	अनुवादक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
risc	जोखिम	risc	जोखिम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
risc	ख़तरा	risc	ख़तरा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ziar	अख़बार	ziar	अख़बार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ziar	अखबार	ziar	अखबार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ziar	समाचारपत्र	ziar	समाचारपत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rang	पद	rang	पद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rang	दर्जा	rang	दर्जा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
continuu	लगातार	continuu	लगातार	ADV	ADV
continuu	निरंतर	continuu	निरन्तर	ADV	ADV
continuu	लगातार	continuu	लगातार	ADV	ADV
service	सेवा	servic	सेवा	N;INDF;FEM;SG	N;NOM;FEM;SG;3
service	सर्विस	servic	सर्विस	N;INDF;FEM;SG	N;NOM;FEM;SG;3
youthclubs	youthclubs	youthclubs	youthclubs	N;INDF;MASC;SG	N;NOM;MASC;SG;3
disponibile	उपलब्ध	disponibil	उपलब्ध	ADJ;INDF;FEM;PL	ADJ
gold	सोना	gold	सोना		
gold	गोल्ड	gold	गोल्ड		
gold	स्वर्ण	gold	स्वर्ण		
scriu	लिखे	scrie	लिख	V;IND;PL;3;PRS;FIN	V;PFV;MASC;PL;V.PTCP;ACT
scriu	लिखकर	scrie	लिख	V;IND;PL;3;PRS;FIN	V;V.CVB
scriu	लिखना	scrie	लिख	V;IND;PL;3;PRS;FIN	V;MASC;NFIN;ACT
scriu	लिखने	scrie	लिख	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
trasaturi	विशेषताएं	trasat	विशेषता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
trasaturi	विशेषताएँ	trasat	विशेषता	N;INDF;FEM;PL	N;NOM;FEM;PL;3
trasaturi	सुविधाएँ	trasat	सुविधा	N;INDF;FEM;PL	N;NOM;FEM;PL;3
modificat	परिवर्तित	modificat	परिवर्तित	ADJ;INDF;MASC;SG	ADJ
modificat	संशोधित	modificat	संशोधित	ADJ;INDF;MASC;SG	ADJ
cavaler	नाईट	cavaler	नाईट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sector	सेक्टर	sector	सेक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
istorici	इतिहासकारों	istoric	इतिहासकार	N;INDF;MASC;PL	N;ACC;MASC;PL;3
amestec	मिश्रण	amestec	मिश्रण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
amestec	मिश्रण	amestec	मिश्रण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
amestec	मिश्रण	amestec	मिश्रण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
corecta	सही	corecta	सही	ADJ;DEF;FEM;SG	ADJ
corecta	सही	corecta	सही	ADJ;DEF;FEM;SG	ADJ
clasament	रैंकिंग	clasament	रैंकिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
clasament	स्टैंडिंग	clasament	स्टैंडिंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
castel	किला	castel	किला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
castigator	विजेता	castigator	विजेता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
castigator	विजेता	castigator	विजेता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desen	रेखाचित्र	desen	रेखाचित्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desen	ड्राइंग	desen	ड्राइंग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
desen	चित्रांकन	desen	चित्रांकन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
desen	आरेखण	desen	आरेखण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interzis	प्रतिबंधित	interzice	प्रतिबंधित	ADJ;INDF;MASC;SG	ADJ
student	विद्यार्थी	student	विद्यार्थी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
