και	そして	και	そして	CONJ	CONJ
διαχείρισης	マネジメント	διαχείριση	マネジメント	N;GEN;FEM;SG	N
διαχείρισης	マネージメント	διαχείριση	マネージメント	N;GEN;FEM;SG	N
ταυτότητα	アイデンティティー	ταυτότητα	アイデンティティー	N;ACC;FEM;SG	N
ταυτότητα	アイデンティティ	ταυτότητα	アイデンティティ	N;ACC;FEM;SG	N
δείγματα	標本	δείγμα	標本	N;NOM;NEUT;PL	N
δείγματα	サンプル	δείγμα	サンプル	N;NOM;NEUT;PL	N
μετρό	地下鉄	μετρό	地下鉄	N;NOM;NEUT;SG	N
μετρό	地下鉄	μετρό	地下鉄	N;NOM;NEUT;SG	N
ύλη	物質	ύλος	物質	N;NOM;FEM;SG	N
ύλη	事柄	ύλος	事柄	N;NOM;FEM;SG	N
επιμέρους	個人	επιμέρος	個人	N;NOM;FEM;PL	N
πανεπιστήμια	大学	πανεπιστήμιο	大学	N;NOM;NEUT;PL	N
διαλύθηκε	解散	διαλύω	解散	V;PFV;IND;SG;3;PST;FIN;PASS	V
γιατρός	医師	γιατρός	医師	N;NOM;MASC;SG	N
γιατρός	医師	γιατρός	医師	N;NOM;MASC;SG	N
γιατρός	ドクター	γιατρός	ドクター	N;NOM;MASC;SG	N
γιατρός	先生	γιατρός	先生	N;NOM;MASC;SG	N
γιατρός	医者	γιατρός	医者	N;NOM;MASC;SG	N
φυτό	プラント	φυτό	プラント	N;NOM;NEUT;SG	N
φυτό	植物	φυτό	植物	N;NOM;NEUT;SG	N
φίλους	友だち	φίλος	友だち	N;NOM;MASC;PL	N
φίλους	友達	φίλος	友達	N;NOM;MASC;PL	N
όγκος	音量	όγκος	音量	N;NOM;MASC;SG	N
όγκος	ボリューム	όγκος	ボリューム	N;NOM;MASC;SG	N
όγκος	体積	όγκος	体積	N;NOM;MASC;SG	N
κακό	悪い	κακός	悪い	ADJ;NOM;NEUT;SG	ADJ
δύσκολη	難しい	δύσκολος	難しい	ADJ;NOM;FEM;SG	ADJ
συμπεριλαμβανομένου	含む	συμπεριλαμβανόμενος	含む	V;PFV;GEN;MASC;SG;V.PTCP;PASS	V
κίτρινο	イエロー	κίτρινος	イエロー	N;NOM;NEUT;SG	N
κίτρινο	黄色	κίτρινος	黄色	N;NOM;NEUT;SG	N
γραφεία	オフィス	γραφείο	オフィス	N;NOM;NEUT;PL	N
φιλμ	映画	φιλμ	映画	N;NOM;NEUT;SG	N
φιλμ	フィルム	φιλμ	フィルム	N;NOM;NEUT;SG	N
ισχυρό	パワフル	ισχυρός	パワフル	ADJ;NOM;NEUT;SG	ADJ
μητρόπολη	大都市	μητρόπολη	大都市	N;NOM;FEM;SG	N
μητρόπολη	メトロポリス	μητρόπολη	メトロポリス	N;NOM;FEM;SG	N
ηχογράφηση	レコーディング	ηχογράφηση	レコーディング	N;ACC;FEM;SG	N
σύσταση	おすすめ	σύσταση	おすすめ	N;NOM;FEM;SG	N
εξέταση	審査	εξέταση	審査	N;ACC;FEM;SG	N
εξέταση	試験	εξέταση	試験	N;ACC;FEM;SG	N
εξέταση	検査	εξέταση	検査	N;ACC;FEM;SG	N
εξέταση	取調	εξέταση	取調	N;ACC;FEM;SG	N
αρχιεπίσκοπος	大主教	αρχιεπίσκοπος	大主教	N;NOM;MASC;SG	N
δέντρο	ツリー	δέντρο	ツリー	N;NOM;NEUT;SG	N
μέγιστο	最大	μέγιστος	最大	N;NOM;NEUT;SG	N
ήρωα	ヒーロー	ήρωα	ヒーロー	N;ACC;MASC;SG	N
διαχειριστή	管理	διαχειριστής	管理	N;NOM;FEM;SG	N
διαχειριστή	管理人	διαχειριστής	管理人	N;NOM;FEM;SG	N
διαχειριστή	管理	διαχειριστής	管理	N;NOM;FEM;SG	N
διαχειριστή	管理人	διαχειριστής	管理人	N;NOM;FEM;SG	N
άκρα	手足	άκρα	手足	N;NOM;NEUT;PL	N
άκρα	四肢	άκρα	四肢	N;NOM;NEUT;PL	N
άκρα	四肢	άκρα	四肢	N;NOM;NEUT;PL	N
παραδόσεις	伝統	παράδοση	伝統	N;NOM;FEM;PL	N
παραδόσεις	デリバリー	παράδοση	デリバリー	N;NOM;FEM;PL	N
πεθάνει	死ぬ	πεθαίνω	死ぬ	V;PFV;NFIN;ACT	V
απειλή	脅威	απειλή	脅威	N;ACC;FEM;SG	N
πρωί	モーニング	πρωί	モーニング	N;ACC;NEUT;SG	N
υποθέσεις	事例	υπόθεση	事例	N;NOM;FEM;PL	N
υποθέσεις	ケース	υπόθεση	ケース	N;NOM;FEM;PL	N
νεκροταφείο	墓地	νεκροταφείο	墓地	N;NOM;NEUT;SG	N
νεκροταφείο	墓地	νεκροταφείο	墓地	N;NOM;NEUT;SG	N
νεκροταφείο	墓所	νεκροταφείο	墓所	N;NOM;NEUT;SG	N
νεκροταφείο	墓場	νεκροταφείο	墓場	N;NOM;NEUT;SG	N
παραλλαγές	バリエーション	παραλλαγή	バリエーション	N;NOM;FEM;PL	N
παραλλαγές	変奏曲	παραλλαγή	変奏曲	N;NOM;FEM;PL	N
κώδικας	コード	κώδικας	コード	N;NOM;MASC;SG	N
κώδικας	符号	κώδικας	符号	N;NOM;MASC;SG	N
επιτυχημένη	成功	επιτυχημένος	成功	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
αδερφός	兄弟	αδερφός	兄弟	N;NOM;MASC;SG	N
εργαλείο	ツール	εργαλείο	ツール	N;NOM;NEUT;SG	N
εργαλείο	工具	εργαλείο	工具	N;NOM;NEUT;SG	N
εργαλείο	道具	εργαλείο	道具	N;NOM;NEUT;SG	N
ελεύθερος	自由	ελεύθερος	自由	ADJ;NOM;MASC;SG	ADJ
κυρία	レディ	κυρία	レディ	N;VOC;FEM;SG	N
λόγιος	学者	λόγιος	学者	N;NOM;MASC;SG	N
κλίση	スロープ	κλίση	スロープ	N;NOM;FEM;SG	N
κλίση	斜面	κλίση	斜面	N;NOM;FEM;SG	N
κλίση	グラデーション	κλίση	グラデーション	N;NOM;FEM;SG	N
κλίση	ティルト	κλίση	ティルト	N;NOM;FEM;SG	N
κλίση	インクライン	κλίση	インクライン	N;NOM;FEM;SG	N
δημοφιλής	ポピュラー	δημοφιλής	ポピュラー	ADJ;NOM;FEM;SG	ADJ
τόνους	トン	τόνος	トン	N;ACC;MASC;PL	N
τόνους	トン	τόνος	トン	N;ACC;MASC;PL	N
παίκτη	プレイヤー	παίκτης	プレイヤー	N;ACC;MASC;SG	N
παίκτη	プレーヤー	παίκτης	プレーヤー	N;ACC;MASC;SG	N
θεία	おばさん	θεία	おばさん	N;NOM;FEM;SG	N
θεία	おばさん	θεία	おばさん	N;NOM;FEM;SG	N
θεία	叔母	θεία	叔母	N;NOM;FEM;SG	N
θεία	おば	θεία	おば	N;NOM;FEM;SG	N
ικανότητες	スキル	ικανότητα	スキル	N;NOM;FEM;PL	N
αφιέρωμα	朝貢	αφιέρωμα	朝貢	N;ACC;NEUT;SG	N
αντιπολίτευσης	野党	αντιπολίτευση	野党	N;GEN;FEM;SG	N
κιλά	ポンド	κιλώ	ポンド	N	N
κιλά	キログラム	κιλώ	キログラム	N	N
φάσμα	スペクトル	φάσμα	スペクトル	N;NOM;NEUT;SG	N
μέγαρο	マンション	μέγαρος	マンション	N;NOM;NEUT;SG	N
ντοκιμαντέρ	ドキュメンタリー	ντοκιμαντέρ	ドキュメンタリー	N;NOM;NEUT;SG	N
ντοκιμαντέρ	ドキュメンタリー	ντοκιμαντέρ	ドキュメンタリー	N;NOM;NEUT;SG	N
επιθυμία	欲望	επιθυμία	欲望	N;ACC;FEM;SG	N
προφορά	発音	προφορά	発音	N;NOM;FEM;SG	N
συμπέρασμα	結論	συμπέρασμα	結論	N;NOM;NEUT;SG	N
συμπέρασμα	エンディング	συμπέρασμα	エンディング	N;NOM;NEUT;SG	N
σταυρό	十字	σταυρό	十字	N;NOM;NEUT;SG	N
σταυρό	クロス	σταυρό	クロス	N;NOM;NEUT;SG	N
σταυρό	十字	σταυρό	十字	N;NOM;NEUT;SG	N
χερσόνησο	半島	χερσόνησος	半島	N;ACC;FEM;SG	N
μηχανές	エンジン	μηχανής	エンジン	N;NOM;FEM;PL	N
μηχανές	機械	μηχανής	機械	N;NOM;FEM;PL	N
μηχανές	機械	μηχανής	機械	N;NOM;FEM;PL	N
μεταβολή	チェンジ	μεταβολή	チェンジ	N;NOM;FEM;SG	N
σκάφος	船舶	σκάφος	船舶	N;NOM;NEUT;SG	N
σκάφος	船舶	σκάφος	船舶	N;NOM;NEUT;SG	N
σκάφος	工芸	σκάφος	工芸	N;NOM;NEUT;SG	N
σκάφος	クラフト	σκάφος	クラフト	N;NOM;NEUT;SG	N
σκάφος	ボート	σκάφος	ボート	N;NOM;NEUT;SG	N
ένταση	テンション	ένταση	テンション	N;ACC;FEM;SG	N
ένταση	輝度	ένταση	輝度	N;ACC;FEM;SG	N
ένταση	光度	ένταση	光度	N;ACC;FEM;SG	N
όροι	用語	όρος	用語	N;NOM;MASC;PL	N
όροι	条件	όρος	条件	N;NOM;MASC;PL	N
δέντρα	樹木	δέντρο	樹木	N;NOM;NEUT;PL	N
μέγιστη	最大	μέγιστος	最大	N;ACC;FEM;SG	N
σταυρός	十字	σταυρός	十字	N;NOM;MASC;SG	N
σταυρός	クロス	σταυρός	クロス	N;NOM;MASC;SG	N
σταυρός	十字	σταυρός	十字	N;NOM;MASC;SG	N
δίκτυα	ネットワーク	δίκτυο	ネットワーク	N;NOM;NEUT;PL	N
δημιουργός	メーカー	δημιουργός	メーカー	N;NOM;MASC;SG	N
δημιουργός	クリエーター	δημιουργός	クリエーター	N;NOM;MASC;SG	N
φίλοι	友だち	φίλος	友だち	N;VOC;MASC;PL	N
φίλοι	友達	φίλος	友達	N;VOC;MASC;PL	N
δείκτης	索引	δείκτης	索引	N;NOM;MASC;SG	N
δείκτης	インジケータ	δείκτης	インジケータ	N;NOM;MASC;SG	N
εντύπωση	インプレッション	εντύπωση	インプレッション	N;NOM;FEM;SG	N
αναλογία	比率	αναλογία	比率	N;ACC;FEM;SG	N
αναλογία	割合	αναλογία	割合	N;ACC;FEM;SG	N
αναλογία	比率	αναλογία	比率	N;ACC;FEM;SG	N
άγνωστος	不明	άγνωστος	不明	ADJ;NOM;MASC;SG	ADJ
δυνατότητες	可能性	δυνατότητα	可能性	N;NOM;FEM;PL	N
δυνατότητες	ポテンシャル	δυνατότητα	ポテンシャル	N;NOM;FEM;PL	N
ουρά	キュー	ουρώ	キュー	N;NOM;FEM;SG	N
ουρά	尾翼	ουρώ	尾翼	N;NOM;FEM;SG	N
λογότυπο	ロゴ	λογότυπο	ロゴ	N;NOM;NEUT;SG	N
αυξάνεται	増加	αυξάνω	増加	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
ήρωας	ヒーロー	ήρωο	ヒーロー	N;NOM;MASC;SG	N
αέριο	気体	αέριο	気体	N;NOM;NEUT;SG	N
αέριο	ガス	αέριο	ガス	N;NOM;NEUT;SG	N
συν	プラス	συν	プラス	N	N
μεραρχία	師団	μεραρχία	師団	N;ACC;FEM;SG	N
ακολουθία	シーケンス	ακολουθία	シーケンス	N;NOM;FEM;SG	N
οξυγόνο	酸素	οξυγόνο	酸素	N;NOM;NEUT;SG	N
ποινή	ペナルティ	ποινή	ペナルティ	N;ACC;FEM;SG	N
ποινή	センテンス	ποινή	センテンス	N;ACC;FEM;SG	N
ποινή	文章	ποινή	文章	N;ACC;FEM;SG	N
λαμβάνουν	受け取る	λαμβάνω	受け取る	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
λαμβάνουν	受信	λαμβάνω	受信	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
γυμναστήριο	体育館	γυμναστήριο	体育館	N;NOM;NEUT;SG	N
γυμναστήριο	ジム	γυμναστήριο	ジム	N;NOM;NEUT;SG	N
γυμναστήριο	体育館	γυμναστήριο	体育館	N;NOM;NEUT;SG	N
λίμνες	湖沼	λίμνη	湖沼	N;NOM;FEM;PL	N
νόμους	法律	νόμος	法律	N;ACC;MASC;PL	N
χριστιανοί	キリスト	χριστιανός	キリスト	N;NOM;MASC;PL	N
χριστιανοί	キリスト教徒	χριστιανός	キリスト教徒	N;NOM;MASC;PL	N
χριστιανοί	キリスト教徒	χριστιανός	キリスト教徒	N;NOM;MASC;PL	N
ενίσχυση	扶助	ενίσχυση	扶助	N;ACC;FEM;SG	N
αποκατάσταση	リハビリテーション	αποκατάσταση	リハビリテーション	N;ACC;FEM;SG	N
αποκατάσταση	リハビリ	αποκατάσταση	リハビリ	N;ACC;FEM;SG	N
διευθυντή	監督	διευθυντής	監督	N;ACC;MASC;SG	N
διευθυντή	取締役	διευθυντής	取締役	N;ACC;MASC;SG	N
δέρμα	レザー	δέρμα	レザー	N;NOM;NEUT;SG	N
δέρμα	皮革	δέρμα	皮革	N;NOM;NEUT;SG	N
δέρμα	スキン	δέρμα	スキン	N;NOM;NEUT;SG	N
δέρμα	皮膚	δέρμα	皮膚	N;NOM;NEUT;SG	N
οθόνη	画面	οθόνος	画面	N;NOM;FEM;SG	N
οθόνη	スクリーン	οθόνος	スクリーン	N;NOM;FEM;SG	N
οθόνη	モニター	οθόνος	モニター	N;NOM;FEM;SG	N
οθόνη	モニタ	οθόνος	モニタ	N;NOM;FEM;SG	N
μίλια	マイル	μίλιος	マイル	N;NOM;NEUT;PL	N
προτείνω	すすめる	προτείνω	すすめる	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
προτείνω	薦める	προτείνω	薦める	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
ιδρύματα	機関	ίδρυμα	機関	N;NOM;NEUT;PL	N
ήχο	サウンド	ήχο	サウンド	N;ACC;MASC;SG	N
ήχο	音声	ήχο	音声	N;ACC;MASC;SG	N
ήχο	オーディオ	ήχο	オーディオ	N;ACC;MASC;SG	N
στρατευμάτων	部隊	στράτευμα	部隊	N;GEN;NEUT;PL	N
στόλος	艦隊	στόλος	艦隊	N;NOM;MASC;SG	N
ίδιοι	同じ	ίδιος	同じ	ADJ;NOM;MASC;PL	ADJ
ακτινοβολία	放射線	ακτινοβολία	放射線	N;NOM;FEM;SG	N
ακτινοβολία	放射	ακτινοβολία	放射	N;NOM;FEM;SG	N
έγκλημα	犯罪	έγκλημα	犯罪	N;NOM;NEUT;SG	N
δουκάτο	公国	δούκατος	公国	N;NOM;NEUT;SG	N
συσκευές	デバイス	συσκευά	デバイス	N;NOM;FEM;PL	N
συσκευές	機器	συσκευά	機器	N;NOM;FEM;PL	N
τάφος	墓所	τάφος	墓所	N;NOM;MASC;SG	N
σχολές	学校	σχολή	学校	N;NOM;FEM;PL	N
σχολές	流派	σχολή	流派	N;NOM;FEM;PL	N
σχολές	学部	σχολή	学部	N;NOM;FEM;PL	N
σωστό	正しい	σωστός	正しい	ADJ;NOM;NEUT;SG	ADJ
κεφάλαιο	チャプター	κεφάλαιο	チャプター	N;NOM;NEUT;SG	N
κεφάλαιο	資本	κεφάλαιο	資本	N;NOM;NEUT;SG	N
κεφάλαιο	首都	κεφάλαιο	首都	N;NOM;NEUT;SG	N
εκδότης	パブリッシャー	εκδότης	パブリッシャー	N;NOM;MASC;SG	N
εκδότης	出版社	εκδότης	出版社	N;NOM;MASC;SG	N
εκδότης	エディタ	εκδότης	エディタ	N;NOM;MASC;SG	N
χρυσά	ゴールデン	χρυσάς	ゴールデン	N;NOM;NEUT;PL	N
χρυσά	黄金	χρυσάς	黄金	N;NOM;NEUT;PL	N
χρυσά	ゴールド	χρυσάς	ゴールド	N;NOM;NEUT;PL	N
υψηλό	高い	ψηλός	高い	ADJ;NOM;NEUT;SG	ADJ
όρη	山地	όρος	山地	N;NOM;NEUT;PL	N
όρη	山脈	όρος	山脈	N;NOM;NEUT;PL	N
μοναδικός	ユニーク	μοναδικός	ユニーク	ADJ;NOM;MASC;SG	ADJ
μοναδικός	独特	μοναδικός	独特	ADJ;NOM;MASC;SG	ADJ
παραλλαγή	バリエーション	παραλλαγή	バリエーション	N;NOM;FEM;SG	N
κατασκευάστηκαν	製造	κατασκευάζω	製造	V;PFV;IND;PL;3;PST;FIN;PASS	V
ύμνος	聖歌	ύμνος	聖歌	N;NOM;MASC;SG	N
κανάλια	チャネル	κανάλιος	チャネル	N;NOM;NEUT;PL	N
κανάλια	チャンネル	κανάλιος	チャンネル	N;NOM;NEUT;PL	N
κανάλια	運河	κανάλιος	運河	N;NOM;NEUT;PL	N
ορυκτά	鉱物	ορυκτά	鉱物	N;NOM;NEUT;PL	N
ορυκτά	鉱物	ορυκτά	鉱物	N;NOM;NEUT;PL	N
ιδιοκτησία	プロパティ	ιδιοκτησία	プロパティ	N;ACC;FEM;SG	N
ιδιοκτησία	財産	ιδιοκτησία	財産	N;ACC;FEM;SG	N
είσοδος	玄関	είσοδος	玄関	N;NOM;FEM;SG	N
είσοδος	入口	είσοδος	入口	N;NOM;FEM;SG	N
είσοδος	エントリー	είσοδος	エントリー	N;NOM;FEM;SG	N
είσοδος	エントリ	είσοδος	エントリ	N;NOM;FEM;SG	N
αεροσκαφών	航空機	αεροσκαφή	航空機	N;GEN;NEUT;PL	N
αεροσκαφών	飛行機	αεροσκαφή	飛行機	N;GEN;NEUT;PL	N
πάντοτε	常に	πάντοτε	常に	ADV	ADV
πάντοτε	いつも	πάντοτε	いつも	ADV	ADV
χάρτες	マップ	χάρτης	マップ	N;NOM;MASC;PL	N
επαγγελματίας	プロフェッショナル	επαγγελματίας	プロフェッショナル	N;NOM;FEM;SG	N
επαγγελματίας	プロ	επαγγελματίας	プロ	N;NOM;FEM;SG	N
κινητήρες	エンジン	κινητήρας	エンジン	N;NOM;MASC;PL	N
ίχνη	トラック	ίχνος	トラック	N;NOM;NEUT;PL	N
ίχνη	トレース	ίχνος	トレース	N;NOM;NEUT;PL	N
ίχνη	トレース	ίχνος	トレース	N;NOM;NEUT;PL	N
μηνών	ヶ月	μήνας	ヶ月	N;GEN;MASC;PL	N
σπορ	スポーツ	σπορ	スポーツ	N	N
σπορ	スポーツ	σπορ	スポーツ	N	N
στρατηγική	戦略	στρατηγική	戦略	N;NOM;FEM;SG	N
δημοσίευση	出版物	δημοσίευση	出版物	N;NOM;FEM;SG	N
ανακοίνωση	お	ανακοίνωση	お	N;NOM;FEM;SG	N
ανακοίνωση	通信	ανακοίνωση	通信	N;NOM;FEM;SG	N
ανακοίνωση	コミュニケーション	ανακοίνωση	コミュニケーション	N;NOM;FEM;SG	N
ευρύ	ワイド	ευρύς	ワイド	N;NOM;NEUT;SG	N
σκάφη	ボート	σκάφος	ボート	N;NOM;NEUT;PL	N
σκάφη	艦船	σκάφος	艦船	N;NOM;NEUT;PL	N
σκάφη	船舶	σκάφος	船舶	N;NOM;NEUT;PL	N
γνώσεις	知識	γνώση	知識	N;NOM;FEM;PL	N
ζώνες	ゾーン	ζώνη	ゾーン	N;NOM;FEM;PL	N
ζώνες	シートベルト	ζώνη	シートベルト	N;NOM;FEM;PL	N
ζώνες	ベルト	ζώνη	ベルト	N;NOM;FEM;PL	N
άλμα	ジャンプ	άλμα	ジャンプ	N;NOM;NEUT;SG	N
δήλωση	ステートメント	δήλωση	ステートメント	N;ACC;FEM;SG	N
δήλωση	声明	δήλωση	声明	N;ACC;FEM;SG	N
ξύλο	木材	ξύλο	木材	N;NOM;NEUT;SG	N
ξύλο	木製	ξύλο	木製	N;NOM;NEUT;SG	N
ξύλο	ウッド	ξύλο	ウッド	N;NOM;NEUT;SG	N
νεότερη	若い	νέος	若い	ADJ;NOM;CMPR;FEM;SG	ADJ
θερμότητα	ヒート	θερμότητα	ヒート	N;NOM;FEM;SG	N
προσωπικού	人材	προσωπικό	人材	N;GEN;NEUT;SG	N
προσωπικού	職員	προσωπικό	職員	N;GEN;NEUT;SG	N
αργά	ゆっくり	αργά	ゆっくり	ADV	ADV
αργά	ゆっくり	αργά	ゆっくり	ADV	ADV
εκδήλωση	イベント	εκδήλωση	イベント	N;ACC;FEM;SG	N
εκδήλωση	行事	εκδήλωση	行事	N;ACC;FEM;SG	N
καθηγητές	教員	καθηγητής	教員	N;NOM;MASC;PL	N
καθηγητές	教師	καθηγητής	教師	N;NOM;MASC;PL	N
τοπίο	風景	τοπίο	風景	N;NOM;NEUT;SG	N
τοπίο	景色	τοπίο	景色	N;NOM;NEUT;SG	N
τοπίο	横長	τοπίο	横長	N;NOM;NEUT;SG	N
τοπίο	風景	τοπίο	風景	N;NOM;NEUT;SG	N
τοπίο	横向き	τοπίο	横向き	N;NOM;NEUT;SG	N
επιτέθηκε	襲撃	επιτίθεμαι	襲撃	V;PFV;IND;SG;3;PST;FIN;PASS	V
κανόνας	ルール	κανόνας	ルール	N;NOM;MASC;SG	N
όγκο	音量	όγκος	音量	N;ACC;MASC;SG	N
όγκο	ボリューム	όγκος	ボリューム	N;ACC;MASC;SG	N
όγκο	体積	όγκος	体積	N;ACC;MASC;SG	N
άγνωστη	不明	άγνωστος	不明	ADJ;NOM;FEM;SG	ADJ
εξώφυλλο	表紙	εξώφυλλο	表紙	N;NOM;NEUT;SG	N
εξώφυλλο	被覆	εξώφυλλο	被覆	N;NOM;NEUT;SG	N
εξώφυλλο	カバー	εξώφυλλο	カバー	N;NOM;NEUT;SG	N
σχεδιασμός	計画	σχεδιασμός	計画	N;NOM;MASC;SG	N
σχεδιασμός	企画	σχεδιασμός	企画	N;NOM;MASC;SG	N
σχεδιασμός	プランニング	σχεδιασμός	プランニング	N;NOM;MASC;SG	N
σχεδιασμός	デザイン	σχεδιασμός	デザイン	N;NOM;MASC;SG	N
σχεδιασμός	意匠	σχεδιασμός	意匠	N;NOM;MASC;SG	N
αδέλφια	兄弟	αδέρφι	兄弟	N;NOM;NEUT;PL	N
εύρος	範囲	εύρος	範囲	N;ACC;NEUT;SG	N
εύρος	レンジ	εύρος	レンジ	N;ACC;NEUT;SG	N
ευρεία	広い	ευρεία	広い	ADJ;NOM;FEM;SG	ADJ
υποστηρικτές	サポーター	υποστηρικτής	サポーター	N;NOM;MASC;PL	N
λατρεία	カルト	λατρεία	カルト	N;NOM;FEM;SG	N
λατρεία	礼拝	λατρεία	礼拝	N;NOM;FEM;SG	N
σύμβαση	コンベンション	σύμβαση	コンベンション	N;ACC;FEM;SG	N
σύμβαση	大会	σύμβαση	大会	N;ACC;FEM;SG	N
κακή	悪い	κακός	悪い	ADJ;NOM;FEM;SG	ADJ
πετρελαίου	石油	πετρέλαιο	石油	N;GEN;NEUT;SG	N
πετρελαίου	オイル	πετρέλαιο	オイル	N;GEN;NEUT;SG	N
μπάλα	ボール	μπάλα	ボール	N;NOM;FEM;SG	N
διαστήματα	音程	διάστημα	音程	N;NOM;NEUT;PL	N
διαστήματα	間隔	διάστημα	間隔	N;NOM;NEUT;PL	N
συνεχείς	連続	συνεχής	連続	ADJ;NOM;FEM;PL	ADJ
επισκέπτες	ビジター	επισκέπτης	ビジター	N;NOM;MASC;PL	N
συσκευή	デバイス	συσκευή	デバイス	N;NOM;FEM;SG	N
συσκευή	機器	συσκευή	機器	N;NOM;FEM;SG	N
απαιτήσεις	要件	απαίτηση	要件	N;NOM;FEM;PL	N
απαιτήσεις	債権	απαίτηση	債権	N;NOM;FEM;PL	N
υδρογόνο	水素	υδρογόνο	水素	N;NOM;NEUT;SG	N
κατάρρευση	内訳	κατάρρευση	内訳	N;ACC;FEM;SG	N
κινείται	引越	κινώ	引越	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
κινείται	移動	κινώ	移動	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
επιχείρημα	論証	επιχείρημα	論証	N;NOM;NEUT;SG	N
τομέας	セクター	τομέας	セクター	N;NOM;MASC;SG	N
εισόδου	エントリー	είσοδος	エントリー	N;GEN;FEM;SG	N
εισόδου	エントリ	είσοδος	エントリ	N;GEN;FEM;SG	N
επιχειρήματα	論証	επιχείρημα	論証	N;NOM;NEUT;PL	N
επιχειρήματα	引数	επιχείρημα	引数	N;NOM;NEUT;PL	N
ανθολογία	アンソロジー	ανθολογία	アンソロジー	N;NOM;FEM;SG	N
φρουρά	ガード	φρουρά	ガード	N;ACC;FEM;SG	N
όπλο	武器	όπλο	武器	N;NOM;NEUT;SG	N
όπλο	ガン	όπλο	ガン	N;NOM;NEUT;SG	N
νεαρός	ヤング	νεαρός	ヤング	N;NOM;MASC;SG	N
πέτρα	ストーン	πέτρο	ストーン	N;NOM;FEM;SG	N
πέτρα	ロック	πέτρο	ロック	N;NOM;FEM;SG	N
κύκλους	サークル	κύκλος	サークル	N;ACC;MASC;PL	N
κύκλους	サイクル	κύκλος	サイクル	N;ACC;MASC;PL	N
φτάνοντας	到着	φτάνω	到着	V;IPFV;V.CVB;ACT	V
θείο	硫黄	θείο	硫黄	N;NOM;NEUT;SG	N
θείο	硫黄	θείο	硫黄	N;NOM;NEUT;SG	N
ανταλλαγή	貿易	ανταλλαγή	貿易	N;NOM;FEM;SG	N
λέων	ライオン	λέος	ライオン	N;NOM;MASC;SG	N
λέων	獅子	λέος	獅子	N;NOM;MASC;SG	N
καταστήματα	店舗	κατάστημα	店舗	N;NOM;NEUT;PL	N
καταστήματα	ショップ	κατάστημα	ショップ	N;NOM;NEUT;PL	N
καταστήματα	店舗	κατάστημα	店舗	N;NOM;NEUT;PL	N
πρωταθλητή	チャンプ	πρωταθλητής	チャンプ	N;ACC;MASC;SG	N
πρωταθλητή	チャンピオン	πρωταθλητής	チャンピオン	N;ACC;MASC;SG	N
δομές	構造	δομή	構造	N;NOM;FEM;PL	N
ηχώ	反響	ηχώ	反響	N;NOM;FEM;SG	N
ηχώ	エコー	ηχώ	エコー	N;NOM;FEM;SG	N
αγώνισμα	イベント	αγώνισμα	イベント	N;NOM;NEUT;SG	N
αγώνισμα	行事	αγώνισμα	行事	N;NOM;NEUT;SG	N
απόσπασμα	分隊	απόσπασμα	分隊	N;NOM;NEUT;SG	N
απόσπασμα	エキス	απόσπασμα	エキス	N;NOM;NEUT;SG	N
κορυφές	トップス	κορυφή	トップス	N;NOM;FEM;PL	N
λευκή	白い	λευκός	白い	ADJ;NOM;FEM;SG	ADJ
συγγενείς	親族	συγγένης	親族	N;NOM;MASC;PL	N
συγγενείς	親戚	συγγένης	親戚	N;NOM;MASC;PL	N
διαταγή	オーダー	διαταγή	オーダー	N;ACC;FEM;SG	N
περιορισμένη	限定	περιορίζω	限定	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
περιορισμένη	制限	περιορίζω	制限	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
μετακίνηση	ムーブ	μετακίνηση	ムーブ	N;ACC;FEM;SG	N
μετακίνηση	ムーブメント	μετακίνηση	ムーブメント	N;ACC;FEM;SG	N
μετακίνηση	楽章	μετακίνηση	楽章	N;ACC;FEM;SG	N
φύλλο	葉っぱ	φύλλο	葉っぱ	N;NOM;NEUT;SG	N
φύλλο	シート	φύλλο	シート	N;NOM;NEUT;SG	N
εφαρμόζεται	応用	εφαρμόζω	応用	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
μικρότερες	小さい	μικρός	小さい	ADJ;NOM;CMPR;FEM;PL	ADJ
οργανισμοί	団体	οργανισμός	団体	N;NOM;MASC;PL	N
διαπραγματεύσεις	ネゴシエーション	διαπραγμάτευση	ネゴシエーション	N;NOM;FEM;PL	N
επικράτεια	縄張り	επικράτεια	縄張り	N;NOM;FEM;SG	N
επίδοση	パフォーマンス	επίδοση	パフォーマンス	N;ACC;FEM;SG	N
επίδοση	性能	επίδοση	性能	N;ACC;FEM;SG	N
μύθο	神話	μύθος	神話	N;NOM;MASC;SG	N
συστατικά	コンポーネント	συστατικά	コンポーネント	N;NOM;NEUT;PL	N
συστατικά	材料	συστατικά	材料	N;NOM;NEUT;PL	N
