甲殼	äyriäiset	甲殼	äyriäinen	N	N;NOM;PL
吸引	houkutteleva	吸引	houkutella	V	V;NOM;SG;V.PTCP;ACT
甘蔗	keppi	甘蔗	keppi	N	N;NOM;SG
甘蔗	cane	甘蔗	cane	N	N;NOM;SG
哭	itkeä	哭	itkeä	V	V;SG;NFIN;ACT
哭	itke	哭	itke	V	V;IMP;SG;2;FIN;ACT
哭	itkeä	哭	itkeä	V	V;SG;NFIN;ACT
哭	itkee	哭	itkeä	V	V;IND;SG;2;PRS;FIN;ACT
哭	itken	哭	itkeä	V	V;IND;SG;1;PRS;FIN;ACT
賭博	uhkapelejä	賭博	uhka#peli	N	N;PRT;PL
賭博	vedonlyönti	賭博	vedonlyönti	N	N;NOM;SG
賭博	uhkapeli	賭博	uhka#peli	N	N;NOM;SG
賭博	pelaaminen	賭博	pelaaminen	N	N;NOM;SG
賭博	uhkapeliä	賭博	uhka#peli	N	N;PRT;SG
賭博	uhkapeliä	賭博	uhka#peli	N	N;PRT;SG
功效	tehon	功效	teho	N	N;GEN;SG
功效	teho	功效	teho	N	N;NOM;SG
功效	tehokkuus	功效	tehokkuus	N	N;NOM;SG
功效	tehokkuutta	功效	tehokkuus	N	N;PRT;SG
功效	tehoa	功效	teho	N	N;PRT;SG
成型	muodostaminen	成型	muodostaminen	N	N;NOM;SG
腫瘤	kasvaimen	腫瘤	kasvain	N	N;GEN;SG
腫瘤	kasvain	腫瘤	kasvaa	N	N;NOM;SG
腫瘤	kasvaimen	腫瘤	kasvain	N	N;GEN;SG
腫瘤	kasvain	腫瘤	kasvaa	N	N;NOM;SG
紀律	kuria	紀律	kuri	N	N;PRT;SG
紀律	kuri	紀律	kuri	N	N;NOM;SG
酷刑	kidutus	酷刑	kidutus	N	N;NOM;SG
酷刑	kidutuksen	酷刑	kidutus	N	N;GEN;SG
酷刑	kidutusta	酷刑	kiduttu	N	N;PRT;SG
嚴謹	tiukat	嚴謹	tiukka	ADJ	ADJ;NOM;PL
嚴謹	tiukkaa	嚴謹	tiukka	ADJ	ADJ;PRT;SG
嚴謹	tiukka	嚴謹	tiukka	ADJ	ADJ;NOM;SG
嚴謹	ankara	嚴謹	ankara	ADJ	ADJ;NOM;SG
展品	näyttely	展品	näyttely	N	N;NOM;SG
花絮	trivia	花絮	trivi	N	N;NOM;SG
鑄造	valu	鑄造	valua	V	V;IMP;SG;2;FIN;ACT
刪去	poistaa	刪去	poistaa	V	V;IND;SG;PRS;FIN;ACT
刪去	poista	刪去	poistaa	V	V;IMP;SG;2;FIN;ACT
礦物	mineraaleja	礦物	mineraali	N	N;PRT;PL
礦物	mineraali	礦物	mineraali	N	N;NOM;SG
麻醉	anestesia	麻醉	anestenen	N	N;NOM;SG
加深	syventää	加深	syventää	V	V;IND;SG;3;PRS;FIN;ACT
攝政	regent	攝政	regent	N	N;NOM;SG
芳香	tuoksu	芳香	tuoksu	N	N;NOM;SG
芳香	tuoksut	芳香	tuoksu	N	N;NOM;PL
芳香	tuoksu	芳香	tuoksu	N	N;NOM;SG
芳香	aromi	芳香	aromi	N	N;NOM;SG
民謠	balladi	民謠	balladi	N	N;NOM;SG
民謠	folk	民謠	folk	N	N;NOM;SG
守衛	vartioi	守衛	vartioida	V	V;IND;SG;3;PRS;FIN;ACT
守衛	vartioida	守衛	vartioida	V	V;SG;NFIN;ACT
氣球	ilmapallo	氣球	ilma#pallo	N	N;NOM;SG
氣球	pallot	氣球	pallo	N	N;NOM;PL
氣球	ilmapalloja	氣球	ilma#pallo	N	N;PRT;PL
倫理	etiikkaa	倫理	etiikka	N	N;PRT;SG
摸	koske	摸	koskea	V	V;IMP;SG;2;FIN;ACT
摸	koskea	摸	koskea	V	V;SG;NFIN;ACT
摸	koskettaa	摸	koskettaa	V	V;IND;SG;3;PRS;FIN;ACT
摸	kosketa	摸	koskea	V	V;IMP;SG;2;FIN;ACT
營利	voittoa	營利	voitto	N	N;PRT;SG
營利	voitto	營利	voitto	N	N;NOM;SG
營利	voitot	營利	voitto	N	N;NOM;PL
營利	tuotto	營利	tuotto	N	N;NOM;SG
營利	kannattavuus	營利	kannattavuus	N	N;NOM;SG
良心	omatunto	良心	oma#tunto	N	N;NOM;SG
良心	omaatuntoa	良心	omaatunto	N	N;PRT;SG
位	siirtymä	位	siirtymä	N	N;NOM;SG
雨傘	sateenvarjo	雨傘	sateen#varjo	N	N;NOM;SG
雨傘	sateenvarjot	雨傘	sateen#varjo	N	N;NOM;PL
花生	pähkinä	花生	pähki	N	N;NOM;SG
花生	pähkinöitä	花生	pähkinä	N	N;PRT;PL
閃光	salama	閃光	salama	N	N;NOM;SG
閃光	flash	閃光	flash	N	N;NOM;SG
閃光	glitter	閃光	glitter	N	N;NOM;SG
和弦	sointu	和弦	sointua	N	N;NOM;SG
和弦	sointuja	和弦	sointuja	N	N;PRT;PL
子	varakreivi	子	vara#kreivi	N	N;NOM;SG
削減	leikkaa	削減	leikata	V	V;IMP;SG;2;FIN;ACT
削減	leikata	削減	leikata	V	V;SG;NFIN;ACT
髮型	karva	髮型	karva	N	N;NOM;SG
髮型	hiukset	髮型	hius	N	N;NOM;PL
髮型	tukka	髮型	tukka	N	N;NOM;SG
髮型	hiuksia	髮型	hius	N	N;PRT;PL
髮型	hiustyyli	髮型	hius#tyyli	N	N;NOM;SG
髮型	kampaus	髮型	kampaus	N	N;NOM;SG
叛變	kapina	叛變	kapina	N	N;NOM;SG
叛變	kapinaa	叛變	kapina	N	N;PRT;SG
殘酷	julma	殘酷	julma	ADJ	ADJ;NOM;SG
殘酷	julmaa	殘酷	julma	ADJ	ADJ;PRT;SG
殘酷	julman	殘酷	julma	ADJ	ADJ;GEN;SG
殘酷	raaka	殘酷	raaka	ADJ	ADJ;NOM;SG
殘酷	julma	殘酷	julma	ADJ	ADJ;NOM;SG
單身	single	單身	single	N	N;NOM;SG
單身	sinkku	單身	sinkku	N	N;NOM;SG
犀	sarvikuono	犀	sarvi#kuono	N	N;NOM;SG
九	yhdeksän	九	yhdeksän	NUM	NUM;NOM;SG
雇用	palkata	雇用	palkata	V	V;SG;NFIN;ACT
悲傷	surua	悲傷	suru	N	N;PRT;SG
悲傷	suru	悲傷	suru	N	N;NOM;SG
悲傷	surun	悲傷	suru	N	N;GEN;SG
僧侶	munkin	僧侶	minä	N	N;GEN;SG
僧侶	munkki	僧侶	munkki	N	N;NOM;SG
僧侶	munkkeja	僧侶	munkki	N	N;PRT;PL
僧侶	munkit	僧侶	munki	N	N;NOM;PL
僧侶	munkkien	僧侶	munkki	N	N;GEN;PL
沒收	menetetyksi	沒收	menettää	V	V;TRANS;SG;V.PTCP;PASS
沒收	takavarikoi	沒收	takavarikoida	V	V;IND;SG;3;PST;FIN;ACT
沒收	takavarikoitu	沒收	taka#varikoida	V	V;NOM;SG;V.PTCP;PASS
沒收	takavarikoitiin	沒收	takavarikoittaa	V	V;IND;PST;FIN;PASS
粉紅	pinkki	粉紅	pinkki	N	N;NOM;SG
浴	uinti	浴	uinti	N	N;NOM;SG
浴	kylpy	浴	kylpy	N	N;NOM;SG
浴	kylvyn	浴	kylvy	N	N;GEN;SG
星期	sunnuntaita	星期	sunnuntai	N	N;PRT;PL
星期	sunnuntaina	星期	sunnuntai	N	N;FRML;SG
星期	sunnuntaita	星期	sunnuntai	N	N;PRT;PL
星期	sunnuntai	星期	sunnuntai	N	N;NOM;SG
塵埃	pölyä	塵埃	pöly	N	N;PRT;SG
塵埃	pölyn	塵埃	pöly	N	N;GEN;SG
塵埃	pöly	塵埃	pöly	N	N;NOM;SG
塵埃	laskeuma	塵埃	laskeuma	N	N;NOM;SG
弩	varsijousi	弩	varsijousi	N	N;NOM;SG
側面	sivusta	側面	sivusta	N	N;IN+ABL;SG
薄弱	heikko	薄弱	heikko	ADJ	ADJ;NOM;SG
薄弱	heikkoa	薄弱	heikko	ADJ	ADJ;PRT;SG
薄弱	heikot	薄弱	heikko	ADJ	ADJ;NOM;PL
指明	määritä	指明	määrittää	V	V;IMP;SG;2;FIN;ACT
指明	määrittele	指明	määritellä	V	V;IMP;SG;2;FIN;ACT
謊言	valhe	謊言	valhe	N	N;NOM;SG
謊言	valheet	謊言	valhe	N	N;NOM;PL
謊言	valheita	謊言	valhea	N	N;PRT;PL
野獸	peto	野獸	peto	N	N;NOM;SG
野獸	elukka	野獸	elukka	N	N;NOM;SG
野獸	hirviö	野獸	hirviö	N	N;NOM;SG
填充	täyttää	填充	täyttää	V	V;SG;NFIN;ACT
填充	täytä	填充	täyttää	V	V;IMP;SG;2;FIN;ACT
填充	täyttää	填充	täyttää	V	V;SG;NFIN;ACT
起因	syyt	起因	syy	N	N;NOM;PL
起因	syitä	起因	syy	N	N;PRT;PL
水分	kosteuden	水分	kosteus	N	N;GEN;SG
水分	kosteus	水分	kosteus	N	N;NOM;SG
水分	kosteutta	水分	kosteus	N	N;PRT;SG
縫	ompelu	縫	ompelu	N	N;NOM;SG
頂端	huippu	頂端	huippu	N	N;NOM;SG
頂端	huippua	頂端	huippu	N	N;PRT;SG
頂端	ylä	頂端	ylä	N	N;NOM;SG
角落	kulmassa	角落	kulma	N	N;IN+ESS;SG
角落	kulman	角落	kulma	N	N;GEN;SG
角落	kulma	角落	kylmä	N	N;NOM;SG
角落	kulmat	角落	kulma	N	N;NOM;PL
狂	villitys	狂	villitys	N	N;NOM;SG
郵輪	risteilyt	郵輪	risteily	N	N;NOM;PL
郵輪	risteilylle	郵輪	risteily	N	N;AT+ALL;SG
燈光	valot	燈光	valo	N	N;NOM;PL
燈光	valoja	燈光	valo	N	N;PRT;PL
燈光	valoa	燈光	valo	N	N;PRT;SG
燈光	valo	燈光	valo	N	N;NOM;SG
太陽	auringon	太陽	aurinko	N	N;GEN;SG
太陽	aurinko	太陽	aurinko	N	N;NOM;SG
儲備	rahastot	儲備	rahasto	N	N;NOM;PL
儲備	varaukset	儲備	varaus	N	N;NOM;PL
儲備	varannot	儲備	varanto	N	N;NOM;PL
儲備	varaus	儲備	varaus	N	N;NOM;SG
儲備	varaa	儲備	vara	N	N;PRT;SG
舵	peräsin	舵	peräsin	N	N;NOM;SG
池塘	lampi	池塘	lampi	N	N;NOM;SG
講話	puhe	講話	puhe	N	N;NOM;SG
講話	puhetta	講話	puhe	N	N;PRT;SG
講話	puheenvuoro	講話	puheen#vuoro	N	N;NOM;SG
離任	eroava	離任	erota	V	V;NOM;SG;V.PTCP;ACT
激發	inspiroi	激發	inspiroida	V	V;IND;SG;2;PRS;FIN;ACT
激發	innostaa	激發	innostaa	V	V;IND;SG;3;PRS;FIN;ACT
激發	stimuloi	激發	stimuloida	V	V;IND;SG;3;PRS;FIN;ACT
禁忌	tabuja	禁忌	tabu	N	N;PRT;PL
禁忌	tabu	禁忌	tabu	N	N;NOM;SG
假說	olettamuksia	假說	olettamus	N	N;PRT;PL
假說	hypoteesi	假說	hypota	N	N;NOM;SG
假說	olettamus	假說	olettamus	N	N;NOM;SG
邪教	kultti	邪教	kultti	N	N;NOM;SG
醚	eetteriin	醚	eetteri	N	N;IN+ALL;SG
孢子	itiöitä	孢子	itiö	N	N;PRT;PL
榮耀	kunniaa	榮耀	kunnia	N	N;PRT;SG
榮耀	kunnia	榮耀	kunnia	N	N;NOM;SG
叛軍	kapinallisten	叛軍	kapinallinen	N	N;GEN;PL
家園	kotimaa	家園	koti#maa	N	N;NOM;SG
家園	kotimaan	家園	koti#maa	N	N;GEN;SG
波動	vaihtelu	波動	vaihtelu	N	N;NOM;SG
波動	vaihtelua	波動	vaihtelu	N	N;PRT;SG
波動	vaihtelut	波動	vaihtelu	N	N;NOM;PL
層次	kerroksia	層次	kerros	N	N;PRT;PL
層次	tason	層次	taso	N	N;GEN;SG
層次	tasolla	層次	taso	N	N;AT+ESS
;SG
層次	taso	層次	taso	N	N;NOM;SG
矽	pii	矽	piine	N	N;NOM;SG
矽	piin	矽	piin	N	N;GEN;SG
大院	yhdiste	大院	yhdiste	N	N;NOM;SG
莊園	kartano	莊園	kartano	N	N;NOM;SG
欺騙	pettää	欺騙	pettää	V	V;IND;SG;3;PRS;FIN;ACT
欺騙	huijata	欺騙	huijata	V	V;SG;NFIN;ACT
欺騙	huijaa	欺騙	huija	V	V;IMP;SG;2;PRS;FIN;ACT
磁性	magneetti	磁性	magneetti	N	N;NOM;SG
磁性	magnetismi	磁性	magnetismi	N	N;NOM;SG
內政	sisustus	內政	sisustus	N	N;NOM;SG
花朵	kukat	花朵	kuka	N	N;NOM;PL
花朵	kukkia	花朵	kukka	N	N;PRT;PL
花朵	kukkaa	花朵	kukka	N	N;PRT;SG
花朵	kukka	花朵	kukka	N	N;NOM;SG
造訪	käymässä	造訪	käydä	V	V;IN+ESS;SG;NFIN;ACT
炸藥	dynamiittia	炸藥	dynamiitti	N	N;PRT;SG
炸藥	räjähde	炸藥	räjähde	N	N;NOM;SG
炸藥	räjähteet	炸藥	räjähde	N	N;NOM;PL
炸藥	räjähteitä	炸藥	räjähde	N	N;PRT;PL
炸藥	räjähteiden	炸藥	räjähdy	N	N;GEN;PL
炸藥	räjähde	炸藥	räjähde	N	N;NOM;SG
炸藥	räjähteet	炸藥	räjähde	N	N;NOM;PL
皮革	nahkaa	皮革	nahka	N	N;PRT;SG
皮革	nahka	皮革	nahka	N	N;NOM;SG
皮革	nahan	皮革	nahka	N	N;GEN;SG
徒弟	opetuslapsi	徒弟	opetus#lapsi	N	N;NOM;SG
徒弟	oppipoika	徒弟	oppi#poika	N	N;NOM;SG
徒弟	harjoittelija	徒弟	harjoittelija	N	N;NOM;SG
下限	kerros	下限	kerros	N	N;NOM;SG
下限	lattia	下限	lattia	N	N;NOM;SG
牛仔	cowboyt	牛仔	cowboyt	N	N;NOM;PL
牛仔	cowboy	牛仔	cowboy	N	N;NOM;SG
親戚	sukulainen	親戚	sukulainen	N	N;NOM;SG
親戚	sukulaiset	親戚	suku#lainen	N	N;NOM;PL
親戚	sukulaisia	親戚	suku#lainen	N	N;PRT;PL
勘探	etsintä	勘探	etsintä	N	N;NOM;SG
勘探	tutkiminen	勘探	tutkiminen	N	N;NOM;SG
追查	jäljittää	追查	jäljittää	V	V;SG;NFIN;ACT
疑慮	epäile	疑慮	epäillä	V	V;IMP;SG;2;FIN;ACT
窯	uuneissa	窯	uune	N	N;IN+ESS;PL
窯	uuniin	窯	uuni	N	N;IN+ALL;SG
乳房	rinta	乳房	rinta	N	N;NOM;SG
乳房	rinnat	乳房	rinta	N	N;NOM;PL
乳房	rintojen	乳房	rinta	N	N;GEN;PL
乳房	rintoja	乳房	rinta	N	N;PRT;PL
乳房	rinnat	乳房	rinta	N	N;NOM;PL
乳房	rintojen	乳房	rinta	N	N;GEN;PL
凍	jäädyttäminen	凍	jäädyttäminen	N	N;NOM;SG
凍	jäässä	凍	jää	N	N;IN+ESS;SG
鹽水	suolavettä	鹽水	suola#vesi	N	N;PRT;SG
館長	kuraattori	館長	kuraattori	N	N;NOM;SG
毫克	milligrammaa	毫克	milligrammaa	N	N;PRT;SG
骨折	murtuma	骨折	murtuma	N	N;NOM;SG
泳池	allas	泳池	allas	N	N;NOM;SG
灰姑	tuhkimo	灰姑	tuhkimo	N	N;NOM;SG
偏差	poikkeama	偏差	poikkeama	N	N;NOM;SG
偏差	bias	偏差	bias	N	N;NOM;SG
陰影	varjot	陰影	varjo	N	N;NOM;PL
陰影	varjojen	陰影	varja	N	N;GEN;PL
陰影	varjoja	陰影	varja	N	N;PRT;PL
陰影	varjon	陰影	varjo	N	N;GEN;SG
陰影	varjo	陰影	varjo	N	N;NOM;SG
陰影	varjo	陰影	varjo	N	N;NOM;SG
陰影	varjoa	陰影	varjo	N	N;PRT;SG
陰影	sävy	陰影	sävy	N	N;NOM;SG
鱷魚	krokotiili	鱷魚	krokotiili	N	N;NOM;SG
殘骸	hylky	殘骸	hylky	N	N;NOM;SG
籽	siemeniä	籽	siemen	N	N;PRT;PL
籽	siemenet	籽	siemen	N	N;NOM;PL
付款	maksa	付款	maksaa	V	V;IMP;SG;2;FIN;ACT
付款	maksaa	付款	maksaa	V	V;IND;SG;3;PRS;FIN;ACT
付款	maksettava	付款	maksaa	V	V;NOM;SG;V.PTCP;PASS
面部	kasvojen	面部	kasvot	N	N;GEN;PL
護航	saattue	護航	saattua	N	N;NOM;SG
護航	seuralainen	護航	seuralainen	N	N;NOM;SG
各部	ministeriöiden	各部	ministeriö	N	N;GEN;PL
孫子	lapsenlapsi	孫子	lapsen#lapsi	N	N;NOM;SG
孫子	lapsenlapsia	孫子	lapsen#lapsi	N	N;PRT;PL
孫子	pojanpoika	孫子	pojan#poika	N	N;NOM;SG
孫子	lapsenlapsi	孫子	lapsen#lapsi	N	N;NOM;SG
黑幫	gangsteri	黑幫	gangsteri	N	N;NOM;SG
黑幫	jengit	黑幫	jenki	N	N;NOM;PL
師父	mestari	師父	mestari	N	N;NOM;SG
師父	isäntä	師父	isäntä	N	N;NOM;SG
寶寶	kulta	寶寶	kulta	N	N;NOM;SG
寶寶	vauva	寶寶	vauva	N	N;NOM;SG
寶寶	muru	寶寶	muru	N	N;NOM;SG
線索	johtolanka	線索	johto#langa	N	N;NOM;SG
線索	vihje	線索	vihje	N	N;NOM;SG
線索	johtolankoja	線索	johto#lanka	N	N;PRT;PL
線索	vihjeitä	線索	vihje	N	N;PRT;PL
線索	vihjeet	線索	vihje	N	N;NOM;PL
車庫	autotalli	車庫	auto#talli	N	N;NOM;SG
車庫	autotallin	車庫	auto#talli	N	N;GEN;SG
損傷	vaurio	損傷	vaurio	N	N;NOM;SG
損傷	vahinko	損傷	vahinko	N	N;NOM;SG
損傷	vahinkoa	損傷	vahinko	N	N;PRT;SG
損傷	vammat	損傷	vamma	N	N;NOM;PL
損傷	vamma	損傷	vamma	N	N;NOM;SG
損傷	vaurio	損傷	vaurio	N	N;NOM;SG
損傷	vahinko	損傷	vahinko	N	N;NOM;SG
損傷	vahingot	損傷	vahinko	N	N;NOM;PL
損傷	vahinkoa	損傷	vahinko	N	N;PRT;SG
損傷	vauriot	損傷	vaurio	N	N;NOM;PL
缺口	aukkoja	缺口	aukko	N	N;PRT;PL
缺口	aukot	缺口	aukko	N	N;NOM;PL
缺口	kuilu	缺口	kuilu	N	N;NOM;SG
缺口	aukko	缺口	aukko	N	N;NOM;SG
分流	harhautus	分流	harhautus	N	N;NOM;SG
蟒	python	蟒	pytho	N	N;NOM;SG
力學	mekaniikka	力學	mekaniikka	N	N;NOM;SG
工匠	käsityöläisten	工匠	käsi#työläinen	N	N;GEN;PL
工匠	käsityöläiset	工匠	käsi#työläinen	N	N;NOM;PL
工匠	käsityöläinen	工匠	käsi#työläinen	N	N;NOM;SG
處罰	seuraamus	處罰	seuraamus	N	N;NOM;SG
處罰	rangaistus	處罰	rangaistus	N	N;NOM;SG
處罰	seuraamukset	處罰	seuraamus	N	N;NOM;PL
處罰	seuraamuksia	處罰	seuraamus	N	N;PRT;PL
處罰	rangaistukset	處罰	rangaistus	N	N;NOM;PL
處罰	rangaistuksen	處罰	rangaistus	N	N;GEN;SG
處罰	rangaistusta	處罰	rangaistus	N	N;PRT;SG
處罰	rangaistus	處罰	rangaistus	N	N;NOM;SG
名聲	mainetta	名聲	maine	N	N;PRT;SG
名聲	maine	名聲	maine	N	N;NOM;SG
序幕	alkusoitto	序幕	alku#soitto	N	N;NOM;SG
序幕	prologi	序幕	prologi	N	N;NOM;SG
醋	etikkaa	醋	etikata	N	N;PRT;SG
舒適	mukavat	舒適	mukava	ADJ	ADJ;NOM;PL
嘲笑	pilkkaa	嘲笑	pilkka	N	N;PRT;SG
鎳	nikkeli	鎳	nikkeli	N	N;NOM;SG
飛翔	kärpänen	飛翔	kärpänen	N	N;NOM;SG
飛翔	lentäminen	飛翔	lentäminen	N	N;NOM;SG
礦業	louhinta	礦業	louhinta	N	N;NOM;SG
礦業	kaivostoiminta	礦業	kaivosto	N	N;NOM;SG
礦業	kaivos	礦業	kaivos	N	N;NOM;SG
地勢	maastossa	地勢	maasto	N	N;IN+ESS;SG
地勢	maasto	地勢	maasto	N	N;NOM;SG
人	jousimies	人	jousi#mies	N	N;NOM;SG
谷地	laaksoon	谷地	laakso	N	N;IN+ALL;SG
谷地	laakso	谷地	laakso	N	N;NOM;SG
電纜	kaapelit	電纜	kaapeli	N	N;NOM;PL
電纜	kaapelin	電纜	kaapeli	N	N;GEN;SG
電纜	kaapeli	電纜	kaapeli	N	N;NOM;SG
電纜	kaapelit	電纜	kaapeli	N	N;NOM;PL
田野	fields	田野	fields	N	N;NOM;SG
田野	kentät	田野	kenttä	N	N;NOM;PL
田野	kenttiä	田野	kentti	N	N;PRT;PL
腐敗	korruptio	腐敗	korruptio	N	N;NOM;SG
腐敗	lahjontaa	腐敗	lahjonta	N	N;PRT;SG
腐敗	korruption	腐敗	korruptio	N	N;GEN;SG
腐敗	korruptiota	腐敗	korruptio	N	N;PRT;SG
無聊	kyllästynyt	無聊	kyllästyä	V	V;NOM;SG;V.PTCP;ACT
女	tyttöystävä	女	tyttö#ystävä	N	N;NOM;SG
女	tyttöystävää	女	tyttö#ystävä	N	N;PRT;SG
女	tyttöystävän	女	tyttö#ystävä	N	N;GEN;SG
顎	leuan	顎	leuan	N	N;GEN;SG
顎	leuka	顎	leuka	N	N;NOM;SG
酒館	tavernassa	酒館	taverna	N	N;IN+ESS;SG
酒館	pubissa	酒館	pub	N	N;IN+ESS;SG
酒館	pub	酒館	pub	N	N;NOM;SG
政治	politiikan	政治	politiikka	N	N;GEN;SG
政治	politiikka	政治	politiikka	N	N;NOM;SG
政治	politiikkaa	政治	politiikka	N	N;PRT;SG
飛碟	ufoja	飛碟	ufo	N	N;PRT;PL
飛碟	ufo	飛碟	ufo	N	N;NOM;SG
荒漠	aavikkoa	荒漠	aavikko	N	N;PRT;SG
荒漠	aavikon	荒漠	aavikko	N	N;GEN;SG
荒漠	aavikot	荒漠	aavikko	N	N;NOM;PL
潟湖	laguuni	潟湖	lagu	N	N;NOM;SG
鹿角	sarvet	鹿角	sarvi	N	N;NOM;PL
偽造	taottu	偽造	taota	V	V;NOM;SG;V.PTCP;PASS
偽造	väärennetty	偽造	väärentää	V	V;NOM;SG;V.PTCP;PASS
偽造	väärentää	偽造	väärentää	V	V;IND;SG;PRS;FIN;ACT
利息	etua	利息	etu	N	N;PRT;SG
利息	korko	利息	korko	N	N;NOM;SG
利息	korot	利息	korko	N	N;NOM;PL
利息	kiinnostus	利息	kiinnostus	N	N;NOM;SG
物料	materiaali	物料	materiaali	N	N;NOM;SG
物料	aineisto	物料	aineisto	N	N;NOM;SG
物料	materiaalia	物料	materiaali	N	N;PRT;SG
物料	materiaalin	物料	materiaali	N	N;GEN;SG
物料	materiaaleja	物料	materiaali	N	N;PRT;PL
物料	materiaali	物料	materiaali	N	N;NOM;SG
物料	ainekset	物料	aines	N	N;NOM;PL
物料	materiaalien	物料	materiaali	N	N;GEN;PL
物料	materiaalit	物料	materiaali	N	N;NOM;PL
蟻	muurahaisia	蟻	muurahainen	N	N;PRT;PL
砂岩	hiekkakivi	砂岩	hiekka#kivi	N	N;NOM;SG
石英	kvartsia	石英	kvartsi	N	N;PRT;SG
辯護	puolustus	辯護	puolustus	N	N;NOM;SG
波浪	aallot	波浪	aalto	N	N;NOM;PL
波浪	aaltoja	波浪	aalto	N	N;PRT;PL
波浪	aallon	波浪	aalto	N	N;GEN;SG
波浪	aalto	波浪	aalto	N	N;NOM;SG
血清	seerumin	血清	seerumi	N	N;GEN;SG
愛人	rakastaja	愛人	rakastaja	N	N;NOM;SG
愛人	rakastajatar	愛人	rakastajatar	N	N;NOM;SG
各區	alueet	各區	alue	N	N;NOM;PL
各區	piirit	各區	piiri	N	N;NOM;PL
瓶子	pulloja	瓶子	pullo	N	N;PRT;PL
瓶子	pullot	瓶子	pullo	N	N;NOM;PL
瓶子	pullon	瓶子	pullo	N	N;GEN;SG
瓶子	purkki	瓶子	purkki	N	N;NOM;SG
瓶子	pullo	瓶子	pullo	N	N;NOM;SG
小米	hirssiä	小米	hirssi	N	N;PRT;PL
化妝	meikki	化妝	meikki	N	N;NOM;SG
化妝	meikkiä	化妝	meikkiä	N	N;PRT;SG
游擊	sissi	游擊	sissi	N	N;NOM;SG
定罪	tuomittiin	定罪	tuomita	V	V;IND;PST;FIN;PASS
定罪	tuomittu	定罪	tuomita	V	V;NOM;SG;V.PTCP;PASS
倡議	aloitteet	倡議	aloite	N	N;NOM;PL
倡議	aloitteita	倡議	aloite	N	N;PRT;PL
倡議	aloite	倡議	aloite	N	N;NOM;SG
倡議	aloitteen	倡議	aloite	N	N;GEN;SG
盒子	laatikko	盒子	laatikko	N	N;NOM;SG
盒子	ruutu	盒子	ruutua	N	N;NOM;SG
盒子	box	盒子	box	N	N;NOM;SG
液態	nesteen	液態	neste	N	N;GEN;SG
液態	nestettä	液態	neste	N	N;PRT;SG
法郎	frangi	法郎	frangi	N	N;NOM;SG
法郎	frangia	法郎	frang	N	N;PRT;SG
百分	prosenttiosuus	百分	prosentti#osuus	N	N;NOM;SG
百分	prosentti	百分	prosentti	N	N;NOM;SG
百分	prosenttia	百分	prosentti	N	N;PRT;SG
妥協	kompromissin	妥協	kompromissi	N	N;GEN;SG
妥協	kompromissi	妥協	kompromissi	N	N;NOM;SG
妥協	kompromissiin	妥協	kompromissi	N	N;IN+ALL;SG
動議	liike	動議	liike	N	N;NOM;SG
動議	esitys	動議	esitys	N	N;NOM;SG
動議	esitykset	動議	esitys	N	N;NOM;PL
鍋爐	kattila	鍋爐	kattila	N	N;NOM;SG
鍋爐	kattilat	鍋爐	kattila	N	N;NOM;PL
經文	jakeet	經文	jae	N	N;NOM;PL
經文	säkeitä	經文	säkeä	N	N;PRT;PL
沙丘	dyynit	沙丘	dyyni	N	N;NOM;PL
沙丘	dyyni	沙丘	dyyni	N	N;NOM;SG
奉獻	omistautumista	奉獻	omistautuminen	N	N;PRT;SG
奉獻	omistautumista	奉獻	omistautuminen	N	N;PRT;SG
禮堂	auditorium	禮堂	auditorium	N	N;NOM;SG
藥品	lääkettä	藥品	lääke	N	N;PRT;SG
藥品	lääketiede	藥品	lääke#tiede	N	N;NOM;SG
藥品	lääkkeet	藥品	lääke	N	N;NOM;PL
藥品	lääke	藥品	lääke	N	N;NOM;SG
藥品	huumeet	藥品	huume	N	N;NOM;PL
藥品	huumeita	藥品	huume	N	N;PRT;PL
藥品	lääkkeet	藥品	lääke	N	N;NOM;PL
藥品	lääkkeiden	藥品	lääke	N	N;GEN;PL
藥品	lääkkeet	藥品	lääke	N	N;NOM;PL
藥品	lääkkeitä	藥品	lääke	N	N;PRT;PL
藥品	lääkitys	藥品	lääkitys	N	N;NOM;SG
藥品	lääkitystä	藥品	lääkitys	N	N;PRT;SG
藥品	lääkkeitä	藥品	lääke	N	N;PRT;PL
盔	kypärä	盔	kypärä	N	N;NOM;SG
盔	kypärää	盔	kypärä	N	N;PRT;SG
地基	säätiöiden	地基	säätiö	N	N;GEN;PL
雇主	työnantaja	雇主	työ#antaja	N	N;NOM;SG
雇主	työnantajat	雇主	työ#antaja	N	N;NOM;PL
雇主	työnantajien	雇主	työ#antaja	N	N;GEN;PL
雇主	työnantajille	雇主	työ#antaja	N	N;AT+ALL;PL
雇主	työnantaja	雇主	työ#antaja	N	N;NOM;SG
雇主	työnantajan	雇主	työ#antaja	N	N;GEN;SG
升起	nouskaa	升起	nouska	V	V;IMP;PL;2;FIN;ACT
憂鬱	melankolia	憂鬱	melan#koli	N	N;NOM;SG
吃	syödä	吃	syödä	V	V;SG;NFIN;ACT
吃	syö	吃	syödä	V	V;IND;SG;2;PRS;FIN;ACT
地下	pohjaveden	地下	pohja#vesi	N	N;GEN;SG
