mai	bolj	mai	bolj	ADV	ADV;CMPR
treptat	postopno	treptat	postopno	ADV	ADV
record	plošča	record	plošča	N;INDF;MASC;SG	N;NOM;FEM;SG
record	rekord	record	rekord	N;INDF;MASC;SG	N;NOM;MASC;SG
record	zapis	record	zapis	N;INDF;MASC;SG	N;NOM;MASC;SG
promovat	povišan	promova	povišan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
medalii	medalje	medalie	medalja	N;INDF;FEM;PL	N;NOM;FEM;PL
masculin	moško	masculin	moški	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
masculin	moška	masculin	moški	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
redus	zmanjšan	redus	zmanjšan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
redus	zmanjšana	redus	zmanjšan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
redus	znižana	redus	znižan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
redus	zmanjšano	redus	zmanjšan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
sfânt	svetnik	sfânt	svetnik	N;INDF;MASC;SG	N;NOM;MASC;SG
sfânt	svetnica	sfânt	svetnica	N;INDF;MASC;SG	N;NOM;FEM;SG
galben	rumeno	galben	rumen	ADV	ADV
activat	omogočen	activat	omogočen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
activat	omogočeno	activat	omogočen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
activat	aktiviran	activat	aktiviran	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
activat	aktivirana	activat	aktiviran	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
indian	indijansko	indian	indijansko	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
indian	indijsko	indian	indijski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
indian	indijski	indian	indijski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
indian	indijska	indian	indijski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
lac	jezero	lac	jezero	N;INDF;MASC;SG	N;NOM;NEUT;SG
instrument	inštrument	instrument	inštrument	N;INDF;MASC;SG	N;NOM;MASC;SG
instrument	instrument	instrument	instrument	N;INDF;MASC;SG	N;NOM;MASC;SG
instrument	orodje	instrument	orodje	N;INDF;MASC;SG	N;NOM;NEUT;SG
corespunde	ustreza	corespunde	ustrezati	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
uscat	suha	uscat	suh	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
uscat	posušen	uscat	posušen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
uscat	posušena	uscat	posušen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
realizări	dosežke	realizare	dosežek	N;INDF;FEM;PL	N;ACC;MASC;PL
realizări	dosežki	realizare	dosežek	N;INDF;FEM;PL	N;NOM;MASC;PL
scos	odstranjena	scoate	odstranjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
scos	odstranjen	scoate	odstranjen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
scos	odstranjeno	scoate	odstranjen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
prezentate	predstavljeni	prezentat	predstavljen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
prezentate	predstavljene	prezentat	predstavljen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
jazz	jazz	jazz	jazz	N;INDF;MASC;SG	N;NOM;MASC;SG
journal	journal	journal	journati	N;INDF;MASC;SG	N;NOM;MASC;SG
journal	dnevnik	journal	dnevnik	N;INDF;MASC;SG	N;NOM;MASC;SG
uman	človeško	uman	človeški	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
uman	človeška	uman	človeški	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
uman	človeški	uman	človeški	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
super	super	super	super		
super	super	super	super		
legi	zakoni	lege	zakon	N;INDF;FEM;PL	N;NOM;MASC;PL
legi	zakone	lege	zakon	N;INDF;FEM;PL	N;ACC;MASC;PL
unesco	unesco	unesc	unesco	N;INDF;MASC;SG	N;NOM;MASC;SG
grade	stopinje	grad	stopinja	N;INDF;FEM;PL	N;NOM;FEM;PL
tehnic	tehnični	tehnic	tehničen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
tehnic	tehnična	tehnic	tehničen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
tur	ogled	tur	ogled	N;INDF;MASC;SG	N;NOM;MASC;SG
tur	turneja	tur	turnej	N;INDF;MASC;SG	N;NOM;FEM;SG
deal	hrib	deal	hrib	N;INDF;MASC;SG	N;NOM;MASC;SG
deal	grič	deal	grič	N;INDF;MASC;SG	N;NOM;MASC;SG
oricum	kakorkoli	oricum	kakorkoli	ADV	ADV
set	komplet	set	komplet	N;INDF;MASC;SG	N;NOM;MASC;SG
muzeu	muzej	muzeu	muzej	N;INDF;MASC;SG	N;NOM;MASC;SG
stemma	stemma	stemmă	stemma		
extins	razširjeno	extins	razširjeno	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
extins	podaljšana	extins	podaljšan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
extins	podaljšano	extins	podaljšan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
extins	razširjena	extins	razširjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
extins	podaljšan	extins	podaljšan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
extins	razširjen	extins	razširjen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
extins	razširjena	extins	razširjen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
leftarm	leftarm	leftarm	leftar	N;INDF;MASC;SG	N;NOM;MASC;SG
locotenent	poročnik	locotenent	poročnik	N;INDF;MASC;SG	N;NOM;MASC;SG
iso	iso	iso	iso	N;INDF;MASC	N;NOM;MASC;SG
flori	rožice	floare	rožica	N;INDF;FEM;PL	N;NOM;FEM;PL
flori	cvetovi	floare	cvetov	N;INDF;FEM;PL	N;NOM;MASC;PL
flori	rože	floare	roža	N;INDF;FEM;PL	N;NOM;FEM;PL
dispărut	izginil	dispărea	izginiti	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
dispărut	izginila	dispărea	izginiti	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP
picioare	noge	picior	noga	N;INDF;FEM;PL	N;NOM;FEM;PL
picioare	nogice	picior	nogica	N;INDF;FEM;PL	N;NOM;FEM;PL
picioare	noge	picior	noga	N;INDF;FEM;PL	N;NOM;FEM;PL
picioare	nog	picior	nog	N;INDF;FEM;PL	N;GEN;FEM;PL
picioare	nogice	picior	nogica	N;INDF;FEM;PL	N;NOM;FEM;PL
anjou	anjou	anjou	ano	N;INDF;MASC;SG	N;NOM;MASC;SG
concerte	koncerte	concert	koncert	N;INDF;FEM;PL	N;ACC;MASC;PL
concerte	koncertov	concert	koncert	N;INDF;FEM;PL	N;GEN;MASC;PL
zid	obzidje	zid	obzidje	N;INDF;MASC;SG	N;NOM;NEUT;SG
zid	zid	zid	zid	N;INDF;MASC;SG	N;NOM;MASC;SG
zid	stena	zid	stena	N;INDF;MASC;SG	N;NOM;FEM;SG
zid	steno	zid	stena	N;INDF;MASC;SG	N;ACC;FEM;SG
critice	kritični	critic	kritičen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL
critice	kritične	critic	kritičen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
executat	izvršena	executa	izvršen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
executat	usmrčen	executa	usmrčen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
suprem	vrhovnega	suprem	vrhoven	ADJ;INDF;MASC;SG	ADJ;GEN;NEUT;SG
suprem	vrhovno	suprem	vrhoven	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
festival	festival	festival	festival	N;INDF;MASC;SG	N;NOM;MASC;SG
festival	praznik	festival	praznik	N;INDF;MASC;SG	N;NOM;MASC;SG
festival	praznovanje	festival	praznovanje	N;INDF;MASC;SG	N;NOM;NEUT;SG
impact	učinek	impact	učinek	N;INDF;MASC;SG	N;NOM;MASC;SG
impact	trk	impact	trk	N;INDF;MASC;SG	N;NOM;MASC;SG
impact	vpliv	impact	vpliv	N;INDF;MASC;SG	N;NOM;MASC;SG
impact	doseg	impact	doseg	N;INDF;MASC;SG	N;NOM;MASC;SG
impact	reach	impact	reach	N;INDF;MASC;SG	N;NOM;MASC;SG
jurnalist	novinarka	jurnalist	novinarka	N;INDF;MASC;SG	N;NOM;FEM;SG
jurnalist	novinarja	jurnalist	novinar	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
jurnalist	novinar	jurnalist	novinar	N;INDF;MASC;SG	N;NOM;MASC;SG
hun	hun	hun	hun	N;INDF;MASC;SG	N;NOM;MASC;SG
roluri	vloge	rol	vloga	N;INDF;FEM;PL	N;NOM;FEM;PL
roluri	vlog	rol	vloga	N;INDF;FEM;PL	N;GEN;FEM;PL
obiectiv	cilj	obiectiv	cilj	N;INDF;MASC;SG	N;NOM;MASC;SG
obiectiv	gol	obiectiv	gol	N;INDF;MASC;SG	N;NOM;MASC;SG
obiectiv	cilj	obiectiv	cilj	N;INDF;MASC;SG	N;NOM;MASC;SG
izvor	pomlad	izvor	pomlad	N;INDF;MASC;SG	N;NOM;FEM;SG
izvor	izvir	izvor	izvir	N;INDF;MASC;SG	N;NOM;MASC;SG
izvor	pomladi	izvor	pomlad	N;INDF;MASC;SG	N;NOM;FEM;SG
bourbon	bourbon	bourbon	bourbon	N;INDF;MASC;SG	N;NOM;MASC;SG
polonezi	poljaki	polonez	poljak	N;INDF;MASC;PL	N;NOM;MASC;PL
trimite	pošlji	trimite	pošlja	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
univers	vesolje	univers	vesolje	N;INDF;MASC;SG	N;NOM;NEUT;SG
univers	vesolju	univers	vesolje	N;INDF;MASC;SG	N;DAT;NEUT;SG
critici	kritike	critică	kritika	N;INDF;MASC;PL	N;NOM;FEM;PL
critici	kritike	critică	kritika	N;INDF;MASC;PL	N;NOM;FEM;PL
religios	verski	religios	verski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
religios	versko	religios	versko	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
religios	verska	religios	verski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
religios	verskega	religios	verski	ADJ;INDF;MASC;SG	ADJ;GEN;NEUT;SG
ucraineni	ukrajinci	ucrainean	ukrajinec	N;INDF;MASC;PL	N;NOM;MASC;PL
parc	parkiraj	parc	parkiraj	N;INDF;MASC;SG	N;NOM;MASC;SG
parc	park	parc	park	N;INDF;MASC;SG	N;NOM;MASC;SG
context	kontekst	context	kontekst	N;INDF;MASC;SG	N;NOM;MASC;SG
context	konteksta	context	kontekst	N;INDF;MASC;SG	N;GEN;MASC;SG
resurse	vire	resursă	vir	N;INDF;FEM;PL	N;ACC;MASC;PL
resurse	sredstva	resursă	sredstvo	N;INDF;FEM;PL	N;NOM;NEUT;PL
resurse	viri	resursă	vir	N;INDF;FEM;PL	N;NOM;MASC;PL
gaz	bencin	gaz	bencin	N;INDF;MASC;SG	N;NOM;MASC;SG
gaz	gas	gaz	gas	N;INDF;MASC;SG	N;NOM;MASC;SG
gaz	plin	gaz	plin	N;INDF;MASC;SG	N;NOM;MASC;SG
gaz	gaz	gaz	gaza	N;INDF;MASC;SG	N;NOM;MASC;SG
părinți	starše	părinte	starš	N;INDF;MASC;PL	N;ACC;MASC;PL
părinți	starši	părinte	starš	N;INDF;MASC;PL	N;NOM;MASC;PL
vorbe	besed	vorbă	beseda	N;INDF;FEM;PL	N;GEN;FEM;PL
vorbe	besede	vorbă	beseda	N;INDF;FEM;PL	N;NOM;FEM;PL
canal	kanal	canal	kanal	N;INDF;MASC;SG	N;NOM;MASC;SG
canal	kanal	canal	kanal	N;INDF;MASC;SG	N;NOM;MASC;SG
specifică	navesti	specifica	navesti	V;IND;SG;3;PST;FIN	V;PFV;NFIN
acuzat	obtožen	acuza	obtožen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
acuzat	obtožena	acuza	obtožen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
calif	kalif	calif	kalif	N;INDF;MASC;SG	N;NOM;MASC;SG
petersburg	petersburgu	petersburge	petersburg	N;INDF;MASC;SG	N;DAT;MASC;SG
instrumente	inštrumenti	instrument	inštrument	N;INDF;FEM;PL	N;NOM;MASC;PL
instrumente	instrumenti	instrument	instrument	N;INDF;FEM;PL	N;NOM;MASC;PL
instrumente	orodja	instrument	orodje	N;INDF;FEM;PL	N;NOM;NEUT;PL
drumuri	ceste	drum	cesta	N;INDF;FEM;PL	N;NOM;FEM;PL
drumuri	cest	drum	cesta	N;INDF;FEM;PL	N;GEN;FEM;PL
variante	variante	variantă	variant	N;INDF;FEM;PL	N;NOM;FEM;PL
variante	različice	variantă	različica	N;INDF;FEM;PL	N;NOM;FEM;PL
conducători	vladarji	conducător	vladar	N;INDF;MASC;PL	N;NOM;MASC;PL
conducători	vodje	conducător	vodja	N;INDF;MASC;PL	N;NOM;MASC;PL
conducători	voditelji	conducător	voditelj	N;INDF;MASC;PL	N;NOM;MASC;PL
turism	turizem	turism	turizem	N;INDF;MASC;SG	N;NOM;MASC;SG
traduceri	prevodi	traducere	prevod	N;INDF;FEM;PL	N;NOM;MASC;PL
frumoase	lepi	frumos	lep	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL
frumoase	lepe	frumos	lep	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
modele	modeli	model	model	N;INDF;FEM;PL	N;NOM;MASC;PL
modele	modelov	model	model	N;INDF;FEM;PL	N;GEN;MASC;PL
modele	predloge	model	predlog	N;INDF;FEM;PL	N;ACC;MASC;PL
decide	odloči	decide	odločiti	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
ofițeri	častniki	ofițer	častnik	N;INDF;MASC;PL	N;NOM;MASC;PL
ofițeri	policisti	ofițer	policist	N;INDF;MASC;PL	N;NOM;MASC;PL
ofițeri	oficirji	ofițer	oficir	N;INDF;MASC;PL	N;NOM;MASC;PL
candidat	kandidatka	candidat	kandidatka	N;INDF;MASC;SG	N;NOM;FEM;SG
candidat	kandidata	candidat	kandidat	N;INDF;MASC;SG	N;NOM;MASC;SG
candidat	kandidat	candidat	kandidat	N;INDF;MASC;SG	N;NOM;MASC;SG
insecte	insekti	insect	insekt	N;INDF;FEM;PL	N;NOM;MASC;PL
insecte	žuželke	insect	žuželka	N;INDF;FEM;PL	N;NOM;FEM;PL
insecte	hrošče	insect	hrošča	N;INDF;FEM;PL	N;ACC;MASC;PL
insecte	žuželke	insect	žuželka	N;INDF;FEM;PL	N;NOM;FEM;PL
insecte	hrošči	insect	hrošč	N;INDF;FEM;PL	N;NOM;MASC;PL
federal	zvezni	federal	zvezen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
federal	zvezno	federal	zvezen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
federal	zvezna	federal	zvezen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
elevi	dijaki	elev	dijak	N;INDF;MASC;PL	N;NOM;MASC;PL
elevi	študentje	elev	študent	N;INDF;MASC;PL	N;NOM;MASC;PL
elevi	študenti	elev	študent	N;INDF;MASC;PL	N;NOM;MASC;PL
elevi	študente	elev	študent	N;INDF;MASC;PL	N;ACC;MASC;PL
elevi	učenci	elev	učenec	N;INDF;MASC;PL	N;NOM;MASC;PL
elevi	dijaki	elev	dijak	N;INDF;MASC;PL	N;NOM;MASC;PL
elevi	zenice	elev	zenica	N;INDF;MASC;PL	N;NOM;FEM;PL
elevi	učencev	elev	učenec	N;INDF;MASC;PL	N;GEN;MASC;PL
elevi	učenci	elev	učenec	N;INDF;MASC;PL	N;NOM;MASC;PL
potențial	potencial	potențial	potencial	N;INDF;MASC;SG	N;NOM;MASC;SG
poziții	položaji	poziție	položaj	N;INDF;FEM;PL	N;NOM;MASC;PL
poziții	stališča	poziție	stališče	N;INDF;FEM;PL	N;NOM;NEUT;PL
poziții	pozicije	poziție	pozicija	N;INDF;FEM;PL	N;NOM;FEM;PL
trasee	proge	traseu	proga	N;INDF;FEM;PL	N;NOM;FEM;PL
trasee	poteh	traseu	pot	N;INDF;FEM;PL	N;ESS;FEM;PL
muzician	glasbenik	muzician	glasbenik	N;INDF;MASC;SG	N;NOM;MASC;SG
tradițional	tradicionalno	tradițional	tradicionalno	ADV	ADV
situații	situacij	situație	situacija	N;INDF;FEM;PL	N;GEN;FEM;PL
situații	situacije	situație	situacija	N;INDF;FEM;PL	N;NOM;FEM;PL
tancuri	rezervoarji	tanc	rezervoar	N;INDF;FEM;PL	N;NOM;MASC;PL
acte	dejanja	act	dejanje	N;INDF;FEM;PL	N;NOM;NEUT;PL
acte	akti	act	akti	N;INDF;FEM;PL	N;NOM;MASC;PL
acte	papirji	act	papir	N;INDF;FEM;PL	N;NOM;MASC;PL
acte	papirje	act	papir	N;INDF;FEM;PL	N;ACC;MASC;PL
acid	kislina	acid	kislina	N;INDF;MASC;SG	N;NOM;FEM;SG
colonel	polkovnik	colonel	polkovnik	N;INDF;MASC;SG	N;NOM;MASC;SG
automat	samodejno	automat	samodejno	ADV	ADV
automat	avtomatsko	automat	avtomatsko	ADV	ADV
automat	avtomatično	automat	avtomatičen	ADV	ADV
automat	samodejno	automat	samodejno	ADV	ADV
automat	avtomatsko	automat	avtomatsko	ADV	ADV
bogat	bogat	bogat	bogat	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
bogat	bogata	bogat	bogat	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
căpitan	stotnik	căpitan	stotnik	N;INDF;MASC;SG	N;NOM;MASC;SG
căpitan	kapitan	căpitan	kapitan	N;INDF;MASC;SG	N;NOM;MASC;SG
scene	prizore	scenă	prizor	N;INDF;FEM;PL	N;ACC;MASC;PL
scene	prizori	scenă	prizor	N;INDF;FEM;PL	N;NOM;MASC;PL
scene	scene	scenă	scena	N;INDF;FEM;PL	N;NOM;FEM;PL
descoperite	odkrite	descoperi	odkriti	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
parlament	parlament	parlament	parlament	N;INDF;MASC;SG	N;NOM;MASC;SG
vârf	vrh	vârf	vrh	N;INDF;MASC;SG	N;NOM;MASC;SG
pacific	pacifik	pacific	pacifik	N;INDF;MASC;SG	N;NOM;MASC;SG
greșit	napačno	greși	napačen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
greșit	napačen	greși	napačen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
ferate	železnice	ferată	železnica	N;INDF;FEM;PL	N;NOM;FEM;PL
street	ulico	street	ulica	N;INDF;MASC;SG	N;ACC;FEM;SG
street	ulica	street	ulica	N;INDF;MASC;SG	N;NOM;FEM;SG
definitiv	dokončno	definitiv	dokončno	ADV	ADV
design	zasnova	design	zasnova	N;INDF;MASC;SG	N;NOM;FEM;SG
design	oblikovanje	design	oblikovanje	N;INDF;MASC;SG	N;NOM;NEUT;SG
design	dizajn	design	dizajno	N;INDF;MASC;SG	N;NOM;MASC;SG
jud	jud	jud	jud	N;INDF;MASC;SG	N;NOM;MASC;SG
frați	brate	frate	brat	N;INDF;MASC;PL	N;ACC;MASC;PL
frați	bratje	frate	bratje	N;INDF;MASC;PL	N;NOM;MASC;PL
frați	bratov	frate	brat	N;INDF;MASC;PL	N;GEN;MASC;PL
plin	polno	plin	polno	ADV	ADV
land	dežela	land	dežela	N;INDF;MASC;SG	N;NOM;FEM;SG
land	kopno	land	kopno	N;INDF;MASC;SG	N;NOM;NEUT;SG
land	zemljišče	land	zemljišče	N;INDF;MASC;SG	N;NOM;NEUT;SG
land	zemljo	land	zemlja	N;INDF;MASC;SG	N;ACC;FEM;SG
planuri	načrti	plan	načrt	N;INDF;FEM;PL	N;NOM;MASC;PL
planuri	načrte	plan	načrt	N;INDF;FEM;PL	N;ACC;MASC;PL
planuri	načrti	plan	načrt	N;INDF;FEM;PL	N;NOM;MASC;PL
front	fronta	front	fronta	N;INDF;MASC;SG	N;NOM;FEM;SG
front	spredaj	front	spredaj	N;INDF;MASC;SG	N;NOM;MASC;SG
ochi	oci	ochi	oci	N;INDF;MASC	N;NOM;FEM;SG
ochi	oči	ochi	oči	N;INDF;MASC	N;NOM;FEM;PL
ochi	očesu	ochi	oko	N;INDF;MASC	N;DAT;NEUT;SG
ochi	eye	ochi	eye	N;INDF;MASC	N;NOM;MASC;SG
ochi	oko	ochi	oko	N;INDF;MASC	N;NOM;NEUT;SG
senator	senatorja	senator	senator	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
senator	senator	senator	senator	N;INDF;MASC;SG	N;NOM;MASC;SG
senator	senatorka	senator	senatorka	N;INDF;MASC;SG	N;NOM;MASC;SG
menționează	omeni	menționa	omeniti	V;IND;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
menționează	omenja	menționa	omenjati	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
sebastian	sebastiana	sebastian	sebastian	N;INDF;MASC;SG	N;ACC;MASC;SG
gospodării	gospodinjstva	gospodărie	gospodinjstvo	N;INDF;FEM;PL	N;NOM;NEUT;PL
înmormântat	zakopan	înmormânta	zakopan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
înmormântat	zakopano	înmormânta	zakopan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
înmormântat	pokopan	înmormânta	pokopan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
înmormântat	pokopana	înmormânta	pokopan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
fond	sklad	fond	sklad	N;INDF;MASC;SG	N;NOM;MASC;SG
absolut	absolutno	absolut	absolutno	ADV	ADV
efecte	učinki	efect	učinek	N;INDF;FEM;PL	N;NOM;MASC;PL
efecte	vplivi	efect	vpliv	N;INDF;FEM;PL	N;NOM;MASC;PL
culori	barve	culoare	barva	N;INDF;FEM;PL	N;NOM;FEM;PL
culori	barv	culoare	barva	N;INDF;FEM;PL	N;GEN;FEM;PL
culori	barve	culoare	barva	N;INDF;FEM;PL	N;NOM;FEM;PL
culori	barv	culoare	barva	N;INDF;FEM;PL	N;GEN;FEM;PL
old	star	old	star	N;INDF;MASC;SG	N;NOM;MASC;SG
antice	starodavnih	antic	starodaven	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;PL
antice	starodavne	antic	starodaven	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
diferit	drugačna	diferit	drugačen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
diferit	drugačen	diferit	drugačen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
diferit	drugačno	diferit	drugačen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
avocat	odvetnik	avocat	odvetnik	N;INDF;MASC;SG	N;NOM;MASC;SG
avocat	odvetnik	avocat	odvetnik	N;INDF;MASC;SG	N;NOM;MASC;SG
avocat	pravnik	avocat	pravnik	N;INDF;MASC;SG	N;NOM;MASC;SG
avocat	odvetnica	avocat	odvetnica	N;INDF;MASC;SG	N;NOM;FEM;SG
avocat	odvetnika	avocat	odvetnik	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
story	zgodba	story	zgodba	N;INDF;MASC;SG	N;NOM;FEM;SG
story	zgodbo	story	zgodba	N;INDF;MASC;SG	N;ACC;FEM;SG
medici	zdravniki	medic	zdravnik	N;INDF;MASC;PL	N;NOM;MASC;PL
medici	medici	medic	medica	N;INDF;MASC;PL	N;NOM;MASC;PL
medici	zdravnikov	medic	zdravnik	N;INDF;MASC;PL	N;GEN;MASC;PL
medici	doktorji	medic	doktor	N;INDF;MASC;PL	N;NOM;MASC;PL
medici	zdravniki	medic	zdravnik	N;INDF;MASC;PL	N;NOM;MASC;PL
medici	zdravnike	medic	zdravnik	N;INDF;MASC;PL	N;ACC;MASC;PL
doctorat	doktorat	doctorat	doktorat	N;INDF;MASC;SG	N;NOM;MASC;SG
doctorat	doktorat	doctorat	doktorat	N;INDF;MASC;SG	N;NOM;MASC;SG
calcul	izračun	calcul	izračun	N;INDF;MASC;SG	N;NOM;MASC;SG
acoperit	pokrito	acoperi	pokrit	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
acoperit	pokrit	acoperi	pokrit	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
acoperit	pokrita	acoperi	pokrit	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
billboard	pano	billboard	pani	N;INDF;MASC;SG	N;ACC;MASC;SG
publicații	publikacije	publicație	publikacija	N;INDF;FEM;PL	N;NOM;FEM;PL
albe	bele	alb	bel	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
predat	predana	preda	predan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
secol	stoletje	secol	stoletje	N;INDF;MASC;SG	N;NOM;NEUT;SG
accident	nesreča	accident	nesreča	N;INDF;MASC;SG	N;NOM;FEM;SG
accident	trk	accident	trk	N;INDF;MASC;SG	N;NOM;MASC;SG
invitat	vabljen	invita	vabljen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
invitat	vabljena	invita	vabljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
exil	izgon	exil	izgon	N;INDF;MASC;SG	N;NOM;MASC;SG
exil	izgnanstvo	exil	izgnanstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
exil	izgnanstvu	exil	izgnanstvo	N;INDF;MASC;SG	N;DAT;NEUT;SG
melodii	melodije	melodie	melodija	N;INDF;FEM;PL	N;NOM;FEM;PL
melodii	melodije	melodie	melodija	N;INDF;FEM;PL	N;NOM;FEM;PL
melodii	pesmi	melodie	pesem	N;INDF;FEM;PL	N;NOM;FEM;PL
creează	ustvarjati	crea	ustvarjati	V;IND;3;PRS;FIN	V;IPFV;NFIN
creează	ustvariti	crea	ustvariti	V;IND;3;PRS;FIN	V;PFV;NFIN
creează	ustvari	crea	ustvariti	V;IND;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
agent	agentka	agent	agentka	N;INDF;MASC;SG	N;NOM;FEM;SG
agent	zastopnik	agent	zastopnik	N;INDF;MASC;SG	N;NOM;MASC;SG
agent	agent	agent	agent	N;INDF;MASC;SG	N;NOM;MASC;SG
network	mreža	network	mreža	N;INDF;MASC;SG	N;NOM;FEM;SG
network	omrežje	network	omrežje	N;INDF;MASC;SG	N;NOM;NEUT;SG
emis	izdana	emite	izdan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
