اتھاہ	עמוק	اتھاہ	עמוק		
بِجوگ	חסך	بِجوگ	חסך		
بجے	זמן	بج	זמן	N;NOM;MASC;SG;3	N;MASC;SG
بجے	עת	بج	עת	N;NOM;MASC;SG;3	N;FEM;SG
بِچار	נחשו	بِچار	נחשה		
بِچار	נחש	بِچار	נחש		
بِچارنا	מניחה	بِچار	מניחה	V;NFIN;ACT	V;FEM;SG;V.PTCP;ACT
بِچارنا	מניח	بِچار	הניח	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
بِچارنا	להרהר	بِچار	הרהר	V;NFIN;ACT	V;NFIN;ACT
بِچارنا	להחליט	بِچار	החליט	V;NFIN;ACT	V;NFIN;ACT
بِچارنا	תחליט	بِچار	החליט	V;NFIN;ACT	V;FEM;SG;3;FUT;ACT
بِچارنا	לחשוב	بِچار	חשב	V;NFIN;ACT	V;NFIN;ACT
بِچارنا	תחשוב	بِچار	חשב	V;NFIN;ACT	V;MASC;SG;3;FUT;ACT
بِچارنا	חושב	بِچار	חשב	V;NFIN;ACT	V;MASC;SG;V.PTCP;ACT
بِچارہ	עני	بِچارہ	עני		
بچانا	לשמר	بچا	שימר	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להמנע	بچا	נמנע	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להגן	بچا	הגן	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להציל	بچا	הציל	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	לשמר	بچا	שימר	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להמנע	بچا	נמנע	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להגן	بچا	הגן	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להציל	بچا	הציל	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچانا	להגן	بچا	הגן	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچائو	לברוח	بچائو	ברח	V;PFV;PL;V.PTCP;ACT	V;NFIN;ACT
بچت	חיסכון	بچت	חיסכון	N;NOM;FEM;SG;3	N;MASC;SG
بچت	חסכון	بچت	חסכון	N;NOM;FEM;SG;3	N;MASC;SG
بچت	הגנה	بچت	הגנה	N;NOM;FEM;SG;3	N;FEM;SG
بچت	בטיחות	بچت	בטיחות	N;NOM;FEM;SG;3	N;FEM;SG
بچت	איזון	بچت	איזון	N;NOM;FEM;SG;3	N;MASC;SG
بِچک	הפחד	بِچک	הפחד		
بِچکا	דחליל	بڑچکا	דחליל		
بِچکانا	לאכזב	بِچکانا	אכזב	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
بِچّل	ביניים	بِچّل	ביניים		
بِچّل	ביניים	بِچّل	ביניים		
بِچّل	האמצע	بِچّل	האמצע		
بِچلنا	להחליק	بنچل	החליק	V;SG;NFIN;ACT	V;NFIN;ACT
بچنا	לשרוד	بچ	שרד	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچنا	להתאושש	بچ	התאושש	V;MASC;SG;NFIN;ACT	V;NFIN
بچنا	לחיות	بچ	None	V;MASC;SG;NFIN;ACT	V;NFIN
بچنا	לשרוד	بچ	שרד	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچنا	להתאושש	بچ	התאושש	V;MASC;SG;NFIN;ACT	V;NFIN
بچنا	להמנע	بچ	נמנע	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بچنا	לחיות	بچ	None	V;MASC;SG;NFIN;ACT	V;NFIN
بچّہ	פעוט	بچّہ	פעוט		
بچّہ	מותק	بچّہ	מותק		
بچّہ	מאמי	بچّہ	מאמי		
بِچھڑا	הלך	بڑچھڑا	הלך	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST
بِچھلنا	להחליק	بِچھل	החליק	V;SG;NFIN;ACT	V;NFIN;ACT
بِچھلنا	להחליק	بِچھل	החליק	V;SG;NFIN;ACT	V;NFIN;ACT
بِچھنا	להרוס	بنچھ	הרס	V;SG;NFIN;ACT	V;NFIN;ACT
بِچھنا	להשמיד	بنچھ	השמיד	V;SG;NFIN;ACT	V;NFIN;ACT
بِحار	האוקיינוסים	بِحار	האוקיינוסי	N	N
بحال	מאושר	بحال	מאושר	ADJ	ADJ;MASC;SG
بحت	טהור	بحت	טהור		
بحث	מחקר	بحث	מחקר	N;NOM;MASC;SG;3	N;MASC;SG
بحث	מחלוקת	بحث	מחלוקת	N;NOM;MASC;SG;3	N;FEM;SG
بحث	קטטה	بحث	קטטה	N;NOM;MASC;SG;3	N;FEM;SG
بحث	טיעון	بحث	טיעון	N;NOM;MASC;SG;3	N;MASC;SG
بحث	ויכוח	بحث	ויכוח	N;NOM;MASC;SG;3	N;MASC;SG
بحث	דאגה	بحث	דאגה	N;NOM;MASC;SG;3	N;FEM;SG
بحث	הדאגה	بحث	הדאגה	N;NOM;MASC;SG;3	N;FEM;SG
بحث	מחקר	بحث	מחקר	N;NOM;MASC;SG;3	N;MASC;SG
بحث	דיון	بحث	דיון	N;NOM;MASC;SG;3	N;MASC;SG
بحث	ויכוח	بحث	ויכוח	N;NOM;MASC;SG;3	N;MASC;SG
بحث	עימות	بحث	עימות	N;NOM;MASC;SG;3	N;FEM;SG
بحث	מחלוקת	بحث	מחלוקת	N;NOM;MASC;SG;3	N;FEM;SG
بحث	קטטה	بحث	קטטה	N;NOM;MASC;SG;3	N;FEM;SG
بحث	טיעון	بحث	טיעון	N;NOM;MASC;SG;3	N;MASC;SG
بحث	ויכוח	بحث	ויכוח	N;NOM;MASC;SG;3	N;MASC;SG
بحث	דאגה	بحث	דאגה	N;NOM;MASC;SG;3	N;FEM;SG
بحث	הדאגה	بحث	הדאגה	N;NOM;MASC;SG;3	N;FEM;SG
بحث	דיון	بحث	דיון	N;NOM;MASC;SG;3	N;MASC;SG
بحثابحثی	קטטה	بحثابحثی	קטטה	N	N;FEM;SG
بُحران	משבר	بُحران	משבר	N	N;MASC;SG
بُحران	הזיות	بُحران	הזיה	N	N;FEM;PL
بُحور	האוקיינוסים	بُحور	האוקיינוסי	N	N
بُخار	חום	بُخار	חום		
بخر	באשת	بخر	באשת		
بخرا	לוט	بخرا	לוט		
بخشش	מחילה	بخشش	מחילה	N;NOM;MASC;SG;3	N;FEM;SG
بخشش	חנינה	بخشش	חנינה	N;NOM;MASC;SG;3	N;FEM;SG
بخشش	מחילה	بخشش	מחילה	N;NOM;MASC;SG;3	N;FEM;SG
بخشش	תשר	بخشش	תשר	N;NOM;MASC;SG;3	N;MASC;SG
بخشش	חנינה	بخشش	חנינה	N;NOM;MASC;SG;3	N;FEM;SG
بخشنا	להעניק	بخشنا	העניק	V;SG;ACT	V;NFIN;ACT
بخشنا	לסלוח	بخشنا	סלח	V;SG;ACT	V;NFIN;ACT
بخشی	השליש	بخشا	השליש	V;PFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;3;PST;ACT
بخود	מרצון	بخود	מרצון		
بد	מאיים	بد	איים	N;NOM;MASC;SG;3	N;MASC;SG
بد	רע	بد	רע	N;NOM;MASC;SG;3	N;MASC;SG
بد	הרוע	بد	הרוע	N;NOM;MASC;SG;3	N;MASC;SG
بد	שחיתות	بد	שחיתות	N;NOM;MASC;SG;3	N;FEM;SG
بدامنی	תסיסה	بدامنی	תסיסה	N;NOM;MASC;SG;3	N;FEM;SG
بدبو	סירחון	بدبو	סירחון	N;NOM;MASC;SG;3	N;MASC;SG
بدبیں	זדוני	بدب	זדוני	N;NOM;MASC;PL;3	N
بدتر	נחותים	بدتر	נחות	ADJ	ADJ;MASC;PL
بدتر	נחותה	بدتر	נחות	ADJ	ADJ;FEM;SG
بدتمیز	חצופה	بدتمیز	חצוף	ADJ	ADJ;FEM;SG
بدتمیز	חצוף	بدتمیز	חצוף	ADJ	ADJ;MASC;SG
بدتمیز	חצוף	بدتمیز	חצוף	ADJ	ADJ;MASC;SG
بدتمیز	חצופה	بدتمیز	חצוף	ADJ	ADJ;FEM;SG
بدحواس	פוחדת	بدحواس	פחד	V;ACT	V;FEM;SG;V.PTCP;ACT
بدحواس	מפחדת	بدحواس	פיחד	V;ACT	V;FEM;SG;V.PTCP;ACT
بدحواس	חוששת	بدحواس	חשש	V;ACT	V;FEM;SG;V.PTCP;ACT
بدحواسی	בלבול	بدحواسی	בלבול	N;NOM;MASC;SG;3	N;MASC;SG
بددیانت	הונאה	بددیانت	הונאה	N;NOM;MASC;SG;3	N;FEM;SG
بدعنوان	מושחתת	بدعنوان	מושחת	ADJ	ADJ;FEM;SG
بدفعلی	ניאוף	بدفعلی	ניאוף	N;NOM;MASC;SG;3	N;MASC;SG
بدمذاق	ספרות	بدمذاق	ספרות	N	N;FEM;SG
بدمذاق	מוסיקה	بدمذاق	מוזיקה	N	N;FEM;SG
بدمذاق	מוזיקה	بدمذاق	הוזיק	N	N;FEM;SG
بدمزگی	קרירות	بدمزگی	קרירה	N;NOM;MASC;SG;3	N;FEM;SG
بدمست	גסה	بدمست	גסה		
بدمست	זימה	بدمست	זימה		
بدمست	שיכור	بدمست	שיכור		
بدا	גורל	بدا	גורל		
بدا	ייעוד	بدا	ייעוד		
بدا	גורל	بدا	גורל		
بدَر	בחוץ	بدَر	בחוץ		
بدَر	מחוץ	بدَر	מחוץ		
بدَر	בחוץ	بدَر	בחוץ		
بدرقہ	מדריך	بدرقہ	מדריך		
بدرقہ	שומר	بدرقہ	שומר		
بدرہ	צרור	بدرہ	צרור		
بدقسمت	מצער	بدقسمت	מצער		
بِدکانا	להפחיד	بِدکانا	הפחיד	V;ACT	V;NFIN;ACT
بِدکانا	להניא	بِدکانا	הניא	V;ACT	V;NFIN;ACT
بِدکنا	להתכווץ	بندک	התכווץ	V;NFIN;ACT	V;NFIN
بدل	תחליף	بدل	החליף	V;ACT	V;FEM;SG;3;FUT;ACT
بدل	המחיר	بدل	המחיר	V;ACT	V;MASC;SG;3;PST;ACT
بدل	תחליף	بدل	החליף	V;ACT	V;FEM;SG;3;FUT;ACT
بدل	המחיר	بدل	המחיר	V;ACT	V;MASC;SG;3;PST;ACT
بدِل	בכנות	بدِل	בכנות		
بدِل	בברכה	بدِل	בברכה		
بدو	הכפר	بدو	הכפר		
بدیسی	זר	بدیسی	זר	ADJ	ADJ;MASC;SG
بدیسی	מוזרה	بدیسی	מוזר	ADJ	ADJ;FEM;SG
بدیسی	מוזר	بدیسی	מוזר	ADJ	ADJ;MASC;SG
بدیسی	מוזרות	بدیسی	מוזר	ADJ	ADJ;FEM;PL
بدیہیات	אקסיומות	بدیہیات	אקסיומות	N;NOM;MASC;PL;3	N;FEM;PL
بِدھاتا	יוצר	بِدھا	יצר	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بِدھاتا	יוצרת	بِدھا	יצר	V;IPFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
بدھنا	לפתח	بدھ	פיתח	V;SG;NFIN;ACT	V;NFIN;ACT
بدھنا	לגדול	بدھ	גדל	V;SG;NFIN;ACT	V;NFIN;ACT
بدھنا	תגדל	بدھ	גדל	V;SG;NFIN;ACT	V;FEM;SG;3;FUT
بدھنا	להגדיל	بدھ	הגדיל	V;SG;NFIN;ACT	V;NFIN;ACT
بدھنا	להרוג	بدھ	הרג	V;SG;NFIN;ACT	V;NFIN;ACT
بدھنا	לשבור	بدھ	שבר	V;SG;NFIN;ACT	V;NFIN;ACT
بِڈارنا	לגרש	بِڈار	גירש	V;SG;NFIN;ACT	V;NFIN;ACT
بِڈارنا	לגרש	بِڈار	גירש	V;SG;NFIN;ACT	V;NFIN;ACT
بِڈارنا	לכלול	بِڈار	כלל	V;SG;NFIN;ACT	V;NFIN;ACT
بذر	זרע	بذر	זרע		
بذر	זרע	بذر	זרע		
بذل	לתרומה	بذل	לתרומה		
بذل	מתנה	بذل	מתנה		
بر	בגלוי	بر	בגלוי		
بر	חשק	بر	חשק		
بر	משאלה	بر	משאלה		
بر	הלוואי	بر	הלוואי		
بر	ברכת	بر	ברכת		
بر	לתרומה	بر	לתרומה		
بر	מעולה	بر	מעולה		
بر	פרי	بر	פרי		
بر	הבעל	بر	הבעל		
بر	הלוך	بر	הלך		
بر	הרחק	بر	הרחק		
بر	שד	بر	שד		
بر	נעלה	بر	נעלה		
بر	מתנה	بر	מתנה		
بر	הגוף	بر	הגוף		
بر	ארוס	بر	ארוס		
برخورد	שגשוג	برخورد	שגשוג	N	N;MASC;SG
برخورد	הצלחה	برخورد	הצלחה	N	N;FEM;SG
برآمدگی	התאוששות	برآمدگی	התאוששות	N;NOM;FEM;SG;3	N;FEM;SG
برآمدگی	החלמה	برآمدگی	החלמה	N;NOM;FEM;SG;3	N;FEM;SG
برآنا	להצליח	برآنا	הצליח	V;SG;NFIN;ACT	V;NFIN;ACT
برتر	עליונות	برتر	עליונות	N;NOM;MASC;SG;3	N;FEM;SG
برتری	עליונות	برتری	עליונות	N;NOM;MASC;SG;3	N;FEM;SG
برتری	גובה	برتری	גובה	N;NOM;MASC;SG;3	N;MASC;SG
برتری	מצוינות	برتری	מצוין	N;NOM;MASC;SG;3	N;FEM;SG
برتری	הצטיינות	برتری	הצטיינות	N;NOM;MASC;SG;3	N;FEM;SG
برجا	מתאים	برجا	התאים	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
برجا	מתאימה	برجا	התאים	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
برجا	צודק	برجا	צדק	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
برجستہ	נאות	برجستہ	None		
برجستہ	יאה	برجستہ	יאה		
برجستہ	נאות	برجستہ	None		
برجستہ	יאה	برجستہ	יאה		
برحق	נכונות	برحق	נכונות	N;NOM;MASC;SG;3	N;FEM;SG
برحق	אמת	برحق	אמת	N;NOM;MASC;SG;3	N;FEM;SG
برحق	ימין	برحق	ימין	N;NOM;MASC;SG;3	N;MASC;SG
برخلاف	כנגד	برخلاف	כנגד	ADP	ADP
برخلاف	נגד	برخلاف	נגד	ADP	ADP
برخوردار	משגשג	برخوردار	משגשג	N	N;MASC;SG
برسرِپیکار	לחימה	برسرِپیکار	לחימה	N;SG	N;FEM;SG
برطرف	משוחררת	برطرف	משוחרר	ADJ	ADJ;FEM;SG
برطرف	משוחררים	برطرف	משוחרר	ADJ	ADJ;MASC;PL
برقرار	קיימת	برقرار	קיים	ADJ	ADJ;FEM;SG
برقرار	קיימות	برقرار	קיים	ADJ	ADJ;FEM;PL
برقرار	קיים	برقرار	קיים	ADJ	ADJ;MASC;SG
برقرار	קיימים	برقرار	קיים	ADJ	ADJ;MASC;PL
برقرار	מתוקן	برقرار	מתוקן	ADJ	ADJ;MASC;SG
برقرار	קבוע	برقرار	קבוע	ADJ	ADJ;MASC;SG
برملا	לפתוח	برملا	פתח	V;MASC;SG;ACT	V;NFIN;ACT
بُر	פות	بُر	פות		
برابر	מדויק	برابر	מדויק	ADJ	ADJ;MASC;SG
برابر	דומות	برابر	דומה	ADJ	ADJ;FEM;PL
برابر	מדוייק	برابر	מדוייק	ADJ	ADJ
برابر	מדויק	برابر	מדויק	ADJ	ADJ;MASC;SG
برابر	מדויקים	برابر	מדויק	ADJ	ADJ;MASC;PL
برابر	מדויקת	برابر	מדויק	ADJ	ADJ;FEM;SG
برابر	מדוייק	برابر	מדוייק	ADJ	ADJ
برابر	מדויק	برابر	מדויק	ADJ	ADJ;MASC;SG
برابر	מדויקת	برابر	מדויק	ADJ	ADJ;FEM;SG
برابر	אחיד	برابر	אחיד	ADJ	ADJ;MASC;SG
برابر	אחידה	برابر	אחיד	ADJ	ADJ;FEM;SG
بِرادری	אחווה	بِرادری	אחווה	N;NOM;MASC;SG;3	N;FEM;SG
بِرادری	אחווה	بِرادری	אחווה	N;NOM;MASC;SG;3	N;FEM;SG
بِرادری	הקהילה	بِرادری	הקהיל	N;NOM;MASC;SG;3	N;FEM;SG
بِرادری	קהילה	بِرادری	קהילה	N;NOM;MASC;SG;3	N;FEM;SG
برارا	מיתר	برارا	מיתר		
براری	מדבר	براری	מדבר	N;NOM;MASC;SG;3	N;MASC;SG
برّاق	לבן	برّاق	לבן		
برّاق	לבנה	برّاق	לבן		
برّاق	חכם	برّاق	חכם		
برّاق	מהיר	برّاق	מהיר		
بِرام	השאר	بِرام	השאר		
برانا	להמנע	برانا	נמנע	V;SG;NFIN;ACT	V;NFIN;ACT
بِرانا	ללעוג	بِرانا	לעג	V;SG;NFIN;ACT	V;NFIN;ACT
بِرانا	להקניט	بِرانا	הקניט	V;SG;NFIN;ACT	V;NFIN;ACT
برّانا	לבכות	برّانا	None	V;SG;NFIN;ACT	V;NFIN
براہ	חזיר	براہ	חזיר		
براہ	דרך	براہ	דרך		
براہ	חזיר	براہ	חזיר		
بُرائی	נזק	بُرائی	נזק	N;NOM;FEM;SG;3	N;MASC;SG
بُرائی	שחיתות	بُرائی	שחיתות	N;NOM;FEM;SG;3	N;FEM;SG
بُرائی	הרוע	بُرائی	הרוע	N;NOM;FEM;SG;3	N;MASC;SG
برباد	מבוזבז	برباد	מבוזבז	ADJ	ADJ;MASC;SG
بربادی	הרס	بربادی	הרס	N;NOM;MASC;SG;3	N;MASC;SG
بربادی	אובדן	بربادی	אובדן	N;NOM;MASC;SG;3	N;MASC;SG
بربادی	אבדן	بربادی	None	N;NOM;MASC;SG;3	N
بربادی	הפסד	بربادی	הפסד	N;NOM;MASC;SG;3	N;MASC;SG
بربادی	אבידה	بربادی	אבידה	N;NOM;MASC;SG;3	N;FEM;SG
بربادی	פסולת	بربادی	פסולת	N;NOM;MASC;SG;3	N;FEM;SG
بربادی	בזבוז	بربادی	בזבוז	N;NOM;MASC;SG;3	N;MASC;SG
بربس	כח	بربس	כוח		
بربس	power	بربس	power		
بربس	כח	بربس	כוח		
بربس	כח	بربس	כוח		
بربست	מוד	بربست	מוד		
بربست	מנהג	بربست	מנהג		
برپا	מבוסס	برپا	None	V;V.PTCP;ACT	V;MASC;SG;V.PTCP
برپا	עומד	برپا	עמד	V;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
برپا	עומדת	برپا	עמד	V;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
برپا	עומדים	برپا	עמד	V;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
برپا	ממשיכים	برپا	המשיך	V;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
برپا	ממשיך	برپا	המשיך	V;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
برپا	מבוסס	برپا	None	V;V.PTCP;ACT	V;MASC;SG;V.PTCP
برپا	עומד	برپا	עמד	V;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
برپا	עומדת	برپا	עמד	V;V.PTCP;ACT	V;FEM;SG;V.PTCP;ACT
برپا	עומדים	برپا	עמד	V;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
برپا	ממשיכים	برپا	המשיך	V;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
برپا	ממשיך	برپا	המשיך	V;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
برپاکرنا	לגדל	برپاکرنا	גדל	V;NFIN;ACT	V;NFIN;ACT
برَت	מרק	برَت	מרק		
برَت	סמן	برَت	סמן		
برَت	הנדר	برَت	הנדר		
برَت	נדר	برَت	נדר		
برَت	מהיר	برَت	מהיר		
بِرتا	תומך	بڑرتا	תמך	V;IPFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بِرتا	התמיכה	بڑرتا	התמיך	V;IPFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;3;PST;ACT
برتانا	להשתמש	برتانا	השתמש	V;MASC;SG;NFIN;ACT	V;NFIN
برتانا	השתמש	برتانا	השתמש	V;MASC;SG;NFIN;ACT	V;MASC;SG;3;PST
برتانا	להפיץ	برتانا	הפיץ	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
برتانا	לחלק	برتانا	חילק	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
برتائو	מנהג	برتائو	מנהג		
برتنا	לטפל	برتنا	טיפל	V;NFIN;ACT	V;NFIN;ACT
برتنا	להשתמש	برتنا	השתמש	V;NFIN;ACT	V;NFIN
برتنا	השתמש	برتنا	השתמש	V;NFIN;ACT	V;MASC;SG;3;PST
برخ	מעטות	برخ	מעט		
برخ	חלקם	برخ	חלקם		
برخاست	משוחררת	برخاست	משוחרר	ADJ	ADJ;FEM;SG
برخاست	משוחררים	برخاست	משוחרר	ADJ	ADJ;MASC;PL
بُرد	הרווח	بُرد	הרווח		
بُرد	תפוס	بُرد	None		
بُرد	יתד	بُرد	יתד		
برداشت	סבלנות	برداشت	סבלנות	N;NOM;FEM;SG;3	N;FEM;SG
برداشت	סיבולת	برداشت	סיבולת	N;NOM;FEM;SG;3	N;FEM;SG
برداشت	סובלנות	برداشت	סובלנות	N;NOM;FEM;SG;3	N;FEM;SG
برداشت	סבלנות	برداشت	סבלנות	N;NOM;FEM;SG;3	N;FEM;SG
برداشت	סיבולת	برداشت	סיבולת	N;NOM;FEM;SG;3	N;FEM;SG
بُردباری	סבלנות	بُردباری	סבלנות	N;NOM;MASC;SG;3	N;FEM;SG
بردہ	שפחה	بردہ	שפחה	N;NOM;MASC;SG;3	N;FEM;SG
بردھ	שור	بردھ	שור		
بردھ	בול	بردھ	בול		
برزخ	מכשול	برزخ	מכשול		
برزخ	fashion	برزخ	fashion		
برزخ	פאשן	برزخ	פאשן		
برسات	מקלחת	برسات	מקלחת	N;NOM;MASC;SG;3	N;FEM;SG
برسانا	לפזר	برسانا	פיזר	V;SG;V.PTCP;ACT	V;NFIN;ACT
برسنا	מזוג	برسنا	מזוג		
برسنا	גשם	برسنا	גשם		
برسوں	גילאים	برس	גיל	N;ACC;MASC;PL;3	N;MASC;PL
برقیہ	מברק	برقیہ	מברק	N;NOM;MASC;SG;3	N;MASC;SG
برقیہ	מברק	برقیہ	מברק	N;NOM;MASC;SG;3	N;MASC;SG
برقیہ	אלקטרון	برقیہ	אלקטרון	N;NOM;MASC;SG;3	N;MASC;SG
برکت	עלייה	برکت	עלייה	N;NOM;FEM;SG;3	N;FEM;SG
بُرکنا	מפזרים	بُرکنا	פיזר	V;NFIN;ACT	V;MASC;PL;V.PTCP;ACT
برنائی	מתבגר	برنائی	התבגר	V;PFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
برنگ	בל	برنگ	בל		
برنگ	בר	برنگ	בר		
برّہ	טלה	برّہ	טלה		
بِرہا	היעדר	بِرہا	היעדר		
برہم	מבולגנת	برہم	מבולגן	ADJ	ADJ;FEM;SG
برہم	מבולגן	برہم	מבולגן	ADJ	ADJ;MASC;SG
برہم	מבולבל	برہم	מבולבל	ADJ	ADJ;MASC;SG
برہم	מבולבלים	برہم	מבולבל	ADJ	ADJ;MASC;PL
برہمانڈ	העולם	برہمانڈ	העולם		
برہمی	בלבול	برہمی	בלבול	N;NOM;MASC;SG;3	N;MASC;SG
برہمی	כעס	برہمی	כעס	N;NOM;MASC;SG;3	N;MASC;SG
برہنہ	חשופות	برہنہ	חשף	ADJ	ADJ;FEM;PL
برہنہ	חשוף	برہنہ	חשוף	ADJ	ADJ;MASC;SG
برہنہ	חשופות	برہنہ	חשף	ADJ	ADJ;FEM;PL
برہنہ	חשוף	برہنہ	חשוף	ADJ	ADJ;MASC;SG
بری	חופשיים	بری	חופשי	ADJ;FEM	ADJ;MASC;PL
بری	ברור	بری	ברור	ADJ;FEM	ADJ;MASC;SG
بری	נקי	بری	נקי	ADJ;FEM	ADJ;MASC;SG
بُری	רעים	بُری	רעים	ADJ;FEM	ADJ;MASC;PL
بِریاں	מטוגנים	بِری	מטוגן	N;NOM;MASC;PL;3	N;MASC;PL
بِریاں	מטוגנות	بِری	מטוגן	N;NOM;MASC;PL;3	N;FEM;PL
برید	messenger	برید	messenger		
بڑ	מעולה	بڑ	מעולה		
بڑ	אחלה	بڑ	אחלה		
بڑ	מעולה	بڑ	מעולה		
بڑ	אחלה	بڑ	אחלה		
بڑا	מכובדת	بڑا	מכובד	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	מוגזם	بڑا	מוגזם	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	מוגזמת	بڑا	מוגזם	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	עצום	بڑا	עצום	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	עצום	بڑا	עצום	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	בכיר	بڑا	בכיר	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	ישנה	بڑا	ישן	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	עליון	بڑا	עליון	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	גדול	بڑا	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	גדולה	بڑا	גדול	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	גדול	بڑا	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	גדולה	بڑا	גדול	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	מכובדת	بڑا	מכובד	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	מוגזם	بڑا	מוגזם	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	מוגזמת	بڑا	מוגזם	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	עצום	بڑا	עצום	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	עצום	بڑا	עצום	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	בכיר	بڑا	בכיר	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	ישנה	بڑا	ישן	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑا	עליון	بڑا	עליון	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	גדול	بڑا	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
بڑا	גדולה	بڑا	גדול	ADJ;NOM;MASC;SG	ADJ;FEM;SG
بڑائی	להתרברב	بڑائی	התרברב	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
بڑائی	מכבד	بڑائی	כיבד	V;PFV;FEM;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP;ACT
بڑائی	להתפאר	بڑائی	התפאר	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
بڑبک	אדיוט	بڑبک	אדיוט		
بڑبک	אידיוט	بڑبک	אידיוט		
بڑبک	שוטה	بڑبک	שוטה		
بُڑک	ביס	بُڑک	ביס		
بڑنا	לחדור	بڑنا	חדר	V;SG;NFIN;ACT	V;NFIN;ACT
بڑی	גדולים	بڑی	גדול	ADJ;FEM	ADJ;MASC;PL
بڑی	גדול	بڑی	גדול	ADJ;FEM	ADJ;MASC;SG
بڑی	גדולה	بڑی	גדול	ADJ;FEM	ADJ;FEM;SG
بڑھانا	להתרחב	بڑھا	התרחב	V;MASC;SG;NFIN;ACT	V;NFIN
بڑھانا	להרחיב	بڑھا	הרחיב	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بڑھانا	לרומם	بڑھا	לרומם	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بڑھانا	לדחות	بڑھا	דחה	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بڑھانا	להסיר	بڑھا	הסיר	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
بڑھانا	לעודד	بڑھا	עודד	V;MASC;SG;NFIN;ACT	V;NFIN;ACT
