for	pre	for	pre	ADP	ADP;ACC
matematik	matematiku	matematik	matematika	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
matematik	matematika	matematik	matematika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opløsning	rozpustenie	opløsning	rozpustenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	rozlíšenie	opløsning	rozlíšenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	rezolúcia	opløsning	rezolúcia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opløsning	uznesenie	opløsning	uznesenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	riesenie	opløsning	riesenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	riešenie	opløsning	riešenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
opløsning	roztok	opløsning	roztok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kæreste	najdrahší	kær	mrahý	ADJ;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
kæreste	najdrahšia	kær	mrahý	ADJ;DEF;RL	ADJ;NOM;RL;FEM;SG
bidrog	prispelo	bidrog	prispieť	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
bidrog	prispel	bidrog	prispieť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bidrog	prispela	bidrog	prispieť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
bidrog	prispeli	bidrog	prispieť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
videnskab	vedu	videnskab	veda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
videnskab	veda	videnskab	veda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
angiver	určuje	angive	určovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
angiver	špecifikuje	angive	špecifikovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
angiver	udáva	angive	udávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
angiver	označuje	angive	označovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
angiver	naznačuje	angive	naznačovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
angiver	udáva	angive	udávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
markeret	skontroloval	markere	skontrolovať	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
markeret	skontrolovať	markere	skontrolovať	V;INDF;SG;PST;V.PTCP	V;PFV;POS;NFIN
øvre	horný	øvre	horný	ADJ	ADJ;ANIM;NOM;MASC;SG
øvre	horná	øvre	horný	ADJ	ADJ;NOM;FEM;SG
øvre	horné	øvre	horný	ADJ	ADJ;NOM;NEUT;SG
afsluttet	skončil	afslutte	skončiť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
afsluttet	skončilo	afslutte	skončiť	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
afsluttet	skončil	afslutte	skončiť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
afsluttet	skončila	afslutte	skončiť	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
lyder	znie	lyde	znieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
jerusalem	jeruzalem	jerusalem	jeruzala	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
jerusalem	jeruzalema	jerusalem	jeruzalem	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
computer	počítač	compute	počítač	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
computer	počítačom	compute	počítač	N;INDF;MASC+FEM;SG	N;INAN;INS;MASC;SG
computer	počítača	compute	počítač	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
computer	plochu	compute	plocha	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
computer	plocha	compute	plocha	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
netværk	sieť	netværk	sieť	N;INDF;NEUT;SG	N;NOM;FEM;SG
deraf	preto	deraf	preto	ADV	ADV
skudt	zastrelil	skyde	zastreliť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
producere	vyrábajú	producere	vyrábať	V;NFIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
producere	vyrobiť	producere	vyrobiť	V;NFIN;ACT	V;PFV;POS;NFIN
producere	vyrábať	producere	vyrábať	V;NFIN;ACT	V;IPFV;POS;NFIN
producere	produkovať	producere	produkovať	V;NFIN;ACT	V;IPFV;POS;NFIN
butikker	obchodov	butik	obchod	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
butikker	obchody	butik	obchod	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
butikker	predajne	butik	predajňa	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
butikker	obchody	butik	obchod	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
butikker	predajne	butik	predajňa	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hævdede	tvrdilo	hævde	tvrdiť	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
hævdede	tvrdila	hævde	tvrdiť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
hævdede	žiadal	hævde	žiadať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
personligt	osobne	personligt	osobne	ADV	ADV
passer	zmestí	passe	zmestiť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
passer	sedí	passe	sedieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
passer	pasuje	passe	pasovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
passer	prispôsobiť	passe	prispôsobiť	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
nedenfor	nižšie	nedenfor	nízko	ADV	ADV;CMPR
troede	myslel	tro	myslieť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
troede	mysleli	tro	myslieť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
troede	myslela	tro	myslieť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
troede	uverili	tro	uveriť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
troede	uveril	tro	uveriť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
troede	verili	tro	veriť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
troede	veril	tro	veriť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
troede	verila	tro	veriť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
artiklerne	články	artikel	článok	N;DEF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
artiklerne	článkov	artikel	článok	N;DEF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
artiklerne	predmety	artikel	predmet	N;DEF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
blues	blues	blue	blues	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
indholdet	obsahu	indhold	obsah	N;DEF;NEUT;SG	N;INAN;GEN;MASC;SG
indholdet	obsah	indhold	obsah	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
repræsentanter	predstavitelia	repræsentant	predstaviteľ	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
repræsentanter	zástupcov	repræsentant	zástupca	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
repræsentanter	zástupcovia	repræsentant	zástupca	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
lighed	podobnosť	lighed	podobnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lighed	podoba	lighed	podoba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lighed	rovnosť	lighed	rovnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lighed	podobnosť	lighed	podobnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handling	akcia	handling	akcia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fulde	plné	fuld	plný	ADJ;DEF;SG	ADJ;NOM;NEUT;SG
fulde	plná	fuld	plný	ADJ;DEF;SG	ADJ;NOM;FEM;SG
fulde	opitý	fuld	opitý	ADJ;DEF;SG	ADJ;ANIM;NOM;MASC;SG
fulde	opitá	fuld	opitý	ADJ;DEF;SG	ADJ;NOM;FEM;SG
eksamen	vyšetrenie	eksamen	vyšetrenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
eksamen	skúmanie	eksamen	skúmanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
eksamen	preskúmanie	eksamen	preskúmanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
eksamen	skúšku	eksamen	skúška	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
repræsentant	predstaviteľ	repræsentant	predstaviteľ	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
repræsentant	zástupca	repræsentant	zástupca	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
manager	vedúci	manager	vedúci	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
manager	manažér	manager	manažér	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
manager	správca	manager	správca	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sex	pohlavie	sex	pohlavie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sex	sex	sex	sex	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
forbedre	vylepšiť	forbedre	vylepšiť	V;NFIN;ACT	V;PFV;POS;NFIN
forbedre	zlepšovať	forbedre	zlepšovať	V;NFIN;ACT	V;IPFV;POS;NFIN
forbedre	zlepšiť	forbedre	zlepšiť	V;NFIN;ACT	V;PFV;POS;NFIN
førende	vedúce	førende	vedúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
udgivelser	publikácie	udgivelse	publikácia	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
beskrev	opísal	beskrive	opísať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
udbredelse	difúzie	udbredelse	difúzia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udbredelse	rozširovanie	udbredelse	rozširovanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
udbredelse	šírenie	udbredelse	šírenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
rektor	rektor	rektor	rektor	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
rektor	riaditeľka	rektor	riaditeľka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rektor	riaditeľ	rektor	riaditeľ	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kåret	hlasovala	kår	hlasovať	V;INDF;SG;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
kåret	hlasoval	kår	hlasovať	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
kåret	hlasovalo	kår	hlasovať	V;INDF;SG;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
cambridge	cambridge	cambridge	cambridga	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
internettet	internete	internettet	internet	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
internettet	internetom	internettet	internet	N;DEF;NEUT;SG	N;INAN;INS;MASC;SG
internettet	internet	internettet	internet	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
kemi	chémia	kemi	chémiť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beregnet	vypočítať	beregne	vypočítať	V;INDF;SG;PST;V.PTCP	V;PFV;POS;NFIN
langsomt	pomaličky	langsomt	pomaličky	ADV	ADV
langsomt	pomaly	langsomt	pomaly	ADV	ADV
slagelse	slagelse	slagelse	slagelsa	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
sekretær	tajomník	sekretær	tajomník	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sekretær	sekretárka	sekretær	sekretárka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
offentligt	verejne	offentligt	verejne	ADV	ADV
varierer	meniť	variere	meniť	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
varierer	líšiť	variere	líšiť	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
varierer	líši	variere	líšiť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
bragt	priniesla	bringe	priniesť	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
bragt	priniesol	bringe	priniesť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bragt	prinieslo	bringe	priniesť	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
skove	lesy	skov	les	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
skove	lesov	skov	les	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
skove	lesy	skov	les	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
skove	lesov	skov	les	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
jernbanen	železnica	jernban	železnica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
jernbanen	železnica	jernban	železnica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hjalp	pomohlo	hjælpe	pomôcť	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
hjalp	pomohol	hjælpe	pomôcť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hjalp	pomohli	hjælpe	pomôcť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
hjalp	pomohla	hjælpe	pomôcť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
milliarder	miliardy	milliard	miliarda	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
milliarder	miliardy	milliard	miliarda	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fremragende	výborná	fremragende	výborný	ADJ	ADJ;NOM;FEM;SG
fremragende	vynikajúca	fremragende	vynikajúci	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
fremragende	vynikajúce	fremragende	vynikajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
dårlig	zlý	dårlig	zlý	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
dårlig	zlé	dårlig	zlý	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kratere	krátery	krater	kráter	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
juridisk	zákonné	juridisk	zákonný	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
juridisk	právna	juridisk	právny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
juridisk	právny	juridisk	právny	ADJ;INDF;SG	ADJ;INAN;NOM;MASC;SG
software	softvér	softwar	softvéra	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
software	software	softwar	softareň	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fans	ventilátory	fans	ventilátor	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
fans	fanúšikov	fans	fanúšik	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
fans	fanúšikovia	fans	fanúšik	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
deler	zdieľať	dele	zdieľať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
besluttet	rozhodol	beslutte	rozhodnúť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
besluttet	rozhodlo	beslutte	rozhodnúť	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
malerier	obrazy	maleri	obraz	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
malerier	maľby	maleri	maľba	N;INDF;NEUT;PL	N;NOM;FEM;PL
islam	islamu	islam	islam	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
islam	islam	islam	islam	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
foreslået	navrhol	foreslå	navrhnúť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
flora	flora	flora	flor	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rigtigt	správne	rigtigt	správne	ADV	ADV
rigtigt	vpravo	rigtigt	vpravo	ADV	ADV
gram	gram	gram	gram	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kristen	kresťanský	kristen	kresťanský	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
kristen	kresťanské	kristen	kresťanský	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kristen	kresťanská	kristen	kresťanský	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
drive	disk	drive	disk	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
drive	pohon	drive	pohon	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mulig	možná	mulig	možný	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mulig	možné	mulig	možný	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mulig	možný	mulig	možný	ADJ;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
fod	nohu	fod	noha	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fod	noha	fod	noha	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fod	chodidlo	fod	chodidlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
længdekreds	poludník	længdekreds	poludník	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hovedsæde	veliteľstvo	hovedsæde	veliteľstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hovedsæde	štáb	hovedsæde	štáb	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
hovedsæde	sídlo	hovedsæde	sídlo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hovedsæde	ústredie	hovedsæde	ústredie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kortere	kratšia	kort	kratý	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
kortere	kratší	kort	kratý	ADJ;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
anerkendelse	uznanie	anerkendelse	uznanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anerkendelse	rozpoznávanie	anerkendelse	rozpoznávanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anerkendelse	uznávanie	anerkendelse	uznávanie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
anerkendelse	potvrdenie	anerkendelse	potvrdenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
snarere	skôr	snarere	skôr	ADV	ADV
midtbane	zálohe	midtbane	záloh	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
rute	trasa	rute	triasť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rute	cesta	rute	cesta	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beskæftiger	zamestnáva	beskæftige	zamestnávať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
voksende	rastie	vokse	rásť	V;PRS;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
forbinder	pripájam	forbinder	pripájať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
forbinder	pripája	forbinder	pripájať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
romaner	romány	roman	román	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
ægte	reálny	ægte	reálny	ADJ	ADJ;INAN;NOM;MASC;SG
ægte	skutočné	ægte	skutočný	ADJ	ADJ;NOM;NEUT;SG
ægte	skutočná	ægte	skutočný	ADJ	ADJ;NOM;FEM;SG
ægte	autentické	ægte	autentický	ADJ	ADJ;NOM;NEUT;SG
ægte	ozajstný	ægte	ozajstný	ADJ	ADJ;ANIM;NOM;MASC;SG
ægte	pravé	ægte	pravý	ADJ	ADJ;NOM;NEUT;SG
ægte	autentický	ægte	autentický	ADJ	ADJ;INAN;NOM;MASC;SG
ægte	pravý	ægte	pravý	ADJ	ADJ;ANIM;NOM;MASC;SG
ægte	skutočné	ægte	skutočný	ADJ	ADJ;NOM;NEUT;SG
ægte	pravé	ægte	pravý	ADJ	ADJ;NOM;NEUT;SG
styret	podarilo	styre	podariť	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
styret	riadiť	styre	riadiť	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;NFIN
job	prácu	job	práca	N;INDF;NEUT;SG	N;ACC;FEM;SG
job	zamestnanie	job	zamestnanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
job	praca	job	praca	N;INDF;NEUT;SG	N;NOM;FEM;SG
job	práca	job	práca	N;INDF;NEUT;SG	N;NOM;FEM;SG
oplag	skladu	oplag	sklad	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
oplag	skladisko	oplag	skladisko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
oplag	sklad	oplag	sklad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
oplag	sklade	oplag	sklad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
oplag	obehu	oplag	obeha	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
oplag	obeh	oplag	obeh	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
følte	cítil	føle	cítiť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
følte	cítila	føle	cítiť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
følte	cítili	føle	cítiť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
begyndt	začalo	begynde	začať	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
begyndt	začal	begynde	začať	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
begyndt	začala	begynde	začať	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
morgen	ráno	morgen	ráno	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
afsked	lúčenie	afsked	lúčenie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
alvor	vážnosť	alvor	vážnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
alvor	závažnosť	alvor	závažnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
erobret	zvíťazil	erobre	zvíťaziť	V;INDF;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
fængslet	väznica	fængsel	väznica	N;DEF;NEUT;SG	N;NOM;FEM;SG
fængslet	väzenie	fængsel	väzenie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
fængslet	väznica	fængsel	väznica	N;DEF;NEUT;SG	N;NOM;FEM;SG
fængslet	väzení	fængsel	väzenie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
fængslet	väzenie	fængsel	väzenie	N;DEF;NEUT;SG	N;NOM;NEUT;SG
sangerinde	speváka	sangerinde	spevák	N;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
sangerinde	spevák	sangerinde	spevák	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sangerinde	speváčka	sangerinde	speváčka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ejere	majiteľov	ejer	majiteľ	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
ejere	vlastníci	ejer	vlastník	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ejere	vlastníkov	ejer	vlastník	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
ejere	majitelia	ejer	majiteľ	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
christiansen	christiansen	christians	christiansen	N;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
sekunder	sekúnd	sekunder	sekunda	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
sekunder	sekundy	sekunder	sekunda	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
udbrud	ohnisko	udbrud	ohnisko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
udbrud	erupcia	udbrud	erupcia	N;INDF;NEUT;SG	N;NOM;FEM;SG
udbrud	výbuch	udbrud	výbuch	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
fysik	physique	fysik	physique	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fysik	fyziku	fysik	fyzika	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fysik	fyzika	fysik	fyzika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
berømt	slávny	berømt	slávny	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
berømt	slávna	berømt	slávny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
mangel	nedostatok	mangel	nedostatok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mangel	absencia	mangel	absencia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mangel	neexistencia	mangel	neexistencia	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mangel	neprítomnosti	mangel	neprítomnosť	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
mangel	neprítomnosť	mangel	neprítomnosť	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mangel	nedostatok	mangel	nedostatok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mangel	nedostatku	mangel	nedostatok	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
mangel	nedostatok	mangel	nedostatok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	dosah	virkning	dosah	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	vplyv	virkning	vplyv	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	náraz	virkning	náraz	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	efekt	virkning	efekt	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	účinok	virkning	účinok	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
virkning	vplyv	virkning	vplyv	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
