medaljen	medaljen	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
filippinerne	filippinerna	filippin	filippin	N;DEF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
kæden	kedjan	kæde	kedjan	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
konvention	konvent	konvention	konvent	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
konvention	konvention	konvention	konvention	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ravn	raven	ravn	rav	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ravn	korp	ravn	korp	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
usædvanlig	ovanlig	usædvanlig	ovanlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
usædvanlig	ovanligt	usædvanlig	ovanlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
væbnede	beväpnade	væbne	beväpna	ADJ;PL	ADJ;NOM;PL;PST;V.PTCP
væbnede	väpnade	væbne	väpna	ADJ;PL	ADJ;NOM;PL;PST;V.PTCP
undersøgt	studerade	undersøge	studera	V;INDF;SG;PST;V.PTCP	V;IND;PST;V.PTCP;ACT
undersøgt	undersökte	undersøge	undersöka	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
organiske	ekologiska	organisk	ekologisk	ADJ;PL	ADJ;NOM;PL
organiske	organiska	organisk	organisk	ADJ;PL	ADJ;NOM;PL
signatur	signatur	signatur	signatur	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
signatur	underskrift	signatur	underskrift	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
signatur	namnteckning	signatur	namnteckning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kavaleri	kavalleri	kavaleri	kavalleri	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
mel	mjöl	mel	mjöl	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
opvarmning	uppvärmning	opvarmning	uppvärmning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opvarmning	upphettning	opvarmning	upphettning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opvarmning	värme	opvarmning	värme	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opvarmning	uppvärmning	opvarmning	uppvärmning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
header	huvud	heade	huvud	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
køb	köp	køb	köp	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
køb	köp	køb	köp	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
køb	köp	køb	köp	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
statistisk	statistiskt	statistisk	statistisk	ADV	ADV
trio	trio	trio	trio	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sporten	sporten	sport	sport	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sporten	idrotten	sport	idrott	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
ruth	rut	ruth	rut	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
domstol	domstol	domstol	domstol	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
leverer	levererar	levere	leverera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
leverer	tillhandahåller	levere	tillhandahålla	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
leverer	levererar	levere	leverera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
komponenter	beståndsdelar	komponent	beståndsdel	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
komponenter	komponenter	komponent	komponent	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
skulptur	skulptur	skulptur	skulptur	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skulptur	staty	skulptur	staty	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pearl	pärla	pearl	pärla	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pearl	pearl	pearl	pearl	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
ordfører	rapportör	ordfører	rapportör	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
faciliteter	anläggningar	facilitet	anläggning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
faciliteter	faciliteter	facilitet	facilitet	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
permanente	bestående	permanent	bestående	ADJ;PL	ADJ;NOM;PRS;V.PTCP
permanente	permanenta	permanent	permanent	ADJ;PL	ADJ;NOM;PL
fisker	fiske	fisker	fiske	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
dygtige	begåvade	dygtig	begåva	ADJ;PL	ADJ;NOM;PL;PST;V.PTCP
dygtige	duktiga	dygtig	duktig	ADJ;PL	ADJ;NOM;PL
emmy	emmy	emmy	emmy	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
beton	betong	beton	betong	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mandat	mandatperiod	mandat	mandatperiod	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
mandat	mandat	mandat	manda	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
kæde	kedja	kæde	kedja	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bureau	agentur	bureau	agentur	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bureau	byrå	bureau	byrå	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bureau	bureau	bureau	bureau	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bureau	byrå	bureau	byrå	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bureau	presidium	bureau	presidium	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
police	polis	police	polis	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
göttingen	göttingen	gytting	götting	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
rede	näste	rede	näste	N	N;NOM;INDF;MASC+FEM;SG
drab	mord	drab	mord	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
drab	killing	drab	killing	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
allieret	allierades	alliere	alliera	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
humor	humor	humor	huma	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
humor	humor	humor	huma	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lufthavne	flygplatser	lufthavne	flygplats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
afløser	ersättning	afløser	ersättning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fuldmægtig	administratör	fuldmægtig	administratör	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
proteiner	proteiner	protein	protein	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
proteiner	proteiner	protein	protein	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
satellitter	satelliter	satellit	satelliter	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
koncentreret	koncentrera	koncentrere	koncentrera	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
påstand	påstående	påstand	påstående	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
påstand	anspråk	påstand	anspråk	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
påstand	fordran	påstand	fordran	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
påstand	påstående	påstand	påstående	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
påstand	anklagelse	påstand	anklagelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
westfalen	westfalen	westfale	cestfal	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
factor	faktor	factor	faktor	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
molekyler	molekyler	molekyle	molekyl	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
møbler	inventarier	møbel	inventarium	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
møbler	möbler	møbel	möbel	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
neutrale	neutrala	neutral	neutral	ADJ;PL	ADJ;NOM;PL
terror	terror	terror	terrora	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
terror	skräck	terror	skräck	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
terror	terrorism	terror	terrorism	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kriminelle	kriminella	kriminel	kriminell	ADJ;PL	ADJ;NOM;PL
kriminelle	kriminella	kriminel	kriminell	ADJ;PL	ADJ;NOM;PL
regelmæssige	regelbundna	regelmæssig	regelbunden	ADJ;PL	ADJ;NOM;PL
skarpe	vassa	skarp	vass	ADJ;PL	ADJ;NOM;PL
skarpe	skarpa	skarp	skarpa	ADJ;PL	ADJ;NOM;PL
kriminalitet	brott	kriminalitet	brott	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
kriminalitet	kriminalitet	kriminalitet	kriminalitet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kriminalitet	brottslighet	kriminalitet	brottslighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kriminalitet	kriminalitet	kriminalitet	kriminalitet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kriminalitet	brottslighet	kriminalitet	brottslighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kriminalitet	brott	kriminalitet	brott	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
kriminalitet	crime	kriminalitet	crime	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
undervist	lärde	undervist	lära	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
batteri	batteri	batteri	batteri	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
omkostninger	kostnader	omkostning	kostnad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
omkostninger	rättegångskostnader	omkostning	rättegångskostnad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
omkostninger	kostnader	omkostning	kostnad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
afdelingen	avdelningen	afdeling	avdelning	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
afdelingen	departementet	afdeling	departement	N;DEF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
mur	logg	mur	logg	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
mur	vägg	mur	vägg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mur	mur	mur	mur	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
passede	tenderade	passe	tendera	V;IND;PST;FIN;ACT	V;NOM;PL;PST;V.PTCP
forberede	förbereder	forbere	förbereda	V;NFIN;ACT	V;IND;PRS;FIN;ACT
forberede	förbereda	forbere	förbereda	V;NFIN;ACT	V;NFIN;ACT
illustrationer	illustrationer	illustration	illustration	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
brugerne	användarna	bruger	användare	N;DEF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
tjenester	tjänster	tjenester	tjänst	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
tusind	thousand	tusind	thousand	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
templet	templet	temple	tempel	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
håbet	hoppet	håb	hopp	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
indlagt	erkände	indlægge	erkande	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
indlagt	medgav	indlægge	medgav	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
reform	reformering	reform	reformering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reform	reform	reform	reform	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reform	reformering	reform	reformering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
reform	reform	reform	reform	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
missioner	beskickningar	mission	beskickning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
tidsrum	period	tidsrum	period	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
tidsrum	tidsperiod	tidsrum	tidsperiod	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
psykisk	psykologisk	psykisk	psykologisk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
psykisk	psykologiskt	psykisk	psykologisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
psykisk	psykiskt	psykisk	psykisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
psykisk	psykisk	psykisk	psykisk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
psykisk	psykiskt	psykisk	psykisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
psykisk	mentalt	psykisk	mental	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
psykisk	psykiskt	psykisk	psykisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
pinyin	pinyin	pinyin	pinyin	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
modtagelse	kvitto	modtagelse	kvitto	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
modtagelse	mottagning	modtagelse	mottagning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
modtagelse	reception	modtagelse	reception	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stribe	stripe	stribe	stripe	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
support	support	support	support	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
support	stöd	support	stöd	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
sandhed	sanning	sandhed	sanning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
manuelt	manuell	manuel	manuell	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
præstation	föreställning	præstation	föreställning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
præstation	performance	præstation	performance	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
præstation	resultat	præstation	resultat	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
præstation	prestanda	præstation	prestanda	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
præstation	prestation	præstation	prestation	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
eksistere	existerar	eksistere	existera	V;NFIN;ACT	V;IND;PRS;FIN;ACT
eksistere	existera	eksistere	existera	V;NFIN;ACT	V;IMP;FIN;ACT
eksistere	existerar	eksistere	existera	V;NFIN;ACT	V;IND;PRS;FIN;ACT
betragtede	övervägde	betragte	övervägde	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
racer	raser	race	ras	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
racer	raser	race	ras	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
boksning	boxning	boksning	boxning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forestilling	skådespel	forestilling	skådespel	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
forestilling	spektakel	forestilling	spektakel	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
bjerre	bjerre	bjerre	bja	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
fastholdt	bibehållas	fastholde	bibehålla	V;INDF;SG;PST;V.PTCP	V;IND;NFIN;PASS
fastholdt	underhålls	fastholde	underhålla	V;INDF;SG;PST;V.PTCP	V;IND;FIN;PASS
badminton	badminton	badminton	badminto	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
størrelser	storlekar	størrelse	storlek	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
øre	öra	øre	öra	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
katalog	katalog	katalog	katalog	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
katalog	sortiment	katalog	sortiment	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
katalog	katalog	katalog	katalog	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
shakespeare	shakespeare	shakespeare	shakespeare	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
løvfældende	lövfällande	løvfældende	lövfällande	ADJ	ADJ;NOM;PRS;V.PTCP
klassificeret	klassificeras	klassificere	klassificera	V;INDF;SG;PST;V.PTCP	V;IND;NFIN;PASS
sædvanlige	vanliga	sædvanlig	vanlig	ADJ;PL	ADJ;NOM;PL
produktet	produkten	produkt	produkt	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
taber	förlorar	tabe	förlora	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
broadway	broadway	broadway	broadway	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tropiske	tropiska	tropisk	tropisk	ADJ;PL	ADJ;NOM;PL
indstilling	alternativ	indstilling	alternativ	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
indstilling	möjlighet	indstilling	möjlighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indstilling	inställning	indstilling	inställning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indstilling	attityd	indstilling	attityd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indstilling	inställning	indstilling	inställning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indstilling	konfiguration	indstilling	konfiguration	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
indstilling	inställning	indstilling	inställning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
busk	busk	busk	busk	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
busk	buske	busk	buske	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
busk	buske	busk	buske	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
rapporter	rapporter	rapport	rapport	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
rapporter	betänkanden	rapport	betänkande	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
kompleks	komplext	kompleks	komplext	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
kompleks	komplicerad	kompleks	komplicerad	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kompleks	komplex	kompleks	komplex	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
kompleks	komplicerat	kompleks	komplicerad	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
jespersen	jespersen	jespers	jespers	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fænomener	företeelser	fænomene	företeelse	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
koncept	koncept	koncept	koncept	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
redigere	redigera	redig	rediger	V;NFIN;ACT	V;IMP;FIN;ACT
eksport	export	eksport	export	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
eksport	export	eksport	export	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
eksport	export	eksport	export	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lært	lärde	lære	lära	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
elite	elit	elite	elit	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
spurgte	frågade	spørge	fråga	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
kørsel	bilkörning	kørsel	bilkörning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kørsel	körning	kørsel	körning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ment	betydde	mene	betyda	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
ment	menade	mene	mena	V;INDF;SG;PST;V.PTCP	V;IND;PST;V.PTCP;ACT
symboliserer	symboliserar	symbolisere	symbolisera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
symboliserer	symboliserar	symbolisere	symbolisera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
legendariske	legendariska	legendarisk	legendarisk	ADJ;PL	ADJ;NOM;PL
udtrykker	uttrycker	udtrykke	uttrycka	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
udtrykker	uttrycker	udtrykke	uttrycka	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
polo	polo	polo	polo	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
frugter	frukter	frugte	frukt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
frugter	frukter	frugte	frukt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
bifloder	bifloder	biflode	bifloda	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
hood	huva	hood	huva	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hood	hood	hood	hood	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forekomme	förekomma	forekomme	förekomma	V;NFIN;ACT	V;IMP;FIN;ACT
indvandrere	immigranter	indvandrer	immigrant	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
indvandrere	migranter	indvandrer	migrant	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
indvandrere	invandrare	indvandrer	invandrare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
indvandrere	immigranter	indvandrer	immigrant	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
indvandrere	invandrare	indvandrer	invandrare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
indvandrere	invandrare	indvandrer	invandrare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
arbejdspladser	arbetstillfällen	arbejdsplads	arbetstillfälle	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
arbejdspladser	arbeten	arbejdsplads	arbete	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
arbejdspladser	arbetsplatser	arbejdsplads	arbetsplats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anklager	beskyllningar	anklage	beskyllning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anklager	anklagelser	anklage	anklagelse	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anklager	åklagare	anklage	åklagare	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
konsulent	konsult	konsulent	konsult	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
konsulent	enhetschef	konsulent	enhetschef	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skribent	writer	skribent	prit	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
ride	rider	ride	rida	V;NFIN;ACT	V;IND;PRS;FIN;ACT
ride	rida	ride	rida	V;NFIN;ACT	V;IMP;FIN;ACT
ride	rida	ride	rida	V;NFIN;ACT	V;IMP;FIN;ACT
forklarede	förklarade	forklare	förklara	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
samtale	konversation	samtale	konversation	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
samtale	samtal	samtale	samtal	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
arrangement	arrangemang	arrangement	arrangemang	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
ritualer	ritualer	ritual	ritual	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ritualer	ritualer	ritual	ritual	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
sekund	sekund	sekund	sekund	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ambassade	ambassad	ambassade	ambassad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
statsborgerskab	nationalitet	statsborgerskab	nationalitet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
statsborgerskab	medborgarskap	statsborgerskab	medborgarskap	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
statsborgerskab	medborgarskap	statsborgerskab	medborgarskap	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
runder	rundor	runde	runda	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
runder	omgångar	runde	omgång	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
støder	kränker	stod	kränka	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
åndelige	andliga	åndelig	andlig	ADJ;PL	ADJ;NOM;PL
fiktion	påhitt	fiktion	påhitt	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
fiktion	fiction	fiktion	fiction	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fiktion	fiktion	fiktion	fiktion	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
særskilt	separat	særskilt	separat	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
særskilt	separat	særskilt	separat	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
højdepunkt	höjdpunkt	højdepunkt	höjdpunkt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
højdepunkt	peak	højdepunkt	peak	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
højdepunkt	topp	højdepunkt	topp	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
varighed	löptid	varighed	löptid	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
varighed	längd	varighed	längd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
varighed	varaktighet	varighed	varaktighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pseudonym	pseudonym	pseudonym	pseudonym	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
