daha	više	daha	mnogo	ADV	ADV;CMPR
hafif	blag	hafif	blag	ADJ	ADJ;NOM;INDF;MASC;SG
hafif	lagani	hafif	lagan	ADJ	ADJ;NOM;DEF;MASC;SG
hafif	lagana	hafif	lagan	ADJ	ADJ;NOM;DEF;FEM;SG
yoluyla	putem	yol	put	N;INS;SG;3	N;INS;MASC;SG
giydi	nosio	giy	nositi	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
giydi	nosila	giy	nositi	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
dna	dna	dna	dnati		
lideri	lider	lider	lider	N;NOM;SG;3	N;NOM;MASC;SG
lideri	vođa	lider	vođa	N;NOM;SG;3	N;NOM;MASC;SG
toplumsal	komunalnu	toplumsal	komunalan	ADJ	ADJ;ACC;DEF;FEM;SG
toplumsal	društveni	toplumsal	društven	ADJ	ADJ;NOM;DEF;MASC;SG
toplumsal	društvena	toplumsal	društven	ADJ	ADJ;NOM;DEF;FEM;SG
toplumsal	socijalne	toplumsal	socijalan	ADJ	ADJ;NOM;DEF;FEM;PL
toplumsal	socijalna	toplumsal	socijalan	ADJ	ADJ;NOM;DEF;FEM;SG
şehirler	gradovi	şehir	grad	N;NOM;PL;3	N;NOM;MASC;PL
şehirler	gradovi	şehir	grad	N;NOM;PL;3	N;NOM;MASC;PL
kalesi	dvorac	kale	dvorac	N;NOM;SG;3	N;NOM;MASC;SG
kalesi	zamak	kale	zamak	N;NOM;SG;3	N;NOM;MASC;SG
uçak	zrakoplov	uçak	zrakoplov	N;NOM;SG;3	N;NOM;MASC;SG
uçak	letjelica	uçak	letjelica	N;NOM;SG;3	N;NOM;FEM;SG
uçak	zrakoplov	uçak	zrakoplov	N;NOM;SG;3	N;NOM;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;NOM;MASC;SG
uçak	zrakoplov	uçak	zrakoplov	N;NOM;SG;3	N;NOM;MASC;SG
uçak	avion	uçak	avion	N;NOM;SG;3	N;NOM;MASC;SG
gerçekten	stvarno	gerçekten	stvarno	ADV	ADV
savaşları	ratovi	savaş	rat	N;NOM;PL;3	N;NOM;MASC;PL
kurucusu	osnivač	kurucu	osnivač	N;NOM;SG;3	N;NOM;MASC;SG
sayılı	odbrojani	sayılı	odbrojati	ADJ	ADJ;NOM;DEF;MASC;PL;V.PTCP
mühendisliği	inženjering	mühendislik	inženjering	N;NOM;SG;3	N;NOM;MASC;SG
mühendisliği	strojarnica	mühendislik	strojarnica	N;NOM;SG;3	N;NOM;FEM;SG
dağları	planine	dağ	planina	N;NOM;PL;3	N;NOM;FEM;PL
açılan	otvaram	aç	otvarati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;1;PRS;FIN
albümleri	albume	albüm	album	N;ACC;PL;3	N;ACC;MASC;PL
ilişkiler	veze	ilişki	veza	N;NOM;PL;3	N;NOM;FEM;PL
görüntü	slika	görüntü	slika	N;NOM;SG;3	N;NOM;FEM;SG
başardı	uspjelo	baş	uspjeti	V;PFV;IND;SG;3;POS;PST	V;NEUT;SG;PST;V.PTCP;ACT
başardı	uspio	baş	uspjeti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
hacı	hadji	hacı	hadja		
yugoslavya	jugoslavija	yugoslavya	jugoslavija	N;NOM;SG;3	N;NOM;FEM;SG
yugoslavya	jugoslavije	yugoslavya	jugoslavija	N;NOM;SG;3	N;NOM;FEM;SG
açıkladı	pojasnio	açıkla	pojasniti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
açıkladı	objasnila	açıkla	objasniti	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
açıkladı	objasnio	açıkla	objasniti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
kaynakları	izvore	kaynak	izvor	N;ACC;PL;3	N;ACC;MASC;PL
bilimler	znanosti	bilim	znanost	N;NOM;PL;3	N;NOM;FEM;PL
hep	uvek	hep	uvek	ADV	ADV
hep	uvijek	hep	uvijek	ADV	ADV
konser	koncert	konser	koncert	N;NOM;SG;3	N;NOM;MASC;SG
işbirliği	suradnja	işbirliği	suradnja	N;NOM;SG;3	N;NOM;FEM;SG
işbirliği	suradnja	işbirliği	suradnja	N;NOM;SG;3	N;NOM;FEM;SG
istatistikleri	statistike	ista	statistika	N;NOM;PL;3	N;NOM;FEM;PL
istatistikleri	statistike	ista	statistika	N;NOM;PL;3	N;NOM;FEM;PL
komedi	komedija	komedi	komedija	N;NOM;SG;3	N;NOM;FEM;SG
hint	indo	hint	indo		
oyuncular	igrači	oyuncu	igrač	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	glumci	oyuncu	glumac	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	izvođači	oyuncu	izvođač	N;NOM;PL;3	N;NOM;MASC;PL
kullanıcılar	korisnici	kullanıcı	korisnik	N;NOM;PL;3	N;NOM;MASC;PL
olaylar	događaji	olay	događaj	N;NOM;PL;3	N;NOM;MASC;PL
cevap	odgovor	cevap	odgovor	N;NOM;SG;3	N;NOM;MASC;SG
cevap	odgovor	cevap	odgovor	N;NOM;SG;3	N;NOM;MASC;SG
manyetik	magnetska	manyetik	magnetski	ADJ	ADJ;NOM;DEF;FEM;SG
dilleri	jezici	dil	jezik	N;NOM;PL;3	N;NOM;MASC;PL
bölgesel	regionalno	bölgesel	regionalno	ADJ	ADJ;NOM;NEUT;SG
bölgesel	regionalni	bölgesel	regionalan	ADJ	ADJ;NOM;DEF;MASC;SG
kayıp	izgubljeni	kayıp	izgubljen	ADJ	ADJ;NOM;DEF;MASC;PL;V.PTCP
kayıp	izgubljena	kayıp	izgubiti	ADJ	ADJ;NOM;DEF;FEM;SG;V.PTCP
kayıp	izgubljeno	kayıp	izgubiti	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kayıp	izgubljen	kayıp	izgubiti	ADJ	ADJ;NOM;MASC;SG;V.PTCP
görüş	vidljivost	görüş	vidljivost	N;NOM;SG;3	N;NOM;FEM;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;NOM;MASC;SG
milletler	narodi	millet	narod	N;NOM;PL;3	N;NOM;MASC;PL
milletler	nacije	millet	nacija	N;NOM;PL;3	N;NOM;FEM;PL
evlilik	brak	evlilik	brak	N;NOM;SG;3	N;NOM;MASC;SG
evlilik	svadba	evlilik	svadba	N;NOM;SG;3	N;NOM;FEM;SG
evlilik	vjenčanje	evlilik	vjenčanje	N;NOM;SG;3	N;NOM;NEUT;SG
kuş	birdie	kuş	birditi		
who	ko	who	ko		
imparatorluk	carstvo	imparatorluk	carstvo	N;NOM;SG;3	N;NOM;NEUT;SG
gelişmiş	evoluirao	geliş	evoluirati	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
gelişmiş	evoluirali	geliş	evoluirati	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
gelişmiş	razvio	geliş	razviti	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
gelişmiş	poboljšao	geliş	poboljšati	V;PFV;NFH;IND;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
onlar	oni	o	oni	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
modeli	manekenka	model	manekenka	N;NOM;SG;3	N;NOM;FEM;SG
modeli	model	model	model	N;NOM;SG;3	N;NOM;MASC;SG
modeli	maneken	model	maneken	N;NOM;SG;3	N;NOM;MASC;SG
gösterdi	pokazao	göster	pokazati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
akademik	akademske	akademik	akademski	ADJ	ADJ;NOM;DEF;FEM;PL
şarkılar	pjesme	şarkı	pjesma	N;NOM;PL;3	N;NOM;FEM;PL
şarkılar	pesme	şarkı	pesma	N;NOM;PL;3	N;NOM;FEM;PL
üyeler	članice	üye	članica	N;NOM;PL;3	N;NOM;FEM;PL
üyeler	članovi	üye	član	N;NOM;PL;3	N;NOM;MASC;PL
billboard	plakat	billboard	plakat	N;NOM;SG;3	N;NOM;MASC;SG
zamanlar	vremena	zaman	vrijeme	N;NOM;PL;3	N;NOM;NEUT;PL
akademi	akademija	akadem	akademija	N;NOM;SG;3	N;NOM;FEM;SG
uzunluk	duljina	uzunluk	duljina	N;NOM;SG;3	N;NOM;FEM;SG
uzunluk	dužina	uzunluk	dužina	N;NOM;SG;3	N;NOM;FEM;SG
barcelona	barcelona	barcelon	barcelon	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	lijek	tedavi	lijek	N;NOM;SG;3	N;NOM;MASC;SG
tedavi	terapija	tedavi	terapija	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	liječenje	tedavi	liječenje	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	tretman	tedavi	tretman	N;NOM;SG;3	N;NOM;MASC;SG
karmaşık	složeno	karmaşık	složen	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
karmaşık	složena	karmaşık	složen	ADJ	ADJ;NOM;DEF;FEM;SG;V.PTCP
karmaşık	kompliciran	karmaşık	komplicirati	ADJ	ADJ;NOM;INDF;MASC;SG
karmaşık	komplicirano	karmaşık	komplicirati	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
yaşlı	stara	yaşlı	star	ADJ	ADJ;NOM;DEF;FEM;SG
yaşlı	staro	yaşlı	star	ADJ	ADJ;NOM;NEUT;SG
yaşlı	stari	yaşlı	star	ADJ	ADJ;NOM;DEF;MASC;SG
yaşlı	starije	yaşlı	star	ADJ	ADJ;NOM;DEF;CMPR;FEM;SG
yaşlı	starije	yaşlı	star	ADJ	ADJ;NOM;DEF;CMPR;FEM;SG
yaşlı	stariji	yaşlı	star	ADJ	ADJ;NOM;DEF;CMPR;MASC;SG
yaşlı	starija	yaşlı	star	ADJ	ADJ;NOM;DEF;CMPR;FEM;SG
süresi	trajanje	süre	trajanje	N;NOM;SG;3	N;NOM;NEUT;SG
çıkmış	izašao	çık	izaći	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
devletler	države	devlet	država	N;NOM;PL;3	N;NOM;FEM;PL
devletler	stanja	devlet	stanje	N;NOM;PL;3	N;NOM;NEUT;PL
tour	turneja	tour	turan	N;NOM;SG;3	N;NOM;FEM;SG
tour	tura	tour	tura	N;NOM;SG;3	N;NOM;FEM;SG
tour	obilazak	tour	obilazak	N;NOM;SG;3	N;NOM;MASC;SG
derecesi	stupanj	derece	stupanj	N;NOM;SG;3	N;NOM;MASC;SG
derecesi	diploma	derece	diploma	N;NOM;SG;3	N;NOM;FEM;SG
sabah	jutro	sabah	jutro	N;NOM;SG;3	N;NOM;NEUT;SG
gruplar	bendovi	grup	bend	N;NOM;PL;3	N;NOM;MASC;PL
gruplar	grupe	grup	grupa	N;NOM;PL;3	N;NOM;FEM;PL
filmler	filmovi	film	film	N;NOM;PL;3	N;NOM;MASC;PL
filmler	filmovi	film	film	N;NOM;PL;3	N;NOM;MASC;PL
hareketler	postupci	hareket	postupak	N;NOM;PL;3	N;NOM;MASC;PL
hareketler	radnje	hareket	radnja	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	akcije	hareket	akcija	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	djela	hareket	djelo	N;NOM;PL;3	N;NOM;NEUT;PL
hareketler	aktivnosti	hareket	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	pokreti	hareket	pokret	N;NOM;PL;3	N;NOM;MASC;PL
hareketler	potezi	hareket	potez	N;NOM;PL;3	N;NOM;MASC;PL
hareketler	pokreti	hareket	pokret	N;NOM;PL;3	N;NOM;MASC;PL
komitesi	odbor	komite	odbor	N;NOM;SG;3	N;NOM;MASC;SG
komitesi	komitet	komite	komitet	N;NOM;SG;3	N;NOM;MASC;SG
odası	odaja	oda	odaja	N;NOM;SG;3	N;NOM;FEM;SG
odası	komora	oda	komora	N;NOM;SG;3	N;NOM;FEM;SG
ödüller	nagrade	ödül	nagrada	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	nagrade	ödül	nagrada	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	nagrade	ödül	nagrada	N;NOM;PL;3	N;NOM;FEM;PL
servisi	usluga	servi	usluga	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	temperatura	sıcaklık	temperatura	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	toplina	sıcaklık	toplina	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	vrućina	sıcaklık	vrućina	N;NOM;SG;3	N;NOM;FEM;SG
sıcaklık	grijanje	sıcaklık	grijanje	N;NOM;SG;3	N;NOM;NEUT;SG
sıcaklık	toplina	sıcaklık	toplina	N;NOM;SG;3	N;NOM;FEM;SG
ürünleri	proizvode	ürün	proizvod	N;ACC;PL;3	N;ACC;MASC;PL
aracılığıyla	putem	aracılık	put	N;INS;SG;3	N;INS;MASC;SG
konuk	gost	konuk	gost	N;NOM;SG;3	N;NOM;MASC;SG
geç	skip	geç	skip		
getirdi	donio	getir	donijeti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
yazılım	softver	yazılım	softver	N;NOM;SG;3	N;NOM;MASC;SG
yazılım	software	yazılım	softwar	N;NOM;SG;3	N;NOM;MASC;SG
karısı	zena	karı	zena	N;NOM;SG;3	N;NOM;FEM;SG
karısı	supruga	karı	supruga	N;NOM;SG;3	N;NOM;FEM;SG
karısı	žena	karı	žena	N;NOM;SG;3	N;NOM;FEM;SG
sanatlar	umjetnosti	sanat	umjetnost	N;NOM;PL;3	N;NOM;FEM;PL
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;NOM;FEM;SG
takımlar	odijela	takım	odio	N;NOM;PL;3	N;NOM;NEUT;PL
takımlar	timovi	takım	tim	N;NOM;PL;3	N;NOM;MASC;PL
takımlar	ekipe	takım	ekipa	N;NOM;PL;3	N;NOM;FEM;PL
takımlar	momčadi	takım	momčad	N;NOM;PL;3	N;NOM;FEM;PL
kuantum	kvantna	kuantum	kvantan	N;NOM;SG;3	N;NOM;FEM;SG
teorisi	teorija	teori	teorija	N;NOM;SG;3	N;NOM;FEM;SG
harita	karta	harit	karta	N;NOM;SG;3	N;NOM;FEM;SG
harita	mapa	harit	mapa	N;NOM;SG;3	N;NOM;FEM;SG
değişiklikler	modifikacije	değişiklik	modifikacija	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	izmjene	değişiklik	izmjena	N;NOM;PL;3	N;NOM;FEM;PL
değişiklikler	promjene	değişiklik	promjena	N;NOM;PL;3	N;NOM;FEM;PL
türkler	turci	türk	turac	N;NOM;PL;3	N;NOM;MASC;PL
işler	poslovi	iş	posao	N;NOM;PL;3	N;NOM;MASC;PL
şeyler	stvari	şey	stvar	N;NOM;PL;3	N;NOM;FEM;PL
şeyler	stvari	şey	stvar	N;NOM;PL;3	N;NOM;FEM;PL
otomobil	automobil	otomobil	automobil	N;NOM;SG;3	N;NOM;MASC;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;MASC;SG
otomobil	automobil	otomobil	automobil	N;NOM;SG;3	N;NOM;MASC;SG
otomobil	automotive	otomobil	automotiv	N;NOM;SG;3	N;NOM;MASC;SG
kutusu	box	kutu	box	N;NOM;SG;3	N;NOM;MASC;SG
kutusu	kutija	kutu	kutija	N;NOM;SG;3	N;NOM;FEM;SG
sahipliği	vlasništvo	sahiplik	vlasništvo	N;NOM;SG;3	N;NOM;NEUT;SG
istiyorum	želim	iste	željeti	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;SG;1;PRS;FIN
ilişkileri	odnose	ilişki	odnos	N;ACC;PL;3	N;ACC;MASC;PL
çekti	izvukao	çek	izvući	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
çekti	povukao	çek	povući	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
düştü	pala	düş	pasti	V;PFV;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
düştü	pao	düş	pasti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
desteği	podrška	destek	podrška	N;NOM;SG;3	N;NOM;FEM;SG
desteği	potpora	destek	potpora	N;NOM;SG;3	N;NOM;FEM;SG
başarısız	neuspješni	başarısız	neuspješan	ADJ	ADJ;NOM;DEF;MASC;SG
ilişki	odnosi	ilişki	odnos	N;NOM;SG;3	N;NOM;MASC;SG
ilişki	veza	ilişki	veza	N;NOM;SG;3	N;NOM;FEM;SG
ilişki	odnos	ilişki	odnos	N;NOM;SG;3	N;NOM;MASC;SG
ilişki	snošaj	ilişki	snošaj	N;NOM;SG;3	N;NOM;MASC;SG
imzaladı	potpisao	imzala	potpisati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
cumhurbaşkanlığı	predsjedništvo	cumhurbaşkanlığı	predsjedništvo	N;NOM;SG;3	N;NOM;NEUT;SG
birini	nekoga	biri	neki	PRO;ACC;SG;3	PRO;ACC;MASC;SG
köprüsü	most	köprü	most	N;NOM;SG;3	N;NOM;MASC;SG
köprüsü	bridge	köprü	bridge	N;NOM;SG;3	N;NOM;MASC;SG
başkanlık	predsjedništvo	başkanlık	predsjedništvo	N;NOM;SG;3	N;NOM;NEUT;SG
finali	finale	finali	finale	N;NOM;SG;3	N;NOM;NEUT;SG
kütüphanesi	knjižnica	kütüphane	knjižnica	N;NOM;SG;3	N;NOM;FEM;SG
kütüphanesi	biblioteka	kütüphane	biblioteka	N;NOM;SG;3	N;NOM;FEM;SG
barajı	brana	barajı	brana	N;NOM;SG;3	N;NOM;FEM;SG
air	zrak	air	zrak	N;NOM;SG;3	N;NOM;MASC;SG
sözleri	stihovi	söz	stih	N;NOM;PL;3	N;NOM;MASC;PL
mağlup	poražen	mağlup	poraziti	ADJ	ADJ;NOM;MASC;SG;V.PTCP;PASS
mağlup	poraženi	mağlup	poraziti	ADJ	ADJ;NOM;DEF;MASC;PL;V.PTCP
kapağı	poklopac	kapak	poklopac	N;NOM;SG;3	N;NOM;MASC;SG
şehristanı	okrug	şehristan	okrug	N;NOM;SG;3	N;NOM;MASC;SG
şehristanı	županija	şehristan	županija	N;NOM;SG;3	N;NOM;FEM;SG
şehristanı	kotar	şehristan	kotar	N;NOM;SG;3	N;NOM;MASC;SG
sanatsal	umjetničko	sanatsal	umjetnički	ADJ	ADJ;NOM;NEUT;SG
sanatsal	umjetnička	sanatsal	umjetnički	ADJ	ADJ;NOM;DEF;FEM;SG
sanatsal	umjetničko	sanatsal	umjetnički	ADJ	ADJ;NOM;NEUT;SG
sesi	zvuk	ses	zvuk	N;NOM;SG;3	N;NOM;MASC;SG
sesi	sound	ses	sound	N;NOM;SG;3	N;NOM;MASC;SG
sesi	količina	ses	količina	N;NOM;SG;3	N;NOM;FEM;SG
sesi	volumen	ses	volumen	N;NOM;SG;3	N;NOM;MASC;SG
sesi	glas	ses	glas	N;NOM;SG;3	N;NOM;MASC;SG
yerler	mesta	yer	mest	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	mjesta	yer	mjesto	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	lokacije	yer	lokacija	N;NOM;PL;3	N;NOM;FEM;PL
yerler	podovi	yer	pod	N;NOM;PL;3	N;NOM;MASC;PL
yerler	odredišta	yer	odredište	N;NOM;PL;3	N;NOM;NEUT;PL
hristiyan	kršćanin	hristiyan	kršćanin	N;NOM;SG;3	N;NOM;MASC;SG
hristiyan	kristijan	hristiyan	kristijan	N;NOM;SG;3	N;NOM;MASC;SG
geliştirme	razvija	geliş	razvijati	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IND;SG;3;PRS;FIN
teklif	ponuda	teklif	ponuda	N;NOM;SG;3	N;NOM;FEM;SG
teklif	predlog	teklif	predlog	N;NOM;SG;3	N;NOM;MASC;SG
teklif	prijedlog	teklif	prijedlog	N;NOM;SG;3	N;NOM;MASC;SG
teklif	nadmetanje	teklif	nadmetanje	N;NOM;SG;3	N;NOM;NEUT;SG
teklif	ponuda	teklif	ponuda	N;NOM;SG;3	N;NOM;FEM;SG
ayak	stopalo	ayak	stopati	N;NOM;SG;3	N;NOM;NEUT;SG
ayak	noga	ayak	noga	N;NOM;SG;3	N;NOM;FEM;SG
bağımsızlık	nezavisnost	bağımsızlık	nezavisnost	N;NOM;SG;3	N;NOM;FEM;SG
bağımsızlık	neovisnost	bağımsızlık	neovisnost	N;NOM;SG;3	N;NOM;FEM;SG
kulesi	tower	kule	tower	N;NOM;SG;3	N;NOM;MASC;SG
kulesi	kula	kule	kula	N;NOM;SG;3	N;NOM;FEM;SG
kulesi	toranj	kule	toranj	N;NOM;SG;3	N;NOM;MASC;SG
hd	brb	hd	brb		
şampiyonluk	prvenstvo	şampiyonluk	prvenstvo	N;NOM;SG;3	N;NOM;NEUT;SG
mühendislik	inženjering	mühendislik	inženjering	N;NOM;SG;3	N;NOM;MASC;SG
mühendislik	strojarnica	mühendislik	strojarnica	N;NOM;SG;3	N;NOM;FEM;SG
oyunlar	utakmice	oyun	utakmica	N;NOM;PL;3	N;NOM;FEM;PL
oyunlar	igre	oyun	igra	N;NOM;PL;3	N;NOM;FEM;PL
oyunlar	igrice	oyun	igrica	N;NOM;PL;3	N;NOM;FEM;PL
performansı	izvedba	performans	izvedba	N;NOM;SG;3	N;NOM;FEM;SG
performansı	izvođenje	performans	izvođenje	N;NOM;SG;3	N;NOM;NEUT;SG
performansı	nastup	performans	nastup	N;NOM;SG;3	N;NOM;MASC;SG
çocuklar	momci	çocuk	momak	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	dečki	çocuk	dečki	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	deca	çocuk	deca	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	djeca	çocuk	dijete	N;NOM;PL;3	N;NOM;NEUT;PL
çocuklar	momci	çocuk	momak	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	dečki	çocuk	dečki	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	deca	çocuk	deca	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	djeca	çocuk	dijete	N;NOM;PL;3	N;NOM;NEUT;PL
facebook	facebook	facebook	Facebook	N;NOM;SG;3	N;NOM;MASC;SG
paralel	paralelni	paralel	paralelan	ADJ	ADJ;NOM;DEF;MASC;SG
paralel	paralelne	paralel	paralelan	ADJ	ADJ;NOM;DEF;FEM;PL
erişim	pristup	erişim	pristup	N;NOM;SG;3	N;NOM;MASC;SG
erişim	pristupi	erişim	pristupiti	N;NOM;SG;3	N;NOM;MASC;SG
erişim	doseg	erişim	doseg	N;NOM;SG;3	N;NOM;MASC;SG
dönen	vrti	dön	vrtjeti	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
kelimesi	riječ	kelime	riječ	N;NOM;SG;3	N;NOM;FEM;SG
kelimesi	rijec	kelime	rijec	N;NOM;SG;3	N;NOM;FEM;SG
istedi	pitao	iste	pitati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
vergi	porez	vergi	porez	N;NOM;SG;3	N;NOM;MASC;SG
vergi	porez	vergi	porez	N;NOM;SG;3	N;NOM;MASC;SG
asist	asistencija	asist	asistencija	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	bolest	hastalık	bolest	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	bolest	hastalık	bolest	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	bolest	hastalık	bolest	N;NOM;SG;3	N;NOM;FEM;SG
cemal	cemal	cemal	cemal		
içeriği	sadržaj	içerik	sadržaj	N;NOM;SG;3	N;NOM;MASC;SG
içeriği	sadržaj	içerik	sadržaj	N;NOM;SG;3	N;NOM;MASC;SG
dolar	dolar	dolar	dolar	N;NOM;SG;3	N;NOM;MASC;SG
getiren	donosi	getir	donositi	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
akşam	večer	akşam	večer	N;NOM;SG;3	N;NOM;FEM;SG
akşam	veče	akşam	velik	N;NOM;SG;3	N;NOM;NEUT;SG
bayrağı	zastava	bayrak	zastava	N;NOM;SG;3	N;NOM;FEM;SG
yolları	staze	yol	staza	N;NOM;PL;3	N;NOM;FEM;PL
yolları	putevi	yol	put	N;NOM;PL;3	N;NOM;MASC;PL
yolları	putanje	yol	putanja	N;NOM;PL;3	N;NOM;FEM;PL
yolları	načini	yol	način	N;NOM;PL;3	N;NOM;MASC;PL
yolları	rute	yol	ruta	N;NOM;PL;3	N;NOM;FEM;PL
vermiş	dao	ver	dati	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
vermiş	dala	ver	dati	V;PFV;NFH;IND;SG;3;POS;PST	V;FEM;SG;PST;V.PTCP;ACT
temsilcisi	predstavnica	temsilci	predstavnica	N;NOM;SG;3	N;NOM;FEM;SG
temsilcisi	predstavnik	temsilci	predstavnik	N;NOM;SG;3	N;NOM;MASC;SG
özellikler	karakteristike	özellik	karakteristika	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	specifikacije	özellik	specifikacija	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	karakteristike	özellik	karakteristika	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	atribute	özellik	atribut	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	svojstva	özellik	svojstvo	N;NOM;PL;3	N;NOM;NEUT;PL
konumu	lokaciju	konum	lokacija	N;ACC;SG;3	N;ACC;FEM;SG
başlığı	zaglavlje	başlık	zaglavlje	N;NOM;SG;3	N;NOM;NEUT;SG
başlığı	naslov	başlık	naslov	N;NOM;SG;3	N;NOM;MASC;SG
başlığı	naziv	başlık	naziv	N;NOM;SG;3	N;NOM;MASC;SG
kulüpler	klubovi	kulüp	klub	N;NOM;PL;3	N;NOM;MASC;PL
kulüpler	palice	kulüp	palica	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	lekcije	ders	lekcija	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	predavanja	ders	predavanje	N;NOM;PL;3	N;NOM;NEUT;PL
kolordu	korpus	kolor	korpus	N;NOM;SG;3	N;NOM;MASC;SG
isimler	imena	isim	ime	N;NOM;PL;3	N;NOM;NEUT;PL
isimler	imenice	isim	imenica	N;NOM;PL;3	N;NOM;FEM;PL
elizabeth	elizabeta	elizabeth	elizabet	N;NOM;SG;3	N;NOM;FEM;SG
elizabeth	elizabeth	elizabeth	elizabeth	N;NOM;SG;3	N;NOM;FEM;SG
madalyası	medalja	madalya	medalja	N;NOM;SG;3	N;NOM;FEM;SG
madalyası	orden	madalya	orden	N;NOM;SG;3	N;NOM;MASC;SG
tarihçi	povjesničar	tarihçi	povjesničar	N;NOM;SG;3	N;NOM;MASC;SG
tarihçi	kroničar	tarihçi	kroničar	N;NOM;SG;3	N;NOM;MASC;SG
mutlu	sretan	mutlu	sretan	ADJ	ADJ;NOM;INDF;MASC;SG
kişiye	osobi	kişi	osoba	N;DAT;SG;3	N;DAT;FEM;SG
bölümler	epizode	bölüm	epizoda	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	sekcije	bölüm	sekcija	N;NOM;PL;3	N;NOM;FEM;PL
