من	از	مِن	از	ADP	ADP
صفوف	کلاسها	صَفّ	کلاس	N;NOM;INDF;PL	N;PL
صفوف	سطرها	صَفّ	سطر	N;NOM;INDF;PL	N;PL
الزوج	همسر	زَوج	همسر	N;NOM;DEF;SG	N;SG
الزوج	شوهر	زَوج	شوهر	N;NOM;DEF;SG	N;SG
الزوج	شوهری	زَوج	شوهر	N;NOM;DEF;SG	N;SG
الزوج	شوهرش	زَوج	شوهرش	N;NOM;DEF;SG	N;SG
الزاوية	گوشه	زَاوِيَة	گوشه	N;NOM;DEF;SG	N;SG
الزاوية	زاویۀ	زَاوِيَة	زاویۀ	N;NOM;DEF;SG	N;SG
الزاوية	زاویه	زَاوِيَة	زاویه	N;NOM;DEF;SG	N;SG
صيغة	فرمول	صِيغَة	None	N;NOM;INDF;SG	N;SG
تعز	تعز	عَزّ	تعز	N;NOM;INDF;SG	N;SG
جميلة	زیبا	جَمِيل	زیبا	ADJ;NOM;INDF;FEM;SG	ADJ
جميلة	قشنگ	جَمِيل	None	ADJ;NOM;INDF;FEM;SG	ADJ
طاقم	سرنشین	طَاقِم	سرنشین	N;NOM;INDF;SG	N;SG
طاقم	خدمه	طَاقِم	خدمه	N;NOM;INDF;SG	N;SG
خسائر	خسارات	خَسَارَة	خسارت	N;NOM;INDF;PL	N;PL
الديانة	مذهب	دِيَانَة	مذهب	N;NOM;DEF;SG	N;SG
الديانة	دین	دِيَانَة	دین	N;NOM;DEF;SG	N;SG
تنمية	توسعه	تَنمِيَة	توسعه	N;NOM;INDF;SG	N;SG
حصار	محاصره	حِصَار	محاصره	N;NOM;INDF;SG	N;SG
حصار	محاصره	حِصَار	محاصره	N;NOM;INDF;SG	N;SG
التقدم	پیشرفت	تَقَدُّم	پیشرفت	N;NOM;DEF;SG	N;SG
التقدم	پیشرفتی	تَقَدُّم	پیشرفتی	N;NOM;DEF;SG	N;SG
المهندس	مهندس	مُهَندِس	مهندس	N;NOM;DEF;SG	N;SG
المهندس	engineer	مُهَندِس	engineer	N;NOM;DEF;SG	N;SG
اليسار	چپ	يَسَار	چپ	N;NOM;DEF;SG	N;SG
رعاية	مراقبت	رِعَايَة	مراقبت	N;NOM;INDF;SG	N;SG
تمثيل	نمایندگی	تَمثِيل	نمایندگی	N;NOM;INDF;SG	N;SG
تمثيل	بازیگری	تَمثِيل	بازیگر	N;NOM;INDF;SG	N;SG
تمثيل	رفتار	تَمثِيل	رفتار	N;NOM;INDF;SG	N;SG
المقاطعات	نواحی	مُقَاطَعَة	ناحیه	N;NOM;DEF;PL	N;PL
المقاطعات	مناطق	مُقَاطَعَة	منطقه	N;NOM;DEF;PL	N;PL
المقاطعات	شهرستانهای	مُقَاطَعَة	شهرستان	N;NOM;DEF;PL	N;PL
العدل	عدالت	عَدل	None	N;NOM;DEF;SG	N;SG
العدل	عدل	عَدل	None	N;NOM;DEF;SG	N;SG
القرون	قرنها	قَرن	قرن	N;NOM;DEF;PL	N;PL
تعليمية	آموزشی	تَعلِيمِيّ	آموزشی	ADJ;NOM;INDF;FEM;SG	ADJ
تصنيع	تولید	تَصنِيع	تولید	N;NOM;INDF;SG	N;SG
تصنيع	ساخت	تَصنِيع	ساخت	N;NOM;INDF;SG	N;SG
تصنيع	تولیدی	تَصنِيع	تولیدی	N;NOM;INDF;SG	N;SG
حديثة	اخیر	حَدِيث	اخیر	ADJ;NOM;INDF;FEM;SG	ADJ
المتعددة	چندگانه	مُتَعَدِّد	چندگانه	ADJ;NOM;DEF;FEM;SG	ADJ
المتعددة	چندین	مُتَعَدِّد	چندین	ADJ;NOM;DEF;FEM;SG	ADJ
اغتيال	ترور	اِغتِيَال	ترور	N;NOM;INDF;SG	N;SG
المستشفى	بیمارستان	مُستَشفَى	بیمارستان	N;NOM;DEF;SG	N;SG
المستشفى	بیمارستانی	مُستَشفَى	بیمارستان	N;NOM;DEF;SG	N;SG
المقدمة	معرفی	مُقَدَّمَة	معرفی	N;NOM;DEF;SG	N;SG
المقدمة	مقدمه	مُقَدَّمَة	مقدمه	N;NOM;DEF;SG	N;SG
المقدمة	آشنایی	مُقَدَّمَة	آشنایی	N;NOM;DEF;SG	N;SG
صيف	تابستان	صَيف	تابستان	N;NOM;INDF;SG	N;SG
صيف	سامر	صَيف	سامر	N;NOM;INDF;SG	N;SG
صيف	تابستون	صَيف	تابستون	N;NOM;INDF;SG	N;SG
صيف	تابستانی	صَيف	تابستانی	N;NOM;INDF;SG	N;SG
لقاء	ملاقات	لِقَاء	ملاقات	N;NOM;INDF;SG	N;SG
لقاء	دیدار	لِقَاء	دیدار	N;NOM;INDF;SG	N;SG
لقاء	ملاقات	لِقَاء	ملاقات	N;NOM;INDF;SG	N;SG
لقاء	جلسه	لِقَاء	جلسه	N;NOM;INDF;SG	N;SG
لقاء	دیدار	لِقَاء	دیدار	N;NOM;INDF;SG	N;SG
لقاء	رویارویی	لِقَاء	رویارویی	N;NOM;INDF;SG	N;SG
لقاء	دیدار	لِقَاء	دیدار	N;NOM;INDF;SG	N;SG
نيسان	اپریل	نِيسَان	اپریل	N;NOM;INDF;SG	N;SG
نيسان	آوریل	نِيسَان	None	N;NOM;INDF;SG	N;SG
نيسان	nissan	نِيسَان	None	N;NOM;INDF;SG	N;SG
نيسان	نیسان	نِيسَان	هست	N;NOM;INDF;SG	N;SG
زهرة	گل	زُهرَة	گل	N;NOM;INDF;SG	N;SG
زهرة	شکوفه	زُهرَة	شکوفه	N;NOM;INDF;SG	N;SG
زهرة	فلاور	زُهرَة	فلاور	N;NOM;INDF;SG	N;SG
زهرة	zahra	زُهرَة	zahra	N;NOM;INDF;SG	N;SG
زهرة	زهرا	زُهرَة	زهرا	N;NOM;INDF;SG	N;SG
الوزير	وزیر	وَزِير	وزیر	N;NOM;DEF;SG	N;SG
الوزير	وزیری	وَزِير	وزیری	N;NOM;DEF;SG	N;SG
قوي	قوی	قَوِيّ	قوی	ADJ;NOM;INDF;MASC;SG	ADJ
قوي	نیرومند	قَوِيّ	نیرومند	ADJ;NOM;INDF;MASC;SG	ADJ
قوي	پرقدرت	قَوِيّ	پرقدرت	ADJ;NOM;INDF;MASC;SG	ADJ
التعديل	متمم	تَعدِيل	None	N;NOM;DEF;SG	N;SG
التعديل	تدوین	تَعدِيل	تدوین	N;NOM;DEF;SG	N;SG
التعديل	ویرایش	تَعدِيل	ویرایش	N;NOM;DEF;SG	N;SG
ممكن	ممکن	مُمكِن	ممکن	ADJ;NOM;INDF;MASC;SG	ADJ
الاتفاق	توافقنامه	اِتِّفَاق	توافقنامه	N;NOM;DEF;SG	N;SG
الاتفاق	موافقتنامه	اِتِّفَاق	موافقتنامه	N;NOM;DEF;SG	N;SG
الاتفاق	قرارداد	اِتِّفَاق	قرارداد	N;NOM;DEF;SG	N;SG
الاتفاق	توافق	اِتِّفَاق	توافق	N;NOM;DEF;SG	N;SG
الاتفاق	معامله	اِتِّفَاق	معامله	N;NOM;DEF;SG	N;SG
تجارة	بازرگانی	تِجَارَة	بازرگانی	N;NOM;INDF;SG	N;SG
تجارة	تجارت	تِجَارَة	تجارت	N;NOM;INDF;SG	N;SG
تجارة	تجارت	تِجَارَة	تجارت	N;NOM;INDF;SG	N;SG
تجارة	تجارت	تِجَارَة	تجارت	N;NOM;INDF;SG	N;SG
قادرة	قادر	قَادِر	قادر	ADJ;NOM;INDF;FEM;SG	ADJ
قادرة	قادر	قَادِر	قادر	ADJ;NOM;INDF;FEM;SG	ADJ
التنظيم	سازمان	تَنظِيم	سازمان	N;NOM;DEF;SG	N;SG
التنظيم	سازماندهی	تَنظِيم	سازماندهی	N;NOM;DEF;SG	N;SG
التنظيم	سازمان	تَنظِيم	سازمان	N;NOM;DEF;SG	N;SG
التنظيم	سازماندهی	تَنظِيم	سازماندهی	N;NOM;DEF;SG	N;SG
البث	پخش	بَثّ	پخش	N;NOM;DEF;SG	N;SG
البث	مخابره	بَثّ	None	N;NOM;DEF;SG	N;SG
الشارع	استریت	شَارِع	استریت	N;NOM;DEF;SG	N;SG
الشارع	خیابانی	شَارِع	خیابانی	N;NOM;DEF;SG	N;SG
الشارع	خیابان	شَارِع	خیابان	N;NOM;DEF;SG	N;SG
الشارع	خیابون	شَارِع	خیابون	N;NOM;DEF;SG	N;SG
التعديلات	تنظیمات	تَعدِيل	تنظیمه	N;NOM;DEF;PL	N;PL
التعديلات	اصلاحات	تَعدِيل	اصلاح	N;NOM;DEF;PL	N;PL
التعريف	تعریف	تَعرِيف	تعریف	N;NOM;DEF;SG	N;SG
التعريف	شناسایی	تَعرِيف	شناسایی	N;NOM;DEF;SG	N;SG
السابعة	هفتم	سَابِع	هفتم	ADJ;NOM;DEF;FEM;SG	ADJ
الملوك	پادشاهان	مَلوَك	پادشاه	N;NOM;DEF;PL	N;PL
الملوك	سلاطین	مَلوَك	سلاطین	N;NOM;DEF;PL	N;PL
الملوك	شاهان	مَلوَك	None	N;NOM;DEF;PL	N;PL
المعالجة	پردازش	مُعَالَجَة	پردازش	N;NOM;DEF;SG	N;SG
المعالجة	پردازی	مُعَالَجَة	پردازی	N;NOM;DEF;SG	N;SG
المعالجة	معالجه	مُعَالَجَة	معالجه	N;NOM;DEF;SG	N;SG
المعالجة	درمان	مُعَالَجَة	درمان	N;NOM;DEF;SG	N;SG
المنافسة	مسابقه	مُنَافَسَة	مسابقه	N;NOM;DEF;SG	N;SG
المنافسة	رقابت	مُنَافَسَة	رقابت	N;NOM;DEF;SG	N;SG
المسافة	مسافت	مَسَافَة	مسافت	N;NOM;DEF;SG	N;SG
المسافة	فاصله	مَسَافَة	فاصله	N;NOM;DEF;SG	N;SG
سد	دم	سَدّ	دم	N;NOM;INDF;SG	N;SG
سد	سد	سَدّ	سد	N;NOM;INDF;SG	N;SG
سد	ساید	سَدّ	ساید	N;NOM;INDF;SG	N;SG
سد	سید	سَدّ	سید	N;NOM;INDF;SG	N;SG
نظرة	نگاهی	نَظرَة	نگاه	N;NOM;INDF;SG	N;SG
رسائل	حروف	رِسَالَة	حرف	N;NOM;INDF;PL	N;PL
رسائل	پیامها	رِسَالَة	پیام	N;NOM;INDF;PL	N;PL
الظاهرة	پدیده	ظَاهِرَة	پدیده	N;NOM;DEF;SG	N;SG
الفئة	مقوله	فِئَة	مقوله	N;NOM;DEF;SG	N;SG
الفئة	دسته	فِئَة	دسته	N;NOM;DEF;SG	N;SG
الفئة	رده	فِئَة	رده	N;NOM;DEF;SG	N;SG
الفئة	ردۀ	فِئَة	ردۀ	N;NOM;DEF;SG	N;SG
الفئة	کلاس	فِئَة	کلاس	N;NOM;DEF;SG	N;SG
الفئة	class	فِئَة	class	N;NOM;DEF;SG	N;SG
الفئة	کلاسی	فِئَة	کلاسی	N;NOM;DEF;SG	N;SG
اتفاق	توافقنامه	اِتِّفَاق	توافقنامه	N;NOM;INDF;SG	N;SG
اتفاق	موافقتنامه	اِتِّفَاق	موافقتنامه	N;NOM;INDF;SG	N;SG
اتفاق	قرارداد	اِتِّفَاق	قرارداد	N;NOM;INDF;SG	N;SG
اتفاق	توافق	اِتِّفَاق	توافق	N;NOM;INDF;SG	N;SG
اتفاق	معامله	اِتِّفَاق	معامله	N;NOM;INDF;SG	N;SG
السوبر	سوپر	سُوبِر	سوپر	N;NOM;DEF;SG	N;SG
السوبر	super	سُوبِر	super	N;NOM;DEF;SG	N;SG
سيناريو	فیلمنامه	سِينَارِيُو	فیلمنامه	N;NOM;INDF;SG	N;SG
سيناريو	احداث	سِينَارِيُو	احداث	N;NOM;INDF;SG	N;SG
سيناريو	سناریوی	سِينَارِيُو	سناریو	N;NOM;INDF;SG	N;SG
سيناريو	سناریو	سِينَارِيُو	سناریو	N;NOM;INDF;SG	N;SG
سيناريو	دستنوشته	سِينَارِيُو	دستنوشته	N;NOM;INDF;SG	N;SG
القواعد	قواعد	قَاعِدَة	None	N;NOM;DEF;PL	N;PL
القواعد	قوانین	قَاعِدَة	قانون	N;NOM;DEF;PL	N;PL
التجارب	تجارب	تَجرِبَة	تجارب	N;NOM;DEF;PL	N;PL
التجارب	تجربیات	تَجرِبَة	تجربه	N;NOM;DEF;PL	N;PL
زعيم	لیدر	زَعِيم	لیدر	N;NOM;INDF;SG	N;SG
زعيم	رهبر	زَعِيم	رهبر	N;NOM;INDF;SG	N;SG
زعيم	رییس	زَعِيم	رییس	N;NOM;INDF;SG	N;SG
زعيم	رئیس	زَعِيم	رئیس	N;NOM;INDF;SG	N;SG
مناسبة	مناسبت	مُنَاسَبَة	مناسب	N;NOM;INDF;SG	N;SG
مناسبة	مناسبه	مُنَاسَبَة	مناسبه	N;NOM;INDF;SG	N;SG
مناسبة	رویداد	مُنَاسَبَة	رویداد	N;NOM;INDF;SG	N;SG
مناسبة	واقعه	مُنَاسَبَة	واقعه	N;NOM;INDF;SG	N;SG
مناسبة	رخداد	مُنَاسَبَة	رخداد	N;NOM;INDF;SG	N;SG
بديل	متناوب	بَدِيل	متناوب	N;NOM;INDF;SG	N;SG
بديل	جانشین	بَدِيل	جانشین	N;NOM;INDF;SG	N;SG
بديل	جایگزینی	بَدِيل	جایگزینی	N;NOM;INDF;SG	N;SG
المعادن	فلزات	مَعدِن	فلز	N;NOM;DEF;PL	N;PL
استقلال	استقلال	اِستِقلَال	استقلال	N;NOM;INDF;SG	N;SG
استقلال	استقلالی	اِستِقلَال	استقلالی	N;NOM;INDF;SG	N;SG
سيطرة	مهار	سَيطَرَة	مهار	N;NOM;INDF;SG	N;SG
سيطرة	کنترل	سَيطَرَة	کنترل	N;NOM;INDF;SG	N;SG
سيطرة	کنترول	سَيطَرَة	کنترول	N;NOM;INDF;SG	N;SG
هيكل	هال	هَيكَل	هال	N;NOM;INDF;SG	N;SG
هيكل	بدنه	هَيكَل	بدنه	N;NOM;INDF;SG	N;SG
هيكل	اسکلت	هَيكَل	اسکلت	N;NOM;INDF;SG	N;SG
هيكل	شاسی	هَيكَل	شاسی	N;NOM;INDF;SG	N;SG
هيكل	ساختار	هَيكَل	ساختار	N;NOM;INDF;SG	N;SG
هيكل	سازه	هَيكَل	سازه	N;NOM;INDF;SG	N;SG
الحشرات	حشرات	حَشَرَة	حشره	N;NOM;DEF;PL	N;PL
الحشرات	حشرات	حَشَرَة	حشره	N;NOM;DEF;PL	N;PL
شؤون	امور	شَأن	امر	N;NOM;INDF;PL	N;PL
حضارة	تمدن	حَضَارَة	تمدن	N;NOM;INDF;SG	N;SG
حضارة	تمدنی	حَضَارَة	تمدن	N;NOM;INDF;SG	N;SG
منخفضة	کم	مُنخَفِض	کم	ADJ;NOM;INDF;FEM;SG	ADJ
المساجد	مساجد	مَسجِد	None	N;NOM;DEF;PL	N;PL
بث	پخش	بَثّ	پخش	N;NOM;INDF;SG	N;SG
بث	مخابره	بَثّ	None	N;NOM;INDF;SG	N;SG
المجلة	مجله	مَجَلَّة	مجله	N;NOM;DEF;SG	N;SG
مؤشر	شاخص	مُؤَشِّر	شاخص	N;NOM;INDF;SG	N;SG
مؤشر	اشارهگر	مُؤَشِّر	اشارهگر	N;NOM;INDF;SG	N;SG
مؤشر	شاخص	مُؤَشِّر	شاخص	N;NOM;INDF;SG	N;SG
مؤشر	نمایه	مُؤَشِّر	نمایه	N;NOM;INDF;SG	N;SG
مقياس	مقیاس	مِقيَاس	مقیاس	N;NOM;INDF;SG	N;SG
مقياس	gauge	مِقيَاس	gauge	N;NOM;INDF;SG	N;SG
مقياس	پیمانه	مِقيَاس	پیمانه	N;NOM;INDF;SG	N;SG
المجر	مجارستان	مَجَر	مجارستان	N;NOM;DEF;SG	N;SG
زاد	افزود	زَاد	افزود#افزا	V;PFV;MASC;SG;3;ACT	V;SG;3;PST
الشعوب	مردمان	شَعب	مردم	N;NOM;DEF;PL	N;PL
الريف	حومه	رِيف	حومه	N;NOM;DEF;SG	N;SG
الريف	ییلاق	رِيف	ییلاق	N;NOM;DEF;SG	N;SG
الريف	روستایی	رِيف	روستایی	N;NOM;DEF;SG	N;SG
مسح	اسکن	مسح	اسکن	N;NOM;INDF;SG	N;SG
مسح	پویش	مسح	پویش	N;NOM;INDF;SG	N;SG
مسح	سروی	مسح	سروی	N;NOM;INDF;SG	N;SG
مسح	نظرسنجی	مسح	None	N;NOM;INDF;SG	N;SG
اختلاف	تفاوت	اِختِلَاف	تفاوت	N;NOM;INDF;SG	N;SG
اختلاف	فرق	اِختِلَاف	فرق	N;NOM;INDF;SG	N;SG
الغناء	آواز	غِنَاء	آواز	N;NOM;DEF;SG	N;SG
الغناء	خوانندگی	غِنَاء	خوانندگی	N;NOM;DEF;SG	N;SG
مهم	مهم	مُهِمّ	مهم	ADJ;NOM;INDF;MASC;SG	ADJ
جذب	جذابیت	جَذب	جذابیت	N;NOM;INDF;SG	N;SG
جذب	جاذبه	جَذب	جاذبه	N;NOM;INDF;SG	N;SG
جذب	جذب	جَذب	جذب	N;NOM;INDF;SG	N;SG
جذب	جذب	جَذب	جذب	N;NOM;INDF;SG	N;SG
جذب	جذب	جَذب	جذب	N;NOM;INDF;SG	N;SG
ذهبية	طلایی	ذَهَبِيّ	طلایی	ADJ;NOM;INDF;FEM;SG	ADJ
تكنولوجيا	فناوری	تِكنُولُوجِيَا	فناوری	N;NOM;INDF;SG	N;SG
تكنولوجيا	تکنولوژی	تِكنُولُوجِيَا	None	N;NOM;INDF;SG	N;SG
الانتشار	اشاعه	اِنتِشَار	اشاعه	N;NOM;DEF;SG	N;SG
الانتشار	انتشار	اِنتِشَار	انتشار	N;NOM;DEF;SG	N;SG
الانتشار	استقرار	اِنتِشَار	استقرار	N;NOM;DEF;SG	N;SG
مالية	مالی	مَالِيّ	مالی	ADJ;NOM;INDF;FEM;SG	ADJ
مالية	مالی	مَالِيّ	مالی	ADJ;NOM;INDF;FEM;SG	ADJ
تيار	جریان	تَيَّار	جریان	N;NOM;INDF;SG	N;SG
تيار	جریان	تَيَّار	جریان	N;NOM;INDF;SG	N;SG
تيار	جریانی	تَيَّار	جریان	N;NOM;INDF;SG	N;SG
فترات	فواصل	فَترَة	فاصله	N;NOM;INDF;PL	N;PL
النمط	الگو	نَمَط	الگو	N;NOM;DEF;SG	N;SG
النمط	سبک	نَمَط	سبک	N;NOM;DEF;SG	N;SG
النمط	حالت	نَمَط	حالت	N;NOM;DEF;SG	N;SG
الوعي	هوشیاری	وَعي	هوشیاری	N;NOM;DEF;SG	N;SG
الوعي	خودآگاه	وَعي	خودآگاه	N;NOM;DEF;SG	N;SG
الوعي	آگاهی	وَعي	آگاهی	N;NOM;DEF;SG	N;SG
الوعي	هشیاری	وَعي	None	N;NOM;DEF;SG	N;SG
الوعي	آگاهی	وَعي	آگاهی	N;NOM;DEF;SG	N;SG
الكشف	آشکارسازی	كَشف	آشکارسازی	N;NOM;DEF;SG	N;SG
الكشف	تشخیص	كَشف	تشخیص	N;NOM;DEF;SG	N;SG
الكشف	disclosure	كَشف	disclosure	N;NOM;DEF;SG	N;SG
الكشف	فاش	كَشف	فاش	N;NOM;DEF;SG	N;SG
الكشف	افشاگری	كَشف	افشاگری	N;NOM;DEF;SG	N;SG
الكشف	افشاء	كَشف	فشء	N;NOM;DEF;SG	N;SG
الكشف	وحی	كَشف	None	N;NOM;DEF;SG	N;SG
الكشف	مکاشفه	كَشف	مکاشفه	N;NOM;DEF;SG	N;SG
الصخور	سنگها	صُخُور	سنگ	N;NOM;DEF;PL	N;PL
الباحثين	محققین	بَاحِث	محقق	N;NOM;DEF;PL	N;PL
الباحثين	پژوهشگران	بَاحِث	پژوهشگر	N;NOM;DEF;PL	N;PL
الباحثين	محققان	بَاحِث	محقق	N;NOM;DEF;PL	N;PL
الساحة	آرنا	سَاحَة	آرنا	N;NOM;DEF;SG	N;SG
الساحة	حیاط	سَاحَة	حیاط	N;NOM;DEF;SG	N;SG
الساحة	یارد	سَاحَة	یارد#یار	N;NOM;DEF;SG	N;SG
تعزيز	تقویت	تَعزِيز	تقویت	N;NOM;INDF;SG	N;SG
تعزيز	ترویج	تَعزِيز	ترویج	N;NOM;INDF;SG	N;SG
تعزيز	ارتقاء	تَعزِيز	ارتقاءء	N;NOM;INDF;SG	N;SG
تعزيز	ترفیع	تَعزِيز	ترفیع	N;NOM;INDF;SG	N;SG
تعزيز	تبلیغ	تَعزِيز	تبلیغ	N;NOM;INDF;SG	N;SG
تعزيز	ارتقای	تَعزِيز	ارتقا	N;NOM;INDF;SG	N;SG
تعزيز	ارتقا	تَعزِيز	ارتقا	N;NOM;INDF;SG	N;SG
المناخ	اقلیم	مُنَاخ	اقلیم	N;NOM;DEF;SG	N;SG
الجناح	سوئیت	جَنَاح	سوئیت	N;NOM;DEF;SG	N;SG
الجناح	بال	جَنَاح	بال	N;NOM;DEF;SG	N;SG
الجناح	وینگ	جَنَاح	وینگ	N;NOM;DEF;SG	N;SG
خيال	تخیل	خيال	تخیل	N;NOM;INDF;SG	N;SG
خيال	فانتزی	خيال	فانتزی	N;NOM;INDF;SG	N;SG
خيال	تخیلی	خيال	تخیل	N;NOM;INDF;SG	N;SG
الحوار	محاوره	حِوَار	محاوره	N;NOM;DEF;SG	N;SG
الحوار	محاوره	حِوَار	محاوره	N;NOM;DEF;SG	N;SG
التغيير	تغییر	تَغيِير	تغییر	N;NOM;DEF;SG	N;SG
السكر	شکری	سُكَّر	شکری	N;NOM;DEF;SG	N;SG
السكر	قند	سُكَّر	قند	N;NOM;DEF;SG	N;SG
السكر	شکر	سُكَّر	None	N;NOM;DEF;SG	N;SG
منشورات	پستها	مَنشُور	پست	N;NOM;INDF;PL	N;PL
منشورات	نشریات	مَنشُور	نشریه	N;NOM;INDF;PL	N;PL
هزيمة	شکست	هَزِيمَة	شکست	N;NOM;INDF;SG	N;SG
حقيقية	واقعی	حَقِيقِيّ	واقعی	ADJ;NOM;INDF;FEM;SG	ADJ
التطبيقات	کاربردها	تَطبِيق	کاربرد	N;NOM;DEF;PL	N;PL
موضع	کاریابی	مَوضِع	کاریابی	N;NOM;INDF;SG	N;SG
الخير	خوبی	خَير	خوبی	N;NOM;DEF;SG	N;SG
وثيقة	سند	وَثِيقَة	سند	N;NOM;INDF;SG	N;SG
وثيقة	نوشتار	وَثِيقَة	نوشتار	N;NOM;INDF;SG	N;SG
عشرات	دهها	عَشَرَة	ده	NUM;NOM;INDF;PL	NUM
مكونات	قطعات	مُكَوِّن	قطعه	N;NOM;INDF;PL	N;PL
مكونات	اجزای	مُكَوِّن	اجزا	N;NOM;INDF;PL	N;PL
الاشتراكي	سوسیالیستی	اِشتِرَاكِيّ	سوسیالیستی	N;NOM;DEF;SG	N;SG
الاشتراكي	سوسیالیست	اِشتِرَاكِيّ	سوسیالیست	N;NOM;DEF;SG	N;SG
الثامنة	هشتم	ثَامِن	هشتم	ADJ;NOM;DEF;FEM;SG	ADJ
الثامنة	هشتمین	ثَامِن	هشتم	ADJ;NOM;DEF;FEM;SG	ADJ;RL
الخرطوم	شلنگ	خَرطُوم	شلنگ	N;NOM;DEF;SG	N;SG
الخرطوم	شیلنگ	خَرطُوم	شیلنگ	N;NOM;DEF;SG	N;SG
الخرطوم	خرطوم	خَرطُوم	خرطوم	N;NOM;DEF;SG	N;SG
دورا	دورا	دَور	دوره	N;ACC;INDF;SG	N;SG
رصد	نظارت	رَصد	نظارت	N;NOM;INDF;SG	N;SG
رصد	نظارت	رَصد	نظارت	N;NOM;INDF;SG	N;SG
رصد	نمایشگر	رَصد	نمایشگر	N;NOM;INDF;SG	N;SG
رصد	مانیتور	رَصد	مانیتور	N;NOM;INDF;SG	N;SG
رصد	بزمجه	رَصد	بزمجه	N;NOM;INDF;SG	N;SG
العدالة	عدالت	عَدَالَة	None	N;NOM;DEF;SG	N;SG
العدالة	عدل	عَدَالَة	None	N;NOM;DEF;SG	N;SG
ضرورة	ضرورت	ضَرُورَة	ضرورت	N;NOM;INDF;SG	N;SG
الزمان	زمان	زَمَان	زمان	N;NOM;DEF;SG	N;SG
الزمان	zaman	زَمَان	None	N;NOM;DEF;SG	N;SG
الزمان	زمان	زَمَان	زمان	N;NOM;DEF;SG	N;SG
الزمان	تایم	زَمَان	تایم	N;NOM;DEF;SG	N;SG
المضرب	چماق	مِضرَب	چماق	N;NOM;DEF;SG	N;SG
المضرب	خفاش	مِضرَب	خفاش	N;NOM;DEF;SG	N;SG
الغزو	تهاجم	غَزو	تهاجم	N;NOM;DEF;SG	N;SG
الغزو	هجوم	غَزو	هجوم	N;NOM;DEF;SG	N;SG
الغزو	فتح	غَزو	فتح	N;NOM;DEF;SG	N;SG
الصيد	ماهیگیری	صَيد	ماهیگیری	N;NOM;DEF;SG	N;SG
الصيد	شکار	صَيد	شکار	N;NOM;DEF;SG	N;SG
خلاف	اختلاف	خِلَاف	اختلاف	N;NOM;INDF;SG	N;SG
خلاف	مجادله	خِلَاف	مجادله	N;NOM;INDF;SG	N;SG
خلاف	جدال	خِلَاف	None	N;NOM;INDF;SG	N;SG
خلاف	جنجال	خِلَاف	None	N;NOM;INDF;SG	N;SG
اول	اول	أَوَّل	اول	ADJ;NOM;INDF;MASC;SG	ADJ
اول	نخستین	أَوَّل	نخستین	ADJ;NOM;INDF;MASC;SG	ADJ;RL
الاشتراكية	سوسیالیستی	اِشتِرَاكِيَّة	سوسیالیستی	N;NOM;DEF;SG	N;SG
الاشتراكية	سوسیالیست	اِشتِرَاكِيَّة	سوسیالیست	N;NOM;DEF;SG	N;SG
الاشتراكية	سوسیالیسم	اِشتِرَاكِيَّة	سوسیالیسم	N;NOM;DEF;SG	N;SG
نماذج	مدلهای	نَمُوذَج	مدل	N;NOM;INDF;PL	N;PL
التعرف	شناخت	تَعَرُّف	شناخت	N;NOM;DEF;SG	N;SG
التعرف	شناسایی	تَعَرُّف	شناسایی	N;NOM;DEF;SG	N;SG
التعرف	شناسایی	تَعَرُّف	شناسایی	N;NOM;DEF;SG	N;SG
التعرف	شناختن	تَعَرُّف	None	N;NOM;DEF;SG	N;SG
الصناعات	صنایع	صِنَاعَة	صنعت	N;NOM;DEF;PL	N;PL
تموز	ژوئیه	تَمُّوز	ژوئیه	N;GEN;INDF;SG	N;SG
تموز	جولای	تَمُّوز	جولا	N;GEN;INDF;SG	N;SG
القطب	قطب	قُطب	قطب	N;NOM;DEF;SG	N;SG
القطب	تیرک	قُطب	تیرک	N;NOM;DEF;SG	N;SG
الخصائص	مشخصات	خَصِيصَة	مشخصه	N;NOM;DEF;PL	N;PL
الخصائص	ویژگیها	خَصِيصَة	ویژگی	N;NOM;DEF;PL	N;PL
الخصائص	ویژگیهای	خَصِيصَة	ویژگی	N;NOM;DEF;PL	N;PL
المناسبة	مناسبت	مُنَاسَبَة	مناسب	N;NOM;DEF;SG	N;SG
المناسبة	رویداد	مُنَاسَبَة	رویداد	N;NOM;DEF;SG	N;SG
المناسبة	واقعه	مُنَاسَبَة	واقعه	N;NOM;DEF;SG	N;SG
المناسبة	رخداد	مُنَاسَبَة	رخداد	N;NOM;DEF;SG	N;SG
يعرض	میزند	عَرَّض	میزند	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;3;PRS
حارة	داغ	حَارّ	None	N;NOM;INDF;SG	N;SG
تصفح	مرور	تَصَفُّح	مرور	N;NOM;INDF;SG	N;SG
تصفح	مرور	تَصَفُّح	مرور	N;NOM;INDF;SG	N;SG
اجتماع	ملاقات	اِجتِمَاع	ملاقات	N;NOM;INDF;SG	N;SG
اجتماع	جلسه	اِجتِمَاع	جلسه	N;NOM;INDF;SG	N;SG
اجتماع	دیدار	اِجتِمَاع	دیدار	N;NOM;INDF;SG	N;SG
الابن	پسر	اِبن	پسر	N;NOM;DEF;SG	N;SG
كردستان	کردستان	كُردِستَان	کردستان	N;NOM;INDF;SG	N;SG
