for	για	for	για	ADP	ADP
trekker	τραβάει	trekke	τραβάνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
trekker	τραβώντας	trekke	τραβώ	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
vind	άνεμο	vind	άνεμος	N;INDF;MASC;SG	N;ACC;MASC;SG
vind	άνεμος	vind	άνεμος	N;INDF;MASC;SG	N;NOM;MASC;SG
sveitsisk	ελβετικό	sveitsisk	ελβετικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sveitsisk	ελβετική	sveitsisk	ελβετικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sveitsisk	ελβετικής	sveitsisk	ελβετικός	ADJ;INDF;NEUT;SG	ADJ;GEN;FEM;SG
andel	κοινοποίηση	andel	κοινοποίηση	N;INDF;MASC;SG	N;NOM;FEM;SG
andel	μετοχή	andel	μετοχή	N;INDF;MASC;SG	N;NOM;FEM;SG
andel	μερίδιο	andel	μερίδιο	N;INDF;MASC;SG	N;NOM;NEUT;SG
høyden	υψόμετρο	høyd	υψόμετρο	N;DEF;MASC;SG	N;NOM;NEUT;SG
høyden	ύψος	høyd	ύψος	N;DEF;MASC;SG	N;NOM;NEUT;SG
høyden	ύψος	høyd	ύψος	N;DEF;MASC;SG	N;NOM;NEUT;SG
stamme	φυλή	stam	φυλή	N;INDF;FEM;SG	N;NOM;FEM;SG
verdier	αξίες	verdi	αξία	N;INDF;FEM;PL	N;NOM;FEM;PL
verdier	τιμές	verdi	τιμή	N;INDF;FEM;PL	N;NOM;FEM;PL
redusere	μειώσει	redusere	μειώνω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
gjenstander	αντικείμενα	gjenstand	αντικείμενο	N;INDF;MASC;PL	N;NOM;NEUT;PL
gjenstander	αντικείμενα	gjenstand	αντικείμενο	N;INDF;MASC;PL	N;NOM;NEUT;PL
krepsdyr	μαλακόστρακα	krepsdyr	μαλακόστρακος	N;INDF;NEUT;PL	N;NOM;NEUT;PL
canadisk	καναδός	canadisk	καναδός	N;INDF;MASC;SG	N;NOM;MASC;SG
news	ειδήσεις	new	είδηση	N	N;NOM;FEM;PL
news	νεα	new	νέος	N	N;NOM;FEM;SG
frivillig	εθελοντική	frivillig	εθελοντικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
frivillig	εκούσια	frivillig	εκούσιος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
queen	βασιλισσα	que	βασιλισσα	N;DEF;MASC;SG	N;NOM;FEM;SG
queen	βασίλισσα	que	βασίλισσα	N;DEF;MASC;SG	N;NOM;FEM;SG
eventyr	παραμύθι	eventyr	παραμύθι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
eventyr	περιπέτεια	eventyr	περιπέτεια	N;INDF;NEUT;SG	N;NOM;FEM;SG
tårn	πύργος	tårn	πύργος	N;INDF;NEUT;SG	N;NOM;MASC;SG
tårn	πύργο	tårn	πύργος	N;INDF;NEUT;SG	N;ACC;MASC;SG
alderen	ηλικίας	alder	ηλικία	N;DEF;MASC;SG	N;GEN;FEM;SG
alderen	ηλικία	alder	ηλικία	N;DEF;MASC;SG	N;NOM;FEM;SG
alderen	ηλικια	alder	ηλικια	N;DEF;MASC;SG	N;NOM;FEM;SG
opprykk	προαγωγή	opprykk	προαγωγή	N;INDF;MASC;SG	N;ACC;FEM;SG
opprykk	προώθηση	opprykk	προώθηση	N;INDF;MASC;SG	N;ACC;FEM;SG
leser	ανάγνωση	lese	ανάγνωση	N;INDF;MASC;SG	N;NOM;FEM;SG
leser	διάβασμα	lese	διάβασμα	N;INDF;MASC;SG	N;NOM;NEUT;SG
leser	αναγνώστη	lese	αναγνώστης	N;INDF;MASC;SG	N;VOC;MASC;SG
leser	αναγνώστης	lese	αναγνώστης	N;INDF;MASC;SG	N;NOM;MASC;SG
maleri	πίνακας	maleri	πίνακα	N;INDF;NEUT;SG	N;NOM;MASC;SG
maleri	πίνακα	maleri	πίνακα	N;INDF;NEUT;SG	N;ACC;MASC;SG
systemer	συστήματα	system	σύστημα	N;INDF;MASC;PL	N;NOM;NEUT;PL
traktaten	συνθήκη	traktat	συνθήκη	N;DEF;MASC;SG	N;NOM;FEM;SG
sovjetisk	σοβιετικό	sovjetisk	σοβιετικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sovjetisk	σοβιετική	sovjetisk	σοβιετικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
khan	χαν	khan	χαν	N	N
permanent	μόνιμο	permanent	μόνιμο	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
permanent	μόνιμος	permanent	μόνιμος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
permanent	μόνιμη	permanent	μόνιμος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
juridisk	νόμιμη	juridisk	νόμιμος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
juridisk	νομικός	juridisk	νομικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
juridisk	νομικό	juridisk	νομικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
juridisk	νομική	juridisk	νομικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
jimmy	τζίμυ	jimmy	τζίμυ	N;INDF;MASC;SG	N
teller	μέτρημα	teller	μέτρημα	N;INDF;MASC;SG	N;NOM;NEUT;SG
teller	τέλερ	teller	τέλερ	N;INDF;MASC;SG	N
matt	ματ	matt	ματ	N;INDF;MASC;SG	N
oppdager	ανακαλύπτει	oppdage	ανακαλύπτω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
østlandet	διάλεκτο	østland	διάλεκτος	N;DEF;NEUT;SG	N;NOM;FEM;SG
internet	διαδίκτυο	intern	διαδίκτυο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
internet	ιντερνετ	intern	ιντερνετ	N;DEF;NEUT;SG	N;NOM;NEUT;SG
dokumenter	έγγραφα	dokumenter	έγγραφο	N;INDF;FEM;PL	N;NOM;NEUT;PL
medier	μμε	medium	μμε	N;INDF;MASC;SG	N
steg	βημα	steg	βημα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
steg	βήμα	steg	βήμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
steg	σκαλοπάτι	steg	σκαλοπάτι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
tone	τόνο	tone	τόνος	N;INDF;MASC;SG	N;ACC;MASC;SG
tone	τόνος	tone	τόνος	N;INDF;MASC;SG	N;NOM;MASC;SG
landskap	τοπίο	landskap	τοπίο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kode	κώδικα	kode	κώδικας	N;INDF;MASC;SG	N
kode	κώδικας	kode	κώδικας	N;INDF;MASC;SG	N;NOM;MASC;SG
arkeolog	αρχαιολόγος	arkeolog	αρχαιολόγος	N;INDF;MASC;SG	N;NOM;MASC;SG
overlevde	επέζησαν	overleve	επιζώ	V;IND;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
overlevde	επιβίωσε	overleve	επιβιώνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
overlevde	επέζησε	overleve	επιζώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
evne	ικανότητα	evne	ικανότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
mangel	έλλειψη	mangel	έλλειψη	N;INDF;MASC;SG	N;NOM;FEM;SG
mangel	έλλειψη	mangel	έλλειψη	N;INDF;MASC;SG	N;NOM;FEM;SG
link	σύνδεσμο	link	σύνδεσμο	N;INDF;MASC;SG	N;ACC;MASC;SG
link	σύνδεσμος	link	σύνδεσμος	N;INDF;MASC;SG	N;NOM;MASC;SG
link	λινκ	link	λινκ	N;INDF;MASC;SG	N;NOM;NEUT;SG
link	δεσμός	link	δεσμός	N;INDF;MASC;SG	N;NOM;MASC;SG
link	σύνδεση	link	σύνδεση	N;INDF;MASC;SG	N;NOM;FEM;SG
preg	αποτύπωμα	preg	αποτύπωμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
preg	αποτύπωση	preg	αποτύπωση	N;INDF;NEUT;SG	N;ACC;FEM;SG
fare	κίνδυνο	fare	κίνδυνος	N;INDF;MASC;SG	N;ACC;MASC;SG
fare	κίνδυνος	fare	κίνδυνος	N;INDF;MASC;SG	N;NOM;MASC;SG
ende	λήξη	ende	λήξη	N;INDF;MASC;SG	N;ACC;FEM;SG
front	μπροστινό	front	μπροστινός	N;INDF;MASC;SG	N;NOM;NEUT;SG
front	μέτωπο	front	μέτωπο	N;INDF;MASC;SG	N;NOM;NEUT;SG
modern	μοντέρνο	modern	μοντέρνο	N;INDF;MASC;SG	N;NOM;NEUT;SG
prosess	διαδικασία	prosess	διαδικασία	N;INDF;MASC;SG	N;NOM;FEM;SG
prosess	διεργασία	prosess	διεργασία	N;INDF;MASC;SG	N;NOM;FEM;SG
lærte	έμαθε	lære	μαθαίνω	V;IND;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
lærte	μάθει	lære	μαθαίνω	V;IND;PST;FIN	V;PFV;NFIN;ACT
lærte	δίδασκε	lære	διδίνκω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
lærte	δίδαξε	lære	διδάζω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
kjemi	χημεία	kjeme	χημείο	N;INDF;MASC;SG	N;NOM;FEM;SG
dur	ταγματάρχης	dur	ταγματάρχης	N;INDF;MASC;SG	N;NOM;MASC;SG
dur	ταγματάρχη	dur	ταγματάρχης	N;INDF;MASC;SG	N;ACC;MASC;SG
hendelsen	περιστατικό	hendels	περιστατικό	N;DEF;MASC;SG	N;NOM;NEUT;SG
hendelsen	συμβάν	hendels	συμβάν	N;DEF;MASC;SG	N;NOM;NEUT;SG
presentasjon	εισαγωγη	presentasjon	εισαγωγή	N;INDF;MASC;SG	N;NOM;FEM;SG
presentasjon	εισαγωγή	presentasjon	εισαγωγή	N;INDF;MASC;SG	N;NOM;FEM;SG
presentasjon	προσκόμιση	presentasjon	προσκόμιση	N;INDF;MASC;SG	N;ACC;FEM;SG
presentasjon	παρουσίαση	presentasjon	παρουσίαση	N;INDF;MASC;SG	N;NOM;FEM;SG
vurdert	ονομαστική	vurdere	ονομαστικός	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG
empire	αυτοκρατορία	empire	αυτοκρατορία	N;INDF;MASC;SG	N;NOM;FEM;SG
empire	εμπάιρ	empire	εμπάιρ	N;INDF;MASC;SG	N
sea	θάλασσα	seie	θάλασσα	N;INDF;MASC;SG	N;NOM;FEM;SG
sea	θαλασσα	seie	θαλασσα	N;INDF;MASC;SG	N;NOM;FEM;SG
cape	ακρωτήρι	cape	ακρωτήρι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
cape	ακρωτήριο	cape	ακρωτήριο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
cape	κάπα	cape	κάπα	N;INDF;NEUT;SG	N;NOM;FEM;SG
håp	ελπίδα	håp	ελπίδα	N;INDF;NEUT;SG	N;NOM;FEM;SG
håp	ελπιδα	håp	ελπιδα	N;INDF;NEUT;SG	N;NOM;FEM;SG
kombinasjon	συνδυασμός	kombinasjon	συνδυασμός	N;INDF;MASC;SG	N;NOM;MASC;SG
kombinasjon	συνδυασμό	kombinasjon	συνδυασμός	N;INDF;MASC;SG	N;ACC;MASC;SG
forlatt	αριστερή	forlatt	αριστερής	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
møtes	συναντήσω	møta	συναντώ	V;IND;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
normal	φυσιολογικός	normal	φυσιολογικός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
normal	κανονικό	normal	κανονικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
normal	φυσιολογική	normal	φυσιολογικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
normal	φυσιολογικό	normal	φυσιολογικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
normal	κανονική	normal	κανονικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
snl	snl	snl	snl	N;INDF;MASC;SG	N
prinsippet	αρχη	prinsipp	αρχη	N;DEF;NEUT;SG	N;ACC;FEM;SG
prinsippet	αρχή	prinsipp	αρχή	N;DEF;NEUT;SG	N;NOM;FEM;SG
rommet	δωμάτιο	rom	δωμάτιο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
naturen	φύση	natur	φύση	N;DEF;MASC;SG	N;NOM;FEM;SG
naturen	φυση	natur	φυση	N;DEF;MASC;SG	N;NOM;FEM;SG
hovedkvarter	αρχηγείο	hovedkvart	αρχηγείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hovedkvarter	έδρα	hovedkvart	έδρα	N;INDF;NEUT;SG	N;NOM;FEM;SG
lede	μόλυβδος	lede	μόλυβδος	N;INDF;MASC;SG	N;NOM;MASC;SG
plater	αρχεία	plate	αρχείο	N;INDF;FEM;PL	N;NOM;NEUT;PL
plater	δίσκοι	plate	δίσκος	N;INDF;FEM;PL	N;NOM;MASC;PL
positiv	θετικός	positiv	θετικός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
positiv	θετικό	positiv	θετικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
positiv	θετική	positiv	θετικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
teologi	θεολογία	teologi	θεολογία	N;INDF;MASC;SG	N;NOM;FEM;SG
omtaler	αναφέρει	omtale	αναφέρω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hotell	ξενοδοχείο	hotell	ξενοδοχείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kjørte	οδηγούσε	kjøre	οδηγώ	V;IND;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
liter	λίτρα	liter	λίτρα	N;INDF;MASC;SG	N;NOM;NEUT;SG
flåte	σχεδία	flåte	σχεδία	N;INDF;MASC;SG	N;NOM;FEM;SG
flåte	στόλου	flåte	στόλος	N;INDF;MASC;SG	N;GEN;MASC;SG
flåte	στόλο	flåte	στόλο	N;INDF;MASC;SG	N;ACC;MASC;SG
flåte	στόλος	flåte	στόλος	N;INDF;MASC;SG	N;NOM;MASC;SG
sommerfugl	πεταλούδα	sommerfugl	πεταλούδα	N;INDF;MASC;SG	N;NOM;FEM;SG
arm	μπράτσο	arm	μπράτσο	N;INDF;MASC;SG	N;NOM;NEUT;SG
arm	χέρι	arm	χέρι	N;INDF;MASC;SG	N;NOM;NEUT;SG
arm	βραχίονα	arm	βραχίονα	N;INDF;MASC;SG	N;ACC;NEUT;SG
gitarer	κιθάρες	gitar	κιθάρα	N;INDF;MASC;PL	N;NOM;FEM;PL
målt	μετρούμενη	måle	μετρούμενος	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG
poet	ποιητής	poet	ποιητής	N;INDF;MASC;SG	N;NOM;MASC;SG
poet	ποιητή	poet	ποιητής	N;INDF;MASC;SG	N;ACC;MASC;SG
spiss	μυτερό	spiss	μυτερό	N;INDF;MASC;SG	N;NOM;NEUT;SG
forsker	ερευνητή	forske	ερευνητής	N;INDF;MASC;SG	N;ACC;MASC;SG
forsker	ερευνήτρια	forske	ερευνήτρια	N;INDF;MASC;SG	N;NOM;FEM;SG
forsker	ερευνητής	forske	ερευνητής	N;INDF;MASC;SG	N;NOM;MASC;SG
forsker	επιστήμων	forske	επίστημα	N;INDF;MASC;SG	N;NOM;MASC;SG
forsker	επιστήμονας	forske	επιστήμονας	N;INDF;MASC;SG	N;NOM;MASC;SG
forsker	επιστήμονα	forske	επιστήμονας	N;INDF;MASC;SG	N;ACC;MASC;SG
liker	αρέσει	like	αρίσκω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ivan	ιβαν	ivan	ιβαν	N;INDF;MASC;SG	N;NOM;SG
komplett	πλήρη	komplett	πλήρης	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
komplett	πλήρης	komplett	πλήρης	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
rask	γρήγορη	rask	γρήγορος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
rask	γρήγορη	rask	γρήγορος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
manusforfatter	σεναριογράφος	manusforfatter	σεναριογράφος	N;INDF;MASC;SG	N;NOM;MASC;SG
space	χώρος	space	χώρος	N	N;NOM;MASC;SG
space	χώρο	space	χώρος	N	N;ACC;MASC;SG
space	διαστημα	space	διαστημα	N	N;NOM;NEUT;SG
space	διάστημα	space	διάστημα	N	N;NOM;NEUT;SG
stål	χάλυβα	stål	χάλυβα	N;INDF;MASC;SG	N
stål	ατσάλι	stål	ατσάλι	N;INDF;MASC;SG	N
stål	χάλυβας	stål	χάλυβα	N;INDF;MASC;SG	N;NOM;MASC;SG
bro	γέφυρα	bro	γέφυρα	N;INDF;MASC;SG	N;NOM;FEM;SG
dessverre	δυστυχώς	dessverre	δυστυχώς	ADV	ADV
dessverre	δυστυχώς	dessverre	δυστυχώς	ADV	ADV
vold	βία	vold	βία	N;INDF;MASC;SG	N;NOM;FEM;SG
vold	βια	vold	βια	N;INDF;MASC;SG	N;NOM;FEM;SG
dyp	βαθύς	dyp	βαθύς	N;INDF;MASC;SG	N;NOM;MASC;SG
dyp	βαθύ	dyp	βαθύς	N;INDF;MASC;SG	N;NOM;NEUT;SG
centre	κέντρο	cente	κέντρο	N;INDF;MASC;SG	N;NOM;NEUT;SG
klima	κλίμα	klima	κλίμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
harris	χάρις	harris	χάρις	N;INDF;MASC;SG	N
bunnen	πάτος	bunn	πάτος	N;DEF;MASC;SG	N;NOM;NEUT;SG
bunnen	βυθό	bunn	βυθός	N;DEF;MASC;SG	N;NOM;NEUT;SG
elevene	σπουδαστές	elev	σπουδαστής	N;DEF;FEM;PL	N;NOM;MASC;PL
elevene	μαθητές	elev	μαθητής	N;DEF;FEM;PL	N;NOM;MASC;PL
elevene	φοιτητές	elev	φοιτητής	N;DEF;FEM;PL	N;NOM;MASC;PL
elevene	μαθητών	elev	μαθητής	N;DEF;FEM;PL	N;GEN;MASC;PL
elevene	μαθητές	elev	μαθητής	N;DEF;FEM;PL	N;NOM;MASC;PL
elevene	κόρες	elev	κόρα	N;DEF;FEM;PL	N;NOM;FEM;PL
kontor	γραφείο	kontor	γραφείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
temperatur	θερμοκρασία	temperatur	θερμοκρασία	N;INDF;MASC;SG	N;NOM;FEM;SG
struktur	διάρθρωση	struktur	διάρθρωση	N;INDF;MASC;SG	N;ACC;FEM;SG
struktur	δομή	struktur	δομή	N;INDF;MASC;SG	N;NOM;FEM;SG
instrumenter	όργανα	instrumenter	όργανο	N;INDF;FEM;PL	N;NOM;NEUT;PL
instrumenter	μέσων	instrumenter	μέσο	N;INDF;FEM;PL	N;GEN;NEUT;PL
nederlag	ήττα	nederlag	ήττα	N;INDF;NEUT;SG	N;ACC;FEM;SG
styrken	αντοχή	styrke	αντοχή	N;DEF;MASC;SG	N;ACC;FEM;SG
styrken	δυναμη	styrke	δυναμη	N;DEF;MASC;SG	N;ACC;FEM;SG
styrken	δύναμη	styrke	δύναμη	N;DEF;MASC;SG	N;ACC;FEM;SG
styrken	ισχύς	styrke	ισχύς	N;DEF;MASC;SG	N;NOM;FEM;SG
marius	μάριος	marius	μάριος	N;INDF;MASC;SG	N;NOM;MASC;SG
kronologisk	χρονολογική	kronologisk	χρονολογικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
historier	ιστορίες	historie	ιστορία	N;INDF;FEM;PL	N;NOM;FEM;PL
historier	ανακοινώσεις	historie	ανακοίνωση	N;INDF;FEM;PL	N;NOM;FEM;PL
way	τρόπος	way	τρόπος	N	N;NOM;MASC;SG
way	τροπος	way	τροπος	N	N;NOM;MASC;SG
harvard	χάρβαρντ	harvard	χάρβαρντ	N;INDF;MASC;SG	N;NOM;NEUT;SG
admiral	ναύαρχος	admiral	ναύαρχος	N;INDF;MASC;SG	N;NOM;MASC;SG
sort	μαύρος	sort	μαύρος	N;INDF;MASC;SG	N;NOM;MASC;SG
sort	μαυρο	sort	μαυρος	N;INDF;MASC;SG	N;NOM;NEUT;SG
sort	μαύρο	sort	μαύρος	N;INDF;MASC;SG	N;NOM;NEUT;SG
malerier	πίνακες	malerium	πίνακα	N;INDF;FEM;PL	N;NOM;MASC;PL
årsaker	λόγους	årsak	λόγος	N;INDF;FEM;PL	N;ACC;MASC;PL
årsaker	λόγοι	årsak	λόγος	N;INDF;FEM;PL	N;NOM;MASC;PL
årsaker	αιτίες	årsak	αιτία	N;INDF;FEM;PL	N;NOM;FEM;PL
årsaker	αίτια	årsak	αίτιο	N;INDF;FEM;PL	N;NOM;NEUT;PL
hastighet	ταχύτητα	hastighet	ταχύτητα	N;INDF;MASC;SG	N;ACC;FEM;SG
hastighet	ταχύτητα	hastighet	ταχύτητα	N;INDF;MASC;SG	N;ACC;FEM;SG
virkeligheten	πραγματικότητα	virkelighet	πραγματικότητα	N;DEF;MASC;SG	N;ACC;FEM;SG
mill	μύλο	mill.	μύλο	N	N;ACC;NEUT;SG
cross	σταυρός	cross	σταυρός	N;INDF;SG	N;NOM;MASC;SG
cross	σταυρό	cross	σταυρό	N;INDF;SG	N;NOM;NEUT;SG
analyse	ανάλυση	analyse	ανάλυση	N;INDF;MASC;SG	N;ACC;FEM;SG
adresse	διεύθυνση	adresse	διεύθυνση	N;INDF;FEM;SG	N;NOM;FEM;SG
sittende	καθιστός	sittende	καθιστός	N;INDF;MASC;SG	N;NOM;MASC;SG
mount	όρος	mount	όρος	N;INDF;NEUT;SG	N;NOM;MASC;SG
castle	καστρο	castle	καστρο	N	N;NOM;NEUT;SG
ressurser	πόρων	ressurse	πόρος	N;INDF;MASC;PL	N;GEN;MASC;PL
ressurser	πόροι	ressurse	πόρος	N;INDF;MASC;PL	N;NOM;MASC;PL
kommunal	δημοτική	kommunal	δημοτικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
verktøy	εργαλείο	verktøy	εργαλείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hender	χέρια	hand	χέρι	N;INDF;FEM;PL	N;NOM;NEUT;PL
nato	νατο	nato	νατος	N	N
operatør	φορέα	operatør	φορέας	N;INDF;MASC;SG	N;ACC;MASC;SG
operatør	χειριστή	operatør	χειριστής	N;INDF;MASC;SG	N;GEN;MASC;SG
operatør	χειριστής	operatør	χειριστής	N;INDF;MASC;SG	N;NOM;MASC;SG
operatør	φορέας	operatør	φορέας	N;INDF;MASC;SG	N;NOM;MASC;SG
operatør	μεταφορέας	operatør	μεταφορέας	N;INDF;MASC;SG	N;NOM;MASC;SG
operatør	μεταφορέα	operatør	μεταφορέας	N;INDF;MASC;SG	N;ACC;MASC;SG
skiskyting	δίαθλο	skiskyting	δίαθλος	N;INDF;FEM;SG	N;NOM;NEUT;SG
fugl	μπερντ	fugl	μπερντ	N;INDF;MASC;SG	N
fugl	πουλί	fugl	πουλί	N;INDF;MASC;SG	N;NOM;NEUT;SG
fugl	πτηνό	fugl	πτηνός	N;INDF;MASC;SG	N;NOM;NEUT;SG
vurdere	αξιολογήσει	vurdere	αξιολογώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
vurdere	εξετάσει	vurdere	εξετάζω	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
utvidelse	επέκταση	utvidelse	επέκταση	N;INDF;MASC;SG	N;ACC;FEM;SG
utvidelse	παράταση	utvidelse	παράταση	N;INDF;MASC;SG	N;ACC;FEM;SG
samlinger	συλλογές	samlinger	συλλογή	N;INDF;FEM;PL	N;NOM;FEM;PL
forsvare	υπερασπιστεί	forsvare	υπερασπίζω	V;NFIN	V;PFV;NFIN;PASS
øynene	μάτια	øyne	μάτι	N;DEF;MASC;PL	N;NOM;NEUT;PL
øynene	ματια	øyne	ματι	N;DEF;MASC;PL	N;NOM;NEUT;PL
dirigent	αγωγός	dirigent	αγωγός	N;INDF;MASC;SG	N;NOM;MASC;SG
dirigent	μαέστρος	dirigent	μαέστρος	N;INDF;MASC;SG	N;NOM;MASC;SG
tunnel	στοά	tunnel	στοά	N;INDF;MASC;SG	N;NOM;FEM;SG
tunnel	σήραγγα	tunnel	σήραγγα	N;INDF;MASC;SG	N;NOM;FEM;SG
heart	καρδιά	hear	καρδιός	N	N;NOM;FEM;SG
heart	καρδία	hear	καρδία	N	N;ACC;FEM;SG
heart	καρδια	hear	καρδι	N	N;ACC;FEM;SG
arkiv	αρχειοθέτηση	arkiv	αρχειοθέτηση	N;INDF;NEUT;SG	N;ACC;FEM;SG
arkiv	αρχείο	arkiv	αρχείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
liggende	τοπίο	liggende	τοπίο	N;INDF;MASC;SG	N;NOM;NEUT;SG
prat	τσατ	prat	τσατ	N;INDF;MASC;SG	N;NOM;NEUT;SG
prat	συνομιλία	prat	συνομιλία	N;INDF;MASC;SG	N;ACC;FEM;SG
kristendommen	χριστιανισμού	kristendom	χριστιανισμός	N;DEF;MASC;SG	N;GEN;MASC;SG
taler	μιλάει	tale	μιλώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
western	δυτικό	western	δυτικός	N	N;NOM;NEUT;SG
heavy	βαρύ	heavy	βαρύς	N;INDF;MASC;SG	N;NOM;NEUT;SG
besøkende	επισκέπτης	besøkende	επισκέπτης	N;INDF;FEM;SG	N;NOM;MASC;SG
besøkende	επισκέπτη	besøkende	επισκέπτης	N;INDF;FEM;SG	N;ACC;MASC;SG
kravene	απαιτήσεις	krav	απαίτηση	N;DEF;FEM;PL	N;NOM;FEM;PL
selvmord	αυτοκτονία	selvmord	αυτοκτονία	N;INDF;NEUT;SG	N;ACC;FEM;SG
paret	ζευγάρι	par	ζευγάρι	N;DEF;NEUT;SG	N;NOM;NEUT;SG
true	αληθές	tru	αληθή	N;INDF;NEUT;SG	N;NOM;NEUT;SG
true	αληθεια	tru	αληθεια	N;INDF;NEUT;SG	N;NOM;FEM;SG
true	αλήθεια	tru	αλήθεια	N;INDF;NEUT;SG	N;NOM;FEM;SG
informasjonen	πληροφορία	informasjon	πληροφορία	N;DEF;MASC;SG	N;ACC;FEM;SG
informasjonen	πληροφόρηση	informasjon	πληροφόρηση	N;DEF;MASC;SG	N;ACC;FEM;SG
nivået	επίπεδο	nivå	επίπεδο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
nivået	στάθμη	nivå	στάθμη	N;DEF;NEUT;SG	N;ACC;FEM;SG
kjører	τρέχει	kjøre	τρέχω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kjører	τρέχοντας	kjøre	τρέχων	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
kjører	τρέχω	kjøre	τρέχω	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
kjører	οδηγεί	kjøre	οδηγώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
antyder	υπονοεί	antyder	υπονοώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
antyder	υπονοεί	antyder	υπονοώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
antyder	συνεπάγεται	antyder	συνεπάγομαι	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
