brilla	brille	brilla	briller	V	V;IND;SG;3;PRS;FIN
vivido	vécu	vivido	vivre	V	V;MASC;SG;PST;V.PTCP
lanzamento	goutte	lanzamento	goutte	N	N;FEM;SG
lanzamento	drop	lanzamento	drop	N	N;MASC;SG
recorda	mémoriser	recordar	mémoriser	V	V;NFIN
recorda	souviens	recordar	souvenir	V	V;IND;SG;1;IPFV;FIN
clásico	classique	clásico	classique	ADJ	ADJ;MASC;SG
clásico	classiques	clásico	classique	ADJ	ADJ;MASC;PL
clásico	classique	clásico	classique	ADJ	ADJ;MASC;SG
clásico	classiques	clásico	classique	ADJ	ADJ;MASC;PL
mobles	ameublement	moble	ameublement	N	N;MASC;SG
mobles	meubles	moble	meuble	N	N;MASC;PL
mobles	mobilier	moble	mobilier	N	N;MASC;SG
mobles	meuble	moble	meuble	N	N;MASC;SG
negociar	négocier	negociar	négocier	V	V;NFIN
negociar	négocie	negociar	négocier	V	V;IND;SG;3;PRS;FIN
xestos	gestes	xesto	geste	N	N;MASC;PL
disturbios	émeutes	disturbio	émeute	N	N;FEM;PL
intelectual	intellectuelle	intelectual	intellectuel	ADJ	ADJ;FEM;SG
intelectual	intellectuel	intelectual	intellectuel	ADJ	ADJ;MASC;SG
gravitacional	gravitationnelle	gravitacional	gravitationnel	ADJ	ADJ;FEM;SG
averiguar	sortir	averiguar	sortir	V	V;NFIN
averiguar	sortie	averiguar	sortir	V	V;FEM;SG;PST;V.PTCP
averiguar	trouver	averiguar	trouver	V	V;NFIN
averiguar	trouvez	averiguar	trouver	V	V;IMP;PL;2;PRS;FIN
presencia	présence	presencia	présence	N	N;FEM;SG
teríamos	ferait	ter	faire	V	V;COND;SG;3;PRS;FIN
teríamos	avoir	ter	avoir	V	V;NFIN
brando	tendre	brando	tendre	V	V;NFIN
sospeita	soupçon	sospeita	soupçon	N	N;MASC;SG
sospeita	soupçons	sospeita	soupçon	N	N;MASC;PL
sospeita	suspicion	sospeita	suspicion	N	N;FEM;SG
sospeita	suspects	sospeita	suspect	N	N;MASC;PL
mestura	mix	mestura	mix	N	N;MASC;SG
mestura	mélange	mestura	mélange	N	N;MASC;SG
mestura	mixage	mestura	mixage	N	N;MASC;SG
mestura	mélange	mestura	mélange	N	N;MASC;SG
mestura	mixage	mestura	mixage	N	N;MASC;SG
novidade	nouveautés	novidade	nouveauté	N	N;FEM;PL
mañán	matin	mañán	matin	N	N;MASC;SG
asentos	sièges	asento	siège	N	N;MASC;PL
fondos	fonds	fondo	fonds	N	N;MASC;SG
bicos	baisers	bico	baiser	N	N;MASC;PL
bicos	bises	bico	bise	N	N;FEM;PL
príncipes	princes	príncipe	prince	N	N;MASC;PL
eterna	eternel	eterno	eternel	N	N;MASC;SG
elixido	élue	elixir	élire	V	V;FEM;SG;PST;V.PTCP
elixido	élu	elixir	élire	V	V;MASC;SG;PST;V.PTCP
elixido	élues	elixir	élire	V	V;FEM;PL;PST;V.PTCP
elixido	élus	elixir	élire	V	V;MASC;PL;PST;V.PTCP
elixido	choisi	elixir	choisir	V	V;MASC;SG;PST;V.PTCP
elixido	choisis	elixir	choisir	V	V;MASC;PL;PST;V.PTCP
elixido	choisie	elixir	choisir	V	V;FEM;SG;PST;V.PTCP
socialismo	socialisme	socialismo	socialisme	N	N;MASC;SG
traio	amener	traio	amener	V	V;NFIN
traio	apporte	traio	apporter	V	V;IND;SG;3;PRS;FIN
traio	amenez	traio	amener	V	V;IMP;PL;2;PRS;FIN
traio	apportez	traio	apporter	V	V;IMP;PL;2;PRS;FIN
traio	apporter	traio	apporter	V	V;NFIN
mantemento	entretien	mantemento	entretien	N	N;MASC;SG
mantemento	maintenance	mantemento	maintenance	N	N;FEM;SG
privilexios	privilèges	privilexio	privilège	N	N;MASC;PL
privilexios	privilège	privilexio	privilège	N	N;MASC;SG
sabíao	saviez	sabíao	savoir	V	V;IMP;PL;2;PRS;FIN
sabíao	savait	sabíao	savoir	V	V;IND;SG;3;IPFV;FIN
sabíao	savais	sabíao	savoir	V	V;IND;SG;1;IPFV;FIN
sabíao	savaient	sabíao	savoir	V	V;IND;PL;3;IPFV;FIN
cansos	marre	canso	marre	N	N;FEM;SG
pases	temps	pase	temps	N	N;MASC;SG
pases	heure	pase	heure	N	N;FEM;SG
botes	bateaux	bote	bateau	N	N;MASC;PL
tivésemos	avais	tevésemo	avoir	V	V;IND;SG;1;IPFV;FIN
algodón	coton	algodón	coton	N	N;MASC;SG
tirado	mensonge	tirado	mensonge	N	N;MASC;SG
tirado	menteur	tirado	menteur	N	N;MASC;SG
pazo	palais	pazo	palais	N	N;MASC;SG
pazo	palace	pazo	palace	N	N;MASC;SG
pazo	villa	pazo	villa	N	N;FEM;SG
volvería	ferait	volver	faire	V	V;COND;SG;3;PRS;FIN
volvería	revenir	volver	revenir	V	V;NFIN
volvería	again	volver	again	V	V
solitario	solitude	solitario	solitude	N	N;FEM;SG
aturo	peuvent	aturo	pouvoir	V	V;IND;PL;3;PRS;FIN
aturo	pouvez	aturo	pouvoir	V	V;IMP;PL;2;PRS;FIN
aturo	peux	aturo	pouvoir	V	V;IND;SG;1;PRS;FIN
aturo	peut	aturo	pouvoir	V	V;IND;SG;3;PRS;FIN
aturo	prend	aturo	prendre	V	V;IND;SG;3;PRS;FIN
aturo	prendre	aturo	prendre	V	V;NFIN
aturo	prenez	aturo	prendre	V	V;IMP;PL;2;PRS;FIN
aturo	prends	aturo	prendre	V	V;IND;SG;1;PRS;FIN
desexaría	souhaite	desexar	souhaiter	V	V;IND;SG;3;PRS;FIN
desexaría	souhaiter	desexar	souhaiter	V	V;NFIN
aparta	obtenez	apartir	obtenir	V	V;IMP;PL;2;PRS;FIN
aparta	obtenir	apartir	obtenir	V	V;NFIN
municións	munition	munición	munition	N	N;FEM;SG
municións	munitions	munición	munition	N	N;FEM;PL
municións	munition	munición	munition	N	N;FEM;SG
municións	munitions	munición	munition	N	N;FEM;PL
escocés	scotch	escocés	scotch	N	N;MASC;SG
escocés	whisky	escocés	whisky	N	N;MASC;SG
quite	prend	quite	prendre	V	V;IND;SG;3;PRS;FIN
quite	prendre	quite	prendre	V	V;NFIN
quite	prenez	quite	prendre	V	V;IMP;PL;2;PRS;FIN
quite	prends	quite	prendre	V	V;IND;SG;1;PRS;FIN
descansa	repose	descansa	reposer	V	V;IND;SG;3;PRS;FIN
pedido	ordre	peder	ordre	N	N;MASC;SG
pedido	commande	peder	commande	N	N;FEM;SG
francesas	francais	francesa	francais	ADJ	ADJ;MASC;SG
francesas	française	francesa	français	ADJ	ADJ;FEM;SG
francesas	français	francesa	français	ADJ	ADJ;MASC;SG
francesas	françaises	francesa	français	ADJ	ADJ;FEM;PL
perdes	perdez	perde	perdre	V	V;IMP;PL;2;PRS;FIN
perdes	perdre	perde	perdre	V	V;NFIN
perdes	perd	perde	perdre	V	V;IND;SG;3;PRS;FIN
falaron	parlé	falar	parler	V	V;MASC;SG;PST;V.PTCP
servirá	fera	servir	faire	V	V;IND;SG;3;FUT;FIN
digno	dignes	digno	digne	ADJ	ADJ;MASC;PL
digno	digne	digno	digne	ADJ	ADJ;MASC;SG
fama	célébrité	facer	célébrité	N	N;FEM;SG
fama	gloire	facer	gloire	N	N;FEM;SG
fama	fame	facer	fame	N	N;MASC;SG
canibalismo	cannibalisme	canibalismo	cannibalisme	N	N;MASC;SG
duras	difficiles	duro	difficile	ADJ	ADJ;MASC;PL
duras	dur	duro	dur	ADJ	ADJ;MASC;SG
duras	difficile	duro	difficile	ADJ	ADJ;MASC;SG
duras	dure	duro	dur	ADJ	ADJ;FEM;SG
aceno	geste	aceno	geste	N	N;MASC;SG
trucos	astuces	truco	astuce	N	N;FEM;PL
trucos	ruses	truco	ruse	N	N;FEM;PL
burgueses	bourgeoisie	burguese	bourgeoisie	N	N;FEM;SG
burgueses	bourgeois	burguese	bourgeois	N	N;MASC;SG
tentativa	tentatives	tentativo	tentative	N	N;FEM;PL
tentativa	tentative	tentativo	tentative	N	N;FEM;SG
tentativa	tentative	tentativo	tentative	N	N;FEM;SG
entendín	compris	entender	comprendre	V	V;MASC;SG;PST;V.PTCP
movédevos	déménagement	movédevo	déménagement	N	N;MASC;SG
marines	marin	marine	marin	N	N;MASC;SG
marines	marins	marine	marin	N	N;MASC;PL
marines	marine	marine	marine	N	N;FEM;SG
cóidate	soins	cóidate	soin	N	N;MASC;PL
cóidate	soin	cóidate	soin	N	N;MASC;SG
turista	touriste	turista	touriste	N	N;MASC;SG
alicia	alice	alicia	alice	N	N;FEM;SG
doutora	médecin	doutor	médecin	N	N;MASC;SG
doutora	docteur	doutor	docteur	N	N;MASC;SG
envioume	envoyés	envioume	envoyer	V	V;MASC;PL;PST;V.PTCP
envioume	envoyées	envioume	envoyer	V	V;FEM;PL;PST;V.PTCP
envioume	envoyée	envioume	envoyer	V	V;FEM;SG;PST;V.PTCP
envioume	envoyé	envioume	envoyer	V	V;MASC;SG;PST;V.PTCP
conquistar	vaincre	conquistar	vaincre	V	V;NFIN
conquistar	conquérir	conquistar	conquérir	V	V;NFIN
equipos	équipes	equipo	équipe	N	N;FEM;PL
equipos	equipes	equipo	equipe	N	N;MASC;PL
procede	vient	proceder	venir	V	V;IND;SG;3;PRS;FIN
vise	consultez	visir	consulter	V	V;IMP;PL;2;PRS;FIN
vise	voyez	visir	voir	V	V;IMP;PL;2;PRS;FIN
vise	voir	visir	voir	V	V;NFIN
vise	vois	visir	vois	V	V;IND;SG;2;PRS;FIN
altar	autel	altar	autel	N	N;MASC;SG
debates	discussions	debate	discussion	N	N;FEM;PL
debates	débat	debate	débat	N	N;MASC;SG
debates	débats	debate	débat	N	N;MASC;PL
redes	filets	rede	filet	N	N;MASC;PL
redes	réseaux	rede	réseau	N	N;MASC;PL
investigadores	chercheurs	investigador	chercheur	N	N;MASC;PL
utilidade	utilisation	utilidade	utilisation	N	N;FEM;SG
utilidade	utilitaire	utilidade	utilitaire	N	N;MASC;SG
utilidade	utilité	utilidade	utilité	N	N;FEM;SG
crece	pousse	crecer	pousser	V	V;IND;SG;3;PRS;FIN
crece	grandit	crecer	grandir	V	V;IND;SG;3;PRS;FIN
crece	croît	crecer	croît	V	V;IND;SG;3;PRS;FIN
entretemento	divertissements	entretemento	divertissement	N	N;MASC;PL
entretemento	divertissement	entretemento	divertissement	N	N;MASC;SG
diapositiva	slide	diapositivo	slide	N	N;MASC;SG
diapositiva	glisse	diapositivo	glisse	N	N;FEM;SG
trampas	pièges	trampa	piège	N	N;MASC;PL
decatei	réalisé	decatei	réaliser	V	V;MASC;SG;PST;V.PTCP
cometeu	engagée	cometar	engager	V	V;FEM;SG;PST;V.PTCP
cometeu	engagés	cometar	engager	V	V;MASC;PL;PST;V.PTCP
cometeu	commis	cometar	commettre	V	V;MASC;SG;PST;V.PTCP
cometeu	engagé	cometar	engager	V	V;MASC;SG;PST;V.PTCP
cometeu	fait	cometar	faire	V	V;MASC;SG;PST;V.PTCP
cometeu	fabriqués	cometar	fabriquer	V	V;MASC;PL;PST;V.PTCP
cometeu	faite	cometar	faire	V	V;FEM;SG;PST;V.PTCP
cometeu	fabriqué	cometar	fabriquer	V	V;MASC;SG;PST;V.PTCP
comparten	partager	compartir	partager	V	V;NFIN
comparten	partagez	compartir	partager	V	V;IMP;PL;2;PRS;FIN
volvía	revenir	volvía	revenir	V	V;NFIN
musical	musicale	musical	musical	ADJ	ADJ;FEM;SG
musical	musical	musical	musical	ADJ	ADJ;MASC;SG
detector	détecteur	detector	détecteur	N	N;MASC;SG
illado	isolées	illar	isoler	V	V;FEM;PL;PST;V.PTCP
illado	isolés	illar	isoler	V	V;MASC;PL;PST;V.PTCP
illado	isolée	illar	isoler	V	V;FEM;SG;PST;V.PTCP
illado	isolé	illar	isoler	V	V;MASC;SG;PST;V.PTCP
fundamental	fondamentale	fundamental	fondamental	ADJ	ADJ;FEM;SG
fundamental	fondamental	fundamental	fondamental	ADJ	ADJ;MASC;SG
fundamental	fondamentaux	fundamental	fondamental	ADJ	ADJ;MASC;PL
xuízos	arrêts	xuízo	arrêt	N	N;MASC;PL
xuízos	jugements	xuízo	jugement	N	N;MASC;PL
causas	cause	causa	cause	N	N;FEM;SG
causas	causes	causa	cause	N	N;FEM;PL
bate	bat	bate	battre	V	V;IND;SG;3;PRS;FIN
substituír	remplacez	substituír	remplacer	V	V;IMP;PL;2;PRS;FIN
substituír	remplacer	substituír	remplacer	V	V;NFIN
substituír	remplace	substituír	remplacer	V	V;IND;SG;3;PRS;FIN
substituír	remplaçant	substituír	remplacer	V	V;PRS;V.PTCP
substituír	substituer	substituír	substituer	V	V;NFIN
debuxo	dessin	debuxo	dessin	N	N;MASC;SG
debuxo	tirage	debuxo	tirage	N	N;MASC;SG
rostros	faces	rostro	face	N	N;FEM;PL
rostros	visages	rostro	visage	N	N;MASC;PL
rostros	visage	rostro	visage	N	N;MASC;SG
rostros	face	rostro	face	N	N;FEM;SG
aula	salle	aula	salle	N	N;FEM;SG
aula	chambre	aula	chambre	N	N;FEM;SG
aula	chambres	aula	chambre	N	N;FEM;PL
aula	classe	aula	classe	N	N;FEM;SG
manipulación	manipulations	manipulación	manipulation	N	N;FEM;PL
manipulación	manipulation	manipulación	manipulation	N	N;FEM;SG
campá	cloche	campá	cloche	N	N;FEM;SG
campá	clochette	campá	clochette	N	N;FEM;SG
corrupción	corruption	corrupción	corruption	N	N;FEM;SG
preguntarnos	demande	preguntarno	demande	N	N;FEM;SG
corvos	corbeaux	corvo	corbeau	N	N;MASC;PL
corvos	ravens	corvo	ravens	N	N;MASC;PL
corvos	corbeaux	corvo	corbeau	N	N;MASC;PL
prestar	payant	prestar	payer	V	V;PRS;V.PTCP
prestar	payer	prestar	payer	V	V;NFIN
prestar	paye	prestar	payer	V	V;IND;SG;3;PRS;FIN
prestar	payez	prestar	payer	V	V;IMP;PL;2;PRS;FIN
prestar	payer	prestar	payer	V	V;NFIN
prestar	paie	prestar	payer	V	V;IND;SG;3;PRS;FIN
persoais	personnelle	persoal	personnel	ADJ	ADJ;FEM;SG
persoais	personnelles	persoal	personnel	ADJ	ADJ;FEM;PL
persoais	personnels	persoal	personnel	ADJ	ADJ;MASC;PL
herdanza	héritage	herdanza	héritage	N	N;MASC;SG
herdanza	patrimoine	herdanza	patrimoine	N	N;MASC;SG
herdanza	héritage	herdanza	héritage	N	N;MASC;SG
herdanza	héritages	herdanza	héritage	N	N;MASC;PL
defecto	défaut	defecto	défaut	N	N;MASC;SG
eléctrica	électrique	eléctrico	électrique	ADJ	ADJ;MASC;SG
eléctrica	electrique	eléctrico	electrique	ADJ	ADJ;MASC;SG
prestado	emprunter	prestar	emprunter	V	V;NFIN
prestado	empruntée	prestar	emprunter	V	V;FEM;SG;PST;V.PTCP
prestado	empruntées	prestar	emprunter	V	V;FEM;PL;PST;V.PTCP
prestado	emprunté	prestar	emprunter	V	V;MASC;SG;PST;V.PTCP
interiores	intérieurs	interior	intérieur	ADJ	ADJ;MASC;PL
traxes	robe	traxe	robe	N	N;FEM;SG
traxes	costumes	traxe	costume	N	N;MASC;PL
traxes	combinaisons	traxe	combinaison	N	N;FEM;PL
ancián	man	ancián	man	N	N;MASC;SG
ancián	mec	ancián	mec	N	N;MASC;SG
ancián	homme	ancián	homme	N	N;MASC;SG
infección	infections	infección	infection	N	N;FEM;PL
infección	infection	infección	infection	N	N;FEM;SG
recente	récents	recente	récent	ADJ	ADJ;MASC;PL
recente	récent	recente	récent	ADJ	ADJ;MASC;SG
recente	récentes	recente	récent	ADJ	ADJ;FEM;PL
recente	récente	recente	récent	ADJ	ADJ;FEM;SG
italianos	italiennes	italiano	italien	ADJ	ADJ;FEM;PL
italianos	italienne	italiano	italien	ADJ	ADJ;FEM;SG
italianos	italien	italiano	italien	ADJ	ADJ;MASC;SG
italianos	italiens	italiano	italien	ADJ	ADJ;MASC;PL
italianos	italiens	italiano	italien	ADJ	ADJ;MASC;PL
xeracións	générations	xeración	génération	N	N;FEM;PL
barreira	barrière	barreira	barrière	N	N;FEM;SG
ouviu	entendu	ouviu	entendre	V	V;MASC;SG;PST;V.PTCP
ouviu	entendue	ouviu	entendre	V	V;FEM;SG;PST;V.PTCP
ouviu	entendues	ouviu	entendre	V	V;FEM;PL;PST;V.PTCP
ouviu	entendus	ouviu	entendre	V	V;MASC;PL;PST;V.PTCP
ouviu	entendez	ouviu	entendre	V	V;IMP;PL;2;PRS;FIN
ouviu	entendre	ouviu	entendre	V	V;NFIN
arruinar	ruiner	arruinar	ruiner	V	V;NFIN
arruinar	gâcher	arruinar	gâcher	V	V;NFIN
concertos	concerts	concerto	concert	N	N;MASC;PL
virus	virus	virus	virus	N	N;MASC;SG
pulmóns	poumons	pulmón	poumon	N	N;MASC;PL
extremadamente	extrêmement	extremadamente	extrêmement	ADV	ADV
fármacos	drogues	fármaco	drogue	N	N;FEM;PL
fármacos	drogue	fármaco	drogue	N	N;FEM;SG
microbios	microbes	microbio	microbe	N	N;MASC;PL
prácticas	pratiques	práctica	pratique	N	N;FEM;PL
estudios	studios	estudio	studio	N	N;MASC;PL
axuden	aidez	axudar	aider	V	V;IMP;PL;2;PRS;FIN
axuden	aider	axudar	aider	V	V;NFIN
arrecifes	coraux	arrecife	coraux	N	N;MASC;PL
arrecifes	corail	arrecife	corail	N	N;MASC;SG
arrecifes	récifs	arrecife	récif	N	N;MASC;PL
ondas	ondes	onda	onde	N	N;FEM;PL
ondas	vagues	onda	vague	N	N;FEM;PL
acabará	fera	acabar	faire	V	V;IND;SG;3;FUT;FIN
ártico	arctique	ártico	arctique	ADJ	ADJ;MASC;SG
mortas	dead	morto	dead	N	N;MASC;SG
egoísta	égoïsme	egoísta	égoïsme	N	N;MASC;SG
tratei	essayé	tratar	essayer	V	V;MASC;SG;PST;V.PTCP
tratei	tenté	tratar	tenter	V	V;MASC;SG;PST;V.PTCP
camiñas	marche	camiña	marche	N	N;FEM;SG
camiñas	marche	camiña	marche	N	N;FEM;SG
camiñas	promenade	camiña	promenade	N	N;FEM;SG
camiñas	balade	camiña	balade	N	N;FEM;SG
entramos	marchaient	entrar	marcher	V	V;IND;PL;3;IPFV;FIN
rescate	secours	rescate	secours	N	N;MASC;SG
rescate	sauvetage	rescate	sauvetage	N	N;MASC;SG
rescate	sauveteurs	rescate	sauveteur	N	N;MASC;PL
rescate	rançon	rescate	rançon	N	N;FEM;SG
xerar	génère	xerar	générer	V	V;IND;SG;3;PRS;FIN
xerar	générer	xerar	générer	V	V;NFIN
racismo	racisme	racismo	racisme	N	N;MASC;SG
esposo	époux	esposo	époux	N	N;MASC;SG
esposo	mari	esposo	mari	N	N;MASC;SG
grecia	grèce	grecio	grèce	N	N;FEM;SG
xenético	génétique	xenético	génétique	ADJ	ADJ;MASC;SG
xenético	génétiques	xenético	génétique	ADJ	ADJ;MASC;PL
tecidos	mouchoirs	tecido	mouchoir	N	N;MASC;PL
caeron	avoir	caer	avoir	V	V;NFIN
caeron	chuté	caer	chuté	V	V;MASC;SG;PST;V.PTCP
kilos	kilos	kilo	kilo	N	N;MASC;PL
agradecido	reconnaissant	agradecer	reconnaître	V	V;PRS;V.PTCP
aburrida	ennuyeuse	aburrido	ennuyeux	ADJ	ADJ;FEM;SG
aburrida	ennuyant	aburrido	ennuyer	ADJ	ADJ;MASC;SG
aburrida	chiant	aburrido	chient	ADJ	ADJ;MASC;SG
aburrida	ennuyeux	aburrido	ennuyeux	ADJ	ADJ;MASC;SG
tentan	essaie	tentar	essayer	V	V;IND;SG;3;PRS;FIN
tentan	essayez	tentar	essayer	V	V;IMP;PL;2;PRS;FIN
tentan	essayer	tentar	essayer	V	V;NFIN
tentan	essaye	tentar	essayer	V	V;IND;SG;3;PRS;FIN
tentan	essayant	tentar	essayer	V	V;PRS;V.PTCP
tentan	essayer	tentar	essayer	V	V;NFIN
axencia	agence	axencia	agence	N	N;FEM;SG
responsables	responsabilités	responsable	responsabilité	N	N;FEM;PL
responsables	responsabilité	responsable	responsabilité	N	N;FEM;SG
responsables	oms	responsable	om	N	N;MASC;SG
nobel	nobel	nobel	nobel	N	N;MASC;SG
bonos	timbres	bono	timbre	N	N;MASC;PL
bonos	cachets	bono	cachet	N	N;MASC;PL
bonos	tampons	bono	tampon	N	N;MASC;PL
sentiu	sentir	sentiu	sentir	V	V;NFIN
sentiu	ressentir	sentiu	ressentir	V	V;NFIN
sentiu	senti	sentiu	sentir	V	V;MASC;SG;PST;V.PTCP
sentiu	ressenti	sentiu	ressentir	V	V;MASC;SG;PST;V.PTCP
falen	parler	faler	parler	V	V;NFIN
falen	parlant	faler	parler	V	V;PRS;V.PTCP
memorias	mémoires	memoria	mémoire	N	N;MASC;PL
memorias	souvenirs	memoria	souvenir	N	N;MASC;PL
cultivar	grandir	cultivar	grandir	V	V;NFIN
cultivar	croître	cultivar	croître	V	V;NFIN
cultivar	pousser	cultivar	pousser	V	V;NFIN
cultivar	cultiver	cultivar	cultiver	V	V;NFIN
cultivar	cultivent	cultivar	cultiver	V	V;IND;PL;3;PRS;FIN
industriais	usine	industrial	usine	N	N;FEM;SG
desigualdade	inégalités	desigualdade	inégalité	N	N;FEM;PL
desigualdade	inégalité	desigualdade	inégalité	N	N;FEM;SG
ameazas	menaces	ameaza	menace	N	N;FEM;PL
ameazas	menace	ameaza	menace	N	N;FEM;SG
posesión	possession	posesión	possession	N	N;FEM;SG
curva	courbe	curvar	courbe	N	N;FEM;SG
curva	turn	curvar	turn	N	N;MASC;SG
entradas	billets	entrada	billet	N	N;MASC;PL
entradas	billetterie	entrada	billetterie	N	N;FEM;SG
incriblemente	incroyablement	incrible	incroyablement	ADV	ADV
cultivo	culture	cultivo	culture	N	N;FEM;SG
tratamentos	traitement	tratamento	traitement	N	N;MASC;SG
tratamentos	soins	tratamento	soin	N	N;MASC;PL
tratamentos	traitements	tratamento	traitement	N	N;MASC;PL
almacéns	magasins	almacén	magasin	N	N;MASC;PL
almacéns	département	almacén	département	N	N;MASC;SG
almacéns	boutique	almacén	boutique	N	N;FEM;SG
almacéns	magasin	almacén	magasin	N	N;MASC;SG
mecanismo	mécanisme	mecanismo	mécanisme	N	N;MASC;SG
mecanismo	appareil	mecanismo	appareil	N	N;MASC;SG
mecanismo	dispositif	mecanismo	dispositif	N	N;MASC;SG
mecanismo	périphérique	mecanismo	périphérique	N	N;MASC;SG
quinto	cinquième	quinto	cinquième	ADJ	ADJ;MASC;SG
mandei	envoyés	mander	envoyer	V	V;MASC;PL;PST;V.PTCP
mandei	envoyées	mander	envoyer	V	V;FEM;PL;PST;V.PTCP
mandei	envoyée	mander	envoyer	V	V;FEM;SG;PST;V.PTCP
mandei	envoyé	mander	envoyer	V	V;MASC;SG;PST;V.PTCP
xoguetes	toy	xoguete	toy	N	N;MASC;SG
xoguetes	jouet	xoguete	jouet	N	N;MASC;SG
xoguetes	jouets	xoguete	jouet	N	N;MASC;PL
xoguetes	jouet	xoguete	jouet	N	N;MASC;SG
xoguetes	jouets	xoguete	jouet	N	N;MASC;PL
vilas	bourgs	vila	bourg	N	N;MASC;PL
vilas	bourgs	vila	bourg	N	N;MASC;PL
vilas	villages	vila	village	N	N;MASC;PL
viñetas	caricatures	viñeta	caricature	N	N;FEM;PL
arquivos	fichiers	arquivo	fichier	N	N;MASC;PL
arquivos	dossiers	arquivo	dossier	N	N;MASC;PL
arquivos	archives	arquivo	archive	N	N;FEM;PL
cambiaron	avoir	cambiar	avoir	V	V;NFIN
cambiaron	changé	cambiar	changer	V	V;MASC;SG;PST;V.PTCP
cambiaron	changée	cambiar	changer	V	V;FEM;SG;PST;V.PTCP
encargo	ordre	encargo	ordre	N	N;MASC;SG
encargo	commande	encargo	commande	N	N;FEM;SG
empece	frappe	empecer	frapper	V	V;IND;SG;3;PRS;FIN
empece	frapper	empecer	frapper	V	V;NFIN
empece	sortir	empecer	sortir	V	V;NFIN
empece	sortie	empecer	sortir	V	V;FEM;SG;PST;V.PTCP
asiáticos	asiatiques	asiático	asiatique	ADJ	ADJ;MASC;PL
asiáticos	asiatique	asiático	asiatique	ADJ	ADJ;MASC;SG
asiáticos	asiatiques	asiático	asiatique	ADJ	ADJ;MASC;PL
factor	facteur	factor	facteur	N	N;MASC;SG
labor	travaux	labor	travail	N	N;MASC;PL
labor	travail	labor	travail	N	N;MASC;SG
labor	tâche	labor	tâche	N	N;FEM;SG
queimado	brulé	queimar	bruler	V	V;MASC;SG;PST;V.PTCP
queimado	brûlés	queimar	brûler	V	V;MASC;PL;PST;V.PTCP
queimado	brûlées	queimar	brûler	V	V;FEM;PL;PST;V.PTCP
queimado	brûlée	queimar	brûler	V	V;FEM;SG;PST;V.PTCP
queimado	brûlé	queimar	brûler	V	V;MASC;SG;PST;V.PTCP
perpetua	vie	perpetuar	vie	N	N;FEM;SG
aparencia	apparence	aparencia	apparence	N	N;FEM;SG
aparencia	apparition	aparencia	apparition	N	N;FEM;SG
aparencia	aspect	aparencia	aspect	N	N;MASC;SG
mesas	tables	mesa	table	N	N;FEM;PL
mesas	tableaux	mesa	tableau	N	N;MASC;PL
cinto	courroie	cinto	courroie	N	N;FEM;SG
cinto	ceinture	cinto	ceinture	N	N;FEM;SG
camiñamos	marchaient	camiñar	marcher	V	V;IND;PL;3;IPFV;FIN
camiñamos	marcher	camiñar	marcher	V	V;NFIN
lectura	lecture	lectura	lecture	N	N;FEM;SG
lectura	lecture	lectura	lecture	N	N;FEM;SG
batallas	batailles	batalla	bataille	N	N;FEM;PL
propietaria	propriétaire	propietaria	propriétaire	N	N;MASC;SG
usaba	utilisées	usar	utiliser	V	V;FEM;PL;PST;V.PTCP
usaba	utilisé	usar	utiliser	V	V;MASC;SG;PST;V.PTCP
usaba	utilisés	usar	utiliser	V	V;MASC;PL;PST;V.PTCP
usaba	utilisée	usar	utiliser	V	V;FEM;SG;PST;V.PTCP
matamos	tuer	matar	tuer	V	V;NFIN
matamos	tué	matar	tuer	V	V;MASC;SG;PST;V.PTCP
matamos	tuée	matar	tuer	V	V;FEM;SG;PST;V.PTCP
matamos	tués	matar	tuer	V	V;MASC;PL;PST;V.PTCP
sentou	assise	sentar	asseoir	V	V;FEM;SG;PST;V.PTCP
sentou	assis	sentar	assis	V	V;MASC;SG;PST;V.PTCP
mates	mathématiques	mate	mathématique	N	N;FEM;PL
columnas	poteaux	columna	poteau	N	N;MASC;PL
columnas	colonnes	columna	colonne	N	N;FEM;PL
furgoneta	camionnette	furgonetar	camionnette	N	N;FEM;SG
furgoneta	fourgonnette	furgonetar	fourgonnette	N	N;FEM;SG
furgoneta	fourgon	furgonetar	fourgon	N	N;MASC;SG
numerosos	nombreux	numeroso	nombreux	ADJ	ADJ;MASC;PL
numerosos	nombreuses	numeroso	nombreux	ADJ	ADJ;FEM;PL
reforma	reforme	reforma	reformer	N	N;FEM;SG
reforma	réforme	reforma	réforme	N	N;FEM;SG
reforma	réformes	reforma	réforme	N	N;FEM;PL
incendio	feu	incendio	feu	N	N;MASC;SG
incendio	incendie	incendio	incendie	N	N;MASC;SG
incendio	incendies	incendio	incendie	N	N;MASC;PL
estuda	étudier	estudar	étudier	V	V;NFIN
estuda	étudier	estudar	étudier	V	V;NFIN
decepción	déception	decepción	déception	N	N;FEM;SG
decepción	désillusion	decepción	désillusion	N	N;FEM;SG
decepción	déceptions	decepción	déception	N	N;FEM;PL
reportaxe	reportage	reportaxe	reportage	N	N;MASC;SG
reportaxe	rapport	reportaxe	rapport	N	N;MASC;SG
móvese	bouger	móvese	bouger	V	V;NFIN
móvese	déménager	móvese	déménager	V	V;NFIN
leopardo	léopard	leopardo	léopard	N	N;MASC;SG
leopardo	leopard	leopardo	leopard	N	N;MASC;SG
leopardo	guépard	leopardo	guépard	N	N;MASC;SG
