από	از	από	از	ADP	ADP
διαχειριστή	مدیر	διαχειριστής	مدیر	N;NOM;FEM;SG	N;SG
διαχειριστή	سرپرست	διαχειριστής	سرپرست	N;NOM;FEM;SG	N;SG
παραδόσεις	رسوم	παράδοση	رسم	N;NOM;FEM;PL	N;PL
κοινωνικό	اجتماعی	κοινωνικός	اجتماعی	ADJ;NOM;NEUT;SG	ADJ
πεθάνει	بمیرم	πεθαίνω	None	V;PFV;NFIN;ACT	V;SBJV;SG;1;PRS
πεθάνει	بمیرد	πεθαίνω	مرد#میر	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS
πεθάνει	بمیر	πεθαίνω	بمیر	V;PFV;NFIN;ACT	V;IMP;SG;2
απειλή	تحدید	απειλή	None	N;ACC;FEM;SG	N;SG
απειλή	تهدید	απειλή	تهدید	N;ACC;FEM;SG	N;SG
πρωί	صبح	πρωί	صبح	N;ACC;NEUT;SG	N;SG
πρωί	بامداد	πρωί	بامداد	N;ACC;NEUT;SG	N;SG
ετήσια	سالانه	ετήσιος	سالانه	ADJ;NOM;FEM;SG	ADJ
ετήσια	سالیانه	ετήσιος	سالیانه	ADJ;NOM;FEM;SG	ADJ
ετήσια	سالانه	ετήσιος	سالانه	ADJ;NOM;FEM;SG	ADJ
ετήσια	سالیانه	ετήσιος	سالیانه	ADJ;NOM;FEM;SG	ADJ
υποθέσεις	موارد	υπόθεση	مورد	N;NOM;FEM;PL	N;PL
νεκροταφείο	قبرستان	νεκροταφείο	قبرستان	N;NOM;NEUT;SG	N;SG
νεκροταφείο	گورستان	νεκροταφείο	گورستان	N;NOM;NEUT;SG	N;SG
νεκροταφείο	قبرستان	νεκροταφείο	قبرستان	N;NOM;NEUT;SG	N;SG
παραλλαγές	مشتقات	παραλλαγή	مشتقه	N;NOM;FEM;PL	N;PL
παραλλαγές	تغییرات	παραλλαγή	تغییر	N;NOM;FEM;PL	N;PL
βαθιά	عمیقاً	βαθύς	عمیقاً	ADV	ADV
βαθιά	عمیقا	βαθύς	عمیقا	ADV	ADV
κώδικας	کد	κώδικας	کرد#کن	N;NOM;MASC;SG	N;SG
απαραίτητο	لازم	απαραίτητος	لازم	ADJ;NOM;NEUT;SG	ADJ
απαραίτητο	ضروری	απαραίτητος	ضروری	ADJ;NOM;NEUT;SG	ADJ
απαραίτητο	ضروری	απαραίτητος	ضروری	ADJ;NOM;NEUT;SG	ADJ
αδερφός	برادر	αδερφός	برادر	N;NOM;MASC;SG	N;SG
αδερφός	داداش	αδερφός	داداش	N;NOM;MASC;SG	N;SG
εργαλείο	ابزار	εργαλείο	ابزار	N;NOM;NEUT;SG	N;SG
αρχιτέκτονας	معمار	αρχιτέκτονας	معمار	N;NOM;MASC;SG	N;SG
αρχιτέκτονας	architect	αρχιτέκτονας	architect	N;NOM;MASC;SG	N;SG
ελεύθερος	آزاد	ελεύθερος	آزاد	ADJ;NOM;MASC;SG	ADJ
αποικία	کلونی	αποικία	کلونی	N;NOM;FEM;SG	N;SG
αποικία	مستعمره	αποικία	مستعمره	N;NOM;FEM;SG	N;SG
κυρία	بانوی	κυρία	None	N;VOC;FEM;SG	N;SG
κυρία	بانو	κυρία	بانو	N;VOC;FEM;SG	N;SG
κυρία	بانوی	κυρία	None	N;VOC;FEM;SG	N;SG
κυρία	بانو	κυρία	بانو	N;VOC;FEM;SG	N;SG
λόγιος	ادیب	λόγιος	ادیب	N;NOM;MASC;SG	N;SG
λόγιος	پژوهشگر	λόγιος	پژوهشگر	N;NOM;MASC;SG	N;SG
κλίση	شیب	κλίση	شیب	N;NOM;FEM;SG	N;SG
κλίση	سراشیبی	κλίση	سراشیبی	N;NOM;FEM;SG	N;SG
κλίση	گرادیان	κλίση	گرادی	N;NOM;FEM;SG	N;SG
μεταβολές	تغییرات	μεταβολή	تغییر	N;NOM;FEM;PL	N;PL
ενεργά	فعالانه	ενεργά	فعالانه	ADV	ADV
προηγούμενες	قبلی	προηγούμενος	قبل	ADJ;NOM;FEM;PL	ADJ
παίκτη	بازیکن	παίκτης	بازیکن	N;ACC;MASC;SG	N;SG
θεία	عمه	θεία	عمه	N;NOM;FEM;SG	N;SG
θεία	خاله	θεία	خاله	N;NOM;FEM;SG	N;SG
θεία	عمه	θεία	عمه	N;NOM;FEM;SG	N;SG
θεία	خاله	θεία	خاله	N;NOM;FEM;SG	N;SG
θεία	عمه	θεία	عمه	N;NOM;FEM;SG	N;SG
ικανότητες	مهارتهای	ικανότητα	مهارت	N;NOM;FEM;PL	N;PL
αφιέρωμα	خراج	αφιέρωμα	خراج	N;ACC;NEUT;SG	N;SG
αντιπολίτευσης	اپوزیسیون	αντιπολίτευση	اپوزیسیون	N;GEN;FEM;SG	N;SG
αντιπολίτευσης	مخالف	αντιπολίτευση	مخالف	N;GEN;FEM;SG	N;SG
αντιπολίτευσης	مخالفت	αντιπολίτευση	مخالفت	N;GEN;FEM;SG	N;SG
κιλά	lbs	κιλώ	lbs	N	N;SG
φάσμα	طیف	φάσμα	طیف	N;NOM;NEUT;SG	N;SG
μέγαρο	عمارت	μέγαρος	عمارت	N;NOM;NEUT;SG	N;SG
παρούσα	حاضر	παρών	حاضر	ADJ;NOM;FEM;SG	ADJ
ντοκιμαντέρ	مستند	ντοκιμαντέρ	مستند	N;NOM;NEUT;SG	N;SG
υψηλότερη	بالاتری	ψηλός	بالا	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
υψηλότερη	بالاتر	ψηλός	بالا	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
επιθυμία	خواهان	επιθυμία	خواهان	N;ACC;FEM;SG	N;SG
επιθυμία	طالب	επιθυμία	None	N;ACC;FEM;SG	N;SG
επιθυμία	میل	επιθυμία	None	N;ACC;FEM;SG	N;SG
επιθυμία	هوس	επιθυμία	هوس	N;ACC;FEM;SG	N;SG
επιθυμία	آرزو	επιθυμία	آرزو	N;ACC;FEM;SG	N;SG
επιθυμία	ارزو	επιθυμία	ارزو	N;ACC;FEM;SG	N;SG
επιθυμία	ارزوی	επιθυμία	ارزوی	N;ACC;FEM;SG	N;SG
προφορά	تلفظ	προφορά	تلفظ	N;NOM;FEM;SG	N;SG
προφορά	آکسان	προφορά	آکسان	N;NOM;FEM;SG	N;SG
προφορά	لهجه	προφορά	لهجه	N;NOM;FEM;SG	N;SG
προφορά	لهجه	προφορά	لهجه	N;NOM;FEM;SG	N;SG
σκότωσε	کشته	σκοτώνω	کشت#کش	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
συμπέρασμα	نتیجه	συμπέρασμα	نتیجه	N;NOM;NEUT;SG	N;SG
σταυρό	صلیب	σταυρό	صلیب	N;NOM;NEUT;SG	N;SG
σταυρό	کراس	σταυρό	کراس	N;NOM;NEUT;SG	N;SG
σταυρό	عبور	σταυρό	عبور	N;NOM;NEUT;SG	N;SG
μηχανές	دستگاهها	μηχανής	دستگاه	N;NOM;FEM;PL	N;PL
μηχανές	ماشینها	μηχανής	ماشین	N;NOM;FEM;PL	N;PL
αγωνιστές	مبارزان	αγωνιστής	None	N;NOM;MASC;PL	N;PL
μεταβολή	تغییر	μεταβολή	تغییر	N;NOM;FEM;SG	N;SG
απαραίτητα	الزاماً	απαραίτητος	الزاماً	ADV	ADV
απαραίτητα	لزوما	απαραίτητος	لزوماً	ADV	ADV
απαραίτητα	لزوماً	απαραίτητος	لزوماً	ADV	ADV
εκατό	صد	εκατό	صد	NUM;NOM;NEUT;PL	NUM
φορείς	ناوهای	φορέας	ناو	N;NOM;MASC;PL	N;PL
σκάφος	مجرا	σκάφος	None	N;NOM;NEUT;SG	N;SG
σκάφος	سفینه	σκάφος	سفینه	N;NOM;NEUT;SG	N;SG
σκάφος	کشتی	σκάφος	کشتی	N;NOM;NEUT;SG	N;SG
σκάφος	قایق	σκάφος	None	N;NOM;NEUT;SG	N;SG
σκάφος	کشتی	σκάφος	کشتی	N;NOM;NEUT;SG	N;SG
ένταση	تنش	ένταση	تنش	N;ACC;FEM;SG	N;SG
ένταση	شدت	ένταση	شدت	N;ACC;FEM;SG	N;SG
απουσία	غیبت	απουσία	غیبت	N;ACC;FEM;SG	N;SG
απουσία	غیاب	απουσία	None	N;ACC;FEM;SG	N;SG
όροι	اصطلاحات	όρος	اصطلاح	N;NOM;MASC;PL	N;PL
όροι	شرایط	όρος	شرایط	N;NOM;MASC;PL	N;PL
όροι	وضعیتهای	όρος	وضعیت	N;NOM;MASC;PL	N;PL
όροι	شرایط	όρος	شرایط	N;NOM;MASC;PL	N;PL
δέντρα	درختان	δέντρο	درخت	N;NOM;NEUT;PL	N;PL
δέντρα	درختها	δέντρο	درخت	N;NOM;NEUT;PL	N;PL
μέγιστη	بیشینه	μέγιστος	بیشینه	N;ACC;FEM;SG	N;SG
σταυρός	صلیب	σταυρός	صلیب	N;NOM;MASC;SG	N;SG
σταυρός	کراس	σταυρός	کراس	N;NOM;MASC;SG	N;SG
σταυρός	عبور	σταυρός	عبور	N;NOM;MASC;SG	N;SG
δημιουργός	صورتگر	δημιουργός	صورتگر	N;NOM;MASC;SG	N;SG
δημιουργός	سازنده	δημιουργός	سازنده	N;NOM;MASC;SG	N;SG
δημιουργός	آفریدگار	δημιουργός	آفریدگار	N;NOM;MASC;SG	N;SG
δημιουργός	سازنده	δημιουργός	سازنده	N;NOM;MASC;SG	N;SG
δημιουργός	آفریننده	δημιουργός	آفریننده	N;NOM;MASC;SG	N;SG
δημιουργός	خالق	δημιουργός	None	N;NOM;MASC;SG	N;SG
μέσων	آلات	μέσο	آلات	N;GEN;NEUT;PL	N;PL
φίλοι	دوستان	φίλος	دوست	N;VOC;MASC;PL	N;PL
στελέχη	مدیران	στέλεχος	مدیر	N;NOM;NEUT;PL	N;PL
στελέχη	کارگزاران	στέλεχος	کارگزار	N;NOM;NEUT;PL	N;PL
όπλων	بازوها	όπλο	بازو	N;GEN;NEUT;PL	N;PL
δείκτης	شاخص	δείκτης	شاخص	N;NOM;MASC;SG	N;SG
δείκτης	نمایه	δείκτης	نمایه	N;NOM;MASC;SG	N;SG
δείκτης	شاخص	δείκτης	شاخص	N;NOM;MASC;SG	N;SG
αναλογία	تناسب	αναλογία	تناسب	N;ACC;FEM;SG	N;SG
άγνωστος	ناشناخته	άγνωστος	ناشناخته	ADJ;NOM;MASC;SG	ADJ
πρόσφατες	اخیر	πρόσφατα	اخیر	ADJ;NOM;FEM;PL	ADJ
δυνατότητες	امکانات	δυνατότητα	امکان	N;NOM;FEM;PL	N;PL
ουρά	صف	ουρώ	صف	N;NOM;FEM;SG	N;SG
ουρά	تیل	ουρώ	تیل	N;NOM;FEM;SG	N;SG
ουρά	دم	ουρώ	دم	N;NOM;FEM;SG	N;SG
ουρά	دمش	ουρώ	دمش	N;NOM;FEM;SG	N;SG
λογότυπο	لوگو	λογότυπο	لوگو	N;NOM;NEUT;SG	N;SG
ήρωας	قهرمان	ήρωο	قهرمان	N;NOM;MASC;SG	N;SG
ήρωας	پهلوان	ήρωο	None	N;NOM;MASC;SG	N;SG
κορυφαία	بالا	κορυφαία	بالا	ADV	ADV;ESS
αέριο	گس	αέριο	گس	N;NOM;NEUT;SG	N;SG
αέριο	گاز	αέριο	گاز	N;NOM;NEUT;SG	N;SG
συν	پلاس	συν	پلاس	N	N;SG
μεραρχία	تقسیم	μεραρχία	تقسیم	N;ACC;FEM;SG	N;SG
μεραρχία	واحد	μεραρχία	واحد	N;ACC;FEM;SG	N;SG
ακολουθία	دنباله	ακολουθία	دنباله	N;NOM;FEM;SG	N;SG
οξυγόνο	اکسیژن	οξυγόνο	اکسیژن	N;NOM;NEUT;SG	N;SG
ποινή	مجازات	ποινή	مجازات	N;ACC;FEM;SG	N;SG
ποινή	پنالتی	ποινή	None	N;ACC;FEM;SG	N;SG
ποινή	حکم	ποινή	حکم	N;ACC;FEM;SG	N;SG
ποινή	جمله	ποινή	جمله	N;ACC;FEM;SG	N;SG
αναπαράσταση	نمایندگی	αναπαράσταση	نمایندگی	N;ACC;FEM;SG	N;SG
γυμναστήριο	باشگاه	γυμναστήριο	باشگاه	N;NOM;NEUT;SG	N;SG
γυμναστήριο	ورزشگاه	γυμναστήριο	ورزشگاه	N;NOM;NEUT;SG	N;SG
γυμναστήριο	ورزش	γυμναστήριο	ورزش	N;NOM;NEUT;SG	N;SG
γυμναστήριο	زورخانه	γυμναστήριο	زورخانه	N;NOM;NEUT;SG	N;SG
χαν	khan	χαν	khan	N	N;SG
χαν	خان	χαν	خان	N	N;SG
χαν	هانگ	χαν	هانگ	N	N;SG
νόμους	قوانین	νόμος	قانون	N;ACC;MASC;PL	N;PL
λήψη	بارگیری	λήψη	بارگیری	N;ACC;FEM;SG	N;SG
λήψη	دانلود	λήψη	دانلود	N;ACC;FEM;SG	N;SG
λήψη	برداشت	λήψη	برداشت	N;ACC;FEM;SG	N;SG
χριστιανοί	مسیحیان	χριστιανός	مسیحی	N;NOM;MASC;PL	N;PL
χριστιανοί	نصارا	χριστιανός	نصارا	N;NOM;MASC;PL	N;PL
αποκατάσταση	بازگردانی	αποκατάσταση	بازگردانی	N;ACC;FEM;SG	N;SG
αποκατάσταση	مرمت	αποκατάσταση	مرمت	N;ACC;FEM;SG	N;SG
αποκατάσταση	ترمیم	αποκατάσταση	ترمیم	N;ACC;FEM;SG	N;SG
αποκατάσταση	اعاده	αποκατάσταση	اعاده	N;ACC;FEM;SG	N;SG
αποκατάσταση	نوسازی	αποκατάσταση	نوسازی	N;ACC;FEM;SG	N;SG
αποκατάσταση	توانبخشی	αποκατάσταση	توانبخشی	N;ACC;FEM;SG	N;SG
διευθυντή	director	διευθυντής	director	N;ACC;MASC;SG	N;SG
διευθυντή	کارگردان	διευθυντής	کارگردان	N;ACC;MASC;SG	N;SG
ευγενείς	گرامی	ευγενής	گرامی	ADJ;NOM;MASC;PL	ADJ
δέρμα	چرمی	δέρμα	None	N;NOM;NEUT;SG	N;SG
δέρμα	چرم	δέρμα	چرم	N;NOM;NEUT;SG	N;SG
δέρμα	پوست	δέρμα	پوست	N;NOM;NEUT;SG	N;SG
δέρμα	پوستی	δέρμα	پوستی	N;NOM;NEUT;SG	N;SG
οθόνη	پرده	οθόνος	پرده	N;NOM;FEM;SG	N;SG
οθόνη	نظارت	οθόνος	نظارت	N;NOM;FEM;SG	N;SG
οθόνη	نمایشگر	οθόνος	نمایشگر	N;NOM;FEM;SG	N;SG
οθόνη	مانیتور	οθόνος	مانیتور	N;NOM;FEM;SG	N;SG
οθόνη	بزمجه	οθόνος	بزمجه	N;NOM;FEM;SG	N;SG
ιδρύματα	موسسات	ίδρυμα	موسسه	N;NOM;NEUT;PL	N;PL
ιδρύματα	نهادهای	ίδρυμα	نهاد	N;NOM;NEUT;PL	N;PL
ιδρύματα	مؤسسات	ίδρυμα	مؤسسه	N;NOM;NEUT;PL	N;PL
ήχο	صوت	ήχο	صوت	N;ACC;MASC;SG	N;SG
ήχο	صدا	ήχο	صدا	N;ACC;MASC;SG	N;SG
ήχο	صدا	ήχο	صدا	N;ACC;MASC;SG	N;SG
στόλος	ناوگان	στόλος	ناوه	N;NOM;MASC;SG	N;SG
έγκλημα	جرم	έγκλημα	جرم	N;NOM;NEUT;SG	N;SG
έγκλημα	جنایت	έγκλημα	جنایت	N;NOM;NEUT;SG	N;SG
έγκλημα	جُرم	έγκλημα	جُرم	N;NOM;NEUT;SG	N;SG
συσκευές	دستگاهها	συσκευά	دستگاه	N;NOM;FEM;PL	N;PL
συσκευές	دستگاههای	συσκευά	دستگاه	N;NOM;FEM;PL	N;PL
τάφος	مقبره	τάφος	مقبره	N;NOM;MASC;SG	N;SG
τάφος	آرامگاه	τάφος	آرامگاه	N;NOM;MASC;SG	N;SG
τάφος	قبر	τάφος	قبر	N;NOM;MASC;SG	N;SG
σχολές	مدارس	σχολή	None	N;NOM;FEM;PL	N;PL
ρίζα	ریشه	ρίζος	ریشه	N;NOM;FEM;SG	N;SG
κομητεία	شهرستان	κομητείο	شهرستان	N;NOM;FEM;SG	N;SG
κομητεία	کانتی	κομητείο	کانت#کان	N;NOM;FEM;SG	N;SG
κεφάλαιο	سوره	κεφάλαιο	سوره	N;NOM;NEUT;SG	N;SG
κεφάλαιο	فصل	κεφάλαιο	فصل	N;NOM;NEUT;SG	N;SG
κεφάλαιο	پایتخت	κεφάλαιο	پایتخت	N;NOM;NEUT;SG	N;SG
κεφάλαιο	سرمایه	κεφάλαιο	سرمایه	N;NOM;NEUT;SG	N;SG
εκδότης	ناشر	εκδότης	ناشر	N;NOM;MASC;SG	N;SG
εκδότης	ویرایشگر	εκδότης	ویرایشگر	N;NOM;MASC;SG	N;SG
εκδότης	فرستنده	εκδότης	فرستنده	N;NOM;MASC;SG	N;SG
εκδότης	صادرکننده	εκδότης	صادرکننده	N;NOM;MASC;SG	N;SG
παλαιότερη	بزرگتر	παλιός	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
παλαιότερη	پیرتر	παλιός	پیر	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
υψηλό	بلند	ψηλός	بلند	ADJ;NOM;NEUT;SG	ADJ
όρη	کوهها	όρος	کوه	N;NOM;NEUT;PL	N;PL
παραλλαγή	variant	παραλλαγή	None	N;NOM;FEM;SG	N;SG
παραλλαγή	تنوع	παραλλαγή	تنوع	N;NOM;FEM;SG	N;SG
μάτι	چشم	μάτι	چشم	N;NOM;NEUT;SG	N;SG
μάτι	چشمی	μάτι	چشم	N;NOM;NEUT;SG	N;SG
ύμνος	تسبیح	ύμνος	تسبیح	N;NOM;MASC;SG	N;SG
ύμνος	سرود	ύμνος	سرود	N;NOM;MASC;SG	N;SG
ύμνος	سرود	ύμνος	سرود	N;NOM;MASC;SG	N;SG
κανάλια	کانالها	κανάλιος	کانال	N;NOM;NEUT;PL	N;PL
κανάλια	کانالهای	κανάλιος	کانال	N;NOM;NEUT;PL	N;PL
κανάλια	کانالها	κανάλιος	کانال	N;NOM;NEUT;PL	N;PL
ιδιοκτησία	ویژگی	ιδιοκτησία	ویژگی	N;ACC;FEM;SG	N;SG
ιδιοκτησία	دارایی	ιδιοκτησία	دارایی	N;ACC;FEM;SG	N;SG
ιδιοκτησία	ملک	ιδιοκτησία	ملک	N;ACC;FEM;SG	N;SG
ιδιοκτησία	مالکیت	ιδιοκτησία	مالکیت	N;ACC;FEM;SG	N;SG
ιδιοκτησία	مالکیت	ιδιοκτησία	مالکیت	N;ACC;FEM;SG	N;SG
είσοδος	ورودی	είσοδος	ورودی	N;NOM;FEM;SG	N;SG
είσοδος	مدهوش	είσοδος	مدهوش	N;NOM;FEM;SG	N;SG
είσοδος	ورود	είσοδος	ورود	N;NOM;FEM;SG	N;SG
είσοδος	ورودی	είσοδος	ورودی	N;NOM;FEM;SG	N;SG
είσοδος	مدخل	είσοδος	مدخل	N;NOM;FEM;SG	N;SG
είσοδος	ورودی	είσοδος	ورودی	N;NOM;FEM;SG	N;SG
είσοδος	ورود	είσοδος	ورود	N;NOM;FEM;SG	N;SG
αποσαφήνιση	ابهامزدایی	αποσαφήνιση	ابهامزدایی	N;NOM;FEM;SG	N;SG
πάντοτε	همیشه	πάντοτε	همیشه	ADV	ADV
κυβερνήσεις	دولتها	κυβέρνηση	دولت	N;NOM;FEM;PL	N;PL
κυβερνήσεις	دولتهای	κυβέρνηση	دولت	N;NOM;FEM;PL	N;PL
επαγγελματίας	پرو	επαγγελματίας	پرو	N;NOM;FEM;SG	N;SG
επαγγελματίας	pro	επαγγελματίας	pro	N;NOM;FEM;SG	N;SG
αντίστασης	مقاومت	αντίσταση	مقاومت	N;GEN;FEM;SG	N;SG
αντίστασης	مقاومتی	αντίσταση	مقاومتی	N;GEN;FEM;SG	N;SG
μηνών	ماهها	μήνας	ماه	N;GEN;MASC;PL	N;PL
μηνών	ماههای	μήνας	ماه	N;GEN;MASC;PL	N;PL
σπορ	sport	σπορ	sport	N	N;SG
σπορ	اسپورت	σπορ	اسپورت	N	N;SG
σπορ	ورزش	σπορ	ورزش	N	N;SG
σπορ	ورزشی	σπορ	ورزشی	N	N;SG
σπορ	ورزشکار	σπορ	ورزشکار	N	N;SG
σπορ	اسپرت	σπορ	اسپرت	N	N;SG
σπορ	اسپورت	σπορ	اسپورت	N	N;SG
σπορ	ورزشی	σπορ	ورزشی	N	N;SG
σπορ	ورزش	σπορ	ورزش	N	N;SG
στρατηγική	استراتژی	στρατηγική	استراتژی	N;NOM;FEM;SG	N;SG
στρατηγική	راهبرد	στρατηγική	راهبرد	N;NOM;FEM;SG	N;SG
δημοσίευση	انتشار	δημοσίευση	انتشار	N;NOM;FEM;SG	N;SG
δημοσίευση	چاپخانه	δημοσίευση	چاپخانه	N;NOM;FEM;SG	N;SG
δημοσίευση	پست	δημοσίευση	پست	N;NOM;FEM;SG	N;SG
δημοσίευση	پستی	δημοσίευση	پستی	N;NOM;FEM;SG	N;SG
δημοσίευση	post	δημοσίευση	post	N;NOM;FEM;SG	N;SG
ανακοίνωση	حدیث	ανακοίνωση	None	N;NOM;FEM;SG	N;SG
ανακοίνωση	اعلان	ανακοίνωση	اعلان	N;NOM;FEM;SG	N;SG
ανακοίνωση	اطلاعیه	ανακοίνωση	اطلاعیه	N;NOM;FEM;SG	N;SG
ανακοίνωση	ارتباط	ανακοίνωση	ارتباط	N;NOM;FEM;SG	N;SG
ανακοίνωση	مکاتبه	ανακοίνωση	مکاتبه	N;NOM;FEM;SG	N;SG
ανακοίνωση	ارتباطی	ανακοίνωση	ارتباط	N;NOM;FEM;SG	N;SG
ευρύ	پهناور	ευρύς	پهناور	N;NOM;NEUT;SG	N;SG
ευρύ	پهنا	ευρύς	پهنا	N;NOM;NEUT;SG	N;SG
ευρύ	وسیع	ευρύς	وسیع	N;NOM;NEUT;SG	N;SG
σκάφη	قایقهای	σκάφος	قایق	N;NOM;NEUT;PL	N;PL
σκάφη	قایقها	σκάφος	قایق	N;NOM;NEUT;PL	N;PL
σκάφη	کشتیها	σκάφος	کشتی	N;NOM;NEUT;PL	N;PL
σκάφη	رگها	σκάφος	رگ	N;NOM;NEUT;PL	N;PL
απαραίτητη	لازم	απαραίτητος	لازم	ADJ;NOM;FEM;SG	ADJ
απαραίτητη	ضروری	απαραίτητος	ضروری	ADJ;NOM;FEM;SG	ADJ
θύματα	قربانیان	θύμα	قربانی	N;NOM;NEUT;PL	N;PL
επιθετικός	پرخاشگرانه	επιθετικός	پرخاشگرانه	ADJ;NOM;MASC;SG	ADJ
άλμα	جهش	άλμα	None	N;NOM;NEUT;SG	N;SG
άλμα	پرش	άλμα	None	N;NOM;NEUT;SG	N;SG
άλμα	پرشی	άλμα	پرشی	N;NOM;NEUT;SG	N;SG
άλμα	جهش	άλμα	None	N;NOM;NEUT;SG	N;SG
άλμα	کبیسه	άλμα	کبیسه	N;NOM;NEUT;SG	N;SG
άλμα	الما	άλμα	الما	N;NOM;NEUT;SG	N;SG
άλμα	آلما	άλμα	آلما	N;NOM;NEUT;SG	N;SG
δήλωση	بیانیه	δήλωση	بیانیه	N;ACC;FEM;SG	N;SG
δήλωση	اعلام	δήλωση	اعلام	N;ACC;FEM;SG	N;SG
δήλωση	اعلان	δήλωση	اعلان	N;ACC;FEM;SG	N;SG
θέα	نمای	θέα	None	N;NOM;FEM;SG	N;SG
ολυμπιάδα	المپیاد	ολυμπιάδα	المپیاد	N;NOM;FEM;SG	N;SG
ξύλο	چوبی	ξύλο	چوبی	N;NOM;NEUT;SG	N;SG
ξύλο	وود	ξύλο	None	N;NOM;NEUT;SG	N;SG
ξύλο	چوب	ξύλο	چوب	N;NOM;NEUT;SG	N;SG
ανάγνωση	خواندن	ανάγνωση	خواندن	N;NOM;FEM;SG	N;SG
ανάγνωση	خواندن	ανάγνωση	خواندن	N;NOM;FEM;SG	N;SG
ανάγνωση	قرائت	ανάγνωση	قرائت	N;NOM;FEM;SG	N;SG
ναπολέοντα	ناپلئون	ναπολέων	ناپلئون	N;ACC;MASC;SG	N;SG
νεότερη	جوانتر	νέος	جوان	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
νεότερη	جدیدتر	νέος	جدید	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
θερμότητα	گرما	θερμότητα	None	N;NOM;FEM;SG	N;SG
θερμότητα	حرارت	θερμότητα	حرارت	N;NOM;FEM;SG	N;SG
θερμότητα	گرمای	θερμότητα	None	N;NOM;FEM;SG	N;SG
γερουσία	سنا	γερουσία	سنا	N;NOM;FEM;SG	N;SG
γερουσία	سنای	γερουσία	سنا	N;NOM;FEM;SG	N;SG
αργά	دیر	αργά	دیر	ADV	ADV
εκδήλωση	رویداد	εκδήλωση	رویداد	N;ACC;FEM;SG	N;SG
εκδήλωση	واقعه	εκδήλωση	واقعه	N;ACC;FEM;SG	N;SG
εκδήλωση	رخداد	εκδήλωση	رخداد	N;ACC;FEM;SG	N;SG
αύγουστος	آگوست	αύγουστος	آگوست	N;NOM;MASC;SG	N;SG
αύγουστος	آگست	αύγουστος	آگست	N;NOM;MASC;SG	N;SG
αύγουστος	اوت	αύγουστος	اوت	N;NOM;MASC;SG	N;SG
καθηγητές	اساتید	καθηγητής	استاد	N;NOM;MASC;PL	N;PL
τοπίο	عرضی	τοπίο	عرضی	N;NOM;NEUT;SG	N;SG
τοπίο	منظره	τοπίο	منظره	N;NOM;NEUT;SG	N;SG
κανόνας	قاعده	κανόνας	قاعده	N;NOM;MASC;SG	N;SG
κανόνας	قانون	κανόνας	قانون	N;NOM;MASC;SG	N;SG
ιερός	مقدس	ιερός	مقدس	ADJ;NOM;MASC;SG	ADJ
ξεχωριστά	جداگانه	ξεχωριστώ	جداگانه	ADV	ADV
άγνωστη	ناشناخته	άγνωστος	ناشناخته	ADJ;NOM;FEM;SG	ADJ
κατάλληλη	مناسب	κατάλληλος	مناسب	ADJ;NOM;FEM;SG	ADJ
κατάλληλη	درخور	κατάλληλος	درخور	ADJ;NOM;FEM;SG	ADJ
κατάλληλη	مناسب	κατάλληλος	مناسب	ADJ;NOM;FEM;SG	ADJ
εξώφυλλο	کاور	εξώφυλλο	کاور	N;NOM;NEUT;SG	N;SG
εξώφυλλο	جلد	εξώφυλλο	جلد	N;NOM;NEUT;SG	N;SG
εξώφυλλο	پوشش	εξώφυλλο	پوشش	N;NOM;NEUT;SG	N;SG
σχεδιασμός	دیزاین	σχεδιασμός	دیزاین	N;NOM;MASC;SG	N;SG
σχεδιασμός	طرح	σχεδιασμός	طرح	N;NOM;MASC;SG	N;SG
σχεδιασμός	طراحی	σχεδιασμός	طراحی	N;NOM;MASC;SG	N;SG
αδέλφια	برادرهای	αδέρφι	برادر	N;NOM;NEUT;PL	N;PL
αδέλφια	برادران	αδέρφι	برادر	N;NOM;NEUT;PL	N;PL
αδέλφια	برادرها	αδέρφι	برادر	N;NOM;NEUT;PL	N;PL
εύρος	گستره	εύρος	گستره	N;ACC;NEUT;SG	N;SG
θρησκευτικές	مذهبی	θρησκευτικός	مذهبی	ADJ;NOM;FEM;PL	ADJ
υποστηρικτές	حامیان	υποστηρικτής	حامی	N;NOM;MASC;PL	N;PL
λατρεία	نیایش	λατρεία	نیایش	N;NOM;FEM;SG	N;SG
λατρεία	سجده	λατρεία	سجده	N;NOM;FEM;SG	N;SG
λατρεία	عبادت	λατρεία	عبادت	N;NOM;FEM;SG	N;SG
σύμβαση	قرارداد	σύμβαση	قرارداد	N;ACC;FEM;SG	N;SG
σύμβαση	کنوانسیون	σύμβαση	کنوانسیون	N;ACC;FEM;SG	N;SG
σύμβαση	همایش	σύμβαση	همایش	N;ACC;FEM;SG	N;SG
κακή	بد	κακός	بد	ADJ;NOM;FEM;SG	ADJ
ορισμός	تعریف	ορισμός	تعریف	N;NOM;MASC;SG	N;SG
