egy	eine	egy	ein	DET;INDF	DET;NOM;INDF;FEM;SG
leggyorsabb	schnellsten	széps	schnell	ADJ;NOM;RL;SG	ADJ
birtok	landgut	birt	landgut	N;NOM;SG	N;NOM;NEUT;SG
őrzi	bewachen	őrez	bewachen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
észre	mitteilung	ész	mitteilung	N;ON+ALL;SG	N;FEM;SG
mutatott	hingewiesen	mutat	hinweisen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
mutatott	verwies	mutat	verweisen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mutatott	wies	mutat	weisen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mutatott	zeigte	mutat	zeigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
fogalom	konzeption	fogalom	konzeption	N;NOM;SG	N;SG
fogalom	konzept	fogalom	konzept	N;NOM;SG	N;NOM;NEUT;SG
fogalom	begriff	fogalom	begreifen	N;NOM;SG	N;MASC;SG
örökös	erbin	örökös	erbin		
örökös	erben	örökös	erben		
udvar	werft	udvar	werfen	N;NOM;SG	N;NOM;FEM;SG
udvar	gericht	udvar	ringen	N;NOM;SG	N;NOM;SG
feltétlenül	zwangsläufig	feltétlen	zwangsläufig	ADJ;FRML;SG	ADJ
fák	baum	fák	baum		
fák	bäumen	fák	bäumen		
vajda	vajda	vajda	vajda		
futó	läufer	futó	lauf		
futó	running	futó	runneing		
futó	bischöfe	futó	bischöf		
futó	läufer	futó	lauf		
futó	bischofs	futó	bischofs		
gyermekek	kinder	gyermek	kinder	N;NOM;PL	N;NOM;NEUT;PL
gyermekek	kindern	gyermek	kindern	N;NOM;PL	N;NOM;NEUT;PL
tervek	entwürfe	terv	entwürfen	N;NOM;PL	N;NOM;MASC;PL
tervek	pläne	terv	pläne	N;NOM;PL	N;NOM;MASC;PL
fejlődés	entwicklung	fejlődés	entwicklung	N;NOM;SG	N;NOM;FEM;SG
fejlődés	entwicklung	fejlődés	entwicklung	N;NOM;SG	N;NOM;FEM;SG
ötlet	idee	ötlet	idee	N;NOM;SG	N;NOM;FEM;SG
főút	schnellstraße	főú	schnellstraße	N;NOM;SG	N;NOM;FEM;SG
főút	landstraße	főú	landstraße	N;NOM;SG	N;NOM;FEM;SG
levegő	luft	levegő	lüfen	N;NOM;SG	N;NOM;FEM;SG
network	netzwerke	network	netzwerk		
network	netz	network	netz		
reklám	werbung	reklám	werbung	N;NOM;SG	N;NOM;FEM;SG
reklám	werbespot	reklám	werbespon	N;NOM;SG	N;NOM;SG
reklám	werbung	reklám	werbung	N;NOM;SG	N;NOM;FEM;SG
napos	sonnig	napos	sonnig	ADJ;NOM;SG	ADJ
napos	sonnigen	napos	sonnig	ADJ;NOM;SG	ADJ
határozott	bestimmt	határoz	bestimmen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
határozott	ermittelt	határoz	ermitteln	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
határozott	entschlossen	határoz	entschlossen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
csúcs	peak	csúcs	peak		
emelkedett	erhöht	emelkedik	erhöhen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
emelkedett	gestiegen	emelkedik	steigen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
emelkedett	erhöht	emelkedik	erhöhen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
gonosz	böse	gonosz	böse		
gonosz	böse	gonosz	böse		
belépett	eingetragen	belép	eintragen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
belépett	eingegeben	belép	eingeben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
takács	takács	takács	takács		
utoljára	zuletzt	utoljára	zuletzt	ADV	ADV
java	java	java	java		
ray	strahl	ray	strahl		
kutatók	forscherinnen	kutató	forscherinnen	N;NOM;PL	N;NOM;FEM;PL
kutatók	wissenschaftlerinnen	kutató	wissenschaftlerinnen	N;NOM;PL	N;NOM;FEM;PL
termékek	produkte	termék	produkt	N;NOM;PL	N;NOM;NEUT;PL
termékek	erzeugnisse	termék	erzeugnis	N;NOM;PL	N;NOM;PL
termékek	produkt	termék	produkt	N;NOM;PL	N
intézmények	institutionen	intézmény	institution	N;NOM;PL	N;NOM;PL
intézmények	hochschulen	intézmény	hochschulen	N;NOM;PL	N;NOM;FEM;PL
leletek	ergebnisse	lelet	ergebnis	N;NOM;PL	N;NOM;NEUT;PL
összefüggő	verwandte	összefüggő	verwenden		
támogatja	unterstützt	támogat	unterstützen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
támogatja	stützen	támogat	stützen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
interjú	interview	interjú	interveiwen	N;NOM;SG	N;SG
interjú	befragung	interjú	befragung	N;NOM;SG	N;NOM;FEM;SG
interjú	gespräch	interjú	gespräch	N;NOM;SG	N;NOM;NEUT;SG
interjú	befragung	interjú	befragung	N;NOM;SG	N;NOM;FEM;SG
video	video	video	video	N;NOM;SG	N;NOM;NEUT;SG
valaha	ever	valaha	ever		
legrégebbi	ältester	legrégebbi	alt	ADJ;NOM;RL;SG	ADJ
vízi	wassersport	vízi	wassersporen		
vízi	gewässer	vízi	gewässer		
sun	sonne	sun	sonnen		
tudósok	wissenschaftlerinnen	tudós	wissenschaftlerinnen	N;NOM;PL	N;NOM;FEM;PL
érkezik	anreisen	érkezik	anreisen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
érkezik	ankommen	érkezik	ankommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
érkezik	kommt	érkezik	kommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
érkezik	ankommt	érkezik	ankommen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
idős	senioren	idős	senior		
uralkodott	regiert	uralkodik	regieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
uralkodott	beherrscht	uralkodik	beherrschen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
uralkodott	regierte	uralkodik	regieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
gondoltam	gedanken	gondol	panken	V;INDF;IND;SG;1;PST;FIN;ACT	V;NFIN
gondoltam	gedacht	gondol	denken|gedenken	V;INDF;IND;SG;1;PST;FIN;ACT	V;V.PTCP
guinea	meerschweinchen	guinea	meerschweinchen		
remélem	hoffe	remél	hoffen		
bad	böse	bad	böse		
bad	bad	bad	bad		
átmeneti	übergangs	átmeneti	übergangs		
átmeneti	übergangszeit	átmeneti	übergangszeit		
szigorú	stern	szigorú	stern		
nyár	sommerurlaub	nyár	sommerurlaub		
szerkesztés	editieren	szerkesztés	editieren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szerkesztés	bearbeiten	szerkesztés	bearbeiten	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szerkesztés	editieren	szerkesztés	editieren	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
szerkesztés	bearbeiten	szerkesztés	bearbeiten	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
folyók	flüsse	folyó	flüssen	N;NOM;PL	N;NOM;MASC;PL
folyók	flüssen	folyó	flüssen	N;NOM;PL	N;NOM;FEM;PL
nápoly	napoli	nápoly	napoli		
jezsuita	jesuiten	jezsuita	jesuit		
power	kraft	power	krafen		
power	energie	power	energie		
változás	änderung	változás	änderung	N;NOM;SG	N;NOM;FEM;SG
változás	veränderung	változás	veränderung	N;NOM;SG	N;NOM;FEM;SG
változás	änderung	változás	änderung	N;NOM;SG	N;NOM;FEM;SG
felvétel	aufzeichnung	felvétel	aufzeichnung	N;NOM;SG	N;NOM;FEM;SG
megbízható	vertrauensvoll	megbízható	vertrauensvoll	ADJ;NOM;SG	ADJ
megbízható	vertrauenswürdig	megbízható	vertrauenswürdig	ADJ;NOM;SG	ADJ
megbízható	zuverlässiger	megbízható	zuverlässig	ADJ;NOM;SG	ADJ
megbízható	zuverlässig	megbízható	zuverlässig	ADJ;NOM;SG	ADJ
megbízható	verlässlich	megbízható	verlässlich	ADJ;NOM;SG	ADJ
megbízható	zuverlässig	megbízható	zuverlässig	ADJ;NOM;SG	ADJ
megbízható	verlässlich	megbízható	verlässlich	ADJ;NOM;SG	ADJ
megbízható	vertraut	megbízható	vertraut	ADJ;NOM;SG	ADJ
megbízható	vertrauenswürdig	megbízható	vertrauenswürdig	ADJ;NOM;SG	ADJ
kategóriák	hauptkategorien	kategória	hauptkategorien	N;NOM;PL	N;NOM;PL
kategóriák	kategorien	kategória	kategorien	N;NOM;PL	N;NOM;FEM;PL
kategóriák	klassen	kategória	klassen	N;NOM;PL	N;NOM;PL
profil	profil	profil	profil	N;NOM;SG	N;NOM;SG
megadott	bereitgestellt	megadott	bereitstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megadott	gegeben	megadott	geben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megadott	spezifiziert	megadott	spezifizieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megadott	angegeben	megadott	angeben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megadott	spezifizierte	megadott	spezifizieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
navigációs	navigation	navigációs	navigation	ADJ;NOM;SG	ADJ
navigációs	schifffahrt	navigációs	schifffahren	ADJ;NOM;SG	ADJ
végtelen	infinity	végtelen	infinity		
unesco	unesco	unesco	unesco		
story	geschichte	story	geschicht		
várható	voraussichtlich	várható	voraussichtlich	ADJ;NOM;SG	ADJ
várható	voraussichtlich	várható	voraussichtlich	ADJ;NOM;SG	ADJ
anélkül	without	anélkül	withouen		
nyolcadik	achte	nyolcadik	acht	ADJ;NOM;SG	ADJ
nyolcadik	achter	nyolcadik	acht	ADJ;NOM;SG	ADJ
fejlesztési	entwicklungspolitik	fejlesztési	entwicklungspolitik	ADJ;NOM;SG	ADJ
elhelyezett	platziert	elhelyezett	plazieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elhelyezett	platzierte	elhelyezett	plazieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
elhelyezett	positioniert	elhelyezett	positionieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elhelyezett	platziert	elhelyezett	plazieren	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elhelyezett	aufgestellt	elhelyezett	aufstellen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elhelyezett	untergebracht	elhelyezett	unterbringen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ludwig	ludwigs	lud	ludwigs		
aladár	aladár	aladár	aladár		
bach	bach	bach	bachen		
csökken	abnahmen	csökken	abnehmen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;FIN
csökken	verringert	csökken	verringern	V;INDF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
csökken	verringern	csökken	verringern	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
méret	größe	méret	groß	N;NOM;SG	N;NOM;FEM;SG
méret	größe	méret	groß	N;NOM;SG	N;NOM;FEM;SG
kezdő	neuling	kezdő	neuling		
országokban	ländern	ország	ländern	N;IN+ESS;PL	N;PL
legszebb	schönste	szép	schön	ADJ;NOM;RL;SG	ADJ;NOM;FEM;SG
legszebb	schönster	szép	schön	ADJ;NOM;RL;SG	ADJ
rokon	verwandte	rokon	verwenden		
rokon	verwandte	rokon	verwenden		
beszéd	vortrag	beszéd	vortragen	N;NOM;SG	N;SG
beszéd	ansprache	beszéd	ansprechen	N;NOM;SG	N;NOM;FEM;SG
beszéd	sprache	beszéd	sprechen	N;NOM;SG	N;NOM;FEM;SG
felhasználó	anwender	felhasználó	anwender	ADJ;NOM;SG	ADJ
felhasználó	benutzer	felhasználó	benutzer	ADJ;NOM;SG	ADJ
számítógép	datenverarbeitung	számítógép	datenverarbeitung	N;NOM;SG	N;NOM;FEM;SG
hatás	auswirkung	hatás	auswirkung	N;NOM;SG	N;SG
hatás	wirkung	hatás	wirkung	N;NOM;SG	N;NOM;FEM;SG
hatás	auswirkung	hatás	auswirkung	N;NOM;SG	N;SG
hatás	wirkung	hatás	wirkung	N;NOM;SG	N;NOM;FEM;SG
hatás	effekt	hatás	effekt	N;NOM;SG	N
hatás	wirkung	hatás	wirkung	N;NOM;SG	N;NOM;FEM;SG
hatás	effekt	hatás	effekt	N;NOM;SG	N
tanulmány	studium	tanulmány	studium	N;NOM;SG	N;NOM;NEUT;SG
tanulmány	studie	tanulmány	studie	N;NOM;SG	N;NOM;FEM;SG
abc	alphabet	abc	alphabet		
abc	schrift	abc	schrefen		
abc	abc	abc	abc		
változatos	verschieden	változatos	verschieden	ADJ;NOM;SG	ADJ
változatos	abwechslungsreich	változatos	abwechslungsreich	ADJ;NOM;SG	ADJ
változatos	vielfältig	változatos	vielfältig	ADJ;NOM;SG	ADJ
változatos	unterschiedlich	változatos	unterschiedlich	ADJ;NOM;SG	ADJ
változatos	abwechslungsreich	változatos	abwechslungsreich	ADJ;NOM;SG	ADJ
kritikusok	kritik	kritikus	kritik	N;NOM;PL	N
lovas	pferde	lovas	pferd		
lovas	pferd	lovas	pferd		
lovas	rider	lovas	rider		
lovas	reitsport	lovas	reitsporen		
vitéz	valiant	vitéz	valiant		
somogy	somogy	somogy	somogy		
választás	wahl	választás	wahl		
választás	wahl	választás	wahl		
szexuális	sexuell	szexuális	sexuell	ADJ;NOM;SG	ADJ
szexuális	sexuellen	szexuális	sexuell	ADJ;NOM;SG	ADJ
szexuális	geschlechtsverkehr	szexuális	geschlechtsverkehr	ADJ;NOM;SG	ADJ
szexuális	sexueller	szexuális	sexuell	ADJ;NOM;SG	ADJ
mutató	index	mutató	index		
mutató	inhaltsverzeichnis	mutató	inhaltsverzeichnis		
andré	andre	andré	andre		
andré	andre	andré	andre		
biztosítja	sorgt	biztosít	sorgen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
biztosítja	sichert	biztosít	sichern	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
biztosítja	gewährleistet	biztosít	gewährleisten	V;DEF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
biztosítja	sicherstellt	biztosít	sicherstellen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
biztosítja	sicherstellen	biztosít	sicherstellen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
biztosítja	sorgen	biztosít	sorgen	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
biztosítja	gewährleisten	biztosít	gewährleisten	V;DEF;IND;SG;3;PRS;FIN;ACT	V;NFIN
biztosítja	sichert	biztosít	sichern	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
biztosított	abgesichert	biztosított	absichern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
biztosított	gesichert	biztosított	sichern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
biztosított	versichert	biztosított	versichern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
biztosított	versicherte	biztosított	versichern	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
eljárások	prozesse	eljárás	prozeß	N;NOM;PL	N;PL
betegségek	erkrankungen	betegség	erkrankung	N;NOM;PL	N;NOM;FEM;PL
betegségek	erkrankungen	betegség	erkrankung	N;NOM;PL	N;NOM;FEM;PL
betegségek	berufskrankheiten	betegség	berufskrankheiten	N;NOM;PL	N;NOM;PL
betegségek	erkrankungen	betegség	erkrankung	N;NOM;PL	N;NOM;FEM;PL
orvosok	ärzte	orvos	ärzen	N;NOM;PL	N;NOM;PL
orvosok	ärzte	orvos	ärzen	N;NOM;PL	N;NOM;PL
baleset	unfall	baleset	unfall	N;NOM;SG	N
baleset	unfall	baleset	unfall	N;NOM;SG	N
baleset	absturz	baleset	absturz	N;NOM;SG	N
repülő	flug	repülő	flagen		
találkozó	tagung	találkozó	tagung	N;NOM;SG	N;NOM;FEM;SG
találkozó	besprechung	találkozó	besprechung	N;NOM;SG	N;SG
találkozó	sitzung	találkozó	sitzung	N;NOM;SG	N;SG
szerkesztett	bearbeitete	szerkesztett	bearbeitet	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szerkesztett	herausgegeben	szerkesztett	herausgeben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szerkesztett	bearbeitet	szerkesztett	bearbeiten	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
town	stadt	town	staden		
átlagosan	durchschnittlich	átlagos	durchschnittlich	ADJ;FRML;SG	ADJ
hozzájárult	beigetragen	hozzájárul	beitragen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hozzájárult	beigesteuert	hozzájárul	beisteuern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
őszi	sturz	őszi	sturz		
hamis	fake	hamis	faklen		
barátságos	freundlicher	barátságos	freundlich	ADJ;NOM;SG	ADJ
barátságos	freundlich	barátságos	freundlich	ADJ;NOM;SG	ADJ
barátságos	freundliche	barátságos	freundlich	ADJ;NOM;SG	ADJ;NOM;FEM;SG
megállapodás	übereinkunft	megállapodás	übereinkunft	N;NOM;SG	N;SG
megelőző	präventiv	megelőző	präventiv	ADJ;NOM;SG	ADJ
megelőző	prävention	megelőző	prävention	ADJ;NOM;SG	ADJ
megelőző	vorhergehenden	megelőző	vorhergehend	ADJ;NOM;SG	ADJ
személyesen	persönlich	személyes	persönlich	ADJ;FRML;SG	ADJ
istenek	göttern	ist	göttern	N;NOM;PL	N;PL
istenek	gottheiten	ist	gottheiten	N;NOM;PL	N;NOM;FEM;PL
olimpia	olympiade	olimpia	olympiade	N;NOM;SG	N;NOM;FEM;SG
olimpia	olympiade	olimpia	olympiade	N;NOM;SG	N;NOM;FEM;SG
házasság	hochzeit	házasság	hochzeit	N;NOM;SG	N;NOM;FEM;SG
pszichológiai	psychologie	pszichológiai	psychologie	N;NOM;SG	N;NOM;FEM;SG
megváltozott	änderte	megváltozott	ändern	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
megváltozott	geändert	megváltozott	ändern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megváltozott	verändert	megváltozott	verändern	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
megváltozott	ändern	megváltozott	ändern	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
megváltozott	wechseln	megváltozott	wechseln	V;INDF;IND;SG;3;PST;FIN;ACT	V;NFIN
egyházmegye	diözese	egyházmegy	diözese	N;NOM;SG	N;NOM;FEM;SG
megbeszélés	diskussion	megbeszélés	diskussion	N;NOM;SG	N
megbeszélés	tagung	megbeszélés	tagung	N;NOM;SG	N;NOM;FEM;SG
megbeszélés	besprechung	megbeszélés	besprechung	N;NOM;SG	N;SG
megbeszélés	sitzung	megbeszélés	sitzung	N;NOM;SG	N;SG
távoli	ferne	távoli	fern		
távoli	fernen	távoli	fern		
távoli	ferne	távoli	fern		
távoli	remote	távoli	remot		
utazás	ausflug	utazás	ausflagen	N;NOM;SG	N;SG
technika	technik	technika	technik	N;NOM;SG	N;SG
technika	technik	technika	technik	N;NOM;SG	N;SG
pénz	geld	pénz	geld	N;NOM;SG	N;NOM;NEUT;SG
támogató	unterstützend	támogató	unterstützend	ADJ;NOM;SG	ADJ
támogató	unterstützer	támogató	unterstützer	ADJ;NOM;SG	ADJ
támogató	förderer	támogató	förder	ADJ;NOM;SG	ADJ
erősebb	stärkeren	erős	stark	ADJ;NOM;CMPR;SG	ADJ
erősebb	stärker	erős	stark	ADJ;NOM;CMPR;SG	ADJ
erősebb	kräftiger	erős	kräftig	ADJ;NOM;CMPR;SG	ADJ
normál	norm	normál	norm		
vékony	dünnen	vékony	dünn		
egységek	einheiten	egység	einheit	N;NOM;PL	N;PL
hotel	hotelzimmer	hotel	hotelzimmer		
parancsnok	kommandeur	parancsnok	kommandeur	N;NOM;SG	N;SG
lövések	schüsse	lövés	schüß	N;NOM;PL	N;NOM;FEM;PL
lövések	schüsse	lövés	schüß	N;NOM;PL	N;NOM;FEM;PL
lövések	schüsse	lövés	schüß	N;NOM;PL	N;NOM;FEM;PL
javaslom	schlage	javaslom	schlage	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;SG;FIN
javaslom	empfehlen	javaslom	empfehlen	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
javaslom	vorschlagen	javaslom	vorschlagen	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;NFIN
környezet	umwelt	környezet	umwelt	N;NOM;SG	N;NOM;FEM;SG
környezet	umgebung	környezet	Umgebung	N;NOM;SG	N;NOM;FEM;SG
környezet	umgebung	környezet	Umgebung	N;NOM;SG	N;NOM;FEM;SG
környezet	umwelt	környezet	umwelt	N;NOM;SG	N;NOM;FEM;SG
tárgyak	gegenstände	tárgy	gegenständ	N;NOM;PL	N;NOM;FEM;PL
tárgyak	objekte	tárgy	objeken	N;NOM;PL	N;NOM;NEUT;PL
tárgyak	gegenstände	tárgy	gegenständ	N;NOM;PL	N;NOM;FEM;PL
ady	ady	ady	ady		
epizódok	episoden	epizód	episod	N;NOM;PL	N;NOM;FEM;PL
léteznek	existieren	létezik	existieren	V;INDF;IND;PL;3;PRS;FIN;ACT	V;NFIN
számító	berechnung	számító	berechnung	ADJ;NOM;SG	ADJ
felmerült	entstandenen	fel+merül	entstanden	V;INDF;IND;SG;3;PST;FIN;ACT	V;FIN
felmerült	angefallen	fel+merül	anfallen	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szerette	lieben	szeret	lieben	V;DEF;IND;SG;3;PST;FIN;ACT	V;FIN
szerette	liebte	szeret	lieben	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szerette	geliebt	szeret	lieben	V;DEF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
meccs	spiel	meccs	spielen	N;NOM;SG	N;NOM;NEUT;SG
meccs	spiel	meccs	spielen	N;NOM;SG	N;NOM;NEUT;SG
meccs	übereinstimmung	meccs	übereinstimmung	N;NOM;SG	N;NOM;FEM;SG
haditengerészet	marine	haditengerészet	marin	N;NOM;SG	N;NOM;FEM;SG
alkotmány	verfassung	alkotmány	verfassung	N;NOM;SG	N;NOM;FEM;SG
vér	blut	vér	bluten	N;NOM;SG	N;NOM;NEUT;SG
cár	zar	cár	zar		
cár	zar	cár	zar		
kritika	kritik	kritika	kritik	N;NOM;SG	N
kritika	überprüfung	kritika	überprüfung	N;NOM;SG	N;NOM;FEM;SG
kritika	kritik	kritika	kritik	N;NOM;SG	N
sík	flat	sík	flat		
sík	flug	sík	flagen		
flotta	marine	flotta	marin	N;NOM;SG	N;NOM;FEM;SG
flotta	fuhrpark	flotta	fuhrpark	N;NOM;SG	N
kerülő	umleitung	kerülő	umleitung	ADJ;NOM;SG	ADJ
kerülő	abstecher	kerülő	abstecher	ADJ;NOM;SG	ADJ
nedves	wet	nedves	wet		
hajtott	getrieben	hajt	treiben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hajtott	angetrieben	hajt	antreiben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hajtott	fuhr	hajt	fahren	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
állandóan	laufend	állandó	laufend	ADJ;FRML;SG	ADJ
állandóan	andauernd	állandó	andauernd	ADJ;FRML;SG	ADJ
állandóan	ständig	állandó	ständig	ADJ;FRML;SG	ADJ
pontok	punkten	pont	punken	N;NOM;PL	N;NOM;MASC;PL
pontok	punkte	pont	punken	N;NOM;PL	N;NOM;MASC;PL
pontok	punkten	pont	punken	N;NOM;PL	N;NOM;MASC;PL
pontok	punkte	pont	punken	N;NOM;PL	N;NOM;MASC;PL
ipar	industrie	ipar	industrie	N;NOM;SG	N;NOM;FEM;SG
járművek	fahrzeuge	jármű	fahrzeug	N;NOM;PL	N;NOM;PL
stratégiai	strategisch	stratégiai	strategisch	ADJ;NOM;SG	ADJ
stratégiai	strategisches	stratégiai	strategisch	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
stratégiai	strategischen	stratégiai	strategisch	ADJ;NOM;SG	ADJ
szolgálat	dienstleistung	szolgálat	dienstleistung	N;NOM;SG	N;NOM;FEM;SG
kedvező	günstig	kedvező	günstig	ADJ;NOM;SG	ADJ
kedvező	günstigen	kedvező	günstig	ADJ;NOM;SG	ADJ
kedvező	günstig	kedvező	günstig	ADJ;NOM;SG	ADJ
kedvező	günstigen	kedvező	günstig	ADJ;NOM;SG	ADJ
hagyományosan	traditionsgemäß	hagyományos	traditionsgemäß	ADJ;FRML;SG	ADJ
hagyományosan	traditionell	hagyományos	traditionell	ADJ;FRML;SG	ADJ
kiállítása	ausstellung	kiállítás	ausstellingen	N;NOM;SG	N;NOM;FEM;SG
kiállítása	messegelände	kiállítás	messegelände	N;NOM;SG	N;NOM;FEM;SG
szeretett	lieben	szeret	lieben	V;INDF;IND;SG;3;PST;FIN;ACT	V;FIN
szeretett	liebte	szeret	lieben	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
szeretett	geliebt	szeret	lieben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
szeretett	geliebt	szeret	lieben	V;INDF;IND;SG;3;PST;FIN;ACT	V;V.PTCP
építési	bauindustrie	építési	bauindustrie	ADJ;NOM;SG	ADJ
személyi	persönliches	személyi	persönlich	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
személyi	persönlicher	személyi	persönlich	ADJ;NOM;SG	ADJ
személyi	persönlich	személyi	persönlich	ADJ;NOM;SG	ADJ
tábla	tabelle	tábla	tabell	N;NOM;SG	N;NOM;FEM;SG
tábla	vorstand	tábla	vorstehen	N;NOM;SG	N;SG
könnyebb	leichter	könnyű	leicht	ADJ;NOM;CMPR;SG	ADJ
könnyebb	einfacher	könnyű	einfach	ADJ;NOM;CMPR;SG	ADJ
könnyebb	leichter	könnyű	leicht	ADJ;NOM;CMPR;SG	ADJ
könnyebb	feuerzeug	könnyű	feuerzeug	ADJ;NOM;CMPR;SG	ADJ
fut	läuft	fut	laufen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fut	laufen	fut	laufen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;NFIN
fut	rennt	fut	rennen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fut	läuft	fut	laufen	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
helyszínek	standorte	helyszín	standort	N;NOM;PL	N;NOM
helyszínek	veranstaltungsorte	helyszín	veranstaltungsorte	N;NOM;PL	N;NOM;MASC;PL
helyszínek	räumlichkeiten	helyszín	räumlichkeit	N;NOM;PL	N;NOM;FEM;PL
helyszínek	orte	helyszín	ort	N;NOM;PL	N;NOM;MASC;PL
helyszínek	standorte	helyszín	standort	N;NOM;PL	N;NOM
helyszínek	plätze	helyszín	platz	N;NOM;PL	N;NOM;MASC;PL
helyszínek	orte	helyszín	ort	N;NOM;PL	N;NOM;MASC;PL
