comparte	distribuie	compartir	distribui	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
transmisiones	transmisii	transmisión	transmis	N;FEM;PL	N;INDF;FEM;PL
transmisiones	transmisiuni	transmisión	transmisiune	N;FEM;PL	N;INDF;FEM;PL
aliado	aliată	aliado	alia	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
aliado	aliat	aliado	aliat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
aliado	aliat	aliado	aliat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ama	iubește	amar	iubi	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ama	iubeste	amar	iubest	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
viejos	bătrâne	viejo	bătrâne	ADJ;MASC;PL	ADJ;INDF;FEM;PL
mediodía	amiază	mediodía	amiază	N;MASC;SG	N;INDF;FEM;SG
traducciones	traduceri	traducción	traducere	N;FEM;PL	N;INDF;FEM;PL
pulgadas	inchi	pulgado	inchi	N;FEM;PL	N;INDF;MASC
pulgadas	inci	pulgado	inci	N;FEM;PL	N;INDF;MASC
pulgadas	centimetri	pulgado	centimetru	N;FEM;PL	N;INDF;MASC;PL
ladrillo	brick	ladrillo	brick	N;MASC;SG	N;INDF;MASC;SG
ladrillo	caramida	ladrillo	caramidă	N;MASC;SG	N;DEF;FEM;SG
ladrillo	cărămidă	ladrillo	cărămidă	N;MASC;SG	N;INDF;FEM;SG
calvo	chelie	calvo	chelie	N;MASC;SG	N;INDF;FEM;SG
calvo	cheală	calvo	chel	N;MASC;SG	N;INDF;FEM;SG
calvo	calvo	calvo	calvo	N;MASC;SG	N;INDF;MASC;SG
barbara	barbara	barbar	barbară	N;FEM;SG	N;DEF;FEM;SG
creer	crede	creer	crede	V;NFIN	V;IND;SG;3;PRS;FIN
creer	crezând	creer	crede	V;NFIN	V;V.MSDR
compartir	distribuie	compartir	distribui	V;NFIN	V;IND;3;PRS;FIN
niñas	fetele	niña	fată	N;FEM;PL	N;DEF;FEM;PL
niñas	fete	niña	fată	N;FEM;PL	N;INDF;FEM;PL
niñas	fetelor	niña	fată	N;FEM;PL	N;DEF;FEM;PL
dependencia	dependenta	dependencia	dependenta	N;FEM;SG	N;DEF;FEM;SG
dependencia	dependența	dependencia	dependență	N;FEM;SG	N;DEF;FEM;SG
dependencia	dependența	dependencia	dependență	N;FEM;SG	N;DEF;FEM;SG
detective	detectiv	detective	detectiv	N;SG	N;INDF;MASC;SG
probar	dovedeste	probar	dovedest	V;NFIN	V;IND;SG;3;PRS;FIN
probar	încercați	probar	încerca	V;NFIN	V;IND;PL;2;IPFV;FIN
probar	încearcă	probar	încerca	V;NFIN	V;IND;3;PRS;FIN
probar	incearca	probar	incearca	V;NFIN	V;IND;SG;3;IPFV;FIN
mónica	monica	mónico	monică	N;FEM;SG	N;DEF;FEM;SG
arroyos	fluxuri	arroyo	flux	N;MASC;PL	N;INDF;FEM;PL
arroyos	pâraiele	arroyo	pâraie	N;MASC;PL	N;DEF;FEM;PL
volante	flyer	volante	flyer	N;MASC;SG	N;INDF;MASC;SG
sabio	sage	sabio	sagă	N;MASC;SG	N;INDF;MASC;SG
sabio	salvie	sabio	salvie	N;MASC;SG	N;INDF;FEM;SG
budapest	budapesta	budapest	budapest	N;MASC;SG	N;DEF;FEM;SG
beca	bursă	beca	bursă	N;FEM;SG	N;INDF;FEM;SG
beca	bursa	beca	bursă	N;FEM;SG	N;DEF;FEM;SG
cráneo	craniu	cráneo	craniu	N;MASC;SG	N;INDF;MASC;SG
cráneo	craniu	cráneo	craniu	N;MASC;SG	N;INDF;MASC;SG
cráneo	skull	cráneo	skull	N;MASC;SG	N;INDF;MASC;SG
cráneo	craniul	cráneo	craniu	N;MASC;SG	N;DEF;MASC;SG
provocando	stârnind	provocar	stârni	V;V.MSDR	V;V.MSDR
provocando	cauzând	provocar	cauza	V;V.MSDR	V;V.MSDR
provocando	provocând	provocar	provoca	V;V.MSDR	V;V.MSDR
velocidades	viteze	velocidad	viteză	N;FEM;PL	N;INDF;FEM;PL
gobernante	conducător	gobernante	conducător	N;SG	N;INDF;MASC;SG
madison	madison	madison	madison	N;MASC;SG	N;INDF;MASC;SG
caridad	caritabil	caridad	caritabil	N;FEM;SG	N;INDF;MASC;SG
caridad	caritate	caridad	caritate	N;FEM;SG	N;INDF;FEM;SG
llave	cheie	llave	cheie	N;FEM;SG	N;INDF;FEM;SG
llave	tasta	llave	tasta	N;FEM;SG	N;DEF;FEM;SG
llave	cheia	llave	cheie	N;FEM;SG	N;DEF;FEM;SG
exclusiva	exclusivă	exclusivo	exclusiv	ADJ;FEM;SG	ADJ;INDF;FEM;SG
manuscritos	manuscrise	manuscrito	manuscris	N;MASC;PL	N;INDF;FEM;PL
major	maiorul	major	maior	N	N;DEF;MASC;SG
necesariamente	neapărat	necesariamente	neapărat	ADV	ADV
demonio	daemon	demonio	daemon	N;MASC;SG	N;INDF;MASC;SG
demonio	demon	demonio	demon	N;MASC;SG	N;INDF;MASC;SG
demonio	devil	demonio	devil	N;MASC;SG	N;INDF;MASC;SG
demonio	diavolul	demonio	diavol	N;MASC;SG	N;DEF;MASC;SG
demonio	diavol	demonio	diavol	N;MASC;SG	N;INDF;MASC;SG
demonio	drac	demonio	drac	N;MASC;SG	N;INDF;MASC;SG
demonio	demonul	demonio	demon	N;MASC;SG	N;DEF;MASC;SG
demonio	demon	demonio	demon	N;MASC;SG	N;INDF;MASC;SG
note	nota	notar	notă	N	N;DEF;FEM;SG
note	notă	notar	notă	N	N;INDF;FEM;SG
emitida	emis	emitido	emite	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
emitida	emisă	emitido	emite	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
nazis	nazisti	nazi	nazist	N;PL	N;INDF;MASC;PL
televisa	televisa	televisa	televisa	N;FEM;SG	N;DEF;FEM;SG
malo	rea	malo	rău	ADJ;MASC;SG	ADJ;INDF;FEM;SG
materias	materiale	materia	material	N;FEM;PL	N;INDF;FEM;PL
materias	materialele	materia	material	N;FEM;PL	N;DEF;FEM;PL
materias	subiecte	materia	subiect	N;FEM;PL	N;INDF;FEM;PL
urbanas	urbane	urbano	urban	ADJ;FEM;PL	ADJ;INDF;FEM;PL
estándares	standarde	estándar	standard	N;MASC;PL	N;INDF;FEM;PL
estándares	standardele	estándar	standard	N;MASC;PL	N;DEF;FEM;PL
gases	gaze	gas	gaz	N;MASC;PL	N;INDF;FEM;PL
gases	gazele	gas	gaz	N;MASC;PL	N;DEF;FEM;PL
gases	gaze	gas	gaz	N;MASC;PL	N;INDF;FEM;PL
boletín	newsletter	boletín	newsletter	N;MASC;SG	N;INDF;MASC;SG
boletín	buletinul	boletín	buletin	N;MASC;SG	N;DEF;MASC;SG
potencias	puterile	potencia	putere	N;FEM;PL	N;DEF;FEM;PL
potencias	puteri	potencia	putere	N;FEM;PL	N;INDF;FEM;PL
potencias	competențe	potencia	competență	N;FEM;PL	N;INDF;FEM;PL
ejemplar	copiază	ejemplar	copia	V;NFIN	V;IND;3;PRS;FIN
separadas	separate	separado	separat	ADJ;FEM;PL;V.PTCP	ADJ;INDF;FEM;PL
express	express	express	express	N;MASC	N;INDF;MASC;SG
normales	normale	normal	normal	ADJ;PL	ADJ;INDF;FEM;PL
basket	cos	basket	cos	N;MASC;SG	N;INDF;MASC;SG
estelar	stelară	estelar	stela	ADJ;SG	ADJ;INDF;FEM;SG
estelar	stelar	estelar	stelar	ADJ;SG	ADJ;INDF;MASC;SG
montaje	instalație	montaje	instalație	N;MASC;SG	N;INDF;FEM;SG
montaje	montare	montaje	montare	N;MASC;SG	N;INDF;FEM;SG
montaje	instalarea	montaje	instalare	N;MASC;SG	N;DEF;FEM;SG
montaje	instalare	montaje	instalare	N;MASC;SG	N;INDF;FEM;SG
montaje	montare	montaje	montare	N;MASC;SG	N;INDF;FEM;SG
montaje	montarea	montaje	montare	N;MASC;SG	N;DEF;FEM;SG
montaje	adunare	montaje	adunare	N;MASC;SG	N;INDF;FEM;SG
montaje	asamblare	montaje	asamblare	N;MASC;SG	N;INDF;FEM;SG
montaje	adunarea	montaje	adunare	N;MASC;SG	N;DEF;FEM;SG
montaje	montajul	montaje	montaj	N;MASC;SG	N;DEF;MASC;SG
montaje	editare	montaje	editare	N;MASC;SG	N;INDF;FEM;SG
montaje	editarea	montaje	editare	N;MASC;SG	N;DEF;FEM;SG
demo	demo	demo	demo	N;FEM;SG	N;INDF;MASC;SG
demo	demonstrație	demo	demonstrație	N;FEM;SG	N;INDF;FEM;SG
considerando	considerând	considerar	considera	V;V.MSDR	V;V.MSDR
fotógrafo	fotograf	fotógrafo	fotograf	N;MASC;SG	N;INDF;MASC;SG
kent	kent	kent	kent	N;MASC;SG	N;INDF;MASC;SG
combatientes	luptători	combatiente	luptător	N;PL	N;INDF;MASC;PL
combatientes	luptatori	combatiente	luptator	N;PL	N;INDF;MASC;PL
oponente	oponent	oponente	oponent	N;SG	N;INDF;MASC;SG
oponente	adversar	oponente	adversar	N;SG	N;INDF;MASC;SG
oponente	adversarul	oponente	adversar	N;SG	N;DEF;MASC;SG
prince	prințul	prince	prinț	N	N;DEF;MASC;SG
prince	prinţul	prince	pring	N	N;DEF;MASC;SG
prince	prinţ	prince	pringe	N	N;INDF;MASC;SG
prince	prinț	prince	prințe	N	N;INDF;MASC;SG
prince	print	prince	print	N	N;INDF;MASC;SG
prince	prince	prince	prince	N	N;INDF;MASC;SG
pura	pură	puro	pur	ADJ;FEM;SG	ADJ;INDF;FEM;SG
pura	pura	puro	pura	ADJ;FEM;SG	ADJ;DEF;FEM;SG
track	pista	track	pistă	N;SG	N;DEF;FEM;SG
track	pistă	track	pistă	N;SG	N;INDF;FEM;SG
parodia	parodie	parodia	parodie	N;FEM;SG	N;INDF;FEM;SG
evangelio	evanghelia	evangelio	evanghelie	N;MASC;SG	N;DEF;FEM;SG
loira	loire	loira	loire	N;MASC;SG	N;INDF;FEM;SG
esfera	sferă	esfera	sferă	N;FEM;SG	N;INDF;FEM;SG
esfera	sfera	esfera	sferă	N;FEM;SG	N;DEF;FEM;SG
esfera	glob	esfera	glob	N;FEM;SG	N;INDF;MASC;SG
muertes	decese	muerte	deces	N;FEM;PL	N;INDF;FEM;PL
muertes	decesele	muerte	deces	N;FEM;PL	N;DEF;FEM;PL
muertes	decese	muerte	deces	N;FEM;PL	N;INDF;FEM;PL
román	roman	román	roman	N;MASC;SG	N;INDF;MASC;SG
intenso	intensa	intenso	intensa	ADJ;MASC;SG	ADJ;DEF;FEM;SG
intenso	intensă	intenso	intens	ADJ;MASC;SG	ADJ;INDF;FEM;SG
litros	litri	litro	litru	N;MASC;PL	N;INDF;MASC;PL
litros	litri	litro	litru	N;MASC;PL	N;INDF;MASC;PL
shows	spectacole	show	spectacol	N;MASC;PL	N;INDF;FEM;PL
shows	emisiuni	show	emisiune	N;MASC;PL	N;INDF;FEM;PL
constituido	constituită	constituido	constitui	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
constituido	constituit	constituido	constitui	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
constituido	formată	constituido	forma	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
name	nume	name	nume	N	N;INDF
name	numele	name	nume	N	N;DEF;MASC;SG
name	denumire	name	denumire	N	N;INDF;FEM;SG
consulado	consulatul	consulado	consulat	N;MASC;SG	N;DEF;MASC;SG
consulado	consulat	consulado	consula	N;MASC;SG	N;INDF;MASC;SG
ingresar	introduceți	ingresar	introduce	V;NFIN	V;IND;PL;2;PRS;FIN
ingresar	intra	ingresar	intra	V;NFIN	V;IND;SG;3;IPFV;FIN
ingresar	intră	ingresar	intra	V;NFIN	V;IND;SG;3;PST;FIN
autorización	permisiune	autorización	permisiune	N;FEM;SG	N;INDF;FEM;SG
autorización	permisiunea	autorización	permisiune	N;FEM;SG	N;DEF;FEM;SG
autorización	autorizarea	autorización	autorizare	N;FEM;SG	N;DEF;FEM;SG
autorización	autorizația	autorización	autorizație	N;FEM;SG	N;DEF;FEM;SG
autorización	autorizare	autorización	autorizare	N;FEM;SG	N;INDF;FEM;SG
autorización	autorizație	autorización	autorizație	N;FEM;SG	N;INDF;FEM;SG
autorización	autorizare	autorización	autorizare	N;FEM;SG	N;INDF;FEM;SG
próximos	viitoare	próximo	viitor	ADJ;MASC;PL	ADJ;INDF;FEM
editada	editat	editado	edita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
editada	editată	editado	edita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
discografía	discografia	discografía	discografie	N;FEM;SG	N;DEF;FEM;SG
esquí	schi	esquí	schi	N;MASC;SG	N;INDF;MASC;SG
esquí	schi	esquí	schi	N;MASC;SG	N;INDF;MASC;SG
prisionero	prizonierul	prisionero	prizonier	N;MASC;SG	N;DEF;MASC;SG
prisionero	prizonier	prisionero	prizonier	N;MASC;SG	N;INDF;MASC;SG
causando	cauzând	causar	cauza	V;V.MSDR	V;V.MSDR
causando	provocând	causar	provoca	V;V.MSDR	V;V.MSDR
disparo	fotografiere	disparo	fotografier	N;MASC;SG	N;INDF;FEM;SG
disparo	shot	disparo	shot	N;MASC;SG	N;INDF;MASC;SG
teorema	teorema	teorema	teoremă	N;MASC;SG	N;DEF;FEM;SG
golpes	lovituri	golpe	lovitură	N;MASC;PL	N;INDF;FEM;PL
golpes	pumni	golpe	pumn	N;MASC;PL	N;INDF;MASC;PL
dinosaurios	dinozauri	dinosaurio	dinoza	N;MASC;PL	N;INDF;MASC;PL
dinosaurios	dinozaurii	dinosaurio	dinozaură	N;MASC;PL	N;DEF;MASC;PL
preparar	pregătiți	preparar	pregăti	V;NFIN	V;IND;PL;2;IPFV;FIN
extranjera	strain	extranjero	strain	ADJ;FEM;SG	ADJ;INDF;MASC;SG
extranjera	străin	extranjero	străin	ADJ;FEM;SG	ADJ;INDF;MASC;SG
extranjera	strain	extranjero	strain	ADJ;FEM;SG	ADJ;INDF;MASC;SG
extranjera	străin	extranjero	străin	ADJ;FEM;SG	ADJ;INDF;MASC;SG
caña	trestie	caña	trestie	N;FEM;SG	N;INDF;FEM;SG
caña	stâlp	caña	stâlp	N;FEM;SG	N;INDF;MASC;SG
caña	pole	caña	polă	N;FEM;SG	N;INDF;MASC;SG
caña	pol	caña	pol	N;FEM;SG	N;INDF;MASC;SG
caña	polul	caña	pol	N;FEM;SG	N;DEF;MASC;SG
caña	trestie	caña	trestie	N;FEM;SG	N;INDF;FEM;SG
caña	baston	caña	baston	N;FEM;SG	N;INDF;MASC;SG
caña	tija	caña	tija	N;FEM;SG	N;DEF;FEM;SG
ética	etică	ética	etic	N;FEM;SG	N;INDF;FEM;SG
ética	etica	ética	etică	N;FEM;SG	N;DEF;FEM;SG
ética	etică	ética	etic	N;FEM;SG	N;INDF;FEM;SG
encontrados	găsite	encontrado	găsi	ADJ;MASC;PL;V.PTCP	ADJ;INDF;FEM;PL
correspondencia	corespondență	correspondencia	corespondență	N;FEM;SG	N;INDF;FEM;SG
correspondencia	corespondenta	correspondencia	corespondent	N;FEM;SG	N;DEF;FEM;SG
correspondencia	mail	correspondencia	mail	N;FEM;SG	N;INDF;MASC;SG
correspondencia	posta	correspondencia	postă	N;FEM;SG	N;DEF;FEM;SG
correspondencia	poștă	correspondencia	poștă	N;FEM;SG	N;INDF;FEM;SG
monjes	călugări	monje	călugare	N;MASC;PL	N;INDF;MASC;PL
vaticano	vaticanul	vaticano	vatican	N;MASC;SG	N;DEF;MASC;SG
vaticano	vaticanului	vaticano	vatican	N;MASC;SG	N;DEF;MASC;SG
vaticano	vatican	vaticano	vatican	N;MASC;SG	N;INDF;MASC;SG
bombardeo	bombardament	bombardeo	bombardament	N;MASC;SG	N;INDF;MASC;SG
bombardeo	bombardament	bombardeo	bombardament	N;MASC;SG	N;INDF;MASC;SG
bombardeo	bombardarea	bombardeo	bombardare	N;MASC;SG	N;DEF;FEM;SG
respuestas	răspunsuri	respuesta	răspuns	N;FEM;PL	N;INDF;FEM;PL
respuestas	răspunsurile	respuesta	răspuns	N;FEM;PL	N;DEF;FEM;PL
respuestas	răspunsuri	respuesta	răspuns	N;FEM;PL	N;INDF;FEM;PL
respuestas	raspunsuri	respuesta	raspuns	N;FEM;PL	N;INDF;FEM;PL
respuestas	răspunsurile	respuesta	răspuns	N;FEM;PL	N;DEF;FEM;PL
respuestas	răspunsuri	respuesta	răspuns	N;FEM;PL	N;INDF;FEM;PL
respuestas	răspunsurile	respuesta	răspuns	N;FEM;PL	N;DEF;FEM;PL
típicos	tipice	típico	tipic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
lento	lentă	lento	lent	ADJ;MASC;SG	ADJ;INDF;FEM;SG
summer	vara	summer	vară	N	N;DEF;FEM;SG
summer	vară	summer	vară	N	N;INDF;FEM;SG
dramaturgo	dramaturg	dramaturgo	dramaturg	N;MASC;SG	N;INDF;MASC;SG
seudónimo	pseudonim	seudónimo	pseudonim	N;MASC;SG	N;INDF;MASC;SG
apoyado	susţinut	apoyar	sushinut	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
apoyado	sprijinit	apoyar	sprijini	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
apoyado	susținut	apoyar	susține	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
independientemente	independent	independientemente	independent	ADV	ADV
independientemente	indiferent	independientemente	indiferent	ADV	ADV
astronómico	astronomic	astronómico	astronomic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
túnez	tunis	túnez	tunis	N;MASC;SG	N;INDF;MASC;SG
cena	cină	cena	cină	N;FEM;SG	N;INDF;FEM;SG
cena	cina	cena	cină	N;FEM;SG	N;DEF;FEM;SG
incluidas	incluse	incluir	inclus	ADJ;FEM;PL;V.PTCP	ADJ;INDF;FEM;PL
four	four	four	four	N	N;INDF;MASC;SG
pescado	pește	pescado	pește	N;MASC;SG	N;INDF;MASC;SG
republicanos	republicanii	republicano	republican	N;MASC;PL	N;DEF;MASC;PL
magic	magie	magic	magie	N	N;INDF;FEM;SG
magic	magia	magic	magie	N	N;DEF;FEM;SG
artísticas	artistice	artístico	artistic	ADJ;FEM;PL	ADJ;INDF;FEM;PL
lujo	lux	lujo	lux	N;MASC;SG	N;INDF;MASC;SG
lujo	luxul	lujo	lux	N;MASC;SG	N;DEF;MASC;SG
electrones	electronii	electrón	electron	N;MASC;PL	N;DEF;MASC;PL
electrones	electroni	electrón	electron	N;MASC;PL	N;INDF;MASC;PL
wood	lemn	wood	lemn	N	N;INDF;MASC;SG
wood	lemnul	wood	lemn	N	N;DEF;MASC;SG
wood	lemne	wood	lemn	N	N;INDF;FEM;PL
avances	avansurile	avance	avans	N;MASC;PL	N;DEF;FEM;PL
avances	avansuri	avance	avans	N;MASC;PL	N;INDF;FEM;PL
avances	progresele	avance	progres	N;MASC;PL	N;DEF;FEM;PL
avances	progrese	avance	progres	N;MASC;PL	N;INDF;FEM;PL
vacaciones	vacante	vacaciones	vacant	N;FEM;PL	N;INDF;FEM;PL
vacaciones	sărbători	vacaciones	sărbător	N;FEM;PL	N;INDF;FEM;PL
vacaciones	sarbatori	vacaciones	sarbator	N;FEM;PL	N;INDF;FEM;PL
vacaciones	sărbători	vacaciones	sărbător	N;FEM;PL	N;INDF;FEM;PL
vacaciones	sărbătorile	vacaciones	sărbătoare	N;FEM;PL	N;DEF;FEM;PL
murallas	pereți	muralla	perete	N;FEM;PL	N;INDF;MASC;PL
murallas	pereti	muralla	pereti	N;FEM;PL	N;INDF;MASC;PL
murallas	ziduri	muralla	zid	N;FEM;PL	N;INDF;FEM;PL
murallas	metereze	muralla	metera	N;FEM;PL	N;INDF;FEM;PL
cóndor	condor	cóndor	condor	N;MASC;SG	N;INDF;MASC;SG
reduce	reduce	reducir	reduce	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reduce	reduce	reducir	reduce	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
coronado	încoronat	coronado	încorona	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
esperando	aștept	esperar	aștepta	V;V.MSDR	V;IND;SG;1;PRS;FIN
esperando	sperând	esperar	spera	V;V.MSDR	V;V.MSDR
específicas	specifice	especifico	specific	ADJ;FEM;PL	ADJ;INDF;FEM;PL
manifestación	manifestarea	manifestación	manifestare	N;FEM;SG	N;DEF;FEM;SG
manifestación	manifestare	manifestación	manifestare	N;FEM;SG	N;INDF;FEM;SG
manifestación	demonstrație	manifestación	demonstrație	N;FEM;SG	N;INDF;FEM;SG
trajo	adus	traer	aduce	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
bienestar	bunăstarea	bienestar	bunăstare	N;MASC;SG	N;DEF;FEM;SG
bienestar	bunăstare	bienestar	bunăstare	N;MASC;SG	N;INDF;FEM;SG
mansión	conac	mansión	conac	N;FEM;SG	N;INDF;MASC;SG
mansión	conacul	mansión	conac	N;FEM;SG	N;DEF;MASC;SG
mansión	conac	mansión	conac	N;FEM;SG	N;INDF;MASC;SG
mansión	manor	mansión	manor	N;FEM;SG	N;INDF;MASC;SG
suplente	supleant	suplente	supleant	N;SG	N;INDF;MASC;SG
suplente	dublura	suplente	dublura	N;SG	N;DEF;FEM;SG
sueca	suedeză	sueca	suedeză	N;FEM;SG	N;INDF;FEM;SG
asesinatos	omoruri	asesinato	omor	N;MASC;PL	N;INDF;FEM;PL
asesinatos	asasinate	asesinato	asasina	N;MASC;PL	N;INDF;FEM;PL
asesinatos	asasinate	asesinato	asasina	N;MASC;PL	N;INDF;FEM;PL
asesinatos	crime	asesinato	crimă	N;MASC;PL	N;INDF;FEM;PL
southern	sudul	southern	sud	N	N;DEF;MASC;SG
concha	concha	concha	concha	N;FEM;SG	N;INDF;MASC;SG
concha	scoică	concha	scoică	N;FEM;SG	N;INDF;FEM;SG
concha	cochilie	concha	cochilie	N;FEM;SG	N;INDF;FEM;SG
concha	coajă	concha	coajă	N;FEM;SG	N;INDF;FEM;SG
implementación	implementarea	implementación	implementare	N;FEM;SG	N;DEF;FEM;SG
implementación	implementare	implementación	implementare	N;FEM;SG	N;INDF;FEM;SG
implementación	implementarea	implementación	implementare	N;FEM;SG	N;DEF;FEM;SG
perdida	pierdut	perdido	pierdut	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
perdida	pierdută	perdido	pierde	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
ciudadanía	cetățenie	ciudadanía	cetățenie	N;FEM;SG	N;INDF;FEM;SG
ciudadanía	cetățenia	ciudadanía	cetățenie	N;FEM;SG	N;DEF;FEM;SG
significativo	semnificativă	significativo	semnificativ	ADJ;MASC;SG	ADJ;INDF;FEM;SG
desastre	dezastrul	desastre	dezastru	N;MASC;SG	N;DEF;MASC;SG
desastre	dezastru	desastre	dezastru	N;MASC;SG	N;INDF;MASC;SG
ltd	ltd	ltd	ltd	N	N
identificado	identificat	identificado	identifica	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
identificado	identificată	identificado	identifica	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
ejecutar	execută	ejecutar	executa	V;NFIN	V;IND;SG;3;PST;FIN
ejecutar	rulează	ejecutar	rula	V;NFIN	V;IND;3;PRS;FIN
studio	studio	studio	studio	N;MASC;SG	N;INDF;MASC;SG
studio	studioul	studio	studio	N;MASC;SG	N;DEF;MASC;SG
destinada	destinat	destinado	destinat	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
calificación	rating	calificación	ratinge	N;FEM;SG	N;INDF;MASC;SG
calificación	evaluare	calificación	evaluare	N;FEM;SG	N;INDF;FEM;SG
calificación	calificarea	calificación	calificare	N;FEM;SG	N;DEF;FEM;SG
calificación	calificare	calificación	calificare	N;FEM;SG	N;INDF;FEM;SG
dramática	dramatic	dramático	dramatic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
dramática	dramatică	dramático	dramatic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
antoine	antoine	antoinar	antoină	N;MASC;SG	N;INDF;MASC;SG
plástico	plastic	plástico	plastic	N;MASC;SG	N;INDF;MASC;SG
plástico	plasticul	plástico	plastic	N;MASC;SG	N;DEF;MASC;SG
plástico	plastic	plástico	plastic	N;MASC;SG	N;INDF;MASC;SG
armadura	armură	armadura	armură	N;FEM;SG	N;INDF;FEM;SG
armadura	armura	armadura	armură	N;FEM;SG	N;DEF;FEM;SG
armadura	armură	armadura	armură	N;FEM;SG	N;INDF;FEM;SG
armadura	armura	armadura	armură	N;FEM;SG	N;DEF;FEM;SG
espaciales	spațiale	espacial	spațial	ADJ;PL	ADJ;INDF;FEM;PL
dedicados	dedicate	dedicado	dedica	ADJ;MASC;PL;V.PTCP	ADJ;INDF;FEM;PL
bebé	iubire	bebé	iubire	N;MASC;SG	N;INDF;FEM;SG
bebé	copil	bebé	copil	N;MASC;SG	N;INDF;MASC;SG
bebé	iubito	bebé	iubito	N;MASC;SG	N;INDF;MASC;SG
hits	hituri	hit	hitură	N;MASC;PL	N;INDF;FEM;PL
mortal	mortală	mortal	mortal	ADJ;SG	ADJ;INDF;FEM;SG
mortal	fatal	mortal	fatal	ADJ;SG	ADJ;INDF;MASC;SG
mortal	fatala	mortal	fatală	ADJ;SG	ADJ;DEF;FEM;SG
mortal	fatală	mortal	fatal	ADJ;SG	ADJ;INDF;FEM;SG
mortal	muritoare	mortal	muritor	ADJ;SG	ADJ;INDF;FEM
reconocimientos	examinări	reconocimiento	examinare	N;MASC;PL	N;INDF;FEM;PL
reconocimientos	examene	reconocimiento	examen	N;MASC;PL	N;INDF;FEM;PL
tallos	tulpini	tallo	tulpină	N;MASC;PL	N;INDF;FEM;PL
tallos	tulpinile	tallo	tulpină	N;MASC;PL	N;DEF;FEM;PL
casino	cazino	casino	cazină	N;MASC;SG	N;INDF;MASC;SG
casino	cazinou	casino	cazinou	N;MASC;SG	N;INDF;MASC;SG
casino	casino	casino	casino	N;MASC;SG	N;INDF;MASC;SG
vencedor	câștigător	vencedor	câștigător	N;MASC;SG	N;INDF;MASC;SG
vencedor	învingător	vencedor	învingător	N;MASC;SG	N;INDF;MASC;SG
vencedor	castigator	vencedor	castigator	N;MASC;SG	N;INDF;MASC;SG
adoptado	adoptat	adoptar	adopta	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
adoptado	adoptată	adoptar	adopta	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
colinas	dealurile	colina	deal	N;FEM;PL	N;DEF;FEM;PL
colinas	coline	colina	colină	N;FEM;PL	N;INDF;FEM;PL
colinas	dealuri	colina	deal	N;FEM;PL	N;INDF;FEM;PL
extranjeras	străine	extranjero	străin	ADJ;FEM;PL	ADJ;INDF;FEM;PL
membrana	membrană	membrana	membrană	N;FEM;SG	N;INDF;FEM;SG
membrana	membrana	membrana	membrană	N;FEM;SG	N;DEF;FEM;SG
etnia	etnie	etnia	etnie	N;FEM;SG	N;INDF;FEM;SG
ruido	zgomotul	ruido	zgomot	N;MASC;SG	N;DEF;MASC;SG
ruido	gălăgie	ruido	gălăgie	N;MASC;SG	N;INDF;FEM;SG
ruido	zgomot	ruido	zgomot	N;MASC;SG	N;INDF;MASC;SG
radar	radarul	radar	radar	N;MASC;SG	N;DEF;MASC;SG
radar	radar	radar	radar	N;MASC;SG	N;INDF;MASC;SG
television	televizor	television	televizor	N;FEM;SG	N;INDF;MASC;SG
television	televiziune	television	televiziune	N;FEM;SG	N;INDF;FEM;SG
