amb	مع	amb	مَعَ	ADP	ADP;ACC
disciplina	الانضباط	disciplina	اِنضِبَاط	N;FEM;SG	N;NOM;DEF;SG
presoners	سجناء	presoner	سَجِين	N;MASC;PL	N;NOM;INDF;PL
presoners	المساجين	presoner	مُسَاجِي	N;MASC;PL	N;NOM;DEF;PL
presoners	الاسرى	presoner	أَسِير	N;MASC;PL	N;NOM;DEF;PL
presoners	السجناء	presoner	سَجِين	N;MASC;PL	N;NOM;DEF;PL
plantilles	نماذج	plantilla	نَمُوذَج	N;FEM;PL	N;NOM;INDF;PL
plantilles	قوالب	plantilla	قَالَب	N;FEM;PL	N;NOM;INDF;PL
plantilles	القوالب	plantilla	قَالِب	N;FEM;PL	N;NOM;DEF;PL
discurs	خطبة	discurs	خُطبَة	N;MASC;SG	N;NOM;INDF;SG
discurs	كلام	discurs	كَلَام	N;MASC;SG	N;NOM;INDF;SG
discurs	الكلام	discurs	كَلَام	N;MASC;SG	N;NOM;DEF;SG
discurs	الخطاب	discurs	خِطَاب	N;MASC;SG	N;NOM;DEF;SG
transmissió	الارسال	transmissió	إِرسَال	N;FEM;SG	N;NOM;DEF;SG
testament	العهد	testament	عَهد	N;MASC;SG	N;NOM;DEF;SG
profunditat	عمق	profunditat	عُمق	N;FEM;SG	N;NOM;INDF;SG
profunditat	العمق	profunditat	عُمق	N;FEM;SG	N;NOM;DEF;SG
mineral	المعدنية	mineral	مَعدِنِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
continent	القارة	continent	قَارَّة	N;MASC;SG	N;NOM;DEF;SG
continent	قارة	continent	قَارَّة	N;MASC;SG	N;NOM;INDF;SG
períodes	فترات	període	فَترَة	N;MASC;PL	N;NOM;INDF;PL
períodes	الفترات	període	فَترَة	N;MASC;PL	N;NOM;DEF;PL
criteris	معايير	criteri	مِعيَار	N;MASC;PL	N;NOM;INDF;PL
criteris	المعايير	criteri	مِعيَار	N;MASC;PL	N;NOM;DEF;PL
atmosfera	الجو	atmosfera	جَوّ	N;FEM;SG	N;NOM;DEF;SG
bizantí	البيزنطية	bizantí	بِيزنطِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
proposat	مقترحة	proposat	مُقتَرَح	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
proposat	المقترح	proposat	مُقتَرَح	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
combinació	مزيج	combinació	مَزِيج	N;FEM;SG	N;NOM;INDF;SG
combinació	تركيبة	combinació	تَركِيبَة	N;FEM;SG	N;NOM;INDF;SG
botigues	متاجر	botiga	مُتَأَجِّر	N;FEM;PL	N;NOM;INDF;PL
botigues	المحلات	botiga	مَحَلّ	N;FEM;PL	N;NOM;DEF;PL
botigues	محلات	botiga	مَحَلّ	N;FEM;PL	N;NOM;INDF;PL
botigues	المتاجر	botiga	مُتَأَجِّر	N;FEM;PL	N;NOM;DEF;PL
botigues	متاجر	botiga	مُتَأَجِّر	N;FEM;PL	N;NOM;INDF;PL
botigues	المخازن	botiga	مَخزَن	N;FEM;PL	N;NOM;DEF;PL
botigues	محلات	botiga	مَحَلّ	N;FEM;PL	N;NOM;INDF;PL
botigues	المتاجر	botiga	مُتَأَجِّر	N;FEM;PL	N;NOM;DEF;PL
botigues	مخازن	botiga	مَخزَن	N;FEM;PL	N;NOM;INDF;PL
disposició	التصميم	disposició	تَصمِيم	N;FEM;SG	N;NOM;DEF;SG
disposició	التخطيط	disposició	تَخطِيط	N;FEM;SG	N;NOM;DEF;SG
disposició	تخطيط	disposició	تَخطِيط	N;FEM;SG	N;NOM;INDF;SG
sacerdot	الكاهن	sacerdot	كَاهِن	N;MASC;SG	N;NOM;DEF;SG
episodis	الحلقات	episodi	حَلقَة	N;MASC;PL	N;NOM;DEF;PL
episodis	حلقات	episodi	حَلقَة	N;MASC;PL	N;NOM;INDF;PL
ona	الموجة	ona	مُوجَة	N;FEM;SG	N;NOM;DEF;SG
ona	موجة	ona	مَوجَة	N;FEM;SG	N;NOM;INDF;SG
organisme	الكائن	organisme	كَائِن	N;MASC;SG	N;NOM;DEF;SG
paletes	منصات	paleta	مِنَصَّة	N;MASC;PL	N;NOM;INDF;PL
taules	الجداول	taula	جَدوَل	N;FEM;PL	N;NOM;DEF;PL
taules	طاولات	taula	طَاوَل	N;FEM;PL	N;NOM;INDF;PL
taules	الطاولات	taula	طَاوِل	N;FEM;PL	N;NOM;DEF;PL
taules	جداول	taula	جَدوَل	N;FEM;PL	N;NOM;INDF;PL
pati	الفناء	pati	فَنَّاء	N;MASC;SG	N;NOM;DEF;SG
pati	فناء	pati	فِنَاء	N;MASC;SG	N;NOM;INDF;SG
pati	الساحة	pati	سَاحَة	N;MASC;SG	N;NOM;DEF;SG
pati	ساحة	pati	سَاحَة	N;MASC;SG	N;NOM;INDF;SG
pati	ياردة	pati	أَارِد	N;MASC;SG	N;NOM;INDF;SG
pati	فناء	pati	فِنَاء	N;MASC;SG	N;NOM;INDF;SG
veritat	الحقيقة	veritat	حَقِيقَة	N;FEM;SG	N;NOM;DEF;SG
sectors	قطاعات	sector	قِطَاع	N;MASC;PL	N;NOM;INDF;PL
sectors	القطاعات	sector	قِطَاع	N;MASC;PL	N;NOM;DEF;PL
manteniment	النفقة	manteniment	نِفقَة	N;MASC;SG	N;NOM;DEF;SG
manteniment	صيانة	manteniment	صِيَانَة	N;MASC;SG	N;NOM;INDF;SG
manteniment	الصيانة	manteniment	صِيَانَة	N;MASC;SG	N;NOM;DEF;SG
útil	مفيدة	útil	مُفِيد	ADJ;SG	ADJ;NOM;INDF;FEM;SG
útil	مفيد	útil	مفيد	ADJ;SG	ADJ;NOM;INDF;MASC;SG
reformes	الاصلاحات	reforma	إِصلَاح	N;FEM;PL	N;NOM;DEF;PL
reformes	اصلاحات	reforma	إِصلَاح	N;FEM;PL	N;NOM;INDF;PL
rècord	تسجيل	rècord	تَسجِيل	N;MASC;SG	N;NOM;INDF;SG
rècord	السجل	rècord	سِجِلّ	N;MASC;SG	N;NOM;DEF;SG
artilleria	المدفعية	artilleria	مَدفَعِيّ	N;FEM;SG	N;NOM;DEF;SG
artilleria	مدفعية	artilleria	مِدفَعِيَّة	N;FEM;SG	N;NOM;INDF;SG
utilització	الاستعمال	utilització	اِستِعمَال	N;FEM;SG	N;NOM;DEF;SG
utilització	استخدام	utilització	اِستِخدَام	N;FEM;SG	N;NOM;INDF;SG
utilització	الاستخدام	utilització	اِستِخدَام	N;FEM;SG	N;NOM;DEF;SG
renaixement	النهضة	renaixement	نَهضَة	N;MASC;SG	N;NOM;DEF;SG
renaixement	الانبعاث	renaixement	اِنبِعَاث	N;MASC;SG	N;NOM;DEF;SG
renaixement	انبعاث	renaixement	اِنبِعَاث	N;MASC;SG	N;NOM;INDF;SG
avió	الطائرة	avió	طَائِرَة	N;MASC;SG	N;NOM;DEF;SG
avió	طائرة	avió	طَائِرَة	N;MASC;SG	N;NOM;INDF;SG
avió	الطائرة	avió	طَائِرَة	N;MASC;SG	N;NOM;DEF;SG
avió	طائرة	avió	طَائِرَة	N;MASC;SG	N;NOM;INDF;SG
mines	مناجم	mina	مَنجَم	N;FEM;PL	N;NOM;INDF;PL
mines	الالغام	mina	لَغَم	N;FEM;PL	N;NOM;DEF;PL
mines	المناجم	mina	مَنجَم	N;FEM;PL	N;NOM;DEF;PL
escenari	المنصة	escenari	مِنَصَّة	N;MASC;SG	N;NOM;DEF;SG
escenari	المسرح	escenari	مَسرَح	N;MASC;SG	N;NOM;DEF;SG
escenari	المرحلة	escenari	مَرحَلَة	N;MASC;SG	N;NOM;DEF;SG
escenari	مرحلة	escenari	مَرحَلَة	N;MASC;SG	N;NOM;INDF;SG
uneix	انضم	unir	اِنضَمّ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
quarts	ارباع	quarts	رِبع	N;MASC;PL	N;NOM;INDF;PL
oxigen	الاكسجين	oxigen	أُكسُجّ	N;MASC;SG	N;NOM;DEF;SG
mode	النمط	mode	نَمَط	N;MASC;SG	N;NOM;DEF;SG
mode	الوضع	mode	وَضع	N;MASC;SG	N;NOM;DEF;SG
mode	نمط	mode	نَمَط	N;MASC;SG	N;NOM;INDF;SG
variable	متغير	variable	مُتَغَيِّر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
variable	متغيرة	variable	مُتَغَيِّر	ADJ;SG	ADJ;NOM;INDF;FEM;SG
suec	السويدية	suec	سوِيدِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
suec	سويدي	suec	سويدي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
suec	سويدية	suec	سويدية	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
desaparèixer	تختفي	desaparèixer	اِختَفَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
recuperació	استرداد	recuperació	اِستِردَاد	N;FEM;SG	N;NOM;INDF;SG
recuperació	تعافي	recuperació	عَافَى	N;FEM;SG	N;NOM;INDF;SG
recuperació	التعافي	recuperació	تَعَافِي	N;FEM;SG	N;NOM;DEF;SG
recuperació	الانتعاش	recuperació	اِنتِعَاش	N;FEM;SG	N;NOM;DEF;SG
recuperació	الانعاش	recuperació	إِنعَاش	N;FEM;SG	N;NOM;DEF;SG
regiment	الفوج	regiment	فَوجَة	N;MASC;SG	N;NOM;DEF;SG
tancat	مغلقة	tancat	مُغلَق	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
tancat	مغلق	tancat	مُغلَق	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
legal	قانوني	legal	قانوني	ADJ;SG	ADJ;NOM;INDF;MASC;SG
legal	قانونية	legal	قَانُونِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
legal	القانوني	legal	قَانُونِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
camins	الطرق	camí	طَرِيقَة	N;MASC;PL	N;NOM;DEF;PL
camins	طرق	camí	طَرِيقَة	N;MASC;PL	N;NOM;INDF;PL
camins	الطرقات	camí	طَرِيق	N;MASC;PL	N;NOM;DEF;PL
camins	مسارات	camí	مَسَار	N;MASC;PL	N;NOM;INDF;PL
camins	المسارات	camí	مَسَار	N;MASC;PL	N;NOM;DEF;PL
iran	ايران	iran	إِيرَان	N;MASC;SG	N;NOM;INDF;SG
violència	العنف	violència	عُنف	N;FEM;SG	N;NOM;DEF;SG
violència	عنف	violència	عُنف	N;FEM;SG	N;NOM;INDF;SG
vidre	زجاج	vidre	زجاج	N;MASC;SG	N;NOM;INDF;SG
vidre	الزجاج	vidre	زُجَاج	N;MASC;SG	N;NOM;DEF;SG
programació	برمجة	programació	برمجة	N;FEM;SG	N;NOM;INDF;SG
programació	البرمجة	programació	بَرمَجَة	N;FEM;SG	N;NOM;DEF;SG
dividit	مقسم	dividit	مَقسِم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
dividit	مقسمة	dividit	مُقَسَّم	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
continguts	محتويات	contingut	مُحتَوَى	N;MASC;PL	N;NOM;INDF;PL
aquelles	هؤلاء	aquell	هٰذَا	DET;FEM;PL	DET;NOM;MASC;PL
necessitats	احتياجات	necessitat	اِحتِيَاج	N;FEM;PL	N;NOM;INDF;PL
necessitats	الاحتياجات	necessitat	اِحتِيَاج	N;FEM;PL	N;NOM;DEF;PL
necessitats	حاجات	necessitat	حَاجَة	N;FEM;PL	N;NOM;INDF;PL
necessitats	الحاجات	necessitat	حَاجَة	N;FEM;PL	N;NOM;DEF;PL
comentaris	تعليقات	comentari	تَعلِيق	N;MASC;PL	N;NOM;INDF;PL
comentaris	التعليقات	comentari	تَعلِيق	N;MASC;PL	N;NOM;DEF;PL
dificultats	الصعوبات	dificultat	صُعُوبَة	N;FEM;PL	N;NOM;DEF;PL
dificultats	المصاعب	dificultat	مَصعَب	N;FEM;PL	N;NOM;DEF;PL
dificultats	صعوبات	dificultat	صُعُوبَة	N;FEM;PL	N;NOM;INDF;PL
dificultats	مصاعب	dificultat	مَصعَب	N;FEM;PL	N;NOM;INDF;PL
consulta	استفسار	consulta	اِستِفسَار	N;FEM;SG	N;NOM;INDF;SG
consulta	التشاور	consulta	تَشَاوُر	N;FEM;SG	N;NOM;DEF;SG
consulta	مشاورة	consulta	مُشَاوَرَة	N;FEM;SG	N;NOM;INDF;SG
consulta	استشارة	consulta	اِستِشَارَة	N;FEM;SG	N;NOM;INDF;SG
consulta	الاستشارة	consulta	اِستِشَارَة	N;FEM;SG	N;NOM;DEF;SG
assaig	الاختبار	assaig	اِختِبَار	N;MASC;SG	N;NOM;DEF;SG
assaig	اختبار	assaig	اِختِبَار	N;MASC;SG	N;NOM;INDF;SG
passeig	المشي	passeig	مُشِيّ	N;MASC;SG	N;NOM;DEF;SG
sales	الغرف	sala	غُرفَة	N;FEM;PL	N;NOM;DEF;PL
sales	غرف	sala	غُرفَة	N;FEM;PL	N;NOM;INDF;PL
sales	قاعات	sala	قَاعَة	N;FEM;PL	N;NOM;INDF;PL
sales	القاعات	sala	قَاعَة	N;FEM;PL	N;NOM;DEF;PL
arrels	جذور	arrel	جذور	N;FEM;PL	N;NOM;INDF;PL
judici	محاكمة	judici	مُحَاكَمَة	N;MASC;SG	N;NOM;INDF;SG
judici	المحاكمة	judici	مُحَاكَمَة	N;MASC;SG	N;NOM;DEF;SG
manual	يدوي	manual	يَدَوِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
amistat	الصداقة	amistat	صَدَاقَة	N;FEM;SG	N;NOM;DEF;SG
amistat	صداقة	amistat	صَدَاقَة	N;FEM;SG	N;NOM;INDF;SG
amistat	صديق	amistat	صَدِيق	N;FEM;SG	N;NOM;INDF;SG
amistat	الصديق	amistat	صَدِيق	N;FEM;SG	N;NOM;DEF;SG
llicència	الرخصة	llicència	رُخصَة	N;FEM;SG	N;NOM;DEF;SG
llicència	رخصة	llicència	رُخصَة	N;FEM;SG	N;NOM;INDF;SG
llicència	الترخيص	llicència	تَرخِيص	N;FEM;SG	N;NOM;DEF;SG
llicència	الرخصة	llicència	رُخصَة	N;FEM;SG	N;NOM;DEF;SG
llicència	ترخيص	llicència	تَرخِيص	N;FEM;SG	N;NOM;INDF;SG
llicència	رخصة	llicència	رُخصَة	N;FEM;SG	N;NOM;INDF;SG
llicència	الترخيص	llicència	تَرخِيص	N;FEM;SG	N;NOM;DEF;SG
universitats	جامعات	universitat	جَامِعَة	N;FEM;PL	N;NOM;INDF;PL
universitats	الجامعات	universitat	جَامِعَة	N;FEM;PL	N;NOM;DEF;PL
poders	سلطات	poder	سُلطَة	N;MASC;PL	N;NOM;INDF;PL
poders	القوى	poder	قُوَّة	N;MASC;PL	N;NOM;DEF;PL
poders	الصلاحيات	poder	صَلَاحِيَّة	N;MASC;PL	N;NOM;DEF;PL
cavallers	السادة	cavaller	سَيِّد	N;MASC;PL	N;NOM;DEF;PL
equació	المعادلة	equació	مُعَادَلَة	N;FEM;SG	N;NOM;DEF;SG
equació	معادلة	equació	مُعَادَلَة	N;FEM;SG	N;NOM;INDF;SG
enterrat	مدفون	enterrat	مَدفُون	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
enterrat	مدفونة	enterrat	مَدفُون	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
petició	طلب	petició	طَلَب	N;FEM;SG	N;NOM;INDF;SG
petició	الطلب	petició	طَلَب	N;FEM;SG	N;NOM;DEF;SG
petició	الالتماس	petició	اِلتِمَاس	N;FEM;SG	N;NOM;DEF;SG
petició	التماس	petició	تَمَاسّ	N;FEM;SG	N;NOM;DEF;SG
petició	العريضة	petició	عَرِيض	N;FEM;SG	N;NOM;DEF;SG
diaris	الصحف	diari	صَحِيفَة	N;MASC;PL	N;NOM;DEF;PL
diaris	صحف	diari	صَحِيفَة	N;MASC;PL	N;NOM;INDF;PL
diaris	الجرائد	diari	جَرِيدَة	N;MASC;PL	N;NOM;DEF;PL
imposar	فرض	imposar	فَرَض	V;NFIN	V;PFV;MASC;SG;3;ACT
càncer	السرطان	càncer	سَرَطَان	N;MASC;SG	N;NOM;DEF;SG
graus	درجات	grau	دَرَجَة	N;MASC;PL	N;NOM;INDF;PL
historiadors	المؤرخين	historiador	مُؤَرِّخ	N;MASC;PL	N;NOM;DEF;PL
usos	الاستخدامات	ús	اِستِخدَام	N;MASC;PL	N;NOM;DEF;PL
usos	استخدامات	ús	اِستِخدَام	N;MASC;PL	N;NOM;INDF;PL
turc	التركية	turc	تُركِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
turc	تركية	turc	تُركِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
adults	بالغين	adult	بَالِغ	N;MASC;PL	N;NOM;INDF;PL
nominacions	ترشيحات	nominació	تَرشِيح	N;FEM;PL	N;NOM;INDF;PL
nominacions	الترشيحات	nominació	تَرشِيح	N;FEM;PL	N;NOM;DEF;PL
sobirania	السيادة	sobirania	سِيَادَة	N;FEM;SG	N;NOM;DEF;SG
jazz	الجاز	jazz	جَاز	N;MASC;SG	N;NOM;DEF;SG
monedes	عملات	moneda	عُملَة	N;FEM;PL	N;NOM;INDF;PL
monedes	العملات	moneda	عُملَة	N;FEM;PL	N;NOM;DEF;PL
monedes	عملات	moneda	عُملَة	N;FEM;PL	N;NOM;INDF;PL
monedes	العملات	moneda	عُملَة	N;FEM;PL	N;NOM;DEF;PL
fragments	شظايا	fragment	شَظِيَّة	N;MASC;PL	N;NOM;INDF;PL
fragments	الشظايا	fragment	شَظِيَّة	N;MASC;PL	N;NOM;DEF;PL
temporal	مؤقتا	temporal	مُؤَقَّت	ADJ;SG	ADJ;ACC;INDF;MASC;SG
temporal	المؤقت	temporal	مُؤَقَّت	ADJ;SG	ADJ;NOM;DEF;MASC;SG
temporal	مؤقتة	temporal	مُؤَقَّت	ADJ;SG	ADJ;NOM;INDF;FEM;SG
temporal	مؤقت	temporal	مُؤَقَّت	ADJ;SG	ADJ;NOM;INDF;MASC;SG
confederació	الاتحاد	confederació	اِتِّحَاد	N;FEM;SG	N;NOM;DEF;SG
localització	موقع	localització	مَوقِع	N;FEM;SG	N;NOM;INDF;SG
localització	الموقع	localització	مَوقِع	N;FEM;SG	N;NOM;DEF;SG
localització	المكان	localització	مَكَان	N;FEM;SG	N;NOM;DEF;SG
potencial	امكانية	potencial	إِمكَانِيَّة	N;MASC;SG	N;NOM;INDF;SG
cobert	مغطاة	cobert	مُغَطَّا	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
oficines	مكاتب	oficina	مَكتَب	N;FEM;PL	N;NOM;INDF;PL
oficines	المكاتب	oficina	مَكتَب	N;FEM;PL	N;NOM;DEF;PL
neerlandès	الهولندي	neerlandès	هُولَندِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
neerlandès	الهولندية	neerlandès	هُولَندِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
turcs	الاتراك	turc	تُرك	N;MASC;PL	N;NOM;DEF;PL
moral	اخلاقي	moral	إِخلَاقِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
moral	الاخلاقية	moral	أَخلَاقِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
moral	اخلاقية	moral	إِخلَاقِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
equador	الاستواء	equador	اِستِوَاء	N;MASC;SG	N;NOM;DEF;SG
notícia	خبر	notícia	خَبَر	N;FEM;SG	N;NOM;INDF;SG
femelles	الاناث	femella	أَنَاث	N;FEM;PL	N;NOM;DEF;PL
acer	الفولاذ	acer	فُولَاذ	N;MASC;SG	N;NOM;DEF;SG
acer	الصلب	acer	صُلب	N;MASC;SG	N;NOM;DEF;SG
farmàcia	الصيدلية	farmàcia	صِيدلِيّ	N;FEM;SG	N;NOM;DEF;SG
farmàcia	صيدلية	farmàcia	صَيدَلِيّ	N;FEM;SG	N;NOM;INDF;SG
celebració	احتفال	celebració	اِحتِفَال	N;FEM;SG	N;NOM;INDF;SG
celebració	الاحتفال	celebració	اِحتِفَال	N;FEM;SG	N;NOM;DEF;SG
informe	الابلاغ	informe	إِبلَاغ	N;MASC;SG	N;NOM;DEF;SG
informe	التقرير	informe	تَقرِير	N;MASC;SG	N;NOM;DEF;SG
informe	تقرير	informe	تَقرِير	N;MASC;SG	N;NOM;INDF;SG
informe	بلاغ	informe	بَلَغ	N;MASC;SG	N;NOM;INDF;SG
dictadura	الدكتاتورية	dictadura	دِكتَاتُورِيّ	N;FEM;SG	N;NOM;DEF;SG
finlàndia	الفنلندي	finlàndia	فِنلَندِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
finlàndia	الفنلندية	finlàndia	فِنلَندِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
cursos	الدورات	curs	دَورَة	N;MASC;PL	N;NOM;DEF;PL
seqüència	التسلسل	seqüència	تَسَلسُل	N;FEM;SG	N;NOM;DEF;SG
seqüència	تسلسل	seqüència	تسِلسِل	N;FEM;SG	N;NOM;INDF;SG
califa	الخليفة	califar	خَلِيفَة	N;MASC;SG	N;NOM;DEF;SG
flux	تدفق	flux	تَدَفُّق	N;MASC;SG	N;NOM;INDF;SG
flux	التدفق	flux	تَدَفُّق	N;MASC;SG	N;NOM;DEF;SG
acabada	منتهي	acabar	منتهي	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
estàtua	تمثال	estàtua	تِمثَال	N;FEM;SG	N;NOM;INDF;SG
estàtua	التمثال	estàtua	تَمَثَّال	N;FEM;SG	N;NOM;DEF;SG
retirat	متقاعد	retirat	مُتَقَاعِد	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
secundari	ثانوي	secundari	ثَانَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
secundari	ثانوية	secundari	ثَانَوِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
cotxe	السيارة	cotxe	سَيَّارَة	N;MASC;SG	N;NOM;DEF;SG
cotxe	سيارة	cotxe	سَيَّارَة	N;MASC;SG	N;NOM;INDF;SG
registres	السجلات	registre	سِجِلّ	N;MASC;PL	N;NOM;DEF;PL
registres	سجلات	registre	سِجِلّ	N;MASC;PL	N;NOM;INDF;PL
esforços	الجهود	esforç	جَهد	N;MASC;PL	N;NOM;DEF;PL
líders	قادة	líder	قَائِد	N;PL	N;NOM;INDF;PL
líders	الزعماء	líder	زَعِيم	N;PL	N;NOM;DEF;PL
líders	القادة	líder	قَائِد	N;PL	N;NOM;DEF;PL
líders	زعماء	líder	زَعِيم	N;PL	N;NOM;INDF;PL
fotos	الصور	foto	الصور	N;FEM;PL	N;NOM;DEF;PL
fotos	صور	foto	صُورَة	N;FEM;PL	N;NOM;INDF;PL
jardins	حدائق	jardí	حَدِيقَة	N;MASC;PL	N;NOM;INDF;PL
jardins	الحدائق	jardí	حَدِيقَة	N;MASC;PL	N;NOM;DEF;PL
soviètic	السوفييتية	soviètic	سُوفيِيتِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
soviètic	السوفياتي	soviètic	سُوفيَاتِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
seguidors	متابعين	seguidor	مُتَأَابِع	N;MASC;PL	N;NOM;INDF;PL
seguidors	المتابعين	seguidor	مُتَابِع	N;MASC;PL	N;NOM;DEF;PL
campanyes	الحملات	campanya	حَملَة	N;FEM;PL	N;NOM;DEF;PL
campanyes	حملات	campanya	حَملَة	N;FEM;PL	N;NOM;INDF;PL
cinquè	خامس	cinquè	خَامِس	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
cinquè	الخامس	cinquè	خَامِس	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
cinquè	الخامسة	cinquè	خَامِس	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
aprofitar	اغتنم	aprofitar	اِغتَنَم	V;NFIN	V;PFV;MASC;SG;3;ACT
noia	فتاة	noia	فَتَاة	N;FEM;SG	N;NOM;INDF;SG
noia	البنت	noia	بَنت	N;FEM;SG	N;NOM;DEF;SG
noia	الفتاة	noia	فَتَاة	N;FEM;SG	N;NOM;DEF;SG
aprendre	يتعلم	aprendre	تَعَلَّم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
aprendre	تعلم	aprendre	عَلِم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
aprendre	تتعلم	aprendre	تَعَلَّم	V;NFIN	V;IPFV;MASC;IND;SG;2;FIN;ACT
aprendre	تعلموا	aprendre	تَعَلَّم	V;NFIN	V;PFV;MASC;PL;3;ACT
radiació	الاشعاع	radiació	شَعع	N;FEM;SG	N;NOM;DEF;SG
radiació	اشعاع	radiació	شَعع	N;FEM;SG	N;NOM;INDF;SG
químic	كيميائية	químic	كِيمِيَائَة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
químic	كيميائي	químic	كِيمِيَائِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
químic	كيميائي	químic	كِيمِيَائِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
ports	موانئ	port	مِينَاء	N;MASC;PL	N;NOM;INDF;PL
ports	الموانئ	port	مِينَاء	N;MASC;PL	N;NOM;DEF;PL
idiomes	لغات	idioma	لُغَة	N;MASC;PL	N;NOM;INDF;PL
idiomes	اللغات	idioma	لُغَة	N;MASC;PL	N;NOM;DEF;PL
raça	سلالة	raça	سِلَالَة	N;FEM;SG	N;NOM;INDF;SG
missions	بعثات	missió	بَعثَة	N;FEM;PL	N;NOM;INDF;PL
missions	البعثات	missió	بَعثَة	N;FEM;PL	N;NOM;DEF;PL
navegació	الملاحة	navegació	مِلَاحَة	N;FEM;SG	N;NOM;DEF;SG
jurisdicció	الاختصاص	jurisdicció	اِختِصَاص	N;FEM;SG	N;NOM;DEF;SG
separació	الانفصال	separació	اِنفِصَال	N;FEM;SG	N;NOM;DEF;SG
separació	انفصال	separació	اِنفِصَال	N;FEM;SG	N;NOM;INDF;SG
popularitat	شعبية	popularitat	شَعبِيَّة	N;FEM;SG	N;NOM;INDF;SG
divisions	الانقسامات	divisió	اِنقِسَام	N;FEM;PL	N;NOM;DEF;PL
rebé	استقبل	rebé	اِستَقبَل	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;SG;3;ACT
rebé	تلقت	rebé	تَلَقَّى	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;3;ACT
rebé	وردت	rebé	وَرَد	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;3;ACT
símbols	رموز	símbol	رَمز	N;MASC;PL	N;NOM;INDF;PL
símbols	الرموز	símbol	رَمز	N;MASC;PL	N;NOM;DEF;PL
literari	الادبية	literari	أَدَبِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
indis	هنود	indi	هَند	N;MASC;PL	N;NOM;INDF;PL
indis	الهنود	indi	هِندِيّ	N;MASC;PL	N;NOM;DEF;PL
senyora	السيدة	senyora	سَيِّدَة	N;FEM;SG	N;NOM;DEF;SG
senyora	سيدة	senyora	سَيِّدَة	N;FEM;SG	N;NOM;INDF;SG
sort	المحظوظ	sort	مَحظُوظ	N;FEM;SG	N;NOM;DEF;SG
andalusia	الاندلس	andalusia	الاندلس	N;FEM;SG	N;NOM;DEF;SG
índex	فهرس	índex	فهرس	N;MASC;SG	N;NOM;INDF;SG
índex	مؤشر	índex	مُؤَشِّر	N;MASC;SG	N;NOM;INDF;SG
