irmandade	veljeskunta	irmandade	veljes#kunta	N	N;NOM;SG
asentos	istuimet	asento	istua	N	N;NOM;PL
asentos	paikat	asento	paikka	N	N;NOM;PL
fondos	varat	fondo	vara	N	N;NOM;PL
fondos	rahastot	fondo	rahasto	N	N;NOM;PL
fondos	varojen	fondo	vara	N	N;GEN;PL
príncipes	prinssit	príncipe	prinssi	N	N;NOM;PL
elixido	valittu	elixir	valita	V	V;NOM;SG;V.PTCP;PASS
elixido	valitut	elixir	valita	V	V;NOM;PL;V.PTCP;PASS
socialismo	sosialismi	socialismo	sosialismi	N	N;NOM;SG
traio	tuoda	traio	tuoda	V	V;SG;NFIN;ACT
mantemento	huolto	mantemento	huolto	N	N;NOM;SG
mantemento	kunnossapito	mantemento	kunnos#sapitto	N	N;NOM;SG
mantemento	ylläpito	mantemento	ylläpito	N	N;NOM;SG
privilexios	oikeudet	privilexio	oikeus	N	N;NOM;PL
privilexios	etuoikeuksia	privilexio	etu#oikeus	N	N;PRT;PL
sabíao	tiesi	sabíao	tietää	V	V;IND;SG;3;PST;FIN;ACT
sabíao	tiesivät	sabíao	tietää	V	V;IND;PL;3;PST;FIN;ACT
pases	aika	pase	aika	N	N;NOM;SG
pases	ajan	pase	aika	N	N;GEN;SG
pases	aikaa	pase	aika	N	N;PRT;SG
botes	veneet	bote	vene	N	N;NOM;PL
botes	veneitä	bote	vene	N	N;PRT;PL
botes	laivat	bote	laiva	N	N;NOM;PL
tivésemos	oli	tevésemo	olla	V	V;IND;SG;3;PST;FIN;ACT
algodón	puuvillan	algodón	puu#vilta	N	N;GEN;SG
algodón	puuvilla	algodón	puuva	N	N;AT+ESS
;PL
algodón	puuvillaa	algodón	puu#vilta	N	N;AT+ESS
;PL
tirado	valehtelu	tirado	valehtelu	N	N;NOM;SG
pazo	palatsi	pazo	palatsi	N	N;NOM;SG
pazo	huvila	pazo	huvila	N	N;NOM;SG
pazo	villa	pazo	villa	N	N;NOM;SG
aturo	ottaa	aturo	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
aturo	ota	aturo	ottaa	V	V;IMP;SG;2;FIN;ACT
aturo	otetaan	aturo	ottaa	V	V;IND;PRS;FIN;PASS
aturo	seistä	aturo	seistä	V	V;SG;NFIN;ACT
aturo	seiso	aturo	seiso	V	V;IMP;SG;2;FIN;ACT
responsábeis	vastuussa	responsábel	vastuu	N	N;IN+ESS;SG
desexaría	toivottaa	desexar	toivottaa	V	V;IND;SG;2;PRS;FIN;ACT
aparta	hanki	apartir	hankkia	V	V;IMP;SG;2;FIN;ACT
aparta	saada	apartir	saada	V	V;SG;NFIN;ACT
aparta	saa	apartir	saada	V	V;IND;SG;0;PRS;FIN;ACT
aparta	hae	apartir	hakea	V	V;IMP;SG;2;FIN;ACT
municións	ammuksia	munición	ammus	N	N;PRT;PL
municións	ammukset	munición	ammus	N	N;NOM;PL
municións	ammuksia	munición	ammus	N	N;PRT;PL
municións	ammukset	munición	ammus	N	N;NOM;PL
escocés	viskiä	escocés	viski	N	N;PRT;SG
escocés	viski	escocés	viski	N	N;NOM;SG
quite	ottaa	quite	ottaa	V	V;IND;SG;3;PRS;FIN;ACT
quite	ota	quite	ottaa	V	V;IMP;SG;2;FIN;ACT
quite	otetaan	quite	ottaa	V	V;IND;PRS;FIN;PASS
descansa	lepää	descansa	levätä	V	V;IND;SG;2;PRS;FIN;ACT
descansa	levätä	descansa	levätä	V	V;SG;NFIN;ACT
pedido	tilaus	peder	tilaus	N	N;NOM;SG
pedido	järjestys	peder	järjestys	N	N;NOM;SG
pedido	tilaa	peder	tila	N	N;PRT;SG
francesas	ranskalainen	francesa	ranskalainen	ADJ	ADJ;NOM;SG
perdes	hävitä	perde	hävitä	V	V;SG;NFIN;ACT
perdes	häviä	perde	hävi	V	V;IMP;SG;2;FIN;ACT
perdes	menettää	perde	menettää	V	V;IND;SG;3;PRS;FIN;ACT
perdes	häviää	perde	hävitä	V	V;IND;SG;3;PRS;FIN;ACT
falaron	puhui	falar	puhua	V	V;IND;SG;3;PST;FIN;ACT
digno	arvoinen	digno	arvoinen	ADJ	ADJ;NOM;SG
fama	mainetta	facer	maine	N	N;PRT;SG
fama	maine	facer	maine	N	N;NOM;SG
fama	kuuluisuus	facer	kuuluisuus	N	N;NOM;SG
canibalismo	kannibalismia	canibalismo	kannibalinen	N	N;PRT;SG
duras	kova	duro	kova	ADJ	ADJ;NOM;SG
duras	kovaa	duro	kova	ADJ	ADJ;PRT;SG
duras	rankkaa	duro	rankka	ADJ	ADJ;PRT;SG
aceno	ele	aceno	ele	N	N;NOM;SG
trucos	temput	truco	tempu	N	N;NOM;PL
trucos	temppuja	truco	temppu	N	N;PRT;PL
burgueses	porvari	burguese	porvari	N	N;NOM;SG
vera	vera	verar	vera	N	N;NOM;SG
bárbaros	villit	bárbaro	villi	N	N;NOM;PL
entendín	ymmärretty	entender	ymmärtää	V	V;NOM;SG;V.PTCP;PASS
marines	merijalkaväki	marine	meri#jalka#väki	N	N;NOM;SG
marines	meren	marine	meri	N	N;GEN;SG
marines	merijalkaväki	marine	meri#jalka#väki	N	N;NOM;SG
marines	sotilas	marine	sotilas	N	N;NOM;SG
lucinda	lucinda	lucindar	lucinda	N	N;NOM;SG
armenia	armenian	armenia	armenia	N	N;GEN;SG
turista	turistit	turista	turisti	N	N;NOM;PL
turista	matkailu	turista	matkailu	N	N;NOM;SG
turista	turisti	turista	turisti	N	N;NOM;SG
alicia	liisa	alicia	liisa	N	N;NOM;SG
doutora	tohtori	doutor	tohtori	N	N;NOM;SG
doutora	lääkäri	doutor	lääkäri	N	N;NOM;SG
envioume	lähetetty	envioume	lähettää	V	V;NOM;SG;V.PTCP;PASS
envioume	lähetetyt	envioume	lähettää	V	V;NOM;PL;V.PTCP;PASS
conquistar	valloittaa	conquistar	valloittaa	V	V;IND;SG;3;PRS;FIN;ACT
equipos	ryhmät	equipo	ryhmä	N	N;NOM;PL
equipos	joukkueet	equipo	joukkue	N	N;NOM;PL
procede	tulee	proceder	tulla	V	V;IND;SG;3;PRS;FIN;ACT
vise	näki	visir	nähdä	V	V;IND;SG;3;PST;FIN;ACT
vise	katso	visir	katsoa	V	V;IMP;SG;2;FIN;ACT
refírome	tarkoita	refírome	tarkoittaa	V	V;IMP;SG;2;FIN;ACT
debates	keskusteluissa	debate	keskustelu	N	N;IN+ESS;PL
debates	keskustelut	debate	keskustelu	N	N;NOM;PL
debates	keskusteluja	debate	keskustelu	N	N;PRT;PL
debates	keskusteluissa	debate	keskustelu	N	N;IN+ESS;PL
debates	keskustelujen	debate	keskustelu	N	N;GEN;PL
debates	keskustelut	debate	keskustelu	N	N;NOM;PL
debates	keskusteluja	debate	keskustelu	N	N;PRT;PL
redes	verkkoja	rede	verkko	N	N;PRT;PL
redes	verkot	rede	verkko	N	N;NOM;PL
redes	verkostot	rede	verkosto	N	N;NOM;PL
redes	verkkojen	rede	verkka	N	N;GEN;PL
redes	verkot	rede	verkko	N	N;NOM;PL
investigadores	tutkijoita	investigador	tutkija	N	N;PRT;PL
investigadores	tutkijoiden	investigador	tutkija	N	N;GEN;PL
investigadores	tutkijat	investigador	tutkija	N	N;NOM;PL
utilidade	käyttö	utilidade	käyttö	N	N;NOM;SG
utilidade	hyöty	utilidade	hyöty	N	N;NOM;SG
entretemento	viihdettä	entretemento	viihde	N	N;PRT;SG
entretemento	viihde	entretemento	viihde	N	N;NOM;SG
trampas	ansoja	trampa	ansa	N	N;PRT;PL
decatei	tajusi	decatei	tajuta	V	V;IND;SG;3;PST;FIN;ACT
cometeu	sitoutuneet	cometar	sitoutua	V	V;NOM;PL;V.PTCP;ACT
cometeu	sitoutunut	cometar	sitoutua	V	V;NOM;SG;V.PTCP;ACT
cometeu	sitoutui	cometar	sitoutua	V	V;IND;SG;3;PST;FIN;ACT
cometeu	tehdyt	cometar	tehdä	V	V;NOM;PL;V.PTCP;PASS
cometeu	tehty	cometar	tehdä	V	V;NOM;SG;V.PTCP;PASS
cometeu	valmistettu	cometar	valmistaa	V	V;NOM;SG;V.PTCP;PASS
favoritos	suosikki	favorito	suosikki	N	N;NOM;SG
favoritos	lempi	favorito	lempi	N	N;NOM;SG
favoritos	suosikit	favorito	suosikki	N	N;NOM;PL
comparten	jakaa	compartir	jakaa	V	V;SG;NFIN;ACT
comparten	jaa	compartir	jaa	V	V;IMP;SG;2;FIN;ACT
illado	eristetty	illar	eristää	V	V;NOM;SG;V.PTCP;PASS
xuízos	tuomiot	xuízo	tuomio	N	N;NOM;PL
xuízos	tuomioiden	xuízo	tuomio	N	N;GEN;PL
xuízos	oikeudenkäynnit	xuízo	oikeuden#käynti	N	N;NOM;PL
xuízos	kokeet	xuízo	koe	N	N;NOM;PL
causas	syyt	causa	syy	N	N;NOM;PL
causas	syitä	causa	syy	N	N;PRT;PL
bate	hakkaa	bate	hakata	V	V;IMP;SG;2;PRS;FIN;ACT
substituír	korvata	substituír	korvata	V	V;SG;NFIN;ACT
substituír	korvataan	substituír	korvata	V	V;IND;PRS;FIN;PASS
substituír	korvaa	substituír	korva	V	V;IMP;SG;2;FIN;ACT
substituír	korvaava	substituír	korvata	V	V;NOM;SG;V.PTCP;ACT
debuxo	piirustus	debuxo	piirustus	N	N;NOM;SG
debuxo	piirros	debuxo	piirros	N	N;NOM;SG
rostros	naamat	rostro	naama	N	N;NOM;PL
rostros	ilmeet	rostro	ilme	N	N;NOM;PL
rostros	kasvoja	rostro	kasvot	N	N;PRT;PL
rostros	kasvot	rostro	kasvot	N	N;NOM;PL
rostros	ilme	rostro	ilme	N	N;NOM;SG
rostros	naama	rostro	naama	N	N;NOM;SG
rostros	kasvot	rostro	kasvot	N	N;NOM;PL
rostros	naamaa	rostro	naama	N	N;PRT;SG
aula	huoneen	aula	huone	N	N;GEN;SG
aula	huone	aula	huone	N	N;NOM;SG
aula	luokan	aula	luokka	N	N;GEN;SG
aula	luokka	aula	luokka	N	N;NOM;SG
sentirse	tunne	sentirse	tunne	N	N;NOM;SG
corrupción	korruptio	corrupción	korruptio	N	N;NOM;SG
corrupción	lahjontaa	corrupción	lahjonta	N	N;PRT;SG
corrupción	korruption	corrupción	korruptio	N	N;GEN;SG
corrupción	korruptiota	corrupción	korruptio	N	N;PRT;SG
corvos	varikset	corvo	varis	N	N;NOM;PL
prestar	maksaa	prestar	maksaa	V	V;IND;SG;3;PRS;FIN;ACT
prestar	maksa	prestar	maksaa	V	V;IMP;SG;2;FIN;ACT
prestar	maksaa	prestar	maksaa	V	V;IND;SG;3;PRS;FIN;ACT
prestar	maksettava	prestar	maksaa	V	V;NOM;SG;V.PTCP;PASS
persoais	henkilökohtaisia	persoal	henkilö#kohtainen	ADJ	ADJ;PRT;PL
persoais	henkilökohtaiset	persoal	henkilö#kohtainen	ADJ	ADJ;NOM;PL
persoais	henkilökohtainen	persoal	henkilö#kohtainen	ADJ	ADJ;NOM;SG
persoais	henkilökohtaista	persoal	henkilö#kohtainen	ADJ	ADJ;PRT;SG
herdanza	kulttuuriperintö	herdanza	kulttuuri#perintö	N	N;NOM;SG
herdanza	perintöä	herdanza	perintö	N	N;PRT;SG
herdanza	perintö	herdanza	perintö	N	N;NOM;SG
herdanza	perintö	herdanza	perintö	N	N;NOM;SG
herdanza	perinnön	herdanza	perintö	N	N;GEN;SG
defecto	oletus	defecto	oletus	N	N;NOM;SG
eléctrica	sähköinen	eléctrico	sähköinen	ADJ	ADJ;NOM;SG
eléctrica	sähköiset	eléctrico	sähköinen	ADJ	ADJ;NOM;PL
prestado	lainata	prestar	lainata	V	V;SG;NFIN;ACT
prestado	lainattu	prestar	lainata	V	V;NOM;SG;V.PTCP;PASS
prestado	lainasi	prestar	lainata	V	V;IND;SG;3;PST;FIN;ACT
interiores	sisäinen	interior	sisäinen	ADJ	ADJ;NOM;SG
traxes	itä	traxe	itä	N	N;NOM;SG
traxes	puku	traxe	puku	N	N;NOM;SG
traxes	mekko	traxe	mekko	N	N;NOM;SG
traxes	puvut	traxe	puku	N	N;NOM;PL
traxes	pukuja	traxe	puku	N	N;PRT;PL
limitado	rajallinen	limitado	rajallinen	ADJ	ADJ;NOM;SG
ancián	mies	ancián	mies	N	N;NOM;SG
ancián	äijä	ancián	äijä	N	N;NOM;SG
infección	tulehdus	infección	tulehdus	N	N;NOM;SG
infección	infektio	infección	infektio	N	N;NOM;SG
infección	infektiot	infección	infektio	N	N;NOM;PL
infección	tartunta	infección	tartunta	N	N;NOM;SG
recente	viimeaikainen	recente	viimeaikainen	ADJ	ADJ;NOM;SG
recente	viimeaikaiset	recente	viimeaikainen	ADJ	ADJ;NOM;PL
recente	viimeisimmät	recente	viimeinen	ADJ	ADJ;NOM;CMPR;PL
italianos	italialainen	italiano	italialainen	ADJ	ADJ;NOM;SG
xeracións	sukupolvet	xeración	suku#polvi	N	N;NOM;PL
xeracións	sukupolvien	xeración	suku#polvi	N	N;GEN;PL
barreira	este	barreira	este	N	N;NOM;SG
barreira	esteen	barreira	este	N	N;GEN;SG
ouviu	kuultu	ouviu	kuulla	V	V;NOM;SG;V.PTCP;PASS
ouviu	kuullut	ouviu	kuulla	V	V;NOM;SG;V.PTCP;ACT
ouviu	kuulin	ouviu	kuulla	V	V;IND;SG;1;PST;FIN;ACT
ouviu	kuuli	ouviu	kuulla	V	V;IND;SG;3;PST;FIN;ACT
ouviu	kuulla	ouviu	kuulla	V	V;SG;NFIN;ACT
ouviu	kuule	ouviu	kuulla	V	V;IMP;SG;2;FIN;ACT
ido	poissa	ido	poissa	ADV	ADV
arruinar	pilaa	arruinar	pilata	V	V;IND;SG;2;PRS;FIN;ACT
arruinar	pilata	arruinar	pilata	V	V;SG;NFIN;ACT
concertos	konsertteja	concerto	konsertti	N	N;PRT;PL
virus	virukset	virus	virus	N	N;NOM;PL
virus	virus	virus	virus	N	N;NOM;SG
virus	viruksen	virus	virus	N	N;GEN;SG
virus	virusta	virus	virus	N	N;IN+ABL;SG
pulmóns	keuhkot	pulmón	keuhko	N	N;NOM;PL
extremadamente	erittäin	extremadamente	erittäin	ADV	ADV
fármacos	huumeet	fármaco	huume	N	N;NOM;PL
fármacos	huumeita	fármaco	huume	N	N;PRT;PL
fármacos	lääkkeet	fármaco	lääke	N	N;NOM;PL
microbios	mikrobeja	microbio	mikro#bija	N	N;PRT;PL
prácticas	käytännöt	práctica	käytäntö	N	N;NOM;PL
prácticas	käytäntöjä	práctica	käytäntö	N	N;PRT;PL
prácticas	käytännön	práctica	käytäntö	N	N;GEN;SG
estudios	studios	estudio	studios	N	N;NOM;SG
arrecifes	riuttoja	arrecife	riutto	N	N;PRT;PL
ondas	aallot	onda	aalto	N	N;NOM;PL
ondas	aaltoja	onda	aalto	N	N;PRT;PL
acabará	päättyy	acabar	päättyä	V	V;IND;SG;3;PRS;FIN;ACT
acabará	päättynyt	acabar	päättyä	V	V;NOM;SG;V.PTCP;ACT
ártico	arktisen	ártico	arktinen	ADJ	ADJ;GEN;SG
tratei	yritetty	tratar	yrittää	V	V;NOM;SG;V.PTCP;PASS
tratei	yritti	tratar	yrittää	V	V;IND;SG;3;PST;FIN;ACT
tratei	kokeiltu	tratar	kokeilla	V	V;NOM;SG;V.PTCP;PASS
tratei	yritin	tratar	yrittää	V	V;IND;SG;1;PST;FIN;ACT
camiñas	kävelyllä	camiña	kävely	N	N;AT+ESS
;SG
camiñas	kävely	camiña	kävely	N	N;NOM;SG
camiñas	kävely	camiña	kävely	N	N;NOM;SG
entramos	käveli	entrar	kävellä	V	V;IND;SG;3;PST;FIN;ACT
entramos	kävellyt	entrar	kävellä	V	V;NOM;SG;V.PTCP;ACT
rescate	pelastus	rescate	pelastus	N	N;NOM;SG
rescate	pelastaminen	rescate	pelastaminen	N	N;NOM;SG
rescate	lunnaita	rescate	lunnas	N	N;PRT;PL
rescate	lunnaat	rescate	lunnas	N	N;NOM;PL
racismo	rasismia	racismo	rasismi	N	N;PRT;SG
racismo	rasismin	racismo	rasismi	N	N;GEN;SG
racismo	rasismi	racismo	rasismi	N	N;NOM;SG
esposo	aviomiehen	esposo	avio#mies	N	N;GEN;SG
esposo	aviomies	esposo	avio#mies	N	N;NOM;SG
grecia	kreikka	grecio	kreikka	N	N;NOM;SG
xove	nuoret	xover	nuori	N	N;NOM;PL
xenético	geneettistä	xenético	geneettinen	ADJ	ADJ;PRT;SG
xenético	geneettinen	xenético	geneettinen	ADJ	ADJ;NOM;SG
tecidos	kudosten	tecido	kudos	N	N;GEN;PL
caeron	pudotti	caer	pudottaa	V	V;IND;SG;3;PST;FIN;ACT
kilos	kiloa	kilo	kilo	N	N;PRT;SG
aburrida	tylsää	aburrido	tylsä	ADJ	ADJ;PRT;SG
aburrida	tylsää	aburrido	tylsä	ADJ	ADJ;PRT;SG
aburrida	tylsä	aburrido	tylsä	ADJ	ADJ;NOM;SG
tentan	kokeile	tentar	kokeilla	V	V;IMP;SG;2;FIN;ACT
tentan	yritä	tentar	yrittää	V	V;IMP;SG;2;FIN;ACT
tentan	yrittää	tentar	yrittää	V	V;IND;SG;3;PRS;FIN;ACT
tentan	yritän	tentar	yrittää	V	V;IND;SG;1;PRS;FIN;ACT
axencia	toimisto	axencia	toimisto	N	N;NOM;SG
axencia	kemikaalivirasto	axencia	kemikaali#virasto	N	N;NOM;SG
axencia	viraston	axencia	virasto	N	N;GEN;SG
axencia	virasto	axencia	virasto	N	N;NOM;SG
responsables	vastuussa	responsable	vastuu	N	N;IN+ESS;SG
responsables	velvollisuus	responsable	velvollisuus	N	N;NOM;SG
responsables	vastuu	responsable	vastuu	N	N;NOM;SG
responsables	vastuun	responsable	vastuu	N	N;GEN;SG
responsables	vastuuta	responsable	vastuu	N	N;PRT;SG
responsables	who	responsable	who	N	N;NOM;SG
nobel	nobelin	nobel	nobelin	N	N;GEN;SG
nobel	nobel	nobel	nobel	N	N;NOM;SG
nobel	palkintoa	nobel	palkinto	N	N;PRT;SG
nobel	palkinto	nobel	palkinto	N	N;NOM;SG
nobel	palkinnon	nobel	palkinto	N	N;GEN;SG
bonos	postimerkkejä	bono	posti#merkki	N	N;PRT;PL
sentiu	teki	sentiu	tehdä	V	V;IND;SG;3;PST;FIN;ACT
sentiu	tuntea	sentiu	tuntea	V	V;SG;NFIN;ACT
sentiu	tuntuu	sentiu	tuntua	V	V;IND;SG;0;PRS;FIN;ACT
sentiu	tunsi	sentiu	tuntea	V	V;IND;SG;3;PST;FIN;ACT
sentiu	tuntui	sentiu	tuntua	V	V;IND;SG;0;PST;FIN;ACT
sentiu	tuntenut	sentiu	tuntea	V	V;NOM;SG;V.PTCP;ACT
falen	puhuu	faler	puhua	V	V;IND;SG;3;PRS;FIN;ACT
falen	puhuva	faler	puhua	V	V;NOM;SG;V.PTCP;ACT
memorias	muistot	memoria	muisto	N	N;NOM;PL
memorias	muistoja	memoria	muisto	N	N;PRT;PL
cultivar	kasva	cultivar	kasva	V	V;IMP;SG;2;FIN;ACT
cultivar	kasvaa	cultivar	kasvaa	V	V;IND;SG;3;PRS;FIN;ACT
cultivar	kasvata	cultivar	kasvattaa	V	V;IMP;SG;2;FIN;ACT
cultivar	kasvattaa	cultivar	kasvattaa	V	V;IND;SG;3;PRS;FIN;ACT
industriais	tehtaan	industrial	tehdas	N	N;GEN;SG
industriais	tehtaassa	industrial	tehdas	N	N;IN+ESS;SG
industriais	tehdas	industrial	tehdas	N	N;NOM;SG
desigualdade	eriarvoisuutta	desigualdade	eri#arvoisuus	N	N;PRT;SG
desigualdade	epätasa	desigualdade	epä#tasa	N	N;NOM;SG
desigualdade	eriarvoisuus	desigualdade	eriarvoisuus	N	N;NOM;SG
ameazas	uhkauksia	ameaza	uhkaus	N	N;PRT;PL
ameazas	uhat	ameaza	uhat	N	N;NOM;PL
ameazas	uhkia	ameaza	uhka	N	N;PRT;PL
ameazas	uhka	ameaza	uhka	N	N;NOM;SG
posesión	hallussapidosta	posesión	hallussa#pito	N	N;IN+ABL;SG
posesión	hallussapito	posesión	hallus#sapito	N	N;NOM;SG
curva	käyrä	curvar	käyrä	N	N;NOM;SG
curva	mutka	curvar	mutka	N	N;NOM;SG
curva	kaari	curvar	kaari	N	N;NOM;SG
entradas	liput	entrada	lippu	N	N;NOM;PL
entradas	lippuja	entrada	lippu	N	N;PRT;PL
entradas	lippujen	entrada	lippu	N	N;GEN;PL
cultivo	kulttuuria	cultivo	kulttuuri	N	N;PRT;SG
cultivo	kulttuuri	cultivo	kulttuuri	N	N;NOM;SG
tratamentos	hoito	tratamento	hoito	N	N;NOM;SG
tratamentos	hoitoa	tratamento	hoito	N	N;PRT;SG
tratamentos	hoidon	tratamento	hoito	N	N;GEN;SG
tratamentos	käsittely	tratamento	käsittely	N	N;NOM;SG
tratamentos	kohtelu	tratamento	kohtelu	N	N;NOM;SG
tratamentos	hoitoja	tratamento	hoito	N	N;PRT;PL
tratamentos	hoitojen	tratamento	hoito	N	N;GEN;PL
tratamentos	hoidot	tratamento	hoito	N	N;NOM;PL
almacéns	liikkeet	almacén	liike	N	N;NOM;PL
almacéns	varastot	almacén	varasto	N	N;NOM;PL
almacéns	kaupat	almacén	kauppa	N	N;NOM;PL
almacéns	osasto	almacén	osasto	N	N;NOM;SG
almacéns	kaupassa	almacén	kauppa	N	N;IN+ESS;SG
almacéns	kaupan	almacén	kauppa	N	N;GEN;SG
almacéns	kauppa	almacén	kauppa	N	N;NOM;SG
meteu	sai	meteu	saada	V	V;IND;SG;0;PST;FIN;ACT
meteu	sain	meteu	saada	V	V;IND;SG;1;PST;FIN;ACT
mecanismo	mekanismi	mecanismo	mekanismi	N	N;NOM;SG
mecanismo	mekanismia	mecanismo	mekanismi	N	N;PRT;SG
mecanismo	laite	mecanismo	laite	N	N;NOM;SG
mecanismo	laitetta	mecanismo	laite	N	N;PRT;SG
mecanismo	laitteen	mecanismo	laite	N	N;GEN;SG
quinto	viidenneksi	quinto	viides	ADJ	ADJ;TRANS;SG
quinto	viides	quinto	viides	ADJ	ADJ;NOM;SG
mandei	lähetetty	mander	lähettää	V	V;NOM;SG;V.PTCP;PASS
mandei	lähetetyt	mander	lähettää	V	V;NOM;PL;V.PTCP;PASS
xoguetes	lelun	xoguete	lelu	N	N;GEN;SG
xoguetes	lelu	xoguete	lelu	N	N;NOM;SG
xoguetes	lelut	xoguete	lelu	N	N;NOM;PL
xoguetes	leluja	xoguete	lelu	N	N;PRT;PL
vilas	kaupunkien	vila	kaupunki	N	N;GEN;PL
vilas	kaupungit	vila	kaupunki	N	N;NOM;PL
vilas	kylien	vila	kylä	N	N;GEN;PL
vilas	kyliä	vila	kylä	N	N;PRT;PL
arquivos	kansiot	arquivo	kansio	N	N;NOM;PL
arquivos	tiedostojen	arquivo	tiedosto	N	N;GEN;PL
arquivos	tiedostoja	arquivo	tiedosto	N	N;PRT;PL
arquivos	tiedostot	arquivo	tiedosto	N	N;NOM;PL
arquivos	arkistojen	arquivo	arkisto	N	N;GEN;PL
arquivos	arkistoja	arquivo	arkisto	N	N;PRT;PL
arquivos	arkisto	arquivo	arkisto	N	N;NOM;SG
arquivos	arkistot	arquivo	arkisto	N	N;NOM;PL
cambiaron	muutettu	cambiar	muuttaa	V	V;NOM;SG;V.PTCP;PASS
cambiaron	muuttunut	cambiar	muuttua	V	V;NOM;SG;V.PTCP;ACT
cambiaron	muutti	cambiar	muuttaa	V	V;IND;SG;3;PST;FIN;ACT
cambiaron	vaihdettu	cambiar	vaihtaa	V	V;NOM;SG;V.PTCP;PASS
encargo	tilaus	encargo	tilaus	N	N;NOM;SG
encargo	järjestys	encargo	järjestys	N	N;NOM;SG
encargo	tilaa	encargo	tila	N	N;PRT;SG
asiáticos	aasialainen	asiático	aasialainen	ADJ	ADJ;NOM;SG
factor	tekijä	factor	tekijä	N	N;NOM;SG
factor	tekijää	factor	tekijä	N	N;PRT;SG
labor	työn	labor	työ	N	N;GEN;SG
labor	työ	labor	työ	N	N;NOM;SG
labor	työt	labor	työ	N	N;NOM;PL
labor	työtä	labor	työ	N	N;PRT;SG
labor	tehtävän	labor	tehtävä	N	N;GEN;SG
labor	tehtävä	labor	tehtävä	N	N;NOM;SG
queimado	poltti	queimar	polttaa	V	V;IND;SG;3;PST;FIN;ACT
queimado	palanut	queimar	palaa	V	V;NOM;SG;V.PTCP;ACT
queimado	paloi	queimar	palaa	V	V;IND;SG;3;PST;FIN;ACT
queimado	poltettu	queimar	polttaa	V	V;NOM;SG;V.PTCP;PASS
perpetua	elämää	perpetuar	elämä	N	N;PRT;SG
perpetua	elämän	perpetuar	elämä	N	N;GEN;SG
perpetua	elämä	perpetuar	elämä	N	N;NOM;SG
aparencia	ulkonäkö	aparencia	ulko#näkö	N	N;NOM;SG
aparencia	ulkonäön	aparencia	ulkonä	N	N;GEN;SG
aparencia	ulkoasu	aparencia	ulko#asu	N	N;NOM;SG
mesas	pöydät	mesa	pöytä	N	N;NOM;PL
mesas	taulukoissa	mesa	taulukko	N	N;IN+ESS;PL
mesas	taulukot	mesa	taulukko	N	N;NOM;PL
cinto	vyö	cinto	vyö	N	N;NOM;SG
cinto	vyön	cinto	vyö	N	N;GEN;SG
camiñamos	käveli	camiñar	kävellä	V	V;IND;SG;3;PST;FIN;ACT
camiñamos	kävellyt	camiñar	kävellä	V	V;NOM;SG;V.PTCP;ACT
camiñamos	kävellä	camiñar	kävellä	V	V;SG;NFIN;ACT
lectura	lukema	lectura	lukema	N	N;NOM;SG
lectura	käsittelyssä	lectura	käsittely	N	N;IN+ESS;SG
lectura	lukeminen	lectura	lukeminen	N	N;NOM;SG
lectura	lukemista	lectura	lukema	N	N;PRT;SG
batallas	taistelut	batalla	taistelu	N	N;NOM;PL
propietaria	omistajan	propietaria	omistaja	N	N;GEN;SG
propietaria	omistaja	propietaria	omistaja	N	N;NOM;SG
bonitos	kaunotar	bonito	kaunotar	N	N;NOM;SG
usaba	käytetyt	usar	käyttää	V	V;NOM;PL;V.PTCP;PASS
usaba	käytetty	usar	käyttää	V	V;NOM;SG;V.PTCP;PASS
usaba	käytettyjä	usar	käyttää	V	V;PRT;PL;V.PTCP;PASS
matamos	tappaa	matar	tappaa	V	V;IND;SG;PRS;FIN;ACT
matamos	tapettu	matar	tapata	V	V;NOM;SG;V.PTCP;PASS
matamos	tappanut	matar	tappaa	V	V;NOM;SG;V.PTCP;ACT
matamos	tappoi	matar	tappaa	V	V;IND;SG;3;PST;FIN;ACT
sentou	istui	sentar	istua	V	V;IND;SG;3;PST;FIN;ACT
sentou	istuin	sentar	istua	V	V;IND;SG;1;PST;FIN;ACT
mates	tapa	mate	tapa	N	N;NOM;SG
mates	matematiikka	mate	matematiikka	N	N;NOM;SG
mates	matematiikkaa	mate	matematiikka	N	N;PRT;SG
mates	matematiikan	mate	matematiikka	N	N;GEN;SG
columnas	sarakkeet	columna	sarake	N	N;NOM;PL
furgoneta	pakettiauto	furgonetar	paketti#auto	N	N;NOM;SG
reforma	uudistaminen	reforma	uudistaminen	N	N;NOM;SG
reforma	uudistukset	reforma	uudistus	N	N;NOM;PL
reforma	uudistus	reforma	uudistus	N	N;NOM;SG
reforma	uudistuksen	reforma	uudistus	N	N;GEN;SG
incendio	tulipalo	incendio	tuli#palo	N	N;NOM;SG
estuda	opiskella	estudar	opiskella	V	V;SG;NFIN;ACT
estuda	opiskelee	estudar	opiskella	V	V;IND;SG;3;PRS;FIN;ACT
estuda	opiskella	estudar	opiskella	V	V;SG;NFIN;ACT
decepción	pettymyksen	decepción	pettymys	N	N;GEN;SG
decepción	pettymystä	decepción	pettymys	N	N;PRT;SG
decepción	pettymys	decepción	pettymys	N	N;NOM;SG
reportaxe	kertomus	reportaxe	kertomus	N	N;NOM;SG
reportaxe	mietinnön	reportaxe	mietintö	N	N;GEN;SG
