البني	brown	بَنِّيّ	brown	N;NOM;DEF;SG	N;MASC+FEM;SG
واقعة	voorval	وَاقِع	voorval	N;NOM;INDF;SG	N;NEUT;SG
واقعة	incident	وَاقِع	incident	N;NOM;INDF;SG	N;NEUT;SG
ينشر	publiceert	نَشَر	publiceren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
التمريض	verpleging	تَمرِيض	verpleging	N;NOM;DEF;SG	N;MASC+FEM;SG
قضائية	justitiële	قَضَائِيّ	justitiel	ADJ;NOM;INDF;FEM;SG	ADJ
الشريك	partner	شَرِيك	partner	N;NOM;DEF;SG	N;MASC+FEM;SG
القران	koran	قَرن	koran	N;NOM;DEF;SG	N;MASC+FEM;SG
القران	koran	قَرن	koran	N;NOM;DEF;SG	N;MASC+FEM;SG
وجبة	maaltijd	وجبة	maaltijd	N;NOM;INDF;SG	N;MASC+FEM;SG
الاشتراك	abonnement	اِشتِرَاك	abonnement	N;NOM;DEF;SG	N;NEUT;SG
الجذر	root	جِذر	root	N;NOM;DEF;SG	N;MASC+FEM;SG
الجذر	wortel	جِذر	wortel	N;NOM;DEF;SG	N;MASC+FEM;SG
قمع	onderdrukking	قَمع	onderdrukking	N;NOM;INDF;SG	N;MASC+FEM;SG
قمع	repressie	قَمع	repressie	N;NOM;INDF;SG	N;MASC+FEM;SG
قمع	trechter	قَمع	trecht	N;NOM;INDF;SG	N;MASC+FEM;SG
قمع	onderdrukking	قَمع	onderdrukking	N;NOM;INDF;SG	N;MASC+FEM;SG
الولاء	loyaliteit	وَلَاء	loyaliteit	N;NOM;DEF;SG	N;MASC+FEM;SG
مستقرة	stabiel	مُستَقِرّ	stabiel	ADJ;NOM;INDF;FEM;SG	ADJ
مستقرة	stabiele	مُستَقِرّ	stabiel	ADJ;NOM;INDF;FEM;SG	ADJ
يقسم	zweert	قَسَّم	zweren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
السند	binding	سَنَد	binding	N;NOM;DEF;SG	N;MASC+FEM;SG
السند	obligatie	سَنَد	obligatie	N;NOM;DEF;SG	N;MASC+FEM;SG
السند	bond	سَنَد	bond	N;NOM;DEF;SG	N;MASC+FEM;SG
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	N;MASC+FEM;SG
الاحتراق	ontbranding	اِحتِرَاق	ontbranding	N;NOM;DEF;SG	N;MASC+FEM;SG
الاحتراق	verbranding	اِحتِرَاق	verbranding	N;NOM;DEF;SG	N;MASC+FEM;SG
تقاليد	tradities	تَقلِيد	traditie	N;NOM;INDF;PL	N;PL
تقاليد	tradities	تَقلِيد	traditie	N;NOM;INDF;PL	N;PL
الشك	twijfel	شَكّ	twijfel	N;NOM;DEF;SG	N;MASC+FEM;SG
المخيم	kamp	مُخَيَّم	kamp	N;NOM;DEF;SG	N;NEUT;SG
مد	getij	مَدّ	getij	N;NOM;INDF;SG	N;NEUT;SG
مد	tij	مَدّ	tij	N;NOM;INDF;SG	N;NEUT;SG
مد	vloed	مَدّ	vloed	N;NOM;INDF;SG	N;MASC+FEM;SG
شخصيا	persoonlijk	شَخصِيّ	persoonlijk	ADJ;ACC;INDF;MASC;SG	ADJ
عصابة	bende	عِصَابَة	bende	N;NOM;INDF;SG	N;MASC+FEM;SG
البخار	stoom	بِخَار	stoom	N;NOM;DEF;SG	N;MASC+FEM;SG
مسارات	paden	مَسَار	pad	N;NOM;INDF;PL	N;PL
مسارات	nummers	مَسَار	nummer	N;NOM;INDF;PL	N;PL
مسارات	tracks	مَسَار	tracks	N;NOM;INDF;PL	N;PL
مسارات	sporen	مَسَار	spoor	N;NOM;INDF;PL	N;PL
مسارات	rupsbanden	مَسَار	rupsband	N;NOM;INDF;PL	N;PL
مسارات	paden	مَسَار	pad	N;NOM;INDF;PL	N;PL
تفجيرات	bombardementen	تَفجِير	bombardement	N;NOM;INDF;PL	N;PL
تفجيرات	bomaanslagen	تَفجِير	bomaanslag	N;NOM;INDF;PL	N;PL
تفجيرات	explosies	تَفجِير	explosie	N;NOM;INDF;PL	N;PL
الانفصال	scheiding	اِنفِصَال	scheiding	N;NOM;DEF;SG	N;MASC+FEM;SG
الانفصال	afscheiding	اِنفِصَال	afscheiding	N;NOM;DEF;SG	N;MASC+FEM;SG
القطط	katten	قُطَّة	kat	N;NOM;DEF;PL	N;PL
المرمى	doelstelling	مَرمَى	doelstelling	N;NOM;DEF;SG	N;MASC+FEM;SG
المرمى	doel	مَرمَى	doel	N;NOM;DEF;SG	N;NEUT;SG
المرمى	goal	مَرمَى	goal	N;NOM;DEF;SG	N;MASC+FEM;SG
المرمى	doelpunt	مَرمَى	doelpunt	N;NOM;DEF;SG	N;NEUT;SG
مصير	noodlot	مَصِير	noodlot	N;NOM;INDF;SG	N;NEUT;SG
مصير	lot	مَصِير	lot	N;NOM;INDF;SG	N;NEUT;SG
يدرك	realiseert	أَدرَك	realiseren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
صدى	echo	صَدَى	echo	N;NOM;INDF;SG	N;MASC+FEM;SG
الحجاب	veil	حِجَاب	veil	N;NOM;DEF;SG	N;NEUT;SG
الحجاب	sluier	حِجَاب	sluier	N;NOM;DEF;SG	N;MASC+FEM;SG
الحجاب	hoofddoek	حِجَاب	hoofddoek	N;NOM;DEF;SG	N;MASC+FEM;SG
معمل	labo	مُعمَل	labo	N;NOM;INDF;SG	N;NEUT;SG
معمل	lab	مُعمَل	lib	N;NOM;INDF;SG	N;NEUT;SG
يرسل	stuurt	أَرسَل	sturen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
يرسل	verstuurt	أَرسَل	versturen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
ذهبي	gouden	ذهبي	gouden	ADJ;NOM;INDF;MASC;SG	ADJ
عموم	pan	عُمُوم	pan	N;NOM;INDF;SG	N;MASC+FEM;SG
القنبلة	bom	قُنبُلَة	bom	N;NOM;DEF;SG	N;MASC+FEM;SG
مسبق	voorschot	مُسبَق	voorschot	N;NOM;INDF;SG	N;NEUT;SG
مسبق	prior	مُسبَق	prior	N;NOM;INDF;SG	N;MASC+FEM;SG
دعاية	propaganda	دِعَايَة	propaganda	N;NOM;INDF;SG	N;MASC+FEM;SG
وزيرة	minister	وَزِيرَة	minister	N;NOM;INDF;SG	N;MASC+FEM;SG
احتفال	huldiging	اِحتِفَال	huldiging	N;NOM;INDF;SG	N;MASC+FEM;SG
احتفال	viering	اِحتِفَال	viering	N;NOM;INDF;SG	N;MASC+FEM;SG
التحديد	selectie	تَحدِيد	selectie	N;NOM;DEF;SG	N;MASC+FEM;SG
التحديد	identificatie	تَحدِيد	identificatie	N;NOM;DEF;SG	N;MASC+FEM;SG
العبودية	slavernij	عُبُودِيّ	slavernij	N;NOM;DEF;SG	N;MASC+FEM;SG
العبودية	slavernij	عُبُودِيّ	slavernij	N;NOM;DEF;SG	N;MASC+FEM;SG
العبودية	bondage	عُبُودِيّ	bondage	N;NOM;DEF;SG	N;MASC+FEM;SG
فوج	fogg	فَوجَ	fogen	N;NOM;INDF;SG	N;MASC+FEM;SG
فوج	vogue	فَوجَ	vogue	N;NOM;INDF;SG	N;MASC+FEM;SG
ينحدر	neergedaald	اِنحَدَر	neerdalen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;V.PTCP
منحنى	kromme	منحنى	krom	N;NOM;INDF;SG	N;MASC+FEM;SG
منحنى	curve	منحنى	curve	N;NOM;INDF;SG	N;MASC+FEM;SG
السلك	draad	سِلكَة	draad	N;NOM;DEF;SG	N;MASC+FEM;SG
لغوية	taalkundige	لَغوِيّ	taalkundig	ADJ;NOM;INDF;FEM;SG	ADJ
وطن	vaderland	وَطَن	vaderland	N;NOM;INDF;SG	N;NEUT;SG
وطن	moederland	وَطَن	moederland	N;NOM;INDF;SG	N;NEUT;SG
وطن	thuisland	وَطَن	thuisland	N;NOM;INDF;SG	N;NEUT;SG
يعترف	erkent	اِعتَرَف	erkennen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
يعترف	onderkent	اِعتَرَف	onderkent	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
استضافة	hosting	اِستِضَافَة	hosting	N;NOM;INDF;SG	N;MASC+FEM;SG
المحاكمة	beproeving	مُحَاكَمَة	beproeving	N;NOM;DEF;SG	N;MASC+FEM;SG
المحاكمة	proces	مُحَاكَمَة	proces	N;NOM;DEF;SG	N;NEUT;SG
المحاكمة	rechtzaak	مُحَاكَمَة	rechtzaak	N;NOM;DEF;SG	N;MASC+FEM;SG
المحاكمة	rechtszaak	مُحَاكَمَة	rechtszaak	N;NOM;DEF;SG	N;MASC+FEM;SG
المحاكمة	proef	مُحَاكَمَة	proef	N;NOM;DEF;SG	N;MASC+FEM;SG
المحاكمة	vervolging	مُحَاكَمَة	vervolging	N;NOM;DEF;SG	N;MASC+FEM;SG
المحاكمة	aanklager	مُحَاكَمَة	aanklager	N;NOM;DEF;SG	N;MASC+FEM;SG
وجوه	gezichten	وَجه	gezicht	N;NOM;INDF;PL	N;PL
تعامل	traktatie	تَعَامُل	traktatie	N;NOM;INDF;SG	N;MASC+FEM;SG
التشريع	wetgeving	تَشرِيع	wetgeving	N;NOM;DEF;SG	N;MASC+FEM;SG
انعدام	gemis	اِنعِدَام	gemis	N;NOM;INDF;SG	N;NEUT;SG
انعدام	gebrek	اِنعِدَام	gebrek	N;NOM;INDF;SG	N;NEUT;SG
الاطفال	kinderen	طِفل	kind	N;NOM;DEF;PL	N;PL
الاطفال	kinderen	طِفل	kind	N;NOM;DEF;PL	N;PL
الاطفال	kindjes	طِفل	kind	N;NOM;DEF;PL	N;PL
الاطفال	babies	طِفل	babie	N;NOM;DEF;PL	N;PL
ثالثة	derde	ثَالِث	drie	ADJ;NOM;INDF;FEM;SG	ADJ
سويدي	zweedse	سويدي	zweeds	ADJ;NOM;INDF;MASC;SG	ADJ
سويدي	zweeds	سويدي	zweeds	ADJ;NOM;INDF;MASC;SG	ADJ
الضرب	vermenigvuldiging	ضَرب	vermenigvuldiging	N;NOM;DEF;SG	N;MASC+FEM;SG
الضرب	vermeerdering	ضَرب	vermeerdering	N;NOM;DEF;SG	N;MASC+FEM;SG
ملح	zout	ملح	zout	N;NOM;INDF;SG	N;NEUT;SG
فقرات	wervels	فَقرَة	wervel	N;NOM;INDF;PL	N;PL
الشروق	zonsopkomst	شُرُوق	zonsopkomst	N;NOM;DEF;SG	N;MASC+FEM;SG
الشروق	zonsopgang	شُرُوق	zonsopgang	N;NOM;DEF;SG	N;MASC+FEM;SG
مزدوج	duplex	مزدوج	duplex	ADJ;NOM;INDF;MASC;SG	ADJ
مزدوج	dubbel	مزدوج	dubbel	ADJ;NOM;INDF;MASC;SG	ADJ
مزدوج	dubbele	مزدوج	dubbel	ADJ;NOM;INDF;MASC;SG	ADJ
العمق	diepte	عُمق	diepte	N;NOM;DEF;SG	N;MASC+FEM;SG
العمق	diepgang	عُمق	diepgang	N;NOM;DEF;SG	N;MASC+FEM;SG
غازات	gassen	غَاز	gas	N;NOM;INDF;PL	N;PL
تطبق	toegepast	طَبَّق	toepassen	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.PTCP
تطبق	toegepaste	طَبَّق	toepassen	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.PTCP
تطبق	solliciteren	طَبَّق	solliciteren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تطبق	toepassen	طَبَّق	toepassen	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
المستحيل	onmogelijke	مُستَحِيل	onmogelijk	ADJ;NOM;DEF;MASC;SG	ADJ
المستحيل	onmogelijk	مُستَحِيل	onmogelijk	ADJ;NOM;DEF;MASC;SG	ADJ
الدجاج	kip	دَجَاج	kip	N;NOM;DEF;SG	N;MASC+FEM;SG
السباقات	rassen	سِبَاقَة	ras	N;NOM;DEF;PL	N;PL
السباقات	races	سِبَاقَة	race	N;NOM;DEF;PL	N;PL
التحديات	uitdagingen	تَحَدِّي	uitdaging	N;NOM;DEF;PL	N;PL
ساكن	statische	سَاكِن	statisch	ADJ;NOM;INDF;MASC;SG	ADJ
ساكن	statisch	سَاكِن	statisch	ADJ;NOM;INDF;MASC;SG	ADJ
شهيرة	beroemde	شَهِيرَة	beroemd	ADJ;NOM;INDF;FEM;SG	ADJ
شهيرة	beroemd	شَهِيرَة	beroemd	ADJ;NOM;INDF;FEM;SG	ADJ
التجديد	innovatie	تَجدِيد	innovatie	N;NOM;DEF;SG	N;MASC+FEM;SG
التجديد	vernieuwing	تَجدِيد	vernieuwing	N;NOM;DEF;SG	N;MASC+FEM;SG
التجديد	renovatie	تَجدِيد	renovatie	N;NOM;DEF;SG	N;MASC+FEM;SG
التجديد	verbouwing	تَجدِيد	verbouwing	N;NOM;DEF;SG	N;MASC+FEM;SG
التجديد	vernieuwing	تَجدِيد	vernieuwing	N;NOM;DEF;SG	N;MASC+FEM;SG
التجديد	hernieuwing	تَجدِيد	hernieuwing	N;NOM;DEF;SG	N;MASC+FEM;SG
التجديد	verlenging	تَجدِيد	verlenging	N;NOM;DEF;SG	N;MASC+FEM;SG
المتقدم	gevorderden	مُتَقَدِّم	vorderen	ADJ;NOM;DEF;MASC;SG	ADJ
لوحظ	geobserveerd	لَاحَظ	observeren	V;PFV;MASC;SG;3;PASS	V;V.PTCP
لوحظ	waargenomen	لَاحَظ	waarnemen	V;PFV;MASC;SG;3;PASS	V;V.PTCP
لوحظ	opgemerkt	لَاحَظ	opmerken	V;PFV;MASC;SG;3;PASS	V;V.PTCP
لوحظ	genoteerd	لَاحَظ	noteren	V;PFV;MASC;SG;3;PASS	V;V.PTCP
عداد	meter	عِدَاد	meter	N;NOM;INDF;SG	N;MASC+FEM;SG
يسمع	horen	سَمِع	horen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
يسمع	hoort	سَمِع	horen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
مسحوق	kruit	مَسحُوق	kruit	N;NOM;INDF;SG	N;NEUT;SG
مسحوق	poeder	مَسحُوق	poeder	N;NOM;INDF;SG	N;NEUT;SG
السعر	prijs	سِعر	prijs	N;NOM;DEF;SG	N;MASC+FEM;SG
تصفية	filter	تَصفِيَة	filter	N;NOM;INDF;SG	N;NEUT;SG
تصفية	vereffening	تَصفِيَة	vereffening	N;NOM;INDF;SG	N;MASC+FEM;SG
تصفية	liquidatie	تَصفِيَة	liquidatie	N;NOM;INDF;SG	N;MASC+FEM;SG
التذاكر	ticket	تَذَاكُر	ticket	N;NOM;DEF;SG	N;NEUT;SG
التذاكر	kaartje	تَذَاكُر	kaart	N;NOM;DEF;SG	N;NEUT;SG
الكتيبة	bataljon	الكتيبة	bataljon	N;NOM;DEF;SG	N;NEUT;SG
المشاهير	beroemdheden	مَشهُور	beroemdheid	N;NOM;DEF;PL	N;PL
المشاهير	beroemdheden	مَشهُور	beroemdheid	N;NOM;DEF;PL	N;PL
التفتيش	keuring	تَفتِيش	keuring	N;NOM;DEF;SG	N;MASC+FEM;SG
التفتيش	inspectie	تَفتِيش	inspectie	N;NOM;DEF;SG	N;MASC+FEM;SG
المعتاد	gebruikelijke	مُعتَاد	gebruikelijk	ADJ;NOM;DEF;MASC;SG	ADJ
المعتاد	gebruikelijk	مُعتَاد	gebruikelijk	ADJ;NOM;DEF;MASC;SG	ADJ
تكشف	onthullen	كَشَف	onthullen	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تكشف	onthult	كَشَف	onthullen	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
تكشف	openbaren	كَشَف	openbaar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تكشف	onthult	كَشَف	onthullen	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
المحاولات	pogingen	مُحَاوَلَة	poging	N;NOM;DEF;PL	N;PL
الزنك	zink	الزنك	zink	N;NOM;DEF;SG	N;NEUT;SG
استيعاب	absorptie	اِستِيعَاب	absorptie	N;NOM;INDF;SG	N;MASC+FEM;SG
استيعاب	assimilatie	اِستِيعَاب	assimilatie	N;NOM;INDF;SG	N;MASC+FEM;SG
سحر	magie	سِحر	magie	N;NOM;INDF;SG	N;MASC+FEM;SG
سحر	magic	سِحر	magic	N;NOM;INDF;SG	N;MASC+FEM;SG
تنشيط	activatie	تَنشِيط	activatie	N;NOM;INDF;SG	N;MASC+FEM;SG
تنشيط	activering	تَنشِيط	activering	N;NOM;INDF;SG	N;MASC+FEM;SG
الورقة	papier	وَرَقَة	papier	N;NOM;DEF;SG	N;NEUT;SG
الورقة	vel	وَرَقَة	vel	N;NOM;DEF;SG	N;NEUT;SG
النسر	eagle	النسر	eag	N;NOM;DEF;SG	N;MASC+FEM;SG
النسر	arend	النسر	arend	N;NOM;DEF;SG	N;MASC+FEM;SG
النسر	adelaar	النسر	adelaar	N;NOM;DEF;SG	N;MASC+FEM;SG
النسر	gier	النسر	gier	N;NOM;DEF;SG	N;MASC+FEM;SG
استئصال	uitroeiing	اِستِئصَال	uitroeiing	N;NOM;INDF;SG	N;MASC+FEM;SG
جزئية	gedeeltelijk	جُزئِيّ	gedeeltelijk	ADJ;NOM;INDF;FEM;SG	ADJ
جزئية	gedeeltelijke	جُزئِيّ	gedeeltelijk	ADJ;NOM;INDF;FEM;SG	ADJ
جزئية	partiële	جُزئِيّ	partiel	ADJ;NOM;INDF;FEM;SG	ADJ
المشاركون	deelnemers	مُشَارِك	deelnemer	N;NOM;DEF;PL	N;PL
اجتماعات	meetings	اِجتِمَاع	meetings	N;NOM;INDF;PL	N;PL
اجتماعات	ontmoetingen	اِجتِمَاع	ontmoeting	N;NOM;INDF;PL	N;PL
اجتماعات	vergaderingen	اِجتِمَاع	vergadering	N;NOM;INDF;PL	N;PL
اجتماعات	bijeenkomsten	اِجتِمَاع	bijeenkomst	N;NOM;INDF;PL	N;PL
فضيلة	deugd	فَضِيلَة	deugd	N;NOM;INDF;SG	N;MASC+FEM;SG
منهجية	methodologie	مُنهَجِيّ	methodologie	N;NOM;INDF;SG	N;MASC+FEM;SG
منهجية	methode	مُنهَجِيّ	methode	N;NOM;INDF;SG	N;MASC+FEM;SG
منهجية	methodiek	مُنهَجِيّ	methodiek	N;NOM;INDF;SG	N;MASC+FEM;SG
المعادلات	vergelijkingen	مُعَادِلَة	vergelijking	N;NOM;DEF;PL	N;PL
خشب	hout	خشب	hout	N;NOM;INDF;SG	N;NEUT;SG
خشب	hout	خشب	hout	N;NOM;INDF;SG	N;NEUT;SG
تشييد	bouw	تَشيِيد	bouw	N;NOM;INDF;SG	N;MASC+FEM;SG
تشييد	constructie	تَشيِيد	constructie	N;NOM;INDF;SG	N;MASC+FEM;SG
تشييد	bouwnijverheid	تَشيِيد	bouwnijverheid	N;NOM;INDF;SG	N;MASC+FEM;SG
تشييد	opbouw	تَشيِيد	opbouw	N;NOM;INDF;SG	N;MASC+FEM;SG
المساحات	ruimtes	مَسَّاحَة	ruimte	N;NOM;DEF;PL	N;PL
المساحات	spaties	مَسَّاحَة	spatie	N;NOM;DEF;PL	N;PL
المساحات	ruimten	مَسَّاحَة	ruimte	N;NOM;DEF;PL	N;PL
المساحات	ruitenwissers	مَسَّاحَة	ruitenwisser	N;NOM;DEF;PL	N;PL
ضيقة	krap	ضيقة	krap	ADJ;NOM;INDF;FEM;SG	ADJ
ضيقة	strakke	ضيقة	strak	ADJ;NOM;INDF;FEM;SG	ADJ
ضيقة	strak	ضيقة	strak	ADJ;NOM;INDF;FEM;SG	ADJ
الحوت	walvis	حُوت	walvis	N;NOM;DEF;SG	N;MASC+FEM;SG
ادعى	geclaimd	اِدَّعَى	claimen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
ادعى	opgeëist	اِدَّعَى	oplissen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
ادعى	claimde	اِدَّعَى	claimen	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
ادعى	beweerde	اِدَّعَى	beweren	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
ادعى	geclaimde	اِدَّعَى	claimen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
المساء	avondje	مَسَاء	avond	N;NOM;DEF;SG	N;NEUT;SG
المساء	avond	مَسَاء	avond	N;NOM;DEF;SG	N;MASC+FEM;SG
المعاملة	transactie	مُعَامَلَة	transactie	N;NOM;DEF;SG	N;MASC+FEM;SG
المعاملة	behandeling	مُعَامَلَة	behandeling	N;NOM;DEF;SG	N;MASC+FEM;SG
شريان	slagader	شِريَان	slagader	N;NOM;INDF;SG	N;MASC+FEM;SG
الوفاء	voldoening	وَفَاء	voldoening	N;NOM;DEF;SG	N;MASC+FEM;SG
الوفاء	vervulling	وَفَاء	vervulling	N;NOM;DEF;SG	N;MASC+FEM;SG
تسهيل	versoepeling	تَسهِيل	versoepeling	N;NOM;INDF;SG	N;MASC+FEM;SG
انتقد	bekritiseerd	اِنتَقَد	bekritiseren	V;PFV;MASC;SG;3;ACT	V;V.PTCP
انتقد	bekritiseerde	اِنتَقَد	bekritiseren	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
انتقد	bekritiseren	اِنتَقَد	bekritiseren	V;PFV;MASC;SG;3;ACT	V;NFIN
انتقد	bekritiseerd	اِنتَقَد	bekritiseren	V;PFV;MASC;SG;3;ACT	V;V.PTCP
انتقد	bekritiseerde	اِنتَقَد	bekritiseren	V;PFV;MASC;SG;3;ACT	V;SG;PST;FIN
الاحتفالات	feestdagen	اِحتِفَال	feestdag	N;NOM;DEF;PL	N;PL
الاحتفالات	festiviteiten	اِحتِفَال	festiviteit	N;NOM;DEF;PL	N;PL
يفسر	verklaart	فَسَّر	verklaren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
تلقائيا	automatische	تِلقَائِيّ	automatisch	ADJ;ACC;INDF;MASC;SG	ADJ
تلقائيا	automatisch	تِلقَائِيّ	automatisch	ADJ;ACC;INDF;MASC;SG	ADJ
تلقائيا	automatisch	تِلقَائِيّ	automatisch	ADJ;ACC;INDF;MASC;SG	ADJ
الكوارث	rampen	كَارِثَة	ramp	N;NOM;DEF;PL	N;PL
الكوارث	rampen	كَارِثَة	ramp	N;NOM;DEF;PL	N;PL
التنقل	mobiliteit	تَنَقُّل	mobiliteit	N;NOM;DEF;SG	N;MASC+FEM;SG
سمعة	reputatie	سُمعَة	reputatie	N;NOM;INDF;SG	N;MASC+FEM;SG
جسيم	deeltje	جَسِيم	deel	N;NOM;INDF;SG	N;NEUT;SG
فدان	hectare	فَدَّان	hectare	N;NOM;INDF;SG	N;MASC+FEM;SG
فدان	hectare	فَدَّان	hectare	N;NOM;INDF;SG	N;MASC+FEM;SG
الاعلى	bovenste	أَعلَى	boven	ADJ;NOM;DEF;MASC;SG	ADJ;RL
الاعلى	hogere	أَعلَى	hoog	ADJ;NOM;DEF;MASC;SG	ADJ;CMPR
الاعلى	hoger	أَعلَى	hoog	ADJ;NOM;DEF;MASC;SG	ADJ;CMPR
تفقد	controleren	فَقَد	controleren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
تفقد	check	فَقَد	check	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
تفقد	controleer	فَقَد	controleer	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
العماني	omaanse	العماني	omaans	N;NOM;DEF;SG	N;MASC+FEM;SG
امبراطورية	keizerrijk	امبراطورية	keizerrijk	N;NOM;INDF;SG	N;NEUT;SG
امبراطورية	imperium	امبراطورية	imperium	N;NOM;INDF;SG	N;NEUT;SG
امبراطورية	empire	امبراطورية	empire	N;NOM;INDF;SG	N;MASC+FEM;SG
بخار	damp	بخار	damp	N;NOM;INDF;SG	N;MASC+FEM;SG
بخار	stoom	بخار	stoom	N;NOM;INDF;SG	N;MASC+FEM;SG
الاصابة	blessure	إِصَابَة	blessure	N;NOM;DEF;SG	N;MASC+FEM;SG
الاصابة	letsel	إِصَابَة	letsel	N;NOM;DEF;SG	N;NEUT;SG
الاصابة	schade	إِصَابَة	schade	N;NOM;DEF;SG	N;MASC+FEM;SG
الاصابة	verwonding	إِصَابَة	verwonding	N;NOM;DEF;SG	N;MASC+FEM;SG
وضعية	pose	وَضعِيَّة	pose	N;NOM;INDF;SG	N;MASC+FEM;SG
العلمانية	secularisme	عِلمَانِيَّة	secularisme	N;NOM;DEF;SG	N;NEUT;SG
دائري	cirkelvormige	دَائِرِيّ	cirkelvormig	ADJ;NOM;INDF;MASC;SG	ADJ
دائري	circulaire	دَائِرِيّ	circulair	ADJ;NOM;INDF;MASC;SG	ADJ
الاراضي	gebieden	أَرض	gebied	N;NOM;DEF;PL	N;PL
الاراضي	gebiedsdelen	أَرض	gebiedsdeel	N;NOM;DEF;PL	N;PL
المكسيكي	mexicaan	مَكسِيكِيّ	mexicaan	N;NOM;DEF;SG	N;MASC+FEM;SG
مضاعفات	complicaties	مُضَاعَفَات	complicatie	N;NOM;INDF;PL	N;PL
مضاعفات	verwikkelingen	مُضَاعَفَات	verwikkeling	N;NOM;INDF;PL	N;PL
العينات	monsters	عِينَة	monster	N;NOM;DEF;PL	N;PL
عادات	gewoonten	عَادَة	gewoonte	N;NOM;INDF;PL	N;PL
عادات	gewoontes	عَادَة	woneen	N;NOM;INDF;PL	N;PL
مطلوب	nodig	مَطلُوب	nodig	ADJ;NOM;INDF;MASC;SG	ADJ
مطلوب	benodigd	مَطلُوب	benodigd	ADJ;NOM;INDF;MASC;SG	ADJ
جدوى	haalbaarheid	جَدوَى	haalbaarheid	N;NOM;INDF;SG	N;MASC+FEM;SG
جدوى	uitvoerbaarheid	جَدوَى	uitvoerbaarheid	N;NOM;INDF;SG	N;MASC+FEM;SG
الحبشة	abessinië	حَبشَة	abessinië	N;NOM;DEF;SG	N;MASC+FEM;SG
الكمال	perfectie	كَمَال	perfectie	N;NOM;DEF;SG	N;MASC+FEM;SG
الجسور	bruggen	جِسر	bruggen	N;NOM;DEF;PL	N;PL
اللاهوت	theologie	لَاهُوت	theologie	N;NOM;DEF;SG	N;MASC+FEM;SG
مهن	beroepen	مهن	beroepen	N;NOM;INDF;PL	N;PL
مهن	carrières	مهن	carrière	N;NOM;INDF;PL	N;PL
مهن	beroepen	مهن	beroepen	N;NOM;INDF;PL	N;PL
مترجمة	tolk	مُتَرَجِّم	tolk	N;NOM;INDF;SG	N;MASC+FEM;SG
مترجمة	vertaler	مُتَرَجِّم	vertaler	N;NOM;INDF;SG	N;MASC+FEM;SG
الجين	gene	جِين	gene	N;NOM;DEF;SG	N;MASC+FEM;SG
الجين	gen	جِين	gen	N;NOM;DEF;SG	N;NEUT;SG
الوالدين	ouders	الدالدين	ouder	N;NOM;DEF;PL	N;PL
وعاء	vaartuig	وَعَاءَ	vaartuig	N;NOM;INDF;SG	N;NEUT;SG
وعاء	pot	وَعَاءَ	pot	N;NOM;INDF;SG	N;MASC+FEM;SG
وعاء	wiet	وَعَاءَ	wiet	N;NOM;INDF;SG	N;MASC+FEM;SG
وعاء	bowl	وَعَاءَ	bowl	N;NOM;INDF;SG	N;MASC+FEM;SG
المفصل	scharnier	مُفَصَّل	scharnier	N;NOM;DEF;SG	N;NEUT;SG
لاحظت	opviel	لَاحَظ	opviel	V;PFV;FEM;SG;3;ACT	V;SG;PST;FIN
لاحظت	opgemerkt	لَاحَظ	opmerken	V;PFV;FEM;SG;3;ACT	V;V.PTCP
لاحظت	opgevallen	لَاحَظ	opvallen	V;PFV;FEM;SG;3;ACT	V;V.PTCP
