matado	zabil	matado	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
vivido	žil	vivido	žít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
recorda	nezapomeňte	recordar	zapomenotit	V	V;IMP;PL;2;POS;FIN
recorda	pamatujte	recordar	pamatovat	V	V;PFV;IMP;PL;2;POS;FIN
clásico	klasického	clásico	klasický	ADJ	ADJ;ANIM;GEN;MASC;SG;POS
clásico	klasický	clásico	klasický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
clásico	klasické	clásico	klasický	ADJ	ADJ;NOM;MASC;SG;POS
clásico	klasická	clásico	klasický	ADJ	ADJ;NOM;FEM;SG;POS
clásico	klasické	clásico	klasický	ADJ	ADJ;NOM;MASC;SG;POS
clásico	klasická	clásico	klasický	ADJ	ADJ;NOM;FEM;SG;POS
clásico	klasický	clásico	klasický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
mobles	nábytek	moble	nábytek	N	N;INAN;NOM;MASC;SG;POS
negociar	vyjednávat	negociar	vyjednávat	V	V;IPFV;POS;NFIN
xestos	gesta	xesto	gesto	N	N;NOM;NEUT;PL;POS
disturbios	výtržnosti	disturbio	výtržnost	N	N;NOM;FEM;PL;POS
disturbios	nepokoje	disturbio	nepokoj	N	N;INAN;NOM;MASC;PL;POS
intelectual	duševní	intelectual	duševní	ADJ	ADJ;NOM;MASC;SG;POS
intelectual	intelektuální	intelectual	intelektuální	ADJ	ADJ;NOM;MASC;SG;POS
gravitacional	gravitační	gravitacional	gravitační	ADJ	ADJ;NOM;MASC;SG;POS
averiguar	najděte	averiguar	najít	V	V;IMP;PL;2;POS;FIN
averiguar	najdi	averiguar	najdi	V	V;IMP;SG;2;POS;FIN
averiguar	najít	averiguar	najít	V	V;POS;NFIN
desgracia	žel	desgracia	žel	N	N;NOM;MASC;SG;POS
presencia	přítomnosti	presencia	přítomnost	N	N;GEN;FEM;SG;POS
presencia	přítomnost	presencia	přítomnost	N	N;NOM;FEM;SG;POS
teríamos	mít	ter	mít	V	V;POS;NFIN
sospeita	podezření	sospeita	podezření	N	N;NOM;NEUT;SG;POS
mestura	mix	mestura	miximra	N	N;INAN;NOM;MASC;SG;POS
mestura	míchání	mestura	míchání	N	N;NOM;NEUT;SG;POS
novidade	novinka	novidade	novinka	N	N;NOM;FEM;SG;POS
mañán	zítřek	mañán	zítřek	N	N;INAN;NOM;MASC;SG;POS
tua	milování	tua	milování	N	N;NOM;NEUT;SG;POS
asentos	sedadel	asento	sedadlo	N	N;NOM;NEUT;PL;POS
asentos	sedadla	asento	sedadlo	N	N;NOM;NEUT;PL;POS
asentos	sedačky	asento	sedačka	N	N;NOM;FEM;PL;POS
fondos	fondy	fondo	fond	N	N;INAN;NOM;MASC;PL;POS
fondos	fondů	fondo	fond	N	N;INAN;GEN;MASC;PL;POS
bicos	polibky	bico	polibka	N	N;INAN;NOM;MASC;PL;POS
bicos	pusinky	bico	pusinka	N	N;NOM;FEM;PL;POS
príncipes	princové	príncipe	princ	N	N;ANIM;NOM;MASC;PL;POS
socialismo	socialismus	socialismo	socialismus	N	N;INAN;NOM;MASC;SG;POS
traio	přinést	traio	přinést	V	V;POS;NFIN
traio	přivést	traio	přivést	V	V;POS;NFIN
mantemento	údržby	mantemento	údržba	N	N;NOM;FEM;SG;POS
mantemento	údržba	mantemento	údržba	N	N;NOM;FEM;SG;POS
mantemento	údržbu	mantemento	údržba	N	N;ACC;FEM;SG;POS
privilexios	výsady	privilexio	výsada	N	N;NOM;FEM;PL;POS
privilexios	výhody	privilexio	výhoda	N	N;NOM;FEM;PL;POS
privilexios	privilegia	privilexio	privilegium	N	N;NOM;NEUT;PL;POS
privilexios	práva	privilexio	právo	N	N;NOM;NEUT;PL;POS
sabíao	věděl	sabíao	vědět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
sabíao	věděla	sabíao	vědět	V	V;POS;PST;V.PTCP;ACT
molestar	obtěžovat	molestar	obtěžovat	V	V;IPFV;POS;NFIN
pases	dob	pase	doba	N	N;GEN;FEM;PL;POS
pases	čas	pase	čas	N	N;INAN;NOM;MASC;SG;POS
pases	doba	pase	doba	N	N;NOM;FEM;SG;POS
pases	time	pase	time	N	N;INAN;NOM;MASC;SG;POS
botes	lodě	bote	loď	N	N;NOM;FEM;PL;POS
botes	čluny	bote	člun	N	N;INAN;NOM;MASC;PL;POS
tivésemos	měl	tevésemo	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
tivésemos	měla	tevésemo	mít	V	V;POS;PST;V.PTCP;ACT
algodón	bavlny	algodón	bavlna	N	N;NOM;FEM;PL;POS
algodón	bavlna	algodón	bavlna	N	N;NOM;FEM;SG;POS
tirado	lhaní	tirado	lhaní	N	N;NOM;NEUT;SG;POS
pazo	palác	pazo	palác	N	N;INAN;NOM;MASC;SG;POS
pazo	palace	pazo	palace	N	N;NOM;FEM;SG;POS
pazo	vila	pazo	vila	N	N;NOM;FEM;SG;POS
pazo	villa	pazo	villo	N	N;NOM;FEM;SG;POS
pazo	vily	pazo	vila	N	N;NOM;FEM;PL;POS
aturo	může	aturo	moci	V	V;IND;SG;3;POS;PRS;FIN;ACT
aturo	mohou	aturo	moci	V	V;IND;PL;3;POS;PRS;FIN;ACT
aturo	vzít	aturo	vzít	V	V;POS;NFIN
desexaría	přeji	desexar	přát	V	V;IND;SG;1;POS;PRS;FIN;ACT
aparta	získat	apartir	získat	V	V;PFV;POS;NFIN
aparta	dostat	apartir	dostat	V	V;POS;NFIN
municións	střeliva	munición	střelivo	N	N;NOM;NEUT;PL;POS
municións	munici	munición	munice	N	N;ACC;FEM;SG;POS
municións	munice	munición	munice	N	N;NOM;FEM;SG;POS
municións	střelivo	munición	střelivo	N	N;NOM;NEUT;SG;POS
municións	munici	munición	munice	N	N;ACC;FEM;SG;POS
municións	munice	munición	munice	N	N;NOM;FEM;SG;POS
municións	střelivo	munición	střelivo	N	N;NOM;NEUT;SG;POS
quite	vzít	quite	vzít	V	V;POS;NFIN
quite	vypnout	quite	vypnout	V	V;POS;NFIN
pedido	pořádek	peder	pořádek	N	N;INAN;NOM;MASC;SG;POS
pedido	řád	peder	řád	N	N;INAN;NOM;MASC;SG;POS
pedido	pořadí	peder	pořadí	N	N;NOM;NEUT;SG;POS
pedido	objednávka	peder	objednávka	N	N;NOM;FEM;SG;POS
francesas	francouzské	francesa	francouzský	ADJ	ADJ;NOM;NEUT;SG;POS
francesas	francouzská	francesa	francouzský	ADJ	ADJ;NOM;FEM;SG;POS
perdes	prohrát	perde	prohrát	V	V;POS;NFIN
perdes	ztratit	perde	ztratit	V	V;PFV;POS;NFIN
falaron	mluvili	falar	mluvit	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
servirá	bude	servir	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
digno	hoden	digno	hodný	ADJ	ADJ;MASC;SG;POS
digno	hodna	digno	hodný	ADJ	ADJ;POS
fama	sláva	facer	sláva	N	N;NOM;FEM;SG;POS
fama	slávy	facer	sláva	N	N;NOM;FEM;PL;POS
fama	slávu	facer	sláva	N	N;ACC;FEM;SG;POS
canibalismo	kanibalismus	canibalismo	kanibalismus	N	N;INAN;NOM;MASC;SG;POS
duras	tvrdá	duro	tvrdý	ADJ	ADJ;NOM;FEM;SG;POS
duras	tvrdé	duro	tvrdý	ADJ	ADJ;NOM;NEUT;SG;POS
duras	těžké	duro	těžký	ADJ	ADJ;NOM;NEUT;SG;POS
duras	tvrdý	duro	tvrdý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
aceno	gesta	aceno	gesto	N	N;NOM;NEUT;PL;POS
aceno	gesto	aceno	gesto	N	N;NOM;NEUT;SG;POS
trucos	triky	truco	trik	N	N;INAN;NOM;MASC;PL;POS
trucos	triků	truco	trik	N	N;INAN;GEN;MASC;PL;POS
alumnado	jsou	alumnado	být	V	V;IND;PL;3;POS;PRS;FIN;ACT
vera	very	verar	ver	N	N;FEM;SG;POS
tentativa	pokus	tentativo	pokus	N	N;INAN;NOM;MASC;SG;POS
tentativa	pokus	tentativo	pokus	N	N;INAN;NOM;MASC;SG;POS
bárbaros	barbaři	bárbaro	barbař	N	N;ANIM;NOM;MASC;PL;POS
bárbaros	barbary	bárbaro	barbar	N	N;ANIM;ACC;MASC;PL;POS
bárbaros	divoši	bárbaro	divoch	N	N;ANIM;NOM;MASC;PL;POS
entendín	pochopil	entender	pochopit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
movédevos	přesun	movédevo	přesun	N	N;INAN;NOM;MASC;SG;POS
movédevos	pohyb	movédevo	pohyb	N	N;INAN;NOM;MASC;SG;POS
stan	stane	stan	stát	V	V;IND;SG;3;POS;PRS;FIN;ACT
marines	mariňák	marine	mariňák	N	N;ANIM;NOM;MASC;SG;POS
lucinda	lucinda	lucindar	lucinda	N	N;NOM;FEM;SG;POS
cóidate	péče	cóidate	péče	N	N;NOM;FEM;SG;POS
cóidate	péči	cóidate	péče	N	N;ACC;FEM;SG;POS
turista	turista	turista	turista	N	N;ANIM;NOM;MASC;SG;POS
alicia	alenka	alicia	alenka	N	N;NOM;FEM;SG;POS
alicia	alice	alicia	alice	N	N;NOM;FEM;SG;POS
parisinos	pařížané	parisino	pařížaný	N	N;ANIM;NOM;MASC;PL;POS
doutora	doktore	doutor	doktor	N	N;INAN;NOM;MASC;SG;POS
doutora	lékař	doutor	lékař	N	N;ANIM;NOM;MASC;SG;POS
doutora	doktor	doutor	doktor	N	N;ANIM;NOM;MASC;SG;POS
doutora	doctor	doutor	doctor	N	N;INAN;NOM;MASC;SG;POS
envioume	poslal	envioume	poslat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
conquistar	dobýt	conquistar	dobýt	V	V;POS;NFIN
equipos	týmů	equipo	tým	N	N;INAN;GEN;MASC;PL;POS
equipos	týmy	equipo	tým	N	N;INAN;NOM;MASC;PL;POS
procede	přichází	proceder	přicházet	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vise	viděla	visir	vidět	V	V;POS;PST;V.PTCP;ACT
vise	viděl	visir	vidět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
vise	viz	visir	viz	V	V;PFV;IMP;SG;2;POS;FIN
altar	oltář	altar	oltář	N	N;INAN;NOM;MASC;SG;POS
altar	oltáři	altar	oltář	N	N;INAN;DAT;MASC;SG;POS
altar	oltáře	altar	oltář	N	N;INAN;NOM;MASC;PL;POS
debates	diskuse	debate	diskuse	N	N;NOM;FEM;SG;POS
debates	diskuze	debate	diskuse	N	N;NOM;FEM;SG;POS
debates	debaty	debate	debata	N	N;NOM;FEM;PL;POS
debates	rozpravy	debate	rozprava	N	N;NOM;FEM;PL;POS
redes	sítě	rede	síť	N	N;NOM;FEM;PL;POS
redes	sítě	rede	síť	N	N;NOM;FEM;PL;POS
utilidade	využití	utilidade	využití	N	N;NOM;NEUT;SG;POS
utilidade	použití	utilidade	použití	N	N;NOM;NEUT;SG;POS
utilidade	užití	utilidade	užití	N	N;NOM;NEUT;SG;POS
utilidade	užitečnost	utilidade	užitečnost	N	N;NOM;FEM;SG;POS
crece	roste	crecer	růst	V	V;IND;SG;3;POS;PRS;FIN;ACT
entretemento	pobavení	entretemento	pobavení	N	N;NOM;NEUT;SG;POS
entretemento	zábava	entretemento	zábava	N	N;NOM;FEM;SG;POS
trampas	pasti	trampa	past	N	N;NOM;FEM;PL;POS
cometeu	spáchal	cometar	spáchat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
cometeu	vyrobil	cometar	vyrobit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
cometeu	udělal	cometar	udělat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
comparten	sdílet	compartir	sdílet	V	V;IPFV;POS;NFIN
musical	hudební	musical	hudební	ADJ	ADJ;NOM;MASC;SG;POS
musical	hudební	musical	hudební	ADJ	ADJ;NOM;MASC;SG;POS
detector	detektor	detector	detektor	N	N;INAN;NOM;MASC;SG;POS
detector	detektoru	detector	detektor	N	N;INAN;GEN;MASC;SG;POS
fundamental	zásadní	fundamental	zásadní	ADJ	ADJ;NOM;MASC;SG;POS
xuízos	rozsudků	xuízo	rozsudek	N	N;INAN;GEN;MASC;PL;POS
xuízos	rozsudky	xuízo	rozsudek	N	N;INAN;NOM;MASC;PL;POS
xuízos	zkoušky	xuízo	zkouška	N	N;NOM;FEM;PL;POS
causas	příčiny	causa	příčina	N	N;NOM;FEM;PL;POS
bate	bije	bate	bít	V	V;IND;SG;3;POS;PRS;FIN;ACT
substituír	nahradit	substituír	nahradit	V	V;PFV;POS;NFIN
substituír	nahradit	substituír	nahradit	V	V;PFV;POS;NFIN
debuxo	kreslení	debuxo	kreslení	N	N;NOM;NEUT;SG;POS
debuxo	kresba	debuxo	kresba	N	N;NOM;FEM;SG;POS
debuxo	losování	debuxo	losování	N	N;NOM;NEUT;SG;POS
rostros	tváře	rostro	tvář	N	N;NOM;FEM;PL;POS
rostros	obličeje	rostro	obličej	N	N;INAN;NOM;MASC;PL;POS
rostros	tvář	rostro	tvář	N	N;NOM;FEM;SG;POS
rostros	obličej	rostro	obličej	N	N;INAN;NOM;MASC;SG;POS
rostros	face	rostro	face	N	N;NOM;MASC;SG;POS
aula	pokoj	aula	pokoj	N	N;INAN;NOM;MASC;SG;POS
aula	místnost	aula	místnost	N	N;NOM;FEM;SG;POS
aula	třída	aula	třída	N	N;NOM;FEM;SG;POS
aula	třídy	aula	třída	N	N;NOM;FEM;PL;POS
manipulación	manipulace	manipulación	manipulace	N	N;NOM;FEM;SG;POS
manipulación	manipulaci	manipulación	manipulace	N	N;ACC;FEM;SG;POS
campá	zvonek	campá	zvonek	N	N;INAN;NOM;MASC;SG;POS
campá	zvon	campá	zvon	N	N;INAN;NOM;MASC;SG;POS
corrupción	korupce	corrupción	korupce	N	N;NOM;FEM;SG;POS
corrupción	korupci	corrupción	korupce	N	N;ACC;FEM;SG;POS
corvos	vrány	corvo	vrána	N	N;NOM;FEM;PL;POS
corvos	ravens	corvo	ravens	N	N;MASC;PL;POS
prestar	platit	prestar	platit	V	V;POS;NFIN
prestar	zaplatit	prestar	zaplatit	V	V;PFV;POS;NFIN
persoais	osobní	persoal	osobní	ADJ	ADJ;NOM;MASC;SG;POS
persoais	osobního	persoal	osobní	ADJ	ADJ;ANIM;GEN;MASC;SG;POS
herdanza	dědictví	herdanza	dědictví	N	N;NOM;NEUT;SG;POS
herdanza	dědictví	herdanza	dědictví	N	N;NOM;NEUT;SG;POS
eléctrica	elektrická	eléctrico	elektrický	ADJ	ADJ;NOM;FEM;SG;POS
eléctrica	elektrický	eléctrico	elektrický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
eléctrica	elektrické	eléctrico	elektrický	ADJ	ADJ;NOM;NEUT;SG;POS
eléctrica	power	eléctrico	power	ADJ	ADJ;POS
prestado	vypůjčit	prestar	vypůjčit	V	V;PFV;POS;NFIN
prestado	půjčit	prestar	půjčit	V	V;PFV;POS;NFIN
prestado	vypůjčil	prestar	vypůjčit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
prestado	půjčil	prestar	půjčit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
interiores	vnitřní	interior	vnitřní	ADJ	ADJ;NOM;MASC;SG;POS
traxes	šaty	traxe	šat	N	N;INAN;NOM;MASC;PL;POS
traxes	obleky	traxe	oblek	N	N;INAN;NOM;MASC;PL;POS
limitado	omezeno	limitado	omezený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
limitado	omezený	limitado	omezený	ADJ	ADJ;INAN;NOM;MASC;SG;POS
limitado	omezené	limitado	omezený	ADJ	ADJ;NOM;NEUT;SG;POS
limitado	omezená	limitado	omezený	ADJ	ADJ;NOM;FEM;SG;POS
ancián	člověk	ancián	člověk	N	N;ANIM;NOM;MASC;SG;POS
ancián	muž	ancián	muž	N	N;ANIM;NOM;MASC;SG;POS
infección	infekce	infección	infekce	N	N;NOM;FEM;SG;POS
infección	nákaza	infección	nákaza	N	N;NOM;FEM;SG;POS
radicais	radikály	radical	radikál	N	N;INAN;NOM;MASC;PL;POS
recente	nedávný	recente	dávný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
recente	nedávné	recente	dávný	ADJ	ADJ;NOM;NEUT;SG;NEG
recente	nedávná	recente	dávný	ADJ	ADJ;NOM;FEM;SG;NEG
italianos	italské	italiano	italský	ADJ	ADJ;NOM;NEUT;SG;POS
italianos	italská	italiano	italský	ADJ	ADJ;NOM;FEM;SG;POS
italianos	italský	italiano	italský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
xeracións	generace	xeración	generace	N	N;NOM;FEM;SG;POS
barreira	bariéra	barreira	bariéra	N	N;NOM;FEM;SG;POS
barreira	překážka	barreira	překážka	N	N;NOM;FEM;SG;POS
barreira	bariéry	barreira	bariéra	N	N;NOM;FEM;PL;POS
barreira	bariéru	barreira	bariéra	N	N;ACC;FEM;SG;POS
ouviu	slyšel	ouviu	slyšet	V	V;MASC;SG;POS;PST;V.PTCP;ACT
ido	pryč	ido	pryč	ADV	ADV
arruinar	zničit	arruinar	zničit	V	V;PFV;POS;NFIN
concertos	koncertů	concerto	koncert	N	N;INAN;GEN;MASC;PL;POS
concertos	koncerty	concerto	koncert	N	N;INAN;NOM;MASC;PL;POS
virus	vir	virus	vir	N	N;INAN;NOM;MASC;SG;POS
virus	viru	virus	vir	N	N;INAN;GEN;MASC;SG;POS
virus	virus	virus	vir	N	N;INAN;NOM;MASC;SG;POS
virus	viry	virus	vir	N	N;INAN;NOM;MASC;PL;POS
pulmóns	plíce	pulmón	plíce	N	N;NOM;FEM;PL;POS
pulmóns	plic	pulmón	plíce	N	N;GEN;FEM;PL;POS
extremadamente	mimořádně	extremadamente	mimořádně	ADV	ADV;POS
extremadamente	nesmírně	extremadamente	smírně	ADV	ADV;NEG
extremadamente	nadmíru	extremadamente	nadmíru	ADV	ADV
extremadamente	extrémně	extremadamente	extrémně	ADV	ADV;POS
fármacos	léky	fármaco	lék	N	N;INAN;NOM;MASC;PL;POS
fármacos	drogy	fármaco	droga	N	N;NOM;FEM;PL;POS
microbios	mikroby	microbio	mikroby	N	N;INAN;NOM;MASC;PL;POS
prácticas	praktiky	práctica	praktika	N	N;NOM;FEM;PL;POS
prácticas	tréninky	práctica	trénink	N	N;INAN;NOM;MASC;PL;POS
prácticas	praxe	práctica	praxe	N	N;NOM;FEM;SG;POS
estudios	studia	estudio	studium	N	N;NOM;NEUT;PL;POS
axuden	pomozte	axudar	pomoci	V	V;PFV;IMP;PL;2;POS;FIN
axuden	pomoci	axudar	pomoci	V	V;POS;NFIN
arrecifes	útesy	arrecife	útes	N	N;INAN;NOM;MASC;PL;POS
éramos	byli	éramo	být	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
éramos	byly	éramo	být	V	V;INAN;PL;POS;PST;V.PTCP;ACT
ondas	vlny	onda	vlna	N	N;NOM;FEM;PL;POS
ondas	vln	onda	vlna	N	N;GEN;FEM;PL;POS
acabará	ukončit	acabar	ukončit	V	V;PFV;POS;NFIN
acabará	bude	acabar	být	V	V;IND;SG;3;POS;FUT;FIN;ACT
ártico	arktické	ártico	arktický	ADJ	ADJ;NOM;NEUT;SG;POS
tratei	zkusil	tratar	zkusit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
tratei	zkoušela	tratar	zkoušet	V	V;IPFV;POS;PST;V.PTCP;ACT
tratei	zkusila	tratar	zkusit	V	V;PFV;POS;PST;V.PTCP;ACT
tratei	zkoušeli	tratar	zkoušet	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
tratei	zkoušel	tratar	zkoušet	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
camiñas	chůze	camiña	chůze	N	N;NOM;FEM;SG;POS
camiñas	chození	camiña	chození	N	N;NOM;NEUT;SG;POS
camiñas	procházka	camiña	procházka	N	N;ANIM;NOM;FEM;SG;POS
camiñas	chůze	camiña	chůze	N	N;NOM;FEM;SG;POS
camiñas	pěšky	camiña	pěšky	N	N;INAN;NOM;MASC;PL;POS
rescate	záchrana	rescate	záchrana	N	N;NOM;FEM;SG;POS
rescate	záchranu	rescate	záchrana	N	N;ACC;FEM;SG;POS
xerar	generovat	xerar	generovat	V	V;IPFV;POS;NFIN
racismo	rasismu	racismo	rasismus	N	N;INAN;DAT;MASC;SG;POS
racismo	rasismus	racismo	rasismus	N	N;INAN;NOM;MASC;SG;POS
esposo	manžela	esposo	manžel	N	N;ANIM;ACC;MASC;SG;POS
esposo	manžel	esposo	manžel	N	N;ANIM;NOM;MASC;SG;POS
esposo	manželi	esposo	manžel	N	N;ANIM;INS;MASC;PL;POS
xenético	genetický	xenético	genetický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
xenético	genetické	xenético	genetický	ADJ	ADJ;NOM;MASC;PL;POS
xenético	genetická	xenético	genetický	ADJ	ADJ;NOM;FEM;SG;POS
tecidos	tkáně	tecido	tkáň	N	N;NOM;FEM;PL;POS
tecidos	tkání	tecido	tkáň	N	N;INS;FEM;SG;POS
caeron	mít	caer	mít	V	V;POS;NFIN
caeron	upustil	caer	upustit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
caeron	upustila	caer	upustit	V	V;PFV;POS;PST;V.PTCP;ACT
kilos	libry	kilo	libra	N	N;NOM;FEM;PL;POS
kilos	liber	kilo	libra	N	N;GEN;FEM;PL;POS
kilos	kila	kilo	kilo	N	N;NOM;NEUT;PL;POS
kilos	kila	kilo	kilo	N	N;NOM;NEUT;PL;POS
aburrida	nudné	aburrido	nudný	ADJ	ADJ;NOM;NEUT;SG;POS
aburrida	nudný	aburrido	nudný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
tentan	zkuste	tentar	zkusit	V	V;PFV;IMP;PL;2;POS;FIN
tentan	vyzkoušejte	tentar	vyzkoušet	V	V;PFV;IMP;PL;2;POS;FIN
tentan	zkouší	tentar	zkoušit	V	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
tentan	zkouším	tentar	zkoušit	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
axencia	agentura	axencia	agentura	N	N;NOM;FEM;SG;POS
responsables	zodpovědnost	responsable	zodpovědnost	N	N;NOM;FEM;SG;POS
responsables	odpovědnost	responsable	odpovědnost	N	N;NOM;FEM;SG;POS
nobel	cena	nobel	cena	N	N;NOM;FEM;SG;POS
bonos	razítka	bono	razítko	N	N;NOM;NEUT;PL;POS
bonos	známky	bono	známka	N	N;NOM;FEM;PL;POS
sentiu	udělal	sentiu	udělat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
sentiu	cítit	sentiu	cítit	V	V;IPFV;POS;NFIN
sentiu	cítil	sentiu	cítit	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
sentiu	cítila	sentiu	cítit	V	V;IPFV;POS;PST;V.PTCP;ACT
memorias	vzpomínky	memoria	vzpomínka	N	N;NOM;FEM;PL;POS
cultivar	rostou	cultivar	růst	V	V;IND;PL;3;POS;PRS;FIN;ACT
cultivar	pěstovat	cultivar	pěstovat	V	V;IPFV;POS;NFIN
industriais	továrně	industrial	továrna	N	N;DAT;FEM;SG;POS
industriais	továrna	industrial	továrna	N	N;NOM;FEM;SG;POS
desigualdade	nerovnost	desigualdade	nerovnost	N	N;NOM;FEM;SG;POS
desigualdade	nerovnosti	desigualdade	nerovnost	N	N;NOM;FEM;PL;POS
ameazas	výhružky	ameaza	výhružka	N	N;NOM;FEM;PL;POS
ameazas	ohrožení	ameaza	ohrožení	N	N;NOM;NEUT;SG;POS
ameazas	výhrůžky	ameaza	výhrůžka	N	N;NOM;FEM;PL;POS
ameazas	hrozby	ameaza	hrozba	N	N;NOM;FEM;PL;POS
ameazas	vyhrožování	ameaza	vyhrožování	N	N;NOM;NEUT;SG;POS
posesión	přechovávání	posesión	přechovávání	N	N;NOM;NEUT;SG;POS
posesión	držení	posesión	držení	N	N;NOM;NEUT;SG;POS
curva	křivka	curvar	křivka	N	N;NOM;FEM;SG;POS
curva	křivky	curvar	křivka	N	N;NOM;FEM;PL;POS
entradas	vstupenky	entrada	vstupenka	N	N;NOM;FEM;PL;POS
entradas	jízdenky	entrada	jízdenka	N	N;NOM;FEM;PL;POS
entradas	lístky	entrada	lístek	N	N;INAN;NOM;MASC;PL;POS
entradas	letenky	entrada	letenka	N	N;NOM;FEM;PL;POS
incriblemente	neuvěřitelně	incrible	uvěřitelně	ADV	ADV;NEG
incriblemente	neskutečně	incrible	skutečně	ADV	ADV;NEG
cultivo	kulturu	cultivo	kultura	N	N;ACC;FEM;SG;POS
cultivo	kultura	cultivo	kultura	N	N;NOM;FEM;SG;POS
cultivo	kultury	cultivo	kultura	N	N;NOM;FEM;SG;POS
tratamentos	zacházení	tratamento	zacházení	N	N;NOM;NEUT;SG;POS
tratamentos	léčby	tratamento	léčba	N	N;NOM;FEM;SG;POS
tratamentos	léčba	tratamento	léčba	N	N;NOM;FEM;SG;POS
tratamentos	ošetření	tratamento	ošetření	N	N;NOM;NEUT;SG;POS
tratamentos	léčení	tratamento	léčení	N	N;NOM;NEUT;SG;POS
tratamentos	léčba	tratamento	léčba	N	N;NOM;FEM;SG;POS
tratamentos	ošetření	tratamento	ošetření	N	N;NOM;NEUT;SG;POS
almacéns	prodejny	almacén	prodejna	N	N;NOM;FEM;PL;POS
almacéns	obchody	almacén	obchod	N	N;INAN;NOM;MASC;PL;POS
almacéns	odbor	almacén	odbor	N	N;INAN;NOM;MASC;SG;POS
almacéns	oddělení	almacén	oddělení	N	N;NOM;NEUT;SG;POS
almacéns	obchod	almacén	obchod	N	N;INAN;NOM;MASC;SG;POS
almacéns	obchodu	almacén	obchod	N	N;INAN;GEN;MASC;SG;POS
meteu	mám	meteu	mít	V	V;IND;SG;1;POS;PRS;FIN;ACT
meteu	dostal	meteu	dostat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
mecanismo	mechanismus	mecanismo	mechanismus	N	N;INAN;NOM;MASC;SG;POS
mecanismo	zařízení	mecanismo	zařízení	N	N;NOM;NEUT;SG;POS
quinto	pátá	quinto	pátý	ADJ	ADJ;NOM;FEM;SG
quinto	páté	quinto	pátý	ADJ	ADJ;NOM;MASC;SG
quinto	pátý	quinto	pátý	ADJ	ADJ;ANIM;NOM;MASC;SG
mandei	poslal	mander	poslat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
xoguetes	hračka	xoguete	hračka	N	N;NOM;FEM;SG;POS
xoguetes	hračky	xoguete	hračka	N	N;NOM;FEM;PL;POS
vilas	města	vila	město	N	N;NOM;NEUT;PL;POS
vilas	vesnic	vila	vesnice	N	N;GEN;FEM;PL;POS
vilas	vesnice	vila	vesnice	N	N;NOM;FEM;SG;POS
viñetas	pohádky	viñeta	pohádka	N	N;NOM;FEM;PL;POS
arquivos	souborů	arquivo	soubor	N	N;INAN;GEN;MASC;PL;POS
arquivos	soubory	arquivo	soubor	N	N;INAN;NOM;MASC;PL;POS
arquivos	spisy	arquivo	spis	N	N;INAN;NOM;MASC;PL;POS
arquivos	složky	arquivo	složka	N	N;NOM;FEM;PL;POS
arquivos	archivy	arquivo	archiv	N	N;INAN;NOM;MASC;PL;POS
arquivos	archiv	arquivo	archiv	N	N;INAN;NOM;MASC;SG;POS
arquivos	archivu	arquivo	archiv	N	N;INAN;GEN;MASC;SG;POS
cambiaron	mít	cambiar	mít	V	V;POS;NFIN
encargo	pořádek	encargo	pořádek	N	N;INAN;NOM;MASC;SG;POS
encargo	řád	encargo	řád	N	N;INAN;NOM;MASC;SG;POS
encargo	pořadí	encargo	pořadí	N	N;NOM;NEUT;SG;POS
