melampaui	transcende	menlampaui	transcend	V;SG;ACT	V;IND;SG;3;PRS;FIN
kawat	sarma	kawat	sarmă	N;SG	N;DEF;FEM;SG
rongga	cavitatea	rongga	cavitate	N;SG	N;DEF;FEM;SG
akta	fapta	akta	faptă	N;SG	N;DEF;FEM;SG
akta	fapta	akta	faptă	N;SG	N;DEF;FEM;SG
kaset	caseta	kaset	caseta	N	N;DEF;FEM;SG
kaset	caseta	kaset	caseta	N	N;DEF;FEM;SG
kaset	benzi	kaset	bandă	N	N;INDF;FEM;PL
kaset	casete	kaset	caset	N	N;INDF;FEM;PL
kaset	casetele	kaset	caset	N	N;DEF;FEM;PL
biarawan	calugar	biarawan	calugar	N	N;INDF;MASC;SG
biarawan	calugar	biarawan	calugar	N	N;INDF;MASC;SG
biarawan	calugarul	biarawan	calugar	N	N;DEF;MASC;SG
biarawan	calugari	biarawan	calugar	N	N;INDF;MASC;PL
biarawan	calugarii	biarawan	calugarie	N	N;DEF;MASC;PL
memulihkan	reface	menpulihkan	reface	V;SG;ACT	V;IND;SG;3;PRS;FIN
memulihkan	restabilita	menpulihkan	restabilita	V;SG;ACT	V;IND;SG;3;IPFV;FIN
memulihkan	recupereaza	menpulihkan	recuperează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
memulihkan	recupera	menpulihkan	recupera	V;SG;ACT	V;IND;SG;3;IPFV;FIN
pemindahan	deplasare	penpindahan	deplasare	N;SG	N;INDF;FEM;SG
bing	bing	bing	bing	N	N;INDF;MASC;SG
bubuk	pulbere	bubuk	pulbere	N;SG	N;INDF;FEM;SG
bubuk	praf	bubuk	praf	N;SG	N;INDF;MASC;SG
bubuk	pudra	bubuk	pudra	N;SG	N;DEF;FEM;SG
pembacaan	citirea	penbacaan	citire	N;SG	N;DEF;FEM;SG
pembacaan	citire	penbacaan	citire	N;SG	N;INDF;FEM;SG
pembacaan	lectura	penbacaan	lectură	N;SG	N;DEF;FEM;SG
jurnalistik	jurnalismul	jurnalistik	jurnalism	N;SG	N;DEF;MASC;SG
jurnalistik	jurnalism	jurnalistik	jurnalism	N;SG	N;INDF;MASC;SG
kelinci	hare	kelinci	hare	N	N;INDF;MASC;SG
kelinci	iepurii	kelinci	iepure	N	N;DEF;MASC;PL
kelinci	iepuri	kelinci	iepure	N	N;INDF;MASC;PL
kelinci	iepure	kelinci	iepure	N	N;INDF;MASC;SG
kelinci	iepurele	kelinci	iepure	N	N;DEF;MASC;SG
kelinci	rabbit	kelinci	rabbit	N	N;INDF;MASC;SG
implementasi	implementarea	implementasi	implementare	N;SG	N;DEF;FEM;SG
implementasi	implementare	implementasi	implementare	N;SG	N;INDF;FEM;SG
penempatan	plasare	pentempatan	plasare	N;SG	N;INDF;FEM;SG
penempatan	plasarea	pentempatan	plasare	N;SG	N;DEF;FEM;SG
peresmian	inaugurare	peresmian	inaugurare	N;SG	N;INDF;FEM;SG
peresmian	inaugurarea	peresmian	inaugurare	N;SG	N;DEF;FEM;SG
katak	broasca	katak	broască	N;SG	N;DEF;FEM;SG
katak	broasca	katak	broască	N;SG	N;DEF;FEM;SG
katak	broasca	katak	broască	N;SG	N;DEF;FEM;SG
imigrasi	imigrare	imigrasi	imigrare	N;SG	N;INDF;FEM;SG
drastis	drastica	drastis	drastică	ADJ;SG	ADJ;DEF;FEM;SG
prototipe	prototipul	prototipe	prototip	N;SG	N;DEF;MASC;SG
prototipe	prototip	prototipe	prototip	N;SG	N;INDF;MASC;SG
subyek	subiecte	subyek	subiect	N	N;INDF;FEM;PL
subyek	subiect	subyek	subiect	N	N;INDF;MASC;SG
subyek	subiectul	subyek	subiect	N	N;DEF;MASC;SG
sukarela	voluntariat	sukarela	voluntariat	N;SG	N;INDF;MASC;SG
sukarela	voluntariat	sukarela	voluntariat	N;SG	N;INDF;MASC;SG
kolektif	colectiv	kolektif	colectiv	ADJ	ADJ;INDF;MASC;SG
kolektif	colective	kolektif	colectiv	ADJ	ADJ;INDF;FEM;PL
kolektif	colectiva	kolektif	colectiva	ADJ	ADJ;DEF;FEM;SG
kolektif	colectiv	kolektif	colectiv	ADJ	ADJ;INDF;MASC;SG
dynamo	dinamo	dynamo	dinamo	N;SG	N;INDF;MASC;SG
meniru	imita	mentiru	imita	V;SG;ACT	V;IND;SG;3;IPFV;FIN
meniru	imita	mentiru	imita	V;SG;ACT	V;IND;SG;3;IPFV;FIN
ester	ester	ester	ester	N	N;INDF;MASC;SG
ester	ester	ester	ester	N	N;INDF;MASC;SG
nyonya	doamna	nyonya	doamnă	N	N;DEF;FEM;SG
nyonya	doamna	nyonya	doamnă	N	N;DEF;FEM;SG
nyonya	stapana	nyonya	stapană	N	N;DEF;FEM;SG
nyonya	amanta	nyonya	amanta	N	N;DEF;FEM;SG
nyonya	doamna	nyonya	doamnă	N	N;DEF;FEM;SG
nyonya	doamna	nyonya	doamnă	N	N;DEF;FEM;SG
oksida	oxid	oksida	oxid	N;SG	N;INDF;MASC;SG
hobi	hobby	hobi	hobby	N;SG	N;INDF;MASC;SG
rotasi	rotire	rotasi	rotire	N	N;INDF;FEM;SG
rotasi	rotatie	rotasi	rotatie	N	N;INDF;FEM;SG
balasan	raspuns	balasan	raspuns	N;SG;ACT	N;INDF;MASC;SG
undian	loteria	undian	loterie	N;SG	N;DEF;FEM;SG
undian	loterie	undian	loterie	N;SG	N;INDF;FEM;SG
penguasaan	posesie	penkuasaan	posesie	N;SG	N;INDF;FEM;SG
penguasaan	posesia	penkuasaan	posesie	N;SG	N;DEF;FEM;SG
penguasaan	maiestrie	penkuasaan	maiestrie	N;SG	N;INDF;FEM;SG
gantung	spanzurare	gantung	spanzurare	N;SG	N;INDF;FEM;SG
gantung	spanzuratoarea	gantung	spanzuratoare	N;SG	N;DEF;FEM;SG
prioritas	prioritatea	prioritas	prioritate	N;SG	N;DEF;FEM;SG
prioritas	prioritate	prioritas	prioritate	N;SG	N;INDF;FEM;SG
dihilangkan	omis	dihilangkan	omite	V;SG;PASS	V;MASC;SG;V.PTCP
penerjemah	translator	penterjemah	translator	N;SG	N;INDF;MASC;SG
penerjemah	traducator	penterjemah	traducator	N;SG	N;INDF;MASC;SG
penerjemah	interpret	penterjemah	interpret	N;SG	N;INDF;MASC;SG
penerjemah	translators	penterjemah	translators	N;SG	N;INDF;MASC;SG
mahabharata	mahabharata	mahabharata	mahabharat	N	N;DEF;FEM;SG
performa	performanta	performa	performant	N;SG	N;DEF;FEM;SG
performa	performanta	performa	performant	N;SG	N;DEF;FEM;SG
performa	performanta	performa	performant	N;SG	N;DEF;FEM;SG
persentase	procent	persentase	procent	N;SG	N;INDF;MASC;SG
persentase	procentajul	persentase	procentaj	N;SG	N;DEF;MASC;SG
persentase	procentul	persentase	procent	N;SG	N;DEF;MASC;SG
persentase	procentaj	persentase	procentaj	N;SG	N;INDF;MASC;SG
persentase	procent	persentase	procent	N;SG	N;INDF;MASC;SG
menimpa	suprascrie	mentimpa	suprascrie	V;SG;ACT	V;IND;SG;3;PRS;FIN
menimpa	suprascrie	mentimpa	suprascrie	V;SG;ACT	V;IND;SG;3;PRS;FIN
strip	benzi	strip	bandă	N	N;INDF;FEM;PL
champion	campion	champion	campion	N	N;INDF;MASC;SG
champion	campioana	champion	campioană	N	N;DEF;FEM;SG
champion	campioana	champion	campioană	N	N;DEF;FEM;SG
champion	campionul	champion	campion	N	N;DEF;MASC;SG
elektronika	electronica	elektronika	electronică	N	N;DEF;FEM;SG
elektronika	electronica	elektronika	electronică	N	N;DEF;FEM;SG
elektronika	electronica	elektronika	electronică	N	N;DEF;FEM;SG
neutron	neutroni	neutron	neutron	N	N;INDF;MASC;PL
neutron	neutron	neutron	neutron	N	N;INDF;MASC;SG
sengketa	contestata	sengketa	contesta	N;SG	N;DEF;FEM;SG
sengketa	litigiu	sengketa	litigiu	N;SG	N;INDF;MASC;SG
pengasingan	exil	penasingan	exil	N;SG	N;INDF;MASC;SG
pengasingan	exilul	penasingan	exil	N;SG	N;DEF;MASC;SG
liburan	vacanta	liburan	vacanta	N;SG	N;DEF;FEM;SG
liburan	vacanta	liburan	vacanta	N;SG	N;DEF;FEM;SG
liburan	vacanta	liburan	vacanta	N;SG	N;DEF;FEM;SG
liburan	vacanta	liburan	vacanta	N;SG	N;DEF;FEM;SG
liburan	concediu	liburan	concediu	N;SG	N;INDF;MASC;SG
liburan	vacanta	liburan	vacanta	N;SG	N;DEF;FEM;SG
teras	terasa	teras	terasă	N;SG	N;DEF;FEM;SG
teras	terasa	teras	terasă	N;SG	N;DEF;FEM;SG
personil	personalul	personil	personal	N;SG	N;DEF;MASC;SG
acuan	referinta	acuan	referint	N;SG	N;DEF;FEM;SG
acuan	referinta	acuan	referint	N;SG	N;DEF;FEM;SG
acuan	trimitere	acuan	trimitere	N;SG	N;INDF;FEM;SG
rekomendasi	recomandare	rekomendasi	recomandare	N;SG	N;INDF;FEM;SG
rekomendasi	recomandarea	rekomendasi	recomandare	N;SG	N;DEF;FEM;SG
kisaran	interval	kisaran	interval	N;SG	N;INDF;MASC;SG
kisaran	intervalul	kisaran	interval	N;SG	N;DEF;MASC;SG
imbang	cravata	imbang	cravat	N;SG	N;DEF;FEM;SG
imbang	cravata	imbang	cravat	N;SG	N;DEF;FEM;SG
imbang	remiza	imbang	remiza	N;SG	N;DEF;FEM;SG
pembatasan	restrictie	penbatasan	restrictie	N;SG	N;INDF;FEM;SG
pembatasan	limitarea	penbatasan	limitare	N;SG	N;DEF;FEM;SG
tangkai	tulpina	tangkai	tulpină	N;SG	N;DEF;FEM;SG
perorangan	individuala	perorangan	individual	N;SG	N;DEF;FEM;SG
perorangan	individ	perorangan	individ	N;SG	N;INDF;MASC;SG
penanda	marker	pentanda	marker	N;SG	N;INDF;MASC;SG
menyembunyikan	ascunde	mensembunyikan	ascunde	V;SG;ACT	V;IND;SG;3;PRS;FIN
dongeng	basm	dongeng	basm	N;SG	N;INDF;MASC;SG
aroma	aroma	aroma	aroma	N;SG	N;DEF;FEM;SG
aroma	aroma	aroma	aroma	N;SG	N;DEF;FEM;SG
aroma	parfum	aroma	parfum	N;SG	N;INDF;MASC;SG
amino	amino	amino	amină	N	N;INDF;MASC;SG
penggantian	inlocuire	pengantian	inlocuire	N;SG	N;INDF;FEM;SG
penggantian	inlocuirea	pengantian	inlocuire	N;SG	N;DEF;FEM;SG
penggantian	inlocuire	pengantian	inlocuire	N;SG	N;INDF;FEM;SG
anglikan	anglicana	anglikan	anglicana	N	N;DEF;FEM;SG
suite	suita	suite	suită	N	N;DEF;FEM;SG
suite	suite	suite	sui	N	N;INDF;FEM;PL
suite	suita	suite	suită	N	N;DEF;FEM;SG
penggalian	excavare	pengalian	excavare	N;SG	N;INDF;FEM;SG
reputasi	reputatie	reputasi	reputatie	N;SG	N;INDF;FEM;SG
reputasi	reputatia	reputasi	reputatie	N;SG	N;DEF;FEM;SG
reputasi	reputatie	reputasi	reputatie	N;SG	N;INDF;FEM;SG
mengenali	recunoaste	menkenali	recunoaste	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengenali	recunoaste	menkenali	recunoaste	V;SG;ACT	V;IND;SG;3;PRS;FIN
keunikan	unicitatea	keunikan	unicitate	N;SG	N;DEF;FEM;SG
asumsi	presupunere	asumsi	presupunere	N;SG	N;INDF;FEM;SG
asumsi	presupunerea	asumsi	presupunere	N;SG	N;DEF;FEM;SG
kiper	portar	kiper	portar	N;SG	N;INDF;MASC;SG
kiper	portarul	kiper	portar	N;SG	N;DEF;MASC;SG
kiper	portar	kiper	portar	N;SG	N;INDF;MASC;SG
lancar	neted	lancar	neted	ADJ;SG	ADJ;INDF;MASC;SG
bengkel	atelier	bengkel	atelier	N;SG	N;INDF;MASC;SG
bengkel	atelierul	bengkel	atelier	N;SG	N;DEF;MASC;SG
penawaran	afacere	pentawaran	afacere	N;SG	N;INDF;FEM;SG
penawaran	oferta	pentawaran	ofertă	N;SG	N;DEF;FEM;SG
penawaran	oferta	pentawaran	ofertă	N;SG	N;DEF;FEM;SG
pengalihan	diversiune	penalihan	diversiune	N;SG	N;INDF;FEM;SG
pengalihan	distragere	penalihan	distragere	N;SG	N;INDF;FEM;SG
lithuania	lituaniana	lithuania	lituaniană	N;SG	N;DEF;FEM;SG
kalsium	calciu	kalsium	calciu	N	N;INDF;MASC;SG
teror	teroare	teror	teroare	N;SG	N;INDF;FEM;SG
teror	teroarea	teror	teroare	N;SG	N;DEF;FEM;SG
obligasi	bond	obligasi	bond	N;SG	N;INDF;MASC;SG
waralaba	franciza	waralaba	franciza	N;SG	N;DEF;FEM;SG
waralaba	franciza	waralaba	franciza	N;SG	N;DEF;FEM;SG
tingkah	capriciu	tingkah	capriciu	N;SG	N;INDF;MASC;SG
tingkah	comportamentul	tingkah	comportament	N;SG	N;DEF;MASC;SG
tingkah	comportament	tingkah	comportament	N;SG	N;INDF;MASC;SG
ketahanan	rezistenta	ketahanan	rezistentă	N;SG	N;DEF;FEM;SG
ketahanan	rezistenta	ketahanan	rezistentă	N;SG	N;DEF;FEM;SG
ketahanan	rezistenta	ketahanan	rezistentă	N;SG	N;DEF;FEM;SG
beku	congelata	beku	congelat	N;SG	N;DEF;FEM;SG
beku	congelat	beku	congela	N;SG	N;INDF;MASC;SG
beku	glazura	beku	glazură	N;SG	N;DEF;FEM;SG
beku	frost	beku	frost	N;SG	N;INDF;MASC;SG
desktop	birou	desktop	birou	N;SG	N;INDF;MASC;SG
desktop	desktop	desktop	desktop	N;SG	N;INDF;MASC;SG
metabolisme	metabolismul	metabolisme	metabolism	N;SG	N;DEF;MASC;SG
metabolisme	metabolizarea	metabolisme	metabolizare	N;SG	N;DEF;FEM;SG
metabolisme	metabolizare	metabolisme	metabolizare	N;SG	N;INDF;FEM;SG
metabolisme	metabolism	metabolisme	metabolism	N;SG	N;INDF;MASC;SG
musiman	sezonier	musiman	sezonier	N;SG	N;INDF;MASC;SG
surel	mail	surel	mail	N	N;INDF;MASC;SG
surel	posta	surel	postă	N	N;DEF;FEM;SG
surel	posta	surel	postă	N	N;DEF;FEM;SG
surel	email	surel	email	N	N;INDF;MASC;SG
surel	emailuri	surel	email	N	N;INDF;FEM;PL
tren	trend	tren	trend	N;SG	N;INDF;MASC;SG
tren	tendinta	tren	tendintă	N;SG	N;DEF;FEM;SG
perusak	distrugatorul	penrusak	distrugator	N;SG	N;DEF;MASC;SG
perusak	distrugator	penrusak	distrugator	N;SG	N;INDF;MASC;SG
aluminium	aluminiu	aluminium	aluminiu	N;SG	N;INDF;MASC;SG
aluminium	aluminiu	aluminium	aluminiu	N;SG	N;INDF;MASC;SG
ranah	domenii	ranah	domeniu	N	N;INDF;FEM;PL
ranah	domeniu	ranah	domeniu	N	N;INDF;MASC;SG
ranah	domeniul	ranah	domeniu	N	N;DEF;MASC;SG
natrium	sodiu	natrium	sodiu	N	N;INDF;MASC;SG
natrium	sodica	natrium	sodica	N	N;DEF;FEM;SG
banteng	taur	banteng	taur	N;SG	N;INDF;MASC;SG
banteng	taurul	banteng	taur	N;SG	N;DEF;MASC;SG
banteng	bull	banteng	bull	N;SG	N;INDF;MASC;SG
turbin	turbina	turbin	turbina	N;SG	N;DEF;FEM;SG
kabin	cabine	kabin	cabină	N	N;INDF;FEM;PL
kabin	cabana	kabin	cabană	N	N;DEF;FEM;SG
kabin	cabina	kabin	cabină	N	N;DEF;FEM;SG
kabin	cabina	kabin	cabină	N	N;DEF;FEM;SG
kabin	cabana	kabin	cabană	N	N;DEF;FEM;SG
shogun	shogun	shogun	shogun	N	N;INDF;MASC;SG
daur	ciclul	daur	ciclu	N;SG	N;DEF;MASC;SG
daur	ciclu	daur	ciclu	N;SG	N;INDF;MASC;SG
piramida	piramida	piramida	piramidă	N	N;DEF;FEM;SG
piramida	piramida	piramida	piramidă	N	N;DEF;FEM;SG
piramida	piramide	piramida	piramidă	N	N;INDF;FEM;PL
piramida	piramidele	piramida	piramidă	N	N;DEF;FEM;PL
semut	furnica	semut	furnică	N;SG	N;DEF;FEM;SG
semut	furnica	semut	furnică	N;SG	N;DEF;FEM;SG
percetakan	imprimare	percetakan	imprimare	N;SG	N;INDF;FEM;SG
percetakan	imprimarea	percetakan	imprimare	N;SG	N;DEF;FEM;SG
percetakan	tiparire	percetakan	tiparire	N;SG	N;INDF;FEM;SG
percetakan	imprimanta	percetakan	imprimanta	N;SG	N;DEF;FEM;SG
percetakan	imprimanta	percetakan	imprimanta	N;SG	N;DEF;FEM;SG
motivasi	motivare	motivasi	motivar	N;SG	N;INDF;FEM;SG
motivasi	motivarea	motivasi	motivare	N;SG	N;DEF;FEM;SG
motivasi	motivatie	motivasi	motivatie	N;SG	N;INDF;FEM;SG
kas	cash	kas	cash	N;SG	N;INDF;MASC;SG
kas	numerar	kas	numerar	N;SG	N;INDF;MASC;SG
vulkanik	vulcanica	vulkanik	vulcanică	N;SG	N;DEF;FEM;SG
teknisi	tehnician	teknisi	tehnician	N;SG	N;INDF;MASC;SG
teknisi	tehnicianul	teknisi	tehnician	N;SG	N;DEF;MASC;SG
teknisi	inginer	teknisi	inginer	N;SG	N;INDF;MASC;SG
indikator	indicator	indikator	indicator	N;SG	N;INDF;MASC;SG
indikator	indicatorul	indikator	indicator	N;SG	N;DEF;MASC;SG
helium	heliu	helium	heliu	N	N;INDF;MASC;SG
kemarahan	furia	kemarahan	furie	N;SG	N;DEF;FEM;SG
kemarahan	mania	kemarahan	manie	N;SG	N;DEF;FEM;SG
kemarahan	furie	kemarahan	furie	N;SG	N;INDF;FEM;SG
kemarahan	manie	kemarahan	manie	N;SG	N;INDF;FEM;SG
kemarahan	furie	kemarahan	furie	N;SG	N;INDF;FEM;SG
kemarahan	indignare	kemarahan	indignare	N;SG	N;INDF;FEM;SG
kemarahan	indignarea	kemarahan	indignare	N;SG	N;DEF;FEM;SG
kemarahan	ultraj	kemarahan	ultraj	N;SG	N;INDF;MASC;SG
kemarahan	furia	kemarahan	furie	N;SG	N;DEF;FEM;SG
kemarahan	furie	kemarahan	furie	N;SG	N;INDF;FEM;SG
notaris	notar	notaris	notar	N	N;INDF;MASC;SG
pembeli	cumparator	penbeli	cumparator	N;SG	N;INDF;MASC;SG
pembeli	cumparatorul	penbeli	cumparator	N;SG	N;DEF;MASC;SG
mengobati	trata	menobati	trata	V;SG;ACT	V;IND;SG;3;IPFV;FIN
mengobati	trateaza	menobati	tratează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
mengobati	trateaza	menobati	tratează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
sunting	editare	sunting	editare	N	N;INDF;FEM;SG
sunting	editari	sunting	editar	N	N;INDF;FEM;PL
taat	ascultator	taat	ascultator	ADJ;SG	ADJ;INDF;MASC;SG
kuna	kuna	kuna	kună	N	N;DEF;FEM;SG
stasi	stasi	stasi	sta	N	N;INDF;MASC;SG
kehamilan	sarcina	kehamilan	sarcină	N;SG	N;DEF;FEM;SG
kehamilan	sarcina	kehamilan	sarcină	N;SG	N;DEF;FEM;SG
usman	usman	usman	usman	N;SG	N;INDF;MASC;SG
emisi	emisie	emisi	emisie	N;SG	N;INDF;FEM;SG
emisi	emisia	emisi	emisie	N;SG	N;DEF;FEM;SG
keberanian	curaj	keberanian	curaj	N;SG	N;INDF;MASC;SG
keberanian	curajul	keberanian	curaj	N;SG	N;DEF;MASC;SG
keberanian	indrazneala	keberanian	indrazneală	N;SG	N;DEF;FEM;SG
sekte	cult	sekte	cult	N	N;INDF;MASC;SG
sekte	cultul	sekte	cult	N	N;DEF;MASC;SG
sekte	secta	sekte	secta	N	N;DEF;FEM;SG
sekte	secta	sekte	secta	N	N;DEF;FEM;SG
sekte	secta	sekte	secta	N	N;DEF;FEM;SG
sekte	secte	sekte	secte	N	N;INDF;FEM;PL
melodi	melody	melodi	melody	N;SG	N;INDF;MASC;SG
melodi	melodia	melodi	melodie	N;SG	N;DEF;FEM;SG
melodi	melodie	melodi	melodie	N;SG	N;INDF;FEM;SG
tangki	cisterna	tangki	cisterna	N;SG	N;DEF;FEM;SG
tangki	cisterna	tangki	cisterna	N;SG	N;DEF;FEM;SG
tangki	tank	tangki	tank	N;SG	N;INDF;MASC;SG
tangki	rezervor	tangki	rezervor	N;SG	N;INDF;MASC;SG
tangki	tanc	tangki	tanc	N;SG	N;INDF;MASC;SG
saingan	rivalul	saingan	rival	N;SG	N;DEF;MASC;SG
saingan	rival	saingan	rival	N;SG	N;INDF;MASC;SG
saingan	rivala	saingan	rivală	N;SG	N;DEF;FEM;SG
antologi	antologie	antologi	antologie	N	N;INDF;FEM;SG
keemasan	golden	keemasan	golden	N;SG	N;INDF;MASC;SG
ost	ost	ost	ost	N	N;INDF;MASC;SG
fluida	fluide	fluida	fluid	N	N;INDF;FEM;PL
fluida	fluid	fluida	fluid	N	N;INDF;MASC;SG
fluida	lichid	fluida	lichid	N	N;INDF;MASC;SG
anumerta	postum	anumerta	postum	N	N;INDF;MASC;SG
anumerta	postum	anumerta	postum	N	N;INDF;MASC;SG
pesanan	comanda	pesanan	comandă	N;SG	N;DEF;FEM;SG
pesanan	ordinea	pesanan	ordine	N;SG	N;DEF;FEM;SG
pesanan	comanda	pesanan	comandă	N;SG	N;DEF;FEM;SG
pesanan	ordine	pesanan	ordine	N;SG	N;INDF;FEM;SG
pesanan	ordin	pesanan	ordin	N;SG	N;INDF;MASC;SG
pesanan	ordine	pesanan	ordine	N;SG	N;INDF;FEM;SG
restorasi	restaurare	restorasi	restaurare	N;SG	N;INDF;FEM;SG
restorasi	restaurarea	restorasi	restaurare	N;SG	N;DEF;FEM;SG
martir	martiri	martir	martire	N	N;INDF;MASC;PL
martir	martir	martir	martir	N	N;INDF;MASC;SG
menggambar	deseneaza	mengambar	deseneaza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menggambar	desenez	mengambar	deseni	V;SG;ACT	V;IND;SG;1;PRS;FIN
glass	sticla	glass	sticlă	N	N;DEF;FEM;SG
glass	sticla	glass	sticlă	N	N;DEF;FEM;SG
glass	pahar	glass	pahar	N	N;INDF;MASC;SG
benyamin	benjamin	benyamin	benjamin	N	N;INDF;MASC;SG
psikologis	psihologica	psikologis	psihologică	N;SG	N;DEF;FEM;SG
psikologis	psiholog	psikologis	psiholog	N;SG	N;INDF;MASC;SG
kromosom	cromozom	kromosom	cromozom	N;SG	N;INDF;MASC;SG
konsol	console	konsol	consolă	N	N;INDF;FEM;PL
konsol	consola	konsol	consola	N	N;DEF;FEM;SG
konsol	consola	konsol	consola	N	N;DEF;FEM;SG
sep	sep	sep	sep		
merekrut	recruteaza	menrekrut	recruta	V;SG;ACT	V;IND;SG;3;IPFV;FIN
merekrut	recruta	menrekrut	recruta	V;SG;ACT	V;IND;SG;3;IPFV;FIN
angkut	transport	angkut	transport	N;SG;ACT	N;INDF;MASC;SG
angkut	transportul	angkut	transport	N;SG;ACT	N;DEF;MASC;SG
teladan	exemplar	teladan	exemplar	N;SG	N;INDF;MASC;SG
pakan	feed	pakan	feede	N;SG	N;INDF;MASC;SG
pakan	flux	pakan	flux	N;SG	N;INDF;MASC;SG
lituania	lituaniana	lituania	lituaniană	N;SG	N;DEF;FEM;SG
landak	arici	landak	arică	N	N;INDF;MASC;SG
fermentasi	fermentare	fermentasi	fermentare	N;SG	N;INDF;FEM;SG
mendapati	gasit	mendapati	gasit	V;SG;ACT	V;MASC;SG;V.PTCP
mendapati	gasit	mendapati	gasit	V;SG;ACT	V;MASC;SG;V.PTCP
kuis	chestionare	kuis	chestionar	N	N;INDF;FEM;PL
kotoran	jeg	kotoran	jeg	N;SG	N;INDF;MASC;SG
kotoran	murdarie	kotoran	murdarie	N;SG	N;INDF;FEM;SG
kotoran	dirt	kotoran	dirt	N;SG	N;INDF;MASC;SG
agenda	agenda	agenda	agendă	N;SG	N;DEF;FEM;SG
agenda	agenda	agenda	agendă	N;SG	N;DEF;FEM;SG
transistor	tranzistori	transistor	tranzistor	N	N;INDF;MASC;PL
transistor	tranzistor	transistor	tranzistor	N	N;INDF;MASC;SG
membenci	urasc	menbenci	urasc	V;SG;ACT	V;IND;SG;1;PRS;FIN
membenci	uraste	menbenci	urast	V;SG;ACT	V;IND;SG;3;PRS;FIN
membenci	uraste	menbenci	urast	V;SG;ACT	V;IND;SG;3;PRS;FIN
penganiayaan	mutilare	penaniayaan	mutilar	N;SG	N;INDF;FEM;SG
pedas	picanta	pedas	picanta	N;SG	N;DEF;FEM;SG
pedas	picant	pedas	picant	N;SG	N;INDF;MASC;SG
pelantikan	inducerea	penlantikan	inducere	N;SG	N;DEF;FEM;SG
pelantikan	inaugurare	penlantikan	inaugurare	N;SG	N;INDF;FEM;SG
pelantikan	inaugurarea	penlantikan	inaugurare	N;SG	N;DEF;FEM;SG
stabilitas	stabilitate	stabilitas	stabilitate	N;SG	N;INDF;FEM;SG
stabilitas	stabilitatea	stabilitas	stabilitate	N;SG	N;DEF;FEM;SG
antropologi	antropologie	antropologi	antropologie	N	N;INDF;FEM;SG
hutang	datorie	hutang	datorie	N;SG	N;INDF;FEM;SG
pendahulu	predecesorul	pendahulu	predecesor	N;SG	N;DEF;MASC;SG
membujuk	convinge	menbujuk	convinge	V;SG;ACT	V;IND;SG;3;PRS;FIN
degradasi	degradarea	degradasi	degradare	N;SG	N;DEF;FEM;SG
degradasi	degradare	degradasi	degradare	N;SG	N;INDF;FEM;SG
penyelamatan	salvare	penselamatan	salvare	N;SG	N;INDF;FEM;SG
gif	gif	gif	gif	N;SG	N;INDF;MASC;SG
simple	simple	simple	simplu	ADJ	ADJ;INDF;FEM;PL
simple	simpla	simple	simplu	ADJ	ADJ;DEF;FEM;SG
bibit	samanta	bibit	samanta	N;SG	N;DEF;FEM;SG
mencalonkan	nominaliza	mencalonkan	nominaliza	V;SG;ACT	V;IND;SG;3;IPFV;FIN
rentan	susceptibil	rentan	susceptibil	ADJ;SG	ADJ;INDF;MASC;SG
rentan	susceptibila	rentan	susceptibil	ADJ;SG	ADJ;DEF;FEM;SG
rentan	vulnerabila	rentan	vulnerabil	ADJ;SG	ADJ;DEF;FEM;SG
rentan	vulnerabil	rentan	vulnerabil	ADJ;SG	ADJ;INDF;MASC;SG
terlambat	intarziat	terlambat	intarziat	ADJ;SG	ADJ;INDF;MASC;SG
pemandu	ghid	penpandu	ghid	N;SG	N;INDF;MASC;SG
pemandu	ghidul	penpandu	ghid	N;SG	N;DEF;MASC;SG
novelis	romancier	novelis	romancier	N	N;INDF;MASC;SG
novelis	romancieri	novelis	romancier	N	N;INDF;MASC;PL
upah	inchiriere	upah	inchiriere	N;SG	N;INDF;FEM;SG
konsensus	consens	konsensus	consens	N;SG	N;INDF;MASC;SG
konsensus	consensul	konsensus	consens	N;SG	N;DEF;MASC;SG
taufan	taifun	taufan	taifun	N;SG	N;INDF;MASC;SG
avatar	avatar	avatar	avatar	N;SG	N;INDF;MASC;SG
memperingatkan	avertizeaza	menperingatkan	avertizează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
spiral	spirala	spiral	spirală	N	N;DEF;FEM;SG
spiral	spirala	spiral	spirală	N	N;DEF;FEM;SG
spiral	spirale	spiral	spirală	N	N;INDF;FEM;PL
internazionale	internazionale	internazionale	internazional	N	N;INDF;FEM;PL
potong	decupare	potong	decupare	N;SG;ACT	N;INDF;FEM;SG
potong	recolta	potong	recoltă	N;SG;ACT	N;DEF;FEM;SG
potong	recolta	potong	recoltă	N;SG;ACT	N;DEF;FEM;SG
memikirkan	gandind	menpikirkan	gandi	V;SG;ACT	V;V.MSDR
regulasi	regulament	regulasi	regulament	N;SG	N;INDF;MASC;SG
regulasi	regulamentul	regulasi	regulament	N;SG	N;DEF;MASC;SG
regulasi	reglementare	regulasi	reglementare	N;SG	N;INDF;FEM;SG
