もの	şeyler	もの	şey	N	N;NOM;PL;3
感情	duygular	感情	duygu	N	N;NOM;PL;3
感情	duyguları	感情	duygu	N	N;ACC;PL;3
感情	duygular	感情	duygu	N	N;NOM;PL;3
感情	duygularını	感情	duygu	N	N;ACC;PL;3
感情	duygular	感情	duygu	N	N;NOM;PL;3
感情	hisler	感情	his	N	N;NOM;PL;3
ベルト	kemerleri	ベルト	kemer	N	N;ACC;PL;3
ファイター	dövüşçü	ファイター	dövüşçü	N	N;NOM;SG;3
タンク	tankı	タンク	tankı	N	N;NOM;SG;3
態度	davranış	態度	davranış	N	N;NOM;SG;3
態度	tavırlar	態度	tavır	N	N;NOM;PL;3
コンテンツ	içeriğe	コンテンツ	içerik	N	N;DAT;SG;3
コンテンツ	içeriği	コンテンツ	içerik	N	N;NOM;SG;3
コンテンツ	içerikler	コンテンツ	içerik	N	N;NOM;PL;3
なぜ	niye	なぜ	niye	ADV	ADV
メダル	madalya	メダル	madalya	N	N;NOM;SG;3
メダル	madalyası	メダル	madalya	N	N;NOM;SG;3
メダル	madalyonu	メダル	madalyon	N	N;ACC;SG;3
メダル	madalya	メダル	madalya	N	N;NOM;SG;3
ジャイアンツ	devler	ジャイアンツ	dev	N	N;NOM;PL;3
確率	olasılıklar	確率	olasılık	N	N;NOM;PL;3
確率	olasılık	確率	olasılık	N	N;NOM;SG;3
頭部	baş	頭部	baş	N	N;NOM;SG;3
頭部	kafası	頭部	kafa	N	N;NOM;SG;3
病気	hastalık	病気	hastalık	N	N;NOM;SG;3
病気	hastalıklar	病気	hastalık	N	N;NOM;PL;3
病気	hastalık	病気	hastalık	N	N;NOM;SG;3
病気	hastalık	病気	hastalık	N	N;NOM;SG;3
栽培	büyüyor	栽培	büyü	V	V;PROG;IND;SG;3;POS;INFM;PRS
栽培	büyümek	栽培	büyü	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
栽培	yetiştirme	栽培	yetiş	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
住居	konut	住居	konut	N	N;NOM;SG;3
住居	konut	住居	konut	N	N;NOM;SG;3
住居	konutlar	住居	konut	N	N;NOM;PL;3
不定期	düzensiz	不定期	düzensiz	ADJ	ADJ
隠し	gizlenmiş	隠す	gizle	V	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
隠し	gizlendi	隠す	gizle	V	V;PFV;IND;SG;3;POS;PST;PASS
官僚	bürokratlar	官僚	bürokrat	N	N;NOM;PL;3
費用	maliyeti	費用	maliyet	N	N;NOM;SG;3
費用	maliyet	費用	maliyet	N	N;NOM;SG;3
費用	masraflar	費用	masraf	N	N;NOM;PL;3
費用	maliyetleri	費用	maliyet	N	N;NOM;PL;3
費用	maliyeti	費用	maliyet	N	N;NOM;SG;3
費用	maliyet	費用	maliyet	N	N;NOM;SG;3
費用	masraflar	費用	masraf	N	N;NOM;PL;3
費用	masrafları	費用	masraf	N	N;NOM;PL;3
費用	masraflar	費用	masraf	N	N;NOM;PL;3
費用	giderler	費用	git	N	N;NOM;PL;3
ソース	sosu	ソース	sosu	N	N;ACC;SG;3
ソース	kaynakları	ソース	kaynak	N	N;ACC;PL;3
ソース	kaynaklar	ソース	kaynak	N	N;NOM;PL;3
フレーム	çerçeveleri	フレーム	çerçeve	N	N;ACC;PL;3
フレーム	çerçeve	フレーム	çerçev	N	N;NOM;SG;3
フレーム	çerçevesi	フレーム	çerçeve	N	N;NOM;SG;3
フレーム	çerçeve	フレーム	çerçev	N	N;NOM;SG;3
休日	bayramlar	休日	bayram	N	N;NOM;PL;3
休日	tatiller	休日	tatil	N	N;NOM;PL;3
休日	tatilleri	休日	tatil	N	N;ACC;PL;3
王朝	hanedanı	王朝	hanedan	N	N;INS;SG;3
タイヤ	lastikler	タイヤ	lastik	N	N;NOM;PL;3
タイヤ	lastikleri	タイヤ	lastik	N	N;ACC;PL;3
タイヤ	tekerlekler	タイヤ	tekerlek	N	N;NOM;PL;3
タイヤ	lastikler	タイヤ	lastik	N	N;NOM;PL;3
タイヤ	lastikleri	タイヤ	lastik	N	N;ACC;PL;3
タイヤ	tekerlekler	タイヤ	tekerlek	N	N;NOM;PL;3
タイヤ	tekerlek	タイヤ	tekerlek	N	N;NOM;SG;3
ゾーン	bölgeler	ゾーン	bölge	N	N;NOM;PL;3
加工	işlenmesi	加工	işle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
ラム	kuzum	ラム	kuzum	N	N;NOM;SG;3
相対	akrabalar	相対	akraba	N	N;NOM;PL;3
相対	akrabası	相対	akraba	N	N;NOM;SG;3
効率	verimlilik	効率	verimlilik	N	N;NOM;SG;3
効率	verimliliği	効率	ver	N	N;ACC;SG;3
真実	gerçekler	真実	gerçek	ADJ	ADJ;NOM;PL;3
無視	aldırma	無視	al	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
ウイルス	virüsten	ウイルス	virüsten	N	N;AT+ABL;SG;3
ウイルス	virüsler	ウイルス	virüs	N	N;NOM;PL;3
原子	atomlar	原子	atom	N	N;NOM;PL;3
修道	manastırı	修道	manastırı	N	N;ACC;SG;3
修道	manastırlar	修道	manas	N	N;NOM;PL;3
同上	aynen	同上	aynen		
協奏曲	konçertosu	協奏曲	konçertosu	N	N;ACC;SG;3
パイ	börek	パイ	börek	N	N;NOM;SG;3
課題	zorluklar	課題	zorluk	N	N;NOM;PL;3
出席	katılan	出席	kat	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
出席	katılacak	出席	kat	V	V;PFV;IND;SG;3;POS;FUT;PASS
コンセプト	kavramları	コンセプト	kavram	N	N;ACC;PL;3
気候	iklimler	気候	iklim	N	N;NOM;PL;3
出会い	çıkmaya	出会う	çık	V	V;PFV;DAT;IND;POS;PRS;V.MSDR
出会い	çıkmak	出会う	çık	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ワイン	şarap	ワイン	şarap	N	N;NOM;SG;3
ワイン	şaraplar	ワイン	şarap	N	N;NOM;PL;3
ワイン	şarap	ワイン	şarap	N	N;NOM;SG;3
キャンプ	kampı	キャンプ	kampı	N	N;ACC;SG;3
キャンプ	kampta	キャンプ	kamp	N	N;ESS;SG;3
キャンプ	camp	キャンプ	camp	N	N;NOM;SG;3
ラリー	miting	ラリー	miting	N	N;NOM;SG;3
デザイナー	tasarımcılar	デザイナー	tasarımcı	N	N;NOM;PL;3
デザイナー	tasarımcısı	デザイナー	tasarımcı	N	N;NOM;SG;3
天国	cennet	天国	cennet	N	N;NOM;SG;3
乗客	yolcusu	乗客	yolcu	N	N;NOM;SG;3
乗客	yolcular	乗客	yolcu	N	N;NOM;PL;3
乗客	yolcuları	乗客	yolcu	N	N;ACC;PL;3
タグ	etiketle	タグ	etiket	N	N;INS;SG;3
タグ	etiketler	タグ	etiket	N	N;NOM;PL;3
タグ	etiketleri	タグ	etiket	N	N;NOM;PL;3
まる	maru	まる	maru		
ダウンロード	indirin	ダウンロード	indir	V	V;PFV;IMP;PL;2;POS;PRS
ダウンロード	yükleme	ダウンロード	yükle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ダウンロード	indirme	ダウンロード	in	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ダウンロード	indirmek	ダウンロード	in	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ダウンロード	indirilmiş	ダウンロード	in	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ダウンロード	indirilen	ダウンロード	in	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
ダウンロード	indirildi	ダウンロード	in	V	V;PFV;IND;SG;3;POS;PST;PASS
ダウンロード	indirme	ダウンロード	in	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ダウンロード	indirme	ダウンロード	in	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ダウンロード	indirmek	ダウンロード	in	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
男爵	baronları	男爵	baron	N	N;ACC;PL;3
外伝	gaiden	外伝	gai	N	N;AT+ABL;SG;3
共有	paylaştım	共有	paylaş	V	V;PFV;IND;SG;1;POS;PST
共有	paylaşılan	共有	paylaşı	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
共有	paylaşıldı	共有	paylaş	V	V;PFV;IND;SG;3;POS;PST;PASS
共有	paylaştı	共有	paylaş	V	V;PFV;IND;SG;3;POS;PST
共有	paylaşma	共有	paylaş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
共有	paylaşmak	共有	paylaş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
共有	paylaşalım	共有	paylaş	V	V;PFV;OPT;PL;1;POS;PRS
共有	paylaşın	共有	paylaş	V	V;PFV;IMP;PL;2;POS;PRS
共有	paylaşma	共有	paylaş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
女神	tanrıça	女神	tanrıç	N	N;NOM;SG;3
季節	sezonu	季節	sezon	N	N;ACC;SG;3
衛生	hijyen	衛生	hijyen	N	N;NOM;SG;3
気温	sıcaklık	気温	sıcaklık	N	N;NOM;SG;3
気温	sıcaklığı	気温	sıcaklık	N	N;ACC;SG;3
授与	verilmesi	授与	ver	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
バカ	salak	バカ	salak		
バカ	aptal	バカ	aptal		
バカ	salak	バカ	salak		
バカ	aptal	バカ	aptal		
バカ	aptalca	バカ	aptalca		
バカ	şapşal	バカ	şapşal		
バカ	aptal	バカ	aptal		
総裁	başkanlık	総裁	başkanlık	N	N;NOM;SG;3
総裁	başkanlığı	総裁	başkanlık	N	N;NOM;SG;3
総裁	cumhurbaşkanlığı	総裁	cumhurbaşkanlığı	N	N;NOM;SG;3
子孫	soyundan	子孫	soyun	N	N;AT+ABL;SG;3
コミュニケーション	iletişim	コミュニケーション	iletiş	N	N;NOM;SG;3
コミュニケーション	iletişim	コミュニケーション	iletiş	N	N;NOM;SG;3
ステップ	adımı	ステップ	adım	N	N;NOM;SG;3
ステップ	adımları	ステップ	adım	N	N;ACC;PL;3
ステップ	adımlar	ステップ	adım	N	N;NOM;PL;3
義務	görev	義務	görev	N	N;NOM;SG;3
義務	yükümlülükleri	義務	yükümlülük	N	N;NOM;PL;3
義務	yükümlülük	義務	yükümlülük	N	N;NOM;SG;3
義務	zorunluluk	義務	zorunluluk	N	N;NOM;SG;3
義務	görevleri	義務	görev	N	N;NOM;PL;3
周波	frekansları	周波	frekans	N	N;NOM;PL;3
周波	sıklık	周波	sıklık	N	N;NOM;SG;3
周波	frekans	周波	frekans	N	N;NOM;SG;3
永遠	sonsuzluk	永遠	sonsuzluk	N	N;NOM;SG;3
短縮	kısaltılmış	短縮	kısal	V	V;PFV;NFH;IND;SG;3;POS;PST;PASS
移民	göçmenlik	移民	göçmenlik	N	N;NOM;SG;3
一日	gün	一日	gün	N	N;NOM;SG;3
船舶	gemiler	船舶	gemi	N	N;NOM;PL;3
船舶	gemileri	船舶	gemi	N	N;ACC;PL;3
証拠	deliller	証拠	delil	N	N;NOM;PL;3
証拠	kanıtlar	証拠	kanıt	N	N;NOM;PL;3
イースト	doğuda	イースト	doğu	N	N;ESS;SG;3
数値	numarası	数値	numara	N	N;NOM;SG;3
数値	numaralar	数値	numara	N	N;NOM;PL;3
数値	sayılar	数値	say	N	N;NOM;PL;3
数値	rakamlar	数値	rakam	N	N;NOM;PL;3
数値	numaraları	数値	numara	N	N;ACC;PL;3
口径	kalibre	口径	kalibre	N	N;NOM;SG;3
山脈	dağları	山脈	dağ	N	N;NOM;PL;3
山脈	dağlar	山脈	dağ	N	N;NOM;PL;3
山脈	dağlara	山脈	dağ	N	N;DAT;PL;3
カフェ	cafe	カフェ	cafe	N	N;NOM;SG;3
カフェ	kafeterya	カフェ	kafeterya	N	N;NOM;SG;3
カフェ	kafe	カフェ	kafe	N	N;NOM;SG;3
カフェ	kafeler	カフェ	kafe	N	N;NOM;PL;3
カフェ	kafe	カフェ	kafe	N	N;NOM;SG;3
カフェ	kafe	カフェ	kafe	N	N;NOM;SG;3
カフェ	cafe	カフェ	cafe	N	N;NOM;SG;3
ママ	anne	ママ	anne	N	N;NOM;SG;3
ママ	annem	ママ	anne	N	N;NOM;SG;3
プラン	planı	プラン	plan	N	N;ACC;SG;3
プラン	planlar	プラン	plan	N	N;NOM;PL;3
プラン	planları	プラン	plan	N	N;ACC;PL;3
差別	ayrımcılık	差別	ayrımcılık	N	N;NOM;SG;3
トラブル	sıkıntılar	トラブル	sıkıntı	N	N;NOM;PL;3
トラブル	dertler	トラブル	de	N	N;NOM;PL;3
トラブル	sorunlar	トラブル	sorun	N	N;NOM;PL;3
出口	çıkışı	出口	çıkış	N	N;ACC;SG;3
火山	yanardağ	火山	yan	N	N;ESS;PL;3
ヒト	insanlar	ヒト	insan	N	N;NOM;PL;3
ヒト	insan	ヒト	insan	N	N;NOM;SG;3
灯台	fener	灯台	fener	N	N;NOM;SG;3
実装	uygulanması	実装	uygula	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
カラオケ	karaoke	カラオケ	karaoke	N	N;NOM;SG;3
探検	keşfetmek	探検	keşfet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
探検	keşfetmek	探検	keşfet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
突然	birden	突然	birden	ADV	ADV
突然	aniden	突然	aniden	ADV	ADV
突然	birdenbire	突然	birdenbire	ADV	ADV
定数	sabitleri	定数	sabit	N	N;NOM;PL;3
少数	azınlık	少数	azınlık	N	N;NOM;SG;3
アプリ	uygulamalar	アプリ	uygulama	N	N;NOM;PL;3
アプリ	uygulamaları	アプリ	uygulama	N	N;NOM;PL;3
元気	genki	元気	genk		
ランプ	lamba	ランプ	lamba	N	N;NOM;SG;3
ランプ	rampada	ランプ	rampa	N	N;ESS;SG;3
ランプ	rampa	ランプ	rampa	N	N;NOM;SG;3
概要	özeti	概要	özet	N	N;ACC;SG;3
成分	malzemeleri	成分	malzeme	N	N;ACC;PL;3
成分	malzemeler	成分	malzeme	N	N;NOM;PL;3
初演	galası	初演	gala	N	N;NOM;SG;3
紛争	anlaşmazlıkları	紛争	anlaşmazlık	N	N;ACC;PL;3
紛争	anlaşmazlıklar	紛争	anlaşmazlık	N	N;NOM;PL;3
紛争	anlaşmazlık	紛争	anlaşmazlık	N	N;NOM;SG;3
ジャーナリスト	gazeteciler	ジャーナリスト	gazeteci	N	N;NOM;PL;3
ジャーナリスト	muhabirler	ジャーナリスト	muhabir	N	N;NOM;PL;3
ジャーナリスト	gazetecilerin	ジャーナリスト	gazeteci	N	N;GEN;PL;3
リズム	ritimleri	リズム	ritim	N	N;ACC;PL;3
美しい	güzel	美しい	güzel	ADJ	ADJ
フェリー	feribot	フェリー	feribot	N	N;NOM;SG;3
フェリー	feribot	フェリー	feribot	N	N;NOM;SG;3
財産	mülkiyet	財産	mülkiyet	N	N;NOM;SG;3
財産	emlak	財産	emlak	N	N;NOM;SG;3
財産	gayrimenkul	財産	gayrimenkul	N	N;NOM;SG;3
創造	yaratma	創造	yarat	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
創造	oluşturma	創造	oluş	V	V;PFV;IND;SG;2;POS;PRS;CAUS
功績	başarılar	功績	başarı	N	N;NOM;PL;3
功績	başarım	功績	baş	N	N;NOM;SG;3
コスト	maliyeti	コスト	maliyet	N	N;NOM;SG;3
コスト	maliyet	コスト	maliyet	N	N;NOM;SG;3
コスト	maliyeti	コスト	maliyet	N	N;NOM;SG;3
コスト	maliyet	コスト	maliyet	N	N;NOM;SG;3
コスト	masraflar	コスト	masraf	N	N;NOM;PL;3
コスト	maliyetleri	コスト	maliyet	N	N;NOM;PL;3
特性	özellikler	特性	özellik	N	N;NOM;PL;3
特性	özellikleri	特性	özellik	N	N;NOM;PL;3
財務	finansman	財務	finansman	N	N;NOM;SG;3
変形	dönüştür	変形	dönüş	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
パネル	panelleri	パネル	panel	N	N;ACC;PL;3
パネル	paneli	パネル	paneli	N	N;NOM;SG;3
分解	bozulma	分解	boz	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
通貨	döviz	通貨	döviz	N	N;NOM;SG;3
庭園	bahçe	庭園	bahçe	N	N;NOM;SG;3
庭園	bahçesi	庭園	bahçe	N	N;NOM;SG;3
庭園	garden	庭園	garden	N	N;NOM;SG;3
庭園	bahçeleri	庭園	bahçe	N	N;ACC;PL;3
庭園	gardens	庭園	gardens	N	N;NOM;SG;3
庭園	bahçeler	庭園	bahçe	N	N;NOM;PL;3
クエスト	quest	クエスト	quest	N	N;NOM;SG;3
クエスト	görevleri	クエスト	görev	N	N;NOM;PL;3
クエスト	görevler	クエスト	görev	N	N;NOM;PL;3
圧縮	sıkıştırma	圧縮	sıkış	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
圧縮	sıkıştır	圧縮	sıkış	V	V;PFV;IMP;SG;2;POS;PRS;CAUS
圧縮	sıkıştırmak	圧縮	sıkış	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
圧縮	sıkıştırma	圧縮	sıkış	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
圧縮	sıkıştırılmış	圧縮	sıkış	V	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
月間	ay	月間	ay	N	N;NOM;SG;3
夕方	akşam	夕方	akşam	N	N;NOM;SG;3
夕方	akşamlar	夕方	akşam	N	N;NOM;PL;3
役員	memurlar	役員	memur	N	N;NOM;PL;3
役員	memurların	役員	memur	N	N;GEN;PL;3
役員	subaylar	役員	subay	N	N;NOM;PL;3
勉強	çalışmak	勉強	çalış	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
勉強	çalışma	勉強	çalış	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
式典	töreni	式典	tören	N	N;NOM;SG;3
演技	oyunculuk	演技	oyunculuk	N	N;NOM;SG;3
演技	oyunculuğu	演技	oyunculuk	N	N;NOM;SG;3
奇跡	mucizeler	奇跡	mucize	N	N;NOM;PL;3
受信	alındı	受信	al	V	V;PFV;IND;SG;3;POS;PST;PASS
受信	alınan	受信	al	V	V;PFV;IND;POS;PRS;V.PTCP;PASS
受信	aldı	受信	al	V	V;PFV;IND;SG;3;POS;PST
受信	alınıyor	受信	al	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
受信	gelen	受信	gel	V	V;PFV;IND;POS;PRS;V.PTCP
農林	ormancılık	農林	ormancılık	N	N;NOM;SG;3
ムービー	sinema	ムービー	sine	N	N;NOM;SG;3
オプション	seçenekler	オプション	seçenek	N	N;NOM;PL;3
オプション	seçenekleri	オプション	seçenek	N	N;NOM;PL;3
オプション	seçeneği	オプション	seçenek	N	N;NOM;SG;3
業績	başarılar	業績	başarı	N	N;NOM;PL;3
橋梁	viyadük	橋梁	viyadük	N	N;NOM;SG;3
アプリケーション	uygulamalar	アプリケーション	uygulama	N	N;NOM;PL;3
アプリケーション	uygulamaları	アプリケーション	uygulama	N	N;NOM;PL;3
広い	geniş	広い	geniş	ADJ	ADJ
モノ	şeyler	モノ	şey	N	N;NOM;PL;3
打ち上げ	fırlatma	打ち上げる	fırlatma	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
撤去	kaldırılması	撤去	kal	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
支社	dalın	支社	dal	N	N;GEN;SG;3
サークル	halkalar	サークル	halka	N	N;NOM;PL;3
サークル	daireler	サークル	daire	N	N;NOM;PL;3
サークル	daire	サークル	daire	N	N;NOM;SG;3
パフォーマンス	performansı	パフォーマンス	performans	N	N;NOM;SG;3
ファイト	kavga	ファイト	kavga	N	N;NOM;SG;3
ファイト	savaş	ファイト	savaş	N	N;NOM;SG;3
ファイト	dövüşün	ファイト	dövüş	N	N;NOM;SG;3
奉行	hakimler	奉行	hakim	N	N;NOM;PL;3
ショット	atışlar	ショット	atış	N	N;NOM;PL;3
ショット	çekimler	ショット	çekim	N	N;NOM;PL;3
間隔	aralıklarla	間隔	aralık	N	N;INS;PL;3
間隔	aralık	間隔	aralık	N	N;NOM;SG;3
間隔	aralığı	間隔	aralık	N	N;NOM;SG;3
間隔	boşluklar	間隔	boşluk	N	N;NOM;PL;3
応募	uygula	応募	uygula	V	V;PFV;IMP;SG;2;POS;PRS
応募	uygulayın	応募	uygula	V	V;PFV;IMP;PL;2;POS;PRS
リスク	riskleri	リスク	risk	N	N;ACC;PL;3
リスク	riskler	リスク	risk	N	N;NOM;PL;3
チェス	satranç	チェス	satranç	N	N;NOM;SG;3
正解	doğru	正解	doğru		
気持ち	duygularını	気持ち	duygu	N	N;ACC;PL;3
気持ち	duygular	気持ち	duygu	N	N;NOM;PL;3
気持ち	hisler	気持ち	his	N	N;NOM;PL;3
軍隊	askeriye	軍隊	askeri	N	N;DAT;SG;3
軍隊	askerlik	軍隊	askerlik	N	N;NOM;SG;3
軍隊	ordular	軍隊	ordu	N	N;NOM;PL;3
行事	etkinlikler	行事	etkinlik	N	N;NOM;PL;3
行事	olaylar	行事	olay	N	N;NOM;PL;3
行事	etkinlik	行事	etkinlik	N	N;NOM;SG;3
行事	etkinlik	行事	etkinlik	N	N;NOM;SG;3
行事	etkinliği	行事	etkinlik	N	N;ACC;SG;3
提唱	savundu	提唱	savun	V	V;PFV;IND;SG;3;POS;PST
競争	müsabaka	競争	müsabaka	N	N;NOM;SG;3
医薬品	eczacılık	医薬品	eczacılık	N	N;NOM;SG;3
疾患	hastalık	疾患	hastalık	N	N;NOM;SG;3
疾患	bozuklukları	疾患	bozukluk	N	N;ACC;PL;3
パーツ	parçalar	パーツ	parça	N	N;NOM;PL;3
パーツ	parçaları	パーツ	parça	N	N;ACC;PL;3
ローン	kredi	ローン	kredi	N	N;NOM;SG;3
ローン	krediler	ローン	kredi	N	N;NOM;PL;3
ローン	borçlar	ローン	borç	N	N;NOM;PL;3
トイレ	tuvalet	トイレ	tuvalet	N	N;NOM;SG;3
トイレ	tuvalet	トイレ	tuvalet	N	N;NOM;SG;3
トイレ	tuvaletler	トイレ	tuvalet	N	N;NOM;PL;3
トイレ	tuvalet	トイレ	tuvalet	N	N;NOM;SG;3
リスナー	dinleyiciler	リスナー	dinle	N	N;NOM;PL;3
トレーニング	eğitimi	トレーニング	eğitim	N	N;ACC;SG;3
トレーニング	eğitim	トレーニング	eğitim	N	N;NOM;SG;3
レンタル	kiralık	レンタル	kiralık	N	N;NOM;SG;3
レンタル	kiralık	レンタル	kiralık	N	N;NOM;SG;3
レンタル	kiralık	レンタル	kiralık	N	N;NOM;SG;3
コマンド	komuta	コマンド	komut	N	N;NOM;SG;3
暴力	şiddeti	暴力	şiddet	N	N;NOM;SG;3
暴力	şiddetle	暴力	şiddet	N	N;INS;SG;3
ペット	evcil	ペット	evcil	N	N;NOM;SG;3
独特	eşsiz	独特	eşsiz	ADJ	ADJ
住所	adresiniz	住所	adres	N	N;NOM;SG;3
住所	adresi	住所	adres	N	N;NOM;SG;3
不適切	yakışıksız	不適切	yakışıksız	ADJ	ADJ
限界	limiti	限界	limit	N	N;NOM;SG;3
限界	sınırı	限界	sınır	N	N;ACC;SG;3
限界	sınırlar	限界	sınır	N	N;NOM;PL;3
限界	sınırları	限界	sınır	N	N;NOM;PL;3
視点	perspektifler	視点	perspektif	N	N;NOM;PL;3
チェーン	zincir	チェーン	zincir	N	N;NOM;SG;3
飛行機	uçak	飛行機	uçak	N	N;NOM;SG;3
飛行機	uçak	飛行機	uçak	N	N;NOM;SG;3
飛行機	uçaklar	飛行機	uçak	N	N;NOM;PL;3
飛行機	uçak	飛行機	uçak	N	N;NOM;SG;3
飛行機	uçak	飛行機	uçak	N	N;NOM;SG;3
宮殿	saraylar	宮殿	saray	N	N;NOM;PL;3
宮殿	sarayı	宮殿	sara	N	N;ACC;SG;3
宮殿	palace	宮殿	palace	N	N;NOM;SG;3
キス	öpmek	キス	öp	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
キス	öpüyorum	キス	öp	V	V;PROG;IND;SG;1;POS;INFM;PRS
キス	öpüşmek	キス	öpüş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
キス	öpüyorum	キス	öp	V	V;PROG;IND;SG;1;POS;INFM;PRS
キス	öptüm	キス	öptüm	V	V;PFV;IND;SG;1;POS;PST
キス	öp	キス	öp	V	V;PFV;IMP;SG;2;POS;PRS
キス	öptüm	キス	öptüm	V	V;PFV;IND;SG;1;POS;PST
圧力	baskılar	圧力	baskı	N	N;NOM;PL;3
衣装	kostümleri	衣装	kostüm	N	N;ACC;PL;3
衣装	kostümler	衣装	kostüm	N	N;NOM;PL;3
衣装	kıyafet	衣装	kıyafet	N	N;NOM;SG;3
近隣	semt	近隣	semt	N	N;NOM;SG;3
近隣	komşuluk	近隣	komşuluk	N	N;NOM;SG;3
必要	zorunluluk	必要	zorunluluk	N	N;NOM;SG;3
再会	buluşması	再会	buluş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
再会	kavuşma	再会	kavuş	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
プレーオフ	playoff	プレーオフ	playoff	N	N;NOM;SG;3
プレーオフ	playoffları	プレーオフ	playoff	N	N;NOM;PL;3
コーヒー	kahve	コーヒー	kahve	N	N;NOM;SG;3
スパイ	casusluk	スパイ	casusluk	N	N;NOM;SG;3
スパイ	casusluk	スパイ	casusluk	N	N;NOM;SG;3
スパイ	casuslar	スパイ	casus	N	N;NOM;PL;3
素材	madde	素材	madde	N	N;NOM;SG;3
素材	malzemeler	素材	malzeme	N	N;NOM;PL;3
登山	dağcılık	登山	dağcılık	N	N;NOM;SG;3
ログ	kayıtları	ログ	kayıt	N	N;ACC;PL;3
商人	işyeri	商人	işyeri	N	N;NOM;SG;3
商人	tüccarlar	商人	tüccar	N	N;NOM;PL;3
外観	görünüşü	外観	görünüş	N	N;NOM;SG;3
外観	görünümü	外観	görün	N	N;NOM;SG;3
外観	görünüm	外観	görün	N	N;NOM;SG;3
マネージャー	yöneticisi	マネージャー	yönetici	N	N;NOM;SG;3
マネージャー	yöneticiler	マネージャー	yönetici	N	N;NOM;PL;3
マネージャー	yöneticileri	マネージャー	yönetici	N	N;NOM;PL;3
向き	oryantasyon	向き	oryantasyon	N	N;NOM;SG;3
通勤	yolcular	通勤	yolcu	N	N;NOM;PL;3
コメディ	komedi	コメディ	komedi	N	N;NOM;SG;3
チェンジ	değişiklik	チェンジ	değişiklik	N	N;NOM;SG;3
働く	çalışıyorum	働く	çalış	V	V;PROG;IND;SG;1;POS;INFM;PRS
働く	çalışıyor	働く	çalış	V	V;PROG;IND;SG;3;POS;INFM;PRS
働く	çalışmak	働く	çalış	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
アドレス	adresleri	アドレス	adres	N	N;ACC;PL;3
アドレス	adresiniz	アドレス	adres	N	N;NOM;SG;3
アドレス	adresi	アドレス	adres	N	N;NOM;SG;3
売り上げ	satışlar	売り上げ	satış	N	N;NOM;PL;3
ニーズ	ihtiyacım	ニーズ	ihtiyaç	N	N;NOM;SG;3
ニーズ	ihtiyaçları	ニーズ	ihtiyaç	N	N;NOM;PL;3
ニーズ	ihtiyaçlar	ニーズ	ihtiyaç	N	N;NOM;PL;3
森林	ormanlar	森林	orman	N	N;NOM;PL;3
森林	ormanları	森林	orman	N	N;NOM;PL;3
症状	semptomlar	症状	semptom	N	N;NOM;PL;3
症状	belirtileri	症状	belir	N	N;NOM;PL;3
症状	belirtiler	症状	belir	N	N;NOM;PL;3
症状	semptomları	症状	semptom	N	N;ACC;PL;3
所持	bulundurma	所持	bulun	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
後ろ	arkası	後ろ	arka	N	N;NOM;SG;3
パーティー	partiler	パーティー	parti	N	N;NOM;PL;3
