bedeuten	impliceren	bedeuten	impliceren	V;NFIN	V;NFIN
überprüft	geverifieerd	überprüfen	erifiëren	V;V.PTCP	V;V.PTCP
überprüft	beoordeeld	überprüfen	beoordelen	V;V.PTCP	V;V.PTCP
überprüft	herzien	überprüfen	herzien	V;V.PTCP	V;V.PTCP
wahlperiode	wetgever	wahlperiode	wetgever	N;NOM;FEM;SG	N;MASC+FEM;SG
einladung	uitnodiging	einladung	uitnodiging	N;FEM;SG	N;MASC+FEM;SG
einladung	uitnodiging	einladung	uitnodiging	N;FEM;SG	N;MASC+FEM;SG
disziplinen	disciplines	disziplin	discipline	N;NOM;PL	N;PL
finnischer	fins	finnisch	fins	ADJ	ADJ
finnischer	finse	finnisch	fins	ADJ	ADJ
ausländischen	buitenlands	ausländisch	buitenlands	ADJ	ADJ
gesungen	zongen	singen	zongen	V;V.PTCP	V;PL;PST;FIN
gesungen	zong	singen	zingen	V;V.PTCP	V;SG;PST;FIN
gesungen	gezongen	singen	zingen	V;V.PTCP	V;V.PTCP
gesungen	zingen	singen	zingen	V;V.PTCP	V;NFIN
gesungen	gezongen	singen	zingen	V;V.PTCP	V;V.PTCP
türken	turken	türken	turken	N;PL	N;PL
türken	turken	türken	turken	N;PL	N;PL
zeitweilig	tijdelijk	zeitweilig	tijdelijk	ADJ	ADJ
zeitweilig	tijdelijk	zeitweilig	tijdelijk	ADJ	ADJ
zeitweilig	tijdelijke	zeitweilig	tijdelijk	ADJ	ADJ
jährlichen	jaarlijks	jährlich	jaarlijks	ADJ	ADJ
jährlichen	jaarlijks	jährlich	jaarlijks	ADJ	ADJ
akademische	academisch	akademisch	academisch	ADJ;NOM;FEM;PL	ADJ
akademische	academische	akademisch	academisch	ADJ;NOM;FEM;PL	ADJ
gelehrten	geleerde	gelehrt	geleerd	ADJ;PL	ADJ
fachhochschule	fachhochschule	fachhochschule	fachhochschule	N;NOM;FEM;SG	N;MASC+FEM;SG
fachhochschule	polytechnic	fachhochschule	polytechnic	N;NOM;FEM;SG	N;MASC+FEM;SG
überleben	overleven	überleben	overleven	V;NFIN	V;NFIN
überleben	overleef	überleben	overleef	V;NFIN	V;SG;PRS;FIN
überleben	voortbestaan	überleben	voortbestaan	V;NFIN	V;NFIN
überleben	overleven	überleben	overleven	V;NFIN	V;NFIN
überleben	overleven	überleben	overleven	V;NFIN	V;NFIN
stimmung	vibes	stimmung	vibes	N	N;MASC+FEM;SG
stimmung	humeur	stimmung	humeur	N	N;NEUT;SG
stimmung	stemming	stimmung	stemming	N	N;MASC+FEM;SG
stimmung	tuning	stimmung	tuning	N	N;MASC+FEM;SG
anpassung	afstelling	anpassung	afstelling	N;NOM;FEM;SG	N;MASC+FEM;SG
anpassung	aanpassing	anpassung	aanpassing	N;NOM;FEM;SG	N;MASC+FEM;SG
anpassung	aanpassing	anpassung	aanpassing	N;NOM;FEM;SG	N;MASC+FEM;SG
flach	plat	flach	plat	ADJ	ADJ
flach	oppervlakkige	flach	oppervlakkig	ADJ	ADJ
flach	ondiep	flach	ondiep	ADJ	ADJ
flach	oppervlakkig	flach	oppervlakkig	ADJ	ADJ
schwedisch	zweedse	schwedisch	zweeds	ADJ	ADJ
schwedisch	zweeds	schwedisch	zweeds	ADJ	ADJ
kostenlos	vrij	kostenlos	vrij	ADJ	ADJ
kostenlos	gratis	kostenlos	gratis	ADJ	ADJ
israelischen	israëlische	israelisch	israëlisch	ADJ;PL	ADJ
israelischen	israëlisch	israelisch	israëlisch	ADJ;PL	ADJ
prototyp	prototype	prototyp	prototype	N	N;NEUT;SG
unterzeichnete	ondertekend	unterzeichnen	ondertekenen	V;IND;SG;3;PST;FIN	V;V.PTCP
unterzeichnete	gesigneerd	unterzeichnen	signeren	V;IND;SG;3;PST;FIN	V;V.PTCP
unterzeichnete	getekend	unterzeichnen	tekenen	V;IND;SG;3;PST;FIN	V;V.PTCP
effekte	uitwerkingen	effekt	uitwerking	N;NOM;PL	N;PL
effekte	effecten	effekt	effect	N;NOM;PL	N;PL
effekte	gevolgen	effekt	gevolg	N;NOM;PL	N;PL
versenkt	verzonken	versenken	verzinken	V;V.PTCP	V;V.PTCP
versenkt	gezonken	versenken	zinken	V;V.PTCP	V;V.PTCP
versenkt	zonk	versenken	zinken	V;V.PTCP	V;SG;PST;FIN
versenkt	gezonken	versenken	zinken	V;V.PTCP	V;V.PTCP
indische	indisch	indisch	indisch	ADJ;NOM;FEM;PL	ADJ
indische	indiaas	indisch	indiaas	ADJ;NOM;FEM;PL	ADJ
indische	indiase	indisch	indiase	ADJ;NOM;FEM;PL	ADJ
indische	indische	indisch	indisch	ADJ;NOM;FEM;PL	ADJ
bekämpfung	combat	bekämpfung	combat	N;SG	N;MASC+FEM;SG
operationen	opereren	operation	opereren	V;NFIN	V;NFIN
stetig	stabiel	stetig	stabiel	ADJ	ADJ
stetig	gestaag	stetig	gestaag	ADJ	ADJ
stetig	gestaag	stetig	gestaag	ADJ	ADJ
kleinste	kleinste	klein	klein	ADJ;NOM;FEM;PL	ADJ;RL
kleinste	kleinst	klein	klein	ADJ;NOM;FEM;PL	ADJ;RL
kontinuierlich	voortdurend	kontinuierlich	voortdurend	ADJ	ADJ
kontinuierlich	continu	kontinuierlich	continu	ADJ	ADJ
kontinuierlich	continue	kontinuierlich	continue	ADJ	ADJ
kontinuierlich	continu	kontinuierlich	continu	ADJ	ADJ
kontinuierlich	voortdurend	kontinuierlich	voortdurend	ADJ	ADJ
gleise	platforms	gleis	platform	N	N;PL
gleise	platformen	gleis	platform	N	N;PL
gleise	nummers	gleis	nummer	N	N;PL
gleise	tracks	gleis	tracks	N	N;PL
gleise	sporen	gleis	spoor	N	N;PL
gleise	rupsbanden	gleis	rupsband	N	N;PL
erobert	veroverd	erobern	veroveren	V;V.PTCP	V;V.PTCP
erobert	overwonnen	erobern	overwinnen	V;V.PTCP	V;V.PTCP
erobert	overwint	erobern	overwint	V;V.PTCP	V;SG;PRS;FIN
erobert	verovert	erobern	veroveren	V;V.PTCP	V;SG;PRS;FIN
erobert	veroveren	erobern	veroveren	V;V.PTCP	V;NFIN
erobert	overwinnen	erobern	overwinnen	V;V.PTCP	V;NFIN
malte	geverfd	malen	verven	V;IND;SG;3;PST;FIN	V;V.PTCP
malte	beschilderd	malen	beschilderen	V;IND;SG;3;PST;FIN	V;V.PTCP
malte	geschilderd	malen	schilderen	V;IND;SG;3;PST;FIN	V;V.PTCP
übergab	overhandigd	übergeben	overhandigen	V;IND;SG;3;PST;FIN	V;V.PTCP
geographischen	geografisch	geographisch	geografisch	ADJ;NOM;PL	ADJ
lateinisch	latijnse	lateinisch	Latijns	ADJ	ADJ
lateinisch	latijns	lateinisch	latijn	ADJ	ADJ
betreuung	ondersteuning	betreuung	ondersteuning	N;SG	N;MASC+FEM;SG
betreuung	steun	betreuung	steun	N;SG	N;MASC+FEM;SG
betreuung	support	betreuung	support	N;SG	N;MASC+FEM;SG
betreuung	supervisie	betreuung	supervisie	N;SG	N;MASC+FEM;SG
betreuung	toezicht	betreuung	toezicht	N;SG	N;NEUT;SG
betreuung	zorg	betreuung	zorg	N;SG	N;MASC+FEM;SG
betreuung	care	betreuung	care	N;SG	N;MASC+FEM;SG
betreuung	verzorging	betreuung	verzorging	N;SG	N;MASC+FEM;SG
objektiv	objectief	objektiv	objectief	ADJ	ADJ
objektiv	objectief	objektiv	objectief	ADJ	ADJ
objektiv	objectief	objektiv	objectief	ADJ	ADJ
wohnsitz	woonachtig	wohnsitz	woonachtig	ADJ	ADJ
studiert	bestudeerde	studieren	bestuderen	V;V.PTCP	V;SG;PST;FIN
studiert	studeerde	studieren	studeren	V;V.PTCP	V;SG;PST;FIN
studiert	bestudeerd	studieren	bestuderen	V;V.PTCP	V;V.PTCP
illustrationen	illustraties	illustrationen	illustratie	N;NOM;FEM;PL	N;PL
richtungen	richtingen	richtung	richting	N;NOM;FEM;PL	N;PL
schmalen	smalle	schmal	smal	ADJ	ADJ
schmalen	smal	schmal	smal	ADJ	ADJ
schmalen	slank	schmal	slank	ADJ	ADJ
schmalen	slim	schmal	slim	ADJ	ADJ
stausee	dam	stausen	dam	N;SG	N;MASC+FEM;SG
stausee	stuwdam	stausen	stuwdam	N;SG	N;MASC+FEM;SG
stausee	stuwmeer	stausen	stuwmeer	N;SG	N;NEUT;SG
stausee	reservoir	stausen	reservoir	N;SG	N;NEUT;SG
hochladen	uploaden	hochladen	upload	V;NFIN	V;NFIN
hochladen	uploaden	hochladen	upload	V;NFIN	V;NFIN
begangen	geëngageerde	begehen	geëngageren	V;V.PTCP	V;SG;PST;FIN
begangen	begaan	begehen	begaan	V;V.PTCP	V;V.PTCP
begangen	vastgelegde	begehen	vastleggen	V;V.PTCP	V;V.PTCP
begangen	gepleegd	begehen	plegen	V;V.PTCP	V;V.PTCP
ansätze	benaderingen	ansätzen	benadering	N;NOM;MASC;PL	N;PL
wirft	beschuldigt	werfen	beschuldigen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
wirft	verhoogt	werfen	verhogen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
wirft	gooit	werfen	gooien	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
möge	mag	mögen	mogen	V;SBJV;SG;3;PRS;FIN	V;SG;PRS;FIN
möge	moge	mögen	mogen	V;SBJV;SG;3;PRS;FIN	V;SG;PRS;FIN
fühlt	voelt	fühlen	voelen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
begegnungen	tegenkomen	begegnungen	tegenkomen	V;NFIN	V;NFIN
gerettet	gered	retten	redden	V;V.PTCP	V;V.PTCP
gerettet	gered	retten	redden	V;V.PTCP	V;V.PTCP
gerettet	bewaard	retten	bewaren	V;V.PTCP	V;V.PTCP
gerettet	opgeslagen	retten	opslaan	V;V.PTCP	V;V.PTCP
gerettet	geborgen	retten	borgen	V;V.PTCP	V;V.PTCP
ignoriert	negeer	ignorieren	negeer	V;V.PTCP	V;SG;PRS;FIN
ignoriert	negeren	ignorieren	negeren	V;V.PTCP	V;NFIN
ignoriert	genegeerd	ignorieren	negeren	V;V.PTCP	V;V.PTCP
ignoriert	negeert	ignorieren	negeren	V;V.PTCP	V;SG;PRS;FIN
überwachung	oversight	überwachung	oversight	N;SG	N;MASC+FEM;SG
überwachung	toezicht	überwachung	toezicht	N;SG	N;NEUT;SG
überwachung	monitoring	überwachung	monitoring	N;SG	N;MASC+FEM;SG
überwachung	toezicht	überwachung	toezicht	N;SG	N;NEUT;SG
überwachung	monitor	überwachung	monitor	N;SG	N;MASC+FEM;SG
überwachung	supervisie	überwachung	supervisie	N;SG	N;MASC+FEM;SG
überwachung	toezicht	überwachung	toezicht	N;SG	N;NEUT;SG
überwachung	toezicht	überwachung	toezicht	N;SG	N;NEUT;SG
überwachung	bewaking	überwachung	bewaking	N;SG	N;MASC+FEM;SG
achter	achtste	acht	acht	ADJ	ADJ
chinesisch	chinees	chinesisch	chinees	ADJ	ADJ
chinesisch	chinese	chinesisch	chinees	ADJ	ADJ
verlangen	vereisen	verlangen	vereisen	V;NFIN	V;NFIN
schreibe	schrijven	schreibe	schrijven	V;IND;SG;3;PRS;FIN	V;NFIN
schreibe	schrijf	schreibe	schrijf	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
schreibe	schrijven	schreibe	schrijven	V;IND;SG;3;PRS;FIN	V;NFIN
angemessen	toepasselijk	angemessen	toepasselijk	ADJ	ADJ
angemessen	geschikt	angemessen	geschikt	ADJ	ADJ
angemessen	adequate	angemessen	adequate	ADJ	ADJ
angemessen	adequaat	angemessen	adequaat	ADJ	ADJ
angemessen	voldoende	angemessen	voldoende	ADJ	ADJ
angemessen	adequaat	angemessen	adequaat	ADJ	ADJ
angemessen	redelijke	angemessen	redelijk	ADJ	ADJ
angemessen	redelijk	angemessen	redelijk	ADJ	ADJ
drehen	roteren	drehen	roteren	V;NFIN	V;NFIN
drehen	draaien	drehen	draaien	V;NFIN	V;NFIN
drehen	roteren	drehen	roteren	V;NFIN	V;NFIN
drehen	draaiend	drehen	draaien	V;NFIN	V;V.PTCP
drehen	draaien	drehen	draaien	V;NFIN	V;NFIN
drehen	roterende	drehen	roteren	V;NFIN	V;V.PTCP
drehen	draaien	drehen	draaien	V;NFIN	V;NFIN
angeben	aangeven	angeben	aangeven	V;V.PTCP	V;NFIN
angeben	opscheppen	angeben	opscheppen	V;V.PTCP	V;NFIN
angeben	specificeren	angeben	specificeren	V;V.PTCP	V;NFIN
theoretische	theoretische	theoretisch	theoretisch	ADJ;NOM;FEM;PL	ADJ
theoretische	theoretisch	theoretisch	theoretisch	ADJ;NOM;FEM;PL	ADJ
industriellen	industrieel	industriell	industrieel	ADJ;PL	ADJ
industriellen	industriële	industriell	industreel	ADJ;PL	ADJ
industriellen	industrieel	industriell	industrieel	ADJ;PL	ADJ
gerichtet	geregisseerd	richten	regisseren	V;V.PTCP	V;V.PTCP
gerichtet	gerichte	richten	richten	V;V.PTCP	V;V.PTCP
gerichtet	regisseerde	richten	regisseren	V;V.PTCP	V;SG;PST;FIN
gerichtet	toegesproken	richten	toespreken	V;V.PTCP	V;V.PTCP
gerichtet	geadresseerd	richten	dresseren	V;V.PTCP	V;V.PTCP
gerichtet	geoordeeld	richten	oordelen	V;V.PTCP	V;V.PTCP
gerichtet	beoordeeld	richten	beoordelen	V;V.PTCP	V;V.PTCP
umwandlung	conversie	umwandlung	conversie	N;SG	N;MASC+FEM;SG
umwandlung	bekering	umwandlung	bekering	N;SG	N;MASC+FEM;SG
umwandlung	omschakeling	umwandlung	omschakeling	N;SG	N;MASC+FEM;SG
umwandlung	transformatie	umwandlung	transformatie	N;SG	N;MASC+FEM;SG
umwandlung	transformatie	umwandlung	transformatie	N;SG	N;MASC+FEM;SG
ansiedlung	vereffening	ansiedlung	vereffening	N;SG	N;MASC+FEM;SG
ansiedlung	nederzetting	ansiedlung	nederzetting	N;SG	N;MASC+FEM;SG
ansiedlung	schikking	ansiedlung	schikking	N;SG	N;MASC+FEM;SG
ansiedlung	afwikkeling	ansiedlung	afwikkeling	N;SG	N;MASC+FEM;SG
gestiftet	gedoneerd	stiften	doneren	V;V.PTCP	V;V.PTCP
gestiftet	geschonken	stiften	schenken	V;V.PTCP	V;V.PTCP
gestiftet	begiftigd	stiften	begiftigen	V;V.PTCP	V;V.PTCP
bezahlt	betaalt	bezahlen	betalen	V;V.PTCP	V;SG;PRS;FIN
bezahlt	betaalde	bezahlen	betalen	V;V.PTCP	V;SG;PST;FIN
bezahlt	betaald	bezahlen	betalen	V;V.PTCP	V;V.PTCP
interne	intern	intern	intern	ADJ;NOM;FEM;PL	ADJ
interne	inwendig	intern	inwendig	ADJ;NOM;FEM;PL	ADJ
besetzte	bezet	besetzen	bezetten	V;IND;SG;3;PST;FIN	V;V.PTCP
besetzte	bezette	besetzen	bezetten	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
hinterlassen	verlaat	hinterlassen	verlaten	V;V.PTCP	V;SG;PRS;FIN
hinterlassen	vertrek	hinterlassen	vertrekken	V;V.PTCP	V;SG;PRS;FIN
hinterlassen	verlaten	hinterlassen	verlaten	V;V.PTCP	V;V.PTCP
abgesetzt	gestaakt	absetzen	staken	V;V.PTCP	V;V.PTCP
abgesetzt	afgezette	absetzen	afgezet	V;V.PTCP	V;V.PTCP
abgesetzt	afgezet	absetzen	afzetten	V;V.PTCP	V;V.PTCP
reguläre	regelmatige	regulär	regelmatig	ADJ;NOM;FEM;PL	ADJ
reguläre	regulier	regulär	regulier	ADJ;NOM;FEM;PL	ADJ
reguläre	reguliere	regulär	regulier	ADJ;NOM;FEM;PL	ADJ
reguläre	regelmatig	regulär	regelmatig	ADJ;NOM;FEM;PL	ADJ
dekan	dean	dekan	dean	N	N;MASC+FEM;SG
dekan	decaan	dekan	decaan	N	N;MASC+FEM;SG
ausgeliefert	geleverd	ausliefern	leveren	V;V.PTCP	V;V.PTCP
ausgeliefert	geleverde	ausliefern	leveren	V;V.PTCP	V;V.PTCP
ausgeliefert	bezorgd	ausliefern	bezorgd	V;V.PTCP	V;V.PTCP
ausgeliefert	afgeleverd	ausliefern	afleveren	V;V.PTCP	V;V.PTCP
ausgeliefert	verzonden	ausliefern	verzinden	V;V.PTCP	V;V.PTCP
ausgeliefert	uitgeleverd	ausliefern	uitleveren	V;V.PTCP	V;V.PTCP
konzepte	concepten	konzepn	concepten	N;NOM;PL	N;PL
konzepte	begrippen	konzepn	begrip	N;NOM;PL	N;PL
ganzes	hele	ganz	heel	ADJ;NOM;NEUT;SG	ADJ
ganzes	geheel	ganz	geheel	ADJ;NOM;NEUT;SG	ADJ
heiliger	heilige	heilig	heilige	ADJ	ADJ
heiliger	heilig	heilig	heilig	ADJ	ADJ
heiliger	heilige	heilig	heilige	ADJ	ADJ
heiliger	heilig	heilig	heilig	ADJ	ADJ
heiliger	heilige	heilig	heilige	ADJ	ADJ
beibehalten	ingehouden	beibehalten	inhouden	V;V.PTCP	V;V.PTCP
beibehalten	behouden	beibehalten	behouden	V;V.PTCP	V;V.PTCP
beibehalten	houd	beibehalten	houden	V;V.PTCP	V;SG;PRS;FIN
beibehalten	houden	beibehalten	houden	V;V.PTCP	V;NFIN
beibehalten	onderhouden	beibehalten	onderhouden	V;V.PTCP	V;V.PTCP
beibehalten	handhaven	beibehalten	handhaven	V;V.PTCP	V;NFIN
österreicher	oostenrijks	österreicher	oostenrijks	ADJ	ADJ
österreicher	oostenrijkse	österreicher	oostenrijks	ADJ	ADJ
vorbereitet	voorbereid	vorbereiten	voorbereiden	V;V.PTCP	V;V.PTCP
vorbereitet	bereide	vorbereiten	bereide	V;V.PTCP	V;V.PTCP
vorbereitet	voorbereid	vorbereiten	voorbereiden	V;V.PTCP	V;V.PTCP
stürzte	crashte	stürzen	crasht	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
stürzte	neergestort	stürzen	neerstorten	V;IND;SG;3;PST;FIN	V;V.PTCP
stürzte	gecrasht	stürzen	crashten	V;IND;SG;3;PST;FIN	V;V.PTCP
stürzte	ingestort	stürzen	instorten	V;IND;SG;3;PST;FIN	V;V.PTCP
einheitliche	unitaire	einheitlich	unitair	ADJ;NOM;FEM;PL	ADJ
urheberrecht	copyright	urheberrecht	copyright	ADJ	ADJ
kannte	wist	kennen	weten	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
einverstanden	afgesproken	einverstanden	afspreken	V;NFIN	V;V.PTCP
einverstanden	overeengekomen	einverstanden	overeenkomen	V;NFIN	V;V.PTCP
löst	oplost	lösen	oplost	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
löst	lost	lösen	lost	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
soziales	sociale	sozial	sociaal	ADJ;NOM;NEUT;SG	ADJ
soziales	sociaal	sozial	sociaal	ADJ;NOM;NEUT;SG	ADJ
reformen	hervormen	reformen	hervormen	V;NFIN	V;NFIN
sklaven	slaven	sklaven	slaven	N;PL	N;PL
sklaven	slaven	sklaven	slaven	N;PL	N;PL
individuelle	individueel	individuell	individueel	ADJ;NOM;FEM;PL	ADJ
fair	eerlijke	fair	eerlijk	ADJ	ADJ
fair	redelijk	fair	redelijk	ADJ	ADJ
fair	fair	fair	fair	ADJ	ADJ
fair	eerlijk	fair	eerlijk	ADJ	ADJ
scheitern	falen	scheitern	falen	V;NFIN	V;NFIN
scheitern	mislukken	scheitern	mislukken	V;NFIN	V;NFIN
scheitern	falen	scheitern	falen	V;NFIN	V;NFIN
scheitern	mislukken	scheitern	mislukken	V;NFIN	V;NFIN
scheitern	falen	scheitern	falen	V;NFIN	V;NFIN
scheitern	falende	scheitern	falen	V;NFIN	V;V.PTCP
erwerben	verwerven	erwerben	verwerven	V;NFIN	V;NFIN
reagieren	reageer	reagieren	reageren	V;NFIN	V;SG;PRS;FIN
reagieren	reageren	reagieren	reageren	V;NFIN	V;NFIN
reagieren	reageer	reagieren	reageren	V;NFIN	V;SG;PRS;FIN
reagieren	reageren	reagieren	reageren	V;NFIN	V;NFIN
reagieren	reageren	reagieren	reageren	V;NFIN	V;NFIN
entsprechender	overeenkomstige	entsprechend	overeenkomstig	ADJ	ADJ
britisch	britse	britisch	brits	ADJ	ADJ
britisch	brits	britisch	brits	ADJ	ADJ
entdecken	ontdekken	entdecken	ontdekken	V;NFIN	V;NFIN
entdecken	ontdekken	entdecken	ontdekken	V;NFIN	V;NFIN
entdecken	verkennen	entdecken	verkennen	V;NFIN	V;NFIN
entdecken	detecteren	entdecken	detecteren	V;NFIN	V;NFIN
entdecken	ontdek	entdecken	ontdek	V;NFIN	V;SG;PRS;FIN
entdecken	ontdekken	entdecken	ontdekken	V;NFIN	V;NFIN
auffällig	opzichtig	auffällig	opzichtig	ADJ	ADJ
auffällig	merkbaar	auffällig	merkbaar	ADJ	ADJ
auffällig	opvallend	auffällig	opvallend	ADJ	ADJ
auffällig	opvallend	auffällig	opvallend	ADJ	ADJ
auffällig	treffend	auffällig	treffend	ADJ	ADJ
seltene	zeldzame	selten	zeldzaam	ADJ;NOM;PL	ADJ
seltene	zeldzaam	selten	zeldzaam	ADJ;NOM;PL	ADJ
wortes	woord	wort	woord	N;NOM;NEUT;SG	N;NEUT;SG
geeignete	toepasselijk	geeignet	toepasselijk	ADJ;NOM;FEM;PL	ADJ
geeignete	geschikt	geeignet	geschikt	ADJ;NOM;FEM;PL	ADJ
geeignete	geschikt	geeignet	geschikt	ADJ;NOM;FEM;PL	ADJ
geeignete	geschikte	geeignet	geschikt	ADJ;NOM;FEM;PL	ADJ
gegenseitig	wederzijds	gegenseitig	wederzijds	ADJ	ADJ
schien	verscheen	scheinen	verschijnen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
schien	verschenen	scheinen	verschijnen	V;IND;SG;3;PST;FIN	V;V.PTCP
schien	scheen	scheinen	schijnen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
modellen	modellen	modell	model	N;PL	N;PL
gedenken	gedenken	gedenken	gedenken	V;NFIN	V;NFIN
gedenken	herinneren	gedenken	herinneren	V;NFIN	V;NFIN
gedenken	herdenken	gedenken	herdenken	V;NFIN	V;NFIN
gesendet	verstuurd	senden	versturen	V;V.PTCP	V;V.PTCP
gesendet	verzonden	senden	verzinden	V;V.PTCP	V;V.PTCP
gesendet	gestuurd	senden	sturen	V;V.PTCP	V;V.PTCP
gesendet	gepost	senden	posten	V;V.PTCP	V;V.PTCP
gesendet	geplaatste	senden	plaatsen	V;V.PTCP	V;V.PTCP
gesendet	geplaatst	senden	plaatsen	V;V.PTCP	V;V.PTCP
anleitung	begeleiding	anleitung	begeleiding	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	oriëntatie	anleitung	oriëntatie	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	leidraad	anleitung	leidraad	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	instructie	anleitung	instructie	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	handleiding	anleitung	handleiding	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	handboek	anleitung	handboek	N;NOM;FEM;SG	N;NEUT;SG
anleitung	zelfstudie	anleitung	zelfstudie	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	tutorial	anleitung	tutorial	N;NOM;FEM;SG	N;MASC+FEM;SG
anleitung	leerprogramma	anleitung	leerprogramma	N;NOM;FEM;SG	N;NEUT;SG
anleitung	instructie	anleitung	instructie	N;NOM;FEM;SG	N;MASC+FEM;SG
zwang	geforceerde	zwingen	forceren	V;SG;FIN	V;V.PTCP
zwang	gedwongen	zwingen	dwingen	V;SG;FIN	V;V.PTCP
zwang	afgedwongen	zwingen	afdwingen	V;SG;FIN	V;V.PTCP
zwang	geforceerd	zwingen	forceren	V;SG;FIN	V;V.PTCP
kürzer	kortere	kurz	kort	ADJ	ADJ;CMPR
kürzer	korter	kurz	kort	ADJ	ADJ;CMPR
komplexe	complexe	komplex	complex	ADJ;NOM;FEM;PL	ADJ
komplexe	ingewikkeld	komplex	ingewikkeld	ADJ;NOM;FEM;PL	ADJ
türme	torens	türm	torens	N;NOM;PL	N;PL
hut	hut	hun	hut	N;SG	N;MASC+FEM;SG
hut	hoed	hun	hoed	N;SG	N;MASC+FEM;SG
hut	pet	hun	pet	N;SG	N;MASC+FEM;SG
hut	hat	hun	hat	N;SG	N;MASC+FEM;SG
hut	muts	hun	muts	N;SG	N;MASC+FEM;SG
abgeschafft	afgeschaft	abschaffen	afschaffen	V;V.PTCP	V;V.PTCP
kommerziellen	commerciële	kommerziell	commerciel	ADJ	ADJ
kommerziellen	commercieel	kommerziell	commercieel	ADJ	ADJ
bestände	inventarissen	beständen	inventaris	N;NOM	N;PL
bestände	voorraden	beständen	voorraad	N;NOM	N;PL
bestände	voorraden	beständen	voorraad	N;NOM	N;PL
bestände	voorraad	beständen	voorraad	N;NOM	N;MASC+FEM;SG
bestände	inventarisatie	beständen	inventarisatie	N;NOM	N;MASC+FEM;SG
bestände	inventaris	beständen	inventaris	N;NOM	N;MASC+FEM;SG
bestände	kuddes	beständen	kuddes	N;NOM	N;PL
weswegen	waarom	weswegen	waarom	ADV	ADV
angelegten	aangelegde	angelegt	aanleggen	V;PL;FIN	V;V.PTCP
anfänglich	aanvankelijk	anfänglich	aanvankelijk	ADJ	ADJ
beeinflussen	beïnvloeden	beeinflussen	beïnvloeden	V;NFIN	V;NFIN
beeinflussen	beïnvloeden	beeinflussen	beïnvloeden	V;NFIN	V;NFIN
beeinflussen	beïnvloeden	beeinflussen	beïnvloeden	V;NFIN	V;NFIN
bundesverdienstkreuz	bundesverdienstkreuz	bundesverdienstkreuz	bundesverdienstkreuz	N;NOM;NEUT;SG	N;MASC+FEM;SG
landesstraße	landesstraße	landesstraße	landesstraße	N;NOM;FEM;SG	N;MASC+FEM;SG
ermitteln	detecteren	ermitteln	detecteren	V;NFIN	V;NFIN
ermitteln	identificeren	ermitteln	identificeren	V;NFIN	V;NFIN
lutherische	lutherse	lutherisch	luthers	ADJ;NOM;FEM;PL	ADJ
aktueller	huidig	aktuell	huidig	ADJ	ADJ
aktueller	huidige	aktuell	huidig	ADJ	ADJ
aktueller	actueel	aktuell	actueel	ADJ	ADJ
ständige	permanente	ständig	permanent	ADJ;NOM;FEM;PL	ADJ
ständige	permanent	ständig	permanent	ADJ;NOM;FEM;PL	ADJ
ständige	constante	ständig	constant	ADJ;NOM;FEM;PL	ADJ
ständige	constant	ständig	constant	ADJ;NOM;FEM;PL	ADJ
verbreiteten	verspreide	verbreiten	verspreiden	V;IND;PL;3;PST;FIN	V;FIN
verbreiteten	verspreid	verbreiten	verspreiden	V;IND;PL;3;PST;FIN	V;V.PTCP
landete	geland	landen	landen	V;IND;SG;3;PST;FIN	V;V.PTCP
landete	landde	landen	landen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
landete	aangeland	landen	aanlanden	V;IND;SG;3;PST;FIN	V;V.PTCP
landete	aangevoerde	landen	aanvoeren	V;IND;SG;3;PST;FIN	V;V.PTCP
schoss	neergeschoten	schießen	neerschieten	V;V.PTCP	V;V.PTCP
philosophische	filosofische	philosophisch	filosofisch	ADJ;NOM;FEM;PL	ADJ
philosophische	filosofisch	philosophisch	filosofisch	ADJ;NOM;FEM;PL	ADJ
klassiker	klassiek	klassik	klassiek	ADJ	ADJ
klassiker	klassieke	klassik	klassiek	ADJ	ADJ
klassiker	klassiek	klassik	klassiek	ADJ	ADJ
klassiker	klassieke	klassik	klassiek	ADJ	ADJ
erfordert	vereist	erfordern	vereisen	V;SG;FIN	V;V.PTCP
ukrainischen	oekraïens	ukrainisch	oekraïen	ADJ;NOM;MASC;PL	ADJ
