vsebovala	zawierał	vsebovati	zawierać	V;IPFV;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
dodana	dodany	dodan	dodać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dodana	dodana	dodan	dodać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dodana	dodane	dodan	dodać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
menihi	mnisi	menih	małić	N;NOM;MASC;PL	N;NOM;MASC;PL
funtov	funtów	funt	funt	N;GEN;MASC;PL	N;GEN;MASC;PL
sloj	warstwa	sloj	warstwa	N;NOM;MASC;SG	N;NOM;FEM;SG
padli	upadły	pasti	upaść	V;PFV;MASC;PL;V.PTCP	V;PFV;FEM;IND;PL;PST;FIN;ACT
akcija	działania	akcija	działanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
akcija	czynność	akcija	czynność	N;NOM;FEM;SG	N;NOM;FEM;SG
akcija	działanie	akcija	działać	N;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
akcija	akcja	akcija	akcja	N;NOM;FEM;SG	N;NOM;FEM;SG
ščiti	chroni	ščititi	chronić	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ščiti	ochrania	ščititi	ochraniać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
luknje	otwory	luknja	otwór	N;NOM;FEM;PL	N;NOM;MASC;PL
presega	przekracza	presegati	przekraczać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
presega	przewyższa	presegati	przewyzszać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vladanje	panowanie	vladanje	panować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ban	zakaz	ban	zakaz	N;NOM;MASC;SG	N;NOM;MASC;SG
opredeljuje	definiuje	opredeljevati	definiować	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
opredeljuje	określa	opredeljevati	określać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pljuč	płuco	pljuč	płuco	N;NOM;MASC;SG	N;NOM;NEUT;SG
silver	srebrne	silver	srebrny	N;NOM;MASC;SG	N;NOM;MASC;SG
planine	góry	planina	góra	N;NOM;FEM;PL	N;NOM;FEM;PL
navzven	zewnętrznie	navzven	zewnętrznie	ADV	ADV
agent	agentka	agent	agentka	N;NOM;MASC;SG	N;NOM;FEM;SG
agent	agent	agent	agent	N;NOM;MASC;SG	N;NOM;MASC;SG
vzpostavitev	ustanowienie	vzpostavitev	ustanowienie	N;NOM;FEM;SG	N;NOM;NEUT;SG
priznana	uznane	priznan	uznać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznana	uznawane	priznan	uznawać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznana	uznany	priznan	uznać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
priznana	uznana	priznan	uznać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
priznana	uznany	priznan	uznać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
priznana	uznawane	priznan	uznawać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznana	uznane	priznan	uznać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznana	uznana	priznan	uznać	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
upokojen	emerytowany	upokojen	emerytować	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
pre	pre	pre	pro		
skrajno	ekstremalnie	skrajno	ekstremalnie	ADV	ADV
instrument	przyrząd	instrument	przyrząd	N;NOM;MASC;SG	N;NOM;MASC;SG
delec	cząstka	delec	cząstka	N;NOM;MASC;SG	N;NOM;FEM;SG
negativna	negatywne	negativen	negatywny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
negativna	negatywny	negativen	negatywny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
konzulat	konsulat	konzulat	konsulat	N;NOM;MASC;SG	N;NOM;MASC;SG
učitelji	nauczyciele	učitelj	nauczyciel	N;NOM;MASC;PL	N;NOM;MASC;PL
izkoristek	skuteczność	izkoristek	skuteczność	N;NOM;MASC;SG	N;NOM;FEM;SG
izkoristek	efektywność	izkoristek	efektywność	N;NOM;MASC;SG	N;NOM;FEM;SG
izkoristek	efektywność	izkoristek	efektywność	N;NOM;MASC;SG	N;NOM;FEM;SG
izkoristek	skuteczność	izkoristek	skuteczność	N;NOM;MASC;SG	N;NOM;FEM;SG
izkoristek	sprawność	izkoristek	sprawność	N;NOM;MASC;SG	N;NOM;FEM;SG
zatočišče	schronienie	zatočišče	schronienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zatočišče	schron	zatočišče	schron	N;NOM;NEUT;SG	N;NOM;MASC;SG
zatočišče	schronienie	zatočišče	schronienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zatočišče	schronienie	zatočišče	schronienie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
sivo	szara	siv	szara	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
sivo	szare	siv	szary	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
sivo	szara	siv	szara	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
sivo	szare	siv	szary	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
sod	beczka	soda	beczka	N;NOM;MASC;SG	N;NOM;FEM;SG
sod	beczka	soda	beczka	N;NOM;MASC;SG	N;NOM;FEM;SG
prizor	scena	prizor	scena	N;NOM;MASC;SG	N;NOM;FEM;SG
tarča	cel	tarča	cel	N;NOM;FEM;SG	N;NOM;MASC;SG
razpadla	rozpadł	razpasti	rozpaść	V;PFV;FEM;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
zmogljivosti	pojemności	zmogljivost	pojemność	N;GEN;FEM;SG	N;GEN;FEM;SG
dvoboj	pojedynek	dvoboj	pojedynek	N;NOM;MASC;SG	N;NOM;MASC;SG
objavlja	publikuje	objavljati	publikować	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
liverpool	liverpool	liverpool	liverpool	N;NOM;MASC;SG	N;NOM;MASC;SG
meč	miecz	meč	miecz	N;NOM;MASC;SG	N;NOM;MASC;SG
upanje	nadzieja	upanje	nadzieja	N;NOM;NEUT;SG	N;NOM;FEM;SG
grumman	grumman	grumman	grumman	N;NOM;MASC;SG	N;NOM;MASC;SG
avtomobilska	samochodowe	avtomobilski	samochodowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
indeks	indeks	indeks	indeks	N;NOM;MASC;SG	N;NOM;MASC;SG
indeks	spis	indeks	spis	N;NOM;MASC;SG	N;NOM;MASC;SG
indeks	wskaźnik	indeks	wskaźnik	N;NOM;MASC;SG	N;NOM;MASC;SG
spoštovanje	poszanowanie	spoštovanje	poszanowanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
definira	definiuje	definira	definiować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
definira	określa	definira	określać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
eksplozije	wybuchy	eksplozija	wybuch	N;NOM;FEM;PL	N;NOM;MASC;PL
eksplozije	eksplozje	eksplozija	eksplozja	N;NOM;FEM;PL	N;NOM;FEM;PL
demokratična	demokratyczny	demokratičen	demokratyczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
demokratična	demokratyczna	demokratičen	demokratyczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
demokratična	demokratyczne	demokratičen	demokratyczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
moralno	moralny	moralen	moralny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
moralno	moralne	moralen	moralny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
negativni	negatywne	negativen	negatywny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
negativni	negatywny	negativen	negatywny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
kalif	kalif	kalif	kalif	N;NOM;MASC;SG	N;NOM;MASC;SG
zadovoljstvo	zadowolenie	zadovoljstvo	zadowolenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
predpisi	regulacje	predpis	regulacja	N;NOM;MASC;PL	N;NOM;FEM;PL
usmerjeno	skierowany	usmerjen	skierować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
usmerjeno	skierowana	usmerjen	skierować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
usmerjeno	skierowane	usmerjen	skierować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
delovalo	działał	delovati	działać	V;IPFV;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
delovalo	pracował	delovati	pracować	V;IPFV;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
delovalo	działało	delovati	działać	V;IPFV;NEUT;SG;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
delovalo	pracowała	delovati	pracować	V;IPFV;NEUT;SG;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
hribi	góry	hrib	góra	N;NOM;MASC;PL	N;NOM;FEM;PL
administrator	administrator	administrator	administrator	N;NOM;MASC;SG	N;NOM;MASC;SG
administrator	zarządca	administrator	zarządca	N;NOM;MASC;SG	N;NOM;MASC;SG
klasifikacija	klasyfikacja	klasifikacija	klasyfikacja	N;NOM;FEM;SG	N;NOM;FEM;SG
nosila	nosze	nositi	nosze	V;IPFV;FEM;SG;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
nosila	nosił	nositi	nosić	V;IPFV;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nosila	nosiła	nositi	nosić	V;IPFV;FEM;SG;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
licenca	licencja	licenca	licencja	N;NOM;FEM;SG	N;NOM;FEM;SG
licenca	licencja	licenca	licencja	N;NOM;FEM;SG	N;NOM;FEM;SG
ločitev	rozwód	ločitev	rozwód	N;NOM;FEM;SG	N;NOM;MASC;SG
ločitev	rozdzielenie	ločitev	rozdzielenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ločitev	oddzielenie	ločitev	oddzielenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
meritev	pomiar	meritev	pomiar	N;NOM;FEM;SG	N;NOM;MASC;SG
meritev	wycena	meritev	wycenać	N;NOM;FEM;SG	N;NOM;FEM;SG
patent	patent	patent	patent	N;NOM;MASC;SG	N;NOM;MASC;SG
glive	grzyby	gliva	grzyb	N;NOM;FEM;PL	N;NOM;MASC;PL
obiskala	odwiedził	obiskati	odwiedzić	V;PFV;FEM;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
obiskala	odwiedziła	obiskati	odwiedzić	V;PFV;FEM;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
bra	stanik	bra	stanik	N;NOM;MASC;SG	N;NOM;MASC;SG
dodajanje	dodawanie	dodajanje	dodawać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dodajanje	dodanie	dodajanje	dodanie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dodajanje	dodawanie	dodajanje	dodawać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dodajanje	dodanie	dodajanje	dodanie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
serena	serena	serena	serena	N;NOM;FEM;SG	N;NOM;FEM;SG
običajna	normalne	običajen	normalny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
običajna	normalny	običajen	normalny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
običajna	normalna	običajen	normalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
vroče	gorące	vroč	gorący	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vroče	gorąca	vroč	gorący	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vroče	gorący	vroč	gorący	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
por	por	por	por		
komercialni	komercyjny	komercialen	komercyjny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
komercialni	komercyjne	komercialen	komercyjny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
izbire	wybory	izbira	wybory	N;NOM;FEM;PL	N;NOM;NEUT;PL
zime	winters	zima	winters	N;NOM;FEM;SG	N;NOM;MASC;SG
duhovni	duchowy	duhoven	duchowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
duhovni	duchowe	duhoven	duchowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mišica	mięsień	mišica	mięsienie	N;NOM;FEM;SG	N;NOM;MASC;SG
posamezno	indywidualny	posamezno	indywidualny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
posamezno	indywidualne	posamezno	indywidualny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
možni	możliwy	možen	możliwy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
možni	możliwa	možen	możliwy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
možni	możliwe	možen	możliwy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ohranjeno	zakonserwowane	ohranjen	zakonserwować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ohranjeno	zachowana	ohranjen	zachować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ohranjeno	zachowany	ohranjen	zachować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ohranjeno	zachowane	ohranjen	zachować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zlom	łamanie	zlom	łamanie	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zlom	złamania	zlom	złamanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
zlom	pęknięcie	zlom	pęknięcie	N;NOM;MASC;SG	N;NOM;NEUT;SG
zlom	złamanie	zlom	złamać	N;NOM;MASC;SG	N;NOM;NEUT;SG
geometrija	geometria	geometrija	geometria	N;NOM;FEM;SG	N;NOM;FEM;SG
geometrija	geometria	geometrija	geometria	N;NOM;FEM;SG	N;NOM;FEM;SG
strategije	strategie	strategija	strategi	N;NOM;FEM;PL	N;NOM;MASC;PL
ogljik	węgiel	ogljik	węgiel	N;NOM;MASC;SG	N;NOM;MASC;SG
sekundarni	drugorzędne	sekundaren	drugorzędny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
preboj	przełom	preboj	przełom	N;NOM;MASC;SG	N;NOM;MASC;SG
človeška	ludzkie	človeški	ludzki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
človeška	ludzka	človeški	ludzki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
človeška	ludzki	človeški	ludzki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
novosti	innowacje	novost	innowacja	N;NOM;FEM;PL	N;NOM;FEM;PL
novosti	aktualizacje	novost	aktualizacja	N;NOM;FEM;PL	N;NOM;FEM;PL
oklep	zbroja	oklep	zbrój	N;NOM;MASC;SG	N;NOM;FEM;SG
oklep	pancerz	oklep	pancerz	N;NOM;MASC;SG	N;NOM;MASC;SG
oklep	zbroja	oklep	zbrój	N;NOM;MASC;SG	N;NOM;FEM;SG
oklep	pancerz	oklep	pancerz	N;NOM;MASC;SG	N;NOM;MASC;SG
obsežna	obszerne	obsežen	obszerny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zaščitna	ochronny	zaščiten	ochronny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
zaščitna	ochronna	zaščiten	ochronny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
zaščitna	ochronne	zaščiten	ochronny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ugotovitve	spostrzeżenia	ugotovitev	spostrzeżenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
ugotovitve	obserwacje	ugotovitev	obserwacja	N;NOM;FEM;PL	N;NOM;FEM;PL
geografski	geograficzne	geografski	geograficzny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
geografski	geograficzna	geografski	geograficzny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
geografski	geograficzny	geografski	geograficzny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
barvni	kolorowy	barven	kolorowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
otroštva	dzieciństwa	otroštvo	dzieciństwo	N;GEN;NEUT;SG	N;GEN;NEUT;SG
definicije	definicje	definicija	definicja	N;NOM;FEM;PL	N;NOM;FEM;PL
pastir	pasterz	pastir	pasterz	N;NOM;MASC;SG	N;NOM;MASC;SG
odkrivanje	wykrycie	odkrivanje	wykrycie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odkrivanje	wykrywanie	odkrivanje	wykrywać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
samostojnost	niezależność	samostojnost	niezależność	N;NOM;FEM;SG	N;NOM;FEM;SG
sinove	synów	sin	syn	N;ACC;MASC;PL	N;ACC;MASC;PL
industrijska	przemysłowy	industrijski	przemysłowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
industrijska	przemysłowe	industrijski	przemysłowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
standardna	standardowy	standarden	standardowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
standardna	standardowa	standarden	standardowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
standardna	standardowe	standarden	standardowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
encimi	enzymy	encim	enzy	N;NOM;MASC;PL	N;NOM;MASC;PL
tokovi	prądy	tok	prąd	N;NOM;MASC;PL	N;NOM;MASC;PL
tokovi	przepływy	tok	przepływ	N;NOM;MASC;PL	N;NOM;MASC;PL
pogovori	wywiady	pogovor	wywiad	N;NOM;MASC;PL	N;NOM;MASC;PL
vmesnik	interfejs	vmesnik	interfejs	N;NOM;MASC;SG	N;NOM;MASC;SG
pištola	pistolet	pištol	pistolet	N;NOM;FEM;SG	N;NOM;MASC;SG
pištola	pistolet	pištol	pistolet	N;NOM;FEM;SG	N;NOM;MASC;SG
regionalni	regionalne	regionalen	regionalny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
regionalni	regionalny	regionalen	regionalny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
regionalni	regionalna	regionalen	regionalny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
prijateljstvo	znajomość	prijateljstvo	znajomość	N;NOM;NEUT;SG	N;NOM;FEM;SG
prijateljstvo	przyjaźń	prijateljstvo	przyjaźń	N;NOM;NEUT;SG	N;NOM;FEM;SG
kancler	kanclerz	kancler	kanclerz	N;NOM;MASC;SG	N;NOM;MASC;SG
pozni	późny	pozen	późny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
pogledi	poglądy	pogled	pogląd	N;NOM;MASC;PL	N;NOM;MASC;PL
pogledi	widoki	pogled	widok	N;NOM;MASC;PL	N;NOM;MASC;PL
sorodniki	kuzyni	sorodnik	kuzynia	N;NOM;MASC;PL	N;NOM;MASC;PL
sorodniki	krewni	sorodnik	krewnić	N;NOM;MASC;PL	N;NOM;MASC;PL
podjetnik	przedsiębiorca	podjetnik	przedsiębiorca	N;NOM;MASC;SG	N;NOM;MASC;SG
policist	oficer	policist	oficer	N;NOM;MASC;SG	N;NOM;MASC;SG
policist	funkcjonariusz	policist	funkcjonariusz	N;NOM;MASC;SG	N;NOM;MASC;SG
policist	policjant	policist	policjant	N;NOM;MASC;SG	N;NOM;MASC;SG
mostovi	mosty	mostov	most	N;NOM;MASC;PL	N;NOM;MASC;PL
lastna	własne	lasten	własny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
lastna	własny	lasten	własny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
lastna	własna	lasten	własny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
posredovanje	przesyłanie	posredovanje	przesyłać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
posredovanje	transmisja	posredovanje	transmisja	N;NOM;NEUT;SG	N;NOM;FEM;SG
posredovanje	przekazanie	posredovanje	przekazać	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
posredovanje	przekazywanie	posredovanje	przekazywać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
posredovanje	interwencja	posredovanje	interwencja	N;NOM;NEUT;SG	N;NOM;FEM;SG
zaključek	wypełnianie	zaključek	wypełniać	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zaključek	zakończenie	zaključek	zakończyć	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
zaključek	wypełnienie	zaključek	wypełnić	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
zaključek	ukończenie	zaključek	ukończyć	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
zaključek	zamknięcie	zaključek	zamknięcie	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
zaključek	zamykanie	zaključek	zamykać	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
zaključek	wniosek	zaključek	wniosek	N;NOM;MASC;SG	N;NOM;MASC;SG
zaključek	zawarcie	zaključek	zawarcie	N;NOM;MASC;SG	N;NOM;NEUT;SG;V.MSDR
razstavi	wystawa	razstava	wystawa	N;NOM;FEM;SG	N;NOM;FEM;SG
lucas	lukas	lucas	lukas	N;NOM;MASC;SG	N;NOM;MASC;SG
organizirano	zorganizowana	organiziran	zorganizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
organizirano	organizowane	organiziran	organizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirano	zorganizowane	organiziran	zorganizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirano	zorganizowany	organiziran	zorganizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
organizirano	zorganizowany	organiziran	zorganizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
organizirano	zorganizowane	organiziran	zorganizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirano	zorganizowana	organiziran	zorganizować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
dama	pani	dama	pani	N;NOM;FEM;SG	N;NOM;FEM;SG
ščit	tarcza	ščit	tarczyć	N;NOM;MASC;SG	N;NOM;FEM;SG
ščit	osłona	ščit	osłona	N;NOM;MASC;SG	N;NOM;FEM;SG
programiranje	programowanie	programiranje	programować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
izpostavljenost	ekspozycja	izpostavljenost	ekspozycja	N;NOM;FEM;SG	N;NOM;FEM;SG
izpostavljenost	narażenie	izpostavljenost	narażenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
fam	rodzinka	fam	rodzinka	N;NOM;MASC;SG	N;NOM;FEM;SG
imenovanja	spotkania	imenovanje	spotkanie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
izbris	usunięcie	izbris	usunąć	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
izbris	usuwanie	izbris	usuwać	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
izbris	usunięcie	izbris	usunąć	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
izbris	usuwanie	izbris	usuwać	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
izbris	anulowanie	izbris	anulować	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
izbris	unieważnienie	izbris	unieważnić	N;NOM;MASC;SG	N;NOM;NEUT;SG
dedek	dziadek	dedek	dziadek	N;NOM;MASC;SG	N;NOM;MASC;SG
dedek	dziadek	dedek	dziadek	N;NOM;MASC;SG	N;NOM;MASC;SG
ustavil	przestał	ustaviti	przestać	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
alpinist	góral	alpinist	góral	N;NOM;MASC;SG	N;NOM;MASC;SG
opremljen	wyposażone	opremljen	wyposażyć	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opremljen	wyposażony	opremljen	wyposażyć	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
opremljen	wyposażona	opremljen	wyposażyć	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
epizode	odcinki	epizoda	odcinka	N;NOM;FEM;PL	N;NOM;MASC;PL
izidi	rezultaty	izid	rezultat	N;NOM;MASC;PL	N;NOM;MASC;PL
izidi	wyniki	izid	wynik	N;NOM;MASC;PL	N;NOM;MASC;PL
označen	oznaczone	označen	oznaczyć	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
označen	oznaczona	označen	oznaczyć	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
označen	oznaczony	označen	oznaczyć	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
