この	這	この	這	DET	DET
カム	凸輪	カム	凸輪	N	N
ラッシュ	急	ラッシュ	急	N	N
コントロール	控制	コントロール	控制	V	V
コントロール	控制	コントロール	控制	V	V
コントロール	控制	コントロール	控制	V	V
コントロール	管制	コントロール	管制	V	V
メイド	女傭	メイド	女傭	N	N
メイド	傭人	メイド	傭人	N	N
階段	樓梯	階段	樓梯	N	N
階段	階梯	階段	階梯	N	N
階段	樓梯	階段	樓梯	N	N
ナン	南	ナン	南	N	N
条例	政令	条例	政令	N	N
条例	條例	条例	條例	N	N
ステレオ	音響	ステレオ	音響	N	N
ステレオ	立體	ステレオ	立體	N	N
ステレオ	立體	ステレオ	立體	N	N
リゾート	度	リゾート	度	N	N
リゾート	度	リゾート	度	N	N
リゾート	勝地	リゾート	勝地	N	N
ヘリコプター	直升	ヘリコプター	直升	N	N
フォーク	叉	フォーク	叉	N	N
フォーク	叉子	フォーク	叉子	N	N
フォーク	民謠	フォーク	民謠	N	N
フォーク	民間	フォーク	民間	N	N
フォーク	民俗	フォーク	民俗	N	N
ブリッジ	橋	ブリッジ	橋	N	N
ブリッジ	艦橋	ブリッジ	艦橋	N	N
ブリッジ	大橋	ブリッジ	大橋	N	N
ルーム	房間	ルーム	房間	N	N
ルーム	房	ルーム	房	N	N
ルーム	客房	ルーム	客房	N	N
ルーム	房間	ルーム	房間	N	N
反映	反映	反映	反映	V	V
思い出	回憶	思い出	回憶	V	V
ピアニスト	鋼琴	ピアニスト	鋼琴	N	N
原理	原則	原理	原則	N	N
原理	原理	原理	原理	N	N
原理	原則	原理	原則	N	N
予約	保留	予約	保留	V	V
予約	任用	予約	任用	V	V
予約	任命	予約	任命	V	V
予約	預約	予約	預約	V	V
予約	預定	予約	預定	V	V
予約	訂位	予約	訂位	V	V
予約	訂票	予約	訂票	V	V
予約	預訂	予約	預訂	V	V
予約	預約	予約	預約	V	V
予約	預訂	予約	預訂	V	V
予約	保留	予約	保留	V	V
送る	送出	送る	送出	V	V
バーン	穀	バーン	穀	N	N
戦術	戰術	戦術	戰術	N	N
戦術	策略	戦術	策略	N	N
戦術	戰術	戦術	戰術	N	N
戦術	策略	戦術	策略	N	N
ホイール	輪	ホイール	輪	N	N
ホイール	車輪	ホイール	車輪	N	N
ホイール	輪	ホイール	輪	N	N
ホイール	車輪	ホイール	車輪	N	N
レーザー	雷射	レーザー	雷射	N	N
レーザー	鐳	レーザー	鐳	N	N
入院	住院	入院	住院	V	V
間違い	錯誤	間違い	錯誤	N	N
間違い	失誤	間違い	失誤	N	N
間違い	錯誤	間違い	錯誤	N	N
走り	跑步	走る	跑步	V	V
走り	運行	走る	運行	V	V
忍者	忍者	忍者	忍者	N	N
忍者	忍者	忍者	忍者	N	N
サスペンス	懸念	サスペンス	懸念	N	N
海峡	海峽	海峡	海峽	N	N
海峡	海峽	海峡	海峽	N	N
海峡	頻道	海峡	頻道	N	N
海峡	海峽	海峡	海峽	N	N
海峡	通道	海峡	通道	N	N
氏名	名字	氏名	名字	N	N
氏名	名稱	氏名	名稱	N	N
氏名	姓名	氏名	姓名	N	N
ムーン	月球	ムーン	月球	N	N
ムーン	月亮	ムーン	月亮	N	N
ムーン	月	ムーン	月	N	N
ラーメン	拉麵	ラーメン	拉麵	N	N
誤解	誤解	誤解	誤解	V	V
スポット	地方	スポット	地方	N	N
スポット	地點	スポット	地點	N	N
スポット	斑點	スポット	斑點	N	N
スポット	地方	スポット	地方	N	N
スポット	地點	スポット	地點	N	N
酸素	氧氣	酸素	氧氣	N	N
酸素	氧	酸素	氧	N	N
チャンピオンシップ	錦標	チャンピオンシップ	錦標	N	N
友達	朋友	友達	朋友	N	N
友達	好友	友達	好友	N	N
友達	朋友	友達	朋友	N	N
友達	好友	友達	好友	N	N
ガイドライン	準則	ガイドライン	準則	N	N
リポーター	記者	リポーター	記者	N	N
リポーター	記者	リポーター	記者	N	N
ついに	終於	ついに	終於	ADV	ADV
着陸	降落	着陸	降落	V	V
着陸	登陸	着陸	登陸	V	V
損害	損傷	損害	損傷	N	N
損害	損壞	損害	損壞	N	N
損害	損害	損害	損害	N	N
ボート	船隻	ボート	船隻	N	N
ボート	艇	ボート	艇	N	N
ボート	划船	ボート	划船	N	N
ボート	船	ボート	船	N	N
ボート	船隻	ボート	船隻	N	N
ボート	艇	ボート	艇	N	N
説得	勸	説得	勸	V	V
説得	勸導	説得	勸導	V	V
説得	說服	説得	說服	V	V
説得	說服	説得	說服	V	V
サーキット	迴路	サーキット	迴路	N	N
サーキット	電路	サーキット	電路	N	N
行列	母體	行列	母體	N	N
行列	矩陣	行列	矩陣	N	N
日常	天天	日常	天天	N	N
日常	每日	日常	每日	N	N
日常	日常	日常	日常	N	N
独占	排他	独占	排他	V	V
独占	排他	独占	排他	V	V
独占	專賣	独占	專賣	V	V
道具	裝備	道具	裝備	N	N
道具	工具	道具	工具	N	N
道具	工具	道具	工具	N	N
道具	儀器	道具	儀器	N	N
道具	樂器	道具	樂器	N	N
道具	文書	道具	文書	N	N
天気	天氣	天気	天氣	N	N
天気	氣象	天気	氣象	N	N
粒子	顆	粒子	顆	N	N
粒子	粒子	粒子	粒子	N	N
粒子	微粒	粒子	微粒	N	N
粒子	顆	粒子	顆	N	N
粒子	粒子	粒子	粒子	N	N
粒子	微粒	粒子	微粒	N	N
避ける	避免	避ける	避免	V	V
比率	比率	比率	比率	N	N
比率	比值	比率	比值	N	N
比率	比例	比率	比例	N	N
比率	比例	比率	比例	N	N
牧場	牧場	牧場	牧場	N	N
ビール	啤酒	ビール	啤酒	N	N
美人	美女	美人	美女	N	N
クリスタル	水晶	クリスタル	水晶	N	N
クリスタル	晶體	クリスタル	晶體	N	N
リレー	中	リレー	中	N	N
リレー	接力	リレー	接力	N	N
バイク	單車	バイク	單車	N	N
バイク	腳踏	バイク	腳踏	N	N
バイク	摩托	バイク	摩托	N	N
バイク	摩托	バイク	摩托	N	N
バイク	機車	バイク	機車	N	N
ボクサー	拳手	ボクサー	拳手	N	N
ボクサー	拳擊	ボクサー	拳擊	N	N
ドクター	醫師	ドクター	醫師	N	N
ドクター	醫生	ドクター	醫生	N	N
ドクター	博士	ドクター	博士	N	N
放棄	棄權	放棄	棄權	V	V
告知	公告	告知	公告	V	V
告知	通知	告知	通知	V	V
符号	密碼	符号	密碼	N	N
符号	編碼	符号	編碼	N	N
符号	碼	符号	碼	N	N
当局	當局	当局	當局	N	N
付与	准予	付与	准予	V	V
麻雀	麻將	麻雀	麻將	N	N
ハーフ	半數	ハーフ	半數	N	N
定理	定理	定理	定理	N	N
人種	比賽	人種	比賽	N	N
人種	賽	人種	賽	N	N
人種	種族	人種	種族	N	N
人種	競賽	人種	競賽	N	N
運河	運河	運河	運河	N	N
運河	運河	運河	運河	N	N
パラダイス	天堂	パラダイス	天堂	N	N
パラダイス	樂園	パラダイス	樂園	N	N
農民	農民	農民	農民	N	N
農民	農民	農民	農民	N	N
台詞	對話	台詞	對話	N	N
彗星	彗星	彗星	彗星	N	N
彗星	彗星	彗星	彗星	N	N
スプリング	春	スプリング	春	N	N
スプリング	春秋	スプリング	春秋	N	N
スプリング	春天	スプリング	春天	N	N
スプリング	彈簧	スプリング	彈簧	N	N
スプリング	春季	スプリング	春季	N	N
アナウンス	公告	アナウンス	公告	V	V
心臓	心	心臓	心	N	N
心臓	心臟	心臓	心臟	N	N
日光	陽光	日光	陽光	N	N
日光	陽光	日光	陽光	N	N
ウエスト	西邊	ウエスト	西邊	N	N
ウエスト	西	ウエスト	西	N	N
ウエスト	西部	ウエスト	西部	N	N
ウエスト	腰	ウエスト	腰	N	N
ウエスト	腰部	ウエスト	腰部	N	N
大使館	大使	大使館	大使	N	N
大使館	使館	大使館	使館	N	N
大使館	大使	大使館	大使	N	N
大使館	使館	大使館	使館	N	N
肉体	血肉	肉体	血肉	N	N
肉体	肉體	肉体	肉體	N	N
食事	餐	食事	餐	N	N
食事	飯	食事	飯	N	N
食事	餐	食事	餐	N	N
食事	膳食	食事	膳食	N	N
豊富	豐富	豊富	豐富	ADJ	ADJ
避難	疏散	避難	疏散	V	V
避難	撤離	避難	撤離	V	V
避難	避難	避難	避難	V	V
避難	避難	避難	避難	V	V
避難	疏散	避難	疏散	V	V
避難	撤離	避難	撤離	V	V
君主	君主	君主	君主	N	N
装飾	裝飾	装飾	裝飾	V	V
リボン	絲帶	リボン	絲帶	N	N
リボン	絲帶	リボン	絲帶	N	N
シード	種子	シード	種子	N	N
シード	籽	シード	籽	N	N
シード	種子	シード	種子	N	N
サマー	夏日	サマー	夏日	N	N
サマー	夏季	サマー	夏季	N	N
サマー	暑假	サマー	暑假	N	N
サマー	夏天	サマー	夏天	N	N
併合	整合	併合	整合	N	N
併合	併	併合	併	N	N
処刑	執行	処刑	執行	V	V
武士	武士	武士	武士	N	N
感覚	感官	感覚	感官	N	N
感覚	感	感覚	感	N	N
警告	示	警告	示	V	V
プログラミング	程式	プログラミング	程式	N	N
公爵	公爵	公爵	公爵	N	N
差分	差異	差分	差異	N	N
差分	差額	差分	差額	N	N
差分	分歧	差分	分歧	N	N
差分	差額	差分	差額	N	N
差分	區別	差分	區別	N	N
差分	差別	差分	差別	N	N
差分	差異	差分	差異	N	N
ネコ	貓	ネコ	貓	N	N
ネコ	貓咪	ネコ	貓咪	N	N
ネコ	貓	ネコ	貓	N	N
山頂	峰峰	山頂	峰峰	N	N
山頂	山頂	山頂	山頂	N	N
ゲージ	儀表	ゲージ	儀表	N	N
グラフィック	圖形	グラフィック	圖形	N	N
グラフィック	圖形	グラフィック	圖形	N	N
グラフィック	繪圖	グラフィック	繪圖	N	N
マスク	口罩	マスク	口罩	N	N
マスク	面具	マスク	面具	N	N
マスク	面罩	マスク	面罩	N	N
マスク	口罩	マスク	口罩	N	N
マスク	面具	マスク	面具	N	N
マスク	面罩	マスク	面罩	N	N
公国	公國	公国	公國	N	N
公国	公國	公国	公國	N	N
バレー	河谷	バレー	河谷	N	N
バレー	谷	バレー	谷	N	N
バレー	山谷	バレー	山谷	N	N
バレー	谷地	バレー	谷地	N	N
緑色	綠色	緑色	綠色	N	N
緑色	綠	緑色	綠	N	N
緑色	綠地	緑色	綠地	N	N
金額	金額	金額	金額	N	N
金額	款額	金額	款額	N	N
金額	數額	金額	數額	N	N
金額	金額	金額	金額	N	N
金額	款額	金額	款額	N	N
金額	數額	金額	數額	N	N
チップ	薯	チップ	薯	N	N
チップ	籌碼	チップ	籌碼	N	N
チップ	晶片	チップ	晶片	N	N
辞職	辭職	辞職	辭職	V	V
アルコール	醇	アルコール	醇	N	N
アルコール	酒精	アルコール	酒精	N	N
アルコール	酒	アルコール	酒	N	N
アルコール	酒類	アルコール	酒類	N	N
保育	托兒	保育	托兒	N	N
テープ	帶子	テープ	帶子	N	N
テープ	膠帶	テープ	膠帶	N	N
テープ	磁帶	テープ	磁帶	N	N
予報	預估	予報	預估	V	V
予報	預測	予報	預測	V	V
化合物	大院	化合物	大院	N	N
所有者	業	所有者	業	N	N
所有者	業	所有者	業	N	N
弱い	虛弱	弱い	虛弱	ADJ	ADJ
弱い	軟弱	弱い	軟弱	ADJ	ADJ
弱い	薄弱	弱い	薄弱	ADJ	ADJ
祝日	假期	祝日	假期	N	N
祝日	假日	祝日	假日	N	N
祝日	節日	祝日	節日	N	N
祝日	假期	祝日	假期	N	N
祝日	假日	祝日	假日	N	N
祝日	節假	祝日	節假	N	N
祝日	節日	祝日	節日	N	N
マーケット	市場	マーケット	市場	N	N
マーケット	市場	マーケット	市場	N	N
マーケット	市場	マーケット	市場	N	N
デッキ	甲板	デッキ	甲板	N	N
デッキ	甲板	デッキ	甲板	N	N
商標	商標	商標	商標	N	N
商標	商標	商標	商標	N	N
芸能人	藝人	芸能人	藝人	N	N
芸能人	藝人	芸能人	藝人	N	N
バランス	平衡	バランス	平衡	N	N
バランス	均衡	バランス	均衡	N	N
バランス	平衡	バランス	平衡	N	N
バランス	結餘	バランス	結餘	N	N
バランス	均衡	バランス	均衡	N	N
バランス	餘額	バランス	餘額	N	N
液体	液體	液体	液體	N	N
液体	液體	液体	液體	N	N
液体	液	液体	液	N	N
液体	液態	液体	液態	N	N
審判	判決	審判	判決	N	N
審判	審訊	審判	審訊	N	N
審判	審判	審判	審判	N	N
タンパク	蛋白質	タンパク	蛋白質	N	N
タンパク	蛋白	タンパク	蛋白	N	N
予測	預估	予測	預估	V	V
予測	預測	予測	預測	V	V
予測	預估	予測	預估	V	V
予測	預測	予測	預測	V	V
予測	預測	予測	預測	V	V
栄養	營養	栄養	營養	N	N
食べる	吃	食べる	吃	V	V
食べる	飲食	食べる	飲食	V	V
食べる	進食	食べる	進食	V	V
食べる	吃	食べる	吃	V	V
食べる	吃	食べる	吃	V	V
検事	檢察	検事	檢察	N	N
理想	理想	理想	理想	N	N
理想	理想	理想	理想	N	N
遊び	玩	遊ぶ	玩	V	V
遊び	播放	遊ぶ	播放	V	V
水道	水利	水道	水利	N	N
ショック	驚	ショック	驚	N	N
ショック	震驚	ショック	震驚	N	N
ショック	震驚	ショック	震驚	N	N
フェイス	信仰	フェイス	信仰	N	N
フェイス	信心	フェイス	信心	N	N
フェイス	信念	フェイス	信念	N	N
フェイス	臉	フェイス	臉	N	N
フェイス	臉部	フェイス	臉部	N	N
行使	練習	行使	練習	V	V
炭素	碳	炭素	碳	N	N
炭素	炭	炭素	炭	N	N
体操	體操	体操	體操	N	N
ワーク	工作	ワーク	工作	N	N
プライバシー	隱私	プライバシー	隱私	N	N
プライバシー	隱私	プライバシー	隱私	N	N
道場	道場	道場	道場	N	N
濃度	濃度	濃度	濃度	N	N
看板	招牌	看板	招牌	N	N
エンジェル	天使	エンジェル	天使	N	N
単語	詞	単語	詞	N	N
単語	單詞	単語	單詞	N	N
単語	字	単語	字	N	N
単語	單字	単語	單字	N	N
単語	詞語	単語	詞語	N	N
単語	字	単語	字	N	N
単語	詞	単語	詞	N	N
テキスト	文字	テキスト	文字	N	N
テキスト	案文	テキスト	案文	N	N
品質	素質	品質	素質	N	N
品質	品質	品質	品質	N	N
品質	優質	品質	優質	N	N
品質	質量	品質	質量	N	N
工芸	工藝	工芸	工藝	N	N
工芸	手藝	工芸	手藝	N	N
工芸	工藝	工芸	工藝	N	N
工芸	手工	工芸	手工	N	N
工芸	工藝	工芸	工藝	N	N
工芸	手工	工芸	手工	N	N
主婦	主婦	主婦	主婦	N	N
主婦	主婦	主婦	主婦	N	N
倉庫	倉庫	倉庫	倉庫	N	N
倉庫	倉儲	倉庫	倉儲	N	N
内側	內心	内側	內心	N	N
内側	內	内側	內	N	N
内側	內	内側	內	N	N
珍しい	異常	珍しい	異常	ADJ	ADJ
寄付	捐	寄付	捐	V	V
寄付	捐贈	寄付	捐贈	V	V
寄付	捐款	寄付	捐款	V	V
寄付	捐獻	寄付	捐獻	V	V
寄付	捐獻	寄付	捐獻	V	V
寄付	捐贈	寄付	捐贈	V	V
寄付	捐款	寄付	捐款	V	V
寄付	捐	寄付	捐	V	V
寄付	捐贈	寄付	捐贈	V	V
寄付	捐助	寄付	捐助	V	V
寄付	捐款	寄付	捐款	V	V
艦船	船隻	艦船	船隻	N	N
艦船	船舶	艦船	船舶	N	N
学問	學	学問	學	N	N
復元	恢復	復元	恢復	V	V
復元	修復	復元	修復	V	V
復元	恢復	復元	恢復	V	V
復元	復原	復元	復原	V	V
ベクトル	載體	ベクトル	載體	N	N
ベクトル	向量	ベクトル	向量	N	N
軍艦	軍艦	軍艦	軍艦	N	N
軍艦	戰艦	軍艦	戰艦	N	N
軍艦	軍艦	軍艦	軍艦	N	N
軍艦	戰艦	軍艦	戰艦	N	N
津波	海	津波	海	N	N
津波	海	津波	海	N	N
美女	美女	美女	美女	N	N
テック	科技	テック	科技	N	N
水泳	游泳	水泳	游泳	N	N
水泳	游	水泳	游	N	N
水泳	游泳	水泳	游泳	N	N
水泳	游	水泳	游	N	N
外側	外向	外側	外向	N	N
外側	外部	外側	外部	N	N
外側	外表	外側	外表	N	N
征服	征服	征服	征服	V	V
征服	征服	征服	征服	V	V
通路	走道	通路	走道	N	N
通路	通道	通路	通道	N	N
港湾	埠	港湾	埠	N	N
港湾	港口	港湾	港口	N	N
封印	封	封印	封	V	V
切り替え	切換	切り替える	切換	V	V
切り替え	開關	切り替える	開關	V	V
切り替え	切換	切り替える	切換	V	V
切り替え	切換	切り替える	切換	V	V
教科	課本	教科	課本	N	N
教科	教科	教科	教科	N	N
教科	課本	教科	課本	N	N
教科	教科	教科	教科	N	N
サイン	跡象	サイン	跡象	N	N
サイン	標誌	サイン	標誌	N	N
サイン	簽名	サイン	簽名	N	N
人材	人員	人材	人員	N	N
人材	人事	人材	人事	N	N
スティック	棍	スティック	棍	N	N
スティック	棍子	スティック	棍子	N	N
スティック	木棍	スティック	木棍	N	N
スティック	棍子	スティック	棍子	N	N
密度	密度	密度	密度	N	N
同僚	同事	同僚	同事	N	N
同僚	同事	同僚	同事	N	N
同僚	同事	同僚	同事	N	N
建築物	建築	建築物	建築	N	N
方程式	方程	方程式	方程	N	N
方程式	方程	方程式	方程	N	N
方程式	方程	方程式	方程	N	N
方程式	方程	方程式	方程	N	N
レスリング	摔	レスリング	摔	N	N
レスリング	摔	レスリング	摔	N	N
花火	煙花	花火	煙花	N	N
花火	焰	花火	焰	N	N
花火	煙火	花火	煙火	N	N
花火	煙花	花火	煙花	N	N
花火	焰	花火	焰	N	N
花火	煙火	花火	煙火	N	N
フラッシュ	閃光	フラッシュ	閃光	N	N
フラッシュ	閃光	フラッシュ	閃光	N	N
フラッシュ	閃	フラッシュ	閃	N	N
フラッシュ	閃電	フラッシュ	閃電	N	N
ボイス	語音	ボイス	語音	N	N
ボイス	嗓子	ボイス	嗓子	N	N
ボイス	聲音	ボイス	聲音	N	N
修復	修復	修復	修復	V	V
修復	恢復	修復	恢復	V	V
修復	復原	修復	復原	V	V
字幕	字幕	字幕	字幕	N	N
闘争	鬥爭	闘争	鬥爭	N	N
闘争	奮鬥	闘争	奮鬥	N	N
宿泊	住宿	宿泊	住宿	N	N
宿泊	住宿	宿泊	住宿	N	N
洪水	水災	洪水	水災	N	N
洪水	水災	洪水	水災	N	N
洪水	水災	洪水	水災	N	N
ナス	茄	ナス	茄	N	N
ナス	茄子	ナス	茄子	N	N
保証	保固	保証	保固	N	N
保証	保障	保証	保障	N	N
保証	保障	保証	保障	N	N
三十	三十	三十	三十	NUM	NUM
ホラー	恐怖	ホラー	恐怖	N	N
流用	轉送	流用	轉送	V	V
偵察	偵查	偵察	偵查	N	N
偵察	偵查	偵察	偵查	N	N
コイン	硬幣	コイン	硬幣	N	N
コイン	錢幣	コイン	錢幣	N	N
コイン	硬幣	コイン	硬幣	N	N
コイン	錢幣	コイン	錢幣	N	N
刑務所	監獄	刑務所	監獄	N	N
刑務所	監獄	刑務所	監獄	N	N
重力	地心	重力	地心	N	N
重力	引力	重力	引力	N	N
重力	重力	重力	重力	N	N
ドメイン	網域	ドメイン	網域	N	N
ドメイン	域	ドメイン	域	N	N
ドメイン	網域	ドメイン	網域	N	N
ドメイン	域	ドメイン	域	N	N
パーティ	黨	パーティ	黨	N	N
パーティ	政黨	パーティ	政黨	N	N
パーティ	宴會	パーティ	宴會	N	N
パーティ	聚會	パーティ	聚會	N	N
スーツ	西裝	スーツ	西裝	N	N
スーツ	西裝	スーツ	西裝	N	N
スーツ	西服	スーツ	西服	N	N
スーツ	套	スーツ	套	N	N
信託	信託	信託	信託	N	N
漁業	漁業	漁業	漁業	N	N
漁業	漁業	漁業	漁業	N	N
追跡	追求	追跡	追求	V	V
追跡	追逐	追跡	追逐	V	V
追跡	追擊	追跡	追擊	V	V
彫刻	刻字	彫刻	刻字	N	N
彫刻	雕塑	彫刻	雕塑	N	N
彫刻	雕塑	彫刻	雕塑	N	N
彫刻	刻	彫刻	刻	N	N
砂漠	沙漠	砂漠	沙漠	N	N
砂漠	荒漠	砂漠	荒漠	N	N
砂漠	沙漠	砂漠	沙漠	N	N
砂漠	荒漠	砂漠	荒漠	N	N
セミ	蟬	セミ	蟬	N	N
水中	水底	水中	水底	N	N
水中	水下	水中	水下	N	N
水中	水中	水中	水中	N	N
砲撃	炮擊	砲撃	炮擊	N	N
科目	科目	科目	科目	N	N
曲線	曲線	曲線	曲線	N	N
曲線	曲線	曲線	曲線	N	N
恐竜	恐龍	恐竜	恐龍	N	N
恐竜	恐龍	恐竜	恐龍	N	N
レビュー	審查	レビュー	審查	N	N
レビュー	審查	レビュー	審查	N	N
セックス	性別	セックス	性別	N	N
セックス	性	セックス	性	N	N
セックス	性	セックス	性	N	N
セックス	性	セックス	性	N	N
ピア	同儕	ピア	同儕	N	N
ピア	同儕	ピア	同儕	N	N
パレード	閱兵	パレード	閱兵	N	N
ゴム	橡膠	ゴム	橡膠	N	N
ゴム	橡皮	ゴム	橡皮	N	N
コラボレーション	合作	コラボレーション	合作	V	V
警察官	警方	警察官	警方	N	N
警察官	警務	警察官	警務	N	N
警察官	警察	警察官	警察	N	N
部族	部族	部族	部族	N	N
部族	部落	部族	部落	N	N
メロディ	旋律	メロディ	旋律	N	N
プレート	板	プレート	板	N	N
結晶	水晶	結晶	水晶	N	N
結晶	晶體	結晶	晶體	N	N
ハンド	手	ハンド	手	N	N
カレー	咖哩	カレー	咖哩	N	N
妖精	神仙	妖精	神仙	N	N
妖精	仙女	妖精	仙女	N	N
妖精	仙子	妖精	仙子	N	N
昆虫	昆蟲	昆虫	昆蟲	N	N
昆虫	昆蟲	昆虫	昆蟲	N	N
墓地	公墓	墓地	公墓	N	N
墓地	墓園	墓地	墓園	N	N
墓地	墓地	墓地	墓地	N	N
墓地	公墓	墓地	公墓	N	N
墓地	墓地	墓地	墓地	N	N
妊娠	懷孕	妊娠	懷孕	V	V
妊娠	妊娠	妊娠	妊娠	V	V
妊娠	懷孕	妊娠	懷孕	V	V
野菜	蔬菜	野菜	蔬菜	N	N
野菜	蔬菜	野菜	蔬菜	N	N
叔父	舅舅	叔父	舅舅	N	N
叔父	伯父	叔父	伯父	N	N
叔父	叔叔	叔父	叔叔	N	N
コンクリート	水泥	コンクリート	水泥	N	N
河口	河口	河口	河口	N	N
エントリー	條目	エントリー	條目	N	N
釣り	釣魚	釣り	釣魚	N	N
釣り	漁業	釣り	漁業	N	N
ストア	店	ストア	店	N	N
ストア	商店	ストア	商店	N	N
フロー	流	フロー	流	N	N
フロー	流程	フロー	流程	N	N
フロー	流動	フロー	流動	N	N
フロー	流量	フロー	流量	N	N
ハッピー	開心	ハッピー	開心	N	N
ハッピー	快樂	ハッピー	快樂	N	N
ハッピー	幸福	ハッピー	幸福	N	N
センチメートル	釐米	センチメートル	釐米	N	N
センチメートル	公分	センチメートル	公分	N	N
センチメートル	釐米	センチメートル	釐米	N	N
センチメートル	釐米	センチメートル	釐米	N	N
スクリーン	螢幕	スクリーン	螢幕	N	N
シェル	貝殼	シェル	貝殼	N	N
シェル	殼	シェル	殼	N	N
シェル	貝殼	シェル	貝殼	N	N
シェル	殼	シェル	殼	N	N
グラス	玻璃	グラス	玻璃	N	N
雰囲気	氛圍	雰囲気	氛圍	N	N
雰囲気	氣氛	雰囲気	氣氛	N	N
雰囲気	大氣	雰囲気	大氣	N	N
雰囲気	大氣	雰囲気	大氣	N	N
雰囲気	氛圍	雰囲気	氛圍	N	N
化粧	化妝	化粧	化妝	V	V
海底	海床	海底	海床	N	N
恒星	恆星	恒星	恆星	N	N
恒星	星星	恒星	星星	N	N
恒星	恆星	恒星	恆星	N	N
恒星	星	恒星	星	N	N
恒星	明星	恒星	明星	N	N
シュート	射	シュート	射	N	N
介護	護理	介護	護理	N	N
介護	關心	介護	關心	N	N
主流	主流	主流	主流	N	N
下流	下游	下流	下游	N	N
水平	橫向	水平	橫向	N	N
水平	水平	水平	水平	N	N
本	本田	本	本田	N	N
スカウト	童軍	スカウト	童軍	N	N
スカウト	童子	スカウト	童子	N	N
スカウト	童軍	スカウト	童軍	N	N
職人	工匠	職人	工匠	N	N
職人	技工	職人	技工	N	N
職人	工匠	職人	工匠	N	N
職人	工匠	職人	工匠	N	N
改定	修訂	改定	修訂	V	V
調理	做飯	調理	做飯	V	V
調理	煮	調理	煮	V	V
調理	煮飯	調理	煮飯	V	V
エロ	色情	エロ	色情	N	N
エロ	情慾	エロ	情慾	N	N
週末	週末	週末	週末	N	N
週末	週末	週末	週末	N	N
コーン	玉米	コーン	玉米	N	N
コーン	錐	コーン	錐	N	N
スキル	技能	スキル	技能	N	N
スキル	技藝	スキル	技藝	N	N
スキル	技巧	スキル	技巧	N	N
スキル	技能	スキル	技能	N	N
サイクル	週期	サイクル	週期	N	N
サイクル	週期	サイクル	週期	N	N
サイクル	迴圈	サイクル	迴圈	N	N
名作	傑作	名作	傑作	N	N
マット	墊子	マット	墊子	N	N
ツイン	孿生	ツイン	孿生	N	N
フォーラム	論壇	フォーラム	論壇	N	N
フォーラム	論壇	フォーラム	論壇	N	N
書き込み	撰寫	書き込み	撰寫	V	V
書き込み	寫	書き込み	寫	V	V
書き込み	寫信	書き込み	寫信	V	V
書き込み	寫入	書き込み	寫入	V	V
書き込み	書寫	書き込み	書寫	V	V
書き込み	寫入	書き込み	寫入	V	V
書き込み	寫	書き込み	寫	V	V
書き込み	撰寫	書き込み	撰寫	V	V
勇者	勇者	勇者	勇者	N	N
勇者	勇敢	勇者	勇敢	N	N
シェア	股份	シェア	股份	N	N
悲劇	慘案	悲劇	慘案	N	N
悲劇	悲劇	悲劇	悲劇	N	N
悲劇	慘劇	悲劇	慘劇	N	N
改変	改建	改変	改建	V	V
喪失	滅失	喪失	滅失	V	V
喪失	喪失	喪失	喪失	V	V
分散	差異	分散	差異	N	N
垂直	垂直	垂直	垂直	N	N
落下	墜落	落下	墜落	V	V
落下	跌	落下	跌	V	V
マリン	海事	マリン	海事	N	N
スタンダード	標準	スタンダード	標準	N	N
繊維	紡織	繊維	紡織	N	N
繊維	纖維	繊維	纖維	N	N
繊維	纖維	繊維	纖維	N	N
繊維	纖維	繊維	纖維	N	N
エンターテイメント	娛樂	エンターテイメント	娛樂	N	N
演習	演習	演習	演習	N	N
検出	探測	検出	探測	V	V
検出	偵測	検出	偵測	V	V
検出	偵測	検出	偵測	V	V
配列	陣列	配列	陣列	N	N
配列	陣列	配列	陣列	N	N
体力	力氣	体力	力氣	N	N
体力	強度	体力	強度	N	N
体力	實力	体力	實力	N	N
体力	力量	体力	力量	N	N
体力	體力	体力	體力	N	N
コンテナ	容器	コンテナ	容器	N	N
コンテナ	貨櫃	コンテナ	貨櫃	N	N
コンテナ	容器	コンテナ	容器	N	N
コンテナ	貨櫃	コンテナ	貨櫃	N	N
拳銃	手槍	拳銃	手槍	N	N
アンテナ	天線	アンテナ	天線	N	N
船体	船體	船体	船體	N	N
狩り	狩獵	狩る	狩獵	V	V
狩り	狩獵	狩る	狩獵	V	V
狩り	打獵	狩る	打獵	V	V
チケット	票	チケット	票	N	N
チケット	門票	チケット	門票	N	N
チケット	車票	チケット	車票	N	N
チケット	票券	チケット	票券	N	N
チケット	售票	チケット	售票	N	N
チケット	票	チケット	票	N	N
チケット	門票	チケット	門票	N	N
チケット	車票	チケット	車票	N	N
幻想	幻想	幻想	幻想	N	N
幻想	幻覺	幻想	幻覺	N	N
幻想	錯覺	幻想	錯覺	N	N
幻想	幻想	幻想	幻想	N	N
フォト	像片	フォト	像片	N	N
フォト	照片	フォト	照片	N	N
石炭	煤礦	石炭	煤礦	N	N
石炭	煤炭	石炭	煤炭	N	N
石炭	煤	石炭	煤	N	N
ボウ	弓	ボウ	弓	N	N
ループ	環	ループ	環	N	N
ループ	迴圈	ループ	迴圈	N	N
書き換え	改寫	書き換える	改寫	V	V
開く	營業	開く	營業	V	V
