jako	जैसे	jako	जैसे	CONJ	CONJ
snížení	कटौती	snížení	कटौती	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
dokončena	समाप्त	dokončený	समाप्त	ADJ;POS;V.PTCP;PASS	ADJ
dohody	सौदे	dohoda	सौदा	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
premiér	प्रीमियर	premiér	प्रीमियर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výstup	आउटपुट	výstup	आउटपुट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výstup	निकास	výstup	निकास	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pán	भगवान	pán	भगवान	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pán	रब	pán	रब	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
věk	उम्र	věk	उम्र	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
věk	आयु	věk	आयु	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
svazek	आवाज	svazek	आवाज	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
svazek	आयतन	svazek	आयतन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
svazek	आवाज़	svazek	आवाज़	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
uznání	सराहना	uznání	सराहना	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
uznání	मान्यता	uznání	मान्यता	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
uznání	पावती	uznání	पावती	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
uznání	स्वीकृति	uznání	स्वीकृति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zajetí	कैप्चर	zajetí	कैप्चर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
oceán	समंदर	oceán	समंदर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
obnovení	जीर्णोद्धार	obnovení	जीर्णोद्धार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
obnovení	पुनरुद्धार	obnovení	पुनरुद्धार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
obnovení	बहाली	obnovení	बहाली	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
obnovení	नवीकरण	obnovení	नवीकरण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hledat	खोजें	hledat	खोज	V;IPFV;POS;NFIN	V;SBJV;FIN;ACT
hledat	ढूंढें	hledat	ढूंढ	V;IPFV;POS;NFIN	V;SBJV;PL;FIN;ACT
předměty	वस्तुएँ	předmět	वस्तु	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
předměty	वस्तुएँ	předmět	वस्तु	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
předměty	वस्तुएं	předmět	वस्तु	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
událost	ईवेंट	událost	ईवेंट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
událost	घटना	událost	घटना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
událost	कार्यक्रम	událost	कार्यक्रम	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
událost	इवेंट	událost	इवेंट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
průmyslové	औद्योगिक	průmyslový	औद्योगिक	ADJ;NOM;FEM;SG;POS	ADJ;NOM
ruce	बाहें	ruka	बाह	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
ruce	हैंड्स	ruka	हैंड	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
dvacet	बीस	dvacet	बीस	NUM;NOM;SG	NUM
nádrž	टैंक	nádrž	टैंक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
veřejnost	जनता	veřejnost	जनता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
veřejnost	लोक	veřejnost	लोक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
veřejnost	पब्लिक	veřejnost	पब्लिक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
asistent	सहायक	asistent	सहायक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pomalu	धीरे	pomalu	धीरे	ADV	ADV
stezka	पथ	stezka	पथ	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
formule	फ़ॉर्मूला	formule	फ़ॉर्मूला	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
expozice	प्रदर्शन	expozice	प्रदर्शन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
expozice	एक्सपोज़र	expozice	एक्सपोज़र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
pevnosti	किला	pevnost	किला	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
tlak	दाब	tlak	दाब	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
tlak	दबाव	tlak	दबाव	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
komunita	समुदाय	komunita	समुदाय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
souhlas	सहमति	souhlas	सहमति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
trest	पेनल्टी	trest	पेनल्टी	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
trest	दंड	trest	दंड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
trest	दंड	trest	दंड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
trest	वाक्य	trest	वाक्य	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
silný	मजबूत	silný	मजबूत	ADJ;INAN;NOM;MASC;SG;POS	ADJ
parametry	पैरामीटर्स	parametr	पैरामीटर	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
legenda	लेजेंड	legenda	लेजेंड	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
předměstí	उपनगरीय	předměstí	उपनगरीय	N;NOM;NEUT;SG;POS	N;NOM
objem	आवाज	objem	आवाज	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
objem	आयतन	objem	आयतन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
objem	आवाज़	objem	आवाज़	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
band	बैंड	banda	बैंड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
snaha	प्रयास	snaha	प्रयास	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
snaha	प्रयत्न	snaha	प्रयत्न	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
prvek	अवयव	prvek	अवयव	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
prvek	तत्व	prvek	तत्व	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zachování	संरक्षण	zachování	संरक्षण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zachování	संरक्षण	zachování	संरक्षण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
obchody	दुकानें	obchod	दुकान	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
obchody	स्टोर्स	obchod	स्टोर	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
obchody	दुकानें	obchod	दुकान	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
out	आउट	out	आउट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
záležitosti	अफेयर्स	záležitost	अफेयर्स	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
odpověď	जवाब	odpověď	जवाब	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
odpověď	जवाब	odpověď	जवाब	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
odpověď	प्रतिक्रिया	odpověď	प्रतिक्रिया	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
odpověď	अनुक्रिया	odpověď	अनुक्रिया	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
odpověď	जवाब	odpověď	जवाब	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
pozorování	अवलोकन	pozorování	अवलोकलन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prodloužení	elongation	prodloužení	आुताओओी	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prodloužení	विस्तार	prodloužení	विस्तार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prodloužení	एक्सटेंशन	prodloužení	एक्सटेंशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prodloužení	विस्तार	prodloužení	विस्तार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prodloužení	एक्सटेंशन	prodloužení	एक्सटेंशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
prodloužení	ओवरटाइम	prodloužení	ओवरटाइम	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
formální	औपचारिक	formální	औपचारिक	ADJ;NOM;MASC;SG;POS	ADJ;NOM
odstranění	विलोपन	odstranění	विलोपन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
odstranění	निपटान	odstranění	निपटान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
katedrála	गिरजाघर	katedrála	गिरजाघर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
emmy	एमी	emma	एमी	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
architektura	आर्किटेक्चर	architektura	आर्किटेक्चर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
architektura	वास्तु	architektura	वास्तु	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
architektura	वास्तुकला	architektura	वास्तुकला	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
zařazení	वर्गीकरण	zařazení	वर्गीकरण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zařazení	समावेशन	zařazení	समावेशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zařazení	समावेश	zařazení	समावेश	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
přímé	सीधा	přímý	सीधा	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
drama	नौटंकी	drama	नौटंकी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
drama	ड्रामा	drama	ड्रामा	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
drama	नाटक	drama	नाटक	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
dělá	करता	dělat	कर	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
případy	मामले	případ	मामला	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
konečné	अंतिम	konečný	अंतिम	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
bible	बाइबिल	bible	बाइबिल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
manžel	पति	manžel	पति	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
manžel	husband	manžel	husband	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
soukromé	निजी	soukromý	निजी	ADJ;NOM;MASC;SG;POS	ADJ;NOM
technika	तकनीशियन	technika	तकनीशियन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
technika	तकनीक	technika	तकनीक	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
technika	तकनीक	technika	तकनीक	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
technika	प्रौद्योगिकी	technika	प्रौद्योगिकी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
čtvrť	पड़ोस	čtvrť	पड़ोस	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
povýšen	प्रचारित	povýšený	प्रचारित	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
publikace	प्रकाशन	publikace	प्रकाशन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
adresa	पता	adresa	पता	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
koně	घोड़ों	kůň	घोड़ा	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
bubeník	वादक	bubeník	वादक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přechod	संक्रमण	přechod	संक्रमण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přechod	परिवर्तन	přechod	परिवर्तन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
stěny	दीवारें	stěna	दीवार	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
okruh	सर्किट	okruh	सर्किट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
prameny	स्प्रिंग्स	pramen	स्प्रिंग	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
kolonie	उपनिवेशवाद	kolonie	उपनिवेशवाद	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kolonie	कॉलोनी	kolonie	कॉलोनी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
kolonie	उपनिवेश	kolonie	उपनिवेश	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
založený	आधारित	založený	आधारित	ADJ;INAN;NOM;MASC;SG;POS	ADJ
pásmo	बैंड	pásmo	बैंड	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
úspěšné	सफल	úspěšný	सफल	ADJ;NOM;NEUT;SG;POS	ADJ
úspěšné	कामयाब	úspěšný	कामयाब	ADJ;NOM;NEUT;SG;POS	ADJ
design	डिजाइन	design	डिजाइन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
design	डिज़ाइन	design	डिज़ाइन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
dosažení	उपलब्धि	dosažení	उपलब्धि	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
čtvrtý	चौथा	čtvrtý	चौथा	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
čtvrtý	चौथी	čtvrtý	चौथी	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
pěší	पैदल	pěší	पैदल	ADJ;NOM;MASC;SG;POS	ADJ
historická	ऐतिहासिक	historický	ऐतिहासिक	ADJ;NOM;FEM;SG;POS	ADJ
historická	ऐतिहासिक	historický	ऐतिहासिक	ADJ;NOM;FEM;SG;POS	ADJ
napsat	लिखे	napsat	लिख	V;POS;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
napsat	लिखें	napsat	लिख	V;POS;NFIN	V;SBJV;PL;FIN;ACT
zatčen	गिरफ्तार	zatčený	गिरफ्तार	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
klasifikace	वर्गीकरण	klasifikace	वर्गीकरण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
šíření	प्रसार	šíření	प्रसार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
šíření	स्प्रेड	šíření	स्प्रेड	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vytváření	निर्माण	vytváření	निर्माण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vytváření	सृष्टि	vytváření	सृष्टि	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
vrstvy	परतें	vrstva	परत	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
podpory	सहायता	podpora	सहायता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
podpory	समर्थन	podpora	समर्थन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
podpory	सहायता	podpora	सहायता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
námořnictvo	नौसेना	námořnictvo	नौसेना	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
písek	रेत	písek	रेत	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
katalog	सूचीपत्र	katalog	सूचीपत्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
katalog	कैटलॉग	katalog	कैटलॉग	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
katalog	सूचीपत्र	katalog	सूचीपत्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
katalog	कैटलॉग	katalog	कैटलॉग	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
pravidelné	नियमित	pravidelný	नियमित	ADJ;NOM;MASC;PL;POS	ADJ;NOM
ústavy	संस्थान	ústava	संस्थान	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
vol	आवाज़	vola	आवाज़	N;NEUT;SG;POS	N;NOM;FEM;SG;3
hrdina	हीरो	hrdina	हीरो	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
hrdina	नायिका	hrdina	नायिका	N;ANIM;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
info	जानकारी	info	जानकारी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
info	सूचना	info	सूचना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
parlament	संसद	parlament	संसद	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
parlament	लोकसभा	parlament	लोकसभा	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
parlament	पार्लियामेंट	parlament	पार्लियामेंट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
stáří	उम्र	stáří	उम्र	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
stáří	आयु	stáří	आयु	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
udělal	किया	udělat	कर	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
udělal	बनाया	udělat	बना	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
udělal	बना	udělat	बन	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
udělal	किया	udělat	कर	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
koruna	मुकुट	koruna	मुकुट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zbraň	शस्त्र	zbraň	शस्त्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zbraň	बंदूक	zbraň	बंदूक	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
lokální	स्थानीय	lokální	स्थानीय	ADJ;NOM;MASC;SG;POS	ADJ;NOM
usd	usd	usd	usd	N;INAN;MASC;POS	N;NOM;MASC;SG;3
modrá	नीला	modrý	नीला	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
plány	योजनाएँ	plán	योजना	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
zvuk	ध्वनि	zvuk	ध्वनि	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
zvuk	ऑडियो	zvuk	ऑडियो	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
družstvo	दस्ता	družstvo	दस्ता	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
družstvo	दस्ते	družstvo	दस्ता	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
družstvo	स्क्वाड	družstvo	स्क्वाड	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
družstvo	सहकारी	družstvo	सहकारी	N;NOM;NEUT;SG;POS	N;NOM
monarchie	बादशाही	monarchie	बादशाही	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
monarchie	राजशाही	monarchie	राजशाही	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
monarchie	राजतंत्र	monarchie	राजतंत्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
monarchie	साम्राज्य	monarchie	साम्राज्य	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
svatá	पवित्र	svatý	पवित्र	ADJ;NOM;FEM;SG;POS	ADJ
big	बड़े	big	बडा	ADJ;POS	ADJ;NOM;MASC;PL
big	बड़ा	big	बड़ा	ADJ;POS	ADJ;NOM;MASC;SG
big	बड़ी	big	बडा	ADJ;POS	ADJ;NOM;FEM;SG
pohlaví	सेक्स	pohlaví	सेक्स	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
pohlaví	मैथुन	pohlaví	मैथुन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
nohy	पैर	noha	पैर	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
nohy	पैर	noha	पैर	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
příčina	ध्येय	příčina	ध्येय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
příčina	निमित्त	příčina	निमित्त	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
příčina	कारण	příčina	कारण	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
podání	सबमिशन	podání	सबमिशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
podání	प्रशासन	podání	प्रशासन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
podání	सबमिशन	podání	सबमिशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
drží	पकड़कर	držet	पकड़	V;IND;SG;3;POS;PRS;FIN;ACT	V;V.CVB
přítomnost	वर्तमान	přítomnost	वर्तमान	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
přítomnost	मौजूदगी	přítomnost	मौजूदगी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
přítomnost	उपस्थिति	přítomnost	उपस्थिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
povolení	इजाजत	povolení	इजाजत	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
povolení	अनुमति	povolení	अनुमति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
štěstí	भाग्यशाली	štěstí	भाग्यशाली	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
štěstí	ख़ुशी	štěstí	ख़ुशी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
štěstí	खुशी	štěstí	खुशी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
štěstí	भाग्य	štěstí	भाग्य	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
štěstí	किस्मत	štěstí	किस्मत	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
přenos	संचरण	přenos	संचरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přenos	प्रेषण	přenos	प्रेषण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přenos	हस्तांतरण	přenos	हस्तांतरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přenos	ट्रांसफर	přenos	ट्रांसफर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přenos	स्थानांतरण	přenos	स्थानांतरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přenos	हस्तांतरण	přenos	हस्तांतरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
přenos	ट्रांसफ़र	přenos	ट्रांसफ़र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
krve	खून	krev	खून	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
krve	रक्त	krev	रक्त	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
voják	सैनिक	voják	सैनिक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vyhlášení	घोषणा	vyhlášení	घोषणा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
vyhlášení	प्रकाशन	vyhlášení	प्रकाशन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vyhlášení	उदघोषणा	vyhlášení	उदघोषणा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
desítky	दर्जनों	desítka	दर्जन	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
oči	आंखें	oko	आंख	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
oči	आँखें	oko	आँख	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
hostování	होस्टिंग	hostování	होस्टिंग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zastoupení	प्रतिनिधित्व	zastoupení	प्रतिनिधित्व	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
souhvězdí	तारामंडल	souhvězdí	तारामंडल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
souhvězdí	नक्षत्र	souhvězdí	नक्षत्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
souhvězdí	नक्षत्र	souhvězdí	नक्षत्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
pocit	अनुभूति	pocit	अनुभूति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
pocit	भावना	pocit	भावना	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
pocit	अहसास	pocit	अहसास	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vojáky	सैनिकों	voják	सैनिक	N;ANIM;ACC;MASC;PL;POS	N;ACC;MASC;PL;3
paměť	स्मृति	paměť	स्मृति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
paměť	मेमोरी	paměť	मेमोरी	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
opustit	छोड़ें	opustit	छोड़	V;PFV;POS;NFIN	V;SBJV;PL;FIN;ACT
opustit	छोड़	opustit	छोड	V;PFV;POS;NFIN	V;ACT
oddíl	धारा	oddíl	धारा	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
oddíl	खंड	oddíl	खंड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
oddíl	अनुभाग	oddíl	अनुभाग	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
oddíl	खण्ड	oddíl	खण्ड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
oddíl	दस्ता	oddíl	दस्ता	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
oddíl	दस्ते	oddíl	दस्ता	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
oddíl	स्क्वाड	oddíl	स्क्वाड	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
poezie	शायरी	poezie	शायरी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
poezie	काव्य	poezie	काव्य	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zkoušky	परीक्षाएं	zkouška	परीक्षा	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
podzemní	भूमिगत	podzemní	भूमिगत	ADJ;NOM;MASC;SG;POS	ADJ;NOM
portrét	पोर्ट्रेट	portrét	पोर्ट्रेट	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
system	तंत्र	system	तंत्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
system	सिस्टम	system	सिस्टम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
system	तन्त्र	system	तन्त्र	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
system	प्रणाली	system	प्रणाली	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
kořeny	जड़ें	kořen	जड़	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
