med	साथ	med	साथ	ADV	ADV;NOM;MASC;SG;3
ingeniør	इंजीनियरिंग	ingeniør	इंजीनियरिंग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ingeniør	अभियान्त्रिकी	ingeniør	अभियान्त्रिकी	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
federation	फेडरेशन	federation	फेडरेशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
federation	संघ	federation	संघ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
atletik	एथलेटिक्स	atletik	एथलेटिक्स	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
udstilling	प्रदर्शनी	udstilling	प्रदर्शनी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
udstilling	प्रदर्शनी	udstilling	प्रदर्शनी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
selvstændigt	स्वतंत्र	selvstændigt	स्वतंत्र	ADJ;INDF;NEUT;SG	ADJ;NOM
permanent	स्थाई	permanent	स्थाई	ADJ;INDF;SG	ADJ;NOM
halvøen	प्रायद्वीप	halvøen	प्रायद्वीप	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
afstemning	वोट	afstemning	वोट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afstemning	वोट	afstemning	वोट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afstemning	मतदान	afstemning	मतदान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mødtes	मिले	mødes	मिल	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
fremtiden	भविष्य	fremtid	भविष्य	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tur	राइड	tur	राइड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tur	सवारी	tur	सवारी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tur	यात्रा	tur	यात्रा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
reaktion	reaction	reaktion	ओुओठी	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
reaktion	अभिक्रिया	reaktion	अभिक्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
reaktion	प्रतिक्रिया	reaktion	प्रतिक्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
reaktion	प्रतिक्रिया	reaktion	प्रतिक्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
reaktion	अनुक्रिया	reaktion	अनुक्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
reaktion	जवाब	reaktion	जवाब	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udvidelse	विस्तार	udvidelse	विस्तार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udvidelse	विस्तार	udvidelse	विस्तार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udvidelse	एक्सटेंशन	udvidelse	एक्सटेंशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
syrien	सीरियाई	syrie	सीरियाई	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
internet	इंटरनेट	interne	इंटरनेट	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
internet	इन्टरनेट	interne	इन्टरनेट	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
internet	अंतरजाल	interne	अंतरजाल	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
forstå	समझो	forstå	समझ	V;NFIN;ACT	V;SBJV;SG;FIN;ACT
forstå	समझ	forstå	समझ	V;NFIN;ACT	V;ACT
forstå	समझे	forstå	समझ	V;NFIN;ACT	V;SG;FIN;ACT
høre	सुन	høre	सुन	V;NFIN;ACT	V;ACT
konger	राजाओं	konge	राजा	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
test	परीक्षा	test	परीक्षा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
test	जांच	test	जांच	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
test	जाँच	test	जाँच	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
test	जाँच	test	जाँच	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
test	परीक्षण	test	परीक्षण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sælge	बेचें	sælge	बेच	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
uafhængige	स्वतंत्र	uafhængig	स्वतंत्र	ADJ;PL	ADJ;NOM
hård	कड़ा	hård	कड़ा	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
hård	कठोर	hård	कठोर	ADJ;INDF;MASC+FEM;SG	ADJ
indtryk	छाप	indtryk	छाप	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
relevant	प्रासंगिक	relevant	प्रासंगिक	ADJ;INDF;SG	ADJ
relevant	प्रासंगिक	relevant	प्रासंगिक	ADJ;INDF;SG	ADJ
relevant	लागू	relevant	लागू	ADJ;INDF;SG	ADJ
sæde	सीट	sæde	सीट	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
frankfurt	फ्रैंकफर्ट	frankfurt	फ्रैंकफर्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sikker	सुरक्षित	sikker	सुरक्षित	ADJ;INDF;MASC+FEM;SG	ADJ
sikker	सुरक्षित	sikker	सुरक्षित	ADJ;INDF;MASC+FEM;SG	ADJ
sikker	निश्चित	sikker	निश्चित	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
mørke	अंधेरा	mørke	अँधेरा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mørke	कालिमा	mørke	कालिमा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
mørke	अन्धकार	mørke	अन्धकार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mørke	अंधेरा	mørke	अँधेरा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
strøm	प्रवाह	strøm	प्रवाह	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strøm	धारा	strøm	धारा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
strøm	स्ट्रीम	strøm	स्ट्रीम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strøm	पावर	strøm	पावर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
strøm	शक्ति	strøm	शक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kors	पार	kors	पार	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
parlament	संसद	parlament	संसद	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
parlament	लोकसभा	parlament	लोकसभा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
parlament	पार्लियामेंट	parlament	पार्लियामेंट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ovenfor	ऊपर	ovenfor	ऊपर	ADV	ADV;NOM;MASC;SG;3
ren	साफ	ren	साफ	ADJ;INDF;MASC+FEM;SG	ADJ
brødrene	ब्रदर्स	broder	ब्रदर्स	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL;3
brødrene	भाइयों	broder	भाई	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL;3
enige	सहमत	enig	सहमत	ADJ;PL	ADJ
eventyr	एडवेंचर	eventyr	एडवेंचर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
lyst	इच्छा	lyst	इच्छा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
lyst	ख्वाहिश	lyst	ख्वाहिश	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
lyst	वासना	lyst	वासना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
omgivet	घिरी	omgive	घिर	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
landskabet	परिदृश्य	landskab	परिदृश्य	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
landskabet	लैंडस्केप	landskab	लैंडस्केप	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
jern	लोहे	jern	लोहा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
jern	आयरन	jern	आयरन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
dræbe	मार	dræbe	मार	V;NFIN;ACT	V;ACT
udsigt	दृश्य	udsigt	दृश्य	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målmand	गोलकीपर	målmand	गोलकीपर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
værdier	मानों	værdi	मान	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
mestre	मास्टर्स	mester	मास्टर	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
project	परियोजना	project	परियोजना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
project	प्रोजेक्ट	project	प्रोजेक्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
opholdt	रुके	opholde	रुक	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
opholdt	ठहरे	opholde	ठहर	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
uafhængighed	स्वतन्त्रता	uafhængighed	स्वतन्त्रता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
uafhængighed	स्वतंत्रता	uafhængighed	स्वतन्त्रता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
administrator	व्यवस्थापक	administrator	व्यवस्थापक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
administrator	प्रशासक	administrator	प्रशासक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
administrator	व्यवस्थापक	administrator	व्यवस्थापक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
punkter	वस्तुएँ	punkt	वस्तु	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
punkter	वस्तुएं	punkt	वस्तु	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
løbende	जारी	løbende	जारी	ADJ	ADJ
felt	फील्ड	felt	फील्ड	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
felt	फ़ील्ड	felt	फ़ील्ड	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kørt	चला	køre	चल	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
aktivitet	क्रिया	aktivitet	क्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
aktivitet	गतिविधि	aktivitet	गतिविधि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
aktivitet	सक्रियता	aktivitet	सक्रियता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
aktivitet	कार्यकलाप	aktivitet	कार्यकलाप	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skat	शहद	skat	शहद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kode	संहिता	kode	संहिता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
instrumenter	वाद्यों	instrument	वाद्य	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
klima	जलवायु	klima	जलवायु	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
pludselig	अचानक	pludselig	अचानक	ADV	ADV
pludselig	एकाएक	pludselig	एकाएक	ADV	ADV
pludselig	अचानक	pludselig	अचानक	ADV	ADV
institute	इंस्टीट्यूट	institut	इंस्टीट्यूट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rummet	अंतरिक्ष	rum	अंतरिक्ष	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
rummet	जगह	rum	जगह	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
rummet	स्पेस	rum	स्पेस	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
rang	पद	rang	पद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rang	दर्जा	rang	दर्जा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konflikt	विरोध	konflikt	विरोध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konflikt	संघर्ष	konflikt	संघर्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konflikt	विरोध	konflikt	विरोध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ansvarlig	उत्तरदायी	ansvarlig	उत्तरदायी	ADJ;INDF;MASC+FEM;SG	ADJ
ansvarlig	जिम्मेदार	ansvarlig	जिम्मेदार	ADJ;INDF;MASC+FEM;SG	ADJ
dom	निर्णय	dom	निर्णय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hår	बाल	hår	बाल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
krop	जिस्म	krop	जिस्म	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
krop	बॉडी	krop	बॉडी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
krop	शरीर	krop	शरीर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
melodi	राग	melodi	राग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
melodi	धुन	melodi	धुन	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
element	वस्तु	element	वस्तु	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
element	आइटम	element	आइटम	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
element	अवयव	element	अवयव	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
element	तत्व	element	तत्व	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
assistent	सहायक	assistent	सहायक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sender	भेजना	sende	भेज	V;IND;PRS;FIN;ACT	V;MASC;NFIN;ACT
strid	विवाद	strid	विवाद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strid	संघर्ष	strid	संघर्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
strid	विवाद	strid	विवाद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
filosof	दार्शनिक	filosof	दार्शनिक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fart	रफ्तार	fart	रफ्तार	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fart	गति	fart	गति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
power	पावर	powe	पावर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
power	शक्ति	powe	शक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bestyrelse	बोर्ड	bestyrelse	बोर्ड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bestyrelse	फलक	bestyrelse	फलक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
næstformand	वाइस	næstformand	वाइस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
passende	उपयुक्त	passende	उपयुक्त	ADJ	ADJ
passende	उचित	passende	उचित	ADJ	ADJ;NOM
passende	उपयुक्त	passende	उपयुक्त	ADJ	ADJ
distriktet	जिला	distrikte	जिला	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
distriktet	डिस्ट्रिक्ट	distrikte	डिस्ट्रिक्ट	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
distriktet	ज़िला	distrikte	ज़िला	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
fiskeri	फ़िशिंग	fiskeri	फ़िशिंग	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
provinser	प्रांतों	provins	प्रांत	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
ild	फायर	ild	फायर	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ild	आग	ild	आग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hænder	हैंड्स	hånd	हैंड	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
beslutning	फैसला	beslutning	फैसला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
beslutning	निर्णय	beslutning	निर्णय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
beslutning	समाधान	beslutning	समाधान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
beslutning	विभेदन	beslutning	विभेदन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
beslutning	रिज़ॉल्यूशन	beslutning	रिजोॉल्यूशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
beslutning	रेज़ोल्यूशन	beslutning	रेजोोल्यूशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
forsøgt	आजमाया	forsøge	आजमा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
ramme	फ्रेमवर्क	ramme	फ्रेमवर्क	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ramme	फ्रेम	ramme	फ्रेम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ramme	ढांचा	ramme	ढांचा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ramme	गठन	ramme	गठन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ramme	फ़्रेम	ramme	फंरेरल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
situationen	परिस्थिति	situation	परिस्थिति	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
situationen	स्थिति	situation	स्थिति	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
syn	दर्शन	syn	दर्शन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
syn	दृष्टि	syn	दृष्टि	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
foreslog	सुझाया	foreslå	सुझा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
lærte	सीखा	lære	सीख	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
lærte	सीखे	lære	सीखे	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
lærte	सिखाया	lære	सिखा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
vind	जीत	vind	जीत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vind	वायु	vind	वायु	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vind	विंड	vind	विंड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vind	हवा	vind	हवा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
slår	धड़कता	slå	धड़क	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
fremad	आगे	fremad	आगे	ADV	ADV;NOM;MASC;SG;3
fremad	आगे	fremad	आगे	ADV	ADV;NOM;MASC;SG;3
original	असली	original	असली	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
slut	अंत	slut	अंत	N	N;NOM;MASC;SG;3
slut	समाप्ति	slut	समाप्ति	N	N;NOM;FEM;SG;3
finale	फाइनल	finale	फाइनल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
arm	भुजा	arm	भुजा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
business	व्यवसाय	business	व्यवसाय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
business	बिज़नेस	business	बिज़नेस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
business	दुकानदारी	business	दुकानदारी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
business	व्यापार	business	व्यापार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
business	कारोबार	business	कारोबार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ministeriet	मंत्रालय	ministerium	मंत्रालय	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
vold	हिंसा	vold	हिंसा	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ansvaret	उत्तरदायित्व	ansvar	उत्तरदायित्व	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
ansvaret	ज़िम्मेदारी	ansvar	ज़िम्मेदारी	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
ansvaret	जिम्मेदारी	ansvar	जिम्मेदारी	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
guide	विज़ार्ड	guide	विज़ार्ड	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
guide	जादूगर	guide	जादूगर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
guide	मार्गदर्शक	guide	मार्गदर्शक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
guide	मार्गदर्शिका	guide	मार्गदर्शिका	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bjerget	पर्वत	bjerge	पर्वत	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
bjerget	पहाड़	bjerge	पहाड	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
talt	बोला	tale	बोल	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
grundlægger	संस्थापक	grundlægge	संस्थापक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ideer	विचारों	ide	विचार	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
erhverv	उद्योग	erhverv	उद्योग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
erhverv	व्यवसाय	erhverv	व्यवसाय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
erhverv	वृत्ति	erhverv	वृत्ति	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
erhverv	व्यवसायिक	erhverv	व्यवसायिक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
jagt	शिकार	jagt	शिकार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lykke	ख़ुशी	lykke	ख़ुशी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
lykke	खुशी	lykke	खुशी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tunge	भारी	tung	भारी	ADJ;PL	ADJ;NOM
håb	उम्मीद	håb	उम्मीद	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
broder	भाई	brod	भाई	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
teknologi	तकनीक	teknologi	तकनीक	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
teknologi	प्रौद्योगिकी	teknologi	प्रौद्योगिकी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
speciel	विशेष	speciel	विशेष	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
speciel	खास	speciel	खास	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
forfatning	संविधान	forfatning	संविधान	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lady	महिला	lady	महिला	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
indlæg	पोस्ट	indlæg	पोस्ट	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
indlæg	भाषण	indlæg	भाषण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
traditionel	परंपरागत	traditionel	परंपरागत	ADJ;INDF;MASC+FEM;SG	ADJ
udtalt	सुनाया	udtale	सुना	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
hårde	कठोर	hård	कठोर	ADJ;PL	ADJ
uafhængig	स्वतंत्र	uafhængig	स्वतंत्र	ADJ;INDF;MASC+FEM;SG	ADJ;NOM
selvmord	आत्महत्या	selvmord	आत्महत्या	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
afdelinger	कक्षों	afdeling	कक्ष	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
afdelinger	शाखाएं	afdeling	शाखा	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
afdelinger	शाखाएँ	afdeling	शाखा	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
afdelinger	शाखाओं	afdeling	शाखा	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
afdelinger	विभागों	afdeling	विभाग	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
idé	विचार	idé	विचार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
race	नस्ल	race	नस्ल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
race	जाति	race	जाति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
race	रेस	race	रेस	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plante	पौधा	plante	पौधा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plante	पादप	plante	पादप	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plante	संयंत्र	plante	संयंत्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
geografiske	भौगोलिक	geografisk	भौगोलिक	ADJ;PL	ADJ;NOM
selskaber	कंपनियों	selskab	कंपनी	N;INDF;NEUT;PL	N;ACC;FEM;PL;3
selskaber	कंपनियाँ	selskab	कंपनी	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
henrettet	चलाया	henrette	चला	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
talent	प्रतिभा	talent	प्रतिभा	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
talent	हुनर	talent	हुनर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
talent	प्रतिभाशाली	talent	प्रतिभाशाली	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tronen	सिंहासन	trone	सिंहासन	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
mord	कत्ल	mord	कत्ल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mord	मर्डर	mord	मर्डर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mord	हत्या	mord	हत्या	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
mord	हत्या	mord	हत्या	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
placerede	लगाई	placere	लगा	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
grant	ग्रांट	gran	ग्रांट	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kommunikation	संचार	kommunikation	संचार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kommunikation	संचार	kommunikation	संचार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilhængere	अनुयायी	tilhænger	अनुयायी	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
tilhængere	समर्थक	tilhænger	समर्थक	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
smukke	सुंदर	smukke	सुन्दर	ADJ;PL	ADJ
smukke	खूबसूरत	smukke	खूबसूरत	ADJ;PL	ADJ
smukke	सुंदर	smukke	सुन्दर	ADJ;PL	ADJ
tema	प्रसंग	tema	प्रसंग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
forkert	गलत	forkert	गलत	ADJ;INDF;SG	ADJ
forkert	गलत	forkert	गलत	ADJ;INDF;SG	ADJ
fase	चरण	fase	चरण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fase	स्टेज	fase	स्टेज	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rytter	राइडर	rytte	राइडर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rytter	घुड़सवार	rytte	घुड़सवार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
journal	पत्रिका	journal	पत्रिका	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
journal	जर्नल	journal	जर्नल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
