hän	彼女	hän	彼女	PRO;NOM;SG;3	PRO
kilpailuja	コンテスト	kilpailu	コンテスト	N;PRT;PL	N
tutkijoiden	研究者	tutkija	研究者	N;GEN;PL	N
juontaja	司会	juontaja	司会	N;NOM;SG	N
juontaja	ホスト	juontaja	ホスト	N;NOM;SG	N
sarjat	シリーズ	sarja	シリーズ	N;NOM;PL	N
sarjat	集合	sarja	集合	N;NOM;PL	N
sarjat	セット	sarja	セット	N;NOM;PL	N
oikeuksien	権利	oikeus	権利	N;GEN;PL	N
vaikutuksia	エフェクト	vaikutus	エフェクト	N;PRT;PL	N
vaikutuksia	効果	vaikutus	効果	N;PRT;PL	N
kertomuksia	記事	kertomus	記事	N;PRT;PL	N
kertomuksia	ストーリー	kertomus	ストーリー	N;PRT;PL	N
side	サイド	side	サイド	N;NOM;SG	N
side	包帯	side	包帯	N;NOM;SG	N
side	結合	side	結合	N;NOM;SG	N
sivujen	ページ	sivu	ページ	N;GEN;PL	N
juna	電車	juna	電車	N;NOM;SG	N
juna	列車	juna	列車	N;NOM;SG	N
juna	トレイン	juna	トレイン	N;NOM;SG	N
huippu	上部	huippu	上部	N;NOM;SG	N
huippu	トップ	huippu	トップ	N;NOM;SG	N
huippu	山頂	huippu	山頂	N;NOM;SG	N
huippu	ピーク	huippu	ピーク	N;NOM;SG	N
roomaan	ローマ	rooma	ローマ	N;IN+ALL;SG	N
maista	味覚	maa	味覚	N;IN+ABL;PL	N
urheilun	スポーツ	urheilu	スポーツ	N;GEN;SG	N
läheltä	近く	läheltä	近く	ADV	ADV
sairaus	病気	sairaus	病気	N;NOM;SG	N
sairaus	疾患	sairaus	疾患	N;NOM;SG	N
sairaus	病気	sairaus	病気	N;NOM;SG	N
sairaus	疾病	sairaus	疾病	N;NOM;SG	N
sairaus	病気	sairaus	病気	N;NOM;SG	N
box	ボックス	box	ボックス	N;NOM;SG	N
asuinpaikka	住居	asuin#paikka	住居	N;NOM;SG	N
asuinpaikka	居所	asuin#paikka	居所	N;NOM;SG	N
etäisyys	距離	etäisyys	距離	N;NOM;SG	N
etäisyys	範囲	etäisyys	範囲	N;NOM;SG	N
etäisyys	レンジ	etäisyys	レンジ	N;NOM;SG	N
tarjota	申し出	tarjota	申し出る	V;SG;NFIN;ACT	V
muodon	図形	muoto	図形	N;GEN;SG	N
muodon	形状	muoto	形状	N;GEN;SG	N
muodon	シェイプ	muoto	シェイプ	N;GEN;SG	N
suojaa	保護	suoja	保護	V;IMP;SG;2;FIN;ACT	V
tuote	製品	tuote	製品	N;NOM;SG	N
tuote	プロダクト	tuote	プロダクト	N;NOM;SG	N
hengissä	アライブ	henki	アライブ	N;IN+ESS;PL	N
kieltää	拒否	kieltää	拒否	V;IND;SG;PRS;FIN;ACT	V
kieltää	否定	kieltää	否定	V;IND;SG;PRS;FIN;ACT	V
baseball	野球	baseball	野球	N;NOM;SG	N
välit	間隔	välit	間隔	N;NOM;PL	N
tulevaisuuden	フューチャー	tulevaisuus	フューチャー	N;GEN;SG	N
tulevaisuuden	未来	tulevaisuus	未来	N;GEN;SG	N
rivi	直線	rivi	直線	N;NOM;SG	N
rivi	ライン	rivi	ライン	N;NOM;SG	N
hautausmaa	墓地	hautaus#maa	墓地	N;NOM;SG	N
hautausmaa	墓地	hautaus#maa	墓地	N;NOM;SG	N
hautausmaa	墓所	hautaus#maa	墓所	N;NOM;SG	N
hautausmaa	墓場	hautaus#maa	墓場	N;NOM;SG	N
eläin	アニマル	eläin	アニマル	N;NOM;SG	N
eläin	動物	eläin	動物	N;NOM;SG	N
kokoelman	コレクション	kokoelma	コレクション	N;GEN;SG	N
ylläpitäjät	管理	yllä#pitäjä	管理	N;NOM;PL	N
ylläpitäjät	管理人	yllä#pitäjä	管理人	N;NOM;PL	N
ylläpitäjät	管理	yllä#pitäjä	管理	N;NOM;PL	N
ylläpitäjät	管理人	yllä#pitäjä	管理人	N;NOM;PL	N
sukellusvene	潜水艦	sukellus#vene	潜水艦	N;NOM;SG	N
päätökseen	竣工	päätös	竣工	N;IN+ALL;SG	N
yhteenveto	概略	yhteen#veto	概略	N;NOM;SG	N
yhteenveto	概要	yhteen#veto	概要	N;NOM;SG	N
sankari	ヒーロー	sankari	ヒーロー	N;NOM;SG	N
maine	評判	maine	評判	N;NOM;SG	N
maine	メイン	maine	メイン	N;NOM;SG	N
maine	名声	maine	名声	N;NOM;SG	N
ajatuksia	アイデア	ajatus	アイデア	N;PRT;PL	N
ajatuksia	アイディア	ajatus	アイディア	N;PRT;PL	N
ajatuksia	思考	ajatus	思考	N;PRT;PL	N
koilliseen	北東	koillinen	北東	N;IN+ALL;SG	N
maaseudun	田舎	maa#seutu	田舎	N;GEN;SG	N
teollisuus	業界	teollisuus	業界	N;NOM;SG	N
teollisuus	産業	teollisuus	産業	N;NOM;SG	N
saavutukset	実績	saavutus	実績	N;NOM;PL	N
saavutukset	事跡	saavutus	事跡	N;NOM;PL	N
saavutukset	業績	saavutus	業績	N;NOM;PL	N
saavutukset	事績	saavutus	事績	N;NOM;PL	N
saavutukset	功績	saavutus	功績	N;NOM;PL	N
saavutukset	実績	saavutus	実績	N;NOM;PL	N
mahdollisuuksia	機会	mahdollisuus	機会	N;PRT;PL	N
mahdollisuuksia	可能性	mahdollisuus	可能性	N;PRT;PL	N
kirjeen	手紙	kirje	手紙	N;GEN;SG	N
kirjeen	レター	kirje	レター	N;GEN;SG	N
töissä	作業	työ	作業	N;IN+ESS;PL	N
lentokone	飛行機	lento#kone	飛行機	N;NOM;SG	N
lentokone	飛行機	lento#kone	飛行機	N;NOM;SG	N
lentokone	航空機	lento#kone	航空機	N;NOM;SG	N
lentokone	飛行機	lento#kone	飛行機	N;NOM;SG	N
lentokone	飛行機	lento#kone	飛行機	N;NOM;SG	N
suhteita	リレーション	suhde	リレーション	N;PRT;PL	N
kulttuuria	文化	kulttuuri	文化	N;PRT;SG	N
kulttuuria	カルチャー	kulttuuri	カルチャー	N;PRT;SG	N
tekijän	作家	tekijä	作家	N;GEN;SG	N
tekijän	著者	tekijä	著者	N;GEN;SG	N
tekijän	作者	tekijä	作者	N;GEN;SG	N
vallankumous	革命	vallan#kumous	革命	N;NOM;SG	N
vallankumous	レボリューション	vallan#kumous	レボリューション	N;NOM;SG	N
kansallisuus	国籍	kansallisuus	国籍	N;NOM;SG	N
tornin	タワー	torni	タワー	N;GEN;SG	N
sivuja	ページ	siva	ページ	N;PRT;PL	N
vaikeuksia	トラブル	vaikeus	トラブル	N;PRT;PL	N
kriitikko	評論家	kriitikko	評論家	N;NOM;SG	N
kriitikko	批評家	kriitikko	批評家	N;NOM;SG	N
pohja	塩基	pohja	塩基	N;NOM;SG	N
pohja	ベース	pohja	ベース	N;NOM;SG	N
pohja	テンプレート	pohja	テンプレート	N;NOM;SG	N
pohja	ボトム	pohja	ボトム	N;NOM;SG	N
runsas	豊富	runsas	豊富	ADJ;NOM;SG	ADJ
metsän	フォレスト	metsä	フォレスト	N;GEN;SG	N
metsän	森林	metsä	森林	N;GEN;SG	N
verkossa	オンライン	verkko	オンライン	N;IN+ESS;SG	N
summa	金額	summa	金額	N;NOM;SG	N
summa	合計	summa	合計	N;NOM;SG	N
summa	総和	summa	総和	N;NOM;SG	N
verta	血液	veri	血液	N;PRT;SG	N
organisaation	組織	organisaatio	組織	N;GEN;SG	N
öljy	石油	öljy	石油	N;NOM;SG	N
öljy	オイル	öljy	オイル	N;NOM;SG	N
rooleja	役割	rooli	役割	N;PRT;PL	N
kärki	チップ	kärki	チップ	N;NOM;SG	N
kärki	ヒント	kärki	ヒント	N;NOM;SG	N
kasvava	栽培	kasvaa	栽培	V;NOM;SG;V.PTCP;ACT	V
kasvava	成長	kasvaa	成長	V;NOM;SG;V.PTCP;ACT	V
kasvava	増加	kasvaa	増加	V;NOM;SG;V.PTCP;ACT	V
kappeli	チャペル	kappeli	チャペル	N;NOM;SG	N
kaakkoon	東南	kaakko	東南	N;IN+ALL;SG	N
kaakkoon	南東	kaakko	南東	N;IN+ALL;SG	N
oppia	学習	oppia	学習	V;SG;NFIN;ACT	V
oppia	学習	oppia	学習	V;SG;NFIN;ACT	V
oppia	学ぶ	oppia	学ぶ	V;SG;NFIN;ACT	V
toiminnot	演算	toiminto	演算	N;NOM;PL	N
toiminnot	オペレーション	toiminto	オペレーション	N;NOM;PL	N
toiminnot	アクティビティ	toiminto	アクティビティ	N;NOM;PL	N
toiminnot	関数	toiminto	関数	N;NOM;PL	N
toiminnot	機能	toiminto	機能	N;NOM;PL	N
toiminnot	アクション	toiminto	アクション	N;NOM;PL	N
käsi	ハンド	käsi	ハンド	N;NOM;SG	N
ilmaista	エクスプレス	ilmaista	エクスプレス	N;PRT;SG	N
ilmaista	急行	ilmaista	急行	N;PRT;SG	N
ilmaista	無料	ilmaista	無料	N;PRT;SG	N
julkaisija	パブリッシャー	julkaisija	パブリッシャー	N;NOM;SG	N
julkaisija	出版社	julkaisija	出版社	N;NOM;SG	N
puutarha	庭園	puu#tarha	庭園	N;NOM;SG	N
vaikutukset	インパクト	vaikutus	インパクト	N;NOM;PL	N
vaikutukset	衝撃	vaikutus	衝撃	N;NOM;PL	N
vaikutukset	エフェクト	vaikutus	エフェクト	N;NOM;PL	N
vaikutukset	効果	vaikutus	効果	N;NOM;PL	N
vaikutukset	エフェクト	vaikutus	エフェクト	N;NOM;PL	N
vaikutukset	効果	vaikutus	効果	N;NOM;PL	N
liikkuu	引越	liikkua	引越	V;IND;SG;3;PRS;FIN;ACT	V
liikkuu	移動	liikkua	移動	V;IND;SG;3;PRS;FIN;ACT	V
tuottajat	プロデューサー	tuottaja	プロデューサー	N;NOM;PL	N
väli	中間	väli	中間	N;NOM;SG	N
väli	中級	väli	中級	N;NOM;SG	N
väli	間隔	väli	間隔	N;NOM;SG	N
väli	音程	väli	音程	N;NOM;SG	N
väli	インターバル	väli	インターバル	N;NOM;SG	N
väli	区間	väli	区間	N;NOM;SG	N
stand	スタンド	stand	スタンド	N;NOM;SG	N
luoteeseen	北西	luote	北西	N;IN+ALL;SG	N
uskoo	信じる	uskoa	信じる	V;IND;SG;3;PRS;FIN;ACT	V
uskoo	信ずる	uskoa	信ずる	V;IND;SG;3;PRS;FIN;ACT	V
uskoo	信ずる	uskoa	信ずる	V;IND;SG;3;PRS;FIN;ACT	V
agentti	エージェント	agentti	エージェント	N;NOM;SG	N
agentti	代理人	agentti	代理人	N;NOM;SG	N
metsää	フォレスト	metsä	フォレスト	N;PRT;SG	N
metsää	森林	metsä	森林	N;PRT;SG	N
oppilas	生徒	oppilas	生徒	N;NOM;SG	N
oppilas	生徒	oppilas	生徒	N;NOM;SG	N
oppilas	学生	oppilas	学生	N;NOM;SG	N
kapea	狭い	kapea	狭い	ADJ;NOM;SG	ADJ
jokien	河川	joki	河川	N;GEN;PL	N
asunto	住居	asunto	住居	N;NOM;SG	N
asunto	住宅	asunto	住宅	N;NOM;SG	N
asunto	アパート	asunto	アパート	N;NOM;SG	N
mitalin	メダル	mitali	メダル	N;GEN;SG	N
kuoro	合唱	kuoro	合唱	N;NOM;SG	N
kuoro	コーラス	kuoro	コーラス	N;NOM;SG	N
taiteilijan	芸術家	taiteilija	芸術家	N;GEN;SG	N
taiteilijan	アーティスト	taiteilija	アーティスト	N;GEN;SG	N
huomautukset	備考	huomautus	備考	N;NOM;PL	N
huomautukset	注記	huomautus	注記	N;NOM;PL	N
huomautukset	メモ	huomautus	メモ	N;NOM;PL	N
huomautukset	備考	huomautus	備考	N;NOM;PL	N
huomautukset	ノート	huomautus	ノート	N;NOM;PL	N
huomautukset	コメント	huomautus	コメント	N;NOM;PL	N
lounaaseen	南西	lounas	南西	N;IN+ALL;SG	N
maatalouden	農業	maa#talous	農業	N;GEN;SG	N
maatalouden	農業	maa#talous	農業	N;GEN;SG	N
moottorit	エンジン	moottori	エンジン	N;NOM;PL	N
moottorit	エンジン	moottori	エンジン	N;NOM;PL	N
levyt	レコード	levy	レコード	N;NOM;PL	N
kauppias	商人	kauppias	商人	N;NOM;SG	N
kauppias	ディーラー	kauppias	ディーラー	N;NOM;SG	N
viitteet	参考	viite	参考	N;NOM;PL	N
mantereen	大陸	manner	大陸	N;GEN;SG	N
masters	マスターズ	masters	マスターズ	N;NOM;SG	N
alkoholin	アルコール	alkoholi	アルコール	N;GEN;SG	N
folk	フォーク	folk	フォーク	N;NOM;SG	N
soundtrack	サウンドトラック	soundtrack	サウンドトラック	N;NOM;SG	N
vaiheet	舞台	vaihe	舞台	N;NOM;PL	N
vaiheet	ステージ	vaihe	ステージ	N;NOM;PL	N
vaiheet	歩数	vaihe	歩数	N;NOM;PL	N
vaiheet	手順	vaihe	手順	N;NOM;PL	N
vaiheet	ステップ	vaihe	ステップ	N;NOM;PL	N
punaista	赤い	punainen	赤い	ADJ;PRT;SG	ADJ
eroja	差分	ero	差分	N;PRT;PL	N
hedelmä	フルーツ	hedelmä	フルーツ	N;NOM;SG	N
hedelmä	果実	hedelmä	果実	N;NOM;SG	N
hedelmä	果物	hedelmä	果物	N;NOM;SG	N
business	営業	business	営業	N;NOM;SG	N
business	事業	business	事業	N;NOM;SG	N
business	ビジネス	business	ビジネス	N;NOM;SG	N
ajaja	運転	ajaja	運転	N;NOM;SG	N
ajaja	ドライバ	ajaja	ドライバ	N;NOM;SG	N
ajaja	ドライバー	ajaja	ドライバー	N;NOM;SG	N
ohjelmat	ソフトウエア	ohjelma	ソフトウエア	N;NOM;PL	N
ohjelmat	ソフトウェア	ohjelma	ソフトウェア	N;NOM;PL	N
ohjelmat	演目	ohjelma	演目	N;NOM;PL	N
ohjelmat	プログラム	ohjelma	プログラム	N;NOM;PL	N
lentokoneen	飛行機	lento#kone	飛行機	N;GEN;SG	N
lentokoneen	飛行機	lento#kone	飛行機	N;GEN;SG	N
esto	ブロッキング	esto	ブロッキング	N;NOM;SG	N
esto	ブロック	esto	ブロック	N;NOM;SG	N
koneiden	機械	kone	機械	N;GEN;PL	N
lintuja	鳥類	lintu	鳥類	N;PRT;PL	N
aurinkoa	太陽	aurinko	太陽	N;PRT;SG	N
sisko	姉妹	sisko	姉妹	N;NOM;SG	N
vakiintunut	連結	vakiintua	連結	V;NOM;SG;V.PTCP;ACT	V
millimetriä	ミリメートル	millimetri	ミリメートル	N;PRT;SG	N
kasvot	フェイス	kasvot	フェイス	N;NOM;PL	N
mount	マウント	mount	マウント	N;NOM;SG	N
metsien	森林	metsä	森林	N;GEN;PL	N
kirje	手紙	kirje	手紙	N;NOM;SG	N
kirje	レター	kirje	レター	N;NOM;SG	N
tumma	暗い	tumma	暗い	ADJ;NOM;SG	ADJ
paikallista	ローカル	paikallinen	ローカル	ADJ;PRT;SG	ADJ
tuotteiden	プロダクト	tuote	プロダクト	N;GEN;PL	N
tuotteiden	商品	tuote	商品	N;GEN;PL	N
tuotteiden	製品	tuote	製品	N;GEN;PL	N
rakkautta	ラブ	rakkaus	ラブ	N;PRT;SG	N
jatkuva	連続	jatkuva	連続	ADJ;NOM;SG	ADJ
kustantaja	パブリッシャー	kustantaja	パブリッシャー	N;NOM;SG	N
kustantaja	出版社	kustantaja	出版社	N;NOM;SG	N
suurlähetystö	大使館	suur#lähetystö	大使館	N;NOM;SG	N
käynnissä	ランニング	käynti	ランニング	N;IN+ESS;SG	N
syntymäpäivä	生年月	syntymä#päivä	生年月	N;NOM;SG	N
syntymäpäivä	バースデー	syntymä#päivä	バースデー	N;NOM;SG	N
suljettu	閉店	sulkea	閉店	V;NOM;SG;V.PTCP;PASS	V
totuus	真理	totuus	真理	N;NOM;SG	N
etsii	検索	etsiä	検索	V;IND;SG;3;PRS;FIN;ACT	V
kuukausi	毎月	kuu#kausi	毎月	N;NOM;SG	N
kuukausi	月間	kuu#kausi	月間	N;NOM;SG	N
kuukausi	月刊	kuu#kausi	月刊	N;NOM;SG	N
kuukausi	月間	kuu#kausi	月間	N;NOM;SG	N
heinä	干し	hän	干し	N;NOM;SG	N
funktio	機能	funktio	機能	N;NOM;SG	N
funktio	関数	funktio	関数	N;NOM;SG	N
kulma	コーナー	kylmä	コーナー	N;NOM;SG	N
kulma	角度	kylmä	角度	N;NOM;SG	N
kulma	アングル	kylmä	アングル	N;NOM;SG	N
taru	伝説	taru	伝説	N;NOM;SG	N
maali	ペンキ	maali	ペンキ	N;NOM;SG	N
maali	ペイント	maali	ペイント	N;NOM;SG	N
maali	塗料	maali	塗料	N;NOM;SG	N
maali	ゴール	maali	ゴール	N;NOM;SG	N
rajoitettu	制限	rajoittaa	制限	V;NOM;SG;V.PTCP;PASS	V
rajoitettu	限定	rajoittaa	限定	V;NOM;SG;V.PTCP;PASS	V
numerot	数字	numero	数字	N;NOM;PL	N
numerot	数値	numero	数値	N;NOM;PL	N
vahvistaa	確認	vahvistaa	確認	V;IND;SG;PRS;FIN;ACT	V
vahvistaa	強化	vahvistaa	強化	V;IND;SG;PRS;FIN;ACT	V
munaa	コック	muna	コック	N;PRT;SG	N
munaa	ボール	muna	ボール	N;PRT;SG	N
munaa	エッグ	muna	エッグ	N;PRT;SG	N
varattu	占領	varata	占領	V;NOM;SG;V.PTCP;PASS	V
koillis	北東	koillis	北東	N;NOM;SG	N
bio	バイオ	bio	バイオ	N;NOM;SG	N
käden	ハンド	käsi	ハンド	N;GEN;SG	N
onnettomuus	アクシデント	onnettomuus	アクシデント	N;NOM;SG	N
onnettomuus	事故	onnettomuus	事故	N;NOM;SG	N
onnettomuus	災害	onnettomuus	災害	N;NOM;SG	N
tarkistaa	検証	tarkistaa	検証	V;IND;SG;FIN;ACT	V
tarkistaa	チェック	tarkistaa	チェック	V;IND;SG;FIN;ACT	V
imperiumin	帝国	imperiumi	帝国	N;GEN;SG	N
imperiumin	帝政	imperiumi	帝政	N;GEN;SG	N
laulut	ボーカル	laulu	ボーカル	N;NOM;PL	N
laulut	ソング	laulu	ソング	N;NOM;PL	N
yksilöt	個人	yksilö	個人	N;NOM;PL	N
yksilöt	標本	yksilö	標本	N;NOM;PL	N
kovaa	難しい	kova	難しい	ADJ;PRT;SG	ADJ
kovaa	タフ	kova	タフ	ADJ;PRT;SG	ADJ
kovaa	厳しい	kova	厳しい	ADJ;PRT;SG	ADJ
symboli	シンボル	symboli	シンボル	N;NOM;SG	N
symboli	記号	symboli	記号	N;NOM;SG	N
cross	十字	cross	十字	N;NOM;SG	N
cross	クロス	cross	クロス	N;NOM;SG	N
cross	十字	cross	十字	N;NOM;SG	N
syntymäaika	生年月	syntymä#aika	生年月	N;NOM;SG	N
alkuperää	原点	alku#perä	原点	N;PRT;SG	N
alkuperää	語源	alku#perä	語源	N;PRT;SG	N
alkuperää	由来	alku#perä	由来	N;PRT;SG	N
alkuperää	起源	alku#perä	起源	N;PRT;SG	N
risteilijä	巡洋艦	risteilijä	巡洋艦	N;NOM;SG	N
kylien	村落	kylä	村落	N;GEN;PL	N
nuoruus	青年	nuoruus	青年	N;NOM;SG	N
nuoruus	若者	nuoruus	若者	N;NOM;SG	N
nuoruus	ユース	nuoruus	ユース	N;NOM;SG	N
nuoruus	青春	nuoruus	青春	N;NOM;SG	N
liikkuvat	引越	liikkua	引越	V;IND;PL;3;PRS;FIN;ACT	V
liikkuvat	移動	liikkua	移動	V;IND;PL;3;PRS;FIN;ACT	V
turhaa	無意味	turha	無意味	ADJ;PRT;SG	ADJ
turhaa	無益	turha	無益	ADJ;PRT;SG	ADJ
painija	レスラー	painija	レスラー	N;NOM;SG	N
lupa	許可	lupa	許可	N;NOM;SG	N
nolla	ゼロ	nolla	ゼロ	N;NOM;SG	N
yksikön	単位	yksikkö	単位	N;GEN;SG	N
yksikön	ユニット	yksikkö	ユニット	N;GEN;SG	N
kuukaudessa	月間	kuu#kausi	月間	N;IN+ESS;SG	N
positiivinen	ポジティブ	positiivinen	ポジティブ	ADJ;NOM;SG	ADJ
hehtaarin	エーカー	hehtaari	エーカー	N;GEN;SG	N
tappio	損失	tappio	損失	N;NOM;SG	N
tappio	損失	tappio	損失	N;NOM;SG	N
tanssija	ダンサー	tanssija	ダンサー	N;NOM;SG	N
tuen	扶助	tuki	扶助	N;GEN;SG	N
ranking	ランキング	ranking	ランキング	N;NOM;SG	N
organisaatio	団体	organisaatio	団体	N;NOM;SG	N
organisaatio	組織	organisaatio	組織	N;NOM;SG	N
organisaatio	組織	organisaatio	組織	N;NOM;SG	N
materiaalin	素材	materiaali	素材	N;GEN;SG	N
materiaalin	材料	materiaali	材料	N;GEN;SG	N
materiaalin	マテリアル	materiaali	マテリアル	N;GEN;SG	N
roskaa	ゴミ	roska	ゴミ	N;PRT;SG	N
roskaa	ごみ	roska	ごみ	N;PRT;SG	N
roskaa	ごみ	roska	ごみ	N;PRT;SG	N
roskaa	ごみ箱	roska	ごみ箱	N;PRT;SG	N
roskaa	ゴミ	roska	ゴミ	N;PRT;SG	N
vapauttaa	釈放	vapauttaa	釈放	V;IND;SG;3;PRS;FIN;ACT	V
politiikkaa	政治	politiikka	政治	N;PRT;SG	N
islamin	イスラム	istama	イスラム	N;GEN;SG	N
aineet	材料	aine	材料	N;NOM;PL	N
aineet	食材	aine	食材	N;NOM;PL	N
aineet	成分	aine	成分	N;NOM;PL	N
puolustus	ディフェンス	puolustus	ディフェンス	N;NOM;SG	N
puolustus	防御	puolustus	防御	N;NOM;SG	N
puolustus	防衛	puolustus	防衛	N;NOM;SG	N
puolustus	ディフェンス	puolustus	ディフェンス	N;NOM;SG	N
puolustus	防御	puolustus	防御	N;NOM;SG	N
muokkausta	カスタマイズ	muokkaus	カスタマイズ	N;PRT;SG	N
alfa	アルファ	alfa	アルファ	N;NOM;SG	N
laatu	品質	laatu	品質	N;NOM;SG	N
laatu	クオリティ	laatu	クオリティ	N;NOM;SG	N
laatu	画質	laatu	画質	N;NOM;SG	N
kokous	カンファレンス	kokous	カンファレンス	N;NOM;SG	N
kokous	会議	kokous	会議	N;NOM;SG	N
kokous	ミーティング	kokous	ミーティング	N;NOM;SG	N
kokous	会議	kokous	会議	N;NOM;SG	N
videon	ビデオ	video	ビデオ	N;GEN;SG	N
videon	動画	video	動画	N;GEN;SG	N
syitä	理由	syy	理由	N;PRT;PL	N
toimisto	代理店	toimisto	代理店	N;NOM;SG	N
toimisto	事務局	toimisto	事務局	N;NOM;SG	N
toimisto	事務所	toimisto	事務所	N;NOM;SG	N
toimisto	オフィス	toimisto	オフィス	N;NOM;SG	N
kruunua	クラウン	kruunu	クラウン	N;PRT;SG	N
satelliitti	衛星	satelliitti	衛星	N;NOM;SG	N
hyönteisiä	昆虫	hyönteinen	昆虫	N;PRT;PL	N
komppania	会社	komppani	会社	N;NOM;SG	N
ajankohta	タイミング	ajan#kohta	タイミング	N;NOM;SG	N
lait	法律	laki	法律	N;NOM;PL	N
kyliä	村落	kylä	村落	N;PRT;PL	N
korkealla	高い	korkea	高い	ADJ;AT+ESS
;SG	ADJ
kokemusta	エクスペリエンス	kokemus	エクスペリエンス	N;PRT;SG	N
ryhmien	グループ	ryhmä	グループ	N;GEN;PL	N
heittää	投げる	heittää	投げる	V;SG;NFIN;ACT	V
asteroidi	小惑星	asteroidi	小惑星	N;NOM;SG	N
puusta	木材	puu	木材	N;IN+ABL;SG	N
puusta	木製	puu	木製	N;IN+ABL;SG	N
puusta	ウッド	puu	ウッド	N;IN+ABL;SG	N
jalka	フィート	jalka	フィート	N;NOM;SG	N
hyväksyä	承認	hyväksyä	承認	V;SG;NFIN;ACT	V
hyväksyä	受け入れ	hyväksyä	受け入れる	V;SG;NFIN;ACT	V
hyväksyä	受け入れる	hyväksyä	受け入れる	V;SG;NFIN;ACT	V
hyväksyä	承認	hyväksyä	承認	V;SG;NFIN;ACT	V
omaisuuden	フォーチュン	omaisuus	フォーチュン	N;GEN;SG	N
uskoa	信じる	uskoa	信じる	V;SG;NFIN;ACT	V
uskoa	信ずる	uskoa	信ずる	V;SG;NFIN;ACT	V
helmi	ビーズ	helmi	ビーズ	N;NOM;SG	N
helmi	真珠	helmi	真珠	N;NOM;SG	N
kalenterin	カレンダー	kalenteri	カレンダー	N;GEN;SG	N
pinnalle	表面	pinta	表面	N;AT+ALL;SG	N
pinnalle	曲面	pinta	曲面	N;AT+ALL;SG	N
status	近況	status	近況	N;NOM;SG	N
yhdistelmä	コンビネーション	yhdistelmä	コンビネーション	N;NOM;SG	N
keskustaan	下町	keskusta	下町	N;IN+ALL;SG	N
puhe	音声	puhe	音声	N;NOM;SG	N
puhe	スピーチ	puhe	スピーチ	N;NOM;SG	N
etsi	検索	etsiä	検索	V;IMP;SG;2;FIN;ACT	V
patsaan	彫像	patsas	彫像	N;GEN;SG	N
blogi	ブログ	blogi	ブログ	N;NOM;SG	N
luettu	読み	lukea	読む	V;NOM;SG;V.PTCP;PASS	V
luettu	読み込み	lukea	読み込み	V;NOM;SG;V.PTCP;PASS	V
luettu	読み取り	lukea	読み取る	V;NOM;SG;V.PTCP;PASS	V
luettu	読む	lukea	読む	V;NOM;SG;V.PTCP;PASS	V
tuotteen	製品	tuote	製品	N;GEN;SG	N
tuotteen	プロダクト	tuote	プロダクト	N;GEN;SG	N
suo	沼地	sioda	沼地	N;NOM;SG	N
kaava	パターン	kaava	パターン	N;NOM;SG	N
tarinaa	記事	tarina	記事	N;PRT;SG	N
tarinaa	ストーリー	tarina	ストーリー	N;PRT;SG	N
tarinaa	物語	tarina	物語	N;PRT;SG	N
putoaa	落下	pudota	落下	V;IND;SG;3;PRS;FIN;ACT	V
paine	気圧	paine	気圧	N;NOM;SG	N
paine	圧力	paine	圧力	N;NOM;SG	N
ajasta	スケジュール	aika	スケジュール	N;IN+ABL;SG	N
uhka	脅威	uhka	脅威	N;NOM;SG	N
uhka	脅威	uhka	脅威	N;NOM;SG	N
tarinat	記事	tarina	記事	N;NOM;PL	N
tarinat	ストーリー	tarina	ストーリー	N;NOM;PL	N
virhe	エラー	virhe	エラー	N;NOM;SG	N
puita	樹木	puu	樹木	N;PRT;PL	N
palvelun	サービス	palvelu	サービス	N;GEN;SG	N
määrittelee	定義	määritellä	定義	V;IND;SG;3;PRS;FIN;ACT	V
vastata	回答	vastata	回答	V;SG;NFIN;ACT	V
vastata	答え	vastata	答える	V;SG;NFIN;ACT	V
vastata	答弁	vastata	答弁	V;SG;NFIN;ACT	V
mini	ミニ	mini	ミニ	N;NOM;SG	N
valtava	巨大	valtava	巨大	ADJ;NOM;SG	ADJ
elin	本文	elin	本文	N;NOM;SG	N
elin	身体	elin	身体	N;NOM;SG	N
elin	本体	elin	本体	N;NOM;SG	N
elin	ボディ	elin	ボディ	N;NOM;SG	N
elin	臓器	elin	臓器	N;NOM;SG	N
elin	オルガン	elin	オルガン	N;NOM;SG	N
juice	ジュース	juice	ジュース	N;NOM;SG	N
opas	ガイド	opas	ガイド	N;NOM;SG	N
ohjeet	指針	ohje	指針	N;NOM;PL	N
ohjeet	ガイドライン	ohje	ガイドライン	N;NOM;PL	N
ohjeet	手順	ohje	手順	N;NOM;PL	N
liity	参加	liittyä	参加	V;IMP;SG;2;FIN;ACT	V
jäsenen	会員	jäsen	会員	N;GEN;SG	N
jäsenen	メンバー	jäsen	メンバー	N;GEN;SG	N
prefektuuri	都道府県	prefektuuri	都道府県	N;NOM;SG	N
todistaa	証明	todistaa	証明	V;IND;SG;3;PRS;FIN;ACT	V
suunnitella	設計	suunnitella	設計	V;SG;NFIN;ACT	V
kolmion	トライアングル	kolmio	トライアングル	N;GEN;SG	N
kolmion	三角形	kolmio	三角形	N;GEN;SG	N
vaatimukset	要件	vaatimus	要件	N;NOM;PL	N
muodot	形状	muoto	形状	N;NOM;PL	N
muodot	シェイプ	muoto	シェイプ	N;NOM;PL	N
muodot	形態	muoto	形態	N;NOM;PL	N
