서식	التنسيق	서식	تَنسِيق	N	N;NOM;DEF;SG
양말	جوارب	양말	جَارِب	N	N;NOM;INDF;PL
플러그	سدادة	플러그	سَدَادَة	N	N;NOM;INDF;SG
플러그	سدادات	플러그	سَدَادَة	N	N;NOM;INDF;PL
컴포넌트	العنصر	컴포넌트	عُنصُر	N	N;NOM;DEF;SG
컴포넌트	عنصر	컴포넌트	عُنصُر	N	N;NOM;INDF;SG
청문회	الجلسات	청문회	جَلسَة	N	N;NOM;DEF;PL
책상	مكاتب	책상	مَكتَب	N	N;NOM;INDF;PL
책상	منضدة	책상	مُنَضَّد	N	N;NOM;INDF;SG
책상	المكتب	책상	مَكتَب	N	N;NOM;DEF;SG
책상	مكتب	책상	مَكتَب	N	N;NOM;INDF;SG
추천합니다	توصي	추천+하+ㅂ니다	أَوصَى	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
추천합니다	يوصي	추천+하+ㅂ니다	أَوصَى	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
동기화	مزامنة	동기화	مُزَامَنَة	N	N;NOM;INDF;SG
동기화	المصاحبة	동기화	المصاحبة	N	N;NOM;DEF;SG
동기화	مزامنة	동기화	مُزَامَنَة	N	N;NOM;INDF;SG
동기화	مزامنة	동기화	مُزَامَنَة	N	N;NOM;INDF;SG
동기화	تزامن	동기화	تَزَامَن	N	N;NOM;INDF;SG
스티커	الملصق	스티커	مُلصَق	N	N;NOM;DEF;SG
스티커	ملصق	스티커	مُلصَق	N	N;NOM;INDF;SG
스티커	ملصقات	스티커	مُلَصَّق	N	N;NOM;INDF;PL
스티커	الملصقات	스티커	مُلصَق	N	N;NOM;DEF;PL
특권	امتياز	특권	امتياز	N	N;NOM;INDF;SG
특권	الامتياز	특권	اِمتِيَاز	N	N;NOM;DEF;SG
수표	صك	수표	صَكّ	N	N;NOM;INDF;SG
수표	الشيكات	수표	شِيكَات	N	N;NOM;DEF;PL
수표	شيكات	수표	شيكات	N	N;NOM;INDF;PL
소시지	السجق	소시지	سِجق	N	N;NOM;DEF;SG
소시지	سجق	소시지	سِجق	N	N;NOM;INDF;SG
명절	الاجازة	명절	إِجَازَة	N	N;NOM;DEF;SG
명절	اجازة	명절	إِجَازَة	N	N;NOM;INDF;SG
명절	العطلة	명절	عُطلَة	N	N;NOM;DEF;SG
명절	عطلة	명절	عُطلَة	N	N;NOM;INDF;SG
명절	العطلات	명절	عَطَل	N	N;NOM;DEF;PL
명절	الاجازات	명절	إِجَازَة	N	N;NOM;DEF;PL
명절	اعياد	명절	عِيد	N	N;NOM;INDF;PL
명절	الاعياد	명절	إِعيَاد	N	N;NOM;DEF;SG
명절	العطل	명절	عَطل	N	N;NOM;DEF;SG
충돌구	فوهة	충돌구	فَوهَة	N	N;NOM;INDF;SG
금액	المبلغ	금액	مَبلَغ	N	N;NOM;DEF;SG
감기	البرد	감기	بُرد	N	N;NOM;DEF;SG
감기	الباردة	감기	بَارِد	N	N;NOM;DEF;SG
악몽	الكوابيس	악몽	كُوَابِيس	N	N;NOM;DEF;PL
악몽	كوابيس	악몽	كُوَابِيس	N	N;NOM;INDF;PL
악몽	الكابوس	악몽	كَابُوس	N	N;NOM;DEF;SG
사본	نسخة	사본	نُسخَة	N	N;NOM;INDF;SG
사본	نسخ	사본	نُسخَة	N	N;NOM;INDF;SG
사본	نسخ	사본	نُسخَة	N	N;NOM;INDF;SG
사본	النسخ	사본	نُسخَة	N	N;NOM;DEF;PL
사본	المخطوطة	사본	مَخطُوط	N	N;NOM;DEF;SG
메모	المذكرة	메모	مُذَكِّرَة	N	N;NOM;DEF;SG
메모	مذكرة	메모	مُذَكِّرَة	N	N;NOM;INDF;SG
수축	تقلصات	수축	تَقَلُّص	N	N;NOM;INDF;PL
수축	انكماش	수축	اِنكِمَاش	N	N;NOM;INDF;SG
수축	الانكماش	수축	اِنكِمَاش	N	N;NOM;DEF;SG
릴리스	الافراج	릴리스	إِفرَاج	N	N;NOM;DEF;SG
릴리스	اصدارات	릴리스	إِصدَار	N	N;NOM;INDF;PL
릴리스	الاصدارات	릴리스	إِصدَار	N	N;NOM;DEF;PL
급여	مرتبات	급+여	مُرَتَّب	N	N;NOM;INDF;PL
급여	راتب	급+여	رَاتِب	N	N;NOM;INDF;SG
급여	الراتب	급+여	رَاتِب	N	N;NOM;DEF;SG
급여	المرتب	급+여	مَرتَب	N	N;NOM;DEF;SG
급여	مرتب	급+여	مَرتَب	N	N;NOM;INDF;SG
정상회의	قمة	정상회+의	قِمَّة	N	N;NOM;INDF;SG
정상회의	القمة	정상회+의	قِمَّة	N	N;NOM;DEF;SG
거북	سلحفاة	거북	سُلحَفَاة	N	N;NOM;INDF;SG
거북	السلحفاة	거북	سُلحَفَاة	N	N;NOM;DEF;SG
거북	السلاحف	거북	سَلَاحِف	N	N;NOM;DEF;PL
캡처	القبض	캡처	قَبض	N	N;NOM;DEF;SG
캡처	التقاط	캡처	اِلتِقَاط	N	N;NOM;INDF;SG
팩스	الفاكس	팩스	فَاكِس	N	N;NOM;DEF;SG
몸무게가	الوزن	몸무게+가	وَزن	N	N;NOM;DEF;SG
몸무게가	وزن	몸무게+가	وَزن	N	N;NOM;INDF;SG
방문자	زوار	방문자	زَارّ	N	N;NOM;INDF;PL
방문자	الزوار	방문자	زَوَار	N	N;NOM;DEF;PL
방문자	زيارات	방문자	زِيَارَة	N	N;NOM;INDF;PL
방문자	الزيارات	방문자	زِيَارَة	N	N;NOM;DEF;PL
끌기	اسحب	끌+기	أَسحَب	V	V;PFV;MASC;SG;3;ACT
반죽을	عجينة	반죽+을	عَجِينَة	N	N;NOM;INDF;SG
헬멧	الخوذة	헬멧	خَوذَة	N	N;NOM;DEF;SG
헬멧	خوذة	헬멧	خَوذَة	N	N;NOM;INDF;SG
사용됨	استعمل	사용+되+ㄴ	اِستَعمَل	V	V;PFV;MASC;SG;3;ACT
사용됨	استخدم	사용+되+ㄴ	اِستَخدَم	V	V;PFV;MASC;SG;3;ACT
사용됨	استخدمت	사용+되+ㄴ	اِستَخدَم	V	V;PFV;FEM;SG;3;PASS
사진작가	المصور	사진작가	المصور	N	N;NOM;DEF;SG
사진작가	مصور	사진작가	مُصَوِّر	N	N;NOM;INDF;SG
사진작가	المصورين	사진작가	مُصَوِّر	N	N;NOM;DEF;PL
기억해	اتذكر	기억+하+어	اِتَّذَك	V	V;PFV;MASC;SG;3;ACT
기억해	تتذكر	기억+하+어	تَذَكَّر	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
기억해	تذكروا	기억+하+어	تَذَكَّر	V	V;PFV;MASC;PL;3;ACT
기억해	تذكر	기억+하+어	ذَكَر	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
버블	فقاعة	버블	فِقَاعَة	N	N;NOM;INDF;SG
버블	الفقاعة	버블	فَقَّاع	N	N;NOM;DEF;SG
곡률	انحناء	곡률	اِنحِنَاء	N	N;NOM;INDF;SG
바늘	الابر	바늘	أَبر	N	N;NOM;DEF;PL
바늘	الابرة	바늘	أُبرَة	N	N;NOM;DEF;SG
바늘	ابرة	바늘	أُبرَة	N	N;NOM;INDF;SG
바늘	غرز	바늘	غَرز	N	N;NOM;INDF;SG
보복	القصاص	보복	قَصَاص	N	N;NOM;DEF;SG
의사결정	قرار	의사+결정	قَرَار	N	N;NOM;INDF;SG
의사결정	القرار	의사+결정	قَرَار	N	N;NOM;DEF;SG
마찰	الاحتكاك	마찰	اِحتِكَاك	N	N;NOM;DEF;SG
용지	الورقة	용지	وَرَقَة	N	N;NOM;DEF;SG
용지	ورق	용지	وَرَق	N	N;NOM;INDF;SG
용지	ورقة	용지	وَرَقَة	N	N;NOM;INDF;SG
용지	الورق	용지	وَرَق	N	N;NOM;DEF;SG
인턴	المتدربين	인턴	مُتَدَرِّب	N	N;NOM;DEF;PL
인턴	المتدرب	인턴	مُتَدَرِّب	N	N;NOM;DEF;SG
인턴	متدربة	인턴	مُتَدَرِّب	N	N;NOM;INDF;SG
인턴	متدرب	인턴	مُتَدَرِّب	N	N;NOM;INDF;SG
관용	التسامح	관용	تَسَامُح	N	N;NOM;DEF;SG
관용	تسامح	관용	سَامَح	N	N;NOM;INDF;SG
사교	الاختلاط	사교	اِختِلَاط	N	N;NOM;DEF;SG
염증	الالتهاب	염증	اِلتِهَاب	N	N;NOM;DEF;SG
염증	التهاب	염증	اِلتِهَاب	N	N;NOM;INDF;SG
염증	عدوى	염증	عَدوَى	N	N;NOM;INDF;SG
염증	العدوى	염증	عَدوَى	N	N;NOM;DEF;SG
보호자	الوصي	보호자	وَصي	N	N;NOM;DEF;SG
보호자	الحامية	보호자	حَامِي	N	N;NOM;DEF;SG
폴더	المجلد	폴더	مَجلَد	N	N;NOM;DEF;SG
폴더	مجلد	폴더	مُجَلَّد	N	N;NOM;INDF;SG
사기꾼	الاحتيال	사기꾼	اِحتِيَال	N	N;NOM;DEF;SG
사기꾼	غش	사기꾼	غَشّ	N	N;NOM;INDF;SG
사기꾼	محتال	사기꾼	مُحتَال	N	N;NOM;INDF;SG
사기꾼	احتيال	사기꾼	اِحتِيَال	N	N;NOM;INDF;SG
사기꾼	الغش	사기꾼	غِشّ	N	N;NOM;DEF;SG
승강기	رفع	승강기	رَفع	N	N;NOM;INDF;SG
승강기	المصعد	승강기	مَصعَد	N	N;NOM;DEF;SG
승강기	مصعد	승강기	مَصعَد	N	N;NOM;INDF;SG
낙타	جمل	낙타	جَمَل	N	N;NOM;INDF;SG
방침	السياسات	방침	سِيَاسَة	N	N;NOM;DEF;PL
방침	السياسة	방침	سِيَاسَة	N	N;NOM;DEF;SG
방침	سياسة	방침	سِيَاسَة	N	N;NOM;INDF;SG
공황	الفزع	공황	فَزَع	N	N;NOM;DEF;SG
공황	ذعر	공황	ذَعَر	N	N;NOM;INDF;SG
공황	الذعر	공황	ذِعر	N	N;NOM;DEF;SG
세제	منظف	세제	مَنظِف	N	N;NOM;INDF;SG
유도탄	صاروخ	유도탄	صَارُوخ	N	N;NOM;INDF;SG
유도탄	الصاروخ	유도탄	صَارُوخ	N	N;NOM;DEF;SG
유도탄	القذيفة	유도탄	قَذِيفَة	N	N;NOM;DEF;SG
유도탄	قذيفة	유도탄	قَذِيفَة	N	N;NOM;INDF;SG
변경됨	تغيرت	변경+되+ㄴ	تَغَيَّر	V	V;PFV;FEM;SG;3;ACT
쇠퇴	انخفاض	쇠퇴	اِنخِفَاض	N	N;NOM;INDF;SG
쇠퇴	انحدار	쇠퇴	اِنحِدَار	N	N;NOM;INDF;SG
쇠퇴	الانحدار	쇠퇴	اِنحِدَار	N	N;NOM;DEF;SG
배상	الجبر	배상	جَبر	N	N;NOM;DEF;SG
매듭	عقدة	매듭	عقدة	N	N;NOM;INDF;SG
머리카락이	الشعر	머리카락+이	شَعر	N	N;NOM;DEF;SG
압도적	ساحق	압도+적	سَاحِق	N	N;NOM;INDF;SG
시력	رؤية	시력	رُؤيَة	N	N;NOM;INDF;SG
시력	الرؤية	시력	رُؤيَة	N	N;NOM;DEF;SG
순례	حج	순례	حَجّ	N	N;NOM;INDF;SG
순례	الحج	순례	حَجّ	N	N;NOM;DEF;SG
타겟	جمهور	타산	جُمهُور	N	N;NOM;INDF;SG
타겟	الجمهور	타산	جُمهُور	N	N;NOM;DEF;SG
타겟	الجماهير	타산	جُمهُور	N	N;NOM;DEF;PL
타겟	هدف	타산	هَدَف	N	N;NOM;INDF;SG
타겟	الهدف	타산	هَدَف	N	N;NOM;DEF;SG
타겟	استهداف	타산	اِستِهدَاف	N	N;NOM;INDF;SG
타겟	اهداف	타산	هَدَف	N	N;NOM;INDF;PL
타겟	الاهداف	타산	هَدَف	N	N;NOM;DEF;PL
타겟	الغايات	타산	غَايَة	N	N;NOM;DEF;PL
동료들	الزملاء	동료+들	زَمِيل	N	N;NOM;DEF;PL
동료들	زملاء	동료+들	زَمِيل	N	N;NOM;INDF;PL
목격자	شهود	목격자	شَاهِد	N	N;NOM;INDF;PL
목격자	الشهود	목격자	شَاهِد	N	N;NOM;DEF;PL
목격자	الشاهد	목격자	شَاهِد	N	N;NOM;DEF;SG
노숙자	متشرد	노숙자	مُتَشَرِّد	N	N;NOM;INDF;SG
노숙자	مشرد	노숙자	مُشَرَّد	N	N;NOM;INDF;SG
노숙자	المشردين	노숙자	مُشَرَّد	N	N;NOM;DEF;PL
노숙자	التشرد	노숙자	تَشَرُّد	N	N;NOM;DEF;SG
노름	معيار	노름	مُعِير	N	N;NOM;INDF;SG
울타리	الاسوار	울타리	سُور	N	N;NOM;DEF;PL
울타리	السياج	울타리	سِيَاج	N	N;NOM;DEF;SG
울타리	سياج	울타리	سِيَاج	N	N;NOM;INDF;SG
울타리	السور	울타리	سُور	N	N;NOM;DEF;SG
검색어	استفسار	검색+어	اِستِفسَار	N	N;NOM;INDF;SG
존중	احترام	존중	اِحتِرَام	N	N;NOM;INDF;SG
존중	الاحترام	존중	اِحتِرَام	N	N;NOM;DEF;SG
셰프	الطهاة	셰프	طَهَاة	N	N;NOM;DEF;PL
지프	الجيب	지프	جَيب	N	N;NOM;DEF;SG
지프	جيب	지프	جيب	N	N;NOM;INDF;SG
영장	تفويض	영장	تَفوِيض	N	N;NOM;INDF;SG
조준	التصويب	조준	تَصوِيب	N	N;NOM;DEF;SG
식물학	نباتات	식물학	نَبَات	N	N;NOM;INDF;PL
식물학	النباتات	식물학	نَبَات	N	N;NOM;DEF;PL
식물학	النبات	식물학	نَبَات	N	N;NOM;DEF;SG
식물학	زرع	식물학	زَرع	N	N;NOM;INDF;SG
식물학	نبات	식물학	نَبَأ	N	N;NOM;INDF;PL
모순	تناقض	모순	نَاقَض	N	N;NOM;INDF;SG
모순	التناقض	모순	تَنَاقُض	N	N;NOM;DEF;SG
목욕탕	حمام	목욕탕	حمام	N	N;NOM;INDF;SG
목욕탕	الحمام	목욕탕	حَمَام	N	N;NOM;DEF;SG
검투사	مصارع	검투사	مَصرَعَة	N	N;NOM;INDF;SG
배포판	توزيع	배포판	تَوزِيع	N	N;NOM;INDF;SG
배포판	التوزيع	배포판	تَوزِيع	N	N;NOM;DEF;SG
배포판	توزيعات	배포판	تَوزِيع	N	N;NOM;INDF;PL
두통	الصداع	두통	صِدَاع	N	N;NOM;DEF;SG
두통	صداع	두통	صُدَاع	N	N;NOM;INDF;SG
두통	الصداع	두통	صِدَاع	N	N;NOM;DEF;SG
설문조사	الاستقصاءات	설문조사	اِستِقصَاء	N	N;NOM;DEF;PL
설문조사	استبيان	설문조사	اِستِبَان	N	N;NOM;INDF;SG
설문조사	المسح	설문조사	مُسَحِّ	N	N;NOM;DEF;SG
설문조사	استقصاء	설문조사	اِستِقصَاء	N	N;NOM;INDF;SG
설문조사	مسح	설문조사	مسح	N	N;NOM;INDF;SG
설문조사	استطلاعات	설문조사	اِستِطلَاع	N	N;NOM;INDF;PL
방법론	منهجية	방법론	مُنهَجِيّ	N	N;NOM;INDF;SG
방법론	المنهجية	방법론	مَنهَجِيّ	N	N;NOM;DEF;SG
방법론	المنهجيات	방법론	مُنهَجِي	N	N;NOM;DEF;PL
방법론	منهجيات	방법론	مُنهَج	N	N;NOM;INDF;PL
탄환	رصاصة	탄환	رصاصة	N	N;NOM;INDF;SG
탄환	الرصاصة	탄환	رَصَاصَة	N	N;NOM;DEF;SG
관절	المفاصل	관절	مُفَاصِل	N	N;NOM;DEF;PL
풍선	منطاد	풍선	مِنطَاد	N	N;NOM;INDF;SG
풍선	المنطاد	풍선	مِنطَاد	N	N;NOM;DEF;SG
풍선	البالون	풍선	بَالُون	N	N;NOM;DEF;SG
풍선	البالونات	풍선	بَالُون	N	N;NOM;DEF;PL
연휴	الاجازة	연휴	إِجَازَة	N	N;NOM;DEF;SG
연휴	اجازة	연휴	إِجَازَة	N	N;NOM;INDF;SG
연휴	العطلة	연휴	عُطلَة	N	N;NOM;DEF;SG
연휴	عطلة	연휴	عُطلَة	N	N;NOM;INDF;SG
연휴	العطلات	연휴	عَطَل	N	N;NOM;DEF;PL
연휴	الاجازات	연휴	إِجَازَة	N	N;NOM;DEF;PL
연휴	اعياد	연휴	عِيد	N	N;NOM;INDF;PL
연휴	الاعياد	연휴	إِعيَاد	N	N;NOM;DEF;SG
연휴	العطل	연휴	عَطل	N	N;NOM;DEF;SG
나침반	البوصلة	나침반	بُوصلَة	N	N;NOM;DEF;SG
나침반	بوصلة	나침반	بُوصلَة	N	N;NOM;INDF;SG
저장소	مخزن	저장소	مَخزَن	N	N;NOM;INDF;SG
저장소	المخزن	저장소	مَخزَن	N	N;NOM;DEF;SG
저장소	التخزين	저장소	تَخزِين	N	N;NOM;DEF;SG
저장소	تخزين	저장소	تَخزِين	N	N;NOM;INDF;SG
저장소	المستودع	저장소	مُستَودَع	N	N;NOM;DEF;SG
저장소	مستودع	저장소	مُستَودَع	N	N;NOM;INDF;SG
배제	الاقصاء	배제	قِصء	N	N;NOM;DEF;SG
배제	الاستبعاد	배제	اِستِبعَاد	N	N;NOM;DEF;SG
배제	استبعاد	배제	اِستِبعَاد	N	N;NOM;INDF;SG
배제	اقصاء	배제	قَصِيص	N	N;NOM;INDF;SG
갑판	الطوابق	갑판	طَابِق	N	N;NOM;DEF;PL
접시	صحن	접시	صَحن	N	N;NOM;INDF;SG
접시	الطبق	접시	طَبِيقَة	N	N;NOM;DEF;SG
접시	الصحن	접시	صَحن	N	N;NOM;DEF;SG
접시	طبق	접시	طَبَّق	N	N;NOM;INDF;SG
접시	صفيحة	접시	صَفِيح	N	N;NOM;INDF;SG
접시	الصحن	접시	صَحن	N	N;NOM;DEF;SG
접시	صحن	접시	صَحن	N	N;NOM;INDF;SG
접시	طبق	접시	طَبَّق	N	N;NOM;INDF;SG
접시	صحون	접시	صَحن	N	N;NOM;INDF;PL
접시	اطباق	접시	إِطبَاق	N	N;NOM;INDF;PL
접시	الصحون	접시	صَحن	N	N;NOM;DEF;PL
접시	الاطباق	접시	طِبقِيّ	N	N;NOM;DEF;PL
접시	الصحن	접시	صَحن	N	N;NOM;DEF;SG
자궁	الرحم	자궁	رَحم	N	N;NOM;DEF;SG
자궁	الرحم	자궁	رَحم	N	N;NOM;DEF;SG
억압	قمع	억압	قَمع	N	N;NOM;INDF;SG
억압	القمع	억압	قَمع	N	N;NOM;DEF;SG
조각상	النحت	조각상	نَحت	N	N;NOM;DEF;SG
조각상	تمثال	조각상	تِمثَال	N	N;NOM;INDF;SG
조각상	تماثيل	조각상	تِمثَال	N	N;NOM;INDF;PL
조각상	التماثيل	조각상	تَمثِيل	N	N;NOM;DEF;PL
조각상	تمثال	조각상	تِمثَال	N	N;NOM;INDF;SG
조각상	التمثال	조각상	تَمَثَّال	N	N;NOM;DEF;SG
상거래	تجارة	상거래	تِجَارَة	N	N;NOM;INDF;SG
상거래	التجارة	상거래	تِجَارَة	N	N;NOM;DEF;SG
복도	المدخل	복도	مَدخَل	N	N;NOM;DEF;SG
복도	الرواق	복도	رَوَاق	N	N;NOM;DEF;SG
메커니즘	اليات	메커니즘	آلِيَّة	N	N;NOM;DEF;PL
메커니즘	الاليات	메커니즘	أَلِيّ	N	N;NOM;DEF;PL
메커니즘	الالية	메커니즘	الالية	N	N;NOM;DEF;SG
메커니즘	الية	메커니즘	الية	N	N;NOM;DEF;SG
설교	الوعظ	설교	وَعظ	N	N;NOM;DEF;SG
설교	الوعظ	설교	وَعظ	N	N;NOM;DEF;SG
테러리즘	الارهاب	테러리즘	إِرهَاب	N	N;NOM;DEF;SG
테러리즘	ارهاب	테러리즘	ارهاب	N	N;NOM;INDF;SG
테러리즘	الارهاب	테러리즘	إِرهَاب	N	N;NOM;DEF;SG
테러리즘	ارهاب	테러리즘	ارهاب	N	N;NOM;INDF;SG
조식	فطور	조식	فَطّ	N	N;NOM;INDF;SG
조식	الافطار	조식	فِطر	N	N;NOM;DEF;SG
조식	الفطور	조식	فَطُور	N	N;NOM;DEF;SG
조식	افطار	조식	فَطر	N	N;NOM;INDF;SG
추산	تقديرات	추산	تَقدِير	N	N;NOM;INDF;PL
추산	التقديرات	추산	تَقدِير	N	N;NOM;DEF;PL
추산	التقدير	추산	تَقدِير	N	N;NOM;DEF;SG
추산	تقدير	추산	تَقدِير	N	N;NOM;INDF;SG
유기적	العضوية	유기+적	عُضوِيَّة	N	N;NOM;DEF;SG
유기적	عضوية	유기+적	عُضوِيَّة	N	N;NOM;INDF;SG
주름이	التجاعيد	주름+이	تَجعِيد	N	N;NOM;DEF;PL
나쁘다	سيئة	나쁘+다	سَيِّئ	ADJ	ADJ;NOM;INDF;FEM;SG
나쁘다	سيء	나쁘+다	سِيَّة	ADJ	ADJ;NOM;INDF;MASC;SG
나쁘다	سيئ	나쁘+다	سَيِّئ	ADJ	ADJ;NOM;INDF;MASC;SG
나쁘다	سئ	나쁘+다	سَأّ	ADJ	ADJ;NOM;INDF;MASC;SG
적위	الميلان	적위	مَيلَان	N	N;NOM;DEF;SG
적위	ديسمبر	적위	دِيسَمبِر	N	N;GEN;INDF;SG
트래픽	المرور	트래픽	مُرُور	N	N;NOM;DEF;SG
공부하기	يدرس	공부+하+기	دَرَس	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
배신	الخيانة	배신	خِيَانَة	N	N;NOM;DEF;SG
배신	خيانة	배신	خِيَانَة	N	N;NOM;INDF;SG
기질	التصرف	기질	تَصَرُّف	N	N;NOM;DEF;SG
의존	التبعية	의존	تَبعِيَة	N	N;NOM;DEF;SG
의존	الاعتماد	의존	اِعتِمَاد	N	N;NOM;DEF;SG
의존	التبعية	의존	تَبعِيَة	N	N;NOM;DEF;SG
의존	الاعتماد	의존	اِعتِمَاد	N	N;NOM;DEF;SG
의존	تبعية	의존	تَبعِيَة	N	N;NOM;INDF;SG
저작자	الاسناد	저작자	إِسنَاد	N	N;NOM;DEF;SG
저작자	اسناد	저작자	إِسنَاد	N	N;NOM;INDF;SG
타타르족	التتر	타타르족	تِترَة	N	N;NOM;DEF;SG
잠수	الغوص	잠수	غَوص	N	N;NOM;DEF;SG
잠수	الغطس	잠수	غَطس	N	N;NOM;DEF;SG
잠수	الغوص	잠수	غَوص	N	N;NOM;DEF;SG
결핍	استنفاد	결핍	استنفاد	N	N;NOM;INDF;SG
결핍	استنزاف	결핍	اِستِنزَاف	N	N;NOM;INDF;SG
폐허	الخراب	폐허	خَرَاب	N	N;NOM;DEF;SG
폐허	خراب	폐허	خراب	N	N;NOM;INDF;SG
비행선	المنطاد	비행선	مِنطَاد	N	N;NOM;DEF;SG
숙소	الاسكان	숙소	إِسكَان	N	N;NOM;DEF;SG
숙소	السكن	숙소	سَكَن	N	N;NOM;DEF;SG
숙소	سكن	숙소	سَكَن	N	N;NOM;INDF;SG
숙소	مساكن	숙소	مَسكَن	N	N;NOM;INDF;PL
숙소	المساكن	숙소	مَسكَن	N	N;NOM;DEF;PL
숙소	اسكان	숙소	إِسكَان	N	N;NOM;INDF;SG
빈도	التردد	빈도	تَرَدُّد	N	N;NOM;DEF;SG
빈도	تكرار	빈도	تَكرَار	N	N;NOM;INDF;SG
빈도	التكرار	빈도	تَكرَر	N	N;NOM;DEF;SG
빈도	تواتر	빈도	تَوَاتُر	N	N;NOM;INDF;SG
빈도	تردد	빈도	تَرَدُّد	N	N;NOM;INDF;SG
평판	سمعة	평판	سُمعَة	N	N;NOM;INDF;SG
평판	السمعة	평판	سُمعَة	N	N;NOM;DEF;SG
무용수	الراقصات	무용수	رَاقِصَة	N	N;NOM;DEF;PL
생쥐	الفئران	생쥐	فَئِير	N	N;NOM;DEF;DU
생쥐	الفارة	생쥐	فَارّ	N	N;NOM;DEF;SG
어레이	المصفوفة	어레이	مَصفُوف	N	N;NOM;DEF;SG
혜택	الاستحقاق	혜택	اِستِحقَاق	N	N;NOM;DEF;SG
혜택	استحقاق	혜택	اِستِحقَاق	N	N;NOM;INDF;SG
혜택	منفعة	혜택	منفعة	N	N;NOM;INDF;SG
혜택	استحقاقات	혜택	اِستِحقَاق	N	N;NOM;INDF;PL
혜택	الفوائد	혜택	فَائِدَة	N	N;NOM;DEF;PL
혜택	الاستحقاقات	혜택	اِستِحقَاق	N	N;NOM;DEF;PL
혜택	المنافع	혜택	مَنفَعَة	N	N;NOM;DEF;PL
혜택	فوائد	혜택	فَائِدَة	N	N;NOM;INDF;PL
혜택	الميزة	혜택	مِيزَة	N	N;NOM;DEF;SG
혜택	ميزة	혜택	مِيزَة	N	N;NOM;INDF;SG
혜택	مزية	혜택	مَزِيَّة	N	N;NOM;INDF;SG
난방	تسخين	난방	تَسخِين	N	N;NOM;INDF;SG
난방	تدفئة	난방	تَدفِئَة	N	N;NOM;INDF;SG
난방	التدفئة	난방	تَدفِئَة	N	N;NOM;DEF;SG
전문성	الخبرات	전문성	خِبرَة	N	N;NOM;DEF;PL
어댑터	محول	어댑터	مَحوَل	N	N;NOM;INDF;SG
표범	النمر	표범	نَمَر	N	N;NOM;DEF;SG
모음집	التشكيلات	모음집	تَشكِيل	N	N;NOM;DEF;PL
모음집	المجموعات	모음집	مَجمُوعَة	N	N;NOM;DEF;PL
모음집	مجموعات	모음집	مَجمُوعَة	N	N;NOM;INDF;PL
모음집	التحصيل	모음집	تَحصِيل	N	N;NOM;DEF;SG
모음집	مجموعة	모음집	مَجمُوعَة	N	N;NOM;INDF;SG
모음집	المجموعة	모음집	مَجمُوعَة	N	N;NOM;DEF;SG
모음집	تحصيل	모음집	تَحصِيل	N	N;NOM;INDF;SG
모음집	التحصيل	모음집	تَحصِيل	N	N;NOM;DEF;SG
호박	العنبر	호박	عُنبُر	N	N;NOM;DEF;SG
호박	القرع	호박	قُرعَة	N	N;NOM;DEF;SG
호박	اليقطين	호박	يَقط	N	N;NOM;DEF;SG
호박	الاسكواش	호박	سُكوَاش	N	N;NOM;DEF;SG
호박	القرعة	호박	قُرعَة	N	N;NOM;DEF;SG
호박	اليقطين	호박	يَقط	N	N;NOM;DEF;SG
호박	القرع	호박	قُرعَة	N	N;NOM;DEF;SG
문맥	سياق	문맥	سِيَاق	N	N;NOM;INDF;SG
문맥	السياق	문맥	سِيَاق	N	N;NOM;DEF;SG
루블	الروبل	루블	رُوبِل	N	N;NOM;DEF;SG
학점	النقاط	학점	نُقطَة	N	N;NOM;DEF;PL
학점	نقاط	학점	نُقطَة	N	N;NOM;INDF;PL
학점	الاعتمادات	학점	اِعتِمَاد	N	N;NOM;DEF;PL
설계자	مصمم	설계자	مُصمَم	N	N;NOM;INDF;SG
설계자	المصمم	설계자	مَصمَم	N	N;NOM;DEF;SG
옷이	ملابس	옷+이	مَلبَس	N	N;NOM;INDF;PL
옷이	الملابس	옷+이	مَلبَس	N	N;NOM;DEF;PL
쟁점	المسائل	쟁점	مَسأَلَة	N	N;NOM;DEF;PL
쟁점	قضايا	쟁점	قَضِيَّة	N	N;NOM;INDF;PL
쟁점	القضايا	쟁점	قَضِيَّة	N	N;NOM;DEF;PL
쟁점	مسائل	쟁점	مَسأَلَة	N	N;NOM;INDF;PL
쟁점	مشكلات	쟁점	مُشكِلَة	N	N;NOM;INDF;PL
지능형	ذكي	지능형	ذَكَى	N	N;NOM;INDF;SG
