con	с	con	с	ADP	ADP
democrática	демократической	democrático	демократический	ADJ;FEM;SG	ADJ;INS;FEM;SG
democrática	демократическая	democrático	демократический	ADJ;FEM;SG	ADJ;NOM;FEM;SG
marido	муж	marido	муж	N;MASC;SG	N;ANIM;NOM;MASC;SG
electrónica	электронная	electrónico	электронный	ADJ;FEM;SG	ADJ;NOM;FEM;SG
electrónica	электронное	electrónico	электронный	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
electrónica	электронный	electrónico	электронный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
herrera	эррера	herrera	эррер	N;FEM;SG	N;INAN;NOM;FEM;SG
buques	суда	buque	суд	N;MASC;PL	N;INAN;NOM;MASC;PL
buques	кораблей	buque	корабль	N;MASC;PL	N;INAN;GEN;MASC;PL
buques	корабли	buque	корабль	N;MASC;PL	N;INAN;NOM;MASC;PL
buques	суда	buque	суд	N;MASC;PL	N;INAN;NOM;MASC;PL
buques	сосуды	buque	сосуд	N;MASC;PL	N;INAN;NOM;MASC;PL
buques	судов	buque	суд	N;MASC;PL	N;INAN;GEN;MASC;PL
diccionario	словарь	diccionario	словарь	N;MASC;SG	N;INAN;NOM;MASC;SG
profesión	профессия	profesión	профессия	N;FEM;SG	N;INAN;NOM;FEM;SG
profesión	оккупация	profesión	оккупация	N;FEM;SG	N;INAN;NOM;FEM;SG
profesión	профессия	profesión	профессия	N;FEM;SG	N;INAN;NOM;FEM;SG
consigue	получить	conseguir	получить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
consulta	запрос	consulta	запрос	N;FEM;SG	N;INAN;NOM;MASC;SG
consulta	консультация	consulta	консультация	N;FEM;SG	N;INAN;NOM;FEM;SG
consulta	консультация	consulta	консультация	N;FEM;SG	N;INAN;NOM;FEM;SG
historiadores	историки	historiador	историк	N;MASC;PL	N;ANIM;NOM;MASC;PL
mitología	мифология	mitología	мифология	N;FEM;SG	N;INAN;NOM;FEM;SG
debate	обсуждение	debate	обсуждение	N;MASC;SG	N;INAN;NOM;NEUT;SG
debate	дискуссия	debate	дискуссия	N;MASC;SG	N;INAN;NOM;FEM;SG
perder	проиграть	perder	проиграть	V;NFIN	V;PFV;NFIN;ACT
perder	теряем	perder	терять	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
perder	проигрывать	perder	проигрывать	V;NFIN	V;IPFV;NFIN;ACT
perder	потерять	perder	терять	V;NFIN	V;PFV;NFIN;ACT
perder	проиграть	perder	проиграть	V;NFIN	V;PFV;NFIN;ACT
perder	потерять	perder	терять	V;NFIN	V;PFV;NFIN;ACT
componentes	компонентов	componente	компонент	N;MASC;PL	N;INAN;GEN;MASC;PL
componentes	компоненты	componente	компонент	N;MASC;PL	N;INAN;NOM;MASC;PL
belleza	красота	belleza	красота	N;FEM;SG	N;INAN;NOM;FEM;SG
descubre	обнаружить	descubrir	обнаружить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
descubre	обнаруживает	descubrir	обнаруживать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
personales	личные	personal	личный	ADJ;PL	ADJ;NOM;PL
ácido	кислота	ácido	кислота	N;MASC;SG	N;INAN;NOM;FEM;SG
infancia	детство	infancia	детство	N;FEM;SG	N;INAN;NOM;NEUT;SG
infancia	детства	infancia	детство	N;FEM;SG	N;INAN;NOM;NEUT;SG
líderes	лидеров	líder	лидер	N;PL	N;ANIM;GEN;MASC;PL
líderes	лидеры	líder	лидер	N;PL	N;ANIM;NOM;MASC;PL
líderes	руководители	líder	руководитель	N;PL	N;ANIM;NOM;MASC;PL
espacial	космической	espacial	космический	ADJ;SG	ADJ;INS;FEM;SG
predecesor	предшественника	predecesor	предшественник	N;MASC;SG	N;ANIM;ACC;MASC;SG
predecesor	предшественник	predecesor	предшественник	N;MASC;SG	N;ANIM;NOM;MASC;SG
oscuro	тёмный	oscuro	тёмный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
oscuro	темно	oscuro	темный	ADJ;MASC;SG	ADJ;NEUT;SG
oscuro	темная	oscuro	темный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
oscuro	тёмная	oscuro	темный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
verdadero	настоящий	verdadero	настоящий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
verdadero	настоящая	verdadero	настоящий	ADJ;MASC;SG	ADJ;NOM;FEM;SG
segundos	секунды	segundo	секунда	N;MASC;PL	N;INAN;NOM;FEM;PL
segundos	секунд	segundo	секунда	N;MASC;PL	N;INAN;GEN;FEM;PL
cañón	пушка	cañón	пушка	N;MASC;SG	N;INAN;NOM;FEM;SG
cañón	каньон	cañón	каньон	N;MASC;SG	N;INAN;NOM;MASC;SG
cañón	ствол	cañón	ствол	N;MASC;SG	N;INAN;NOM;MASC;SG
religioso	религиозное	religioso	религиозный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
religioso	религиозный	religioso	религиозный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
religioso	религиозная	religioso	религиозный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
net	нетто	net	нетто	N	N;INAN;NOM;MASC;SG
zamora	самора	zamora	самор	N;FEM;SG	N;ANIM;NOM;MASC;SG
relativamente	относительно	relativamente	относительно	ADV	ADV
columna	колонна	columna	колонна	N;FEM;SG	N;INAN;NOM;FEM;SG
columna	колонка	columna	колонка	N;FEM;SG	N;INAN;NOM;FEM;SG
columna	колонке	columna	колонка	N;FEM;SG	N;INAN;DAT;FEM;SG
columna	столбец	columna	столбец	N;FEM;SG	N;INAN;NOM;MASC;SG
columna	позвоночника	columna	позвоночник	N;FEM;SG	N;INAN;GEN;MASC;SG
columna	позвоночник	columna	позвоночник	N;FEM;SG	N;INAN;NOM;MASC;SG
danza	танец	danza	танец	N;FEM;SG	N;INAN;NOM;MASC;SG
veinte	двадцать	veinte	двадцать	NUM;PL	NUM;NOM
desarrolla	развивается	desarrollar	развиваться	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;MID
desarrolla	разрабатывает	desarrollar	разрабатывать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
desarrolla	развивает	desarrollar	развивать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
desarrolla	развить	desarrollar	развить	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
desarrolla	развивать	desarrollar	развивать	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
periodistas	журналисты	periodista	журналист	N;PL	N;ANIM;NOM;MASC;PL
periodistas	журналистов	periodista	журналист	N;PL	N;ANIM;ACC;MASC;PL
asunción	предположение	asunción	предположение	N;FEM;SG	N;INAN;NOM;NEUT;SG
asunción	допущение	asunción	допущение	N;FEM;SG	N;INAN;NOM;NEUT;SG
asunción	асунсьоне	asunción	асунсьон	N;FEM;SG	N;INAN;NOM;MASC;SG
fondos	фонды	fondo	фонд	N;MASC;PL	N;INAN;NOM;MASC;PL
fondos	средства	fondo	средства	N;MASC;PL	N;INAN;NOM;NEUT;PL
factores	факторы	factor	фактор	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	суда	barco	суд	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	кораблей	barco	корабль	N;MASC;PL	N;INAN;GEN;MASC;PL
barcos	корабли	barco	корабль	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	суда	barco	суд	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	сосуды	barco	сосуд	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	судов	barco	суд	N;MASC;PL	N;INAN;GEN;MASC;PL
barcos	катера	barco	катер	N;MASC;PL	N;INAN;NOM;MASC;PL
barcos	лодки	barco	лодка	N;MASC;PL	N;INAN;NOM;FEM;PL
salvo	кроме	salvo	кроме	ADP	ADP
chica	девочка	chica	девочка	N;FEM;SG	N;ANIM;NOM;FEM;SG
chica	девчонка	chica	девчонка	N;FEM;SG	N;ANIM;NOM;FEM;SG
chica	девушка	chica	девушка	N;FEM;SG	N;ANIM;NOM;FEM;SG
precio	прайс	precio	прайс	N;MASC;SG	N;INAN;NOM;MASC;SG
precio	цена	precio	цена	N;MASC;SG	N;INAN;NOM;FEM;SG
pensamiento	мысль	pensamiento	мысль	N;MASC;SG	N;INAN;NOM;FEM;SG
pensamiento	мышление	pensamiento	мышление	N;MASC;SG	N;INAN;NOM;NEUT;SG
leer	читайте	leer	читать	V;NFIN	V;IPFV;IMP;PL;2;FIN;ACT
leer	читай	leer	читай	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
leer	прочитать	leer	прочесть	V;NFIN	V;PFV;NFIN;ACT
leer	прочесть	leer	прочесть	V;NFIN	V;PFV;NFIN;ACT
leer	читать	leer	читать	V;NFIN	V;IPFV;NFIN;ACT
leer	читаем	leer	читать	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
leer	читаю	leer	читать	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
declaración	ведомость	declaración	ведомость	N;FEM;SG	N;INAN;NOM;FEM;SG
declaración	заявление	declaración	заявление	N;FEM;SG	N;INAN;NOM;NEUT;SG
declaración	декларация	declaración	декларация	N;FEM;SG	N;INAN;NOM;FEM;SG
declaración	заявление	declaración	заявление	N;FEM;SG	N;INAN;NOM;NEUT;SG
deportistas	спортсмены	deportista	спортсмен	N;PL	N;ANIM;NOM;MASC;PL
deportistas	спортсменов	deportista	спортсмен	N;PL	N;ANIM;GEN;MASC;PL
deportistas	спортсмены	deportista	спортсмен	N;PL	N;ANIM;NOM;MASC;PL
mala	плохо	malo	плохой	ADJ;FEM;SG	ADJ;NEUT;SG
mala	плохой	malo	плохой	ADJ;FEM;SG	ADJ;NOM;MASC;SG
mala	плохая	malo	плохой	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mala	мала	malo	маленький	ADJ;FEM;SG	ADJ;FEM;SG
argumento	заговор	argumento	заговор	N;MASC;SG	N;INAN;NOM;MASC;SG
argumento	участок	argumento	участок	N;MASC;SG	N;INAN;NOM;MASC;SG
argumento	сюжет	argumento	сюжет	N;MASC;SG	N;INAN;NOM;MASC;SG
argumento	аргумент	argumento	аргумент	N;MASC;SG	N;INAN;NOM;MASC;SG
argumento	довод	argumento	довод	N;MASC;SG	N;INAN;NOM;MASC;SG
portal	портал	portal	портать	N;MASC;SG	N;INAN;NOM;MASC;SG
portal	шлюз	portal	шлюз	N;MASC;SG	N;INAN;NOM;MASC;SG
médicos	врачей	médico	врач	N;MASC;PL	N;ANIM;GEN;MASC;PL
médicos	врачи	médico	врач	N;MASC;PL	N;ANIM;NOM;MASC;PL
médicos	доктора	médico	доктор	N;MASC;PL	N;ANIM;NOM;MASC;PL
médicos	врачей	médico	врач	N;MASC;PL	N;ANIM;GEN;MASC;PL
médicos	врачи	médico	врач	N;MASC;PL	N;ANIM;NOM;MASC;PL
sacerdote	священника	sacerdote	священник	N;MASC;SG	N;ANIM;ACC;MASC;SG
sacerdote	священник	sacerdote	священник	N;MASC;SG	N;ANIM;NOM;MASC;SG
night	ночи	night	ночь	N	N;INAN;NOM;FEM;PL
night	ночь	night	ночь	N	N;INAN;NOM;FEM;SG
cultivo	культура	cultivo	культура	N;MASC;SG	N;INAN;NOM;FEM;SG
cultivo	культивирование	cultivo	культивирование	N;MASC;SG	N;INAN;NOM;NEUT;SG
cultivo	выращивание	cultivo	выращивание	N;MASC;SG	N;INAN;NOM;NEUT;SG
cultivo	урожай	cultivo	урожай	N;MASC;SG	N;INAN;NOM;MASC;SG
económicas	экономические	económico	экономический	ADJ;FEM;PL	ADJ;NOM;PL
guion	сценарий	guion	сценарий	N;MASC;SG	N;INAN;NOM;MASC;SG
guion	сценарист	guion	сценарист	N;MASC;SG	N;ANIM;NOM;MASC;SG
guion	сценарий	guion	сценарий	N;MASC;SG	N;INAN;NOM;MASC;SG
regionales	региональные	regional	региональный	ADJ;PL	ADJ;NOM;PL
regionales	региональных	regional	региональный	ADJ;PL	ADJ;GEN;PL
rodrigo	родриго	rodrigo	родрий	N;MASC;SG	N;INAN;NOM;MASC;SG
arzobispo	архиепископ	arzobispo	архиепископ	N;MASC;SG	N;ANIM;NOM;MASC;SG
mancha	пятно	mancha	пятно	N;FEM;SG	N;INAN;NOM;NEUT;SG
conocidas	известные	conocido	известный	ADJ;FEM;PL;V.PTCP	ADJ;NOM;PL
inteligencia	интеллект	inteligencia	интеллект	N;FEM;SG	N;INAN;NOM;MASC;SG
inteligencia	разведка	inteligencia	разведка	N;FEM;SG	N;INAN;NOM;FEM;SG
inteligencia	разведки	inteligencia	разведка	N;FEM;SG	N;INAN;NOM;FEM;SG
envió	отправил	enviar	отправить	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
envió	отправила	enviar	отправить	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
envió	послал	enviar	послать	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
envió	отправлено	enviar	отправить	V;IND;SG;3;PST;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
baile	танец	baile	танец	N;MASC;SG	N;INAN;NOM;MASC;SG
disney	дисней	disney	диснь	N;MASC;SG	N;INAN;NOM;MASC;SG
relevante	актуально	relevante	актуальный	ADJ;SG	ADJ;NEUT;SG
paseo	поездка	paseo	поездка	N;MASC;SG	N;INAN;NOM;FEM;SG
paseo	прогулка	paseo	прогулка	N;MASC;SG	N;INAN;NOM;FEM;SG
albert	альберт	albert	альберт	N;SG	N;ANIM;NOM;MASC;SG
albert	альбер	albert	альбер	N;SG	N;ANIM;NOM;MASC;SG
menciona	упоминается	mencionar	упоминать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
menciona	упоминает	mencionar	упоминать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
menciona	упомянуть	mencionar	упомянуть	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
green	зелень	green	зелень	N;SG	N;INAN;NOM;FEM;SG
famosa	известная	famoso	известный	ADJ;FEM;SG	ADJ;NOM;FEM;SG
famosa	знаменитая	famoso	знаменитый	ADJ;FEM;SG	ADJ;NOM;FEM;SG
famosa	известный	famoso	известный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
famosa	знаменитый	famoso	знаменитый	ADJ;FEM;SG	ADJ;NOM;MASC;SG
obtiene	получает	obtener	получать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
romero	ромеро	romero	ромеро	N;MASC;SG	N;INAN;NOM;MASC;SG
romero	розмари	romero	розмарь	N;MASC;SG	N;ANIM;NOM;FEM;SG
espera	ждет	esperar	ждать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
compañías	компаниям	compañía	компания	N;FEM;PL	N;INAN;DAT;FEM;PL
compañías	компании	compañía	компания	N;FEM;PL	N;INAN;NOM;FEM;PL
compañías	компаний	compañía	компания	N;FEM;PL	N;INAN;GEN;FEM;PL
actuaciones	выступления	actuación	выступление	N;FEM;PL	N;INAN;NOM;NEUT;PL
reciente	недавнее	reciente	недавний	ADJ;SG	ADJ;NOM;NEUT;SG
intereses	интересы	interés	интерес	N;MASC;PL	N;INAN;NOM;MASC;PL
intereses	проценты	interés	процент	N;MASC;PL	N;INAN;NOM;MASC;PL
intereses	интересы	interés	интерес	N;MASC;PL	N;INAN;NOM;MASC;PL
senado	сенат	senado	сенат	N;MASC;SG	N;INAN;NOM;MASC;SG
senado	сенате	senado	сенат	N;MASC;SG	N;INAN;ESS;MASC;SG
johnson	джонсон	johnson	джонсон	N;MASC;SG	N;ANIM;NOM;MASC;SG
edward	эдвард	edward	эдвард	N;MASC;SG	N;ANIM;NOM;MASC;SG
edward	эдуард	edward	эдуард	N;MASC;SG	N;ANIM;NOM;MASC;SG
coros	хоры	coro	хоры	N;MASC;PL	N;INAN;NOM;MASC;PL
vicepresidente	порок	vicepresidente	порок	N;MASC;SG	N;INAN;NOM;MASC;SG
vicepresidente	вице	vicepresidente	вице	N;MASC;SG	N;ANIM;NOM;MASC;SG
plantillas	шаблоны	plantilla	шаблон	N;FEM;PL	N;INAN;NOM;MASC;PL
canarias	канарейки	canario	канарейка	N;FEM;PL	N;ANIM;NOM;FEM;PL
disputa	спор	disputa	спор	N;FEM;SG	N;INAN;NOM;MASC;SG
disputa	спора	disputa	спор	N;FEM;SG	N;INAN;GEN;MASC;SG
ave	птичка	ave	птичка	N;FEM;SG	N;INAN;NOM;FEM;SG
ave	бёрд	ave	бёрд	N;FEM;SG	N;INAN;NOM;MASC;SG
ave	птица	ave	птица	N;FEM;SG	N;ANIM;NOM;FEM;SG
astronómicos	астрономических	astronómico	астрономический	ADJ;MASC;PL	ADJ;GEN;PL
post	публикация	post	публикация	N;MASC;SG	N;INAN;NOM;FEM;SG
post	пост	post	пост	N;MASC;SG	N;INAN;NOM;MASC;SG
globo	шар	globo	шар	N;MASC;SG	N;INAN;NOM;MASC;SG
globo	шарик	globo	шарик	N;MASC;SG	N;INAN;NOM;MASC;SG
globo	глобус	globo	глобус	N;MASC;SG	N;INAN;NOM;MASC;SG
económicos	экономические	económico	экономический	ADJ;MASC;PL	ADJ;NOM;PL
aliados	союзников	aliado	союзник	N;MASC;PL	N;ANIM;GEN;MASC;PL
aliados	союзники	aliado	союзник	N;MASC;PL	N;ANIM;NOM;MASC;PL
aliados	союзников	aliado	союзник	N;MASC;PL	N;ANIM;GEN;MASC;PL
rally	ралли	rally	ралли	N;MASC;SG	N;INAN;NOM;NEUT;SG
rally	митинг	rally	митинг	N;MASC;SG	N;INAN;NOM;MASC;SG
detalles	детали	detalle	деталь	N;MASC;PL	N;INAN;NOM;FEM;PL
detalles	подробности	detalle	подробность	N;MASC;PL	N;INAN;NOM;FEM;PL
salto	прыжок	salto	прыжок	N;MASC;SG	N;INAN;NOM;MASC;SG
salto	прыжок	salto	прыжок	N;MASC;SG	N;INAN;NOM;MASC;SG
salto	хоп	salto	хоп	N;MASC;SG	N;INAN;NOM;MASC;SG
state	штат	state	штат	N	N;INAN;NOM;MASC;SG
state	состояние	state	состояние	N	N;INAN;NOM;NEUT;SG
state	государство	state	государство	N	N;INAN;NOM;NEUT;SG
bilbao	бильбао	bilbao	бильбао	N;MASC;SG	N;INAN;NOM;MASC;SG
colonial	колониальным	colonial	колониальный	ADJ;SG	ADJ;INS;MASC;SG
competiciones	соревнования	competición	соревнование	N;FEM;PL	N;INAN;NOM;NEUT;PL
competiciones	конкурсы	competición	конкурс	N;FEM;PL	N;INAN;NOM;MASC;PL
academy	академии	academy	академия	N	N;INAN;NOM;FEM;PL
academy	академия	academy	академия	N	N;INAN;NOM;FEM;SG
medina	медина	medina	медин	N;FEM;SG	N;INAN;NOM;FEM;SG
medina	медину	medina	медин	N;FEM;SG	N;INAN;ACC;FEM;SG
medina	медине	medina	медин	N;FEM;SG	N;INAN;DAT;MASC;SG
difusión	распространения	difusión	распространение	N;FEM;SG	N;INAN;GEN;NEUT;SG
difusión	распространение	difusión	распространение	N;FEM;SG	N;INAN;NOM;NEUT;SG
difusión	распространения	difusión	распространение	N;FEM;SG	N;INAN;GEN;NEUT;SG
difusión	трансляция	difusión	трансляция	N;FEM;SG	N;INAN;NOM;FEM;SG
difusión	вещание	difusión	вещание	N;FEM;SG	N;INAN;NOM;NEUT;SG
rio	река	rio	река	N;MASC;SG	N;INAN;NOM;FEM;SG
alcanza	достигает	alcanzar	достигать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ejecución	исполнение	ejecución	исполнение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ejecución	казнь	ejecución	казнь	N;FEM;SG	N;INAN;NOM;FEM;SG
ensayo	эссе	ensayo	эссе	N;MASC;SG	N;INAN;NOM;NEUT;SG
ensayo	сочинение	ensayo	сочинение	N;MASC;SG	N;INAN;NOM;NEUT;SG
ensayo	проверка	ensayo	проверка	N;MASC;SG	N;INAN;NOM;FEM;SG
ensayo	испытание	ensayo	испытание	N;MASC;SG	N;INAN;NOM;NEUT;SG
ensayo	тестирование	ensayo	тестирование	N;MASC;SG	N;INAN;NOM;NEUT;SG
ensayo	репетицию	ensayo	репетиция	N;MASC;SG	N;INAN;ACC;FEM;SG
ensayo	репетиция	ensayo	репетиция	N;MASC;SG	N;INAN;NOM;FEM;SG
ensayo	проверка	ensayo	проверка	N;MASC;SG	N;INAN;NOM;FEM;SG
ensayo	тест	ensayo	тест	N;MASC;SG	N;INAN;NOM;MASC;SG
ensayo	испытание	ensayo	испытание	N;MASC;SG	N;INAN;NOM;NEUT;SG
boston	бостон	boston	бостон	N;MASC;SG	N;INAN;NOM;MASC;SG
reglas	правил	regla	правило	N;FEM;PL	N;INAN;GEN;NEUT;PL
reglas	правила	regla	правило	N;FEM;PL	N;INAN;NOM;NEUT;PL
viernes	пятницу	viernes	пятница	N	N;INAN;ACC;FEM;SG
viernes	пятница	viernes	пятница	N	N;INAN;NOM;FEM;SG
viernes	пятницы	viernes	пятница	N	N;INAN;NOM;FEM;PL
viernes	пятницам	viernes	пятница	N	N;INAN;DAT;FEM;PL
suerte	счастливчик	suerte	счастливчик	N;FEM;SG	N;ANIM;NOM;MASC;SG
suerte	удача	suerte	удача	N;FEM;SG	N;INAN;NOM;FEM;SG
golfo	залив	golfo	залив	N;MASC;SG	N;INAN;NOM;MASC;SG
golfo	залива	golfo	залив	N;MASC;SG	N;INAN;GEN;MASC;SG
nobles	знати	noble	знать	N;PL	N;INAN;NOM;FEM;PL
augusto	аугусто	augusto	аугусто	N;MASC;SG	N;INAN;NOM;MASC;SG
augusto	август	augusto	август	N;MASC;SG	N;INAN;NOM;MASC;SG
tratar	попробуй	tratar	пробовать	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
tratar	попробовать	tratar	пробовать	V;NFIN	V;PFV;NFIN;ACT
tratar	попробуйте	tratar	пробовать	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
tratar	лечить	tratar	лечить	V;NFIN	V;IPFV;NFIN;ACT
yucatán	юкатан	yucatán	юкатан	N;MASC;SG	N;INAN;NOM;MASC;SG
mandato	мандат	mandato	мандат	N;MASC;SG	N;INAN;NOM;MASC;SG
trenes	поезда	tren	поезд	N;MASC;PL	N;INAN;NOM;MASC;PL
feria	ярмарка	feria	ярмарка	N;FEM;SG	N;INAN;NOM;FEM;SG
comida	питание	comida	питание	N;FEM;SG	N;INAN;NOM;NEUT;SG
comida	пища	comida	пища	N;FEM;SG	N;INAN;NOM;FEM;SG
comida	еды	comida	еда	N;FEM;SG	N;INAN;GEN;FEM;SG
comida	продовольствие	comida	продовольствие	N;FEM;SG	N;INAN;NOM;NEUT;SG
comida	еда	comida	еда	N;FEM;SG	N;INAN;NOM;FEM;SG
apellido	фамилия	apellido	фамилия	N;MASC;SG	N;INAN;NOM;FEM;SG
etapas	этапы	etapa	этап	N;FEM;PL	N;INAN;NOM;MASC;PL
etapas	этапах	etapa	этап	N;FEM;PL	N;INAN;ESS;MASC;PL
etapas	фазы	etapa	фаза	N;FEM;PL	N;INAN;NOM;FEM;PL
etapas	этапах	etapa	этап	N;FEM;PL	N;INAN;ESS;MASC;PL
etapas	стадии	etapa	стадия	N;FEM;PL	N;INAN;NOM;FEM;PL
etapas	этапы	etapa	этап	N;FEM;PL	N;INAN;NOM;MASC;PL
comunas	коммуны	comuna	коммун	N;FEM;PL	N;INAN;NOM;FEM;PL
comunas	общины	comuna	община	N;FEM;PL	N;INAN;NOM;FEM;PL
comunas	коммун	comuna	коммун	N;FEM;PL	N;INAN;GEN;FEM;PL
seguro	безопасно	seguro	безопасный	ADJ;MASC;SG	ADJ;NEUT;SG
seguro	безопасное	seguro	безопасный	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
seguro	уверен	seguro	уверенный	ADJ;MASC;SG	ADJ;MASC;SG
seguro	уверена	seguro	уверенный	ADJ;MASC;SG	ADJ;FEM;SG
fotos	фотографии	foto	фотография	N;FEM;PL	N;INAN;NOM;FEM;PL
fotos	фотографии	foto	фотография	N;FEM;PL	N;INAN;NOM;FEM;PL
fotos	рисунки	foto	рисунок	N;FEM;PL	N;INAN;NOM;MASC;PL
fotos	фотографии	foto	фотография	N;FEM;PL	N;INAN;NOM;FEM;PL
fotos	картинки	foto	картинка	N;FEM;PL	N;INAN;NOM;FEM;PL
amistad	дружбы	amistad	дружба	N;FEM;SG	N;INAN;GEN;FEM;SG
amistad	дружба	amistad	дружба	N;FEM;SG	N;INAN;NOM;FEM;SG
entra	входит	entrar	входить	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
entra	войти	entrar	войти	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
particularmente	особенно	particularmente	особенно	ADV	ADV
extranjeros	пришельцы	extranjero	пришелец	N;MASC;PL	N;ANIM;NOM;MASC;PL
extranjeros	инопланетяне	extranjero	инопланетянин	N;MASC;PL	N;ANIM;NOM;MASC;PL
extranjeros	иностранцы	extranjero	иностранец	N;MASC;PL	N;ANIM;NOM;MASC;PL
extranjeros	иностранцев	extranjero	иностранец	N;MASC;PL	N;ANIM;GEN;MASC;PL
extranjeros	иностранцы	extranjero	иностранец	N;MASC;PL	N;ANIM;NOM;MASC;PL
extranjeros	иностранцы	extranjero	иностранец	N;MASC;PL	N;ANIM;NOM;MASC;PL
extranjeros	иностранцев	extranjero	иностранец	N;MASC;PL	N;ANIM;GEN;MASC;PL
artillería	артиллерия	artillería	артиллерия	N;FEM;SG	N;INAN;NOM;FEM;SG
concentración	концентрация	concentración	концентрация	N;FEM;SG	N;INAN;NOM;FEM;SG
concentración	сосредоточение	concentración	сосредоточение	N;FEM;SG	N;INAN;NOM;NEUT;SG
concentración	фокус	concentración	фокус	N;FEM;SG	N;INAN;NOM;MASC;SG
concentración	внимание	concentración	внимание	N;FEM;SG	N;INAN;NOM;NEUT;SG
contar	рассчитывает	contar	рассчитывать	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
contar	считаю	contar	считать	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
contar	считать	contar	считать	V;NFIN	V;IPFV;NFIN;ACT
abrió	открыл	abrir	открыть	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
abrió	открыт	abrir	открыть	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;PST;V.PTCP;PASS
máquina	машина	máquina	машина	N;FEM;SG	N;INAN;NOM;FEM;SG
máquina	аппарат	máquina	аппарат	N;FEM;SG	N;INAN;NOM;MASC;SG
frecuentemente	часто	frecuentemente	часто	ADV	ADV
frecuentemente	нередко	frecuentemente	нередко	ADV	ADV
frecuentemente	часто	frecuentemente	часто	ADV	ADV
frecuentemente	зачастую	frecuentemente	зачастую	ADV	ADV
lagos	озер	lago	озеро	N;MASC;PL	N;INAN;GEN;NEUT;PL
lagos	озера	lago	озеро	N;MASC;PL	N;INAN;NOM;NEUT;PL
montes	горы	monte	гора	N;MASC;PL	N;INAN;NOM;FEM;PL
descriptiva	описательный	descriptivo	описательный	ADJ;FEM;SG	ADJ;NOM;MASC;SG
fruto	фрукт	fruto	фрукт	N;MASC;SG	N;INAN;NOM;MASC;SG
fruto	плод	fruto	плод	N;MASC;SG	N;INAN;NOM;MASC;SG
coche	машину	coche	машина	N;MASC;SG	N;INAN;ACC;FEM;SG
coche	автомобиль	coche	автомобиль	N;MASC;SG	N;INAN;NOM;MASC;SG
