une	egy	un	egy	DET;INDF;FEM;SG	DET;INDF
pratiques	gyakorlatok	pratique	gyakorlat	N;FEM;PL	N;NOM;PL
prévu	ütemezett	prévoir	ütemezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
prévu	tervezett	prévoir	tervezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
prévu	megtervezett	prévoir	megtervezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
procédure	eljárás	procédure	eljárás	N;FEM;SG	N;NOM;SG
dimensions	méretek	dimension	méret	N;FEM;PL	N;NOM;PL
dimensions	méretei	dimension	méretei	N;FEM;PL	N;NOM;PL
quart	negyedév	quart	negyedév	N;MASC;SG	N;NOM;SG
pertes	veszteségek	perte	veszteség	N;FEM;PL	N;NOM;PL
pertes	veszteségek	perte	veszteség	N;FEM;PL	N;NOM;PL
pertes	veszteségeket	perte	veszteség	N;FEM;PL	N;ACC;PL
pertes	áldozatok	perte	áldozat	N;FEM;PL	N;NOM;PL
ajoute	hozzáadása	ajouter	hozzáadás	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
ajoute	növeli	ajouter	növel	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
document	okmány	document	okmány	N;MASC;SG	N;NOM;SG
document	okirat	document	okirat	N;MASC;SG	N;NOM;SG
document	dokumentum	document	dokumentum	N;MASC;SG	N;NOM;SG
augmentation	növekedés	augmentation	növekedés	N;FEM;SG	N;NOM;SG
augmentation	növelése	augmentation	növelés	N;FEM;SG	N;NOM;SG
augmentation	emelkedés	augmentation	emelkedés	N;FEM;SG	N;NOM;SG
limites	korlátok	limite	korlát	N;FEM;PL	N;NOM;PL
limites	korlátozások	limite	korlátozás	N;FEM;PL	N;NOM;PL
limites	korlátok	limite	korlát	N;FEM;PL	N;NOM;PL
limites	korlátozások	limite	korlátozás	N;FEM;PL	N;NOM;PL
limites	határok	limite	határ	N;FEM;PL	N;NOM;PL
limites	határértékek	limite	határérték	N;FEM;PL	N;NOM;PL
limites	korlátok	limite	korlát	N;FEM;PL	N;NOM;PL
limites	határokat	limite	határ	N;FEM;PL	N;ACC;PL
limites	határok	limite	határ	N;FEM;PL	N;NOM;PL
limites	határokon	limite	határ	N;FEM;PL	N;ON+ESS;PL
qualification	végzettség	qualification	végzettség	N;FEM;SG	N;NOM;SG
qualification	minősítés	qualification	minősítés	N;FEM;SG	N;NOM;SG
qualification	képesítés	qualification	képesítés	N;FEM;SG	N;NOM;SG
condamné	elítélt	condamner	elítélt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
condamné	elítélt	condamner	elítélt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
condamné	elítélte	condamner	elítél	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
condamné	elítélt	condamner	elítélt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
condamné	elítélt	condamner	elítélt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conservé	megtartott	conserver	megtartott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
génie	géniusz	génie	géniusz	N;MASC;SG	N;NOM;SG
génie	zseni	génie	zseni	N;MASC;SG	N;NOM;SG
génie	mérnöki	génie	mérnöki	N;MASC;SG	N;NOM;SG
génie	dzsinn	génie	dzsinn	N;MASC;SG	N;NOM;SG
voitures	autókat	voiture	autó	N;FEM;PL	N;ACC;PL
voitures	autók	voiture	autó	N;FEM;PL	N;NOM;PL
voitures	kocsik	voiture	kocsik	N;FEM;PL	N;NOM;PL
démocrate	demokratikus	démocrate	demokratikus	N;MASC;SG	N;NOM;SG
démocrate	demokrata	démocrate	demokrata	N;MASC;SG	N;NOM;SG
démocrate	demokrata	démocrate	demokrata	N;MASC;SG	N;NOM;SG
plage	tengerpart	plage	tengerpart	N;FEM;SG	N;NOM;SG
plage	tengerparton	plage	tengerpart	N;FEM;SG	N;ON+ESS;SG
plage	strand	plage	strand	N;FEM;SG	N;NOM;SG
plage	tengerpart	plage	tengerpart	N;FEM;SG	N;NOM;SG
drame	dráma	drame	dráma	N;MASC;SG	N;NOM;SG
drame	tragédia	drame	tragédia	N;MASC;SG	N;NOM;SG
entretien	karbantartó	entretien	karbantartó	N;MASC;SG	N;NOM;SG
entretien	karbantartás	entretien	karbantartás	N;MASC;SG	N;NOM;SG
entretien	interjú	entretien	interjú	N;MASC;SG	N;NOM;SG
vide	üresen	vide	üres	ADJ;MASC;SG	ADJ;FRML;SG
vide	üresen	vide	üres	ADJ;MASC;SG	ADJ;FRML;SG
musiciens	zenészek	musicien	zenész	N;MASC;PL	N;NOM;PL
accepte	elfogadja	accepter	el+fogad	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
accepte	elfogad	accepter	el+fogad	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
accepte	elfogadni	accepter	el+fogad	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
revenir	visszatér	revenir	visszatér	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
handball	kézilabda	handball	kézilabda	N;MASC;SG	N;NOM;SG
chiffre	számjegy	chiffre	számjegy	N;MASC;SG	N;NOM;SG
chiffre	figura	chiffre	figura	N;MASC;SG	N;NOM;SG
chiffre	ábra	chiffre	áb	N;MASC;SG	N;NOM;SG
windows	windows	window	windows	N;MASC;SG	N;NOM;SG
canon	ágyú	canon	ágyú	N;MASC;SG	N;NOM;SG
canon	hordó	canon	hordó	N;MASC;SG	N;NOM;SG
canon	canon	canon	canon	N;MASC;SG	N;NOM;SG
canon	dögös	canon	dögös	N;MASC;SG	N;NOM;SG
collections	gyűjtemények	collection	gyűjtemény	N;FEM;PL	N;NOM;PL
organisée	szervezett	organiser	szervezett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
organisée	rendezett	organiser	rendezett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
organisée	szervezett	organiser	szervezett	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
initiale	kezdeti	initial	kezdeti	ADJ;FEM;SG	ADJ;NOM;SG
sculpture	szobor	sculpture	szobor	N;FEM;SG	N;NOM;SG
chance	esélyt	chance	esély	N;FEM;SG	N;ACC;SG
chance	esély	chance	esély	N;FEM;SG	N;NOM;SG
attendre	vár	attendre	vár	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
attendre	várunk	attendre	vár	V;NFIN	V;INDF;IND;PL;1;PRS;FIN;ACT
attendre	várok	attendre	vár	V;NFIN	V;INDF;IND;SG;1;PRS;FIN;ACT
destruction	pusztulás	destruction	pusztulás	N;FEM;SG	N;NOM;SG
destruction	pusztítás	destruction	pusztítás	N;FEM;SG	N;NOM;SG
destruction	megsemmisítés	destruction	megsemmisítés	N;FEM;SG	N;NOM;SG
auvergne	auvergne	auvergner	auverg	N;FEM;SG	N;NOM;SG
enregistrement	felvétel	enregistrement	felvétel	N;MASC;SG	N;NOM;SG
enregistrement	rögzítés	enregistrement	rögzítés	N;MASC;SG	N;NOM;SG
enregistrement	nyilvántartásba	enregistrement	nyilvántartás	N;MASC;SG	N;IN+ALL;SG
enregistrement	regisztráció	enregistrement	regisztráció	N;MASC;SG	N;NOM;SG
trafic	közlekedés	trafic	közlekedés	N;MASC;SG	N;NOM;SG
trafic	forgalom	trafic	forgalom	N;MASC;SG	N;NOM;SG
trafic	dugó	trafic	dugó	N;MASC;SG	N;NOM;SG
trafic	kereskedés	trafic	kereskedés	N;MASC;SG	N;NOM;SG
auto	automatikus	auto	automatikus	N;MASC;SG	N;NOM;SG
spécifique	specifikus	spécifique	specifikus	ADJ;MASC;SG	ADJ;NOM;SG
peau	bőre	peau	bő	N;FEM;SG	N;NOM;SG
peau	bőr	peau	bőr	N;FEM;SG	N;NOM;SG
duo	duett	duo	dun	N;MASC;SG	N;NOM;SG
espaces	terek	espace	terek	N;MASC;PL	N;NOM;PL
acide	savat	acide	sóvat	N;MASC;SG	N;ACC;SG
acide	sav	acide	sav	N;MASC;SG	N;NOM;SG
poule	tyúk	poule	tyúk	N;FEM;SG	N;NOM;SG
poule	csirke	poule	csirke	N;FEM;SG	N;NOM;SG
poule	tyúk	poule	tyúk	N;FEM;SG	N;NOM;SG
technologie	technológia	technologie	technológia	N;FEM;SG	N;NOM;SG
technologie	technika	technologie	technika	N;FEM;SG	N;NOM;SG
intègre	integrálja	intégrer	integrál	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
saut	ugrás	saut	ugrás	N;MASC;SG	N;NOM;SG
enceinte	várandós	enceinte	várandós	N;FEM;SG	N;NOM;SG
enceinte	vemhes	enceinte	vemhes	N;FEM;SG	N;NOM;SG
enceinte	kamra	enceinte	kamra	N;FEM;SG	N;NOM;SG
conservation	megőrzése	conservation	megőrzés	N;FEM;SG	N;NOM;SG
régulière	rendszeresen	régulier	rendszeres	ADJ;FEM;SG	ADJ;FRML;SG
centres	központok	centre	központ	N;MASC;PL	N;NOM;PL
centres	központok	centre	központ	N;MASC;PL	N;NOM;PL
ministres	miniszterek	ministre	miniszter	N;MASC;PL	N;NOM;PL
urbain	városi	urbain	városi	ADJ;MASC;SG	ADJ;NOM;SG
préfet	prefektus	préfet	prefektus	N;MASC;SG	N;NOM;SG
essentiel	elengedhetetlen	essentiel	elengedhetetlen	ADJ;MASC;SG	ADJ;NOM;SG
assure	biztosítja	assurer	biztosít	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
laboratoire	laboratórium	laboratoire	laboratórium	N;MASC;SG	N;NOM;SG
laboratoire	laboratórium	laboratoire	laboratórium	N;MASC;SG	N;NOM;SG
laboratoire	labor	laboratoire	labor	N;MASC;SG	N;NOM;SG
distingue	megkülönbözteti	distinguer	megkülönböztet	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
primaire	elsődleges	primaire	elsődleges	ADJ;MASC;SG	ADJ;NOM;SG
wiki	wiki	wiki	wiki	N;MASC;SG	N;NOM;SG
équipage	legénység	équipage	legénység	N;MASC;SG	N;NOM;SG
équipage	személyzet	équipage	személyzet	N;MASC;SG	N;NOM;SG
tuer	gyilkol	tuer	gyilkol	V;NFIN	V;INDF;IND;SG;3;PRS;FIN;ACT
tuer	megölni	tuer	meg+öl	V;NFIN	V;NFIN;ACT
tuer	ölj	tuer	ölj	V;NFIN	V;DEF;IMP;SG;2;PRS;FIN;ACT
adapté	átalakított	adapter	átalakított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bulletin	hírlevél	bulletin	hírlevél	N;MASC;SG	N;NOM;SG
impression	ujjlenyomat	impression	ujjlenyom	N;FEM;SG	N;NOM;SG
impression	nyomtatás	impression	nyomtatás	N;FEM;SG	N;NOM;SG
impression	benyomást	impression	benyomás	N;FEM;SG	N;ACC;SG
impression	benyomás	impression	benyomás	N;FEM;SG	N;NOM;SG
impression	nyomda	impression	nyomda	N;FEM;SG	N;NOM;SG
impression	nyomtatás	impression	nyomtatás	N;FEM;SG	N;NOM;SG
conséquence	következmény	conséquence	következmény	N;FEM;SG	N;NOM;SG
conséquence	következménye	conséquence	következmény	N;FEM;SG	N;NOM;SG
visible	látható	visible	látható	ADJ;MASC;SG	ADJ;NOM;SG
habitat	élőhely	habitat	élőhely	N;MASC;SG	N;NOM;SG
souris	egér	souris	egér	N;FEM;SG	N;NOM;SG
photographe	fotós	photographe	fotós	N;MASC;SG	N;NOM;SG
photographe	fényképész	photographe	fényképész	N;MASC;SG	N;NOM;SG
autoroute	autópálya	autoroute	autópály	N;FEM;SG	N;NOM;SG
autoroute	főút	autoroute	főú	N;FEM;SG	N;NOM;SG
autoroute	országút	autoroute	országú	N;FEM;SG	N;NOM;SG
autoroute	autópálya	autoroute	autópály	N;FEM;SG	N;NOM;SG
ponts	hidak	pont	híd	N;MASC;PL	N;NOM;PL
ponts	hidakat	pont	híd	N;MASC;PL	N;ACC;PL
vérité	igazság	vérité	igazság	N;FEM;SG	N;NOM;SG
assistant	asszisztens	assistant	asszisztens	N;MASC;SG	N;NOM;SG
assistant	mágus	assistant	mágus	N;MASC;SG	N;NOM;SG
assistant	varázsló	assistant	varázsló	N;MASC;SG	N;NOM;SG
satellite	műhold	satellite	műhold	N;MASC;SG	N;NOM;SG
samedi	szombaton	samedi	szombat	N;MASC;SG	N;ON+ESS;SG
samedi	szombat	samedi	szombat	N;MASC;SG	N;NOM;SG
moindre	kisebb	moindre	kis	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
exécution	kivégzés	exécution	kivégzés	N;FEM;SG	N;NOM;SG
exécution	végrehajtás	exécution	végrehajtás	N;FEM;SG	N;NOM;SG
exécution	kivitelezés	exécution	kivitelezés	N;FEM;SG	N;NOM;SG
boîte	láda	boîte	lád	N;FEM;SG	N;NOM;SG
boîte	doboz	boîte	doboz	N;FEM;SG	N;NOM;SG
rôles	szerepei	rôle	szerep	N;MASC;PL	N;NOM;PL
intermédiaire	közbenső	intermédiaire	közbenső	N;MASC;SG	N;NOM;SG
distinctions	díjak	distinction	díj	N;FEM;PL	N;NOM;PL
remarque	megjegyzés	remarque	megjegyzés	N;FEM;SG	N;NOM;SG
remarque	jegyzet	remarque	jegyzet	N;FEM;SG	N;NOM;SG
remarque	értesítés	remarque	értesítés	N;FEM;SG	N;NOM;SG
remarque	közlemény	remarque	közlemény	N;FEM;SG	N;NOM;SG
remarque	észre	remarque	ész	N;FEM;SG	N;ON+ALL;SG
thèmes	témák	thème	téma	N;MASC;PL	N;NOM;PL
thèmes	témák	thème	téma	N;MASC;PL	N;NOM;PL
gares	állomások	gare	állomás	N;FEM;PL	N;NOM;PL
installation	telepítés	installation	telepítés	N;FEM;SG	N;NOM;SG
installation	létesítmény	installation	létesítmény	N;FEM;SG	N;NOM;SG
installation	telepítés	installation	telepítés	N;FEM;SG	N;NOM;SG
installation	telepítése	installation	telepítés	N;FEM;SG	N;NOM;SG
rapports	jelentések	rapport	jelentés	N;MASC;PL	N;NOM;PL
rapports	jelentések	rapport	jelentés	N;MASC;PL	N;NOM;PL
rapports	beszámolók	rapport	beszámoló	N;MASC;PL	N;NOM;PL
circulation	közlekedés	circulation	közlekedés	N;FEM;SG	N;NOM;SG
circulation	forgalom	circulation	forgalom	N;FEM;SG	N;NOM;SG
circulation	dugó	circulation	dugó	N;FEM;SG	N;NOM;SG
tournage	forgatás	tournage	forgatás	N;MASC;SG	N;NOM;SG
tournage	lövöldözés	tournage	lövöldözés	N;MASC;SG	N;NOM;SG
tournage	lövés	tournage	lövés	N;MASC;SG	N;NOM;SG
tournage	forgatás	tournage	forgatás	N;MASC;SG	N;NOM;SG
pierres	kövek	pierre	köv	N;FEM;PL	N;NOM;PL
pierres	kövek	pierre	köv	N;FEM;PL	N;NOM;PL
pierres	sziklák	pierre	szik	N;FEM;PL	N;NOM;PL
patronyme	vezetéknév	patronyme	vezeték	N;MASC;SG	N;NOM;SG
histoires	történetek	histoire	történet	N;FEM;PL	N;NOM;PL
histoires	történeteket	histoire	történet	N;FEM;PL	N;ACC;PL
histoires	mesék	histoire	mesék	N;FEM;PL	N;NOM;PL
histoires	bejegyzések	histoire	bejegyzés	N;FEM;PL	N;NOM;PL
équivalent	egyenértékű	équivalent	egyenértékű	ADJ;MASC;SG	ADJ;NOM;SG
phrase	mondat	phrase	mondat	N;FEM;SG	N;NOM;SG
phrase	kifejezés	phrase	kifejezés	N;FEM;SG	N;NOM;SG
phrase	ítélet	phrase	ítélet	N;FEM;SG	N;NOM;SG
phrase	mondat	phrase	mondat	N;FEM;SG	N;NOM;SG
récompense	jutalmat	récompense	jutalom	N;FEM;SG	N;ACC;SG
récompense	jutalom	récompense	jutalom	N;FEM;SG	N;NOM;SG
récompense	jutalom	récompense	jutalom	N;FEM;SG	N;NOM;SG
récompense	díj	récompense	díj	N;FEM;SG	N;NOM;SG
récompense	díjat	récompense	díjat	N;FEM;SG	N;ACC;SG
lancement	kilövés	lancement	kilövés	N;MASC;SG	N;NOM;SG
lancement	kilövés	lancement	kilövés	N;MASC;SG	N;NOM;SG
lancement	indítás	lancement	indítás	N;MASC;SG	N;NOM;SG
patron	patron	patron	patron	N;MASC;SG	N;NOM;SG
patron	főnök	patron	főnök	N;MASC;SG	N;NOM;SG
conçu	fogant	concevoir	fogant	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conçu	tervezett	concevoir	tervezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conçu	megtervezett	concevoir	megtervezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
structures	struktúrák	structure	struktúra	N;FEM;PL	N;NOM;PL
structures	szerkezetek	structure	szerkezet	N;FEM;PL	N;NOM;PL
culturelle	kulturális	culturel	kulturális	ADJ;FEM;SG	ADJ;NOM;SG
aviation	repülés	aviation	repülés	N;FEM;SG	N;NOM;SG
aviation	légiközlekedés	aviation	légiközlekedés	N;FEM;SG	N;NOM;SG
journaux	lapok	journal	lap	N;MASC;PL	N;NOM;PL
journaux	újságok	journal	újság	N;MASC;PL	N;NOM;PL
chrétiens	keresztények	chrétien	keresztény	N;MASC;PL	N;NOM;PL
chrétiens	keresztények	chrétien	keresztény	N;MASC;PL	N;NOM;PL
syndicat	szakszervezet	syndicat	szakszervezet	N;MASC;SG	N;NOM;SG
syndicat	szindikátus	syndicat	szindikátus	N;MASC;SG	N;NOM;SG
menace	fenyegetés	menace	fenyegetés	N;FEM;SG	N;NOM;SG
menace	fenyegetés	menace	fenyegetés	N;FEM;SG	N;NOM;SG
poursuite	vádemelés	poursuite	vádemelés	N;FEM;SG	N;NOM;SG
poursuite	ügyészség	poursuite	ügyészség	N;FEM;SG	N;NOM;SG
poursuite	büntetőeljárás	poursuite	büntetőeljárás	N;FEM;SG	N;NOM;SG
poursuite	törekvés	poursuite	törekvés	N;FEM;SG	N;NOM;SG
poursuite	üldözés	poursuite	üldözés	N;FEM;SG	N;NOM;SG
lot	tétel	lot	tétel	N;MASC;SG	N;NOM;SG
lot	tétel	lot	tétel	N;MASC;SG	N;NOM;SG
débit	áramlás	débit	áramlás	N;MASC;SG	N;NOM;SG
débit	forgalma	débit	forgalom	N;MASC;SG	N;NOM;SG
débit	bitráta	débit	bitráta	N;MASC;SG	N;NOM;SG
débit	betéti	débit	betéti	N;MASC;SG	N;NOM;SG
employé	alkalmazott	employer	alkalmazott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
manifestations	tüntetések	manifestation	tüntetés	N;FEM;PL	N;NOM;PL
installé	beépített	installer	beépített	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
installé	telepített	installer	telepít	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
conserver	megőrizni	conserver	megőriz	V;NFIN	V;NFIN;ACT
manga	manga	manga	manga	N;MASC;SG	N;NOM;SG
conseils	tanácsok	conseil	tanács	N;MASC;PL	N;NOM;PL
conseils	tippek	conseil	tippek	N;MASC;PL	N;NOM;PL
conseils	tanácsok	conseil	tanács	N;MASC;PL	N;NOM;PL
bases	alapokat	base	alap	N;FEM;PL	N;ACC;PL
bases	alapok	base	alap	N;FEM;PL	N;NOM;PL
bases	bázisok	base	bázis	N;FEM;PL	N;NOM;PL
industrielle	ipari	industriel	ipari	ADJ;FEM;SG	ADJ;NOM;SG
diamètre	átmérője	diamètre	átmérő	N;MASC;SG	N;NOM;SG
diamètre	átmérő	diamètre	átmérő	N;MASC;SG	N;NOM;SG
peintures	festékek	peinture	festék	N;FEM;PL	N;NOM;PL
peintures	festmények	peinture	festmény	N;FEM;PL	N;NOM;PL
invasion	invázió	invasion	invázió	N;FEM;SG	N;NOM;SG
adversaire	ellenfél	adversaire	ellenfél	N;MASC;SG	N;NOM;SG
adversaire	ellenfele	adversaire	ellenfele	N;MASC;SG	N;NOM;SG
individus	magánszemélyek	individu	magánszemély	N;MASC;PL	N;NOM;PL
individus	egyének	individu	egyén	N;MASC;PL	N;NOM;PL
blessés	sérültek	blesser	sérül	V;MASC;PL;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
blessés	sérültek	blesser	sérül	V;MASC;PL;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
conscience	lelkiismeret	conscience	lelkiismer	N;FEM;SG	N;NOM;SG
conscience	tudatosság	conscience	tudatosság	N;FEM;SG	N;NOM;SG
conscience	tudatosság	conscience	tudatosság	N;FEM;SG	N;NOM;SG
conscience	tudat	conscience	tudat	N;FEM;SG	N;NOM;SG
conscience	eszméletét	conscience	eszmélet	N;FEM;SG	N;ACC;SG
conscience	tudata	conscience	tudat	N;FEM;SG	N;NOM;SG
maîtres	mesterek	maître	mester	N;MASC;PL	N;NOM;PL
représenté	képviselte	représenter	képvisel	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
expositions	kiállítások	exposition	kiállítás	N;FEM;PL	N;NOM;PL
lion	oroszlán	lion	oroszlán	N;MASC;SG	N;NOM;SG
peur	félelem	peur	félelem	N;FEM;SG	N;NOM;SG
administratif	igazgatási	administratif	igazgatási	ADJ;MASC;SG	ADJ;NOM;SG
peuples	népek	peuple	nép	N;MASC;PL	N;NOM;PL
nomination	jelölés	nomination	jelölés	N;FEM;SG	N;NOM;SG
nomination	jelölést	nomination	jelölés	N;FEM;SG	N;ACC;SG
nomination	kinevezés	nomination	kinevezés	N;FEM;SG	N;NOM;SG
nomination	időpont	nomination	időpont	N;FEM;SG	N;NOM;SG
crime	bűntett	crime	bűntett	N;MASC;SG	N;NOM;SG
crime	bűncselekmény	crime	bűncselekmény	N;MASC;SG	N;NOM;SG
crime	bűnözés	crime	bűnözés	N;MASC;SG	N;NOM;SG
crime	bűn	crime	bűn	N;MASC;SG	N;NOM;SG
crime	bűntény	crime	bűntény	N;MASC;SG	N;NOM;SG
crime	bűncselekmény	crime	bűncselekmény	N;MASC;SG	N;NOM;SG
respect	tiszteletet	respect	tisztelet	N;MASC;SG	N;ACC;SG
respect	tisztelet	respect	tisztelet	N;MASC;SG	N;NOM;SG
respect	megfelelőség	respect	megfelelőség	N;MASC;SG	N;NOM;SG
respect	megfeleltetés	respect	megfeleltetés	N;MASC;SG	N;NOM;SG
chiffres	számadatok	chiffre	számadat	N;MASC;PL	N;NOM;PL
chiffres	számok	chiffre	szám	N;MASC;PL	N;NOM;PL
chiffres	figurák	chiffre	figura	N;MASC;PL	N;NOM;PL
chiffres	számok	chiffre	szám	N;MASC;PL	N;NOM;PL
sœurs	nővérek	sœur	nő	N;FEM;PL	N;NOM;PL
sœurs	testvérek	sœur	testvér	N;FEM;PL	N;NOM;PL
bientôt	hamarosan	bientôt	hamarosan	ADV	ADV
vendredi	pénteken	vendredi	pént	N;MASC;SG	N;ON+ESS;SG
spéciale	speciális	spécial	speciális	ADJ;FEM;SG	ADJ;NOM;SG
commentaire	megjegyzés	commentaire	megjegyzés	N;MASC;SG	N;NOM;SG
commentaire	kommentár	commentaire	kommentár	N;MASC;SG	N;NOM;SG
véhicule	járművel	véhicule	jármű	N;MASC;SG	N;INS;SG
véhicule	jármű	véhicule	jármű	N;MASC;SG	N;NOM;SG
véhicule	gépjármű	véhicule	gépjármű	N;MASC;SG	N;NOM;SG
densité	sűrűség	densité	sűrűség	N;FEM;SG	N;NOM;SG
densité	sűrűsége	densité	sűrűség	N;FEM;SG	N;NOM;SG
transfert	átvitel	transfert	átvitel	N;MASC;SG	N;NOM;SG
transfert	transzfer	transfert	transzfer	N;MASC;SG	N;NOM;SG
transfert	transzfer	transfert	transzfer	N;MASC;SG	N;NOM;SG
blessé	sérült	blesser	sérül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessé	megsérült	blesser	meg+sérül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessé	sérült	blesser	sérül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessé	sebesült	blesser	sebesül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessé	bántani	blesser	bánt	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
blessé	megsérült	blesser	meg+sérül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
annoncé	bejelentette	annoncer	be+jelent	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
annoncé	bejelentett	annoncer	bejelent	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
annoncé	meghirdetett	annoncer	meghirdetett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
annoncé	hirdetett	annoncer	hirdet	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
annoncé	meghirdetett	annoncer	meghirdetett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
aile	szárnyat	aile	szárny	N;FEM;SG	N;ACC;SG
aile	szárnya	aile	szárny	N;FEM;SG	N;NOM;SG
aile	szárny	aile	szárny	N;FEM;SG	N;NOM;SG
carré	tér	carré	tér	N;MASC;SG	N;NOM;SG
dimension	dimenzió	dimension	dimenzió	N;FEM;SG	N;NOM;SG
lit	ágyban	lit	ágy	N;MASC;SG	N;IN+ESS;SG
lit	ágyat	lit	ágyat	N;MASC;SG	N;ACC;SG
lit	ágy	lit	ágy	N;MASC;SG	N;NOM;SG
floride	floridában	floride	florida	N;FEM;SG	N;IN+ESS;SG
floride	floridába	floride	florida	N;FEM;SG	N;IN+ALL;SG
servi	szolgálta	servir	szolgál	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
servi	szolgált	servir	szolgál	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
milliers	ezrek	millier	ezer	N;MASC;PL	N;NOM;PL
dirigeant	uralkodó	dirigeant	uralkodó	N;MASC;SG	N;NOM;SG
détroit	detroitban	détroit	detroit	N;MASC;SG	N;IN+ESS;SG
mémoires	emlékiratait	mémoire	emlékirat	N;MASC;PL	N;ACC;PL
mémoires	emlékek	mémoire	emlék	N;MASC;PL	N;NOM;PL
préparation	elkészítése	préparation	elkészítés	N;FEM;SG	N;NOM;SG
préparation	előkészítés	préparation	előkészítés	N;FEM;SG	N;NOM;SG
préparation	felkészülés	préparation	felkészülés	N;FEM;SG	N;NOM;SG
préparation	készítmény	préparation	készítmény	N;FEM;SG	N;NOM;SG
préparation	felkészülés	préparation	felkészülés	N;FEM;SG	N;NOM;SG
chronologie	kronológia	chronologie	kronológia	N;FEM;SG	N;NOM;SG
chronologie	idővonal	chronologie	idővonal	N;FEM;SG	N;NOM;SG
minimum	legkisebb	minimum	kevés	ADJ;MASC;SG	ADJ;NOM;RL;SG
nécessaires	szükségesek	nécessaire	szükséges	ADJ;MASC;PL	ADJ;NOM;PL
bibliographie	bibliográfia	bibliographie	bibliográfia	N;FEM;SG	N;NOM;SG
faute	hibám	faute	hibám	N;FEM;SG	N;NOM;SG
poème	vers	poème	vers	N;MASC;SG	N;NOM;SG
