bija	بود	būt	بود#باش	V;FH;IND;3;POS;PST;FIN;ACT	V;SG;3;PST
dārza	باغ	dārzs	باغ	N;GEN;MASC;SG	N;SG
dārza	گاردن	dārzs	گاردن	N;GEN;MASC;SG	N;SG
dārza	بهشت	dārzs	بهشت	N;GEN;MASC;SG	N;SG
luiss	لویی	luiss	لویی	N;NOM;MASC;SG	N;SG
luiss	لوئی	luiss	لوئی	N;NOM;MASC;SG	N;SG
luiss	لویس	luiss	لویس	N;NOM;MASC;SG	N;SG
ainavu	عرضی	ainava	عرضی	N;ACC;FEM;SG	N;SG
ainavu	منظره	ainava	منظره	N;ACC;FEM;SG	N;SG
preces	کالاهای	prece	کالا	N;NOM;FEM;PL	N;PL
preces	اجناس	prece	اجناس	N;NOM;FEM;PL	N;PL
preces	کالاها	prece	کالا	N;NOM;FEM;PL	N;PL
preces	کالاها	prece	کالا	N;NOM;FEM;PL	N;PL
mēģinājums	تلاش	mēģinājums	تلاش	N;NOM;MASC;SG	N;SG
mēģinājums	تلاش	mēģinājums	تلاش	N;NOM;MASC;SG	N;SG
mēģinājums	تمرین	mēģinājums	تمرین	N;NOM;MASC;SG	N;SG
vēstules	حروف	vēstule	حرف	N;NOM;FEM;PL	N;PL
vēstules	پیامها	vēstule	پیام	N;NOM;FEM;PL	N;PL
ieguvējs	برنده	ieguvējs	برنده	N;NOM;MASC;SG	N;SG
lidostas	فرودگاههای	lidosta	فرودگاه	N;NOM;FEM;PL	N;PL
lidostas	فرودگاهها	lidosta	فرودگاه	N;NOM;FEM;PL	N;PL
raķetes	موشکها	raķete	موشک	N;NOM;FEM;PL	N;PL
augstienes	بلندیهای	augstiene	بلندی	N;NOM;FEM;PL	N;PL
vācietis	آلمان	vācietis	آلمان	N;NOM;MASC;SG	N;SG
vācietis	آلمانی	vācietis	آلمانی	N;NOM;MASC;SG	N;SG
izplatība	توزیع	izplatība	توزیع	N;NOM;FEM;SG	N;SG
izplatība	شیوع	izplatība	شیوع	N;NOM;FEM;SG	N;SG
autore	مؤلف	autore	مؤلف	N;NOM;FEM;SG	N;SG
autore	نویسندۀ	autore	نویسندۀ	N;NOM;FEM;SG	N;SG
autore	نویسنده	autore	نویسنده	N;NOM;FEM;SG	N;SG
lietotāji	کاربران	lietotājs	کاربر	N;NOM;MASC;PL	N;PL
izstāde	نمایشگاه	izstāde	نمایشگاه	N;NOM;FEM;SG	N;SG
skatītāji	حضار	skatītājs	حضار	N;NOM;MASC;PL	N;PL
skatītāji	تماشاچیان	skatītājs	تماشاچی	N;NOM;MASC;PL	N;PL
skatītāji	تماشاگران	skatītājs	تماشاگر	N;NOM;MASC;PL	N;PL
skatītāji	بینندگان	skatītājs	None	N;NOM;MASC;PL	N;PL
skatītāji	بازدیدکنندگان	skatītājs	بازدیدکننده	N;NOM;MASC;PL	N;PL
pozīcija	موضع	pozīcija	موضع	N;NOM;FEM;SG	N;SG
pozīcija	موقعیت	pozīcija	موقعیت	N;NOM;FEM;SG	N;SG
spalvas	پرهای	spalva	پر	N;NOM;FEM;PL	N;PL
skaidri	آشکارا	skaidri	آشکارا	ADV	ADV
mašīnas	دستگاهها	mašīna	دستگاه	N;NOM;FEM;PL	N;PL
mašīnas	ماشینها	mašīna	ماشین	N;NOM;FEM;PL	N;PL
ziedi	گلها	zieds	گل	N;NOM;MASC;PL	N;PL
londona	لندن	londons	لندن	N;NOM;FEM;SG	N;SG
londona	london	londons	None	N;NOM;FEM;SG	N;SG
moduļa	پیمانه	moduļa	پیمانه	N;GEN;MASC;SG	N;SG
moduļa	ماژول	moduļa	ماژول	N;GEN;MASC;SG	N;SG
iezīmes	ویژگیها	iezīme	ویژگی	N;NOM;FEM;PL	N;PL
iezīmes	ویژگیهای	iezīme	ویژگی	N;NOM;FEM;PL	N;PL
ķīmija	chemistry	ķīmija	chemistry	N;NOM;FEM;SG	N;SG
ķīmija	شیمی	ķīmija	شیمی	N;NOM;FEM;SG	N;SG
ahl	اهل	ahl	اهل	N	N;SG
izmēri	ابعاد	izmēre	بعد	N;NOM;MASC;PL	N;PL
senators	سناتور	senators	سناتور	N;NOM;MASC;SG	N;SG
virsotne	apex	virsotne	apex	N;NOM;FEM;SG	N;SG
kongress	کنگره	kongress	کنگره	N;NOM;MASC;SG	N;SG
gulbis	ماکیان	gulbis	ماکی	N;NOM;MASC;SG	N;SG
gulbis	قویی	gulbis	قویی	N;NOM;MASC;SG	N;SG
gulbis	قو	gulbis	قو	N;NOM;MASC;SG	N;SG
gulbis	سوان	gulbis	سوان	N;NOM;MASC;SG	N;SG
malu	لبه	mala	لبه	N;ACC;FEM;SG	N;SG
malu	اج	mala	اج	N;ACC;FEM;SG	N;SG
malu	لبۀ	mala	لبۀ	N;ACC;FEM;SG	N;SG
instrumentu	ساز	instruments	ساز	N;ACC;MASC;SG	N;SG
priežu	پاین	priezs	پاین	N;ACC;MASC;SG	N;SG
priežu	کاج	priezs	کاج	N;ACC;MASC;SG	N;SG
sākotnējā	آغازین	sākotnēja	None	ADJ;ESS;FEM;SG	ADJ
sākotnējā	اصلی	sākotnēja	اصلی	ADJ;ESS;FEM;SG	ADJ
siltuma	گرما	siltums	None	N;GEN;MASC;SG	N;SG
siltuma	حرارت	siltums	حرارت	N;GEN;MASC;SG	N;SG
siltuma	گرمای	siltums	None	N;GEN;MASC;SG	N;SG
vienotība	همبستگی	vienotība	همبستگی	N;NOM;FEM;SG	N;SG
vienotība	وحدت	vienotība	وحدت	N;NOM;FEM;SG	N;SG
vienotība	اتحاد	vienotība	اتحاد	N;NOM;FEM;SG	N;SG
alas	غارهای	ala	غار	N;NOM;FEM;PL	N;PL
alas	غارها	ala	غار	N;NOM;FEM;PL	N;PL
studijā	studio	studija	studio	N;ESS;FEM;SG	N;SG
studijā	استودیو	studija	استودیو	N;ESS;FEM;SG	N;SG
studijā	استدیو	studija	استدیو	N;ESS;FEM;SG	N;SG
pretinieku	حریفی	pretinieks	حریف	N;ACC;MASC;SG	N;SG
pretinieku	رقیب	pretinieks	رقیب	N;ACC;MASC;SG	N;SG
pretinieku	حریف	pretinieks	حریف	N;ACC;MASC;SG	N;SG
vadītāji	مربیان	vadītājs	مربی	N;NOM;MASC;PL	N;PL
vadītāji	رهبران	vadītājs	رهبر	N;NOM;MASC;PL	N;PL
vadītāji	رانندگان	vadītājs	راننده	N;NOM;MASC;PL	N;PL
okeāns	اقیانوس	okeāns	None	N;NOM;MASC;SG	N;SG
okeāns	اقیانوسی	okeāns	اقیانوسی	N;NOM;MASC;SG	N;SG
anglija	انگلستان	anglija	انگلستان	N;NOM;FEM;SG	N;SG
anglija	انگلیس	anglija	انگلیس	N;NOM;FEM;SG	N;SG
trase	مدار	trase	مدار	N;NOM;FEM;SG	N;SG
trase	circuit	trase	circuit	N;NOM;FEM;SG	N;SG
ģimnāzija	زورخانه	ģimnāzija	زورخانه	N;NOM;FEM;SG	N;SG
div	div	div	div	N;NOM;MASC;SG	N;SG
nacistu	نازی	nacist	نازی	N;ACC;MASC;SG	N;SG
mākslinieki	هنرمندان	mākslinieks	هنرمند	N;NOM;MASC;PL	N;PL
lidmašīna	هواپیمای	lidmašīna	هواپیما	N;NOM;FEM;SG	N;SG
lidmašīna	هواپیمای	lidmašīna	هواپیما	N;NOM;FEM;SG	N;SG
lidmašīna	هواپیمایی	lidmašīna	هواپیمایی	N;NOM;FEM;SG	N;SG
lidmašīna	هواپیما	lidmašīna	هواپیما	N;NOM;FEM;SG	N;SG
lidmašīna	جت	lidmašīna	جت	N;NOM;FEM;SG	N;SG
lidmašīna	طیاره	lidmašīna	طیاره	N;NOM;FEM;SG	N;SG
skābekļa	اکسیژن	skābeklis	اکسیژن	N;GEN;MASC;SG	N;SG
stars	پرتو	stars	None	N;NOM;MASC;SG	N;SG
operators	اپراتور	operators	اپراتور	N;NOM;MASC;SG	N;SG
operators	عملگر	operators	عملگر	N;NOM;MASC;SG	N;SG
personām	اشخاص	persona	شخص	N;DAT;FEM;PL	N;PL
virsnieki	ماموران	virsnieks	None	N;NOM;MASC;PL	N;PL
virsnieki	افسران	virsnieks	افسر	N;NOM;MASC;PL	N;PL
patiesībā	راستش	patiesība	راستش	N;ESS;FEM;SG	N;SG
brāli	برادر	brālis	برادر	N;ACC;MASC;SG	N;SG
brāli	داداش	brālis	داداش	N;ACC;MASC;SG	N;SG
signālu	انتن	signāls	انتن	N;ACC;MASC;SG	N;SG
signālu	سیگنال	signāls	سیگنال	N;ACC;MASC;SG	N;SG
signālu	علامت	signāls	None	N;ACC;MASC;SG	N;SG
mežā	وودز	mežs	وودز	N;ESS;MASC;SG	N;SG
igaunija	استونی	igaunija	استونی	N;NOM;FEM;SG	N;SG
mazie	کوچک	mazs	کوچک	ADJ;NOM;MASC;PL	ADJ
klostera	صومعه	klosteris	صومعه	N;GEN;MASC;SG	N;SG
mazas	کوچک	maza	کوچک	ADJ;NOM;FEM;PL	ADJ
virziens	قبله	virziens	قبله	N;NOM;MASC;SG	N;SG
virziens	محور	virziens	محور	N;NOM;MASC;SG	N;SG
fabrika	کارخانه	fabrika	کارخانه	N;NOM;FEM;SG	N;SG
spēcīga	قوی	spēcīga	قوی	ADJ;NOM;FEM;SG	ADJ
ekonomikā	اقتصاد	ekonomika	اقتصاد	N;ESS;FEM;SG	N;SG
maksimālais	حداکثر	maksimāls	حداکثر	ADJ;NOM;MASC;SG	ADJ
bērnībā	کودکی	bērnība	None	N;ESS;FEM;SG	N;SG
bērnībā	بچگی	bērnība	بچگی	N;ESS;FEM;SG	N;SG
seši	شش	seši	شش	NUM;NOM;MASC;PL	NUM
seši	شیش	seši	شیش	NUM;NOM;MASC;PL	NUM
zemestrīce	زلزله	zemestrīce	زلزله	N;NOM;FEM;SG	N;SG
lasīt	بخوان	lasīt	None	V;POS;NFIN	V;IMP;SG;2
lasīt	خوانده	lasīt	خواند#خوان	V;POS;NFIN	V;SG;3;V.PTCP
lasīt	بخوانند	lasīt	خواند#خوان	V;POS;NFIN	V;SBJV;PL;3;PRS
lasīt	بخوانید	lasīt	خواند#خوان	V;POS;NFIN	V;SBJV;PL;2;PRS
īru	ایرلند	īrs	ایرلند	N;NOM;MASC;SG	N;SG
īru	ایرلندی	īrs	ایرلندی	N;NOM;MASC;SG	N;SG
balsošanas	رای	balsošana	None	N;NOM;FEM;SG	N;SG
nākotnē	future	nākotne	future	N;ESS;FEM;SG	N;SG
nākotnē	آینده	nākotne	آینده	N;ESS;FEM;SG	N;SG
revolūcija	انقلابی	revolūcija	انقلاب	N;NOM;FEM;SG	N;SG
revolūcija	انقلاب	revolūcija	انقلاب	N;NOM;FEM;SG	N;SG
mazs	کوچک	mazs	کوچک	ADJ;NOM;MASC;SG	ADJ
mazs	کم	mazs	کم	ADJ;NOM;MASC;SG	ADJ
sabrukuma	آوار	sabrukums	آور	N;GEN;MASC;SG	N;SG
sabrukuma	فروپاشی	sabrukums	فروپاشی	N;GEN;MASC;SG	N;SG
sākotnējais	آغازین	sākotnējs	None	ADJ;NOM;MASC;SG	ADJ
sākotnējais	اصلی	sākotnējs	اصلی	ADJ;NOM;MASC;SG	ADJ
divdesmit	بیست	divdesmit	بیست	NUM;PL	NUM
dzīvniekus	جانوران	dzīvnieks	جانور	N;ACC;MASC;PL	N;PL
dzīvniekus	حیوانات	dzīvnieks	حیوان	N;ACC;MASC;PL	N;PL
gals	نکته	gals	نکته	N;NOM;MASC;SG	N;SG
gals	نوک	gals	None	N;NOM;MASC;SG	N;SG
gals	انعام	gals	انعام	N;NOM;MASC;SG	N;SG
fotogrāfija	عکس	fotogrāfija	عکس	N;NOM;FEM;SG	N;SG
fotogrāfija	عکاسی	fotogrāfija	عکاسی	N;NOM;FEM;SG	N;SG
fotogrāfija	photography	fotogrāfija	photography	N;NOM;FEM;SG	N;SG
fotogrāfija	عکسبرداری	fotogrāfija	عکسبرداری	N;NOM;FEM;SG	N;SG
kopa	خوشه	kopt	خوشه	N;NOM;FEM;SG	N;SG
kopa	تنظیم	kopt	تنظیم	N;NOM;FEM;SG	N;SG
dzinējs	موتور	dzinējs	موتور	N;NOM;MASC;SG	N;SG
ādu	پوست	āda	پوست	N;ACC;FEM;SG	N;SG
ādu	پوستی	āda	پوستی	N;ACC;FEM;SG	N;SG
arguments	حجت	arguments	None	N;NOM;MASC;SG	N;SG
arguments	برهان	arguments	برهان	N;NOM;MASC;SG	N;SG
arguments	استدلال	arguments	استدلال	N;NOM;MASC;SG	N;SG
pastāvīgi	دائماً	pastāvīgi	دائماً	ADV	ADV
pastāvīgi	دائما	pastāvīgi	دائما	ADV	ADV
koki	درختان	koks	درخت	N;NOM;MASC;PL	N;PL
koki	درختها	koks	درخت	N;NOM;MASC;PL	N;PL
piecus	پنج	pieci	پنج	NUM;ACC;MASC;PL	NUM
debess	آسمانی	debess	آسمانی	N;NOM;FEM;SG	N;SG
svarīga	مهم	svarīga	مهم	ADJ;NOM;FEM;SG	ADJ
biezums	ضخامت	biezums	ضخامت	N;NOM;MASC;SG	N;SG
protokols	دقیقه	protokols	دقیقه	N;NOM;MASC;SG	N;SG
protokols	قرارداد	protokols	قرارداد	N;NOM;MASC;SG	N;SG
protokols	پروتکل	protokols	پروتکل	N;NOM;MASC;SG	N;SG
apkalpe	سرنشین	apkalpe	سرنشین	N;NOM;FEM;SG	N;SG
apkalpe	خدمه	apkalpe	خدمه	N;NOM;FEM;SG	N;SG
albumus	آلبومهای	albums	آلبوم	N;ACC;MASC;PL	N;PL
ieraksti	پستها	ierakste	پست	N;NOM;MASC;PL	N;PL
priekšrocības	مزایای	priekšrocība	مزایا	N;NOM;FEM;PL	N;PL
priekšrocības	مزایا	priekšrocība	None	N;NOM;FEM;PL	N;PL
senāta	سنا	senāt	سنا	N;NOM;MASC;SG	N;SG
senāta	سنای	senāt	سنا	N;NOM;MASC;SG	N;SG
kaulu	استخوان	kauls	استخوان	N;ACC;MASC;SG	N;SG
torni	تاور	tornis	تاور	N;ACC;MASC;SG	N;SG
torni	برج	tornis	برج	N;ACC;MASC;SG	N;SG
varonis	قهرمان	varonis	قهرمان	N;NOM;MASC;SG	N;SG
varonis	پهلوان	varonis	None	N;NOM;MASC;SG	N;SG
konferencē	کنفرانس	konference	کنفرانس	N;ESS;FEM;SG	N;SG
konferencē	همایش	konference	همایش	N;ESS;FEM;SG	N;SG
melni	سیاه	melns	سیاه	ADJ;NOM;MASC;PL	ADJ
dzintars	امبر	dzintars	امبر	N;NOM;MASC;SG	N;SG
dzintars	آمبر	dzintars	آمبر	N;NOM;MASC;SG	N;SG
dzintars	کهربا	dzintars	کهربا	N;NOM;MASC;SG	N;SG
nedēļā	هفته	nedēļa	هفته	N;ESS;FEM;SG	N;SG
nedēļā	هفتۀ	nedēļa	هفتۀ	N;ESS;FEM;SG	N;SG
nedēļā	هفتگی	nedēļa	هفتگی	N;ESS;FEM;SG	N;SG
zāli	چمن	zāle	None	N;ACC;FEM;SG	N;SG
zāli	چمنی	zāle	چمنی	N;ACC;FEM;SG	N;SG
zāli	علف	zāle	None	N;ACC;FEM;SG	N;SG
komunistu	کمونیست	komunists	None	N;ACC;MASC;SG	N;SG
komunistu	کمونیستی	komunists	None	N;ACC;MASC;SG	N;SG
šoseja	آزادراه	šoseja	آزادراه	N;NOM;FEM;SG	N;SG
šoseja	بزرگراه	šoseja	بزرگراه	N;NOM;FEM;SG	N;SG
šoseja	اتوبان	šoseja	None	N;NOM;FEM;SG	N;SG
šoseja	بزرگراه	šoseja	بزرگراه	N;NOM;FEM;SG	N;SG
corporation	کورپوریشن	corporation	کورپوریشن	N;NOM;MASC	N;SG
zivīm	ماهیان	zivs	ماهیان	N;DAT;FEM;PL	N;PL
domēna	دامنه	domēns	None	N;NOM;MASC;SG	N;SG
ražot	بیاورند	ražot	آورد#آور	V;POS;NFIN	V;SBJV;PL;3;PRS
vēsturiskā	تاریخی	vēsturiska	تاریخی	ADJ;NOM;FEM;SG	ADJ
medicīna	دارو	medicīna	دارو	N;NOM;FEM;SG	N;SG
medicīna	طب	medicīna	طب	N;NOM;FEM;SG	N;SG
medicīna	پزشکی	medicīna	پزشکی	N;NOM;FEM;SG	N;SG
kameras	دوربینها	kamera	دوربین	N;NOM;FEM;PL	N;PL
krūmu	بوته	krūms	بوته	N;ACC;MASC;SG	N;SG
krūmu	بوش	krūms	بوش	N;ACC;MASC;SG	N;SG
pāra	زوج	pāra	زوج	N;NOM;FEM;SG	N;SG
pāra	جفت	pāra	None	N;NOM;FEM;SG	N;SG
pāra	زوجی	pāra	None	N;NOM;FEM;SG	N;SG
pāra	زوج	pāra	زوج	N;NOM;FEM;SG	N;SG
augums	قامت	augums	قامت	N;NOM;MASC;SG	N;SG
augums	ارتفاعی	augums	ارتفاعی	N;NOM;MASC;SG	N;SG
augums	بلندی	augums	بلندی	N;NOM;MASC;SG	N;SG
augums	ارتفاع	augums	ارتفاع	N;NOM;MASC;SG	N;SG
augums	height	augums	height	N;NOM;MASC;SG	N;SG
līdzekļi	منابع	līdzeklis	منبع	N;NOM;MASC;PL	N;PL
dzimtene	میهن	dzimtene	میهن	N;NOM;FEM;SG	N;SG
dot	بده	dot	داد#ده	V;POS;NFIN	V;IMP;SG;2
varianti	مشتقات	variants	مشتقه	N;NOM;MASC;PL	N;PL
stāsti	داستانها	stāsts	داستان	N;NOM;MASC;PL	N;PL
biroja	اداره	birojs	اداره	N;GEN;MASC;SG	N;SG
biroja	دفتر	birojs	دفتر	N;GEN;MASC;SG	N;SG
kandidāts	کاندید	kandidāts	کاند#کان	N;NOM;MASC;SG	N;SG
kandidāts	نامزد	kandidāts	نامزد	N;NOM;MASC;SG	N;SG
kandidāts	کاندیدای	kandidāts	کاندیدا	N;NOM;MASC;SG	N;SG
novados	شهرستانهای	novads	شهرستان	N;ESS;MASC;PL	N;PL
leftarm	leftarm	leftarm	leftarm	N;NOM;MASC;SG	N;SG
molekulas	مولکولها	molekula	مولکول	N;NOM;FEM;PL	N;PL
molekulas	مولکولهای	molekula	مولکول	N;NOM;FEM;PL	N;PL
daļiņas	ذرات	daļiņa	None	N;NOM;FEM;PL	N;PL
daļiņas	ذرات	daļiņa	None	N;NOM;FEM;PL	N;PL
saite	پیوند	saite	پیوند	N;NOM;FEM;SG	N;SG
saite	لینک	saite	لینک	N;NOM;FEM;SG	N;SG
platforma	سکوی	platforma	سکوی	N;NOM;FEM;SG	N;SG
platforma	سکو	platforma	سکو	N;NOM;FEM;SG	N;SG
kapu	مقبره	kaps	مقبره	N;ACC;MASC;SG	N;SG
kapu	آرامگاه	kaps	آرامگاه	N;ACC;MASC;SG	N;SG
kapu	قبر	kaps	قبر	N;ACC;MASC;SG	N;SG
nesen	اخیرا	nesen	اخیرا	ADV	ADV
nesen	اخیراً	nesen	اخیراً	ADV	ADV
info	اطلاعات	info	اطلاع	N	N;PL
ceremonijā	مراسمی	ceremonija	مراسم	N;ESS;FEM;SG	N;SG
loka	حاشیه	loks	حاشیه	N;NOM;FEM;SG	N;SG
loka	قوس	loks	قوس	N;NOM;FEM;SG	N;SG
loka	کمان	loks	None	N;NOM;FEM;SG	N;SG
beļģijā	بلژیک	beļģija	بلژیک	N;ESS;FEM;SG	N;SG
aģentūra	سازمان	aģentūra	سازمان	N;NOM;FEM;SG	N;SG
aģentūra	نمایندگی	aģentūra	نمایندگی	N;NOM;FEM;SG	N;SG
aģentūra	آژانس	aģentūra	آژانس	N;NOM;FEM;SG	N;SG
atbalsts	پشتیبان	atbalsts	پشتیب	N;NOM;MASC;SG	N;SG
atbalsts	پشتیبانی	atbalsts	پشتیبانی	N;NOM;MASC;SG	N;SG
atbalsts	حمایت	atbalsts	حمایت	N;NOM;MASC;SG	N;SG
labākās	بهتر	laba	به	ADJ;NOM;CMPR;FEM;PL	ADJ;CMPR
bitu	بیت	bita	بیت	N;ACC;FEM;SG	N;SG
bitu	ذره	bita	ذره	N;ACC;FEM;SG	N;SG
olu	تخمک	ola	تخمک	N;ACC;FEM;SG	N;SG
olu	تخم	ola	تخم	N;ACC;FEM;SG	N;SG
sāls	سالت	sāls	None	N;NOM;MASC;SG	N;SG
sāls	نمکی	sāls	نمکی	N;NOM;MASC;SG	N;SG
sāls	نمک	sāls	نمک	N;NOM;MASC;SG	N;SG
kursu	دوره	kurss	دوره	N;ACC;MASC;SG	N;SG
fona	زمینه	fona	زمینه	N;NOM;MASC;SG	N;SG
persiešu	ایرانیان	persietas	ایرانی	N;GEN;MASC;PL	N;PL
dzimtenē	میهن	dzimtene	میهن	N;ESS;FEM;SG	N;SG
savienojums	ارتباط	savienojums	ارتباط	N;NOM;MASC;SG	N;SG
savienojums	اتصال	savienojums	اتصال	N;NOM;MASC;SG	N;SG
linux	لینوکس	linux	لینوکس	N;ACC;MASC;SG	N;SG
kopiju	کپی	kopija	None	N;ACC;FEM;SG	N;SG
kopiju	رونوشت	kopija	رونوشت	N;ACC;FEM;SG	N;SG
mājā	خانه	māja	خانه	N;ESS;FEM;SG	N;SG
ziedu	گل	zieds	گل	N;ACC;MASC;SG	N;SG
ziedu	شکوفه	zieds	شکوفه	N;ACC;MASC;SG	N;SG
ziedu	فلاور	zieds	فلاور	N;ACC;MASC;SG	N;SG
kabinets	کابینه	kabinets	کابینه	N;NOM;MASC;SG	N;SG
kabinets	کابینت	kabinets	کابینت	N;NOM;MASC;SG	N;SG
arhitektūra	architecture	arhitektūra	architecture	N;NOM;FEM;SG	N;SG
arhitektūra	معماری	arhitektūra	معماری	N;NOM;FEM;SG	N;SG
krīzes	بحرانها	krīze	بحران	N;NOM;FEM;PL	N;PL
runa	سخنرانی	runa	سخنرانی	N;NOM;FEM;SG	N;SG
runa	گفتار	runa	گفتار	N;NOM;FEM;SG	N;SG
eiropa	اروپای	eiropa	اروپا	N;NOM;FEM;SG	N;SG
eiropa	اروپا	eiropa	اروپا	N;NOM;FEM;SG	N;SG
tērauda	فولاد	tērauds	فولاد	N;NOM;MASC;SG	N;SG
tērauda	استیل	tērauds	استیل	N;NOM;MASC;SG	N;SG
tērauda	فولادی	tērauds	فولادی	N;NOM;MASC;SG	N;SG
ārā	بیرون	ārā	بیرون	ADV	ADV;ESS
braukšanas	رانندگی	braukšana	None	N;NOM;FEM;SG	N;SG
domas	افکار	doma	فکر	N;NOM;FEM;PL	N;PL
kokiem	درختان	koks	درخت	N;DAT;MASC;PL	N;PL
kokiem	درختها	koks	درخت	N;DAT;MASC;PL	N;PL
bakalaura	لیسانس	bakalaurs	لیسانس	N;GEN;MASC;SG	N;SG
bakalaura	مجرد	bakalaurs	مجرد	N;GEN;MASC;SG	N;SG
žurnālu	ثبت	žurnāls	ثبت	N;ACC;MASC;SG	N;SG
draudzi	جماعت	draudzi	جماعت	N;ACC;FEM;SG	N;SG
draudzi	آدینه	draudzi	آدینه	N;ACC;FEM;SG	N;SG
kartē	نگاشت	karte	نگاشت#گار	N;ESS;FEM;SG	N;SG
kartē	نقشه	karte	None	N;ESS;FEM;SG	N;SG
tabulas	میزهای	tabula	میز	N;NOM;FEM;PL	N;PL
amerikā	آمریکای	amerika	آمریکا	N;ESS;FEM;SG	N;SG
amerikā	امریکا	amerika	امریکا	N;ESS;FEM;SG	N;SG
amerikā	آمریکا	amerika	آمریکا	N;ESS;FEM;SG	N;SG
nodalījums	کوپه	nodalījums	کوپه	N;NOM;MASC;SG	N;SG
kukaiņi	حشرات	kukainis	حشره	N;NOM;MASC;PL	N;PL
būvēt	بسازم	būvēt	None	V;POS;NFIN	V;SBJV;SG;1;PRS
būvēt	بساز	būvēt	None	V;POS;NFIN	V;IMP;SG;2
būvēt	بسازید	būvēt	None	V;POS;NFIN	V;SBJV;PL;2;PRS
būvēt	بسازی	būvēt	بسازی	V;POS;NFIN	V;SBJV;SG;2;PRS
ērglis	عقاب	ērglis	عقاب	N;NOM;MASC;SG	N;SG
ērglis	ایگل	ērglis	ایگل	N;NOM;MASC;SG	N;SG
decembrim	دسامبر	decembris	دسامبر	N;DAT;MASC;SG	N;SG
nepieciešami	لازم	nepieciešams	لازم	ADJ;NOM;MASC;PL	ADJ
nepieciešami	لازم	nepieciešams	لازم	ADJ;NOM;MASC;PL	ADJ
nepieciešami	لازم	nepieciešams	لازم	ADJ;NOM;MASC;PL	ADJ
nepieciešami	ضروری	nepieciešams	ضروری	ADJ;NOM;MASC;PL	ADJ
baroka	باروک	baroks	باروک	N;NOM;MASC;SG	N;SG
balsis	صداها	balss	صدا	N;NOM;FEM;PL	N;PL
balsis	صداهایی	balss	صدا	N;NOM;FEM;PL	N;PL
balsis	صداهای	balss	صدا	N;NOM;FEM;PL	N;PL
balsis	آوازها	balss	آواز	N;NOM;FEM;PL	N;PL
mazākas	کوچکتر	maza	کوچک	ADJ;NOM;CMPR;FEM;PL	ADJ;CMPR
zirga	اسب	zirgs	اسب	N;GEN;MASC;SG	N;SG
tūlīt	فوراً	tūlīt	فوراً	ADV	ADV
tūlīt	بلافاصله	tūlīt	بلافاصله	ADV	ADV
koloniju	کلونی	kolonija	کلونی	N;ACC;FEM;SG	N;SG
koloniju	مستعمره	kolonija	مستعمره	N;ACC;FEM;SG	N;SG
atšķirība	تفاوت	atšķirība	تفاوت	N;NOM;FEM;SG	N;SG
atšķirība	فرق	atšķirība	فرق	N;NOM;FEM;SG	N;SG
ģitārists	guitarist	ģitārists	guitarist	N;NOM;MASC;SG	N;SG
ģitārists	گیتاریست	ģitārists	گیتاریست#یتار	N;NOM;MASC;SG	N;SG
tramvajs	تراموا	tramvajs	تراموا	N;NOM;MASC;SG	N;SG
reģ	رج	reģ	None	N	N;SG
reģ	رگ	reģ	رگ	N	N;SG
āda	چرمی	āda	None	N;NOM;FEM;SG	N;SG
āda	چرم	āda	چرم	N;NOM;FEM;SG	N;SG
āda	پوست	āda	پوست	N;NOM;FEM;SG	N;SG
āda	پوستی	āda	پوستی	N;NOM;FEM;SG	N;SG
dārzā	باغچه	dārzs	باغچه	N;ESS;MASC;SG	N;SG
dārzā	باغ	dārzs	باغ	N;ESS;MASC;SG	N;SG
dārzā	گاردن	dārzs	گاردن	N;ESS;MASC;SG	N;SG
dārzā	بهشت	dārzs	بهشت	N;ESS;MASC;SG	N;SG
izvēlēts	برگزیده	izvēlēt	برگزیده	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;SG;3;V.PTCP
krājumu	موجودی	krājums	None	N;ACC;MASC;SG	N;SG
prasības	نیازها	prasība	نیاز	N;NOM;FEM;PL	N;PL
prasības	نیازهای	prasība	نیاز	N;NOM;FEM;PL	N;PL
jumta	چتر	jumts	چتر	N;GEN;MASC;SG	N;SG
jumta	چتری	jumts	چتر	N;GEN;MASC;SG	N;SG
jumta	آمبرلا	jumts	آمبرلا	N;GEN;MASC;SG	N;SG
pētnieks	محقق	pētnieks	محقق	N;NOM;MASC;SG	N;SG
pētnieks	پژوهشگر	pētnieks	پژوهشگر	N;NOM;MASC;SG	N;SG
pētnieks	بازپرس	pētnieks	بازپرس	N;NOM;MASC;SG	N;SG
lietošana	استعمال	lietošana	None	N;NOM;FEM;SG	N;SG
lietošana	کاربرد	lietošana	کاربرد	N;NOM;FEM;SG	N;SG
laikmets	دوران	laikmets	دوره	N;NOM;MASC;SG	N;SG
laikmets	عصری	laikmets	عصری	N;NOM;MASC;SG	N;SG
rindā	صف	rinda	صف	N;ESS;FEM;SG	N;SG
rindā	سطر	rinda	سطر	N;ESS;FEM;SG	N;SG
lauvas	شیرهای	lauva	شیر	N;NOM;FEM;PL	N;PL
lauvas	شیرها	lauva	شیر	N;NOM;FEM;PL	N;PL
augstā	بلند	augsts	بلند	ADJ;NOM;FEM;SG	ADJ
sniegs	اسنو	sniegs	اسنو	N;NOM;MASC;SG	N;SG
sniegs	برف	sniegs	برف	N;NOM;MASC;SG	N;SG
