que	că	que	că	CONJ	CONJ;POS
historiadores	istorici	historiador	istoric	N;MASC;PL	N;INDF;MASC;PL
historiadores	istoricii	historiador	istoric	N;MASC;PL	N;DEF;MASC;PL
mitología	mitologia	mitología	mitologie	N;FEM;SG	N;DEF;FEM;SG
mitología	mitologie	mitología	mitologie	N;FEM;SG	N;INDF;FEM;SG
debate	discutie	debate	discutie	N;MASC;SG	N;INDF;FEM;SG
debate	discuţie	debate	discuţie	N;MASC;SG	N;INDF;FEM;SG
debate	discuție	debate	discuție	N;MASC;SG	N;INDF;FEM;SG
debate	dezbatere	debate	dezbatere	N;MASC;SG	N;INDF;FEM;SG
debate	dezbaterea	debate	dezbatere	N;MASC;SG	N;DEF;FEM;SG
perder	pierzând	perder	pierde	V;NFIN	V;V.MSDR
perder	pierzi	perder	pierde	V;NFIN	V;IND;SG;2;PRS;FIN
perder	pierd	perder	pierde	V;NFIN	V;IND;PL;3;PRS;FIN
perder	pierde	perder	pierde	V;NFIN	V;IND;SG;3;PRS;FIN
componentes	componente	componente	componentă	N;MASC;PL	N;INDF;FEM;PL
componentes	componentele	componente	componentă	N;MASC;PL	N;DEF;FEM;PL
belleza	frumusețe	belleza	frumusețe	N;FEM;SG	N;INDF;FEM;SG
belleza	frumusete	belleza	frumuset	N;FEM;SG	N;INDF;FEM;SG
belleza	frumusețea	belleza	frumusețe	N;FEM;SG	N;DEF;FEM;SG
descubre	descoperă	descubrir	descoperi	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
personales	personale	personal	personal	ADJ;PL	ADJ;INDF;FEM;PL
ácido	acidul	ácido	acid	N;MASC;SG	N;DEF;MASC;SG
ácido	acid	ácido	acid	N;MASC;SG	N;INDF;MASC;SG
cumplir	îndeplini	cumplir	îndeplini	V;NFIN	V;IND;SG;3;PRS;FIN
cumplir	respectă	cumplir	respecta	V;NFIN	V;IND;SG;3;PST;FIN
cumplir	conformează	cumplir	conforma	V;NFIN	V;IND;3;PRS;FIN
infancia	copilărie	infancia	copilărie	N;FEM;SG	N;INDF;FEM;SG
infancia	copilarie	infancia	copilarie	N;FEM;SG	N;INDF;FEM;SG
infancia	copilăria	infancia	copilărie	N;FEM;SG	N;DEF;FEM;SG
infancia	copilaria	infancia	copilarie	N;FEM;SG	N;DEF;FEM;SG
líderes	conducători	líder	conducător	N;PL	N;INDF;MASC;PL
líderes	lideri	líder	lider	N;PL	N;INDF;MASC;PL
líderes	liderii	líder	lider	N;PL	N;DEF;MASC;PL
espacial	spațial	espacial	spațial	ADJ;SG	ADJ;INDF;MASC;SG
espacial	spațială	espacial	spațial	ADJ;SG	ADJ;INDF;FEM;SG
predecesor	predecesorul	predecesor	predecesor	N;MASC;SG	N;DEF;MASC;SG
oscuro	întunecat	oscuro	întuneca	ADJ;MASC;SG	ADJ;INDF;MASC;SG
oscuro	obscură	oscuro	obscur	ADJ;MASC;SG	ADJ;INDF;FEM;SG
oscuro	obscur	oscuro	obscur	ADJ;MASC;SG	ADJ;INDF;MASC;SG
verdadero	real	verdadero	real	ADJ;MASC;SG	ADJ;INDF;MASC;SG
verdadero	reală	verdadero	real	ADJ;MASC;SG	ADJ;INDF;FEM;SG
verdadero	adevarat	verdadero	adevarat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
segundos	secunde	segundo	secundă	N;MASC;PL	N;INDF;FEM;PL
margen	marjă	margen	marjă	N;SG	N;INDF;FEM;SG
margen	marja	margen	marjă	N;SG	N;DEF;FEM;SG
cañón	tun	cañón	tun	N;MASC;SG	N;INDF;MASC;SG
cañón	tunul	cañón	tun	N;MASC;SG	N;DEF;MASC;SG
cañón	canion	cañón	canion	N;MASC;SG	N;INDF;MASC;SG
cañón	canyon	cañón	canyon	N;MASC;SG	N;INDF;MASC;SG
cañón	canionul	cañón	canion	N;MASC;SG	N;DEF;MASC;SG
cañón	butoi	cañón	butoi	N;MASC;SG	N;INDF;MASC;SG
religioso	religioasa	religioso	religios	ADJ;MASC;SG	ADJ;DEF;FEM;SG
religioso	religioasă	religioso	religios	ADJ;MASC;SG	ADJ;INDF;FEM;SG
religioso	religios	religioso	religios	ADJ;MASC;SG	ADJ;INDF;MASC;SG
net	plasa	net	plasa	N	N;DEF;FEM;SG
net	net	net	net	N	N;INDF;MASC;SG
net	plasă	net	plasă	N	N;INDF;FEM;SG
net	fileu	net	fileu	N	N;INDF;MASC;SG
relativamente	relativ	relativamente	relativ	ADV	ADV
columna	coloană	columna	coloană	N;FEM;SG	N;INDF;FEM;SG
columna	coloana	columna	coloană	N;FEM;SG	N;DEF;FEM;SG
danza	dans	danza	dans	N;FEM;SG	N;INDF;MASC;SG
danza	dans	danza	dans	N;FEM;SG	N;INDF;MASC;SG
danza	dansul	danza	dans	N;FEM;SG	N;DEF;MASC;SG
veinte	douăzeci	veinte	douăzeci	NUM;PL	NUM;PL
veinte	douazeci	veinte	douazeci	NUM;PL	NUM;PL
periodistas	reporterilor	periodista	reporter	N;PL	N;DEF;FEM;PL
periodistas	reporteri	periodista	reporter	N;PL	N;INDF;MASC;PL
periodistas	reporterii	periodista	reporter	N;PL	N;DEF;MASC;PL
asunción	presupunere	asunción	presupunere	N;FEM;SG	N;INDF;FEM;SG
asunción	presupunerea	asunción	presupunere	N;FEM;SG	N;DEF;FEM;SG
fondos	fonduri	fondo	fond	N;MASC;PL	N;INDF;FEM;PL
fondos	fondurile	fondo	fond	N;MASC;PL	N;DEF;FEM;PL
factores	factori	factor	factor	N;MASC;PL	N;INDF;MASC;PL
factores	factorii	factor	factor	N;MASC;PL	N;DEF;MASC;PL
barcos	navele	barco	navă	N;MASC;PL	N;DEF;FEM;PL
barcos	nave	barco	navă	N;MASC;PL	N;INDF;FEM;PL
barcos	vapoare	barco	vapor	N;MASC;PL	N;INDF;FEM;PL
barcos	corăbii	barco	corabie	N;MASC;PL	N;INDF;FEM;PL
barcos	nave	barco	navă	N;MASC;PL	N;INDF;FEM;PL
barcos	vase	barco	vas	N;MASC;PL	N;INDF;FEM;PL
barcos	bărci	barco	barcă	N;MASC;PL	N;INDF;FEM;PL
barcos	barci	barco	barcă	N;MASC;PL	N;INDF;FEM;PL
chica	fată	chica	fată	N;FEM;SG	N;INDF;FEM;SG
chica	fata	chica	fată	N;FEM;SG	N;DEF;FEM;SG
precio	prețul	precio	preț	N;MASC;SG	N;DEF;MASC;SG
precio	pretul	precio	pret	N;MASC;SG	N;DEF;MASC;SG
precio	preț	precio	preț	N;MASC;SG	N;INDF;MASC;SG
pensamiento	gândire	pensamiento	gândire	N;MASC;SG	N;INDF;FEM;SG
pensamiento	gândirea	pensamiento	gândire	N;MASC;SG	N;DEF;FEM;SG
leer	citește	leer	citi	V;NFIN	V;IND;SG;3;PRS;FIN
leer	citeste	leer	citesc	V;NFIN	V;IND;SG;3;PRS;FIN
leer	citesc	leer	citi	V;NFIN	V;IND;PL;3;PRS;FIN
leer	citind	leer	citi	V;NFIN	V;V.MSDR
declaración	declarație	declaración	declarație	N;FEM;SG	N;INDF;FEM;SG
declaración	declarația	declaración	declarație	N;FEM;SG	N;DEF;FEM;SG
declaración	declarație	declaración	declarație	N;FEM;SG	N;INDF;FEM;SG
declaración	declarația	declaración	declarație	N;FEM;SG	N;DEF;FEM;SG
deportistas	sportivii	deportista	sportiv	N;PL	N;DEF;MASC;PL
deportistas	sportivi	deportista	sportiv	N;PL	N;INDF;MASC;PL
mala	rea	malo	rău	ADJ;FEM;SG	ADJ;INDF;FEM;SG
asesinado	ucis	asesinado	ucis	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
asesinado	ucisă	asesinado	ucide	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
asesinado	omorât	asesinado	omorât	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
asesinado	asasinat	asesinado	asasina	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
asesinado	ucis	asesinado	ucis	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
asesinado	ucisă	asesinado	ucide	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
asesinado	omorât	asesinado	omorât	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
argumento	complot	argumento	complot	N;MASC;SG	N;INDF;MASC;SG
argumento	intriga	argumento	intriga	N;MASC;SG	N;DEF;FEM;SG
argumento	intrigă	argumento	intriga	N;MASC;SG	N;INDF;FEM;SG
argumento	argumentul	argumento	argument	N;MASC;SG	N;DEF;MASC;SG
argumento	argument	argumento	argument	N;MASC;SG	N;INDF;MASC;SG
portal	portal	portal	portal	N;MASC;SG	N;INDF;MASC;SG
portal	portalul	portal	portal	N;MASC;SG	N;DEF;MASC;SG
médicos	medici	médico	medic	N;MASC;PL	N;INDF;MASC;PL
médicos	medicii	médico	medic	N;MASC;PL	N;DEF;MASC;PL
médicos	doctorii	médico	doctor	N;MASC;PL	N;DEF;MASC;PL
médicos	medicii	médico	medic	N;MASC;PL	N;DEF;MASC;PL
médicos	doctori	médico	doctor	N;MASC;PL	N;INDF;MASC;PL
médicos	doctorilor	médico	doctor	N;MASC;PL	N;DEF;MASC;PL
médicos	medici	médico	medic	N;MASC;PL	N;INDF;MASC;PL
sacerdote	popă	sacerdote	popă	N;MASC;SG	N;INDF;MASC;SG
sacerdote	preot	sacerdote	preot	N;MASC;SG	N;INDF;MASC;SG
sacerdote	preotul	sacerdote	preot	N;MASC;SG	N;DEF;MASC;SG
night	noapte	night	noapte	N	N;INDF;FEM;SG
cultivo	cultura	cultivo	cultură	N;MASC;SG	N;DEF;FEM;SG
cultivo	cultură	cultivo	cultură	N;MASC;SG	N;INDF;FEM;SG
cultivo	cultivare	cultivo	cultivare	N;MASC;SG	N;INDF;FEM;SG
cultivo	cultivarea	cultivo	cultivare	N;MASC;SG	N;DEF;FEM;SG
cultivo	decupare	cultivo	decupare	N;MASC;SG	N;INDF;FEM;SG
cultivo	recolta	cultivo	recoltă	N;MASC;SG	N;DEF;FEM;SG
cultivo	recoltă	cultivo	recolta	N;MASC;SG	N;INDF;FEM;SG
económicas	economice	económico	economic	ADJ;FEM;PL	ADJ;INDF;FEM;PL
guion	scenariul	guion	scenariu	N;MASC;SG	N;DEF;MASC;SG
guion	scenariu	guion	scenariu	N;MASC;SG	N;INDF;MASC;SG
guion	scenariul	guion	scenariu	N;MASC;SG	N;DEF;MASC;SG
guion	scenariu	guion	scenariu	N;MASC;SG	N;INDF;MASC;SG
guion	script	guion	script	N;MASC;SG	N;INDF;MASC;SG
regionales	regionale	regional	regional	ADJ;PL	ADJ;INDF;FEM;PL
arzobispo	arhiepiscopul	arzobispo	arhiepiscop	N;MASC;SG	N;DEF;MASC;SG
arzobispo	arhiepiscop	arzobispo	arhiepiscop	N;MASC;SG	N;INDF;MASC;SG
mancha	pata	mancha	pată	N;FEM;SG	N;DEF;FEM;SG
mancha	pată	mancha	pată	N;FEM;SG	N;INDF;FEM;SG
conocidas	cunoscute	conocido	cunoscut	ADJ;FEM;PL;V.PTCP	ADJ;INDF;FEM;PL
retirado	pensionat	retirado	pensiona	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
retirado	retras	retirado	retrage	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
inteligencia	inteligenta	inteligencia	inteligent	N;FEM;SG	N;DEF;FEM;SG
envió	trimise	enviar	trimite	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
baile	dans	baile	dans	N;MASC;SG	N;INDF;MASC;SG
baile	dans	baile	dans	N;MASC;SG	N;INDF;MASC;SG
baile	dansul	baile	dans	N;MASC;SG	N;DEF;MASC;SG
fundamental	fundamentală	fundamental	fundamental	ADJ;SG	ADJ;INDF;FEM;SG
fundamental	fundamental	fundamental	fundamental	ADJ;SG	ADJ;INDF;MASC;SG
viviendas	locuințe	vivienda	locuință	N;FEM;PL	N;INDF;FEM;PL
viviendas	locuinţe	vivienda	locuingă	N;FEM;PL	N;INDF;FEM;PL
disney	disney	disney	disney	N;MASC;SG	N;INDF;MASC;SG
relevante	relevant	relevante	relevant	ADJ;SG	ADJ;INDF;MASC;SG
relevante	relevantă	relevante	relevant	ADJ;SG	ADJ;INDF;FEM;SG
paseo	plimbare	paseo	plimbare	N;MASC;SG	N;INDF;FEM;SG
paseo	paseo	paseo	paseo	N;MASC;SG	N;INDF;MASC;SG
paseo	plimbare	paseo	plimbare	N;MASC;SG	N;INDF;FEM;SG
paseo	walk	paseo	walk	N;MASC;SG	N;INDF;MASC;SG
menciona	menționează	mencionar	menționa	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
green	green	green	green	N;SG	N;INDF;MASC;SG
famosa	celebră	famoso	celebră	ADJ;FEM;SG	ADJ;INDF;FEM;SG
famosa	faimoasă	famoso	faimos	ADJ;FEM;SG	ADJ;INDF;FEM;SG
famosa	faimos	famoso	faimos	ADJ;FEM;SG	ADJ;INDF;MASC;SG
famosa	celebru	famoso	celebru	ADJ;FEM;SG	ADJ;INDF;MASC;SG
encargado	comandat	encargado	comanda	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
encargado	responsabil	encargado	responsabil	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
compañías	societăți	compañía	societate	N;FEM;PL	N;INDF;FEM;PL
compañías	companii	compañía	companie	N;FEM;PL	N;INDF;FEM;PL
compañías	companiile	compañía	companie	N;FEM;PL	N;DEF;FEM;PL
actuaciones	spectacole	actuación	spectacol	N;FEM;PL	N;INDF;FEM;PL
diseñado	proiectat	diseñado	proiecta	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
diseñado	proiectată	diseñado	proiecta	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
diseñado	conceput	diseñado	conceput	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
reciente	recenta	reciente	recent	ADJ;SG	ADJ;DEF;FEM;SG
reciente	recentă	reciente	recent	ADJ;SG	ADJ;INDF;FEM;SG
intereses	interesele	interés	interes	N;MASC;PL	N;DEF;FEM;PL
intereses	interese	interés	interes	N;MASC;PL	N;INDF;FEM;PL
intereses	dobânzi	interés	dobândă	N;MASC;PL	N;INDF;FEM;PL
intereses	interese	interés	interes	N;MASC;PL	N;INDF;FEM;PL
senado	senatul	senado	senat	N;MASC;SG	N;DEF;MASC;SG
senado	senat	senado	sena	N;MASC;SG	N;INDF;MASC;SG
senado	senatului	senado	senat	N;MASC;SG	N;DEF;MASC;SG
coros	coruri	coro	cor	N;MASC;PL	N;INDF;FEM;PL
vicepresidente	viciul	vicepresidente	viciu	N;MASC;SG	N;DEF;MASC;SG
vicepresidente	viciu	vicepresidente	viciu	N;MASC;SG	N;INDF;MASC;SG
plantillas	modele	plantilla	model	N;FEM;PL	N;INDF;FEM;PL
canarias	canari	canario	canar	N;FEM;PL	N;INDF;MASC;PL
canarias	canare	canario	canare	N;FEM;PL	N;INDF;FEM;PL
disputa	litigiu	disputa	litigiu	N;FEM;SG	N;INDF;MASC;SG
ave	pasare	ave	pasar	N;FEM;SG	N;INDF;FEM;SG
ave	pasăre	ave	pasăre	N;FEM;SG	N;INDF;FEM;SG
ave	pasărea	ave	pasăre	N;FEM;SG	N;DEF;FEM;SG
ave	bird	ave	bird	N;FEM;SG	N;INDF;MASC;SG
astronómicos	astronomice	astronómico	astronomic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
post	post	post	post	N;MASC;SG	N;INDF;MASC;SG
post	postare	post	postare	N;MASC;SG	N;INDF;FEM;SG
post	postarea	post	postare	N;MASC;SG	N;DEF;FEM;SG
globo	globo	globo	globo	N;MASC;SG	N;INDF;MASC;SG
globo	balonul	globo	balon	N;MASC;SG	N;DEF;MASC;SG
globo	balon	globo	balon	N;MASC;SG	N;INDF;MASC;SG
globo	glob	globo	glob	N;MASC;SG	N;INDF;MASC;SG
globo	globe	globo	globă	N;MASC;SG	N;INDF;MASC;SG
globo	globul	globo	glob	N;MASC;SG	N;DEF;MASC;SG
orígenes	originile	origen	origine	N;MASC;PL	N;DEF;FEM;PL
orígenes	origini	origen	origine	N;MASC;PL	N;INDF;FEM;PL
éstos	acestea	este	acesta	PRO;MASC;PL	PRO;FEM;PL;3
éstos	astea	este	acesta	PRO;MASC;PL	PRO;FEM;PL;3
económicos	economice	económico	economic	ADJ;MASC;PL	ADJ;INDF;FEM;PL
aliados	aliate	aliado	alia	N;MASC;PL	N;INDF;FEM;PL
aliados	aliații	aliado	aliație	N;MASC;PL	N;DEF;MASC;PL
aliados	aliați	aliado	aliat	N;MASC;PL	N;INDF;MASC;PL
rally	miting	rally	miting	N;MASC;SG	N;INDF;MASC;SG
rally	raliu	rally	raliu	N;MASC;SG	N;INDF;MASC;SG
detalles	detaliile	detalle	detaliu	N;MASC;PL	N;DEF;FEM;PL
detalles	detalii	detalle	detaliu	N;MASC;PL	N;INDF;FEM;PL
salto	salt	salto	salt	N;MASC;SG	N;INDF;MASC;SG
salto	salto	salto	salto	N;MASC;SG	N;INDF;MASC;SG
salto	hop	salto	hop	N;MASC;SG	N;INDF;MASC;SG
state	stare	state	stare	N	N;INDF;FEM;SG
state	stat	state	stat	N	N;INDF;MASC;SG
state	state	state	stat	N	N;INDF;FEM;PL
state	statul	state	stat	N	N;DEF;MASC;SG
marine	marin	marine	marin	N	N;INDF;MASC;SG
marine	marină	marine	marină	N	N;INDF;FEM;SG
marine	marine	marine	marin	N	N;INDF;FEM;PL
colonial	colonială	colonial	colonial	ADJ;SG	ADJ;INDF;FEM;SG
competiciones	concursuri	competición	concurs	N;FEM;PL	N;INDF;FEM;PL
dictadura	dictatură	dictadura	dictatură	N;FEM;SG	N;INDF;FEM;SG
dictadura	dictatura	dictadura	dictatură	N;FEM;SG	N;DEF;FEM;SG
academy	academy	academy	academy	N	N;INDF;MASC;SG
academy	academia	academy	academie	N	N;DEF;FEM;SG
academy	academie	academy	academie	N	N;INDF;FEM;SG
medina	medina	medina	medină	N;FEM;SG	N;DEF;FEM;SG
difusión	difuzie	difusión	difuzie	N;FEM;SG	N;INDF;FEM;SG
difusión	difuzarea	difusión	difuzare	N;FEM;SG	N;DEF;FEM;SG
difusión	difuzare	difusión	difuzare	N;FEM;SG	N;INDF;FEM;SG
difusión	diseminarea	difusión	diseminare	N;FEM;SG	N;DEF;FEM;SG
difusión	transmisie	difusión	transmisie	N;FEM;SG	N;INDF;FEM;SG
difusión	transmisiune	difusión	transmisiune	N;FEM;SG	N;INDF;FEM;SG
difusión	difuzare	difusión	difuzare	N;FEM;SG	N;INDF;FEM;SG
rio	rio	rio	ruo	N;MASC;SG	N;INDF;MASC;SG
rio	râu	rio	râu	N;MASC;SG	N;INDF;MASC;SG
rio	râul	rio	râu	N;MASC;SG	N;DEF;MASC;SG
ejecución	execuție	ejecución	execuție	N;FEM;SG	N;INDF;FEM;SG
ejecución	executare	ejecución	executare	N;FEM;SG	N;INDF;FEM;SG
ejecución	executie	ejecución	executie	N;FEM;SG	N;INDF;FEM;SG
ejecución	executarea	ejecución	executare	N;FEM;SG	N;DEF;FEM;SG
ensayo	eseu	ensayo	eseu	N;MASC;SG	N;INDF;MASC;SG
ensayo	testare	ensayo	testare	N;MASC;SG	N;INDF;FEM;SG
ensayo	testarea	ensayo	testare	N;MASC;SG	N;DEF;FEM;SG
ensayo	proces	ensayo	proces	N;MASC;SG	N;INDF;MASC;SG
ensayo	procesul	ensayo	proces	N;MASC;SG	N;DEF;MASC;SG
ensayo	test	ensayo	test	N;MASC;SG	N;INDF;MASC;SG
ensayo	testul	ensayo	test	N;MASC;SG	N;DEF;MASC;SG
ensayo	încercarea	ensayo	încercare	N;MASC;SG	N;DEF;FEM;SG
ensayo	încercare	ensayo	încercare	N;MASC;SG	N;INDF;FEM;SG
ensayo	testare	ensayo	testare	N;MASC;SG	N;INDF;FEM;SG
reglas	regulile	regla	regulă	N;FEM;PL	N;DEF;FEM;PL
reglas	reguli	regla	regulă	N;FEM;PL	N;INDF;FEM;PL
reglas	norme	regla	normă	N;FEM;PL	N;INDF;FEM;PL
viernes	vinerea	viernes	vineri	N	N;DEF;FEM;SG
viernes	vinerea	viernes	vineri	N	N;DEF;FEM;SG
suerte	norocul	suerte	noroc	N;FEM;SG	N;DEF;MASC;SG
golfo	golful	golfo	golf	N;MASC;SG	N;DEF;MASC;SG
nobles	nobililor	noble	nobil	N;PL	N;DEF;MASC;PL
nobles	nobili	noble	nobil	N;PL	N;INDF;MASC;PL
nobles	nobilii	noble	nobil	N;PL	N;DEF;MASC;PL
nobles	nobili	noble	nobil	N;PL	N;INDF;MASC;PL
radical	radicală	radical	radical	ADJ;SG	ADJ;INDF;FEM;SG
tratar	încercați	tratar	încerca	V;NFIN	V;IND;PL;2;IPFV;FIN
tratar	încearcă	tratar	încerca	V;NFIN	V;IND;3;PRS;FIN
tratar	incearca	tratar	incearca	V;NFIN	V;IND;SG;3;IPFV;FIN
tratar	trata	tratar	trata	V;NFIN	V;IND;SG;3;IPFV;FIN
tratar	trateaza	tratar	tratează	V;NFIN	V;IND;SG;3;IPFV;FIN
tratar	tratează	tratar	trata	V;NFIN	V;IND;3;PRS;FIN
establecido	stabilit	establecido	stabili	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
establecido	stabilită	establecido	stabilit	ADJ;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
mandato	mandatului	mandato	mandat	N;MASC;SG	N;DEF;MASC;SG
mandato	mandat	mandato	mandat	N;MASC;SG	N;INDF;MASC;SG
mandato	mandatul	mandato	mandat	N;MASC;SG	N;DEF;MASC;SG
trenes	trenurile	tren	tren	N;MASC;PL	N;DEF;FEM;PL
trenes	trenuri	tren	tren	N;MASC;PL	N;INDF;FEM;PL
feria	fair	feria	fair	N;FEM;SG	N;INDF;MASC;SG
comida	mancare	comida	mancare	N;FEM;SG	N;INDF;FEM;SG
comida	mâncare	comida	mâncare	N;FEM;SG	N;INDF;FEM;SG
comida	alimentare	comida	alimentare	N;FEM;SG	N;INDF;FEM;SG
comida	hrană	comida	hrană	N;FEM;SG	N;INDF;FEM;SG
etapas	faze	etapa	fază	N;FEM;PL	N;INDF;FEM;PL
etapas	fazele	etapa	fază	N;FEM;PL	N;DEF;FEM;PL
etapas	etape	etapa	etapă	N;FEM;PL	N;INDF;FEM;PL
etapas	etapele	etapa	etapă	N;FEM;PL	N;DEF;FEM;PL
seguro	securizată	seguro	securiza	ADJ;MASC;SG	ADJ;INDF;FEM;SG
fotos	poze	foto	poză	N;FEM;PL	N;INDF;FEM;PL
fotos	fotografiile	foto	fotografie	N;FEM;PL	N;DEF;FEM;PL
fotos	fotografii	foto	fotografie	N;FEM;PL	N;INDF;FEM;PL
fotos	imagini	foto	imagine	N;FEM;PL	N;INDF;FEM;PL
fotos	poze	foto	poză	N;FEM;PL	N;INDF;FEM;PL
amistad	prietenia	amistad	prietenie	N;FEM;SG	N;DEF;FEM;SG
amistad	prietenie	amistad	prietenie	N;FEM;SG	N;INDF;FEM;SG
extranjeros	extraterestrii	extranjero	extraterestru	N;MASC;PL	N;DEF;MASC;PL
extranjeros	extraterestri	extranjero	extraterestru	N;MASC;PL	N;INDF;MASC;PL
extranjeros	străinii	extranjero	străin	N;MASC;PL	N;DEF;MASC;PL
artillería	artileria	artillería	artilerie	N;FEM;SG	N;DEF;FEM;SG
artillería	artilerie	artillería	artilerie	N;FEM;SG	N;INDF;FEM;SG
concentración	concentrație	concentración	concentrație	N;FEM;SG	N;INDF;FEM;SG
concentración	concentrare	concentración	concentrare	N;FEM;SG	N;INDF;FEM;SG
concentración	concentrația	concentración	concentrație	N;FEM;SG	N;DEF;FEM;SG
concentración	focalizare	concentración	focalizare	N;FEM;SG	N;INDF;FEM;SG
contar	bazez	contar	bazez	V;NFIN	V;IND;PL;1;PRS;FIN
máquina	mașină	máquina	mașină	N;FEM;SG	N;INDF;FEM;SG
frecuentemente	frecvent	frecuentemente	frecvent	ADV	ADV
frecuentemente	deseori	frecuentemente	deseori	ADV	ADV
frecuentemente	adeseori	frecuentemente	adeseori	ADV	ADV
frecuentemente	adesea	frecuentemente	adesea	ADV	ADV
frecuentemente	des	frecuentemente	des	ADV	ADV
lagos	lacurile	lago	lac	N;MASC;PL	N;DEF;FEM;PL
lagos	lacuri	lago	lac	N;MASC;PL	N;INDF;FEM;PL
montes	muntii	monte	munte	N;MASC;PL	N;DEF;MASC;PL
montes	munţii	monte	munhă	N;MASC;PL	N;DEF;MASC;PL
montes	munții	monte	munte	N;MASC;PL	N;INDF;MASC;PL
descriptiva	descriptiv	descriptivo	descriptiv	ADJ;FEM;SG	ADJ;INDF;MASC;SG
fruto	fructul	fruto	fruct	N;MASC;SG	N;DEF;MASC;SG
fruto	fruct	fruto	fruct	N;MASC;SG	N;INDF;MASC;SG
manual	manuală	manual	manual	ADJ;SG	ADJ;INDF;FEM;SG
coche	maşină	coche	maşină	N;MASC;SG	N;INDF;FEM;SG
coche	mașină	coche	mașină	N;MASC;SG	N;INDF;FEM;SG
coche	maşina	coche	mașină	N;MASC;SG	N;DEF;FEM;SG
coche	mașina	coche	mașină	N;MASC;SG	N;DEF;FEM;SG
coche	masina	coche	masină	N;MASC;SG	N;DEF;FEM;SG
terrenos	parcele	terreno	parce	N;MASC;PL	N;INDF;FEM;PL
terrenos	terenuri	terreno	teren	N;MASC;PL	N;INDF;FEM;PL
ceremonia	ceremonia	ceremonia	ceremonie	N;FEM;SG	N;DEF;FEM;SG
ceremonia	ceremonie	ceremonia	ceremonie	N;FEM;SG	N;INDF;FEM;SG
lejos	departe	lejos	departe	ADV	ADV
conflictos	conflictele	conflicto	conflict	N;MASC;PL	N;DEF;FEM;PL
conflictos	conflicte	conflicto	conflict	N;MASC;PL	N;INDF;FEM;PL
conflictos	conflicte	conflicto	conflict	N;MASC;PL	N;INDF;FEM;PL
pregunta	întrebare	pregunta	întrebare	N;FEM;SG	N;INDF;FEM;SG
pregunta	întrebarea	pregunta	întrebare	N;FEM;SG	N;DEF;FEM;SG
pregunta	intrebare	pregunta	intrebare	N;FEM;SG	N;INDF;FEM;SG
pregunta	intreaba	pregunta	intreba	N;FEM;SG	N;DEF;FEM;SG
drama	drama	drama	dramă	N;MASC;SG	N;DEF;FEM;SG
drama	dramă	drama	dramă	N;MASC;SG	N;INDF;FEM;SG
juez	judge	juez	judge	N;SG	N;INDF;MASC;SG
juez	judecator	juez	judecator	N;SG	N;INDF;MASC;SG
juez	judecător	juez	judecător	N;SG	N;INDF;MASC;SG
familiares	neamuri	familiar	neam	N;MASC;PL	N;INDF;FEM;PL
familiares	rudelor	familiar	rudă	N;MASC;PL	N;DEF;FEM;PL
familiares	rudele	familiar	rudă	N;MASC;PL	N;DEF;FEM;PL
familiares	rude	familiar	rudă	N;MASC;PL	N;INDF;FEM;PL
patrón	tipar	patrón	tipar	N;MASC;SG	N;INDF;MASC;SG
patrón	skipper	patrón	skipper	N;MASC;SG	N;INDF;MASC;SG
patrón	patron	patrón	patron	N;MASC;SG	N;INDF;MASC;SG
ala	ala	ala	ala		
continental	continentală	continental	continental	ADJ;SG	ADJ;INDF;FEM;SG
sexo	sexul	sexo	sex	N;MASC;SG	N;DEF;MASC;SG
sexo	gen	sexo	gen	N;MASC;SG	N;INDF;MASC;SG
sexo	sex	sexo	sex	N;MASC;SG	N;INDF;MASC;SG
sexo	sexul	sexo	sex	N;MASC;SG	N;DEF;MASC;SG
sexo	sex	sexo	sex	N;MASC;SG	N;INDF;MASC;SG
celebración	sărbătorire	celebración	sărbătorire	N;FEM;SG	N;INDF;FEM;SG
celebración	sărbătoare	celebración	sărbător	N;FEM;SG	N;INDF;FEM;SG
previamente	anterior	previamente	anterior	ADV	ADV
