categoría	類別	categoría	類別	N;FEM;SG	N
cadenas	弦	cadena	弦	N;FEM;PL	N
tasa	速率	tasa	速率	N;FEM;SG	N
tasa	率	tasa	率	N;FEM;SG	N
tasa	利率	tasa	利率	N;FEM;SG	N
tasa	費用	tasa	費用	N;FEM;SG	N
tasa	收費	tasa	收費	N;FEM;SG	N
tasa	費	tasa	費	N;FEM;SG	N
criterios	標準	criterio	標準	N;MASC;PL	N
hermanas	姐妹	hermana	姐妹	N;FEM;PL	N
hermanas	姊妹	hermana	姊妹	N;FEM;PL	N
estadística	統計	estadístico	統計	N;FEM;SG	N
herramientas	工具	herramienta	工具	N;FEM;PL	N
escapar	逃離	escapar	逃離	V;NFIN	V
espada	刀鋒	espada	刀鋒	N;FEM;SG	N
espada	刀片	espada	刀片	N;FEM;SG	N
espada	劍	espada	劍	N;FEM;SG	N
espada	刀	espada	刀	N;FEM;SG	N
espada	劍	espada	劍	N;FEM;SG	N
espada	寶劍	espada	寶劍	N;FEM;SG	N
matar	殺害	matar	殺害	V;NFIN	V
matar	殺	matar	殺	V;NFIN	V
matar	殺死	matar	殺死	V;NFIN	V
matar	殺	matar	殺	V;NFIN	V
disciplina	紀律	disciplina	紀律	N;FEM;SG	N
disciplina	紀律	disciplina	紀律	N;FEM;SG	N
gigante	巨人	gigante	巨人	N;SG	N
gigante	巨型	gigante	巨型	N;SG	N
sport	體育	sport	體育	N	N
sport	運動	sport	運動	N	N
cuadros	油畫	cuadro	油畫	N;MASC;PL	N
cuadros	繪畫	cuadro	繪畫	N;MASC;PL	N
cuadros	圖片	cuadro	圖片	N;MASC;PL	N
cuadros	像片	cuadro	像片	N;MASC;PL	N
cuadros	圖畫	cuadro	圖畫	N;MASC;PL	N
cuadros	照片	cuadro	照片	N;MASC;PL	N
necesidades	需求	necesidad	需求	N;FEM;PL	N
eliminar	消除	eliminar	消除	V;NFIN	V
eliminar	刪除	eliminar	刪除	V;NFIN	V
eliminar	移除	eliminar	移除	V;NFIN	V
eliminar	刪除	eliminar	刪除	V;NFIN	V
eliminar	刪去	eliminar	刪去	V;NFIN	V
maestros	教師	maestro	教師	N;MASC;PL	N
negocio	企業	negocio	企業	N;MASC;SG	N
negocio	業務	negocio	業務	N;MASC;SG	N
negocio	商業	negocio	商業	N;MASC;SG	N
negocio	商務	negocio	商務	N;MASC;SG	N
mención	引文	mención	引文	N;FEM;SG	N
escribe	撰寫	escribir	撰寫	V;IND;SG;3;PRS;FIN	V
escribe	寫	escribir	寫	V;IND;SG;3;PRS;FIN	V
escribe	寫信	escribir	寫信	V;IND;SG;3;PRS;FIN	V
escribe	寫入	escribir	寫入	V;IND;SG;3;PRS;FIN	V
esfuerzos	努力	esfuerzo	努力	N;MASC;PL	N
dolores	痛	dolor	痛	N;MASC;PL	N
dolores	傷痛	dolor	傷痛	N;MASC;PL	N
dolores	疼痛	dolor	疼痛	N;MASC;PL	N
dolores	痛苦	dolor	痛苦	N;MASC;PL	N
actuar	演戲	actuar	演戲	V;NFIN	V
actuar	代理	actuar	代理	V;NFIN	V
necesita	需要	necesitar	需要	V;IND;SG;3;PRS;FIN	V
necesita	需要	necesitar	需要	V;IND;SG;3;PRS;FIN	V
periódicos	報章	periódico	報章	N;MASC;PL	N
periódicos	報刊	periódico	報刊	N;MASC;PL	N
periódicos	報紙	periódico	報紙	N;MASC;PL	N
periódicos	報	periódico	報	N;MASC;PL	N
periódicos	報章	periódico	報章	N;MASC;PL	N
margarita	菊花	margarita	菊花	N;FEM;SG	N
regresa	返回	regresar	返回	V;IND;SG;3;PRS;FIN	V
brigada	旅	brigada	旅	N;FEM;SG	N
championship	錦標	championship	錦標	N;MASC;SG	N
béisbol	棒球	béisbol	棒球	N;MASC;SG	N
logrando	實現	lograr	實現	V;V.MSDR	V
redacción	社論	redacción	社論	N;FEM;SG	N
redacción	寫作	redacción	寫作	N;FEM;SG	N
junior	初級	junior	初級	N;SG	N
junior	少年	junior	少年	N;SG	N
combinación	組合	combinación	組合	N;FEM;SG	N
aventuras	冒險	aventura	冒險	N;FEM;PL	N
aventuras	冒險	aventura	冒險	N;FEM;PL	N
combustible	燃料	combustible	燃料	N;MASC;SG	N
combustible	燃油	combustible	燃油	N;MASC;SG	N
desierto	沙漠	desierto	沙漠	N;MASC;SG	N
desierto	荒漠	desierto	荒漠	N;MASC;SG	N
compuestos	合成	compuesto	合成	N;MASC;PL	N
compuestos	大院	compuesto	大院	N;MASC;PL	N
power	電力	power	電力	N	N
power	電源	power	電源	N	N
power	動力	power	動力	N	N
power	權力	power	權力	N	N
ensayos	測試	ensayo	測試	N;MASC;PL	N
ensayos	測驗	ensayo	測驗	N;MASC;PL	N
ensayos	審判	ensayo	審判	N;MASC;PL	N
ensayos	測試	ensayo	測試	N;MASC;PL	N
ensayos	測驗	ensayo	測驗	N;MASC;PL	N
ensayos	檢驗	ensayo	檢驗	N;MASC;PL	N
ensayos	試驗	ensayo	試驗	N;MASC;PL	N
ensayos	作文	ensayo	作文	N;MASC;PL	N
alba	天亮	alba	天亮	N;FEM;SG	N
considerar	考慮	considerar	考慮	V;NFIN	V
ingenieros	工程	ingeniero	工程	N;MASC;PL	N
ingenieros	工程	ingeniero	工程	N;MASC;PL	N
ingenieros	工程	ingeniero	工程	N;MASC;PL	N
insectos	昆蟲	insecto	昆蟲	N;MASC;PL	N
insectos	昆蟲	insecto	昆蟲	N;MASC;PL	N
insectos	蟲子	insecto	蟲子	N;MASC;PL	N
insectos	臭蟲	insecto	臭蟲	N;MASC;PL	N
pistas	曲目	pista	曲目	N;FEM;PL	N
pistas	軌道	pista	軌道	N;FEM;PL	N
pistas	山坡	pista	山坡	N;FEM;PL	N
pistas	斜坡	pista	斜坡	N;FEM;PL	N
pistas	線索	pista	線索	N;FEM;PL	N
mamíferos	哺乳	mamífero	哺乳	N;MASC;PL	N
mamíferos	哺乳	mamífero	哺乳	N;MASC;PL	N
cinta	帶子	cinta	帶子	N;FEM;SG	N
cinta	膠帶	cinta	膠帶	N;FEM;SG	N
cinta	磁帶	cinta	磁帶	N;FEM;SG	N
cinta	絲帶	cinta	絲帶	N;FEM;SG	N
retrato	畫像	retrato	畫像	N;MASC;SG	N
retrato	肖像	retrato	肖像	N;MASC;SG	N
retrato	肖像	retrato	肖像	N;MASC;SG	N
retrato	畫像	retrato	畫像	N;MASC;SG	N
retrato	肖像	retrato	肖像	N;MASC;SG	N
calor	熱火	calor	熱火	N;MASC;SG	N
calor	熱力	calor	熱力	N;MASC;SG	N
calor	熱量	calor	熱量	N;MASC;SG	N
calor	溫暖	calor	溫暖	N;MASC;SG	N
calor	燙	calor	燙	N;MASC;SG	N
stone	石	stone	石	N	N
stone	石頭	stone	石頭	N	N
republicano	共和	republicano	共和	N;MASC;SG	N
angeles	天使	angel	天使	N;MASC;PL	N
peor	最	peor	最	ADV	ADV
peor	最	peor	最	ADV	ADV
anillo	環	anillo	環	N;MASC;SG	N
anillo	戒指	anillo	戒指	N;MASC;SG	N
parejas	夫妻	pareja	夫妻	N;FEM;PL	N
parejas	情侶	pareja	情侶	N;FEM;PL	N
parejas	夫婦	pareja	夫婦	N;FEM;PL	N
basílica	聖殿	basílica	聖殿	N;FEM;SG	N
nieto	孫子	nieto	孫子	N;MASC;SG	N
nieto	孫子	nieto	孫子	N;MASC;SG	N
nieto	外孫	nieto	外孫	N;MASC;SG	N
verdadera	真實	verdadero	真實	ADJ;FEM;SG	ADJ
acceder	存取	acceder	存取	V;NFIN	V
acceder	存取	acceder	存取	V;NFIN	V
elenco	投	elenco	投	N;MASC;SG	N
elenco	演員	elenco	演員	N;MASC;SG	N
causas	起因	causa	起因	N;FEM;PL	N
integración	整合	integración	整合	N;FEM;SG	N
integración	整合	integración	整合	N;FEM;SG	N
contenidos	內容	contenido	內容	N;MASC;PL	N
lunes	星期	lunes	星期	N	N
lunes	週	lunes	週	N	N
lunes	星期	lunes	星期	N	N
minuto	分鐘	minuto	分鐘	N;MASC;SG	N
estilos	樣式	estilo	樣式	N;MASC;PL	N
estilos	風格	estilo	風格	N;MASC;PL	N
estatua	雕像	estatua	雕像	N;FEM;SG	N
estatua	雕塑	estatua	雕塑	N;FEM;SG	N
estatua	塑像	estatua	塑像	N;FEM;SG	N
supremo	最高	supremo	最高	ADJ;MASC;SG	ADJ
campus	校區	campus	校區	N;MASC	N
campus	校園	campus	校園	N;MASC	N
campus	校園	campus	校園	N;MASC	N
matemáticas	數學	matemático	數學	N;FEM;PL	N
matemáticas	數學	matemático	數學	N;FEM;PL	N
matemáticas	數學	matemático	數學	N;FEM;PL	N
matemáticas	數學	matemático	數學	N;FEM;PL	N
descendientes	後裔	descendiente	後裔	N;PL	N
descendientes	後代	descendiente	後代	N;PL	N
descendientes	後代	descendiente	後代	N;PL	N
descendientes	後裔	descendiente	後裔	N;PL	N
descendientes	後代	descendiente	後代	N;PL	N
caballos	馬	caballo	馬	N;MASC;PL	N
caballos	馬匹	caballo	馬匹	N;MASC;PL	N
caballos	馬	caballo	馬	N;MASC;PL	N
caballos	馬匹	caballo	馬匹	N;MASC;PL	N
boy	男孩	boy	男孩	N	N
back	背	back	背		
evidencia	證據	evidencia	證據	N;FEM;SG	N
amiga	朋友	amiga	朋友	N;FEM;SG	N
amiga	好友	amiga	好友	N;FEM;SG	N
defensor	後衛	defensor	後衛	N;MASC;SG	N
ciclismo	單車	ciclismo	單車	N;MASC;SG	N
controlar	控制	controlar	控制	V;NFIN	V
controlar	控制	controlar	控制	V;NFIN	V
copas	杯子	copa	杯子	N;FEM;PL	N
copas	眼鏡	copa	眼鏡	N;FEM;PL	N
copas	飲料	copa	飲料	N;FEM;PL	N
semillas	種子	semilla	種子	N;FEM;PL	N
semillas	籽	semilla	籽	N;FEM;PL	N
semillas	種子	semilla	種子	N;FEM;PL	N
pierde	輸	perder	輸	V;IND;SG;3;PRS;FIN	V
pasión	熱情	pasión	熱情	N;FEM;SG	N
pasión	激情	pasión	激情	N;FEM;SG	N
acero	鋼鐵	acero	鋼鐵	N;MASC;SG	N
acero	鋼	acero	鋼	N;MASC;SG	N
héroe	英雄	héroe	英雄	N;MASC;SG	N
aumentar	增加	aumentar	增加	V;NFIN	V
aumentar	提高	aumentar	提高	V;NFIN	V
aumentar	增加	aumentar	增加	V;NFIN	V
patria	祖國	patria	祖國	N;FEM;SG	N
patria	祖國	patria	祖國	N;FEM;SG	N
patria	故鄉	patria	故鄉	N;FEM;SG	N
patria	家園	patria	家園	N;FEM;SG	N
patria	祖國	patria	祖國	N;FEM;SG	N
patria	國土	patria	國土	N;FEM;SG	N
prisioneros	俘虜	prisionero	俘虜	N;MASC;PL	N
prisioneros	囚犯	prisionero	囚犯	N;MASC;PL	N
prisioneros	犯人	prisionero	犯人	N;MASC;PL	N
prisioneros	囚徒	prisionero	囚徒	N;MASC;PL	N
prisioneros	囚犯	prisionero	囚犯	N;MASC;PL	N
prisioneros	犯人	prisionero	犯人	N;MASC;PL	N
prisioneros	囚徒	prisionero	囚徒	N;MASC;PL	N
actitud	態度	actitud	態度	N;FEM;SG	N
actitud	態度	actitud	態度	N;FEM;SG	N
borde	邊緣	borde	邊緣	N;MASC;SG	N
borde	邊界	borde	邊界	N;MASC;SG	N
borde	邊框	borde	邊框	N;MASC;SG	N
borde	邊境	borde	邊境	N;MASC;SG	N
war	戰	war	戰	N;SG	N
war	戰爭	war	戰爭	N;SG	N
moda	時裝	moda	時裝	N;FEM;SG	N
moda	時尚	moda	時尚	N;FEM;SG	N
recuperación	檢索	recuperación	檢索	N;FEM;SG	N
otoño	秋季	otoño	秋季	N;MASC;SG	N
otoño	秋天	otoño	秋天	N;MASC;SG	N
otoño	秋季	otoño	秋季	N;MASC;SG	N
otoño	秋天	otoño	秋天	N;MASC;SG	N
rebotes	籃板	rebote	籃板	N;MASC;PL	N
rebotes	籃板	rebote	籃板	N;MASC;PL	N
tienda	購物	tienda	購物	N;FEM;SG	N
tienda	店鋪	tienda	店鋪	N;FEM;SG	N
tienda	店	tienda	店	N;FEM;SG	N
tienda	商店	tienda	商店	N;FEM;SG	N
tienda	店	tienda	店	N;FEM;SG	N
tienda	商店	tienda	商店	N;FEM;SG	N
tienda	帳篷	tienda	帳篷	N;FEM;SG	N
tienda	帳蓬	tienda	帳蓬	N;FEM;SG	N
temperaturas	氣溫	temperatura	氣溫	N;FEM;PL	N
temperaturas	溫度	temperatura	溫度	N;FEM;PL	N
temperaturas	氣溫	temperatura	氣溫	N;FEM;PL	N
temperaturas	溫度	temperatura	溫度	N;FEM;PL	N
temperaturas	體溫	temperatura	體溫	N;FEM;PL	N
nintendo	任天	nintendo	任天	N;MASC;SG	N
reducir	減少	reducir	減少	V;NFIN	V
reducir	減少	reducir	減少	V;NFIN	V
buscando	尋找	buscar	尋找	V;V.MSDR	V
cárcel	監獄	cárcel	監獄	N;FEM;SG	N
cárcel	監獄	cárcel	監獄	N;FEM;SG	N
prácticas	實習	práctica	實習	N;FEM;PL	N
prácticas	實習	práctica	實習	N;FEM;PL	N
draft	草稿	draft	草稿	N;MASC;SG	N
audio	音訊	audio	音訊	N;MASC;SG	N
crónica	慢性	crónica	慢性	N;FEM;SG	N
crónica	紀事	crónica	紀事	N;FEM;SG	N
toro	牛	toro	牛	N;MASC;SG	N
toro	公牛	toro	公牛	N;MASC;SG	N
solista	獨唱	solista	獨唱	N;SG	N
reducción	裁員	reducción	裁員	N;FEM;SG	N
tribu	部族	tribu	部族	N;FEM;SG	N
tribu	部落	tribu	部落	N;FEM;SG	N
registros	原木	registro	原木	N;MASC;PL	N
registros	紀錄	registro	紀錄	N;MASC;PL	N
fotografías	照片	fotografía	照片	N;FEM;PL	N
fotografías	像片	fotografía	像片	N;FEM;PL	N
fotografías	像片	fotografía	像片	N;FEM;PL	N
fotografías	照片	fotografía	照片	N;FEM;PL	N
fotografías	圖片	fotografía	圖片	N;FEM;PL	N
fotografías	像片	fotografía	像片	N;FEM;PL	N
fotografías	圖畫	fotografía	圖畫	N;FEM;PL	N
fotografías	照片	fotografía	照片	N;FEM;PL	N
asumió	假定	asumir	假定	V;IND;SG;3;PST;FIN	V
dibujos	圖畫	dibujo	圖畫	N;MASC;PL	N
dibujos	圖紙	dibujo	圖紙	N;MASC;PL	N
dibujos	繪圖	dibujo	繪圖	N;MASC;PL	N
dueño	業	dueño	業	N;MASC;SG	N
escritora	作家	escritora	作家	N;FEM;SG	N
escritora	作者	escritora	作者	N;FEM;SG	N
escritora	編劇	escritora	編劇	N;FEM;SG	N
bibliografía	書目	bibliografía	書目	N;FEM;SG	N
ejercicio	演習	ejercicio	演習	N;MASC;SG	N
ejercicio	鍛鍊	ejercicio	鍛鍊	N;MASC;SG	N
apariencia	外觀	apariencia	外觀	N;FEM;SG	N
apariencia	外表	apariencia	外表	N;FEM;SG	N
apariencia	外貌	apariencia	外貌	N;FEM;SG	N
oferta	優惠	oferta	優惠	N;FEM;SG	N
variedades	品種	variedad	品種	N;FEM;PL	N
ventaja	優點	ventaja	優點	N;FEM;SG	N
ventaja	優勢	ventaja	優勢	N;FEM;SG	N
revela	揭露	revelar	揭露	V;IND;SG;3;PRS;FIN	V
revela	揭示	revelar	揭示	V;IND;SG;3;PRS;FIN	V
revela	揭示	revelar	揭示	V;IND;SG;3;PRS;FIN	V
humor	幽默	humor	幽默	N;MASC;SG	N
humor	心境	humor	心境	N;MASC;SG	N
humor	心情	humor	心情	N;MASC;SG	N
humor	情緒	humor	情緒	N;MASC;SG	N
humor	幽默	humor	幽默	N;MASC;SG	N
bomba	泵	bomba	泵	N;FEM;SG	N
bomba	水泵	bomba	水泵	N;FEM;SG	N
bomba	炸彈	bomba	炸彈	N;FEM;SG	N
mostrar	展示	mostrar	展示	V;NFIN	V
mostrar	顯示	mostrar	顯示	V;NFIN	V
mostrar	顯示	mostrar	顯示	V;NFIN	V
mostrar	顯示	mostrar	顯示	V;NFIN	V
mostrar	展示	mostrar	展示	V;NFIN	V
monedas	貨幣	moneda	貨幣	N;FEM;PL	N
monedas	硬幣	moneda	硬幣	N;FEM;PL	N
monedas	錢幣	moneda	錢幣	N;FEM;PL	N
monedas	硬幣	moneda	硬幣	N;FEM;PL	N
monedas	錢幣	moneda	錢幣	N;FEM;PL	N
orientación	方向	orientación	方向	N;FEM;SG	N
consenso	共識	consenso	共識	N;MASC;SG	N
himno	聖歌	himno	聖歌	N;MASC;SG	N
himno	國歌	himno	國歌	N;MASC;SG	N
cristal	水晶	cristal	水晶	N;MASC;SG	N
cristal	晶體	cristal	晶體	N;MASC;SG	N
cristal	玻璃	cristal	玻璃	N;MASC;SG	N
bloque	區塊	bloque	區塊	N;MASC;SG	N
presupuesto	預算	presupuesto	預算	N;MASC;SG	N
ligas	聯盟	liga	聯盟	N;FEM;PL	N
ligas	同盟	liga	同盟	N;FEM;PL	N
ligas	聯賽	liga	聯賽	N;FEM;PL	N
calendario	附表	calendario	附表	N;MASC;SG	N
calendario	日曆	calendario	日曆	N;MASC;SG	N
calendario	曆	calendario	曆	N;MASC;SG	N
play	彈	play	彈	N	N
empate	領結	empate	領結	N;MASC;SG	N
empate	平局	empate	平局	N;MASC;SG	N
empate	領帶	empate	領帶	N;MASC;SG	N
empate	畫	empate	畫	N;MASC;SG	N
tono	音調	tono	音調	N;MASC;SG	N
tono	色調	tono	色調	N;MASC;SG	N
tono	音	tono	音	N;MASC;SG	N
tono	基調	tono	基調	N;MASC;SG	N
tono	語氣	tono	語氣	N;MASC;SG	N
confianza	信心	confianza	信心	N;FEM;SG	N
confianza	自信	confianza	自信	N;FEM;SG	N
confianza	信任	confianza	信任	N;FEM;SG	N
confianza	信託	confianza	信託	N;FEM;SG	N
confianza	信任	confianza	信任	N;FEM;SG	N
colecciones	收藏	colección	收藏	N;FEM;PL	N
publicidad	廣告	publicidad	廣告	N;FEM;SG	N
publicidad	宣傳	publicidad	宣傳	N;FEM;SG	N
publicidad	廣告	publicidad	廣告	N;FEM;SG	N
publicidad	廣告	publicidad	廣告	N;FEM;SG	N
hipótesis	假說	hipótesis	假說	N;FEM	N
hipótesis	假設	hipótesis	假設	N;FEM	N
hipótesis	假說	hipótesis	假說	N;FEM	N
atacar	攻擊	atacar	攻擊	V;NFIN	V
atacar	進攻	atacar	進攻	V;NFIN	V
parques	樸	parque	樸	N;MASC;PL	N
parques	公園	parque	公園	N;MASC;PL	N
parques	公園	parque	公園	N;MASC;PL	N
centrales	中央	central	中央	N;FEM;PL	N
progreso	進步	progreso	進步	N;MASC;SG	N
progreso	進度	progreso	進度	N;MASC;SG	N
cup	盃	cupo	盃	N;FEM;SG	N
cup	杯	cupo	杯	N;FEM;SG	N
cup	杯子	cupo	杯子	N;FEM;SG	N
selva	森林	selva	森林	N;FEM;SG	N
selva	雨林	selva	雨林	N;FEM;SG	N
selva	熱帶	selva	熱帶	N;FEM;SG	N
selva	叢林	selva	叢林	N;FEM;SG	N
selva	荒野	selva	荒野	N;FEM;SG	N
selva	野外	selva	野外	N;FEM;SG	N
selva	森林	selva	森林	N;FEM;SG	N
elegir	選擇	elegir	選擇	V;NFIN	V
elegir	選擇	elegir	選擇	V;NFIN	V
elegir	挑選	elegir	挑選	V;NFIN	V
tripulación	船員	tripulación	船員	N;FEM;SG	N
defender	捍衛	defender	捍衛	V;NFIN	V
defender	保衛	defender	保衛	V;NFIN	V
defender	捍衛	defender	捍衛	V;NFIN	V
secuencia	序列	secuencia	序列	N;FEM;SG	N
secuencia	數列	secuencia	數列	N;FEM;SG	N
secuencia	順序	secuencia	順序	N;FEM;SG	N
millas	英里	milla	英里	N;FEM;PL	N
permitir	允許	permitir	允許	V;NFIN	V
permitir	許可	permitir	許可	V;NFIN	V
porcentaje	百分	porcentaje	百分	N;MASC;SG	N
porcentaje	百分	porcentaje	百分	N;MASC;SG	N
porcentaje	百分	porcentaje	百分	N;MASC;SG	N
mata	殺	matar	殺	V;IND;SG;3;PRS;FIN	V
uniforme	均勻	uniforme	均勻	ADJ;SG	ADJ
satélite	衛星	satélite	衛星	N;MASC;SG	N
aventura	冒險	aventura	冒險	N;FEM;SG	N
brazo	手臂	brazo	手臂	N;MASC;SG	N
brazo	臂	brazo	臂	N;MASC;SG	N
brazo	胳膊	brazo	胳膊	N;MASC;SG	N
brazo	軍	brazo	軍	N;MASC;SG	N
sal	食鹽	sal	食鹽	N;FEM;SG	N
sal	鹽	sal	鹽	N;FEM;SG	N
body	屍體	body	屍體	N	N
body	體	body	體	N	N
body	身體	body	身體	N	N
borrar	刪除	borrar	刪除	V;NFIN	V
borrar	刪去	borrar	刪去	V;NFIN	V
ruinas	廢墟	ruina	廢墟	N;FEM;PL	N
ruinas	遺址	ruina	遺址	N;FEM;PL	N
ruinas	遺跡	ruina	遺跡	N;FEM;PL	N
observar	觀察	observar	觀察	V;NFIN	V
aceite	油	aceite	油	N;MASC;SG	N
aceite	石油	aceite	石油	N;MASC;SG	N
aceite	機油	aceite	機油	N;MASC;SG	N
microsoft	微	microsoft	微	N;MASC;SG	N
regla	尺子	regla	尺子	N;FEM;SG	N
regla	細則	regla	細則	N;FEM;SG	N
tumba	墳	tumba	墳	N;FEM;SG	N
tumba	墓	tumba	墓	N;FEM;SG	N
tumba	墓穴	tumba	墓穴	N;FEM;SG	N
tumba	墳	tumba	墳	N;FEM;SG	N
tumba	墓穴	tumba	墓穴	N;FEM;SG	N
tumba	墳	tumba	墳	N;FEM;SG	N
tumba	墓	tumba	墓	N;FEM;SG	N
tumba	墳	tumba	墳	N;FEM;SG	N
sun	太陽	sun	太陽	N;SG	N
sun	陽光	sun	陽光	N;SG	N
alias	別名	alias	別名	N;MASC;SG	N
alias	別名	alias	別名	N;MASC;SG	N
mecanismo	機制	mecanismo	機制	N;MASC;SG	N
wrestling	摔	wrestling	摔	N	N
rocas	岩	roca	岩	N;FEM;PL	N
rocas	岩石	roca	岩石	N;FEM;PL	N
rocas	石頭	roca	石頭	N;FEM;PL	N
rocas	搖滾	roca	搖滾	N;FEM;PL	N
rocas	岩	roca	岩	N;FEM;PL	N
rocas	岩石	roca	岩石	N;FEM;PL	N
trama	陰謀	trama	陰謀	N;FEM;SG	N
trama	劇情	trama	劇情	N;FEM;SG	N
renacimiento	復興	renacimiento	復興	N;MASC;SG	N
renacimiento	文藝	renacimiento	文藝	N;MASC;SG	N
renacimiento	復興	renacimiento	復興	N;MASC;SG	N
renacimiento	振興	renacimiento	振興	N;MASC;SG	N
dificultades	困難	dificultad	困難	N;FEM;PL	N
dificultades	難度	dificultad	難度	N;FEM;PL	N
dificultades	困難	dificultad	困難	N;FEM;PL	N
daño	危害	daño	危害	N;MASC;SG	N
daño	傷害	daño	傷害	N;MASC;SG	N
daño	損傷	daño	損傷	N;MASC;SG	N
daño	損壞	daño	損壞	N;MASC;SG	N
daño	損害	daño	損害	N;MASC;SG	N
argumentos	論證	argumento	論證	N;MASC;PL	N
argumentos	參數	argumento	參數	N;MASC;PL	N
argumentos	論點	argumento	論點	N;MASC;PL	N
inversión	投資	inversión	投資	N;FEM;SG	N
inversión	投資	inversión	投資	N;FEM;SG	N
asociaciones	社團	asociación	社團	N;FEM;PL	N
flujo	流	flujo	流	N;MASC;SG	N
flujo	流程	flujo	流程	N;MASC;SG	N
flujo	流動	flujo	流動	N;MASC;SG	N
flujo	流量	flujo	流量	N;MASC;SG	N
eva	夏娃	eve	夏娃	N;FEM;SG	N
conceptos	概念	concepto	概念	N;MASC;PL	N
conceptos	理念	concepto	理念	N;MASC;PL	N
east	東	east	東	N;MASC;SG	N
east	東部	east	東部	N;MASC;SG	N
east	東方	east	東方	N;MASC;SG	N
east	東區	east	東區	N;MASC;SG	N
placa	板	placa	板	N;FEM;SG	N
placa	徽章	placa	徽章	N;FEM;SG	N
placa	警徽	placa	警徽	N;FEM;SG	N
placa	牌匾	placa	牌匾	N;FEM;SG	N
rosas	玫瑰	rosa	玫瑰	N;FEM;PL	N
rosas	玫瑰	rosa	玫瑰	N;FEM;PL	N
psicología	心理	psicología	心理	N;FEM;SG	N
psicología	心理	psicología	心理	N;FEM;SG	N
municipalidad	市	municipalidad	市	N;FEM;SG	N
criterio	標準	criterio	標準	N;MASC;SG	N
criterio	標準	criterio	標準	N;MASC;SG	N
fiscal	財政	fiscal	財政	N;SG	N
fiscal	檢察	fiscal	檢察	N;SG	N
hoja	葉子	hoja	葉子	N;FEM;SG	N
hoja	刀鋒	hoja	刀鋒	N;FEM;SG	N
hoja	刀片	hoja	刀片	N;FEM;SG	N
cuadrados	方塊	cuadrado	方塊	N;MASC	N
rose	玫瑰	rose	玫瑰	N	N
aprendizaje	學徒	aprendizaje	學徒	N;MASC;SG	N
aprendizaje	學	aprendizaje	學	N;MASC;SG	N
grabar	錄音	grabar	錄音	V;NFIN	V
grabar	記錄	grabar	記錄	V;NFIN	V
grabar	記錄	grabar	記錄	V;NFIN	V
onda	浪潮	onda	浪潮	N;FEM;SG	N
onda	波	onda	波	N;FEM;SG	N
onda	波浪	onda	波浪	N;FEM;SG	N
reformas	整修	reforma	整修	N;FEM;PL	N
esposo	丈夫	esposo	丈夫	N;MASC;SG	N
variantes	變體	variante	變體	N;FEM;PL	N
variantes	變異	variante	變異	N;FEM;PL	N
creando	創建	crear	創建	V;V.MSDR	V
respeto	尊重	respeto	尊重	N;MASC;SG	N
correo	信使	correo	信使	N;MASC;SG	N
correo	郵件	correo	郵件	N;MASC;SG	N
correo	郵寄	correo	郵寄	N;MASC;SG	N
correo	信件	correo	信件	N;MASC;SG	N
correo	郵寄	correo	郵寄	N;MASC;SG	N
correo	電子	correo	電子	N;MASC;SG	N
símbolos	符號	símbolo	符號	N;MASC;PL	N
cerámica	陶器	cerámica	陶器	N;FEM;SG	N
cerámica	陶藝	cerámica	陶藝	N;FEM;SG	N
cerámica	陶瓷	cerámica	陶瓷	N;FEM;SG	N
cerámica	陶瓷	cerámica	陶瓷	N;FEM;SG	N
tecnologías	技術	tecnología	技術	N;FEM;PL	N
abre	營業	abrir	營業	V;IND;SG;3;PRS;FIN	V
abre	開啟	abrir	開啟	V;IND;SG;3;PRS;FIN	V
abre	開放	abrir	開放	V;IND;SG;3;PRS;FIN	V
caracteres	字元	carácter	字元	N;MASC;PL	N
caracteres	角色	carácter	角色	N;MASC;PL	N
petróleo	油	petróleo	油	N;MASC;SG	N
petróleo	石油	petróleo	石油	N;MASC;SG	N
petróleo	機油	petróleo	機油	N;MASC;SG	N
petróleo	石油	petróleo	石油	N;MASC;SG	N
intercambio	交流	intercambio	交流	N;MASC;SG	N
aviso	警告	aviso	警告	N;MASC;SG	N
absoluta	絕對	absoluto	絕對	ADJ;FEM;SG	ADJ
famosos	著名	famoso	著名	ADJ;MASC;PL	ADJ
huevos	蛋	huevo	蛋	N;MASC;PL	N
huevos	雞蛋	huevo	雞蛋	N;MASC;PL	N
huevos	卵	huevo	卵	N;MASC;PL	N
dibujo	繪圖	dibujo	繪圖	N;MASC;SG	N
dibujo	圖畫	dibujo	圖畫	N;MASC;SG	N
dibujo	繪畫	dibujo	繪畫	N;MASC;SG	N
esculturas	雕塑	escultura	雕塑	N;FEM;PL	N
patio	院子	patio	院子	N;MASC;SG	N
patio	庭院	patio	庭院	N;MASC;SG	N
patio	院子	patio	院子	N;MASC;SG	N
patio	碼	patio	碼	N;MASC;SG	N
patio	庭院	patio	庭院	N;MASC;SG	N
patio	露台	patio	露台	N;MASC;SG	N
conocimientos	知識	conocimiento	知識	N;MASC;PL	N
angel	天使	angel	天使	N;MASC;SG	N
afirmó	斷言	afirmar	斷言	V;IND;SG;3;PST;FIN	V
añadir	加上	añadir	加上	V;NFIN	V
mide	測量	medir	測量	V;IND;SG;3;PRS;FIN	V
mide	衡量	medir	衡量	V;IND;SG;3;PRS;FIN	V
