ve	и	ve	и	CONJ	CONJ
maçlar	совпадения	maç	совпадение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
maçlar	спички	maç	спичка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
maçlar	игры	maç	игра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
parçalar	куски	parça	кусок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	запчасти	parça	запчасть	N;NOM;PL;3	N;INAN;NOM;FEM;PL
parçalar	части	parça	часть	N;NOM;PL;3	N;INAN;NOM;FEM;PL
parçalar	компоненты	parça	компонент	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görüldü	замечено	gör	заметить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
görüldü	замечен	gör	заметить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
hıristiyan	кристиан	hıristiyan	кристианин	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hıristiyan	христианин	hıristiyan	христианин	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hıristiyan	христианство	hıristiyan	христианство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yapılar	структуры	yap	структура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
doğuda	востоке	doğu	восток	N;ESS;SG;3	N;INAN;ESS;MASC;SG
mükemmel	идеальная	mükemmel	идеальный	ADJ	ADJ;NOM;FEM;SG
mükemmel	идеальный	mükemmel	идеальный	ADJ	ADJ;NOM;MASC;SG
karşıtı	анти	karşıt	анти		
felsefesi	философия	felsefe	философия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
felsefesi	философии	felsefe	философия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görünümü	появление	görün	появление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
görünümü	внешность	görün	внешность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görünümü	просмотр	görün	просмотр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	вид	görün	вид	N;NOM;SG;3	N;INAN;NOM;MASC;SG
trafik	трафик	trafik	трафик	N;NOM;SG;3	N;INAN;NOM;MASC;SG
trafik	движение	trafik	движение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dinamo	динамо	dinamo	динамо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ittifak	альянс	ittifak	альянс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
günler	дни	gün	день	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	регионы	bölge	регион	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	районы	bölge	район	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	зоны	bölge	зона	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bölgeler	районы	bölge	район	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	области	bölge	область	N;NOM;PL;3	N;INAN;NOM;FEM;PL
muharebe	битва	muharebe	битва	N;NOM;SG;3	N;INAN;NOM;FEM;SG
muharebe	бой	muharebe	бой	N;NOM;SG;3	N;INAN;NOM;MASC;SG
muharebe	сражение	muharebe	сражение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
muharebe	бой	muharebe	бой	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rahatsız	неудобно	rahatsız	неудобный	ADJ	ADJ;NEUT;SG
turnuvası	турнир	turnuva	турнир	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bit	бит	bit	бит		
yıldızlar	звёзды	yıl	звезда	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yıldızlar	звезды	yıl	звезда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
turnuva	турнир	tur	турнир	N;NOM;SG;3	N;INAN;NOM;MASC;SG
okudu	изучил	oku	изучить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
okudu	изучен	oku	изучить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
taarruz	штурм	taarruz	штурм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
taarruz	нападение	taarruz	нападение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
taarruz	атака	taarruz	атака	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sıfır	зеро	sıfır	зеро		
yazılar	статьи	yazı	статья	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yazılar	изделия	yazı	изделие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yazılar	труды	yazı	труд	N;NOM;PL;3	N;INAN;NOM;MASC;PL
avni	авни	avni	авня		
bahar	бахар	bahar	бахар		
düzeni	формирование	düzen	формирование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
düzeni	макет	düzen	макет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hürriyet	свобода	hürriyet	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hürriyet	свобода	hürriyet	свобода	N;NOM;SG;3	N;INAN;NOM;FEM;SG
uygulamaları	приложения	uygulama	приложение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
uygulamaları	заявки	uygulama	заявка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
uygulamaları	практики	uygulama	практика	N;NOM;PL;3	N;INAN;NOM;MASC;PL
uygulamaları	приложения	uygulama	приложение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ürünler	пункты	ürün	пункт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	предметы	ürün	предмет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	товары	ürün	товар	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	грузы	ürün	груз	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	товары	ürün	товар	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	изделия	ürün	изделие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ürünler	продукты	ürün	продукт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
olağanüstü	чрезвычайные	olağanüstü	чрезвычайный	ADJ	ADJ;NOM;PL
olağanüstü	чрезвычайных	olağanüstü	чрезвычайный	ADJ	ADJ;GEN;PL
olağanüstü	чрезвычайный	olağanüstü	чрезвычайный	ADJ	ADJ;NOM;MASC;SG
olağanüstü	исключительных	olağanüstü	исключительный	ADJ	ADJ;GEN;PL
olağanüstü	исключительное	olağanüstü	исключительный	ADJ	ADJ;NOM;NEUT;SG
olağanüstü	исключительные	olağanüstü	исключительный	ADJ	ADJ;NOM;PL
olağanüstü	исключительный	olağanüstü	исключительный	ADJ	ADJ;NOM;MASC;SG
olağanüstü	исключительная	olağanüstü	исключительный	ADJ	ADJ;NOM;FEM;SG
olağanüstü	выдающийся	olağanüstü	выдающийся	ADJ	ADJ;NOM;MASC;SG
olağanüstü	выдающиеся	olağanüstü	выдающийся	ADJ	ADJ;NOM;PL
euroleague	евролиги	euroleague	евролига	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gene	опять	gene	опять	ADV	ADV
gene	вновь	gene	вновь	ADV	ADV
gene	снова	gene	снова	ADV	ADV
yay	арк	yay	арк		
geliştirilmiş	разработан	geliş	разработать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
geliştirilmiş	разработано	geliş	разработать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kardeşler	сёстры	kardeş	сестра	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
kardeşler	сестры	kardeş	сестра	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
kardeşler	братья	kardeş	брат	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
ücretsiz	свободный	ücretsiz	свободный	ADJ	ADJ;NOM;MASC;SG
ücretsiz	свободной	ücretsiz	свободный	ADJ	ADJ;INS;FEM;SG
ücretsiz	бесплатный	ücretsiz	бесплатный	ADJ	ADJ;NOM;MASC;SG
ücretsiz	бесплатные	ücretsiz	бесплатный	ADJ	ADJ;NOM;PL
bisiklet	велоспорт	bisiklet	велоспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	велосипед	bisiklet	велосипед	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	байк	bisiklet	байк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bisiklet	велосипед	bisiklet	велосипед	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fizikçi	физик	fizikçi	физик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
super	супер	super	супер		
limanı	харбор	liman	харбор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
limanı	гавань	liman	гавань	N;NOM;SG;3	N;INAN;NOM;FEM;SG
faaliyetleri	мероприятия	faaliyet	мероприятие	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yayıncılık	издательство	yayıncılık	издательство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yayıncılık	публикация	yayıncılık	публикация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yayıncılık	публикация	yayıncılık	публикация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yayıncılık	опубликование	yayıncılık	опубликование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yayıncılık	издание	yayıncılık	издание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kuramı	теория	kuram	теория	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sözleşmesi	контракт	sözleşme	контракт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
açıklandı	объявлено	açıkla	объявить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yararlı	полезная	yararlı	полезный	ADJ	ADJ;NOM;FEM;SG
yararlı	полезное	yararlı	полезный	ADJ	ADJ;NOM;NEUT;SG
yararlı	полезный	yararlı	полезный	ADJ	ADJ;NOM;MASC;SG
yararlı	полезно	yararlı	полезный	ADJ	ADJ;NEUT;SG
yararlı	полезные	yararlı	полезный	ADJ	ADJ;NOM;PL
yararlı	полезное	yararlı	полезный	ADJ	ADJ;NOM;NEUT;SG
yararlı	полезный	yararlı	полезный	ADJ	ADJ;NOM;MASC;SG
yararlı	полезно	yararlı	полезный	ADJ	ADJ;NEUT;SG
yararlı	полезные	yararlı	полезный	ADJ	ADJ;NOM;PL
gönderdi	отправил	gönder	отправить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
gönderdi	отправила	gönder	отправить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
gönderdi	послал	gönder	послать	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
gönderdi	отправлено	gönder	отправить	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
cezası	наказание	ceza	наказание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cezası	наказание	ceza	наказание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
lake	озеро	lake	озеро	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
lake	лейк	lake	лейк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
konum	позиция	konum	позиция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konum	должность	konum	должность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konum	положение	konum	положение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	местоположение	konum	местоположение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	расположение	konum	расположение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	местонахождение	konum	местонахождение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
konum	место	konum	место	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
örnekler	примеры	örnek	пример	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örnekler	образцы	örnek	образец	N;NOM;PL;3	N;INAN;NOM;MASC;PL
örnekler	пробы	örnek	проба	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yöneticisi	администратор	yönetici	администратор	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yöneticisi	менеджер	yönetici	менеджер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bekir	бекир	bekir	бекир		
görünüm	перспектива	görün	перспектива	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görünüm	появление	görün	появление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
görünüm	внешность	görün	внешность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görünüm	отображение	görün	отображение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
görünüm	показ	görün	показ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	просмотр	görün	просмотр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünüm	вид	görün	вид	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ahşap	дерево	ahşap	дерево	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ahşap	древесина	ahşap	древесина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ahşap	вуд	ahşap	вуд	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
ahşap	древесина	ahşap	древесина	N;NOM;SG;3	N;INAN;NOM;FEM;SG
chelsea	челси	chelsea	челси		
emniyet	безопасность	emniyet	безопасность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
resimler	картинки	resim	картинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	изображения	resim	изображение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
resimler	образы	resim	образ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	рисунки	resim	рисунок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
resimler	фотографии	resim	фотография	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	картинки	resim	картинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	фотки	resim	фотка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	картины	resim	картина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
resimler	фотографии	resim	фотография	N;NOM;PL;3	N;INAN;NOM;FEM;PL
çekilmiş	обращено	çek	обратить	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
çekilmiş	снята	çek	снять	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
oktay	октай	oktay	октай		
yayınlanmış	опубликован	yayınla	опубликовать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
yayınlanmış	опубликованный	yayınla	опубликовать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
yayınlanmış	опубликовано	yayınla	опубликовать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yayınlanmış	опубликована	yayınla	опубликовать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
yayınlanmış	опубликованные	yayınla	опубликовать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
kimlik	идентификация	kimlik	идентификация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimlik	выявление	kimlik	выявление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kimlik	идентичность	kimlik	идентичность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimlik	идентификация	kimlik	идентификация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimlik	самобытность	kimlik	самобытность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimlik	личность	kimlik	личность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
görevleri	пошлины	görev	пошлина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevleri	обязанности	görev	обязанность	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevleri	роли	görev	роль	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevleri	квесты	görev	квест	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görevleri	задания	görev	задание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
eleştiriler	критики	eleştiri	критика	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sayılar	цифры	say	цифра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	фигуры	say	фигура	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	цифры	say	цифра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	цифры	say	цифра	N;NOM;PL;3	N;INAN;NOM;FEM;PL
sayılar	номера	say	номер	N;NOM;PL;3	N;INAN;NOM;MASC;PL
deprem	землетрясение	deprem	землетрясение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kullanılmış	использовано	kullan	использовать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kullanılmış	использован	kullan	использовать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
kuvvetler	силы	kuvvet	сила	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kurgusal	вымышленный	kurgusal	вымышленный	ADJ	ADJ;NOM;MASC;SG
değerleri	величины	değer	величина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
değerleri	значения	değer	значение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
değerleri	ценности	değer	ценность	N;NOM;PL;3	N;INAN;NOM;FEM;PL
mektup	буква	mektup	буква	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mektup	письмо	mektup	письмо	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kamera	камера	kamera	камера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kamera	фотоаппарат	kamera	фотоаппарат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kamera	видеокамера	kamera	видеокамера	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mini	мини	mini	мин		
kaldırıldı	удален	kal	удалный	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
kaldırıldı	удалена	kal	удалить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
kaldırıldı	удалено	kal	удалить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
eren	эрен	er	эрен		
ifadesi	выражение	ifade	выражение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ifadesi	свидетельство	ifade	свидетельство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
parlamentosu	парламент	parlamentosu	парламент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tahmini	смета	tahmin	смет	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tahmini	прогноз	tahmin	прогноз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tahmini	предсказание	tahmin	предсказание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
maksimum	макс	maksi	макс		
analiz	анализ	analiz	анализ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	экран	ekran	экран	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	монитор	ekran	монитор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ekran	отображение	ekran	отображение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
ekran	показ	ekran	показ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ata	ата	ata	атот		
baraj	дам	baraj	дать		
parçacık	фрагмент	parçacık	фрагмент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
parçacık	частица	parçacık	частица	N;NOM;SG;3	N;INAN;NOM;FEM;SG
rakibi	конкурент	rakip	конкурент	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
rakibi	соперник	rakip	соперник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
rakibi	соперник	rakip	соперник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
rakibi	противник	rakip	противник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sanatçılar	художники	sanatçı	художник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sanatçılar	артисты	sanatçı	артист	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sanatçılar	исполнители	sanatçı	исполнитель	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
sözlük	глоссарий	sözlük	глоссарий	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözlük	словарь	sözlük	словарь	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sözlük	словарь	sözlük	словарь	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	путешествие	yolculuk	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yolculuk	проезд	yolculuk	проезд	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	путешествие	yolculuk	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yolculuk	путешествие	yolculuk	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yolculuk	поездка	yolculuk	поездка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	поездка	yolculuk	поездка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yolculuk	трип	yolculuk	трип	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yolculuk	путешествие	yolculuk	путешествие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
havaalanı	аэропорт	havaalanı	аэропорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
psikolojik	психологической	psikolojik	психологический	ADJ	ADJ;INS;FEM;SG
psikolojik	психологическое	psikolojik	психологический	ADJ	ADJ;NOM;NEUT;SG
psikolojik	психологический	psikolojik	психологический	ADJ	ADJ;NOM;MASC;SG
psikolojik	психологические	psikolojik	психологический	ADJ	ADJ;NOM;PL
psikolojik	психологическая	psikolojik	психологический	ADJ	ADJ;NOM;FEM;SG
ilgisi	значимость	ilgi	значимость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ilgisi	актуальность	ilgi	актуальность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sayısal	вычислительная	sayısal	вычислительный	ADJ	ADJ;NOM;FEM;SG
sayısal	числовые	sayısal	числовый	ADJ	ADJ;NOM;PL
sayısal	цифровая	sayısal	цифровой	ADJ	ADJ;NOM;FEM;SG
sayısal	цифровой	sayısal	цифровой	ADJ	ADJ;NOM;MASC;SG
sayısal	цифровые	sayısal	цифровой	ADJ	ADJ;NOM;PL
kapasitesi	вместимость	kapasite	вместимость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kapasitesi	емкость	kapasite	емкость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kapasitesi	способность	kapasite	способность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kapasitesi	потенциал	kapasite	потенциал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kalıntıları	останки	kalıntı	останки	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kalıntıları	остатки	kalıntı	остатки	N;NOM;PL;3	N;INAN;NOM;MASC;PL
pro	профи	pro	профи		
şehirleri	города	şehir	город	N;NOM;PL;3	N;INAN;NOM;MASC;PL
alfabesi	алфавит	alfabe	алфавит	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sıralaması	рейтинг	sırala	рейтинг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mühendisi	инженер	mühendis	инженер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
orkestrası	оркестр	orkestra	оркестр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
atlético	атлетико	atlético	атлетика	N;NOM;SG;3	N;INAN;NOM;MASC;SG
pdf	pdf	pdf	pdf		
arkadaşlar	друзья	arkadaş	друг	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
eliptik	эллиптические	eliptik	эллиптический	ADJ	ADJ;NOM;PL
duyurdu	объявлено	duyur	объявить	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
duyurdu	объявил	duyur	объявить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
duyurdu	объявила	duyur	объявить	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
rahat	уютный	rahat	уютный	ADJ	ADJ;NOM;MASC;SG
rahat	удобный	rahat	удобный	ADJ	ADJ;NOM;MASC;SG
rahat	удобно	rahat	удобный	ADJ	ADJ;NEUT;SG
rahat	удобная	rahat	удобный	ADJ	ADJ;NOM;FEM;SG
rahat	удобные	rahat	удобный	ADJ	ADJ;NOM;PL
rahat	удобный	rahat	удобный	ADJ	ADJ;NOM;MASC;SG
rahat	удобно	rahat	удобный	ADJ	ADJ;NEUT;SG
rahat	удобная	rahat	удобный	ADJ	ADJ;NOM;FEM;SG
rahat	комфортно	rahat	комфортный	ADJ	ADJ;NEUT;SG
rahat	удобные	rahat	удобный	ADJ	ADJ;NOM;PL
değiştirildi	изменено	değiş	изменить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
değiştirildi	измененный	değiş	изменить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
değiştirildi	изменена	değiş	изменить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
değiştirildi	изменено	değiş	изменить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
utc+	utc+	utc+	utc+		
anahtar	ключ	anahtar	ключ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayanlar	дамы	bayan	дама	N;NOM;PL;3	N;ANIM;NOM;FEM;PL
açılmış	открыт	aç	открыть	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
yollar	пути	yol	путь	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	способы	yol	способ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	пути	yol	путь	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yollar	дороги	yol	дорога	N;NOM;PL;3	N;INAN;NOM;FEM;PL
havacılık	авиация	havacılık	авиация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
havacılık	авиации	havacılık	авиация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
firma	фирма	firma	фирма	N;NOM;SG;3	N;INAN;NOM;FEM;SG
firma	компания	firma	компания	N;NOM;SG;3	N;INAN;NOM;FEM;SG
firma	рота	firma	рот	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sundu	представил	sun	представить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
maliyeti	цена	maliyet	цена	N;NOM;SG;3	N;INAN;NOM;FEM;SG
maliyeti	стоимость	maliyet	стоимость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sayfalar	страницы	sayfa	страница	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yorumlar	обзоры	yorum	обзор	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yorumlar	отзывы	yorum	отзыв	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yorumlar	замечания	yorum	замечание	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yorumlar	комментарии	yorum	комментарий	N;NOM;PL;3	N;INAN;NOM;MASC;PL
komuta	команда	komut	команда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
