kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
znamenalo	nozīmēja	znamenať	nozīmēt	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
návrhy	ierosinājumi	návrh	ierosinājums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	priekšlikumi	návrh	priekšlikums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	ieteikumi	návrh	ieteikums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	ierosinājumi	návrh	ierosinājums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	priekšlikumi	návrh	priekšlikums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
návrhy	projekti	návrh	projekts	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
rugby	regbija	rugb	regbija	N;NOM;FEM;SG	N;NOM;FEM;SG
procesy	procesi	proces	process	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
farár	mācītājs	farár	mācītājs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mládeže	jaunatne	mládež	jaunatne	N;NOM;FEM;SG	N;NOM;FEM;SG
mládeže	jaunība	mládež	jaunība	N;NOM;FEM;SG	N;NOM;FEM;SG
dubnica	dubnica	dubnica	dubnica	N;NOM;FEM;SG	N;NOM;FEM;SG
vstupuje	iebrauc	vstupovať	iebraukt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
vedecký	zinātniskā	vedecký	zinātniska	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
vedecký	zinātniska	vedecký	zinātniska	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
vedecký	zinātniskais	vedecký	zinātnisks	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
vedecký	zinātnisks	vedecký	zinātnisks	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
definícia	definēšana	definícia	definēšana	N;NOM;FEM;SG	N;NOM;FEM;SG
definícia	definīcija	definícia	definīcija	N;NOM;FEM;SG	N;NOM;FEM;SG
železnica	dzelzceļš	železnica	dzelzceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
železnica	dzelzceļš	železnica	dzelzceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
železnica	dzelzceļš	železnica	dzelzceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
železnica	dzelzceļš	železnica	dzelzceļš	N;NOM;FEM;SG	N;NOM;MASC;SG
maľby	gleznas	maľba	glezna	N;NOM;FEM;PL	N;NOM;FEM;PL
spoločenstva	sadraudzības	spoločenstvo	sadraudzība	N;NOM;NEUT;PL	N;NOM;FEM;PL
spoločenstva	kopienas	spoločenstvo	kopiena	N;NOM;NEUT;PL	N;NOM;FEM;PL
synonymum	sinonīms	synonsmum	sinonīms	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
históriu	vēsturi	história	vēsture	N;ACC;FEM;SG	N;ACC;FEM;SG
vlastnosť	raksturlielums	vlastnosť	raksturlielums	N;NOM;FEM;SG	N;NOM;MASC;SG
vlastnosť	īpašums	vlastnosť	īpašums	N;NOM;FEM;SG	N;NOM;MASC;SG
vlastnosť	īpašība	vlastnosť	īpašība	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	kvalitāte	vlastnosť	kvalitāte	N;NOM;FEM;SG	N;NOM;FEM;SG
vlastnosť	motīvs	vlastnosť	motīvs	N;NOM;FEM;SG	N;NOM;MASC;SG
vlastnosť	īpašība	vlastnosť	īpašība	N;NOM;FEM;SG	N;NOM;FEM;SG
revolúcia	revolūcija	revolúcia	revolūcija	N;NOM;FEM;SG	N;NOM;FEM;SG
viera	ticība	viera	ticība	N;NOM;FEM;SG	N;NOM;FEM;SG
chyby	kļūdas	chyba	kļūda	N;NOM;FEM;PL	N;NOM;FEM;PL
chyby	kļūdas	chyba	kļūda	N;NOM;FEM;PL	N;NOM;FEM;PL
chyby	defekti	chyba	defekts	N;NOM;FEM;PL	N;NOM;MASC;PL
dohoda	vienošanās	dohoda	vienošanās	N;NOM;FEM;SG	N;NOM;FEM;SG
dohoda	nolīgums	dohoda	nolīgums	N;NOM;FEM;SG	N;NOM;MASC;SG
dohoda	darījums	dohoda	darījums	N;NOM;FEM;SG	N;NOM;MASC;SG
tanky	tvertnes	tanka	tvertne	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
tanky	tanki	tanka	tanki	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
tanky	cisternas	tanka	cisterna	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
národ	nācija	národ	nācija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
národ	tauta	národ	tauta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
aplikácie	lietojumprogrammas	aplikácia	lietojumprogramma	N;NOM;FEM;PL	N;NOM;FEM;PL
aplikácie	pieteikumi	aplikácia	pieteikums	N;NOM;FEM;PL	N;NOM;MASC;PL
aplikácie	lietojumi	aplikácia	lietojums	N;NOM;FEM;PL	N;NOM;MASC;PL
aplikácie	lietotnes	aplikácia	lietotne	N;NOM;FEM;PL	N;NOM;FEM;PL
aplikácie	app	aplikácia	app	N;NOM;FEM;PL	N
aplikácie	lietotnes	aplikácia	lietotne	N;NOM;FEM;PL	N;NOM;FEM;PL
aplikácie	aplikācijas	aplikácia	aplikācija	N;NOM;FEM;PL	N;NOM;FEM;PL
komunikácia	komunikācija	komunikácia	komunikācija	N;NOM;FEM;SG	N;NOM;FEM;SG
komunikácia	paziņojums	komunikácia	paziņojums	N;NOM;FEM;SG	N;NOM;MASC;SG
komunikácia	saziņa	komunikácia	saziņa	N;NOM;FEM;SG	N;NOM;FEM;SG
komunikácia	komunikācija	komunikácia	komunikācija	N;NOM;FEM;SG	N;NOM;FEM;SG
komunikácia	saziņa	komunikácia	saziņa	N;NOM;FEM;SG	N;NOM;FEM;SG
hrajú	spēlē	hrať	spēlēt	V;IPFV;IND;PL;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
hrajú	spēlējas	hrať	spēlēties	V;IPFV;IND;PL;3;POS;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
hrajú	spēlējot	hrať	spēlēt	V;IPFV;IND;PL;3;POS;PRS;FIN	V;V.CVB
nohy	kājas	noha	kāja	N;NOM;FEM;PL	N;NOM;FEM;PL
nohy	pēdas	noha	pēda	N;NOM;FEM;PL	N;NOM;FEM;PL
nohy	kājas	noha	kāja	N;NOM;FEM;PL	N;NOM;FEM;PL
nohy	kājiņas	noha	kājiņa	N;NOM;FEM;PL	N;NOM;FEM;PL
koncept	jēdziens	koncept	jēdziens	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
koncept	koncepcija	koncept	koncepcija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
koncept	koncepts	koncept	koncepts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
test	testa	test	tests	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
test	tests	test	tests	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
test	pārbaude	test	pārbaude	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
rozdiely	atšķirības	rozdiel	atšķirība	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
riešiť	atrisināt	riešiť	atrisināt	V;IPFV;POS;NFIN	V;POS;NFIN
riešiť	atrisināt	riešiť	atrisināt	V;IPFV;POS;NFIN	V;POS;NFIN
fotografia	photo	fotografia	photo	N;NOM;FEM;SG	N
fotografia	foto	fotografia	foto	N;NOM;FEM;SG	N
fotografia	fotogrāfija	fotografia	fotogrāfija	N;NOM;FEM;SG	N;NOM;FEM;SG
fotografia	fotogrāfija	fotografia	fotogrāfija	N;NOM;FEM;SG	N;NOM;FEM;SG
technický	tehniskais	technický	tehnisks	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
technický	tehniskā	technický	tehniska	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
chata	kabīne	chata	kabīne	N;NOM;FEM;SG	N;NOM;FEM;SG
pozadie	fons	pozadie	fons	N;NOM;NEUT;SG	N;NOM;MASC;SG
pozadie	fona	pozadie	fona	N;NOM;NEUT;SG	N;NOM;MASC;SG
sokol	piekūns	sokol	piekūns	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dôkaz	pierādījums	dôkaz	pierādījums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dôkaz	pierādījums	dôkaz	pierādījums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nemocnice	slimnīcas	nemocnica	slimnīca	N;NOM;FEM;PL	N;NOM;FEM;PL
dlhšie	ilgāk	dlho	ilgi	ADV;CMPR	ADV;CMPR
samostatná	atsevišķs	samostatný	atsevišķs	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
samostatná	atsevišķa	samostatný	atsevišķa	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
samostatná	autonomais	samostatný	autonoms	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
konanie	tiesvedība	konanie	tiesvedība	N;NOM;NEUT;SG	N;NOM;FEM;SG
konanie	procedūra	konanie	procedūra	N;NOM;NEUT;SG	N;NOM;FEM;SG
efekt	efekts	efekt	efekts	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
efekt	ietekme	efekt	ietekme	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
dobrá	laba	dobrý	laba	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
dobrá	labs	dobrý	labs	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
dobrá	labais	dobrý	labs	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
disciplína	disciplīna	disciplína	disciplīna	N;NOM;FEM;SG	N;NOM;FEM;SG
rozhodnutia	lēmumi	rozhodnutie	lēmums	N;NOM;NEUT;PL	N;NOM;MASC;PL
sviatok	brīvdiena	sviatok	brīvdiena	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
menšia	mazāks	malý	mazs	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG
menšia	mazāka	malý	maza	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
elektrické	elektriskais	elektrický	elektrisks	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
elektrické	elektriskā	elektrický	elektriska	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
skončili	pabeigti	skončiť	pabeigt	V;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
rastlina	rūpnīca	rastlina	rūpnīca	N;NOM;FEM;SG	N;NOM;FEM;SG
rastlina	iekārta	rastlina	iekārta	N;NOM;FEM;SG	N;NOM;FEM;SG
rastlina	augs	rastlina	augt	N;NOM;FEM;SG	N;NOM;MASC;SG
signál	signāls	signál	signāls	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
aktívny	aktīvais	aktívny	aktīvs	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
aktívny	aktīvs	aktívny	aktīvs	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
aktívny	aktīva	aktívny	aktīva	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
aktívny	aktīvā	aktívny	aktīva	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
zmenila	mainījies	zmeniť	mainīties	V;PFV;FEM;SG;POS;PST;V.PTCP	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT
zmenila	mainīta	zmeniť	mainīt	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
zmenila	mainīts	zmeniť	mainīt	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sociálna	sociāla	sociálny	sociāla	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sociálna	sociālais	sociálny	sociāls	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
sociálna	sociālā	sociálny	sociāls	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
sociálna	sociāls	sociálny	sociāls	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
tradičné	tradicionāls	tradičný	tradicionāls	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
tradičné	tradicionālais	tradičný	tradicionāls	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
tradičné	tradicionālā	tradičný	tradicionāla	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
stratil	pazaudēts	stratiť	pazaudēt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
stratil	zaudēja	stratiť	zaudēt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
stratil	pazudis	stratiť	pazust	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
stratil	zaudēts	stratiť	zaudēt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
zásluhy	nopelni	zásluh	nopelne	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vodíka	ūdeņraža	vodík	ūdeņradis	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
báseň	dzejolis	báseň	dzejolis	N;NOM;FEM;SG	N;NOM;MASC;SG
manželstva	laulības	manželstvo	laulība	N;NOM;NEUT;PL	N;NOM;FEM;PL
vysielanie	pārraide	vysielanie	pārraide	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	raidījums	vysielanie	raidījums	N;NOM;NEUT;SG	N;NOM;MASC;SG
vysielanie	apraide	vysielanie	apraide	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	transmisija	vysielanie	transmisija	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	nosūtīšana	vysielanie	nosūtīšana	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	pārraide	vysielanie	pārraide	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	pārsūtīšana	vysielanie	pārsūtīšana	N;NOM;NEUT;SG	N;NOM;FEM;SG
vysielanie	apraide	vysielanie	apraide	N;NOM;NEUT;SG	N;NOM;FEM;SG
vlaky	vilcieni	vlak	vilciens	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
bafta	bafta	bafto	bafta	N;NOM;FEM;SG	N;NOM;FEM;SG
záhrada	dārzs	záhrada	dārzs	N;NOM;FEM;SG	N;NOM;MASC;SG
záhrada	dārziņš	záhrada	dārziņš	N;NOM;FEM;SG	N;NOM;MASC;SG
králi	karaļi	kráľ	karalis	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
dirigent	diriģents	dirigent	diriģents	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kmene	celmi	kmeň	celme	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
kmene	ciltis	kmeň	cilts	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
rozdeliť	sadalīt	rozdeliť	sadalīt	V;PFV;POS;NFIN	V;POS;NFIN
rozdeliť	dalīt	rozdeliť	dalīt	V;PFV;POS;NFIN	V;POS;NFIN
vyjadrenie	izteiksme	vyjadrenie	izteiksme	N;NOM;NEUT;SG	N;NOM;FEM;SG
vyjadrenie	izpausme	vyjadrenie	izpausme	N;NOM;NEUT;SG	N;NOM;FEM;SG
vyjadrenie	paziņojums	vyjadrenie	paziņojums	N;NOM;NEUT;SG	N;NOM;MASC;SG
dvojica	pāris	dvojica	pāris	N;NOM;FEM;SG	N;NOM;MASC;SG
dvojica	pāra	dvojica	pāra	N;NOM;FEM;SG	N;NOM;FEM;SG
dvojica	pāris	dvojica	pāris	N;NOM;FEM;SG	N;NOM;MASC;SG
dvojica	pāra	dvojica	pāra	N;NOM;FEM;SG	N;NOM;FEM;SG
oddeľuje	atdala	oddeľovať	atdalīt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
základne	bāzes	základňa	bāze	N;NOM;FEM;PL	N;NOM;FEM;PL
príbehy	stāsti	príbeh	stāsts	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
striebro	sudrabs	striebro	sudrabs	N;NOM;NEUT;SG	N;NOM;MASC;SG
striebro	sudraba	striebro	sudrabs	N;NOM;NEUT;SG	N;NOM;FEM;SG
pamäť	atmiņa	pamäť	atmiņa	N;NOM;FEM;SG	N;NOM;FEM;SG
tabule	dēļi	tabule	dēļi	N;NOM;FEM;PL	N;NOM;MASC;PL
niekde	kautkur	niekde	kautkur	ADV	ADV
riadi	pārvalda	riadiť	pārvaldīt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
riadi	virza	riadiť	virzīt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
pokusy	izmēģinājumi	pokus	izmēģinājums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pokusy	mēģinājumi	pokus	mēģinājums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pokusy	izmēģinājumi	pokus	izmēģinājums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pokusy	eksperimenti	pokus	eksperiments	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
zaberá	aizņem	zabrať	aizņemt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
zaberá	ieņem	zabrať	ieņemt	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
určiť	nosaka	určiť	nosacīt	V;PFV;POS;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
určiť	noteikt	určiť	noteikt	V;PFV;POS;NFIN	V;POS;NFIN
výrobca	ražotājs	výrobca	ražotājs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výrobca	izgatavotājs	výrobca	izgatavotājs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výrobca	ražotājs	výrobca	ražotājs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ekonomika	ekonomika	ekonomika	ekonomika	N;NOM;FEM;SG	N;NOM;FEM;SG
ekonomika	ekonomika	ekonomika	ekonomika	N;NOM;FEM;SG	N;NOM;FEM;SG
žila	dzīvoja	žiť	dzīvot	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
etapa	posms	etap	posms	N;NOM;FEM;SG	N;NOM;MASC;SG
etapa	stadija	etap	stadija	N;NOM;FEM;SG	N;NOM;FEM;SG
maximálne	maksimāli	maximálne	maksimāli	ADV	ADV
definície	definīcijas	definícia	definīcija	N;NOM;FEM;PL	N;NOM;FEM;PL
vedú	liek	viesť	likt	V;IPFV;IND;PL;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
vedú	noved	viesť	novest	V;IPFV;IND;PL;3;POS;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
vracia	atgriežas	vracať	atgriezties	V;IPFV;IND;SG;3;POS;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
začať	sākt	začať	sākt	V;PFV;POS;NFIN	V;POS;NFIN
začať	palaist	začať	palaist	V;PFV;POS;NFIN	V;POS;NFIN
začať	sākam	začať	sākt	V;PFV;POS;NFIN	V;FH;IND;PL;1;POS;PRS;FIN;ACT
začať	sākt	začať	sākt	V;PFV;POS;NFIN	V;POS;NFIN
vojak	kareivis	vojak	kareivis	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vojak	karavīrs	vojak	karavīrs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
leopold	leopolds	leopold	leopolds	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pokračovanie	turpinājums	pokračovanie	turpinājums	N;NOM;NEUT;SG	N;NOM;MASC;SG
pokračovanie	turpināšana	pokračovanie	turpināšana	N;NOM;NEUT;SG	N;NOM;FEM;SG
pokračovanie	turpinājums	pokračovanie	turpinājums	N;NOM;NEUT;SG	N;NOM;MASC;SG
snaha	piepūle	snaha	piepūle	N;NOM;FEM;SG	N;NOM;FEM;SG
jednoznačne	noteikti	jednoznačne	noteikti	ADV	ADV
jednoznačne	skaidri	jednoznačne	skaidri	ADV	ADV
rimania	romieši	rimanie	romietis	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
reprezentácie	pārstāvniecības	reprezentácia	pārstāvniecība	N;NOM;FEM;PL	N;NOM;FEM;PL
rádio	radio	rádio	radio	N;NOM;NEUT;SG	N
široký	plašs	široký	plašs	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
široký	plaša	široký	plaša	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
široký	plašs	široký	plašs	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
široký	plaša	široký	plaša	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
majstri	kapteiņi	majster	kapteini	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
majstri	saimnieki	majster	saimnieks	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
majstri	čempioni	majster	čempionis	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
parameter	parametrs	parameter	parametrs	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
parameter	raksturlielums	parameter	raksturlielums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dole	lejā	dole	lejā	ADV	ADV
dole	lejup	dole	lejup	ADV	ADV
dole	lejā	dole	lejā	ADV	ADV
príspevky	amati	príspevok	amats	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príspevky	ieraksti	príspevok	ierakste	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príspevky	ziedojumi	príspevok	ziedojums	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príspevky	stāsti	príspevok	stāsts	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príspevky	iemaksas	príspevok	iemaksa	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
vesmír	visums	vesmír	visums	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
konferencie	konferences	konferencia	konference	N;NOM;FEM;PL	N;NOM;FEM;PL
oceán	okeāns	oceán	okeāns	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pozorovať	novērot	pozorovať	novērot	V;IPFV;POS;NFIN	V;POS;NFIN
pozorovať	novēro	pozorovať	novērot	V;IPFV;POS;NFIN	V;IMP;SG;2;POS;PRS;FIN;ACT
pozorovať	ievērojot	pozorovať	ievērot	V;IPFV;POS;NFIN	V;V.CVB
pozorovať	novērot	pozorovať	novērot	V;IPFV;POS;NFIN	V;POS;NFIN
opustiť	atstāt	opustiť	atstāt	V;PFV;POS;NFIN	V;POS;NFIN
opustiť	pamest	opustiť	pamest	V;PFV;POS;NFIN	V;POS;NFIN
sloboda	brīvība	sloboda	brīvība	N;NOM;FEM;SG	N;NOM;FEM;SG
zabil	nogalināts	zabiť	nogalināt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
zabil	nogalinājis	zabiť	nogalināt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
zabil	nogalināja	zabiť	nogalināt	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
fyzikálne	fiziskais	fyzikálny	fizisks	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
fyzikálne	fiziska	fyzikálny	fiziska	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
fyzikálne	fiziskā	fyzikálny	fiziska	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
výcvik	apmācība	výcvik	apmācība	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
disku	disks	disko	disks	N;NOM;NEUT;SG	N;NOM;MASC;SG
disku	disks	disko	disks	N;NOM;NEUT;SG	N;NOM;MASC;SG
server	serveris	server	serveris	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
verejne	publiski	verejne	publiski	ADV	ADV
polovicu	pusi	polovica	puse	N;ACC;FEM;SG	N;ACC;FEM;SG
hospodárstvo	ekonomika	hospodárstvo	ekonomika	N;NOM;NEUT;SG	N;NOM;FEM;SG
hospodárstvo	ekonomika	hospodárstvo	ekonomika	N;NOM;NEUT;SG	N;NOM;FEM;SG
gama	gamma	gama	gamma	N;NOM;MASC;SG	N;NOM;FEM;SG
rodín	ģimeņu	rodina	ģimene	N;GEN;FEM;PL	N;GEN;FEM;PL
typický	tipiska	typický	tipiska	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
typický	raksturīgs	typický	raksturīgs	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
typický	tipisks	typický	tipisks	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
kovov	metāli	kov	metāle	N;NOM;FEM;PL	N;NOM;MASC;PL
priamy	taisna	priamy	taisna	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
priamy	tiešā	priamy	tieša	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
priamy	tiešs	priamy	tiešs	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
priamy	tiešais	priamy	tiešais	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
priamy	tieša	priamy	tieša	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
vonkajšie	ārējais	vonkajší	ārējs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
vonkajšie	ārējā	vonkajší	ārēja	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vonkajšie	ārējais	vonkajší	ārējs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
vonkajšie	ārējs	vonkajší	ārējs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
vonkajšie	ārējā	vonkajší	ārēja	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vonkajšie	ārējais	vonkajší	ārējs	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
vonkajšie	ārējā	vonkajší	ārēja	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
napísané	rakstisks	napísaný	rakstisks	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG
napísané	rakstiska	napísaný	rakstiska	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
palivo	degviela	palivo	degviela	N;NOM;NEUT;SG	N;NOM;FEM;SG
bronz	bronza	bronz	bronzs	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
tajomník	sekretāra	tajomník	sekretārs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tajomník	sekretārs	tajomník	sekretārs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
tajomník	sekretāre	tajomník	sekretāre	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
tajomník	sekretārs	tajomník	sekretārs	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
