catégorie	kategori	catégorie	kategori	N;FEM;SG	N;INDF;MASC+FEM;SG
condition	stand	condition	stand	N;FEM;SG	N;INDF;MASC+FEM;SG
utilisateurs	brugere	utilisateur	bruger	N;MASC;PL	N;INDF;MASC+FEM;PL
utilisateurs	brugerne	utilisateur	bruger	N;MASC;PL	N;DEF;MASC+FEM;PL
plaine	lavland	plaine	lavland	N;FEM;SG	N;INDF;NEUT;SG
perte	tab	perte	tab	N;FEM;SG	N;INDF;NEUT;SG
méthodes	metoderne	méthode	metoder	N;FEM;PL	N;DEF;MASC+FEM;PL
méthodes	metoder	méthode	metoder	N;FEM;PL	N;INDF;MASC+FEM;PL
impact	virkning	impact	virkning	N;MASC;SG	N;INDF;MASC+FEM;SG
impact	indvirkning	impact	indvirkning	N;MASC;SG	N;INDF;MASC+FEM;SG
candidats	kandidaterne	candidat	kandidat	N;MASC;PL	N;DEF;MASC+FEM;PL
candidats	kandidater	candidat	kandidat	N;MASC;PL	N;INDF;MASC+FEM;PL
candidats	ansøgere	candidat	ansøger	N;MASC;PL	N;INDF;MASC+FEM;PL
candidats	ansøgerne	candidat	ansøger	N;MASC;PL	N;DEF;MASC+FEM;PL
candidats	sagsøgere	candidat	sagsøger	N;MASC;PL	N;INDF;MASC+FEM;PL
candidats	ansøgere	candidat	ansøger	N;MASC;PL	N;INDF;MASC+FEM;PL
classes	klasser	classe	klasse	N;FEM;PL	N;INDF;MASC+FEM;PL
classes	klasserne	classe	klasse	N;FEM;PL	N;DEF;MASC+FEM;PL
lauréat	vinderen	lauréat	vinder	N;MASC;SG	N;DEF;MASC+FEM;SG
lauréat	laureate	lauréat	laureate	N;MASC;SG	N;INDF;MASC+FEM;SG
attaques	attentater	attaque	attentat	N;FEM;PL	N;INDF;NEUT;PL
quitter	forlad	quitter	forlad	V;NFIN	V;IMP
quitter	forlade	quitter	forlade	V;NFIN	V;NFIN;ACT
quitter	afslut	quitter	afslut	V;NFIN	V;IMP
quitter	afslut	quitter	afslut	V;NFIN	V;IMP
quitter	forlader	quitter	forlade	V;NFIN	V;IND;PRS;FIN;ACT
performance	effektivitet	performance	effektivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
performance	ydelse	performance	ydelse	N;FEM;SG	N;INDF;MASC+FEM;SG
performance	ydeevne	performance	yde	N;FEM;SG	N;INDF;MASC+FEM;SG
performance	præstation	performance	præstation	N;FEM;SG	N;INDF;MASC+FEM;SG
oscar	oscar	oscar	oscar	N;MASC;SG	N;INDF;MASC+FEM;SG
définitivement	bestemt	définitivement	bestemt	ADV	ADV
définitivement	definitivt	définitivement	definitivt	ADV	ADV
romains	romerske	romain	romersk	ADJ;MASC;PL	ADJ;PL
établi	fastslået	établir	fastslå	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
établi	etableret	établir	etablere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
compose	komponere	composer	komponer	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
basée	baseret	baser	basere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
collectif	kollektiv	collectif	kollektiv	ADJ;MASC;SG	ADJ;INDF;SG
compétitions	konkurrencer	compétition	konkurrence	N;FEM;PL	N;INDF;MASC+FEM;PL
compétitions	konkurrencer	compétition	konkurrence	N;FEM;PL	N;INDF;MASC+FEM;PL
quantité	kvantitet	quantité	kvantitet	N;FEM;SG	N;INDF;MASC+FEM;SG
quantité	mængde	quantité	mængde	N;FEM;SG	N;INDF;MASC+FEM;SG
conseillers	rådgivere	conseiller	rådgiver	N;MASC;PL	N;INDF;MASC+FEM;PL
conseillers	konsulenter	conseiller	konsulent	N;MASC;PL	N;INDF;MASC+FEM;PL
conseillers	rådgivere	conseiller	rådgiver	N;MASC;PL	N;INDF;MASC+FEM;PL
conseillers	rådgivere	conseiller	rådgiver	N;MASC;PL	N;INDF;MASC+FEM;PL
conseillers	konsulenter	conseiller	konsulent	N;MASC;PL	N;INDF;MASC+FEM;PL
anniversaire	fødselsdagen	anniversaire	fødselsdag	N;MASC;SG	N;DEF;MASC+FEM;SG
anniversaire	fødselsdag	anniversaire	fødselsdag	N;MASC;SG	N;INDF;MASC+FEM;SG
anniversaire	bryllupsdag	anniversaire	bryllupsdag	N;MASC;SG	N;INDF;MASC+FEM;SG
anniversaire	årsdag	anniversaire	årsdag	N;MASC;SG	N;INDF;MASC+FEM;SG
anniversaire	jubilæum	anniversaire	jubilæum	N;MASC;SG	N;INDF;NEUT;SG
anniversaire	årsdagen	anniversaire	årsdag	N;MASC;SG	N;DEF;MASC+FEM;SG
anniversaire	bryllupsdagen	anniversaire	bryllupsdag	N;MASC;SG	N;DEF;MASC+FEM;SG
conservateur	kurator	conservateur	kurator	N;MASC;SG	N;INDF;MASC+FEM;SG
conservateur	konserveringsmiddel	conservateur	konserveringsmiddel	N;MASC;SG	N;INDF;NEUT;SG
destiné	tiltænkt	destiner	tiltænkt	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
destiné	påtænkte	destiner	påtænke	V;MASC;SG;PST;V.PTCP	V;DEF;SG;PST;V.PTCP
destiné	påtænkt	destiner	påtænke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
niveaux	niveauerne	niveau	niveauer	N;MASC;PL	N;DEF;NEUT;PL
niveaux	niveauer	niveau	niveaue	N;MASC;PL	N;INDF;NEUT;PL
communautés	fællesskaber	communauté	fællesskab	N;FEM;PL	N;INDF;NEUT;PL
internationaux	internationale	international	international	ADJ;MASC;PL	ADJ;PL
effectivement	faktisk	effectivement	faktisk	ADV	ADV
couverture	tæppe	couverture	tæppe	N;FEM;SG	N;INDF;NEUT;SG
couverture	dækning	couverture	dækning	N;FEM;SG	N;INDF;MASC+FEM;SG
couverture	omslag	couverture	omslag	N;FEM;SG	N;INDF;NEUT;SG
couverture	cover	couverture	cove	N;FEM;SG	N;INDF;MASC+FEM;SG
couverture	dækning	couverture	dækning	N;FEM;SG	N;INDF;MASC+FEM;SG
couverture	dækningsområde	couverture	dækningsområde	N;FEM;SG	N;INDF;NEUT;SG
cuisine	gastronomi	cuisine	gastronomi	N;FEM;SG	N;INDF;MASC+FEM;SG
cuisine	køkken	cuisine	køkke	N;FEM;SG	N;INDF;NEUT;SG
cuisine	kogning	cuisine	kogning	N;FEM;SG	N;INDF;MASC+FEM;SG
cuisine	madlavning	cuisine	madlavning	N;FEM;SG	N;INDF;MASC+FEM;SG
cuisine	køkken	cuisine	køkke	N;FEM;SG	N;INDF;NEUT;SG
cuisine	køkkenet	cuisine	køkken	N;FEM;SG	N;DEF;NEUT;SG
arbres	træer	arbre	træ	N;MASC;PL	N;INDF;NEUT;PL
arbres	træerne	arbre	træ	N;MASC;PL	N;DEF;NEUT;PL
émissions	udsendelser	émission	udsendelse	N;FEM;PL	N;INDF;MASC+FEM;PL
émissions	udledninger	émission	udledning	N;FEM;PL	N;INDF;MASC+FEM;PL
émissions	emissioner	émission	emission	N;FEM;PL	N;INDF;MASC+FEM;PL
disposition	bestemmelse	disposition	bestemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
disposition	indretning	disposition	indretning	N;FEM;SG	N;INDF;MASC+FEM;SG
disposition	layout	disposition	layout	N;FEM;SG	N;INDF;NEUT;SG
disposition	disposition	disposition	disposition	N;FEM;SG	N;INDF;MASC+FEM;SG
racing	ræs	racing	ræs	N;MASC;SG	N;INDF;NEUT;SG
racing	racerløb	racing	racerløb	N;MASC;SG	N;INDF;MASC+FEM;SG
racing	væddeløb	racing	væddeløb	N;MASC;SG	N;INDF;NEUT;SG
racing	kapsejlads	racing	kapsejlads	N;MASC;SG	N;INDF;MASC+FEM;SG
parallèle	parallel	parallèle	parallel	N;MASC;SG	N;INDF;MASC+FEM;SG
sénat	senatet	sénat	senatet	N;MASC;SG	N;DEF;NEUT;SG
sénat	senat	sénat	senat	N;MASC;SG	N;INDF;NEUT;SG
humains	menneskelige	humain	menneskelig	ADJ;MASC;PL	ADJ;PL
donnant	giver	donner	give	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
milliards	milliarder	milliard	milliard	N;MASC;PL	N;INDF;MASC+FEM;PL
milliards	milliarder	milliard	milliard	N;MASC;PL	N;INDF;MASC+FEM;PL
huitième	ottende	huitième	otte	ADJ;MASC;SG	ADJ
blues	blues	blues	blue	N;MASC;SG	N;INDF;MASC+FEM;SG
modernes	moderne	moderne	moderne	ADJ;MASC;PL	ADJ
entrer	indtast	entrer	indtast	V;NFIN	V;IMP
entrer	enter	entrer	enter	V;NFIN	V;IMP
réseaux	netværker	réseau	netværke	N;MASC;PL	N;INDF;NEUT;PL
édité	redigerede	éditer	redigere	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
édité	redigeret	éditer	redigere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prit	tog	prendre	tage	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
alliés	forbundsfæller	allié	forbundsfæller	N;MASC;PL	N;INDF;MASC+FEM;PL
progressivement	gradvist	progressivement	gradvist	ADV	ADV
progressivement	efterhånden	progressivement	efterhånden	ADV	ADV
progressivement	gradvis	progressivement	gradvis	ADV	ADV
dragon	dragen	dragon	drag	N;MASC;SG	N;DEF;MASC+FEM;SG
canons	kanoner	canon	kanon	N;MASC;PL	N;INDF;MASC+FEM;PL
canons	geværer	canon	gevære	N;MASC;PL	N;INDF;MASC+FEM;PL
canons	våben	canon	våben	N;MASC;PL	N;INDF;NEUT;PL
canons	pistoler	canon	pistol	N;MASC;PL	N;INDF;MASC+FEM;PL
canons	skydevåben	canon	skydevåben	N;MASC;PL	N;INDF;NEUT;PL
canons	kanoner	canon	kanon	N;MASC;PL	N;INDF;MASC+FEM;PL
canons	kanonerne	canon	kanon	N;MASC;PL	N;DEF;MASC+FEM;PL
canons	kanoner	canon	kanon	N;MASC;PL	N;INDF;MASC+FEM;PL
vandalisme	vandalisme	vandalisme	vandalisme	N;MASC;SG	N;INDF;MASC+FEM;SG
vandalisme	hærværk	vandalisme	hærværk	N;MASC;SG	N;INDF;NEUT;SG
difficultés	vanskeligheder	difficulté	vanskelighed	N;FEM;PL	N;INDF;MASC+FEM;PL
difficultés	vanskeligheder	difficulté	vanskelighed	N;FEM;PL	N;INDF;MASC+FEM;PL
religieuses	religiøse	religieux	religiøs	ADJ;FEM;PL	ADJ;PL
penser	tænker	penser	tænke	V;NFIN	V;IND;PRS;FIN;ACT
penser	tænkte	penser	tænke	V;NFIN	V;IND;PST;FIN;ACT
penser	overvejer	penser	overveje	V;NFIN	V;IND;PRS;FIN;ACT
penser	tænke	penser	tænke	V;NFIN	V;NFIN;ACT
penser	tror	penser	tro	V;NFIN	V;IND;PRS;FIN;ACT
penser	synes	penser	synes	V;NFIN	V;IND;PRS;FIN;ACT
tableaux	tabellerne	tableau	tabel	N;MASC;PL	N;DEF;MASC+FEM;PL
tableaux	tabeller	tableau	tabel	N;MASC;PL	N;INDF;NEUT;PL
tableaux	borde	tableau	bord	N;MASC;PL	N;INDF;NEUT;PL
tableaux	malerierne	tableau	maleri	N;MASC;PL	N;DEF;NEUT;PL
tableaux	malerier	tableau	maleri	N;MASC;PL	N;INDF;NEUT;PL
personnelle	personlig	personnel	personlig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
vaisseau	rumskib	vaisseau	rumskib	N;MASC;SG	N;INDF;NEUT;SG
vaisseau	fartøj	vaisseau	fartøj	N;MASC;SG	N;INDF;NEUT;SG
vaisseau	skib	vaisseau	skib	N;MASC;SG	N;INDF;NEUT;SG
vaisseau	fartøjet	vaisseau	fartøj	N;MASC;SG	N;DEF;NEUT;SG
vaisseau	skibet	vaisseau	skib	N;MASC;SG	N;DEF;NEUT;SG
vaisseau	skib	vaisseau	skib	N;MASC;SG	N;INDF;NEUT;SG
vaisseau	rumskibet	vaisseau	rumskib	N;MASC;SG	N;DEF;NEUT;SG
vaisseau	rumskib	vaisseau	rumskib	N;MASC;SG	N;INDF;NEUT;SG
café	kaffen	café	kaffe	N;MASC;SG	N;DEF;MASC+FEM;SG
café	kaffe	café	kaffe	N;MASC;SG	N;INDF;MASC+FEM;SG
café	cafeen	café	cafe	N;MASC;SG	N;DEF;MASC+FEM;SG
café	cafe	café	cafe	N;MASC;SG	N;INDF;MASC+FEM;SG
café	caféen	café	café	N;MASC;SG	N;DEF;MASC+FEM;SG
café	café	café	café	N;MASC;SG	N;INDF;MASC+FEM;SG
café	cafe	café	cafe	N;MASC;SG	N;INDF;MASC+FEM;SG
café	café	café	café	N;MASC;SG	N;INDF;MASC+FEM;SG
cher	kære	cher	kære	ADJ;MASC;SG	ADJ;DEF;SG
inscription	inskription	inscription	inskription	N;FEM;SG	N;INDF;MASC+FEM;SG
inscription	registrering	inscription	registrering	N;FEM;SG	N;INDF;MASC+FEM;SG
inscription	tilmelding	inscription	tilmelding	N;FEM;SG	N;INDF;MASC+FEM;SG
inscription	indregistrering	inscription	indregistrering	N;FEM;SG	N;INDF;MASC+FEM;SG
isabelle	isobel	isabelle	isobel	N;FEM;SG	N;INDF;MASC+FEM;SG
isabelle	isabelle	isabelle	isabel	N;FEM;SG	N;INDF;MASC+FEM;SG
confiance	tillid	confiance	tillid	N;FEM;SG	N;INDF;MASC+FEM;SG
confiance	tilliden	confiance	tillid	N;FEM;SG	N;DEF;MASC+FEM;SG
confiance	selvtillid	confiance	selvtillid	N;FEM;SG	N;INDF;MASC+FEM;SG
confiance	selvtilliden	confiance	selvtillid	N;FEM;SG	N;DEF;MASC+FEM;SG
confiance	tillid	confiance	tillid	N;FEM;SG	N;INDF;MASC+FEM;SG
confiance	stol	confiance	stol	N;FEM;SG	N;INDF;MASC+FEM;SG
propriétés	egenskaber	propriété	egenskab	N;FEM;PL	N;INDF;MASC+FEM;PL
propriétés	ejendomme	propriété	ejendom	N;FEM;PL	N;INDF;MASC+FEM;PL
aventures	oplevelser	aventure	oplevelse	N;FEM;PL	N;INDF;MASC+FEM;PL
instruments	instrumenter	instrument	instrument	N;MASC;PL	N;INDF;NEUT;PL
instruments	instrumenterne	instrument	instrument	N;MASC;PL	N;DEF;NEUT;PL
conserve	bevarer	conserver	bevare	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
départements	afdelingerne	département	afdeling	N;MASC;PL	N;DEF;MASC+FEM;PL
départements	departementer	département	departement	N;MASC;PL	N;INDF;NEUT;PL
départements	afdelinger	département	afdeling	N;MASC;PL	N;INDF;MASC+FEM;PL
finances	finanser	finance	finanser	N;FEM;PL	N;INDF;MASC+FEM;PL
finances	finanser	finance	finanser	N;FEM;PL	N;INDF;MASC+FEM;PL
onze	elleve	onze	elleve	NUM	NUM
moteurs	motorer	moteur	motor	N;MASC;PL	N;INDF;MASC+FEM;PL
moteurs	motorerne	moteur	motor	N;MASC;PL	N;DEF;MASC+FEM;PL
moteurs	motorer	moteur	motor	N;MASC;PL	N;INDF;MASC+FEM;PL
pratiques	praksisser	pratique	praksisse	N;FEM;PL	N;INDF;MASC+FEM;PL
pratiques	fremgangsmåder	pratique	fremgangsmåde	N;FEM;PL	N;INDF;NEUT;PL
prévu	planlagt	prévoir	planlægge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prévu	planlagt	prévoir	planlægge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prévu	påtænkt	prévoir	påtænke	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
procédure	proceduren	procédure	procedur	N;FEM;SG	N;DEF;MASC+FEM;SG
procédure	fremgangsmåde	procédure	fremgangsmåde	N;FEM;SG	N;INDF;MASC+FEM;SG
procédure	procedure	procédure	procedur	N;FEM;SG	N;INDF;MASC+FEM;SG
pleine	mæt	plein	mæt	ADJ;FEM;SG	ADJ;INDF;SG
pleine	fuld	plein	fuld	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
pleine	fulde	plein	fuld	ADJ;FEM;SG	ADJ;DEF;SG
noirs	sorte	noir	sort	ADJ;MASC;PL	ADJ;PL
noirs	sorte	noir	sort	ADJ;MASC;PL	ADJ;PL
célèbres	berømte	célèbre	berømt	ADJ;MASC;PL	ADJ;PL
dimensions	dimensioner	dimension	dimension	N;FEM;PL	N;INDF;MASC+FEM;PL
dimensions	dimensionerne	dimension	dimension	N;FEM;PL	N;DEF;MASC+FEM;PL
quart	kvartal	quart	kvartal	N;MASC;SG	N;INDF;NEUT;SG
quart	fjerdedel	quart	fjerdedel	N;MASC;SG	N;INDF;MASC+FEM;SG
ajoute	tilføjer	ajouter	tilføje	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ajoute	tilføje	ajouter	tilføje	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
ajoute	tilføjer	ajouter	tilføje	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
document	dokument	document	dokument	N;MASC;SG	N;INDF;NEUT;SG
augmentation	forhøjelse	augmentation	forhøjelse	N;FEM;SG	N;INDF;MASC+FEM;SG
augmentation	forøgelse	augmentation	forøgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
augmentation	stigning	augmentation	stigning	N;FEM;SG	N;INDF;MASC+FEM;SG
limites	begrænsninger	limite	begrænsning	N;FEM;PL	N;INDF;MASC+FEM;PL
limites	grænser	limite	grænse	N;FEM;PL	N;INDF;MASC+FEM;PL
limites	begrænsninger	limite	begrænsning	N;FEM;PL	N;INDF;MASC+FEM;PL
limites	grænseværdier	limite	grænseværdi	N;FEM;PL	N;INDF;MASC+FEM;PL
limites	grænser	limite	grænse	N;FEM;PL	N;INDF;MASC+FEM;PL
qualification	kvalifikation	qualification	kvalifikation	N;FEM;SG	N;INDF;MASC+FEM;SG
qualification	kvalificering	qualification	kvalificering	N;FEM;SG	N;INDF;MASC+FEM;SG
condamné	dømt	condamner	dømme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
condamné	dømt	condamner	dømme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
condamné	idømte	condamner	idømme	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
condamné	idømt	condamner	idømme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
condamné	fordømt	condamner	fordømme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
condamné	dømt	condamner	dømme	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
condamné	fordømte	condamner	fordømme	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
condamné	fange	condamner	fange	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
ernest	ernest	ernest	ernest	N;MASC;SG	N;INDF;MASC+FEM;SG
oncle	onkel	oncle	onkel	N;MASC;SG	N;INDF;MASC+FEM;SG
oncle	farbror	oncle	farbror	N;MASC;SG	N;INDF;MASC+FEM;SG
conservé	opbevaret	conserver	opbevar	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
conservé	beholdt	conserver	beholde	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
conservé	bibeholdt	conserver	bibeholde	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
génie	geni	génie	geni	N;MASC;SG	N;INDF;NEUT;SG
génie	genialitet	génie	genialitet	N;MASC;SG	N;INDF;MASC+FEM;SG
génie	ingeniør	génie	ingeniør	N;MASC;SG	N;INDF;MASC+FEM;SG
génie	engineering	génie	engineering	N;MASC;SG	N;INDF;MASC+FEM;SG
voitures	biler	voiture	bil	N;FEM;PL	N;INDF;MASC+FEM;PL
contemporaine	moderne	contemporain	moderne	ADJ;FEM;SG	ADJ
blancs	hvide	blanc	hvid	ADJ;MASC;PL	ADJ;PL
démocrate	demokrat	démocrate	demokrat	N;MASC;SG	N;INDF;MASC+FEM;SG
plage	stranden	plage	strand	N;FEM;SG	N;DEF;MASC+FEM;SG
plage	strand	plage	strand	N;FEM;SG	N;INDF;MASC+FEM;SG
drame	drama	drame	drama	N;MASC;SG	N;INDF;NEUT;SG
drame	dramatik	drame	dramatik	N;MASC;SG	N;INDF;MASC+FEM;SG
drame	tragedie	drame	tragedie	N;MASC;SG	N;INDF;MASC+FEM;SG
drame	tragedien	drame	tragedie	N;MASC;SG	N;DEF;MASC+FEM;SG
entretien	vedligeholdelse	entretien	vedligeholdelse	N;MASC;SG	N;INDF;MASC+FEM;SG
entretien	opretholdelse	entretien	opretholdelse	N;MASC;SG	N;INDF;MASC+FEM;SG
entretien	interview	entretien	interview	N;MASC;SG	N;INDF;NEUT;SG
entretien	jobsamtale	entretien	jobsamtale	N;MASC;SG	N;INDF;MASC+FEM;SG
entretien	interviewet	entretien	interviewet	N;MASC;SG	N;DEF;NEUT;SG
vide	tomt	vide	tom	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
vide	blankt	vide	blankt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
vide	blank	vide	blank	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
vide	tomt	vide	tom	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
musiciens	musikere	musicien	musiker	N;MASC;PL	N;INDF;MASC+FEM;PL
accepte	accepterer	accepter	acceptere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
accepte	acceptere	accepter	acceptere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
accepte	accepterer	accepter	acceptere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
revenir	returnere	revenir	returnere	V;NFIN	V;NFIN;ACT
handball	håndbold	handball	håndbold	N;MASC;SG	N;INDF;MASC+FEM;SG
chiffre	cifret	chiffre	cifter	N;MASC;SG	N;DEF;NEUT;SG
chiffre	ciffer	chiffre	ciffer	N;MASC;SG	N;INDF;NEUT;SG
chiffre	chiffre	chiffre	chiffr	N;MASC;SG	N;INDF;MASC+FEM;SG
chiffre	figur	chiffre	figur	N;MASC;SG	N;INDF;MASC+FEM;SG
windows	windows	window	windows	N;MASC;SG	N;INDF;MASC+FEM;SG
canon	kanonen	canon	kanon	N;MASC;SG	N;DEF;MASC+FEM;SG
canon	kanon	canon	kanon	N;MASC;SG	N;INDF;MASC+FEM;SG
canon	tønde	canon	tønde	N;MASC;SG	N;INDF;MASC+FEM;SG
canon	hottie	canon	hottie	N;MASC;SG	N;INDF;MASC+FEM;SG
collections	samlinger	collection	samling	N;FEM;PL	N;INDF;MASC+FEM;PL
active	aktivt	actif	aktiv	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
active	aktiv	actif	aktiv	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
organisée	tilrettelagt	organiser	tilrettelægge	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organisée	organiseret	organiser	organisere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organisée	arrangeret	organiser	arrangere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organisée	organiseret	organiser	organisere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organisée	organiseret	organiser	organisere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organisée	kurateret	organiser	kurater	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sculpture	skulptur	sculpture	skulptur	N;FEM;SG	N;INDF;MASC+FEM;SG
chance	chance	chance	chance	N;FEM;SG	N;INDF;MASC+FEM;SG
chance	held	chance	held	N;FEM;SG	N;INDF;NEUT;SG
attendre	venter	attendre	vente	V;NFIN	V;IND;PRS;FIN;ACT
attendre	afventer	attendre	afvente	V;NFIN	V;IND;PRS;FIN;ACT
attendre	vente	attendre	vente	V;NFIN	V;NFIN;ACT
destruction	ødelæggelse	destruction	ødelæggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
destruction	tilintetgørelse	destruction	tilintetgørelse	N;FEM;SG	N;INDF;MASC+FEM;SG
destruction	destruktion	destruction	destruktion	N;FEM;SG	N;INDF;MASC+FEM;SG
samuel	samuel	samuel	samuel	N;MASC;SG	N;INDF;MASC+FEM;SG
sophie	sophie	sophie	sophie	N;FEM;SG	N;INDF;MASC+FEM;SG
enregistrement	optagelse	enregistrement	optagelse	N;MASC;SG	N;INDF;MASC+FEM;SG
enregistrement	registrering	enregistrement	registrering	N;MASC;SG	N;INDF;MASC+FEM;SG
enregistrement	indspilning	enregistrement	indspilning	N;MASC;SG	N;INDF;MASC+FEM;SG
enregistrement	registrering	enregistrement	registrering	N;MASC;SG	N;INDF;MASC+FEM;SG
enregistrement	tilmelding	enregistrement	tilmelding	N;MASC;SG	N;INDF;MASC+FEM;SG
enregistrement	indregistrering	enregistrement	indregistrering	N;MASC;SG	N;INDF;MASC+FEM;SG
leader	leader	leader	leade	N;MASC;SG	N;INDF;MASC+FEM;SG
leader	leder	leader	leder	N;MASC;SG	N;INDF;MASC+FEM;SG
trafic	trafik	trafic	trafik	N;MASC;SG	N;INDF;MASC+FEM;SG
trafic	trafikken	trafic	trafik	N;MASC;SG	N;DEF;MASC+FEM;SG
auto	auto	auto	auto	N;MASC;SG	N;INDF;MASC+FEM;SG
spécifique	specifik	spécifique	specifik	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
peau	hud	peau	hud	N;FEM;SG	N;INDF;MASC+FEM;SG
peau	skind	peau	skind	N;FEM;SG	N;INDF;NEUT;SG
peau	huden	peau	huden	N;FEM;SG	N;DEF;MASC+FEM;SG
duo	duet	duo	duet	N;MASC;SG	N;INDF;MASC+FEM;SG
espaces	mellemrum	espace	mellemrum	N;MASC;PL	N;INDF;NEUT;PL
impossible	umulig	impossible	umulig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
impossible	umuligt	impossible	umulig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
maine	maine	maine	maine	N;MASC;SG	N;INDF;MASC+FEM;SG
vieille	gammelt	vieux	gammel	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
vieille	gammel	vieux	gammel	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
incendie	fyr	incendie	fyr	N;MASC;SG	N;INDF;MASC+FEM;SG
incendie	brand	incendie	brand	N;MASC;SG	N;INDF;MASC+FEM;SG
incendie	ild	incendie	ild	N;MASC;SG	N;INDF;MASC+FEM;SG
acide	syre	acide	syr	N;MASC;SG	N;INDF;MASC+FEM;SG
gilbert	gilbert	gilbert	gilbert	N;MASC;SG	N;INDF;MASC+FEM;SG
poule	kylling	poule	kylling	N;FEM;SG	N;INDF;MASC+FEM;SG
poule	høne	poule	høne	N;FEM;SG	N;INDF;MASC+FEM;SG
technologie	teknologien	technologie	teknologi	N;FEM;SG	N;DEF;MASC+FEM;SG
technologie	teknologi	technologie	teknologi	N;FEM;SG	N;INDF;MASC+FEM;SG
madeleine	madeleine	madeleine	madelein	N;FEM;SG	N;INDF;MASC+FEM;SG
intègre	integrerer	intégrer	integrere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
utile	nyttig	utile	nyttig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
utile	brugbar	utile	brugbar	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
utile	nyttigt	utile	nyttigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
utile	hjælpsom	utile	hjælpsom	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
utile	nyttig	utile	nyttig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
utile	nyttigt	utile	nyttigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
