اِبتدائی	elementary	اِبتدائی	elementary	N;NOM;MASC;SG;3	N;SG
اِنفراداً	individually	اِنفراداً	individually	ADV	ADV
اِنفرادیت	uniqueness	اِنفرادیت	uniqueness	N;NOM;MASC;SG;3	N;SG
اِنفرادیت	singularity	اِنفرادیت	singularity	N;NOM;MASC;SG;3	N;SG
اِنفرادیت	individuality	اِنفرادیت	individuality	N;NOM;MASC;SG;3	N;SG
اِنقطاعی	last	اِنقطاعی	last	ADJ	ADJ
اِنقطاعی	conclusive	اِنقطاعی	conclusive	ADJ	ADJ
اِنقلابی	revolutionary	اِنقلابی	revolutionary	ADJ	ADJ
انکارکرنا	reject	انکارکرنا	reject	V;NFIN;ACT	V;IMP;FIN
انکارکرنا	disown	انکارکرنا	disown	V;NFIN;ACT	V;IMP;FIN
انکارکرنا	refuse	انکارکرنا	refuse	V;NFIN;ACT	V;IMP;FIN
انکڑنا	shrink	انکڑنا	shrink	V;SG;NFIN;ACT	V;IMP;FIN
انگ	share	انگ	share	V;MASC;SG;V.PTCP;ACT	V;IMP;FIN
انگیخت	incitement	انگیخت	incitement	N;NOM;MASC;SG;3	N;SG
انگیخت	instigation	انگیخت	instigation	N;NOM;MASC;SG;3	N;SG
انگیز	exciting	انگیز	exciting	ADJ	ADJ
انواع	species	انواع	species	N;NOM;MASC;PL;3	N;PL
انواع	varieties	انواع	variety	N;NOM;MASC;PL;3	N;PL
انوکھا	wonderful	انوکھا	wonderful	ADJ;NOM;MASC;SG	ADJ
انوکھا	singular	انوکھا	singular	ADJ;NOM;MASC;SG	ADJ
انوکھا	rare	انوکھا	rare	ADJ;NOM;MASC;SG	ADJ
انوکھا	unique	انوکھا	unique	ADJ;NOM;MASC;SG	ADJ
انوکھا	strange	انوکھا	strange	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinary	انوکھا	extraordinary	ADJ;NOM;MASC;SG	ADJ
انوکھا	curious	انوکھا	curious	ADJ;NOM;MASC;SG	ADJ
انوکھا	wonderful	انوکھا	wonderful	ADJ;NOM;MASC;SG	ADJ
انوکھا	singular	انوکھا	singular	ADJ;NOM;MASC;SG	ADJ
انوکھا	rare	انوکھا	rare	ADJ;NOM;MASC;SG	ADJ
انوکھا	peculiar	انوکھا	peculiar	ADJ;NOM;MASC;SG	ADJ
انوکھا	unique	انوکھا	unique	ADJ;NOM;MASC;SG	ADJ
انوکھا	strange	انوکھا	strange	ADJ;NOM;MASC;SG	ADJ
انوکھا	extraordinary	انوکھا	extraordinary	ADJ;NOM;MASC;SG	ADJ
دوستانہ	friendly	دوستانہ	friendly	ADJ	ADJ
انہونی	impossibility	انہونی	impossibility	N;NOM;MASC;SG;3	N;SG
روحانی	spiritual	روحانی	spiritual	ADJ	ADJ
اَوٹنا	boil	اَوٹنا	boil	V;NFIN	V;IMP;FIN
اوٹنا	hide	اوٹنا	hide	V;SG;NFIN;ACT	V;IMP;FIN
اوجھل	invisible	اوجھل	invisible	ADJ	ADJ
اوجھل	hidden	اوجھل	hidden	ADJ	ADJ
اوجھل	concealed	اوجھل	conceal	ADJ	ADJ
اَوروں	others	اَور	other	N;ACC;MASC;PL;3	N;PL
اوڑھنا	covering	اوڑھنا	cover	V;MASC;SG;NFIN;ACT	V;V.MSDR
اَوقات	circumstances	ووق	circumstance	N;NOM;MASC;PL;3	N;PL
اَوقات	hours	ووق	hour	N;NOM;MASC;PL;3	N;PL
اَوقات	resources	ووق	resource	N;NOM;MASC;PL;3	N;PL
اَوقات	times	ووق	time	N;NOM;MASC;PL;3	N;PL
اُہارنا	uncover	اُہارنا	uncover	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اہلیت	skill	اہلیت	skill	N;NOM;MASC;SG;3	N;SG
اہلیت	qualification	اہلیت	qualification	N;NOM;MASC;SG;3	N;SG
اہلیت	capability	اہلیت	capability	N;NOM;MASC;SG;3	N;SG
اہلیت	eligibility	اہلیت	eligibility	N;NOM;MASC;SG;3	N;SG
اہلیت	fitness	اہلیت	fitness	N;NOM;MASC;SG;3	N;SG
اہلیہ	wife	اہلیہ	wife	N;NOM;MASC;SG;3	N;SG
اہم	momentous	اہم	momentous	ADJ	ADJ
اہم	important	اہم	important	ADJ	ADJ
اہم	momentous	اہم	momentous	ADJ	ADJ
اہم	important	اہم	important	ADJ	ADJ
اہم	significant	اہم	significant	ADJ	ADJ
اِیجابی	positive	اِیجابی	positive	ADJ	ADJ
اِیجابی	affirmative	اِیجابی	affirmative	ADJ	ADJ
ایزدی	heavenly	ایزدی	heavenly	ADJ	ADJ
ایزدی	divine	ایزدی	divine	ADJ	ADJ
ایشیائی	asian	ایشیائی	asian	ADJ	ADJ
ایشیائی	asiatic	ایشیائی	asiatic	ADJ	ADJ
ایک	one	ایک	one	NUM	NUM
ایک	one	ایک	one	NUM	NUM
ایکتا	seclusion	ایک	seclusion	N;NOM;MASC;SG;3	N;SG
ایکتا	union	ایک	union	N;NOM;MASC;SG;3	N;SG
ایکتا	conjunction	ایک	conjunction	N;NOM;MASC;SG;3	N;SG
ایکتا	solitude	ایک	solitude	N;NOM;MASC;SG;3	N;SG
ایکتا	unity	ایک	unity	N;NOM;MASC;SG;3	N;SG
ایکتا	oneness	ایک	oneness	N;NOM;MASC;SG;3	N;SG
ایکتا	harmony	ایک	harmony	N;NOM;MASC;SG;3	N;SG
ایکڑ	acre	ایکڑ	acre	N;NOM;MASC;SG;3	N;SG
ایلچی	messenger	ایلچی	messenger	N;NOM;MASC;SG;3	N;SG
ایلچی	ambassador	ایلچی	ambassador	N;NOM;MASC;SG;3	N;SG
ایلچی	representative	ایلچی	representative	N;NOM;MASC;SG;3	N;SG
ایلچی	diplomat	ایلچی	diplomat	N;NOM;MASC;SG;3	N;SG
ایلچی	messenger	ایلچی	messenger	N;NOM;MASC;SG;3	N;SG
ایلچی	ambassador	ایلچی	ambassador	N;NOM;MASC;SG;3	N;SG
ایلچی	emissary	ایلچی	emissary	N;NOM;MASC;SG;3	N;SG
ایلچی	representative	ایلچی	representative	N;NOM;MASC;SG;3	N;SG
ایلچی	diplomat	ایلچی	diplomat	N;NOM;MASC;SG;3	N;SG
اِیمانداری	honesty	اِیمانداری	honesty	N;NOM;MASC;SG;3	N;SG
اینچنا	attract	اینچنا	attract	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اینچنا	drag	اینچنا	drag	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اینچنا	scribble	اینچنا	scribble	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اینچنا	write	اینچنا	write	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اینچنا	pull	اینچنا	pull	V;MASC;SG;NFIN;ACT	V;IMP;FIN
اینچنا	draw	اینچنا	draw	V;MASC;SG;NFIN;ACT	V;IMP;FIN
آ	come	آ	come	V;ACT	V;IMP;FIN
آب	dignity	آب	dignity	N;NOM;MASC;SG;3	N;SG
آب	elegance	آب	elegance	N;NOM;MASC;SG;3	N;SG
آب	brightness	آب	brightness	N;NOM;MASC;SG;3	N;SG
آب	saliva	آب	saliva	N;NOM;MASC;SG;3	N;SG
آب	sweat	آب	sweat	N;NOM;MASC;SG;3	N;SG
آب	sheen	آب	sheen	N;NOM;MASC;SG;3	N;SG
آب	reputation	آب	reputation	N;NOM;MASC;SG;3	N;SG
آب	sparkle	آب	sparkle	N;NOM;MASC;SG;3	N;SG
آب	splendour	آب	splendour	N;NOM;MASC;SG;3	N;SG
آب	wine	آب	wine	N;NOM;MASC;SG;3	N;SG
آب	juice	آب	juice	N;NOM;MASC;SG;3	N;SG
آب	honour	آب	honour	N;NOM;MASC;SG;3	N;SG
آب	magnificence	آب	magnificence	N;NOM;MASC;SG;3	N;SG
آب	dignity	آب	dignity	N;NOM;MASC;SG;3	N;SG
آب	elegance	آب	elegance	N;NOM;MASC;SG;3	N;SG
آب	brightness	آب	brightness	N;NOM;MASC;SG;3	N;SG
آب	water	آب	water	N;NOM;MASC;SG;3	N;SG
آب	saliva	آب	saliva	N;NOM;MASC;SG;3	N;SG
آب	sweat	آب	sweat	N;NOM;MASC;SG;3	N;SG
آب	sheen	آب	sheen	N;NOM;MASC;SG;3	N;SG
آب	reputation	آب	reputation	N;NOM;MASC;SG;3	N;SG
آب	sparkle	آب	sparkle	N;NOM;MASC;SG;3	N;SG
آب	splendour	آب	splendour	N;NOM;MASC;SG;3	N;SG
آب	wine	آب	wine	N;NOM;MASC;SG;3	N;SG
آب	juice	آب	juice	N;NOM;MASC;SG;3	N;SG
آب	honour	آب	honour	N;NOM;MASC;SG;3	N;SG
آب	magnificence	آب	magnificence	N;NOM;MASC;SG;3	N;SG
آبادی	settlement	آبادی	settlement	N;NOM;FEM;SG;3	N;SG
آبادی	population	آبادی	population	N;NOM;FEM;SG;3	N;SG
آبادی	life	آبادی	life	N;NOM;FEM;SG;3	N;SG
آبادی	activity	آبادی	activity	N;NOM;FEM;SG;3	N;SG
آبادیاتی	demographic	آبادیاتی	demographic	ADJ;NOM	ADJ
آبائی	hereditary	آبائی	hereditary	ADJ	ADJ
آبائی	native	آبائی	native	ADJ	ADJ
آبشار	cascade	آبشار	cascade	N;NOM;MASC;SG;3	N;SG
آبشار	waterfall	آبشار	waterfall	N;NOM;MASC;SG;3	N;SG
آبشار	cascade	آبشار	cascade	N;NOM;MASC;SG;3	N;SG
آبی	aqueous	آبی	aqueous	ADJ	ADJ
آبی	watery	آبی	watery	ADJ	ADJ
آبی	moist	آبی	moist	ADJ	ADJ
آبیاتی	hydrological	آبیاتی	hydrological	ADJ;NOM	ADJ
آپ	you	آپ	you	PRO;ACC	PRO;ACC;2
آپ	self	آپ	self	PRO;ACC	PRO
آتا	coming	آ	come	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
آتش	anger	آتش	anger	N;NOM;MASC;SG;3	N;SG
آتش	flame	آتش	flame	N;NOM;MASC;SG;3	N;SG
آتش	passion	آتش	passion	N;NOM;MASC;SG;3	N;SG
آتش	fire	آتش	fire	N;NOM;MASC;SG;3	N;SG
آتش	rage	آتش	rage	N;NOM;MASC;SG;3	N;SG
آتِشی	irascible	آتِشی	irascible	ADJ;NOM	ADJ
آتی	coming	آ	come	V;IPFV;FEM;SG;V.PTCP;ACT	V;V.MSDR
آتے	coming	آ	come	V;IPFV;MASC;PL;V.PTCP;ACT	V;V.MSDR
آٹا	meal	آٹا	meal	N;NOM;MASC;SG;3	N;SG
آٹا	flour	آٹا	flour	N;NOM;MASC;SG;3	N;SG
آج	today	آج	today	N;NOM;MASC;SG;3	N;SG
آخر	eternal	آخر	eternal	N;NOM;MASC;SG;3	N;SG
آخِری	last	آخِری	last	ADJ	ADJ
آخِری	ultimate	آخِری	ultimate	ADJ	ADJ
آخِری	extreme	آخِری	extreme	ADJ	ADJ
آداب	protocol	آداب	protocol	N;NOM;MASC;SG;3	N;SG
آداب	civility	آداب	civility	N;NOM;MASC;SG;3	N;SG
آداب	etiquette	آداب	etiquette	N;NOM;MASC;SG;3	N;SG
آداب	decorum	آداب	decorum	N;NOM;MASC;SG;3	N;SG
آدمی	messenger	آدمی	messenger	N;NOM;MASC;SG;3	N;SG
آدمی	servant	آدمی	servant	N;NOM;MASC;SG;3	N;SG
آدمی	runner	آدمی	runner	N;NOM;MASC;SG;3	N;SG
آدمی	man	آدمی	man	N;NOM;MASC;SG;3	N;SG
آدمی	husband	آدمی	husband	N;NOM;MASC;SG;3	N;SG
آدمی	messenger	آدمی	messenger	N;NOM;MASC;SG;3	N;SG
آدمی	person	آدمی	person	N;NOM;MASC;SG;3	N;SG
آدمی	servant	آدمی	servant	N;NOM;MASC;SG;3	N;SG
آدمی	runner	آدمی	runner	N;NOM;MASC;SG;3	N;SG
آدمی	man	آدمی	man	N;NOM;MASC;SG;3	N;SG
آدمی	husband	آدمی	husband	N;NOM;MASC;SG;3	N;SG
آدمی	individual	آدمی	individual	N;NOM;MASC;SG;3	N;SG
آراستہ	prepared	آراستہ	prepared	ADJ	ADJ
آرامی	indolent	آرامی	indolent	ADJ	ADJ
آرامی	lazy	آرامی	lazy	ADJ	ADJ
آرائش	adornment	آرائش	adornment	N;NOM;MASC;SG;3	N;SG
آرائش	dressing	آرائش	dress	N;NOM;MASC;SG;3	N;SG
آرائش	ornament	آرائش	ornament	N;NOM;MASC;SG;3	N;SG
آرائش	beautification	آرائش	beautification	N;NOM;MASC;SG;3	N;SG
آرائش	arrangement	آرائش	arrangement	N;NOM;MASC;SG;3	N;SG
آرائش	adornment	آرائش	adornment	N;NOM;MASC;SG;3	N;SG
آرائش	dressing	آرائش	dress	N;NOM;MASC;SG;3	N;SG
آرائش	ornament	آرائش	ornament	N;NOM;MASC;SG;3	N;SG
آرائش	decoration	آرائش	decoration	N;NOM;MASC;SG;3	N;SG
آرائش	beautification	آرائش	beautification	N;NOM;MASC;SG;3	N;SG
آرائش	arrangement	آرائش	arrangement	N;NOM;MASC;SG;3	N;SG
آرائی	arrangement	آرائی	arrangement	N;NOM;MASC;SG;3	N;SG
آرمیدگی	ease	آرمیدگی	ease	N;NOM;MASC;SG;3	N;SG
آرمیدگی	comfort	آرمیدگی	comfort	N;NOM;MASC;SG;3	N;SG
آڑ	ploy	آڑ	ploy	N;NOM;MASC;SG;3	N;SG
آڑ	wall	آڑ	wall	N;NOM;MASC;SG;3	N;SG
آڑ	surety	آڑ	surety	N;NOM;MASC;SG;3	N;SG
آڑ	fence	آڑ	fence	N;NOM;MASC;SG;3	N;SG
آڑ	covert	آڑ	covert	N;NOM;MASC;SG;3	N;SG
آڑ	shame	آڑ	shame	N;NOM;MASC;SG;3	N;SG
آڑ	curvature	آڑ	curvature	N;NOM;MASC;SG;3	N;SG
آڑ	protection	آڑ	protection	N;NOM;MASC;SG;3	N;SG
آڑ	cover	آڑ	cover	N;NOM;MASC;SG;3	N;SG
آڑ	obstacle	آڑ	obstacle	N;NOM;MASC;SG;3	N;SG
آڑ	guarantee	آڑ	guarantee	N;NOM;MASC;SG;3	N;SG
آڑ	support	آڑ	support	N;NOM;MASC;SG;3	N;SG
آڑ	safety	آڑ	safety	N;NOM;MASC;SG;3	N;SG
آڑ	guise	آڑ	guise	N;NOM;MASC;SG;3	N;SG
آڑ	ploy	آڑ	ploy	N;NOM;MASC;SG;3	N;SG
آڑ	wall	آڑ	wall	N;NOM;MASC;SG;3	N;SG
آڑ	surety	آڑ	surety	N;NOM;MASC;SG;3	N;SG
آڑ	fence	آڑ	fence	N;NOM;MASC;SG;3	N;SG
آڑ	covert	آڑ	covert	N;NOM;MASC;SG;3	N;SG
آڑ	shame	آڑ	shame	N;NOM;MASC;SG;3	N;SG
آڑ	curvature	آڑ	curvature	N;NOM;MASC;SG;3	N;SG
آڑ	protection	آڑ	protection	N;NOM;MASC;SG;3	N;SG
آڑ	cover	آڑ	cover	N;NOM;MASC;SG;3	N;SG
آڑ	obstacle	آڑ	obstacle	N;NOM;MASC;SG;3	N;SG
آڑ	screen	آڑ	screen	N;NOM;MASC;SG;3	N;SG
آڑ	guarantee	آڑ	guarantee	N;NOM;MASC;SG;3	N;SG
آڑ	support	آڑ	support	N;NOM;MASC;SG;3	N;SG
آڑ	safety	آڑ	safety	N;NOM;MASC;SG;3	N;SG
آڑ	guise	آڑ	guise	N;NOM;MASC;SG;3	N;SG
آزادی	liberation	آزادی	liberation	N;NOM;MASC;SG;3	N;SG
آزادی	independence	آزادی	independence	N;NOM;MASC;SG;3	N;SG
آزادی	freedom	آزادی	freedom	N;NOM;MASC;SG;3	N;SG
آزادی	liberation	آزادی	liberation	N;NOM;MASC;SG;3	N;SG
آزادی	independence	آزادی	independence	N;NOM;MASC;SG;3	N;SG
آزاردہ	annoying	آزاردہ	annoying	ADJ	ADJ
آزاردہ	troublesome	آزاردہ	troublesome	ADJ	ADJ
آزاری	cruelty	آزاری	cruelty	N;NOM;FEM;SG;3	N;SG
آزاری	torture	آزاری	torture	N;NOM;FEM;SG;3	N;SG
آزُردگی	distress	آزُردگی	distress	N;NOM;MASC;SG;3	N;SG
آزُردگی	anger	آزُردگی	anger	N;NOM;MASC;SG;3	N;SG
آزُردگی	displeasure	آزُردگی	displeasure	N;NOM;MASC;SG;3	N;SG
آزُردگی	trouble	آزُردگی	trouble	N;NOM;MASC;SG;3	N;SG
آزُردگی	grievance	آزُردگی	grievance	N;NOM;MASC;SG;3	N;SG
آزُردگی	sorrow	آزُردگی	sorrow	N;NOM;MASC;SG;3	N;SG
آزُردہ	annoyed	آزُردہ	annoyed	ADJ	ADJ
آزُردہ	sad	آزُردہ	sad	ADJ	ADJ
آزُردہ	distressed	آزُردہ	distress	ADJ	ADJ
آزُردہ	aggrieved	آزُردہ	aggrieve	ADJ	ADJ
آزُردہ	troubled	آزُردہ	troubled	ADJ	ADJ
آزُردہ	uneasy	آزُردہ	uneasy	ADJ	ADJ
آزمانا	assess	آزما	assess	V;SG;ACT	V;IMP;FIN
آزمانا	examine	آزما	examine	V;SG;ACT	V;IMP;FIN
آزمانا	try	آزما	try	V;SG;ACT	V;IMP;FIN
آزمائش	examination	آزمائش	examination	N;NOM;MASC;SG;3	N;SG
آزمائش	appraisal	آزمائش	appraisal	N;NOM;MASC;SG;3	N;SG
آزمائش	trial	آزمائش	trial	N;NOM;MASC;SG;3	N;SG
آزمائش	test	آزمائش	test	N;NOM;MASC;SG;3	N;SG
آزمائش	examination	آزمائش	examination	N;NOM;MASC;SG;3	N;SG
آزمائش	appraisal	آزمائش	appraisal	N;NOM;MASC;SG;3	N;SG
آسان	manageable	آسان	manageable	ADJ	ADJ
آسان	convenient	آسان	convenient	ADJ	ADJ
آسان	easy	آسان	easy	ADJ	ADJ
آسان	manageable	آسان	manageable	ADJ	ADJ
آسان	convenient	آسان	convenient	ADJ	ADJ
آسانی	ease	آسانی	ease	N;NOM;MASC;SG;3	N;SG
آسانی	ease	آسانی	ease	N;NOM;MASC;SG;3	N;SG
آسائش	ease	آسائش	ease	N;NOM;MASC;SG;3	N;SG
آسائش	comfort	آسائش	comfort	N;NOM;MASC;SG;3	N;SG
آسائش	repose	آسائش	repose	N;NOM;MASC;SG;3	N;SG
آسرا	shelter	آسرا	shelter	N;NOM;MASC;SG;3	N;SG
آسرا	retreat	آسرا	retreat	N;NOM;MASC;SG;3	N;SG
آسرا	refuge	آسرا	refuge	N;NOM;MASC;SG;3	N;SG
آسرا	abode	آسرا	abode	N;NOM;MASC;SG;3	N;SG
آسرا	expectation	آسرا	expectation	N;NOM;MASC;SG;3	N;SG
آسرا	faith	آسرا	faith	N;NOM;MASC;SG;3	N;SG
آسرا	confidence	آسرا	confidence	N;NOM;MASC;SG;3	N;SG
آسرا	sanctuary	آسرا	sanctuary	N;NOM;MASC;SG;3	N;SG
آسمان	rain	آسمان	rain	N;NOM;MASC;SG;3	N;SG
آسمان	sky	آسمان	sky	N;NOM;MASC;SG;3	N;SG
آسمان	firmament	آسمان	firmament	N;NOM;MASC;SG;3	N;SG
آسمان	pinnacle	آسمان	pinnacle	N;NOM;MASC;SG;3	N;SG
آسمان	rain	آسمان	rain	N;NOM;MASC;SG;3	N;SG
آسمان	sky	آسمان	sky	N;NOM;MASC;SG;3	N;SG
آسمان	heaven	آسمان	heaven	N;NOM;MASC;SG;3	N;SG
آسمان	firmament	آسمان	firmament	N;NOM;MASC;SG;3	N;SG
آسمان	pinnacle	آسمان	pinnacle	N;NOM;MASC;SG;3	N;SG
آسمانی	higher	آسمانی	higher	ADJ	ADJ;CMPR
آسمانی	unexpected	آسمانی	unexpected	ADJ	ADJ
آسمانی	divine	آسمانی	divine	ADJ	ADJ
آسمانی	celestial	آسمانی	celestial	ADJ	ADJ
آسمانی	heavenly	آسمانی	heavenly	ADJ	ADJ
آشکار	visible	آشکار	visible	ADJ	ADJ
آشکار	apparent	آشکار	apparent	ADJ	ADJ
آشکار	evident	آشکار	evident	ADJ	ADJ
آشکار	clear	آشکار	clear	ADJ	ADJ
آشکار	visible	آشکار	visible	ADJ	ADJ
آشکار	apparent	آشکار	apparent	ADJ	ADJ
آشکار	evident	آشکار	evident	ADJ	ADJ
آشکار	clear	آشکار	clear	ADJ	ADJ
آشمال	servant	آشمال	servant	N	N;SG
آشنا	aware	آشنا	aware	ADJ	ADJ
آغاز	beginning	آغاز	beginning	N;NOM;MASC;SG;3	N;SG
آغاز	origin	آغاز	origin	N;NOM;MASC;SG;3	N;SG
آغاز	beginning	آغاز	beginning	N;NOM;MASC;SG;3	N;SG
آغاز	origin	آغاز	origin	N;NOM;MASC;SG;3	N;SG
آغوش	refuge	آغوش	refuge	N;NOM;MASC;SG;3	N;SG
آغوش	side	آغوش	side	N;NOM;MASC;SG;3	N;SG
آغوش	clasp	آغوش	clasp	N;NOM;MASC;SG;3	N;SG
آغوش	lap	آغوش	lap	N;NOM;MASC;SG;3	N;SG
آغوش	asylum	آغوش	asylum	N;NOM;MASC;SG;3	N;SG
آفاقی	cosmopolitan	آفاقی	cosmopolitan	ADJ	ADJ
آفاقی	global	آفاقی	global	ADJ	ADJ
آفاقی	cosmopolitan	آفاقی	cosmopolitan	ADJ	ADJ
آفاقی	universal	آفاقی	universal	ADJ	ADJ
آفاقی	global	آفاقی	global	ADJ	ADJ
آفاقیت	cosmopolitanism	آفاقیت	cosmopolitanism	N;NOM;MASC;SG;3	N;SG
آفاقیت	cosmopolitanism	آفاقیت	cosmopolitanism	N;NOM;MASC;SG;3	N;SG
آفاقیت	universality	آفاقیت	universality	N;NOM;MASC;SG;3	N;SG
آفت	mishap	آفت	mishap	N;NOM;FEM;SG;3	N;SG
آفت	adversity	آفت	adversity	N;NOM;FEM;SG;3	N;SG
آفت	noise	آفت	noise	N;NOM;FEM;SG;3	N;SG
آفت	trouble	آفت	trouble	N;NOM;FEM;SG;3	N;SG
آفت	misfortune	آفت	misfortune	N;NOM;FEM;SG;3	N;SG
آفت	hardship	آفت	hardship	N;NOM;FEM;SG;3	N;SG
آفت	cruelty	آفت	cruelty	N;NOM;FEM;SG;3	N;SG
آفت	brutality	آفت	brutality	N;NOM;FEM;SG;3	N;SG
آفت	difficulty	آفت	difficulty	N;NOM;FEM;SG;3	N;SG
آفت	unhappiness	آفت	unhappiness	N;NOM;FEM;SG;3	N;SG
آفت	evil	آفت	evil	N;NOM;FEM;SG;3	N;SG
آفت	disaster	آفت	disaster	N;NOM;FEM;SG;3	N;SG
آفت	uproar	آفت	uproar	N;NOM;FEM;SG;3	N;SG
آفت	misery	آفت	misery	N;NOM;FEM;SG;3	N;SG
آفت	catastrophe	آفت	catastrophe	N;NOM;FEM;SG;3	N;SG
آفت	problem	آفت	problem	N;NOM;FEM;SG;3	N;SG
آفتاب	wine	آفتاب	wine	N;NOM;MASC;SG;3	N;SG
آفتابی	yellow	آفتابی	yellow	ADJ	ADJ
آفتابی	solar	آفتابی	solar	ADJ	ADJ
آگ	lust	آگ	lust	N;NOM;FEM;SG;3	N;SG
آگ	revolt	آگ	revolt	N;NOM;FEM;SG;3	N;SG
آگ	blaze	آگ	blaze	N;NOM;FEM;SG;3	N;SG
آگ	enmity	آگ	enmity	N;NOM;FEM;SG;3	N;SG
آگ	tumult	آگ	tumult	N;NOM;FEM;SG;3	N;SG
آگ	anger	آگ	anger	N;NOM;FEM;SG;3	N;SG
آگ	wrath	آگ	wrath	N;NOM;FEM;SG;3	N;SG
آگ	syphilis	آگ	syphilis	N;NOM;FEM;SG;3	N;SG
آگ	enthusiasm	آگ	enthusiasm	N;NOM;FEM;SG;3	N;SG
آگ	flame	آگ	flame	N;NOM;FEM;SG;3	N;SG
آگ	jealousy	آگ	jealousy	N;NOM;FEM;SG;3	N;SG
آگ	hatred	آگ	hatred	N;NOM;FEM;SG;3	N;SG
آگ	passion	آگ	passion	N;NOM;FEM;SG;3	N;SG
آگ	fire	آگ	fire	N;NOM;FEM;SG;3	N;SG
آگ	envy	آگ	envy	N;NOM;FEM;SG;3	N;SG
آگا	forehead	آگا	forehead	N;NOM;MASC;SG;3	N;SG
آگا	visage	آگا	visage	N;NOM;MASC;SG;3	N;SG
آگا	front	آگا	front	N;NOM;MASC;SG;3	N;SG
آگاہی	vigilance	آگاہی	vigilance	N;NOM;MASC;SG;3	N;SG
آگاہی	insight	آگاہی	insight	N;NOM;MASC;SG;3	N;SG
آگاہی	information	آگاہی	information	N;NOM;MASC;SG;3	N;SG
آگاہی	knowledge	آگاہی	knowledge	N;NOM;MASC;SG;3	N;SG
آگاہی	awareness	آگاہی	awareness	N;NOM;MASC;SG;3	N;SG
آگاہی	vigilance	آگاہی	vigilance	N;NOM;MASC;SG;3	N;SG
آگاہی	insight	آگاہی	insight	N;NOM;MASC;SG;3	N;SG
آگاہی	information	آگاہی	information	N;NOM;MASC;SG;3	N;SG
آگاہی	knowledge	آگاہی	knowledge	N;NOM;MASC;SG;3	N;SG
آگہی	awareness	آگہی	awareness	N;NOM;MASC;SG;3	N;SG
آگے	near	آگے	near	ADV;NOM;MASC;SG;3	ADV
آگے	beyond	آگے	beyond	ADV;NOM;MASC;SG;3	ADV
آگے	previously	آگے	previously	ADV;NOM;MASC;SG;3	ADV
آگے	formerly	آگے	formerly	ADV;NOM;MASC;SG;3	ADV
آگے	near	آگے	near	ADV;NOM;MASC;SG;3	ADV
آگے	beyond	آگے	beyond	ADV;NOM;MASC;SG;3	ADV
آگے	before	آگے	before	ADV;NOM;MASC;SG;3	ADV
آگے	previously	آگے	previously	ADV;NOM;MASC;SG;3	ADV
آگے	formerly	آگے	formerly	ADV;NOM;MASC;SG;3	ADV
آلات	instruments	آلہ	instrument	N;NOM;MASC;PL;3	N;PL
آلات	tools	آلہ	tool	N;NOM;MASC;PL;3	N;PL
آلات	devices	آلہ	device	N;NOM;MASC;PL;3	N;PL
آلات	gadgets	آلہ	gadget	N;NOM;MASC;PL;3	N;PL
آلات	utensils	آلہ	utensil	N;NOM;MASC;PL;3	N;PL
آلات	implements	آلہ	implement	N;NOM;MASC;PL;3	N;PL
آلات	appliances	آلہ	appliance	N;NOM;MASC;PL;3	N;PL
آلسی	sleepy	آلسی	sleepy	ADJ	ADJ
آلسی	indolent	آلسی	indolent	ADJ	ADJ
آلسی	lazy	آلسی	lazy	ADJ	ADJ
آلو	potato	آلو	potato	N;NOM;MASC;SG;3	N;SG
آلو	spud	آلو	spud	N;NOM;MASC;SG;3	N;SG
آلودہ	unclean	آلودہ	unclean	ADJ	ADJ
آلودہ	filthy	آلودہ	filthy	ADJ	ADJ
آلہ	instrument	آلہ	instrument	N;NOM;MASC;SG;3	N;SG
آلہ	weapon	آلہ	weapon	N;NOM;MASC;SG;3	N;SG
آلہ	tool	آلہ	tool	N;NOM;MASC;SG;3	N;SG
آلہ	contraption	آلہ	contraption	N;NOM;MASC;SG;3	N;SG
آلہ	appliance	آلہ	appliance	N;NOM;MASC;SG;3	N;SG
آلہ	instrument	آلہ	instrument	N;NOM;MASC;SG;3	N;SG
آلہ	weapon	آلہ	weapon	N;NOM;MASC;SG;3	N;SG
آلہ	tool	آلہ	tool	N;NOM;MASC;SG;3	N;SG
آلہ	contraption	آلہ	contraption	N;NOM;MASC;SG;3	N;SG
آمادگی	inclination	آمادگی	inclination	N;NOM;MASC;SG;3	N;SG
آمادگی	preparedness	آمادگی	preparedness	N;NOM;MASC;SG;3	N;SG
آمادگی	inclination	آمادگی	inclination	N;NOM;MASC;SG;3	N;SG
آمادگی	willingness	آمادگی	willingness	N;NOM;MASC;SG;3	N;SG
آمادگی	preparedness	آمادگی	preparedness	N;NOM;MASC;SG;3	N;SG
آمادہ	prepared	آمادہ	prepared	ADJ	ADJ
آمادہ	available	آمادہ	available	ADJ	ADJ
آمادہ	present	آمادہ	present	ADJ	ADJ
آمادہ	prepared	آمادہ	prepared	ADJ	ADJ
آمادہ	ready	آمادہ	ready	ADJ	ADJ
