the	το	the	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
strongly	έντονα	strongly	έντονα	ADV	ADV
visited	επισκέφτηκε	visit	επισκέπτομαι	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
visited	επισκέφθηκε	visit	επισκέπτομαι	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
increasing	αυξάνονται	increase	αυξάνω	V;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN;PASS
increasing	αυξάνεται	increase	αυξάνω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;PASS
attorney	δικηγόρος	attorney	δικηγόρος	N;SG	N;NOM;MASC;SG
arm	μπράτσο	arm	μπράτσο	N;SG	N;NOM;NEUT;SG
arm	χέρι	arm	χέρι	N;SG	N;NOM;NEUT;SG
arm	βραχίονα	arm	βραχίονα	N;SG	N;ACC;NEUT;SG
canal	κανάλι	canal	κανάλι	N;SG	N;NOM;NEUT;SG
charts	διαγράμματα	chart	διάγραμμα	N;PL	N;NOM;NEUT;PL
thinking	σκέψης	thinking	σκέψη	N;SG	N;GEN;FEM;SG
thinking	σκέψη	thinking	σκέψη	N;SG	N;NOM;FEM;SG
suggests	υποδηλώνει	suggest	υποδηλώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
surname	επίθετο	surname	επίθετος	N;SG	N;NOM;NEUT;SG
surname	επώνυμο	surname	επώνυμο	N;SG	N;NOM;NEUT;SG
brain	εγκέφαλος	brain	εγκέφαλος	N;SG	N;NOM;MASC;SG
brain	εγκέφαλο	brain	εγκέφαλος	N;SG	N;ACC;MASC;SG
brain	μυαλό	brain	μυαλός	N;SG	N;NOM;NEUT;SG
blog	μπλογκ	blog	μπλογκ	N;SG	N;NOM;NEUT;SG
employed	απασχολούμενοι	employ	απασχολούμενος	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
authors	δημιουργοί	author	δημιουργός	N;PL	N;NOM;MASC;PL
authors	συντάκτες	author	συντάκτης	N;PL	N;NOM;MASC;PL
authors	συγγραφείς	author	σύγγραφη	N;PL	N;NOM;MASC;PL
paintings	πίνακες	painting	πίνακα	N;PL	N;NOM;MASC;PL
recipients	δικαιούχοι	recipient	δικαιούχος	N;PL	N;NOM;MASC;PL
recipients	αποδέκτες	recipient	αποδέκτης	N;PL	N;NOM;MASC;PL
recipients	παραλήπτες	recipient	παραλήπτης	N;PL	N;NOM;MASC;PL
scholars	μελετητές	scholar	μελετητής	N;PL	N;NOM;MASC;PL
controversial	αμφιλεγόμενο	controversial	αμφιλεγόμενο	ADJ	ADJ;NOM;NEUT;SG
controversial	αμφιλεγόμενη	controversial	αμφιλεγόμενος	ADJ	ADJ;NOM;FEM;SG
controversy	αντιπαράθεση	controversy	αντιπαράθεση	N;SG	N;ACC;FEM;SG
controversy	διαμάχη	controversy	διαμάχη	N;SG	N;ACC;FEM;SG
expressed	εκφρασμένο	express	εκφράζω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
expressed	εξέφρασε	express	εκφράζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
bodies	σώματα	body	σώμα	N;PL	N;NOM;NEUT;PL
bodies	κορμιά	body	κορμιά	N;PL	N;NOM;NEUT;PL
bodies	πτώματα	body	πτώμα	N;PL	N;NOM;NEUT;PL
conservation	διατήρηση	conservation	διατήρηση	N;SG	N;ACC;FEM;SG
maps	χάρτες	map	χάρτης	N;PL	N;NOM;MASC;PL
arguments	επιχειρήματα	argument	επιχείρημα	N;PL	N;NOM;NEUT;PL
chain	αλυσίδα	chain	αλυσίδα	N;SG	N;NOM;FEM;SG
focused	επικεντρώθηκε	focus	επικεντρώνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
focused	συγκεντρωμένη	focus	συγκεντρώνω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
focused	συγκεντρωμένος	focus	συγκεντρωμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
readers	αναγνώστες	reader	αναγνώστης	N;PL	N;NOM;MASC;PL
violation	παραβίαση	violation	παραβίαση	N;SG	N;ACC;FEM;SG
offices	γραφεία	office	γραφείο	N;PL	N;NOM;NEUT;PL
wave	κύμα	wave	κύμα	N;SG	N;NOM;NEUT;SG
circle	κύκλο	circle	κύκλος	N;SG	N;ACC;MASC;SG
circle	κύκλος	circle	κύκλος	N;SG	N;NOM;MASC;SG
apart	χώρια	apart	χώριο	ADV	ADV
invasion	εισβολή	invasion	εισβολή	N;SG	N;ACC;FEM;SG
opportunity	ευκαιρία	opportunity	ευκαιρία	N;SG	N;ACC;FEM;SG
orthodox	ορθόδοξη	orthodox	ορθόδοξος	ADJ	ADJ;NOM;FEM;SG
voted	ψηφίστηκε	vote	ψηφίζω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
voted	ψήφισα	vote	ψήφισα	V;IND;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
voted	ψήφισαν	vote	ψηφίζω	V;IND;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
voted	ψήφισε	vote	ψηφίζω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
formal	επίσημο	formal	επίσημος	ADJ	ADJ;NOM;NEUT;SG
formal	επίσημη	formal	επίσημος	ADJ	ADJ;NOM;FEM;SG
formal	πανηγυρική	formal	πανηγυρικός	ADJ	ADJ;NOM;FEM;SG
describes	περιγράφει	describe	περιγράφω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
seconds	δευτερόλεπτα	seconds	δευτερόλεπτο	N;PL	N;NOM;NEUT;PL
cycle	κύκλου	cycle	κύκλος	N;SG	N;GEN;MASC;SG
cycle	κύκλο	cycle	κύκλος	N;SG	N;ACC;MASC;SG
cycle	κύκλος	cycle	κύκλος	N;SG	N;NOM;MASC;SG
doubt	αμφιβολία	doubt	αμφιβολία	N;SG	N;NOM;FEM;SG
walls	τοίχους	wall	τοίχος	N;PL	N;NOM;MASC;PL
walls	τείχη	wall	τείχος	N;PL	N;NOM;NEUT;PL
walls	τοίχοι	wall	τοίχος	N;PL	N;NOM;MASC;PL
productions	παραγωγές	production	παραγωγή	N;PL	N;NOM;FEM;PL
closely	στενά	closely	στενός	ADV	ADV
huge	τεράστια	huge	τεράστιος	ADJ	ADJ;NOM;FEM;SG
huge	τεράστιες	huge	τεράστιος	ADJ	ADJ;NOM;FEM;PL
huge	τεράστιος	huge	τεράστιος	ADJ	ADJ;NOM;MASC;SG
huge	τεράστιο	huge	τεράστιος	ADJ	ADJ;NOM;NEUT;SG
diocese	επισκοπή	diocese	επισκοπή	N;SG	N;NOM;FEM;SG
tank	δεξαμενή	tank	δεξαμενή	N;SG	N;NOM;FEM;SG
advice	συμβουλή	advice	συμβουλής	N;SG	N;NOM;FEM;SG
asking	ρωτώντας	ask	ρωτώ	V;V.MSDR	V;IPFV;V.CVB;ACT
asking	ζητώντας	ask	ζητώ	V;V.MSDR	V;IPFV;V.CVB;ACT
causing	προκαλώντας	cause	προκαλώ	V;V.MSDR	V;IPFV;V.CVB;ACT
leads	οδηγεί	lead	οδηγώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
lawyer	δικηγόρος	lawyer	δικηγόρος	N;SG	N;NOM;MASC;SG
lawyer	δικηγόρο	lawyer	δικηγόρος	N;SG	N;ACC;MASC;SG
index	δείκτης	index	δείκτης	N;SG	N;NOM;MASC;SG
index	δείκτη	index	δείκτης	N;SG	N;ACC;MASC;SG
saints	αγίων	saint	άγιος	N;PL	N;GEN;NEUT;PL
runner	δρομέας	runner	δρομέας	N;SG	N;NOM;MASC;SG
runner	δρομέα	runner	δρομέας	N;SG	N;ACC;MASC;SG
crisis	κρίση	crisis	κρίση	N;SG	N;NOM;FEM;SG
crisis	κριση	crisis	κριση	N;SG	N;NOM;FEM;SG
cinema	κινηματογράφο	cinema	κινηματογράφος	N;SG	N;ACC;MASC;SG
cinema	σινεμά	cinema	σινεμά	N;SG	N;NOM;NEUT;SG
cinema	κινηματογράφος	cinema	κινηματογράφος	N;SG	N;NOM;MASC;SG
reaction	αντίδραση	reaction	αντίδραση	N;SG	N;ACC;FEM;SG
medals	μετάλλια	medal	μετάλλια	N;PL	N;NOM;NEUT;PL
medals	παράσημα	medal	παράσημα	N;PL	N;NOM;NEUT;PL
documents	έγγραφα	document	έγγραφο	N;PL	N;NOM;NEUT;PL
reader	αναγνώστη	reader	αναγνώστης	N;SG	N;VOC;MASC;SG
reader	αναγνώστης	reader	αναγνώστης	N;SG	N;NOM;MASC;SG
pattern	μοτίβο	pattern	μοτίβο	N;SG	N;NOM;NEUT;SG
archives	αρχεία	archive	αρχείο	N;PL	N;NOM;NEUT;PL
voting	ψηφοφορία	voting	ψηφοφορία	N;SG	N;NOM;FEM;SG
bear	αρκουδάκι	bear	αρκουδάκι	N;SG	N;NOM;NEUT;SG
bear	αρκούδα	bear	αρκούδα	N;SG	N;NOM;FEM;SG
bear	αρκούδος	bear	αρκούδος	N;SG	N;NOM;MASC;SG
perfect	τέλειος	perfect	τέλειος	ADJ	ADJ;NOM;MASC;SG
perfect	τέλειο	perfect	τέλειο	ADJ	ADJ;NOM;NEUT;SG
perfect	τέλεια	perfect	τέλεια	ADJ	ADJ;NOM;FEM;SG
restored	αποκαταστάθηκε	restore	αποκαθιστώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
restored	αποκατασταθεί	restore	αποκαθιστώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
pan	τηγάνι	pan	τηγάνι	N;SG	N;NOM;NEUT;SG
fantasy	φαντασίωση	fantasy	φαντασίωση	N;SG	N;ACC;FEM;SG
fantasy	φαντασία	fantasy	φαντασία	N;SG	N;NOM;FEM;SG
duty	δασμός	duty	δασμός	N;SG	N;NOM;MASC;SG
duty	καθήκον	duty	καθήκον	N;SG	N;NOM;NEUT;SG
chair	πολυθρόνα	chair	πολυθρόνω	N;SG	N;NOM;FEM;SG
chair	καρέκλα	chair	καρέκλος	N;SG	N;NOM;FEM;SG
scenes	σκηνές	scene	σκηνός	N;PL	N;NOM;FEM;PL
streets	δρόμους	street	δρόμος	N;PL	N;ACC;MASC;PL
streets	δρόμοι	street	δρόμος	N;PL	N;NOM;MASC;PL
extension	επέκταση	extension	επέκταση	N;SG	N;ACC;FEM;SG
extension	παράταση	extension	παράταση	N;SG	N;ACC;FEM;SG
parliamentary	κοινοβουλευτική	parliamentary	κοινοβουλευτικός	ADJ	ADJ;NOM;FEM;SG
parliamentary	κοινοβουλευτικές	parliamentary	κοινοβουλευτικός	ADJ	ADJ;NOM;FEM;PL
shooting	πυροβολισμός	shooting	πυροβολισμός	N;SG	N;NOM;MASC;SG
shooting	πυροβολισμό	shooting	πυροβολισμός	N;SG	N;ACC;MASC;SG
ready	έτοιμο	ready	έτοιμο	ADJ	ADJ;NOM;NEUT;SG
ready	έτοιμη	ready	έτοιμος	ADJ	ADJ;NOM;FEM;SG
ready	έτοιμος	ready	έτοιμος	ADJ	ADJ;NOM;MASC;SG
ready	έτοιμοι	ready	έτοιμος	ADJ	ADJ;NOM;MASC;PL
songwriter	συνθέτης	songwriter	συνθέτης	N;SG	N;NOM;MASC;SG
dictionary	λεξικό	dictionary	λεξικός	N;SG	N;NOM;NEUT;SG
composition	σύνθεση	composition	σύνθεση	N;SG	N;ACC;FEM;SG
salt	άλας	salt	άλος	N;SG	N;NOM;NEUT;SG
salt	αλάτι	salt	αλάτι	N;SG	N;NOM;NEUT;SG
bot	μποτ	bot	μποτ	N;SG	N
successfully	επιτυχώς	successfully	επιτυχώς	ADV	ADV
benefit	όφελος	benefit	όφελος	N;SG	N;ACC;NEUT;SG
interests	συμφέροντα	interest	συμφέρον	N;PL	N;NOM;NEUT;PL
scheduled	προγραμματισμένες	schedule	προγραμματίζω	V;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
scheduled	προγραμματισμένος	schedule	προγραμματισμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
scheduled	προγραμματισμένη	schedule	προγραμματίζω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
scheduled	προγραμματισμένο	schedule	προγραμματίζω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
teachers	διδάσκοντες	teacher	διδάσκων	N;PL	N;NOM;MASC;PL
teachers	δασκάλους	teacher	δάσκαλος	N;PL	N;ACC;MASC;PL
teachers	δάσκαλοι	teacher	δάσκαλος	N;PL	N;NOM;MASC;PL
teachers	καθηγητές	teacher	καθηγητής	N;PL	N;NOM;MASC;PL
closing	κλείσιμο	closing	κλείσιμο	N;SG	N;NOM;NEUT;SG
advertising	διαφήμιση	advertising	διαφήμιση	N;SG	N;NOM;FEM;SG
contribution	εισφορά	contribution	εισφορά	N;SG	N;NOM;FEM;SG
contribution	συμβολή	contribution	συμβολή	N;SG	N;ACC;FEM;SG
contribution	συνεισφορά	contribution	συνεισφορά	N;SG	N;ACC;FEM;SG
retirement	συνταξιοδότησης	retirement	συνταξιοδότηση	N;SG	N;GEN;FEM;SG
retirement	συνταξιοδότηση	retirement	συνταξιοδότηση	N;SG	N;ACC;FEM;SG
scientists	επιστήμονες	scientist	επιστήμονας	N;PL	N;NOM;MASC;PL
dam	φράγμα	dam	φράγμα	N;SG	N;NOM;NEUT;SG
anniversary	επέτειος	anniversary	επέτειος	N;SG	N;GEN;FEM;SG
anniversary	επέτειο	anniversary	επέτειο	N;SG	N;ACC;FEM;SG
requested	ζήτησε	request	ζητώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
requested	ζητήθηκε	request	ζητώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
discovery	ανακάλυψη	discovery	ανακάλυψη	N;SG	N;ACC;FEM;SG
explained	εξήγησαν	explain	εξηγώ	V;IND;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
explained	εξηγήθηκε	explain	εξηγώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
explained	εξήγησε	explain	εξηγώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
citation	μνεία	citation	μνείο	N;SG	N;NOM;FEM;SG
citation	παράθεση	citation	παράθεση	N;SG	N;NOM;FEM;SG
meanwhile	εντωμεταξύ	meanwhile	εντωμεταξύ	ADV	ADV
creative	δημιουργικός	creative	δημιουργικός	ADJ	ADJ;NOM;MASC;SG
creative	δημιουργική	creative	δημιουργικός	ADJ	ADJ;NOM;FEM;SG
creative	δημιουργικό	creative	δημιουργικός	ADJ	ADJ;NOM;NEUT;SG
detailed	λεπτομερείς	detailed	λεπτομερής	ADJ	ADJ;NOM;FEM;PL
detailed	λεπτομερές	detailed	λεπτομερής	ADJ	ADJ;NOM;NEUT;SG
detailed	λεπτομερής	detailed	λεπτομερής	ADJ	ADJ;NOM;MASC;SG
facts	γεγονότα	fact	γεγονός	N;PL	N;NOM;NEUT;PL
facts	γεγονοτα	fact	γεγονος	N;PL	N;NOM;NEUT;PL
frame	καρέ	frame	καρέ	N;SG	N
finance	χρηματοδότηση	finance	χρηματοδότηση	N;SG	N;ACC;FEM;SG
socialist	σοσιαλιστής	socialist	σοσιαλιστής	N;SG	N;NOM;MASC;SG
socialist	σοσιαλιστικό	socialist	σοσιαλιστικός	N;SG	N;NOM;NEUT;SG
script	σενάριο	script	σενάριο	N;SG	N;NOM;NEUT;SG
camera	κάμερα	camera	κάμερα	N;SG	N;NOM;FEM;SG
returns	επιστρέφει	return	επιστρέφω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
engaged	αρραβωνιάστηκε	engage	αρραβωνιάζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
engaged	αρραβωνιασμένος	engage	αρραβωνιασμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
engaged	αρραβωνιασμένοι	engage	αρραβωνιάζω	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
engaged	αρραβωνιασμένη	engage	αρραβωνιάζω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
assistance	συνδρομή	assistance	συνδρομή	N;SG	N;ACC;FEM;SG
assistance	βοήθεια	assistance	βοήθεια	N;SG	N;ACC;FEM;SG
experienced	έμπειρη	experienced	έμπειρος	ADJ	ADJ;NOM;FEM;SG
experienced	έμπειρο	experienced	έμπειρο	ADJ	ADJ;NOM;NEUT;SG
sale	πώληση	sale	πώληση	N;SG	N;NOM;FEM;SG
beautiful	όμορφη	beautiful	όμορφος	ADJ	ADJ;NOM;FEM;SG
successor	διάδοχος	successor	διάδοχος	N;SG	N;NOM;MASC;SG
successor	διάδοχο	successor	διάδοχος	N;SG	N;ACC;MASC;SG
classification	ταξινόμηση	classification	ταξινόμηση	N;SG	N;ACC;FEM;SG
classification	κατάταξη	classification	κατάταξη	N;SG	N;ACC;FEM;SG
tool	εργαλείο	tool	εργαλείο	N;SG	N;NOM;NEUT;SG
mining	εξόρυξης	mining	εξόρυξη	N;SG	N;GEN;FEM;SG
mining	εξόρυξη	mining	εξόρυξη	N;SG	N;NOM;FEM;SG
cabinet	ντουλάπι	cabinet	ντουλάπι	N;SG	N;NOM;NEUT;SG
maintained	διατηρηθεί	maintain	διατηρώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
maintained	διατηρήθηκε	maintain	διατηρώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
maintained	διατηρήθηκαν	maintain	διατηρώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
evening	απόγευμα	evening	απόγευμα	N;SG	N;NOM;NEUT;SG
evening	βράδυ	evening	βράδυ	N;SG	N;ACC;NEUT;SG
singing	τραγούδι	sing	τραγούδι	N;SG	N;NOM;NEUT;SG
gender	φύλο	gender	φύλο	N;SG	N;NOM;NEUT;SG
gender	γένος	gender	γένος	N;SG	N;NOM;NEUT;SG
lakes	λιμνών	lake	λιμνό	N;PL	N;GEN;FEM;PL
lakes	λίμνες	lake	λίμνη	N;PL	N;NOM;FEM;PL
mail	αλληλογραφία	mail	αλληλογραφία	N;SG	N;NOM;FEM;SG
mail	ταχυδρομείο	mail	ταχυδρομείο	N;SG	N;NOM;NEUT;SG
electoral	εκλογική	electoral	εκλογικός	ADJ	ADJ;NOM;FEM;SG
mode	λειτουργία	mode	λειτουργία	N;SG	N;ACC;FEM;SG
heads	κορώνα	head	κορώνας	N;PL	N;GEN;FEM;PL
heads	κεφαλές	head	κεφαλής	N;PL	N;NOM;FEM;PL
heads	κεφάλια	head	κεφάλιο	N;PL	N;NOM;NEUT;PL
proved	απέδειξε	prove	αποδεικνύω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
proved	απέδειξα	prove	απεδεικνύω	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
proved	αποδείχθηκε	prove	αποδεικνύω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
priest	παπάς	priest	παπάς	N;SG	N;NOM;MASC;SG
priest	ιερέας	priest	ιερία	N;SG	N;NOM;MASC;SG
priest	ιερέα	priest	ιερία	N;SG	N;ACC;MASC;SG
funds	ταμεία	fund	ταμείο	N;PL	N;NOM;NEUT;PL
funds	κεφάλαια	fund	κεφάλαιο	N;PL	N;NOM;NEUT;PL
investment	επένδυση	investment	επένδυση	N;SG	N;ACC;FEM;SG
romanian	ρουμανικό	romanian	ρουμανικός	ADJ	ADJ;NOM;NEUT;SG
romanian	ρουμανική	romanian	ρουμανικός	ADJ	ADJ;NOM;FEM;SG
session	συνεδρία	session	συνεδρία	N;SG	N;NOM;FEM;SG
aspects	πτυχές	aspect	πτυχή	N;PL	N;NOM;FEM;PL
trophy	τρόπαιο	trophy	τρόπαιο	N;SG	N;NOM;NEUT;SG
abuse	κατάχρηση	abuse	κατάχρηση	N;SG	N;ACC;FEM;SG
abuse	κακοποίηση	abuse	κακοποίηση	N;SG	N;ACC;FEM;SG
normally	φυσιολογικά	normally	φυσιολογικά	ADV	ADV
normally	κανονικά	normally	κανονικά	ADV	ADV
snow	χιόνι	snow	χιόνι	N;SG	N;NOM;NEUT;SG
shop	κατάστημα	shop	κατάστημα	N;SG	N;NOM;NEUT;SG
shop	μαγαζί	shop	μαγαζί	N;SG	N;NOM;NEUT;SG
coal	άνθρακας	coal	άνθρακα	N;SG	N;NOM;MASC;SG
coal	άνθρακα	coal	άνθρακο	N;SG	N;NOM;NEUT;SG
inhabitants	κάτοικοι	inhabitant	κάτοικος	N;PL	N;NOM;MASC;PL
inhabitants	κατοίκους	inhabitant	κάτοικος	N;PL	N;ACC;MASC;PL
employees	εργαζόμενοι	employee	εργαζόμενος	N;PL	N;NOM;MASC;PL
error	λάθος	error	λάθος	N;SG	N;NOM;NEUT;SG
error	σφάλμα	error	σφάλμα	N;SG	N;NOM;NEUT;SG
invited	προσκληθεί	invite	προσκλώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
invited	προσκεκλημένος	invite	προσκεκλημένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
cable	καλώδιο	cable	καλώδιο	N;SG	N;NOM;NEUT;SG
protein	πρωτεΐνη	protein	πρωτεύνω	N;SG	N;NOM;FEM;SG
accident	ατύχημα	accident	ατύχημα	N;SG	N;NOM;NEUT;SG
accident	δυστύχημα	accident	δυστύχημα	N;SG	N;NOM;NEUT;SG
decade	δεκαετία	decade	δεκαετία	N;SG	N;ACC;FEM;SG
measure	μέτρο	measure	μέτρο	N;SG	N;NOM;NEUT;SG
watched	παρακολούθησα	watch	παρακολούθησα	V;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
watched	παρακολούθησε	watch	παρακολουθώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
watched	παρακολουθούσε	watch	παρακολουθώ	V;PST;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
animated	κινούμενα	animated	κινούμενος	ADJ	ADJ;NOM;NEUT;PL
animated	κινούμενο	animated	κινούμενος	ADJ	ADJ;NOM;NEUT;SG
satellite	δορυφόρο	satellite	δορυφόρο	N;SG	N;ACC;MASC;SG
combination	συνδυασμός	combination	συνδυασμός	N;SG	N;NOM;MASC;SG
combination	συνδυασμό	combination	συνδυασμός	N;SG	N;ACC;MASC;SG
courts	δικαστήρια	court	δικαστήρι	N;PL	N;NOM;NEUT;PL
sequence	αλληλουχία	sequence	αλληλουχία	N;SG	N;NOM;FEM;SG
sequence	ακολουθία	sequence	ακολουθία	N;SG	N;NOM;FEM;SG
hook	γάντζο	hook	γάντζο	N;SG	N;ACC;MASC;SG
hook	αγκίστρι	hook	αγκίστρι	N;SG	N;NOM;NEUT;SG
clean	καθαρή	clean	καθερός	ADJ	ADJ;NOM;FEM;SG
clean	καθαρό	clean	καθερός	ADJ	ADJ;NOM;NEUT;SG
clean	καθαρός	clean	καθαρός	ADJ	ADJ;NOM;MASC;SG
clean	καθαροί	clean	καθερός	ADJ	ADJ;NOM;MASC;PL
owners	ιδιοκτήτες	owner	ιδιοκτήτης	N;PL	N;NOM;MASC;PL
owners	κάτοχοι	owner	κάτοχος	N;PL	N;NOM;MASC;PL
distributed	διανεμηθεί	distribute	διανεμώ	V;PST;V.PTCP	V;PFV;NFIN;PASS
defensive	αμυντική	defensive	αμυντικός	ADJ	ADJ;NOM;FEM;SG
defensive	αμυντικός	defensive	αμυντικός	ADJ	ADJ;NOM;MASC;SG
photos	φωτογραφιες	photo	φωτογραφιά	N;PL	N;NOM;FEM;PL
photos	φωτογραφίες	photo	φωτογραφία	N;PL	N;NOM;FEM;PL
ottoman	οθωμανική	ottoman	οθωμανικός	ADJ	ADJ;NOM;FEM;SG
trained	εκπαιδευτεί	train	εκπαιδεύω	V;PST;V.PTCP	V;PFV;NFIN;PASS
trained	εκπαιδευμένος	train	εκπαιδευμένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
trained	εκπαιδευμένη	train	εκπαιδεύω	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
trained	εκπαιδευμένο	train	εκπαιδεύω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
trained	εκπαιδευμένοι	train	εκπαιδεύω	V;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
affected	επηρεάστηκαν	affect	επηρεάζω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
affected	επηρέασε	affect	επηρίαζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
routes	δρομολόγια	route	δρομολόγιο	N;PL	N;NOM;NEUT;PL
routes	διαδρομές	route	διαδρομή	N;PL	N;NOM;FEM;PL
ministers	υπουργών	minister	υπουργός	N;PL	N;GEN;MASC;PL
ministers	υπουργοί	minister	υπουργός	N;PL	N;NOM;MASC;PL
ministers	υπουργούς	minister	υπουργός	N;PL	N;ACC;MASC;PL
wine	οίνος	wine	οίνος	N;SG	N;NOM;MASC;SG
wine	κρασί	wine	κρασί	N;SG	N;NOM;NEUT;SG
landing	εκφόρτωση	landing	εκφόρτωση	N;SG	N;ACC;FEM;SG
landing	προσγείωση	landing	προσγείωση	N;SG	N;ACC;FEM;SG
collected	συλλέχθηκαν	collect	συλλέγω	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
revival	αναβίωση	revival	αναβίωση	N;SG	N;ACC;FEM;SG
mps	βουλευτές	mps	βουλευτής	N;PL	N;NOM;MASC;PL
drop	πτώση	drop	πτώση	N;SG	N;ACC;FEM;SG
drop	σταγόνα	drop	σταγόνα	N;SG	N;NOM;FEM;SG
swimming	κολύμβηση	swim	κολύμβηση	N;SG	N;ACC;FEM;SG
swimming	κολύμπι	swim	κολύμπι	N;SG	N;NOM;NEUT;SG
degrees	μοίρες	degree	μοίρα	N;PL	N;NOM;FEM;PL
degrees	βαθμοί	degree	βαθμός	N;PL	N;NOM;MASC;PL
degrees	πτυχία	degree	πτυχία	N;PL	N;NOM;NEUT;PL
personally	προσωπικά	personally	προσωπικά	ADV	ADV
personally	προσωπικα	personally	προσωπικά	ADV	ADV
files	αρχεία	file	αρχείο	N;PL	N;NOM;NEUT;PL
files	φάκελοι	file	φάκελος	N;PL	N;NOM;MASC;PL
conduct	διαγωγή	conduct	διαγωγή	N;SG	N;ACC;FEM;SG
conduct	διεξαγωγή	conduct	διεξαγωγή	N;SG	N;ACC;FEM;SG
extreme	ακραίες	extreme	ακραίος	ADJ	ADJ;NOM;FEM;PL
extreme	ακραίο	extreme	ακραίο	ADJ	ADJ;NOM;NEUT;SG
courses	μαθήματα	course	μάθημα	N;PL	N;NOM;NEUT;PL
homes	σπίτια	home	σπίτι	N;PL	N;NOM;NEUT;PL
reaching	φθάνοντας	reach	φθάνω	V;V.MSDR	V;IPFV;V.CVB;ACT
reaching	φτάνοντας	reach	φτάνω	V;V.MSDR	V;IPFV;V.CVB;ACT
sought	αναζήτησε	seek	αναζητώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vision	όραση	vision	όραση	N;SG	N;ACC;FEM;SG
vision	οπτασία	vision	οπτασία	N;SG	N;NOM;FEM;SG
vision	όραμα	vision	όραμα	N;SG	N;NOM;NEUT;SG
