zijn	हैं	zijn	है	V;PL;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
master	मास्टर	master	मास्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
liga	लीग	liga	लीग	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hond	कुत्ता	hond	कुत्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hond	कुत्ते	hond	कुत्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
systemen	सिस्टम्स	systeem	सिस्टम	N;PL	N;NOM;MASC;PL;3
systemen	प्रणालियों	systeem	प्रणाली	N;PL	N;ACC;MASC;PL;3
ontdekte	खोजा	ontdekken	खोजा	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
tijdvak	अवधि	tijdvak	अवधि	N;NEUT;SG	N;NOM;FEM;SG;3
tijdvak	काल	tijdvak	काल	N;NEUT;SG	N;NOM;MASC;SG;3
boy	लड़का	boy	लड़का	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bestuurder	ड्राईवर	bestuurder	ड्राईवर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bestuurder	ड्राइवर	bestuurder	ड्राइवर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
camera	कैमरा	camera	कैमरा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
testament	वसीयत	testament	वसीयत	N;NEUT;SG	N;NOM;FEM;SG;3
breken	तोड़ने	breken	तोड़	V;NFIN	V;NFIN;ACT
breken	तोड़कर	breken	तोड़	V;NFIN	V;V.CVB
wijn	शराब	wijn	शराब	N;MASC+FEM;SG	N;NOM;FEM;SG;3
power	पावर	power	पावर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
power	शक्ति	power	शक्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
neem	ले	nemen	ले	V;SG;PRS;FIN	V;ACT
neem	लो	nemen	ले	V;SG;PRS;FIN	V;SBJV;SG;FIN;ACT
koningen	राजाओं	koning	राजा	N;PL	N;ACC;MASC;PL;3
gelukkig	खुश	gelukkig	खुश	ADJ	ADJ
masters	मास्टर्स	master	मास्टर	N;PL	N;NOM;MASC;PL;3
enorm	विशाल	enorm	विशाल	ADJ	ADJ;NOM
enorm	विशाल	enorm	विशाल	ADJ	ADJ;NOM
instelling	संस्था	instelling	संस्था	N;MASC+FEM;SG	N;NOM;FEM;SG;3
analyse	विश्लेषण	analyse	विश्लेषण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
johanna	जोन	johanna	जोन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
stopte	रोका	stoppen	रोक	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
trek	खींचे	trek	खींचा	V;SG;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
story	कहानी	story	कहानी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
story	स्टोरी	story	स्टोरी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
drama	नौटंकी	drama	नौटंकी	N;NEUT;SG	N;NOM;FEM;SG;3
drama	ड्रामा	drama	ड्रामा	N;NEUT;SG	N;NOM;MASC;SG;3
drama	नाटक	drama	नाटक	N;NEUT;SG	N;NOM;MASC;SG;3
dak	छत	dak	छत	N;NEUT;SG	N;NOM;FEM;SG;3
eer	इज्ज़त	eer	इज्ज़त	N;MASC+FEM;SG	N;NOM;FEM;SG;3
eer	सम्मान	eer	सम्मान	N;MASC+FEM;SG	N;NOM;MASC;SG;3
boys	लड़के	boys	लड़का	N;PL	N;NOM;MASC;PL;3
boys	लड़कों	boys	लड़क	N;PL	N;ACC;MASC;PL;3
podium	चरण	podium	चरण	N;NEUT;SG	N;NOM;MASC;SG;3
podium	स्टेज	podium	स्टेज	N;NEUT;SG	N;NOM;MASC;SG;3
drummer	वादक	drummer	वादक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
test	परीक्षा	test	परीक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
test	जांच	test	जांच	N;MASC+FEM;SG	N;NOM;FEM;SG;3
test	जाँच	test	जाँच	N;MASC+FEM;SG	N;NOM;FEM;SG;3
test	परीक्षण	test	परीक्षण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
origineel	असली	origineel	असली	ADJ	ADJ;NOM
verdediging	रक्षा	verdediging	रक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
verdediging	रक्षा	verdediging	रक्षा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dame	महिला	dame	महिला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
draaien	मोड़ना	draaien	मोड़	V;NFIN	V;MASC;NFIN;ACT
draaien	फेरे	draaien	फेरा	V;NFIN	V;PFV;MASC;SG;FIN;ACT
bewust	सचेत	bewust	सचेत	ADJ	ADJ
bewust	जागरूक	bewust	जागरूक	ADJ	ADJ
positieve	सकारात्मक	positief	सकारात्मक	ADJ	ADJ
boeren	किसानों	boer	किसान	N;PL	N;ACC;MASC;PL;3
platen	प्लेटों	plaat	प्लेट	N;PL	N;ACC;MASC;PL;3
toestand	परिस्थिति	toestand	परिस्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toestand	स्थिति	toestand	स्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toestand	हालत	toestand	हालत	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toestand	स्थिति	toestand	स्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toestand	शर्त	toestand	शर्त	N;MASC+FEM;SG	N;NOM;FEM;SG;3
toestand	कंडीशन	toestand	कंडीशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vijftien	पन्द्रह	vijftien	पंद्रह	NUM	NUM
vijftien	पंद्रह	vijftien	पंद्रह	NUM	NUM
ernstige	गंभीर	ernstig	गंभीर	ADJ	ADJ
ernstige	कठोर	ernstig	कठोर	ADJ	ADJ
eigenlijke	वास्तविक	eigenlijk	वास्तविक	ADJ	ADJ;NOM
sprint	स्प्रिंट	sprint	स्प्रिंट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
samengevoegd	मिलाया	samenvoegen	मिला	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
pogingen	कोशिशें	poging	कोशिश	N;PL	N;NOM;FEM;PL;3
volume	आवाज	volume	आवाज	N;NEUT;SG	N;NOM;FEM;SG;3
volume	आयतन	volume	आयतन	N;NEUT;SG	N;NOM;MASC;SG;3
volume	आवाज़	volume	आवाज़	N;NEUT;SG	N;NOM;FEM;SG;3
vorming	गठन	vorming	गठन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
races	जातियों	race	जाति	N;PL	N;ACC;FEM;PL;3
vriendin	गर्लफ्रेंड	vriendin	गर्लफ्रेंड	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vriendin	मित्र	vriendin	मित्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vriendin	दोस्त	vriendin	दोस्त	N;MASC+FEM;SG	N;NOM;MASC;SG;3
religie	धर्म	religie	धर्म	N;MASC+FEM;SG	N;NOM;MASC;SG;3
negentig	नब्बे	negentig	नब्बा	NUM	NUM
waarheid	सच	waarheid	सच	N;MASC+FEM;SG	N;NOM;MASC;SG;3
waarheid	सच्चाई	waarheid	सच्चाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
figuren	आंकड़े	figuur	आंकड़ा	N;PL	N;NOM;MASC;PL;3
transport	परिवहन	transport	परिवहन	N;NEUT;SG	N;NOM;MASC;SG;3
transport	परिवहन	transport	परिवहन	N;NEUT;SG	N;NOM;MASC;SG;3
transport	ट्रांसपोर्ट	transport	ट्रांसपोर्ट	N;NEUT;SG	N;NOM;MASC;SG;3
transport	यातायात	transport	यातायात	N;NEUT;SG	N;NOM;MASC;SG;3
transport	हस्तांतरण	transport	हस्तांतरण	N;NEUT;SG	N;NOM;MASC;SG;3
interessant	दिलचस्प	interessant	दिलचस्प	ADJ	ADJ
main	प्रमुख	main	प्रमुख	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verkeerd	गलत	verkeerd	गलत	ADJ	ADJ
palts	palatinate	palts	palatinate	N;MASC+FEM;SG	N;NOM;MASC;SG;3
volgorde	क्रम	volgorde	क्रम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
volgorde	अनुक्रम	volgorde	अनुक्रम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
sturen	भेजें	sturen	भेज	V;NFIN	V;SBJV;PL;FIN;ACT
wijziging	परिवर्धन	wijziging	परिवर्धन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wijziging	परिवर्तन	wijziging	परिवर्तन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wijziging	बदलाव	wijziging	बदलाव	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dochters	बेटियों	dochter	बेटी	N;PL	N;ACC;FEM;PL;3
dochters	बेटियाँ	dochter	बेटी	N;PL	N;NOM;FEM;PL;3
dochters	बेटियां	dochter	बेटी	N;PL	N;NOM;FEM;PL;3
banden	टेपों	band	टेप	N;PL	N;ACC;MASC;PL;3
ondersteuning	समर्थन	ondersteuning	समर्थन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ondersteuning	सहायता	ondersteuning	सहायता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
donkere	गहरा	donker	गहरा	ADJ	ADJ;NOM;MASC;SG
nederlaag	हार	nederlaag	हार	N;MASC+FEM;SG	N;NOM;FEM;SG;3
nederlaag	शिकस्त	nederlaag	शिकस्त	N;MASC+FEM;SG	N;NOM;FEM;SG;3
voorwaarden	शर्तों	voorwaarde	शर्त	N;PL	N;ACC;FEM;PL;3
voorwaarden	शर्तो	voorwaarde	शर्त	N;PL	N;ACC;FEM;PL;3
voorwaarden	शर्तें	voorwaarde	शर्त	N;PL	N;NOM;FEM;PL;3
voorwaarden	शर्तों	voorwaarde	शर्त	N;PL	N;ACC;FEM;PL;3
voorwaarden	शर्तें	voorwaarde	शर्त	N;PL	N;NOM;FEM;PL;3
stappen	कदम	stap	कदम	N;PL	N;NOM;MASC;PL;3
kandidaten	उम्मीदवार	kandidaat	उम्मीदवार	N;PL	N;NOM;MASC;PL;3
firma	फर्म	firma	फर्म	N;MASC+FEM;SG	N;NOM;FEM;SG;3
serieus	गंभीर	serieus	गंभीर	ADJ	ADJ
bijen	मधुमक्खियों	bij	मधुमक्खि	N;PL	N;ACC;MASC;PL;3
vos	लोमड़ी	vos	लोमडी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
planeet	ग्रह	planeet	ग्रह	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zeg	बोलो	zeggen	बोलो	V;SG;PRS;FIN	V;SBJV;SG;FIN;ACT
zeg	कह	zeggen	कह	V;SG;PRS;FIN	V;FIN;ACT
atletiek	एथलेटिक्स	atletiek	एथलेटिक्स	N;MASC+FEM;SG	N;NOM;MASC;SG;3
woordenboek	शब्दकोश	woordenboek	शब्दकोश	N;NEUT;SG	N;NOM;MASC;SG;3
woordenboek	शब्दकोष	woordenboek	शब्दकोष	N;NEUT;SG	N;NOM;MASC;SG;3
toneel	चरण	toneel	चरण	N;NEUT;SG	N;NOM;MASC;SG;3
toneel	स्टेज	toneel	स्टेज	N;NEUT;SG	N;NOM;MASC;SG;3
bezwaar	आपत्ति	bezwaar	आपत्ति	N;NEUT;SG	N;NOM;FEM;SG;3
bezwaar	आपत्ति	bezwaar	आपत्ति	N;NEUT;SG	N;NOM;FEM;SG;3
doctor	डाक्टर	doctor	डाक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
doctor	डॉक्टर	doctor	डॉक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lokaal	स्थानीय	lokaal	स्थानीय	ADJ	ADJ;NOM
instellingen	संस्थाओं	instelling	संस्था	N;PL	N;ACC;FEM;PL;3
instellingen	संस्थानों	instelling	संस्थान	N;PL	N;ACC;MASC;PL;3
instellingen	सेटिंग्स	instelling	सेटिंग	N;PL	N;NOM;FEM;PL;3
negatieve	नकारात्मक	negatief	नकारात्मक	ADJ	ADJ
gelezen	पढ़ें	lezen	पढ़	V;V.PTCP	V;SBJV;PL;FIN;ACT
gelezen	पढ़े	lezen	पढ़े	V;V.PTCP	V;PFV;MASC;SG;FIN;ACT
gelezen	पढ़ा	lezen	पढ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
volle	पूरा	vol	पूरा	ADJ	ADJ;NOM;MASC;SG
verbleef	रुके	verblijven	रुक	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
verbleef	ठहरे	verblijven	ठहर	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
besluiten	फैसले	besluit	फैसला	N;PL	N;NOM;MASC;PL;3
benoeming	मुलाकात	benoeming	मुलाकात	N;MASC+FEM;SG	N;NOM;FEM;SG;3
benoeming	नियुक्ति	benoeming	नियुक्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
cultureel	सांस्कृतिक	cultureel	सांस्कृतिक	ADJ	ADJ;NOM
maak	बनाओ	maken	बना	V;SG;PRS;FIN	V;SBJV;SG;FIN;ACT
maak	बना	maken	बन	V;SG;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
hoogtepunt	चरमोत्कर्ष	hoogtepunt	चरमोत्कर्ष	N;NEUT;SG	N;NOM;MASC;SG;3
hoogtepunt	शिखर	hoogtepunt	शिखर	N;NEUT;SG	N;NOM;MASC;SG;3
rose	रोज	rose	रोज	N;MASC+FEM;SG	N;NOM;MASC;SG;3
acteurs	अभिनेताओं	acteur	अभिनेता	N;PL	N;ACC;MASC;PL;3
behoud	संरक्षण	behoud	संरक्षण	N;NEUT;SG	N;NOM;MASC;SG;3
behoud	संरक्षण	behoud	संरक्षण	N;NEUT;SG	N;NOM;MASC;SG;3
varianten	विसंगतियाँ	variant	विसंगति	N;PL	N;NOM;FEM;PL;3
varianten	विसंगतियाँ	variant	विसंगति	N;PL	N;NOM;FEM;PL;3
zand	रेत	zand	रेत	N;NEUT;SG	N;NOM;MASC;SG;3
lot	भाग्य	lot	भाग्य	N;NEUT;SG	N;NOM;MASC;SG;3
lot	नियति	lot	नियति	N;NEUT;SG	N;NOM;FEM;SG;3
lot	तकदीर	lot	तकदीर	N;NEUT;SG	N;NOM;FEM;SG;3
lot	भाग्य	lot	भाग्य	N;NEUT;SG	N;NOM;MASC;SG;3
kopen	खरीदें	kopen	खरीद	V;NFIN	V;SBJV;PL;3;FIN;ACT
kopen	ख़रीदे	kopen	ख़रीद	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
kopen	खरीदे	kopen	खरीद	V;NFIN	V;PFV;MASC;PL;V.PTCP;ACT
zuster	बहन	zuster	बहन	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zuster	सिस्टर	zuster	सिस्टर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zuster	नर्स	zuster	नर्स	N;MASC+FEM;SG	N;NOM;FEM;SG;3
chen	चेन	chen	चेन	N;MASC+FEM;SG	N;NOM;FEM;SG;3
papier	कागज़	papier	कागज़	N;NEUT;SG	N;NOM;MASC;SG;3
papier	कागज	papier	कागज	N;NEUT;SG	N;NOM;MASC;SG;3
papier	पेपर	papier	पेपर	N;NEUT;SG	N;NOM;MASC;SG;3
gas	गैस	gas	गैस	N;NEUT;SG	N;NOM;FEM;SG;3
eieren	अंडे	ei	अंडा	N;PL	N;NOM;MASC;PL;3
handig	सुविधाजनक	handig	सुविधाजनक	ADJ	ADJ
discussies	चर्चाएँ	discussie	चर्चा	N;PL	N;NOM;FEM;PL;3
discussies	लड़ियाँ	discussie	लड़ी	N;PL	N;NOM;FEM;PL;3
bedrag	मात्रा	bedrag	मात्रा	N;NEUT;SG	N;NOM;FEM;SG;3
bedrag	राशि	bedrag	राशि	N;NEUT;SG	N;NOM;FEM;SG;3
voorwerpen	वस्तुएँ	voorwerp	वस्तु	N;PL	N;NOM;FEM;PL;3
overeenkomst	अनुबंध	overeenkomst	अनुबंध	N;MASC+FEM;SG	N;NOM;MASC;SG;3
passagiers	यात्रियों	passagier	यात्री	N;PL	N;ACC;MASC;PL;3
passagiers	यात्री	passagier	यात्री	N;PL	N;NOM;MASC;PL;3
voorgesteld	सुझाया	voorstellen	सुझा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
liederen	गाने	lied	गाना	N;PL	N;NOM;MASC;PL;3
liederen	गीत	lied	गीत	N;PL	N;NOM;MASC;PL;3
liederen	गीतों	lied	गीत	N;PL	N;ACC;MASC;PL;3
doelman	गोलकीपर	doelman	गोलकीपर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geef	दे	geven	दे	V;SG;PRS;FIN	V;FIN;ACT
tram	ट्राम	tram	ट्राम	N;MASC+FEM;SG	N;NOM;FEM;SG;3
tram	स्ट्रीटकार	tram	स्ट्रीटकार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schild	शील्ड	schild	शील्ड	N;NEUT;SG	N;NOM;MASC;SG;3
ondersoort	subspecies	ondersoort	subspecies	N;MASC+FEM;SG	N;NOM;MASC;SG;3
ras	नस्ल	ras	नस्ल	N;NEUT;SG	N;NOM;FEM;SG;3
ras	रास	ras	रास	N;NEUT;SG	N;NOM;MASC;SG;3
ras	जाति	ras	जाति	N;NEUT;SG	N;NOM;FEM;SG;3
ras	रेस	ras	रेस	N;NEUT;SG	N;NOM;MASC;SG;3
commissaris	आयुक्त	commissaris	आयुक्त	N;MASC+FEM;SG	N;NOM;MASC;SG;3
commissaris	कमिश्नर	commissaris	कमिश्नर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
leftarm	leftarm	leftarm	leftarm	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouwtjes	महिलाएँ	vrouw	महिला	N;PL	N;NOM;FEM;PL;3
vrouwtjes	महिलाएं	vrouw	महिला	N;PL	N;NOM;FEM;PL;3
vrouwtjes	बेटियाँ	vrouw	बेटी	N;PL	N;NOM;FEM;PL;3
vrouwtjes	महिलाओं	vrouw	महिला	N;PL	N;ACC;FEM;PL;3
verjaardag	बर्थडे	verjaardag	बर्थडे	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verjaardag	जन्मदिन	verjaardag	जन्मदिन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
verjaardag	जन्मदिवस	verjaardag	जन्मदिवस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
milieu	वातावरण	milieu	वातावरण	N;NEUT;SG	N;NOM;MASC;SG;3
milieu	परिवेश	milieu	परिवेश	N;NEUT;SG	N;NOM;MASC;SG;3
milieu	एनवायरनमेंट	milieu	एनवायरनमेंट	N;NEUT;SG	N;NOM;MASC;SG;3
milieu	पर्यावरण	milieu	पर्यावरण	N;NEUT;SG	N;NOM;MASC;SG;3
manieren	तरीके	manier	तरीका	N;PL	N;NOM;MASC;PL;3
acties	कार्रवाइयों	actie	कार्रवाई	N;PL	N;ACC;FEM;PL;3
acties	कार्रवाइयाँ	actie	कार्रवाई	N;PL	N;NOM;FEM;PL;3
acties	क्रियाएँ	actie	क्रिया	N;PL	N;NOM;FEM;PL;3
communicatie	संचार	communicatie	संचार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
communicatie	संचार	communicatie	संचार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slachtoffer	शिकार	slachtoffer	शिकार	N;NEUT;SG	N;NOM;MASC;SG;3
breedte	चौड़ाई	breedte	चौड़ाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
platform	प्लेटफ़ॉर्म	platform	प्लेटफोॉर्म	N;NEUT;SG	N;NOM;MASC;SG;3
platform	प्लेटफॉर्म	platform	प्लेटफॉर्म	N;NEUT;SG	N;NOM;MASC;SG;3
platform	मंच	platform	मंच	N;NEUT;SG	N;NOM;MASC;SG;3
diploma	डिप्लोमा	diploma	डिप्लोमा	N;NEUT;SG	N;NOM;MASC;SG;3
diploma	diploma	diploma	diploma	N;NEUT;SG	N;NOM;MASC;SG;3
eva	संध्या	eva	संध्या	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vocht	नमी	vocht	नमी	N;NEUT;SG	N;NOM;FEM;SG;3
inleiding	प्रस्तावना	inleiding	प्रस्तावना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inleiding	भूमिका	inleiding	भूमिका	N;MASC+FEM;SG	N;NOM;FEM;SG;3
inleiding	परिचय	inleiding	परिचय	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tegenstanders	विरोधियों	tegenstander	विरोधी	N;PL	N;ACC;MASC;PL;3
tegenstanders	प्रतिद्वंद्वियों	tegenstander	प्रतिद्वंद्वी	N;PL	N;ACC;MASC;PL;3
dertien	तेरह	dertien	तेरह	NUM	NUM
helder	साफ	helder	साफ	ADJ	ADJ
klimaat	जलवायु	klimaat	जलवायु	N;NEUT;SG	N;NOM;FEM;SG;3
gekocht	खरीदी	kopen	खरीद	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gekocht	ख़रीदा	kopen	ख़रीदा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gekocht	खरीदा	kopen	खरीद	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gekocht	खरीदी	kopen	खरीद	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gekocht	खरीदा	kopen	खरीद	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gerestaureerd	लौटी	restaureren	लौट	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
knooppunt	नोड	knooppunt	नोड	N;NEUT;SG	N;NOM;MASC;SG;3
amateur	शौकिया	amateur	शौकिया	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dokter	डाक्टर	dokter	डाक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dokter	डॉक्टर	dokter	डॉक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tante	आंटी	tante	आँटी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
tante	चाची	tante	चाची	N;MASC+FEM;SG	N;NOM;FEM;SG;3
tante	मौसी	tante	मौसा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
formatie	गठन	formatie	गठन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
presentator	प्रस्तुतकर्ता	presentator	प्रस्तुतकर्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vijand	शत्रु	vijand	शत्रु	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vijand	दुश्मन	vijand	दुश्मन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vijand	दुश्मन	vijand	दुश्मन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
erkenning	पावती	erkenning	पावती	N;MASC+FEM;SG	N;NOM;FEM;SG;3
erkenning	स्वीकृति	erkenning	स्वीकृति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
erkenning	मान्यता	erkenning	मान्यता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
erkenning	प्रत्यायन	erkenning	प्रत्यायन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
philips	फिलिप्स	philips	फिलिप्स	N;MASC+FEM;SG	N;NOM;MASC;SG;3
werknemers	कर्मचारियों	werknemer	कर्मचारी	N;PL	N;ACC;MASC;PL;3
werknemers	कर्मचारी	werknemer	कर्मचारी	N;PL	N;NOM;MASC;PL;3
werknemers	कार्यकर्ताओं	werknemer	कार्यकर्ता	N;PL	N;ACC;MASC;PL;3
werknemers	श्रमिकों	werknemer	श्रमिक	N;PL	N;NOM;MASC;PL;3
werknemers	मजदूर	werknemer	मजदूर	N;PL	N;NOM;MASC;PL;3
historicus	इतिहासकार	historicus	इतिहासकार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
feest	दल	feest	दल	N;NEUT;SG	N;NOM;MASC;SG;3
feest	पार्टी	feest	पार्टी	N;NEUT;SG	N;NOM;FEM;SG;3
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC+FEM;SG	N;NOM;MASC;SG;3
inzet	शर्त	inzet	शर्त	N;MASC+FEM;SG	N;NOM;FEM;SG;3
imagesize	imagesize	imagesize	imagesize	N;MASC+FEM;SG	N;NOM;MASC;SG;3
plotarea	plotarea	plotarea	plotarea	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	सेट	set	सेट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
set	समुच्चय	set	समुच्चय	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rapport	रिपोर्ट	rapport	रिपोर्ट	N;NEUT;SG	N;NOM;FEM;SG;3
rapport	रपट	rapport	रपट	N;NEUT;SG	N;NOM;FEM;SG;3
orthodoxe	परंपरागत	orthodox	परंपरागत	ADJ	ADJ
muren	दीवारों	muur	दीवार	N;PL	N;ACC;FEM;PL;3
muren	दीवारें	muur	दीवार	N;PL	N;NOM;FEM;PL;3
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voorjaar	स्प्रिंग	voorjaar	स्प्रिंग	N;NEUT;SG	N;NOM;FEM;SG;3
reguliere	नियमित	regulier	नियमित	ADJ	ADJ;NOM
smaak	स्वाद	smaak	स्वाद	N;MASC+FEM;SG	N;NOM;MASC;SG;3
smaak	फ्लेवर	smaak	फ्लेवर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
smaak	स्वाद	smaak	स्वाद	N;MASC+FEM;SG	N;NOM;MASC;SG;3
smaak	फ्लेवर	smaak	फ्लेवर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zong	गाया	zingen	गा	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
aanduiding	नामांकन	aanduiding	नामांकन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
regionaal	क्षेत्रीय	regionaal	क्षेत्रीय	ADJ	ADJ;NOM
object	वस्तु	object	वस्तु	N;NEUT;SG	N;NOM;FEM;SG;3
object	ऑब्जेक्ट	object	ऑब्जेक्ट	N;NEUT;SG	N;NOM;MASC;SG;3
synoniem	समानार्थी	synoniem	समानार्थी	N;NEUT;SG	N;NOM;MASC;SG;3
synoniem	पर्यायवाची	synoniem	पर्यायवाची	N;NEUT;SG	N;NOM;MASC;SG;3
synoniem	पर्याय	synoniem	पर्याय	N;NEUT;SG	N;NOM;MASC;SG;3
queen	रानी	queen	रानी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
queen	महारानी	queen	महारानी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bemanning	दल	bemanning	दल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dateformat	dateformat	dateformat	dateformat	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voertuigen	वाहन	voertuig	वाहन	N;PL	N;NOM;MASC;PL;3
voertuigen	वाहनों	voertuig	वाहन	N;PL	N;ACC;MASC;PL;3
getoond	दिखाया	tonen	दिखा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
wacht	रुको	wachten	रुक	V;SG;PRS;FIN	V;SBJV;SG;FIN;ACT
procedure	प्रक्रिया	procedure	प्रक्रिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
procedure	कार्यविधि	procedure	कार्यविधि	N;MASC+FEM;SG	N;NOM;FEM;SG;3
partner	साथी	partner	साथी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partner	पार्टनर	partner	पार्टनर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partner	साझेदार	partner	साझेदार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partner	संगी	partner	संगा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
fox	लोमड़ी	fox	लोमडी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
