kas	誰	kas	誰	PRO;NOM	PRO
lietota	使用	lietot	使用	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
pussala	半島	pussala	半島	N;NOM;FEM;SG	N
pussala	半島	pussala	半島	N;NOM;FEM;SG	N
kapu	墳	kaps	墳	N;ACC;MASC;SG	N
kapu	墓	kaps	墓	N;ACC;MASC;SG	N
kapu	墓穴	kaps	墓穴	N;ACC;MASC;SG	N
kapu	墳	kaps	墳	N;ACC;MASC;SG	N
kapu	墓	kaps	墓	N;ACC;MASC;SG	N
kapu	墳	kaps	墳	N;ACC;MASC;SG	N
ceremonijā	儀式	ceremonija	儀式	N;ESS;FEM;SG	N
loka	弧	loks	弧	N;NOM;FEM;SG	N
mazākais	最低	mazs	最低	ADJ;NOM;CMPR;MASC;SG	ADJ
atrasts	找到	atrast	找到	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atrasts	發現	atrast	發現	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
nelieli	輕微	neliels	輕微	ADJ;NOM;MASC;PL	ADJ
aģentūra	機構	aģentūra	機構	N;NOM;FEM;SG	N
atbalsts	援助	atbalsts	援助	N;NOM;MASC;SG	N
lietoti	使用	lietot	使用	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
asinis	血液	asins	血液	N;NOM;FEM;PL	N
asinis	血	asins	血	N;NOM;FEM;PL	N
asinis	血跡	asins	血跡	N;NOM;FEM;PL	N
asinis	鮮血	asins	鮮血	N;NOM;FEM;PL	N
labākās	最好	laba	最好	ADJ;NOM;CMPR;FEM;PL	ADJ
saskaņas	和睦	saskaņa	和睦	N;NOM;FEM;PL	N
olu	蛋	ola	蛋	N;ACC;FEM;SG	N
olu	雞蛋	ola	雞蛋	N;ACC;FEM;SG	N
sāls	食鹽	sāls	食鹽	N;NOM;MASC;SG	N
sāls	鹽	sāls	鹽	N;NOM;MASC;SG	N
kursu	課程	kurss	課程	N;ACC;MASC;SG	N
ļaudis	鄉親	ļaudis	鄉親	N;NOM;MASC	N
konstitūcijas	憲法	konstitūcija	憲法	N;NOM;FEM;PL	N
konstitūcijas	憲法	konstitūcija	憲法	N;NOM;FEM;PL	N
dzimtenē	故鄉	dzimtene	故鄉	N;ESS;FEM;SG	N
dzimtenē	家園	dzimtene	家園	N;ESS;FEM;SG	N
dzimtenē	祖國	dzimtene	祖國	N;ESS;FEM;SG	N
dzimtenē	國土	dzimtene	國土	N;ESS;FEM;SG	N
mājā	屋	māja	屋	N;ESS;FEM;SG	N
mājā	房屋	māja	房屋	N;ESS;FEM;SG	N
mājā	房子	māja	房子	N;ESS;FEM;SG	N
kopas	集群	kopa	集群	N;NOM;FEM;PL	N
atrastas	找到	atrast	找到	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
atrastas	發現	atrast	發現	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
ziedu	花卉	zieds	花卉	N;ACC;MASC;SG	N
ziedu	花	zieds	花	N;ACC;MASC;SG	N
ziedu	花兒	zieds	花兒	N;ACC;MASC;SG	N
ziedu	花朵	zieds	花朵	N;ACC;MASC;SG	N
attīstīties	演化	attīstīties	演化	V;POS;REFL;NFIN	V
attīstīties	進化	attīstīties	進化	V;POS;REFL;NFIN	V
apakšējā	更低	apakšēja	更低	ADJ;NOM;FEM;SG	ADJ
apakšējā	較低	apakšēja	較低	ADJ;NOM;FEM;SG	ADJ
autortiesību	版權	autortiesība	版權	N;ACC;FEM;SG	N
kabinets	內閣	kabinets	內閣	N;NOM;MASC;SG	N
materiāls	物料	materiāls	物料	N;NOM;MASC;SG	N
materiāls	材質	materiāls	材質	N;NOM;MASC;SG	N
materiāls	材料	materiāls	材料	N;NOM;MASC;SG	N
arhitektūra	結構	arhitektūra	結構	N;NOM;FEM;SG	N
arhitektūra	架構	arhitektūra	架構	N;NOM;FEM;SG	N
arhitektūra	建築	arhitektūra	建築	N;NOM;FEM;SG	N
uzlabot	改進	uzlabot	改進	V;POS;NFIN	V
uzlabot	改善	uzlabot	改善	V;POS;NFIN	V
troni	王座	tronis	王座	N;ACC;MASC;SG	N
troni	王位	tronis	王位	N;ACC;MASC;SG	N
troni	寶座	tronis	寶座	N;ACC;MASC;SG	N
programmēšanas	程式	programmēšana	程式	N;NOM;FEM;PL	N
liecības	軌跡	liecība	軌跡	N;NOM;FEM;PL	N
liecības	小徑	liecība	小徑	N;NOM;FEM;PL	N
liecības	證言	liecība	證言	N;NOM;FEM;PL	N
liecības	證詞	liecība	證詞	N;NOM;FEM;PL	N
liecības	證言	liecība	證言	N;NOM;FEM;PL	N
liecības	證詞	liecība	證詞	N;NOM;FEM;PL	N
krīzes	危機	krīze	危機	N;NOM;FEM;PL	N
krīzes	危機	krīze	危機	N;NOM;FEM;PL	N
runa	講話	runa	講話	N;NOM;FEM;SG	N
runa	演講	runa	演講	N;NOM;FEM;SG	N
runa	語音	runa	語音	N;NOM;FEM;SG	N
jūtas	感受	justies	感受	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
bruņinieku	騎士	bruņinieks	騎士	N;ACC;MASC;SG	N
tērauda	鋼鐵	tērauds	鋼鐵	N;NOM;MASC;SG	N
tērauda	鋼	tērauds	鋼	N;NOM;MASC;SG	N
pieminekļu	古蹟	piemineklis	古蹟	N;GEN;MASC;PL	N
warriors	勇士	warriors	勇士	N;NOM;MASC;SG	N
formulas	公式	formula	公式	N;NOM;FEM;PL	N
formulas	方程	formula	方程	N;NOM;FEM;PL	N
formulas	配方	formula	配方	N;NOM;FEM;PL	N
formulas	公式	formula	公式	N;NOM;FEM;PL	N
formulas	公式	formula	公式	N;NOM;FEM;PL	N
aicināja	邀請	aicināt	邀請	V;FH;IND;3;POS;PST;FIN;ACT	V
aicināja	受邀	aicināt	受邀	V;FH;IND;3;POS;PST;FIN;ACT	V
konstrukcijas	結構	konstrukcija	結構	N;NOM;FEM;PL	N
domas	想法	doma	想法	N;NOM;FEM;PL	N
domas	思想	doma	思想	N;NOM;FEM;PL	N
kokiem	樹	koks	樹	N;DAT;MASC;PL	N
kokiem	樹木	koks	樹木	N;DAT;MASC;PL	N
bakalaura	學士	bakalaurs	學士	N;GEN;MASC;SG	N
bakalaura	單身	bakalaurs	單身	N;GEN;MASC;SG	N
žurnālu	日誌	žurnāls	日誌	N;ACC;MASC;SG	N
pārdaugavas	公國	pārdaugava	公國	N;NOM;FEM;PL	N
draudzi	會	draudzi	會	N;ACC;FEM;SG	N
kartē	地圖	karte	地圖	N;ESS;FEM;SG	N
izgatavots	製造	izgatavot	製造	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
just	感受	just	感受	V;POS;NFIN	V
nometnes	難民	nometne	難民	N;NOM;FEM;PL	N
nometnes	營	nometne	營	N;NOM;FEM;PL	N
nometnes	營地	nometne	營地	N;NOM;FEM;PL	N
nometnes	營地	nometne	營地	N;NOM;FEM;PL	N
atklāj	揭露	atklāt	揭露	V;FH;IND;3;POS;PRS;FIN;ACT	V
atklāj	揭示	atklāt	揭示	V;FH;IND;3;POS;PRS;FIN;ACT	V
atklāj	發現	atklāt	發現	V;FH;IND;3;POS;PRS;FIN;ACT	V
atklāj	探索	atklāt	探索	V;FH;IND;3;POS;PRS;FIN;ACT	V
atklāj	揭示	atklāt	揭示	V;FH;IND;3;POS;PRS;FIN;ACT	V
nodalījums	隔間	nodalījums	隔間	N;NOM;MASC;SG	N
nodalījums	車廂	nodalījums	車廂	N;NOM;MASC;SG	N
nodalījums	包廂	nodalījums	包廂	N;NOM;MASC;SG	N
kukaiņi	昆蟲	kukainis	昆蟲	N;NOM;MASC;PL	N
kukaiņi	昆蟲	kukainis	昆蟲	N;NOM;MASC;PL	N
uzbūvēts	建	uzbūvēt	建	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
būvēt	建	būvēt	建	V;POS;NFIN	V
būvēt	建立	būvēt	建立	V;POS;NFIN	V
ērglis	老鷹	ērglis	老鷹	N;NOM;MASC;SG	N
ērglis	雕	ērglis	雕	N;NOM;MASC;SG	N
ērglis	鵰	ērglis	鵰	N;NOM;MASC;SG	N
tilpums	體積	tilpums	體積	N;NOM;MASC;SG	N
tilpums	音量	tilpums	音量	N;NOM;MASC;SG	N
balsis	選票	balss	選票	N;NOM;FEM;PL	N
zirga	馬	zirgs	馬	N;GEN;MASC;SG	N
zirga	馬匹	zirgs	馬匹	N;GEN;MASC;SG	N
atšķirība	差額	atšķirība	差額	N;NOM;FEM;SG	N
atšķirība	區別	atšķirība	區別	N;NOM;FEM;SG	N
atšķirība	差別	atšķirība	差別	N;NOM;FEM;SG	N
atšķirība	差異	atšķirība	差異	N;NOM;FEM;SG	N
ģitārists	吉他	ģitārists	吉他	N;NOM;MASC;SG	N
tramvajs	電車	tramvajs	電車	N;NOM;MASC;SG	N
tramvajs	電車	tramvajs	電車	N;NOM;MASC;SG	N
atvērts	營業	atvērts	營業	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atvērts	開啟	atvērts	開啟	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atvērts	開放	atvērts	開放	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
izpilda	執行	izpilst	執行	V;FH;IND;3;POS;PRS;FIN;ACT	V
āda	皮革	āda	皮革	N;NOM;FEM;SG	N
āda	皮	āda	皮	N;NOM;FEM;SG	N
āda	肌膚	āda	肌膚	N;NOM;FEM;SG	N
dārzā	園	dārzs	園	N;ESS;MASC;SG	N
dārzā	園林	dārzs	園林	N;ESS;MASC;SG	N
dārzā	花園	dārzs	花園	N;ESS;MASC;SG	N
dārzā	園藝	dārzs	園藝	N;ESS;MASC;SG	N
izvēlēts	選取	izvēlēt	選取	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
krājumu	股票	krājums	股票	N;ACC;MASC;SG	N
krājumu	存貨	krājums	存貨	N;ACC;MASC;SG	N
krājumu	庫存	krājums	庫存	N;ACC;MASC;SG	N
prasības	債權	prasība	債權	N;NOM;FEM;PL	N
bezmaksas	自由	bezmaksa	自由	N;NOM;FEM;PL	N
bezmaksas	免費	bezmaksa	免費	N;NOM;FEM;PL	N
jumta	傘	jumts	傘	N;GEN;MASC;SG	N
jumta	雨傘	jumts	雨傘	N;GEN;MASC;SG	N
būtībā	基本	būtība	基本	N;ESS;FEM;SG	N
avīzes	報章	avīze	報章	N;NOM;FEM;PL	N
avīzes	報刊	avīze	報刊	N;NOM;FEM;PL	N
lietošana	用法	lietošana	用法	N;NOM;FEM;SG	N
lietošana	用量	lietošana	用量	N;NOM;FEM;SG	N
rindā	佇列	rinda	佇列	N;ESS;FEM;SG	N
rindā	划	rinda	划	N;ESS;FEM;SG	N
rindā	排	rinda	排	N;ESS;FEM;SG	N
lauvas	獅子	lauva	獅子	N;NOM;FEM;PL	N
gravitācijas	地心	gravitācija	地心	N;NOM;FEM;PL	N
gravitācijas	引力	gravitācija	引力	N;NOM;FEM;PL	N
gravitācijas	重力	gravitācija	重力	N;NOM;FEM;PL	N
samazināts	減少	samazināt	減少	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
zaudē	輸	zaudēt	輸	V;FH;IND;3;POS;PRS;FIN;ACT	V
sniegs	下雪	sniegs	下雪	N;NOM;MASC;SG	N
slimnīca	醫院	slimnīca	醫院	N;NOM;FEM;SG	N
slimnīca	醫務	slimnīca	醫務	N;NOM;FEM;SG	N
kategorija	類別	kategorija	類別	N;NOM;FEM;SG	N
nolaišanās	世系	nolaišanās	世系	N;NOM;FEM;SG	N
nolaišanās	血統	nolaišanās	血統	N;NOM;FEM;SG	N
nolaišanās	落地	nolaišanās	落地	N;NOM;FEM;SG	N
grādi	學位	grāds	學位	N;NOM;MASC;PL	N
grādi	度	grāds	度	N;NOM;MASC;PL	N
likvidēta	清償	likvidēt	清償	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
samazināt	減少	samazināt	減少	V;POS;NFIN	V
samazināt	降低	samazināt	降低	V;POS;NFIN	V
samazināt	減少	samazināt	減少	V;POS;NFIN	V
nepārtraukti	連續	nepārtraukti	連續	ADV	ADV
plūsma	流	plūsma	流	N;NOM;FEM;SG	N
plūsma	流程	plūsma	流程	N;NOM;FEM;SG	N
plūsma	流動	plūsma	流動	N;NOM;FEM;SG	N
plūsma	流量	plūsma	流量	N;NOM;FEM;SG	N
ķēniņš	國王	ķēniņš	國王	N;NOM;MASC;SG	N
debesīs	天國	debess	天國	N;ESS;FEM;PL	N
debesīs	天堂	debess	天堂	N;ESS;FEM;PL	N
mazulis	嬰兒	mazulis	嬰兒	N;NOM;MASC;SG	N
mazulis	寶貝	mazulis	寶貝	N;NOM;MASC;SG	N
mazulis	寶寶	mazulis	寶寶	N;NOM;MASC;SG	N
piekrita	議定	piekrist	議定	V;FH;IND;3;POS;PST;FIN;ACT	V
piekrita	同意	piekrist	同意	V;FH;IND;3;POS;PST;FIN;ACT	V
vienāda	均勻	vienāda	均勻	ADJ;NOM;FEM;SG	ADJ
atbrīvots	獲釋	atbrīvot	獲釋	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
mežs	森林	mežs	森林	N;NOM;MASC;SG	N
izvēlēties	選擇	izvēlēties	選擇	V;POS;REFL;NFIN	V
izvēlēties	選取	izvēlēties	選取	V;POS;REFL;NFIN	V
izvēlēties	選擇	izvēlēties	選擇	V;POS;REFL;NFIN	V
velosipēdu	單車	velosipēds	單車	N;ACC;MASC;SG	N
velosipēdu	腳踏	velosipēds	腳踏	N;ACC;MASC;SG	N
kariem	戰爭	karš	戰爭	N;DAT;MASC;PL	N
vāks	封面	vākt	封面	N;NOM;MASC;SG	N
vāks	掩護	vākt	掩護	N;NOM;MASC;SG	N
septiņi	七七	septiņi	七七	NUM;NOM;MASC;PL	NUM
septiņi	七	septiņi	七	NUM;NOM;MASC;PL	NUM
septiņi	七	septiņi	七	NUM;NOM;MASC;PL	NUM
izmeklēšanas	查詢	izmeklēšana	查詢	N;NOM;FEM;SG	N
sienu	壁	siena	壁	N;ACC;FEM;SG	N
sienu	牆壁	siena	牆壁	N;ACC;FEM;SG	N
sienu	圍牆	siena	圍牆	N;ACC;FEM;SG	N
sienu	牆	siena	牆	N;ACC;FEM;SG	N
svarīgs	重要	svarīgs	重要	ADJ;NOM;MASC;SG	ADJ
bumbu	球	bumba	球	N;ACC;FEM;SG	N
ausis	耳	auss	耳	N;NOM;FEM;PL	N
ausis	耳朵	auss	耳朵	N;NOM;FEM;PL	N
apmācības	培訓	apmācība	培訓	N;NOM;FEM;PL	N
mūzikā	音樂	mūzika	音樂	N;ESS;FEM;SG	N
slam	灌籃	sla	灌籃	N	N
runas	講話	runa	講話	N;NOM;FEM;PL	N
runas	演講	runa	演講	N;NOM;FEM;PL	N
runas	語音	runa	語音	N;NOM;FEM;PL	N
fabrikas	工廠	fabrika	工廠	N;NOM;FEM;PL	N
produkti	商品	produkts	商品	N;NOM;MASC;PL	N
produkti	產品	produkts	產品	N;NOM;MASC;PL	N
indeksi	指數	indeksis	指數	N;NOM;MASC;PL	N
indeksi	索引	indeksis	索引	N;NOM;MASC;PL	N
indeksi	指數	indeksis	指數	N;NOM;MASC;PL	N
plašs	寬敞	plašs	寬敞	ADJ;NOM;MASC;SG	ADJ
tradīciju	傳統	tradīcija	傳統	N;ACC;FEM;SG	N
automašīnas	車	automašīna	車	N;NOM;FEM;PL	N
automašīnas	汽車	automašīna	汽車	N;NOM;FEM;PL	N
noformējums	藝術	noformējums	藝術	N;NOM;MASC;SG	N
dejas	舞蹈	deja	舞蹈	N;NOM;FEM;PL	N
dejas	跳舞	deja	跳舞	N;NOM;FEM;PL	N
dejas	舞	deja	舞	N;NOM;FEM;PL	N
dejas	舞蹈	deja	舞蹈	N;NOM;FEM;PL	N
dejas	舞動	deja	舞動	N;NOM;FEM;PL	N
dejas	跳舞	deja	跳舞	N;NOM;FEM;PL	N
dejas	舞	deja	舞	N;NOM;FEM;PL	N
segums	封面	segums	封面	N;NOM;MASC;SG	N
segums	掩護	segums	掩護	N;NOM;MASC;SG	N
mieru	和平	miers	和平	N;ACC;MASC	N
zarnu	腸	zarns	腸	N;ACC;MASC;SG	N
zarnu	腸	zarns	腸	N;ACC;MASC;SG	N
zarnu	腸子	zarns	腸子	N;ACC;MASC;SG	N
zarnu	內臟	zarns	內臟	N;ACC;MASC;SG	N
zelts	黃金	zelts	黃金	N;NOM;MASC;SG	N
zelts	金色	zelts	金色	N;NOM;MASC;SG	N
gubernators	省長	gubernators	省長	N;NOM;MASC;SG	N
gubernators	總督	gubernators	總督	N;NOM;MASC;SG	N
gubernators	州	gubernators	州	N;NOM;MASC;SG	N
grādus	學位	grāds	學位	N;ACC;MASC;PL	N
grādus	度	grāds	度	N;ACC;MASC;PL	N
īsā	簡短	īss	簡短	ADJ;NOM;FEM;SG	ADJ
sadarbība	協作	sadarbība	協作	N;NOM;FEM;SG	N
aktieri	演員	aktieris	演員	N;NOM;MASC;PL	N
bibliotēku	圖書	bibliotēka	圖書	N;ACC;FEM;SG	N
signāls	訊號	signāls	訊號	N;NOM;MASC;SG	N
pasākumi	措施	pasākums	措施	N;NOM;MASC;PL	N
pasākumi	事件	pasākums	事件	N;NOM;MASC;PL	N
pasākumi	活動	pasākums	活動	N;NOM;MASC;PL	N
reģistrēta	註冊	reģistrēt	註冊	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
rezidence	住宅	rezidence	住宅	N;NOM;FEM;SG	N
rezidence	居所	rezidence	居所	N;NOM;FEM;SG	N
raķešu	火箭	raķetis	火箭	N;GEN;FEM;PL	N
ierīce	裝置	ierīce	裝置	N;NOM;FEM;SG	N
kareivji	士兵	kareivji	士兵	N;NOM;MASC;PL	N
kareivji	勇士	kareivji	勇士	N;NOM;MASC;PL	N
panākumi	成功	panākums	成功	N;NOM;MASC;PL	N
failu	文件	fails	文件	N;ACC;MASC;SG	N
failu	檔案	fails	檔案	N;ACC;MASC;SG	N
trūkums	瑕疵	trūkums	瑕疵	N;NOM;MASC;SG	N
trūkums	缺陷	trūkums	缺陷	N;NOM;MASC;SG	N
maina	改變	mainīt	改變	V;FH;IND;3;POS;PRS;FIN;ACT	V
pamats	基金	pamats	基金	N;NOM;MASC;SG	N
pamats	基礎	pamats	基礎	N;NOM;MASC;SG	N
pamats	基地	pamats	基地	N;NOM;MASC;SG	N
pamats	基礎	pamats	基礎	N;NOM;MASC;SG	N
pamats	基數	pamats	基數	N;NOM;MASC;SG	N
kļūdas	錯誤	kļūda	錯誤	N;NOM;FEM;PL	N
kļūdas	失誤	kļūda	失誤	N;NOM;FEM;PL	N
kapa	墳	kaps	墳	N;NOM;MASC;SG	N
kapa	墓	kaps	墓	N;NOM;MASC;SG	N
kapa	墓穴	kaps	墓穴	N;NOM;MASC;SG	N
kapa	墳	kaps	墳	N;NOM;MASC;SG	N
kapa	墓	kaps	墓	N;NOM;MASC;SG	N
kapa	墳	kaps	墳	N;NOM;MASC;SG	N
mediju	媒體	medijs	媒體	N;ACC;MASC;SG	N
mediju	媒介	medijs	媒介	N;ACC;MASC;SG	N
krustnešu	十字	krustnesis	十字	N;GEN;MASC;PL	N
atbildes	答案	atbilde	答案	N;NOM;FEM;PL	N
brauc	開車	braukt	開車	V;IMP;SG;2;POS;FIN;ACT	V
brauc	駕駛	braukt	駕駛	V;IMP;SG;2;POS;FIN;ACT	V
piejūras	海事	piejūra	海事	N;NOM;FEM;PL	N
pašvaldībām	市	pašvaldība	市	N;DAT;FEM;PL	N
pašvaldībām	市鎮	pašvaldība	市鎮	N;DAT;FEM;PL	N
ostu	海港	osta	海港	N;ACC;FEM;SG	N
ostu	港口	osta	港口	N;ACC;FEM;SG	N
iekārta	廠	iekārta	廠	N;NOM;FEM;SG	N
iekārta	植物	iekārta	植物	N;NOM;FEM;SG	N
iekārta	工廠	iekārta	工廠	N;NOM;FEM;SG	N
iekārta	裝備	iekārta	裝備	N;NOM;FEM;SG	N
čūskas	蛇	čūska	蛇	N;NOM;FEM;PL	N
klasifikācijas	分類	klasifikācija	分類	N;NOM;FEM;PL	N
leju	往下	leja	往下	N;ACC;FEM;SG	N
vadīt	開車	vadīt	開車	V;POS;NFIN	V
vadīt	駕駛	vadīt	駕駛	V;POS;NFIN	V
koeficients	系數	koeficients	系數	N;NOM;MASC;SG	N
koeficients	係數	koeficients	係數	N;NOM;MASC;SG	N
koeficients	因子	koeficients	因子	N;NOM;MASC;SG	N
koeficients	因數	koeficients	因數	N;NOM;MASC;SG	N
zemākā	最低	zema	最低	ADJ;NOM;CMPR;FEM;SG	ADJ
zemākā	更低	zema	更低	ADJ;NOM;CMPR;FEM;SG	ADJ
zemākā	較低	zema	較低	ADJ;NOM;CMPR;FEM;SG	ADJ
vilciens	火車	vilciens	火車	N;NOM;MASC;SG	N
vilciens	列車	vilciens	列車	N;NOM;MASC;SG	N
krājumi	庫存	krājums	庫存	N;NOM;MASC;PL	N
krājumi	股票	krājums	股票	N;NOM;MASC;PL	N
krājumi	庫存	krājums	庫存	N;NOM;MASC;PL	N
krājumi	股票	krājums	股票	N;NOM;MASC;PL	N
krājumi	存貨	krājums	存貨	N;NOM;MASC;PL	N
krājumi	庫存	krājums	庫存	N;NOM;MASC;PL	N
izlūkošanas	智慧	izlūkošana	智慧	N;NOM;FEM;SG	N
izlūkošanas	情報	izlūkošana	情報	N;NOM;FEM;SG	N
izlūkošanas	智力	izlūkošana	智力	N;NOM;FEM;SG	N
izlūkošanas	偵查	izlūkošana	偵查	N;NOM;FEM;SG	N
eļļas	油	eļļa	油	N;NOM;FEM;PL	N
eļļas	石油	eļļa	石油	N;NOM;FEM;PL	N
eļļas	機油	eļļa	機油	N;NOM;FEM;PL	N
eļļas	油	eļļa	油	N;NOM;FEM;PL	N
platuma	緯度	platums	緯度	N;GEN;MASC;SG	N
ierodas	抵達	ierasties	抵達	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
ierodas	抵達	ierasties	抵達	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
ierodas	到	ierasties	到	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
atšķirīgs	不同	atšķirīgs	不同	ADJ;NOM;MASC;SG	ADJ
ainava	風景	ainava	風景	N;NOM;FEM;SG	N
ainava	景觀	ainava	景觀	N;NOM;FEM;SG	N
skābekli	氧氣	skābeklis	氧氣	N;ACC;MASC;SG	N
skābekli	氧	skābeklis	氧	N;ACC;MASC;SG	N
cikls	週期	cikls	週期	N;NOM;MASC;SG	N
cikls	迴圈	cikls	迴圈	N;NOM;MASC;SG	N
tramvaja	電車	tramvajs	電車	N;GEN;MASC;SG	N
maiņu	輪班	maiņa	輪班	N;ACC;FEM;SG	N
tehnika	技術	tehnika	技術	N;NOM;FEM;SG	N
tehnika	技巧	tehnika	技巧	N;NOM;FEM;SG	N
tehnika	機械	tehnika	機械	N;NOM;FEM;SG	N
standarts	基準	standarts	基準	N;NOM;MASC;SG	N
standarts	標準	standarts	標準	N;NOM;MASC;SG	N
dzirnavu	磨坊	dzirnava	磨坊	N;ACC;FEM;SG	N
instruments	儀器	instruments	儀器	N;NOM;MASC;SG	N
instruments	樂器	instruments	樂器	N;NOM;MASC;SG	N
instruments	文書	instruments	文書	N;NOM;MASC;SG	N
instruments	工具	instruments	工具	N;NOM;MASC;SG	N
pabeigts	完成	pabeigt	完成	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pabeigts	完成	pabeigt	完成	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
vīri	男性	vīrs	男性	N;NOM;MASC;PL	N
vīri	男人	vīrs	男人	N;NOM;MASC;PL	N
vīri	男子	vīrs	男子	N;NOM;MASC;PL	N
arhīvs	檔案	arhīvs	檔案	N;NOM;MASC;SG	N
arhīvs	歸檔	arhīvs	歸檔	N;NOM;MASC;SG	N
arhīvs	檔案	arhīvs	檔案	N;NOM;MASC;SG	N
redzes	視覺	redze	視覺	N;NOM;FEM;PL	N
īsa	簡短	īsa	簡短	ADJ;NOM;FEM;SG	ADJ
atļauts	允許	atļauts	允許	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atļauts	獲准	atļauts	獲准	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
atļauts	允許	atļauts	允許	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
aizliegts	禁止	aizliegt	禁止	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
aizliegts	違禁	aizliegt	違禁	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
aizliegts	禁止	aizliegt	禁止	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
apjoms	體積	apjoms	體積	N;NOM;MASC;SG	N
apjoms	音量	apjoms	音量	N;NOM;MASC;SG	N
apjoms	金額	apjoms	金額	N;NOM;MASC;SG	N
apjoms	款額	apjoms	款額	N;NOM;MASC;SG	N
apjoms	數額	apjoms	數額	N;NOM;MASC;SG	N
ievēlēti	當選	ievēlēt	當選	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
fronte	前面	fronte	前面	N;NOM;FEM;SG	N
fronte	陣線	fronte	陣線	N;NOM;FEM;SG	N
būvniecība	施工	būvniecība	施工	N;NOM;FEM;SG	N
būvniecība	建築	būvniecība	建築	N;NOM;FEM;SG	N
urāna	鈾	urāns	鈾	N;NOM;MASC;SG	N
parametri	參數	parametrs	參數	N;NOM;MASC;PL	N
modulis	單元	modulis	單元	N;NOM;MASC;SG	N
modulis	模組	modulis	模組	N;NOM;MASC;SG	N
tēmas	主題	tēma	主題	N;NOM;FEM;PL	N
tēmas	題目	tēma	題目	N;NOM;FEM;PL	N
tēmas	議題	tēma	議題	N;NOM;FEM;PL	N
tēmas	專題	tēma	專題	N;NOM;FEM;PL	N
tēmas	主題	tēma	主題	N;NOM;FEM;PL	N
tēmas	科目	tēma	科目	N;NOM;FEM;PL	N
zīda	蠶絲	zīds	蠶絲	N;NOM;MASC;SG	N
zīda	絲綢	zīds	絲綢	N;NOM;MASC;SG	N
izstādes	展覽	izstāde	展覽	N;NOM;FEM;PL	N
izstādes	展	izstāde	展	N;NOM;FEM;PL	N
izstādes	展覽	izstāde	展覽	N;NOM;FEM;PL	N
izstādes	展覽	izstāde	展覽	N;NOM;FEM;PL	N
izstādes	展覽	izstāde	展覽	N;NOM;FEM;PL	N
zobu	牙科	zobs	牙科	N;ACC;MASC;SG	N
zobu	牙醫	zobs	牙醫	N;ACC;MASC;SG	N
zobu	牙齒	zobs	牙齒	N;ACC;MASC;SG	N
zobu	牙	zobs	牙	N;ACC;MASC;SG	N
zobu	牙齒	zobs	牙齒	N;ACC;MASC;SG	N
valūta	貨幣	valūta	貨幣	N;NOM;FEM;SG	N
valūta	幣值	valūta	幣值	N;NOM;FEM;SG	N
klasifikācija	分類	klasifikācija	分類	N;NOM;FEM;SG	N
muzeju	博物	muzejs	博物	N;ACC;MASC;SG	N
samazina	減少	samazināt	減少	V;FH;IND;3;POS;PRS;FIN;ACT	V
mercedes	賓士	mercede	賓士	N;NOM;FEM;PL	N
atkāpties	退	atkāpties	退	V;POS;REFL;NFIN	V
atkāpties	撤退	atkāpties	撤退	V;POS;REFL;NFIN	V
muskuļu	肌	muskulis	肌	N;GEN;MASC;PL	N
muskuļu	肌肉	muskulis	肌肉	N;GEN;MASC;PL	N
ceremonija	儀式	ceremonija	儀式	N;NOM;FEM;SG	N
šķidruma	液體	šķidrums	液體	N;GEN;MASC;SG	N
šķidruma	液	šķidrums	液	N;GEN;MASC;SG	N
šķidruma	流體	šķidrums	流體	N;GEN;MASC;SG	N
šķidruma	液體	šķidrums	液體	N;GEN;MASC;SG	N
