przez	بشمول	przez	بشمول	ADP	ADP
brać	پکڑنا	brać	پکڑ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
brać	چُننا	brać	چُن	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
brać	آزمانا	brać	آزما	V;IPFV;NFIN;ACT	V;SG;ACT
brać	ڈالنا	brać	ڈال	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
brać	کمانا	brać	کمانا	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
brać	چاہنا	brać	چاہ	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
pokonać	دھڑکنا	pokonać	دھڑک	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
pokonać	ہلانا	pokonać	ہلا	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
pokonać	پیٹنا	pokonać	پیٹنا	V;PFV;NFIN;ACT	V;MASC;SG;ACT
pokonać	کھڑکنا	pokonać	کھڑک	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
pokonać	نڈھال	pokonać	نڈھال	V;PFV;NFIN;ACT	V;ACT
rysunek	نقش	rysunek	نقش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rysunek	خاکہ	rysunek	خاکہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rysunek	مثال	rysunek	مثال	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rysunek	نقشہ	rysunek	نقشہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rysunek	خاکہ	rysunek	خاکہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rysunek	زائچہ	rysunek	زائچہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
karne	نقصان	karny	نقصان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
karne	خسارہ	karny	خسارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
karne	تعزیر	karny	تعزیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
karne	نقصان	karny	نقصان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
karne	خسارہ	karny	خسارہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dole	کُڑھنا	dół	کُڑھ	V;PFV;IND;SG;PRS;FIN;ACT	V;SG;NFIN;ACT
kolejność	قسم	kolejność	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolejność	فرمان	kolejność	فرمان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolejność	ترتیب	kolejność	ترتیب	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kolejność	قسم	kolejność	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolejność	سلسلہ	kolejność	سلسلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolejność	تسلسل	kolejność	تسلسل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kopia	نسخہ	kopia	نسخہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kopia	نقل	kopia	نقل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kopia	نسخہ	kopia	نسخہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
podróżnik	مسافر	podróżnik	مسافر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bogate	متمول.	bogaty	متمول.	ADJ;NOM;NEUT;SG	ADJ
bogate	دولتمند	bogaty	دولتمند	ADJ;NOM;NEUT;SG	ADJ
ograniczone	محدود	ograniczyć	محدود	ADJ;NOM;NEUT;SG	ADJ
ograniczone	کم	ograniczyć	کم	ADJ;NOM;NEUT;SG	ADJ
ograniczone	تھوڑا	ograniczyć	تھوڑ	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
dowolny	معمولی	dowolny	معمولی	ADJ;NOM;MASC;SG	ADJ
właściwy	لائق	właściwy	لائق	ADJ;NOM;MASC;SG	ADJ
centralne	مرکزی	centralny	مرکزی	ADJ;NOM;NEUT;SG	ADJ;NOM
powiązane	ہمرشتہ	powiązać	ہمرشتہ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
błędne	غلط	błędny	غلط	ADJ;NOM;NEUT;SG	ADJ
projektant	فنی	projektant	فنی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projektant	مشین	projektant	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
otwór	پیالی	otwór	پیالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
otwór	سوراخ	otwór	سوراخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
otwór	نالی	otwór	نالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
otwór	پیالی	otwór	پیالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
otwór	سوراخ	otwór	سوراخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
otwór	نالی	otwór	نالی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wyjaśnienia	توضیح	wyjaśnienie	توضیح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyjaśnienia	وضاحت	wyjaśnienie	وضاحت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyjaśnienia	توضیح	wyjaśnienie	توضیح	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
hop	(	hop	(		
kadencja	اصطلاح	kadencja	اصطلاح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kadencja	b	kadencja	b	N;NOM;FEM;SG	N;NOM;MASC;SG;3
poczta	عہدہ	poczta	عہدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
filialny	فرزندانہ	filialny	فرزندانہ	ADJ;NOM;MASC;SG	ADJ
pojedynczy	متحد	pojedynczy	متحد	ADJ;NOM;MASC;SG	ADJ
pojedynczy	متحد	pojedynczy	متحد	ADJ;NOM;MASC;SG	ADJ
ból	کوشش	ból	کوشش	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pierwotne	ابتدائی	pierwotny	ابتدائی	ADJ;NOM;NEUT;SG	ADJ
pierwotne	ابتدائی	pierwotny	ابتدائی	ADJ;NOM;NEUT;SG	ADJ
pierwotne	اصلی	pierwotny	اصلی	ADJ;NOM;NEUT;SG	ADJ
więzienie	جیل	więzienie	جیل	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
więzienie	حراست	więzienie	حراست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
więzienie	حراست	więzienie	حراست	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
true	سچّا	true	سچّا		
podanie	توجہ	podanie	توجہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
podanie	محنت	podanie	محنت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
podanie	توجہ	podanie	توجہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
podanie	درخواست	podanie	درخواست	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
podanie	محنت	podanie	محنت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
akademickie	پرتکلف.	akademicki	پرتکلف.	ADJ;NOM;NEUT;SG	ADJ
akademickie	روایتی	akademicki	روایتی	ADJ;NOM;NEUT;SG	ADJ
akademickie	نظریاتی	akademicki	نظریاتی	ADJ;NOM;NEUT;SG	ADJ;NOM
lekki	شاندار	lekki	شاندار	ADJ;NOM;MASC;SG	ADJ
lekki	گھٹیا	lekki	گھٹیا	ADJ;NOM;MASC;SG	ADJ
lekki	روشن	lekki	روشن	ADJ;NOM;MASC;SG	ADJ
lekki	ہلکا	lekki	ہلکا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
lekki	ہلکے	lekki	ہلکا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
lekki	تیز	lekki	تیز	ADJ;NOM;MASC;SG	ADJ
lekki	شاندار	lekki	شاندار	ADJ;NOM;MASC;SG	ADJ
lekki	گھٹیا	lekki	گھٹیا	ADJ;NOM;MASC;SG	ADJ
lekki	روشن	lekki	روشن	ADJ;NOM;MASC;SG	ADJ
lekki	ہلکا	lekki	ہلکا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
lekki	ہلکے	lekki	ہلکا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
lekki	تیز	lekki	تیز	ADJ;NOM;MASC;SG	ADJ
owoc	ترکاری	owoc	ترکاری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
owoc	اولاد	owoc	اولاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
owoc	ترکاری	owoc	ترکاری	N;NOM;MASC;SG	N;NOM;FEM;SG;3
owoc	اولاد	owoc	اولاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
regularne	منظم	regularny	منظم	ADJ;NOM;NEUT;SG	ADJ
regularne	مستقل	regularny	مستقل	ADJ;NOM;NEUT;SG	ADJ
regularne	مربوط	regularny	مربوط	ADJ;NOM;NEUT;SG	ADJ
regularne	مکمل	regularny	مکمل	ADJ;NOM;NEUT;SG	ADJ
zasoby	ترکاریاں	zasóba	ترکاری	N;NOM;MASC;PL	N;NOM;MASC;PL;3
modlitwa	مقصد	modlitwa	مقصد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
modlitwa	عبادت	modlitwa	عبادت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
modlitwa	نماز	modlitwa	نماز	N;NOM;FEM;SG	N;NOM;FEM;SG;3
rasa	وراثت	rasa	وراثت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	نوع	rasa	نوع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	نسل	rasa	نسل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	قبیلہ	rasa	قبیلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	مشین	rasa	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	گروہ	rasa	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	قبیلہ	rasa	قبیلہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	مشین	rasa	مشین	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	گروہ	rasa	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rasa	خاندان	rasa	خاندان	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tymczasowy	عبوری	tymczasowy	عبوری	ADJ;NOM;MASC;SG	ADJ
tymczasowy	عارضی	tymczasowy	عارضی	ADJ;NOM;MASC;SG	ADJ
tymczasowy	عارضی	tymczasowy	عارضی	ADJ;NOM;MASC;SG	ADJ
satelita	ماتحت	satelita	ماتحت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
satelita	تابع	satelita	تابع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
uderzenie	اثر	uderzenie	اثر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	قبضہ	polecenie	قبضہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	موجب	polecenie	موجب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	اختیار	polecenie	اختیار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	قدرت	polecenie	قدرت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	قبضہ	polecenie	قبضہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	موجب	polecenie	موجب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	اختیار	polecenie	اختیار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	حکم	polecenie	حکم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
polecenia	قدرت	polecenie	قدرت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
praktyka	رواج	praktyka	رواج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praktyka	معمول	praktyka	معمول	N;NOM;FEM;SG	N;NOM;MASC;SG;3
praktyka	رواج	praktyka	رواج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
częste	کثیر	częsty	کثیر		
jelita	قعر	jelita	قعر		
zdrowie	صحت	zdrowie	صحت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
square	برابر.	squary	برابر.		
square	فربہ	squary	فربہ		
square	برابر.	squary	برابر.		
square	چوکور	squary	چوکور		
square	فربہ	squary	فربہ		
odrębne	جداگانہ	odrębny	جداگانہ	ADJ;NOM;NEUT;SG	ADJ
odrębne	یقینی	odrębny	یقینی	ADJ;NOM;NEUT;SG	ADJ
odrębne	الگ	odrębny	الگ	ADJ;NOM;NEUT;SG	ADJ
odrębne	جداگانہ	odrębny	جداگانہ	ADJ;NOM;NEUT;SG	ADJ
mail	زرہ	mail	زرہ		
piła	مثل	pić	مثل		
informacyjny	معلوماتی	informacyjny	معلوماتی	ADJ;NOM;MASC;SG	ADJ
informacyjny	معلوماتی	informacyjny	معلوماتی	ADJ;NOM;MASC;SG	ADJ
gospodarstwo	کشت	gospodarstwo	کشت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gospodarstwo	حصص	gospodarstwo	حصص	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
czwartego	چوتھا	czwarty	چوتھا	ADJ;ACC;MASC;SG	ADJ
ograniczona	محدود	ograniczony	محدود	ADJ;NOM;FEM;SG	ADJ
ograniczona	کم	ograniczony	کم	ADJ;NOM;FEM;SG	ADJ
ograniczona	تھوڑا	ograniczony	تھوڑ	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
kontynuować	نکلنا	kontynuować	نکل	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
kontynuować	چلنا	kontynuować	چل	V;IPFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
potwierdzenie	توثیق	potwierdzenie	توثیق	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
potwierdzenie	اقرار	potwierdzenie	اقرار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
potwierdzenie	تسلیم	potwierdzenie	تسلیم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
management	معالجہ.	management	معالجہ.		
bunt	شورش	bunt	شورش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	سرکشی	bunt	سرکشی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	سرکش	bunt	سرکش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	احتجاج	bunt	احتجاج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	شورش	bunt	شورش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	بغاوت	bunt	بغاوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	سرکشی	bunt	سرکشی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	سرکش	bunt	سرکش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	احتجاج	bunt	احتجاج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	سرکشی.	bunt	سرکشی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	بغاوت	bunt	بغاوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bunt	سرکشی.	bunt	سرکشی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
suche	(	suchy	(		
suche	(	suchy	(		
promieniowanie	اشعاع	promieniować	اشعاع	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
sweet	میٹھا.	sweet	میٹھا.		
funkcjonowanie	عمل	funkcjonowanie	عمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
socjalistyczna	اشتراکی	socjalistyczny	اشتراکی	ADJ;NOM;FEM;SG	ADJ
control	روک.	control	روک.		
ograniczony	محدود	ograniczyć	محدود	ADJ;NOM;MASC;SG	ADJ
ograniczony	کم	ograniczyć	کم	ADJ;NOM;MASC;SG	ADJ
ograniczony	تھوڑا	ograniczyć	تھوڑ	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
tajemnica	رازداری	tajemnica	رازداری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	خفیہ	tajemnica	خفیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	رمزیت	tajemnica	رمزیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	رازداری	tajemnica	رازداری	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	خفیہ	tajemnica	خفیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	راز	tajemnica	راز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	رمزیت	tajemnica	رمزیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	خفیہ	tajemnica	خفیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	خفیہ	tajemnica	خفیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tajemnica	راز	tajemnica	راز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
targ	نرخ	targa	نرخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
targ	ہاٹ	targa	ہاٹ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
targ	نرخ	targa	نرخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
połączony	ہمرشتہ	połączyć	ہمرشتہ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
kraina	قوم	kraina	قوم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kraina	پانی	kraina	پانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kraina	قوم	kraina	قوم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kraina	پانی	kraina	پانی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kraina	زمین	kraina	زمین	N;NOM;FEM;SG	N;NOM;FEM;SG;3
oryginalna	تخلیقی	oryginalny	تخلیقی	ADJ;NOM;FEM;SG	ADJ
oryginalna	نیا	oryginalny	نیا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
oryginalna	انوکھا	oryginalny	انوکھا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
boczny	ذیلی	boczny	ذیلی	ADJ;NOM;MASC;SG	ADJ
partner	ساتھی	partner	ساتھی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
partner	ساتھی	partner	ساتھی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wygrana	شرط	wygrać	شرط	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wygrana	کھیل	wygrać	کھیل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wynalazca	موجد	wynalazca	موجد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prawdopodobne	موزوں	prawdopodobny	موزوں	ADJ;NOM;NEUT;SG	ADJ
prawdopodobne	مناسب	prawdopodobny	مناسب	ADJ;NOM;NEUT;SG	ADJ
prawny	قانونی	prawny	قانونی	ADJ;NOM;MASC;SG	ADJ
wstawić	جمانا	wstawić	جمانا	V;PFV;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
czysto	محض	czysto	محض		
czysto	(	czysto	(		
czysto	(	czysto	(		
czysto	(	czysto	(		
czysto	(	czysto	(		
objęcia	معانقہ	objęcie	معانقہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
nadzwyczajny	ممتاز	nadzwyczajny	ممتاز	ADJ;NOM;MASC;SG	ADJ
prasa	اخبار	prasa	اخبار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
łańcuch	حروف	łańcuch	حرف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
łańcuch	سلسلہ	łańcuch	سلسلہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
łańcuch	ترتیب	łańcuch	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
łańcuch	چینل	łańcuch	چینل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
łańcuch	قطار	łańcuch	قطار	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grubość	موٹائی	grubość	موٹائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
galaktyki	ستاروں	galaktyk	ستار	N;ACC;FEM;PL	N;ACC;MASC;PL;3
aktualny	عصری	aktualny	عصری	ADJ;NOM;MASC;SG	ADJ
kontrola	قدرت	kontrola	قدرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	قابو	kontrola	قابو	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	پڑتال	kontrola	پڑتال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	اختیار	kontrola	اختیار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	تصدیق	kontrola	تصدیق	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	محاسبہ	kontrola	محاسبہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	تنقیح	kontrola	تنقیح	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	معائنہ	kontrola	معائنہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	جانچ	kontrola	جانچ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kontrola	جائزہ	kontrola	جائزہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mieszane	مخلوط	mieszany	مخلوط	ADJ;NOM;NEUT;SG	ADJ
zawieszenia	تعطل	zawiesić	تعطل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
działka	خاکہ	działko	خاکہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
działka	سازش	działko	سازش	N;NOM;FEM;SG	N;NOM;FEM;SG;3
działka	ڈرامے	działko	ڈرامہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
znaczny	اہم	znaczny	اہم	ADJ;NOM;MASC;SG	ADJ
geograficzny	جغرافیائی	geograficzny	جغرافیائی	ADJ;NOM;MASC;SG	ADJ;NOM
wewnętrzny	اندرونی	wewnętrzny	اندرونی	ADJ;NOM;MASC;SG	ADJ
dar	عطیہ	dar	عطیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dar	عطیہ	dar	عطیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dar	داد	dar	داد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wewnętrzna	اندرونی	wewnętrzny	اندرونی	ADJ;NOM;FEM;SG	ADJ
umieszczenie	درجہ	umieszczenie	درجہ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
opinia	خیال	opinia	خیال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	ظن	opinia	ظن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	تخمینہ	opinia	تخمینہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	اندازہ	opinia	اندازہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	خیال	opinia	خیال	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	ظن	opinia	ظن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	رائے	opinia	رائے	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	تخمینہ	opinia	تخمینہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	اندازہ	opinia	اندازہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opinia	ردّعمل-	opinia	ردّعمل-	N;NOM;FEM;SG	N;NOM;MASC;SG;3
obywatel	سویلین	obywatel	سویلین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
act	فعل.	act	فعل.		
act	کار	act	کار		
act	فعل.	act	فعل.		
act	کار	act	کار		
skała	دولت	skała	دولت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
fikcyjna	افسانوی	fikcyjny	افسانوی	ADJ;NOM;FEM;SG	ADJ
full	(	full	(		
full	مملو	full	مملو		
full	وافر	full	وافر		
full	کثیر	full	کثیر		
full	خوب	full	خوب		
full	(	full	(		
full	مملو	full	مملو		
full	وافر	full	وافر		
full	کثیر	full	کثیر		
full	خوب	full	خوب		
korzyść	فائدہ	korzyść	فائدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
korzyść	امتیاز	korzyść	امتیاز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
korzyść	امتیاز	korzyść	امتیاز	N;NOM;FEM;SG	N;NOM;MASC;SG;3
korzyść	فائدہ	korzyść	فائدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
korzyść	نفع	korzyść	نفع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
gospodarcza	معاشی	gospodarczy	معاشی	ADJ;NOM;FEM;SG	ADJ
gospodarcza	عملی	gospodarczy	عملی	ADJ;NOM;FEM;SG	ADJ
gospodarcza	کاروباری	gospodarczy	کاروباری	ADJ;NOM;FEM;SG	ADJ
heavy	وافر	heav	وافر		
heavy	کھڑنک	heav	کھڑنک		
heavy	ٹھگ.	heav	ٹھگ.		
heavy	گمبھیر	heav	گمبھیر		
heavy	وافر	heav	وافر		
heavy	کھڑنک	heav	کھڑنک		
heavy	ٹھگ.	heav	ٹھگ.		
wróć	رکھی	wróć	رکھ	V;PFV;IMP;SG;2;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
niewątpliwie	یقیناً	niewątpliwie	یقیناً	ADV	ADV
wymiar	ضخامت	wymiar	ضخامت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wymiar	وسعت	wymiar	وسعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wymiar	گہرائی	wymiar	گہرائی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wymiar	طول	wymiar	طول	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wymiar	رقبہ	wymiar	رقبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
web	جال-	web	جال		
rolnictwo	کاشتکاری	rolnictwo	کاشتکاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
rolnictwo	زراعت	rolnictwo	زراعت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
rolnictwo	کاشتکاری	rolnictwo	کاشتکاری	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pokład	فرش	pokład	فرش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	گرفت	sprzeciw	گرفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	اعتراض	sprzeciw	اعتراض	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	مخاصمت	sprzeciw	مخاصمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	تناقض.	sprzeciw	تناقض.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	مدافعت	sprzeciw	مدافعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	عداوت	sprzeciw	عداوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	مخالفت	sprzeciw	مخالفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	مخاصمت	sprzeciw	مخاصمت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	تناقض.	sprzeciw	تناقض.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	مدافعت	sprzeciw	مدافعت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	تضاد	sprzeciw	تضاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	عداوت	sprzeciw	عداوت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sprzeciw	مخالفت	sprzeciw	مخالفت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sól	کھار	sól	کھار		
sól	کھار	sól	کھار		
