keris	kris	keris	kris	N	N;MASC+FEM;SG
tercepat	snelste	tercepat	snel	ADJ;RL;SG	ADJ;RL
tercepat	snelst	tercepat	snel	ADJ;RL;SG	ADJ;RL
melintas	oversteken	menlintas	oversteken	V;SG;ACT	V;NFIN
melintas	overschrijden	menlintas	overschrijden	V;SG;ACT	V;NFIN
alternative	alternatief	alternative	alternatief	N;SG	N;NEUT;SG
alternative	plaatsvervanger	alternative	plaatsvervanger	N;SG	N;MASC+FEM;SG
bijaksana	verstandig	bijaksana	verstandig	ADJ;SG	ADJ
bijaksana	wijs	bijaksana	wijs	ADJ;SG	ADJ
dukun	sjamaan	dukun	sjamaan	N;SG	N;MASC+FEM;SG
ekonom	econoom	ekonom	econoom	N;SG	N;MASC+FEM;SG
diperintah	geregeerd	diperintah	regeren	V;SG;PASS	V;V.PTCP
diperintah	regeerde	diperintah	regeren	V;SG;PASS	V;SG;PST;FIN
terpengaruh	beïnvloedde	terpengaruh	beïnvloeden	V;SG;PASS	V;SG;PST;FIN
terpengaruh	beïnvloed	terpengaruh	beïnvloeden	V;SG;PASS	V;V.PTCP
terpengaruh	getroffen	terpengaruh	treffen	V;SG;PASS	V;V.PTCP
terpengaruh	beïnvloed	terpengaruh	beïnvloeden	V;SG;PASS	V;V.PTCP
browser	browsers	browser	browser	N	N;PL
browser	browser	browser	browser	N	N;MASC+FEM;SG
parade	optocht	parade	optocht	N	N;MASC+FEM;SG
parade	parade	parade	parade	N	N;MASC+FEM;SG
gembala	herder	gembala	herder	N;SG	N;MASC+FEM;SG
gembala	herder	gembala	herder	N;SG	N;MASC+FEM;SG
gembala	shepherd	gembala	shepherd	N;SG	N;MASC+FEM;SG
dominika	dominika	dominika	dominika	N	N;MASC+FEM;SG
dominika	dominica	dominika	dominica	N	N;MASC+FEM;SG
dominika	dominicanen	dominika	dominicaan	N	N;PL
terlaris	bestsellers	terlaris	bestseller	N	N;PL
terlaris	bestseller	terlaris	bestseller	N	N;MASC+FEM;SG
demo	demo	demo	demo	N;SG	N;MASC+FEM;SG
demo	demos	demo	demos	N;SG	N;MASC+FEM;SG
panorama	panorama	panorama	panorama	N;SG	N;NEUT;SG
menyutradarai	regisseren	mensutradarai	regisseren	V;SG;ACT	V;NFIN
siluman	stealth	siluman	stealth	N;SG	N;MASC+FEM;SG
siluman	demoon	siluman	demoon	N;SG	N;MASC+FEM;SG
siluman	demon	siluman	demon	N;SG	N;MASC+FEM;SG
siluman	duivel	siluman	duivel	N;SG	N;MASC+FEM;SG
hormat	respect	hormat	respect	N;SG	N;NEUT;SG
hormat	groet	hormat	groet	N;SG	N;MASC+FEM;SG
fotografer	fotografe	fotografer	fotograaf	N;SG	N;MASC+FEM;SG
fotografer	fotograaf	fotografer	fotograaf	N;SG	N;MASC+FEM;SG
fotografer	fotograaf	fotografer	fotograaf	N;SG	N;MASC+FEM;SG
skandal	schandaal	skandal	schandaal	N;SG	N;NEUT;SG
pengabdian	toewijding	penabdian	toewijding	N;SG	N;MASC+FEM;SG
diperpanjang	uitgebreid	diperpanjang	uitbreiden	V;SG;PASS	V;V.PTCP
diperpanjang	verlengd	diperpanjang	verlengen	V;SG;PASS	V;V.PTCP
lebah	bee	lebah	bee	N;SG	N;MASC+FEM;SG
penyatuan	eenwording	pensatuan	eenwording	N;SG	N;MASC+FEM;SG
penyatuan	eenmaking	pensatuan	eenmaking	N;SG	N;MASC+FEM;SG
menyesuaikan	aanpassen	mensesuaikan	aanpassen	V;SG;ACT	V;NFIN
menyesuaikan	aanpassen	mensesuaikan	aanpassen	V;SG;ACT	V;NFIN
menyesuaikan	aanpassen	mensesuaikan	aanpassen	V;SG;ACT	V;NFIN
buddhis	boeddhist	buddhis	boeddhist	N	N;MASC+FEM;SG
buddhis	boeddhisten	buddhis	boeddhist	N	N;PL
berlalu	passeert	berlalu	passeren	V;SG;ACT	V;SG;PRS;FIN
berlalu	verstreken	berlalu	verstreken	V;SG;ACT	V;V.PTCP
berlalu	doorgegeven	berlalu	doorgeven	V;SG;ACT	V;V.PTCP
berlalu	geslaagd	berlalu	slagen	V;SG;ACT	V;V.PTCP
pemandian	badhuis	penmandian	badhuis	N;SG	N;NEUT;SG
penasehat	raadgevend	pennasehat	raadgevend	N;SG	N;NEUT;SG
penasehat	adviseur	pennasehat	adviseur	N;SG	N;MASC+FEM;SG
penasehat	raadgever	pennasehat	raadgever	N;SG	N;MASC+FEM;SG
penasehat	raadsman	pennasehat	raadsman	N;SG	N;MASC+FEM;SG
ekosistem	ecosysteem	ekosistem	ecosysteem	N	N;NEUT;SG
ekosistem	ecosystemen	ekosistem	ecosysteem	N	N;PL
anatomi	anatomie	anatomi	anatomie	N;SG	N;MASC+FEM;SG
diamati	geobserveerd	diamati	observeren	V;SG;PASS	V;V.PTCP
diamati	waargenomen	diamati	waarnemen	V;SG;PASS	V;V.PTCP
lucu	grappig	lucu	grappig	ADJ;SG	ADJ
lucu	schattig	lucu	schattig	ADJ;SG	ADJ
dikutip	aangehaald	dikutip	aanhalen	V;SG;PASS	V;V.PTCP
dikutip	aangehaalde	dikutip	aanhalen	V;SG;PASS	V;V.PTCP
dikutip	geciteerde	dikutip	citeren	V;SG;PASS	V;V.PTCP
dikutip	geciteerd	dikutip	citeren	V;SG;PASS	V;V.PTCP
dikutip	aangehaalde	dikutip	aanhalen	V;SG;PASS	V;V.PTCP
dikutip	aangehaald	dikutip	aanhalen	V;SG;PASS	V;V.PTCP
dikutip	geciteerde	dikutip	citeren	V;SG;PASS	V;V.PTCP
dikutip	geciteerd	dikutip	citeren	V;SG;PASS	V;V.PTCP
dibahas	besproken	dibahas	bespreken	V;SG;PASS	V;V.PTCP
dibahas	besprak	dibahas	bespreken	V;SG;PASS	V;SG;PST;FIN
pendahulunya	voorganger	pendahulunya	voorganger	N;SG	N;MASC+FEM;SG
diklasifikasikan	ingedeeld	diklasifikasikan	indelen	V;SG;PASS	V;V.PTCP
diklasifikasikan	geklasseerd	diklasifikasikan	klasseren	V;SG;PASS	V;V.PTCP
diklasifikasikan	geclassificeerd	diklasifikasikan	classificeren	V;SG;PASS	V;V.PTCP
kultur	cultuur	kultur	cultuur	N	N;MASC+FEM;SG
kultur	cultures	kultur	culture	N	N;PL
kultur	culturen	kultur	cultuur	N	N;PL
reproduksi	voortplanting	reproduksi	voortplanting	N;SG	N;MASC+FEM;SG
reproduksi	reproductie	reproduksi	reproductie	N;SG	N;MASC+FEM;SG
didistribusikan	verspreid	didistribusikan	verspreiden	V;SG;PASS	V;V.PTCP
didistribusikan	gedistribueerd	didistribusikan	distribuëren	V;SG;PASS	V;V.PTCP
didistribusikan	uitgedeeld	didistribusikan	uitdelen	V;SG;PASS	V;V.PTCP
didistribusikan	verdeeld	didistribusikan	verdelen	V;SG;PASS	V;V.PTCP
dirawat	behandeld	dirawat	behandelen	V;SG;PASS	V;V.PTCP
dirawat	behandelde	dirawat	behandelen	V;SG;PASS	V;SG;PST;FIN
reruntuhan	puin	reruntuhan	puin	N	N;NEUT;SG
reruntuhan	wrak	reruntuhan	wrak	N	N;NEUT;SG
reruntuhan	wrakstukken	reruntuhan	wrakstuk	N	N;PL
reruntuhan	ruines	reruntuhan	ruin	N	N;PL
reruntuhan	ruïne	reruntuhan	ruïne	N	N;MASC+FEM;SG
reruntuhan	ruïnes	reruntuhan	ruïne	N	N;PL
unicode	unicode	unicode	unicode	N	N;MASC+FEM;SG
kemakmuran	voorspoed	kemakmuran	voorspoed	N;SG	N;MASC+FEM;SG
kemakmuran	welvaart	kemakmuran	welvaart	N;SG	N;MASC+FEM;SG
nafsu	lust	nafsu	lust	N;SG	N;MASC+FEM;SG
nafsu	eetlust	nafsu	eetlust	N;SG	N;MASC+FEM;SG
asuhan	opvoeding	asuhan	opvoeding	N;SG	N;MASC+FEM;SG
etanol	ethanol	etanol	ethanol	N	N;MASC+FEM;SG
heading	koers	heading	koers	N	N;MASC+FEM;SG
heading	rubriek	heading	rubriek	N	N;MASC+FEM;SG
heading	rubrieken	heading	rubriek	N	N;PL
esai	essay	esai	essay	N;SG;ACT	N;NEUT;SG
esai	opstel	esai	opstel	N;SG;ACT	N;NEUT;SG
manik	kralen	manik	kralen	N	N;PL
kapas	katoen	kapas	katoen	N;SG	N;NEUT;SG
paten	octrooi	paten	octrooi	N;SG	N;NEUT;SG
paten	patent	paten	patent	N;SG	N;NEUT;SG
paten	octrooi	paten	octrooi	N;SG	N;NEUT;SG
melukis	schilderen	menlukis	schilderen	V;SG;ACT	V;NFIN
melukis	verven	menlukis	verven	V;SG;ACT	V;NFIN
suksesi	opvolging	suksesi	opvolging	N;SG	N;MASC+FEM;SG
dorongan	drang	dorongan	drang	N;SG	N;MASC+FEM;SG
dorongan	aanmoediging	dorongan	aanmoediging	N;SG	N;MASC+FEM;SG
dorongan	stuwkracht	dorongan	stuwkracht	N;SG	N;MASC+FEM;SG
dorongan	drang	dorongan	drang	N;SG	N;MASC+FEM;SG
penayangan	bezorging	pentayangan	bezorging	N;SG	N;MASC+FEM;SG
penayangan	oplevering	pentayangan	oplevering	N;SG	N;MASC+FEM;SG
penayangan	levering	pentayangan	levering	N;SG	N;MASC+FEM;SG
ulangan	deuteronomium	ulangan	deuteronomium	N;SG	N;NEUT;SG
batin	binnenste	batin	binnen	N;SG	N;MASC+FEM;SG
perbudakan	slavernij	perbudakan	slavernij	N;SG	N;MASC+FEM;SG
perbudakan	bondage	perbudakan	bondage	N;SG	N;MASC+FEM;SG
perbudakan	slavernij	perbudakan	slavernij	N;SG	N;MASC+FEM;SG
mengabaikan	negeren	menabaikan	negeren	V;SG;ACT	V;NFIN
konversi	conversie	konversi	conversie	N;SG	N;MASC+FEM;SG
konversi	bekering	konversi	bekering	N;SG	N;MASC+FEM;SG
konversi	omschakeling	konversi	omschakeling	N;SG	N;MASC+FEM;SG
sakramen	sacrament	sakramen	sacrament	N;SG	N;NEUT;SG
botani	plantkunde	botani	plantkund	N;SG	N;MASC+FEM;SG
pembicara	redenaar	penbicara	redenaar	N;SG	N;MASC+FEM;SG
pembicara	speaker	penbicara	speaker	N;SG	N;MASC+FEM;SG
pembicara	luidspreker	penbicara	luidspreker	N;SG	N;MASC+FEM;SG
pembicara	spreker	penbicara	spreker	N;SG	N;MASC+FEM;SG
pembicara	prater	penbicara	prater	N;SG	N;NEUT;SG
pembicara	spreker	penbicara	spreker	N;SG	N;MASC+FEM;SG
intervensi	tussenkomst	intervensi	tussenkomst	N;SG	N;MASC+FEM;SG
intervensi	interventie	intervensi	interventie	N;SG	N;MASC+FEM;SG
kemarau	droogte	kemarau	droogte	N;SG	N;MASC+FEM;SG
didorong	gedreven	didorong	drijven	V;SG;PASS	V;V.PTCP
didorong	geduwd	didorong	duwen	V;SG;PASS	V;V.PTCP
didorong	duwde	didorong	duwen	V;SG;PASS	V;SG;PST;FIN
didorong	aangemoedigd	didorong	aanmoedigen	V;SG;PASS	V;V.PTCP
didorong	bevorderde	didorong	bevorderen	V;SG;PASS	V;SG;PST;FIN
didorong	moedigde	didorong	moedigen	V;SG;PASS	V;SG;PST;FIN
kesaksian	getuigenis	kesaksian	getuigenis	N;SG	N;NEUT;SG
kesaksian	getuigenis	kesaksian	getuigenis	N;SG	N;NEUT;SG
kuantum	quantum	kuantum	quantum	N;SG	N;MASC+FEM;SG
kuantum	kwantum	kuantum	kwantum	N;SG	N;MASC+FEM;SG
mekanika	mechanica	mekanika	mechanica	N;SG	N;MASC+FEM;SG
penutupan	afsluiting	pentutupan	afsluiting	N;SG	N;MASC+FEM;SG
penutupan	sluiting	pentutupan	sluiting	N;SG	N;MASC+FEM;SG
keanekaragaman	diversiteit	keanekaragaman	diversiteit	N;SG	N;MASC+FEM;SG
keanekaragaman	verscheidenheid	keanekaragaman	verscheidenheid	N;SG	N;MASC+FEM;SG
dihadapi	geconfronteerd	dihadapi	confronteren	V;SG;PASS	V;V.PTCP
dihadapi	ondervonden	dihadapi	ondervinden	V;SG;PASS	V;V.PTCP
dihadapi	tegengekomen	dihadapi	tegenkomen	V;SG;PASS	V;V.PTCP
rapi	netjes	rapi	netjes	ADJ;SG	ADJ
rapi	netjes	rapi	netjes	ADJ;SG	ADJ
kanji	kanji	kanji	kanji	N	N;NEUT;SG
renovasi	renovatie	renovasi	renovatie	N;SG	N;MASC+FEM;SG
renovasi	verbouwing	renovasi	verbouwing	N;SG	N;MASC+FEM;SG
tembak	shoot	tembak	shoot	N;SG;ACT	N;MASC+FEM;SG
dikonsumsi	geconsumeerd	dikonsumsi	consumeren	V;SG;PASS	V;V.PTCP
dikonsumsi	verbruikte	dikonsumsi	verbruiken	V;SG;PASS	V;SG;PST;FIN
dikonsumsi	verbruikt	dikonsumsi	verbruiken	V;SG;PASS	V;SG;PRS;FIN
dikonsumsi	verteerd	dikonsumsi	verteren	V;SG;PASS	V;V.PTCP
deret	catena	deret	catena	N;SG	N;MASC+FEM;SG
deret	serie	deret	serie	N;SG	N;MASC+FEM;SG
deret	reeks	deret	reeks	N;SG	N;MASC+FEM;SG
takahashi	takahashi	takahashi	takahashi	N	N;MASC+FEM;SG
percepatan	versnelling	percepatan	versnelling	N;SG	N;MASC+FEM;SG
percepatan	acceleratie	percepatan	acceleratie	N;SG	N;MASC+FEM;SG
nara	nara	nara	nara	N;SG	N;NEUT;SG
diusir	verbannen	diusir	verbannen	V;SG;PASS	V;V.PTCP
diusir	verdreven	diusir	verdrijven	V;SG;PASS	V;V.PTCP
diusir	weggestuurd	diusir	wegsturen	V;SG;PASS	V;V.PTCP
diusir	uitgezet	diusir	uitzetten	V;SG;PASS	V;V.PTCP
diusir	uitgedreven	diusir	uitdrijven	V;SG;PASS	V;V.PTCP
diusir	uitgezet	diusir	uitzetten	V;SG;PASS	V;V.PTCP
dicari	gezocht	dicari	zoeken	V;SG;PASS	V;V.PTCP
dicari	gezocht	dicari	zoeken	V;SG;PASS	V;V.PTCP
dicari	zocht	dicari	zoeken	V;SG;PASS	V;SG;PST;FIN
dicari	gezocht	dicari	zoeken	V;SG;PASS	V;V.PTCP
dicari	doorzocht	dicari	doorzoeken	V;SG;PASS	V;SG;PRS;FIN
tekstil	textiel	tekstil	textiel	N;SG	N;NEUT;SG
tekstil	textielindustrie	tekstil	textielindustrie	N;SG	N;MASC+FEM;SG
tekstil	textiel	tekstil	textiel	N;SG	N;NEUT;SG
berorientasi	georiënteerd	berorientasi	oriënteren	V;SG;ACT	V;V.PTCP
berorientasi	georiënteerde	berorientasi	oriënteren	V;SG;ACT	V;V.PTCP
berorientasi	georiënteerd	berorientasi	oriënteren	V;SG;ACT	V;V.PTCP
pemilih	picker	penpilih	picker	N;SG	N;MASC+FEM;SG
pemilih	kiezer	penpilih	kiezer	N;SG	N;MASC+FEM;SG
pemilih	kiezer	penpilih	kiezer	N;SG	N;MASC+FEM;SG
pemilih	kiezer	penpilih	kiezer	N;SG	N;MASC+FEM;SG
pemilih	selector	penpilih	selector	N;SG	N;MASC+FEM;SG
bereaksi	reageert	berreaksi	reageren	V;SG;ACT	V;SG;PRS;FIN
bereaksi	reageerde	berreaksi	reageren	V;SG;ACT	V;SG;PST;FIN
bereaksi	reageer	berreaksi	reageren	V;SG;ACT	V;SG;PRS;FIN
bereaksi	reageren	berreaksi	reageren	V;SG;ACT	V;NFIN
berkolaborasi	meewerken	berkolaborasi	meewerken	V;SG;ACT	V;NFIN
berkolaborasi	samenwerken	berkolaborasi	samenwerken	V;SG;ACT	V;NFIN
berkolaborasi	samenwerkende	berkolaborasi	samenwerken	V;SG;ACT	V;V.PTCP
terbalik	omgedraaid	terbalik	omdraaien	V;SG;PASS	V;V.PTCP
terbalik	omgekeerd	terbalik	omkeren	V;SG;PASS	V;V.PTCP
terbalik	omgekeerde	terbalik	omkeerd	V;SG;PASS	V;V.PTCP
terbalik	omkeren	terbalik	omkeren	V;SG;PASS	V;NFIN
terbalik	omgekeerd	terbalik	omkeren	V;SG;PASS	V;V.PTCP
terbalik	omgekeerde	terbalik	omkeerd	V;SG;PASS	V;V.PTCP
terbalik	omgekeerd	terbalik	omkeren	V;SG;PASS	V;V.PTCP
diidentifikasi	identificeert	diidentifikasi	identificeren	V;SG;PASS	V;SG;PRS;FIN
diidentifikasi	geïdentificeerde	diidentifikasi	dentificeren	V;SG;PASS	V;SG;PST;FIN
diidentifikasi	geïdentificeerd	diidentifikasi	dentificeren	V;SG;PASS	V;V.PTCP
arashi	arashi	arashi	arashi	N	N;MASC+FEM;SG
pemulihan	herstel	penpulihan	herstel	N;SG	N;NEUT;SG
pemulihan	genezing	penpulihan	genezing	N;SG	N;MASC+FEM;SG
penjajah	bezetter	penjajah	bezetter	N;SG	N;MASC+FEM;SG
katalog	catalogi	katalog	catalogi	N	N;PL
katalog	catalogus	katalog	catalogus	N	N;MASC+FEM;SG
katalog	catalogi	katalog	catalogi	N	N;PL
katalog	catalogus	katalog	catalogus	N	N;MASC+FEM;SG
artistik	artistieke	artistik	artistiek	ADJ;SG	ADJ
artistik	artistiek	artistik	artistiek	ADJ;SG	ADJ
pemusik	musicus	penmusik	musicus	N;SG	N;MASC+FEM;SG
pemusik	muzikant	penmusik	muzikant	N;SG	N;MASC+FEM;SG
diputuskan	besloot	diputuskan	besluiten	V;SG;PASS	V;SG;PST;FIN
diputuskan	besloten	diputuskan	besluiten	V;SG;PASS	V;V.PTCP
diputuskan	besliste	diputuskan	beslissen	V;SG;PASS	V;SG;PST;FIN
diputuskan	verbroken	diputuskan	verbreken	V;SG;PASS	V;V.PTCP
diputuskan	losgekoppeld	diputuskan	losgekoppeld	V;SG;PASS	V;V.PTCP
diputuskan	afgesloten	diputuskan	afsluiten	V;SG;PASS	V;V.PTCP
kejam	genadeloos	kejam	genadeloos	ADJ;SG	ADJ
kejam	meedogenloos	kejam	meedogenloos	ADJ;SG	ADJ
kejam	wrede	kejam	wreed	ADJ;SG	ADJ
kejam	wreed	kejam	wreed	ADJ;SG	ADJ
mantra	mantra	mantra	mantra	N	N;MASC+FEM;SG
mantra	spreuk	mantra	spreuk	N	N;MASC+FEM;SG
mantra	betovering	mantra	betovering	N	N;MASC+FEM;SG
mantra	bezwering	mantra	bezwering	N	N;MASC+FEM;SG
logistik	logistiek	logistik	logistiek	N	N;MASC+FEM;SG
logistik	logistiek	logistik	logistiek	N	N;MASC+FEM;SG
kegelapan	duisternis	kegelapan	duisternis	N;SG	N;MASC+FEM;SG
reporter	verslaggeefster	reporter	verslaggeefster	N;SG	N;MASC+FEM;SG
reporter	verslaggever	reporter	verslaggever	N;SG	N;MASC+FEM;SG
reporter	journaliste	reporter	journalist	N;SG	N;MASC+FEM;SG
reporter	journalist	reporter	journalist	N;SG	N;MASC+FEM;SG
reporter	reporter	reporter	reporter	N;SG	N;MASC+FEM;SG
pengunduran	ontslagbrief	penunduran	ontslagbrief	N;SG	N;MASC+FEM;SG
pengunduran	ontslag	penunduran	ontslag	N;SG	N;NEUT;SG
dikelompokkan	gegroepeerd	dikelompokkan	groeperen	V;SG;PASS	V;V.PTCP
dikelompokkan	gegroepeerde	dikelompokkan	groeperen	V;SG;PASS	V;V.PTCP
parit	greppel	parit	greppel	N;SG	N;MASC+FEM;SG
parit	dump	parit	dump	N;SG	N;MASC+FEM;SG
parit	parit	parit	parit	N;SG	N;MASC+FEM;SG
parit	loopgraaf	parit	loopgraaf	N;SG	N;MASC+FEM;SG
parit	trog	parit	trog	N;SG	N;MASC+FEM;SG
parit	geul	parit	geul	N;SG	N;MASC+FEM;SG
parit	gracht	parit	gracht	N;SG	N;MASC+FEM;SG
registrasi	inschrijving	registrasi	inschrijving	N	N;MASC+FEM;SG
registrasi	registratie	registrasi	registratie	N	N;MASC+FEM;SG
debat	discussie	debat	discussie	N;SG	N;MASC+FEM;SG
debat	debat	debat	debat	N;SG	N;NEUT;SG
motogp	motogp	motogp	motogp	N;SG	N;MASC+FEM;SG
menabrak	crashen	mentabrak	crashe	V;SG;ACT	V;NFIN
menabrak	neerstorten	mentabrak	neerstorten	V;SG;ACT	V;NFIN
kemiripan	gelijkenis	kemiripan	gelijkenis	N;SG	N;MASC+FEM;SG
kemiripan	gelijkenis	kemiripan	gelijkenis	N;SG	N;MASC+FEM;SG
kemiripan	affiniteit	kemiripan	affiniteit	N;SG	N;MASC+FEM;SG
kemiripan	verwantschap	kemiripan	verwantschap	N;SG	N;MASC+FEM;SG
kemiripan	gelijkenis	kemiripan	gelijkenis	N;SG	N;MASC+FEM;SG
pemancar	zender	penpancar	zender	N;SG	N;MASC+FEM;SG
teolog	theoloog	teolog	theoloog	N;SG	N;MASC+FEM;SG
opsi	optie	opsi	optie	N;SG	N;MASC+FEM;SG
altar	altaar	altar	altaar	N;SG	N;NEUT;SG
dimodifikasi	gemodificeerd	dimodifikasi	modificeren	V;SG;PASS	V;V.PTCP
dimodifikasi	gewijzigd	dimodifikasi	wijzigen	V;SG;PASS	V;V.PTCP
dimodifikasi	aangepast	dimodifikasi	aanpassen	V;SG;PASS	V;V.PTCP
diperkuat	versterkte	diperkuat	versterken	V;SG;PASS	V;SG;PST;FIN
diperkuat	versterkt	diperkuat	versterken	V;SG;PASS	V;V.PTCP
diperkuat	versterkt	diperkuat	versterken	V;SG;PASS	V;V.PTCP
diperkuat	verstevigd	diperkuat	verstevigen	V;SG;PASS	V;V.PTCP
diperkuat	versterkte	diperkuat	versterken	V;SG;PASS	V;SG;PST;FIN
diperkuat	versterkt	diperkuat	versterken	V;SG;PASS	V;V.PTCP
isteri	vrouw	isteri	vrouw	N;SG	N;MASC+FEM;SG
isteri	echtgenote	isteri	echtgenote	N;SG	N;MASC+FEM;SG
akustik	akoestiek	akustik	akoestiek	N;SG	N;MASC+FEM;SG
benediktus	benedict	benediktus	benedict	N	N;MASC+FEM;SG
benediktus	benedictus	benediktus	benedictus	N	N;MASC+FEM;SG
inisiatif	initiatief	inisiatif	initiatief	N;SG	N;NEUT;SG
terusan	kanaal	terusan	kanaal	N;SG	N;NEUT;SG
umpan	feed	umpan	feed	N;SG	N;MASC+FEM;SG
umpan	voeder	umpan	voeder	N;SG	N;NEUT;SG
umpan	lokaas	umpan	lokaas	N;SG	N;NEUT;SG
umpan	aas	umpan	aas	N;SG	N;MASC+FEM;SG
tengkorak	schedel	tengkorak	schedel	N;SG	N;MASC+FEM;SG
tengkorak	schedel	tengkorak	schedel	N;SG	N;MASC+FEM;SG
kemasan	verpakking	kemasan	verpakking	N;SG	N;MASC+FEM;SG
kemasan	verpakkingsmateriaal	kemasan	verpakkingsmateriaal	N;SG	N;NEUT;SG
hayati	biodiversiteit	hayati	biodiversiteit	N;SG	N;MASC+FEM;SG
selebriti	beroemdheid	selebriti	beroemdheid	N	N;MASC+FEM;SG
selebriti	beroemdheden	selebriti	beroemdheid	N	N;PL
selebriti	celebrity	selebriti	celebrity	N	N;MASC+FEM;SG
selebriti	bekendheid	selebriti	bekendheid	N	N;MASC+FEM;SG
selebriti	beroemdheden	selebriti	beroemdheid	N	N;PL
bidadari	engel	bidadari	engel	N;SG	N;MASC+FEM;SG
bidadari	angel	bidadari	angel	N;SG	N;MASC+FEM;SG
bidadari	engeltje	bidadari	engel	N;SG	N;NEUT;SG
dikurangi	verminderde	dikurangi	verminderen	V;SG;PASS	V;SG;PST;FIN
dikurangi	verlaagd	dikurangi	verlagen	V;SG;PASS	V;V.PTCP
dikurangi	verminderd	dikurangi	verminderen	V;SG;PASS	V;V.PTCP
dikurangi	gereduceerd	dikurangi	reduceren	V;SG;PASS	V;V.PTCP
dikurangi	afgetrokken	dikurangi	aftrekken	V;SG;PASS	V;V.PTCP
topografi	topografie	topografi	topografie	N	N;MASC+FEM;SG
memancing	vissen	menpancing	vissen	V;SG;ACT	V;NFIN
perspektif	perspectief	perspektif	perspectief	N;SG	N;NEUT;SG
progresif	vooruitstrevend	progresif	vooruitstrevend	ADJ;SG	ADJ
progresif	progressieve	progresif	progressief	ADJ;SG	ADJ
progresif	progressief	progresif	progressief	ADJ;SG	ADJ
perkusi	percussie	perkusi	percussie	N	N;MASC+FEM;SG
penata	stylist	pentata	stylist	N;SG	N;MASC+FEM;SG
penanaman	aanplant	pentanaman	aanplant	N;SG	N;MASC+FEM;SG
penanaman	verbouw	pentanaman	verbouw	N;SG	N;MASC+FEM;SG
penanaman	teelt	pentanaman	teellen	N;SG	N;MASC+FEM;SG
dibayar	betaalde	dibayar	betalen	V;SG;PASS	V;SG;PST;FIN
dibayar	betaald	dibayar	betalen	V;SG;PASS	V;V.PTCP
dinamika	dynamics	dinamika	dynamics	N	N;MASC+FEM;SG
dinamika	dynamiek	dinamika	dynamiek	N	N;MASC+FEM;SG
terungkap	onthulde	terungkap	onthullen	V;SG;PASS	V;SG;PST;FIN
terungkap	onthuld	terungkap	onthullen	V;SG;PASS	V;V.PTCP
ronde	ronde	ronde	ronde	N	N;MASC+FEM;SG
ronde	rondje	ronde	rond	N	N;NEUT;SG
bak	tub	bak	tub	N;SG	N;MASC+FEM;SG
bak	kuip	bak	kuip	N;SG	N;MASC+FEM;SG
bak	bak	bak	bak	N;SG	N;MASC+FEM;SG
borussia	borussia	borussia	borussia	N	N;MASC+FEM;SG
mengindikasikan	aangeeft	menindikasikan	aanveffen	V;SG;ACT	V;SG;PRS;FIN
mengindikasikan	aangeven	menindikasikan	aangeven	V;SG;ACT	V;NFIN
berkomentar	gereageerd	berkomentar	reageren	V;SG;ACT	V;V.PTCP
menyertakan	inbegrepen	menyertakan	inbegrip	V	V;V.PTCP
menyertakan	omvat	menyertakan	omvatten	V	V;SG;PRS;FIN
wajar	redelijke	wajar	redelijk	ADJ;SG	ADJ
wajar	redelijk	wajar	redelijk	ADJ;SG	ADJ
akademis	academisch	akademis	academisch	ADJ;SG	ADJ
akademis	academische	akademis	academisch	ADJ;SG	ADJ
akademis	academisch	akademis	academisch	ADJ;SG	ADJ
peralihan	overgang	peralihan	overgang	N;SG	N;MASC+FEM;SG
ubah	aanpassen	ubah	aanpassen	V;SG;ACT	V;NFIN
ubah	wijzigen	ubah	wijzigen	V;SG;ACT	V;NFIN
ubah	veranderen	ubah	veranderen	V;SG;ACT	V;NFIN
ubah	wijzigen	ubah	wijzigen	V;SG;ACT	V;NFIN
dominasi	dominantie	dominasi	dominantie	N;SG	N;MASC+FEM;SG
dominasi	overheersing	dominasi	overheersing	N;SG	N;MASC+FEM;SG
dominasi	dominantie	dominasi	dominantie	N;SG	N;MASC+FEM;SG
dominasi	machtspositie	dominasi	machtspositie	N;SG	N;MASC+FEM;SG
pemanasan	verwarming	penpanasan	verwarming	N;SG	N;MASC+FEM;SG
pemanasan	opwarming	penpanasan	opwarming	N;SG	N;MASC+FEM;SG
pemanasan	warming	penpanasan	warming	N;SG	N;MASC+FEM;SG
dieksekusi	uitgevoerd	dieksekusi	uitvoeren	V;SG;PASS	V;V.PTCP
dieksekusi	uitgevoerde	dieksekusi	uitvoeren	V;SG;PASS	V;V.PTCP
dieksekusi	geëxecuteerd	dieksekusi	executeren	V;SG;PASS	V;V.PTCP
kawat	draad	kawat	draad	N;SG	N;MASC+FEM;SG
rongga	holte	rongga	holte	N;SG	N;MASC+FEM;SG
akta	daad	akta	daad	N;SG	N;MASC+FEM;SG
akta	akte	akta	akte	N;SG	N;MASC+FEM;SG
persepsi	waarneming	persepsi	waarneming	N;SG	N;MASC+FEM;SG
persepsi	perceptie	persepsi	perceptie	N;SG	N;MASC+FEM;SG
persepsi	perceptie	persepsi	perceptie	N;SG	N;MASC+FEM;SG
disepakati	afgesproken	disepakati	afspreken	V;SG;PASS	V;V.PTCP
disepakati	overeengekomen	disepakati	overeenkomen	V;SG;PASS	V;V.PTCP
kaset	cassette	kaset	cassette	N	N;MASC+FEM;SG
kaset	cassettes	kaset	casset	N	N;PL
