nie	nicht	nie	nicht	PART;NEG	PART;NEG
połączone	angeschlossen	połączyć	anschließen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
połączone	verbundene	połączyć	verbunden	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
połączone	angeschlossen	połączyć	anschließen	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
szczegóły	details	szczegół	details	N;NOM;MASC;PL	N;NOM;NEUT;PL
choroba	erkrankung	choroba	erkrankung	N;NOM;FEM;SG	N;NOM;FEM;SG
choroba	erkrankung	choroba	erkrankung	N;NOM;FEM;SG	N;NOM;FEM;SG
choroba	erkrankung	choroba	erkrankung	N;NOM;FEM;SG	N;NOM;FEM;SG
choroba	krankenversicherung	choroba	krankenversicherung	N;NOM;FEM;SG	N;NOM;FEM;SG
kontakt	kontakt	kontakt	kontakt	N;NOM;MASC;SG	N;NOM;SG
spadł	gefallen	spaść	fallen|gefallen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
spadł	fiel	spaść	fallen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
spadł	gestürzt	spaść	stürzen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
bibliografia	bibliographie	bibliografia	bibliographie	N;NOM;FEM;SG	N;NOM;FEM;SG
charakterystyczne	merkmal	charakterystyczny	merkmal	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	charakteristisch	charakterystyczny	charakteristisch	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	charakteristik	charakterystyczny	charakteristik	ADJ;NOM;NEUT;SG	ADJ;SG
charakterystyczne	unverwechselbaren	charakterystyczny	unverwechselbaren	ADJ;NOM;NEUT;SG	ADJ
charakterystyczne	charakteristisch	charakterystyczny	charakteristisch	ADJ;NOM;NEUT;SG	ADJ
spotyka	trifft	spotykać	treffen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
spotyka	erfüllt	spotykać	erfüllen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
techniczny	technischer	techniczny	technisch	ADJ;NOM;MASC;SG	ADJ
techniczny	technischen	techniczny	technisch	ADJ;NOM;MASC;SG	ADJ;SG
techniczny	technisch	techniczny	technisch	ADJ;NOM;MASC;SG	ADJ
piąty	fünften	piąty	fünft	ADJ;NOM;MASC;SG	ADJ
piąty	fünfter	piąty	fünft	ADJ;NOM;MASC;SG	ADJ
piąty	fünfte	piąty	fünft	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
piąty	fünftes	piąty	fünft	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
grafik	fahrplan	grafik	fahrplan		
trwała	hielt	trwać	halten	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
trwała	dauerte	trwać	dauern	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
funkcjonuje	funktionieren	funkcjonować	funktionieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
młode	jung	młody	jung	ADJ;NOM;NEUT;SG	ADJ
młode	jungen	młody	jung	ADJ;NOM;NEUT;SG	ADJ
młode	jugend	młody	jugend	ADJ;NOM;NEUT;SG	ADJ
patrz	sehen	patrzeć	sehen	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
patrz	siehe	patrzeć	sehen	V;IPFV;IMP;SG;2;FIN;ACT	V;IMP;SG;FIN
patrz	ansehen	patrzeć	ansehen	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
traktat	abhandlung	traktat	abhandlung	N;NOM;MASC;SG	N;SG
uznany	anerkannte	uznać	anerkannt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;SG
uznany	anerkannte	uznać	anerkannt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;SG
przyjmuje	akzeptiert	przyjmować	akzeptieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
wydano	herausgegeben	wydać	herausgeben	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wydano	erteilt	wydać	erteilen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wydano	ausgestellt	wydać	ausstellen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wydano	ausgegeben	wydać	ausgeben	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
lekko	etwas	lekko	etwas	ADV	ADV
księstwo	fürstentums	księstwo	fürstentums	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zwierzęta	tiere	zwierzę	tier	N;NOM;NEUT;PL	N;NOM;NEUT;PL
zwierzęta	tiere	zwierzę	tier	N;NOM;NEUT;PL	N;NOM;NEUT;PL
spadek	abnahme	spadka	abnehmen	N;NOM;MASC;SG	N;SG
spadek	niedergang	spadka	niedergang	N;NOM;MASC;SG	N
spadek	verringerung	spadka	verringerung	N;NOM;MASC;SG	N;NOM;FEM;SG
spadek	abnahme	spadka	abnehmen	N;NOM;MASC;SG	N;SG
spadek	reduzierung	spadka	Reduzierung	N;NOM;MASC;SG	N;NOM;FEM;SG
spadek	erbe	spadka	erben	N;NOM;MASC;SG	N;NOM;NEUT;SG
australijski	australischen	australijski	australisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
organizacje	organisationen	organizacja	organisation	N;NOM;FEM;PL	N;NOM;FEM;PL
organizacje	organisationen	organizacja	organisation	N;NOM;FEM;PL	N;NOM;FEM;PL
pisać	schreiben	pisać	schreiben	V;IPFV;NFIN;ACT	V;NFIN
pisać	schreibe	pisać	schreibe	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
pisać	verfassen	pisać	verfassen	V;IPFV;NFIN;ACT	V;NFIN
pisać	schreib	pisać	schreib	V;IPFV;NFIN;ACT	V;IND;SG;2;FIN
pisać	tippen	pisać	tippen	V;IPFV;NFIN;ACT	V;NFIN
pisać	schreiben	pisać	schreiben	V;IPFV;NFIN;ACT	V;NFIN
pisać	schreibe	pisać	schreibe	V;IPFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
wschodnie	östlich	wschodni	östlich	ADJ;NOM;NEUT;SG	ADJ
wschodnie	ostseite	wschodni	ostseite	ADJ;NOM;NEUT;SG	ADJ
wschodnie	osteuropa	wschodni	osteuropa	ADJ;NOM;NEUT;SG	ADJ
atp	atp	atp	atp		
ogólnie	insgesamt	ogólnie	insgesamt	ADV	ADV
kandydat	kandidat	kandydat	kandidat	N;NOM;MASC;SG	N
#tam	#es	#tam	9er		
pisz	schreiben	pisać	schreiben	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
pisz	verfassen	pisać	verfassen	V;IPFV;IMP;SG;2;FIN;ACT	V;NFIN
próba	test	próba	test	N;NOM;FEM;SG	N
próba	prüfung	próba	prüfung	N;NOM;FEM;SG	N;SG
próba	tests	próba	tests	N;NOM;FEM;SG	N
próba	verhandlung	próba	verhandlung	N;NOM;FEM;SG	N
próba	test	próba	test	N;NOM;FEM;SG	N
próba	prüfung	próba	prüfung	N;NOM;FEM;SG	N;SG
pojedyncze	einzelzimmer	pojedynczy	einzelzimmer	ADJ;NOM;NEUT;SG	ADJ
pojedyncze	einzigartig	pojedynczy	einzigartig	ADJ;NOM;NEUT;SG	ADJ
pojedyncze	singular	pojedynczy	singular	ADJ;NOM;NEUT;SG	ADJ
dokumenty	urkunden	dokument	urkinden	N;NOM;MASC;PL	N;PL
otrzymuje	empfängt	otrzymywać	empfangen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
otrzymuje	erhält	otrzymywać	erhalten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
drzewo	baumes	drzewo	baumes	N;NOM;NEUT;SG	N;NOM;NEUT;SG
górny	upper	górny	upper		
indian	inder	indian	inder		
indian	indianer	indian	indianer		
indian	indianer	indian	indianer		
xxi	xxi	xxi	xxi		
zajęcia	klassen	zajęcia	klassen	N;NOM;NEUT;PL	N;NOM;PL
zajęcia	klassen	zajęcia	klassen	N;NOM;NEUT;PL	N;NOM;PL
zainteresowania	interessen	zainteresowanie	interesse	N;NOM;NEUT;PL	N;NOM;PL
zainteresowania	interessen	zainteresowanie	interesse	N;NOM;NEUT;PL	N;NOM;PL
tablica	wand	tablica	wand	N;NOM;FEM;SG	N;NOM;FEM;SG
tablica	tabelle	tablica	tabell	N;NOM;FEM;SG	N;NOM;FEM;SG
tablica	vorstand	tablica	vorstehen	N;NOM;FEM;SG	N;SG
większy	größer	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
większy	grösser	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
większy	größeren	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
większy	größer	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
większy	größer	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
większy	grösser	duży	groß	ADJ;NOM;CMPR;MASC;SG	ADJ
wyższe	tertiären	wysoki	tertiär	ADJ;NOM;CMPR;NEUT;SG	ADJ
wyższe	höheren	wysoki	hoch	ADJ;NOM;CMPR;NEUT;SG	ADJ
wyższe	höher	wysoki	hoch	ADJ;NOM;CMPR;NEUT;SG	ADJ
natury	natur	natura	natur		
sankt	sankt	sankt	sanken		
porozumienia	übereinkunft	porozumienie	übereinkunft	N;NOM;NEUT;SG	N;SG
służba	dienstleistung	służba	dienstleistung	N;NOM;FEM;SG	N;NOM;FEM;SG
letni	sommerferien	letni	sommerferien	ADJ;NOM;MASC;SG	ADJ
nosiła	getragen	nosić	tragen	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
nosiła	trug	nosić	tragen	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
religijnych	religiösen	religijny	religiös	ADJ;GEN;MASC;PL	ADJ
religijnych	religiös	religijny	religiös	ADJ;GEN;MASC;PL	ADJ
wie	weiß	wiedzieć	wissen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
wie	kennt	wiedzieć	kennen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
death	todes	death	tod		
death	tod	death	tod		
fabryka	werk	fabryka	werk	N;NOM;FEM;SG	N;NOM;NEUT;SG
etapie	bühne	etap	bühnen	N;INS;MASC;SG	N;FEM;SG
dostępny	vorhanden	dostępny	vorhanden	ADJ;NOM;MASC;SG	ADJ
dostępny	verfügbar	dostępny	verfügbar	ADJ;NOM;MASC;SG	ADJ
dostępny	erhältlich	dostępny	erhältlich	ADJ;NOM;MASC;SG	ADJ
dostępny	zugänglich	dostępny	zugänglich	ADJ;NOM;MASC;SG	ADJ
dostępny	erreichbar	dostępny	erreichbar	ADJ;NOM;MASC;SG	ADJ
krótkie	kurzer	krótki	kurz	ADJ;NOM;NEUT;SG	ADJ
krótkie	kurz	krótki	kurz	ADJ;NOM;NEUT;SG	ADJ
krótkie	kurzer	krótki	kurz	ADJ;NOM;NEUT;SG	ADJ
krótkie	kurz	krótki	kurz	ADJ;NOM;NEUT;SG	ADJ
nauka	studium	nauka	studium	N;NOM;FEM;SG	N;NOM;NEUT;SG
nauka	studie	nauka	studie	N;NOM;FEM;SG	N;NOM;FEM;SG
decyzja	beschluss	decyzja	beschließen	N;NOM;FEM;SG	N
decyzja	entscheidung	decyzja	entscheidung	N;NOM;FEM;SG	N;NOM;FEM;SG
natychmiast	sofort	natychmiast	sofort	ADV	ADV
natychmiast	sofort	natychmiast	sofort	ADV	ADV
zawierają	enthalten	zawierać	enthalten	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
starszych	ältester	stary	alt	ADJ;ACC;CMPR;MASC;PL	ADJ
starszych	älteren	stary	alt	ADJ;ACC;CMPR;MASC;PL	ADJ
brytyjskie	britisch	brytyjski	britisch	ADJ;NOM;NEUT;SG	ADJ
jakoś	irgendwie	jakoś	irgendwie	ADV	ADV
najstarszy	ältester	stary	alt	ADJ;NOM;CMPR;MASC;SG	ADJ
najstarszy	ältester	stary	alt	ADJ;NOM;CMPR;MASC;SG	ADJ
biegnie	rennt	biec	rennen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
biegnie	läuft	biec	laufen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
plus	plus	plus	plus		
auto	auto	auto	auto	N;NOM;NEUT;SG	N;NOM;SG
auto	auto	auto	auto	N;NOM;NEUT;SG	N;NOM;SG
auto	autovermietung	auto	autovermietung	N;NOM;NEUT;SG	N;NOM;MASC;SG
land	grundstück	land	grundstücken		
land	land	land	land		
przykłady	beispiele	przykład	beispiel	N;NOM;MASC;PL	N;NOM;PL
przykłady	fallbeispiele	przykład	fallbeispiele	N;NOM;MASC;PL	N;NOM;PL
społecznego	sozialer	społeczny	sozial	ADJ;ACC;MASC;SG	ADJ
społecznego	sozial	społeczny	sozial	ADJ;ACC;MASC;SG	ADJ
usługi	serviceleistungen	usługa	serviceleistungen	N;NOM;FEM;PL	N;NOM;FEM;PL
usługi	dienstleistungen	usługa	dienstleistungen	N;NOM;FEM;PL	N;NOM;FEM;PL
zgromadzenie	montage	zgromadzenie	montag	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;SG
zgromadzenie	versammlung	zgromadzenie	versammlung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
zgromadzenie	versammlung	zgromadzenie	versammlung	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
stone	gestein	stone	gestein		
dał	gab	dać	geben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
najwyższe	höchstes	wysoki	hoch	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;NEUT;SG
najwyższe	höchster	wysoki	hoch	ADJ;NOM;CMPR;NEUT;SG	ADJ
heart	herzen	heart	herzen		
występowanie	dasein	występowanie	dasein	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
ciąg	schub	ciąg	schaben	N;NOM;MASC;SG	N
ciąg	folge	ciąg	folge	N;NOM;MASC;SG	N;NOM;FEM;SG
styczeń	jänner	styczenie	jann		
styczeń	january	styczenie	january		
institute	institute	institut	institut		
potrzeb	benötigt	potrzeba	benötigen	V;IPFV;IND;SG;1;FIN;ACT	V;V.PTCP
potrzeb	bedürfnissen	potrzeba	bedürfnissen	V;IPFV;IND;SG;1;FIN;ACT	V;NFIN
tłumacz	übersetzen	tłumacz	übersetzen	V;IPFV;IND;SG;PST;FIN;ACT	V;NFIN
tłumacz	übersetzungen	tłumacz	übersetzingen	V;IPFV;IND;SG;PST;FIN;ACT	V;NFIN
tłumacz	übersetzt	tłumacz	übersetzen	V;IPFV;IND;SG;PST;FIN;ACT	V;V.PTCP
tłumacz	übersetzen	tłumacz	übersetzen	V;IPFV;IND;SG;PST;FIN;ACT	V;NFIN
opera	opern	opera	opern		
bierze	nimmt	brać	nehmen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
produktów	produkt	produkt	produkt	N;GEN;MASC;PL	N
portret	porträts	portret	porträts		
pluton	zug	pluton	zug	N;NOM;MASC;SG	N;SG
przypomina	erinnert	przypominać	erinnern	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
przypomina	gleicht	przypominać	gleichen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
przypomina	ähnelt	przypominać	ähneln	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
przypomina	erinnert	przypominać	erinnern	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
finansów	finanzen	finanse	finanzen		
międzynarodowa	international	międzynarodowy	international	ADJ;NOM;FEM;SG	ADJ
międzynarodowa	internationaler	międzynarodowy	international	ADJ;NOM;FEM;SG	ADJ
ludowa	folk	ludowy	folk	ADJ;NOM;FEM;SG	ADJ
robi	tun	robić	tun	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
społeczna	soziales	społeczny	sozial	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
społeczna	sozialer	społeczny	sozial	ADJ;NOM;FEM;SG	ADJ
społeczna	sozial	społeczny	sozial	ADJ;NOM;FEM;SG	ADJ
święto	volksfest	święto	volksfest	N;NOM;NEUT;SG	N;NOM;NEUT;SG
socjalistycznej	sozialistischer	socjalistyczny	sozialistisch	ADJ;GEN;FEM;SG	ADJ
wojen	kriege	wojen	kriegen		
wojen	wars	wojen	wars		
literackie	literatur	literacki	literatur	ADJ;NOM;NEUT;SG	ADJ
tor	tor	tor	tor	N;NOM;MASC;SG	N;NOM;NEUT;SG
kościoły	kirchen	kościół	Kirche	N;NOM;MASC;PL	N;PL
honorowy	ehrenhaft	honorowy	ehrenhaft	ADJ;NOM;MASC;SG	ADJ
honorowy	ehrenwerte	honorowy	ehrenwert	ADJ;NOM;MASC;SG	ADJ;NOM;SG
honorowy	ehrenmitglied	honorowy	ehrenmitglied	ADJ;NOM;MASC;SG	ADJ
honorowy	ehrenamtlich	honorowy	ehrenamtlich	ADJ;NOM;MASC;SG	ADJ
narodzenia	geburt	narodzenie	geburen	N;GEN;NEUT;SG	N;SG
ogród	gartens	ogród	gartens	N;NOM;MASC;SG	N;NOM;NEUT;SG
oficjalny	beamter	oficjalny	beamt	ADJ;NOM;MASC;SG	ADJ
oficjalny	offizielles	oficjalny	offiziell	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
oficjalny	offizieller	oficjalny	offiziell	ADJ;NOM;MASC;SG	ADJ
oficjalny	offiziellen	oficjalny	offiziell	ADJ;NOM;MASC;SG	ADJ
rozkład	zerlegung	rozkład	zerlegung	N;NOM;MASC;SG	N;FEM;SG
rozkład	verteilung	rozkład	Verteilung	N;NOM;MASC;SG	N;NOM;SG
potrzebne	notwendig	potrzebny	notwendig	ADJ;NOM;NEUT;SG	ADJ
potrzebne	erforderlich	potrzebny	erforderlich	ADJ;NOM;NEUT;SG	ADJ
gleby	erde	gleba	erde		
gleby	böden	gleba	böden		
gleby	bodens	gleba	bodens		
gleby	böden	gleba	böden		
gleby	bodens	gleba	bodens		
ojczyzny	heimat	ojczyzna	heimat	N;GEN;FEM;SG	N;FEM;SG
ojczyzny	heimat	ojczyzna	heimat	N;GEN;FEM;SG	N;FEM;SG
istniał	existierte	istnieć	existieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
istniał	bestanden	istnieć	bestehen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
virtuti	virtuti	virtut	virtuti		
wsparcia	betreuung	wsparcie	betreuung	N;NOM;NEUT;SG	N;SG
end	end	end	end		
wyznania	geständnis	wyznanie	geständnis	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pełne	voller	pełny	voll		
pełne	vollen	pełny	voll		
placówki	betriebe	placówka	betreiben	N;NOM;FEM;PL	N;NOM;MASC;PL
ślady	gleise	ślad	gleis	N;NOM;MASC;PL	N
news	neuheiten	news	neuheiten		
ostatnio	zuletzt	ostatnio	zuletzt	ADV	ADV
ostatnio	kürzlich	ostatnio	kürzlich	ADV	ADV
ostatnio	neulich	ostatnio	neulich	ADV	ADV
ostatnio	kürzlich	ostatnio	kürzlich	ADV	ADV
napięcie	anspannung	napięcie	anspannung	N;NOM;NEUT;SG	N
opery	opern	opera	opern		
opery	opern	opera	opern		
poland	polen	poland	polen		
wiąże	bindet	wiązać	binden	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
odkryto	gefunden	odkryć	finden	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
odkryto	herausgefunden	odkryć	herausfinden	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
odkryto	entdeckt	odkryć	entdecken	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
osiąga	erzielt	osiągać	erzielen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
osiąga	erreicht	osiągać	erreichen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
społeczność	gemeinde	społeczność	gemeinde	N;NOM;FEM;SG	N;NOM;FEM;SG
norweski	norwegisch	norweski	norwegisch	ADJ;NOM;MASC;SG	ADJ
norweski	norwegischer	norweski	norwegisch	ADJ;NOM;MASC;SG	ADJ
norweski	norwegischen	norweski	norwegisch	ADJ;NOM;MASC;SG	ADJ
interwiki	interwiki	interwik	interwiki		
obecne	anwesend	obecny	anwesend	ADJ;NOM;NEUT;SG	ADJ
obecne	vorhanden	obecny	vorhanden	ADJ;NOM;NEUT;SG	ADJ
obecne	geschenk	obecny	geschenk	ADJ;NOM;NEUT;SG	ADJ
największa	größter	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
największa	größte	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
największa	grösste	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;SG
największa	größten	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;MASC;SG
największa	größtes	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;NEUT;SG
największa	größter	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ
największa	größte	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;FEM;SG
największa	grösste	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;SG
największa	größten	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;MASC;SG
największa	größtes	duży	groß	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;NEUT;SG
redakcji	redaktion	redakcja	redaktion	N;GEN;FEM;SG	N;SG
projekty	entwürfe	projekt	entwürfen	N;NOM;MASC;PL	N;NOM;MASC;PL
wschodni	östlich	wschodni	östlich	ADJ;NOM;MASC;SG	ADJ
wschodni	ostseite	wschodni	ostseite	ADJ;NOM;MASC;SG	ADJ
wschodni	osteuropa	wschodni	osteuropa	ADJ;NOM;MASC;SG	ADJ
mówiąc	sprechen	mówić	sprechen	V;IPFV;PRS;V.CVB;ACT	V;NFIN
mówiąc	spricht	mówić	sprechen	V;IPFV;PRS;V.CVB;ACT	V;IND;SG;3;PRS;FIN
wstęp	einleitung	wstęp	einleitung	N;NOM;MASC;SG	N;SG
wstęp	einführung	wstęp	einführung	N;NOM;MASC;SG	N;SG
wstęp	zulassung	wstęp	zulassung	N;NOM;MASC;SG	N
wstęp	einleitung	wstęp	einleitung	N;NOM;MASC;SG	N;SG
mężczyzna	mensch	mężczyzna	mensch	N;NOM;MASC;SG	N;SG
odmiana	vielfalt	odmiana	vielfalt	N;NOM;FEM;SG	N;NOM;FEM;SG
wpisany	eingegebene	wpisać	eingegeben	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;SG
młodego	bräutigam	młody	bräutigam	ADJ;ACC;MASC;SG	ADJ
włoska	italienischer	włoski	italienisch	ADJ;NOM;FEM;SG	ADJ
włoska	italienisch	włoski	italienisch	ADJ;NOM;FEM;SG	ADJ
emisja	ausgabe	emisja	ausgeben	N;NOM;FEM;SG	N;NOM;FEM;SG
wykształcenie	ausbildung	wykształcenie	ausbildung	N;NOM;NEUT;SG	N;FEM;SG
wykształcenie	erziehung	wykształcenie	erziehung	N;NOM;NEUT;SG	N;NOM;FEM;SG
poświęcona	engagiert	poświęcić	engagiert	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;V.PTCP
kopalni	bergbau	kopalnia	bergbau		
kopalni	bergwerke	kopalnia	bergwerken		
kat	henker	kat	henker		
kat	henker	kat	henker		
kat	kat	kat	kaben		
założono	angenommen	założyć	annehmen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
power	kraft	power	krafen		
power	energie	power	energie		
centralny	zentral	centralny	zentral	ADJ;NOM;MASC;SG	ADJ
litewski	litauisch	litewski	litauisch	ADJ;NOM;MASC;SG	ADJ
litewski	litauischer	litewski	litauisch	ADJ;NOM;MASC;SG	ADJ
przekazał	gespendet	przekazać	spenden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
przekazał	spendete	przekazać	spenden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
przekazał	gestiftet	przekazać	stiften	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
kierownictwo	geschäftsführung	kierownictwo	geschäftsführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
kierownictwo	unternehmensführung	kierownictwo	unternehmensführung	N;NOM;NEUT;SG	N;NOM;FEM;SG
kierownictwo	führung	kierownictwo	führung	N;NOM;NEUT;SG	N;NOM;FEM;SG
zawartość	inhalte	zawartość	inhalt	N;NOM;FEM;SG	N
zawartość	inhalte	zawartość	inhalt	N;NOM;FEM;SG	N
imo	imo	imo	imo		
odmiany	rebsorten	odmiana	rebsort	N;ACC;FEM;PL	N;PL
lokalne	lokal	lokalny	lokal	ADJ;NOM;NEUT;SG	ADJ
lokalne	lokales	lokalny	lokal	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
kierunek	rubrik	kierunek	rubrik	N;NOM;MASC;SG	N;SG
sesji	sitzung	sesja	sitzung	N;GEN;FEM;SG	N;SG
ewentualnie	schließlich	ewentualnie	schließlich	ADV	ADV
ewentualnie	irgendwann	ewentualnie	irgendwann	ADV	ADV
skrót	verknüpfung	skrót	verknüpfang	N;NOM;MASC;SG	N;SG
stacje	tankstellen	stacja	tankstellen	N;NOM;FEM;PL	N;NOM;PL
stacje	bahnhöfe	stacja	bahnhöfen	N;NOM;FEM;PL	N;NOM;MASC;PL
stacje	stationen	stacja	station	N;NOM;FEM;PL	N;NOM;FEM;PL
stacje	haltestellen	stacja	haltestellen	N;NOM;FEM;PL	N;NOM;FEM;PL
dance	tanz	danka	tanz		
zawód	beruf	zawód	beruf	N;NOM;MASC;SG	N;SG
zawód	besetzung	zawód	Besetzung	N;NOM;MASC;SG	N;FEM;SG
zawód	beruf	zawód	beruf	N;NOM;MASC;SG	N;SG
edycje	editionen	edycja	edition	N;NOM;FEM;PL	N;NOM;FEM;PL
zdrój	zdrój	zdrój	zdrój		
koncepcji	konzeption	koncepcja	konzeption	N;GEN;FEM;SG	N;SG
koncepcji	begriff	koncepcja	begreifen	N;GEN;FEM;SG	N;MASC;SG
pojedynczej	einzigartig	pojedynczy	einzigartig	ADJ;GEN;FEM;SG	ADJ
pojedynczej	singular	pojedynczy	singular	ADJ;GEN;FEM;SG	ADJ
brama	tor	brama	tor	N;NOM;FEM;SG	N;NOM;NEUT;SG
brama	tor	brama	tor	N;NOM;FEM;SG	N;NOM;NEUT;SG
brama	zugang	brama	zugang	N;NOM;FEM;SG	N
wycofał	abgehoben	wycofać	abheben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
wycofał	zurückgezogen	wycofać	zurückziehen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
wycofał	zog	wycofać	ziehen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
opiera	widersteht	opierać	widerstehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sprzedaż	vertrieb	sprzedaż	vertreiben		
sprzedaż	sale	sprzedaż	salen		
centre	stadtmitte	centry	stadtmitt		
