und	og	und	og	CONJ	CONJ
fertiggestellt	færdigbehandlet	fertigstellen	færdigbehandlet	V;V.PTCP	V;INDF;SG;PST;V.PTCP
fertiggestellt	gennemført	fertigstellen	gennemføre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
fertiggestellt	afsluttet	fertigstellen	afslutte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
fertiggestellt	udfyldt	fertigstellen	udfylde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
fertiggestellt	afsluttede	fertigstellen	afslutte	V;V.PTCP	V;IND;PST;FIN;ACT
fertiggestellt	fuldført	fertigstellen	fuldføre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
sprach	talt	sprechen	tale	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sprach	snakket	sprechen	snakke	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sprach	talte	sprechen	tale	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sprach	snakket	sprechen	snakke	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sprach	snakkede	sprechen	snakke	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sprach	talte	sprechen	tale	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sprach	snakkede	sprechen	snakke	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sprach	talte	sprechen	tale	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
diskutieren	debattere	diskutieren	debatter	V;NFIN	V;NFIN;ACT
diskutieren	argumentere	diskutieren	argumentere	V;NFIN	V;NFIN;ACT
diskutieren	argumenterer	diskutieren	argumentere	V;NFIN	V;IND;PRS;FIN;ACT
diskutieren	diskuterer	diskutieren	diskutere	V;NFIN	V;IND;PRS;FIN;ACT
diskutieren	drøfte	diskutieren	drøfte	V;NFIN	V;NFIN;ACT
diskutieren	diskutere	diskutieren	diskutere	V;NFIN	V;NFIN;ACT
mail	mail	mail	mail	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
mail	post	mail	post	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
militär	militære	militär	militær	ADJ	ADJ;PL
militär	militær	militär	militær	ADJ	ADJ;INDF;MASC+FEM;SG
militär	militært	militär	militært	ADJ	ADJ;INDF;NEUT;SG
frühere	foregående	früh	foregående	ADJ;NOM;FEM;PL	ADJ
frühere	forrige	früh	forrige	ADJ;NOM;FEM;PL	ADJ
frühere	forudgående	früh	forudgående	ADJ;NOM;FEM;PL	ADJ
spezielle	specifikke	speziell	specifikke	ADJ;NOM;FEM;PL	ADJ;PL
spezielle	særlige	speziell	særlig	ADJ;NOM;FEM;PL	ADJ;PL
spezielle	specielle	speziell	speciel	ADJ;NOM;FEM;PL	ADJ;PL
braun	brun	braun	brun	ADJ	ADJ;INDF;MASC+FEM;SG
braun	brune	braun	brune	ADJ	ADJ;PL
braun	brunt	braun	brun	ADJ	ADJ;INDF;NEUT;SG
zählte	tælles	zählen	tælles	V;IND;SG;3;PST;FIN	V;NFIN;PASS
ziele	målene	ziel	mål	N;NOM;NEUT;PL	N;DEF;MASC+FEM;PL
ziele	målsætninger	ziel	målsætning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
ziele	målsætninger	ziel	målsætning	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
ziele	destinationer	ziel	destination	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
ziele	rejsemål	ziel	rejsemål	N;NOM;NEUT;PL	N;INDF;MASC+FEM;PL
handelte	handlede	handeln	handle	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
handelte	handlet	handeln	handle	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
bühne	etape	bühnen	etape	N;FEM;SG	N;INDF;MASC+FEM;SG
bühne	stadie	bühnen	stadie	N;FEM;SG	N;INDF;NEUT;SG
bühne	scenen	bühnen	scene	N;FEM;SG	N;DEF;MASC+FEM;SG
bühne	stage	bühnen	stage	N;FEM;SG	N;INDF;MASC+FEM;SG
bühne	fase	bühnen	fase	N;FEM;SG	N;INDF;MASC+FEM;SG
kandidaten	deltagere	kandidat	deltager	N;NOM;PL	N;INDF;MASC+FEM;PL
kandidaten	kandidaterne	kandidat	kandidat	N;NOM;PL	N;DEF;MASC+FEM;PL
kandidaten	kandidater	kandidat	kandidat	N;NOM;PL	N;INDF;MASC+FEM;PL
kandidaten	ansøgere	kandidat	ansøger	N;NOM;PL	N;INDF;MASC+FEM;PL
vielzahl	sort	vielzahl	sort	ADJ	ADJ;INDF;SG
aktiven	aktive	aktiv	aktiv	ADJ	ADJ;PL
aktiven	aktivt	aktiv	aktiv	ADJ	ADJ;INDF;NEUT;SG
aktiven	aktiv	aktiv	aktiv	ADJ	ADJ;INDF;MASC+FEM;SG
kleines	lille	klein	lille	ADJ;NOM;NEUT;SG	ADJ;SG
hören	hører	hören	høre	V;NFIN	V;IND;PRS;FIN;ACT
hören	hørt	hören	høre	V;NFIN	V;INDF;SG;PST;V.PTCP
hören	høre	hören	høre	V;NFIN	V;NFIN;ACT
hören	lytter	hören	lytte	V;NFIN	V;IND;PRS;FIN;ACT
hören	lytte	hören	lytte	V;NFIN	V;NFIN;ACT
hören	lyt	hören	lyt	V;NFIN	V;IMP
einfache	simple	einfach	simpel	ADJ;NOM;FEM;PL	ADJ;PL
einfache	simpelt	einfach	simpel	ADJ;NOM;FEM;PL	ADJ
passt	passer	passen	passe	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
passt	passer	passen	passe	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
dokumentation	dokumentation	dokumentation	dokumentation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
dokumentation	dokumentar	dokumentation	dokumentar	N;NOM;FEM;SG	N;INDF;NEUT;SG
dokumentation	dokumentarfilm	dokumentation	dokumentarfilm	N;NOM;FEM;SG	N;INDF;NEUT;SG
japanische	japanske	japanisch	japansk	ADJ;NOM;FEM;PL	ADJ;PL
format	format	format	format	N;NOM;NEUT;SG	N;INDF;NEUT;SG
voll	mæt	voll	mæt	ADJ	ADJ;INDF;SG
voll	fuld	voll	fuld	ADJ	ADJ;INDF;MASC+FEM;SG
voll	fulde	voll	fuld	ADJ	ADJ;DEF;SG
voll	overfyldt	voll	overfylde	ADJ	ADJ;INDF;SG
anerkannt	erkendte	anerkennen	erkende	V;V.PTCP	V;IND;PST;FIN;ACT
anerkannt	erkendt	anerkennen	erkendt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	anerkendte	anerkennen	anerkende	V;V.PTCP	V;PL;PST;V.PTCP
anerkannt	anerkendt	anerkennen	anerkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	genkendte	anerkennen	genkende	V;V.PTCP	V;IND;PST;FIN;ACT
anerkannt	erkendt	anerkennen	erkendt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	genkendt	anerkennen	genkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	anerkendt	anerkennen	anerkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	genkendte	anerkennen	genkende	V;V.PTCP	V;IND;PST;FIN;ACT
anerkannt	erkendt	anerkennen	erkendt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	genkendt	anerkennen	genkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
anerkannt	anerkendt	anerkennen	anerkende	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gewinn	fortjeneste	gewinn	fortjeneste	N	N;INDF;MASC+FEM;SG
gewinn	profit	gewinn	profit	N	N;INDF;MASC+FEM;SG
gewinn	overskud	gewinn	overskud	N	N;INDF;NEUT;SG
gewinn	gevinst	gewinn	gevinst	N	N;INDF;MASC+FEM;SG
gewinn	vind	gewinn	vind	N	N;INDF;MASC+FEM;SG
gewinn	indtjening	gewinn	indtjening	N	N;INDF;MASC+FEM;SG
gewinn	fortjeneste	gewinn	fortjeneste	N	N;INDF;MASC+FEM;SG
gewinn	profit	gewinn	profit	N	N;INDF;MASC+FEM;SG
gewinn	overskud	gewinn	overskud	N	N;INDF;NEUT;SG
befördert	promoveret	befördern	promovere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befördert	promoverede	befördern	promovere	V;V.PTCP	V;PL;PST;V.PTCP
befördert	fremmet	befördern	fremme	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befördert	transporteret	befördern	transportere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befördert	transporteret	befördern	transportere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befördert	transporterede	befördern	transportere	V;V.PTCP	V;PST;V.PTCP
befördert	transporteres	befördern	transportere	V;V.PTCP	V;NFIN;PASS
umgebaut	genopbygget	umbauen	genopbygget	V;V.PTCP	V;INDF;SG;PST;V.PTCP
umgebaut	ombygget	umbauen	ombygge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
umgebaut	genopbygges	umbauen	genopbygge	V;V.PTCP	V;NFIN;PASS
umgebaut	konverterede	umbauen	konvertere	V;V.PTCP	V;PL;PST;V.PTCP
umgebaut	konverteret	umbauen	konvertere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
umgebaut	ombygget	umbauen	ombygge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
umgebaut	omregnet	umbauen	omregne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
tschechien	tjekkiske	tschechen	tjekkisk	ADJ	ADJ;PL
tschechien	tjekkisk	tschechen	tjekkisk	ADJ	ADJ;INDF;SG
ständig	løbende	ständig	løbende	ADJ	ADJ
ständig	kontinuerlig	ständig	kontinuerlig	ADJ	ADJ;INDF;MASC+FEM;SG
ständig	fortløbende	ständig	fortløbende	ADJ	ADJ
ständig	løbende	ständig	løbende	ADJ	ADJ
ständig	konstant	ständig	konstant	ADJ	ADJ;INDF;SG
beschäftigte	ansat	beschäftigen	ansætte	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
beschäftigte	beskæftiget	beschäftigen	beskæftige	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
erreichten	nåede	erreichen	nå	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
bereit	klar	bereit	klar	ADJ	ADJ;INDF;MASC+FEM;SG
bereit	parat	bereit	parat	ADJ	ADJ;INDF;SG
bereit	villig	bereit	villig	ADJ	ADJ;INDF;MASC+FEM;SG
bereit	villige	bereit	villig	ADJ	ADJ;PL
persönlichkeiten	berømtheder	persönlichkeit	berømthed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
persönlichkeiten	personligheder	persönlichkeit	personlighed	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
langer	lang	lang	lang	ADJ	ADJ;INDF;MASC+FEM;SG
langer	lange	lang	lang	ADJ	ADJ;PL
gesprochen	talt	sprechen	tale	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gesprochen	snakket	sprechen	snakke	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gesprochen	talte	sprechen	tale	V;V.PTCP	V;IND;PST;FIN;ACT
gesprochen	snakket	sprechen	snakke	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gesprochen	snakkede	sprechen	snakke	V;V.PTCP	V;IND;PST;FIN;ACT
gesprochen	talte	sprechen	tale	V;V.PTCP	V;IND;PST;FIN;ACT
gesprochen	snakkede	sprechen	snakke	V;V.PTCP	V;IND;PST;FIN;ACT
gesprochen	talte	sprechen	tale	V;V.PTCP	V;IND;PST;FIN;ACT
erzeugt	opretter	erzeugen	oprette	V;V.PTCP	V;IND;PRS;FIN;ACT
erzeugt	skaber	erzeugen	skabe	V;V.PTCP	V;IND;PRS;FIN;ACT
erzeugt	genererer	erzeugen	generere	V;V.PTCP	V;IND;PRS;FIN;ACT
erzeugt	oprettede	erzeugen	oprette	V;V.PTCP	V;IND;PST;FIN;ACT
erzeugt	skabt	erzeugen	skabe	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erzeugt	oprettet	erzeugen	oprette	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erzeugt	fremstillede	erzeugen	fremstille	V;V.PTCP	V;IND;PST;FIN;ACT
erzeugt	fremstillet	erzeugen	fremstille	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erzeugt	produceret	erzeugen	producere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erzeugt	producerede	erzeugen	producere	V;V.PTCP	V;IND;PST;FIN;ACT
erzeugt	genererede	erzeugen	generere	V;V.PTCP	V;PL;PST;V.PTCP
erzeugt	genereret	erzeugen	generere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
rollen	ruller	roll	rulle	V;NFIN	V;IND;PRS;FIN;ACT
rollen	trille	roll	trille	V;NFIN	V;NFIN;ACT
rollen	rulle	roll	rulle	V;NFIN	V;NFIN;ACT
rollen	rul	roll	rul	V;NFIN	V;IMP
beteiligung	valgdeltagelse	Beteiligung	valgdeltagelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
beteiligung	fremmøde	Beteiligung	fremmøde	N;NOM;FEM;SG	N;INDF;NEUT;SG
beteiligung	valgdeltagelsen	Beteiligung	valgdeltagelse	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
beteiligung	inddragelse	Beteiligung	inddragelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
beteiligung	involvering	Beteiligung	involvering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
beteiligung	engagement	Beteiligung	engagement	N;NOM;FEM;SG	N;INDF;NEUT;SG
beteiligung	aktiepost	Beteiligung	aktiepost	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
beteiligung	deltagelse	Beteiligung	deltagelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
beteiligung	medindflydelse	Beteiligung	medindflydelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
beteiligung	medbestemmelse	Beteiligung	medbestemmelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
meint	tror	meinen	tro	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
meint	betyder	meinen	betyde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
breiten	bred	breit	bred	ADJ;SG	ADJ;INDF;MASC+FEM;SG
breiten	bred	breit	bred	ADJ;SG	ADJ;INDF;MASC+FEM;SG
breiten	bredt	breit	bred	ADJ;SG	ADJ;INDF;NEUT;SG
katholischer	katolsk	katholisch	katolsk	ADJ	ADJ;INDF;SG
katholischer	katolske	katholisch	katolsk	ADJ	ADJ;PL
bands	bands	bands	band	N;NOM;FEM;PL	N;INDF;NEUT;PL
militärische	militære	militärisch	militær	ADJ;NOM;FEM;PL	ADJ;PL
unterschiedlich	variable	unterschiedlich	variable	ADJ	ADJ;PL
unterschiedlich	forskellige	unterschiedlich	forskellig	ADJ	ADJ;PL
unterschiedlich	anderledes	unterschiedlich	anderledes	ADJ	ADJ
unterschiedlich	forskellig	unterschiedlich	forskellig	ADJ	ADJ;INDF;MASC+FEM;SG
lokalen	lokale	lokal	lokal	ADJ;NOM;PL	ADJ;PL
siege	belejring	siegen	belejring	N;NOM	N;INDF;MASC+FEM;SG
siege	belejringen	siegen	belejring	N;NOM	N;DEF;MASC+FEM;SG
siege	sejre	siegen	sejr	N;NOM	N;INDF;MASC+FEM;PL
römische	romerske	römisch	romersk	ADJ;NOM;FEM;PL	ADJ;PL
volkszählung	optælling	volkszählung	optælling	N;SG	N;INDF;MASC+FEM;SG
volkszählung	folketælling	volkszählung	folketælling	N;SG	N;INDF;MASC+FEM;SG
klub	klub	klub	klub	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
klub	club	klub	club	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
klub	natklub	klub	natklub	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
klub	kølle	klub	kølle	N;NOM;MASC;SG	N;INDF;MASC+FEM;SG
klub	klubben	klub	klub	N;NOM;MASC;SG	N;DEF;MASC+FEM;SG
königlichen	kongelige	königlich	kongelig	ADJ;NOM;PL	ADJ;PL
königlichen	royale	königlich	royal	ADJ;NOM;PL	ADJ;PL
dach	tagdækning	dach	tagdækning	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
lernte	lærte	lernen	lære	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lernte	lært	lernen	lære	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
lernte	lærte	lernen	lære	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lernte	lært	lernen	lære	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
altstadt	historiske	altstadt	historisk	ADJ	ADJ;PL
altstadt	historisk	altstadt	historisk	ADJ	ADJ;INDF;SG
altstadt	gammelt	altstadt	gammel	ADJ	ADJ;INDF;NEUT;SG
altstadt	gamle	altstadt	gammel	ADJ	ADJ;PL
altstadt	gammel	altstadt	gammel	ADJ	ADJ;INDF;MASC+FEM;SG
gewisse	visse	gewiß	vis	ADJ;NOM;FEM;PL	ADJ;PL
sucht	søger	suchen	søge	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
basiert	baseret	basieren	basere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
benachbarten	tilstødende	benachbart	tilstødende	ADJ;NOM;PL	ADJ
benachbarten	tilstødende	benachbart	tilstødende	ADJ;NOM;PL	ADJ
militärischen	militær	militärisch	militær	ADJ;ACC;SG	ADJ;INDF;MASC+FEM;SG
militärischen	militært	militärisch	militært	ADJ;ACC;SG	ADJ;INDF;NEUT;SG
real	ægte	real	ægte	ADJ	ADJ
sagte	sagde	sagen	sige	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sagte	fortalte	sagen	fortælle	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sagte	fortalt	sagen	fortælle	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
analyse	analyse	analyse	analyse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
falsche	forkerte	falsch	forkert	ADJ;NOM;FEM;PL	ADJ;PL
falsche	falske	falsch	falsk	ADJ;NOM;FEM;PL	ADJ;PL
streit	kæmpe	streit	kæmpe	ADJ	ADJ
ausstellungen	messer	ausstellingen	messe	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
ausstellungen	udstillinger	ausstellingen	udstilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
ausstellungen	udstillinger	ausstellingen	udstilling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
schlug	foreslog	schlagen	foreslå	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
schlug	foreslået	schlagen	foreslå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
kurzer	kort	kurz	kort	ADJ	ADJ;INDF;SG
kurzer	korte	kurz	kort	ADJ	ADJ;PL
kurzer	kortfattede	kurz	kortfattet	ADJ	ADJ;PL
kurzer	kortfattet	kurz	kortfattet	ADJ	ADJ;INDF;SG
bearbeitung	redigering	bearbeitung	redigering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
bearbeitung	forarbejdning	bearbeitung	forarbejdning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
gedacht	tænkt	denken|gedenken	tænke	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gedacht	tænkte	denken|gedenken	tænke	V;V.PTCP	V;IND;PST;FIN;ACT
gedacht	troede	denken|gedenken	tro	V;V.PTCP	V;IND;PST;FIN;ACT
gedacht	forestillede	denken|gedenken	forestille	V;V.PTCP	V;IND;PST;FIN;ACT
gedacht	forestillet	denken|gedenken	forestille	V;V.PTCP	V;INDF;SG;PST;V.PTCP
vierte	fjerde	viert	fjerde	ADJ;NOM;FEM;SG	ADJ
denken	tænker	denken	tænke	V;NFIN	V;IND;PRS;FIN;ACT
denken	tænkte	denken	tænke	V;NFIN	V;IND;PST;FIN;ACT
denken	overvejer	denken	overveje	V;NFIN	V;IND;PRS;FIN;ACT
denken	tænke	denken	tænke	V;NFIN	V;NFIN;ACT
denken	tror	denken	tro	V;NFIN	V;IND;PRS;FIN;ACT
denken	synes	denken	synes	V;NFIN	V;IND;PRS;FIN;ACT
täglich	daglige	täglich	daglig	ADJ	ADJ;PL
täglich	daglige	täglich	daglig	ADJ	ADJ;PL
abgelehnt	afviste	ablehnen	afvise	V;V.PTCP	V;IND;PST;FIN;ACT
abgelehnt	nægtet	ablehnen	nægte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afslået	ablehnen	afslå	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	forkastet	ablehnen	forkaste	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afviste	ablehnen	afvise	V;V.PTCP	V;IND;PST;FIN;ACT
abgelehnt	afvist	ablehnen	afvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	nægtet	ablehnen	nægte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afvist	ablehnen	afvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afslået	ablehnen	afslå	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afvist	ablehnen	afvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afviste	ablehnen	afvise	V;V.PTCP	V;IND;PST;FIN;ACT
abgelehnt	afvist	ablehnen	afvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abgelehnt	afslået	ablehnen	afslå	V;V.PTCP	V;INDF;SG;PST;V.PTCP
vielmehr	snarere	vielmehr	snarere	ADV	ADV
laufen	løber	laufen	løbe	V;NFIN	V;IND;PRS;FIN;ACT
laufen	løbe	laufen	løbe	V;NFIN	V;NFIN;ACT
laufen	kører	laufen	køre	V;NFIN	V;IND;PRS;FIN;ACT
laufen	kør	laufen	kør	V;NFIN	V;IMP
laufen	løbe	laufen	løbe	V;NFIN	V;NFIN;ACT
laufen	kørt	laufen	køre	V;NFIN	V;INDF;SG;PST;V.PTCP
schließt	lukker	schließen	lukke	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
schließt	lukkes	schließen	lukkes	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
schließt	konkluderer	schließen	konkludere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ermöglichen	tillader	ermöglichen	tillade	V;NFIN	V;IND;PRS;FIN;ACT
ermöglichen	aktivere	ermöglichen	aktiv	V;NFIN	V;NFIN;ACT
ermöglichen	tillad	ermöglichen	tillad	V;NFIN	V;IMP
passiert	sker	passieren	ske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
passiert	ske	passieren	ske	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
passiert	sker	passieren	ske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
fahren	kør	fahren	kør	V;NFIN	V;IMP
fahren	køre	fahren	køre	V;NFIN	V;NFIN;ACT
fahren	køre	fahren	køre	V;NFIN	V;NFIN;ACT
fahren	kører	fahren	køre	V;NFIN	V;IND;PRS;FIN;ACT
klassische	klassiske	klassisch	klassisk	ADJ;NOM;FEM;PL	ADJ;PL
goldenen	gyldne	golden	gylden	ADJ;NOM;MASC;PL	ADJ;PL
wissenschaftler	lærde	wissenschaftl	lærde	ADJ	ADJ;PL
versteht	forstår	verstehen	forstå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
gewicht	vægt	wechen	vægt	N;NOM;NEUT;SG	N;INDF;MASC+FEM;SG
gewicht	vægten	wechen	vægt	N;NOM;NEUT;SG	N;DEF;MASC+FEM;SG
erhöht	hævet	erhöhen	hæve	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	opdraget	erhöhen	opdrage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	opdrættet	erhöhen	opdrætte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	rejst	erhöhen	rejse	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	øget	erhöhen	øge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	forhøjet	erhöhen	forhøje	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	forøget	erhöhen	forøge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	forhøjet	erhöhen	forhøje	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erhöht	forhøjede	erhöhen	forhøje	V;V.PTCP	V;PL;PST;V.PTCP
erhöht	ophøjet	erhöhen	ophøj	V;V.PTCP	V;INDF;SG;PST;V.PTCP
absolut	absolut	absolut	absolut	ADV	ADV
absolut	totalt	absolut	totalt	ADV	ADV
absolut	absolut	absolut	absolut	ADV	ADV
ergeben	returneret	ergeben	returnere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ergeben	overgav	ergeben	overgive	V;V.PTCP	V;IND;PST;FIN;ACT
ergeben	overgivet	ergeben	overgive	V;V.PTCP	V;INDF;SG;PST;V.PTCP
glück	formue	glück	formue	N;NOM;SG	N;INDF;MASC+FEM;SG
glück	formuen	glück	formue	N;NOM;SG	N;DEF;MASC+FEM;SG
glück	lykken	glück	lykke	N;NOM;SG	N;DEF;MASC+FEM;SG
glück	glæde	glück	glæde	N;NOM;SG	N;INDF;MASC+FEM;SG
glück	lykke	glück	lykke	N;NOM;SG	N;INDF;MASC+FEM;SG
glück	held	glück	held	N;NOM;SG	N;INDF;NEUT;SG
umwelt	miljø	umwelt	miljø	N;NOM;FEM;SG	N;INDF;NEUT;SG
goldene	gyldne	golden	gylden	ADJ;NOM;FEM;PL	ADJ;PL
reisen	rejs	reisen	rejs	V;NFIN	V;IMP
zugänglich	tilgængeligt	zugänglich	tilgængeligt	ADJ	ADJ;INDF;NEUT;SG
zugänglich	tilgængelige	zugänglich	tilgængelig	ADJ	ADJ;PL
zugänglich	tilgængelig	zugänglich	tilgængelig	ADJ	ADJ;INDF;MASC+FEM;SG
urteil	bedømmelse	urteil	bedømmelse	N;SG	N;INDF;MASC+FEM;SG
urteil	dømmekraft	urteil	dømmekraft	N;SG	N;INDF;MASC+FEM;SG
urteil	bedømmelse	urteil	bedømmelse	N;SG	N;INDF;MASC+FEM;SG
urteil	retsafgørelse	urteil	retsafgørelse	N;SG	N;INDF;MASC+FEM;SG
urteil	dom	urteil	dom	N;SG	N;INDF;MASC+FEM;SG
wichtigste	vigtigste	wichtig	vigtig	ADJ;NOM;FEM;SG	ADJ;DEF;RL
internationaler	international	international	international	ADJ	ADJ;INDF;MASC+FEM;SG
internationaler	internationalt	international	international	ADJ	ADJ;INDF;NEUT;SG
internationaler	internationale	international	international	ADJ	ADJ;PL
eingefügt	indsat	einfügen	indsætte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
eingefügt	indføjet	einfügen	indføje	V;V.PTCP	V;INDF;SG;PST;V.PTCP
eingefügt	indsættes	einfügen	indsætte	V;V.PTCP	V;IND;PRS;FIN;PASS
eingefügt	indsat	einfügen	indsætte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
heilige	hellige	heilig	hellig	ADJ;NOM;FEM;PL	ADJ;PL
nominierung	udnævnelse	nominierung	udnævnelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
festgelegt	sæt	festlegen	sætte	V;V.PTCP	V;IMP
festgelegt	indstillet	festlegen	indstille	V;V.PTCP	V;INDF;SG;PST;V.PTCP
festgelegt	sat	festlegen	sætte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
