kategória	categoría	kategória	categoría	N;NOM;FEM;SG	N
údolie	val	údolie	val	N;NOM;NEUT;SG	N
princezná	princesa	princezná	princesar	N;NOM;FEM;SG	N
fanúšikov	ventiladores	fanúšik	ventiladores	N;ANIM;ACC;MASC;PL	N
hľadať	buscar	hľadať	buscar	V;IPFV;POS;NFIN	V
hľadať	busca	hľadať	buscar	V;IPFV;POS;NFIN	V
inštitút	instituto	inštitút	instituto	N;INAN;NOM;MASC;SG	N
záhrady	xardín	záhrada	xardír	N;NOM;FEM;PL	N
záhrady	horta	záhrada	horta	N;NOM;FEM;PL	N
dosky	pratos	doska	prato	N;NOM;FEM;PL	N
dane	impostos	daň	imposto	N;NOM;FEM;PL	N
dane	impostos	daň	imposto	N;NOM;FEM;PL	N
scéne	escena	scén	escenar	N;DAT;FEM;SG	N
scéne	escea	scén	escear	N;DAT;FEM;SG	N
podobná	similar	podobný	similar	ADJ;NOM;FEM;SG	ADJ
podobná	similares	podobný	similar	ADJ;NOM;FEM;SG	ADJ
podobná	semellantes	podobný	semellante	ADJ;NOM;FEM;SG	ADJ
podobná	semellante	podobný	semellante	ADJ;NOM;FEM;SG	ADJ
podobná	parecidas	podobný	parecer	ADJ;NOM;FEM;SG	ADJ
obete	baixas	obete	baixa	N;INAN;NOM;MASC;PL	N
obete	vítimas	obete	vítima	N;INAN;NOM;MASC;PL	N
dôležitý	importante	dôležitý	importante	ADJ;ANIM;NOM;MASC;SG	ADJ
dôležitý	importantes	dôležitý	importante	ADJ;ANIM;NOM;MASC;SG	ADJ
pozorovania	observación	pozorovanie	observación	N;NOM;NEUT;PL	N
sériu	serie	séria	serie	N;ACC;FEM;SG	N
lesa	bosque	les	bosque	N;INAN;GEN;MASC;SG	N
lesa	bosques	les	bosque	N;INAN;GEN;MASC;SG	N
lesa	árbores	les	árbor	N;INAN;GEN;MASC;SG	N
lesa	monte	les	monte	N;INAN;GEN;MASC;SG	N
skúšky	exames	skúška	exame	N;NOM;FEM;PL	N
skúšky	probas	skúška	proba	N;NOM;FEM;PL	N
skúšky	tests	skúška	test	N;NOM;FEM;PL	N
skúšky	ensaios	skúška	ensalo	N;NOM;FEM;PL	N
skúšky	xuízos	skúška	xuízo	N;NOM;FEM;PL	N
skúšky	probas	skúška	proba	N;NOM;FEM;PL	N
téma	tema	téma	tema	N;NOM;FEM;SG	N
téma	asunto	téma	asunto	N;NOM;FEM;SG	N
hospodárstva	economías	hospodárstvo	economía	N;NOM;NEUT;PL	N
hospodárstva	economía	hospodárstvo	economía	N;NOM;NEUT;PL	N
štandard	defecto	štandard	defecto	N;INAN;NOM;MASC;SG	N
denník	diario	denník	diario	N;INAN;NOM;MASC;SG	N
denník	revista	denník	revista	N;INAN;NOM;MASC;SG	N
priateľ	amigo	priateľ	amigo	N;ANIM;NOM;MASC;SG	N
priateľ	amiga	priateľ	amigar	N;ANIM;NOM;MASC;SG	N
analýzy	análise	analýza	análise	N;NOM;FEM;PL	N
študenti	estudantes	študent	estudantes	N;ANIM;NOM;MASC;PL	N
študenti	alumnos	študent	alumno	N;ANIM;NOM;MASC;PL	N
streľba	tiro	streľba	tiro	N;NOM;FEM;SG	N
poznanie	coñecemento	poznanie	coñecemento	N;NOM;NEUT;SG	N
poznanie	coñecementos	poznanie	coñecemento	N;NOM;NEUT;SG	N
dvojice	par	dvojica	par	N;NOM;FEM;PL	N
vytvárať	crear	vytvárať	crear	V;IPFV;POS;NFIN	V
vytvárať	creamos	vytvárať	crear	V;IPFV;POS;NFIN	V
vytvárať	crean	vytvárať	crear	V;IPFV;POS;NFIN	V
hrob	tumba	hrob	tumbar	N;INAN;NOM;MASC;SG	N
náboženských	relixioso	náboženský	relixioso	ADJ;GEN;MASC;PL	ADJ
náboženských	relixiosa	náboženský	relixioso	ADJ;GEN;MASC;PL	ADJ
časté	común	častý	común	ADJ;NOM;NEUT;SG	ADJ
časté	comúns	častý	común	ADJ;NOM;NEUT;SG	ADJ
železa	ferro	železa	ferro	N;NOM;FEM;PL	N
najstaršia	maior	starý	maior	ADJ;NOM;RL;FEM;SG	ADJ
vlastní	é	vlastný	ser	V;PFV;IND;SG;3;POS;PRS;FIN	V
vlastní	posúe	vlastný	posuír	V;PFV;IND;SG;3;POS;PRS;FIN	V
výrazy	expresións	výraz	expresión	N;INAN;NOM;MASC;PL	N
výrazy	termos	výraz	ter	N;INAN;NOM;MASC;PL	N
výrazy	funcionamento	výraz	funcionamento	N;INAN;NOM;MASC;PL	N
manžela	marido	manžel	marido	N;ANIM;ACC;MASC;SG	N
manžela	home	manžel	home	N;ANIM;ACC;MASC;SG	N
výstavy	exposicións	výstava	exposición	N;NOM;FEM;PL	N
výstavy	exposición	výstava	exposición	N;NOM;FEM;PL	N
vyhlásenie	declaración	vyhlásenie	declaración	N;NOM;NEUT;SG	N
pastier	pastor	pastier	pastor	N;ANIM;NOM;MASC;SG	N
pastier	pastorciño	pastier	pastorciño	N;ANIM;NOM;MASC;SG	N
pomohol	axudou	pomôcť	axudar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
pomohol	axudaron	pomôcť	axudar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
moja	meu	môj	meu	DET;NOM;FEM;SG;1	DET
moja	miña	môj	meu	DET;NOM;FEM;SG;1	DET
moja	o	môj	o	DET;NOM;FEM;SG;1	DET
moja	a	môj	o	DET;NOM;FEM;SG;1	DET
moja	meus	môj	meu	DET;NOM;FEM;SG;1	DET
moja	miña	môj	meu	DET;NOM;FEM;SG;1	DET
moja	meus	môj	meu	DET;NOM;FEM;SG;1	DET
moja	meu	môj	meu	DET;NOM;FEM;SG;1	DET
starostlivosť	coidado	starostlivosť	coidado	N;NOM;FEM;SG	N
mechanizmus	mecanismo	mechanizmus	mecanismo	N;INAN;NOM;MASC;SG	N
dokumentov	documentos	dokument	documento	N;INAN;GEN;MASC;PL	N
účinnosť	eficiencia	účinnosť	eficiencia	N;NOM;FEM;SG	N
účinnosť	eficacia	účinnosť	eficacia	N;NOM;FEM;SG	N
jednoduchý	simples	jednoduchý	simple	ADJ;ANIM;NOM;MASC;SG	ADJ
jednoduchý	simple	jednoduchý	simple	ADJ;ANIM;NOM;MASC;SG	ADJ
jednoduchý	sinxelo	jednoduchý	sinxelo	ADJ;ANIM;NOM;MASC;SG	ADJ
jednoduchý	sinxela	jednoduchý	sinxela	ADJ;ANIM;NOM;MASC;SG	ADJ
kritika	críticas	kritika	crítica	N;NOM;FEM;SG	N
kritika	crítica	kritika	crítica	N;NOM;FEM;SG	N
desiatky	decenas	desiatka	decenas	N;NOM;FEM;PL	N
desiatky	ducias	desiatka	ducia	N;NOM;FEM;PL	N
prevádzka	operacións	prevádzka	operación	N;NOM;FEM;SG	N
prevádzka	operación	prevádzka	operación	N;NOM;FEM;SG	N
náboženstva	relixión	náboženstvo	relixión	N;NOM;NEUT;PL	N
otázku	pregunta	otázka	pregunta	N;ACC;FEM;SG	N
otázku	cuestión	otázka	cuestión	N;ACC;FEM;SG	N
chýba	desaparecidos	chýbať	desaparecer	V;IPFV;IND;SG;3;POS;PRS;FIN	V
chýba	faltan	chýbať	faltar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
chýba	perdidos	chýbať	perdido	V;IPFV;IND;SG;3;POS;PRS;FIN	V
chýba	faltaba	chýbať	faltar	V;IPFV;IND;SG;3;POS;PRS;FIN	V
najlepšia	mellores	dobrý	mellor	ADJ;NOM;RL;FEM;SG	ADJ
najlepšia	mellor	dobrý	mellor	ADJ;NOM;RL;FEM;SG	ADJ
časopisov	revistas	časopis	revista	N;INAN;GEN;MASC;PL	N
pás	cinto	pás	cinto	N;INAN;NOM;MASC;SG	N
organizmov	organismos	organizmus	organismo	N;INAN;GEN;MASC;PL	N
pravidelné	normal	pravidelný	normal	ADJ;NOM;NEUT;SG	ADJ
pravidelné	típica	pravidelný	típico	ADJ;NOM;NEUT;SG	ADJ
žiť	vivir	žiť	vivir	V;IPFV;POS;NFIN	V
žiť	vivindo	žiť	vivir	V;IPFV;POS;NFIN	V
žiť	vivir	žiť	vivir	V;IPFV;POS;NFIN	V
žiť	viven	žiť	vivir	V;IPFV;POS;NFIN	V
žiť	vive	žiť	vivir	V;IPFV;POS;NFIN	V
biológia	bioloxía	biológia	bioloxía	N;NOM;FEM;SG	N
zhromaždenie	reunión	zhromaždenie	reunión	N;NOM;NEUT;SG	N
existencia	existencia	existencia	existencia	N;NOM;FEM;SG	N
existencia	vida	existencia	vida	N;NOM;FEM;SG	N
pomôcť	axudar	pomôcť	axudar	V;PFV;POS;NFIN	V
údolia	val	údolie	val	N;NOM;NEUT;PL	N
údolia	vales	údolie	val	N;NOM;NEUT;PL	N
chémia	química	chémiť	químico	N;NOM;FEM;SG	N
skupinách	dous	skupina	dous	N;GEN;FEM;PL	N
skupinách	grupos	skupina	grupo	N;GEN;FEM;PL	N
pravdu	verdade	pravda	verdade	N;ACC;FEM;SG	N
med	cariño	med	cariño	N;INAN;NOM;MASC;SG	N
med	rula	med	rula	N;INAN;NOM;MASC;SG	N
prejav	charla	prejav	charlar	N;INAN;NOM;MASC;SG	N
prejav	discurso	prejav	discurso	N;INAN;NOM;MASC;SG	N
prejav	expresión	prejav	expresión	N;INAN;NOM;MASC;SG	N
krok	paso	krok	paso	N;INAN;NOM;MASC;SG	N
krok	escala	krok	escala	N;INAN;NOM;MASC;SG	N
produkt	produto	produkt	produto	N;INAN;NOM;MASC;SG	N
prínos	beneficio	prínos	beneficio	N;INAN;NOM;MASC;SG	N
prínos	beneficios	prínos	beneficio	N;INAN;NOM;MASC;SG	N
úloha	tarefa	úloha	tarefa	N;NOM;FEM;SG	N
úloha	papel	úloha	papel	N;NOM;FEM;SG	N
slobodný	simple	slobodný	simple	ADJ;ANIM;NOM;MASC;SG	ADJ
slobodný	única	slobodný	único	ADJ;ANIM;NOM;MASC;SG	ADJ
slobodný	único	slobodný	único	ADJ;ANIM;NOM;MASC;SG	ADJ
slobodný	libre	slobodný	libre	ADJ;ANIM;NOM;MASC;SG	ADJ
slobodný	libres	slobodný	libre	ADJ;ANIM;NOM;MASC;SG	ADJ
obrovské	enormes	obrovský	enorme	ADJ;NOM;NEUT;SG	ADJ
obrovské	enorme	obrovský	enorme	ADJ;NOM;NEUT;SG	ADJ
obrovské	gran	obrovský	gran	ADJ;NOM;NEUT;SG	ADJ
obrovské	xigante	obrovský	xigante	ADJ;NOM;NEUT;SG	ADJ
obrovské	grande	obrovský	grande	ADJ;NOM;NEUT;SG	ADJ
obrovské	inmensa	obrovský	inmenso	ADJ;NOM;NEUT;SG	ADJ
ďalekohľad	prismáticos	ďalekohľad	prismáticos	N;INAN;NOM;MASC;SG	N
ďalekohľad	telescopio	ďalekohľad	telescopio	N;INAN;NOM;MASC;SG	N
hospodársky	económico	hospodársky	económico	ADJ;INAN;NOM;MASC;SG	ADJ
hospodársky	económicas	hospodársky	económico	ADJ;INAN;NOM;MASC;SG	ADJ
hospodársky	económica	hospodársky	económico	ADJ;INAN;NOM;MASC;SG	ADJ
poznámky	notas	poznámka	nota	N;NOM;FEM;PL	N
štvrti	barrio	štvrť	barrio	N;DAT;FEM;SG	N
elektronické	electrónica	elektronický	electrónico	ADJ;NOM;NEUT;SG	ADJ
elektronické	electrónico	elektronický	electrónico	ADJ;NOM;NEUT;SG	ADJ
priniesol	trouxen	priniesť	trouxar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
väzby	lazos	väzba	lazo	N;NOM;FEM;PL	N
väzby	enlaces	väzba	enlace	N;NOM;FEM;PL	N
väzby	ligazóns	väzba	ligazón	N;NOM;FEM;PL	N
hmota	materia	hmota	materia	N;NOM;FEM;SG	N
hmota	foxas	hmota	foxa	N;NOM;FEM;SG	N
hmota	masa	hmota	masa	N;NOM;FEM;SG	N
hmota	masas	hmota	masa	N;NOM;FEM;SG	N
hmota	misa	hmota	misa	N;NOM;FEM;SG	N
profesia	profesión	profesi	profesión	N;NOM;NEUT;SG	N
disciplíny	disciplina	disciplína	disciplina	N;NOM;FEM;PL	N
disciplíny	disciplinas	disciplína	disciplina	N;NOM;FEM;PL	N
minerálov	minerais	minerál	mineral	N;INAN;GEN;MASC;PL	N
víno	viño	víno	vir	N;NOM;NEUT;SG	N
teplotu	temperatura	teplota	temperatura	N;ACC;FEM;SG	N
domáci	caseira	domáci	caseira	N;ANIM;NOM;MASC;SG	N
zvieratá	animais	zviera	animal	N;NOM;NEUT;PL	N
zvieratá	animais	zviera	animal	N;NOM;NEUT;PL	N
zvieratá	animal	zviera	animal	N;NOM;NEUT;PL	N
krv	sangue	krv	sangue	N;NOM;FEM;SG	N
tanec	baile	tanec	baile	N;INAN;NOM;MASC;SG	N
tanec	danza	tanec	danza	N;INAN;NOM;MASC;SG	N
tanec	baile	tanec	baile	N;INAN;NOM;MASC;SG	N
chvost	cola	chvost	cola	N;INAN;NOM;MASC;SG	N
nemcov	alemáns	nemec	alemán	N;INAN;GEN;MASC;PL	N
stromy	árbores	strom	árbor	N;INAN;NOM;MASC;PL	N
stromy	das	strom	das	N;INAN;NOM;MASC;PL	N
zánik	extinción	zánik	extinción	N;INAN;NOM;MASC;SG	N
zánik	desaparición	zánik	desaparición	N;INAN;NOM;MASC;SG	N
základňa	base	základňa	base	N;NOM;FEM;SG	N
umelé	artificiais	umelý	artificial	ADJ;NOM;NEUT;SG	ADJ
umelé	artificial	umelý	artificial	ADJ;NOM;NEUT;SG	ADJ
mladosti	xuventude	mladosť	xuventude	N;NOM;FEM;PL	N
mladosti	mozos	mladosť	mozo	N;NOM;FEM;PL	N
mladosti	mocidade	mladosť	mocidade	N;NOM;FEM;PL	N
mladosti	francia	mladosť	francia	N;NOM;FEM;PL	N
koruna	coroa	koruna	coroa	N;NOM;FEM;SG	N
molekuly	molécula	molekul	molécula	N;INAN;NOM;MASC;PL	N
molekuly	molecular	molekul	molecular	N;INAN;NOM;MASC;PL	N
molekuly	moléculas	molekul	molécula	N;INAN;NOM;MASC;PL	N
kontakt	contacto	kontakt	contacto	N;INAN;NOM;MASC;SG	N
riziko	riscos	riziko	risco	N;NOM;NEUT;SG	N
riziko	risco	riziko	risco	N;NOM;NEUT;SG	N
riziko	perigo	riziko	perigo	N;NOM;NEUT;SG	N
poľské	polaca	poľský	polacar	ADJ;NOM;NEUT;SG	ADJ
miera	taxa	miera	taxa	N;NOM;FEM;SG	N
hovoriť	falar	hovoriť	falar	V;IPFV;POS;NFIN	V
hovoriť	falar	hovoriť	falar	V;IPFV;POS;NFIN	V
hovoriť	falamos	hovoriť	falar	V;IPFV;POS;NFIN	V
hovoriť	fala	hovoriť	falar	V;IPFV;POS;NFIN	V
hovoriť	fale	hovoriť	fale	V;IPFV;POS;NFIN	V
aktivita	actividade	aktivita	actividade	N;NOM;FEM;SG	N
kombinácie	combinación	kombinácia	combinación	N;NOM;FEM;PL	N
ôsmich	8	osem	8	NUM;GEN;MASC;PL	NUM
znie	parece	znieť	parecer	V;IPFV;IND;SG;3;POS;PRS;FIN	V
pyramída	pirámide	pyramída	pirámide	N;NOM;FEM;SG	N
čínsky	chinesas	čínsky	chinés	ADJ;ANIM;NOM;MASC;SG	ADJ
čínsky	chinesa	čínsky	chinés	ADJ;ANIM;NOM;MASC;SG	ADJ
architektov	arquitectos	architekt	arquitecto	N;ANIM;ACC;MASC;PL	N
komunita	comunidade	komunita	comunidade	N;NOM;FEM;SG	N
učil	ensinou	učiť	ensinar	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
prístroje	instrumentos	prístroj	instrumento	N;INAN;NOM;MASC;PL	N
prístroje	mecanismos	prístroj	mecanismo	N;INAN;NOM;MASC;PL	N
prístroje	dispositivos	prístroj	dispositivo	N;INAN;NOM;MASC;PL	N
prístroje	aparellos	prístroj	aparello	N;INAN;NOM;MASC;PL	N
prístroje	utensilios	prístroj	utensilio	N;INAN;NOM;MASC;PL	N
zamestnanie	traballo	zamestnanie	traballo	N;NOM;NEUT;SG	N
zamestnanie	traballo	zamestnanie	traballo	N;NOM;NEUT;SG	N
zamestnanie	ocupación	zamestnanie	ocupación	N;NOM;NEUT;SG	N
filmom	película	film	película	N;INAN;INS;MASC;SG	N
filmom	filme	film	filme	N;INAN;INS;MASC;SG	N
filmom	cine	film	cinir	N;INAN;INS;MASC;SG	N
filmom	cinema	film	cinema	N;INAN;INS;MASC;SG	N
filmom	película	film	película	N;INAN;INS;MASC;SG	N
filmom	filme	film	filme	N;INAN;INS;MASC;SG	N
bojovať	loitar	bojovať	loitar	V;IPFV;POS;NFIN	V
stovky	centos	stovka	cento	N;NOM;FEM;PL	N
úspešné	exitosos	úspešný	exitoso	ADJ;NOM;NEUT;SG	ADJ
lehota	período	lehota	período	N;NOM;FEM;SG	N
lehota	periodo	lehota	periodo	N;NOM;FEM;SG	N
lehota	tempo	lehota	tempo	N;NOM;FEM;SG	N
lehota	adolescencia	lehota	adolescencia	N;NOM;FEM;SG	N
vybral	elixín	vybrať	elixín	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vybral	collín	vybrať	collín	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vybral	atoparon	vybrať	atopar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
záznamy	discos	záznam	disco	N;INAN;NOM;MASC;PL	N
vonku	fóra	vonku	fóra	ADV	ADV
vonku	fóra	vonku	fóra	ADV	ADV
vonku	fóra	vonku	fóra	ADV	ADV
prostriedok	medios	prostriedok	medio	N;INAN;NOM;MASC;SG	N
požiadal	preguntou	požiadať	preguntar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
vyhrali	vai	vyhrať	ir	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V
vyhrali	vou	vyhrať	var	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V
myšlienka	idea	myšlienka	idea	N;NOM;FEM;SG	N
občianska	civil	občiansky	civil	ADJ;NOM;FEM;SG	ADJ
náboj	bala	náboj	bala	N;INAN;NOM;MASC;SG	N
príde	chega	prísť	chegar	V;PFV;IND;SG;3;POS;PRS;FIN	V
príde	vén	prísť	vir	V;PFV;IND;SG;3;POS;PRS;FIN	V
príde	ven	prísť	ver	V;PFV;IND;SG;3;POS;PRS;FIN	V
obchodný	comercial	obchodný	comercial	ADJ;ANIM;NOM;MASC;SG	ADJ
celkové	xeral	celkový	xeral	ADJ;NOM;NEUT;SG	ADJ
povolenie	permiso	povolenie	permiso	N;NOM;NEUT;SG	N
povolenie	permiso	povolenie	permiso	N;NOM;NEUT;SG	N
schopná	capaz	schopný	capaz	ADJ;NOM;FEM;SG	ADJ
schopná	capaces	schopný	capaz	ADJ;NOM;FEM;SG	ADJ
schopná	capaz	schopný	capaz	ADJ;NOM;FEM;SG	ADJ
rozhovor	entrevista	rozhovor	entrevista	N;INAN;NOM;MASC;SG	N
rozhovor	entrevisto	rozhovor	entrevisto	N;INAN;NOM;MASC;SG	N
rozhovor	conversación	rozhovor	conversación	N;INAN;NOM;MASC;SG	N
rozhovor	conversa	rozhovor	converso	N;INAN;NOM;MASC;SG	N
podnebie	mudanza	podnebie	mudanza	N;NOM;NEUT;SG	N
podnebie	clima	podnebie	clima	N;NOM;NEUT;SG	N
podnebie	cambio	podnebie	cambio	N;NOM;NEUT;SG	N
poriadok	orde	poriadok	orde	N;INAN;NOM;MASC;SG	N
poriadok	xiro	poriadok	xiro	N;INAN;NOM;MASC;SG	N
poriadok	postal	poriadok	postal	N;INAN;NOM;MASC;SG	N
sen	soño	sen	soño	N;INAN;NOM;MASC;SG	N
sen	soños	sen	soño	N;INAN;NOM;MASC;SG	N
detstvo	infancia	detstvo	infancia	N;NOM;NEUT;SG	N
detstvo	infantís	detstvo	infantil	N;NOM;NEUT;SG	N
detstvo	nenez	detstvo	nenez	N;NOM;NEUT;SG	N
otvorenie	apertura	otvorenie	apertura	N;NOM;NEUT;SG	N
dievča	moza	dievča	mozo	N;NOM;NEUT;SG	N
dievča	rapaza	dievča	rapaza	N;NOM;NEUT;SG	N
dievča	nena	dievča	nena	N;NOM;NEUT;SG	N
pyramídy	pirámide	pyramída	pirámide	N;NOM;FEM;PL	N
pracovníkov	traballadores	pracovník	traballador	N;ANIM;ACC;MASC;PL	N
pracovníkov	obreiros	pracovník	obreiro	N;ANIM;ACC;MASC;PL	N
talent	talento	talent	talento	N;INAN;NOM;MASC;SG	N
účinok	efecto	účinok	efecto	N;INAN;NOM;MASC;SG	N
účinok	efectos	účinok	efecto	N;INAN;NOM;MASC;SG	N
edícia	edición	edícia	edición	N;NOM;FEM;SG	N
správ	mensaxes	správa	mensaxe	N;GEN;FEM;PL	N
správ	informes	správa	informe	N;GEN;FEM;PL	N
stene	parede	stena	parede	N;DAT;FEM;SG	N
stene	muro	stena	muro	N;DAT;FEM;SG	N
hladiny	niveis	hladina	nivel	N;NOM;FEM;PL	N
výrazný	significativas	výrazný	significativo	ADJ;INAN;NOM;MASC;SG	ADJ
výrazný	significativa	výrazný	significativo	ADJ;INAN;NOM;MASC;SG	ADJ
výrazný	significativo	výrazný	significativo	ADJ;INAN;NOM;MASC;SG	ADJ
výrazný	importante	výrazný	importante	ADJ;INAN;NOM;MASC;SG	ADJ
súbory	arquivos	súbor	arquivo	N;INAN;NOM;MASC;PL	N
dohodu	negocio	dohoda	negocio	N;ACC;FEM;SG	N
dohodu	trato	dohoda	trato	N;ACC;FEM;SG	N
vyššiu	alta	vysoký	alto	ADJ;ACC;CMPR;FEM;SG	ADJ
vyššiu	maior	vysoký	maior	ADJ;ACC;CMPR;FEM;SG	ADJ
vyššiu	altas	vysoký	alto	ADJ;ACC;CMPR;FEM;SG	ADJ
vyššiu	alto	vysoký	alto	ADJ;ACC;CMPR;FEM;SG	ADJ
opísal	descrito	opísať	descrito	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
milióny	millóns	milión	millón	N;INAN;NOM;MASC;PL	N
milióny	millón	milión	millón	N;INAN;NOM;MASC;PL	N
milióny	millóns	milión	millón	N;INAN;NOM;MASC;PL	N
milióny	milleiros	milión	milleiro	N;INAN;NOM;MASC;PL	N
pripojenie	conexión	pripojenie	conexión	N;NOM;NEUT;SG	N
type	tipo	typ	tipo	N;INAN;NOM;MASC;SG	N
type	clase	typ	clase	N;INAN;NOM;MASC;SG	N
princípe	principio	princíp	principio	N;INAN;NOM;MASC;SG	N
hralo	tocaba	hrať	tocar	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V
hralo	xogamos	hrať	xogar	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V
umelecký	artístico	umelecký	artístico	ADJ;INAN;NOM;MASC;SG	ADJ
írsky	irlandeses	írsky	irlander	N;ANIM;NOM;MASC;SG	N
zložka	ingrediente	zložka	ingrediente	N;NOM;FEM;SG	N
lekári	médicos	lekár	médico	N;ANIM;NOM;MASC;PL	N
lekári	médicos	lekár	médico	N;ANIM;NOM;MASC;PL	N
lekári	doutores	lekár	doutor	N;ANIM;NOM;MASC;PL	N
lekári	médico	lekár	médico	N;ANIM;NOM;MASC;PL	N
dospelých	adultos	dospelý	adulto	N;ANIM;GEN;MASC;PL	N
dospelých	adulto	dospelý	adulto	N;ANIM;GEN;MASC;PL	N
organizmu	organismo	organizmus	organismo	N;INAN;GEN;MASC;SG	N
výročie	aniversario	výročie	aniversario	N;NOM;NEUT;SG	N
nezávislé	independente	závislý	independente	ADJ;NOM;NEUT;SG	ADJ
časopisy	revistas	časopis	revista	N;INAN;NOM;MASC;PL	N
priateľov	amigos	priateľ	amigo	N;ANIM;ACC;MASC;PL	N
vlna	la	vlna	la	N;NOM;FEM;SG	N
klasické	clásico	klasický	clásico	ADJ;NOM;NEUT;SG	ADJ
viditeľné	visible	viditeľný	visible	ADJ;NOM;NEUT;SG	ADJ
viditeľné	visibles	viditeľný	visible	ADJ;NOM;NEUT;SG	ADJ
duše	almas	duša	alma	N;NOM;FEM;PL	N
signálu	sinal	signál	sinal	N;INAN;GEN;MASC;SG	N
dočasne	temporalmente	dočasne	témporal	ADV	ADV
profesionálna	profesional	profesionálny	profesional	ADJ;NOM;FEM;SG	ADJ
hospodárske	económico	hospodársky	económico	ADJ;NOM;NEUT;SG	ADJ
hospodárske	económicas	hospodársky	económico	ADJ;NOM;NEUT;SG	ADJ
hospodárske	económica	hospodársky	económico	ADJ;NOM;NEUT;SG	ADJ
dub	oak	dub	oak	N;INAN;NOM;MASC;SG	N
dub	carballo	dub	carballo	N;INAN;NOM;MASC;SG	N
zložiek	ingredientes	zložka	ingrediente	N;GEN;FEM;PL	N
polia	campos	pole	campo	N;NOM;NEUT;PL	N
polia	campo	pole	campo	N;NOM;NEUT;PL	N
polia	leiras	pole	leira	N;NOM;NEUT;PL	N
náklad	carga	náklad	carga	N;INAN;NOM;MASC;SG	N
náklad	cargamento	náklad	cargamento	N;INAN;NOM;MASC;SG	N
výrobky	produtos	výrobok	produto	N;INAN;NOM;MASC;PL	N
výrobky	orixe	výrobok	orixe	N;INAN;NOM;MASC;PL	N
kruhu	círculo	kruh	círculo	N;INAN;GEN;MASC;SG	N
ostal	ficou	ostať	ficar	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V
rozhodlo	decidiron	rozhodnúť	decidir	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
rozhodlo	decidimos	rozhodnúť	decidir	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
rozhodlo	decidiu	rozhodnúť	decidir	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
rozhodlo	decidín	rozhodnúť	decidir	V;PFV;NEUT;SG;POS;PST;V.PTCP	V
avenue	avenida	avenue	avenida	N;INAN;NOM;MASC;SG	N
porucha	trastorno	poruch	trastorno	N;NOM;FEM;SG	N
porucha	desorde	poruch	desorde	N;NOM;FEM;SG	N
prirodzené	natural	prirodzený	natural	ADJ;NOM;NEUT;SG	ADJ
prirodzené	normal	prirodzený	normal	ADJ;NOM;NEUT;SG	ADJ
prirodzené	naturais	prirodzený	natural	ADJ;NOM;NEUT;SG	ADJ
drevo	madeira	drevo	madeira	N;NOM;NEUT;SG	N
počítače	ordenadores	počítač	ordenador	N;INAN;NOM;MASC;PL	N
počítače	computadores	počítač	computador	N;INAN;NOM;MASC;PL	N
presné	preciso	presný	preciso	ADJ;NOM;NEUT;SG	ADJ
presné	precisa	presný	preciso	ADJ;NOM;NEUT;SG	ADJ
presné	exacta	presný	exactar	ADJ;NOM;NEUT;SG	ADJ
návštevníkov	visitantes	návštevník	visitante	N;ANIM;ACC;MASC;PL	N
skaly	rocha	skala	rocha	N;NOM;FEM;PL	N
skaly	pedra	skala	pedra	N;NOM;FEM;PL	N
skaly	rock	skala	rock	N;NOM;FEM;PL	N
skaly	rochas	skala	rocha	N;NOM;FEM;PL	N
skaly	xeo	skala	xeo	N;NOM;FEM;PL	N
skaly	pedras	skala	pedra	N;NOM;FEM;PL	N
zlata	ouro	zlato	ouro	N;NOM;NEUT;PL	N
vedel	sabía	vedieť	saber	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
vedel	sabían	vedieť	saber	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V
zníženie	redución	zníženie	redución	N;NOM;NEUT;SG	N
zníženie	diminución	zníženie	diminución	N;NOM;NEUT;SG	N
poľnohospodárstvo	agricultura	poľnohospodárstvo	agricultura	N;NOM;NEUT;SG	N
skala	rocha	skala	rocha	N;NOM;FEM;SG	N
skala	pedra	skala	pedra	N;NOM;FEM;SG	N
skala	rock	skala	rock	N;NOM;FEM;SG	N
hosť	anfitrión	hosť	anfitrión	N;ANIM;NOM;MASC;SG	N
písmená	cartas	písmeno	carta	N;NOM;NEUT;PL	N
