pro	für	pro	für	ADP;ACC	ADP
dokument	dokumentation	dokument	dokumentation	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
železnice	schiene	železnice	schienen	N;NOM;FEM;SG;POS	N
železnice	schiene	železnice	schienen	N;NOM;FEM;SG;POS	N
železnice	bahnlinie	železnice	bahnlinie	N;NOM;FEM;SG;POS	N;NOM;SG
způsoby	manieren	způsob	manieren	N;INAN;NOM;MASC;PL;POS	N;PL
dostane	kriegt	dostat	kriegen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dostane	bekommt	dostat	bekommen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
skoro	beinahe	skoro	beinahe	ADV	ADV
skoro	nahezu	skoro	nahezu	ADV	ADV
skoro	fast	skoro	fast	ADV	ADV
skoro	beinahe	skoro	beinahe	ADV	ADV
skoro	nahezu	skoro	nahezu	ADV	ADV
skoro	fast	skoro	fast	ADV	ADV
komory	kammer	komora	kammer	N;NOM;FEM;PL;POS	N
komory	handelskammern	komora	handelskammern	N;NOM;FEM;PL;POS	N
komory	kammer	komora	kammer	N;NOM;FEM;PL;POS	N
hledání	suche	hledání	suchen	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
hledání	suche	hledání	suchen	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
určitě	unbedingt	určitě	unbedingt	ADV;POS	ADV
obsazení	besetzung	obsazení	Besetzung	N;NOM;NEUT;SG;POS	N;FEM;SG
otázka	frage	otázka	frage	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
otázka	fragestellung	otázka	fragestellung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
oznámil	kündigte	oznámit	kündigen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
oznámil	verkündet	oznámit	verkünden	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
oznámil	bekanntgegeben	oznámit	bekanntgeben	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
oznámil	angekündigt	oznámit	ankündigen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
nedostatek	knappheit	nedostatek	knappheit	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
nedostatek	verknappung	nedostatek	verknappung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
nedostatek	knappheit	nedostatek	knappheit	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
nedostatek	verknappung	nedostatek	verknappung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
větve	branchen	větev	branchen	N;NOM;FEM;PL;POS	N;PL
bezpečnosti	sicherheit	bezpečnost	sicherheit	N;NOM;FEM;SG;POS	N;NOM;SG
zrušena	aufgehoben	zrušený	aufheben	ADJ;POS;V.PTCP;PASS	ADJ;V.PTCP
zrušena	aufgehobenen	zrušený	aufgehoben	ADJ;POS;V.PTCP;PASS	ADJ
zásadní	entscheidend	zásadní	entscheidend	ADJ;NOM;MASC;SG;POS	ADJ
zásadní	lebenswichtig	zásadní	lebenswichtig	ADJ;NOM;MASC;SG;POS	ADJ
zásadní	grundlegendes	zásadní	grundlegend	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
zásadní	grundlegend	zásadní	grundlegend	ADJ;NOM;MASC;SG;POS	ADJ
zásadní	grundrechte	zásadní	grundrecht	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
zásadní	unentbehrlich	zásadní	unentbehrlich	ADJ;NOM;MASC;SG;POS	ADJ
zásadní	wesentlichen	zásadní	wesentlich	ADJ;NOM;MASC;SG;POS	ADJ
zásadní	wesentlich	zásadní	wesentlich	ADJ;NOM;MASC;SG;POS	ADJ
tisíce	tausende	tisíc	tausende	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
komedie	komödie	komedie	komödie	N;NOM;FEM;SG;POS	N;NOM;SG
komedie	komödie	komedie	komödie	N;NOM;FEM;SG;POS	N;NOM;SG
kvalitní	qualitätssicherung	kvalitní	qualitätssicherung	ADJ;NOM;MASC;SG;POS	ADJ
kvalitní	qualitätskontrolle	kvalitní	qualitätskontrolle	ADJ;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
kdysi	einst	kdysi	einst	ADV	ADV
kdysi	einmal	kdysi	einmal	ADV	ADV
kdysi	mal	kdysi	mal	ADV	ADV
kdysi	sobald	kdysi	sobald	ADV	ADV
alternativní	alternativen	alternativní	alternativ	ADJ;NOM;MASC;SG;POS	ADJ
alternativní	alternativer	alternativní	alternativ	ADJ;NOM;MASC;SG;POS	ADJ
alternativní	alternativ	alternativní	alternativ	ADJ;NOM;MASC;SG;POS	ADJ
alternativní	stellvertreter	alternativní	stellvertreter	ADJ;NOM;MASC;SG;POS	ADJ
alternativní	abwechselnd	alternativní	abwechselnd	ADJ;NOM;MASC;SG;POS	ADJ
dohromady	zusammen	dohromady	zusammen	ADV	ADV
miliony	millionen	milión	million	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
miliony	millionen	milión	million	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
turistické	touristische	turistický	touristisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
turistické	touristik	turistický	touristik	ADJ;NOM;MASC;PL;POS	ADJ
osvobození	freilassung	osvobození	freilassung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
pes	hund	pes	hund	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
základy	stiftungen	základ	stiftung	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
zavedení	einleitung	zavedení	einleitung	N;NOM;NEUT;SG;POS	N;SG
zavedení	einführung	zavedení	einführung	N;NOM;NEUT;SG;POS	N;SG
typické	typisches	typický	typisch	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
typické	typischer	typický	typisch	ADJ;NOM;NEUT;SG;POS	ADJ
typické	typisch	typický	typisch	ADJ;NOM;NEUT;SG;POS	ADJ
typické	typischen	typický	typisch	ADJ;NOM;NEUT;SG;POS	ADJ
celkový	gesamtbetrag	celkový	gesamtbetrag	ADJ;INAN;NOM;MASC;SG;POS	ADJ;V.PTCP
celkový	gesamtsumme	celkový	gesamtsumme	ADJ;INAN;NOM;MASC;SG;POS	ADJ
song	lied	song	lied	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
vlaky	züge	vlak	züg	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
vlaky	eisenbahnen	vlak	eisenbahnen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
hrady	burgen	hrad	burgen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
sestry	schwestern	sestra	schwestern	N;NOM;FEM;PL;POS	N;NOM;PL
sestry	schwestern	sestra	schwestern	N;NOM;FEM;PL;POS	N;NOM;PL
někde	irgendwohin	někde	irgendwohin	ADV	ADV
někde	irgendwo	někde	irgendwo	ADV	ADV
vyžaduje	erfordert	vyžadovat	erfordern	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;FIN
vyžaduje	benötigt	vyžadovat	benötigen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
vyžaduje	verlangt	vyžadovat	verlangen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
příklady	beispiele	příklad	beispiel	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
příklady	fallbeispiele	příklad	fallbeispiele	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
metal	metallverarbeitung	metal	metallverarbeitung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
přichází	kommt	přicházet	kommen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
přichází	komme	přicházet	kommen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
přichází	kommt	přicházet	kommen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
přichází	kommen	přicházet	kommen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
výstava	ausstellung	výstava	ausstellingen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
výstava	ausstellung	výstava	ausstellingen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
výstava	messegelände	výstava	messegelände	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
svahu	steigung	svah	steigung	N;INAN;DAT;MASC;SG;POS	N;SG
svahu	hang	svah	hang	N;INAN;DAT;MASC;SG;POS	N
prostory	räumlichkeiten	prostora	räumlichkeit	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
prostory	räume	prostora	räumen	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
oblastní	regional	oblastní	regional	ADJ;NOM;MASC;SG;POS	ADJ
oblastní	regionalentwicklung	oblastní	regionalentwicklung	ADJ;NOM;MASC;SG;POS	ADJ;NOM
izraelský	israelisch	izraelský	israelisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
snížení	reduzierung	snížení	Reduzierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
snížení	verringerung	snížení	verringerung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
snížení	ermäßigung	snížení	Ermäßigung	N;NOM;NEUT;SG;POS	N;NOM;SG
snížení	reduktion	snížení	Reduktion	N;NOM;NEUT;SG;POS	N;SG
snížení	reduzierung	snížení	Reduzierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
snížení	kürzung	snížení	kürzung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
snížení	verringerung	snížení	verringerung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
snížení	abnahme	snížení	abnehmen	N;NOM;NEUT;SG;POS	N;SG
snížení	reduzierung	snížení	Reduzierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
královny	königinnen	královna	königinnen	N;NOM;FEM;PL;POS	N;NOM;PL
důl	bergwerk	důl	bergwerk	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
výstup	ausgabe	výstup	ausgeben	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
pán	gott	pán	gott	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
pán	herr	pán	herr	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
pán	herrn	pán	herrn	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
funkční	funktional	funkční	funktional	ADJ;NOM;MASC;SG;POS	ADJ
funkční	funktionsfähig	funkční	funktionsfähig	ADJ;NOM;MASC;SG;POS	ADJ
funkční	funktionell	funkční	funktionell	ADJ;NOM;MASC;SG;POS	ADJ
funkční	funktionalen	funkční	funktional	ADJ;NOM;MASC;SG;POS	ADJ
funkční	funktionstüchtig	funkční	funktionstüchtig	ADJ;NOM;MASC;SG;POS	ADJ
předem	vorab	předem	vorab	ADV	ADV
předem	voraus	předem	voraus	ADV	ADV
předem	vorschuss	předem	vorschußen	ADV	ADV
předem	vorab	předem	vorab	ADV	ADV
večer	abend	večer	Abend	ADV	ADV
večer	abends	večer	abends	ADV	ADV
katolický	katholischer	katolický	katholisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
katolický	katholisch	katolický	katholisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
katolický	katholischen	katolický	katholisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
svazek	menge	svazek	mengen	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
uznání	würdigung	uznání	würdigung	N;NOM;NEUT;SG;POS	N;FEM;SG
uznání	aufwertung	uznání	aufwertung	N;NOM;NEUT;SG;POS	N;SG
uznání	bestätigung	uznání	Bestätigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
páry	paaren	pár	paaren	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
páry	paaren	pár	paaren	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
rozhodne	entscheidet	rozhodnout	entscheiden	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rozhodne	beschließt	rozhodnout	beschließen	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rozhodne	beschließen	rozhodnout	beschließen	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
rozhodne	entscheiden	rozhodnout	entscheiden	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
rozhodne	entscheide	rozhodnout	entscheiden	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
katastrální	kataster	katastrální	katast	ADJ;NOM;MASC;SG;POS	ADJ
obnovení	restauration	obnovení	Restauration	N;NOM;NEUT;SG;POS	N;NOM;SG
obnovení	restaurierung	obnovení	restaurierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
obnovení	stadterneuerung	obnovení	stadterneuerung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
hledat	durchsuchen	hledat	durchsuchen	V;IPFV;POS;NFIN	V;NFIN
hledat	suchen	hledat	suchen	V;IPFV;POS;NFIN	V;NFIN
předměty	satzung	předmět	satzung	N;INAN;NOM;MASC;PL;POS	N
předměty	objekte	předmět	objeken	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
předměty	gegenstände	předmět	gegenständ	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
předměty	gegenstände	předmět	gegenständ	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
samostatně	separat	samostatně	separat	ADV;POS	ADV
podobná	vergleichbar	podobný	vergleichbar	ADJ;NOM;FEM;SG;POS	ADJ
podobná	ähnliches	podobný	ähnlich	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
podobná	ähnlich	podobný	ähnlich	ADJ;NOM;FEM;SG;POS	ADJ
podobná	ähnlichen	podobný	ähnlich	ADJ;NOM;FEM;SG;POS	ADJ
průmyslové	industriell	průmyslový	industriell	ADJ;NOM;FEM;SG;POS	ADJ
ruce	hände	ruka	hand	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
ráno	vormittags	ráno	vormittags	ADV	ADV
ráno	morgens	ráno	morgens	ADV	ADV
ráno	morgen	ráno	morgen	ADV	ADV
ráno	vormittag	ráno	vormittag	ADV	ADV
dvacet	zwanzig	dvacet	zwanzig	NUM;NOM;SG	NUM
dvacet	fünfundzwanzig	dvacet	fünfundzwanzig	NUM;NOM;SG	NUM
nádrž	stausee	nádrž	stausen	N;NOM;FEM;SG;POS	N;SG
kanadský	kanadisches	kanadský	kanadisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
děje	geschehen	dít	geschehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
děje	passiert	dít	passieren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sloužit	servieren	sloužit	servieren	V;IPFV;POS;NFIN	V;NFIN
sloužit	dienen	sloužit	dienen	V;IPFV;POS;NFIN	V;NFIN
sloužit	servieren	sloužit	servieren	V;IPFV;POS;NFIN	V;NFIN
sloužit	dienen	sloužit	dienen	V;IPFV;POS;NFIN	V;NFIN
prošel	weitergegeben	projít	weitergeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
prošel	bestanden	projít	bestehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
prošel	vergangen	projít	vergehen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
prošel	übergeben	projít	übergeben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
přišla	gekommen	přijít	kommen	V;POS;PST;V.PTCP;ACT	V;V.PTCP
skalní	rockmusik	skalní	rockmusik	ADJ;NOM;MASC;SG;POS	ADJ
stezka	trasse	stezka	trassen	N;NOM;FEM;SG;POS	N
stezka	strecke	stezka	strecken	N;NOM;FEM;SG;POS	N;SG
stezka	wanderweg	stezka	wanderweg	N;NOM;FEM;SG;POS	N
expozice	ausstellung	expozice	ausstellingen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
expozice	belichtung	expozice	belichtung	N;NOM;FEM;SG;POS	N;SG
pozemní	erdgeschoss	pozemní	erdschießen	ADJ;NOM;MASC;SG;POS	ADJ
komunita	gemeinde	komunita	gemeinde	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
zákaz	verbote	zákaz	verbieten	N;INAN;NOM;MASC;SG;POS	N
souhlas	zustimmung	souhlas	zustimmung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
souhlas	zustimmung	souhlas	zustimmung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
současná	aktuell	současný	aktuell	ADJ;NOM;FEM;SG;POS	ADJ
současná	aktuellen	současný	aktuell	ADJ;NOM;FEM;SG;POS	ADJ
současná	aktueller	současný	aktuell	ADJ;NOM;FEM;SG;POS	ADJ
současná	aktuelles	současný	aktuell	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
současná	zeitgemäße	současný	zeitgemäß	ADJ;NOM;FEM;SG;POS	ADJ;NOM
současná	zeitgemäß	současný	zeitgemäß	ADJ;NOM;FEM;SG;POS	ADJ
trest	todesstrafe	trest	todesstraf	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
trest	bestrafung	trest	bestrafung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
souborů	akten	soubor	akt	N;INAN;GEN;MASC;PL;POS	N
příspěvky	schenkungen	příspěvek	schenkehen	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL
minimální	minimaler	minimální	minimal	ADJ;NOM;MASC;SG;POS	ADJ
minimální	minimal	minimální	minimal	ADJ;NOM;MASC;SG;POS	ADJ
minimální	minimalen	minimální	minimal	ADJ;NOM;MASC;SG;POS	ADJ
silný	stark	silný	stark	ADJ;INAN;NOM;MASC;SG;POS	ADJ
pokračovat	weitermachen	pokračovat	weitermachen	V;IPFV;POS;NFIN	V;NFIN
pokračovat	fortfahren	pokračovat	fortfahren	V;IPFV;POS;NFIN	V;NFIN
pokračovat	fortsetzen	pokračovat	fortsetzen	V;IPFV;POS;NFIN	V;NFIN
objem	menge	objem	mengen	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
snaha	aufwand	snaha	aufwinden	N;NOM;FEM;SG;POS	N
kvality	qualität	kvalita	qualität	N;NOM;FEM;PL;POS	N
ženatý	verheiratet	ženatý	verheiraten	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;V.PTCP
zvířata	tiere	zvíře	tier	N;NOM;NEUT;PL;POS	N;NOM;NEUT;PL
zachování	erhaltung	zachování	erhaltung	N;NOM;NEUT;SG;POS	N;SG
zachování	konservierung	zachování	konservierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zachování	erhaltung	zachování	erhaltung	N;NOM;NEUT;SG;POS	N;SG
zachování	konservierung	zachování	konservierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zachování	erhaltung	zachování	erhaltung	N;NOM;NEUT;SG;POS	N;SG
zachování	konservierung	zachování	konservierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
obchody	läden	obchod	laden	N;INAN;NOM;MASC;PL;POS	N;PL
obchody	läden	obchod	laden	N;INAN;NOM;MASC;PL;POS	N;PL
bezpečnostní	sicherheits	bezpečnostní	sicherheits	ADJ;NOM;MASC;SG;POS	ADJ
bezpečnostní	sicherheitspolitik	bezpečnostní	sicherheitspolitik	ADJ;NOM;MASC;SG;POS	ADJ
navštívil	besucht	navštívit	besuchen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
navštívil	besichtigt	navštívit	besichtigen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
navštívil	besuchte	navštívit	besuchen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
ženská	weiblich	ženský	weiblich	ADJ;NOM;FEM;SG;POS	ADJ
média	medien	médium	medeinen	N;NOM;NEUT;PL;POS	N;NOM;NEUT;PL
epizody	episoden	epizoda	episod	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
odpověď	erwiderung	odpověď	Erwiderung	N;NOM;FEM;SG;POS	N;FEM;SG
prodloužení	erweiterung	prodloužení	Erweiterung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
prodloužení	ausweitung	prodloužení	ausweitung	N;NOM;NEUT;SG;POS	N;FEM;SG
prodloužení	ausdehnung	prodloužení	ausdehnung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
prodloužení	ausbau	prodloužení	ausbau	N;NOM;NEUT;SG;POS	N
prodloužení	erweiterung	prodloužení	Erweiterung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
formální	formell	formální	formell	ADJ;NOM;MASC;SG;POS	ADJ
formální	formalen	formální	formal	ADJ;NOM;MASC;SG;POS	ADJ
formální	formal	formální	formal	ADJ;NOM;MASC;SG;POS	ADJ
odstranění	ausscheidung	odstranění	ausscheidung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
odstranění	eliminierung	odstranění	eliminierung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
odstranění	ausschaltung	odstranění	ausschaltung	N;NOM;NEUT;SG;POS	N;FEM;SG
odstranění	beseitigung	odstranění	Beseitigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
odstranění	endlagerung	odstranění	endlagerung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
odstranění	entsorgung	odstranění	Entsorgung	N;NOM;NEUT;SG;POS	N;NOM;SG
odstranění	beseitigung	odstranění	Beseitigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
odstranění	umzug	odstranění	umzugen	N;NOM;NEUT;SG;POS	N;SG
odstranění	beseitigung	odstranění	Beseitigung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vzal	nahm	vzít	nehmen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
digitální	digitales	digitální	digital	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
digitální	digital	digitální	digital	ADJ;NOM;MASC;SG;POS	ADJ
zařazení	einbindung	zařazení	einbindung	N;NOM;NEUT;SG;POS	N;FEM;SG
přímé	direkten	přímý	direkt	ADJ;NOM;MASC;SG;POS	ADJ
přímé	direkt	přímý	direkt	ADJ;NOM;MASC;SG;POS	ADJ
přímé	direkter	přímý	direkt	ADJ;NOM;MASC;SG;POS	ADJ
přímé	direktes	přímý	direkt	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
případy	fälle	případ	fallen	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
případy	fallbeispiele	případ	fallbeispiele	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
konečné	endgültig	konečný	endgültig	ADJ;NOM;NEUT;SG;POS	ADJ
konečné	endgültigen	konečný	endgültig	ADJ;NOM;NEUT;SG;POS	ADJ
konečné	letzte	konečný	letzt	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;FEM;SG
návrhy	entwürfe	návrh	entwürfen	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
naposledy	zuletzt	naposledy	zuletzt	ADV	ADV
soukromé	privater	soukromý	privat	ADJ;NOM;MASC;SG;POS	ADJ
soukromé	privat	soukromý	privat	ADJ;NOM;MASC;SG;POS	ADJ
okolní	umgebungstemperatur	okolní	umgebungstemperatur	ADJ;NOM;MASC;SG;POS	ADJ
okolní	atmosphäre	okolní	atmosphäre	ADJ;NOM;MASC;SG;POS	ADJ;NOM;SG
technika	technik	technika	technik	N;NOM;FEM;SG;POS	N;SG
technika	technik	technika	technik	N;NOM;FEM;SG;POS	N;SG
publikace	publikation	publikace	publikation	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
publikace	publikation	publikace	publikation	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
adresa	adresse	adresa	adresse	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
adresa	ansprache	adresa	ansprechen	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vypadá	aussieht	vypadat	aussehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vypadá	sieht	vypadat	sehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vypadá	aussehen	vypadat	aussehen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
vypadá	scheint	vypadat	scheinen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
švédský	schwedisch	švédský	schwedisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
švédský	schwedischen	švédský	schwedisch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM
větších	größer	velký	groß	ADJ;GEN;CMPR;MASC;PL;POS	ADJ
větších	grösser	velký	groß	ADJ;GEN;CMPR;MASC;PL;POS	ADJ
větších	größeren	velký	groß	ADJ;GEN;CMPR;MASC;PL;POS	ADJ
stěny	wände	stěna	wanden	N;NOM;FEM;PL;POS	N;NOM;PL
scény	szenen	scéna	szenen	N;NOM;FEM;PL;POS	N;NOM;PL
celostátní	nationaler	celostátní	national	ADJ;NOM;MASC;SG;POS	ADJ
celostátní	nationalen	celostátní	national	ADJ;NOM;MASC;SG;POS	ADJ;NOM
celostátní	national	celostátní	national	ADJ;NOM;MASC;SG;POS	ADJ
celostátní	bundesweit	celostátní	bundesweit	ADJ;NOM;MASC;SG;POS	ADJ
založený	basierend	založený	basierend	ADJ;INAN;NOM;MASC;SG;POS	ADJ
úspěšné	erfolgreich	úspěšný	erfolgreich	ADJ;NOM;NEUT;SG;POS	ADJ
úspěšné	erfolgreichen	úspěšný	erfolgreich	ADJ;NOM;NEUT;SG;POS	ADJ
následuje	folgt	následovat	folgen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
pracovala	gearbeitet	pracovat	arbeiten	V;IPFV;POS;PST;V.PTCP;ACT	V;V.PTCP
design	entwurf	design	entwerfen	N;INAN;NOM;MASC;SG;POS	N
design	gestaltung	design	gestaltung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
design	konstruktion	design	konstruktion	N;INAN;NOM;MASC;SG;POS	N;SG
design	design	design	design	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
vlivu	einfluß	vliv	einfluß	N;INAN;GEN;MASC;SG;POS	N
znamenalo	bedeutete	znamenat	bedeuten	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
znamenalo	meinte	znamenat	meinen	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
kratší	kürzer	krátký	kurz	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
kratší	kürzerer	krátký	kurz	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
uvedené	indiziert	uvedený	indizieren	ADJ;NOM;MASC;PL;POS	ADJ;V.PTCP
uvedené	angegebene	uvedený	angegeben	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
žádosti	applikationen	žádost	applikationen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
žádosti	anwendungen	žádost	anwendung	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
vstupu	eingang	vstup	eingehen	N;INAN;GEN;MASC;SG;POS	N;SG
