एक	一	एक	一	NUM	NUM
तस्वीर	画像	तस्वीर	画像	N;NOM;FEM;SG;3	N
तस्वीर	写真	तस्वीर	写真	N;NOM;FEM;SG;3	N
वाहनों	乗り物	वाहन	乗り物	N;ACC;MASC;PL;3	N
वाहनों	車両	वाहन	車両	N;ACC;MASC;PL;3	N
सच	トゥルー	सच	トゥルー	N;NOM;MASC;SG;3	N
सच	本当	सच	本当	N;NOM;MASC;SG;3	N
सच	真理	सच	真理	N;NOM;MASC;SG;3	N
पाउंड	ポンド	पाउंड	ポンド	N;NOM;MASC;SG;3	N
पाउंड	ポンド	पाउंड	ポンド	N;NOM;MASC;SG;3	N
प्राधिकरण	当局	प्राधिकरण	当局	N;NOM;MASC;SG;3	N
प्राधिकरण	権威	प्राधिकरण	権威	N;NOM;MASC;SG;3	N
प्राधिकरण	権限	प्राधिकरण	権限	N;NOM;MASC;SG;3	N
प्राधिकरण	職権	प्राधिकरण	職権	N;NOM;MASC;SG;3	N
कीट	昆虫	कीट	昆虫	N;NOM;MASC;SG;3	N
कीट	昆虫	कीट	昆虫	N;NOM;MASC;SG;3	N
गाना	歌曲	गाना	歌曲	N;NOM;MASC;SG;3	N
गाना	ソング	गाना	ソング	N;NOM;MASC;SG;3	N
धातुओं	金属	धातुा	金属	N;ACC;MASC;PL;3	N
वेतन	給料	वेतन	給料	N;NOM;MASC;SG;3	N
वेतन	俸給	वेतन	俸給	N;NOM;MASC;SG;3	N
वेतन	給与	वेतन	給与	N;NOM;MASC;SG;3	N
वाणिज्य	商業	वाणिज्य	商業	N;NOM;MASC;SG;3	N
उन्नति	振興	उन्नति	振興	N;NOM;FEM;SG;3	N
धूम्रपान	喫煙	धूम्रपान	喫煙	N;NOM;MASC;SG;3	N
ब्याज	利子	ब्याज	利子	N;NOM;MASC;SG;3	N
ब्याज	利息	ब्याज	利息	N;NOM;MASC;SG;3	N
लेखा	経理	लेखा	経理	N;NOM;MASC;SG;3	N
लेखा	会計	लेखा	会計	N;NOM;MASC;SG;3	N
दीवारों	グラフィティ	दीवार	グラフィティ	N;ACC;FEM;PL;3	N
दीवारों	落書き	दीवार	落書き	N;ACC;FEM;PL;3	N
ऊतक	ティッシュ	ऊतक	ティッシュ	N;NOM;MASC;SG;3	N
रात्रि	ナイト	रात्रि	ナイト	N;NOM;FEM;SG;3	N
बेस	塩基	बेस	塩基	N;NOM;MASC;SG;3	N
बेस	ベース	बेस	ベース	N;NOM;MASC;SG;3	N
बेस	ベース	बेस	ベース	N;NOM;MASC;SG;3	N
फलन	機能	फलन	機能	N;NOM;MASC;SG;3	N
फलन	関数	फलन	関数	N;NOM;MASC;SG;3	N
ऊष्मा	ヒート	ऊष्मा	ヒート	N;NOM;FEM;SG;3	N
कारों	カーズ	कार	カーズ	N;ACC;FEM;PL;3	N
रेस	人種	रेस	人種	N;NOM;MASC;SG;3	N
रेस	競走	रेस	競走	N;NOM;MASC;SG;3	N
रेस	レース	रेस	レース	N;NOM;MASC;SG;3	N
प्रोत्साहन	報奨	प्रोत्साहन	報奨	N;NOM;MASC;SG;3	N
प्रोत्साहन	インセンティブ	प्रोत्साहन	インセンティブ	N;NOM;MASC;SG;3	N
प्रोत्साहन	インセンティブ	प्रोत्साहन	インセンティブ	N;NOM;MASC;SG;3	N
टीमों	チーム	टीम	チーム	N;ACC;FEM;PL;3	N
मामला	ケース	मामला	ケース	N;NOM;MASC;SG;3	N
बनावट	テクスチャ	बनावट	テクスチャ	N;NOM;FEM;SG;3	N
बनावट	テクスチャ	बनावट	テクスチャ	N;NOM;FEM;SG;3	N
गायन	ボーカル	गायन	ボーカル	N;NOM;MASC;SG;3	N
आवेदन	アプリケーション	आवेदन	アプリケーション	N;NOM;MASC;SG;3	N
आवेदन	アプリケーション	आवेदन	アプリケーション	N;NOM;MASC;SG;3	N
विश्वविद्यालयों	大学	विश्वविद्यालय	大学	N;ACC;MASC;PL;3	N
विश्वविद्यालयों	大学	विश्वविद्यालय	大学	N;ACC;MASC;PL;3	N
गहन	深い	गहन	深い	ADJ;NOM	ADJ
टिकट	切符	टिकट	切符	N;NOM;MASC;SG;3	N
टिकट	チケット	टिकट	チケット	N;NOM;MASC;SG;3	N
टिकट	切符	टिकट	切符	N;NOM;MASC;SG;3	N
टिकट	チケット	टिकट	チケット	N;NOM;MASC;SG;3	N
राजशाही	君主	राजशाही	君主	N;NOM;MASC;SG;3	N
पैरों	フィート	पैर	フィート	N;ACC;MASC;PL;3	N
पैरों	両足	पैर	両足	N;ACC;MASC;PL;3	N
ब्लॉग	ブログ	ब्लॉग	ブログ	N;NOM;MASC;SG;3	N
ब्लॉग	ブログ	ब्लॉग	ブログ	N;NOM;MASC;SG;3	N
सड़कों	道路	सड़क	道路	N;ACC;FEM;PL;3	N
जाल	ネット	जाल	ネット	N;NOM;MASC;SG;3	N
जाल	メッシュ	जाल	メッシュ	N;NOM;MASC;SG;3	N
मिलान	マッチ	मिलान	マッチ	N;NOM;MASC;SG;3	N
मिलान	マッチング	मिलान	マッチング	N;NOM;MASC;SG;3	N
मिलान	マッチ	मिलान	マッチ	N;NOM;MASC;SG;3	N
प्रावधान	条項	प्रावधान	条項	N;NOM;MASC;SG;3	N
प्रावधान	条文	प्रावधान	条文	N;NOM;MASC;SG;3	N
प्रावधान	条文	प्रावधान	条文	N;NOM;MASC;SG;3	N
सदस्यता	会員	सदस्यता	会員	N;NOM;FEM;SG;3	N
रिकार्ड	レコード	रिकार्ड	レコード	N;NOM;MASC;SG;3	N
सापेक्ष	相対	सापेक्ष	相対	N;NOM;MASC;SG;3	N
सापेक्ष	親戚	सापेक्ष	親戚	N;NOM;MASC;SG;3	N
आग्रह	リクエスト	आग्रह	リクエスト	N;NOM;MASC;SG;3	N
कारोबार	営業	कारोबार	営業	N;NOM;MASC;SG;3	N
कारोबार	事業	कारोबार	事業	N;NOM;MASC;SG;3	N
कारोबार	ビジネス	कारोबार	ビジネス	N;NOM;MASC;SG;3	N
रिंग	リング	रिंग	リング	N;NOM;FEM;SG;3	N
रिंग	指輪	रिंग	指輪	N;NOM;FEM;SG;3	N
ऑपरेशन	作戦	ऑपरेशन	作戦	N;NOM;MASC;SG;3	N
ऑपरेशन	オペレーション	ऑपरेशन	オペレーション	N;NOM;MASC;SG;3	N
छूट	割引	छूट	割引	N;NOM;FEM;SG;3	N
छूट	ディスカウント	छूट	ディスカウント	N;NOM;FEM;SG;3	N
छूट	割引	छूट	割引	N;NOM;FEM;SG;3	N
छूट	ディスカウント	छूट	ディスカウント	N;NOM;FEM;SG;3	N
अमीर	金持ち	अमीर	金持ち	N;NOM;MASC;SG;3	N
अमीर	リッチ	अमीर	リッチ	N;NOM;MASC;SG;3	N
समतल	フラット	समतल	フラット	N;NOM;MASC;SG;3	N
समतल	飛行機	समतल	飛行機	N;NOM;MASC;SG;3	N
बस्ती	タウン	बस्ती	タウン	N;NOM;FEM;SG;3	N
स्वर्ग	天国	स्वर्ग	天国	N;NOM;MASC;SG;3	N
स्वर्ग	パラダイス	स्वर्ग	パラダイス	N;NOM;MASC;SG;3	N
स्वर्ग	楽園	स्वर्ग	楽園	N;NOM;MASC;SG;3	N
प्रोटोकॉल	議定	प्रोटोकॉल	議定	N;NOM;MASC;SG;3	N
प्रोटोकॉल	プロトコル	प्रोटोकॉल	プロトコル	N;NOM;MASC;SG;3	N
प्रोटोकॉल	プロトコル	प्रोटोकॉल	プロトコル	N;NOM;MASC;SG;3	N
व्यय	費用	व्यय	費用	N;NOM;MASC;SG;3	N
व्यय	経費	व्यय	経費	N;NOM;MASC;SG;3	N
गणतंत्र	共和制	गणतंत्र	共和制	N;NOM;MASC;SG;3	N
गणतंत्र	共和国	गणतंत्र	共和国	N;NOM;MASC;SG;3	N
मतभेद	差分	मतभेद	差分	N;NOM;MASC;PL;3	N
डाक	郵便	डाक	郵便	N;NOM;FEM;SG;3	N
डाक	メール	डाक	メール	N;NOM;FEM;SG;3	N
प्रतिद्वंद्वी	相手	प्रतिद्वंद्वी	相手	N;NOM;MASC;SG;3	N
प्रतिद्वंद्वी	相手	प्रतिद्वंद्वी	相手	N;NOM;MASC;SG;3	N
तरंग	リップル	तरंग	リップル	N;NOM;FEM;SG;3	N
तरंग	波動	तरंग	波動	N;NOM;FEM;SG;3	N
तरंग	ウェーブ	तरंग	ウェーブ	N;NOM;FEM;SG;3	N
अंतराल	間隔	अंतराल	間隔	N;NOM;MASC;SG;3	N
अंतराल	音程	अंतराल	音程	N;NOM;MASC;SG;3	N
अंतराल	インターバル	अंतराल	インターバル	N;NOM;MASC;SG;3	N
अंतराल	区間	अंतराल	区間	N;NOM;MASC;SG;3	N
चित्रकला	絵画	चित्रकला	絵画	N;NOM;FEM;SG;3	N
पहलुओं	側面	पहलू	側面	N;ACC;MASC;PL;3	N
गेट	ゲート	गेट	ゲート	N;NOM;MASC;SG;3	N
चैंपियनशिप	チャンピオンシップ	चैंपियनशिप	チャンピオンシップ	N;NOM;FEM;SG;3	N
चैंपियनशिप	選手権	चैंपियनशिप	選手権	N;NOM;FEM;SG;3	N
संतान	子孫	संतान	子孫	N;NOM;FEM;SG;3	N
जर्नल	ジャーナル	जर्नल	ジャーナル	N;NOM;MASC;SG;3	N
जर्नल	日記	जर्नल	日記	N;NOM;MASC;SG;3	N
भाप	スチーム	भाप	スチーム	N;NOM;FEM;SG;3	N
भाप	蒸気	भाप	蒸気	N;NOM;FEM;SG;3	N
गलती	エラー	गलती	エラー	N;NOM;FEM;SG;3	N
गलती	間違い	गलती	間違い	N;NOM;FEM;SG;3	N
चेक	小切手	चेक	小切手	N;NOM;MASC;SG;3	N
राग	メロディ	राग	メロディ	N;NOM;MASC;SG;3	N
राग	メロディー	राग	メロディー	N;NOM;MASC;SG;3	N
सम्प्रदाय	セクト	सम्प्रदाय	セクト	N;NOM;MASC;SG;3	N
ख्याति	名声	ख्याति	名声	N;NOM;FEM;SG;3	N
संकल्प	解像	संकल्प	解像	N;NOM;MASC;SG;3	N
बादशाह	国王	बादशाह	国王	N;NOM;MASC;SG;3	N
बादशाह	キング	बादशाह	キング	N;NOM;MASC;SG;3	N
मुखपृष्ठ	自宅	मुखपृष्ठ	自宅	N;NOM;MASC;SG;3	N
मुखपृष्ठ	ホーム	मुखपृष्ठ	ホーム	N;NOM;MASC;SG;3	N
प्रस्तुति	プレゼン	प्रस्तुति	プレゼン	N;NOM;FEM;SG;3	N
प्रस्तुति	プレゼンテーション	प्रस्तुति	プレゼンテーション	N;NOM;FEM;SG;3	N
खतरनाक	危険	खतरनाक	危険	ADJ	ADJ
त्यौहार	フェスティバル	त्यौहार	フェスティバル	N;NOM;MASC;SG;3	N
त्यौहार	祭事	त्यौहार	祭事	N;NOM;MASC;SG;3	N
त्यौहार	祭り	त्यौहार	祭り	N;NOM;MASC;SG;3	N
त्यौहार	お	त्यौहार	お	N;NOM;MASC;SG;3	N
त्यौहार	祭事	त्यौहार	祭事	N;NOM;MASC;SG;3	N
त्यौहार	祭り	त्यौहार	祭り	N;NOM;MASC;SG;3	N
परिमाण	等級	परिमाण	等級	N;NOM;MASC;SG;3	N
परिमाण	パラメータ	परिमाण	パラメータ	N;NOM;MASC;SG;3	N
परिमाण	パラメーター	परिमाण	パラメーター	N;NOM;MASC;SG;3	N
माँग	需要	माँग	需要	N;NOM;FEM;SG;3	N
महारानी	女王	महारानी	女王	N;NOM;FEM;SG;3	N
निरीक्षण	検査	निरीक्षण	検査	N;NOM;MASC;SG;3	N
निरीक्षण	検問	निरीक्षण	検問	N;NOM;MASC;SG;3	N
जिम्मेदारी	責任	जिम्मेदारी	責任	N;NOM;FEM;SG;3	N
जिम्मेदारी	責務	जिम्मेदारी	責務	N;NOM;FEM;SG;3	N
रंगमंच	演劇	रंगमंच	演劇	N;NOM;MASC;SG;3	N
रंगमंच	劇場	रंगमंच	劇場	N;NOM;MASC;SG;3	N
त्रुटि	エラー	त्रुटि	エラー	N;NOM;MASC;SG;3	N
त्रुटि	エラー	त्रुटि	エラー	N;NOM;MASC;SG;3	N
ऊँची	高い	ऊँचा	高い	ADJ;NOM;FEM;SG	ADJ
ज्यामिति	ジオメトリ	ज्यामिति	ジオメトリ	N;NOM;FEM;SG;3	N
ज्यामिति	図形	ज्यामिति	図形	N;NOM;FEM;SG;3	N
तलाश	シーク	तलाश	シーク	N;NOM;FEM;SG;3	N
बेटा	ベータ	बेटा	ベータ	N;NOM;MASC;SG;3	N
बेटा	息子	बेटा	息子	N;NOM;MASC;SG;3	N
क्रिस्टल	結晶	क्रिस्टल	結晶	N;NOM;MASC;SG;3	N
क्रिस्टल	クリスタル	क्रिस्टल	クリスタル	N;NOM;MASC;SG;3	N
पड़ोसी	隣人	पड़ोसी	隣人	N;NOM;MASC;SG;3	N
पड़ोसी	近所	पड़ोसी	近所	N;NOM;MASC;SG;3	N
पड़ोसी	隣人	पड़ोसी	隣人	N;NOM;MASC;SG;3	N
पड़ोसी	近所	पड़ोसी	近所	N;NOM;MASC;SG;3	N
भ्रम	幻想	भ्रम	幻想	N;NOM;MASC;SG;3	N
भ्रम	イリュージョン	भ्रम	イリュージョン	N;NOM;MASC;SG;3	N
भ्रम	錯覚	भ्रम	錯覚	N;NOM;MASC;SG;3	N
राजनेता	政治家	राजनेता	政治家	N;NOM;MASC;PL;3	N
राजनेता	政治家	राजनेता	政治家	N;NOM;MASC;PL;3	N
भिन्नता	差分	भिन्नता	差分	N;NOM;FEM;SG;3	N
सारणी	テーブル	सारणी	テーブル	N;NOM;FEM;SG;3	N
नाभिकीय	原子力	नाभिकीय	原子力	N;NOM;MASC	N
लिखना	執筆	लिख	執筆	V;MASC;NFIN;ACT	V
लिखना	書き込み	लिख	書き込み	V;MASC;NFIN;ACT	V
पाप	シン	पाप	シン	N;NOM;MASC;SG;3	N
खेत	農場	खेत	農場	N;NOM;MASC;SG;3	N
खेत	ファーム	खेत	ファーム	N;NOM;MASC;SG;3	N
दर्शक	ビューア	दर्शक	ビューア	N;NOM;MASC;PL;3	N
दर्शक	観客	दर्शक	観客	N;NOM;MASC;PL;3	N
दर्शक	オーディエンス	दर्शक	オーディエンス	N;NOM;MASC;PL;3	N
बैटरी	電池	बैटरी	電池	N;NOM;FEM;SG;3	N
बैटरी	バッテリー	बैटरी	バッテリー	N;NOM;FEM;SG;3	N
बैटरी	バッテリ	बैटरी	バッテリ	N;NOM;FEM;SG;3	N
बैटरी	電池	बैटरी	電池	N;NOM;FEM;SG;3	N
कहानियाँ	記事	कहानी	記事	N;NOM;FEM;PL;3	N
कहानियाँ	ストーリー	कहानी	ストーリー	N;NOM;FEM;PL;3	N
सुविधाएं	施設	सुविधा	施設	N;NOM;FEM;PL;3	N
सुविधाएं	設備	सुविधा	設備	N;NOM;FEM;PL;3	N
सम्पर्क	コンタクト	संपर्क	コンタクト	N;NOM;MASC;SG;3	N
दृश्यों	シーン	दृश्य	シーン	N;ACC;MASC;PL;3	N
दृश्यों	場面	दृश्य	場面	N;ACC;MASC;PL;3	N
कार्यवाही	審理	कार्यवाही	審理	N;NOM;FEM;SG;3	N
आतंकवाद	テロリズム	आतंकवाद	テロリズム	N;NOM;MASC;SG;3	N
आतंकवाद	テロ	आतंकवाद	テロ	N;NOM;MASC;SG;3	N
परिस्थिति	状況	परिस्थिति	状況	N;NOM;FEM;SG;3	N
परिस्थिति	シチュエーション	परिस्थिति	シチュエーション	N;NOM;FEM;SG;3	N
परिस्थिति	状況	परिस्थिति	状況	N;NOM;FEM;SG;3	N
लोकतंत्र	民主主義	लोकतंत्र	民主主義	N;NOM;MASC;SG;3	N
उपलब्धि	功績	उपलब्धि	功績	N;NOM;FEM;SG;3	N
उपलब्धि	事績	उपलब्धि	事績	N;NOM;FEM;SG;3	N
उपलब्धि	実績	उपलब्धि	実績	N;NOM;FEM;SG;3	N
क्लिक	クリック	क्लिक	クリック	N;NOM;MASC;SG;3	N
क्लिक	クリック	क्लिक	クリック	N;NOM;MASC;SG;3	N
लेबल	ラベル	लेबल	ラベル	N;NOM;MASC;SG;3	N
लेबल	ラベル	लेबल	ラベル	N;NOM;MASC;SG;3	N
अकाल	飢饉	अकाल	飢饉	N;NOM;MASC;SG;3	N
फैशन	ファッション	फैशन	ファッション	N;NOM;MASC;SG;3	N
पैलेस	宮殿	पैलेस	宮殿	N;NOM;MASC;SG;3	N
नीला	青い	नीला	青い	ADJ;NOM;MASC;SG	ADJ
पोर्ट	港湾	पोर्ट	港湾	N;NOM;MASC;SG;3	N
पोर्ट	ポート	पोर्ट	ポート	N;NOM;MASC;SG;3	N
पोर्ट	ポート	पोर्ट	ポート	N;NOM;MASC;SG;3	N
विधेयक	ビル	विधेयक	ビル	N;NOM;MASC;SG;3	N
स्टील	スチール	स्टील	スチール	N;NOM;FEM;SG;3	N
स्टील	鋼鉄	स्टील	鋼鉄	N;NOM;FEM;SG;3	N
एकड़	エーカー	एकड	エーカー	N;NOM;MASC;SG;3	N
एकड़	エーカー	एकड	エーカー	N;NOM;MASC;SG;3	N
अवयव	コンポーネント	अवयव	コンポーネント	N;NOM;MASC;SG;3	N
अवयव	要素	अवयव	要素	N;NOM;MASC;SG;3	N
अवयव	元素	अवयव	元素	N;NOM;MASC;SG;3	N
अवयव	エレメント	अवयव	エレメント	N;NOM;MASC;SG;3	N
आलेख	記事	आलेख	記事	N;NOM;MASC;SG;3	N
आलेख	冠詞	आलेख	冠詞	N;NOM;MASC;SG;3	N
आलेख	記事	आलेख	記事	N;NOM;MASC;SG;3	N
आलेख	冠詞	आलेख	冠詞	N;NOM;MASC;SG;3	N
आलेख	グラフ	आलेख	グラフ	N;NOM;MASC;SG;3	N
नली	ホース	नली	ホース	N;NOM;FEM;SG;3	N
पूर्वोत्तर	北東	पूर्वोत्तर	北東	N;NOM;MASC;SG;3	N
साक्ष्य	証拠	साक्ष्य	証拠	N;NOM;MASC;PL;3	N
कहाँ	どこ	कहाँ	どこ	PRO	PRO
आवरण	封筒	आवरण	封筒	N;NOM;MASC;SG;3	N
आवरण	表紙	आवरण	表紙	N;NOM;MASC;SG;3	N
आवरण	被覆	आवरण	被覆	N;NOM;MASC;SG;3	N
आवरण	カバー	आवरण	カバー	N;NOM;MASC;SG;3	N
निकला	派生	निकल	派生	V;PFV;MASC;SG;V.PTCP;ACT	V
आंकड़े	統計	आंकड़ा	統計	N;NOM;MASC;PL;3	N
आंकड़े	統計	आंकड़ा	統計	N;NOM;MASC;PL;3	N
आंकड़े	フィギュア	आंकड़ा	フィギュア	N;NOM;MASC;PL;3	N
एकीकरण	インテグレーション	एकीकरण	インテグレーション	N;NOM;MASC;SG;3	N
फोटो	フォト	फोटो	フォト	N;NOM;FEM;SG;3	N
फोटो	写真	फोटो	写真	N;NOM;FEM;SG;3	N
चोरी	盗難	चोरी	盗難	N;NOM;FEM;SG;3	N
चोरी	窃盗	चोरी	窃盗	N;NOM;FEM;SG;3	N
चोरी	窃盗	चोरी	窃盗	N;NOM;FEM;SG;3	N
सिंहासन	玉座	सिंहासन	玉座	N;NOM;MASC;SG;3	N
आचरण	挙動	आचरण	挙動	N;NOM;MASC;SG;3	N
क्लोराइड	塩素	क्लोराइड	塩素	N;NOM;MASC;SG;3	N
परिकल्पना	仮説	परिकल्पना	仮説	N;NOM;FEM;SG;3	N
बयान	ステートメント	बयान	ステートメント	N;NOM;MASC;SG;3	N
बयान	声明	बयान	声明	N;NOM;MASC;SG;3	N
एजेंट	エージェント	एजेंट	エージェント	N;NOM;MASC;SG;3	N
एजेंट	代理人	एजेंट	代理人	N;NOM;MASC;SG;3	N
श्रेणियाँ	ギルド	श्रेणी	ギルド	N;NOM;FEM;PL;3	N
श्रेणियाँ	カテゴリー	श्रेणी	カテゴリー	N;NOM;FEM;PL;3	N
श्रेणियाँ	カテゴリ	श्रेणी	カテゴリ	N;NOM;FEM;PL;3	N
आतंकवादी	テロリスト	आतंकवादी	テロリスト	N;NOM;MASC;PL;3	N
आतंकवादी	テロリスト	आतंकवादी	テロリスト	N;NOM;MASC;PL;3	N
साथियों	同僚	साथी	同僚	N;ACC;MASC;PL;3	N
पारस्परिक	相互	पारस्परिक	相互	N;NOM;MASC;SG;3	N
पारिस्थितिकी	エコロジー	पारिस्थितिकी	エコロジー	N;NOM;MASC;SG;3	N
पारिस्थितिकी	生態学	पारिस्थितिकी	生態学	N;NOM;MASC;SG;3	N
पौधा	プラント	पौधा	プラント	N;NOM;MASC;SG;3	N
पौधा	植物	पौधा	植物	N;NOM;MASC;SG;3	N
सिक्के	硬貨	सिक्का	硬貨	N;NOM;MASC;PL;3	N
सिक्के	コイン	सिक्का	コイン	N;NOM;MASC;PL;3	N
ट्यूब	チューブ	ट्यूब	チューブ	N;NOM;MASC;SG;3	N
अवलोकन	概要	अवलोकलन	概要	N;NOM;MASC;SG;3	N
नमूने	標本	नमूना	標本	N;NOM;MASC;PL;3	N
नमूने	サンプル	नमूना	サンプル	N;NOM;MASC;PL;3	N
बन्द	オフ	बंद	オフ		
एकदम	絶対	एकदम	絶対	ADV	ADV
फलों	フルーツ	फल	フルーツ	N;ACC;MASC;PL;3	N
फलों	果実	फल	果実	N;ACC;MASC;PL;3	N
फलों	果物	फल	果物	N;ACC;MASC;PL;3	N
वस्तुएँ	アイテム	वस्तु	アイテム	N;NOM;FEM;PL;3	N
वस्तुएँ	品物	वस्तु	品物	N;NOM;FEM;PL;3	N
वस्तुएँ	オブジェクト	वस्तु	オブジェクト	N;NOM;FEM;PL;3	N
शिकायत	クレーム	शिकायत	クレーム	N;NOM;FEM;SG;3	N
शिकायत	苦情	शिकायत	苦情	N;NOM;FEM;SG;3	N
शिकायत	苦情	शिकायत	苦情	N;NOM;FEM;SG;3	N
शिकायत	クレーム	शिकायत	クレーム	N;NOM;FEM;SG;3	N
सफाई	クリーニング	सफाई	クリーニング	N;NOM;FEM;SG;3	N
सफाई	洗浄	सफाई	洗浄	N;NOM;FEM;SG;3	N
टेलीविज़न	テレビ	टेलीविज़न	テレビ	N;NOM;MASC;SG;3	N
टेलीविज़न	テレビ	टेलीविज़न	テレビ	N;NOM;MASC;SG;3	N
विन्यास	セッティング	विन्यास	セッティング	N;NOM;MASC;SG;3	N
घड़ी	クロック	घड़ा	クロック	N;NOM;FEM;SG;3	N
घड़ी	時計	घड़ा	時計	N;NOM;FEM;SG;3	N
रोशनी	ライト	रोशनी	ライト	N;NOM;FEM;SG;3	N
रोशनी	ライト	रोशनी	ライト	N;NOM;FEM;SG;3	N
आलोचक	評論家	आलोचक	評論家	N;NOM;MASC;SG;3	N
आलोचक	批評家	आलोचक	批評家	N;NOM;MASC;SG;3	N
रखरखाव	メンテナンス	रखरखाव	メンテナンス	N;NOM;MASC;SG;3	N
वनों	フォレスト	वन	フォレスト	N;NOM;MASC;PL;3	N
वनों	森林	वन	森林	N;NOM;MASC;PL;3	N
वनों	森林	वन	森林	N;NOM;MASC;PL;3	N
कृतियाँ	傑作	कृति	傑作	N;NOM;FEM;PL;3	N
पीला	イエロー	पीला	イエロー	N;NOM;MASC;SG;3	N
पीला	黄色	पीला	黄色	N;NOM;MASC;SG;3	N
किलो	キロ	किलो	キロ	N;NOM;MASC;SG;3	N
कोयला	石炭	कोयला	石炭	N;NOM;MASC;SG;3	N
कोयला	木炭	कोयला	木炭	N;NOM;MASC;SG;3	N
पादप	プラント	पादप	プラント	N;NOM;MASC;SG;3	N
पादप	植物	पादप	植物	N;NOM;MASC;SG;3	N
उपयोगिता	効用	उपयोगिता	効用	N;NOM;FEM;SG;3	N
उपयोगिता	ユーティリティー	उपयोगिता	ユーティリティー	N;NOM;FEM;SG;3	N
उपयोगिता	ユーティリティ	उपयोगिता	ユーティリティ	N;NOM;FEM;SG;3	N
उपयोगिता	ユーザビリティ	उपयोगिता	ユーザビリティ	N;NOM;FEM;SG;3	N
प्रमेय	定理	प्रमेय	定理	N;NOM;MASC;SG;3	N
अनुसूचित	予定	अनुसूचित	予定	N;NOM;MASC;SG;3	N
पारी	イニング	पारी	イニング	N;NOM;FEM;SG;3	N
फंड	ファンド	फंड	ファンド	N;NOM;MASC;SG;3	N
निवेदन	リクエスト	निवेदन	リクエスト	N;NOM;MASC;SG;3	N
निवेदन	リクエスト	निवेदन	リクエスト	N;NOM;MASC;SG;3	N
अनुभाग	セクション	अनुभाग	セクション	N;NOM;MASC;SG;3	N
अनुभाग	セクション	अनुभाग	セクション	N;NOM;MASC;SG;3	N
मूलभूत	基本	मूलभूत	基本	N;NOM;MASC;SG;3	N
मूलभूत	ベーシック	मूलभूत	ベーシック	N;NOM;MASC;SG;3	N
विभागों	学科	विभाग	学科	N;ACC;MASC;PL;3	N
जिम	体育館	जिम	体育館	N;NOM;MASC;SG;3	N
जिम	ジム	जिम	ジム	N;NOM;MASC;SG;3	N
जिम	ジム	जिम	ジム	N;NOM;MASC;SG;3	N
कहानियां	記事	कहानी	記事	N;NOM;FEM;PL;3	N
कहानियां	ストーリー	कहानी	ストーリー	N;NOM;FEM;PL;3	N
पहुँचा	アクセス	पहुँच	アクセス	V;PFV;MASC;SG;V.PTCP;ACT	V
राहत	レリーフ	राहत	レリーフ	N;NOM;FEM;SG;3	N
रखें	キープ	रख	キープ	V;SBJV;PL;FIN;ACT	V
भंडार	ストレージ	भंडार	ストレージ	N;NOM;MASC;SG;3	N
गार्डन	庭園	गार्डन	庭園	N;NOM;MASC;SG;3	N
गीतकार	作詞	गीतकार	作詞	N;NOM;MASC;SG;3	N
कार्टून	カートゥーン	कार्टून	カートゥーン	N;NOM;MASC;SG;3	N
व्यंग्य	パロディ	व्यंग्य	パロディ	N;NOM;MASC;SG;3	N
ठंडा	冷たい	ठंडा	冷たい	ADJ;NOM;MASC;SG	ADJ
ठंडा	寒い	ठंडा	寒い	ADJ;NOM;MASC;SG	ADJ
इमारतें	建物	इमारत	建物	N;NOM;FEM;PL;3	N
इमारतें	建築物	इमारत	建築物	N;NOM;FEM;PL;3	N
प्रतिपादन	レンダリング	प्रतिपादन	レンダリング	N;NOM;MASC;SG;3	N
पन्ने	ページ	पन्ना	ページ	N;NOM;MASC;SG;3	N
एपिसोड	エピソード	एपिसोड	エピソード	N;NOM;MASC;SG;3	N
एपिसोड	エピソード	एपिसोड	エピソード	N;NOM;MASC;SG;3	N
डोमेन	ドメイン	डोमेन	ドメイン	N;NOM;MASC;SG;3	N
डोमेन	ドメイン	डोमेन	ドメイン	N;NOM;MASC;SG;3	N
मध्यकालीन	中世	मध्यकालीन	中世	N;NOM;MASC;SG;3	N
पसंदीदा	お気に入り	पसंदीदा	お気に入り	N;NOM;MASC;SG;3	N
पसंदीदा	お気に入り	पसंदीदा	お気に入り	N;NOM;MASC;SG;3	N
पसंदीदा	お気に入り	पसंदीदा	お気に入り	N;NOM;MASC;SG;3	N
अनुयायी	フォロワー	अनुयायी	フォロワー	N;NOM;MASC;PL;3	N
मुकदमा	公判	मुकदमा	公判	N;NOM;MASC;SG;3	N
मुकदमा	トライアル	मुकदमा	トライアル	N;NOM;MASC;SG;3	N
मुकदमा	審判	मुकदमा	審判	N;NOM;MASC;SG;3	N
उत्पादक	プロデューサー	उत्पादक	プロデューサー	N;NOM;MASC;SG;3	N
उत्पादक	製造	उत्पादक	製造	N;NOM;MASC;SG;3	N
उत्पादक	メーカー	उत्पादक	メーカー	N;NOM;MASC;SG;3	N
अभिलेख	書庫	अभिलेख	書庫	N;NOM;MASC;SG;3	N
अभिलेख	アーカイブ	अभिलेख	アーカイブ	N;NOM;MASC;SG;3	N
अभिलेख	アーカイブ	अभिलेख	アーカイブ	N;NOM;MASC;SG;3	N
कल	明日	कल	明日	N;NOM;MASC;SG;3	N
कल	昨日	कल	昨日	N;NOM;MASC;SG;3	N
नींद	睡眠	नींद	睡眠	N;NOM;FEM;SG;3	N
