cortinas	gardiner	cortina	gardin	N	N;INDF;MASC+FEM;PL
cazadores	jagt	cazador	jagt	N	N;INDF;MASC+FEM;SG
trataba	var	tratar	være	V	V;IND;PST;FIN;ACT
trataba	blev	tratar	blive	V	V;IND;PST;FIN;ACT
musulmáns	muslimerne	musulmáns	muslim	N	N;DEF;MASC+FEM;PL
musulmáns	muslimer	musulmáns	muslim	N	N;INDF;MASC+FEM;PL
barrios	kvarterer	barrio	kvarter	N	N;INDF;NEUT;PL
barrios	områder	barrio	område	N	N;INDF;NEUT;PL
barrios	arealer	barrio	areal	N	N;INDF;NEUT;PL
entendía	forstået	entender	forstå	V	V;INDF;SG;PST;V.PTCP
entendía	forstod	entender	forstå	V	V;IND;PST;FIN;ACT
entendía	forstår	entender	forstå	V	V;IND;PRS;FIN;ACT
entendía	forstå	entender	forstå	V	V;NFIN;ACT
entendía	forstået	entender	forstå	V	V;INDF;SG;PST;V.PTCP
bater	ramte	bater	ramme	V	V;IND;PST;FIN;ACT
bater	ramt	bater	ramme	V	V;INDF;SG;PST;V.PTCP
bater	slå	bater	slå	V	V;NFIN;ACT
perdoar	tilgiv	perdoar	tilgiv	V	V;IMP
manteñen	bevar	manter	bevare	V	V;IMP
existiu	eksisteret	existir	eksistere	V	V;INDF;SG;PST;V.PTCP
existiu	fandtes	existir	fande	V	V;IND;PRS;FIN;PASS
existiu	eksisterede	existir	eksistere	V	V;IND;PST;FIN;ACT
elemento	grundstof	elemento	grundstof	N	N;INDF;NEUT;SG
elemento	elementet	elemento	element	N	N;DEF;NEUT;SG
elemento	element	elemento	element	N	N;INDF;NEUT;SG
mecánico	mekaniker	mecánico	mekaniker	N	N;INDF;MASC+FEM;SG
desaparición	forsvinden	desaparición	forsvinde	N	N;DEF;MASC+FEM;SG
piden	spørg	pedir	spørge	V	V;IMP
durmimos	sover	durmir	sove	V	V;IND;PRS;FIN;ACT
durmimos	sove	durmir	sove	V	V;NFIN;ACT
durmimos	sov	durmir	sove	V	V;IND;PST;FIN;ACT
refire	mener	referir	mene	V	V;IND;PRS;FIN;ACT
espacial	hubble	espacial	hubble	N	N;INDF;MASC+FEM;SG
espacial	rummet	espacial	rum	N	N;DEF;NEUT;SG
espacial	mellemrum	espacial	mellemrum	N	N;INDF;NEUT;PL
espacial	plads	espacial	plads	N	N;INDF;MASC+FEM;SG
espacial	rumforskning	espacial	rumforskning	N	N;INDF;MASC+FEM;SG
espacial	rum	espacial	rum	N	N;INDF;NEUT;SG
estacións	årstider	estación	årstid	N	N;INDF;MASC+FEM;PL
estacións	sæsoner	estación	sæson	N	N;INDF;MASC+FEM;PL
estacións	stationer	estación	station	N	N;INDF;MASC+FEM;PL
estacións	stationerne	estación	station	N	N;DEF;MASC+FEM;PL
barra	bar	barra	bar	N	N;INDF;MASC+FEM;SG
barra	kilo	barra	kilo	N	N;INDF;NEUT;SG
rabaño	flok	rabaño	flok	N	N;INDF;MASC+FEM;SG
national	nationale	national	national	ADJ	ADJ;PL
national	landsdækkende	national	landsdækkende	ADJ	ADJ
osos	bamser	oso	bamse	N	N;INDF;MASC+FEM;PL
osos	bears	oso	bears	N	N;INDF;MASC+FEM;SG
osos	bjørne	oso	bjørne	N	N;INDF;NEUT;PL
sumidoiro	rendestenen	sumidoiro	rendesten	N	N;DEF;MASC+FEM;SG
diálogo	dialogen	diálogo	dialog	N	N;DEF;MASC+FEM;SG
diálogo	dialog	diálogo	dialog	N	N;INDF;MASC+FEM;SG
personalidade	personlighed	personalidade	personlighed	N	N;INDF;MASC+FEM;SG
sinceramente	virkelig	sinceramente	virkelig	ADV	ADV
perdidos	tabte	perdido	tabe	V	V;IND;PST;FIN;ACT
perdidos	mistede	perdido	miste	V	V;IND;PST;FIN;ACT
perdidos	tabt	perdido	tabe	V	V;INDF;SG;PST;V.PTCP
perdidos	mistet	perdido	miste	V	V;INDF;SG;PST;V.PTCP
bebendo	drukket	beber	drikke	V	V;INDF;SG;PST;V.PTCP
bebendo	drikker	beber	drikke	V	V;IND;PRS;FIN;ACT
bebendo	drikke	beber	drikke	V	V;NFIN;ACT
persecución	forfølgelsen	persecución	forfølgelse	N	N;DEF;MASC+FEM;SG
acusación	anklage	acusación	anklag	N	N;INDF;MASC+FEM;SG
acusación	beskyldning	acusación	beskyldning	N	N;INDF;MASC+FEM;SG
acusación	opkrævning	acusación	opkrævning	N	N;INDF;MASC+FEM;SG
acusación	ladning	acusación	ladning	N	N;INDF;MASC+FEM;SG
acusación	afgift	acusación	afgift	N	N;INDF;MASC+FEM;SG
acusación	opladning	acusación	opladning	N	N;INDF;MASC+FEM;SG
vivido	boet	vivido	bo	V	V;INDF;SG;PST;V.PTCP
vivido	boede	vivido	bo	V	V;IND;PST;FIN;ACT
vivido	levede	vivido	leve	V	V;IND;PST;FIN;ACT
vivido	levet	vivido	leve	V	V;INDF;SG;PST;V.PTCP
lanzamento	dråbe	lanzamento	dråbe	N	N;INDF;MASC+FEM;SG
recorda	husk	recordar	husk	V	V;IMP
clásico	klassisk	clásico	klassisk	ADJ	ADJ;INDF;SG
clásico	klassisk	clásico	klassisk	ADJ	ADJ;INDF;SG
clásico	klassiske	clásico	klassisk	ADJ	ADJ;PL
armado	væbnet	armar	væbne	N	N;DEF;NEUT;SG
mobles	møbel	moble	møbel	N	N;INDF;NEUT;SG
mobles	møbler	moble	møbel	N	N;INDF;NEUT;PL
mobles	inventar	moble	inventar	N	N;INDF;NEUT;SG
negociar	forhandle	negociar	forhandle	V	V;NFIN;ACT
xestos	gestus	xesto	gestus	N	N;INDF;MASC+FEM;SG
disturbios	uroligheder	disturbio	urolighed	N	N;INDF;MASC+FEM;PL
disturbios	optøjerne	disturbio	optøjer	N	N;DEF;MASC+FEM;PL
disturbios	optøjer	disturbio	optøje	N	N;INDF;MASC+FEM;PL
intelectual	intellektuelle	intelectual	intellektuel	ADJ	ADJ;PL
intelectual	intellektuel	intelectual	intellektuel	ADJ	ADJ;INDF;MASC+FEM;SG
averiguar	finde	averiguar	finde	V	V;NFIN;ACT
averiguar	find	averiguar	find	V	V;IMP
averiguar	finder	averiguar	finde	V	V;IND;PRS;FIN;ACT
presencia	forekomst	presencia	forekomst	N	N;INDF;MASC+FEM;SG
presencia	nærvær	presencia	nærvær	N	N;INDF;MASC+FEM;SG
presencia	tilstedeværelse	presencia	tilstedeværelse	N	N;INDF;MASC+FEM;SG
presencia	nærværelse	presencia	nærværelse	N	N;INDF;MASC+FEM;SG
teríamos	ville	ter	ville	V	V;IND;PST;FIN;ACT
teríamos	har	ter	have	V	V;IND;PRS;FIN;ACT
teríamos	have	ter	have	V	V;NFIN;ACT
sospeita	mistanke	sospeita	mistanke	N	N;INDF;MASC+FEM;SG
sospeita	mistænksomhed	sospeita	mistænksomhed	N	N;INDF;MASC+FEM;SG
mestura	mix	mestura	milli	N	N;INDF;NEUT;SG
mestura	blanding	mestura	blanding	N	N;INDF;MASC+FEM;SG
mestura	blanding	mestura	blanding	N	N;INDF;MASC+FEM;SG
mañán	morgen	mañán	morgen	N	N;INDF;MASC+FEM;SG
mañán	formiddag	mañán	formiddag	N	N;INDF;MASC+FEM;SG
mañán	godmorgen	mañán	godmorgen	N	N;INDF;MASC+FEM;SG
mañán	imorgen	mañán	imorgen	N	N;DEF;MASC+FEM;SG
sintes	føl	sinte	føl	N	N;INDF;NEUT;SG
asentos	pladser	asento	plads	N	N;INDF;MASC+FEM;PL
asentos	sæder	asento	sæde	N	N;INDF;NEUT;PL
fondos	midler	fondo	middel	N	N;INDF;NEUT;PL
fondos	fonde	fondo	fonde	N	N;INDF;MASC+FEM;PL
fondos	pengemidler	fondo	pengemiddel	N	N;INDF;NEUT;PL
bicos	kys	bico	kys	N	N;INDF;NEUT;SG
príncipes	prinser	príncipe	prins	N	N;INDF;MASC+FEM;PL
eterna	evigt	eterno	evigt	N	N;INDF;NEUT;SG
elixido	valgt	elixir	vælge	V	V;INDF;SG;PST;V.PTCP
elixido	folkevalgte	elixir	folkevalge	V	V;PL;PST;V.PTCP
elixido	valgte	elixir	vælge	V	V;IND;PST;FIN;ACT
elixido	valgt	elixir	vælge	V	V;INDF;SG;PST;V.PTCP
elixido	udvalgt	elixir	udvælge	V	V;INDF;SG;PST;V.PTCP
elixido	valgte	elixir	vælge	V	V;IND;PST;FIN;ACT
socialismo	socialisme	socialismo	socialisme	N	N;INDF;MASC+FEM;SG
socialismo	socialismen	socialismo	socialisme	N	N;DEF;MASC+FEM;SG
traio	bring	traio	bring	V	V;IMP
traio	medbring	traio	medbring	V	V;IMP
mantemento	vedligeholdelse	mantemento	vedligeholdelse	N	N;INDF;MASC+FEM;SG
mantemento	opretholdelse	mantemento	opretholdelse	N	N;INDF;MASC+FEM;SG
privilexios	privilegium	privilexio	privilegium	N	N;INDF;NEUT;SG
privilexios	beføjelser	privilexio	beføjelse	N	N;INDF;MASC+FEM;PL
privilexios	privilegier	privilexio	privilegi	N	N;INDF;MASC+FEM;PL
sabíao	vidste	sabíao	vide	V	V;IND;PST;FIN;ACT
sabíao	kendte	sabíao	kende	V	V;IND;PST;FIN;ACT
molestar	genere	molestar	genere	V	V;NFIN;ACT
pases	tid	pase	tid	N	N;INDF;MASC+FEM;SG
pases	tidspunkt	pase	tidspunkt	N	N;INDF;NEUT;SG
pases	gang	pase	gang	N	N;INDF;MASC+FEM;SG
pases	klokkeslæt	pase	klokkeslæt	N	N;INDF;NEUT;SG
pases	tiden	pase	tid	N	N;DEF;MASC+FEM;SG
botes	bådene	bote	båd	N	N;DEF;MASC+FEM;PL
tivésemos	havde	tevésemo	have	V	V;IND;PST;FIN;ACT
tivésemos	haft	tevésemo	have	V	V;INDF;SG;PST;V.PTCP
algodón	bomuld	algodón	bomuld	N	N;INDF;MASC+FEM;SG
pazo	slot	pazo	slå	N	N;INDF;NEUT;SG
pazo	paladset	pazo	palads	N	N;DEF;NEUT;SG
pazo	palads	pazo	palads	N	N;INDF;NEUT;SG
pazo	palace	pazo	palace	N	N;INDF;MASC+FEM;SG
pazo	villa	pazo	villa	N	N;INDF;MASC+FEM;SG
pazo	villaen	pazo	villa	N	N;DEF;MASC+FEM;SG
volvería	ville	volver	ville	V	V;IND;PST;FIN;ACT
aturo	kan	aturo	kunne	V	V;IND;PRS;FIN;ACT
aturo	tage	aturo	tage	V	V;NFIN;ACT
aturo	tag	aturo	tage	V	V;IMP
aturo	stå	aturo	stå	V	V;NFIN;ACT
desexaría	ønsker	desexar	ønske	V	V;IND;PRS;FIN;ACT
aparta	få	apartir	få	V	V;NFIN;ACT
municións	ammunition	munición	ammunition	N	N;INDF;MASC+FEM;SG
municións	ammunition	munición	ammunition	N	N;INDF;MASC+FEM;SG
escocés	whiskey	escocés	whiskey	N	N;INDF;MASC+FEM;SG
escocés	scotch	escocés	scotch	N	N;INDF;NEUT;SG
escocés	whisky	escocés	whisky	N	N;INDF;MASC+FEM;SG
quite	tage	quite	tage	V	V;NFIN;ACT
quite	tag	quite	tage	V	V;IMP
descansa	hvile	descansa	hvile	V	V;NFIN;ACT
pedido	bestilling	peder	bestilling	N	N;INDF;MASC+FEM;SG
pedido	ordre	peder	ordre	N	N;INDF;MASC+FEM;SG
pedido	rækkefølge	peder	rækkefølg	N	N;INDF;MASC+FEM;SG
francesas	fransk	francesa	fransk	ADJ	ADJ;INDF;SG
francesas	franske	francesa	fransk	ADJ	ADJ;PL
perdes	taber	perde	tabe	V	V;IND;PRS;FIN;ACT
perdes	mister	perde	miste	V	V;IND;PRS;FIN;ACT
perdes	tabe	perde	tabe	V	V;NFIN;ACT
falaron	snakket	falar	snakke	V	V;INDF;SG;PST;V.PTCP
falaron	snakkede	falar	snakke	V	V;IND;PST;FIN;ACT
falaron	talte	falar	tale	V	V;IND;PST;FIN;ACT
servirá	vil	servir	ville	V	V;IND;PRS;FIN;ACT
digno	værdig	digno	værdig	ADJ	ADJ;INDF;MASC+FEM;SG
digno	værdigt	digno	værdig	ADJ	ADJ;INDF;NEUT;SG
digno	værdige	digno	værdig	ADJ	ADJ;PL
fama	berømmelse	facer	berømmelse	N	N;INDF;MASC+FEM;SG
canibalismo	kannibalisme	canibalismo	kannibalisme	N	N;INDF;MASC+FEM;SG
duras	hårde	duro	hård	ADJ	ADJ;PL
duras	svært	duro	svær	ADJ	ADJ;INDF;NEUT;SG
duras	hård	duro	hård	ADJ	ADJ;INDF;MASC+FEM;SG
duras	hårdt	duro	hård	ADJ	ADJ;INDF;NEUT;SG
duras	svær	duro	svær	ADJ	ADJ;INDF;MASC+FEM;SG
aceno	gestus	aceno	gestus	N	N;INDF;MASC+FEM;SG
trucos	kunster	truco	kunster	N	N;INDF;MASC+FEM;PL
trucos	tricks	truco	tricks	N	N;INDF;MASC+FEM;PL
alumnado	er	alumnado	være	V	V;IND;PRS;FIN;ACT
alumnado	studerende	alumnado	studere	V	V;PRS;V.PTCP
vera	vera	verar	vera	N	N;INDF;MASC+FEM;SG
bárbaros	barbarer	bárbaro	barbare	N	N;INDF;MASC+FEM;PL
bárbaros	barbarer	bárbaro	barbare	N	N;INDF;MASC+FEM;PL
entendín	forstået	entender	forstå	V	V;INDF;SG;PST;V.PTCP
entendín	forstod	entender	forstå	V	V;IND;PST;FIN;ACT
marines	marinekorpset	marine	marinekorps	N	N;DEF;NEUT;SG
marines	marinesoldater	marine	marinesoldat	N	N;INDF;MASC+FEM;PL
marines	marinesoldat	marine	marinesoldat	N	N;INDF;MASC+FEM;SG
marines	marine	marine	marine	N	N;INDF;MASC+FEM;SG
lucinda	lucinda	lucindar	lucinda	N	N;INDF;MASC+FEM;SG
cóidate	take	cóidate	take	N	N;INDF;NEUT;SG
cóidate	omsorg	cóidate	omsorg	N	N;INDF;MASC+FEM;SG
cóidate	pleje	cóidate	pleje	N	N;INDF;MASC+FEM;SG
cóidate	pasning	cóidate	pasning	N	N;INDF;MASC+FEM;SG
cóidate	care	cóidate	care	N	N;INDF;MASC+FEM;SG
armenia	armenien	armenia	armenie	N	N;DEF;MASC+FEM;SG
turista	turist	turista	turist	N	N;INDF;MASC+FEM;SG
alicia	alice	alicia	alice	N	N;INDF;MASC+FEM;SG
doutora	lægen	doutor	læge	N	N;DEF;MASC+FEM;SG
doutora	læge	doutor	læge	N	N;INDF;MASC+FEM;SG
doutora	doktor	doutor	doktor	N	N;INDF;MASC+FEM;SG
envioume	afsendt	envioume	afsende	V	V;INDF;SG;PST;V.PTCP
envioume	sendes	envioume	sende	V	V;IND;PRS;FIN;PASS
envioume	sendte	envioume	sende	V	V;IND;PST;FIN;ACT
envioume	sendt	envioume	sende	V	V;INDF;SG;PST;V.PTCP
conquistar	erobre	conquistar	erobre	V	V;NFIN;ACT
equipos	holdene	equipo	holde	N	N;DEF;MASC+FEM;PL
equipos	teams	equipo	teams	N	N;INDF;NEUT;PL
procede	kommer	proceder	komme	V	V;IND;PRS;FIN;ACT
vise	se	visir	se	V	V;NFIN;ACT
altar	alteret	altar	alteret	N	N;DEF;NEUT;SG
altar	alter	altar	alter	N	N;INDF;NEUT;SG
refírome	mener	refírome	mene	V	V;IND;PRS;FIN;ACT
debates	drøftelserne	debate	drøftelse	N	N;DEF;MASC+FEM;PL
debates	diskussioner	debate	diskussion	N	N;INDF;MASC+FEM;PL
debates	drøftelser	debate	drøftelse	N	N;INDF;MASC+FEM;PL
debates	diskussioner	debate	diskussion	N	N;INDF;MASC+FEM;PL
debates	forhandlinger	debate	forhandling	N	N;INDF;MASC+FEM;PL
debates	debatter	debate	debat	N	N;INDF;MASC+FEM;PL
debates	debatterne	debate	debat	N	N;DEF;MASC+FEM;PL
debates	debat	debate	debat	N	N;INDF;MASC+FEM;SG
redes	garn	rede	garn	N	N;INDF;NEUT;SG
redes	net	rede	ne	N	N;INDF;NEUT;SG
redes	nets	rede	nets	N	N;INDF;NEUT;SG
redes	redskaber	rede	redskab	N	N;INDF;NEUT;PL
redes	net	rede	ne	N	N;INDF;NEUT;SG
redes	netværker	rede	netværke	N	N;INDF;NEUT;PL
redes	datanet	rede	datan	N	N;INDF;NEUT;SG
redes	netværk	rede	netværk	N	N;INDF;NEUT;SG
investigadores	forskere	investigador	forsker	N	N;INDF;MASC+FEM;PL
investigadores	forskerne	investigador	forsker	N	N;DEF;MASC+FEM;PL
utilidade	brug	utilidade	brug	N	N;INDF;MASC+FEM;SG
utilidade	anvendelse	utilidade	anvendelse	N	N;INDF;MASC+FEM;SG
utilidade	nytteværdi	utilidade	nytteværdi	N	N;INDF;MASC+FEM;SG
crece	gror	crecer	gro	V	V;IND;PRS;FIN;ACT
crece	vokser	crecer	vokse	V	V;IND;PRS;FIN;ACT
entretemento	underholdning	entretemento	underholdning	N	N;INDF;MASC+FEM;SG
diapositiva	rutsjebane	diapositivo	rutsjebane	N	N;INDF;MASC+FEM;SG
diapositiva	skub	diapositivo	skub	N	N;INDF;NEUT;SG
decatei	indset	decatei	indse	V	V;INDF;SG;PST;V.PTCP
decatei	realiseret	decatei	realisere	V	V;INDF;SG;PST;V.PTCP
decatei	indså	decatei	indså	V	V;IND;PST;FIN;ACT
cometeu	forpligtet	cometar	forpligte	V	V;INDF;SG;PST;V.PTCP
cometeu	begået	cometar	begå	V	V;INDF;SG;PST;V.PTCP
cometeu	engageret	cometar	engagere	V	V;INDF;SG;PST;V.PTCP
cometeu	engagerede	cometar	engagere	V	V;PL;PST;V.PTCP
cometeu	forpligtede	cometar	forpligte	V	V;PL;PST;V.PTCP
cometeu	lavet	cometar	lave	V	V;INDF;SG;PST;V.PTCP
cometeu	foretaget	cometar	foretage	V	V;INDF;SG;PST;V.PTCP
favoritos	favorit	favorito	favorit	N	N;INDF;MASC+FEM;SG
favoritos	favoritter	favorito	favorit	N	N;INDF;MASC+FEM;PL
comparten	deler	compartir	dele	V	V;IND;PRS;FIN;ACT
musical	musikalske	musical	musikalsk	ADJ	ADJ;PL
detector	detektor	detector	detektor	N	N;INDF;MASC+FEM;SG
illado	isoleret	illar	isolere	V	V;INDF;SG;PST;V.PTCP
illado	isolerede	illar	isolere	V	V;PL;PST;V.PTCP
fundamental	fundamentale	fundamental	fundamentale	ADJ	ADJ;PL
fundamental	fundamental	fundamental	fundamental	ADJ	ADJ;INDF;MASC+FEM;SG
fundamental	grundlæggende	fundamental	grundlæggende	ADJ	ADJ
xuízos	domme	xuízo	dom	N	N;INDF;MASC+FEM;PL
xuízos	afprøvninger	xuízo	afprøvning	N	N;INDF;MASC+FEM;PL
xuízos	forsøg	xuízo	forsøg	N	N;INDF;NEUT;SG
xuízos	retssager	xuízo	retssag	N	N;INDF;MASC+FEM;PL
causas	årsager	causa	årsag	N	N;INDF;MASC+FEM;PL
causas	årsagerne	causa	årsag	N	N;DEF;MASC+FEM;PL
bate	slår	bate	slå	V	V;IND;PRS;FIN;ACT
substituír	erstat	substituír	erstat	V	V;IMP
substituír	erstatte	substituír	erstatte	V	V;NFIN;ACT
debuxo	tegning	debuxo	tegning	N	N;INDF;MASC+FEM;SG
debuxo	trækning	debuxo	trækning	N	N;INDF;MASC+FEM;SG
rostros	ansigterne	rostro	ansigt	N	N;DEF;NEUT;PL
rostros	ansigter	rostro	ansigt	N	N;INDF;NEUT;PL
rostros	ansigt	rostro	ansigt	N	N;INDF;NEUT;SG
rostros	ansigtet	rostro	ansigt	N	N;DEF;NEUT;SG
rostros	fjæs	rostro	fjæs	N	N;INDF;NEUT;SG
rostros	face	rostro	face	N	N;INDF;NEUT;SG
aula	værelse	aula	værelse	N	N;INDF;NEUT;SG
aula	stue	aula	stue	N	N;INDF;MASC+FEM;SG
aula	værelset	aula	værelse	N	N;DEF;NEUT;SG
aula	rum	aula	rum	N	N;INDF;NEUT;SG
aula	klasse	aula	klasse	N	N;INDF;MASC+FEM;SG
aula	klassen	aula	klasse	N	N;DEF;MASC+FEM;SG
manipulación	manipulation	manipulación	manipulation	N	N;INDF;MASC+FEM;SG
sentirse	føl	sentirse	føl	N	N;INDF;NEUT;SG
campá	klokke	campá	klokke	N	N;INDF;MASC+FEM;SG
corrupción	fordærv	corrupción	fordærv	N	N;INDF;NEUT;SG
corrupción	korruption	corrupción	korruption	N	N;INDF;MASC+FEM;SG
corrupción	bestikkelse	corrupción	bestikkelse	N	N;INDF;MASC+FEM;SG
entrando	indtaster	entrar	indtaste	V	V;IND;PRS;FIN;ACT
corvos	krager	corvo	krage	N	N;INDF;MASC+FEM;PL
corvos	ravens	corvo	rav	N	N;GEN;DEF;MASC+FEM;SG
prestar	betaler	prestar	betale	V	V;IND;PRS;FIN;ACT
prestar	betalende	prestar	betale	V	V;PRS;V.PTCP
prestar	betaler	prestar	betale	V	V;IND;PRS;FIN;ACT
prestar	betale	prestar	betale	V	V;NFIN;ACT
persoais	personlig	persoal	personlig	ADJ	ADJ;INDF;MASC+FEM;SG
persoais	personlige	persoal	personlig	ADJ	ADJ;PL
herdanza	kulturarv	herdanza	kulturarv	N	N;INDF;MASC+FEM;SG
herdanza	kulturarven	herdanza	kulturarv	N	N;DEF;MASC+FEM;SG
herdanza	arv	herdanza	arv	N	N;INDF;MASC+FEM;SG
herdanza	arven	herdanza	arv	N	N;DEF;MASC+FEM;SG
herdanza	arv	herdanza	arv	N	N;INDF;MASC+FEM;SG
defecto	default	defecto	default	N	N;INDF;MASC+FEM;SG
defecto	misligholdelse	defecto	misligholdelse	N	N;INDF;MASC+FEM;SG
defecto	standard	defecto	standard	N	N;INDF;MASC+FEM;SG
eléctrica	elektriske	eléctrico	elektrisk	ADJ	ADJ;PL
eléctrica	elektrisk	eléctrico	elektrisk	ADJ	ADJ;INDF;SG
prestado	låner	prestar	låne	V	V;IND;PRS;FIN;ACT
prestado	låne	prestar	lån	V	V;NFIN;ACT
prestado	lånte	prestar	lånt	V	V;IND;PST;FIN;ACT
prestado	lånt	prestar	lån	V	V;INDF;SG;PST;V.PTCP
interiores	inderste	interior	inderste	ADJ	ADJ;PL
interiores	indre	interior	indre	ADJ	ADJ
interiores	inder	interior	inder	ADJ	ADJ;INDF;MASC+FEM;SG
interiores	indvendig	interior	indvendig	ADJ	ADJ;INDF;MASC+FEM;SG
traxes	øst	traxe	øst	N	N;INDF
traxes	kjole	traxe	kjole	N	N;INDF;MASC+FEM;SG
traxes	dress	traxe	dress	N	N;INDF;MASC+FEM;SG
traxes	påklædning	traxe	påklædning	N	N;INDF;MASC+FEM;SG
traxes	dragter	traxe	dragte	N	N;INDF;MASC+FEM;PL
traxes	jakkesæt	traxe	jakkesæt	N	N;INDF;NEUT;SG
ancián	mennesket	ancián	menneske	N	N;DEF;NEUT;SG
ancián	mand	ancián	mand	N	N;INDF;MASC+FEM;SG
ancián	manden	ancián	mand	N	N;DEF;MASC+FEM;SG
infección	infektioner	infección	infektion	N	N;INDF;MASC+FEM;PL
infección	infektion	infección	infektion	N	N;INDF;MASC+FEM;SG
recente	nylige	recente	nylig	ADJ	ADJ;PL
recente	seneste	recente	sen	ADJ	ADJ;DEF;RL
italianos	italienske	italiano	italiensk	ADJ	ADJ;PL
italianos	italiensk	italiano	italiensk	ADJ	ADJ;INDF;SG
xeracións	generationers	xeración	generation	N	N;GEN;INDF;MASC+FEM;PL
xeracións	generationerne	xeración	generation	N	N;DEF;MASC+FEM;PL
xeracións	generationer	xeración	generation	N	N;INDF;MASC+FEM;PL
barreira	barrieren	barreira	barriere	N	N;DEF;MASC+FEM;SG
barreira	hindring	barreira	hindring	N	N;INDF;MASC+FEM;SG
barreira	barriere	barreira	barri	N	N;INDF;MASC+FEM;SG
ouviu	hørte	ouviu	høre	V	V;IND;PST;FIN;ACT
ouviu	hørt	ouviu	høre	V	V;INDF;SG;PST;V.PTCP
ouviu	hører	ouviu	høre	V	V;IND;PRS;FIN;ACT
ouviu	hørt	ouviu	høre	V	V;INDF;SG;PST;V.PTCP
ouviu	høre	ouviu	høre	V	V;NFIN;ACT
ido	væk	ido	væk	ADV	ADV
ido	borte	ido	borte	ADV	ADV
arruinar	ødelægge	arruinar	ødelægge	V	V;NFIN;ACT
concertos	koncerter	concerto	koncert	N	N;INDF;MASC+FEM;PL
virus	virusen	virus	virus	N	N;DEF;MASC+FEM;SG
virus	virus	virus	virus	N	N;INDF;MASC+FEM;SG
pulmóns	lunger	pulmón	lunge	N	N;INDF;MASC+FEM;PL
pulmóns	lungerne	pulmón	lunge	N	N;DEF;MASC+FEM;PL
fármacos	narko	fármaco	narko	N	N;INDF;MASC+FEM;SG
fármacos	narkotika	fármaco	narkotika	N	N;INDF;NEUT;SG
fármacos	stoffer	fármaco	stof	N	N;INDF;NEUT;PL
microbios	mikrober	microbio	mikrob	N	N;INDF;MASC+FEM;PL
prácticas	praksis	práctica	praksis	N	N;INDF;MASC+FEM;SG
prácticas	praksisser	práctica	praksisse	N	N;INDF;MASC+FEM;PL
prácticas	fremgangsmåder	práctica	fremgangsmåde	N	N;INDF;NEUT;PL
estudios	atelier	estudio	atelier	N	N;INDF;NEUT;SG
estudios	studierne	estudio	studium	N	N;DEF;NEUT;PL
axuden	hjælpe	axudar	hjælpe	V	V;NFIN;ACT
éramos	var	éramo	være	V	V;IND;PST;FIN;ACT
ondas	bølger	onda	bølge	N	N;INDF;MASC+FEM;PL
ondas	bølgerne	onda	bolger	N	N;DEF;MASC+FEM;PL
acabará	vil	acabar	ville	V	V;IND;PRS;FIN;ACT
ártico	arktisk	ártico	arktisk	ADJ	ADJ;INDF;SG
ártico	arktiske	ártico	arktisk	ADJ	ADJ;PL
mortas	død	morto	død	N	N;INDF;MASC+FEM;SG
tratei	prøvet	tratar	prøve	V	V;INDF;SG;PST;V.PTCP
tratei	forsøgt	tratar	forsøge	V	V;INDF;SG;PST;V.PTCP
tratei	forsøgte	tratar	forsøge	V	V;IND;PST;FIN;ACT
tratei	prøvede	tratar	prøve	V	V;IND;PST;FIN;ACT
camiñas	walking	camiña	walking	N	N;INDF;MASC+FEM;SG
camiñas	gåtur	camiña	gåtur	N	N;INDF;MASC+FEM;SG
entramos	gik	entrar	gå	V	V;IND;PST;FIN;ACT
rescate	redning	rescate	redning	N	N;INDF;MASC+FEM;SG
rescate	undsætning	rescate	undsætning	N	N;INDF;MASC+FEM;SG
rescate	rednings	rescate	redning	N	N;INDF;MASC+FEM;SG
rescate	redningsaktion	rescate	redningsaktion	N	N;INDF;MASC+FEM;SG
rescate	løsepenge	rescate	løsepenge	N	N;INDF;MASC+FEM;PL
rescate	løsesum	rescate	løsesum	N	N;INDF;MASC+FEM;SG
xerar	genererer	xerar	generere	V	V;IND;PRS;FIN;ACT
xerar	generere	xerar	generere	V	V;NFIN;ACT
racismo	racisme	racismo	racisme	N	N;INDF;MASC+FEM;SG
esposo	husbond	esposo	husbond	N	N;INDF;MASC+FEM;SG
esposo	ægtemand	esposo	ægtemand	N	N;INDF;MASC+FEM;SG
esposo	mand	esposo	mand	N	N;INDF;MASC+FEM;SG
xenético	genetiske	xenético	genetisk	ADJ	ADJ;PL
xenético	genetisk	xenético	genetisk	ADJ	ADJ;INDF;SG
tecidos	væv	tecido	væv	N	N;INDF;NEUT;SG
caeron	har	caer	have	V	V;IND;PRS;FIN;ACT
caeron	have	caer	have	V	V;NFIN;ACT
caeron	faldt	caer	falde	V	V;IND;PST;FIN;ACT
caeron	droppet	caer	droppe	V	V;INDF;SG;PST;V.PTCP
kilos	pund	kilo	pund	N	N;INDF;MASC+FEM;SG
kilos	kilo	kilo	kilo	N	N;INDF;NEUT;SG
kilos	kilo	kilo	kilo	N	N;INDF;NEUT;SG
aburrida	kede	aburrido	kede	ADJ	ADJ
aburrida	kedelig	aburrido	kedelig	ADJ	ADJ;INDF;MASC+FEM;SG
aburrida	kedeligt	aburrido	kedelig	ADJ	ADJ;INDF;NEUT;SG
aburrida	kedelige	aburrido	kedelig	ADJ	ADJ;PL
