από	從	από	從	ADP	ADP
ύμνος	聖歌	ύμνος	聖歌	N;NOM;MASC;SG	N
ύμνος	國歌	ύμνος	國歌	N;NOM;MASC;SG	N
κανάλια	頻道	κανάλιος	頻道	N;NOM;NEUT;PL	N
κανάλια	渠道	κανάλιος	渠道	N;NOM;NEUT;PL	N
κανάλια	運河	κανάλιος	運河	N;NOM;NEUT;PL	N
ορυκτά	礦	ορυκτά	礦	N;NOM;NEUT;PL	N
ορυκτά	礦物	ορυκτά	礦物	N;NOM;NEUT;PL	N
ορυκτά	礦	ορυκτά	礦	N;NOM;NEUT;PL	N
ορυκτά	礦	ορυκτά	礦	N;NOM;NEUT;PL	N
ορυκτά	礦物	ορυκτά	礦物	N;NOM;NEUT;PL	N
ορυκτά	礦	ορυκτά	礦	N;NOM;NEUT;PL	N
ιδιοκτησία	地產	ιδιοκτησία	地產	N;ACC;FEM;SG	N
ιδιοκτησία	屬性	ιδιοκτησία	屬性	N;ACC;FEM;SG	N
ιδιοκτησία	財產	ιδιοκτησία	財產	N;ACC;FEM;SG	N
ιδιοκτησία	物業	ιδιοκτησία	物業	N;ACC;FEM;SG	N
είσοδος	入場	είσοδος	入場	N;NOM;FEM;SG	N
είσοδος	入口	είσοδος	入口	N;NOM;FEM;SG	N
σχηματίζεται	形成	σχηματίζω	形成	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
αεροσκαφών	飛機	αεροσκαφή	飛機	N;GEN;NEUT;PL	N
χάρτες	地圖	χάρτης	地圖	N;NOM;MASC;PL	N
κυβερνήσεις	政府	κυβέρνηση	政府	N;NOM;FEM;PL	N
επαγγελματίας	專業	επαγγελματίας	專業	N;NOM;FEM;SG	N
αντίστασης	阻力	αντίσταση	阻力	N;GEN;FEM;SG	N
αντίστασης	電阻	αντίσταση	電阻	N;GEN;FEM;SG	N
κινητήρες	引擎	κινητήρας	引擎	N;NOM;MASC;PL	N
ίχνη	曲目	ίχνος	曲目	N;NOM;NEUT;PL	N
ίχνη	軌道	ίχνος	軌道	N;NOM;NEUT;PL	N
ίχνη	痕跡	ίχνος	痕跡	N;NOM;NEUT;PL	N
μηνών	月	μήνας	月	N;GEN;MASC;PL	N
μηνών	月份	μήνας	月份	N;GEN;MASC;PL	N
σπορ	體育	σπορ	體育	N	N
σπορ	運動	σπορ	運動	N	N
σπορ	體育	σπορ	體育	N	N
σπορ	運動	σπορ	運動	N	N
δημοσίευση	郵政	δημοσίευση	郵政	N;NOM;FEM;SG	N
ανακοίνωση	通訊	ανακοίνωση	通訊	N;NOM;FEM;SG	N
σκάφη	船隻	σκάφος	船隻	N;NOM;NEUT;PL	N
σκάφη	艇	σκάφος	艇	N;NOM;NEUT;PL	N
σκάφη	船隻	σκάφος	船隻	N;NOM;NEUT;PL	N
σκάφη	船舶	σκάφος	船舶	N;NOM;NEUT;PL	N
σκάφη	船隻	σκάφος	船隻	N;NOM;NEUT;PL	N
γνώσεις	知識	γνώση	知識	N;NOM;FEM;PL	N
άλμα	躍	άλμα	躍	N;NOM;NEUT;SG	N
άλμα	飛躍	άλμα	飛躍	N;NOM;NEUT;SG	N
άλμα	閏	άλμα	閏	N;NOM;NEUT;SG	N
δήλωση	宣言	δήλωση	宣言	N;ACC;FEM;SG	N
ξύλο	木	ξύλο	木	N;NOM;NEUT;SG	N
ξύλο	木材	ξύλο	木材	N;NOM;NEUT;SG	N
ξύλο	木頭	ξύλο	木頭	N;NOM;NEUT;SG	N
ανάγνωση	閱讀	ανάγνωση	閱讀	N;NOM;FEM;SG	N
ανάγνωση	閱讀	ανάγνωση	閱讀	N;NOM;FEM;SG	N
ανάγνωση	讀書	ανάγνωση	讀書	N;NOM;FEM;SG	N
θερμότητα	熱火	θερμότητα	熱火	N;NOM;FEM;SG	N
θερμότητα	熱力	θερμότητα	熱力	N;NOM;FEM;SG	N
θερμότητα	熱量	θερμότητα	熱量	N;NOM;FEM;SG	N
γερουσία	元老	γερουσία	元老	N;NOM;FEM;SG	N
εξελίχθηκε	進化	εκελίχνω	進化	V;PFV;IND;SG;3;PST;FIN;PASS	V
προσωπικού	人員	προσωπικό	人員	N;GEN;NEUT;SG	N
προσωπικού	人事	προσωπικό	人事	N;GEN;NEUT;SG	N
αργά	遲	αργά	遲	ADV	ADV
εκδήλωση	事件	εκδήλωση	事件	N;ACC;FEM;SG	N
εκδήλωση	活動	εκδήλωση	活動	N;ACC;FEM;SG	N
καθηγητές	教師	καθηγητής	教師	N;NOM;MASC;PL	N
τοπίο	風景	τοπίο	風景	N;NOM;NEUT;SG	N
τοπίο	風景	τοπίο	風景	N;NOM;NEUT;SG	N
τοπίο	景觀	τοπίο	景觀	N;NOM;NEUT;SG	N
κανόνας	細則	κανόνας	細則	N;NOM;MASC;SG	N
ιερός	神聖	ιερός	神聖	ADJ;NOM;MASC;SG	ADJ
όγκο	體積	όγκος	體積	N;ACC;MASC;SG	N
όγκο	音量	όγκος	音量	N;ACC;MASC;SG	N
κατάλληλη	合適	κατάλληλος	合適	ADJ;NOM;FEM;SG	ADJ
εξώφυλλο	封面	εξώφυλλο	封面	N;NOM;NEUT;SG	N
εξώφυλλο	掩護	εξώφυλλο	掩護	N;NOM;NEUT;SG	N
αδέλφια	兄妹	αδέρφι	兄妹	N;NOM;NEUT;PL	N
εύρος	山脈	εύρος	山脈	N;ACC;NEUT;SG	N
εύρος	範圍	εύρος	範圍	N;ACC;NEUT;SG	N
εύρος	射程	εύρος	射程	N;ACC;NEUT;SG	N
λατρεία	邪教	λατρεία	邪教	N;NOM;FEM;SG	N
λατρεία	禮拜	λατρεία	禮拜	N;NOM;FEM;SG	N
σύμβαση	合同	σύμβαση	合同	N;ACC;FEM;SG	N
σύμβαση	合約	σύμβαση	合約	N;ACC;FEM;SG	N
ορισμός	定義	ορισμός	定義	N;NOM;MASC;SG	N
πετρελαίου	油	πετρέλαιο	油	N;GEN;NEUT;SG	N
πετρελαίου	石油	πετρέλαιο	石油	N;GEN;NEUT;SG	N
πετρελαίου	機油	πετρέλαιο	機油	N;GEN;NEUT;SG	N
πετρελαίου	石油	πετρέλαιο	石油	N;GEN;NEUT;SG	N
ακρωτήριο	角	ακρωτήριο	角	N;NOM;NEUT;SG	N
μέτρησης	計量	μέτρηση	計量	N;GEN;FEM;SG	N
μέτρησης	量度	μέτρηση	量度	N;GEN;FEM;SG	N
μπάλα	球	μπάλα	球	N;NOM;FEM;SG	N
διαστήματα	間	διάστημα	間	N;NOM;NEUT;PL	N
επισκέπτες	遊客	επισκέπτης	遊客	N;NOM;MASC;PL	N
επισκέπτες	訪客	επισκέπτης	訪客	N;NOM;MASC;PL	N
επισκέπτες	賓	επισκέπτης	賓	N;NOM;MASC;PL	N
επισκέπτες	來賓	επισκέπτης	來賓	N;NOM;MASC;PL	N
επισκέπτες	客人	επισκέπτης	客人	N;NOM;MASC;PL	N
συσκευή	裝置	συσκευή	裝置	N;NOM;FEM;SG	N
συσκευή	儀器	συσκευή	儀器	N;NOM;FEM;SG	N
συσκευή	器械	συσκευή	器械	N;NOM;FEM;SG	N
απαιτήσεις	債權	απαίτηση	債權	N;NOM;FEM;PL	N
υδρογόνο	氫氣	υδρογόνο	氫氣	N;NOM;NEUT;SG	N
υδρογόνο	氫	υδρογόνο	氫	N;NOM;NEUT;SG	N
πρόποδες	山麓	πρόποδος	山麓	N;NOM;MASC;PL	N
κατάρρευση	折疊	κατάρρευση	折疊	N;ACC;FEM;SG	N
κατάρρευση	倒塌	κατάρρευση	倒塌	N;ACC;FEM;SG	N
κινείται	感動	κινώ	感動	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
επιχείρημα	論證	επιχείρημα	論證	N;NOM;NEUT;SG	N
επιχείρημα	論據	επιχείρημα	論據	N;NOM;NEUT;SG	N
επιχείρημα	論點	επιχείρημα	論點	N;NOM;NEUT;SG	N
τομέας	部門	τομέας	部門	N;NOM;MASC;SG	N
αστρονόμος	天文	αστρονόμος	天文	N;NOM;MASC;SG	N
επιχειρήματα	論證	επιχείρημα	論證	N;NOM;NEUT;PL	N
επιχειρήματα	參數	επιχείρημα	參數	N;NOM;NEUT;PL	N
επιχειρήματα	論點	επιχείρημα	論點	N;NOM;NEUT;PL	N
ανθολογία	詩選	ανθολογία	詩選	N;NOM;FEM;SG	N
φρουρά	衛兵	φρουρά	衛兵	N;ACC;FEM;SG	N
φρουρά	警衛	φρουρά	警衛	N;ACC;FEM;SG	N
φρουρά	守護	φρουρά	守護	N;ACC;FEM;SG	N
άγνωστα	未	άγνωστος	未	ADV	ADV;NEG
άγνωστα	不	άγνωστος	不	ADV	ADV;NEG
προσωπικότητες	人格	προσωπικότητα	人格	N;NOM;FEM;PL	N
όπλο	武器	όπλο	武器	N;NOM;NEUT;SG	N
όπλο	兵器	όπλο	兵器	N;NOM;NEUT;SG	N
όπλο	槍支	όπλο	槍支	N;NOM;NEUT;SG	N
όπλο	槍	όπλο	槍	N;NOM;NEUT;SG	N
όπλο	炮	όπλο	炮	N;NOM;NEUT;SG	N
γραμμένο	書寫	γραμμένος	書寫	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
γραμμένο	撰寫	γραμμένος	撰寫	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
πέτρα	石	πέτρο	石	N;NOM;FEM;SG	N
πέτρα	石頭	πέτρο	石頭	N;NOM;FEM;SG	N
πέτρα	岩	πέτρο	岩	N;NOM;FEM;SG	N
πέτρα	岩石	πέτρο	岩石	N;NOM;FEM;SG	N
πέτρα	石頭	πέτρο	石頭	N;NOM;FEM;SG	N
πέτρα	搖滾	πέτρο	搖滾	N;NOM;FEM;SG	N
κύκλους	圈	κύκλος	圈	N;ACC;MASC;PL	N
κύκλους	圈子	κύκλος	圈子	N;ACC;MASC;PL	N
κύκλους	圓圈	κύκλος	圓圈	N;ACC;MASC;PL	N
κύκλους	週期	κύκλος	週期	N;ACC;MASC;PL	N
φτάνοντας	抵達	φτάνω	抵達	V;IPFV;V.CVB;ACT	V
θείο	硫磺	θείο	硫磺	N;NOM;NEUT;SG	N
θείο	硫	θείο	硫	N;NOM;NEUT;SG	N
θείο	硫磺	θείο	硫磺	N;NOM;NEUT;SG	N
θείο	硫	θείο	硫	N;NOM;NEUT;SG	N
ανταλλαγή	貿易	ανταλλαγή	貿易	N;NOM;FEM;SG	N
ανταλλαγή	交流	ανταλλαγή	交流	N;NOM;FEM;SG	N
λέων	獅	λέος	獅	N;NOM;MASC;SG	N
λέων	獅子	λέος	獅子	N;NOM;MASC;SG	N
λέων	獅子	λέος	獅子	N;NOM;MASC;SG	N
καταστήματα	店鋪	κατάστημα	店鋪	N;NOM;NEUT;PL	N
καταστήματα	商店	κατάστημα	商店	N;NOM;NEUT;PL	N
παρατήρηση	觀測	παρατήρηση	觀測	N;ACC;FEM;SG	N
πρωταθλητή	冠軍	πρωταθλητής	冠軍	N;ACC;MASC;SG	N
πρωταθλητή	冠軍	πρωταθλητής	冠軍	N;ACC;MASC;SG	N
δευτερόλεπτα	秒	δευτερόλεπτο	秒	N;NOM;NEUT;PL	N
δευτερόλεπτα	秒數	δευτερόλεπτο	秒數	N;NOM;NEUT;PL	N
δομές	結構	δομή	結構	N;NOM;FEM;PL	N
ηχώ	回聲	ηχώ	回聲	N;NOM;FEM;SG	N
ηχώ	回響	ηχώ	回響	N;NOM;FEM;SG	N
ηχώ	回聲	ηχώ	回聲	N;NOM;FEM;SG	N
ηχώ	回音	ηχώ	回音	N;NOM;FEM;SG	N
αγώνισμα	事件	αγώνισμα	事件	N;NOM;NEUT;SG	N
αγώνισμα	活動	αγώνισμα	活動	N;NOM;NEUT;SG	N
απόσπασμα	引文	απόσπασμα	引文	N;NOM;NEUT;SG	N
απόσπασμα	節錄	απόσπασμα	節錄	N;NOM;NEUT;SG	N
απόσπασμα	支隊	απόσπασμα	支隊	N;NOM;NEUT;SG	N
απόσπασμα	班長	απόσπασμα	班長	N;NOM;NEUT;SG	N
απόσπασμα	小隊	απόσπασμα	小隊	N;NOM;NEUT;SG	N
αστέρια	星星	αστέριος	星星	N;NOM;NEUT;PL	N
αστέρια	明星	αστέριος	明星	N;NOM;NEUT;PL	N
αστέρια	星空	αστέριος	星空	N;NOM;NEUT;PL	N
αστέρια	星	αστέριος	星	N;NOM;NEUT;PL	N
αστέρια	恆星	αστέριος	恆星	N;NOM;NEUT;PL	N
δημοσιεύτηκε	出版	δημοσιεύω	出版	V;PFV;IND;SG;3;PST;FIN;PASS	V
δημοσιεύτηκε	發表	δημοσιεύω	發表	V;PFV;IND;SG;3;PST;FIN;PASS	V
συγγενείς	親屬	συγγένης	親屬	N;NOM;MASC;PL	N
συγγενείς	親戚	συγγένης	親戚	N;NOM;MASC;PL	N
διαταγή	秩序	διαταγή	秩序	N;ACC;FEM;SG	N
διαταγή	順序	διαταγή	順序	N;ACC;FEM;SG	N
περιορισμένη	受限	περιορίζω	受限	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
περιορισμένη	受限	περιορίζω	受限	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
μετακίνηση	動	μετακίνηση	動	N;ACC;FEM;SG	N
μετακίνηση	搬家	μετακίνηση	搬家	N;ACC;FEM;SG	N
μετακίνηση	運動	μετακίνηση	運動	N;ACC;FEM;SG	N
πω	說	λέγω	說	V;PFV;IND;SG;1;FIN;ACT	V
κύματα	海浪	κύμα	海浪	N;NOM;NEUT;PL	N
κύματα	波浪	κύμα	波浪	N;NOM;NEUT;PL	N
φύλλο	葉子	φύλλο	葉子	N;NOM;NEUT;SG	N
εφαρμόζεται	套用	εφαρμόζω	套用	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
εφαρμόζεται	適用	εφαρμόζω	適用	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
περιλαμβάνεται	包括	περιλαμβάνω	包括	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
οργανισμοί	生物	οργανισμός	生物	N;NOM;MASC;PL	N
επικράτεια	領地	επικράτεια	領地	N;NOM;FEM;SG	N
επικράτεια	領土	επικράτεια	領土	N;NOM;FEM;SG	N
αναμέτρηση	決戰	αναμέτρηση	決戰	N;ACC;FEM;SG	N
επίδοση	績效	επίδοση	績效	N;ACC;FEM;SG	N
επίδοση	業績	επίδοση	業績	N;ACC;FEM;SG	N
μύθο	神話	μύθος	神話	N;NOM;MASC;SG	N
μύθο	寓言	μύθος	寓言	N;NOM;MASC;SG	N
επώνυμο	姓	επώνυμο	姓	N;NOM;NEUT;SG	N
επώνυμο	姓氏	επώνυμο	姓氏	N;NOM;NEUT;SG	N
συστατικά	元件	συστατικά	元件	N;NOM;NEUT;PL	N
συστατικά	元素	συστατικά	元素	N;NOM;NEUT;PL	N
συστατικά	成分	συστατικά	成分	N;NOM;NEUT;PL	N
συστατικά	原料	συστατικά	原料	N;NOM;NEUT;PL	N
συστατικά	成份	συστατικά	成份	N;NOM;NEUT;PL	N
πεθαίνει	垂死	πεθαίνω	垂死	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
γαλαξία	星系	γαλαξία	星系	N;NOM;MASC;SG	N
στέμμα	冠	στέμμα	冠	N;NOM;NEUT;SG	N
στέμμα	皇冠	στέμμα	皇冠	N;NOM;NEUT;SG	N
πόλεμοι	戰爭	πόλεμος	戰爭	N;NOM;MASC;PL	N
πλήρωμα	船員	πλήρωμα	船員	N;NOM;NEUT;SG	N
πυροβόλα	射	πυροβόλο	射	N;NOM;NEUT;PL	N
διανομή	分銷	διανομή	分銷	N;NOM;FEM;SG	N
χώροι	房舍	χώρος	房舍	N;NOM;MASC;PL	N
χώροι	房地	χώρος	房地	N;NOM;MASC;PL	N
χώροι	空格	χώρος	空格	N;NOM;MASC;PL	N
χώροι	空間	χώρος	空間	N;NOM;MASC;PL	N
επιστολές	信	επιστολή	信	N;NOM;FEM;PL	N
επιστολές	字母	επιστολή	字母	N;NOM;FEM;PL	N
επιστολές	信件	επιστολή	信件	N;NOM;FEM;PL	N
αθλήματα	體育	άθλημα	體育	N;NOM;NEUT;PL	N
αθλήματα	運動	άθλημα	運動	N;NOM;NEUT;PL	N
πλαγιές	山坡	πλαγιά	山坡	N;NOM;FEM;PL	N
πλαγιές	斜坡	πλαγιά	斜坡	N;NOM;FEM;PL	N
καταδικάστηκε	定罪	καταδικάζω	定罪	V;PFV;IND;SG;3;PST;FIN;PASS	V
καταδικάστηκε	判刑	καταδικάζω	判刑	V;PFV;IND;SG;3;PST;FIN;PASS	V
διαθέσιμο	可用	διαθέσιμο	可用	N;NOM;NEUT;SG	N
στενή	狹窄	στενός	狹窄	ADJ;NOM;FEM;SG	ADJ
πολίτης	市民	πολίτης	市民	N;NOM;MASC;SG	N
πολίτης	公民	πολίτης	公民	N;NOM;MASC;SG	N
παρέμβαση	干擾	παρέμβαση	干擾	N;ACC;FEM;SG	N
λάδι	油	λάδι	油	N;NOM;NEUT;SG	N
λάδι	石油	λάδι	石油	N;NOM;NEUT;SG	N
λάδι	機油	λάδι	機油	N;NOM;NEUT;SG	N
σιδήρου	鋼鐵	σίδηρος	鋼鐵	N;GEN;NEUT;SG	N
έντονο	激烈	έντονος	激烈	ADJ;NOM;NEUT;SG	ADJ
πυρκαγιά	消防	πυρκαγιά	消防	N;NOM;FEM;SG	N
πυρκαγιά	火	πυρκαγιά	火	N;NOM;FEM;SG	N
πυρκαγιά	火災	πυρκαγιά	火災	N;NOM;FEM;SG	N
νεότερος	最小	νεότερος	最小	ADJ;NOM;CMPR;MASC;SG	ADJ
μέτρηση	計量	μέτρηση	計量	N;NOM;FEM;SG	N
μέτρηση	量度	μέτρηση	量度	N;NOM;FEM;SG	N
μέτρηση	計量	μέτρηση	計量	N;NOM;FEM;SG	N
μέτρηση	度量	μέτρηση	度量	N;NOM;FEM;SG	N
επιχειρηματίας	商人	επιχειρηματίας	商人	N;NOM;FEM;SG	N
χαρά	快樂	χαρά	快樂	N;NOM;FEM;SG	N
χαρά	喜悅	χαρά	喜悅	N;NOM;FEM;SG	N
χαρά	歡樂	χαρά	歡樂	N;NOM;FEM;SG	N
μετάδοση	傳輸	μετάδοση	傳輸	N;ACC;FEM;SG	N
μετάδοση	廣播	μετάδοση	廣播	N;ACC;FEM;SG	N
μετάδοση	廣播	μετάδοση	廣播	N;ACC;FEM;SG	N
ψυχή	靈魂	ψυχή	靈魂	N;ACC;FEM;SG	N
αντιπάλους	對手	αντίπαλος	對手	N;ACC;MASC;PL	N
τείχος	壁	τείχος	壁	N;NOM;NEUT;SG	N
τείχος	牆壁	τείχος	牆壁	N;NOM;NEUT;SG	N
τείχος	圍牆	τείχος	圍牆	N;NOM;NEUT;SG	N
τείχος	牆	τείχος	牆	N;NOM;NEUT;SG	N
οικία	住宅	οικία	住宅	N;NOM;FEM;SG	N
οικία	居所	οικία	居所	N;NOM;FEM;SG	N
θηλυκό	女	θηλυκός	女	N;NOM;NEUT;SG	N
θηλυκό	女性	θηλυκός	女性	N;NOM;NEUT;SG	N
ζημιές	損壞	ζημιά	損壞	N;NOM;FEM;PL	N
ζημιές	損害	ζημιά	損害	N;NOM;FEM;PL	N
ζημιές	損傷	ζημιά	損傷	N;NOM;FEM;PL	N
ζημιές	損壞	ζημιά	損壞	N;NOM;FEM;PL	N
ζημιές	損害	ζημιά	損害	N;NOM;FEM;PL	N
ομιλία	講話	ομιλία	講話	N;ACC;FEM;SG	N
ομιλία	演講	ομιλία	演講	N;ACC;FEM;SG	N
ομιλία	語音	ομιλία	語音	N;ACC;FEM;SG	N
πλούσιο	豐富	πλούσιο	豐富	ADJ;NOM;NEUT;SG	ADJ
πτυχίο	文	πτυχίο	文	N;NOM;NEUT;SG	N
πτυχίο	度	πτυχίο	度	N;NOM;NEUT;SG	N
πτυχίο	程度	πτυχίο	程度	N;NOM;NEUT;SG	N
πτυχίο	學位	πτυχίο	學位	N;NOM;NEUT;SG	N
μαρτυρίες	證言	μαρτυρία	證言	N;NOM;FEM;PL	N
μαρτυρίες	證詞	μαρτυρία	證詞	N;NOM;FEM;PL	N
εξοπλισμό	裝備	εξοπλισμός	裝備	N;ACC;MASC;SG	N
εξοπλισμό	齒輪	εξοπλισμός	齒輪	N;ACC;MASC;SG	N
σοβαρή	嚴重	σοβαρός	嚴重	ADJ;NOM;FEM;SG	ADJ
σοβαρή	嚴肅	σοβαρός	嚴肅	ADJ;NOM;FEM;SG	ADJ
σοβαρή	嚴重	σοβαρός	嚴重	ADJ;NOM;FEM;SG	ADJ
ιατρός	內科	ιατρός	內科	N;NOM;MASC;SG	N
αποσπάσματα	節錄	απόσπασμα	節錄	N;NOM;NEUT;PL	N
ουρανό	天空	ουρανός	天空	N;ACC;MASC;SG	N
ταξίδια	旅行	ταξίδι	旅行	N;NOM;NEUT;PL	N
ταξίδια	旅費	ταξίδι	旅費	N;NOM;NEUT;PL	N
ταξίδια	旅遊	ταξίδι	旅遊	N;NOM;NEUT;PL	N
ταξίδια	旅行	ταξίδι	旅行	N;NOM;NEUT;PL	N
ταξίδια	旅遊	ταξίδι	旅遊	N;NOM;NEUT;PL	N
ταξίδια	旅行	ταξίδι	旅行	N;NOM;NEUT;PL	N
φάσεις	階段	φάση	階段	N;NOM;FEM;PL	N
φάσεις	階段	φάση	階段	N;NOM;FEM;PL	N
ήρωες	英雄	ήρωο	英雄	N;NOM;MASC;PL	N
προορισμό	目	προορισμός	目	N;ACC;MASC;SG	N
σκοτώσει	殺	σκοτώνω	殺	V;PFV;NFIN;ACT	V
επιδόσεις	績效	επίδοση	績效	N;NOM;FEM;PL	N
επιδόσεις	業績	επίδοση	業績	N;NOM;FEM;PL	N
τριάντα	三十	τριάντα	三十	NUM;NOM;NEUT;PL	NUM
τοιχογραφίες	壁畫	τοιχογραφία	壁畫	N;NOM;FEM;PL	N
συνεργάτης	伴侶	συνεργάτης	伴侶	N;NOM;MASC;SG	N
συνεργάτης	夥伴	συνεργάτης	夥伴	N;NOM;MASC;SG	N
συνεργάτης	搭檔	συνεργάτης	搭檔	N;NOM;MASC;SG	N
συνεργάτης	同事	συνεργάτης	同事	N;NOM;MASC;SG	N
συνεργάτης	協理	συνεργάτης	協理	N;NOM;MASC;SG	N
ασκήσεις	演習	άσκηση	演習	N;NOM;FEM;PL	N
αλφάβητο	字母	αλφάβητος	字母	N;NOM;NEUT;SG	N
σεναριογράφος	編劇	σεναριογράφος	編劇	N;NOM;MASC;SG	N
αστερισμό	星座	αστερισμός	星座	N;ACC;MASC;SG	N
υποχρεώσεις	義務	υποχρέωση	義務	N;NOM;FEM;PL	N
υποχρεώσεις	負債	υποχρέωση	負債	N;NOM;FEM;PL	N
σπήλαιο	山洞	σπήλαιο	山洞	N;NOM;NEUT;SG	N
σπήλαιο	洞穴	σπήλαιο	洞穴	N;NOM;NEUT;SG	N
ιδιωτική	私人	ιδιωτικός	私人	ADJ;NOM;FEM;SG	ADJ
δυσκολίες	困難	δυσκολία	困難	N;NOM;FEM;PL	N
δυσκολίες	難度	δυσκολία	難度	N;NOM;FEM;PL	N
δυσκολίες	困難	δυσκολία	困難	N;NOM;FEM;PL	N
τάφο	墳	τάφος	墳	N;ACC;MASC;SG	N
τάφο	墓	τάφος	墓	N;ACC;MASC;SG	N
τάφο	墓穴	τάφος	墓穴	N;ACC;MASC;SG	N
τάφο	墳	τάφος	墳	N;ACC;MASC;SG	N
τάφο	墓	τάφος	墓	N;ACC;MASC;SG	N
τάφο	墳	τάφος	墳	N;ACC;MASC;SG	N
εξετάσεις	測試	εξέταση	測試	N;NOM;FEM;PL	N
εξετάσεις	測驗	εξέταση	測驗	N;NOM;FEM;PL	N
εξετάσεις	考試	εξέταση	考試	N;NOM;FEM;PL	N
εξετάσεις	考試	εξέταση	考試	N;NOM;FEM;PL	N
εξετάσεις	考試	εξέταση	考試	N;NOM;FEM;PL	N
συνδυασμός	組合	συνδυασμός	組合	N;NOM;MASC;SG	N
λάθη	錯誤	λάθος	錯誤	N;NOM;NEUT;PL	N
λάθη	失誤	λάθος	失誤	N;NOM;NEUT;PL	N
αντάρτες	叛亂	αντάρτης	叛亂	N;NOM;MASC;PL	N
αντάρτες	叛亂	αντάρτης	叛亂	N;NOM;MASC;PL	N
αντάρτες	叛亂	αντάρτης	叛亂	N;NOM;MASC;PL	N
αντάρτες	叛亂	αντάρτης	叛亂	N;NOM;MASC;PL	N
αντάρτες	叛軍	αντάρτης	叛軍	N;NOM;MASC;PL	N
διατριβή	論文	διατριβός	論文	N;NOM;FEM;SG	N
διατριβή	命題	διατριβός	命題	N;NOM;FEM;SG	N
διατριβή	論文	διατριβός	論文	N;NOM;FEM;SG	N
συνέπειες	後果	συνέπεια	後果	N;NOM;FEM;PL	N
προσωπικότητα	人格	προσωπικότητα	人格	N;ACC;FEM;SG	N
προσωπικότητα	性格	προσωπικότητα	性格	N;ACC;FEM;SG	N
προσωπικότητα	個性	προσωπικότητα	個性	N;ACC;FEM;SG	N
ιερέας	祭司	ιερία	祭司	N;NOM;MASC;SG	N
επισκοπή	教區	επισκοπή	教區	N;NOM;FEM;SG	N
ξενοδοχείο	飯店	ξενοδοχείο	飯店	N;NOM;NEUT;SG	N
ξενοδοχείο	酒店	ξενοδοχείο	酒店	N;NOM;NEUT;SG	N
ξενοδοχείο	賓館	ξενοδοχείο	賓館	N;NOM;NEUT;SG	N
ξενοδοχείο	旅館	ξενοδοχείο	旅館	N;NOM;NEUT;SG	N
διάσπαση	分裂	διάσπαση	分裂	N;NOM;FEM;SG	N
επισήμως	正式	επίσημα	正式	ADV	ADV
επισήμως	正式	επίσημα	正式	ADV	ADV
στόχους	目標	στόχος	目標	N;ACC;MASC;PL	N
μαύρα	黑	μαύρας	黑	N;NOM;NEUT;PL	N
μαύρα	黑色	μαύρας	黑色	N;NOM;NEUT;PL	N
μαύρα	黑人	μαύρας	黑人	N;NOM;NEUT;PL	N
κίνδυνος	風險	κίνδυνος	風險	N;NOM;MASC;SG	N
κίνδυνος	危害	κίνδυνος	危害	N;NOM;MASC;SG	N
κίνδυνος	危險	κίνδυνος	危險	N;NOM;MASC;SG	N
κατανάλωση	消費	κατανάλωση	消費	N;ACC;FEM;SG	N
υψηλότερο	最高	ψηλός	最高	ADJ;NOM;CMPR;NEUT;SG	ADJ
υψηλότερο	較高	ψηλός	較高	ADJ;NOM;CMPR;NEUT;SG	ADJ
υψηλότερο	更高	ψηλός	更高	ADJ;NOM;CMPR;NEUT;SG	ADJ
μεταφορές	運輸	μεταφορά	運輸	N;NOM;FEM;PL	N
μεταφορές	交通	μεταφορά	交通	N;NOM;FEM;PL	N
εταιρίες	公司	εταιρία	公司	N;NOM;FEM;PL	N
φάρμακα	藥品	φάρμακο	藥品	N;NOM;NEUT;PL	N
φάρμακα	藥物	φάρμακο	藥物	N;NOM;NEUT;PL	N
φάρμακα	醫學	φάρμακο	醫學	N;NOM;NEUT;PL	N
φάρμακα	藥	φάρμακο	藥	N;NOM;NEUT;PL	N
φάρμακα	醫藥	φάρμακο	醫藥	N;NOM;NEUT;PL	N
φάρμακα	藥品	φάρμακο	藥品	N;NOM;NEUT;PL	N
φάρμακα	醫藥	φάρμακο	醫藥	N;NOM;NEUT;PL	N
κατάλληλο	合適	κατάλληλος	合適	ADJ;NOM;NEUT;SG	ADJ
ακτίνα	光束	ακτίνα	光束	N;ACC;FEM;SG	N
ακτίνα	半徑	ακτίνα	半徑	N;ACC;FEM;SG	N
συνεργάτες	夥伴	συνεργάτης	夥伴	N;NOM;MASC;PL	N
συνεργάτες	同事	συνεργάτης	同事	N;NOM;MASC;PL	N
μύθος	傳奇	μύθος	傳奇	N;NOM;MASC;SG	N
μύθος	神話	μύθος	神話	N;NOM;MASC;SG	N
έξοδο	出口	έξοδος	出口	N;ACC;FEM;SG	N
