patroli	partio	patroli	partio	N;SG	N;NOM;SG
nyonya	rakastajatar	nyonya	rakastajatar	N	N;NOM;SG
nyonya	emäntä	nyonya	emäntä	N	N;NOM;SG
nyonya	valtiatar	nyonya	valtiatar	N	N;NOM;SG
nyonya	neito	nyonya	neito	N	N;NOM;SG
oksida	oksidi	oksida	oksada	N;SG	N;NOM;SG
hobi	harrastus	hobi	harrastus	N;SG	N;NOM;SG
rotasi	kierto	rotasi	kierto	N	N;NOM;SG
jamaika	jamaika	jamaika	jamaika	N;SG	N;NOM;SG
balasan	vastaus	balasan	vastaus	N;SG;ACT	N;NOM;SG
balasan	vastauksen	balasan	vastaus	N;SG;ACT	N;GEN;SG
undian	arvonta	undian	arvonta	N;SG	N;NOM;SG
penguasaan	hallussapidosta	penkuasaan	hallussa#pito	N;SG	N;IN+ABL;SG
penguasaan	hallussapito	penkuasaan	hallus#sapito	N;SG	N;NOM;SG
gantung	hirteen	gantung	hirre	N;SG	N;IN+ALL;SG
prioritas	etusijalla	prioritas	etu#sija	N;SG	N;AT+ESS
;SG
prioritas	prioriteetti	prioritas	prioriteetti	N;SG	N;NOM;SG
penerjemah	kääntäjä	penterjemah	kääntäjä	N;SG	N;NOM;SG
penerjemah	tulkki	penterjemah	tulkki	N;SG	N;NOM;SG
penerjemah	tulkki	penterjemah	tulkki	N;SG	N;NOM;SG
performa	suorituskyvyn	performa	suoritus#kyky	N;SG	N;GEN;SG
performa	tehokkuus	performa	tehokkuus	N;SG	N;NOM;SG
performa	esitys	performa	esitys	N;SG	N;NOM;SG
performa	suoritus	performa	suoritus	N;SG	N;NOM;SG
performa	suorituskykyä	performa	suoritus#kyky	N;SG	N;PRT;SG
performa	suorituskyky	performa	suoritus#kyky	N;SG	N;NOM;SG
persentase	prosenttiosuus	persentase	prosentti#osuus	N;SG	N;NOM;SG
persentase	prosentti	persentase	prosentti	N;SG	N;NOM;SG
persentase	prosenttia	persentase	prosentti	N;SG	N;PRT;SG
menimpa	ohita	mentimpa	ohittaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menimpa	ohittaa	mentimpa	ohittaa	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
menimpa	korvata	mentimpa	korvata	V;SG;ACT	V;SG;NFIN;ACT
strip	nauhat	strip	nauha	N	N;NOM;PL
marx	marx	marx	marx	N	N;NOM;SG
champion	mestari	champion	mestari	N	N;NOM;SG
menggali	kaivaa	mengali	kaivata	V;SG;ACT	V;SG;NFIN;ACT
menggali	kaivaa	mengali	kaivata	V;SG;ACT	V;SG;NFIN;ACT
elektronika	elektroniikka	elektronika	elektroniikka	N	N;NOM;SG
neutron	neutroneja	neutron	neutro#nija	N	N;PRT;PL
neutron	neutroni	neutron	neutro	N	N;NOM;SG
triliun	biljoonaa	triliun	biljoona	N;SG	N;PRT;SG
sengketa	riitaa	sengketa	riita	N;SG	N;PRT;SG
sengketa	riidan	sengketa	riita	N;SG	N;GEN;SG
sengketa	riita	sengketa	riita	N;SG	N;NOM;SG
sengketa	kiista	sengketa	kiista	N;SG	N;NOM;SG
pengasingan	maanpaossa	penasingan	maan#pako	N;SG	N;IN+ESS;SG
liburan	loma	liburan	loma	N;SG	N;NOM;SG
liburan	lomaa	liburan	loma	N;SG	N;PRT;SG
liburan	juhlapäivä	liburan	juhla#päivä	N;SG	N;NOM;SG
liburan	loma	liburan	loma	N;SG	N;NOM;SG
liburan	lomaa	liburan	loma	N;SG	N;PRT;SG
liburan	loman	liburan	loma	N;SG	N;GEN;SG
liburan	lomalle	liburan	loma	N;SG	N;AT+ALL;SG
liburan	loma	liburan	loma	N;SG	N;NOM;SG
liburan	lomaa	liburan	loma	N;SG	N;PRT;SG
ekstra	extra	ekstra	extra	N;SG	N;NOM;SG
ekstra	lisä	ekstra	lisä	N;SG	N;NOM;SG
teras	terassi	teras	terassi	N;SG	N;NOM;SG
teras	terassilla	teras	terassi	N;SG	N;AT+ESS
;SG
teras	terassi	teras	terassi	N;SG	N;NOM;SG
teras	terassin	teras	terassi	N;SG	N;GEN;SG
teras	patio	teras	patio	N;SG	N;NOM;SG
personil	henkilöstö	personil	henkilöstö	N;SG	N;NOM;SG
personil	henkilöstön	personil	henkilöstö	N;SG	N;GEN;SG
personil	henkilökunta	personil	henkilö#kunta	N;SG	N;NOM;SG
acuan	viittaus	acuan	viittaus	N;SG	N;NOM;SG
acuan	viite	acuan	viite	N;SG	N;NOM;SG
rekomendasi	suositus	rekomendasi	suositus	N;SG	N;NOM;SG
rekomendasi	suosituksen	rekomendasi	suositus	N;SG	N;GEN;SG
pengadaan	hankinta	penadaan	hankkinta	N;SG	N;NOM;SG
kisaran	etäisyys	kisaran	etäisyys	N;SG	N;NOM;SG
kisaran	vaihteluväli	kisaran	vaihtelu#väli	N;SG	N;NOM;SG
imbang	tasapeli	imbang	tasa#peli	N;SG	N;NOM;SG
imbang	solmio	imbang	solmio	N;SG	N;NOM;SG
imbang	tasapeli	imbang	tasa#peli	N;SG	N;NOM;SG
pembatasan	rajoitus	penbatasan	rajoitus	N;SG	N;NOM;SG
pembatasan	rajoittaminen	penbatasan	rajoittaminen	N;SG	N;NOM;SG
pembatasan	rajoittaminen	penbatasan	rajoittaminen	N;SG	N;NOM;SG
perorangan	yksilö	perorangan	yksilö	N;SG	N;NOM;SG
nubuat	ennustukset	nubuat	ennustus	N	N;NOM;PL
nubuat	ennustuksen	nubuat	ennustus	N	N;GEN;SG
nubuat	ennustus	nubuat	ennustus	N	N;NOM;SG
periodik	määräajoin	periodik	määrä#aja	N	N;INS;PL
menyembunyikan	piilotti	mensembunyikan	piilottaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menyembunyikan	piilota	mensembunyikan	piilota	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menyembunyikan	piilottaa	mensembunyikan	piilottaa	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
menyembunyikan	piilottaa	mensembunyikan	piilottaa	V;SG;ACT	V;IND;SG;PRS;FIN;ACT
dongeng	satu	dongeng	satu	N;SG	N;NOM;SG
aroma	tuoksu	aroma	tuoksu	N;SG	N;NOM;SG
aroma	aromi	aroma	aromi	N;SG	N;NOM;SG
aroma	tuoksu	aroma	tuoksu	N;SG	N;NOM;SG
amino	amino	amino	amino	N	N;NOM;SG
penggantian	korvaaminen	pengantian	korvaaminen	N;SG	N;NOM;SG
penggantian	korvaamista	pengantian	korvaaminen	N;SG	N;PRT;SG
penggantian	korvaaminen	pengantian	korvaaminen	N;SG	N;NOM;SG
menguji	testaa	menkuji	testata	V;SG;ACT	V;IMP;SG;2;PRS;FIN;ACT
menguji	koe	menkuji	kokea	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menguji	testaa	menkuji	testata	V;SG;ACT	V;IMP;SG;2;PRS;FIN;ACT
suite	sviitti	suite	sviitti	N	N;NOM;SG
penggalian	kaivaus	pengalian	kaivaus	N;SG	N;NOM;SG
reputasi	mainetta	reputasi	maine	N;SG	N;PRT;SG
reputasi	maine	reputasi	maine	N;SG	N;NOM;SG
mengenali	tunnista	menkenali	tunnistaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
mengenali	tunnista	menkenali	tunnistaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
mengenali	tunnistin	menkenali	tunnistaa	V;SG;ACT	V;IND;SG;1;PST;FIN;ACT
mengenali	tunnisti	menkenali	tunnistaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
asumsi	oletus	asumsi	oletus	N;SG	N;NOM;SG
asumsi	olettamus	asumsi	olettamus	N;SG	N;NOM;SG
kiper	maalivahti	kiper	maali#vahti	N;SG	N;NOM;SG
kiper	maalivahti	kiper	maali#vahti	N;SG	N;NOM;SG
lancar	sileä	lancar	sileä	ADJ;SG	ADJ;NOM;SG
bengkel	työpaja	bengkel	työ#paja	N;SG	N;NOM;SG
penawaran	sopimus	pentawaran	sopimus	N;SG	N;NOM;SG
penawaran	tarjous	pentawaran	tarjous	N;SG	N;NOM;SG
penawaran	tarjouksen	pentawaran	tarjous	N;SG	N;GEN;SG
penawaran	tarjous	pentawaran	tarjous	N;SG	N;NOM;SG
penawaran	tarjouksen	pentawaran	tarjous	N;SG	N;GEN;SG
penawaran	tarjous	pentawaran	tarjous	N;SG	N;NOM;SG
penawaran	tarjoaminen	pentawaran	tarjoaminen	N;SG	N;NOM;SG
pengalihan	harhautus	penalihan	harhautus	N;SG	N;NOM;SG
pengalihan	harhautus	penalihan	harhautus	N;SG	N;NOM;SG
lithuania	liettuan	lithuania	liettu	N;SG	N;GEN;SG
lithuania	liettua	lithuania	liettua	N;SG	N;NOM;SG
lithuania	liettuan	lithuania	liettu	N;SG	N;GEN;SG
lithuania	liettua	lithuania	liettua	N;SG	N;NOM;SG
kalsium	kalsium	kalsium	kalsium	N	N;NOM;SG
kalsium	kalsiumin	kalsium	kalsiumin	N	N;GEN;SG
teror	terrori	teror	terrori	N;SG	N;NOM;SG
teror	kauhu	teror	kauhu	N;SG	N;NOM;SG
teror	kauhua	teror	kauhua	N;SG	N;PRT;SG
teror	kauhun	teror	kauhu	N;SG	N;GEN;SG
obligasi	bondin	obligasi	bond	N;SG	N;GEN;SG
obligasi	side	obligasi	side	N;SG	N;NOM;SG
obligasi	bond	obligasi	bond	N;SG	N;NOM;SG
tingkah	käyttäytymisen	tingkah	käyttäytyminen	N;SG	N;GEN;SG
tingkah	käyttäytyminen	tingkah	käyttäytyminen	N;SG	N;NOM;SG
tingkah	käytöksen	tingkah	käytös	N;SG	N;GEN;SG
tingkah	käytöstä	tingkah	käyttö	N;SG	N;IN+ABL;SG
tingkah	käytös	tingkah	käytös	N;SG	N;NOM;SG
ketahanan	kestävyyttä	ketahanan	kestävyys	N;SG	N;PRT;SG
ketahanan	sietokyvyn	ketahanan	sieto#kyky	N;SG	N;GEN;SG
ketahanan	kestävyys	ketahanan	kestävyys	N;SG	N;NOM;SG
ketahanan	vastustus	ketahanan	vastustus	N;SG	N;NOM;SG
ketahanan	vastarinta	ketahanan	vasta#rinta	N;SG	N;NOM;SG
ketahanan	vastarinnan	ketahanan	vasta#rinta	N;SG	N;GEN;SG
ketahanan	vastarintaa	ketahanan	vastarinta	N;SG	N;PRT;SG
beku	jäässä	beku	jää	N;SG	N;IN+ESS;SG
beku	frost	beku	frost	N;SG	N;NOM;SG
desktop	työpöydän	desktop	työ#pöytä	N;SG	N;GEN;SG
desktop	työpöytä	desktop	työ#pöytä	N;SG	N;NOM;SG
metabolisme	metabolia	metabolisme	metaboli	N;SG	N;NOM;SG
metabolisme	aineenvaihdunta	metabolisme	aineen#vaihdun	N;SG	N;NOM;SG
surel	mail	surel	mail	N	N;NOM;SG
surel	postia	surel	posti	N	N;PRT;SG
surel	posti	surel	posti	N	N;NOM;SG
surel	sähköposti	surel	sähkö#posti	N	N;NOM;SG
surel	sähköpostiosoite	surel	sähkö#posti#osoite	N	N;NOM;SG
surel	sähköposti	surel	sähkö#posti	N	N;NOM;SG
surel	sähköpostit	surel	sähkö#posti	N	N;NOM;PL
surel	sähköposteja	surel	sähkö#posti	N	N;PRT;PL
diakhiri	lopetettu	diakhiri	lopettaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
tren	suuntaus	tren	suuntaus	N;SG	N;NOM;SG
perusak	hävittäjä	penrusak	hävittäjä	N;SG	N;NOM;SG
perusak	tuhoaja	penrusak	tuhoaja	N;SG	N;NOM;SG
aluminium	alumiinia	aluminium	alumiinin	N;SG	N;PRT;SG
aluminium	alumiini	aluminium	alumiini	N;SG	N;NOM;SG
aluminium	alumiinia	aluminium	alumiinin	N;SG	N;PRT;SG
aluminium	alumiini	aluminium	alumiini	N;SG	N;NOM;SG
natrium	natriumia	natrium	natriumi	N	N;PRT;SG
natrium	natrium	natrium	natrium	N	N;NOM;SG
banteng	härkä	banteng	härkä	N;SG	N;NOM;SG
turbin	turbiini	turbin	turbiini	N;SG	N;NOM;SG
kabin	mökit	kabin	mökki	N	N;NOM;PL
kabin	mökki	kabin	mökki	N	N;NOM;SG
kabin	mökin	kabin	möntä	N	N;GEN;SG
kabin	hytin	kabin	hytin	N	N;GEN;SG
shogun	shogun	shogun	shogu	N	N;NOM;SG
gencatan	aselepo	gencatan	aselepo	N;SG	N;NOM;SG
hyundai	hyundai	hyundai	hyundai	N	N;NOM;SG
daur	kierto	daur	kierto	N;SG	N;NOM;SG
daur	syklin	daur	syklin	N;SG	N;GEN;SG
komputasi	laskenta	komputasi	laskentaa	N;SG	N;NOM;SG
komputasi	laskeminen	komputasi	laskeminen	N;SG	N;NOM;SG
piramida	pyramidin	piramida	pyrama	N	N;GEN;SG
piramida	pyramidit	piramida	pyramidit	N	N;NOM;PL
percetakan	painatus	percetakan	painatus	N;SG	N;NOM;SG
percetakan	tulostin	percetakan	tulostaa	N;SG	N;NOM;SG
motivasi	motivaatiota	motivasi	motivaatio	N;SG	N;PRT;SG
motivasi	motivaatio	motivasi	motivaatio	N;SG	N;NOM;SG
motivasi	motivaatio	motivasi	motivaatio	N;SG	N;NOM;SG
kas	käteistä	kas	käteinen	N;SG	N;PRT;SG
kas	cash	kas	cash	N;SG	N;NOM;SG
kas	rahaa	kas	raha	N;SG	N;PRT;SG
vulkanik	tulivuoren	vulkanik	tuli#vuori	N;SG	N;GEN;SG
teknisi	teknikko	teknisi	teknikko	N;SG	N;NOM;SG
teknisi	insinööri	teknisi	insinööri	N;SG	N;NOM;SG
indikator	indikaattori	indikator	indikaattori	N;SG	N;NOM;SG
helium	helium	helium	helium	N	N;NOM;SG
kemarahan	vihaa	kemarahan	vihata	N;SG	N;PRT;SG
kemarahan	vihan	kemarahan	vihka	N;SG	N;GEN;SG
kemarahan	viha	kemarahan	viha	N;SG	N;NOM;SG
kemarahan	fury	kemarahan	fury	N;SG	N;NOM;SG
kemarahan	raivoa	kemarahan	raivo	N;SG	N;PRT;SG
kemarahan	raivo	kemarahan	raivo	N;SG	N;NOM;SG
kemarahan	raivoa	kemarahan	raivo	N;SG	N;PRT;SG
kemarahan	raivon	kemarahan	raivo	N;SG	N;GEN;SG
kemarahan	raivo	kemarahan	raivo	N;SG	N;NOM;SG
notaris	notaari	notaris	notaari	N	N;NOM;SG
pembeli	ostajan	penbeli	ostaja	N;SG	N;GEN;SG
pembeli	ostajalle	penbeli	ostaja	N;SG	N;AT+ALL;SG
pembeli	ostaja	penbeli	ostaja	N;SG	N;NOM;SG
mengobati	kohtelee	menobati	kohdella	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
mengobati	kohdella	menobati	kohdella	V;SG;ACT	V;SG;NFIN;ACT
sunting	edit	sunting	edit	N	N;NOM;SG
sunting	muokkaa	sunting	muokka	N	N;NOM;SG
sunting	muokkaukset	sunting	muokkaus	N	N;NOM;PL
taat	tottelevainen	taat	tottelevainen	ADJ;SG	ADJ;NOM;SG
stasi	stasi	stasi	stasi	N	N;NOM;SG
kehamilan	raskauden	kehamilan	raskaus	N;SG	N;GEN;SG
kehamilan	raskaus	kehamilan	raskaus	N;SG	N;NOM;SG
balas	vastaa	balas	vastata	V;SG;ACT	V;IMP;SG;2;FIN;ACT
balas	vastata	balas	vastata	V;SG;ACT	V;SG;NFIN;ACT
keberanian	rohkeus	keberanian	rohkeus	N;SG	N;NOM;SG
keberanian	rohkeutta	keberanian	rohkeus	N;SG	N;PRT;SG
keberanian	rohkeus	keberanian	rohkeus	N;SG	N;NOM;SG
sekte	kultti	sekte	kultti	N	N;NOM;SG
sekte	lahko	sekte	lahko	N	N;NOM;SG
sekte	lahkot	sekte	lahko	N	N;NOM;PL
melodi	melody	melodi	melody	N;SG	N;NOM;SG
tangki	säiliöalus	tangki	säiliö#alus	N;SG	N;NOM;SG
tangki	säiliö	tangki	säiliö	N;SG	N;NOM;SG
tangki	tank	tangki	tank	N;SG	N;NOM;SG
tangki	tankki	tangki	tankki	N;SG	N;NOM;SG
saingan	kilpailija	saingan	kilpailija	N;SG	N;NOM;SG
fluida	nestettä	fluida	neste	N	N;PRT;SG
fluida	nesteen	fluida	neste	N	N;GEN;SG
anumerta	postuumi	anumerta	postuumi	N	N;NOM;SG
diklaim	haettu	diklaim	hakea	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diklaim	väitetty	diklaim	väittää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
pesanan	tilaus	pesanan	tilaus	N;SG	N;NOM;SG
pesanan	järjestys	pesanan	järjestys	N;SG	N;NOM;SG
pesanan	tilaa	pesanan	tila	N;SG	N;PRT;SG
pesanan	käsky	pesanan	käsky	N;SG	N;NOM;SG
pesanan	määräys	pesanan	määräys	N;SG	N;NOM;SG
restorasi	palauttamista	restorasi	palauttaminen	N;SG	N;PRT;SG
restorasi	palauttaminen	restorasi	palauttaminen	N;SG	N;NOM;SG
martir	marttyyrit	martir	marttyyri	N	N;NOM;PL
martir	marttyyri	martir	marttyyri	N	N;NOM;SG
menggambar	piirrä	mengambar	piirrä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
menggambar	piirtää	mengambar	piirtää	V;SG;ACT	V;IND;SG;FIN;ACT
menggambar	piirtää	mengambar	piirtää	V;SG;ACT	V;IND;SG;FIN;ACT
beristirahat	lepää	beristirahat	levätä	V;SG;ACT	V;IND;SG;2;PRS;FIN;ACT
beristirahat	lepää	beristirahat	levätä	V;SG;ACT	V;IND;SG;2;PRS;FIN;ACT
beristirahat	levätä	beristirahat	levätä	V;SG;ACT	V;SG;NFIN;ACT
glass	lasi	glass	lasi	N	N;NOM;SG
glass	lasia	glass	lasi	N	N;PRT;SG
glass	lasin	glass	lasi	N	N;GEN;SG
glass	lasista	glass	lasi	N	N;IN+ABL;PL
benyamin	benjamin	benyamin	benjami	N	N;NOM;SG
psikologis	psykologi	psikologis	psykologi	N;SG	N;NOM;SG
kromosom	kromosomi	kromosom	kromosomi	N;SG	N;NOM;SG
konsol	konsolit	konsol	konsoli	N	N;NOM;PL
konsol	konsoli	konsol	konsoli	N	N;NOM;SG
merekrut	värvätä	menrekrut	värvätä	V;SG;ACT	V;SG;NFIN;ACT
angkut	liikenne	angkut	liikenne	N;SG;ACT	N;NOM;SG
angkut	kuljetus	angkut	kuljetus	N;SG;ACT	N;NOM;SG
pakan	rehun	pakan	rehu	N;SG	N;GEN;SG
pakan	syöte	pakan	syöte	N;SG	N;NOM;SG
pakan	rehua	pakan	rehu	N;SG	N;PRT;SG
pakan	rehu	pakan	rehu	N;SG	N;NOM;SG
pakan	syötteen	pakan	syöde	N;SG	N;GEN;SG
pakan	rehun	pakan	rehu	N;SG	N;GEN;SG
pakan	rehu	pakan	rehu	N;SG	N;NOM;SG
pakan	rehua	pakan	rehu	N;SG	N;PRT;SG
lituania	liettuan	lituania	liettu	N;SG	N;GEN;SG
lituania	liettua	lituania	liettua	N;SG	N;NOM;SG
lituania	liettuan	lituania	liettu	N;SG	N;GEN;SG
lituania	liettua	lituania	liettua	N;SG	N;NOM;SG
landak	siili	landak	siili	N	N;NOM;SG
fermentasi	käymisen	fermentasi	käyminen	N;SG	N;GEN;SG
fermentasi	käyminen	fermentasi	käyminen	N;SG	N;NOM;SG
mendapati	löytynyt	mendapati	löytyä	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
mendapati	löysi	mendapati	löytää	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mendapati	löyty	mendapati	löytyä	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
mendapati	löytyi	mendapati	löytyä	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
meditasi	meditaatio	meditasi	meditaatio	N;SG	N;NOM;SG
kotoran	kakka	kotoran	kakka	N;SG	N;NOM;SG
kotoran	likaa	kotoran	likaa	N;SG	N;PRT;SG
kotoran	multaa	kotoran	multa	N;SG	N;PRT;SG
kotoran	ulostetta	kotoran	uloste	N;SG	N;PRT;SG
kotoran	poo	kotoran	poo	N;SG	N;NOM;SG
kotoran	kakka	kotoran	kakka	N;SG	N;NOM;SG
keberatan	vastalause	keberatan	vasta#lause	N;SG	N;NOM;SG
agenda	agenda	agenda	agenda	N;SG	N;NOM;SG
transistor	transistorit	transistor	transistori	N	N;NOM;PL
transistor	transistori	transistor	transistori	N	N;NOM;SG
membenci	vihasi	menbenci	vihata	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
membenci	inhosi	menbenci	inhota	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
membenci	vihata	menbenci	vihata	V;SG;ACT	V;SG;NFIN;ACT
membenci	vihata	menbenci	vihata	V;SG;ACT	V;SG;NFIN;ACT
membenci	vihaan	menbenci	viha	V;SG;ACT	V;IND;SG;1;PRS;FIN;ACT
membenci	inhoaa	menbenci	inhota	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
penganiayaan	mayhem	penaniayaan	mayhem	N;SG	N;NOM;SG
penganiayaan	sekasorto	penaniayaan	seka#sorto	N;SG	N;NOM;SG
penganiayaan	vainoa	penaniayaan	vainoa	N;SG	N;PRT;SG
pelantikan	induktio	penlantikan	induktio	N;SG	N;NOM;SG
stabilitas	vakautta	stabilitas	vakaus	N;SG	N;PRT;SG
stabilitas	pysyvyys	stabilitas	pysyvyys	N;SG	N;NOM;SG
stabilitas	vakaus	stabilitas	vakaus	N;SG	N;NOM;SG
antropologi	antropologia	antropologi	antropologi	N	N;NOM;SG
hutang	velka	hutang	velka	N;SG	N;NOM;SG
hutang	velan	hutang	velka	N;SG	N;GEN;SG
pendahulu	edeltäjänsä	pendahulu	edeltäjä	N;SG	N;GEN;SG
membujuk	suostutteli	menbujuk	suostutella	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
membujuk	suostutella	menbujuk	suostutella	V;SG;ACT	V;SG;NFIN;ACT
degradasi	hajoaminen	degradasi	hajoaminen	N;SG	N;NOM;SG
degradasi	hajoamista	degradasi	hajoaminen	N;SG	N;PRT;SG
penyelamatan	pelastus	penselamatan	pelastus	N;SG	N;NOM;SG
penyelamatan	pelastaminen	penselamatan	pelastaminen	N;SG	N;NOM;SG
peliharaan	pet	peliharaan	pet	N;SG	N;NOM;SG
peliharaan	lemmikki	peliharaan	lemmikki	N;SG	N;NOM;SG
gif	gif	gif	gif	N;SG	N;NOM;SG
simple	yksinkertaiset	simple	yksinkertainen	ADJ	ADJ;NOM;PL
simple	yksinkertaista	simple	yksinkertainen	ADJ	ADJ;PRT;SG
simple	yksinkertainen	simple	yksin#kertainen	ADJ	ADJ;NOM;SG
sejuk	siisti	sejuk	siisti	ADJ;SG	ADJ;NOM;SG
sejuk	siistiä	sejuk	siisti	ADJ;SG	ADJ;PRT;SG
bibit	siemen	bibit	siemi	N;SG	N;NOM;SG
bibit	taimi	bibit	taimi	N;SG	N;NOM;SG
mencalonkan	nimittää	mencalonkan	nimittää	V;SG;ACT	V;IND;SG;FIN;ACT
rentan	altis	rentan	altis	ADJ;SG	ADJ;NOM;SG
rentan	haavoittuvainen	rentan	haavoittuvainen	ADJ;SG	ADJ;NOM;SG
rentan	haavoittuva	rentan	haavoittua	ADJ;SG	ADJ;NOM;SG
terlambat	myöhäinen	terlambat	myöhäinen	ADJ;SG	ADJ;NOM;SG
pemandu	opas	penpandu	opas	N;SG	N;NOM;SG
pemandu	ohje	penpandu	ohje	N;SG	N;NOM;SG
pemandu	oppaan	penpandu	opas	N;SG	N;GEN;SG
dikritik	arvosteltu	dikritik	arvostella	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
novelis	kirjailija	novelis	kirjailija	N	N;NOM;SG
upah	palkka	upah	palkka	N;SG	N;NOM;SG
upah	palkkaa	upah	palkka	N;SG	N;PRT;SG
upah	vuokraus	upah	vuokraus	N;SG	N;NOM;SG
upah	palkka	upah	palkka	N;SG	N;NOM;SG
konsensus	konsensus	konsensus	konsensus	N;SG	N;NOM;SG
konsensus	yksimielisyys	konsensus	yksimielisyys	N;SG	N;NOM;SG
taufan	typhoon	taufan	typho	N;SG	N;NOM;SG
merugikan	vahingoittaa	menrugikan	vahingoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
avatar	avatar	avatar	avatar	N;SG	N;NOM;SG
iris	iris	iris	iris	N;SG	N;NOM;SG
memperingatkan	varoitti	menperingatkan	varoittaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
memperingatkan	varoittaa	menperingatkan	varoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
spiral	kierre	spiral	kierre	N	N;NOM;SG
potong	rajaa	potong	raja	N;SG;ACT	N;PRT;SG
potong	sadon	potong	sato	N;SG;ACT	N;GEN;SG
potong	satoa	potong	satoa	N;SG;ACT	N;PRT;SG
potong	sato	potong	sato	N;SG;ACT	N;NOM;SG
potong	kpl	potong	kpl	N;SG;ACT	N;GEN;SG
memikirkan	miettii	menpikirkan	miettiä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
regulasi	asetus	regulasi	asetus	N;SG	N;NOM;SG
regulasi	sääntely	regulasi	sääntely	N;SG	N;NOM;SG
menyewa	palkata	mensewa	palkata	V;SG;ACT	V;SG;NFIN;ACT
habsburg	habsburg	habsburg	habsburg	N	N;NOM;SG
pengumpulan	kokoontuminen	penkumpulan	kokoontuminen	N;SG	N;NOM;SG
pengumpulan	yhdistäminen	penkumpulan	yhdistäminen	N;SG	N;NOM;SG
menyumbang	lahjoitti	mensumbang	lahjoittaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
menyumbang	lahjoittaa	mensumbang	lahjoittaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
membandingkan	vertaa	menbandingkan	vertaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
membandingkan	vertailla	menbandingkan	vertailla	V;SG;ACT	V;SG;NFIN;ACT
membandingkan	verrata	menbandingkan	verrata	V;SG;ACT	V;SG;NFIN;ACT
perumpamaan	vertauskuva	perumpamaan	vertaus#kuva	N;SG	N;NOM;SG
perumpamaan	vertaus	perumpamaan	vertaus	N;SG	N;NOM;SG
penembakan	ammuskelua	pentembakan	ammuskelu	N;SG	N;PRT;SG
penembakan	ammuskelu	pentembakan	ammuskelu	N;SG	N;NOM;SG
penembakan	ampuminen	pentembakan	ampuminen	N;SG	N;NOM;SG
pucat	vaalea	pucat	vaalea	ADJ;SG	ADJ;NOM;SG
pucat	kalpea	pucat	kalpea	ADJ;SG	ADJ;NOM;SG
register	rekisterit	register	rekisteri	N	N;NOM;PL
register	rekisterien	register	rekisteri	N	N;GEN;PL
register	rekisteriin	register	rekisteri	N	N;IN+ALL;SG
register	rekisteri	register	rekisteri	N	N;NOM;SG
heran	hämmästynyt	heran	hämmästyä	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
heran	ihmettelee	heran	ihmetellä	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
heran	ihmetellä	heran	ihmetellä	V;SG;ACT	V;SG;NFIN;ACT
lift	hissit	lift	hissi	N	N;NOM;PL
lift	nosto	lift	nosto	N	N;NOM;SG
lift	hissit	lift	hissi	N	N;NOM;PL
lift	hissiä	lift	hissi	N	N;PRT;SG
lift	hissillä	lift	hissi	N	N;AT+ESS
;SG
lift	hissi	lift	hissi	N	N;NOM;SG
menduga	arvannut	menduga	arvata	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
mempercayai	uskoen	menpercayai	uskoa	V;SG;ACT	V;INS;SG;NFIN;ACT
mempercayai	uskoo	menpercayai	uskoa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
sunnah	sunna	sunnah	sunna	N;SG	N;NOM;SG
pelestarian	säilytys	pelestarian	säilytys	N;SG	N;NOM;SG
pelestarian	säilyminen	pelestarian	säilyminen	N;SG	N;NOM;SG
