후드	гуд	후드	гуд		
플로피	дискет	플로피	дискет	N	N;INAN;GEN;FEM;PL
조달	закупок	조달	закупка	N	N;INAN;GEN;FEM;PL
조달	закупка	조달	закупка	N	N;INAN;NOM;FEM;SG
조달	закупки	조달	закупка	N	N;INAN;NOM;FEM;PL
검출	выявление	검출	выявление	N	N;INAN;NOM;NEUT;SG
검출	обнаружения	검출	обнаружение	N	N;INAN;NOM;NEUT;PL
검출	обнаружение	검출	обнаружение	N	N;INAN;NOM;NEUT;SG
손상된	повреждено	손상+되+ㄴ	повредить	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
손상된	поврежден	손상+되+ㄴ	повредить	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
손상된	повреждена	손상+되+ㄴ	повредить	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
손상된	повреждены	손상+되+ㄴ	повредить	V	V;PFV;PL;PST;V.PTCP;PASS
걷고	ходить	걷+고	ходить	V	V;IPFV;NFIN;ACT
범죄자	преступники	범죄자	преступник	N	N;ANIM;NOM;MASC;PL
범죄자	преступников	범죄자	преступник	N	N;ANIM;GEN;MASC;PL
범죄자	преступник	범죄자	преступник	N	N;ANIM;NOM;MASC;SG
범죄자	преступник	범죄자	преступник	N	N;ANIM;NOM;MASC;SG
입술	губки	입술	губка	N	N;INAN;NOM;FEM;PL
입술	губы	입술	губа	N	N;INAN;NOM;FEM;PL
입술	губ	입술	губа	N	N;INAN;GEN;MASC;SG
농부	фермеров	농부	фермер	N	N;ANIM;GEN;MASC;PL
농부	фермеры	농부	фермер	N	N;ANIM;NOM;MASC;PL
농부	фермер	농부	фермер	N	N;ANIM;NOM;MASC;SG
호위	сопровождение	호위	сопровождение	N	N;INAN;NOM;NEUT;SG
호위	эскорт	호위	эскорт	N	N;INAN;NOM;MASC;SG
실린더	баллон	실린더	баллон	N	N;INAN;NOM;MASC;SG
실린더	цилиндр	실린더	цилиндр	N	N;INAN;NOM;MASC;SG
브람스	брамса	브람스	брамс	N	N;INAN;NOM;MASC;SG
혈관	суда	혈관	суд	N	N;INAN;NOM;MASC;PL
혈관	сосуды	혈관	сосуд	N	N;INAN;NOM;MASC;PL
혈관	судов	혈관	суд	N	N;INAN;GEN;MASC;PL
노래방	караоке	노래방	караока	N	N;INAN;NOM;MASC;SG
공지	объявление	공지	объявление	N	N;INAN;NOM;NEUT;SG
공지	уведомление	공지	уведомление	N	N;INAN;NOM;NEUT;SG
공지	извещение	공지	извещение	N	N;INAN;NOM;NEUT;SG
공지	объявления	공지	объявление	N	N;INAN;NOM;NEUT;PL
잠금	замок	잠금	замок	N	N;INAN;NOM;MASC;SG
잠금	блокировка	잠금	блокировка	N	N;INAN;NOM;FEM;SG
잠금	блокировка	잠금	блокировка	N	N;INAN;NOM;FEM;SG
잠금	блокировки	잠금	блокировка	N	N;INAN;NOM;FEM;PL
루니	руни	루니	рунь	N	N;ANIM;NOM;MASC;SG
온실	теплицы	온실	теплица	N	N;INAN;NOM;FEM;PL
감지	выявление	감+지	выявление	N	N;INAN;NOM;NEUT;SG
감지	обнаружения	감+지	обнаружение	N	N;INAN;NOM;NEUT;PL
감지	обнаружение	감+지	обнаружение	N	N;INAN;NOM;NEUT;SG
감지	обнаружение	감+지	обнаружение	N	N;INAN;NOM;NEUT;SG
통역	переводчик	통역	переводчик	N	N;ANIM;NOM;MASC;SG
연습생	практике	연습생	практика	N	N;INAN;DAT;FEM;SG
연습생	практика	연습생	практика	N	N;INAN;NOM;FEM;SG
민병대	милиция	민병대	милиция	N	N;INAN;NOM;FEM;SG
민병대	ополченцев	민병대	ополченец	N	N;ANIM;ACC;MASC;PL
민병대	милиции	민병대	милиция	N	N;INAN;NOM;FEM;SG
민병대	ополченцы	민병대	ополченец	N	N;ANIM;NOM;MASC;PL
워프	варп	워프	варп		
전갈자리	скорпион	전갈자리	скорпион	N	N;ANIM;NOM;MASC;SG
물고기자리	рыба	물고기+자리	рыба	N	N;ANIM;NOM;FEM;SG
물고기자리	рыбы	물고기+자리	рыба	N	N;ANIM;NOM;FEM;PL
자격증	сертификации	자격증	сертификация	N	N;INAN;NOM;FEM;PL
자격증	сертификация	자격증	сертификация	N	N;INAN;NOM;FEM;SG
자격증	квалификации	자격증	квалификация	N	N;INAN;NOM;FEM;SG
자격증	квалификация	자격증	квалификация	N	N;INAN;NOM;FEM;SG
자격증	полномочия	자격증	полномочие	N	N;INAN;NOM;NEUT;PL
가정교사	репетитор	가정교사	репетитор	N	N;ANIM;NOM;MASC;SG
가정교사	гувернантка	가정교사	гувернантка	N	N;ANIM;NOM;FEM;SG
벤치	скамейки	벤치	скамейка	N	N;INAN;NOM;FEM;PL
벤치	скамейке	벤치	скамейка	N	N;INAN;DAT;FEM;SG
흔적	след	흔적	след	N	N;INAN;NOM;MASC;SG
흔적	следы	흔적	след	N	N;INAN;NOM;MASC;PL
흔적	след	흔적	след	N	N;INAN;NOM;MASC;SG
비자	визы	비자	виза	N	N;INAN;NOM;FEM;PL
비자	визу	비자	виза	N	N;INAN;ACC;FEM;SG
비자	виза	비자	виза	N	N;INAN;NOM;FEM;SG
세르비아인	сербы	세르비아인	серб	N	N;ANIM;NOM;MASC;PL
세르비아인	сербов	세르비아인	серб	N	N;ANIM;GEN;MASC;PL
세르비아인	сербы	세르비아인	серб	N	N;ANIM;NOM;MASC;PL
세르비아인	сербов	세르비아인	серб	N	N;ANIM;GEN;MASC;PL
세르비아인	сербии	세르비아인	сербия	N	N;INAN;NOM;FEM;PL
플루트	флейта	플루트	флейт	N	N;INAN;NOM;FEM;SG
부모님	родители	부모님	родитель	N	N;ANIM;NOM;MASC;PL
부모님	родителям	부모님	родитель	N	N;ANIM;DAT;MASC;PL
부모님	родителей	부모님	родитель	N	N;ANIM;GEN;MASC;PL
부모님	родитель	부모님	родитель	N	N;ANIM;NOM;MASC;SG
수류탄	граната	수류탄	граната	N	N;INAN;NOM;FEM;SG
수류탄	гранаты	수류탄	граната	N	N;INAN;NOM;FEM;PL
수류탄	гранат	수류탄	граната	N	N;INAN;NOM;MASC;SG
수류탄	гранаты	수류탄	граната	N	N;INAN;NOM;FEM;PL
단락	параграф	단락	параграф	N	N;INAN;NOM;MASC;SG
단락	пункт	단락	пункт	N	N;INAN;NOM;MASC;SG
단락	абзац	단락	абзац	N	N;INAN;NOM;MASC;SG
단락	пункты	단락	пункт	N	N;INAN;NOM;MASC;PL
단락	пунктах	단락	пункт	N	N;INAN;ESS;MASC;PL
카세트	кассета	카세트	кассета	N	N;INAN;NOM;FEM;SG
카세트	кассеты	카세트	кассета	N	N;INAN;NOM;MASC;PL
거품	пузыри	거품	пузырь	N	N;INAN;NOM;MASC;PL
거품	пены	거품	пена	N	N;INAN;NOM;FEM;PL
거품	пена	거품	пена	N	N;INAN;NOM;FEM;SG
거품	пузырь	거품	пузырь	N	N;INAN;NOM;MASC;SG
거품	пена	거품	пена	N	N;INAN;NOM;FEM;SG
랠리	ралли	랠리	ралли	N	N;INAN;NOM;NEUT;SG
랠리	митинг	랠리	митинг	N	N;INAN;NOM;MASC;SG
배너	баннеры	배너	баннер	N	N;INAN;NOM;MASC;PL
배너	знамя	배너	знамя	N	N;INAN;NOM;NEUT;SG
배너	баннер	배너	баннер	N	N;INAN;NOM;MASC;SG
의사당	капитолий	의사당	капитолия	N	N;INAN;NOM;MASC;SG
억제	пресечение	억제	пресечение	N	N;INAN;NOM;NEUT;SG
억제	подавление	억제	подавление	N	N;INAN;NOM;NEUT;SG
억제	ингибитор	억제	ингибитор	N	N;INAN;NOM;MASC;SG
방학	отдых	방학	отдых	N	N;INAN;NOM;MASC;SG
방학	каникулы	방학	каникулы	N	N;INAN;NOM;FEM;PL
방학	отпуск	방학	отпуск	N	N;INAN;NOM;MASC;SG
가정부	служанка	가정부	служанка	N	N;ANIM;NOM;FEM;SG
가정부	домработница	가정부	домработница	N	N;ANIM;NOM;FEM;SG
멤버들	членов	멤버+들	член	N	N;ANIM;GEN;MASC;PL
멤버들	члены	멤버+들	член	N	N;ANIM;NOM;MASC;PL
멤버들	участники	멤버+들	участник	N	N;ANIM;NOM;MASC;PL
애정	привязанность	애정	привязанность	N	N;INAN;NOM;FEM;SG
볼륨	объём	볼륨	объем	N	N;INAN;NOM;MASC;SG
볼륨	объем	볼륨	объем	N	N;INAN;NOM;MASC;SG
볼륨	громкость	볼륨	громкость	N	N;INAN;NOM;FEM;SG
볼륨	тома	볼륨	том	N	N;INAN;NOM;MASC;PL
볼륨	томов	볼륨	том	N	N;INAN;GEN;MASC;PL
볼륨	объемы	볼륨	объем	N	N;INAN;NOM;MASC;PL
엘프	эльф	엘프	эльф	N	N;ANIM;NOM;MASC;SG
엘프	эльфы	엘프	эльф	N	N;ANIM;NOM;MASC;PL
백조	лебеди	백조	лебедь	N	N;ANIM;NOM;MASC;PL
백조	лебедь	백조	лебедь	N	N;ANIM;NOM;MASC;SG
백조	свон	백조	свон	N	N;INAN;NOM;FEM;SG
출판물	публикация	출판물	публикация	N	N;INAN;NOM;FEM;SG
출판물	опубликование	출판물	опубликование	N	N;INAN;NOM;NEUT;SG
출판물	издание	출판물	издание	N	N;INAN;NOM;NEUT;SG
출판물	публикации	출판물	публикация	N	N;INAN;NOM;FEM;PL
발목	лодыжку	발목	лодыжка	N	N;INAN;ACC;FEM;SG
발목	лодыжки	발목	лодыжка	N	N;INAN;NOM;FEM;PL
발목	лодыжки	발목	лодыжка	N	N;INAN;NOM;FEM;PL
반체제	диссидентов	반체제	диссидент	N	N;ANIM;GEN;MASC;PL
중성미자	нейтрино	중성미자	нейтрино	N	N;INAN;NOM;FEM;SG
새우	креветки	새우	креветка	N	N;INAN;NOM;FEM;PL
새우	креветки	새우	креветка	N	N;INAN;NOM;FEM;PL
새우	креветки	새우	креветка	N	N;INAN;NOM;FEM;PL
혼돈	путаница	혼돈	путаница	N	N;INAN;NOM;FEM;SG
혼돈	путаницы	혼돈	путаница	N	N;INAN;NOM;FEM;SG
혼돈	замешательство	혼돈	замешательство	N	N;INAN;NOM;NEUT;SG
혼돈	хаос	혼돈	хаос	N	N;INAN;NOM;MASC;SG
일관성	согласованности	일관성	согласованность	N	N;INAN;GEN;FEM;SG
일관성	согласованность	일관성	согласованность	N	N;INAN;NOM;FEM;SG
일관성	согласованность	일관성	согласованность	N	N;INAN;NOM;FEM;SG
일관성	последовательности	일관성	последовательность	N	N;INAN;NOM;FEM;PL
일관성	последовательность	일관성	последовательность	N	N;INAN;NOM;FEM;SG
망치	молоток	망치	молоток	N	N;INAN;NOM;MASC;SG
망치	молот	망치	молот	N	N;INAN;NOM;MASC;SG
지리학	географии	지리학	география	N	N;INAN;NOM;FEM;SG
지리학	география	지리학	география	N	N;INAN;NOM;FEM;SG
멜로	мело	멜로	мело		
전자제품	электроники	전자제품	электроника	N	N;INAN;NOM;FEM;SG
재산권	собственности	재산권	собственность	N	N;INAN;GEN;FEM;SG
재산권	свойство	재산권	свойство	N	N;INAN;NOM;NEUT;SG
재산권	имущество	재산권	имущество	N	N;INAN;NOM;NEUT;SG
재산권	собственность	재산권	собственность	N	N;INAN;NOM;FEM;SG
재산권	недвижимость	재산권	недвижимость	N	N;INAN;NOM;FEM;SG
장애물	препятствие	장애물	препятствие	N	N;INAN;NOM;NEUT;SG
장애물	прыжок	장애물	прыжок	N	N;INAN;NOM;MASC;SG
장애물	прыжки	장애물	прыжок	N	N;INAN;NOM;MASC;PL
장애물	препятствием	장애물	препятствие	N	N;INAN;INS;NEUT;SG
장애물	препятствие	장애물	препятствие	N	N;INAN;NOM;NEUT;SG
장애물	препятствий	장애물	препятствие	N	N;INAN;GEN;NEUT;PL
장애물	препятствия	장애물	препятствие	N	N;INAN;NOM;NEUT;PL
사용법	использование	사용법	использование	N	N;INAN;NOM;NEUT;SG
사용법	употребление	사용법	употребление	N	N;INAN;NOM;NEUT;SG
사용법	использования	사용법	использование	N	N;INAN;GEN;NEUT;SG
쿠미코	кумико	쿠미코	кумико		
분사	инъекции	분사	инъекция	N	N;INAN;NOM;FEM;PL
절단	ампутации	절단	ампутация	N	N;INAN;NOM;FEM;PL
지뢰	шахты	지뢰	шахта	N	N;INAN;NOM;FEM;PL
지뢰	мин	지뢰	минута	N	N;INAN;NOM;FEM;SG
지뢰	мины	지뢰	мина	N	N;INAN;NOM;FEM;PL
항생제	антибиотики	항생제	антибиотика	N	N;INAN;NOM;MASC;PL
항생제	антибиотик	항생제	антибиотик	N	N;INAN;NOM;MASC;SG
정서	эмоции	정서	эмоция	N	N;INAN;NOM;FEM;PL
현미경	микроскоп	현미경	микроскоп	N	N;INAN;NOM;MASC;SG
육체	плоть	육체	плоть	N	N;INAN;NOM;FEM;SG
육체	плоти	육체	плоть	N	N;INAN;NOM;FEM;PL
칩셋	чипсет	칩셋	чипсета	N	N;INAN;NOM;MASC;SG
트레이딩	торговля	트레이딩	торговля	N	N;INAN;NOM;FEM;SG
중요성	важность	중요성	важность	N	N;INAN;NOM;FEM;SG
전화번호	телефон	전화번호	телефон	N	N;INAN;NOM;MASC;SG
긴장	напряжение	긴장	напряжение	N	N;INAN;NOM;NEUT;SG
긴장	напряженность	긴장	напряженность	N	N;INAN;NOM;FEM;SG
긴장	напряженности	긴장	напряженность	N	N;INAN;NOM;FEM;SG
질투	ревность	질투	ревность	N	N;INAN;NOM;FEM;SG
질투	зависть	질투	зависть	N	N;INAN;NOM;FEM;SG
질투	зависть	질투	зависть	N	N;INAN;NOM;FEM;SG
질투	ревность	질투	ревность	N	N;INAN;NOM;FEM;SG
마이코	майко	마이코	майко		
개선하기	улучшать	개선+하+기	улучшать	V	V;IPFV;NFIN;ACT
개선하기	улучшить	개선+하+기	улучшить	V	V;PFV;NFIN;ACT
플라스마	плазмы	플라스마	плазма	N	N;INAN;NOM;FEM;PL
수평으로	горизонтально	수평+으로	горизонтально	ADV	ADV
사자자리	лео	사자자리	лео	N	N;ANIM;NOM;MASC;SG
사자자리	лев	사자자리	лев	N	N;ANIM;NOM;MASC;SG
타당성	действительности	타당성	действительность	N	N;INAN;GEN;FEM;SG
타당성	действительность	타당성	действительность	N	N;INAN;NOM;FEM;SG
랜드마크	ориентир	랜드마크	ориентир	N	N;INAN;NOM;MASC;SG
탈레반	талибан	탈레반	талибан	N	N;INAN;NOM;MASC;SG
탈레반	талибана	탈레반	талибан	N	N;INAN;NOM;MASC;SG
용접	сварщик	용접	сварщик	N	N;ANIM;NOM;MASC;SG
용접	сварка	용접	сварка	N	N;INAN;NOM;FEM;SG
악용	злоупотребления	악용	злоупотребление	N	N;INAN;NOM;NEUT;PL
악용	надругательство	악용	надругательство	N	N;INAN;NOM;NEUT;SG
악용	злоупотребление	악용	злоупотребление	N	N;INAN;NOM;NEUT;SG
마크업	разметки	마크업	разметка	N	N;INAN;NOM;FEM;PL
대리인	опекунов	대리+이+ㄴ	опекун	N	N;ANIM;GEN;MASC;PL
대리인	стражи	대리+이+ㄴ	стража	N	N;INAN;NOM;FEM;PL
대리인	хранители	대리+이+ㄴ	хранитель	N	N;ANIM;NOM;MASC;PL
대리인	агент	대리+이+ㄴ	агент	N	N;ANIM;NOM;MASC;SG
대리인	суррогат	대리+이+ㄴ	суррогат	N	N;INAN;NOM;MASC;SG
성기	пенис	성기	пенис	N	N;INAN;NOM;MASC;SG
성기	член	성기	член	N	N;ANIM;NOM;MASC;SG
성기	гениталии	성기	гениталия	N	N;INAN;NOM;FEM;PL
콤보	комбинация	콤보	комбинация	N	N;INAN;NOM;FEM;SG
콤보	комбо	콤보	комбо	N	N;INAN;NOM;MASC;SG
위생	гигиена	위생	гигиен	N	N;INAN;NOM;FEM;SG
위생	гигиены	위생	гигиена	N	N;INAN;NOM;FEM;PL
위생	санитарии	위생	санитарий	N	N;INAN;NOM;FEM;PL
사구	дюны	사구	дюна	N	N;INAN;NOM;FEM;PL
사구	дюна	사구	дюна	N	N;INAN;NOM;FEM;SG
노예제	раб	노예제	раб	N	N;ANIM;NOM;MASC;SG
노예제	раба	노예제	раб	N	N;ANIM;ACC;MASC;SG
노예제	рабство	노예제	рабство	N	N;INAN;NOM;NEUT;SG
아쉬운	полегче	아쉽+ㄴ	легкий	ADJ	ADJ;CMPR
아쉬운	легче	아쉽+ㄴ	легкий	ADJ	ADJ;CMPR
아쉬운	легко	아쉽+ㄴ	легкий	ADJ	ADJ;NEUT;SG
인류학	антропологии	인류학	антропология	N	N;INAN;NOM;FEM;PL
집착	одержимость	집착	одержимость	N	N;INAN;NOM;FEM;SG
가입자	подписчики	가입자	подписчик	N	N;ANIM;NOM;MASC;PL
가입자	подписчиков	가입자	подписчик	N	N;ANIM;GEN;MASC;PL
아이누	айнов	아이누	айн	N	N;ANIM;GEN;MASC;PL
불만	жалобы	불만	жалоба	N	N;INAN;NOM;FEM;PL
불만	недовольство	불만	недовольство	N	N;INAN;NOM;NEUT;SG
불만	недовольство	불만	недовольство	N	N;INAN;NOM;NEUT;SG
구출	спасатели	구출	спасатель	N	N;ANIM;NOM;MASC;PL
구출	спасение	구출	спасение	N	N;INAN;NOM;NEUT;SG
명소	достопримечательности	명소	достопримечательность	N	N;INAN;NOM;FEM;PL
명소	достопримечательностей	명소	достопримечательность	N	N;INAN;GEN;FEM;PL
명소	достопримечательности	명소	достопримечательность	N	N;INAN;NOM;FEM;PL
세슘	цезия	세슘	цезия	N	N;INAN;NOM;MASC;SG
숭배	культ	숭배	культ	N	N;INAN;NOM;MASC;SG
숭배	поклонения	숭배	поклонение	N	N;INAN;NOM;NEUT;PL
숭배	поклонение	숭배	поклонение	N	N;INAN;NOM;NEUT;SG
독성	токсичность	독성	токсичность	N	N;INAN;NOM;FEM;SG
독성	токсичности	독성	токсичность	N	N;INAN;NOM;FEM;SG
영사	консул	영사	консул	N	N;ANIM;NOM;MASC;SG
치사	убийство	치사	убийство	N	N;INAN;NOM;NEUT;SG
목장	пастбища	목장	пастбище	N	N;INAN;NOM;NEUT;PL
목장	пастбище	목장	пастбище	N	N;INAN;NOM;NEUT;SG
목장	ранчо	목장	ранчо	N	N;INAN;NOM;MASC;SG
주스	сока	주스	сока	N	N;INAN;GEN;MASC;SG
주스	сок	주스	сок	N	N;INAN;NOM;MASC;SG
주스	соки	주스	сок	N	N;INAN;NOM;MASC;PL
헤이	привет	헤+이	привет		
매점	столовой	매점	столовая	N	N;INAN;NOM;FEM;SG
펌웨어	прошивки	증웨어	прошивка	N	N;INAN;NOM;FEM;PL
준수	соблюдение	준수	соблюдение	N	N;INAN;NOM;NEUT;SG
펀드	фонд	펀드	фонд	N	N;INAN;NOM;MASC;SG
펀드	фонды	펀드	фонд	N	N;INAN;NOM;MASC;PL
펀드	средства	펀드	средства	N	N;INAN;NOM;NEUT;PL
명품	люкс	명품	люкс	N	N;INAN;NOM;MASC;SG
명품	роскошь	명품	роскошь	N	N;INAN;NOM;FEM;SG
알레그로	аллегро	알레그+로	аллегро		
설문	опросы	설문	опрос	N	N;INAN;NOM;MASC;PL
설문	опрос	설문	опрос	N	N;INAN;NOM;MASC;SG
태평	тайпин	태평	тайпин		
재미	кайф	재미	кайф	N	N;INAN;NOM;MASC;SG
재미	веселье	재미	веселье	N	N;INAN;NOM;NEUT;SG
산화물	оксид	산화물	оксид	N	N;INAN;NOM;MASC;SG
몰수	конфискация	몰수	конфискация	N	N;INAN;NOM;FEM;SG
악화	обострение	악화	обострение	N	N;INAN;NOM;NEUT;SG
악화	ухудшение	악화	ухудшение	N	N;INAN;NOM;NEUT;SG
경매	аукцион	경매	аукцион	N	N;INAN;NOM;MASC;SG
경매	аукционов	경매	аукцион	N	N;INAN;GEN;MASC;PL
머무르고	остаться	머무르+고	остаться	V	V;PFV;NFIN;MID
도표	диаграмма	도표	диаграмма	N	N;INAN;NOM;FEM;SG
생산성	продуктивность	생산성	продуктивность	N	N;INAN;NOM;FEM;SG
생산성	производительность	생산성	производительность	N	N;INAN;NOM;FEM;SG
프라이	срю	프라이	срой		
아사카	асака	아사카	асака		
대백과사전	энциклопедия	대백과류전	энциклопедия	N	N;INAN;NOM;FEM;SG
특사	эмиссар	특사	эмиссар	N	N;ANIM;NOM;MASC;SG
당뇨병	диабет	당뇨병	диабет	N	N;INAN;NOM;MASC;SG
유방	груди	유방	грудь	N	N;INAN;NOM;FEM;SG
유방	грудь	유방	грудь	N	N;INAN;NOM;FEM;SG
좋아요	ок	좋+아+요	ок		
여관	инн	여관	инн	N	N;INAN;NOM;MASC;SG
기병대	кавалерии	기병대	кавалерия	N	N;INAN;NOM;FEM;PL
계몽주의	просвещения	계몽주의	просвещение	N	N;INAN;GEN;NEUT;SG
계몽주의	просвещение	계몽주의	просвещение	N	N;INAN;NOM;NEUT;SG
부호화	кодирование	부호화	кодирование	N	N;INAN;NOM;NEUT;SG
부호화	кодирования	부호화	кодирование	N	N;INAN;NOM;NEUT;PL
트랜잭션	сделка	트랜잭션	сделка	N	N;INAN;NOM;FEM;SG
트랜잭션	операции	트랜잭션	операция	N	N;INAN;NOM;FEM;PL
트랜잭션	сделок	트랜잭션	сделка	N	N;INAN;GEN;FEM;PL
트랜잭션	сделки	트랜잭션	сделка	N	N;INAN;NOM;FEM;PL
우려	озабоченность	우려	озабоченность	N	N;INAN;NOM;FEM;SG
우려	беспокойство	우려	беспокойство	N	N;INAN;NOM;NEUT;SG
우려	забота	우려	забота	N	N;INAN;NOM;FEM;SG
우려	обеспокоенность	우려	обеспокоенность	N	N;INAN;NOM;FEM;SG
입국	прибытия	입국	прибытие	N	N;INAN;NOM;NEUT;PL
입국	прибытие	입국	прибытие	N	N;INAN;NOM;NEUT;SG
가방	пакет	가방	пакет	N	N;INAN;NOM;MASC;SG
가방	мешок	가방	мешок	N	N;INAN;NOM;MASC;SG
가방	сумку	가방	сумка	N	N;INAN;ACC;FEM;SG
가방	сумка	가방	сумка	N	N;INAN;NOM;FEM;SG
가방	пакеты	가방	пакет	N	N;INAN;NOM;MASC;PL
가방	мешки	가방	мешок	N	N;INAN;NOM;MASC;PL
가방	сумки	가방	сумка	N	N;INAN;NOM;FEM;PL
조선소	верфи	조선소	верфь	N	N;INAN;NOM;FEM;PL
출판됨	опубликован	출판+되+ㄴ	опубликовать	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
출판됨	опубликованный	출판+되+ㄴ	опубликовать	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
출판됨	опубликовано	출판+되+ㄴ	опубликовать	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
출판됨	опубликована	출판+되+ㄴ	опубликовать	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
출판됨	опубликованные	출판+되+ㄴ	опубликовать	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
변종	вариант	변종	вариант	N	N;INAN;NOM;MASC;SG
리프트	рифт	리프트	рифт		
목적지	направления	목적지	направление	N	N;INAN;NOM;NEUT;PL
목적지	назначения	목적지	назначение	N	N;INAN;NOM;NEUT;PL
보정	исправления	보정	исправление	N	N;INAN;NOM;NEUT;PL
보정	исправление	보정	исправление	N	N;INAN;NOM;NEUT;SG
보정	поправка	보정	поправка	N	N;INAN;NOM;FEM;SG
보정	коррекция	보정	коррекция	N	N;INAN;NOM;FEM;SG
보정	калибровки	보정	калибровка	N	N;INAN;NOM;FEM;PL
보정	калибровка	보정	калибровка	N	N;INAN;NOM;FEM;SG
펜스	пенсов	펜스	пенс	N	N;INAN;GEN;MASC;PL
지킨	кин	지키+ㄴ	кин		
목걸이	цепочка	목걸+이	цепочка	N	N;INAN;NOM;FEM;SG
목걸이	кулон	목걸+이	кулон	N	N;INAN;NOM;MASC;SG
목걸이	ожерелье	목걸+이	ожерелье	N	N;INAN;NOM;NEUT;SG
목걸이	колье	목걸+이	колья	N	N;INAN;NOM;NEUT;SG
목걸이	ожерелья	목걸+이	ожерелье	N	N;INAN;NOM;NEUT;PL
목걸이	колье	목걸+이	колья	N	N;INAN;NOM;NEUT;SG
연주회	концертов	연주회	концерт	N	N;INAN;GEN;MASC;PL
연주회	концерты	연주회	концерт	N	N;INAN;NOM;MASC;PL
연주회	концерт	연주회	концерт	N	N;INAN;NOM;MASC;SG
팽창	расширение	팽창	расширение	N	N;INAN;NOM;NEUT;SG
좌표계	координаты	좌표계	координата	N	N;INAN;NOM;FEM;PL
측량	топограф	측량	топограф	N	N;ANIM;NOM;MASC;SG
측량	съемка	측량	съемка	N	N;INAN;NOM;FEM;SG
훔쳐	украсть	훔치+어	красть	V	V;PFV;NFIN;ACT
채팅	чаты	채팅	чаты	N	N;INAN;NOM;MASC;PL
채팅	чата	채팅	чат	N	N;INAN;GEN;MASC;SG
채팅	чат	채팅	чат	N	N;INAN;NOM;MASC;SG
가속기	ускорителей	가속기	ускоритель	N	N;ANIM;GEN;MASC;PL
가속기	ускоритель	가속기	ускоритель	N	N;INAN;NOM;MASC;SG
테라	тера	테라	тер		
계산기	калькуляторов	계산기	калькулятор	N	N;INAN;GEN;MASC;PL
계산기	калькулятор	계산기	калькулятор	N	N;INAN;NOM;MASC;SG
시키	сики	시키	сик		
바깥쪽으로	наружу	바깥쪽+으로	наружу	ADV	ADV
엔트로피	энтропия	엔트로피	энтропия	N	N;INAN;NOM;FEM;SG
하루코	харуко	하루코	харуко		
성교	сношения	성교	сношение	N	N;INAN;NOM;NEUT;PL
성교	секс	성교	секс	N	N;INAN;NOM;MASC;SG
테디	тэдди	테디	тэдди		
대수학	алгебра	대수학	алгебр	N	N;INAN;NOM;FEM;SG
연구자	исследователь	연구자	исследователь	N	N;ANIM;NOM;MASC;SG
연구자	исследователи	연구자	исследователь	N	N;ANIM;NOM;MASC;PL
소프트볼	софтбол	소프트볼	софтбол		
커브	кривой	커브	кривой	N	N;INAN;NOM;MASC;SG
커브	кривая	커브	кривая	N	N;INAN;NOM;FEM;SG
엘람	элам	엘람	эло		
펄스	пульс	펄스	пульс	N	N;INAN;NOM;MASC;SG
펄스	импульс	펄스	импульс	N	N;INAN;NOM;MASC;SG
갈매기	чаек	갈매+기	чайк	N	N;INAN;GEN;FEM;PL
갈매기	чайка	갈매+기	чайка	N	N;INAN;NOM;FEM;SG
갈매기	чайка	갈매+기	чайка	N	N;INAN;NOM;FEM;SG
크리드	крид	크리드	крид	N	N;INAN;NOM;MASC;SG
천연두	оспы	천연두	оспа	N	N;INAN;GEN;FEM;SG
셔터	затвора	셔터	затвор	N	N;INAN;GEN;MASC;SG
탄산	карбонат	탄산	карбонат	N	N;INAN;NOM;MASC;SG
우울증	депрессия	우울증	депрессия	N	N;INAN;NOM;FEM;SG
우울증	депрессии	우울증	депрессия	N	N;INAN;NOM;FEM;PL
콜라보레이션	сотрудничество	콜라보레이션	сотрудничество	N	N;INAN;NOM;NEUT;SG
자제	сдержанность	자제	сдержанность	N	N;INAN;NOM;FEM;SG
룰라	лула	있+라	луло		
캘빈	кельвин	캘비+ㄴ	кельвин		
라이트닝	молния	라이트닝	молния	N	N;INAN;NOM;FEM;SG
라이트닝	молнии	라이트닝	молния	N	N;INAN;NOM;FEM;PL
투명	прозрачность	투명	прозрачность	N	N;INAN;NOM;FEM;SG
투명	прозрачность	투명	прозрачность	N	N;INAN;NOM;FEM;SG
석기	камень	석기	камень	N	N;INAN;NOM;MASC;SG
석기	стоун	석기	стоун	N	N;INAN;NOM;MASC;SG
영감	вдохновение	영감	вдохновение	N	N;INAN;NOM;NEUT;SG
대시	дэш	대시	дэш	N	N;INAN;NOM;FEM;SG
대시	тире	대시	тир	N	N;INAN;NOM;MASC;SG
대시	тире	대시	тир	N	N;INAN;NOM;MASC;SG
진술	ведомость	진술	ведомость	N	N;INAN;NOM;FEM;SG
진술	заявление	진술	заявление	N	N;INAN;NOM;NEUT;SG
영장류	приматов	영장류	примат	N	N;ANIM;GEN;MASC;PL
