ve	og	ve	og	CONJ	CONJ
iletişim	kontakt	iletiş	kontakt	N;NOM;SG;3	N;INDF;MASC;SG
iletişim	contact	iletiş	contact	N;NOM;SG;3	N
iletişim	kommunikasjon	iletiş	kommunikasjon	N;NOM;SG;3	N;INDF;MASC;SG
öğrenci	kadett	öğrenci	kadett	N;NOM;SG;3	N;INDF;MASC;SG
öğrenci	elev	öğrenci	elev	N;NOM;SG;3	N;INDF;MASC;SG
öğrenci	student	öğrenci	student	N;NOM;SG;3	N;INDF;MASC;SG
üyeleri	medlemmer	üye	medlem	N;NOM;PL;3	N;INDF;MASC;PL
üyeleri	medlemmene	üye	medlem	N;NOM;PL;3	N;DEF;MASC;PL
üyeleri	medlemer	üye	medlem	N;NOM;PL;3	N;INDF;MASC;PL
kolay	enkel	kolay	enkel	ADJ	ADJ;INDF;SG
kolay	enkelt	kolay	enkel	ADJ	ADJ;INDF;NEUT;SG
kolay	rolig	kolay	rolig	ADJ	ADJ;INDF;NEUT;SG
kolay	lett	kolay	lett	ADJ	ADJ;INDF;NEUT;SG
yayınlandı	publiserte	yayınla	publisere	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
onların	sine	o	sin	PRO;GEN;PL;3	PRO;PL
baba	far	baba	far	N;NOM;SG;3	N;INDF;MASC;SG
baba	fattern	baba	fattern	N;NOM;SG;3	N;INDF;MASC;SG
baba	pappa	baba	pappa	N;NOM;SG;3	N;INDF;MASC;SG
baba	daddy	baba	daddy	N;NOM;SG;3	N;INDF;SG
baba	pappa	baba	pappa	N;NOM;SG;3	N;INDF;MASC;SG
baba	far	baba	far	N;NOM;SG;3	N;INDF;MASC;SG
baba	fader	baba	fad	N;NOM;SG;3	N;INDF;FEM;SG
baba	father	baba	father	N;NOM;SG;3	N;INDF;MASC;SG
baba	pater	baba	pater	N;NOM;SG;3	N;INDF;MASC;SG
çoğunlukla	hovedsakelig	çoğunluk	hovedsakelig	N;INS;SG;3	N;INDF;FEM;SG
sonuçlar	resultater	sonuç	resultater	N;NOM;PL;3	N;INDF;FEM;PL
sonuçlar	konsekvenser	sonuç	konsekvens	N;NOM;PL;3	N;INDF;MASC;PL
sonuçlar	slutninger	sonuç	slutninger	N;NOM;PL;3	N;INDF;FEM;PL
gölü	innsjø	göl	innsjø	N;ACC;SG;3	N;INDF;MASC;SG
gölü	sjø	göl	sjø	N;ACC;SG;3	N;INDF;MASC;SG
gölü	lake	göl	lake	N;ACC;SG;3	N;INDF;NEUT;SG
tarihleri	datoer	tarih	datoer	N;ACC;PL;3	N;INDF;NEUT;PL
soğuk	avkjølt	soğuk	avkjøle	ADJ	ADJ;INDF;SG;V.PTCP
soğuk	kjølig	soğuk	kjølig	ADJ	ADJ;INDF;NEUT;SG
soğuk	kald	soğuk	kald	ADJ	ADJ;INDF;SG
soğuk	kaldt	soğuk	kald	ADJ	ADJ;INDF;NEUT;SG
kültürel	kulturelle	kültürel	kulturell	ADJ	ADJ;PL
kültürel	kulturell	kültürel	kulturell	ADJ	ADJ;INDF;SG
kurdu	wolf	kurt	wolf	N;NOM;SG;3	N;INDF;MASC;SG
kurdu	ulv	kurt	ulv	N;NOM;SG;3	N;INDF;MASC;SG
kaliforniya	californias	kaliforniya	californias	N;ACC;SG;3	N;INDF;MASC;SG
kaliforniya	california	kaliforniya	californi	N;ACC;SG;3	N;DEF;FEM;SG
projesi	project	proje	project	N;NOM;SG;3	N;INDF;NEUT;SG
projesi	prosjekt	proje	prosjekt	N;NOM;SG;3	N;INDF;NEUT;SG
nedeni	motivet	neden	motiv	N;NOM;SG;3	N;DEF;NEUT;SG
nedeni	motiv	neden	motiv	N;NOM;SG;3	N;INDF;NEUT;SG
nedeni	årsak	neden	årsak	N;NOM;SG;3	N;INDF;FEM;SG
nedeni	fornuft	neden	fornuft	N;NOM;SG;3	N;INDF;FEM;SG
nedeni	grunn	neden	grunn	N;NOM;SG;3	N;INDF;MASC;SG
nedeni	sak	neden	sak	N;NOM;SG;3	N;INDF;FEM;SG
nedeni	årsak	neden	årsak	N;NOM;SG;3	N;INDF;FEM;SG
nedeni	forårsake	neden	forårsake	N;NOM;SG;3	N;INDF;FEM;SG
national	national	national	national	N;DAT;SG;3	N;INDF;MASC;SG
kararı	avgjørelse	karar	avgjørels	N;NOM;SG;3	N;INDF;MASC;SG
kararı	avgjørelsen	karar	avgjørels	N;NOM;SG;3	N;DEF;MASC;SG
kararı	beslutning	karar	beslutning	N;NOM;SG;3	N;INDF;FEM;SG
kararı	vedtak	karar	vedtak	N;NOM;SG;3	N;INDF;NEUT;SG
kişiler	personer	kişi	person	N;NOM;PL;3	N;INDF;FEM;PL
kişiler	personer	kişi	person	N;NOM;PL;3	N;INDF;FEM;PL
kişiler	personar	kişi	person	N;NOM;PL;3	N;INDF;MASC;PL
kişiler	folk	kişi	folk	N;NOM;PL;3	N;INDF;NEUT;PL
uydu	satellitt	uy	satellitt	N;NOM;SG;3	N;INDF;MASC;SG
uydu	sittet	uy	sittet	N;NOM;SG;3	N;INDF;MASC;SG
uydu	lø	uy	lø	N;NOM;SG;3	N;INDF;MASC;SG
basit	enkelt	basit	enkel	ADJ	ADJ;INDF;NEUT;SG
basit	enkle	basit	enkel	ADJ	ADJ;PL
basit	enkel	basit	enkel	ADJ	ADJ;INDF;SG
kaynaklar	kilder	kaynak	kilder	N;NOM;PL;3	N;INDF;MASC;PL
kaynaklar	ressurser	kaynak	ressurse	N;NOM;PL;3	N;INDF;MASC;PL
kaynaklar	ressursene	kaynak	ressurs	N;NOM;PL;3	N;DEF;FEM;PL
cumhurbaşkanı	president	cumhurbaşkanı	president	N;NOM;SG;3	N;INDF;MASC;SG
cumhurbaşkanı	presidenten	cumhurbaşkanı	president	N;NOM;SG;3	N;DEF;MASC;SG
tanımlamak	definere	tanımla	definere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
alındı	mottok	al	motta	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
gitti	gått	git	gå	V;PFV;IND;SG;3;POS;PST	V;V.PTCP
boyu	høyden	boy	høyd	N;NOM;SG;3	N;DEF;MASC;SG
boyu	høyde	boy	høyde	N;NOM;SG;3	N;INDF;MASC;SG
boyu	lengden	boy	lengd	N;NOM;SG;3	N;DEF;MASC;SG
boyu	lengde	boy	lengje	N;NOM;SG;3	N;INDF;FEM;SG
boyu	størrelse	boy	størrelse	N;NOM;SG;3	N;INDF;MASC;SG
boyu	størrelsen	boy	størrelse	N;NOM;SG;3	N;DEF;MASC;SG
belki	kanskje	belki	kanskje	ADV	ADV
belki	kanskje	belki	kanskje	ADV	ADV
defans	forsvar	defans	forsvar	N;NOM;SG;3	N;INDF;NEUT;SG
defans	defense	defans	defense	N;NOM;SG;3	N;INDF;MASC;SG
yardımcısı	assisterende	yardımcı	assisterende	N;NOM;SG;3	N;INDF;MASC;SG
yardımcısı	assistent	yardımcı	assistent	N;NOM;SG;3	N;INDF;MASC;SG
yardımcısı	assistenten	yardımcı	assistent	N;NOM;SG;3	N;DEF;MASC;SG
yardımcısı	vice	yardımcı	vice	N;NOM;SG;3	N
adaları	øyer	ada	øyer	N;ACC;PL;3	N;INDF;FEM;PL
sırasıyla	henholdsvis	sıra	henholdsvis	N;INS;SG;3	N
sırasıyla	hhv	sıra	hhv	N;INS;SG;3	N;INDF;NEUT;SG
araya	gjenforent	ara	gjenforent	ADJ;DAT;SG;3	ADJ;INDF;NEUT;SG
yönetmeni	filmfotograf	yönetmen	filmfotograf	N;ACC;SG;3	N;INDF;MASC;SG
çözünürlük	oppløsning	çözünürlük	oppløsning	N;NOM;SG;3	N;INDF;FEM;SG
çözünürlük	resolusjon	çözünürlük	resolusjon	N;NOM;SG;3	N;INDF;MASC;SG
ad	namn	ad	namn	N;NOM;SG;3	N;INDF;NEUT;SG
ad	navnet	ad	navn	N;NOM;SG;3	N;DEF;NEUT;SG
ad	navn	ad	navn	N;NOM;SG;3	N;INDF;NEUT;SG
american	american	american	american	N;NOM;SG;3	N
direktör	direktør	direk	direktør	N;NOM;SG;3	N;INDF;MASC;SG
direktör	regissør	direk	regissør	N;NOM;SG;3	N;INDF;MASC;SG
katkıda	bidrag	katkı	bidrag	N;ESS;SG;3	N;INDF;NEUT;SG
katkıda	bidragsytere	katkı	bidragsytere	N;ESS;SG;3	N;INDF;NEUT;SG
anne	mumie	anne	mumie	N;NOM;SG;3	N;INDF;MASC;SG
anne	mommy	anne	mommy	N;NOM;SG;3	N;INDF;MASC;SG
anne	mammaen	anne	mamma	N;NOM;SG;3	N;DEF;MASC;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;INDF;MASC;SG
anne	momma	anne	momme	N;NOM;SG;3	N;DEF;NEUT;SG
anne	mor	anne	mor	N;NOM;SG;3	N;INDF;FEM;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;INDF;MASC;SG
anne	mor	anne	mor	N;NOM;SG;3	N;INDF;FEM;SG
anne	moder	anne	moder	N;NOM;SG;3	N;INDF;MASC;SG
anne	mother	anne	mothe	N;NOM;SG;3	N;INDF;NEUT;SG
anne	mamma	anne	mamma	N;NOM;SG;3	N;INDF;MASC;SG
katılan	deltar	kat	delta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN
katılan	deltar	kat	delta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN
değeri	verdien	değer	verdi	N;ACC;SG;3	N;DEF;MASC;SG
değeri	verdi	değer	verdi	N;ACC;SG;3	N;INDF;MASC;SG
akademisi	akademi	akadem	akademi	N;NOM;SG;3	N;INDF;NEUT;SG
akademisi	academy	akadem	academy	N;NOM;SG;3	N;INDF;MASC;SG
ince	tynn	ince	tynn	ADJ	ADJ;INDF;SG
ince	tynt	ince	tyne	ADJ	ADJ;INDF;NEUT;SG
ince	tynne	ince	tynn	ADJ	ADJ;PL
ciddi	alvorlig	ciddi	alvorlig	ADJ	ADJ;INDF;NEUT;SG
ciddi	alvorlige	ciddi	alvorlig	ADJ	ADJ;PL
ciddi	seriøs	ciddi	seriøs	ADJ	ADJ;INDF;SG
ceza	straff	ceza	straff	N;NOM;SG;3	N;INDF;FEM;SG
ceza	straffespark	ceza	straffespark	N;NOM;SG;3	N;INDF;NEUT;SG
ceza	straff	ceza	straff	N;NOM;SG;3	N;INDF;FEM;SG
ceza	sentence	ceza	sentence	N;NOM;SG;3	N
ceza	setning	ceza	setning	N;NOM;SG;3	N;INDF;FEM;SG
özelliği	funksjonen	özellik	funksjon	N;NOM;SG;3	N;DEF;MASC;SG
şampiyonlar	champions	şampiyon	champions	N;NOM;PL;3	N
başbakan	premier	başbakan	premie	N;NOM;SG;3	N;INDF;MASC;SG
terk	permisjon	terk	permisjon	N;NOM;SG;3	N;INDF;MASC;SG
terk	forlat	terk	forlat	N;NOM;SG;3	N;INDF;MASC;SG
terk	leave	terk	leave	N;NOM;SG;3	N;INDF;MASC;SG
terk	forlat	terk	forlat	N;NOM;SG;3	N;INDF;MASC;SG
terk	dump	terk	dump	N;NOM;SG;3	N;INDF;MASC;SG
terk	rønne	terk	rønne	N;NOM;SG;3	N;INDF;MASC;SG
terk	dumpe	terk	dumpe	N;NOM;SG;3	N;INDF;FEM;SG
terk	høl	terk	høl	N;NOM;SG;3	N;INDF;MASC;SG
getirildi	brakte	getir	brake	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
topluluğu	ensemble	topluluk	ensemble	N;ACC;SG;3	N;INDF;NEUT;SG
piyade	infanteri	piya	infanteri	N;ESS;SG;3	N;INDF;NEUT;SG
piyade	infanteriet	piya	infanterium	N;ESS;SG;3	N;DEF;NEUT;SG
sekiz	åtte	sekiz	åtte	NUM	NUM;PL
yemek	lunch	yemek	lunch	N;NOM;SG;3	N;INDF;MASC;SG
yemek	lunsj	yemek	lunsj	N;NOM;SG;3	N;INDF;MASC;SG
yemek	mat	yemek	mat	N;NOM;SG;3	N;INDF;MASC;SG
yemek	middag	yemek	middag	N;NOM;SG;3	N;INDF;MASC;SG
yemek	middagen	yemek	middag	N;NOM;SG;3	N;DEF;MASC;SG
yemek	måltid	yemek	måltid	N;NOM;SG;3	N;INDF;NEUT;SG
dans	dance	dans	dance	N;NOM;SG;3	N
dans	dans	dans	dans	N;NOM;SG;3	N;INDF;MASC;SG
dans	danser	dans	danse	N;NOM;SG;3	N;INDF;MASC;SG
dans	dans	dans	dans	N;NOM;SG;3	N;INDF;MASC;SG
dans	dancing	dans	dancing	N;NOM;SG;3	N;INDF;FEM;SG
dans	dansing	dans	dansing	N;NOM;SG;3	N;INDF;FEM;SG
international	international	international	international	N;NOM;SG;3	N;INDF;NEUT;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;INDF;MASC;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;INDF;MASC;SG
önem	viktighet	önem	viktighet	N;NOM;SG;3	N;INDF;FEM;SG
önem	betydning	önem	betydning	N;NOM;SG;3	N;INDF;FEM;SG
vakfı	foundation	vakıf	foundation	N;ACC;SG;3	N;INDF;MASC;SG
vakfı	stiftelse	vakıf	stiftelse	N;ACC;SG;3	N;INDF;MASC;SG
vakfı	stiftelsen	vakıf	stiftelse	N;ACC;SG;3	N;DEF;MASC;SG
yavaş	tregt	yavaş	treg	ADJ	ADJ;INDF;NEUT;SG
yavaş	langsomt	yavaş	langsom	ADJ	ADJ;INDF;NEUT;SG
yavaş	sakte	yavaş	sakte	ADJ	ADJ;INDF;NEUT;SG
yavaş	enkel	yavaş	enkel	ADJ	ADJ;INDF;SG
yavaş	enkelt	yavaş	enkel	ADJ	ADJ;INDF;NEUT;SG
yavaş	rolig	yavaş	rolig	ADJ	ADJ;INDF;NEUT;SG
yavaş	lett	yavaş	lett	ADJ	ADJ;INDF;NEUT;SG
ülkeler	nasjoner	ülke	nasjon	N;NOM;PL;3	N;INDF;MASC;PL
ülkeler	landene	ülke	land	N;NOM;PL;3	N;DEF;FEM;PL
sonuçları	resultater	sonuç	resultater	N;ACC;PL;3	N;INDF;FEM;PL
sonuçları	konsekvenser	sonuç	konsekvens	N;ACC;PL;3	N;INDF;MASC;PL
düzenleme	redigere	düzenle	redigere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	redigerer	düzenle	redigere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
düzenleme	redigere	düzenle	redigere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
düzenleme	organiserer	düzenle	organisere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
düzenleme	organisere	düzenle	organisere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
ziyaret	besøk	ziyaret	besøk	N;NOM;SG;3	N;INDF;NEUT;SG
ziyaret	besøk	ziyaret	besøk	N;NOM;SG;3	N;INDF;NEUT;SG
antlaşması	traktaten	antlaşma	traktat	N;NOM;SG;3	N;DEF;MASC;SG
antlaşması	traktat	antlaşma	trakt	N;NOM;SG;3	N;INDF;MASC;SG
olimpiyat	olympic	olimpiyat	olympic	N;NOM;SG;3	N;INDF;NEUT;SG
olimpiyat	ol	olimpiyat	ol	N;NOM;SG;3	N;INDF;NEUT;SG
sen	du	sen	du	PRO;NOM;SG;2	PRO;HUM;NOM;SG;2
yazdı	skreiv	yaz	skrive	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
hafif	mild	hafif	mild	ADJ	ADJ;INDF;SG
hafif	mildt	hafif	mild	ADJ	ADJ;INDF;NEUT;SG
havalimanı	lufthavn	havaliman	lufthavn	N;ACC;SG;3	N;INDF;MASC;SG
havalimanı	flyplass	havaliman	flyplass	N;ACC;SG;3	N;INDF;MASC;SG
sarayı	palass	sara	palass	N;ACC;SG;3	N;INDF;NEUT;SG
sarayı	palasset	sara	palass	N;ACC;SG;3	N;DEF;NEUT;SG
sarayı	palace	sara	palace	N;ACC;SG;3	N;INDF;MASC;SG
vermek	gir	ver	gi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
toplumsal	sosialt	toplumsal	sosial	ADJ	ADJ;INDF;NEUT;SG
toplumsal	sosiale	toplumsal	sosial	ADJ	ADJ;PL
toplumsal	sosial	toplumsal	sosial	ADJ	ADJ;INDF;SG
şehirler	byer	şehir	by	N;NOM;PL;3	N;INDF;FEM;PL
kalesi	castle	kale	castle	N;NOM;SG;3	N
kalesi	slott	kale	slott	N;NOM;SG;3	N;INDF;NEUT;SG
uçak	fly	uçak	fly	N;NOM;SG;3	N;INDF;NEUT;SG
uçak	fly	uçak	fly	N;NOM;SG;3	N;INDF;NEUT;SG
savaşları	krigene	savaş	krig	N;NOM;PL;3	N;DEF;FEM;PL
ortadan	eliminert	orta	eliminere	ADJ;AT+ABL;SG;3	ADJ;INDF;SG;V.PTCP
kurucusu	grunnlegger	kurucu	grunnlegg	N;NOM;SG;3	N;INDF;MASC;SG
kurucusu	grunnleggeren	kurucu	grunnlegger	N;NOM;SG;3	N;DEF;MASC;SG
sayılı	nummerert	sayılı	nummerere	ADJ	ADJ;INDF;SG;V.PTCP
sayılı	talte	sayılı	telje	ADJ	ADJ;PL;V.PTCP
herkes	everybody	herkes	everybody	N;NOM;SG;3	N;INDF;NEUT;SG
mühendisliği	engineering	mühendislik	engineering	N;NOM;SG;3	N;INDF;FEM;SG
albümleri	albumene	albüm	albume	N;ACC;PL;3	N;DEF;FEM;PL
görüntü	bildet	görüntü	bilde	N;NOM;SG;3	N;DEF;NEUT;SG
görüntü	bilde	görüntü	bilde	N;NOM;SG;3	N;INDF;NEUT;SG
şablonu	mal	şablo	mal	N;ACC;SG;3	N;INDF;MASC;SG
çevresinde	around	çevre	around	N;ESS;SG;3	N;INDF;MASC;SG
yugoslavya	jugoslavia	yugoslavya	jugoslavia	N;NOM;SG;3	N;DEF;NEUT;SG
açıkladı	forklarte	açıkla	forklare	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
kaynakları	kilder	kaynak	kilder	N;ACC;PL;3	N;INDF;MASC;PL
kaynakları	ressurser	kaynak	ressurse	N;ACC;PL;3	N;INDF;MASC;PL
kaynakları	ressursene	kaynak	ressurs	N;ACC;PL;3	N;DEF;FEM;PL
hep	alltid	hep	alltid	ADV	ADV
konser	konsert	konser	konsert	N;NOM;SG;3	N;INDF;MASC;SG
konser	concert	konser	concert	N;NOM;SG;3	N
konser	konserter	konser	konserter	N;NOM;SG;3	N;INDF;NEUT;SG
yayımlandı	publiserte	yayımla	publisere	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
işbirliği	samarbeid	işbirliği	samarbeid	N;NOM;SG;3	N;INDF;NEUT;SG
işbirliği	samarbeid	işbirliği	samarbeid	N;NOM;SG;3	N;INDF;NEUT;SG
işbirliği	samarbeid	işbirliği	samarbeid	N;NOM;SG;3	N;INDF;NEUT;SG
komedi	komedie	komedi	komedie	N;NOM;SG;3	N;INDF;MASC;SG
komedi	komedier	komedi	komedium	N;NOM;SG;3	N;INDF;MASC;SG
anlamı	betydning	anlam	betydning	N;ACC;SG;3	N;INDF;FEM;SG
anlamı	mening	anlam	mening	N;ACC;SG;3	N;INDF;FEM;SG
anlamı	means	anlam	means	N;ACC;SG;3	N
anlamı	middel	anlam	middel	N;ACC;SG;3	N;INDF;NEUT;SG
oyuncular	aktører	oyuncu	aktører	N;NOM;PL;3	N;INDF;FEM;PL
bizim	våre	biz	vår	PRO;GEN;PL;1	PRO;PL
bizim	våre	biz	vår	PRO;GEN;PL;1	PRO;PL
atina	aten	at	aten	N;DAT;SG;3	N
olaylar	hendingar	olay	hending	N;NOM;PL;3	N;INDF;FEM;PL
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
cevap	respons	cevap	respons	N;NOM;SG;3	N;INDF;MASC;SG
cevap	svar	cevap	svar	N;NOM;SG;3	N;INDF;NEUT;SG
manyetik	magnetisk	manyetik	magnetisk	ADJ	ADJ;INDF;NEUT;SG
bölgesel	regionalt	bölgesel	regional	ADJ	ADJ;INDF;NEUT;SG
bölgesel	regionale	bölgesel	regional	ADJ	ADJ;PL
kayıp	mistet	kayıp	miste	ADJ	ADJ;INDF;NEUT;SG
kayıp	fortapt	kayıp	fortepje	ADJ	ADJ;INDF;SG;V.PTCP
kayıp	tapte	kayıp	tape	ADJ	ADJ;PL;V.PTCP
kayıp	tapt	kayıp	tape	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
görüş	tilbakemelding	görüş	tilbakemelding	N;NOM;SG;3	N;INDF;FEM;SG
görüş	feedback	görüş	feedback	N;NOM;SG;3	N;INDF;MASC;SG
görüş	tilbakekobling	görüş	tilbakekobling	N;NOM;SG;3	N;INDF;FEM;SG
görüş	sikt	görüş	sikt	N;NOM;SG;3	N;INDF;FEM;SG
görüş	synligheten	görüş	synlighet	N;NOM;SG;3	N;DEF;MASC;SG
görüş	synlighet	görüş	synlighet	N;NOM;SG;3	N;INDF;FEM;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;INDF;MASC;SG
milletler	nasjoner	millet	nasjon	N;NOM;PL;3	N;INDF;MASC;PL
evlilik	ekteskap	evlilik	ekteskap	N;NOM;SG;3	N;INDF;NEUT;SG
evlilik	bryllup	evlilik	bryllup	N;NOM;SG;3	N;INDF;MASC;SG
imparatorluk	imperials	imparatorluk	imperials	N;NOM;SG;3	N;INDF;MASC;SG
imparatorluk	empire	imparatorluk	empire	N;NOM;SG;3	N;INDF;MASC;SG
imparatorluk	imperiet	imparatorluk	imperium	N;NOM;SG;3	N;DEF;NEUT;SG
imparatorluk	keiserdømmet	imparatorluk	keiserdøm	N;NOM;SG;3	N;DEF;NEUT;SG
imparatorluk	imperium	imparatorluk	imperium	N;NOM;SG;3	N;INDF;NEUT;SG
imparatorluk	imperial	imparatorluk	imperial	N;NOM;SG;3	N;INDF;MASC;SG
altyazı	undertekst	altyazı	undertekst	N;NOM;SG;3	N;INDF;FEM;SG
katıldığı	deltok	kat	delta	V;PFV;IND;POS;PST;V.PTCP;PASS	V;IND;PST;FIN
hanedanı	dynasti	hanedan	dynasti	N;INS;SG;3	N;INDF;NEUT;SG
dijital	digital	dijital	digital	N;NOM;SG;3	N;INDF;MASC;SG
modeli	modell	model	modell	N;NOM;SG;3	N;INDF;MASC;SG
gösterdi	viste	göster	vise	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
akademik	akademisk	akademik	akademisk	ADJ	ADJ;INDF;NEUT;SG
official	official	official	official	N;NOM;SG;3	N
üyeler	medlemmer	üye	medlem	N;NOM;PL;3	N;INDF;MASC;PL
üyeler	medlemmene	üye	medlem	N;NOM;PL;3	N;DEF;MASC;PL
üyeler	medlemer	üye	medlem	N;NOM;PL;3	N;INDF;MASC;PL
aracı	verktøy	araç	verktøy	N;ACC;SG;3	N;INDF;NEUT;SG
aracı	mellommann	araç	mellommann	N;ACC;SG;3	N;INDF;MASC;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N;INDF;MASC;SG
çoğunluğu	flertall	çoğunluk	flertall	N;ACC;SG;3	N;INDF;NEUT;SG
çoğunluğu	majoritet	çoğunluk	majoritet	N;ACC;SG;3	N;INDF;MASC;SG
çoğunluğu	flertallet	çoğunluk	flertall	N;ACC;SG;3	N;DEF;NEUT;SG
zamanlar	tidspunkter	zaman	tidspunkt	N;NOM;PL;3	N;INDF;FEM;PL
zamanlar	tider	zaman	tid	N;NOM;PL;3	N;INDF;FEM;PL
zamanlar	tidene	zaman	tid	N;NOM;PL;3	N;DEF;FEM;PL
zamanlar	ganger	zaman	gange	N;NOM;PL;3	N;INDF;MASC;PL
akademi	akademi	akadem	akademi	N;NOM;SG;3	N;INDF;NEUT;SG
akademi	academy	akadem	academy	N;NOM;SG;3	N;INDF;MASC;SG
uzunluk	lengden	uzunluk	lengd	N;NOM;SG;3	N;DEF;MASC;SG
uzunluk	lengde	uzunluk	lengje	N;NOM;SG;3	N;INDF;FEM;SG
barcelona	barcelona	barcelon	barcelon	N;NOM;SG;3	N;INDF;FEM;SG
tedavi	botemiddel	tedavi	botemiddel	N;NOM;SG;3	N;INDF;MASC;SG
tedavi	kur	tedavi	kur	N;NOM;SG;3	N;INDF;MASC;SG
tedavi	helbred	tedavi	helbred	N;NOM;SG;3	N;INDF;MASC;SG
tedavi	terapi	tedavi	terapi	N;NOM;SG;3	N;INDF;MASC;SG
tedavi	behandling	tedavi	behandling	N;NOM;SG;3	N;INDF;FEM;SG
karmaşık	kompleks	karmaşık	kompleks	ADJ	ADJ;INDF;NEUT;SG
karmaşık	komplisert	karmaşık	komplisere	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
etrafında	around	etraf	around	N;ESS;SG;3	N;INDF;MASC;SG
yaşlı	eldre	yaşlı	gammal	ADJ	ADJ;CMPR
yaşlı	gammelt	yaşlı	gammel	ADJ	ADJ;INDF;NEUT;SG
yaşlı	gammal	yaşlı	gammal	ADJ	ADJ;INDF;SG
yaşlı	gamle	yaşlı	gammal	ADJ	ADJ;PL
yaşlı	eldre	yaşlı	gammal	ADJ	ADJ;CMPR
yaşlı	eldre	yaşlı	gammal	ADJ	ADJ;CMPR
alanları	jorder	alan	jord	N;ACC;PL;3	N;INDF;FEM;PL
alanları	felter	alan	felter	N;ACC;PL;3	N;INDF;FEM;PL
alanları	fields	alan	field	N;ACC;PL;3	N
alanları	områder	alan	område	N;ACC;PL;3	N;INDF;MASC;PL
alanları	områdene	alan	område	N;ACC;PL;3	N;DEF;FEM;PL
oluşturulan	generert	oluş	generere	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN
karakteri	karakter	karakteri	karakter	N;ESS;SG;3	N;INDF;MASC;SG
karakteri	rollefigur	karakteri	rollefigur	N;ESS;SG;3	N;INDF;MASC;SG
süresi	varighet	süre	varighet	N;NOM;SG;3	N;INDF;FEM;SG
maça	spade	maça	spade	N;DAT;SG;3	N;INDF;MASC;SG
devletler	stater	devlet	stat	N;NOM;PL;3	N;INDF;MASC;PL
devletler	delstater	devlet	delstater	N;NOM;PL;3	N;INDF;MASC;PL
tour	omvisning	tour	omvisning	N;NOM;SG;3	N;INDF;FEM;SG
tour	tour	tour	tour	N;NOM;SG;3	N;INDF;SG
tour	turné	tour	turné	N;NOM;SG;3	N;INDF;MASC;SG
yerleri	stader	yer	stad	N;ACC;PL;3	N;INDF;MASC;PL
yerleri	steder	yer	stede	N;ACC;PL;3	N;INDF;MASC;PL
yerleri	plasseringer	yer	plasseringe	N;ACC;PL;3	N;INDF;FEM;PL
yerleri	steder	yer	stede	N;ACC;PL;3	N;INDF;MASC;PL
derecesi	grad	derece	grad	N;NOM;SG;3	N;INDF;FEM;SG
sabah	morgon	sabah	morgon	N;NOM;SG;3	N;INDF;MASC;SG
sabah	morgen	sabah	morg	N;NOM;SG;3	N;DEF;MASC;SG
sabah	formiddag	sabah	formiddag	N;NOM;SG;3	N;INDF;MASC;SG
sabah	morning	sabah	morning	N;NOM;SG;3	N;INDF;FEM;SG
gruplar	grupper	grup	gruppe	N;NOM;PL;3	N;INDF;FEM;PL
gruplar	gruppene	grup	gruppe	N;NOM;PL;3	N;DEF;FEM;PL
filmler	filmer	film	film	N;NOM;PL;3	N;INDF;FEM;PL
filmler	filmer	film	film	N;NOM;PL;3	N;INDF;FEM;PL
bölümleri	deler	bölüm	del	N;ACC;PL;3	N;INDF;MASC;PL
sistemleri	systemene	sistem	system	N;ACC;PL;3	N;DEF;MASC;PL
sistemleri	systemer	sistem	system	N;ACC;PL;3	N;INDF;MASC;PL
