категория	categoria	категория	categoria	N;INDF;FEM;SG	N;FEM;SG
представена	representou	представя-(се)	representar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
представена	submetido	представя-(се)	submeter	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
представена	apresentado	представя-(се)	apresentar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
контакт	contacto	контакт	contacto	N;INDF;MASC;SG	N;MASC;SG
контакт	contato	контакт	contato	N;INDF;MASC;SG	N;MASC;SG
космоса	cosmo	космос	cosmo	N;DEF;MASC;SG	N;MASC;SG
космоса	cosmos	космос	cosmo	N;DEF;MASC;SG	N;MASC;SG
космоса	espaço	космос	espaço	N;DEF;MASC;SG	N;MASC;SG
космоса	space	космос	space	N;DEF;MASC;SG	N;MASC;SG
средновековна	medieval	средновековен	medieval	ADJ;INDF;FEM;SG	ADJ;MASC;SG
населено	povoada	населя	povoar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
традиционно	tradicionalmente	традиционен	tradicionalmente	ADV	ADV
костур	poleiro	костур	poleiro	N;INDF;MASC;SG	N;MASC;SG
костур	bass	костур	bass	N;INDF;MASC;SG	N;MASC;SG
разделен	separado	разделя-(се)	separar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разделен	dividida	разделя-(се)	dividir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
разделен	dividido	разделя-(се)	dividir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разделен	divido	разделя-(се)	divido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разделен	dividir	разделя-(се)	dividir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;NFIN
среден	médio	среден	médio	ADJ;INDF;MASC;SG	ADJ;MASC;SG
среден	médio	среден	médio	ADJ;INDF;MASC;SG	ADJ;MASC;SG
независима	independente	независим	independente	ADJ;INDF;FEM;SG	ADJ;MASC;SG
фактори	factores	фактор	factor	N;INDF;MASC;PL	N;MASC;PL
фактори	fatores	фактор	fator	N;INDF;MASC;PL	N;MASC;PL
туризъм	turismo	туризъм	turismo	N;INDF;MASC;SG	N;MASC;SG
туризъм	caminhada	туризъм	caminhar	N;INDF;MASC;SG	N;FEM;SG
бронзов	bronze	бронзов	bronze	N;INDF;MASC;SG	N;MASC;SG
географска	geográfico	географски	geográfico	ADJ;INDF;FEM;SG	ADJ;MASC;SG
географска	geográfica	географски	geográfico	ADJ;INDF;FEM;SG	ADJ;FEM;SG
географска	geográfico	географски	geográfico	ADJ;INDF;FEM;SG	ADJ;MASC;SG
географска	geográfica	географски	geográfico	ADJ;INDF;FEM;SG	ADJ;FEM;SG
достигне	alcançar	достигна	alcançar	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
динамо	dínamo	динамо	dínamo	N;INDF;NEUT;SG	N;MASC;SG
динамо	dinamo	динамо	dinamo	N;INDF;NEUT;SG	N;MASC;SG
динамо	dínamo	динамо	dínamo	N;INDF;NEUT;SG	N;MASC;SG
активен	ativo	активен	ativo	ADJ;INDF;MASC;SG	ADJ;MASC;SG
активен	activo	активен	activo	ADJ;INDF;MASC;SG	ADJ;MASC;SG
активен	ativa	активен	ativo	ADJ;INDF;MASC;SG	ADJ;FEM;SG
активен	activa	активен	activo	ADJ;INDF;MASC;SG	ADJ;FEM;SG
буква	letra	буква	letra	N;INDF;FEM;SG	N;FEM;SG
буква	carta	буква	carta	N;INDF;FEM;SG	N;FEM;SG
спомени	lembranças	споменя	lembrança	N;INDF;MASC;PL	N;FEM;PL
спомени	memórias	споменя	memória	N;INDF;MASC;PL	N;FEM;PL
спомени	recordações	споменя	recordação	N;INDF;MASC;PL	N;FEM;PL
бъдеще	futuro	бъдеще	futuro	N;INDF;NEUT;SG	N;MASC;SG
бъдеще	future	бъдеще	future	N;INDF;NEUT;SG	N;MASC;SG
бъдеще	futura	бъдеще	futuro	N;INDF;NEUT;SG	N;FEM;SG
отваря	abre	отварям-(се)	abrir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
мароко	marrocos	мароко	marroco	N;INDF;MASC;SG	N;MASC;SG
изследовател	pesquisador	изследовател	pesquisador	N;INDF;MASC;SG	N;MASC;SG
изследовател	investigadora	изследовател	investigadora	N;INDF;MASC;SG	N;FEM;SG
изследовател	investigador	изследовател	investigador	N;INDF;MASC;SG	N;MASC;SG
изследовател	explorer	изследовател	explorer	N;INDF;MASC;SG	N;MASC;SG
изследовател	explorador	изследовател	explorador	N;INDF;MASC;SG	N;MASC;SG
хранене	alimentação	хранене	alimentação	N;INDF;NEUT;SG	N;FEM;SG
хранене	nutrição	хранене	nutrição	N;INDF;NEUT;SG	N;FEM;SG
хранене	alimentação	хранене	alimentação	N;INDF;NEUT;SG	N;FEM;SG
хранене	jantar	хранене	jantar	N;INDF;NEUT;SG	N;MASC;SG
хранене	farinha	хранене	farinha	N;INDF;NEUT;SG	N;FEM;SG
хранене	refeição	хранене	refeição	N;INDF;NEUT;SG	N;FEM;SG
племе	tribo	племе	tribo	N;INDF;NEUT;SG	N;FEM;SG
псевдоним	pseudónimo	псевдоня	pseudónimo	N;INDF;MASC;SG	N;MASC;SG
псевдоним	pseudônimo	псевдоня	pseudônimo	N;INDF;MASC;SG	N;MASC;SG
псевдоним	pseudónimo	псевдоня	pseudónimo	N;INDF;MASC;SG	N;MASC;SG
мирен	pacífico	мирен	pacífico	N;INDF;MASC;SG	N;MASC;SG
пети	quinto	пети	quinto	ADJ;INDF;MASC;SG	ADJ;MASC;SG
азбука	alfabeto	азбукам	alfabeto	N;INDF;FEM;SG	N;MASC;SG
гватемала	guatemala	гватемал	guatemala	N;DEF;MASC;SG	N;FEM;SG
вино	vinho	вино	vinho	N;INDF;NEUT;SG	N;MASC;SG
кратък	curto	кратък	curto	ADJ;INDF;MASC;SG	ADJ;MASC;SG
кратък	curta	кратък	curto	ADJ;INDF;MASC;SG	ADJ;FEM;SG
заслуги	méritos	заслуга	mérito	N;INDF;FEM;PL	N;MASC;PL
заслуги	méritos	заслуга	mérito	N;INDF;FEM;PL	N;MASC;PL
подножието	sopé	подножие	sopé	N;DEF;NEUT;SG	N;MASC;SG
типове	tipos	тип	tipo	N;INDF;MASC;PL	N;MASC;PL
диск	disc	диск	disc	N;INDF;MASC;SG	N;MASC;SG
диск	disco	диск	disco	N;INDF;MASC;SG	N;MASC;SG
диск	disquete	диск	disquete	N;INDF;MASC;SG	N;MASC;SG
диск	disco	диск	disco	N;INDF;MASC;SG	N;MASC;SG
разкрива	revelando	разкривам-(се)	revelar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
разкрива	revela	разкривам-(се)	revelar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
кожа	couro	кожа	couro	N;INDF;FEM;SG	N;MASC;SG
кожа	pele	кожа	pele	N;INDF;FEM;SG	N;FEM;SG
кожа	skin	кожа	skin	N;INDF;FEM;SG	N;MASC;SG
стотици	centenas	стотица	centena	N;INDF;FEM;PL	N;FEM;PL
стихотворения	poemas	стихотворен	poema	N;INDF;NEUT;PL	N;MASC;PL
надежда	esperança	надежда	esperança	N;INDF;FEM;SG	N;FEM;SG
надежда	hope	надежда	hope	N;INDF;FEM;SG	N;MASC;SG
раздел	seção	раздел	seção	N;INDF;MASC;SG	N;FEM;SG
раздел	secção	раздел	secção	N;INDF;MASC;SG	N;FEM;SG
бундеслига	bundesliga	бундеслига	bundesliga	N;INDF;FEM;SG	N;FEM;SG
ракета	foguetão	ракета	foguetão	N;INDF;FEM;SG	N;MASC;SG
ракета	foguete	ракета	foguete	N;INDF;FEM;SG	N;MASC;SG
ракета	rocket	ракета	rocket	N;INDF;FEM;SG	N;MASC;SG
ракета	míssil	ракета	míssil	N;INDF;FEM;SG	N;MASC;SG
манастири	mosteiros	манастирам	mosteiro	N;INDF;FEM;PL	N;MASC;PL
кожата	pele	кожа	pele	N;DEF;FEM;SG	N;FEM;SG
кожата	skin	кожа	skin	N;DEF;FEM;SG	N;MASC;SG
адвокат	advogada	адвокат	advogado	N;INDF;MASC;SG	N;FEM;SG
адвокат	advogado	адвокат	advogado	N;INDF;MASC;SG	N;MASC;SG
адвокат	procurador	адвокат	procurador	N;INDF;MASC;SG	N;MASC;SG
адвокат	jurista	адвокат	jurista	N;INDF;MASC;SG	N;MASC;SG
адвокат	advogada	адвокат	advogado	N;INDF;MASC;SG	N;FEM;SG
адвокат	advogado	адвокат	advogado	N;INDF;MASC;SG	N;MASC;SG
конфликти	conflitos	конфликт	conflito	N;INDF;MASC;PL	N;MASC;PL
конфликти	conflitos	конфликт	conflito	N;INDF;MASC;PL	N;MASC;PL
колонии	colônias	колония	colônia	N;INDF;FEM;PL	N;FEM;PL
колонии	colónias	колония	colónia	N;INDF;FEM;PL	N;FEM;PL
сингапур	singapura	сингапур	singapura	N;INDF;MASC;SG	N;FEM;SG
сингапур	cingapura	сингапур	cingapura	N;INDF;MASC;SG	N;FEM;SG
пресича	cruzando	пресичам-(се)	cruzar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
грешка	engano	грешка	engano	N;INDF;FEM;SG	N;MASC;SG
грешка	erro	грешка	erro	N;INDF;FEM;SG	N;MASC;SG
грешка	erro	грешка	erro	N;INDF;FEM;SG	N;MASC;SG
вечер	noite	вечер	noite	N;INDF;FEM;SG	N;FEM;SG
вечер	noite	вечер	noite	N;INDF;FEM;SG	N;FEM;SG
вечер	night	вечер	night	N;INDF;FEM;SG	N;MASC;SG
проучване	estudo	проучване	estudo	N;INDF;NEUT;SG	N;MASC;SG
проучване	investigação	проучване	investigação	N;INDF;NEUT;SG	N;FEM;SG
проучване	pesquisa	проучване	pesquisa	N;INDF;NEUT;SG	N;FEM;SG
проучване	inquérito	проучване	inquérito	N;INDF;NEUT;SG	N;MASC;SG
наблюдение	acompanhamento	наблюдение	acompanhamento	N;INDF;NEUT;SG	N;MASC;SG
наблюдение	monitorização	наблюдение	monitorização	N;INDF;NEUT;SG	N;FEM;SG
наблюдение	monitoramento	наблюдение	monitoramento	N;INDF;NEUT;SG	N;MASC;SG
наблюдение	observação	наблюдение	observação	N;INDF;NEUT;SG	N;FEM;SG
наблюдение	vigilância	наблюдение	vigilância	N;INDF;NEUT;SG	N;FEM;SG
съжаление	piedade	съжаление	piedade	N;INDF;NEUT;SG	N;FEM;SG
съжаление	pena	съжаление	pena	N;INDF;NEUT;SG	N;FEM;SG
съжаление	remorso	съжаление	remorso	N;INDF;NEUT;SG	N;MASC;SG
съжаление	arrependimento	съжаление	arrependimento	N;INDF;NEUT;SG	N;MASC;SG
включена	incluído	включа-(се)	incluir	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
включена	incluso	включа-(се)	incluso	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
включена	incluido	включа-(се)	incluir	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
включена	habilitado	включа-(се)	habilitado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
включена	ativada	включа-(се)	ativar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
включена	ativado	включа-(се)	ativar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
хор	coral	хор	coral	N;INDF;MASC;SG	N;MASC;SG
хор	coro	хор	coro	N;INDF;MASC;SG	N;MASC;SG
хор	refrão	хор	refrão	N;INDF;MASC;SG	N;MASC;SG
хор	coro	хор	coro	N;INDF;MASC;SG	N;MASC;SG
хор	hórus	хор	hórus	N;INDF;MASC;SG	N;MASC;SG
оръдие	cannon	оръдие	cannon	N;INDF;NEUT;SG	N;MASC;SG
оръдие	canhão	оръдие	canhão	N;INDF;NEUT;SG	N;MASC;SG
бие	bate	бия-(се)	bater	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
бие	batendo	бия-(се)	bater	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
бие	bater	бия-(се)	bater	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
уики	wiki	уика	wiki	N;INDF;FEM;SG	N;MASC;SG
хотел	hotel	хотел	hotel	N;INDF;MASC;SG	N;MASC;SG
гласуването	votação	гласуване	votação	N;DEF;NEUT;SG	N;FEM;SG
гласуването	voto	гласуване	voto	N;DEF;NEUT;SG	N;MASC;SG
привлича	atrai	привличам	atrair	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
жената	mulher	жена	mulher	N;DEF;FEM;SG	N;FEM;SG
постижения	conquistas	постижение	conquista	N;INDF;NEUT;PL	N;FEM;PL
постижения	realizações	постижение	realização	N;INDF;NEUT;PL	N;FEM;PL
постижения	realizações	постижение	realização	N;INDF;NEUT;PL	N;FEM;PL
лиценз	licença	лиценз	licença	N;INDF;MASC;SG	N;FEM;SG
лиценз	licença	лиценз	licença	N;INDF;MASC;SG	N;FEM;SG
частици	partículas	частица	partícula	N;INDF;FEM;PL	N;FEM;PL
частици	partículas	частица	partícula	N;INDF;FEM;PL	N;FEM;PL
произведени	produzidos	произведа	produzir	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
произведени	produzidas	произведа	produzir	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
произведени	fabricados	произведа	fabricar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
произведени	fabricadas	произведа	fabricar	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
мрежи	redes	мрежа	rede	N;INDF;FEM;PL	N;FEM;PL
мрежи	redes	мрежа	rede	N;INDF;FEM;PL	N;FEM;PL
търговец	merchant	търговец	merchant	N;INDF;MASC;SG	N;MASC;SG
търговец	comerciante	търговец	comerciante	N;INDF;MASC;SG	N;MASC;SG
търговец	mercador	търговец	mercador	N;INDF;MASC;SG	N;MASC;SG
търговец	mercador	търговец	mercador	N;INDF;MASC;SG	N;MASC;SG
търговец	comerciante	търговец	comerciante	N;INDF;MASC;SG	N;MASC;SG
търговец	traficante	търговец	traficante	N;INDF;MASC;SG	N;MASC;SG
търговец	negociante	търговец	negociante	N;INDF;MASC;SG	N;MASC;SG
търговец	revendedor	търговец	revendedor	N;INDF;MASC;SG	N;MASC;SG
търговец	concessionário	търговец	concessionário	N;INDF;MASC;SG	N;MASC;SG
женска	feminino	женски	feminino	ADJ;INDF;FEM;SG	ADJ;MASC;SG
проектът	project	проект	project	N;DEF;MASC;SG	N;MASC;SG
проектът	projeto	проект	projeto	N;DEF;MASC;SG	N;MASC;SG
проектът	projecto	проект	projecto	N;DEF;MASC;SG	N;MASC;SG
структури	estruturas	структура	estrutura	N;INDF;FEM;PL	N;FEM;PL
сър	senhor	сър	senhor	N;INDF;MASC;SG	N;MASC;SG
издигнат	erguido	издигна-(се)	erguido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
резолюция	resolução	резолюция	resolução	N;INDF;FEM;SG	N;FEM;SG
полиция	polícia	полиция	polícia	N;INDF;FEM;SG	N;FEM;SG
полиция	policia	полиция	policia	N;INDF;FEM;SG	N;FEM;SG
движения	movimentos	движение	movimento	N;INDF;NEUT;PL	N;MASC;PL
движения	moções	движение	moção	N;INDF;NEUT;PL	N;FEM;PL
движения	movimentos	движение	movimento	N;INDF;NEUT;PL	N;MASC;PL
движения	movimentos	движение	movimento	N;INDF;NEUT;PL	N;MASC;PL
движения	jogadas	движение	jogada	N;INDF;NEUT;PL	N;FEM;PL
флаг	pavilhão	флаг	pavilhão	N;INDF;MASC;SG	N;MASC;SG
флаг	bandeira	флаг	bandeira	N;INDF;MASC;SG	N;FEM;SG
архив	arquivo	архив	arquivo	N;INDF;MASC;SG	N;MASC;SG
архив	arquivo	архив	arquivo	N;INDF;MASC;SG	N;MASC;SG
производител	produtora	производител	produtor	N;INDF;MASC;SG	N;FEM;SG
производител	produtor	производител	produtor	N;INDF;MASC;SG	N;MASC;SG
производител	fabricante	производител	fabricante	N;INDF;MASC;SG	N;MASC;SG
риби	peixes	риба	peixe	N;INDF;FEM;PL	N;MASC;PL
риби	peixes	риба	peixe	N;INDF;FEM;PL	N;MASC;PL
основаването	fundação	основаване	fundação	N;DEF;NEUT;SG	N;FEM;SG
хондурас	honduras	хондурас	hondura	N;INDF;MASC;SG	N;FEM;SG
продукции	produções	продукция	produção	N;INDF;FEM;PL	N;FEM;PL
камбоджа	camboja	камбоджа	camboja	N;INDF;FEM;SG	N;MASC;SG
отразява	reflectindo	отразявам-(се)	reflectir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
отразява	refletindo	отразявам-(се)	refletir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
отразява	reflete	отразявам-(се)	reflete	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
отразява	reflecte	отразявам-(се)	reflectir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
кола	carro	кола	carro	N;INDF;FEM;SG	N;MASC;SG
кола	automóvel	кола	automóvel	N;INDF;FEM;SG	N;MASC;SG
намерени	encontrados	намеря-(се)	encontrar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
намерени	encontraram	намеря-(се)	encontrar	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;PL;3;FIN
рисува	desenha	рисувам	desenhar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
алексей	alexei	алексей	alexar	N;INDF;MASC;SG	N;MASC;SG
алексей	alexey	алексей	alexey	N;INDF;MASC;SG	N;MASC;SG
разпространява	espalhando	разпространявам-(се)	espalhar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
разпространява	espalhar	разпространявам-(се)	espalhar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
лента	película	лента	película	N;INDF;FEM;SG	N;FEM;SG
лента	filme	лента	filme	N;INDF;FEM;SG	N;MASC;SG
лента	band	лента	band	N;INDF;FEM;SG	N;MASC;SG
лента	banda	лента	banda	N;INDF;FEM;SG	N;FEM;SG
лента	fita	лента	fita	N;INDF;FEM;SG	N;FEM;SG
лента	cassete	лента	cassete	N;INDF;FEM;SG	N;MASC;SG
лента	fita	лента	fita	N;INDF;FEM;SG	N;FEM;SG
лента	strip	лента	strip	N;INDF;FEM;SG	N;MASC;SG
философи	filósofos	философ	filósofo	N;INDF;MASC;PL	N;MASC;PL
крайцер	cruzador	крайцер	cruzador	N;INDF;MASC;SG	N;MASC;SG
съставена	composta	съставя	compor	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
запис	gravação	запис	gravação	N;INDF;MASC;SG	N;FEM;SG
запис	registro	запис	registro	N;INDF;MASC;SG	N;MASC;SG
запис	recorde	запис	recorde	N;INDF;MASC;SG	N;MASC;SG
запис	record	запис	record	N;INDF;MASC;SG	N;FEM;SG
запис	save	запис	save	N;INDF;MASC;SG	N;MASC;SG
запис	salve	запис	salve	N;INDF;MASC;SG	N;FEM;SG
запис	vídeo	запис	vídeo	N;INDF;MASC;SG	N;MASC;SG
запис	video	запис	video	N;INDF;MASC;SG	N;MASC;SG
фантастика	ficção	фантастика	ficção	N;INDF;FEM;SG	N;FEM;SG
фантастика	fiction	фантастика	fiction	N;INDF;FEM;SG	N;MASC;SG
родината	pátria	родина	pátria	N;DEF;FEM;SG	N;FEM;SG
теории	teorias	теория	teoria	N;INDF;FEM;PL	N;FEM;PL
назначава	nomear	назначавам	nomear	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
назначава	designar	назначавам	designar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
назначава	nomeia	назначавам	nomeiar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
гражданин	cidadã	гражданин	cidadã	N;INDF;MASC;SG	N;FEM;SG
гражданин	cidadão	гражданин	cidadão	N;INDF;MASC;SG	N;MASC;SG
доброволец	voluntário	доброволец	voluntário	N;INDF;MASC;SG	N;MASC;SG
куче	cão	куче	cão	N;INDF;NEUT;SG	N;MASC;SG
куче	cadela	куче	cadela	N;INDF;NEUT;SG	N;FEM;SG
куче	dog	куче	dog	N;INDF;NEUT;SG	N;MASC;SG
куче	cachorro	куче	cachorro	N;INDF;NEUT;SG	N;MASC;SG
климатът	clima	климат	clima	N;DEF;MASC;SG	N;MASC;SG
необходими	necessários	необходим	necessário	ADJ;INDF;PL	ADJ;MASC;PL
царе	reis	царе	rei	N;INDF;MASC;PL	N;MASC;PL
премиерата	estréia	премиера	estréia	N;DEF;FEM;SG	N;FEM;SG
премиерата	estreia	премиера	estreia	N;DEF;FEM;SG	N;FEM;SG
векове	séculos	век	século	N;INDF;MASC;PL	N;MASC;PL
предмет	objeto	предмет	objeto	N;INDF;MASC;SG	N;MASC;SG
предмет	objecto	предмет	objecto	N;INDF;MASC;SG	N;MASC;SG
адам	adão	адам	adão	N;INDF;MASC;SG	N;MASC;SG
адам	adam	адам	adar	N;INDF;MASC;SG	N;MASC;SG
продукция	output	продукция	output	N;INDF;FEM;SG	N;MASC;SG
продукция	saída	продукция	saída	N;INDF;FEM;SG	N;FEM;SG
продукция	produção	продукция	produção	N;INDF;FEM;SG	N;FEM;SG
трилър	suspense	трилър	suspender	N;INDF;MASC;SG	N;MASC;SG
трилър	thriller	трилър	thriller	N;INDF;MASC;SG	N;MASC;SG
програмиране	programação	програмиране	programação	N;INDF;NEUT;SG	N;FEM;SG
сомалия	somália	сомалия	somália	N;INDF;FEM;SG	N;FEM;SG
сомалия	somália	сомалия	somália	N;INDF;FEM;SG	N;FEM;SG
сомалия	somali	сомалия	somali	N;INDF;FEM;SG	N;MASC;SG
защитени	protegidas	защитя	proteger	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
защитени	protegidos	защитя	proteger	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
автомобил	carro	автомобил	carro	N;INDF;MASC;SG	N;MASC;SG
автомобил	automóvel	автомобил	automóvel	N;INDF;MASC;SG	N;MASC;SG
автомобил	automóvel	автомобил	automóvel	N;INDF;MASC;SG	N;MASC;SG
автомобил	veículo	автомобил	veículo	N;INDF;MASC;SG	N;MASC;SG
автомобил	veiculo	автомобил	veiculo	N;INDF;MASC;SG	N;MASC;SG
кръвта	sangue	кръв	sangue	N;DEF;FEM;SG	N;MASC;SG
кръвта	blood	кръв	blood	N;DEF;FEM;SG	N;MASC;SG
издаването	emissão	издаване	emissão	N;DEF;NEUT;SG	N;FEM;SG
партизани	guerrilhas	партизанин	guerrilha	N;INDF;MASC;PL	N;FEM;PL
партизани	guerrilheiros	партизанин	guerrilheiro	N;INDF;MASC;PL	N;MASC;PL
партизани	partidários	партизанин	partidário	N;INDF;MASC;PL	N;MASC;PL
партизани	guerrilheiros	партизанин	guerrilheiro	N;INDF;MASC;PL	N;MASC;PL
открития	conclusões	откритие	conclusão	N;INDF;NEUT;PL	N;FEM;PL
открития	constatações	откритие	constatação	N;INDF;NEUT;PL	N;FEM;PL
открития	achados	откритие	achado	N;INDF;NEUT;PL	N;MASC;PL
дъщери	filhas	дъщеря	filha	N;INDF;FEM;PL	N;FEM;PL
прието	aceitado	приема	aceitar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
прието	aceita	приема	aceitar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;IND;SG;3;PRS;FIN
прието	aceito	приема	aceitar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
господар	mestre	господар	mestre	N;INDF;MASC;SG	N;MASC;SG
господар	master	господар	master	N;INDF;MASC;SG	N;MASC;SG
нападение	assalto	нападение	assalto	N;INDF;NEUT;SG	N;MASC;SG
нападение	agressão	нападение	agressão	N;INDF;NEUT;SG	N;FEM;SG
лука	luca	лук	luca	N;INDF;MASC;SG	N;MASC;SG
лука	lucca	лук	lucca	N;INDF;MASC;SG	N;MASC;SG
лука	luka	лук	luka	N;INDF;MASC;SG	N;MASC;SG
сребърен	silver	сребърен	silver	N;INDF;MASC;SG	N;MASC;SG
сребърен	prata	сребърен	prata	N;INDF;MASC;SG	N;FEM;SG
пояс	cinta	пояс	cinta	N;INDF;MASC;SG	N;FEM;SG
мащаб	balança	мащаб	balança	N;INDF;MASC;SG	N;FEM;SG
мащаб	escala	мащаб	escala	N;INDF;MASC;SG	N;FEM;SG
ръст	crescimento	ръст	crescimento	N;INDF;MASC;SG	N;MASC;SG
ръст	altura	ръст	altura	N;INDF;MASC;SG	N;FEM;SG
сътрудник	colaborador	сътрудник	colaborador	N;INDF;MASC;SG	N;MASC;SG
корабите	navios	кораб	navio	N;DEF;MASC;PL	N;MASC;PL
корабите	naves	кораб	nave	N;DEF;MASC;PL	N;FEM;PL
тел	arame	тел	arame	N;INDF;FEM;SG	N;MASC;SG
тел	fio	тел	fio	N;INDF;FEM;SG	N;MASC;SG
тел	tel	тел	tel	N;INDF;FEM;SG	N;MASC;SG
спортисти	desportistas	спортист	desportista	N;INDF;MASC;PL	N;MASC;PL
спортисти	atletas	спортист	atleta	N;INDF;MASC;PL	N;MASC;PL
търговска	comercial	търговски	comercial	ADJ;INDF;FEM;SG	ADJ;MASC;SG
вяра	fé	вяра	fé	N;INDF;FEM;SG	N;FEM;SG
вяра	faith	вяра	faith	N;INDF;FEM;SG	N;MASC;SG
евреите	judeus	евреин	judeu	N;DEF;MASC;PL	N;MASC;PL
киното	cinemas	кино	cinema	N;DEF;NEUT;SG	N;MASC;SG
киното	cinema	кино	cinema	N;DEF;NEUT;SG	N;MASC;SG
маршал	marshall	маршал	marshall	N;INDF;MASC;SG	N;MASC;SG
маршал	marechal	маршал	marechal	N;INDF;MASC;SG	N;MASC;SG
мнозинство	maioria	мнозинство	maioria	N;INDF;NEUT;SG	N;FEM;SG
изложба	exibição	изложба	exibição	N;INDF;FEM;SG	N;FEM;SG
изложба	exibição	изложба	exibição	N;INDF;FEM;SG	N;FEM;SG
изложба	exposição	изложба	exposição	N;INDF;FEM;SG	N;FEM;SG
конгреса	congresso	конгрес	congresso	N;DEF;MASC;SG	N;MASC;SG
пещера	gruta	пещера	gruta	N;INDF;FEM;SG	N;FEM;SG
пещера	caverna	пещера	cavernar	N;INDF;FEM;SG	N;FEM;SG
плато	planalto	плато	planalto	N;INDF;NEUT;SG	N;MASC;SG
грешки	enganos	грешка	engano	N;INDF;FEM;PL	N;MASC;PL
грешки	erros	грешка	erro	N;INDF;FEM;PL	N;MASC;PL
грешки	erros	грешка	erro	N;INDF;FEM;PL	N;MASC;PL
насекоми	insetos	насекомя	inseto	N;INDF;MASC;PL	N;MASC;PL
насекоми	insectos	насекомя	insecto	N;INDF;MASC;PL	N;MASC;PL
насекоми	insetos	насекомя	inseto	N;INDF;MASC;PL	N;MASC;PL
насекоми	insectos	насекомя	insecto	N;INDF;MASC;PL	N;MASC;PL
насекоми	insetos	насекомя	inseto	N;INDF;MASC;PL	N;MASC;PL
насекоми	bugs	насекомя	bug	N;INDF;MASC;PL	N;MASC;PL
насекоми	bichos	насекомя	bicho	N;INDF;MASC;PL	N;MASC;PL
