for	para	for	para	ADP	ADP
manglende	falta	manglende	falta	N;INDF;NEUT;SG	N;FEM;SG
individuelle	individuales	individuell	individual	ADJ;PL	ADJ;PL
moss	musgo	moss	musgo	N;INDF;MASC;SG	N;MASC;SG
moss	moss	moss	moss	N;INDF;MASC;SG	N
sikker	seguro	sikker	seguro	ADJ;INDF;SG	ADJ;MASC;SG
sikker	seguro	sikker	seguro	ADJ;INDF;SG	ADJ;MASC;SG
sikker	asegurado	sikker	asegurado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
sikker	segura	sikker	seguro	ADJ;INDF;SG	ADJ;FEM;SG
utstyr	equipamiento	utstyr	equipamiento	N;INDF;NEUT;SG	N;MASC;SG
utstyr	equipo	utstyr	equipo	N;INDF;NEUT;SG	N;MASC;SG
utstyr	engranaje	utstyr	engranaje	N;INDF;NEUT;SG	N;MASC;SG
america	america	america	america	N;INDF;MASC;SG	N;FEM;SG
america	américa	america	américa	N;INDF;MASC;SG	N;FEM;SG
line	línea	line	línea	N;INDF;FEM;SG	N;FEM;SG
line	linea	line	linea	N;INDF;FEM;SG	N;FEM;SG
flekker	manchas	flekke	mancha	N;INDF;FEM;PL	N;FEM;PL
flekker	manchas	flekke	mancha	N;INDF;FEM;PL	N;FEM;PL
introdusert	introducido	introdusere	introducir	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
introdusert	introducida	introdusere	introducido	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
linjer	líneas	linje	línea	N;INDF;FEM;PL	N;FEM;PL
linjer	lines	linje	lín	N;INDF;FEM;PL	N
linjer	lineas	linje	linea	N;INDF;FEM;PL	N;FEM;PL
oppgave	tarea	oppgave	tarea	N;INDF;FEM;SG	N;FEM;SG
trykk	prensa	trykk	prensa	N;INDF;NEUT;SG	N;FEM;SG
trykk	presión	trykk	presión	N;INDF;NEUT;SG	N;FEM;SG
trykk	presion	trykk	presionar	N;INDF;NEUT;SG	N;FEM;SG
kurs	rumbo	kurs	rumbo	N;INDF;MASC;SG	N;MASC;SG
kurs	curso	kurs	curso	N;INDF;MASC;SG	N;MASC;SG
tony	antonio	tony	antonio	N;INDF;MASC;SG	N;MASC;SG
sannsynlig	probable	sannsynlig	probable	ADJ;INDF;NEUT;SG	ADJ;SG
sannsynlig	probable	sannsynlig	probable	ADJ;INDF;NEUT;SG	ADJ;SG
studere	estudiar	studere	estudiar	V;NFIN	V;NFIN
studere	estudia	studere	estudiar	V;NFIN	V;IND;SG;3;PRS;FIN
oppgaver	puzzles	oppgave	puzzl	N;INDF;FEM;PL	N;MASC;PL
oppgaver	acertijos	oppgave	acertijo	N;INDF;FEM;PL	N;MASC;PL
oppgaver	rompecabezas	oppgave	rompecabeza	N;INDF;FEM;PL	N;FEM;PL
oppgaver	tareas	oppgave	tarea	N;INDF;FEM;PL	N;FEM;PL
oppgaver	cesiones	oppgave	cesión	N;INDF;FEM;PL	N;FEM;PL
oppgaver	asignaciones	oppgave	asignación	N;INDF;FEM;PL	N;FEM;PL
oppgaver	tareas	oppgave	tarea	N;INDF;FEM;PL	N;FEM;PL
oppgaver	tareas	oppgave	tarea	N;INDF;FEM;PL	N;FEM;PL
oppgaver	quehaceres	oppgave	quehacer	N;INDF;FEM;PL	N;MASC;PL
markedet	mercado	marked	mercado	N;DEF;NEUT;SG	N;MASC;SG
markedet	market	marked	market	N;DEF;NEUT;SG	N
advokat	letrado	advokat	letrado	N;INDF;MASC;SG	N;MASC;SG
advokat	jurista	advokat	jurista	N;INDF;MASC;SG	N;SG
advokat	abogada	advokat	abogada	N;INDF;MASC;SG	N;FEM;SG
advokat	abogado	advokat	abogado	N;INDF;MASC;SG	N;MASC;SG
tjenester	servicios	tjeneste	servicio	N;INDF;FEM;PL	N;MASC;PL
opplysninger	informaciones	opplysninger	información	N;INDF;FEM;PL	N;FEM;PL
opplysninger	detalles	opplysninger	detalle	N;INDF;FEM;PL	N;MASC;PL
biler	coches	bile	coche	N;INDF;MASC;PL	N;MASC;PL
biler	automóviles	bile	automóvil	N;INDF;MASC;PL	N;MASC;PL
biler	carros	bile	carro	N;INDF;MASC;PL	N;MASC;PL
biler	autos	bile	auto	N;INDF;MASC;PL	N;MASC;PL
biler	autos	bile	auto	N;INDF;MASC;PL	N;MASC;PL
biler	automóviles	bile	automóvil	N;INDF;MASC;PL	N;MASC;PL
tropper	tropas	troppe	tropa	N;INDF;FEM;PL	N;FEM;PL
tropper	contingentes	troppe	contingente	N;INDF;FEM;PL	N;PL
tropper	efectivos	troppe	efectivo	N;INDF;FEM;PL	N;MASC;PL
eva	eva	eva	eve	N;INDF;FEM;SG	N;FEM;SG
eva	eva	eva	eve	N;INDF;FEM;SG	N;FEM;SG
eva	eve	eva	eve	N;INDF;FEM;SG	N;FEM;SG
eva	víspera	eva	víspera	N;INDF;FEM;SG	N;FEM;SG
sarpsborg	sarpsborg	sarpsborg	sarpsborg	N;INDF;NEUT;SG	N;MASC;SG
besøk	visita	besøk	visita	N;INDF;NEUT;SG	N;FEM;SG
malmö	malmö	malmö	malmö	N	N;MASC;SG
malmö	malmo	malmö	malmo	N	N;MASC;SG
anderson	anderson	anderson	anderson	N;INDF;MASC;SG	N;MASC;SG
selskaper	corporaciones	selskap	corporación	N;INDF;MASC;PL	N;FEM;PL
selskaper	compañias	selskap	compañia	N;INDF;MASC;PL	N;FEM;PL
selskaper	empresas	selskap	empresa	N;INDF;MASC;PL	N;FEM;PL
selskaper	compañías	selskap	compañía	N;INDF;MASC;PL	N;FEM;PL
kors	cruz	kors	cruz	N;INDF;NEUT;SG	N;FEM;SG
kors	cross	kors	cross	N;INDF;NEUT;SG	N
kors	cruce	kors	cruce	N;INDF;NEUT;SG	N;MASC;SG
trodde	pensó	tro	pensar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
trodde	creyó	tro	creer	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
trodde	creyeron	tro	creer	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
miljø	medioambiente	miljø	medioambiente	N;INDF;NEUT;SG	N;MASC;SG
miljø	ambiente	miljø	ambiente	N;INDF;NEUT;SG	N;MASC;SG
miljø	entorno	miljø	entorno	N;INDF;NEUT;SG	N;MASC;SG
fysikk	fisica	fysikk	fisica	N;INDF;MASC;SG	N;FEM;SG
anledning	ocasión	anledning	ocasión	N;INDF;FEM;SG	N;FEM;SG
party	parte	party	parte	N;INDF;NEUT;SG	N;FEM;SG
party	partido	party	partido	N;INDF;NEUT;SG	N;MASC;SG
party	fiesta	party	fiesta	N;INDF;NEUT;SG	N;FEM;SG
party	party	party	party	N;INDF;NEUT;SG	N
costa	costa	coste	costa	N	N;FEM;SG
jacobsen	jacobsen	jacobs	jacobsar	N;DEF;MASC;SG	N;MASC;SG
nepal	nepal	nepal	nepal	N;INDF;NEUT;SG	N;MASC;SG
fint	fino	fin	fino	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
fint	agradable	fin	agradable	ADJ;INDF;NEUT;SG	ADJ;SG
fint	bonita	fin	bonito	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
fint	bonito	fin	bonito	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
fint	lindo	fin	lindo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
fint	linda	fin	linda	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
bevegelse	motion	bevegelse	motion	N;INDF;MASC;SG	N;MASC;SG
bevegelse	movimiento	bevegelse	movimiento	N;INDF;MASC;SG	N;MASC;SG
bevegelse	moción	bevegelse	moción	N;INDF;MASC;SG	N;FEM;SG
bevegelse	movimiento	bevegelse	movimiento	N;INDF;MASC;SG	N;MASC;SG
grader	rangos	grad	rango	N;INDF;FEM;PL	N;MASC;PL
grader	filas	grad	fila	N;INDF;FEM;PL	N;FEM;PL
grader	grados	grad	grado	N;INDF;FEM;PL	N;MASC;PL
grader	títulos	grad	título	N;INDF;FEM;PL	N;MASC;PL
grader	titulaciones	grad	titulación	N;INDF;FEM;PL	N;FEM;PL
betale	pagar	betale	pagar	V;NFIN	V;NFIN
betale	paga	betale	pagar	V;NFIN	V;IND;SG;3;PRS;FIN
betale	pague	betale	pagar	V;NFIN	V;IMP;SG;3;FIN
produserte	producidos	produsere	producido	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
praktisk	práctico	praktisk	práctico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
praktisk	practico	praktisk	practico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
praktisk	conveniente	praktisk	conveniente	ADJ;INDF;NEUT;SG	ADJ;SG
praktisk	práctico	praktisk	práctico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
praktisk	hábil	praktisk	hábil	ADJ;INDF;NEUT;SG	ADJ;SG
konsert	concierto	konsert	concierto	N;INDF;MASC;SG	N;MASC;SG
brukeren	usuario	bruker	usuario	N;DEF;MASC;SG	N;MASC;SG
egg	huevo	egg	huevo	N;INDF;NEUT;SG	N;MASC;SG
egg	huevo	egg	huevo	N;INDF;NEUT;SG	N;MASC;SG
egg	óvulo	egg	óvulo	N;INDF;NEUT;SG	N;MASC;SG
rent	limpieza	rent	limpieza	N;INDF;MASC;SG	N;FEM;SG
url	url	url	url	N;INDF;MASC;SG	N;FEM;SG
preussen	prusia	preusse	prusia	N;DEF;MASC;SG	N;FEM;SG
elver	rios	elv	rio	N;INDF;FEM;PL	N;MASC;PL
elver	rivers	elv	river	N;INDF;FEM;PL	N
elver	ríos	elv	río	N;INDF;FEM;PL	N;MASC;PL
salg	venta	salg	venta	N;INDF;NEUT;SG	N;FEM;SG
salg	venta	salg	venta	N;INDF;NEUT;SG	N;FEM;SG
kanal	canal	kanal	canal	N;INDF;MASC;SG	N;MASC;SG
kanal	channel	kanal	channel	N;INDF;MASC;SG	N;SG
fysisk	física	fysisk	físico	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
fysisk	fisico	fysisk	fisico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
fysisk	físico	fysisk	físico	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
presidenten	president	president	president	N;DEF;MASC;SG	N;MASC;SG
presidenten	presidenta	president	presidenta	N;DEF;MASC;SG	N;FEM;SG
presidenten	presidente	president	presidente	N;DEF;MASC;SG	N;MASC;SG
øyne	eyes	øyne	eye	N;INDF;NEUT;SG	N
mengder	montantes	mengd	montante	N;INDF;FEM;PL	N;PL
mengder	montos	mengd	monto	N;INDF;FEM;PL	N;MASC;PL
mengder	importes	mengd	importe	N;INDF;FEM;PL	N;MASC;PL
mengder	cantidades	mengd	cantidad	N;INDF;FEM;PL	N;FEM;PL
mengder	cantidades	mengd	cantidad	N;INDF;FEM;PL	N;FEM;PL
mengder	magnitudes	mengd	magnitudes	N;INDF;FEM;PL	N;FEM;PL
stjerne	estrella	stjerne	estrella	N;INDF;FEM;SG	N;FEM;SG
stjerne	star	stjerne	star	N;INDF;FEM;SG	N
gaten	calle	gat	calle	N;DEF;MASC;SG	N;FEM;SG
gaten	callejero	gat	callejero	N;DEF;MASC;SG	N;MASC;SG
gaten	street	gat	street	N;DEF;MASC;SG	N
premiere	premiere	premiere	premerir	N;INDF;MASC;SG	N;FEM;SG
premiere	estreno	premiere	estreno	N;INDF;MASC;SG	N;MASC;SG
vekst	crecimiento	vekst	crecimiento	N;INDF;MASC;SG	N;MASC;SG
uefa	eurocopa	uefa	eurocopa	N	N;FEM;SG
uefa	uefa	uefa	uefa	N	N;FEM;SG
symbol	símbolo	symbol	símbolo	N;INDF;NEUT;SG	N;MASC;SG
symbol	signatura	symbol	signatura	N;INDF;NEUT;SG	N;FEM;SG
vingene	alas	ving	ala	N;DEF;MASC;PL	N;FEM;PL
vingene	wings	ving	wings	N;DEF;MASC;PL	N
vingene	alitas	ving	alita	N;DEF;MASC;PL	N;FEM;PL
seoul	seúl	seoul	seúl	N;INDF;MASC;SG	N;MASC;SG
ambassadør	embajadora	ambassadør	embajadora	N;INDF;MASC;SG	N;FEM;SG
ambassadør	embajador	ambassadør	embajador	N;INDF;MASC;SG	N;MASC;SG
madrid	madrid	madrid	madrid	N;INDF;MASC;SG	N;MASC;SG
guinea	guinea	guine	guinea	N;DEF;FEM;SG	N;FEM;SG
søke	aplicar	søk	aplicar	V;IMP;NFIN	V;NFIN
søke	aplicando	søk	aplicar	V;IMP;NFIN	V;V.MSDR
søke	buscando	søk	buscar	V;IMP;NFIN	V;V.MSDR
utlandet	ultramar	utland	ultramar	N;DEF;NEUT;SG	N;MASC;SG
utlandet	extranjero	utland	extranjero	N;DEF;NEUT;SG	N;MASC;SG
søndre	sureña	søndre	sureño	ADJ;CMPR	ADJ;FEM;SG
søndre	meridional	søndre	meridional	ADJ;CMPR	ADJ;SG
søndre	sureño	søndre	sureño	ADJ;CMPR	ADJ;MASC;SG
flyr	vuela	fly	volar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
flyr	volar	fly	volar	V;IND;PRS;FIN	V;NFIN
flyr	volando	fly	volar	V;IND;PRS;FIN	V;V.MSDR
flyr	volar	fly	volar	V;IND;PRS;FIN	V;NFIN
velger	seleccionando	velge	seleccionar	V;IND;PRS;FIN	V;V.MSDR
velger	seleccionar	velge	seleccionar	V;IND;PRS;FIN	V;NFIN
velger	elija	velge	elegir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
velger	elegir	velge	elegir	V;IND;PRS;FIN	V;NFIN
velger	elige	velge	elegir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
velger	escoger	velge	escoger	V;IND;PRS;FIN	V;NFIN
velger	elegir	velge	elegir	V;IND;PRS;FIN	V;NFIN
velger	escogiendo	velge	escoger	V;IND;PRS;FIN	V;V.MSDR
velger	eligiendo	velge	elegir	V;IND;PRS;FIN	V;V.MSDR
velger	selecciona	velge	seleccionar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
velger	seleccionar	velge	seleccionar	V;IND;PRS;FIN	V;NFIN
velger	selecciona	velge	seleccionar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
produserer	producen	produsere	producir	V;IND;PRS;FIN	V;IND;PL;3;PRS;FIN
produserer	producir	produsere	producir	V;IND;PRS;FIN	V;NFIN
produserer	producir	produsere	producir	V;IND;PRS;FIN	V;NFIN
produserer	produciendo	produsere	producir	V;IND;PRS;FIN	V;V.MSDR
produserer	produce	produsere	producir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
mørk	oscuro	mørk	oscuro	ADJ;INDF;SG	ADJ;MASC;SG
mørk	oscura	mørk	oscuro	ADJ;INDF;SG	ADJ;FEM;SG
geir	geir	gy	geir	N;MASC	N;MASC;SG
deltar	participando	delta	participar	V;IND;PRS;FIN	V;V.MSDR
deltar	asistiendo	delta	asistir	V;IND;PRS;FIN	V;V.MSDR
deltar	asistir	delta	asistir	V;IND;PRS;FIN	V;NFIN
deltar	participa	delta	participar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
sun	sun	sun	sun	N;INDF;NEUT;SG	N;SG
sun	sol	sun	sol	N;INDF;NEUT;SG	N;MASC;SG
tjenestegjorde	servidos	tjennstegjord	servido	ADJ;PL;V.PTCP	ADJ;MASC;PL;V.PTCP
fyr	faro	fyr	faro	N;INDF;MASC;SG	N;MASC;SG
major	comandante	major	comandante	N;INDF;MASC;SG	N;SG
major	major	major	major	N;INDF;MASC;SG	N
blues	blues	blues	blues	N;INDF;MASC;SG	N
estland	estonia	estland	estonia	N;INDF;MASC;SG	N;FEM;SG
johnny	johnny	johnny	johnny	N;INDF;MASC;SG	N;SG
sekretær	secretaria	sekretær	secretaria	N;INDF;MASC;SG	N;FEM;SG
sekretær	secretaría	sekretær	secretaría	N;INDF;MASC;SG	N;FEM;SG
sekretær	secretario	sekretær	secretario	N;INDF;MASC;SG	N;MASC;SG
teori	teoría	teori	teoría	N;INDF;MASC;SG	N;FEM;SG
teori	teoria	teori	teoria	N;INDF;MASC;SG	N;FEM;SG
produkter	productos	produkt	producto	N;INDF;FEM;PL	N;MASC;PL
million	millón	million	millón	N;INDF;MASC;SG	N;MASC;SG
million	millon	million	millon	N;INDF;MASC;SG	N;MASC;SG
natur	natur	natur	natur	N;INDF;MASC;SG	N;SG
natur	naturaleza	natur	naturaleza	N;INDF;MASC;SG	N;FEM;SG
natur	nature	natur	nature	N;INDF;MASC;SG	N
uvanlig	insólito	uvanlig	insólito	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
uvanlig	inusual	uvanlig	inusual	ADJ;INDF;NEUT;SG	ADJ;SG
prinsesse	infanta	prinsesse	infantar	N;INDF;FEM;SG	N;FEM;SG
prinsesse	princess	prinsesse	princess	N;INDF;FEM;SG	N
prinsesse	princesa	prinsesse	princesa	N;INDF;FEM;SG	N;FEM;SG
bibliotek	biblioteca	bibliotek	biblioteca	N;INDF;NEUT;SG	N;FEM;SG
page	pagina	page	pagina	N;INDF;MASC;SG	N;FEM;SG
page	página	page	página	N;INDF;MASC;SG	N;FEM;SG
page	page	page	pager	N;INDF;MASC;SG	N
bruce	bruce	bruce	bruce	N;INDF	N;MASC;SG
forstand	sentido	forstand	sentido	N;INDF;MASC;SG	N;MASC;SG
forstand	ingenio	forstand	ingenio	N;INDF;MASC;SG	N;MASC;SG
oblast	óblast	oblese	óblast	N;INDF;MASC;SG	N;MASC;SG
josef	josef	josef	josef	N;INDF;MASC;SG	N;MASC;SG
windows	windows	windows	windows	N;INDF;MASC;SG	N;MASC
windows	ventana	windows	ventana	N;INDF;MASC;SG	N;FEM;SG
kai	kai	kai	kai	N;INDF;MASC;SG	N;MASC;SG
sven	sven	sven	sven	N;INDF;MASC;SG	N;MASC;SG
grønland	groenlandia	grønland	groenlandia	N;INDF;MASC;SG	N;FEM;SG
midlertidig	temporal	midlertidig	temporal	ADJ;INDF;SG	ADJ;SG
midlertidig	temporario	midlertidig	temporario	ADJ;INDF;SG	ADJ;MASC;SG
bonus	bonus	bonus	bonu	N;INDF;MASC;SG	N
bonus	bono	bonus	bono	N;INDF;MASC;SG	N;MASC;SG
bonus	bonificación	bonus	bonificación	N;INDF;MASC;SG	N;FEM;SG
skuespill	actuación	skuespill	actuación	N;INDF;NEUT;SG	N;FEM;SG
reklame	publicidad	reklame	publicidad	N;INDF;MASC;SG	N;FEM;SG
historiker	historiador	historike	historiador	N;INDF;FEM;SG	N;MASC;SG
tanke	pensamiento	tanke	pensamiento	N;INDF;MASC;SG	N;MASC;SG
tree	árboles	tre	árbol	N	N;MASC;PL
tree	árbol	tre	árbol	N	N;MASC;SG
tree	arbol	tre	arbol	N	N;MASC;SG
viking	viking	viking	viking	N;INDF;NEUT;SG	N;SG
viking	vikingo	viking	vikingo	N;INDF;NEUT;SG	N;MASC;SG
broren	hermano	bror	hermano	N;DEF;MASC;SG	N;MASC;SG
broren	brother	bror	brother	N;DEF;MASC;SG	N
force	fuerza	force	fuerza	N;INDF	N;FEM;SG
force	force	force	force	N;INDF	N
grønn	green	grønn	green	N;INDF;MASC;SG	N;SG
konservative	conservadoras	konservativ	conservador	ADJ;PL	ADJ;FEM;PL
igjennom	mediante	igjennom	mediante	ADP	ADP
tvil	duda	tvil	duda	N;INDF;MASC;SG	N;FEM;SG
tvil	duda	tvil	duda	N;INDF;MASC;SG	N;FEM;SG
kongelig	regal	kongelig	regal	N;INDF;MASC;SG	N;MASC;SG
kongelig	realeza	kongelig	realeza	N;INDF;MASC;SG	N;FEM;SG
kongelig	royal	kongelig	royal	N;INDF;MASC;SG	N;MASC;SG
eiendom	propiedad	eiendom	propiedad	N;INDF;MASC;SG	N;FEM;SG
eiendom	inmueble	eiendom	inmueble	N;INDF;MASC;SG	N;MASC;SG
beregnet	estimación	beregn	estimación	N;DEF;NEUT;SG	N;FEM;SG
medaljen	medalla	medalj	medalla	N;DEF;MASC;SG	N;FEM;SG
seieren	victory	seier	victory	N;DEF;MASC;SG	N;MASC;SG
interessert	interesado	interessere	interesado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
interessert	interesada	interessere	interesado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
hull	hull	hull	hull	N;INDF;NEUT;SG	N;MASC;SG
hull	casco	hull	casco	N;INDF;NEUT;SG	N;MASC;SG
hull	agujero	hull	agujero	N;INDF;NEUT;SG	N;MASC;SG
hull	hole	hull	hole	N;INDF;NEUT;SG	N;MASC;SG
hull	hueco	hull	hueco	N;INDF;NEUT;SG	N;MASC;SG
hull	hoyo	hull	hoyo	N;INDF;NEUT;SG	N;MASC;SG
jurist	letrado	jurist	letrado	N;INDF;MASC;SG	N;MASC;SG
jurist	jurista	jurist	jurista	N;INDF;MASC;SG	N;SG
jurist	abogada	jurist	abogada	N;INDF;MASC;SG	N;FEM;SG
jurist	abogado	jurist	abogado	N;INDF;MASC;SG	N;MASC;SG
passasjerer	pasajeros	passasjere	pasajero	N;INDF;MASC;PL	N;MASC;PL
elleve	once	elleve	once	NUM;PL	NUM;PL
serier	espectáculos	serie	espectáculo	N;INDF;FEM;PL	N;MASC;PL
serier	shows	serie	show	N;INDF;FEM;PL	N;MASC;PL
format	formato	format	formato	N;INDF;NEUT;SG	N;MASC;SG
haugesund	haugesund	haugesund	haugesund	N;INDF;NEUT;SG	N;MASC;SG
absolutt	absoluta	absolutt	absoluto	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
absolutt	absoluto	absolutt	absoluto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
samisk	sami	samisk	sami	N;INDF;MASC;SG	N;MASC;SG
målvakt	portero	målvakt	portero	N;INDF;FEM;SG	N;MASC;SG
målvakt	arquero	målvakt	arquero	N;INDF;FEM;SG	N;MASC;SG
skaffe	adquiera	skaffe	adquirir	V;NFIN	V;SBJV;SG;3;PRS;FIN
skaffe	adquiere	skaffe	adquirir	V;NFIN	V;IND;SG;3;PRS;FIN
skaffe	adquirir	skaffe	adquirir	V;NFIN	V;NFIN
dominerende	dominantes	dominerende	dominante	ADJ;PL;V.PTCP	ADJ;PL
julius	julio	julius	julio	N;INDF;MASC;SG	N
tog	train	ta	train	N;INDF;NEUT;SG	N
tog	entreno	ta	entreno	N;INDF;NEUT;SG	N;MASC;SG
tog	tren	ta	tren	N;INDF;NEUT;SG	N;MASC;SG
hindre	previene	hindre	prevenir	V;NFIN	V;IND;SG;3;PRS;FIN
hindre	prevenir	hindre	prevenir	V;NFIN	V;NFIN
hindre	impedir	hindre	impedir	V;NFIN	V;NFIN
bygning	edificio	bygning	edificio	N;INDF;MASC;SG	N;MASC;SG
bygning	edificación	bygning	edificación	N;INDF;MASC;SG	N;FEM;SG
bygning	construcción	bygning	construcción	N;INDF;MASC;SG	N;FEM;SG
jordan	jordán	jordan	jordán	N;DEF;MASC;SG	N;MASC;SG
jordan	jordania	jordan	jordania	N;DEF;MASC;SG	N;FEM;SG
vingespenn	envergadura	vingespenn	envergadura	N;INDF;NEUT;SG	N;FEM;SG
flåten	flota	flåte	flota	N;DEF;MASC;SG	N;FEM;SG
grense	límite	grense	límite	N;INDF;FEM;SG	N;MASC;SG
port	portón	port	portón	N;INDF;FEM;SG	N;MASC;SG
port	gate	port	gate	N;INDF;FEM;SG	N;MASC;SG
port	puerta	port	puerta	N;INDF;FEM;SG	N;FEM;SG
port	puerto	port	puerto	N;INDF;FEM;SG	N;MASC;SG
port	babor	port	babor	N;INDF;FEM;SG	N;MASC;SG
port	oporto	port	oporto	N;INDF;FEM;SG	N;MASC;SG
eksisterte	existió	eksistere	existir	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
eksisterte	existieron	eksistere	existir	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
forsvant	desaparecido	forsvinte	desaparecido	ADJ;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
forsvant	desaparecida	forsvinte	desaparecido	ADJ;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
masse	mass	masse	mass	N;INDF;MASC;SG	N
masse	masa	masse	masa	N;INDF;MASC;SG	N;FEM;SG
masse	misa	masse	misa	N;INDF;MASC;SG	N;FEM;SG
havn	puerto	havn	puerto	N;INDF;MASC;SG	N;MASC;SG
havn	babor	havn	babor	N;INDF;MASC;SG	N;MASC;SG
havn	oporto	havn	oporto	N;INDF;MASC;SG	N;MASC;SG
hotel	hotel	hotel	hotel	N;INDF;NEUT;SG	N;MASC;SG
salt	sal	salt	sal	N;INDF;NEUT;SG	N;FEM;SG
hav	océano	hav	océano	N;INDF;NEUT;SG	N;MASC;SG
hav	mar	hav	mar	N;INDF;NEUT;SG	N;SG
hav	océano	hav	océano	N;INDF;NEUT;SG	N;MASC;SG
hav	mar	hav	mar	N;INDF;NEUT;SG	N;SG
hav	oceano	hav	oceano	N;INDF;NEUT;SG	N;MASC;SG
nasjon	nación	nasjon	nación	N;INDF;MASC;SG	N;FEM;SG
nasjon	nacion	nasjon	nacion	N;INDF;MASC;SG	N;FEM;SG
nasjon	nation	nasjon	nation	N;INDF;MASC;SG	N
luft	aire	luft	aire	N;INDF;FEM;SG	N;MASC;SG
luft	air	luft	air	N;INDF;FEM;SG	N
peru	peru	peru	peru	N;INDF;SG	N;SG
enkle	simples	enkel	simple	ADJ;PL	ADJ;PL
death	fallecimiento	death	fallecimiento	N	N;MASC;SG
death	death	death	death	N	N
death	muerte	death	muerte	N	N;FEM;SG
death	defunción	death	defunción	N	N;FEM;SG
shanghai	shanghai	shanghai	shanghai	N;INDF;NEUT;SG	N;MASC;SG
shanghai	shangai	shanghai	shangai	N;INDF;NEUT;SG	N;MASC;SG
blad	cargador	blad	cargador	N;INDF;NEUT;SG	N;MASC;SG
blad	magazine	blad	magazine	N;INDF;NEUT;SG	N;SG
blad	revista	blad	revista	N;INDF;NEUT;SG	N;FEM;SG
blad	hoja	blad	hoja	N;INDF;NEUT;SG	N;FEM;SG
blad	leaf	blad	leaf	N;INDF;NEUT;SG	N;MASC;SG
konflikt	conflicto	konflikt	conflicto	N;INDF;MASC;SG	N;MASC;SG
nevner	mencionar	nevne	mencionar	V;IND;PRS;FIN	V;NFIN
nevner	mencionando	nevne	mencionar	V;IND;PRS;FIN	V;V.MSDR
nevner	menciona	nevne	mencionar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
nevner	menciona	nevne	mencionar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
nevner	mencionar	nevne	mencionar	V;IND;PRS;FIN	V;NFIN
dans	baile	dans	baile	N;INDF;MASC;SG	N;MASC;SG
dans	danza	dans	danza	N;INDF;MASC;SG	N;FEM;SG
dans	baile	dans	baile	N;INDF;MASC;SG	N;MASC;SG
dans	danza	dans	danza	N;INDF;MASC;SG	N;FEM;SG
bidrar	contribuir	bidrar	contribuir	V;IND;PRS;FIN	V;NFIN
bidrar	contribuye	bidrar	contribuir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
bidrar	contribuir	bidrar	contribuir	V;IND;PRS;FIN	V;NFIN
bidrar	contribuyendo	bidrar	contribuir	V;IND;PRS;FIN	V;V.MSDR
bidrar	aportando	bidrar	aportar	V;IND;PRS;FIN	V;V.MSDR
bidrar	contribuye	bidrar	contribuir	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
stephen	stephen	stephen	stephar	N;INDF;MASC;SG	N;MASC;SG
country	pais	country	pais	N;INDF	N;MASC;SG
country	país	country	país	N;INDF	N;MASC;SG
jobben	empleo	jobb	empleo	N;DEF;MASC;SG	N;MASC;SG
jobben	trabajo	jobb	trabajo	N;DEF;MASC;SG	N;MASC;SG
delte	compartida	delte	compartido	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
