une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
principes	principi	principe	principio	N;MASC;PL	N;MASC;PL
disparition	sparizione	disparition	sparizione	N;FEM;SG	N;FEM;SG
disparition	vanishing	disparition	vanishing	N;FEM;SG	N
disparition	sparizione	disparition	sparizione	N;FEM;SG	N;FEM;SG
disparition	sparizione	disparition	sparizione	N;FEM;SG	N;FEM;SG
bistro	bistro	bistro	bistro	N;MASC;SG	N;MASC
bistro	bistrot	bistro	bistrot	N;MASC;SG	N;MASC;SG
échec	fail	échec	fail	N;MASC;SG	N
échec	fallimento	échec	fallimento	N;MASC;SG	N;MASC;SG
échec	inadempimento	échec	inadempimento	N;MASC;SG	N;MASC;SG
échec	insuccesso	échec	insuccesso	N;MASC;SG	N;MASC;SG
rédaction	scrittura	rédaction	scrittura	N;FEM;SG	N;FEM;SG
rédaction	redazione	rédaction	redazione	N;FEM;SG	N;FEM;SG
serveur	cameriere	serveur	cameriere	N;MASC;SG	N;MASC;SG
serveur	server	serveur	servere	N;MASC;SG	N;MASC
serveur	server	serveur	servere	N;MASC;SG	N;MASC
liée	collegato	lier	collegare	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
hausse	rising	hausse	rising	N;FEM;SG	N
oise	oise	oise	oisa	N;MASC;SG	N;MASC;SG
signature	firma	signature	firma	N;FEM;SG	N;FEM;SG
signature	firma	signature	firma	N;FEM;SG	N;FEM;SG
trône	trono	trône	trono	N;MASC;SG	N;MASC;SG
profit	profit	profit	profit	N;MASC;SG	N
profit	guadagno	profit	guadagno	N;MASC;SG	N;MASC;SG
profit	profitto	profit	profitto	N;MASC;SG	N;MASC;SG
chien	cane	chien	cane	N;MASC;SG	N;MASC;SG
tenu	tenuta	tenir	tenere	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
tenu	detenuto	tenir	detenere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
correspondant	corrispondente	correspondre	corrispondere	V;PRS;V.PTCP	V;SG;PRS;V.PTCP
correspondant	corrispondente	correspondre	corrispondere	V;PRS;V.PTCP	V;SG;PRS;V.PTCP
zélande	zelanda	zélande	zelanda	N;FEM;SG	N;FEM;SG
zélande	zelanda	zélande	zelanda	N;FEM;SG	N;FEM;SG
bandeau	cerchietto	bandeau	cerchietto	N;MASC;SG	N;MASC;SG
bandeau	benda	bandeau	benda	N;MASC;SG	N;FEM;SG
marqué	segnato	marquer	segnare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
marqué	etichettato	marquer	etichettare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
marqué	taggata	marquer	taggare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
marqué	segnato	marquer	segnare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
marqué	contrassegnato	marquer	contrassegnare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
secondes	secondi	seconde	secondo	N;FEM;PL	N;MASC;PL
requête	query	requête	query	N;FEM;SG	N
requête	interrogazione	requête	interrogazione	N;FEM;SG	N;FEM;SG
requête	richiesta	requête	richiesta	N;FEM;SG	N;FEM;SG
ruisseau	torrente	ruisseau	torrente	N;MASC;SG	N;MASC;SG
ruisseau	creek	ruisseau	creek	N;MASC;SG	N;MASC
ruisseau	flusso	ruisseau	flusso	N;MASC;SG	N;MASC;SG
ruisseau	stream	ruisseau	stream	N;MASC;SG	N;MASC
ruisseau	ruscello	ruisseau	ruscello	N;MASC;SG	N;MASC;SG
ruisseau	brook	ruisseau	brook	N;MASC;SG	N;MASC
roche	roche	roche	rocare	N;FEM;SG	N;FEM;SG
publiques	pubblici	public	pubblico	ADJ;FEM;PL	ADJ;MASC;PL
largeur	ampiezza	largeur	ampiezza	N;FEM;SG	N;FEM;SG
largeur	larghezza	largeur	larghezza	N;FEM;SG	N;FEM;SG
remplacer	sostituendo	remplacer	sostituire	V;NFIN	V;V.MSDR
remplacer	sostituire	remplacer	sostituire	V;NFIN	V;NFIN
remplacer	sostituisci	remplacer	sostituire	V;NFIN	V;IMP;SG;2;PRS;FIN
remplacer	sostituire	remplacer	sostituire	V;NFIN	V;NFIN
spécial	speciale	spécial	speciale	ADJ;MASC;SG	ADJ;SG
foi	faith	foi	faith	N;FEM;SG	N;MASC
foi	fede	foi	fede	N;FEM;SG	N;FEM;SG
récemment	recentemente	récemment	recentemente	ADV	ADV
institutions	istituzioni	institution	istituzione	N;FEM;PL	N;FEM;PL
établissements	stabilimenti	établissement	stabilimento	N;MASC;PL	N;MASC;PL
pêche	pesca	pêche	pesca	N;FEM;SG	N;FEM;SG
pêche	peach	pêche	peach	N;FEM;SG	N
pêche	pesco	pêche	pesco	N;FEM;SG	N;MASC;SG
pêche	pesca	pêche	pesca	N;FEM;SG	N;FEM;SG
pêche	pesca	pêche	pesca	N;FEM;SG	N;FEM;SG
complètement	pienamente	complètement	pienamente	ADV	ADV
complètement	totalmente	complètement	totalmente	ADV	ADV
complètement	completamente	complètement	completamente	ADV	ADV
complètement	totalmente	complètement	totalmente	ADV	ADV
complètement	completamente	complètement	completamente	ADV	ADV
volumes	volumi	volume	volume	N;MASC;PL	N;MASC;PL
nation	nazione	nation	nazione	N;FEM;SG	N;FEM;SG
nation	nation	nation	nation	N;FEM;SG	N;MASC
développe	sviluppa	développer	sviluppare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
accueille	accoglie	accueillir	accogliere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
notion	nozione	notion	nozione	N;FEM;SG	N;FEM;SG
symbole	simbolo	symbole	simbolo	N;MASC;SG	N;MASC;SG
catalogue	catalogo	catalogue	catalogo	N;MASC;SG	N;MASC;SG
catalogue	catalogo	catalogue	catalogo	N;MASC;SG	N;MASC;SG
prisonniers	prigionieri	prisonnier	prigioniero	N;MASC;PL	N;MASC;PL
prisonniers	detenuti	prisonnier	detenuto	N;MASC;PL	N;MASC;PL
francophone	francofona	francophone	francofona	ADJ;MASC;SG	ADJ;FEM;SG
tir	sparatoria	tir	sparatoria	N;MASC;SG	N;FEM;SG
tir	shooting	tir	shooting	N;MASC;SG	N
tir	tiro	tir	tiro	N;MASC;SG	N;MASC;SG
tir	scatto	tir	scatto	N;MASC;SG	N;MASC;SG
tir	shot	tir	shot	N;MASC;SG	N
tir	tiro	tir	tiro	N;MASC;SG	N;MASC;SG
tir	tir	tir	tir	N;MASC;SG	N;MASC
puits	pozzo	puits	pozzo	N;MASC;SG	N;MASC;SG
puits	wells	puits	wells	N;MASC;SG	N;MASC;SG
salles	stanze	salle	stanza	N;FEM;PL	N;FEM;PL
salles	camere	salle	camera	N;FEM;PL	N;FEM;PL
emplacement	ubicazione	emplacement	ubicazione	N;MASC;SG	N;FEM;SG
unies	uniti	uni	unito	ADJ;FEM;PL	ADJ;MASC;PL
philosophe	filosofo	philosophe	filosofo	N;MASC;SG	N;MASC;SG
philosophe	philosophe	philosophe	philosopo	N;MASC;SG	N
appellation	designazione	appellation	designazione	N;FEM;SG	N;FEM;SG
facilement	facilmente	facilement	facilmente	ADV	ADV
benoît	benedict	benoît	benedict	N;MASC;SG	N;MASC
benoît	benedetto	benoît	benedetto	N;MASC;SG	N;MASC;SG
benoît	benoît	benoît	benoît	N;MASC;SG	N;MASC;SG
benoît	benoit	benoît	benoit	N;MASC;SG	N;MASC;SG
décidé	deciso	décider	decidere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
décidé	decise	décider	decidere	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
souhaite	augura	souhaiter	augurare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
souhaite	desidera	souhaiter	desiderare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
end	end	end	end	N;MASC;SG	N;MASC
end	fine	end	fine	N;MASC;SG	N;FEM;SG
étage	pavimento	étage	pavimento	N;MASC;SG	N;MASC;SG
coups	pugni	coup	pugno	N;MASC;PL	N;MASC;PL
coups	colpi	coup	colpo	N;MASC;PL	N;MASC;PL
coups	scatti	coup	scatto	N;MASC;PL	N;MASC;PL
coups	shot	coup	shot	N;MASC;PL	N
coups	colpi	coup	colpo	N;MASC;PL	N;MASC;PL
johnson	johnson	johnson	johnson	N;MASC;SG	N;MASC;SG
hongrois	ungherese	hongrois	ungherese	ADJ;MASC;SG	ADJ;SG
rois	re	roi	re	N;MASC;PL	N;MASC
rois	sovrani	roi	sovrano	N;MASC;PL	N;MASC;PL
rois	kings	roi	kings	N;MASC;PL	N
modification	modificazione	modification	modificazione	N;FEM;SG	N;FEM;SG
modification	emendamento	modification	emendamento	N;FEM;SG	N;MASC;SG
mineures	minori	mineur	minore	ADJ;FEM;PL	ADJ;CMPR;PL
mineures	minori	mineur	minore	ADJ;FEM;PL	ADJ;CMPR;PL
pieds	piedini	pied	piedino	N;MASC;PL	N;MASC;PL
pieds	piedi	pied	piede	N;MASC;PL	N;MASC;PL
pieds	foot	pied	foot	N;MASC;PL	N;MASC
pieds	piedi	pied	piede	N;MASC;PL	N;MASC;PL
pensée	pensiero	pensée	pensiero	N;FEM;SG	N;MASC;SG
pensée	pensiero	pensée	pensiero	N;FEM;SG	N;MASC;SG
phénomène	fenomeno	phénomène	fenomeno	N;MASC;SG	N;MASC;SG
bel	bel	beau	bello	ADJ;MASC;SG	ADJ;MASC;SG
utilisées	usati	utiliser	usare	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
planètes	pianeti	planète	pianeta	N;FEM;PL	N;MASC;PL
engage	assume	engager	assumere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vaste	ampia	vaste	ampio	ADJ;MASC;SG	ADJ;FEM;SG
vaste	vasta	vaste	vasto	ADJ;MASC;SG	ADJ;FEM;SG
vaste	vasto	vaste	vasto	ADJ;MASC;SG	ADJ;MASC;SG
relais	relais	relais	relais	N;MASC;SG	N;MASC
relais	relè	relais	relè	N;MASC;SG	N;MASC
relais	staffetta	relais	staffetta	N;MASC;SG	N;FEM;SG
relais	relè	relais	relè	N;MASC;SG	N;MASC
déposé	depositato	déposer	depositare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
déposé	archiviato	déposer	archiviare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
exemples	esempi	exemple	esempio	N;MASC;PL	N;MASC;PL
établir	stabiliscono	établir	stabilire	V;NFIN	V;IND;PL;3;PRS;FIN
établir	stabilire	établir	stabilire	V;NFIN	V;NFIN
marins	marinai	marin	marinaio	N;MASC;PL	N;MASC;PL
marins	marinai	marin	marinaio	N;MASC;PL	N;MASC;PL
marins	marine	marin	marina	N;MASC;PL	N;FEM;PL
poèmes	poesie	poème	poesia	N;MASC;PL	N;FEM;PL
poèmes	poemi	poème	poema	N;MASC;PL	N;MASC;PL
tendance	trend	tendance	trend	N;FEM;SG	N;MASC
tendance	tendenza	tendance	tendenza	N;FEM;SG	N;FEM;SG
tendance	trend	tendance	trend	N;FEM;SG	N;MASC
tendance	tendenza	tendance	tendenza	N;FEM;SG	N;FEM;SG
libéral	liberale	libéral	liberale	ADJ;MASC;SG	ADJ;SG
orientation	orientamento	orientation	orientamento	N;FEM;SG	N;MASC;SG
congo	congo	congo	congo	N;MASC;SG	N;MASC
ennemi	nemico	ennemi	nemico	N;MASC;SG	N;MASC;SG
ennemi	nemico	ennemi	nemico	N;MASC;SG	N;MASC;SG
moselle	moselle	moselle	mosella	N;FEM;SG	N;FEM;SG
multiples	multipli	multiple	multiplo	ADJ;MASC;PL	ADJ;MASC;PL
multiples	multiple	multiple	multiplo	ADJ;MASC;PL	ADJ;FEM;PL
multiples	multipli	multiple	multiplo	ADJ;MASC;PL	ADJ;MASC;PL
retourne	restituisce	retourner	restituire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
retourne	ritorna	retourner	ritornare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
indien	indiano	indien	indiano	ADJ;MASC;SG	ADJ;MASC;SG
comptes	conti	compte	conto	N;MASC;PL	N;MASC;PL
calendrier	calendario	calendrier	calendario	N;MASC;SG	N;MASC;SG
clocher	campanile	clocher	campanile	N;MASC;SG	N;MASC;SG
aérienne	aerea	aérien	aereo	ADJ;FEM;SG	ADJ;FEM;SG
mécanique	meccanico	mécanique	meccanico	ADJ;MASC;SG	ADJ;MASC;SG
jérusalem	gerusalemme	jérusalem	gerusalemma	ADJ;MASC;SG	ADJ;SG
étrangers	estranei	étranger	estraneo	ADJ;MASC;PL	ADJ;MASC;PL
étrangers	sconosciuti	étranger	sconosciuto	ADJ;MASC;PL	ADJ;MASC;PL
réel	reale	réel	reale	ADJ;MASC;SG	ADJ;SG
cavalerie	cavalleria	cavalerie	cavalleria	N;FEM;SG	N;FEM;SG
cavalerie	cavalerie	cavalerie	cavaleria	N;FEM;SG	N;FEM;SG
écran	schermo	écran	schermo	N;MASC;SG	N;MASC;SG
écran	schermata	écran	schermare	N;MASC;SG	N;FEM;SG
concerts	concerti	concert	concerto	N;MASC;PL	N;MASC;PL
organise	organizza	organiser	organizzare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
organise	organizza	organiser	organizzare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
industriel	industriale	industriel	industriale	ADJ;MASC;SG	ADJ;SG
rester	rimangono	rester	rimanere	V;NFIN	V;IND;PL;3;PRS;FIN
rester	rimani	rester	rimanere	V;NFIN	V;IND;SG;2;PRS;FIN
rester	restate	rester	restare	V;NFIN	V;IMP;PL;2;PRS;FIN
rester	resta	rester	restare	V;NFIN	V;IND;SG;3;PRS;FIN
consommation	consumo	consommation	consumo	N;FEM;SG	N;MASC;SG
mauvais	cattiva	mauvais	cattivo	ADJ;MASC;SG	ADJ;FEM;SG
mauvais	pessimo	mauvais	pessimo	ADJ;MASC;SG	ADJ;MASC;SG
mauvais	cattivo	mauvais	cattivo	ADJ;MASC;SG	ADJ;MASC;SG
condition	condizione	condition	condizione	N;FEM;SG	N;FEM;SG
utilisateurs	utenti	utilisateur	utente	N;MASC;PL	N;PL
utilisateurs	utilizzatori	utilisateur	utilizzatore	N;MASC;PL	N;MASC;PL
plaine	plaine	plaine	plaina	N;FEM;SG	N;FEM;SG
plaine	pianura	plaine	pianura	N;FEM;SG	N;FEM;SG
plaine	plain	plaine	plain	N;FEM;SG	N
plaine	pianura	plaine	pianura	N;FEM;SG	N;FEM;SG
plaine	pianura	plaine	pianura	N;FEM;SG	N;FEM;SG
perte	perdita	perte	perdita	N;FEM;SG	N;FEM;SG
perte	smarrimento	perte	smarrimento	N;FEM;SG	N;MASC;SG
intégral	integrale	intégral	integrale	ADJ;MASC;SG	ADJ;SG
méthodes	metodi	méthode	metodo	N;FEM;PL	N;MASC;PL
impact	impact	impact	impact	N;MASC;SG	N;MASC
impact	impatto	impact	impatto	N;MASC;SG	N;MASC;SG
candidats	candidati	candidat	candidato	N;MASC;PL	N;MASC;PL
candidats	candidati	candidat	candidato	N;MASC;PL	N;MASC;PL
candidats	candidati	candidat	candidato	N;MASC;PL	N;MASC;PL
candidats	richiedenti	candidat	richiedente	N;MASC;PL	N;PL
classes	classi	classe	classe	N;FEM;PL	N;FEM;PL
lauréat	vincitore	lauréat	vincitore	N;MASC;SG	N;MASC;SG
attaques	attacchi	attaque	attacco	N;FEM;PL	N;MASC;PL
attaques	aggressioni	attaque	aggressione	N;FEM;PL	N;FEM;PL
attaques	attentati	attaque	attentato	N;FEM;PL	N;MASC;PL
quitter	lasciare	quitter	lasciare	V;NFIN	V;NFIN
quitter	lascia	quitter	lasciare	V;NFIN	V;IND;SG;2;PRS;FIN
quitter	lasciate	quitter	lasciare	V;NFIN	V;IMP;PL;2;PRS;FIN
quitter	esci	quitter	esco	V;NFIN	V;IMP;SG;2;PRS;FIN
quitter	lasciando	quitter	lasciare	V;NFIN	V;V.MSDR
performance	performance	performance	performance	N;FEM;SG	N;FEM
performance	prestazione	performance	prestazione	N;FEM;SG	N;FEM;SG
oscar	oscar	oscar	oscar	N;MASC;SG	N;MASC
définitivement	decisamente	définitivement	decisamente	ADV	ADV
définitivement	sicuramente	définitivement	sicuramente	ADV	ADV
définitivement	permanentemente	définitivement	permanentemente	ADV	ADV
définitivement	definitivamente	définitivement	definitivamente	ADV	ADV
romains	romani	romain	romano	ADJ;MASC;PL	ADJ;MASC;PL
romains	romani	romain	romano	ADJ;MASC;PL	ADJ;MASC;PL
établi	stabilita	établir	stabilire	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
établi	stabilito	établir	stabilire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
compose	comporre	composer	comporre	V;IND;SG;3;PRS;FIN	V;NFIN
collectif	collettivo	collectif	collettivo	ADJ;MASC;SG	ADJ;MASC;SG
collectif	collettiva	collectif	collettivo	ADJ;MASC;SG	ADJ;FEM;SG
compétitions	competizioni	compétition	competizione	N;FEM;PL	N;FEM;PL
compétitions	concorsi	compétition	concorso	N;FEM;PL	N;MASC;PL
compétitions	concorsi	compétition	concorso	N;FEM;PL	N;MASC;PL
quantité	quantità	quantité	quantità	N;FEM;SG	N;FEM
conseillers	consulenti	conseiller	consulente	N;MASC;PL	N;PL
conseillers	consiglieri	conseiller	consigliere	N;MASC;PL	N;MASC;PL
conseillers	consiglieri	conseiller	consigliere	N;MASC;PL	N;MASC;PL
conseillers	consulenti	conseiller	consulente	N;MASC;PL	N;PL
anniversaire	compleanno	anniversaire	compleanno	N;MASC;SG	N;MASC;SG
anniversaire	anniversario	anniversaire	anniversario	N;MASC;SG	N;MASC;SG
conservateur	curatore	conservateur	curatore	N;MASC;SG	N;MASC;SG
conservateur	conservante	conservateur	conservante	N;MASC;SG	N;SG
conservateur	conservatore	conservateur	conservatore	N;MASC;SG	N;MASC;SG
niveaux	livelli	niveau	livello	N;MASC;PL	N;MASC;PL
capable	capace	capable	capace	ADJ;MASC;SG	ADJ;SG
internationaux	internazionali	international	internazionale	ADJ;MASC;PL	ADJ;PL
effectivement	infatti	effectivement	infatti	ADV	ADV
couverture	coperta	couverture	coprire	N;FEM;SG	N;FEM;SG
couverture	copertura	couverture	copertura	N;FEM;SG	N;FEM;SG
couverture	copertina	couverture	copertina	N;FEM;SG	N;FEM;SG
couverture	cover	couverture	cover	N;FEM;SG	N;FEM
couverture	copertura	couverture	copertura	N;FEM;SG	N;FEM;SG
cuisine	cucina	cuisine	cucina	N;FEM;SG	N;FEM;SG
cuisine	cottura	cuisine	cottura	N;FEM;SG	N;FEM;SG
cuisine	cucina	cuisine	cucina	N;FEM;SG	N;FEM;SG
arbres	alberi	arbre	albero	N;MASC;PL	N;MASC;PL
émissions	trasmissioni	émission	trasmissione	N;FEM;PL	N;FEM;PL
émissions	emissioni	émission	emissione	N;FEM;PL	N;FEM;PL
disposition	accantonamento	disposition	accantonamento	N;FEM;SG	N;MASC;SG
disposition	impaginazione	disposition	impaginazione	N;FEM;SG	N;FEM;SG
disposition	layout	disposition	layout	N;FEM;SG	N;MASC
disposition	disposizione	disposition	disposizione	N;FEM;SG	N;FEM;SG
disposition	disposizione	disposition	disposizione	N;FEM;SG	N;FEM;SG
racing	racing	racing	racing	N;MASC;SG	N;MASC
conservatoire	conservatorio	conservatoire	conservatorio	N;MASC;SG	N;MASC;SG
conservatoire	conservatorio	conservatoire	conservatorio	N;MASC;SG	N;MASC;SG
parallèle	parallelo	parallèle	parallelo	N;MASC;SG	N;MASC;SG
parallèle	parallelismo	parallèle	parallelismo	N;MASC;SG	N;MASC;SG
sénat	senato	sénat	senato	N;MASC;SG	N;MASC;SG
humains	umani	humain	umano	ADJ;MASC;PL	ADJ;MASC;PL
humains	umane	humain	umano	ADJ;MASC;PL	ADJ;FEM;PL
humains	umani	humain	umano	ADJ;MASC;PL	ADJ;MASC;PL
donnant	donando	donner	donare	V;PRS;V.PTCP	V;V.MSDR
donnant	dando	donner	dare	V;PRS;V.PTCP	V;V.MSDR
milliards	miliardi	milliard	miliardo	N;MASC;PL	N;MASC;PL
milliards	miliardi	milliard	miliardo	N;MASC;PL	N;MASC;PL
huitième	ottava	huitième	ottavo	ADJ;MASC;SG	ADJ;FEM;SG
huitième	ottavo	huitième	ottavo	ADJ;MASC;SG	ADJ;MASC;SG
blues	blues	blues	blues	N;MASC;SG	N;MASC
modernes	moderne	moderne	moderno	ADJ;MASC;PL	ADJ;FEM;PL
modernes	moderni	moderne	moderno	ADJ;MASC;PL	ADJ;MASC;PL
entrer	inserisci	entrer	inserire	V;NFIN	V;IMP;SG;2;PRS;FIN
réseaux	networking	réseau	networking	N;MASC;PL	N;MASC
réseaux	reti	réseau	rete	N;MASC;PL	N;FEM;PL
réseaux	network	réseau	network	N;MASC;PL	N;MASC
édité	modificato	éditer	modificare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
duché	ducato	duché	ducato	N;MASC;SG	N;MASC;SG
hameau	hameau	hameau	hameau	N;MASC;SG	N;MASC
hameau	amleto	hameau	amleto	N;MASC;SG	N;MASC;SG
hameau	borgo	hameau	borgo	N;MASC;SG	N;MASC;SG
alliés	alleati	allié	alleato	N;MASC;PL	N;MASC;PL
alliés	allied	allié	allied	N;MASC;PL	N
alliés	alleate	allié	alleato	N;MASC;PL	N;FEM;PL
alliés	alleati	allié	alleato	N;MASC;PL	N;MASC;PL
tentative	tentativo	tentative	tentativo	N;FEM;SG	N;MASC;SG
progressivement	gradualmente	progressivement	gradualmente	ADV	ADV
progressivement	progressivamente	progressivement	progressivamente	ADV	ADV
progressivement	progressivamente	progressivement	progressivamente	ADV	ADV
dragon	drago	dragon	drago	N;MASC;SG	N;MASC;SG
dragon	dragone	dragon	dragone	N;MASC;SG	N;MASC;SG
dragon	dragon	dragon	dragon	N;MASC;SG	N;MASC
canons	cannoni	canon	cannone	N;MASC;PL	N;MASC;PL
canons	fucili	canon	fucile	N;MASC;PL	N;MASC;PL
canons	cannoni	canon	cannone	N;MASC;PL	N;MASC;PL
canons	pistole	canon	pistola	N;MASC;PL	N;FEM;PL
canons	armi	canon	arma	N;MASC;PL	N;FEM;PL
canons	canoni	canon	canone	N;MASC;PL	N;MASC;PL
canons	cannoni	canon	cannone	N;MASC;PL	N;MASC;PL
vandalisme	vandalismo	vandalisme	vandalismo	N;MASC;SG	N;MASC;SG
difficultés	difficoltà	difficulté	difficoltà	N;FEM;PL	N;FEM
difficultés	difficoltà	difficulté	difficoltà	N;FEM;PL	N;FEM
religieuses	religiosi	religieux	religioso	ADJ;FEM;PL	ADJ;MASC;PL
penser	pensare	penser	pensare	V;NFIN	V;NFIN
penser	pensando	penser	pensare	V;NFIN	V;V.MSDR
penser	pensare	penser	pensare	V;NFIN	V;NFIN
penser	pensa	penser	pensare	V;NFIN	V;IND;SG;2;PRS;FIN
penser	pensi	penser	pensare	V;NFIN	V;IND;SG;2;PRS;FIN
penser	pensate	penser	pensare	V;NFIN	V;IND;PL;2;PRS;FIN
tableaux	tavole	tableau	tavola	N;MASC;PL	N;FEM;PL
tableaux	tabelle	tableau	tabella	N;MASC;PL	N;FEM;PL
tableaux	tavoli	tableau	tavolo	N;MASC;PL	N;MASC;PL
tableaux	dipinti	tableau	dipinto	N;MASC;PL	N;MASC;PL
tableaux	quadri	tableau	quadro	N;MASC;PL	N;MASC;PL
personnelle	personale	personnel	personale	ADJ;FEM;SG	ADJ;SG
affirme	asserisce	affirmer	asserire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
affirme	afferma	affirmer	affermare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
affirme	afferma	affirmer	affermare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vaisseau	astronave	vaisseau	astronave	N;MASC;SG	N;FEM;SG
vaisseau	nave	vaisseau	nave	N;MASC;SG	N;FEM;SG
vaisseau	imbarcazione	vaisseau	imbarcazione	N;MASC;SG	N;FEM;SG
vaisseau	natante	vaisseau	natante	N;MASC;SG	N;SG
vaisseau	nave	vaisseau	nave	N;MASC;SG	N;FEM;SG
vaisseau	astronave	vaisseau	astronave	N;MASC;SG	N;FEM;SG
autrefois	precedentemente	autrefois	precedentemente	ADV	ADV
café	caffé	café	caffè	N;MASC;SG	N;MASC
café	caffè	café	caffè	N;MASC;SG	N;MASC
café	caffe	café	caffa	N;MASC;SG	N;MASC
café	caffetteria	café	caffetteria	N;MASC;SG	N;FEM;SG
café	cafè	café	cafè	N;MASC;SG	N;MASC
café	café	café	café	N;MASC;SG	N;MASC
café	caffè	café	caffè	N;MASC;SG	N;MASC
café	caffè	café	caffè	N;MASC;SG	N;MASC
café	café	café	café	N;MASC;SG	N;MASC
café	caffetteria	café	caffetteria	N;MASC;SG	N;FEM;SG
cher	cara	cher	caro	ADJ;MASC;SG	ADJ;FEM;SG
cher	caro	cher	caro	ADJ;MASC;SG	ADJ;MASC;SG
inscription	iscrizione	inscription	iscrizione	N;FEM;SG	N;FEM;SG
inscription	registrazione	inscription	registrazione	N;FEM;SG	N;FEM;SG
inscription	iscrizione	inscription	iscrizione	N;FEM;SG	N;FEM;SG
isabelle	isabel	isabelle	isabel	N;FEM;SG	N;FEM;SG
isabelle	isabella	isabelle	isabella	N;FEM;SG	N;FEM;SG
isabelle	isobel	isabelle	isobel	N;FEM;SG	N;FEM;SG
isabelle	isabella	isabelle	isabella	N;FEM;SG	N;FEM;SG
isabelle	isabel	isabelle	isabel	N;FEM;SG	N;FEM;SG
isabelle	isabelle	isabelle	isabelle	N;FEM;SG	N;FEM;SG
confiance	fiducia	confiance	fiducia	N;FEM;SG	N;FEM;SG
confiance	confidenza	confiance	confidenza	N;FEM;SG	N;FEM;SG
confiance	trust	confiance	trust	N;FEM;SG	N
confiance	fiducia	confiance	fiducia	N;FEM;SG	N;FEM;SG
propriétés	proprietà	propriété	proprietà	N;FEM;PL	N;FEM
propriétés	immobili	propriété	immobile	N;FEM;PL	N;MASC;PL
polonaise	polacca	polonais	polacco	ADJ;FEM;SG	ADJ;FEM;SG
polonaise	polacco	polonais	polacco	ADJ;FEM;SG	ADJ;MASC;SG
aventures	avventure	aventure	avventura	N;FEM;PL	N;FEM;PL
aventures	adventures	aventure	adventures	N;FEM;PL	N
aventures	avventure	aventure	avventura	N;FEM;PL	N;FEM;PL
aventures	adventure	aventure	adventura	N;FEM;PL	N
instruments	strumenti	instrument	strumento	N;MASC;PL	N;MASC;PL
conserve	conserva	conserver	conservare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
départements	dipartimenti	département	dipartimento	N;MASC;PL	N;MASC;PL
finances	finanze	finance	finanza	N;FEM;PL	N;FEM;PL
finances	finanze	finance	finanza	N;FEM;PL	N;FEM;PL
onze	undici	onze	undici	NUM	NUM
moteurs	motori	moteur	motore	N;MASC;PL	N;MASC;PL
moteurs	motori	moteur	motore	N;MASC;PL	N;MASC;PL
pratiques	pratiche	pratique	pratica	N;FEM;PL	N;FEM;PL
prévu	programmato	prévoir	programmare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
prévu	programmata	prévoir	programmare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
prévu	pianificato	prévoir	pianificato	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
procédure	procedura	procédure	procedura	N;FEM;SG	N;FEM;SG
procédure	procedimento	procédure	procedimento	N;FEM;SG	N;MASC;SG
charente	charente	charente	charente	N;FEM;SG	N;MASC;SG
