din	từ	din	từ	ADP;ACC	ADP
cartier	cartier	cartier	cartier	N;INDF;MASC;SG	N
dealul	đồi	deal	đồi	N;DEF;MASC;SG	N
alpes	alpes	alpes	alpes	N;INDF;MASC;SG	N
actiunile	hành	actiune	hành	N;DEF;FEM;PL	N
paginile	trang	pagină	trang	N;DEF;FEM;PL	N
utc	utc	utc	utc	N	N
net	web	net	web	N;INDF;MASC;SG	N
net	net	net	net	N;INDF;MASC;SG	N
memoria	ức	memorie	ức	N;DEF;FEM;SG	N
mana	tay	mană	tay	N;DEF;FEM;SG	N
mana	tay	mană	tay	N;DEF;FEM;SG	N
mana	mana	mană	mana	N;DEF;FEM;SG	N
mana	tay	mană	tay	N;DEF;FEM;SG	N
domenii	miền	domeniu	miền	N;INDF;FEM;PL	N
domenii	fields	domeniu	fields	N;INDF;FEM;PL	N
domenii	trường	domeniu	trường	N;INDF;FEM;PL	N
padure	rừng	padure	rừng	N;INDF;FEM;SG	N
padure	rừng	padure	rừng	N;INDF;FEM;SG	N
padure	rừng	padure	rừng	N;INDF;FEM;SG	N
padure	rừng	padure	rừng	N;INDF;FEM;SG	N
apele	waters	apă	waters	N;DEF;FEM;PL	N
sol	đất	sol	đất	N;INDF;MASC;SG	N
sol	đất	sol	đất	N;INDF;MASC;SG	N
statut	status	statut	status	N;INDF;MASC;SG	N
nave	tàu	navă	tàu	N;INDF;FEM;PL	N
nave	thuyền	navă	thuyền	N;INDF;FEM;PL	N
mijloc	trung	mijloc	trung	N;INDF;MASC;SG	N
lucruri	điều	lucru	điều	N;INDF;FEM;PL	N
lucruri	đồ	lucru	đồ	N;INDF;FEM;PL	N
masini	ôtô	masină	ôtô	N;INDF;FEM;PL	N
masini	ôtô	masină	ôtô	N;INDF;FEM;PL	N
masini	ôtô	masină	ôtô	N;INDF;FEM;PL	N
campion	cọc	campion	cọc	N;INDF;MASC;SG	N
ducele	duke	duce	duke	N;DEF;MASC;SG	N
campionilor	champions	campion	champions	N;DEF;MASC;PL	N
varsovia	warszawa	varsovie	warszawa	N;DEF;FEM;SG	N
varsovia	warsaw	varsovie	warsaw	N;DEF;FEM;SG	N
varsovia	warszawa	varsovie	warszawa	N;DEF;FEM;SG	N
varsovia	warsaw	varsovie	warsaw	N;DEF;FEM;SG	N
intrare	entry	intrare	entry	N;INDF;FEM;SG	N
intrare	mục	intrare	mục	N;INDF;FEM;SG	N
frumos	đẹp	frumos	đẹp	ADJ;INDF;MASC;SG	ADJ
frumos	đẹp	frumos	đẹp	ADJ;INDF;MASC;SG	ADJ
pamantul	đất	pamant	đất	N;DEF;MASC;SG	N
limita	hạn	limită	hạn	N;DEF;FEM;SG	N
limita	hạn	limită	hạn	N;DEF;FEM;SG	N
districte	quận	district	quận	N;INDF;FEM;PL	N
lot	đợt	lot	đợt	N;INDF;MASC;SG	N
lot	batch	lot	batch	N;INDF;MASC;SG	N
jet	jet	jet	jet	N;INDF;MASC;SG	N
denumire	tên	denumire	tên	N;INDF;FEM;SG	N
luca	luke	luca	luke	N;DEF;FEM;SG	N
luca	luca	luca	luca	N;DEF;FEM;SG	N
temperatura	nhiệt	temperatură	nhiệt	N;DEF;FEM;SG	N
temperatura	nhiệt	temperatură	nhiệt	N;DEF;FEM;SG	N
profil	sơ	profil	sơ	N;INDF;MASC;SG	N
mexic	mexico	mexic	mexico	N;INDF;MASC;SG	N
sotul	chồng	sot	chồng	N;DEF;MASC;SG	N
sotul	mun	sot	mun	N;DEF;MASC;SG	N
sotul	chồng	sot	chồng	N;DEF;MASC;SG	N
sotul	mun	sot	mun	N;DEF;MASC;SG	N
dans	điệu	dans	điệu	N;INDF;MASC;SG	N
dans	múa	dans	múa	N;INDF;MASC;SG	N
val	sóng	val	sóng	N;INDF;MASC;SG	N
val	wave	val	wave	N;INDF;MASC;SG	N
val	mờ	val	mờ	N;INDF;MASC;SG	N
last	cuối	last	cuối	N;INDF;MASC;SG	N
tour	tour	tour	tour	N;INDF;MASC;SG	N
big	đại	big	đại	N;INDF;MASC;SG	N
rhin	alsace	rhin	alsace	N;INDF;MASC;SG	N
leopold	léopold	leopold	léopold	N;INDF;MASC;SG	N
leopold	leopold	leopold	leopold	N;INDF;MASC;SG	N
retea	mạng	retea	mạng	N;DEF;FEM;SG	N
retea	mạng	retea	mạng	N;DEF;FEM;SG	N
spring	xuân	springe	xuân	N;INDF;MASC;SG	N
silver	bạc	silver	bạc	N;INDF;MASC;SG	N
toamna	ngã	toamnă	ngã	N;DEF;FEM;SG	N
distrus	hư	distruge	hư	ADJ;INDF;MASC;SG	ADJ
grande	grande	grandă	grande	N;INDF;MASC;SG	N
scazut	thấp	scazut	thấp	ADJ;INDF;MASC;SG	ADJ
line	line	line	line		
tone	tấn	tonă	tấn	N;INDF;FEM;PL	N
tone	tần	tonă	tần	N;INDF;FEM;PL	N
tone	tấn	tonă	tấn	N;INDF;FEM;PL	N
green	lục	green	lục	N;INDF;MASC;SG	N
gol	naked	gol	naked	N;INDF;MASC;SG	N
gol	tiêu	gol	tiêu	N;INDF;MASC;SG	N
intinde	duỗi	intinde	duỗi	V;IND;SG;3;PRS;FIN	V
intinde	căng	intinde	căng	V;IND;SG;3;PRS;FIN	V
intinde	duỗi	intinde	duỗi	V;IND;SG;3;PRS;FIN	V
intinde	căng	intinde	căng	V;IND;SG;3;PRS;FIN	V
argentina	argentine	argentina	argentine	N;DEF;FEM;SG	N
eroilor	heroes	erou	heroes	N;DEF;MASC;PL	N
