die	el	die	el	DET;DEF	DET;DEF;MASC;SG
deelname	participación	deelname	participación	N;SG	N;FEM;SG
perde	caballos	perd	caballo	N;PL	N;MASC;PL
kantoor	oficina	kantoor	oficina	N;SG	N;FEM;SG
kantoor	office	kantoor	office	N;SG	N;SG
kantoor	despacho	kantoor	despacho	N;SG	N;MASC;SG
getuig	testificar	tuig	testificar	V;PST;V.PTCP	V;NFIN
getuig	atestiguar	tuig	atestiguar	V;PST;V.PTCP	V;NFIN
brandstof	combustible	brandstof	combustible	N;SG	N;MASC;SG
brandstof	carburante	brandstof	carburante	N;SG	N;MASC;SG
aangrensende	adyacente	aangrens	adyacente	ADJ;NOM	ADJ;SG
aangrensende	adyacentes	aangrens	adyacente	ADJ;NOM	ADJ;PL
gelees	lea	gelees	leer	V;PST;V.PTCP	V;IMP;SG;3;FIN
gelees	leer	gelees	leer	V;PST;V.PTCP	V;NFIN
sitplekke	escaños	sitplek	escaño	N;PL	N;MASC;PL
sitplekke	asientos	sitplek	asiento	N;PL	N;MASC;PL
renaissance	renacimiento	renaissance	renacimiento	N;SG	N;MASC;SG
individue	individuos	individu	individuo	N;PL	N;MASC;PL
religieuse	religiosos	religieus	religioso	ADJ;NOM	ADJ;MASC;PL
religieuse	religioso	religieus	religioso	ADJ;NOM	ADJ;MASC;SG
religieuse	religiosa	religieus	religioso	ADJ;NOM	ADJ;FEM;SG
religieuse	religiosas	religieus	religioso	ADJ;NOM	ADJ;FEM;PL
brei	tejiendo	brei	tejer	V;PRS	V;V.MSDR
brei	tejer	brei	tejer	V;PRS	V;NFIN
veg	luchar	veg	luchar	V;PRS	V;NFIN
gemengde	mixtas	gemeng	mixta	ADJ;NOM	ADJ;FEM;PL
gemengde	mixta	gemeng	mixto	ADJ;NOM	ADJ;FEM;SG
gemengde	mixto	gemeng	mixto	ADJ;NOM	ADJ;MASC;SG
gemengde	mixtos	gemeng	mixto	ADJ;NOM	ADJ;MASC;PL
gemengde	mezclado	gemeng	mezclado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
aansoek	aplicacion	aansoek	aplicacion	N;SG	N;FEM;SG
aansoek	solicitud	aansoek	solicitud	N;SG	N;FEM;SG
aansoek	aplicación	aansoek	aplicación	N;SG	N;FEM;SG
free	gratis	free	gratis		
opera	ópera	opera	ópera	N;SG	N;FEM;SG
figure	figuras	figure	figura	N;PL	N;FEM;PL
figure	cifras	figure	cifra	N;PL	N;FEM;PL
identiteit	identidad	identiteit	identidad	N;SG	N;FEM;SG
steenkool	hulla	steenkool	hulla	N;SG	N;MASC;SG
steenkool	carbón	steenkool	carbón	N;SG	N;MASC;SG
stat	stat	stat	state	N;SG	N
verdedig	defender	verdedig	defender	V;PRS	V;NFIN
verdedig	defiendan	verdedig	defender	V;PRS	V;IMP;PL;3;FIN
verdedig	defenderme	verdedig	defenderme	V;PRS	V;NFIN
swaartekrag	gravedad	swaartekrag	gravedad	N;SG	N;FEM;SG
alliansie	alliance	alliansie	alliance	N;SG	N;SG
alliansie	alianza	alliansie	alianza	N;SG	N;FEM;SG
instrumente	instrumentos	instrument	instrumento	N;PL	N;MASC;PL
klere	indumentaria	klere	indumentaria	N;SG	N;FEM;SG
klere	ropa	klere	ropa	N;SG	N;FEM;SG
klere	vestimenta	klere	vestimenta	N;SG	N;FEM;SG
klere	ropa	klere	ropa	N;SG	N;FEM;SG
florence	florencia	florenc	florencia	N;SG	N;FEM;SG
behartig	reglamentar	behartig	reglamentar	V;PRS	V;NFIN
behartig	reglamenta	behartig	reglamentar	V;PRS	V;IND;SG;3;PRS;FIN
behartig	regular	behartig	regular	V;PRS	V;NFIN
besluite	decisiones	besluit	decisión	N;PL	N;FEM;PL
materie	materia	materie	materia	N;SG	N;FEM;SG
geskikte	apropiada	geskik	apropiado	ADJ;NOM	ADJ;FEM;SG;V.PTCP
geskikte	apropiadas	geskik	apropiado	ADJ;NOM	ADJ;FEM;PL;V.PTCP
geskikte	apropiados	geskik	apropiado	ADJ;NOM	ADJ;MASC;PL;V.PTCP
geskikte	adecuado	geskik	adecuado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
geskikte	apropiado	geskik	apropiado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
vlaamse	vlaamse	vlaams	vlaamse		
hollywood	hollywood	hollywood	hollywood	N;SG	N;MASC;SG
spring	salta	spring	salta		
kuslyn	litoral	kuslyn	litoral	N;SG	N;MASC;SG
kuslyn	costa	kuslyn	costa	N;SG	N;FEM;SG
regerings	gobiernos	regering	gobierno	N;PL	N;MASC;PL
pres	pres	pres	pres		
moeite	esfuerzo	moeite	esfuerzo	N;SG	N;MASC;SG
vermont	vermont	vermont	vermont	N;SG	N;MASC;SG
gewysig	cambió	wysig	cambiar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
nasionaliteit	nacionalidad	nasionaliteit	nacionalidad	N;SG	N;FEM;SG
materiale	materias	materiaal	materia	N;PL	N;FEM;PL
materiale	materiales	materiaal	material	N;PL	N;MASC;PL
statistiek	estadística	statistiek	estadístico	N;SG	N;FEM;SG
eer	canta	eer	cantar	V;PRS	V;IND;SG;3;PRS;FIN
eer	canten	eer	cantar	V;PRS	V;IMP;PL;3;FIN
eer	cantar	eer	cantar	V;PRS	V;NFIN
gov	gov	gov	gov		
magnetiese	magnéticas	magneties	magnético	ADJ;NOM	ADJ;FEM;PL
magnetiese	magnética	magneties	magnético	ADJ;NOM	ADJ;FEM;SG
magnetiese	magnético	magneties	magnético	ADJ;NOM	ADJ;MASC;SG
magnetiese	magnéticos	magneties	magnético	ADJ;NOM	ADJ;MASC;PL
vestiging	establecimiento	vestiging	establecimiento	N;SG	N;MASC;SG
antarktika	antártida	antarktika	antártida	N;SG	N;FEM;SG
handelaars	concesionarios	handelaar	concesionario	N;PL	N;MASC;PL
handelaars	traficantes	handelaar	traficante	N;PL	N;PL
handelaars	concesionarios	handelaar	concesionario	N;PL	N;MASC;PL
handelaars	comerciantes	handelaar	comerciante	N;PL	N;PL
handelaars	distribuidores	handelaar	distribuidor	N;PL	N;MASC;PL
generasie	generación	generasie	generación	N;SG	N;FEM;SG
prosesse	procesos	proses	proceso	N;PL	N;MASC;PL
eienskap	atributo	eienskap	atributo	N;SG	N;MASC;SG
eienskap	característica	eienskap	característica	N;SG	N;FEM;SG
eienskap	rasgo	eienskap	rasgo	N;SG	N;MASC;SG
eienskap	largometraje	eienskap	largometraje	N;SG	N;MASC;SG
hoofstuk	capitulo	hoofstuk	capitular	N;SG	N;MASC;SG
hoofstuk	capítulo	hoofstuk	capítulo	N;SG	N;MASC;SG
verhoudings	relaciones	verhouding	relación	N;PL	N;FEM;PL
dryf	flotar	dryf	flotar	V;PRS	V;NFIN
mongoolse	mongol	mongools	mongol	N;SG	N;MASC;SG
mongoolse	mongolia	mongools	mongolia	N;SG	N;FEM;SG
standaarde	normas	standaard	norma	N;PL	N;FEM;PL
standaarde	estándares	standaard	estándar	N;PL	N;MASC;PL
sone	zona	sone	zona	N;SG	N;FEM;SG
sone	zone	sone	zone	N;SG	N
argitekte	arquitectos	argitek	arquitecto	N;PL	N;MASC;PL
tydstip	hora	tydstip	hora	N;SG	N;FEM;SG
tydstip	tiempo	tydstip	tiempo	N;SG	N;MASC;SG
tydstip	time	tydstip	time	N;SG	N
vlerke	alas	vlerk	ala	N;PL	N;FEM;PL
vlerke	wings	vlerk	wings	N;PL	N
vlerke	alitas	vlerk	alita	N;PL	N;FEM;PL
meksikaanse	mexicana	meksikaans	mexicano	ADJ;NOM	ADJ;FEM;SG
meksikaanse	mexicanas	meksikaans	mexicano	ADJ;NOM	ADJ;FEM;PL
aanlyn	online	aanlyn	online		
tande	muelas	tande	muela	N;PL	N;FEM;PL
tande	dientes	tande	diente	N;PL	N;MASC;PL
liedjie	canto	liedjie	canto	N;SG	N;MASC;SG
liedjie	cancion	liedjie	cancionar	N;SG	N;FEM;SG
liedjie	canción	liedjie	canción	N;SG	N;FEM;SG
ekspedisie	expedición	ekspedisie	expedición	N;SG	N;FEM;SG
hektaar	hectárea	hektaar	hectárea	N;SG	N;FEM;SG
blom	flor	blom	flor	N;SG	N;FEM;SG
aktiwiteit	actividad	aktiwiteit	actividad	N;SG	N;FEM;SG
ongeluk	accidente	ongeluk	accidente	N;SG	N;MASC;SG
resultaat	resultado	resultaat	resultado	N;SG	N;MASC;SG
infrastruktuur	infraestructura	infrastruktuur	infraestructura	N;SG	N;FEM;SG
bulle	toros	bulle	toro	N;PL	N;MASC;PL
bulle	bulls	bulle	bulls	N;PL	N;MASC;PL
worcester	worcester	worcester	worcester	N;SG	N;MASC
hamlet	aldea	hamlet	aldea	N;SG	N;FEM;SG
hamlet	hamlet	hamlet	hamlet	N;SG	N;MASC;SG
naudé	naudé	naudé	naudé		
daaglikse	cotidiano	daagliks	cotidiano	ADJ;NOM	ADJ;MASC;SG
daaglikse	diaria	daagliks	diario	ADJ;NOM	ADJ;FEM;SG
toerusting	equipamiento	toerusting	equipamiento	N;SG	N;MASC;SG
toerusting	equipo	toerusting	equipo	N;SG	N;MASC;SG
toerusting	engranaje	toerusting	engranaje	N;SG	N;MASC;SG
konstruksie	construcción	konstruksie	construcción	N;SG	N;FEM;SG
konstruksie	construccion	konstruksie	construcciar	N;SG	N;FEM;SG
letland	letonia	letland	letoniar	N;SG	N;FEM;SG
geleenthede	ocasiones	geleentheid	ocasión	N;PL	N;FEM;PL
geleenthede	eventos	geleentheid	evento	N;PL	N;MASC;PL
geleenthede	acontecimientos	geleentheid	acontecimiento	N;PL	N;MASC;PL
digters	poetas	digters	poeta	N;PL	N;MASC;PL
voortdurend	continuamente	voortduur	continuamente	ADV	ADV
hemel	cielo	hemel	cielo	N;SG	N;MASC;SG
hemel	heaven	hemel	heaven	N;SG	N;SG
hemel	cielo	hemel	cielo	N;SG	N;MASC;SG
titels	títulos	titels	título	N;PL	N;MASC;PL
gevangenes	reclusos	gevangene	recluso	N;PL	N;MASC;PL
gevangenes	prisioneros	gevangene	prisionero	N;PL	N;MASC;PL
gevangenes	presos	gevangene	preso	N;PL	N;MASC;PL
kategorieë	categorias	kategorie	categorio	N;PL	N;FEM;PL
kategorieë	categorías	kategorie	categoría	N;PL	N;FEM;PL
uitstekende	excelente	uitstek	excelente	ADJ;NOM	ADJ;SG
uitstekende	excelentes	uitstek	excelente	ADJ;NOM	ADJ;PL
gesing	unísono	gesing	unísono	N;SG	N;MASC;SG
begraafplaas	cementerio	begraafplaas	cementerio	N;SG	N;MASC;SG
uitgestorwe	extinguido	uitstorwe	extinguir	ADJ;NOM	ADJ;MASC;SG;V.PTCP
uitgestorwe	extinta	uitstorwe	extinto	ADJ;NOM	ADJ;FEM;SG
uitgestorwe	extinto	uitstorwe	extinto	ADJ;NOM	ADJ;MASC;SG
onthul	revelar	onthul	revelar	V;PRS	V;NFIN
onthul	revela	onthul	revelar	V;PRS	V;IND;SG;3;PRS;FIN
onthul	revelan	onthul	revelar	V;PRS	V;IND;PL;3;PRS;FIN
moslems	musulmanes	moslem	musulmán	N;PL	N;MASC;PL
airbus	airbus	airbus	airbus	N;SG	N;MASC
arms	brazos	arms	brazo	N;PL	N;MASC;PL
arms	armas	arms	arma	N;PL	N;FEM;PL
duim	pulgadas	duim	pulgado	N;PL	N;FEM;PL
duim	pulgadas	duim	pulgado	N;PL	N;FEM;PL
duim	centímetros	duim	centímetro	N;PL	N;MASC;PL
selle	células	selle	célula	N;PL	N;FEM;PL
selle	celdas	selle	celda	N;PL	N;FEM;PL
demokrasie	democracia	demokrasie	democracia	N;SG	N;FEM;SG
praktiese	práctico	prakties	práctico	ADJ;NOM	ADJ;MASC;SG
praktiese	prácticos	prakties	práctico	ADJ;NOM	ADJ;MASC;PL
praktiese	practico	prakties	practico	ADJ;NOM	ADJ;MASC;SG
klip	gema	klip	gema	N;SG	N;FEM;SG
klip	stone	klip	stone	N;SG	N
klip	piedra	klip	piedra	N;SG	N;FEM;SG
lutherse	luterana	luthers	luterano	ADJ;NOM	ADJ;FEM;SG
boeddhisme	budismo	boeddhisme	budismo	N;SG	N;MASC;SG
heuwel	colina	heuwel	colina	N;SG	N;FEM;SG
heuwel	cerro	heuwel	cerro	N;SG	N;MASC;SG
lesers	lectores	leser	lector	N;PL	N;MASC;PL
oral	dondequiera	oral	dondequir	ADV	ADV
komeet	cometa	komeet	cometer	N;SG	N;SG
stelling	declaración	stelling	declaración	N;SG	N;FEM;SG
stelling	afirmación	stelling	afirmación	N;SG	N;FEM;SG
stelling	comunicado	stelling	comunicado	N;SG	N;MASC;SG
tipes	tipos	tipes	tipo	N;PL	N;MASC;PL
sagte	blanda	sagte	blando	ADJ;NOM	ADJ;FEM;SG
sagte	suave	sagte	suave	ADJ;NOM	ADJ;SG
sagte	blando	sagte	blando	ADJ;NOM	ADJ;MASC;SG
biologiese	biológica	biologies	biológico	ADJ;NOM	ADJ;FEM;SG
biologiese	biológicas	biologies	biológico	ADJ;NOM	ADJ;FEM;PL
biologiese	biológicos	biologies	biológico	ADJ;NOM	ADJ;MASC;PL
biologiese	biológico	biologies	biológico	ADJ;NOM	ADJ;MASC;SG
lisensie	licencia	lisensie	licencia	N;SG	N;FEM;SG
lisensie	licencia	lisensie	licencia	N;SG	N;FEM;SG
uitstalling	exhibición	uitstalling	exhibición	N;SG	N;FEM;SG
uitstalling	exposición	uitstalling	exposición	N;SG	N;FEM;SG
marius	mario	marius	mario		
teenoorgestelde	opuestos	teenoorgesteld	opuesto	ADJ;NOM	ADJ;MASC;PL;V.PTCP
teenoorgestelde	contrario	teenoorgesteld	contrario	ADJ;NOM	ADJ;MASC;SG
teenoorgestelde	opuesto	teenoorgesteld	opuesto	ADJ;NOM	ADJ;MASC;SG;V.PTCP
woensdag	miércoles	woensdag	miércoles	N;SG	N
velde	fields	vel	fields	N;PL	N
velde	campos	vel	campo	N;PL	N;MASC;PL
aansig	espectador	aansig	espectador	N;SG	N;MASC;SG
aansig	visor	aansig	visor	N;SG	N;MASC;SG
aansig	pantalla	aansig	pantalla	N;SG	N;FEM;SG
aansig	display	aansig	display	N;SG	N
aansig	visualización	aansig	visualización	N;SG	N;FEM;SG
klanke	sonidos	klank	sonido	N;PL	N;MASC;PL
rewolusionêre	revolucionaria	rewolusionêre	revolucionario	ADJ;NOM	ADJ;FEM;SG
rewolusionêre	revolucionario	rewolusionêre	revolucionario	ADJ;NOM	ADJ;MASC;SG
godin	diosa	godin	diosa	N;SG	N;FEM;SG
gustav	gustavo	gustav	gustavo		
mis	bruma	mis	bruma	N;SG	N;FEM;SG
mis	niebla	mis	niebla	N;SG	N;FEM;SG
mis	neblina	mis	neblina	N;SG	N;FEM;SG
mis	niebla	mis	niebla	N;SG	N;FEM;SG
mis	neblina	mis	neblina	N;SG	N;FEM;SG
albums	álbumes	albums	álbum	N;PL	N;MASC;PL
das	ate	das	atar		
waterval	catarata	waterval	catarata	N;SG	N;FEM;SG
luitenant	teniente	luitenant	teniente	N;SG	N;SG
luitenant	lugarteniente	luitenant	lugarteniente	N;SG	N;SG
toespraak	discurso	toespraak	discurso	N;SG	N;MASC;SG
meen	creyendo	meen	creer	V;PRS	V;V.MSDR
meen	creer	meen	creer	V;PRS	V;NFIN
voertuie	vehículos	voertuig	vehículo	N;PL	N;MASC;PL
voertuie	vehiculos	voertuig	vehiculo	N;PL	N;MASC;PL
onderdruk	reprimir	onderdruk	reprimir	V;PRS	V;NFIN
onderdruk	suprimir	onderdruk	suprimir	V;PRS	V;NFIN
trein	train	trein	train	N;SG	N
trein	entreno	trein	entreno	N;SG	N;MASC;SG
trein	tren	trein	tren	N;SG	N;MASC;SG
patroon	patrón	patroon	patrón	N;SG	N;MASC;SG
patroon	patron	patroon	patron	N;SG	N;MASC;SG
patroon	pauta	patroon	pauta	N;SG	N;FEM;SG
kwaliteit	quality	kwaliteit	quality	N;SG	N
kwaliteit	calidad	kwaliteit	calidad	N;SG	N;FEM;SG
kwaliteit	cualidad	kwaliteit	cualidad	N;SG	N;FEM;SG
takke	sucursales	tak	sucursal	N;PL	N;FEM;PL
takke	ramas	tak	rama	N;PL	N;FEM;PL
houding	actitud	houding	actitud	N;SG	N;FEM;SG
deelnemers	participantes	deelnemer	participante	N;PL	N;PL
ervaring	experiencia	ervaring	experiencia	N;SG	N;FEM;SG
tuisblad	hogar	tuisblad	hogar	N;SG	N;MASC;SG
tuisblad	casa	tuisblad	casa	N;SG	N;FEM;SG
tuisblad	inicio	tuisblad	inicio	N;SG	N;MASC;SG
gelyke	peer	gelyk	peer	N;SG	N
gelyke	equal	gelyk	equal	N;SG	N
voortrekkers	voortrekkers	voortrekker	voortrekkers	N;PL	N
beveel	recomienda	beveel	recomendar	V;PRS	V;IND;SG;3;PRS;FIN
merk	etiquetar	merk	etiquetar	V;PRS	V;NFIN
merk	marcar	merk	marcar	V;PRS	V;NFIN
gevorderde	avanzado	vorder	avanzado	ADJ;NOM	ADJ;MASC;SG;V.PTCP
gevorderde	avanzadas	vorder	avanzado	ADJ;NOM	ADJ;FEM;PL;V.PTCP
gevorderde	avanzados	vorder	avanzado	ADJ;NOM	ADJ;MASC;PL;V.PTCP
gevorderde	adelantado	vorder	adelantar	ADJ;NOM	ADJ;MASC;SG;V.PTCP
gevorderde	avanzada	vorder	avanzado	ADJ;NOM	ADJ;FEM;SG;V.PTCP
slang	culebra	slang	culebra	N;SG	N;FEM;SG
slang	víbora	slang	víbora	N;SG	N;FEM;SG
slang	snake	slang	snake	N;SG	N
slang	serpiente	slang	serpiente	N;SG	N;FEM;SG
simptome	síntomas	simptome	síntoma	N;PL	N;MASC;PL
hervorming	reforma	hervorming	reforma	N;SG	N;FEM;SG
genre	género	genr	género	N;SG	N;MASC;SG
genre	genero	genr	genero	N;SG	N;MASC;SG
parke	parques	park	parque	N;PL	N;MASC;PL
gesinne	familias	gesin	familia	N;PL	N;FEM;PL
rasse	razas	rasse	raza	N;PL	N;FEM;PL
pruisiese	prusiano	pruisies	prusiano	ADJ;NOM	ADJ;MASC;SG
pruisiese	prusiana	pruisies	prusiano	ADJ;NOM	ADJ;FEM;SG
tref	imponer	tref	imponer	V;PRS	V;NFIN
tref	impongan	tref	imponer	V;PRS	V;IMP;PL;3;FIN
tref	imponga	tref	imponer	V;PRS	V;IMP;SG;3;FIN
tref	imponen	tref	imponer	V;PRS	V;IND;PL;3;PRS;FIN
tref	golpear	tref	golpear	V;PRS	V;NFIN
bedreiging	amenaza	bedreiging	amenaza	N;SG	N;FEM;SG
uitleg	disposición	uitleg	disposición	N;SG	N;FEM;SG
smaak	degustar	smaak	degustar	V;PRS	V;NFIN
spore	senderos	spor	sendero	N;PL	N;MASC;PL
doeleindes	propósitos	doeleinde	propósito	N;PL	N;MASC;PL
aardbewing	terremoto	aardbewing	terremoto	N;SG	N;MASC;SG
aardbewing	temblor	aardbewing	temblor	N;SG	N;MASC;SG
aardbewing	sismo	aardbewing	sismo	N;SG	N;MASC;SG
woestyn	postre	woestyn	postre	N;SG	N;MASC;SG
woestyn	desierto	woestyn	desierto	N;SG	N;MASC;SG
kolle	puntos	kol	punto	N;PL	N;MASC;PL
kolle	manchas	kol	mancha	N;PL	N;FEM;PL
kookkuns	cocina	kookkuns	cocina	N;SG	N;FEM;SG
kookkuns	gastronomía	kookkuns	gastronomía	N;SG	N;FEM;SG
kookkuns	cocción	kookkuns	cocción	N;SG	N;FEM;SG
kookkuns	cocina	kookkuns	cocina	N;SG	N;FEM;SG
meisie	chica	meisie	chica	N;SG	N;FEM;SG
meisie	niña	meisie	niña	N;SG	N;FEM;SG
meisie	muchacha	meisie	muchacha	N;SG	N;FEM;SG
vrae	preguntas	vraag	pregunta	N;PL	N;FEM;PL
vrae	interrogantes	vraag	interrogante	N;PL	N;PL
vrae	cuestiones	vraag	cuestión	N;PL	N;FEM;PL
werknemers	empleados	werknemer	empleado	N;PL	N;MASC;PL
reageer	reacciona	reageer	reaccionar	V;PRS	V;IND;SG;3;PRS;FIN
reageer	reaccionar	reageer	reaccionar	V;PRS	V;NFIN
reageer	reaccionan	reageer	reaccionar	V;PRS	V;IND;PL;3;PRS;FIN
reageer	responde	reageer	responder	V;PRS	V;IND;SG;3;PRS;FIN
reageer	respondan	reageer	responder	V;PRS	V;IMP;PL;3;FIN
reageer	responder	reageer	responder	V;PRS	V;NFIN
reageer	responda	reageer	responder	V;PRS	V;IMP;SG;3;FIN
tronk	carcel	tronk	carcel	N;SG	N;FEM;SG
tronk	cárcel	tronk	cárcel	N;SG	N;FEM;SG
tronk	prisión	tronk	prisión	N;SG	N;FEM;SG
tronk	cárcel	tronk	cárcel	N;SG	N;FEM;SG
tronk	carcel	tronk	carcel	N;SG	N;FEM;SG
tronk	prisión	tronk	prisión	N;SG	N;FEM;SG
enjins	motores	enjins	motor	N;PL	N;MASC;PL
evolusie	evolution	evolusie	evolution	N;SG	N
evolusie	evolución	evolusie	evolución	N;SG	N;FEM;SG
sektor	sector	sektor	sector	N;SG	N;MASC;SG
addisionele	adicional	addisioneel	adicional	ADJ;NOM	ADJ;SG
addisionele	adicionales	addisioneel	adicional	ADJ;NOM	ADJ;PL
leierskap	liderazgo	leierskap	liderazgo	N;SG	N;MASC;SG
keulen	colonia	keulen	colonia	N;SG	N;FEM;SG
alma	alma	alma	alma	N;SG	N;FEM;SG
afrigter	entrenador	afrigter	entrenador	N;SG	N;MASC;SG
afrigter	autocar	afrigter	autocar	N;SG	N;MASC;SG
afrigter	coach	afrigter	coach	N;SG	N;MASC;SG
afrigter	entrenadora	afrigter	entrenador	N;SG	N;FEM;SG
pond	libra	pond	libra	N;SG	N;FEM;SG
mites	mitos	mite	mito	N;PL	N;MASC;PL
items	ítems	item	ítems	N;PL	N;MASC;PL
items	articulos	item	articulo	N;PL	N;MASC;PL
items	artículos	item	artículo	N;PL	N;MASC;PL
winkels	tiendas	winkels	tienda	N;PL	N;FEM;PL
winkels	comercios	winkels	comercio	N;PL	N;MASC;PL
winkels	almacenes	winkels	almacén	N;PL	N;MASC;PL
winkels	tiendas	winkels	tienda	N;PL	N;FEM;PL
winkels	comercios	winkels	comercio	N;PL	N;MASC;PL
erg	seriamente	erg	seriamente	ADV	ADV
genetiese	genéticas	geneties	genético	ADJ;NOM	ADJ;FEM;PL
genetiese	genética	geneties	genético	ADJ;NOM	ADJ;FEM;SG
genetiese	genético	geneties	genético	ADJ;NOM	ADJ;MASC;SG
genetiese	genéticos	geneties	genético	ADJ;NOM	ADJ;MASC;PL
films	films	films	film	N;PL	N;MASC;PL
films	peliculas	films	pelicula	N;PL	N;FEM;PL
films	películas	films	película	N;PL	N;FEM;PL
oseane	océanos	oseane	océano	N;PL	N;MASC;PL
geëis	reclamó	eis	reclamar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geëis	alegó	eis	alegar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
andorra	andorra	andorra	andorra		
afstammelinge	descendientes	afstammeling	descendiente	N;PL	N;PL
boeing	boeing	boeing	boeing	N;SG	N;MASC;SG
feite	hechos	feit	hecho	N;PL	N;MASC;PL
sirkel	circunferencia	sirkel	circunferencia	N;SG	N;FEM;SG
sirkel	círculo	sirkel	círculo	N;SG	N;MASC;SG
sirkel	circle	sirkel	circle	N;SG	N
sirkel	circulo	sirkel	circulo	N;SG	N;MASC;SG
perspektief	perspectiva	perspektief	perspectiva	N;SG	N;FEM;SG
kings	reyes	king	rey	N;PL	N;MASC;PL
kings	kings	king	king	N;PL	N;MASC;PL
helderheid	luminosidad	helderheid	luminosidad	N;SG	N;FEM;SG
helderheid	brillo	helderheid	brillo	N;SG	N;MASC;SG
helderheid	brillantez	helderheid	brillantez	N;SG	N;FEM;SG
toepassings	aplicaciones	toepassing	aplicación	N;PL	N;FEM;PL
toepassings	solicitudes	toepassing	solicitud	N;PL	N;FEM;PL
toepassings	aplicaciones	toepassing	aplicación	N;PL	N;FEM;PL
zyl	zyl	zyl	zyl		
weduwee	viudo	weduwee	viudo	N;SG	N;MASC;SG
weduwee	viuda	weduwee	viuda	N;SG	N;FEM;SG
weduwee	viuda	weduwee	viuda	N;SG	N;FEM;SG
fiksie	ficción	fiksie	ficción	N;SG	N;FEM;SG
metale	metales	metaal	metal	N;PL	N;MASC;PL
klubs	palos	klubs	palo	N;PL	N;MASC;PL
klubs	discotecas	klubs	discoteca	N;PL	N;FEM;PL
klubs	tréboles	klubs	trébol	N;PL	N;MASC;PL
klubs	clubes	klubs	club	N;PL	N;MASC;PL
domein	dominio	domein	dominio	N;SG	N;MASC;SG
kloosters	conventos	klooster	convento	N;PL	N;MASC;PL
newton	newton	newton	newton	N;SG	N;FEM;SG
dns	dns	dns	dns	N;PL	N;MASC
individu	individuo	individu	individuo	N;SG	N;MASC;SG
oorsig	sinopsis	oorsig	sinopsis	N;SG	N;FEM
oorsig	examen	oorsig	examen	N;SG	N;MASC;SG
oorsig	revisión	oorsig	revisión	N;SG	N;FEM;SG
oorsig	reseña	oorsig	reseñar	N;SG	N;FEM;SG
sade	sade	sade	sader	N;SG	N;SG
misdaad	delito	misdaad	delito	N;SG	N;MASC;SG
misdaad	delincuencia	misdaad	delincuencia	N;SG	N;FEM;SG
misdaad	crimen	misdaad	crimen	N;SG	N;MASC;SG
misdaad	criminalidad	misdaad	criminalidad	N;SG	N;FEM;SG
villa	villa	villa	villa	N;SG	N;FEM;SG
sneeu	savannah	sneeu	savannah	N;SG	N;FEM;SG
sneeu	sabana	sneeu	sabana	N;SG	N;FEM;SG
sneeu	nieve	sneeu	nieve	N;SG	N;FEM;SG
stabiele	estables	stabiel	estable	ADJ;NOM	ADJ;PL
stabiele	estable	stabiel	estable	ADJ;NOM	ADJ;SG
vertalings	traducciones	vertaling	traducción	N;PL	N;FEM;PL
oosterse	orientales	oosters	oriental	ADJ;NOM	ADJ;PL
oosterse	oriental	oosters	oriental	ADJ;NOM	ADJ;SG
redir	redir	redir	redir		
optiese	óptico	optiese	óptico	ADJ;NOM	ADJ;MASC;SG
lokomotief	locomotora	lokomotief	locomotora	N;SG	N;FEM;SG
ontwerpe	diseños	ontwerp	diseño	N;PL	N;MASC;PL
uitdrukking	expresión	uitdrukking	expresión	N;SG	N;FEM;SG
uitwissing	extinción	uitwissing	extinción	N;SG	N;FEM;SG
sout	sal	sout	sal	N;SG	N;FEM;SG
dak	dakota	dak	dakota	N;SG	N;MASC;SG
hernoem	renombrar	hernoem	renombrar	V;PRS	V;NFIN
gewildheid	popularidad	gewildheid	popularidad	N;SG	N;FEM;SG
vaandel	alférez	vaandel	alférez	N;SG	N;MASC;SG
lot	destino	lot	destino	N;SG	N;MASC;SG
vyand	enemigo	vyand	enemigo	N;SG	N;MASC;SG
opname	encuesta	opname	encuesta	N;SG	N;FEM;SG
vlaktes	llanuras	vlakte	llanura	N;PL	N;FEM;PL
vlaktes	llanos	vlakte	llano	N;PL	N;MASC;PL
vlaktes	planicies	vlakte	planicie	N;PL	N;FEM;PL
wyke	pabellones	wyak	pabellón	N;PL	N;MASC;PL
skenk	dona	skenk	dona	V;PRS	V;IND;SG;3;PRS;FIN
skenk	donar	skenk	donar	V;PRS	V;NFIN
skiet	disparar	skiet	disparar	V;PRS	V;NFIN
skiet	dispara	skiet	disparar	V;PRS	V;IND;SG;3;PRS;FIN
skiet	disparen	skiet	disparar	V;PRS	V;IMP;PL;3;FIN
koor	coro	koor	coro	N;SG	N;MASC;SG
magtige	poderosa	magtig	poderoso	ADJ;NOM	ADJ;FEM;SG
magtige	poderoso	magtig	poderoso	ADJ;NOM	ADJ;MASC;SG
manne	men	man	men	N;PL	N
manne	hombres	man	hombre	N;PL	N;MASC;PL
bewegings	mociones	beweging	moción	N;PL	N;FEM;PL
betrek	involucrar	betrek	involucrar	V;PRS	V;NFIN
