per	para	per	para	ADP	ADP
cristina	cristina	cristinare	cristinar	N;FEM;SG	N;FEM;SG
cristina	christine	cristinare	christine	N;FEM;SG	N;FEM;SG
terremoto	terremoto	terremoto	terremoto	N;MASC;SG	N;MASC;SG
terremoto	temblor	terremoto	temblor	N;MASC;SG	N;MASC;SG
terremoto	sismo	terremoto	sismo	N;MASC;SG	N;MASC;SG
cemento	hormigón	cemento	hormigón	N;MASC;SG	N;MASC;SG
cemento	cemento	cemento	cemento	N;MASC;SG	N;MASC;SG
cemento	cemento	cemento	cemento	N;MASC;SG	N;MASC;SG
space	space	spacere	spacer	N	N
space	espacio	spacere	espacio	N	N;MASC;SG
legale	legal	legale	legal	ADJ;SG	ADJ;SG
legale	jurídico	legale	jurídico	ADJ;SG	ADJ;MASC;SG
insediamento	inauguración	insediamento	inauguración	N;MASC;SG	N;FEM;SG
insediamento	investidura	insediamento	investidura	N;MASC;SG	N;FEM;SG
tardo	tardía	tardo	tarder	ADJ;MASC;SG	ADJ;FEM;SG
ucraina	ucraniana	ucraino	ucraniano	ADJ;FEM;SG	ADJ;FEM;SG
ucraina	ucraniano	ucraino	ucraniano	ADJ;FEM;SG	ADJ;MASC;SG
tasso	tasa	tasso	tasa	N;MASC;SG	N;FEM;SG
tasso	tejón	tasso	tejón	N;MASC;SG	N;MASC;SG
private	privados	privato	privado	ADJ;FEM;PL	ADJ;MASC;PL;V.PTCP
private	privadas	privato	privado	ADJ;FEM;PL	ADJ;FEM;PL;V.PTCP
sabato	sábado	sabato	sábado	N;MASC;SG	N
occidente	west	occidente	west	N;SG	N;MASC;SG
occidente	occidente	occidente	occidente	N;SG	N;MASC;SG
occidente	oeste	occidente	oeste	N;SG	N;MASC;SG
qualificazione	titulación	qualificazione	titulación	N;FEM;SG	N;FEM;SG
qualificazione	cualificación	qualificazione	cualificación	N;FEM;SG	N;FEM;SG
qualificazione	calificación	qualificazione	calificación	N;FEM;SG	N;FEM;SG
arrivato	llegado	arrivare	llegar	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
arrivato	llegó	arrivare	llegar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
cause	causas	causa	causa	N;FEM;PL	N;FEM;PL
serata	noche	serata	noche	N;FEM;SG	N;FEM;SG
serata	velada	serata	velado	N;FEM;SG	N;FEM;SG
istituito	instituyó	istituire	instituir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
agenti	agentes	agente	agente	N;PL	N;PL
agenti	agentes	agente	agente	N;PL	N;PL
compresi	incluyendo	comprendere	incluir	V;MASC;PL;PST;V.PTCP	V;V.MSDR
descrive	describe	descrivere	describir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
tastiera	teclado	tastiera	teclado	N;FEM;SG	N;MASC;SG
veicoli	vehículos	veicolo	vehículo	N;MASC;PL	N;MASC;PL
veicoli	vehiculos	veicolo	vehiculo	N;MASC;PL	N;MASC;PL
accetta	acepta	accettare	aceptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
accetta	aceptar	accettare	aceptar	V;IND;SG;3;PRS;FIN	V;NFIN
accetta	acepta	accettare	aceptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
clan	clan	clan	clan	N;MASC	N;MASC;SG
clan	clanes	clan	clan	N;MASC	N;MASC;PL
impatto	repercusión	impatto	repercusión	N;MASC;SG	N;FEM;SG
impatto	impacto	impatto	impacto	N;MASC;SG	N;MASC;SG
programmazione	programación	programmazione	programación	N;FEM;SG	N;FEM;SG
vicini	vecinas	vicino	vecino	ADJ;MASC;PL	ADJ;FEM;PL
vicini	vecinas	vicino	vecino	ADJ;MASC;PL	ADJ;FEM;PL
fattori	factores	fattore	factor	N;MASC;PL	N;MASC;PL
bambina	niño	bambino	niño	N;FEM;SG	N;MASC;SG
bambina	niña	bambino	niña	N;FEM;SG	N;FEM;SG
qualificazioni	calificaciones	qualificazione	calificación	N;FEM;PL	N;FEM;PL
qualificazioni	titulaciones	qualificazione	titulación	N;FEM;PL	N;FEM;PL
qualificazioni	cualificaciones	qualificazione	cualificación	N;FEM;PL	N;FEM;PL
qualificazioni	eliminatorias	qualificazione	eliminatoria	N;FEM;PL	N;FEM;PL
qualificazioni	cualificaciones	qualificazione	cualificación	N;FEM;PL	N;FEM;PL
dead	muertos	dead	muerto	N	N;MASC;PL
dead	dead	dead	dead	N	N
sessuale	sexual	sessuale	sexual	ADJ;SG	ADJ;SG
praga	praga	praga	praga	N;FEM;SG	N;MASC;SG
turco	turca	turco	turco	ADJ;MASC;SG	ADJ;FEM;SG
turco	turca	turco	turco	ADJ;MASC;SG	ADJ;FEM;SG
dimostra	demuestra	dimostrare	demostrar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
steven	alberto	steven	alberto	N;MASC;SG	N;MASC;SG
statue	estatuas	statua	estatua	N;FEM;PL	N;FEM;PL
centinaia	centenares	centinaio	centenar	N;FEM;PL	N;MASC;PL
pavia	pavía	paviare	pavir	N;FEM;SG	N;FEM;SG
battuta	broma	battuta	broma	N;FEM;SG	N;FEM;SG
battuta	chiste	battuta	chiste	N;FEM;SG	N;MASC;SG
rappresentante	representatividad	rappresentante	representatividad	N;SG	N;FEM;SG
rappresentante	representante	rappresentante	representante	N;SG	N;SG
min	minutos	mino	minuto	N	N;MASC;PL
min	minuto	mino	minuto	N	N;MASC;SG
dolore	tristeza	dolore	tristeza	N;MASC;SG	N;FEM;SG
dolore	pena	dolore	pena	N;MASC;SG	N;FEM;SG
dolore	dolor	dolore	dolor	N;MASC;SG	N;MASC;SG
studiare	estudiar	studiare	estudiar	V;NFIN	V;NFIN
studiare	estudiando	studiare	estudiar	V;NFIN	V;V.MSDR
studiare	estudiar	studiare	estudiar	V;NFIN	V;NFIN
studiare	estudia	studiare	estudiar	V;NFIN	V;IND;SG;3;PRS;FIN
impossibile	imposible	impossibile	imposible	ADJ;SG	ADJ;SG
vissuto	vivió	vivere	vivir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
vissuto	viví	vivere	vivir	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
wayne	wayne	wayne	wayne	N	N;MASC;SG
accademico	académico	accademico	académico	ADJ;MASC;SG	ADJ;MASC;SG
accademico	académica	accademico	académico	ADJ;MASC;SG	ADJ;FEM;SG
gino	gino	gino	gino	N;MASC;SG	N;MASC;SG
segnale	señal	segnale	señal	N;MASC;SG	N;FEM;SG
chiesto	pregunté	chiedere	preguntar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
chiesto	preguntó	chiedere	preguntar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
abbandonare	abandone	abbandonare	abandonar	V;NFIN	V;SBJV;SG;3;FIN
abbandonare	abandonen	abbandonare	abandonar	V;NFIN	V;IMP;PL;3;FIN
abbandonare	abandona	abbandonare	abandonar	V;NFIN	V;IND;SG;3;PRS;FIN
abbandonare	abandonar	abbandonare	abandonar	V;NFIN	V;NFIN
manifestazioni	eventos	manifestazione	evento	N;FEM;PL	N;MASC;PL
manifestazioni	acontecimientos	manifestazione	acontecimiento	N;FEM;PL	N;MASC;PL
entità	entidades	entità	entidad	N;FEM	N;FEM;PL
entità	entes	entità	ente	N;FEM	N;MASC;PL
entità	entidad	entità	entidad	N;FEM	N;FEM;SG
tensione	tensión	tensione	tensión	N;FEM;SG	N;FEM;SG
tensione	voltaje	tensione	voltaje	N;FEM;SG	N;MASC;SG
tensione	tensión	tensione	tensión	N;FEM;SG	N;FEM;SG
produce	produce	produrre	producir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hamilton	hamilton	hamilton	hamilto	N;MASC;SG	N;MASC;SG
insegnamento	docencia	insegnamento	docencia	N;MASC;SG	N;FEM;SG
insegnamento	enseñanza	insegnamento	enseñanza	N;MASC;SG	N;FEM;SG
considerare	consideren	considerare	considerar	V;NFIN	V;IMP;PL;3;FIN
considerare	considerar	considerare	considerar	V;NFIN	V;NFIN
considerare	considere	considerare	considerar	V;NFIN	V;SBJV;SG;3;FIN
considerare	consideremos	considerare	considerar	V;NFIN	V;IMP;PL;1;FIN
conferma	confirmar	confermare	confirmar	V;IND;SG;3;PRS;FIN	V;NFIN
conferma	confirma	confermare	confirmar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
tradizioni	tradiciones	tradizione	tradición	N;FEM;PL	N;FEM;PL
tradizioni	tradiciones	tradizione	tradición	N;FEM;PL	N;FEM;PL
danza	baile	danza	baile	N;FEM;SG	N;MASC;SG
danza	danza	danza	danza	N;FEM;SG	N;FEM;SG
danza	baile	danza	baile	N;FEM;SG	N;MASC;SG
danza	danza	danza	danza	N;FEM;SG	N;FEM;SG
tentativi	intentos	tentativo	intento	N;MASC;PL	N;MASC;PL
tentativi	tentativas	tentativo	tentativa	N;MASC;PL	N;FEM;PL
turismo	turismo	turismo	turismo	N;MASC;SG	N;MASC;SG
chiunque	alguien	chiunque	alguien	PRO;SG	PRO;SG
chiunque	cualquiera	chiunque	cualquiera	PRO;SG	PRO;SG
chiunque	cualquiera	chiunque	cualquiera	PRO;SG	PRO;SG
popoli	pueblos	popolo	pueblo	N;MASC;PL	N;MASC;PL
inter	inter	inter	inter	N;FEM;SG	N
chimico	químico	chimico	químico	ADJ;MASC;SG	ADJ;MASC;SG
chimico	químico	chimico	químico	ADJ;MASC;SG	ADJ;MASC;SG
vasta	vasto	vasto	vasto	ADJ;FEM;SG	ADJ;MASC;SG
vasta	vasta	vasto	vastar	ADJ;FEM;SG	ADJ;FEM;SG
sydney	sídney	sydney	sídney	N;MASC	N;MASC;SG
sydney	sidney	sydney	sidney	N;MASC	N;MASC;SG
sydney	sydney	sydney	sydney	N;MASC	N;MASC;SG
seguì	siguió	seguire	seguir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
segreti	secretos	segreto	secreto	N;MASC;PL	N;MASC;PL
segreti	secret	segreto	secret	N;MASC;PL	N
segreti	secretos	segreto	secreto	N;MASC;PL	N;MASC;PL
pietroburgo	petersburgo	pietroburgo	petersburgo	N;MASC;SG	N;MASC;SG
magia	magic	magia	magic	N;FEM;SG	N
magia	magia	magia	magia	N;FEM;SG	N;FEM;SG
christopher	christopher	christopher	christopher	N;MASC;SG	N;MASC;SG
stranieri	forasteros	straniero	forastero	N;MASC;PL	N;MASC;PL
stranieri	extranjeros	straniero	extranjero	N;MASC;PL	N;MASC;PL
stranieri	extranjeros	straniero	extranjero	N;MASC;PL	N;MASC;PL
stranieri	extranjeros	straniero	extranjero	N;MASC;PL	N;MASC;PL
stranieri	foreign	straniero	foreign	N;MASC;PL	N
associazioni	asociaciones	associazione	asociación	N;FEM;PL	N;FEM;PL
patto	pacto	patto	pacto	N;MASC;SG	N;MASC;SG
patto	convenio	patto	convenio	N;MASC;SG	N;MASC;SG
patto	pacto	patto	pacto	N;MASC;SG	N;MASC;SG
candidatura	candidatura	candidatura	candidatura	N;FEM;SG	N;FEM;SG
finire	acabar	finire	acabar	V;NFIN	V;NFIN
finire	terminar	finire	terminar	V;NFIN	V;NFIN
finire	finalizar	finire	finalizar	V;NFIN	V;NFIN
drago	drago	drago	drago	N;MASC;SG	N;MASC;SG
drago	dragón	drago	dragón	N;MASC;SG	N;MASC;SG
drago	dragon	drago	dragon	N;MASC;SG	N;MASC;SG
prato	prato	prato	prato	N;MASC;SG	N;MASC;SG
prato	césped	prato	césped	N;MASC;SG	N;MASC;SG
prato	prado	prato	prado	N;MASC;SG	N;MASC;SG
prato	pradera	prato	pradera	N;MASC;SG	N;FEM;SG
ligure	ligure	ligure	ligurar	N;FEM;SG	N;MASC;SG
ligure	ligur	ligure	ligur	N;FEM;SG	N;MASC;SG
fedeli	fieles	fedele	fiel	N;PL	N;PL
fedeli	leales	fedele	leal	N;PL	N;PL
fedeli	fieles	fedele	fiel	N;PL	N;PL
iscrizione	inscripción	iscrizione	inscripción	N;FEM;SG	N;FEM;SG
iscrizione	inscripción	iscrizione	inscripción	N;FEM;SG	N;FEM;SG
iscrizione	registro	iscrizione	registro	N;FEM;SG	N;MASC;SG
iscrizione	matrícula	iscrizione	matrícula	N;FEM;SG	N;FEM;SG
dubbi	dudas	dubbio	duda	N;MASC;PL	N;FEM;PL
dubbi	dudas	dubbio	duda	N;MASC;PL	N;FEM;PL
prigione	carcel	prigione	carcel	N;FEM;SG	N;FEM;SG
prigione	cárcel	prigione	cárcel	N;FEM;SG	N;FEM;SG
prigione	prisión	prigione	prisión	N;FEM;SG	N;FEM;SG
prigione	cárcel	prigione	cárcel	N;FEM;SG	N;FEM;SG
prigione	carcel	prigione	carcel	N;FEM;SG	N;FEM;SG
prigione	prisión	prigione	prisión	N;FEM;SG	N;FEM;SG
liga	liga	liga	liga	N;FEM;SG	N;FEM;SG
conclusione	conclusión	conclusione	conclusión	N;FEM;SG	N;FEM;SG
puntate	apuestas	puntare	apuesta	N;FEM;PL	N;FEM;PL
utc	utc	utco	utc	N	N
giancarlo	giancarlo	giancarlo	giancarlo	N;MASC;SG	N;MASC;SG
collina	colina	collina	colina	N;FEM;SG	N;FEM;SG
collina	cerro	collina	cerro	N;FEM;SG	N;MASC;SG
kong	confucio	kong	confucio	N;MASC	N;MASC;SG
kong	kong	kong	kong	N;MASC	N;MASC;SG
contrasto	contraste	contrasto	contraste	N;MASC;SG	N;MASC;SG
animazione	animación	animazione	animación	N;FEM;SG	N;FEM;SG
animazione	entretenimiento	animazione	entretenimiento	N;FEM;SG	N;MASC;SG
recupero	regeneración	recupero	regeneración	N;MASC;SG	N;FEM;SG
recupero	recuperación	recupero	recuperación	N;MASC;SG	N;FEM;SG
recupero	valorización	recupero	valorización	N;MASC;SG	N;FEM;SG
corporation	corporación	corporation	corporación	N;FEM	N;FEM;SG
corporation	corporation	corporation	corporation	N;FEM	N;FEM;SG
conserva	preserva	conservare	preserva	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
conserva	conserva	conservare	conservar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
conserva	conservar	conservare	conservar	V;IND;SG;3;PRS;FIN	V;NFIN
conserva	conserva	conservare	conservar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
scambio	canje	scambio	canje	N;MASC;SG	N;MASC;SG
scambio	cambio	scambio	cambio	N;MASC;SG	N;MASC;SG
scambio	intercambio	scambio	intercambio	N;MASC;SG	N;MASC;SG
gatto	gato	gatto	gato	N;MASC;SG	N;MASC;SG
gatto	gata	gatto	gata	N;MASC;SG	N;FEM;SG
gatto	cat	gatto	cat	N;MASC;SG	N
elettrico	eléctrica	elettrico	eléctrico	ADJ;MASC;SG	ADJ;FEM;SG
elettrico	eléctrico	elettrico	eléctrico	ADJ;MASC;SG	ADJ;MASC;SG
elettrico	eléctrica	elettrico	eléctrico	ADJ;MASC;SG	ADJ;FEM;SG
elettrico	eléctrico	elettrico	eléctrico	ADJ;MASC;SG	ADJ;MASC;SG
esame	examen	esame	examen	N;MASC;SG	N;MASC;SG
esame	examen	esame	examen	N;MASC;SG	N;MASC;SG
esame	exámen	esame	exámen	N;MASC;SG	N;MASC;SG
procedure	procedimientos	procedura	procedimiento	N;FEM;PL	N;MASC;PL
conseguente	consecuente	conseguente	consecuente	ADJ;SG	ADJ;SG
requisiti	requisitos	requisito	requisito	N;MASC;PL	N;MASC;PL
requisiti	requerimientos	requisito	requerimiento	N;MASC;PL	N;MASC;PL
cilindri	cilindros	cilindro	cilindro	N;MASC;PL	N;MASC;PL
cilindri	cilindros	cilindro	cilindro	N;MASC;PL	N;MASC;PL
rito	rito	rito	rito	N;MASC;SG	N;MASC;SG
densità	densidad	densità	densidad	N;FEM	N;FEM;SG
citata	citó	citare	citar	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
decennio	decenio	decennio	decenio	N;MASC;SG	N;MASC;SG
decennio	década	decennio	década	N;MASC;SG	N;FEM;SG
araldica	heráldica	araldico	heráldica	N;FEM;SG	N;FEM;SG
notevolmente	considerablemente	notevolmente	considerablemente	ADV	ADV
battaglie	batallas	battaglia	batalla	N;FEM;PL	N;FEM;PL
santiago	santiago	santiagere	santiago	N;MASC;SG	N;MASC;SG
romeo	romeo	romeo	romeo	N;MASC;SG	N;MASC;SG
gold	oro	gold	oro	N	N;MASC;SG
gold	gold	gold	gold	N	N
giurista	jurista	giurista	jurista	N;SG	N;SG
proposte	proposiciones	proposta	proposición	N;FEM;PL	N;FEM;PL
proposte	propuestas	proposta	propuesta	N;FEM;PL	N;FEM;PL
schema	patrón	schema	patrón	N;MASC;SG	N;MASC;SG
schema	patron	schema	patron	N;MASC;SG	N;MASC;SG
schema	pauta	schema	pauta	N;MASC;SG	N;FEM;SG
schema	esquema	schema	esquema	N;MASC;SG	N;MASC;SG
corrado	conrado	corrado	conrado	N;MASC;SG	N;MASC;SG
corrado	konrad	corrado	konrad	N;MASC;SG	N;MASC;SG
corrado	conrado	corrado	conrado	N;MASC;SG	N;MASC;SG
vasto	vasto	vasto	vasto	ADJ;MASC;SG	ADJ;MASC;SG
vasto	vasta	vasto	vastar	ADJ;MASC;SG	ADJ;FEM;SG
iata	iata	iata	iata	N;MASC	N;FEM;SG
inferiori	inferiores	inferiore	inferior	ADJ;CMPR;PL	ADJ;PL
nba	nba	nboco	nba	N;FEM	N;FEM;SG
clark	clark	clark	clark	N;MASC	N;MASC;SG
rapper	raperos	rappere	rapero	N;MASC	N;MASC;PL
rapper	rapero	rappere	rapero	N;MASC	N;MASC;SG
romagna	romaña	romagnare	romaña	N;FEM;SG	N;FEM;SG
silvio	silvio	silvio	silvio	N;MASC;SG	N;MASC;SG
modificare	edita	modificare	editar	V;NFIN	V;IND;SG;3;PRS;FIN
modificare	editar	modificare	editar	V;NFIN	V;NFIN
modificare	modificar	modificare	modificar	V;NFIN	V;NFIN
modificare	modifique	modificare	modificar	V;NFIN	V;IMP;SG;3;FIN
modificare	modifica	modificare	modificar	V;NFIN	V;IND;SG;3;PRS;FIN
sesta	sexto	sesto	sexto	ADJ;FEM;SG	ADJ;MASC;SG
sesta	sexta	sesto	sexto	ADJ;FEM;SG	ADJ;FEM;SG
ernesto	ernest	ernesto	ernest	N;MASC;SG	N;MASC;SG
ernesto	ernesto	ernesto	ernesto	N;MASC;SG	N;MASC;SG
ernesto	ernesto	ernesto	ernesto	N;MASC;SG	N;MASC;SG
pacifico	pacífico	pacifico	pacífico	ADJ;MASC;SG	ADJ;MASC;SG
pacifico	pacífico	pacifico	pacífico	ADJ;MASC;SG	ADJ;MASC;SG
pacifico	pacífica	pacifico	pacífico	ADJ;MASC;SG	ADJ;FEM;SG
parzialmente	parcialmente	parzialmente	parcialmente	ADV	ADV
parzialmente	parcialmente	parzialmente	parcialmente	ADV	ADV
adams	adams	adams	adams	N;MASC;SG	N;MASC;SG
amsterdam	ámsterdam	amsterdam	ámsterdam	N;MASC	N;MASC;SG
amsterdam	amsterdam	amsterdam	amsterdam	N;MASC	N;MASC;SG
passi	peldaños	passo	peldaño	N;MASC;PL	N;MASC;PL
passi	pasos	passo	paso	N;MASC;PL	N;MASC;PL
passi	escalones	passo	escalón	N;MASC;PL	N;MASC;PL
esperienze	experiencias	esperienza	experiencia	N;FEM;PL	N;FEM;PL
esperienze	experiencias	esperienza	experiencia	N;FEM;PL	N;FEM;PL
fantasy	fantasy	fantasy	fantasy	N;MASC	N;MASC
fantasy	fantasia	fantasy	fantasia	N;MASC	N;FEM;SG
fantasy	fantasías	fantasy	fantasía	N;MASC	N;FEM;PL
fantasy	fantasía	fantasy	fantasía	N;MASC	N;FEM;SG
polo	polo	polo	polo	N;MASC;SG	N;MASC;SG
indice	index	indire	index	N;MASC;SG	N
indice	indice	indire	indicir	N;MASC;SG	N;MASC;SG
indice	índice	indire	índice	N;MASC;SG	N;MASC;SG
castelli	castillos	castello	castillo	N;MASC;PL	N;MASC;PL
tetto	azotea	tetto	azotea	N;MASC;SG	N;FEM;SG
tetto	techo	tetto	techo	N;MASC;SG	N;MASC;SG
pier	muelle	pier	muelle	N;SG	N;MASC;SG
pier	embarcadero	pier	embarcadero	N;SG	N;MASC;SG
teologo	teólogo	teologo	teólogo	N;MASC;SG	N;MASC;SG
recuperare	recuperar	recuperare	recuperar	V;NFIN	V;NFIN
recuperare	recupera	recuperare	recuperar	V;NFIN	V;IND;SG;3;PRS;FIN
recuperare	recupere	recuperare	recuperar	V;NFIN	V;SBJV;SG;3;FIN
recuperare	recuperarse	recuperare	recuperar	V;NFIN	V;SBJV;SG;3;IPFV;FIN
recuperare	recuperar	recuperare	recuperar	V;NFIN	V;NFIN
recuperare	recupera	recuperare	recuperar	V;NFIN	V;IND;SG;3;PRS;FIN
persino	incluso	persino	incluso	ADV	ADV
persino	aun	persino	aun	ADV	ADV
moderni	modernos	moderno	moderno	ADJ;MASC;PL	ADJ;MASC;PL
moderni	modernas	moderno	moderno	ADJ;MASC;PL	ADJ;FEM;PL
coste	costas	costa	costa	N;FEM;PL	N;FEM;PL
florida	florida	florido	florida	N;FEM;SG	N;FEM;SG
uccide	mata	uccidere	matar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
playoff	playoffs	playoff	playoffs	N;MASC;PL	N;MASC;PL
playoff	eliminatorias	playoff	eliminatoria	N;MASC;PL	N;FEM;PL
playoff	playoffs	playoff	playoffs	N;MASC;PL	N;MASC;PL
vuoto	vacío	vuoto	vacío	N;MASC;SG	N;MASC;SG
vuoto	vacío	vuoto	vacío	N;MASC;SG	N;MASC;SG
vuoto	vacio	vuoto	vacio	N;MASC;SG	N;MASC;SG
vuoto	vacío	vuoto	vacío	N;MASC;SG	N;MASC;SG
vuoto	vacio	vuoto	vacio	N;MASC;SG	N;MASC;SG
gilbert	gilberto	gilbert	gilberto	N;SG	N;MASC;SG
soccorso	rescate	soccorso	rescate	N;MASC;SG	N;MASC;SG
soccorso	salvamento	soccorso	salvamento	N;MASC;SG	N;MASC;SG
stabile	estable	stabile	estable	ADJ;SG	ADJ;SG
detective	detective	detectivo	detective	N;MASC;SG	N;SG
friuli	friuli	friule	friuli	N;MASC;SG	N;MASC;SG
bell	campana	bell	campana	N;MASC;SG	N;FEM;SG
bell	timbre	bell	timbre	N;MASC;SG	N;MASC;SG
bell	bell	bell	bell	N;MASC;SG	N;SG
questioni	asuntos	questione	asunto	N;FEM;PL	N;MASC;PL
questioni	cuestiones	questione	cuestión	N;FEM;PL	N;FEM;PL
questioni	temas	questione	tema	N;FEM;PL	N;MASC;PL
ingegneria	ingeniería	ingegneria	ingeniería	N;FEM;SG	N;FEM;SG
final	finales	final	final	N	N;MASC;PL
final	final	final	final	N	N;MASC;SG
vincent	vicente	vincent	vicente	N	N;SG
sound	sonido	sound	sonido	N;MASC	N;MASC;SG
sound	sound	sound	sound	N;MASC	N
juventus	juventus	juventus	juventus	N;FEM;SG	N
familiari	familiares	familiare	familiar	N;PL	N;MASC;PL
miliardi	billones	miliardo	billón	N;MASC;PL	N;MASC;PL
miliardi	billones	miliardo	billón	N;MASC;PL	N;MASC;PL
esterna	externa	esterno	externo	ADJ;FEM;SG	ADJ;FEM;SG
esterna	externo	esterno	externo	ADJ;FEM;SG	ADJ;MASC;SG
esterna	exterior	esterno	exterior	ADJ;FEM;SG	ADJ;SG
ordinato	ordenó	ordinare	ordenar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
giovanna	giovanna	giovanna	giovanno	N;FEM;SG	N;FEM;SG
giovanna	juana	giovanna	juana	N;FEM;SG	N;FEM;SG
giovanna	joanna	giovanna	joanna	N;FEM;SG	N;FEM;SG
giovanna	juana	giovanna	juana	N;FEM;SG	N;FEM;SG
giovanna	juana	giovanna	juana	N;FEM;SG	N;FEM;SG
giovanna	jeanne	giovanna	jeanne	N;FEM;SG	N;FEM;SG
individui	individuos	individuo	individuo	N;MASC;PL	N;MASC;PL
killer	killer	killer	killer	N;MASC	N;SG
killer	asesino	killer	asesino	N;MASC	N;MASC;SG
killer	asesina	killer	asesina	N;MASC	N;FEM;SG
killer	matador	killer	matador	N;MASC	N;MASC;SG
eddie	eddie	eddia	eddie	N	N;MASC;SG
ettore	hector	ettore	hector	N;MASC;SG	N;MASC;SG
ettore	héctor	ettore	héctor	N;MASC;SG	N;MASC;SG
ettore	ettore	ettore	ettorar	N;MASC;SG	N;MASC;SG
ettore	héctor	ettore	héctor	N;MASC;SG	N;MASC;SG
ceduto	cedió	cedere	ceder	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
emisfero	hemisferio	emisfero	hemisferio	N;MASC;SG	N;MASC;SG
spagnoli	españoles	spagnolo	español	N;MASC;PL	N;MASC;PL
lavoratori	trabajadores	lavoratore	trabajador	N;MASC;PL	N;MASC;PL
lavoratori	trabajadoras	lavoratore	trabajadora	N;MASC;PL	N;FEM;PL
lavoratori	obreros	lavoratore	obrero	N;MASC;PL	N;MASC;PL
progettazione	concepción	progettazione	concepción	N;FEM;SG	N;FEM;SG
progettazione	diseño	progettazione	diseño	N;FEM;SG	N;MASC;SG
maschio	macho	maschio	macho	N;MASC;SG	N;MASC;SG
maschio	varón	maschio	varón	N;MASC;SG	N;MASC;SG
sostituire	reemplazando	sostituire	reemplazar	V;NFIN	V;V.MSDR
sostituire	reemplazar	sostituire	reemplazar	V;NFIN	V;NFIN
sostituire	sustituyendo	sostituire	sustituir	V;NFIN	V;V.MSDR
sostituire	sustituir	sostituire	sustituir	V;NFIN	V;NFIN
sostituire	sustituya	sostituire	sustituir	V;NFIN	V;SBJV;SG;3;PRS;FIN
sostituire	sustituir	sostituire	sustituir	V;NFIN	V;NFIN
sostituire	reemplazar	sostituire	reemplazar	V;NFIN	V;NFIN
nucleare	nuclear	nucleare	nuclear	ADJ;SG	ADJ;SG
fumo	tabaco	fumo	tabaco	N;MASC;SG	N;MASC;SG
fumo	humo	fumo	humo	N;MASC;SG	N;MASC;SG
bellezza	belleza	bellezza	belleza	N;FEM;SG	N;FEM;SG
bellezza	hermosura	bellezza	hermosura	N;FEM;SG	N;FEM;SG
letteraria	literaria	letterario	literario	ADJ;FEM;SG	ADJ;FEM;SG
letteraria	literario	letterario	literario	ADJ;FEM;SG	ADJ;MASC;SG
terme	balneario	terma	balneario	N;FEM;SG	N;MASC;SG
terme	terme	terma	terme	N;FEM;SG	N;MASC
lupo	lupo	lupo	lupo	N;MASC;SG	N;MASC;SG
lupo	loba	lupo	loba	N;MASC;SG	N;FEM;SG
lupo	wolf	lupo	wolf	N;MASC;SG	N
lupo	lobo	lupo	lobo	N;MASC;SG	N;MASC;SG
lupo	lupus	lupo	lupus	N;MASC;SG	N
presidenza	presidencia	presidenza	presidencia	N;FEM;SG	N;FEM;SG
silva	silva	silva	silva	N;SG	N;MASC;SG
network	network	network	network	N;MASC	N;SG
network	red	network	red	N;MASC	N;FEM;SG
letteralmente	literalmente	letteralmente	literalmente	ADV	ADV
bolla	burbuja	bolla	burbuja	N;FEM;SG	N;FEM;SG
drammaturgo	dramaturgo	drammaturgo	dramaturgo	N;MASC;SG	N;MASC;SG
teorie	teorías	teoria	teoría	N;FEM;PL	N;FEM;PL
vigore	vigor	vigore	vigor	N;MASC;SG	N;MASC;SG
vigore	vigor	vigore	vigor	N;MASC;SG	N;MASC;SG
finlandia	finlandia	finlandia	finlandia	N;FEM;SG	N;FEM;SG
villaggi	pueblos	villaggio	pueblo	N;MASC;PL	N;MASC;PL
villaggi	aldeas	villaggio	aldea	N;MASC;PL	N;FEM;PL
dicendo	diciendo	dire	decir	V;V.MSDR	V;V.MSDR
