une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
isabelle	isabelle	isabelle	isabelle	N;FEM;SG	N;SG
confiance	confianza	confiance	confianza	N;FEM;SG	N;FEM;SG
confiance	trust	confiance	trust	N;FEM;SG	N
confiance	confianza	confiance	confianza	N;FEM;SG	N;FEM;SG
confiance	fideicomiso	confiance	fideicomiso	N;FEM;SG	N;MASC;SG
confiance	confianza	confiance	confianza	N;FEM;SG	N;FEM;SG
propriétés	propiedades	propriété	propiedad	N;FEM;PL	N;FEM;PL
propriétés	fincas	propriété	finca	N;FEM;PL	N;FEM;PL
propriétés	inmuebles	propriété	inmueble	N;FEM;PL	N;MASC;PL
polonaise	polaca	polonais	polaco	ADJ;FEM;SG	ADJ;FEM;SG
aventures	aventuras	aventure	aventura	N;FEM;PL	N;FEM;PL
aventures	adventures	aventure	adventur	N;FEM;PL	N
aventures	aventuras	aventure	aventura	N;FEM;PL	N;FEM;PL
instruments	instrumentos	instrument	instrumento	N;MASC;PL	N;MASC;PL
conserve	preserva	conserver	preserva	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
conserve	conserva	conserver	conservar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
départements	departamentos	département	departamento	N;MASC;PL	N;MASC;PL
finances	finanzas	finance	finanzas	N;FEM;PL	N;FEM;PL
finances	finanzas	finance	finanzas	N;FEM;PL	N;FEM;PL
onze	once	onze	once	NUM	NUM;PL
moteurs	motores	moteur	motor	N;MASC;PL	N;MASC;PL
moteurs	motores	moteur	motor	N;MASC;PL	N;MASC;PL
pratiques	practicas	pratique	practica	N;FEM;PL	N;FEM;PL
pratiques	practicas	pratique	practica	N;FEM;PL	N;FEM;PL
pratiques	prácticas	pratique	práctica	N;FEM;PL	N;FEM;PL
procédure	procedimiento	procédure	procedimiento	N;FEM;SG	N;MASC;SG
charente	charente	charente	charente	N;FEM;SG	N;MASC;SG
pleine	lleno	plein	lleno	ADJ;FEM;SG	ADJ;MASC;SG
pleine	llena	plein	lleno	ADJ;FEM;SG	ADJ;FEM;SG
pleine	plena	plein	pleno	ADJ;FEM;SG	ADJ;FEM;SG
pleine	completo	plein	completo	ADJ;FEM;SG	ADJ;MASC;SG
noirs	negras	noir	negro	ADJ;MASC;PL	ADJ;FEM;PL
célèbres	famosas	célèbre	famoso	ADJ;MASC;PL	ADJ;FEM;PL
célèbres	famosos	célèbre	famoso	ADJ;MASC;PL	ADJ;MASC;PL
dimensions	dimensiones	dimension	dimensión	N;FEM;PL	N;FEM;PL
quart	trimestre	quart	trimestre	N;MASC;SG	N;MASC;SG
pertes	pérdidas	perte	pérdida	N;FEM;PL	N;FEM;PL
pertes	pérdidas	perte	pérdida	N;FEM;PL	N;FEM;PL
pertes	bajas	perte	baja	N;FEM;PL	N;FEM;PL
pertes	víctimas	perte	víctima	N;FEM;PL	N;FEM;PL
ajoute	agregar	ajouter	agregar	V;IND;SG;3;PRS;FIN	V;NFIN
ajoute	agrega	ajouter	agregar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ajoute	añadir	ajouter	añadir	V;IND;SG;3;PRS;FIN	V;NFIN
ajoute	añade	ajouter	añadir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ajoute	agrega	ajouter	agregar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ajoute	añade	ajouter	añadir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ontario	ontario	ontario	ontario	N;MASC;SG	N;MASC;SG
document	documento	document	documento	N;MASC;SG	N;MASC;SG
augmentation	incremento	augmentation	incremento	N;FEM;SG	N;MASC;SG
augmentation	aumento	augmentation	aumento	N;FEM;SG	N;MASC;SG
augmentation	aumento	augmentation	aumento	N;FEM;SG	N;MASC;SG
limites	limitaciones	limite	limitación	N;FEM;PL	N;FEM;PL
limites	límites	limite	límite	N;FEM;PL	N;MASC;PL
limites	limites	limite	limit	N;FEM;PL	N;MASC;PL
limites	límites	limite	límite	N;FEM;PL	N;MASC;PL
limites	fronteras	limite	frontera	N;FEM;PL	N;FEM;PL
limites	limites	limite	limit	N;FEM;PL	N;MASC;PL
qualification	clasificación	qualification	clasificación	N;FEM;SG	N;FEM;SG
qualification	titulación	qualification	titulación	N;FEM;SG	N;FEM;SG
qualification	cualificación	qualification	cualificación	N;FEM;SG	N;FEM;SG
qualification	calificación	qualification	calificación	N;FEM;SG	N;FEM;SG
ernest	ernest	ernest	ernest	N;MASC;SG	N;MASC;SG
ernest	ernesto	ernest	ernesto	N;MASC;SG	N;MASC;SG
oncle	tio	oncle	tio	N;MASC;SG	N;MASC;SG
oncle	tío	oncle	tío	N;MASC;SG	N;MASC;SG
génie	genio	génie	genio	N;MASC;SG	N;MASC;SG
génie	genialidad	génie	genialidad	N;MASC;SG	N;FEM;SG
génie	ingeniería	génie	ingeniería	N;MASC;SG	N;FEM;SG
génie	genio	génie	genio	N;MASC;SG	N;MASC;SG
voitures	coches	voiture	coche	N;FEM;PL	N;MASC;PL
voitures	automóviles	voiture	automóvil	N;FEM;PL	N;MASC;PL
voitures	carros	voiture	carro	N;FEM;PL	N;MASC;PL
voitures	autos	voiture	auto	N;FEM;PL	N;MASC;PL
voitures	coches	voiture	coche	N;FEM;PL	N;MASC;PL
contemporaine	contemporáneo	contemporain	contemporáneo	ADJ;FEM;SG	ADJ;MASC;SG
contemporaine	contemporánea	contemporain	contemporáneo	ADJ;FEM;SG	ADJ;FEM;SG
blancs	blancas	blanc	blanco	ADJ;MASC;PL	ADJ;FEM;PL
plage	playa	plage	playa	N;FEM;SG	N;FEM;SG
plage	playa	plage	playa	N;FEM;SG	N;FEM;SG
drame	drama	drame	drama	N;MASC;SG	N;MASC;SG
drame	tragedia	drame	tragedia	N;MASC;SG	N;FEM;SG
entretien	manutención	entretien	manutención	N;MASC;SG	N;FEM;SG
entretien	mantenimiento	entretien	mantenimiento	N;MASC;SG	N;MASC;SG
entretien	entrevista	entretien	entrevista	N;MASC;SG	N;FEM;SG
vide	blanco	vide	blanco	ADJ;MASC;SG	ADJ;MASC;SG
vide	vacía	vide	vacío	ADJ;MASC;SG	ADJ;FEM;SG
musiciens	músicos	musicien	músico	N;MASC;PL	N;MASC;PL
accepte	acepta	accepter	aceptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
accepte	aceptar	accepter	aceptar	V;IND;SG;3;PRS;FIN	V;NFIN
accepte	acepta	accepter	aceptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
revenir	regresar	revenir	regresar	V;NFIN	V;NFIN
revenir	volver	revenir	volver	V;NFIN	V;NFIN
handball	balonmano	handball	balonmano	N;MASC;SG	N;MASC;SG
chiffre	dígito	chiffre	dígito	N;MASC;SG	N;MASC;SG
chiffre	figura	chiffre	figura	N;MASC;SG	N;FEM;SG
chiffre	cifra	chiffre	cifra	N;MASC;SG	N;FEM;SG
reims	reims	reim	reim	N;MASC;SG	N;FEM;SG
windows	windows	window	windows	N;MASC;SG	N;MASC
windows	ventana	window	ventana	N;MASC;SG	N;FEM;SG
canon	cañón	canon	cañón	N;MASC;SG	N;MASC;SG
canon	cañon	canon	cañon	N;MASC;SG	N;MASC;SG
canon	cañón	canon	cañón	N;MASC;SG	N;MASC;SG
canon	barril	canon	barril	N;MASC;SG	N;MASC;SG
canon	canon	canon	canon	N;MASC;SG	N;MASC;SG
canon	bombón	canon	bombón	N;MASC;SG	N;MASC;SG
collections	cobros	collection	cobro	N;FEM;PL	N;MASC;PL
collections	colecciones	collection	colección	N;FEM;PL	N;FEM;PL
active	activo	actif	activo	ADJ;FEM;SG	ADJ;MASC;SG
active	activa	actif	activo	ADJ;FEM;SG	ADJ;FEM;SG
initiale	inicial	initial	inicial	ADJ;FEM;SG	ADJ;SG
sculpture	escultura	sculpture	escultura	N;FEM;SG	N;FEM;SG
chance	casualidad	chance	casualidad	N;FEM;SG	N;FEM;SG
chance	chance	chance	chance	N;FEM;SG	N;FEM;SG
chance	oportunidad	chance	oportunidad	N;FEM;SG	N;FEM;SG
chance	suerte	chance	suerte	N;FEM;SG	N;FEM;SG
attendre	esperándote	attendre	esperándote	V;NFIN	V;IND;SG;1;PRS;FIN
attendre	esperando	attendre	esperar	V;NFIN	V;V.MSDR
attendre	esperar	attendre	esperar	V;NFIN	V;NFIN
attendre	espere	attendre	esperar	V;NFIN	V;IMP;SG;3;FIN
attendre	esperar	attendre	esperar	V;NFIN	V;NFIN
attendre	espera	attendre	esperar	V;NFIN	V;IND;SG;3;PRS;FIN
attendre	esperen	attendre	esperar	V;NFIN	V;IMP;PL;3;FIN
destruction	destrucción	destruction	destrucción	N;FEM;SG	N;FEM;SG
sophie	sophie	sophie	sophie	N;FEM;SG	N;FEM;SG
sophie	sofía	sophie	sofer	N;FEM;SG	N;FEM;SG
enregistrement	grabación	enregistrement	grabación	N;MASC;SG	N;FEM;SG
enregistrement	inscripción	enregistrement	inscripción	N;MASC;SG	N;FEM;SG
enregistrement	registro	enregistrement	registro	N;MASC;SG	N;MASC;SG
enregistrement	matrícula	enregistrement	matrícula	N;MASC;SG	N;FEM;SG
quotidien	cotidiano	quotidien	cotidiano	ADJ;MASC;SG	ADJ;MASC;SG
quotidien	cotidiana	quotidien	cotidiano	ADJ;MASC;SG	ADJ;FEM;SG
quotidien	cotidiano	quotidien	cotidiano	ADJ;MASC;SG	ADJ;MASC;SG
quotidien	diaria	quotidien	diario	ADJ;MASC;SG	ADJ;FEM;SG
leader	dirigente	leader	dirigente	N;MASC;SG	N;SG
leader	lider	leader	lider	N;MASC;SG	N;SG
leader	leader	leader	leader	N;MASC;SG	N;SG
leader	líder	leader	líder	N;MASC;SG	N;SG
trafic	tránsito	trafic	tránsito	N;MASC;SG	N;MASC;SG
trafic	tráfico	trafic	tráfico	N;MASC;SG	N;MASC;SG
trafic	trafico	trafic	trafico	N;MASC;SG	N;MASC;SG
trafic	tráfico	trafic	tráfico	N;MASC;SG	N;MASC;SG
auto	auto	auto	auto	N;MASC;SG	N;MASC;SG
spécifique	específica	spécifique	específico	ADJ;MASC;SG	ADJ;FEM;SG
spécifique	especifico	spécifique	especifico	ADJ;MASC;SG	ADJ;MASC;SG
spécifique	específico	spécifique	específico	ADJ;MASC;SG	ADJ;MASC;SG
peau	piel	peau	piel	N;FEM;SG	N;FEM;SG
peau	cutis	peau	cuti	N;FEM;SG	N;MASC;SG
peau	skin	peau	skin	N;FEM;SG	N
duo	dueto	duo	dueto	N;MASC;SG	N;MASC;SG
duo	dúo	duo	dúo	N;MASC;SG	N;MASC;SG
duo	dúo	duo	dúo	N;MASC;SG	N;MASC;SG
espaces	espacios	espace	espacio	N;MASC;PL	N;MASC;PL
impossible	imposible	impossible	imposible	ADJ;MASC;SG	ADJ;SG
maine	maine	maine	maine	N;MASC;SG	N;MASC;SG
vieille	viejito	vieux	viejito	ADJ;FEM;SG	ADJ;MASC;SG
vieille	viejo	vieux	viejo	ADJ;FEM;SG	ADJ;MASC;SG
vieille	antiguo	vieux	antiguo	ADJ;FEM;SG	ADJ;MASC;SG
vieille	antigua	vieux	antiguo	ADJ;FEM;SG	ADJ;FEM;SG
vieille	vieja	vieux	viejo	ADJ;FEM;SG	ADJ;FEM;SG
incendie	incendio	incendie	incendio	N;MASC;SG	N;MASC;SG
incendie	fuego	incendie	fuego	N;MASC;SG	N;MASC;SG
acide	acido	acide	acido	N;MASC;SG	N;MASC;SG
acide	ácido	acide	ácido	N;MASC;SG	N;MASC;SG
gilbert	gilberto	gilbert	gilberto	N;MASC;SG	N;MASC;SG
poule	pollito	poule	pollito	N;FEM;SG	N;MASC;SG
poule	gallina	poule	gallina	N;FEM;SG	N;FEM;SG
poule	pollo	poule	pollo	N;FEM;SG	N;MASC;SG
poule	gallina	poule	gallina	N;FEM;SG	N;FEM;SG
succession	sucesión	succession	sucesión	N;FEM;SG	N;FEM;SG
technologie	tecnologia	technologie	tecnologia	N;FEM;SG	N;FEM;SG
technologie	tecnología	technologie	tecnología	N;FEM;SG	N;FEM;SG
madeleine	madeleine	madeleine	madeleine	N;FEM;SG	N;FEM;SG
madeleine	magdalena	madeleine	magdaleno	N;FEM;SG	N;FEM;SG
madeleine	magdalena	madeleine	magdaleno	N;FEM;SG	N;FEM;SG
intègre	integra	intégrer	integrar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
utile	util	utile	util	ADJ;MASC;SG	ADJ;SG
utile	útil	utile	útil	ADJ;MASC;SG	ADJ;SG
utile	servicial	utile	servicial	ADJ;MASC;SG	ADJ;SG
utile	útil	utile	útil	ADJ;MASC;SG	ADJ;SG
saut	jump	saut	jump	N;MASC;SG	N
saut	salto	saut	salto	N;MASC;SG	N;MASC;SG
saut	salto	saut	salto	N;MASC;SG	N;MASC;SG
saut	salto	saut	salto	N;MASC;SG	N;MASC;SG
pré	prado	pré	prado	N;MASC;SG	N;MASC;SG
pré	pradera	pré	pradera	N;MASC;SG	N;FEM;SG
enceinte	embarazo	enceinte	embarazo	N;FEM;SG	N;MASC;SG
enceinte	apéndice	enceinte	apéndizar	N;FEM;SG	N;MASC;SG
enceinte	recinto	enceinte	recinto	N;FEM;SG	N;MASC;SG
conservation	conservación	conservation	conservación	N;FEM;SG	N;FEM;SG
conservation	conservación	conservation	conservación	N;FEM;SG	N;FEM;SG
conservation	preservación	conservation	preservación	N;FEM;SG	N;FEM;SG
sortir	salir	sortir	salir	V;NFIN	V;NFIN
centres	centros	centre	centro	N;MASC;PL	N;MASC;PL
centres	centros	centre	centro	N;MASC;PL	N;MASC;PL
affluent	afluente	affluent	afluente	N;MASC;SG	N;MASC;SG
ministres	ministros	ministre	ministro	N;MASC;PL	N;MASC;PL
ministres	ministras	ministre	ministra	N;MASC;PL	N;FEM;PL
sociaux	sociales	social	social	ADJ;MASC;PL	ADJ;PL
clairement	claramente	clairement	claramente	ADV	ADV
clairement	evidentemente	clairement	evidentemente	ADV	ADV
urbain	urbana	urbain	urbano	ADJ;MASC;SG	ADJ;FEM;SG
urbain	urbano	urbain	urbano	ADJ;MASC;SG	ADJ;MASC;SG
clermont	clermont	clermont	clermont	N;MASC;SG	N;MASC;SG
préfet	prefecto	préfet	prefecto	N;MASC;SG	N;MASC;SG
essentiel	imprescindible	essentiel	imprescindible	ADJ;MASC;SG	ADJ;SG
essentiel	indispensable	essentiel	indispensable	ADJ;MASC;SG	ADJ;SG
essentiel	esencial	essentiel	esencial	ADJ;MASC;SG	ADJ;SG
essentiel	esencial	essentiel	esencial	ADJ;MASC;SG	ADJ;SG
assure	asegura	assurer	asegurar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
laboratoire	laboratorio	laboratoire	laboratorio	N;MASC;SG	N;MASC;SG
laboratoire	laboratorio	laboratoire	laboratorio	N;MASC;SG	N;MASC;SG
laboratoire	lab	laboratoire	lab	N;MASC;SG	N
distingue	distingue	distinguer	distinguir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
primaire	elemental	primaire	elemental	ADJ;MASC;SG	ADJ;SG
primaire	primario	primaire	primario	ADJ;MASC;SG	ADJ;MASC;SG
wiki	wiki	wiki	wiki	N;MASC;SG	N;MASC;SG
équipage	crew	équipage	crew	N;MASC;SG	N
équipage	tripulación	équipage	tripulación	N;MASC;SG	N;FEM;SG
tuer	matar	tuer	matar	V;NFIN	V;NFIN
tuer	matando	tuer	matar	V;NFIN	V;V.MSDR
tuer	matar	tuer	matar	V;NFIN	V;NFIN
tuer	matar	tuer	matar	V;NFIN	V;NFIN
tuer	mata	tuer	matar	V;NFIN	V;IND;SG;3;PRS;FIN
logique	lógico	logique	lógico	ADJ;FEM;SG	ADJ;MASC;SG
logique	lógica	logique	lógico	ADJ;FEM;SG	ADJ;FEM;SG
logique	lógico	logique	lógico	ADJ;FEM;SG	ADJ;MASC;SG
logique	lógica	logique	lógico	ADJ;FEM;SG	ADJ;FEM;SG
orgue	órgano	orgue	órgano	N;MASC;SG	N;MASC;SG
bulletin	boletín	bulletin	boletín	N;MASC;SG	N;MASC;SG
bulletin	boletín	bulletin	boletín	N;MASC;SG	N;MASC;SG
impression	huella	impression	huella	N;FEM;SG	N;FEM;SG
impression	impresión	impression	impresión	N;FEM;SG	N;FEM;SG
impression	impresión	impression	impresión	N;FEM;SG	N;FEM;SG
impression	imprenta	impression	imprenta	N;FEM;SG	N;FEM;SG
impression	impresión	impression	impresión	N;FEM;SG	N;FEM;SG
dépend	depende	dépendre	depender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dépend	depender	dépendre	depender	V;IND;SG;3;PRS;FIN	V;NFIN
quasi	casi	quasi	casi	ADV	ADV
conséquence	consecuencia	conséquence	consecuencia	N;FEM;SG	N;FEM;SG
visible	visible	visible	visible	ADJ;MASC;SG	ADJ;SG
habitat	habitat	habitat	habitat	N;MASC;SG	N;SG
habitat	hábitat	habitat	hábitat	N;MASC;SG	N;MASC;SG
breton	breton	breton	breton	N;MASC;SG	N;MASC;SG
souris	ratón	souris	ratón	N;FEM;SG	N;MASC;SG
souris	mouse	souris	mouse	N;FEM;SG	N;MASC;SG
photographe	fotógrafa	photographe	fotógrafa	N;MASC;SG	N;FEM;SG
photographe	fotografo	photographe	fotografo	N;MASC;SG	N;MASC;SG
photographe	fotógrafo	photographe	fotógrafo	N;MASC;SG	N;MASC;SG
autoroute	autopista	autoroute	autopista	N;FEM;SG	N;FEM;SG
autoroute	autoroute	autoroute	autoroute	N;FEM;SG	N;FEM;SG
autoroute	autovía	autoroute	autovía	N;FEM;SG	N;FEM;SG
autoroute	autopista	autoroute	autopista	N;FEM;SG	N;FEM;SG
autoroute	carretera	autoroute	carretera	N;FEM;SG	N;FEM;SG
ponts	bridges	pont	bridge	N;MASC;PL	N
ponts	puentes	pont	puente	N;MASC;PL	N;MASC;PL
vérité	verdad	vérité	verdad	N;FEM;SG	N;FEM;SG
vérité	truth	vérité	truth	N;FEM;SG	N
quinze	quince	quinze	quince	NUM	NUM;PL
assistant	asistente	assistant	asistente	N;MASC;SG	N;SG
assistant	ayudante	assistant	ayudante	N;MASC;SG	N;SG
assistant	mago	assistant	mago	N;MASC;SG	N;MASC;SG
assistant	hechicero	assistant	hechicero	N;MASC;SG	N;MASC;SG
satellite	satélite	satellite	satélite	N;MASC;SG	N;MASC;SG
samedi	sábado	samedi	sábado	N;MASC;SG	N
chili	chili	chili	chili	N;MASC;SG	N
moindre	menor	moindre	menor	ADJ;MASC;SG	ADJ;SG
exécution	ejecución	exécution	ejecución	N;FEM;SG	N;FEM;SG
établit	establece	établir	establecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
boîte	box	boîte	box	N;FEM;SG	N
boîte	caja	boîte	caja	N;FEM;SG	N;FEM;SG
boîte	recuadro	boîte	recuadro	N;FEM;SG	N;MASC;SG
boîte	casilla	boîte	casilla	N;FEM;SG	N;FEM;SG
rôles	papeles	rôle	papel	N;MASC;PL	N;MASC;PL
rôles	roles	rôle	rol	N;MASC;PL	N;MASC;PL
légèrement	levemente	légèrement	levemente	ADV	ADV
légèrement	ligeramente	légèrement	ligeramente	ADV	ADV
légèrement	ligeramente	légèrement	ligeramente	ADV	ADV
alice	alicia	alice	alicia	N;FEM;SG	N;FEM;SG
alice	alice	alice	alice	N;FEM;SG	N;FEM;SG
comprenant	incluyendo	comprendre	incluir	V;PRS;V.PTCP	V;V.MSDR
intermédiaire	intermediario	intermédiaire	intermediario	N;MASC;SG	N;MASC;SG
intermédiaire	intermediario	intermédiaire	intermediario	N;MASC;SG	N;MASC;SG
distinctions	distinciones	distinction	distinción	N;FEM;PL	N;FEM;PL
distinctions	honores	distinction	honor	N;FEM;PL	N;MASC;PL
distinctions	distinciones	distinction	distinción	N;FEM;PL	N;FEM;PL
distinctions	premios	distinction	premio	N;FEM;PL	N;MASC;PL
distinctions	galardones	distinction	galardón	N;FEM;PL	N;MASC;PL
distinctions	distinciones	distinction	distinción	N;FEM;PL	N;FEM;PL
remarque	note	remarque	notar	N;FEM;SG	N
remarque	nota	remarque	nota	N;FEM;SG	N;FEM;SG
remarque	aviso	remarque	aviso	N;FEM;SG	N;MASC;SG
remarque	preaviso	remarque	preaviso	N;FEM;SG	N;MASC;SG
thèmes	temas	thème	tema	N;MASC;PL	N;MASC;PL
thèmes	tópicos	thème	tópico	N;MASC;PL	N;MASC;PL
thèmes	temas	thème	tema	N;MASC;PL	N;MASC;PL
gares	estaciones	gare	estación	N;FEM;PL	N;FEM;PL
gares	emisoras	gare	emisora	N;FEM;PL	N;FEM;PL
installation	instalación	installation	instalación	N;FEM;SG	N;FEM;SG
installation	montaje	installation	montaje	N;FEM;SG	N;MASC;SG
installation	instalación	installation	instalación	N;FEM;SG	N;FEM;SG
rapports	informes	rapport	informe	N;MASC;PL	N;MASC;PL
rapports	informes	rapport	informe	N;MASC;PL	N;MASC;PL
rapports	reportajes	rapport	reportaje	N;MASC;PL	N;MASC;PL
rapports	reportes	rapport	reporte	N;MASC;PL	N;MASC;PL
circulation	tránsito	circulation	tránsito	N;FEM;SG	N;MASC;SG
circulation	tráfico	circulation	tráfico	N;FEM;SG	N;MASC;SG
circulation	trafico	circulation	trafico	N;FEM;SG	N;MASC;SG
circulation	circulación	circulation	circulación	N;FEM;SG	N;FEM;SG
australien	australiana	australien	australiano	ADJ;MASC;SG	ADJ;FEM;SG
tournage	filmación	tournage	filmación	N;MASC;SG	N;FEM;SG
tournage	rodaje	tournage	rodaje	N;MASC;SG	N;MASC;SG
tournage	disparo	tournage	disparo	N;MASC;SG	N;MASC;SG
tournage	tiroteo	tournage	tiroteo	N;MASC;SG	N;MASC;SG
tournage	tiro	tournage	tiro	N;MASC;SG	N;MASC;SG
tournage	rodaje	tournage	rodaje	N;MASC;SG	N;MASC;SG
relief	socorro	relief	socorro	N;MASC;SG	N;MASC;SG
relief	relevo	relief	relevo	N;MASC;SG	N;MASC;SG
relief	relieve	relief	relieve	N;MASC;SG	N;MASC;SG
relief	alivio	relief	alivio	N;MASC;SG	N;MASC;SG
pierres	stones	pierre	ston	N;FEM;PL	N;MASC;PL
pierres	piedras	pierre	piedra	N;FEM;PL	N;FEM;PL
pierres	stone	pierre	stone	N;FEM;PL	N
pierres	rocks	pierre	rocks	N;FEM;PL	N;MASC
pierres	rocas	pierre	roca	N;FEM;PL	N;FEM;PL
pierres	piedras	pierre	piedra	N;FEM;PL	N;FEM;PL
paraît	aparece	paraître	aparecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
patronyme	apellido	patronyme	apellido	N;MASC;SG	N;MASC;SG
universitaires	académicas	universitaire	académico	ADJ;MASC;PL	ADJ;FEM;PL
histoires	histoires	histoire	histoir	N;FEM;PL	N;MASC
histoires	historias	histoire	historia	N;FEM;PL	N;FEM;PL
histoires	relatos	histoire	relato	N;FEM;PL	N;MASC;PL
histoires	cuentos	histoire	cuento	N;FEM;PL	N;MASC;PL
faites	hacer	faire	hacer	V;FEM;PL;PST;V.PTCP	V;NFIN
équivalent	equivalente	équivalent	equivalente	ADJ;MASC;SG	ADJ;SG
phrase	frase	phrase	frase	N;FEM;SG	N;FEM;SG
phrase	frase	phrase	frase	N;FEM;SG	N;FEM;SG
phrase	sentencia	phrase	sentencia	N;FEM;SG	N;FEM;SG
récompense	recompensa	récompense	recompensar	N;FEM;SG	N;FEM;SG
récompense	recompensa	récompense	recompensar	N;FEM;SG	N;FEM;SG
récompense	laudo	récompense	laudo	N;FEM;SG	N;MASC;SG
récompense	adjudicación	récompense	adjudicación	N;FEM;SG	N;FEM;SG
récompense	premio	récompense	premio	N;FEM;SG	N;MASC;SG
récompense	galardón	récompense	galardón	N;FEM;SG	N;MASC;SG
lancement	lanzamiento	lancement	lanzamiento	N;MASC;SG	N;MASC;SG
lancement	lanzamiento	lancement	lanzamiento	N;MASC;SG	N;MASC;SG
totalité	totalidad	totalité	totalidad	N;FEM;SG	N;FEM;SG
patron	patrón	patron	patrón	N;MASC;SG	N;MASC;SG
patron	patron	patron	patron	N;MASC;SG	N;MASC;SG
patron	patrona	patron	patrona	N;MASC;SG	N;FEM;SG
patron	mecenas	patron	mecena	N;MASC;SG	N;SG
patron	jefa	patron	jefa	N;MASC;SG	N;FEM;SG
patron	jefe	patron	jefe	N;MASC;SG	N;MASC;SG
patron	boss	patron	boss	N;MASC;SG	N
conçu	concibió	concevoir	concibir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
structures	estructuras	structure	estructura	N;FEM;PL	N;FEM;PL
culturelle	cultural	culturel	cultural	ADJ;FEM;SG	ADJ;SG
aviation	aviation	aviation	aviation	N;FEM;SG	N;MASC;SG
aviation	aviación	aviation	aviación	N;FEM;SG	N;FEM;SG
journaux	diarios	journal	diario	N;MASC;PL	N;MASC;PL
journaux	periódicos	journal	periódico	N;MASC;PL	N;MASC;PL
chrétiens	cristianos	chrétien	cristiano	N;MASC;PL	N;MASC;PL
chrétiens	cristianos	chrétien	cristiano	N;MASC;PL	N;MASC;PL
syndicat	union	syndicat	union	N;MASC;SG	N;SG
syndicat	unión	syndicat	unión	N;MASC;SG	N;FEM;SG
syndicat	sindicato	syndicat	sindicato	N;MASC;SG	N;MASC;SG
syndicat	sindicato	syndicat	sindicato	N;MASC;SG	N;MASC;SG
menace	amenaza	menace	amenaza	N;FEM;SG	N;FEM;SG
menace	amenaza	menace	amenaza	N;FEM;SG	N;FEM;SG
menace	amenaza	menace	amenaza	N;FEM;SG	N;FEM;SG
poursuite	enjuiciamiento	poursuite	enjuiciamiento	N;FEM;SG	N;MASC;SG
poursuite	acusación	poursuite	acusación	N;FEM;SG	N;FEM;SG
poursuite	fiscalía	poursuite	fiscalía	N;FEM;SG	N;FEM;SG
poursuite	persecución	poursuite	persecución	N;FEM;SG	N;FEM;SG
basque	vasca	basque	vasco	ADJ;MASC;SG	ADJ;FEM;SG
mans	mans	mans	mans	N;MASC;SG	N;FEM;SG
lot	tanda	lot	tanda	N;MASC;SG	N;FEM;SG
lot	lote	lot	lote	N;MASC;SG	N;MASC;SG
lot	lote	lot	lote	N;MASC;SG	N;MASC;SG
débit	caudal	débit	caudal	N;MASC;SG	N;MASC;SG
débit	flow	débit	flow	N;MASC;SG	N
débit	flujo	débit	flujo	N;MASC;SG	N;MASC;SG
débit	bitrate	débit	bitrate	N;MASC;SG	N;SG
débit	débito	débit	débito	N;MASC;SG	N;FEM;SG
commissaire	comisaria	commissaire	comisaria	N;MASC;SG	N;FEM;SG
commissaire	comisionada	commissaire	comisionado	N;MASC;SG	N;FEM;SG
commissaire	comisario	commissaire	comisario	N;MASC;SG	N;MASC;SG
commissaire	comisario	commissaire	comisario	N;MASC;SG	N;MASC;SG
manifestations	manifestaciones	manifestation	manifestación	N;FEM;PL	N;FEM;PL
manifestations	demostraciones	manifestation	demostración	N;FEM;PL	N;FEM;PL
conserver	conservar	conserver	conservar	V;NFIN	V;NFIN
conserver	preservar	conserver	preservar	V;NFIN	V;NFIN
conserver	retener	conserver	retener	V;NFIN	V;NFIN
conserver	mantener	conserver	mantener	V;NFIN	V;NFIN
conserver	conservar	conserver	conservar	V;NFIN	V;NFIN
reprendre	reanudar	reprendre	reanudar	V;NFIN	V;NFIN
manga	manga	manga	manga	N;MASC;SG	N;FEM;SG
conseils	consejos	conseil	consejo	N;MASC;PL	N;MASC;PL
conseils	puntas	conseil	punta	N;MASC;PL	N;FEM;PL
conseils	sugerencias	conseil	sugerencia	N;MASC;PL	N;FEM;PL
conseils	propinas	conseil	propina	N;MASC;PL	N;FEM;PL
conseils	consejos	conseil	consejo	N;MASC;PL	N;MASC;PL
