dari	từ	dari	từ	ADP	ADP
rekor	album	rekor	album	N;SG	N
rekor	records	rekor	records	N;SG	N
dikirim	nộp	dikirim	nộp	V;SG;PASS	V
dikirim	đăng	dikirim	đăng	V;SG;PASS	V
arus	suối	arus	suối	N;SG	N
kalimat	câu	kalimat	câu	N;SG	N
kalimat	câu	kalimat	câu	N;SG	N
mengirim	gửi	menkirim	gửi	V;SG;ACT	V
mengirim	đăng	menkirim	đăng	V;SG;ACT	V
mengirim	đăng	menkirim	đăng	V;SG;ACT	V
ras	ras	ras	ras	N;SG	N
kakak	chị	kakak	chị	N;SG	N
kakak	huynh	kakak	huynh	N;SG	N
mencegah	ngăn	mencegah	ngăn	V;SG;ACT	V
mendorong	dồn	mendorong	dồn	V;SG;ACT	V
mendorong	đẩy	mendorong	đẩy	V;SG;ACT	V
asosiasi	associates	asosiasi	associates	N;SG	N
komedi	hài	komedi	hài	N;SG	N
sinar	beam	sinar	beam	N;SG	N
mendengar	nghe	mendengar	nghe	V;SG;ACT	V
mendengar	thuộc	mendengar	thuộc	V;SG;ACT	V
mendengar	nghe	mendengar	nghe	V;SG;ACT	V
penemuan	discovery	pentemuan	discovery	N;SG	N
zat	chất	zat	chất	N;SG	N
prix	prix	prix	prix	N	N
menjual	bán	menjual	bán	V;SG;ACT	V
menjual	bán	menjual	bán	V;SG;ACT	V
fiksi	fiction	fiksi	fiction	N	N
manga	manga	manga	manga	N	N
mundur	ngược	mundur	ngược	V;SG;ACT	V
raksasa	giant	raksasa	giant	N;SG	N
raksasa	toshiba	raksasa	toshiba	N;SG	N
jan	jan	jan	jan		
alternatif	alternative	alternatif	alternative	N;SG	N
alternatif	alternatives	alternatif	alternatives	N;SG	N
pesta	đảng	pesta	đảng	N;SG	N
pesta	tiệc	pesta	tiệc	N;SG	N
pesta	feast	pesta	feast	N;SG	N
pesta	tiệc	pesta	tiệc	N;SG	N
mengangkat	nâng	menangkat	nâng	V;SG;ACT	V
kesalahan	lỗi	kesalahan	lỗi	N;SG	N
kesalahan	lỗi	kesalahan	lỗi	N;SG	N
kolonel	đại	kolonel	đại	N;SG	N
kolonel	tá	kolonel	tá	N;SG	N
virus	virut	virus	virut	N	N
virus	virut	virus	virut	N	N
penjara	tù	penjara	tù	N;SG	N
penjara	tù	penjara	tù	N;SG	N
jari	finger	jari	finger	N;SG	N
mengunjungi	thăm	menkunjungi	thăm	V;SG;ACT	V
kamera	camera	kamera	camera	N;SG	N
susu	sữa	susu	sữa	N;SG	N
duta	sứ	duta	sứ	N;SG	N
konferensi	thảo	konferensi	thảo	N;SG	N
konferensi	conferences	konferensi	conferences	N;SG	N
komentar	luận	komentar	luận	N;SG	N
komentar	commentary	komentar	commentary	N;SG	N
komentar	comments	komentar	comments	N;SG	N
materi	nguyên	materi	nguyên	N;SG	N
sahabat	bạn	sahabat	bạn	N;SG	N
sahabat	hiền	sahabat	hiền	N;SG	N
gula	đường	gula	đường	N;SG	N
kesatuan	unity	kesatuan	unity	N	N
point	điểm	point	điểm	N	N
point	điểm	point	điểm	N	N
ditutup	đóng	ditutup	đóng	V;SG;PASS	V
didasarkan	dựa	didasarkan	dựa	V;SG;PASS	V
detik	sec	detik	sec	N;SG	N
ton	ton	ton	ton	N	N
ton	tấn	ton	tấn	N	N
ton	tấn	ton	tấn	N	N
ton	tấn	ton	tấn	N	N
berlokasi	nằm	berlokasi	nằm	V;SG;ACT	V
via	via	via	via		
protein	protein	protein	protein	N;SG	N
protein	protein	protein	protein	N;SG	N
mengumpulkan	gom	menkumpulkan	gom	V;SG;ACT	V
mengumpulkan	thu	menkumpulkan	thu	V;SG;ACT	V
mengumpulkan	thu	menkumpulkan	thu	V;SG;ACT	V
tur	tour	tur	tour	N	N
tur	tours	tur	tours	N	N
palestina	palestine	palestina	palestine	N;SG	N
palestina	palestin	palestina	palestin	N;SG	N
citra	nh	citra	nh	N;SG	N
citra	hình	citra	hình	N;SG	N
citra	ảnh	citra	ảnh	N;SG	N
benua	continental	benua	continental	N;SG	N
soekarno	sukarno	soekarno	sukarno	N	N
berpendapat	mích	berpendapat	mích	V;SG;ACT	V
menetapkan	gán	mentetapkan	gán	V;SG;ACT	V
kunci	phím	kunci	phím	N;SG	N
kunci	khoá	kunci	khoá	N;SG	N
kunci	khóa	kunci	khóa	N;SG	N
kunci	khóa	kunci	khóa	N;SG	N
kunci	phím	kunci	phím	N;SG	N
barangay	barangay	barangay	barangay	N	N
suami	chồng	suami	chồng	N;SG	N
suami	mun	suami	mun	N;SG	N
kehormatan	vinh	kehormatan	vinh	N;SG	N
kehormatan	vinh	kehormatan	vinh	N;SG	N
mengirimkan	gửi	menkirimkan	gửi	V;SG;ACT	V
mengirimkan	đăng	menkirimkan	đăng	V;SG;ACT	V
kejahatan	ác	kejahatan	ác	N;SG	N
menambah	thêm	mentambah	thêm	V;SG;ACT	V
blog	blog	blog	blog	N;SG	N
blog	blogger	blog	blogger	N;SG	N
daud	david	daud	david		
pengisi	filler	penisi	filler	N;SG	N
keuskupan	phận	keuskupan	phận	N;SG	N
lumpur	bùn	lumpur	bùn	N;SG	N
warisan	inheritance	warisan	inheritance	N;SG	N
dikalahkan	bại	dikalahkan	bại	V;SG;PASS	V
siang	trưa	siang	trưa	N;SG	N
siang	ngày	siang	ngày	N;SG	N
siang	chiều	siang	chiều	N;SG	N
server	server	server	server	N;SG	N
hiburan	entertainment	hiburan	entertainment	N;SG	N
bencana	họa	bencana	họa	N;SG	N
lubang	hố	lubang	hố	N;SG	N
lubang	hố	lubang	hố	N;SG	N
lubang	nách	lubang	nách	N;SG	N
pangan	mat	pangan	mat	N;SG	N
tidur	ngự	tidur	ngự	N;SG;ACT	N
tidur	bed	tidur	bed	N;SG;ACT	N
tidur	giường	tidur	giường	N;SG;ACT	N
pembantu	maid	penbantu	maid	N;SG	N
radar	rađa	radar	rađa	N	N
kepolisian	cảnh	kepolisian	cảnh	N;SG	N
cocok	hợp	cocok	hợp	ADJ;SG	ADJ
papan	bảng	papan	bảng	N;SG	N
terang	nhạt	terang	nhạt	ADJ;SG	ADJ
terang	mẻ	terang	mẻ	ADJ;SG	ADJ
ribu	nghìn	ribu	nghìn	N	N
ribu	ngàn	ribu	ngàn	N	N
elektron	electron	elektron	electron	N;SG	N
dosa	sin	dosa	sin	N;SG	N
coklat	nâu	coklat	nâu	N;SG	N
coklat	sôcôla	coklat	sôcôla	N;SG	N
coklat	chocolate	coklat	chocolate	N;SG	N
cantik	đẹp	cantik	đẹp	ADJ;SG	ADJ
kotamadya	phố	kotamadya	phố	N;SG	N
kotamadya	xã	kotamadya	xã	N;SG	N
bertindak	diễn	bertindak	diễn	V;SG;ACT	V
kacang	bi	kacang	bi	N;SG	N
kacang	bean	kacang	bean	N;SG	N
material	nguyên	material	nguyên	N;SG	N
natal	natal	natal	natal	N;SG	N
menghindari	tránh	menhindari	tránh	V;SG;ACT	V
menghindari	tránh	menhindari	tránh	V;SG;ACT	V
menangkap	bắt	mentangkap	bắt	V;SG;ACT	V
menangkap	bắt	mentangkap	bắt	V;SG;ACT	V
menangkap	chụp	mentangkap	chụp	V;SG;ACT	V
menangkap	chụp	mentangkap	chụp	V;SG;ACT	V
suriah	syria	suriah	syria	N;SG	N
suriah	syria	suriah	syria	N;SG	N
suriah	swaziland	suriah	swaziland	N;SG	N
menyebar	tràn	mensebar	tràn	V;SG;ACT	V
menentang	chống	mententang	chống	V;SG;ACT	V
memerlukan	đòi	menperlukan	đòi	V;SG;ACT	V
menderita	chịu	menderita	chịu	V;SG;ACT	V
manis	ngọt	manis	ngọt	ADJ;SG	ADJ
manis	ngọt	manis	ngọt	ADJ;SG	ADJ
dibutuhkan	thiết	dibutuhkan	thiết	V;SG;PASS	V
letnan	trung	letnan	trung	N;SG	N
penggemar	quạt	pengemar	quạt	N;SG	N
penggemar	fuck	pengemar	fuck	N;SG	N
visual	visual	visual	visual	N	N
universal	chung	universal	chung	ADJ	ADJ
klan	clan	klan	clan	N	N
klan	tộc	klan	tộc	N	N
beda	khác	beda	khác	ADJ;SG	ADJ
selat	vịnh	selat	vịnh	N	N
kain	vải	kain	vải	N;SG	N
kain	cain	kain	cain	N;SG	N
kain	vải	kain	vải	N;SG	N
naga	naga	naga	naga	N	N
naga	rồng	naga	rồng	N	N
naga	rồng	naga	rồng	N	N
naga	diều	naga	diều	N	N
naga	long	naga	long	N	N
naga	dragon	naga	dragon	N	N
suaminya	chồng	suami	chồng	N;SG	N
suaminya	mun	suami	mun	N;SG	N
jet	jet	jet	jet	N;SG	N
menyukai	thích	mensukai	thích	V;SG;ACT	V
menyukai	thích	mensukai	thích	V;SG;ACT	V
topik	topic	topik	topic	N;SG	N
champions	champions	champions	champions	N	N
federasi	federation	federasi	federation	N;SG	N
teh	trà	teh	trà	N;SG	N
teh	tea	teh	tea	N;SG	N
pengunjung	khách	penkunjung	khách	N;SG	N
pengunjung	khách	penkunjung	khách	N;SG	N
wajah	mặt	wajah	mặt	N;SG	N
wajah	face	wajah	face	N;SG	N
wajah	mặt	wajah	mặt	N;SG	N
fakta	sự	fakta	sự	N;SG	N
penyebab	chi	pensebab	chi	N;SG	N
gugur	deciduous	gugur	deciduous	V;SG;ACT	V
pensiun	hưu	pensiun	hưu	N	N
nenek	bà	nenek	bà	N;SG	N
nenek	ngoại	nenek	ngoại	N;SG	N
menandatangani	ký	mentandatangani	ký	V;SG;ACT	V
menandatangani	ký	mentandatangani	ký	V;SG;ACT	V
menandatangani	vẽ	mentandatangani	vẽ	V;SG;ACT	V
lampu	châm	lampu	châm	N;SG	N
lampu	đèn	lampu	đèn	N;SG	N
lampu	đèn	lampu	đèn	N;SG	N
lampu	lamp	lampu	lamp	N;SG	N
lampu	đèn	lampu	đèn	N;SG	N
lampu	đèn	lampu	đèn	N;SG	N
nada	tần	nada	tần	N;SG	N
kala	kala	kala	kala	N;SG	N
akar	root	akar	root	N;SG	N
akar	chủ	akar	chủ	N;SG	N
akar	rễ	akar	rễ	N;SG	N
riset	bê	riset	bê	N;SG	N
piano	piano	piano	piano	N	N
rambut	tóc	rambut	tóc	N;SG	N
keselamatan	salvation	keselamatan	salvation	N;SG	N
metropolitan	metropolitan	metropolitan	metropolitan	N;SG	N
jadwal	lịch	jadwal	lịch	N;SG	N
tabel	bảng	tabel	bảng	N;SG	N
tabel	bàn	tabel	bàn	N;SG	N
tabel	bảng	tabel	bảng	N;SG	N
tabel	bàn	tabel	bàn	N;SG	N
karbon	carbon	karbon	carbon	N;SG	N
karbon	cacbon	karbon	cacbon	N;SG	N
tarian	điệu	tarian	điệu	N;SG	N
tarian	múa	tarian	múa	N;SG	N
peperangan	trận	peperangan	trận	N	N
peperangan	tranh	peperangan	tranh	N	N
peperangan	chiến	peperangan	chiến	N	N
mengklaim	nhận	menklaim	nhận	V;SG;ACT	V
mengklaim	ngợi	menklaim	ngợi	V;SG;ACT	V
mengklaim	khai	menklaim	khai	V;SG;ACT	V
kaca	cốc	kaca	cốc	N;SG	N
kaca	kính	kaca	kính	N;SG	N
panggilan	cẩm	panggilan	cẩm	N;SG	N
domain	miền	domain	miền	N	N
domain	miền	domain	miền	N	N
kue	bánh	kue	bánh	N	N
kue	cookies	kue	cookies	N	N
kue	cookie	kue	cookie	N	N
kue	bánh	kue	bánh	N	N
otak	não	otak	não	N;SG	N
otak	não	otak	não	N;SG	N
modal	modal	modal	modal	N;SG	N
modal	vốn	modal	vốn	N;SG	N
komik	comic	komik	comic	N	N
adegan	cảnh	adegan	cảnh	N;SG	N
adegan	cảnh	adegan	cảnh	N;SG	N
villa	villa	villa	villa	N	N
kolam	ao	kolam	ao	N;SG	N
wartawan	khmer	wartawan	khmer	N;SG	N
mengisi	sạc	menisi	sạc	V;SG;ACT	V
mengisi	điền	menisi	điền	V;SG;ACT	V
biara	monasteries	biara	monasteries	N	N
menempatkan	đặt	mentempatkan	đặt	V;SG;ACT	V
garam	muối	garam	muối	N;SG	N
roket	rocket	roket	rocket	N;SG	N
partikel	hạt	partikel	hạt	N	N
partikel	hạt	partikel	hạt	N	N
petunjuk	hint	petunjuk	hint	N;SG	N
batuan	đá	batuan	đá	N;SG	N
batuan	đá	batuan	đá	N;SG	N
batuan	rock	batuan	rock	N;SG	N
perahu	thuyền	perahu	thuyền	N;SG	N
perahu	tàu	perahu	tàu	N;SG	N
perahu	thuyền	perahu	thuyền	N;SG	N
perahu	boat	perahu	boat	N;SG	N
rusak	hư	rusak	hư	ADJ;SG	ADJ
terkena	lộ	terkena	lộ	V;SG;PASS	V
mall	mall	mall	mall	N	N
nasi	gạo	nasi	gạo	N;SG	N
nasi	cơm	nasi	cơm	N;SG	N
bab	chương	bab	chương	N;SG	N
bab	chương	bab	chương	N;SG	N
koran	báo	koran	báo	N;SG	N
koran	giấy	koran	giấy	N;SG	N
koran	trát	koran	trát	N;SG	N
silat	silat	silat	silat	N	N
dimensi	chiều	dimensi	chiều	N;SG	N
dimensi	chiều	dimensi	chiều	N;SG	N
august	august	august	august		
pura	pura	pura	pura	N	N
penerima	receiver	penterima	receiver	N;SG	N
atap	rooftop	atap	rooftop	N;SG	N
atap	tèo	atap	tèo	N;SG	N
atap	trần	atap	trần	N;SG	N
maya	mayan	maya	mayan		
maya	maya	maya	maya		
ancaman	mối	ancaman	mối	N;SG	N
pengakuan	confession	penakuan	confession	N;SG	N
mahkamah	triều	mahkamah	triều	N;SG	N
jantan	nam	jantan	nam	N;SG	N
jantan	buồng	jantan	buồng	N;SG	N
jantan	đực	jantan	đực	N;SG	N
jantan	nam	jantan	nam	N;SG	N
halus	mượt	halus	mượt	ADJ;SG	ADJ
halus	ổn	halus	ổn	ADJ;SG	ADJ
halus	khỏe	halus	khỏe	ADJ;SG	ADJ
pedang	gươm	pedang	gươm	N;SG	N
pedang	gươm	pedang	gươm	N;SG	N
restoran	diner	restoran	diner	N;SG	N
peluru	đạn	peluru	đạn	N;SG	N
peluru	viên	peluru	viên	N;SG	N
koloni	khu	koloni	khu	N;SG	N
cucu	cháu	cucu	cháu	N;SG	N
cucu	cháu	cucu	cháu	N;SG	N
baja	thép	baja	thép	N	N
baja	baja	baja	baja	N	N
keterangan	caption	keterangan	caption	N;SG	N
keterangan	tả	keterangan	tả	N;SG	N
pejuang	combatants	pejuang	combatants	N;SG	N
pejuang	warriors	pejuang	warriors	N;SG	N
bawang	tỏi	bawang	tỏi	N;SG	N
bawang	onion	bawang	onion	N;SG	N
bawang	hành	bawang	hành	N;SG	N
saksi	chứng	saksi	chứng	N;SG	N
rumput	lawn	rumput	lawn	N;SG	N
rumput	cỏ	rumput	cỏ	N;SG	N
tank	tank	tank	tank	N	N
sidang	triều	sidang	triều	N;SG	N
baku	thô	baku	thô	ADJ;SG	ADJ
penari	dancer	pentari	dancer	N;SG	N
perlawanan	cự	perlawanan	cự	N;SG	N
betina	nữ	betina	nữ	N;SG	N
betina	nữ	betina	nữ	N;SG	N
mengungkapkan	lộ	menungkapkan	lộ	V;SG;ACT	V
mengungkapkan	lộ	menungkapkan	lộ	V;SG;ACT	V
pas	pas	pas	pas		
memahami	hiểu	menpahami	hiểu	V;SG;ACT	V
mengenakan	mặc	menkenakan	mặc	V;SG;ACT	V
mengenakan	đeo	menkenakan	đeo	V;SG;ACT	V
kamp	camp	kamp	camp	N;SG	N
kamp	trại	kamp	trại	N;SG	N
kamp	trại	kamp	trại	N;SG	N
baris	dòng	baris	dòng	N;SG	N
baris	hàng	baris	hàng	N;SG	N
baris	dòng	baris	dòng	N;SG	N
baris	hàng	baris	hàng	N;SG	N
jahat	xấu	jahat	xấu	ADJ;SG	ADJ
jahat	kém	jahat	kém	ADJ;SG	ADJ
jahat	xấu	jahat	xấu	ADJ;SG	ADJ
dilarang	cấm	dilarang	cấm	V;SG;PASS	V
dilarang	cấm	dilarang	cấm	V;SG;PASS	V
dilarang	cấm	dilarang	cấm	V;SG;PASS	V
perbaikan	tơi	perbaikan	tơi	N;SG	N
sayang	thuế	sayang	thuế	N;SG	N
sayang	bé	sayang	bé	N;SG	N
bunuh	giết	bunuh	giết	V;SG;ACT	V
bunuh	giết	bunuh	giết	V;SG;ACT	V
penyair	thơ	penyair	thơ	N	N
institusi	sở	institusi	sở	N;SG	N
pers	bào	pers	bào	N;SG	N
pers	ấn	pers	ấn	N;SG	N
pers	pers	pers	pers	N;SG	N
mineral	khoáng	mineral	khoáng	N	N
dinyanyikan	sung	dinyanyikan	sung	V;SG;PASS	V
organik	organic	organik	organic	N;SG	N
dibaca	đọc	dibaca	đọc	V;SG;PASS	V
ujian	thi	ujian	thi	N;SG	N
ujian	thi	ujian	thi	N;SG	N
menuntut	đòi	mentuntut	đòi	V;SG;ACT	V
perumahan	nhà	penrumahan	nhà	N;SG	N
rider	kỵ	rider	kỵ	N	N
robot	robot	robot	robot	N;SG	N
robot	robot	robot	robot	N;SG	N
robot	robots	robot	robots	N;SG	N
kekalahan	đảnh	kekalahan	đảnh	N;SG	N
lingkaran	lượn	lingkaran	lượn	N;SG	N
rawa	lầy	rawa	lầy	N;SG	N
rawa	marsh	rawa	marsh	N;SG	N
paket	gói	paket	gói	N;SG	N
paket	gói	paket	gói	N;SG	N
paket	gói	paket	gói	N;SG	N
paket	gói	paket	gói	N;SG	N
derajat	độ	derajat	độ	N;SG	N
kandang	chuồng	kandang	chuồng	N;SG	N
kandang	kennel	kandang	kennel	N;SG	N
kandang	kennel	kandang	kennel	N;SG	N
bakat	tài	bakat	tài	N;SG	N
bakat	flair	bakat	flair	N;SG	N
portal	cổng	portal	cổng	N	N
serang	serang	serang	serang		
bait	mồi	bait	mồi	N;SG	N
menunggu	đợi	mentunggu	đợi	V;SG;ACT	V
menunggu	chờ	mentunggu	chờ	V;SG;ACT	V
membayar	trả	menbayar	trả	V;SG;ACT	V
membayar	trả	menbayar	trả	V;SG;ACT	V
membayar	trả	menbayar	trả	V;SG;ACT	V
monarki	monarch	monarki	monarch	N;SG	N
gerak	motion	gerak	motion	N;SG;ACT	N
cairan	liquid	cairan	liquid	N;SG	N
berpikir	nghĩ	berpikir	nghĩ	V;SG;ACT	V
berpikir	nghĩ	berpikir	nghĩ	V;SG;ACT	V
berpikir	tưởng	berpikir	tưởng	V;SG;ACT	V
berpikir	nghĩ	berpikir	nghĩ	V;SG;ACT	V
dna	adn	dna	adn	N;SG	N
dna	dna	dna	dna	N;SG	N
amat	amat	amat	amat		
soundtrack	soundtrack	soundtrack	soundtrack	N	N
tetangga	xóm	tetangga	xóm	N;SG	N
tetangga	xóm	tetangga	xóm	N;SG	N
gen	gien	gen	gien	N;SG	N
gen	gene	gen	gene	N;SG	N
gen	gen	gen	gen	N;SG	N
gen	gien	gen	gien	N;SG	N
soeharto	suharto	soeharto	suharto	N	N
berbagi	chia	berbagi	chia	V;SG;ACT	V
berbagi	chia	berbagi	chia	V;SG;ACT	V
berbagi	share	berbagi	share	V;SG;ACT	V
bambu	bamboo	bambu	bamboo	N	N
bambu	tre	bambu	tre	N	N
kebiasaan	trù	kebiasaan	trù	N;SG	N
viii	viii	viii	viii	NUM	NUM
codex	codex	codex	codex	N	N
kombinasi	combo	kombinasi	combo	N;SG	N
player	player	player	player	N	N
penutup	che	pentutup	che	N;SG	N
malaikat	angels	malaikat	angels	N;SG	N
menyerah	nhường	menyerah	nhường	V;SG;ACT	V
mulut	miệng	mulut	miệng	N;SG	N
mulut	mồm	mulut	mồm	N;SG	N
muka	mặt	muka	mặt	N;SG	N
muka	face	muka	face	N;SG	N
muka	mặt	muka	mặt	N;SG	N
baca	đọc	baca	đọc	V;SG;ACT	V
mengoperasikan	mổ	menkoperasikan	mổ	V;SG;ACT	V
ribuan	nghìn	ribuan	nghìn	N;SG	N
ribuan	ngàn	ribuan	ngàn	N;SG	N
tembok	tường	tembok	tường	N;SG	N
tembok	tường	tembok	tường	N;SG	N
kebangsaan	nationalities	kebangsaan	nationalities	N;SG	N
tertutup	đóng	tertutup	đóng	V;SG;PASS	V
terjual	bán	terjual	bán	V;SG;PASS	V
bursa	kho	bursa	kho	N;SG	N
roti	mì	roti	mì	N;SG	N
organ	organ	organ	organ	N;SG	N
ham	ham	ham	ham	N;SG	N
anggur	rượu	anggur	rượu	N;SG	N
anggur	vang	anggur	vang	N;SG	N
tiang	pole	tiang	pole	N;SG	N
tiang	cột	tiang	cột	N;SG	N
tiang	buồm	tiang	buồm	N;SG	N
hantu	ma	hantu	ma	N;SG	N
hantu	ma	hantu	ma	N;SG	N
memaksa	buộc	menpaksa	buộc	V;SG;ACT	V
kekurangan	vitamin	kekurangan	vitamin	N;SG	N
helikopter	thăng	helikopter	thăng	N;SG	N
toyota	toyota	toyota	toyota	N	N
cincin	nhẫn	cincin	nhẫn	N;SG	N
cincin	nhẫn	cincin	nhẫn	N;SG	N
tiket	vé	tiket	vé	N;SG	N
tiket	vé	tiket	vé	N;SG	N
pangkat	rank	pangkat	rank	N;SG	N
tantangan	thạch	tantangan	thạch	N;SG	N
melepaskan	nhả	menlepaskan	nhả	V;SG;ACT	V
melepaskan	releasing	menlepaskan	releasing	V;SG;ACT	V
korupsi	nhũng	korupsi	nhũng	N;SG	N
idola	idol	idola	idol	N	N
kebakaran	lửa	kebakaran	lửa	N;SG	N
kebakaran	lứa	kebakaran	lứa	N;SG	N
billboard	billboard	billboard	billboard	N	N
kesejahteraan	wellness	kesejahteraan	wellness	N;SG	N
pemakaman	táng	penmakaman	táng	N;SG	N
pemakaman	lễ	penmakaman	lễ	N;SG	N
galaksi	galaxies	galaksi	galaxies	N;SG	N
galaksi	galaxy	galaksi	galaxy	N;SG	N
ion	ion	ion	ion	N	N
parkir	đỗ	parkir	đỗ	N;SG;ACT	N
profesi	nguyễn	profesi	nguyễn	N;SG	N
profesi	nghề	profesi	nghề	N;SG	N
penyebaran	tán	pensebaran	tán	N;SG	N
berdarah	bleed	berdarah	bleed	V;SG;ACT	V
kutub	pole	kutub	pole	N;SG	N
kutub	cột	kutub	cột	N;SG	N
awan	mây	awan	mây	N;SG	N
awan	mây	awan	mây	N;SG	N
moral	đạo	moral	đạo	N;SG	N
terluka	thương	terluka	thương	V;SG;PASS	V
terluka	thương	terluka	thương	V;SG;PASS	V
terluka	hại	terluka	hại	V;SG;PASS	V
terluka	thương	terluka	thương	V;SG;PASS	V
enzim	enzymes	enzim	enzymes	N;SG	N
enzim	enzyme	enzim	enzyme	N;SG	N
enzim	enzym	enzim	enzym	N;SG	N
auto	auto	auto	auto	N;SG	N
mengejar	đuổi	menkejar	đuổi	V;SG;ACT	V
pinggiran	mép	pinggiran	mép	N;SG	N
pinggiran	biên	pinggiran	biên	N;SG	N
pinggiran	fringe	pinggiran	fringe	N;SG	N
gawang	tiêu	gawang	tiêu	N;SG	N
primer	primer	primer	primer	N;SG	N
beras	gạo	beras	gạo	N;SG	N
beras	cơm	beras	cơm	N;SG	N
hancur	hư	hancur	hư	ADJ;SG	ADJ
datar	phẳng	datar	phẳng	N;SG	N
meja	bảng	meja	bảng	N;SG	N
meja	bàn	meja	bàn	N;SG	N
meja	bàn	meja	bàn	N;SG	N
meja	bảng	meja	bảng	N;SG	N
meja	bàn	meja	bàn	N;SG	N
menunjuk	bôi	mentunjuk	bôi	V;SG;ACT	V
parah	nặng	parah	nặng	ADJ;SG	ADJ
jawaban	tời	jawaban	tời	N;SG	N
longm	longm	longm	longm		
honda	honda	honda	honda	N	N
menyerupai	resemble	menserupai	resemble	V;SG;ACT	V
kambing	dê	kambing	dê	N;SG	N
tebal	dầy	tebal	dầy	ADJ;SG	ADJ
tebal	dày	tebal	dày	ADJ;SG	ADJ
tebal	đậm	tebal	đậm	ADJ;SG	ADJ
idol	idol	idol	idol	N	N
kebangkitan	resurrection	kebangkitan	resurrection	N;SG	N
kebangkitan	awakening	kebangkitan	awakening	N;SG	N
chelsea	chelsea	chelsea	chelsea	N	N
leluhur	ancestry	leluhur	ancestry	N	N
kredit	gmail	kredit	gmail	N;SG	N
baju	áo	baju	áo	N;SG	N
baju	váy	baju	váy	N;SG	N
baju	áo	baju	áo	N;SG	N
permaisuri	empress	permaisuri	empress	N	N
sirkuit	mạch	sirkuit	mạch	N;SG	N
jagung	maze	jagung	maze	N;SG	N
jagung	ngô	jagung	ngô	N;SG	N
jagung	bắp	jagung	bắp	N;SG	N
jagung	lúa	jagung	lúa	N;SG	N
aneh	lạ	aneh	lạ	ADJ;SG	ADJ
aneh	lạ	aneh	lạ	ADJ;SG	ADJ
aneh	lẻ	aneh	lẻ	ADJ;SG	ADJ
berani	đậm	berani	đậm	ADJ;SG	ADJ
serat	tơ	serat	tơ	N;SG	N
serat	fiber	serat	fiber	N;SG	N
serat	sợi	serat	sợi	N;SG	N
serat	sợi	serat	sợi	N;SG	N
serat	tơ	serat	tơ	N;SG	N
domba	cừu	domba	cừu	N;SG	N
domba	liệt	domba	liệt	N;SG	N
domba	lamb	domba	lamb	N;SG	N
domba	cừu	domba	cừu	N;SG	N
domba	cừu	domba	cừu	N;SG	N
menggabungkan	trộn	mengabungkan	trộn	V;SG;ACT	V
hebat	tuyệt	hebat	tuyệt	ADJ;SG	ADJ
lurus	sảnh	lurus	sảnh	N;SG	N
doktor	phd	doktor	phd	N;SG	N
station	trạm	station	trạm	N	N
station	ga	station	ga	N	N
gugus	cụm	gugus	cụm	N;SG	N
lambat	chậm	lambat	chậm	ADJ;SG	ADJ
sasaran	tiêu	sasaran	tiêu	N;SG	N
tahan	giữ	tahan	giữ	V;SG;ACT	V
menurun	giảm	menturun	giảm	V;SG;ACT	V
frame	khung	frame	khung	N	N
frame	khung	frame	khung	N	N
pemberontak	phiến	penberontak	phiến	N;SG	N
pemberontak	cự	penberontak	cự	N;SG	N
perunggu	đồng	perunggu	đồng	N;SG	N
situ	situ	situ	situ		
dihancurkan	hỏng	dihancurkan	hỏng	V;SG;PASS	V
tower	tháp	tower	tháp	N	N
disampaikan	nộp	disampaikan	nộp	V;SG;PASS	V
adaptasi	adaptation	adaptasi	adaptation	N;SG	N
hidrogen	hidro	hidrogen	hidro	N	N
hidrogen	hydrogen	hidrogen	hydrogen	N	N
hidrogen	hydro	hidrogen	hydro	N	N
uap	lết	uap	lết	N;SG	N
ponsel	mobile	ponsel	mobile	N;SG	N
ponsel	mobil	ponsel	mobil	N;SG	N
ponsel	đt	ponsel	đt	N;SG	N
rumpun	groves	rumpun	groves	N;SG	N
rumpun	clump	rumpun	clump	N;SG	N
lemak	béo	lemak	béo	N;SG	N
lemak	fat	lemak	fat	N;SG	N
lukas	luke	lukas	luke	N;SG	N
lukas	lukas	lukas	lukas	N;SG	N
konteks	contexts	konteks	contexts	N;SG	N
ternak	bò	ternak	bò	N;SG	N
rantai	xích	rantai	xích	N;SG	N
rantai	xích	rantai	xích	N;SG	N
rantai	đinh	rantai	đinh	N;SG	N
wisatawan	travellers	wisatawan	travellers	N;MASC;SG	N
kinerja	suất	kinerja	suất	N;SG	N
punggung	lưng	punggung	lưng	N;SG	N
merusak	tua	menrusak	tua	V;SG;ACT	V
sentral	sentral	sentral	sentral	N;SG	N
sentral	trung	sentral	trung	N;SG	N
menutup	đóng	mentutup	đóng	V;SG;ACT	V
menutup	cận	mentutup	cận	V;SG;ACT	V
menutup	đóng	mentutup	đóng	V;SG;ACT	V
mahal	đắt	mahal	đắt	ADJ;SG	ADJ
memanggil	gọi	menpanggil	gọi	V;SG;ACT	V
jamur	nấm	jamur	nấm	N;SG	N
jamur	nấm	jamur	nấm	N;SG	N
jamur	mốc	jamur	mốc	N;SG	N
jamur	nấm	jamur	nấm	N;SG	N
berkurang	giảm	berkurang	giảm	V;SG;ACT	V
bertanya	bảo	bertanya	bảo	V;SG;ACT	V
bertanya	hỏi	bertanya	hỏi	V;SG;ACT	V
kunjungan	khách	kunjungan	khách	N;SG	N
