inuti	درون	inuti	درون	N;NOM;INDF;MASC+FEM;SG	N;SG
broder	برادر	brod	برادر	N;NOM;INDF;MASC+FEM;SG	N;SG
broder	داداش	brod	داداش	N;NOM;INDF;MASC+FEM;SG	N;SG
talang	استعداد	talang	استعداد	N;NOM;INDF;MASC+FEM;SG	N;SG
talang	ذکاوت	talang	ذکاوت	N;NOM;INDF;MASC+FEM;SG	N;SG
presenterar	میزند	presentera	میزند	V;IND;PRS;FIN;ACT	V;SG;3;PRS
halsen	گلو	hals	گلو	N;NOM;DEF;MASC+FEM;SG	N;SG
halsen	گلوی	hals	گلو	N;NOM;DEF;MASC+FEM;SG	N;SG
halsen	گلوگاه	hals	گلوگاه	N;NOM;DEF;MASC+FEM;SG	N;SG
echo	پژواک	echo	پژواک	N;NOM;INDF;NEUT;SG	N;SG
echo	اکو	echo	None	N;NOM;INDF;NEUT;SG	N;SG
fuktiga	نمناک	fuktig	None	ADJ;NOM;PL	ADJ
autónoma	autónoma	auttnom	autónoma	N;NOM;INDF;MASC+FEM;SG	N;SG
flight	پروازی	flight	پروازی	N;NOM;INDF;MASC+FEM;SG	N;SG
flight	پرواز	flight	پرواز	N;NOM;INDF;MASC+FEM;SG	N;SG
tarapac	تاراپاکا	tarapac	تاراپاکا	N;NOM;INDF;MASC+FEM;SG	N;SG
parameter	پارامتر	paramet	پارامتر	N;NOM;INDF;MASC+FEM;SG	N;SG
linux	لینوکس	linux	لینوکس	N;NOM;INDF;NEUT;SG	N;SG
gudar	خدایان	gud	خدا	N;NOM;INDF;MASC+FEM;PL	N;PL
mello	ملو	mello	ملو	N;NOM;INDF;MASC+FEM;SG	N;SG
nödvändigtvis	الزاماً	nödvändigtvis	الزاماً	ADV	ADV
nödvändigtvis	لزوما	nödvändigtvis	لزوماً	ADV	ADV
nödvändigtvis	لزوماً	nödvändigtvis	لزوماً	ADV	ADV
minutus	minutus	minutus	minutus	N;NOM;INDF;MASC+FEM;SG	N;SG
akademin	آکادمی	akademin	آکادمی	N;NOM;DEF;MASC+FEM;SG	N;SG
akademin	فرهنگستان	akademin	فرهنگست	N;NOM;DEF;MASC+FEM;SG	N;SG
stridsvagnar	تانکها	stridsvagen	None	N;NOM;INDF;MASC+FEM;PL	N;PL
dömd	محکوم	dömd	محکوم	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
dömd	محکوم	dömd	محکوم	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ
räckvidd	دامنه	räckvidd	None	N;NOM;INDF;MASC+FEM;SG	N;SG
aechmea	اکمیه	aechmea	اکمیه	N;NOM;INDF;MASC+FEM;SG	N;SG
ocean	اقیانوس	ocean	None	N;NOM;INDF;MASC+FEM;SG	N;SG
ocean	اقیانوسی	ocean	اقیانوسی	N;NOM;INDF;MASC+FEM;SG	N;SG
buken	شکمی	buk	شکمی	N;NOM;DEF;MASC+FEM;SG	N;SG
buken	بطنی	buk	بطنی	N;NOM;DEF;MASC+FEM;SG	N;SG
buken	بطن	buk	بطن	N;NOM;DEF;MASC+FEM;SG	N;SG
buken	شکم	buk	شکم	N;NOM;DEF;MASC+FEM;SG	N;SG
buken	شکمش	buk	شکمش	N;NOM;DEF;MASC+FEM;SG	N;SG
stream	جریان	stream	جریان	N;NOM;INDF;MASC+FEM;SG	N;SG
stream	جریانی	stream	جریان	N;NOM;INDF;MASC+FEM;SG	N;SG
magasin	مجله	magasin	مجله	N;NOM;INDF;NEUT;SG	N;SG
magasin	انبار	magasin	انبار	N;NOM;INDF;NEUT;SG	N;SG
glauca	سیسکیو	glauca	سیسکیو	N;NOM;INDF;MASC+FEM;SG	N;SG
kill	کشتن	kill	کشتن	N;NOM;INDF;MASC+FEM;SG	N;SG
atp	atp	atp	atp	N;NOM;INDF;MASC+FEM;SG	N;SG
sekund	ثانیه	sekund	ثانیه	N;NOM;INDF;MASC+FEM;SG	N;SG
toyota	toyota	toyot	toyota	N;NOM;INDF;MASC+FEM;SG	N;SG
toyota	تویوتا	toyot	تویوتا	N;NOM;INDF;MASC+FEM;SG	N;SG
sal	سل	sal	سل	N;NOM;INDF;MASC+FEM;SG	N;SG
sal	سال	sal	سال	N;NOM;INDF;MASC+FEM;SG	N;SG
anatomi	تشریح	anatomi	تشریح	N;NOM;INDF;MASC+FEM;SG	N;SG
anatomi	آناتومی	anatomi	آناتومی	N;NOM;INDF;MASC+FEM;SG	N;SG
spets	اسپیتز	spets	اسپیتز	N;NOM;INDF;MASC+FEM;SG	N;SG
spets	نکته	spets	نکته	N;NOM;INDF;MASC+FEM;SG	N;SG
spets	نوک	spets	None	N;NOM;INDF;MASC+FEM;SG	N;SG
spets	انعام	spets	انعام	N;NOM;INDF;MASC+FEM;SG	N;SG
föraren	راننده	föraren	راننده	N;NOM;DEF;MASC+FEM;SG	N;SG
föraren	گرداننده	föraren	گرداننده	N;NOM;DEF;MASC+FEM;SG	N;SG
heights	هایتس	heights	هایتس	N;NOM;INDF;NEUT;SG	N;SG
reaktioner	واکنشهای	reaktion	واکنش	N;NOM;INDF;MASC+FEM;PL	N;PL
stam	قبیله	stam	None	N;NOM;INDF;MASC+FEM;SG	N;SG
stam	کرنش	stam	None	N;NOM;INDF;MASC+FEM;SG	N;SG
mänskligheten	انسانیت	mänsklighet	انسانیت	N;NOM;DEF;MASC+FEM;SG	N;SG
mänskligheten	بشر	mänsklighet	بشر	N;NOM;DEF;MASC+FEM;SG	N;SG
mänskligheten	بشریت	mänsklighet	بشریت	N;NOM;DEF;MASC+FEM;SG	N;SG
skal	شل	skal	None	N;NOM;INDF;NEUT;SG	N;SG
skal	پوسته	skal	پوسته	N;NOM;INDF;NEUT;SG	N;SG
skal	پیل	skal	پیل	N;NOM;INDF;NEUT;SG	N;SG
skal	صدف	skal	صدف	N;NOM;INDF;NEUT;SG	N;SG
cuba	کوبا	cuba	کوبا	N;NOM;INDF;MASC+FEM;SG	N;SG
pseudonym	تخلص	pseudonym	تخلص	N;NOM;INDF;MASC+FEM;SG	N;SG
tiaret	تیارت	tiare	تیارت	N;NOM;DEF;MASC+FEM;SG	N;SG
rapporter	گزارشها	rapport	گزارش	N;NOM;INDF;MASC+FEM;PL	N;PL
bark	بارک	bark	بارک	N;NOM;INDF;MASC+FEM;SG	N;SG
bark	پارس	bark	پارس	N;NOM;INDF;MASC+FEM;SG	N;SG
concepción	کنسپسیون	concepción	کنسپسیون	N;NOM;INDF;MASC+FEM;SG	N;SG
tillgängligt	موجود	tillgänglig	موجود	ADJ;NOM;INDF;NEUT;SG	ADJ
dialekt	گویش	dialekt	None	N;NOM;INDF;MASC+FEM;SG	N;SG
dialekt	ایرونی	dialekt	ایرونی	N;NOM;INDF;MASC+FEM;SG	N;SG
dialekt	آکسان	dialekt	آکسان	N;NOM;INDF;MASC+FEM;SG	N;SG
dialekt	لهجه	dialekt	لهجه	N;NOM;INDF;MASC+FEM;SG	N;SG
picta	picta	picta	picta	N;NOM;INDF;MASC+FEM;SG	N;SG
bundesliga	بوندسلیگا	bundeslig	بوندسلیگا	N;NOM;INDF;MASC+FEM;SG	N;SG
suppleant	متناوب	suppleant	متناوب	N;NOM;INDF;MASC+FEM;SG	N;SG
fienden	دشمن	fiende	دشمن	N;NOM;DEF;MASC+FEM;SG	N;SG
fienden	دشمنی	fiende	دشمنی	N;NOM;DEF;MASC+FEM;SG	N;SG
tredjedel	سومی	tredjedel	None	N;NOM;INDF;MASC+FEM;SG	N;SG
distribution	توزیع	distribution	توزیع	N;NOM;INDF;MASC+FEM;SG	N;SG
parentes	پرانتز	parente	پرانتز	N	N;SG
parentes	پرانتز	parente	پرانتز	N	N;SG
parentes	پرانتز	parente	پرانتز	N	N;SG
lucy	لوسی	lucy	لوسی	N;NOM;INDF;MASC+FEM;SG	N;SG
socker	شکری	socker	شکری	N;NOM;INDF;NEUT;SG	N;SG
socker	قند	socker	قند	N;NOM;INDF;NEUT;SG	N;SG
socker	شکر	socker	None	N;NOM;INDF;NEUT;SG	N;SG
fuente	فوئنته	fuent	فوئنته	N;NOM;INDF;NEUT;SG	N;SG
gorontalo	گورونتالو	gorontalo	گورونتالو	N;NOM;INDF;NEUT;SG	N;SG
paraíba	پارایبا	paratb	پارایبا	N;NOM;INDF;MASC+FEM;SG	N;SG
barr	سوزن	barr	سوزن	N;NOM;INDF;MASC+FEM;SG	N;SG
barr	بار	barr	بار	N;NOM;INDF;MASC+FEM;SG	N;SG
beat	بیت	bea	بیت	N;NOM;INDF;NEUT;SG	N;SG
ändring	متمم	ändring	None	N;NOM;INDF;MASC+FEM;SG	N;SG
ändring	تغییر	ändring	تغییر	N;NOM;INDF;MASC+FEM;SG	N;SG
arbetsgivare	کارفرمایان	arbetsgivare	کارفرمای	N;NOM;INDF;MASC+FEM;PL	N;PL
juryn	منصفه	juryn	None	N;NOM;DEF;MASC+FEM;SG	N;SG
oavgjort	گره	oavgöra	None	N;NOM;INDF;MASC+FEM;SG	N;SG
oavgjort	کروات	oavgöra	کروات	N;NOM;INDF;MASC+FEM;SG	N;SG
oavgjort	کراوات	oavgöra	کراوات	N;NOM;INDF;MASC+FEM;SG	N;SG
angela	آنگلا	angela	آنگلا	N;NOM;INDF;MASC+FEM;SG	N;SG
angela	آنجلا	angela	آنجلا	N;NOM;INDF;MASC+FEM;SG	N;SG
produkten	فرآورده	produkt	فرآورده	N;NOM;DEF;MASC+FEM;SG	N;SG
produkten	محصول	produkt	محصول	N;NOM;DEF;MASC+FEM;SG	N;SG
produkten	ضرب	produkt	None	N;NOM;DEF;MASC+FEM;SG	N;SG
produkten	حاصل	produkt	حاصل	N;NOM;DEF;MASC+FEM;SG	N;SG
katt	گربه	katt	گربه	N;NOM;INDF;MASC+FEM;SG	N;SG
katt	cat	katt	cat	N;NOM;INDF;MASC+FEM;SG	N;SG
katt	گربه	katt	گربه	N;NOM;INDF;MASC+FEM;SG	N;SG
representation	نمایندگی	representation	نمایندگی	N;NOM;INDF;MASC+FEM;SG	N;SG
logan	لوگان	loga	لوگان	N;NOM;DEF;MASC+FEM;SG	N;SG
logan	لوگن	loga	لوگن	N;NOM;DEF;MASC+FEM;SG	N;SG
osäkert	ناامن	osäker	ناامن	ADJ;NOM;INDF;NEUT;SG	ADJ
osäkert	متزلزل	osäker	متزلزل	ADJ;NOM;INDF;NEUT;SG	ADJ
osäkert	ناامن	osäker	ناامن	ADJ;NOM;INDF;NEUT;SG	ADJ
fenomenet	پدیده	fenomen	پدیده	N;NOM;DEF;NEUT;SG	N;SG
lägenhet	مسطح	lägenhet	مسطح	N;NOM;INDF;MASC+FEM;SG	N;SG
lägenhet	فلت	lägenhet	فلت	N;NOM;INDF;MASC+FEM;SG	N;SG
lägenhet	آپارتمان	lägenhet	None	N;NOM;INDF;MASC+FEM;SG	N;SG
lägenhet	آپارتمانی	lägenhet	آپارتمانی	N;NOM;INDF;MASC+FEM;SG	N;SG
iriska	ایرلند	irisk	ایرلند	N;NOM;INDF;MASC+FEM;SG	N;SG
iriska	ایرلندی	irisk	ایرلندی	N;NOM;INDF;MASC+FEM;SG	N;SG
fjorton	چهارده	fjorton	چهارده	NUM;NOM	NUM
ont	بد	ond	بد	ADJ;NOM;INDF;NEUT;SG	ADJ
kapital	پایتخت	kapital	پایتخت	N;NOM;INDF;NEUT;SG	N;SG
kapital	سرمایه	kapital	سرمایه	N;NOM;INDF;NEUT;SG	N;SG
uppkom	برخاست	uppkomma	بر#خاست#خیز	V;IND;PST;FIN;ACT	V;SG;3;PST
école	école	école	école	N;NOM;INDF;MASC+FEM;SG	N;SG
årlig	سالانه	årlig	سالانه	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
årlig	سالیانه	årlig	سالیانه	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
årlig	سالانه	årlig	سالانه	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
årlig	سالیانه	årlig	سالیانه	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
ockupationen	اشغال	ockupation	اشغال	N;NOM;DEF;MASC+FEM;SG	N;SG
databas	دادگان	databa	داده	N;NOM;INDF;MASC+FEM;SG	N;SG
guvernören	حاکم	guvernör	حاکم	N;NOM;DEF;MASC+FEM;SG	N;SG
guvernören	فرماندار	guvernör	فرماندار	N;NOM;DEF;MASC+FEM;SG	N;SG
dong	دونگ	dong	دونگ	N;NOM;INDF;MASC+FEM;SG	N;SG
sikt	نمایانی	sikt	نمایان	N;NOM;INDF;MASC+FEM;SG	N;SG
sikt	دید	sikt	دید#بین	N;NOM;INDF;MASC+FEM;SG	N;SG
ost	پنیر	ost	پنیر	N;NOM;INDF;MASC+FEM;SG	N;SG
medina	مدینا	medin	مدین	N;NOM;INDF;MASC+FEM;SG	N;SG
medina	مدینه	medin	مدینه	N;NOM;INDF;MASC+FEM;SG	N;SG
uttal	تلفظ	uttal	تلفظ	N;NOM;INDF;NEUT;SG	N;SG
uttal	آکسان	uttal	آکسان	N;NOM;INDF;NEUT;SG	N;SG
uttal	لهجه	uttal	لهجه	N;NOM;INDF;NEUT;SG	N;SG
dolly	دالی	dolly	دال	N;NOM;INDF;MASC+FEM;SG	N;SG
variationer	تغییرات	variation	تغییر	N;NOM;INDF;MASC+FEM;PL	N;PL
kaga	کاگا	kaga	کاگا	N;NOM;INDF;NEUT;SG	N;SG
krets	مدار	kreta	مدار	N;NOM;INDF;MASC+FEM;SG	N;SG
krets	circuit	kreta	circuit	N;NOM;INDF;MASC+FEM;SG	N;SG
sagor	داستانها	saga	داستان	N;NOM;INDF;MASC+FEM;PL	N;PL
patienten	بیمار	patient	بیمار	N;NOM;DEF;MASC+FEM;SG	N;SG
patienten	صبور	patient	None	N;NOM;DEF;MASC+FEM;SG	N;SG
patienten	صبر	patient	None	N;NOM;DEF;MASC+FEM;SG	N;SG
patienten	استقامت	patient	None	N;NOM;DEF;MASC+FEM;SG	N;SG
capitale	کاپیتال	capital	کاپیتال	N;NOM;INDF;MASC+FEM;SG	N;SG
hushåll	خانوار	hushåll	خانوار	N;NOM;INDF;NEUT;SG	N;SG
hushåll	خانوار	hushåll	خانوار	N;NOM;INDF;NEUT;SG	N;SG
verklighet	واقعیت	verklighet	واقعیت	N;NOM;INDF;MASC+FEM;SG	N;SG
doctor	دکتری	doctor	دکتری	N;NOM;INDF;MASC+FEM;SG	N;SG
doctor	داکتر	doctor	داکتر	N;NOM;INDF;MASC+FEM;SG	N;SG
doctor	دکتر	doctor	دکتر	N;NOM;INDF;MASC+FEM;SG	N;SG
sars	سارس	sars	سارس	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	چرخدار	vagn	چرخدار	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	واگن	vagn	واگن	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	کالسکه	vagn	کالسکه	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	نورد	vagn	نورد	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	درشکه	vagn	درشکه	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	ارابه	vagn	ارابه	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	چرخ	vagn	چرخ	N;NOM;INDF;MASC+FEM;SG	N;SG
vagn	گاری	vagn	گار	N;NOM;INDF;MASC+FEM;SG	N;SG
latakia	لاذقیه	latakium	لاذقیه	N;NOM;INDF;MASC+FEM;SG	N;SG
framträdanden	ظواهر	framträdande	ظواست#ظواه	N;NOM;INDF;NEUT;PL	N;PL
magnolia	مگنولیا	magnoli	مگنولیا	N;NOM;INDF;MASC+FEM;SG	N;SG
furste	پرنس	furst	پرنس	N;NOM;INDF;MASC+FEM;SG	N;SG
furste	پرینس	furst	پرینس	N;NOM;INDF;MASC+FEM;SG	N;SG
furste	شاهزاده	furst	شاهزاده	N;NOM;INDF;MASC+FEM;SG	N;SG
effektiv	مؤثر	effektiv	مؤثر	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
varelser	موجودات	varelse	None	N;NOM;INDF;MASC+FEM;PL	N;PL
varelser	مخلوقات	varelse	مخلوق	N;NOM;INDF;MASC+FEM;PL	N;PL
varelser	بندگان	varelse	بنده	N;NOM;INDF;MASC+FEM;PL	N;PL
said	گفت	said	گفت#گو	V;IMP;FIN;ACT	V;SG;3;PST
indonesiska	اندونزیایی	indonesisk	اندونزیایی	N;NOM;INDF;MASC+FEM;SG	N;SG
starkaste	قویترین	stark	قویترین	ADJ;NOM;DEF;RL	ADJ;RL
nueva	نوئوا	nueva	نوعوا	N;NOM;INDF;MASC+FEM;SG	N;SG
doubs	دوبس	doubs	دوبس	N;NOM;INDF;MASC+FEM;SG	N;SG
gay	گی	gay	گفت#گیر	N;NOM;INDF;MASC+FEM;SG	N;SG
gay	همجنسگرا	gay	همجنسرا	N;NOM;INDF;MASC+FEM;SG	N;SG
gay	gay	gay	gay	N;NOM;INDF;MASC+FEM;SG	N;SG
gay	همجنسگرایی	gay	همجنسگرایی	N;NOM;INDF;MASC+FEM;SG	N;SG
gay	سرخوش	gay	None	N;NOM;INDF;MASC+FEM;SG	N;SG
cell	سلول	cell	سلول	N;NOM;INDF;MASC+FEM;SG	N;SG
cell	یاخته	cell	یاخت#یاز	N;NOM;INDF;MASC+FEM;SG	N;SG
trädet	درخت	träde	درخت	N;NOM;DEF;NEUT;SG	N;SG
trädet	درختی	träde	درخت	N;NOM;DEF;NEUT;SG	N;SG
abou	ابو	abou	None	N;NOM;INDF;MASC+FEM;SG	N;SG
guadalajara	گوادالاخارا	guadalajar	گوادالاخارا	N;NOM;INDF;MASC+FEM;SG	N;SG
boxare	مبارزان	boxare	None	N;NOM;INDF;MASC+FEM;PL	N;PL
sunshine	آفتاب	sunshine	آفتاب	N;NOM;INDF;MASC+FEM;SG	N;SG
web	تار	web	تار	N;NOM;INDF;MASC+FEM;SG	N;SG
web	وب	web	وب	N;NOM;INDF;MASC+FEM;SG	N;SG
web	وبی	web	وبی	N;NOM;INDF;MASC+FEM;SG	N;SG
policy	سیاست	policy	سیاست	N;NOM;INDF;MASC+FEM;SG	N;SG
randall	رندل	randall	رندل	N;NOM;INDF;MASC+FEM;SG	N;SG
randall	راندال	randall	راندال	N;NOM;INDF;MASC+FEM;SG	N;SG
trinity	تثلیث	trinity	تثلیث	N;NOM;INDF;MASC+FEM;SG	N;SG
trinity	ترینیتی	trinity	ترینیتی	N;NOM;INDF;MASC+FEM;SG	N;SG
efterfrågan	مطالبه	efterfrågan	None	N;NOM;INDF;MASC+FEM;SG	N;SG
efterfrågan	تقاضا	efterfrågan	تقاضا	N;NOM;INDF;MASC+FEM;SG	N;SG
uppföljaren	دنباله	uppföljare	دنباله	N;NOM;DEF;MASC+FEM;SG	N;SG
kök	آشپزخانه	kök	آشپزخانه	N;NOM;INDF;NEUT;SG	N;SG
divisioner	تقسیمات	division	تقسیمه	N;NOM;INDF;MASC+FEM;PL	N;PL
divisioner	بخشها	division	بخش	N;NOM;INDF;MASC+FEM;PL	N;PL
överenskommelse	توافقنامه	överenskommelse	توافقنامه	N;NOM;INDF;MASC+FEM;SG	N;SG
överenskommelse	موافقتنامه	överenskommelse	موافقتنامه	N;NOM;INDF;MASC+FEM;SG	N;SG
överenskommelse	قرارداد	överenskommelse	قرارداد	N;NOM;INDF;MASC+FEM;SG	N;SG
överenskommelse	توافق	överenskommelse	توافق	N;NOM;INDF;MASC+FEM;SG	N;SG
helga	هلیا	helga	هلیا	N;NOM;INDF;MASC+FEM;SG	N;SG
helga	هلگا	helga	هلگا	N;NOM;INDF;MASC+FEM;SG	N;SG
mother	مادر	mother	مادر	N;NOM;INDF;MASC+FEM;SG	N;SG
mother	مادری	mother	مادر	N;NOM;INDF;MASC+FEM;SG	N;SG
falska	غلط	falsk	غلط	ADJ;NOM;PL	ADJ
ideologi	ایدئولوژی	ideologi	ایدئولوژی	N;NOM;INDF;MASC+FEM;SG	N;SG
pygmaea	pygmaea	pygmae	None	N;NOM;INDF;MASC+FEM;SG	N;SG
control	مهار	control	مهار	N;NOM;INDF;MASC+FEM;SG	N;SG
control	کنترل	control	کنترل	N;NOM;INDF;MASC+FEM;SG	N;SG
control	کنترول	control	کنترول	N;NOM;INDF;MASC+FEM;SG	N;SG
poster	موارد	post	مورد	N;NOM;INDF;MASC+FEM;PL	N;PL
rygg	عقب	rygg	عقب	N;NOM;INDF;MASC+FEM;SG	N;SG
mellanrum	شکاف	mellanrum	شکاف	N;NOM;INDF;NEUT;SG	N;SG
månaders	ماهها	månad	ماه	N;GEN;INDF;MASC+FEM;PL	N;PL
månaders	ماههای	månad	ماه	N;GEN;INDF;MASC+FEM;PL	N;PL
tät	متراکم	tät	متراکم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
horace	هوراس	horace	هوراس	N;NOM;INDF;MASC+FEM;SG	N;SG
stavning	هجی	stavning	هجی	N;NOM;INDF;MASC+FEM;SG	N;SG
stavning	املایی	stavning	املایی	N;NOM;INDF;MASC+FEM;SG	N;SG
publikationer	نشریات	publikation	نشریه	N;NOM;INDF;MASC+FEM;PL	N;PL
faktor	فاکتور	faktor	فاکتور	N;NOM;INDF;MASC+FEM;SG	N;SG
faktor	عامل	faktor	عامل	N;NOM;INDF;MASC+FEM;SG	N;SG
lateralis	lateralis	lateralis	lateralis	N;NOM;INDF;MASC+FEM;SG	N;SG
hemlig	محرمانه	hemlig	محرمانه	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
uppsatser	مقالات	uppsats	مقاله	N;NOM;INDF;MASC+FEM;PL	N;PL
utseendet	ظاهر	utseende	ظاهر	N;NOM;DEF;NEUT;SG	N;SG
standarden	استاندارد	standard	استاندارد	N;NOM;DEF;MASC+FEM;SG	N;SG
pier	اسکله	pier	اسکله	N;NOM;INDF;MASC+FEM;SG	N;SG
tomten	سانتا	tomt	سانتا	N;NOM;DEF;MASC+FEM;SG	N;SG
tomten	بابانوئل	tomt	بابانوئل	N;NOM;DEF;MASC+FEM;SG	N;SG
tomten	santa	tomt	santa	N;NOM;DEF;MASC+FEM;SG	N;SG
pedersen	پدرسن	peders	پدرسن	N;NOM;DEF;MASC+FEM;SG	N;SG
kaffe	قهوه	kaffe	قهوه	N;NOM;INDF;NEUT;SG	N;SG
kanon	کانن	kano	کانن	N;NOM;INDF;MASC+FEM;SG	N;SG
expert	متخصص	expert	متخصص	N;NOM;INDF;MASC+FEM;SG	N;SG
expert	کارشناس	expert	کارشناس	N;NOM;INDF;MASC+FEM;SG	N;SG
expert	expert	expert	expert	N;NOM;INDF;MASC+FEM;SG	N;SG
wing	بال	bing	بال	N;NOM;INDF;NEUT;SG	N;SG
wing	وینگ	bing	وینگ	N;NOM;INDF;NEUT;SG	N;SG
frisk	تندرست	frisk	تندرست	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
frisk	سالم	frisk	سالم	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
lysande	درخشان	lysa	None	ADJ;NOM;PRS;V.PTCP	ADJ
trädgårdar	باغها	trädgård	باغ	N;NOM;INDF;MASC+FEM;PL	N;PL
monark	مونارچ	monark	مونارچ	N;NOM;INDF;MASC+FEM;SG	N;SG
programvara	نرمافزار	programvar	نرمافزار	N;NOM;INDF;MASC+FEM;SG	N;SG
ateljé	studio	ateljé	studio	N;NOM;INDF;MASC+FEM;SG	N;SG
ateljé	استودیو	ateljé	استودیو	N;NOM;INDF;MASC+FEM;SG	N;SG
ateljé	استدیو	ateljé	استدیو	N;NOM;INDF;MASC+FEM;SG	N;SG
konferens	کنفرانس	konferens	کنفرانس	N;NOM;INDF;MASC+FEM;SG	N;SG
konferens	همایش	konferens	همایش	N;NOM;INDF;MASC+FEM;SG	N;SG
gäng	گنگ	gäng	گنگ	N;NOM;INDF;NEUT;SG	N;SG
gäng	دسته	gäng	دسته	N;NOM;INDF;NEUT;SG	N;SG
orkestern	ارکستر	orkester	ارکستر	N;NOM;DEF;MASC+FEM;SG	N;SG
glädje	لذّت	glädje	لذّت	N;NOM;INDF;MASC+FEM;SG	N;SG
glädje	لذت	glädje	لذت	N;NOM;INDF;MASC+FEM;SG	N;SG
glädje	مسرت	glädje	مسرت	N;NOM;INDF;MASC+FEM;SG	N;SG
glädje	شادی	glädje	شادی	N;NOM;INDF;MASC+FEM;SG	N;SG
glädje	جوی	glädje	جو	N;NOM;INDF;MASC+FEM;SG	N;SG
glädje	شادمانی	glädje	شادمانی	N;NOM;INDF;MASC+FEM;SG	N;SG
glädje	خوشی	glädje	None	N;NOM;INDF;MASC+FEM;SG	N;SG
räknat	محسوب	räkna	محسوب	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
tågen	قطارها	tågen	قطار	N;NOM;DEF;NEUT;PL	N;PL
tågen	متقاضیان	tågen	متقاضی	N;NOM;DEF;NEUT;PL	N;PL
sundet	تنگه	sund	تنگه	N;NOM;DEF;NEUT;SG	N;SG
sundet	استریتس	sund	استریتس	N;NOM;DEF;NEUT;SG	N;SG
synd	ترحم	synd	ترحم	N;NOM;INDF;MASC+FEM;SG	N;SG
synd	افسوس	synd	None	N;NOM;INDF;MASC+FEM;SG	N;SG
synd	گناه	synd	گناه	N;NOM;INDF;MASC+FEM;SG	N;SG
synd	sin	synd	sin	N;NOM;INDF;MASC+FEM;SG	N;SG
synd	گناهی	synd	گناه	N;NOM;INDF;MASC+FEM;SG	N;SG
verkan	اثر	verkan	اثر	N;NOM;INDF;MASC+FEM;SG	N;SG
verkan	جلوه	verkan	جلوه	N;NOM;INDF;MASC+FEM;SG	N;SG
verkan	تأثیر	verkan	تأثیر	N;NOM;INDF;MASC+FEM;SG	N;SG
förbjudet	ممنوع	förbjuden	ممنوع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
förbjudet	ممنوع	förbjuden	ممنوع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
förbjudet	ممنوع	förbjuden	ممنوع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
uggla	بوف	uggel	بوف	N;NOM;INDF;MASC+FEM;SG	N;SG
uggla	جغد	uggel	جغد	N;NOM;INDF;MASC+FEM;SG	N;SG
summan	مجموع	summan	مجموع	N;NOM;DEF;MASC+FEM;SG	N;SG
summan	مبلغ	summan	مبلغ	N;NOM;DEF;MASC+FEM;SG	N;SG
vätska	سیال	vätsk	سیال	N;NOM;INDF;MASC+FEM;SG	N;SG
vätska	مایع	vätsk	مایع	N;NOM;INDF;MASC+FEM;SG	N;SG
vätska	شاره	vätsk	شاره	N;NOM;INDF;MASC+FEM;SG	N;SG
vätska	مایع	vätsk	مایع	N;NOM;INDF;MASC+FEM;SG	N;SG
koloni	کلونی	koloni	کلونی	N;NOM;INDF;MASC+FEM;SG	N;SG
koloni	مستعمره	koloni	مستعمره	N;NOM;INDF;MASC+FEM;SG	N;SG
glada	خوشبخت	glad	خوشبخت	ADJ;NOM;PL	ADJ
glada	خوش	glad	خوش	ADJ;NOM;PL	ADJ
glada	شاد	glad	شاد	ADJ;NOM;PL	ADJ
glada	خوشحال	glad	None	ADJ;NOM;PL	ADJ
banco	بانکو	banco	None	N;NOM;INDF;MASC+FEM;SG	N;SG
bog	شونه	bog	شونه	N;NOM;INDF;MASC+FEM;SG	N;SG
bog	شانه	bog	شانه	N;NOM;INDF;MASC+FEM;SG	N;SG
bog	تعظیم	bog	تعظیم	N;NOM;INDF;MASC+FEM;SG	N;SG
bog	سجده	bog	سجده	N;NOM;INDF;MASC+FEM;SG	N;SG
bog	کمان	bog	None	N;NOM;INDF;MASC+FEM;SG	N;SG
bog	باتلاق	bog	باتلاق	N;NOM;INDF;MASC+FEM;SG	N;SG
torpet	کلبه	torp	کلبه	N;NOM;DEF;NEUT;SG	N;SG
