الاكتئاب	depresión	اِكتِئَاب	depresión	N;NOM;DEF;SG	N;FEM;SG
التوجهات	orientaciones	تَوَجُّه	orientación	N;NOM;DEF;PL	N;FEM;PL
تقاطع	intersección	تَقَاطُع	intersección	N;NOM;INDF;SG	N;FEM;SG
تقاطع	cruce	تَقَاطُع	cruce	N;NOM;INDF;SG	N;MASC;SG
نشيد	himno	نشيد	himno	N;NOM;INDF;SG	N;MASC;SG
عنف	violencia	عُنف	violencia	N;NOM;INDF;SG	N;FEM;SG
تدهور	empeoramiento	تَدَهوُر	empeoramiento	N;NOM;INDF;SG	N;MASC;SG
تدهور	deterioro	تَدَهوُر	deterioro	N;NOM;INDF;SG	N;MASC;SG
تدهور	degradación	تَدَهوُر	degradación	N;NOM;INDF;SG	N;FEM;SG
الصراعات	conflictos	صِرَاع	conflicto	N;NOM;DEF;PL	N;MASC;PL
الصراعات	conflictos	صِرَاع	conflicto	N;NOM;DEF;PL	N;MASC;PL
تتطور	evolucionar	تَطَوَّر	evolucionar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تتطور	evolucionando	تَطَوَّر	evolucionar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.MSDR
مسافات	espacios	مَسَاف	espacio	N;NOM;INDF;PL	N;MASC;PL
مسافات	distancias	مَسَاف	distancia	N;NOM;INDF;PL	N;FEM;PL
اخذ	tomando	أَخذ	tomar	V;PFV;MASC;SG;3;ACT	V;V.MSDR
اخذ	teniendo	أَخذ	tener	V;PFV;MASC;SG;3;ACT	V;V.MSDR
اخذ	tomar	أَخذ	tomar	V;PFV;MASC;SG;3;ACT	V;NFIN
اخذ	toma	أَخذ	tomar	V;PFV;MASC;SG;3;ACT	V;IND;SG;3;PRS;FIN
اخذ	tome	أَخذ	tomar	V;PFV;MASC;SG;3;ACT	V;IMP;SG;3;FIN
الفترات	periodos	فَترَة	periodo	N;NOM;DEF;PL	N;MASC;PL
الفترات	períodos	فَترَة	período	N;NOM;DEF;PL	N;MASC;PL
واقعية	realista	وَاقِعِيَّة	realista	ADJ;NOM;INDF;FEM;SG	ADJ;SG
زرقاء	blue	زَرِيق	blue	N;NOM;INDF;PL	N
هياكل	estructuras	هَيكَل	estructura	N;NOM;INDF;PL	N;FEM;PL
الورد	roses	وَرد	ros	N;NOM;DEF;SG	N;MASC
شحنة	cargo	شَحنَة	cargo	N;NOM;INDF;SG	N;MASC;SG
شحنة	cargamento	شَحنَة	cargamento	N;NOM;INDF;SG	N;MASC;SG
شحنة	carga	شَحنَة	carga	N;NOM;INDF;SG	N;FEM;SG
شحنة	remesa	شَحنَة	remesa	N;NOM;INDF;SG	N;FEM;SG
شحنة	consignación	شَحنَة	consignación	N;NOM;INDF;SG	N;FEM;SG
شحنة	cargamento	شَحنَة	cargamento	N;NOM;INDF;SG	N;MASC;SG
شحنة	envío	شَحنَة	envío	N;NOM;INDF;SG	N;MASC;SG
نشطة	activo	نَشَاط	activo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
نشطة	activa	نَشَاط	activo	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
قنابل	bombas	قنابل	bomba	N;NOM;INDF;PL	N;FEM;PL
الفرص	chances	فُرصَة	chance	N;NOM;DEF;PL	N;FEM;PL
الفرص	oportunidades	فُرصَة	oportunidad	N;NOM;DEF;PL	N;FEM;PL
الفرص	oportunidades	فُرصَة	oportunidad	N;NOM;DEF;PL	N;FEM;PL
الفولاذ	acero	فُولَاذ	acero	N;NOM;DEF;SG	N;MASC;SG
نشوء	aparición	نَشوَء	aparición	N;NOM;INDF;SG	N;FEM;SG
نشوء	surgimiento	نَشوَء	surgimiento	N;NOM;INDF;SG	N;MASC;SG
المثل	proverbio	مِثل	proverbio	N;NOM;DEF;SG	N;MASC;SG
السجناء	reclusos	سَجِين	recluso	N;NOM;DEF;PL	N;MASC;PL
السجناء	prisioneros	سَجِين	prisionero	N;NOM;DEF;PL	N;MASC;PL
السجناء	presos	سَجِين	preso	N;NOM;DEF;PL	N;MASC;PL
سلمية	pacífico	سِلمِيّ	pacífico	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
سلمية	pacífica	سِلمِيّ	pacífico	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
ترميم	restablecimiento	تَرمِيم	restablecimiento	N;NOM;INDF;SG	N;MASC;SG
ترميم	restauración	تَرمِيم	restauración	N;NOM;INDF;SG	N;FEM;SG
المحافظين	conservadores	مُحَافِظ	conservador	N;NOM;DEF;PL	N;MASC;PL
راية	pancarta	رَايَة	pancarta	N;NOM;INDF;SG	N;FEM;SG
راية	estandarte	رَايَة	estandarte	N;NOM;INDF;SG	N;MASC;SG
راية	bandera	رَايَة	bandera	N;NOM;INDF;SG	N;FEM;SG
راية	banner	رَايَة	banner	N;NOM;INDF;SG	N;MASC;SG
العروس	novia	عَرس	novia	N;NOM;DEF;SG	N;FEM;SG
ضريبة	fiscalidad	ضَرِيبَة	fiscalidad	N;NOM;INDF;SG	N;FEM;SG
ضريبة	tributación	ضَرِيبَة	tributación	N;NOM;INDF;SG	N;FEM;SG
مطالب	exigencias	مَطلَب	exigencia	N;NOM;INDF;PL	N;FEM;PL
مطالب	demandas	مَطلَب	demanda	N;NOM;INDF;PL	N;FEM;PL
ثانوي	secundaria	ثَانَوِيّ	secundario	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
ثانوي	secundario	ثَانَوِيّ	secundario	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
جاذبية	atracción	جَاذِبِيَّة	atracción	N;NOM;INDF;SG	N;FEM;SG
جاذبية	gravedad	جَاذِبِيَّة	gravedad	N;NOM;INDF;SG	N;FEM;SG
سعادة	felicidad	سَعَادَة	felicidad	N;NOM;INDF;SG	N;FEM;SG
العشرات	docenas	عَشَرَة	docena	N;NOM;DEF;PL	N;FEM;PL
العشرات	decenas	عَشَرَة	decena	N;NOM;DEF;PL	N;FEM;PL
المبلغ	monto	مَبلَغ	monto	N;NOM;DEF;SG	N;MASC;SG
المبلغ	cantidad	مَبلَغ	cantidad	N;NOM;DEF;SG	N;FEM;SG
المبلغ	importe	مَبلَغ	importe	N;NOM;DEF;SG	N;MASC;SG
المبلغ	sum	مَبلَغ	sum	N;NOM;DEF;SG	N
المبلغ	suma	مَبلَغ	suma	N;NOM;DEF;SG	N;FEM;SG
ذكية	listo	ذَكِيّ	listo	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
ذكية	inteligente	ذَكِيّ	inteligente	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الزيارة	visita	زِيَارَة	visita	N;NOM;DEF;SG	N;FEM;SG
الزيارة	visita	زِيَارَة	visita	N;NOM;DEF;SG	N;FEM;SG
دوما	always	دَوم	alway	N;ACC;INDF;SG	N
ملاكم	boxeador	مَلكَم	boxeador	N;NOM;INDF;SG	N;MASC;SG
ملاكم	boxer	مَلكَم	boxer	N;NOM;INDF;SG	N;MASC;SG
حاشية	comitiva	حَاشِي	comitiva	N;NOM;INDF;SG	N;FEM;SG
حاشية	séquito	حَاشِي	séquito	N;NOM;INDF;SG	N;MASC;SG
حاشية	postscript	حَاشِي	postscript	N;NOM;INDF;SG	N;MASC;SG
دمرت	destruyó	دَمَّر	destruir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
العلاجات	remedios	عَلَاجَة	remedio	N;NOM;DEF;PL	N;MASC;PL
العلاجات	tratamientos	عَلَاجَة	tratamiento	N;NOM;DEF;PL	N;MASC;PL
العلاجات	terapias	عَلَاجَة	terapia	N;NOM;DEF;PL	N;FEM;PL
ضروري	necesaria	ضَرُورِيّ	necesario	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
ضروري	necesario	ضَرُورِيّ	necesario	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
التراب	suciedad	تُرَاب	suciedad	N;NOM;DEF;SG	N;FEM;SG
التراب	mugre	تُرَاب	mugre	N;NOM;DEF;SG	N;FEM;SG
فرضية	hipótesis	فَرضِيَّة	hipótesis	N;NOM;INDF;SG	N;FEM
موثوقة	fiable	مَوثُوق	fiable	ADJ;NOM;INDF;FEM;SG	ADJ;SG
موثوقة	confiable	مَوثُوق	confiable	ADJ;NOM;INDF;FEM;SG	ADJ;SG
تجار	comerciantes	تَاجِر	comerciante	N;NOM;INDF;PL	N;PL
تجار	comerciantes	تَاجِر	comerciante	N;NOM;INDF;PL	N;PL
تجار	mercaderes	تَاجِر	mercader	N;NOM;INDF;PL	N;MASC;PL
تجار	traficantes	تَاجِر	traficante	N;NOM;INDF;PL	N;PL
تجار	concesionarios	تَاجِر	concesionario	N;NOM;INDF;PL	N;MASC;PL
تجار	comerciantes	تَاجِر	comerciante	N;NOM;INDF;PL	N;PL
تجار	distribuidores	تَاجِر	distribuidor	N;NOM;INDF;PL	N;MASC;PL
واجهت	enfrentó	وَاجَه	enfrentar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
التوصيل	entrega	تَوصِيل	entrega	N;NOM;DEF;SG	N;FEM;SG
التوصيل	parto	تَوصِيل	parto	N;NOM;DEF;SG	N;MASC;SG
العلاجية	terapéutica	عِلَاجِيّ	terapéutico	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
العلاجية	terapéutico	عِلَاجِيّ	terapéutico	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
ركاب	pasajeros	رَاكِب	pasajero	N;NOM;INDF;PL	N;MASC;PL
الكهف	gruta	كَهف	gruta	N;NOM;DEF;SG	N;FEM;SG
الكهف	cueva	كَهف	cueva	N;NOM;DEF;SG	N;FEM;SG
الكهف	cave	كَهف	cave	N;NOM;DEF;SG	N
الكهف	caverna	كَهف	caverna	N;NOM;DEF;SG	N;FEM;SG
الحارس	guardia	حَارِس	guardia	N;NOM;DEF;SG	N;SG
المطاعم	restaurantes	مَطعَم	restaurante	N;NOM;DEF;PL	N;PL
معماري	arquitectónico	مُعَمَّار	arquitectónico	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
معماري	arquitectónica	مُعَمَّار	arquitectónico	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
عانت	sufrió	عَانَى	sufrir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
الترخيص	licencia	تَرخِيص	licencia	N;NOM;DEF;SG	N;FEM;SG
الترخيص	autorización	تَرخِيص	autorización	N;NOM;DEF;SG	N;FEM;SG
الترخيص	licencia	تَرخِيص	licencia	N;NOM;DEF;SG	N;FEM;SG
الترخيص	licencia	تَرخِيص	licencia	N;NOM;DEF;SG	N;FEM;SG
الترخيص	aclaramiento	تَرخِيص	aclaramiento	N;NOM;DEF;SG	N;MASC;SG
المعاملات	transacciones	مُعَامَلَة	transacción	N;NOM;DEF;PL	N;FEM;PL
المعاملات	transacciones	مُعَامَلَة	transacción	N;NOM;DEF;PL	N;FEM;PL
المعاملات	operaciones	مُعَامَلَة	operación	N;NOM;DEF;PL	N;FEM;PL
المختبر	laboratorio	مُختَبَر	laboratorio	N;NOM;DEF;SG	N;MASC;SG
المختبر	laboratorio	مُختَبَر	laboratorio	N;NOM;DEF;SG	N;MASC;SG
المختبر	lab	مُختَبَر	lab	N;NOM;DEF;SG	N
شعاع	viga	شعاع	viga	N;NOM;INDF;SG	N;FEM;SG
شعاع	rayo	شعاع	rayo	N;NOM;INDF;SG	N;MASC;SG
التحرك	movimiento	تَحَرُّك	movimiento	N;NOM;DEF;SG	N;MASC;SG
التحرك	mudanza	تَحَرُّك	mudanza	N;NOM;DEF;SG	N;FEM;SG
التحرك	mudanza	تَحَرُّك	mudanza	N;NOM;DEF;SG	N;FEM;SG
واقعة	incidente	وَاقِع	incidente	N;NOM;INDF;SG	N;SG
ينشر	publica	نَشَر	publicar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
التمريض	enfermería	تَمرِيض	enfermería	N;NOM;DEF;SG	N;FEM;SG
قضائية	judicial	قَضَائِيّ	judicial	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الشريك	compañero	شَرِيك	compañero	N;NOM;DEF;SG	N;MASC;SG
الشريك	pareja	شَرِيك	pareja	N;NOM;DEF;SG	N;FEM;SG
الشريك	socio	شَرِيك	socio	N;NOM;DEF;SG	N;MASC;SG
الشريك	partner	شَرِيك	partner	N;NOM;DEF;SG	N;MASC;SG
الشريك	socia	شَرِيك	socia	N;NOM;DEF;SG	N;FEM;SG
القران	corán	قَرن	corar	N;NOM;DEF;SG	N;MASC;SG
القران	corán	قَرن	corar	N;NOM;DEF;SG	N;MASC;SG
وجبة	sémola	وجبة	sémola	N;NOM;INDF;SG	N;FEM;SG
مسجلة	registrado	مُسَجَّل	registrado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
مسجلة	inscrito	مُسَجَّل	inscribir	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
مسجلة	registrada	مُسَجَّل	registrado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
الاشتراك	suscripción	اِشتِرَاك	suscripción	N;NOM;DEF;SG	N;FEM;SG
الاشتراك	abono	اِشتِرَاك	abono	N;NOM;DEF;SG	N;MASC;SG
الاشتراك	suscripción	اِشتِرَاك	suscripción	N;NOM;DEF;SG	N;FEM;SG
الجذر	root	جِذر	root	N;NOM;DEF;SG	N
الجذر	raíz	جِذر	raíz	N;NOM;DEF;SG	N;FEM;SG
قمع	represión	قَمع	represión	N;NOM;INDF;SG	N;FEM;SG
قمع	embudo	قَمع	embudo	N;NOM;INDF;SG	N;MASC;SG
قمع	represión	قَمع	represión	N;NOM;INDF;SG	N;FEM;SG
قمع	supresión	قَمع	supresión	N;NOM;INDF;SG	N;FEM;SG
الولاء	fidelidad	وَلَاء	fidelidad	N;NOM;DEF;SG	N;FEM;SG
الولاء	lealtad	وَلَاء	lealtad	N;NOM;DEF;SG	N;FEM;SG
مستقرة	estable	مُستَقِرّ	estable	ADJ;NOM;INDF;FEM;SG	ADJ;SG
متفرقة	disperso	مُتَفَرِّق	disperso	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
متفرقة	dispersa	مُتَفَرِّق	disperso	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
السند	vínculo	سَنَد	vínculo	N;NOM;DEF;SG	N;MASC;SG
السند	lazo	سَنَد	lazo	N;NOM;DEF;SG	N;MASC;SG
السند	bond	سَنَد	bond	N;NOM;DEF;SG	N;SG
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	N;SG
الاحتراق	combustión	اِحتِرَاق	combustión	N;NOM;DEF;SG	N;FEM;SG
تقاليد	tradiciones	تَقلِيد	tradición	N;NOM;INDF;PL	N;FEM;PL
تقاليد	tradiciones	تَقلِيد	tradición	N;NOM;INDF;PL	N;FEM;PL
الشك	duda	شَكّ	duda	N;NOM;DEF;SG	N;FEM;SG
المخيم	camp	مُخَيَّم	camp	N;NOM;DEF;SG	N;MASC;SG
المخيم	campamento	مُخَيَّم	campamento	N;NOM;DEF;SG	N;MASC;SG
المخيم	campo	مُخَيَّم	campo	N;NOM;DEF;SG	N;MASC;SG
مد	marea	مَدّ	marea	N;NOM;INDF;SG	N;FEM;SG
مد	marea	مَدّ	marea	N;NOM;INDF;SG	N;FEM;SG
موثقة	documentado	موثقة	documentado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
موثقة	documentada	موثقة	documentado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
عصابة	pandilla	عِصَابَة	pandilla	N;NOM;INDF;SG	N;FEM;SG
عصابة	banda	عِصَابَة	banda	N;NOM;INDF;SG	N;FEM;SG
عصابة	gang	عِصَابَة	gang	N;NOM;INDF;SG	N
البخار	vapor	بِخَار	vapor	N;NOM;DEF;SG	N;MASC;SG
البخار	steam	بِخَار	steam	N;NOM;DEF;SG	N;SG
مسارات	senderos	مَسَار	sendero	N;NOM;INDF;PL	N;MASC;PL
مسارات	caminos	مَسَار	camino	N;NOM;INDF;PL	N;MASC;PL
مسارات	huellas	مَسَار	huella	N;NOM;INDF;PL	N;FEM;PL
مسارات	pistas	مَسَار	pista	N;NOM;INDF;PL	N;FEM;PL
مسارات	tracks	مَسَار	tracks	N;NOM;INDF;PL	N;MASC;PL
مسارات	senderos	مَسَار	sendero	N;NOM;INDF;PL	N;MASC;PL
تفجيرات	atentados	تَفجِير	atentado	N;NOM;INDF;PL	N;MASC;PL
تفجيرات	bombardeos	تَفجِير	bombardeo	N;NOM;INDF;PL	N;MASC;PL
تفجيرات	explosiones	تَفجِير	explosión	N;NOM;INDF;PL	N;FEM;PL
الانفصال	separación	اِنفِصَال	separación	N;NOM;DEF;SG	N;FEM;SG
التحدث	talk	تَحَدُّث	talk	N;NOM;DEF;SG	N
التحدث	charla	تَحَدُّث	charla	N;NOM;DEF;SG	N;FEM;SG
القطط	gatos	قُطَّة	gato	N;NOM;DEF;PL	N;MASC;PL
المرمى	gol	مَرمَى	gol	N;NOM;DEF;SG	N;MASC;SG
المرمى	meta	مَرمَى	meta	N;NOM;DEF;SG	N;FEM;SG
المرمى	objetivo	مَرمَى	objetivo	N;NOM;DEF;SG	N;MASC;SG
المرمى	portería	مَرمَى	portería	N;NOM;DEF;SG	N;FEM;SG
مصير	destino	مَصِير	destino	N;NOM;INDF;SG	N;MASC;SG
المرتبط	asociado	مُرتَبِط	asociado	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
المرتبط	asociada	مُرتَبِط	asociado	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG;V.PTCP
الحجاب	velo	حِجَاب	velo	N;NOM;DEF;SG	N;MASC;SG
الحجاب	veil	حِجَاب	veil	N;NOM;DEF;SG	N
معمل	laboratorio	مُعمَل	laboratorio	N;NOM;INDF;SG	N;MASC;SG
معمل	lab	مُعمَل	lab	N;NOM;INDF;SG	N
يرسل	envía	أَرسَل	enviar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ذهبي	dorada	ذهبي	dorado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
ذهبي	dorado	ذهبي	dorado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
ذهبي	dorada	ذهبي	dorado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
ذهبي	dorado	ذهبي	dorado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
عموم	cacerola	عُمُوم	cacerola	N;NOM;INDF;SG	N;FEM;SG
عموم	sartén	عُمُوم	sartén	N;NOM;INDF;SG	N;FEM;SG
عموم	pan	عُمُوم	pan	N;NOM;INDF;SG	N;MASC;SG
القنبلة	bomba	قُنبُلَة	bomba	N;NOM;DEF;SG	N;FEM;SG
مسبق	adelanto	مُسبَق	adelanto	N;NOM;INDF;SG	N;MASC;SG
مسبق	avance	مُسبَق	avance	N;NOM;INDF;SG	N;MASC;SG
مسبق	anticipo	مُسبَق	anticipo	N;NOM;INDF;SG	N;MASC;SG
مسبق	prior	مُسبَق	prior	N;NOM;INDF;SG	N;MASC;SG
دعاية	propaganda	دِعَايَة	propaganda	N;NOM;INDF;SG	N;FEM;SG
وزيرة	ministro	وَزِيرَة	ministro	N;NOM;INDF;SG	N;MASC;SG
وزيرة	pastor	وَزِيرَة	pastor	N;NOM;INDF;SG	N;MASC;SG
وزيرة	ministra	وَزِيرَة	ministra	N;NOM;INDF;SG	N;FEM;SG
احتفال	celebración	اِحتِفَال	celebración	N;NOM;INDF;SG	N;FEM;SG
احتفال	festejo	اِحتِفَال	festejo	N;NOM;INDF;SG	N;MASC;SG
التحديد	selección	تَحدِيد	selección	N;NOM;DEF;SG	N;FEM;SG
التحديد	identificación	تَحدِيد	identificación	N;NOM;DEF;SG	N;FEM;SG
مخالف	disidencia	مُخَالِف	disidencia	N;NOM;INDF;SG	N;FEM;SG
مخالف	disidente	مُخَالِف	disidente	N;NOM;INDF;SG	N;SG
الاستخدامات	usos	اِستِخدَام	uso	N;NOM;DEF;PL	N;MASC;PL
العبودية	esclavitud	عُبُودِيّ	esclavitud	N;NOM;DEF;SG	N;FEM;SG
العبودية	servidumbre	عُبُودِيّ	servidumbre	N;NOM;DEF;SG	N;FEM;SG
العبودية	esclavitud	عُبُودِيّ	esclavitud	N;NOM;DEF;SG	N;FEM;SG
فوج	vogue	فَوجَ	vogar	N;NOM;INDF;SG	N;FEM;SG
الروائي	novelista	رِوَائِيّ	novelista	N;NOM;DEF;SG	N;SG
ينحدر	descendió	اِنحَدَر	descender	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PST;FIN
منحنى	curva	منحنى	curva	N;NOM;INDF;SG	N;FEM;SG
السلك	alambre	سِلكَة	alambre	N;NOM;DEF;SG	N;MASC;SG
السلك	wire	سِلكَة	wire	N;NOM;DEF;SG	N;SG
لغوية	lingüístico	لَغوِيّ	lingüístico	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
وطن	patria	وَطَن	patria	N;NOM;INDF;SG	N;FEM;SG
يعترف	admite	اِعتَرَف	admitir	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
يعترف	reconoce	اِعتَرَف	reconocer	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
استضافة	hospedaje	اِستِضَافَة	hospedaje	N;NOM;INDF;SG	N;MASC;SG
استضافة	hosting	اِستِضَافَة	hosting	N;NOM;INDF;SG	N;MASC;SG
المحاكمة	juicio	مُحَاكَمَة	juicio	N;NOM;DEF;SG	N;MASC;SG
المحاكمة	ensayo	مُحَاكَمَة	ensayo	N;NOM;DEF;SG	N;MASC;SG
المحاكمة	enjuiciamiento	مُحَاكَمَة	enjuiciamiento	N;NOM;DEF;SG	N;MASC;SG
المحاكمة	acusación	مُحَاكَمَة	acusación	N;NOM;DEF;SG	N;FEM;SG
المحاكمة	fiscalía	مُحَاكَمَة	fiscalía	N;NOM;DEF;SG	N;FEM;SG
وجوه	caras	وَجه	cara	N;NOM;INDF;PL	N;FEM;PL
وجوه	rostros	وَجه	rostro	N;NOM;INDF;PL	N;MASC;PL
التشريع	legislación	تَشرِيع	legislación	N;NOM;DEF;SG	N;FEM;SG
انعدام	carencia	اِنعِدَام	carencia	N;NOM;INDF;SG	N;FEM;SG
انعدام	falta	اِنعِدَام	falta	N;NOM;INDF;SG	N;FEM;SG
الاطفال	ninos	طِفل	nino	N;NOM;DEF;PL	N;MASC;PL
الاطفال	niños	طِفل	niño	N;NOM;DEF;PL	N;MASC;PL
الاطفال	kids	طِفل	kids	N;NOM;DEF;PL	N
الاطفال	ninos	طِفل	nino	N;NOM;DEF;PL	N;MASC;PL
الاطفال	niños	طِفل	niño	N;NOM;DEF;PL	N;MASC;PL
الاطفال	bebes	طِفل	beber	N;NOM;DEF;PL	N;MASC;PL
الاطفال	bebés	طِفل	bebé	N;NOM;DEF;PL	N;MASC;PL
ثالثة	tercera	ثَالِث	tercero	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
ثالثة	tercer	ثَالِث	tercero	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
ثالثة	tercero	ثَالِث	tercero	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
سويدي	sueco	سويدي	sueco	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
الضرب	multiplicación	ضَرب	multiplicación	N;NOM;DEF;SG	N;FEM;SG
الضرب	azote	ضَرب	azote	N;NOM;DEF;SG	N;MASC;SG
ملح	sal	ملح	sal	N;NOM;INDF;SG	N;FEM;SG
فقرات	vértebras	فَقرَة	vértebra	N;NOM;INDF;PL	N;FEM;PL
الشروق	sunrise	شُرُوق	sunrise	N;NOM;DEF;SG	N;MASC;SG
الشروق	amanecer	شُرُوق	amanecer	N;NOM;DEF;SG	N;MASC;SG
مزدوج	doble	مزدوج	doble	ADJ;NOM;INDF;MASC;SG	ADJ;SG
العمق	profundidad	عُمق	profundidad	N;NOM;DEF;SG	N;FEM;SG
مصنوع	hecha	مَصنُوع	hecho	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
مصنوع	hecho	مَصنُوع	hecho	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
غازات	gases	غَاز	gas	N;NOM;INDF;PL	N;MASC;PL
غازات	gases	غَاز	gas	N;NOM;INDF;PL	N;MASC;PL
تطبق	aplicar	طَبَّق	aplicar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
تطبق	aplica	طَبَّق	aplicar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
المستحيل	imposible	مُستَحِيل	imposible	ADJ;NOM;DEF;MASC;SG	ADJ;SG
الدجاج	pollito	دَجَاج	pollito	N;NOM;DEF;SG	N;MASC;SG
الدجاج	gallina	دَجَاج	gallina	N;NOM;DEF;SG	N;FEM;SG
الدجاج	pollo	دَجَاج	pollo	N;NOM;DEF;SG	N;MASC;SG
السباقات	razas	سِبَاقَة	raza	N;NOM;DEF;PL	N;FEM;PL
السباقات	carreras	سِبَاقَة	carrera	N;NOM;DEF;PL	N;FEM;PL
السباقات	carreras	سِبَاقَة	carrera	N;NOM;DEF;PL	N;FEM;PL
السباقات	regatas	سِبَاقَة	regata	N;NOM;DEF;PL	N;FEM;PL
التحديات	desafíos	تَحَدِّي	desafío	N;NOM;DEF;PL	N;MASC;PL
التحديات	retos	تَحَدِّي	reto	N;NOM;DEF;PL	N;MASC;PL
ساكن	estático	سَاكِن	estático	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
ساكن	estática	سَاكِن	estático	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
شهيرة	famosa	شَهِيرَة	famoso	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
شهيرة	famoso	شَهِيرَة	famoso	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
التجديد	innovación	تَجدِيد	innovación	N;NOM;DEF;SG	N;FEM;SG
التجديد	renovación	تَجدِيد	renovación	N;NOM;DEF;SG	N;FEM;SG
التجديد	renovación	تَجدِيد	renovación	N;NOM;DEF;SG	N;FEM;SG
المتقدم	adelantado	مُتَقَدِّم	adelantar	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
المتقدم	avanzado	مُتَقَدِّم	avanzado	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
المتقدم	adelantado	مُتَقَدِّم	adelantar	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG;V.PTCP
المتقدم	avanzada	مُتَقَدِّم	avanzado	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG;V.PTCP
لوحظ	observó	لَاحَظ	observar	V;PFV;MASC;SG;3;PASS	V;IND;SG;3;PST;FIN
لوحظ	observó	لَاحَظ	observar	V;PFV;MASC;SG;3;PASS	V;IND;SG;3;PST;FIN
لوحظ	señalado	لَاحَظ	señalar	V;PFV;MASC;SG;3;PASS	V;MASC;SG;PST;V.PTCP
عداد	medidor	عِدَاد	medidor	N;NOM;INDF;SG	N;MASC;SG
يسمع	escuchar	سَمِع	escuchar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
يسمع	oír	سَمِع	oír	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;NFIN
يسمع	oye	سَمِع	oír	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
