yang	que	yang	que	PRO	PRO;MASC;SG
dipanggil	chamou	dipanggil	chamar	V;SG;PASS	V;IND;SG;3;PST;FIN
dipanggil	chamada	dipanggil	chamar	V;SG;PASS	V;FEM;SG;V.PTCP
dipanggil	chamado	dipanggil	chamar	V;SG;PASS	V;MASC;SG;V.PTCP
dipanggil	convocado	dipanggil	convocar	V;SG;PASS	V;MASC;SG;V.PTCP
dipanggil	convocada	dipanggil	convocar	V;SG;PASS	V;FEM;SG;V.PTCP
menambah	adicionando	mentambah	adicionar	V;SG;ACT	V;V.MSDR
menambah	acrescentando	mentambah	acrescentar	V;SG;ACT	V;V.MSDR
kolonial	colonial	kolonial	colonial	ADJ;SG	ADJ;MASC;SG
pangkalan	base	pangkalan	base	N;SG	N;FEM;SG
mengundurkan	renunciar	menundurkan	renunciar	V;SG;ACT	V;NFIN
blog	blog	blog	blog	N;SG	N;MASC;SG
blog	blogue	blog	blogue	N;SG	N;MASC;SG
berpartisipasi	participando	berpartisipasi	participar	V;SG;ACT	V;V.MSDR
berpartisipasi	participar	berpartisipasi	participar	V;SG;ACT	V;NFIN
berpartisipasi	participa	berpartisipasi	participar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berpartisipasi	participei	berpartisipasi	participar	V;SG;ACT	V;IND;SG;1;PST;FIN
berpartisipasi	participou	berpartisipasi	participar	V;SG;ACT	V;IND;SG;3;PST;FIN
berpartisipasi	participe	berpartisipasi	participe	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
berpartisipasi	participa	berpartisipasi	participar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berpartisipasi	participar	berpartisipasi	participar	V;SG;ACT	V;NFIN
aman	segura	aman	seguro	ADJ;SG	ADJ;FEM;SG
aman	segura	aman	seguro	ADJ;SG	ADJ;FEM;SG
pilot	pilot	pilot	pilot	N;SG	N;MASC;SG
pilot	piloto	pilot	piloto	N;SG	N;MASC;SG
pengisi	enchimento	penisi	enchimento	N;SG	N;MASC;SG
pengisi	carregador	penisi	carregador	N;SG	N;MASC;SG
keuskupan	episcopal	keuskupan	episcopal	N;SG	N;MASC;SG
keuskupan	diocese	keuskupan	diocese	N;SG	N;FEM;SG
ditempatkan	colocada	ditempatkan	colocar	V;SG;PASS	V;FEM;SG;V.PTCP
ditempatkan	colocado	ditempatkan	colocar	V;SG;PASS	V;MASC;SG;V.PTCP
profesor	professor	profesor	professor	N;SG	N;MASC;SG
profesor	professora	profesor	professora	N;SG	N;FEM;SG
gangguan	perturbação	gangguan	perturbação	N;SG	N;FEM;SG
gangguan	ingerência	gangguan	ingerência	N;SG	N;FEM;SG
gangguan	interferência	gangguan	interferência	N;SG	N;FEM;SG
gangguan	perturbação	gangguan	perturbação	N;SG	N;FEM;SG
gangguan	transtorno	gangguan	transtorno	N;SG	N;MASC;SG
gangguan	desordem	gangguan	desorder	N;SG	N;FEM;SG
sentai	sentai	sentai	sentar	N	N;MASC;SG
lumpur	lama	lumpur	lama	N;SG	N;FEM;SG
lumpur	lodo	lumpur	lodo	N;SG	N;MASC;SG
menyadari	percebendo	mensadari	perceber	V;SG;ACT	V;V.MSDR
menyadari	percebido	mensadari	perceber	V;SG;ACT	V;MASC;SG;V.PTCP
menyadari	percebeu	mensadari	perceber	V;SG;ACT	V;IND;SG;3;PST;FIN
menyadari	realize	mensadari	realizar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
warisan	herança	warisan	herança	N;SG	N;FEM;SG
warisan	legado	warisan	legado	N;SG	N;MASC;SG
warisan	legacy	warisan	legacy	N;SG	N;MASC;SG
warisan	herança	warisan	herança	N;SG	N;FEM;SG
warisan	heritage	warisan	heritage	N;SG	N;MASC;SG
warisan	património	warisan	património	N;SG	N;MASC;SG
warisan	patrimônio	warisan	patrimônio	N;SG	N;MASC;SG
warisan	herança	warisan	herança	N;SG	N;FEM;SG
dikalahkan	derrotou	dikalahkan	derrotar	V;SG;PASS	V;IND;SG;3;PST;FIN
dikalahkan	derrotado	dikalahkan	derrotar	V;SG;PASS	V;MASC;SG;V.PTCP
dikalahkan	vencido	dikalahkan	vencer	V;SG;PASS	V;MASC;SG;V.PTCP
dikalahkan	derrotada	dikalahkan	derrotar	V;SG;PASS	V;FEM;SG;V.PTCP
puteri	princess	puteri	princes	N	N;MASC;SG
puteri	princesa	puteri	princesa	N	N;FEM;SG
biji	semente	biji	semente	N;SG	N;FEM;SG
penghapusan	afastamento	penhapusan	afastamento	N;SG	N;MASC;SG
penghapusan	remoção	penhapusan	remoção	N;SG	N;FEM;SG
penghapusan	eliminação	penhapusan	eliminação	N;SG	N;FEM;SG
penghapusan	exclusão	penhapusan	exclusão	N;SG	N;FEM;SG
penghapusan	apagamento	penhapusan	apagamento	N;SG	N;MASC;SG
penghapusan	supressão	penhapusan	supressão	N;SG	N;FEM;SG
diharapkan	esperava	diharapkan	esperar	V;SG;PASS	V;IND;SG;3;IPFV;FIN
diharapkan	esperado	diharapkan	esperar	V;SG;PASS	V;MASC;SG;V.PTCP
diharapkan	esperada	diharapkan	esperar	V;SG;PASS	V;FEM;SG;V.PTCP
sungguh	realmente	sungguh	realmente	ADV	ADV
menghabiskan	gasta	menhabiskan	gastar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghabiskan	gasto	menhabiskan	gastar	V;SG;ACT	V;MASC;SG;V.PTCP
menghabiskan	gastei	menhabiskan	gastar	V;SG;ACT	V;IND;SG;1;PST;FIN
menghabiskan	passou	menhabiskan	passar	V;SG;ACT	V;IND;SG;3;PST;FIN
menghabiskan	gastou	menhabiskan	gastar	V;SG;ACT	V;IND;SG;3;PST;FIN
menghabiskan	gasto	menhabiskan	gastar	V;SG;ACT	V;MASC;SG;V.PTCP
menghabiskan	gastar	menhabiskan	gastar	V;SG;ACT	V;NFIN
menghabiskan	gaste	menhabiskan	gastar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menghabiskan	gasta	menhabiskan	gastar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghabiskan	passar	menhabiskan	passar	V;SG;ACT	V;NFIN
infanteri	infantaria	infanteri	infantaria	N;SG	N;FEM;SG
siang	dia	siang	dia	N;SG	N;MASC;SG
siang	diurna	siang	diurno	N;SG	N;FEM;SG
latihan	formação	latihan	formação	N;SG	N;FEM;SG
latihan	treinamento	latihan	treinamento	N;SG	N;MASC;SG
latihan	treino	latihan	treino	N;SG	N;MASC;SG
latihan	treino	latihan	treino	N;SG	N;MASC;SG
latihan	prática	latihan	prática	N;SG	N;FEM;SG
latihan	pratica	latihan	praticar	N;SG	N;FEM;SG
latihan	exercicio	latihan	exercicio	N;SG	N;MASC;SG
latihan	exercício	latihan	exercício	N;SG	N;MASC;SG
marah	irritado	marah	irritar	ADJ;SG	ADJ;MASC;SG
marah	louco	marah	louco	ADJ;SG	ADJ;MASC;SG
server	servidor	server	servidor	N;SG	N;MASC;SG
server	server	server	server	N;SG	N;MASC;SG
hiburan	entretenimento	hiburan	entretenimento	N;SG	N;MASC;SG
hiburan	entertainment	hiburan	entertainment	N;SG	N;MASC;SG
bencana	catástrofe	bencana	catástrofe	N;SG	N;FEM;SG
bencana	desastre	bencana	desastre	N;SG	N;MASC;SG
bencana	catástrofe	bencana	catástrofe	N;SG	N;FEM;SG
demokrat	democrata	demokrat	democrata	N;SG	N;MASC;SG
demokrat	democrática	demokrat	democrático	N;SG	N;FEM;SG
demokrat	democrata	demokrat	democrata	N;SG	N;MASC;SG
lubang	pit	lubang	pit	N;SG	N;MASC;SG
lubang	buraco	lubang	buraco	N;SG	N;MASC;SG
lubang	hole	lubang	hole	N;SG	N;MASC;SG
lubang	furo	lubang	furo	N;SG	N;MASC;SG
pangan	alimentação	pangan	alimentação	N;SG	N;FEM;SG
pangan	alimento	pangan	alimento	N;SG	N;MASC;SG
pangan	comida	pangan	comida	N;SG	N;FEM;SG
tidur	sono	tidur	sono	N;SG;ACT	N;MASC;SG
tidur	cama	tidur	cama	N;SG;ACT	N;FEM;SG
pembantu	assistente	penbantu	assistente	N;SG	N;MASC;SG
pembantu	ajudante	penbantu	ajudante	N;SG	N;MASC;SG
pembantu	camareira	penbantu	camareira	N;SG	N;FEM;SG
pembantu	empregada	penbantu	empregada	N;SG	N;FEM;SG
tertarik	interessada	tertarik	interessado	ADJ;SG	ADJ;FEM;SG
tertarik	interessado	tertarik	interessado	ADJ;SG	ADJ;MASC;SG
mencatat	observando	mencatat	observar	V;SG;ACT	V;V.MSDR
pendirian	estabelecimento	pendirian	estabelecimento	N;SG	N;MASC;SG
alamat	morada	alamat	morada	N;SG	N;FEM;SG
alamat	endereço	alamat	endereço	N;SG	N;MASC;SG
radar	radar	radar	radar	N	N;MASC;SG
radar	radares	radar	radar	N	N;MASC;PL
kepolisian	polícia	kepolisian	polícia	N;SG	N;FEM;SG
kepolisian	policia	kepolisian	policia	N;SG	N;FEM;SG
damai	pacífica	damai	pacífico	ADJ;SG	ADJ;FEM;SG
berpengaruh	afeta	berpengaruh	afetar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berpengaruh	afecta	berpengaruh	afectar	V;SG;ACT	V;IND;SG;3;PRS;FIN
protestan	protestantes	protestan	protestante	N	N;MASC;PL
protestan	protestantes	protestan	protestante	N	N;MASC;PL
protestan	protestante	protestan	protestante	N	N;MASC;SG
memperkenalkan	apresentando	menperkenalkan	apresentar	V;SG;ACT	V;V.MSDR
memperkenalkan	introduzindo	menperkenalkan	introduzir	V;SG;ACT	V;V.MSDR
memperkenalkan	introduzida	menperkenalkan	introduzir	V;SG;ACT	V;FEM;SG;V.PTCP
memperkenalkan	introduziu	menperkenalkan	introduzir	V;SG;ACT	V;IND;SG;3;PST;FIN
memperkenalkan	introduzido	menperkenalkan	introduzir	V;SG;ACT	V;MASC;SG;V.PTCP
memperkenalkan	introduz	menperkenalkan	introduzir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memperkenalkan	introduzir	menperkenalkan	introduzir	V;SG;ACT	V;NFIN
papan	prancha	papan	prancha	N;SG	N;FEM;SG
papan	tabuleiro	papan	tabuleiro	N;SG	N;MASC;SG
papan	tábua	papan	tábua	N;SG	N;FEM;SG
papan	prancha	papan	prancha	N;SG	N;FEM;SG
papan	diretoria	papan	diretoria	N;SG	N;FEM;SG
terang	brilhante	terang	brilhante	ADJ;SG	ADJ;MASC;SG
ditambahkan	adicionado	ditambahkan	adicionar	V;SG;PASS	V;MASC;SG;V.PTCP
ditambahkan	adicionada	ditambahkan	adicionar	V;SG;PASS	V;FEM;SG;V.PTCP
ditambahkan	acrescentado	ditambahkan	acrescentar	V;SG;PASS	V;MASC;SG;V.PTCP
ditambahkan	adicionou	ditambahkan	adicionar	V;SG;PASS	V;IND;SG;3;PST;FIN
mengacu	remete	menacu	remeter	V;SG;ACT	V;IND;SG;3;PRS;FIN
mengacu	referindo	menacu	referir	V;SG;ACT	V;V.MSDR
ribu	milhares	ribu	milhar	N	N;MASC;PL
kebebasan	liberdade	kebebasan	liberdade	N;SG	N;FEM;SG
kebebasan	freedom	kebebasan	freedom	N;SG	N;MASC;SG
kebebasan	liberdade	kebebasan	liberdade	N;SG	N;FEM;SG
kebebasan	liberty	kebebasan	liberty	N;SG	N;MASC;SG
elektron	elétron	elektron	elétron	N;SG	N;MASC;SG
dosa	pecado	dosa	pecado	N;SG	N;MASC;SG
dosa	sin	dosa	sin	N;SG	N;MASC;SG
menikahi	casando	mennikahi	casando	V;SG;ACT	V;V.MSDR
coklat	marrom	coklat	marror	N;SG	N;MASC;SG
coklat	brown	coklat	brown	N;SG	N;MASC;SG
coklat	castanha	coklat	castanha	N;SG	N;FEM;SG
coklat	castanho	coklat	castanho	N;SG	N;MASC;SG
coklat	chocolate	coklat	chocolate	N;SG	N;MASC;SG
rektor	reitor	rektor	reitor	N	N;MASC;SG
rilis	libertação	rilis	libertação	N;SG;ACT	N;FEM;SG
rilis	release	rilis	release	N;SG;ACT	N;MASC;SG
rilis	lançamento	rilis	lançamento	N;SG;ACT	N;MASC;SG
rilis	liberação	rilis	liberação	N;SG;ACT	N;FEM;SG
cantik	linda	cantik	linda	ADJ;SG	ADJ;FEM;SG
cantik	bonito	cantik	bonito	ADJ;SG	ADJ;MASC;SG
cantik	bonita	cantik	bonito	ADJ;SG	ADJ;FEM;SG
kotamadya	vila	kotamadya	vila	N;SG	N;FEM;SG
kotamadya	cidade	kotamadya	cidade	N;SG	N;FEM;SG
kotamadya	município	kotamadya	município	N;SG	N;MASC;SG
kotamadya	concelho	kotamadya	concelho	N;SG	N;MASC;SG
kotamadya	municipal	kotamadya	municipal	N;SG	N;MASC;SG
bertindak	deliberando	bertindak	deliberar	V;SG;ACT	V;V.MSDR
bertindak	atuando	bertindak	atuar	V;SG;ACT	V;V.MSDR
bertindak	agir	bertindak	agir	V;SG;ACT	V;NFIN
kacang	amendoim	kacang	amendoim	N;SG	N;MASC;SG
kacang	noz	kacang	noz	N;SG	N;FEM;SG
kacang	nuts	kacang	nut	N;SG	N;MASC;SG
kacang	feijão	kacang	feijão	N;SG	N;MASC;SG
kacang	bean	kacang	bean	N;SG	N;MASC;SG
kacang	feijão	kacang	feijão	N;SG	N;MASC;SG
kacang	amendoim	kacang	amendoim	N;SG	N;MASC;SG
material	material	material	material	N;SG	N;MASC;SG
header	cabeçalhos	header	cabeçalho	N	N;MASC;PL
header	cabeçalho	header	cabeçalho	N	N;MASC;SG
natal	natal	natal	natal	N;SG	N;MASC;SG
natal	natal	natal	natal	N;SG	N;MASC;SG
natal	christmas	natal	christma	N;SG	N;MASC;SG
target	alvo	target	alvo	N;SG	N;MASC;SG
target	target	target	target	N;SG	N;MASC;SG
library	biblioteca	library	biblioteca	N;SG	N;FEM;SG
manajer	gerenciador	manajer	gerenciador	N;SG	N;MASC;SG
manajer	gerente	manajer	gerente	N;SG	N;MASC;SG
manajer	gestor	manajer	gestor	N;SG	N;MASC;SG
menghindari	evitando	menhindari	evitar	V;SG;ACT	V;V.MSDR
menghindari	evitar	menhindari	evitar	V;SG;ACT	V;NFIN
menghindari	evitar	menhindari	evitar	V;SG;ACT	V;NFIN
menghindari	evita	menhindari	evitar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menghindari	evite	menhindari	evite	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
metal	metais	metal	metal	N	N;MASC;PL
metal	metal	metal	metal	N	N;MASC;SG
gagasan	idéia	gagasan	idéia	N;SG	N;FEM;SG
gagasan	idea	gagasan	idea	N;SG	N;MASC;SG
gagasan	ideia	gagasan	ideia	N;SG	N;FEM;SG
gagasan	noção	gagasan	noção	N;SG	N;FEM;SG
konstruksi	construção	konstruksi	construção	N;SG	N;FEM;SG
menangkap	apanha	mentangkap	apanhar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menangkap	apanhar	mentangkap	apanhar	V;SG;ACT	V;NFIN
menangkap	capturar	mentangkap	capturar	V;SG;ACT	V;NFIN
menangkap	capturando	mentangkap	capturar	V;SG;ACT	V;V.MSDR
menangkap	capturar	mentangkap	capturar	V;SG;ACT	V;NFIN
suriah	síria	suriah	sírio	N;SG	N;FEM;SG
suriah	sírio	suriah	sírio	N;SG	N;MASC;SG
suriah	síria	suriah	sírio	N;SG	N;FEM;SG
suriah	suazilândia	suriah	suazilândia	N;SG	N;FEM;SG
suriah	siríaco	suriah	siríaco	N;SG	N;MASC;SG
menyebar	espalhando	mensebar	espalhar	V;SG;ACT	V;V.MSDR
menyebar	espalhar	mensebar	espalhar	V;SG;ACT	V;NFIN
menyebar	espalhe	mensebar	espalhe	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyebar	espalhar	mensebar	espalhar	V;SG;ACT	V;NFIN
menyebar	barrar	mensebar	barrar	V;SG;ACT	V;NFIN
menyebar	dispersar	mensebar	dispersar	V;SG;ACT	V;NFIN
menyebar	espalhar	mensebar	espalhar	V;SG;ACT	V;NFIN
menentang	opondo	mententang	opor	V;SG;ACT	V;V.MSDR
menentang	opor	mententang	opor	V;SG;ACT	V;NFIN
statistik	estatística	statistik	estatístico	N;SG	N;FEM;SG
statistik	estatística	statistik	estatístico	N;SG	N;FEM;SG
memerlukan	requerer	menperlukan	requerer	V;SG;ACT	V;NFIN
memerlukan	exigir	menperlukan	exigir	V;SG;ACT	V;NFIN
memerlukan	exige	menperlukan	exigir	V;SG;ACT	V;IND;SG;3;PRS;FIN
memerlukan	requer	menperlukan	requerer	V;SG;ACT	V;IND;SG;3;PRS;FIN
teologi	teologia	teologi	teologia	N;SG	N;FEM;SG
menderita	sofrendo	menderita	sofrer	V;SG;ACT	V;V.MSDR
menderita	sofrer	menderita	sofrer	V;SG;ACT	V;NFIN
menderita	sofre	menderita	sofrer	V;SG;ACT	V;IND;SG;3;PRS;FIN
menderita	sofra	menderita	sofra	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menderita	sofrida	menderita	sofrer	V;SG;ACT	V;FEM;SG;V.PTCP
menderita	sofria	menderita	sofrer	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menderita	sofreu	menderita	sofrer	V;SG;ACT	V;IND;SG;3;PST;FIN
menderita	sofrido	menderita	sofrer	V;SG;ACT	V;MASC;SG;V.PTCP
manis	meiga	manis	meiga	ADJ;SG	ADJ;FEM;SG
manis	meigo	manis	meigo	ADJ;SG	ADJ;MASC;SG
dibutuhkan	precisei	dibutuhkan	precisar	V;SG;PASS	V;IND;SG;1;PST;FIN
dibutuhkan	precisava	dibutuhkan	precisar	V;SG;PASS	V;IND;SG;3;IPFV;FIN
dibutuhkan	exigido	dibutuhkan	exigir	V;SG;PASS	V;MASC;SG;V.PTCP
dibutuhkan	requerido	dibutuhkan	requerer	V;SG;PASS	V;MASC;SG;V.PTCP
basket	basquete	basket	basquete	N	N;MASC;SG
basket	basquetebol	basket	basquetebol	N	N;MASC;SG
sains	ciência	sains	ciência	N;SG	N;FEM;SG
pendeta	pregador	pendeta	pregador	N;SG	N;MASC;SG
pendeta	priest	pendeta	priest	N;SG	N;MASC;SG
pendeta	padre	pendeta	padre	N;SG	N;MASC;SG
pendeta	sacerdote	pendeta	sacerdote	N;SG	N;MASC;SG
pendeta	pastor	pendeta	pastor	N;SG	N;MASC;SG
pencipta	criador	pencipta	criador	N;SG	N;MASC;SG
pencipta	maker	pencipta	maker	N;SG	N;MASC;SG
pencipta	criador	pencipta	criador	N;SG	N;MASC;SG
memerintahkan	ordenou	menperintahkan	ordenar	V;SG;ACT	V;IND;SG;3;PST;FIN
memerintahkan	ordenado	menperintahkan	ordenado	V;SG;ACT	V;MASC;SG;V.PTCP
memerintahkan	comandado	menperintahkan	comandar	V;SG;ACT	V;MASC;SG;V.PTCP
memerintahkan	comandou	menperintahkan	comandar	V;SG;ACT	V;IND;SG;3;PST;FIN
letnan	tenente	letnan	tenente	N;SG	N;MASC;SG
ibadah	culto	ibadah	culto	N;SG	N;MASC;SG
ibadah	adoração	ibadah	adoração	N;SG	N;FEM;SG
dioperasikan	operado	dioperasikan	operar	V;SG;PASS	V;MASC;SG;V.PTCP
dioperasikan	operou	dioperasikan	operar	V;SG;PASS	V;IND;SG;3;PST;FIN
penggemar	ventilador	pengemar	ventilador	N;SG	N;MASC;SG
penggemar	torcedor	pengemar	torcedor	N;SG	N;MASC;SG
penggemar	fã	pengemar	fã	N;SG	N;MASC;SG
penggemar	ventoinha	pengemar	ventoinha	N;SG	N;FEM;SG
jemaat	congregação	jemaat	congregação	N;SG	N;FEM;SG
visual	visuais	visual	visual	N	N;MASC;PL
visual	visuais	visual	visual	N	N;MASC;PL
universal	universais	universal	universal	ADJ	ADJ;MASC;PL
klan	clã	klan	clã	N	N;MASC;SG
klan	klan	klan	klan	N	N;MASC;SG
klan	clãs	klan	clã	N	N;MASC;PL
sejarawan	historiador	sejarawan	historiador	N	N;MASC;SG
sejarawan	historiadores	sejarawan	historiador	N	N;MASC;PL
madrasah	madrassa	madrasah	madrassar	N;SG	N;FEM;SG
beda	diferente	beda	diferente	ADJ;SG	ADJ;MASC;SG
kekerasan	violencia	kekerasan	violencia	N;SG	N;FEM;SG
kekerasan	violência	kekerasan	violência	N;SG	N;FEM;SG
kekerasan	dureza	kekerasan	dureza	N;SG	N;FEM;SG
selat	estreito	selat	estreito	N	N;MASC;SG
pergerakan	movimentação	pergerakan	movimentação	N;SG	N;FEM;SG
pergerakan	movimento	pergerakan	movimento	N;SG	N;MASC;SG
sengaja	deliberadamente	sengaja	deliberadamente	ADV	ADV
sengaja	propositadamente	sengaja	propositadamente	ADV	ADV
sengaja	intencionalmente	sengaja	intencionalmente	ADV	ADV
kain	tecido	kain	tecido	N;SG	N;MASC;SG
kain	pano	kain	pano	N;SG	N;MASC;SG
kain	cain	kain	cain	N;SG	N;MASC;SG
kain	caim	kain	cair	N;SG	N;MASC;SG
kain	tecido	kain	tecido	N;SG	N;MASC;SG
kain	kain	kain	kain	N;SG	N;MASC;SG
naga	naga	naga	naga	N	N;MASC;SG
naga	dragões	naga	dragão	N	N;MASC;PL
naga	dragons	naga	dragom	N	N;MASC;SG
naga	dragão	naga	dragão	N	N;MASC;SG
naga	dragões	naga	dragão	N	N;MASC;PL
naga	dragon	naga	dragon	N	N;MASC;SG
tertulis	inscrita	tertulis	inscrever	V;SG;PASS	V;FEM;SG;V.PTCP
tertulis	inscrito	tertulis	inscrito	V;SG;PASS	V;MASC;SG;V.PTCP
tertulis	escrito	tertulis	escrever	V;SG;PASS	V;MASC;SG;V.PTCP
suaminya	marido	suami	marido	N;SG	N;MASC;SG
suaminya	esposo	suami	esposo	N;SG	N;MASC;SG
kontrol	controle	kontrol	controle	N;SG;ACT	N;MASC;SG
kontrol	control	kontrol	control	N;SG;ACT	N;MASC;SG
kontrol	controlo	kontrol	controlo	N;SG;ACT	N;MASC;SG
jet	jato	jet	jato	N;SG	N;MASC;SG
jet	jacto	jet	jacto	N;SG	N;MASC;SG
jet	jet	jet	jet	N;SG	N;MASC;SG
menyukai	gostou	mensukai	gostar	V;SG;ACT	V;IND;SG;3;PST;FIN
menyukai	curtido	mensukai	curtido	V;SG;ACT	V;MASC;SG;V.PTCP
menyukai	gostei	mensukai	gostar	V;SG;ACT	V;IND;SG;1;PST;FIN
menyukai	gostava	mensukai	gostar	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menyukai	curte	mensukai	curte	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyukai	gosta	mensukai	gostar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyukai	gostar	mensukai	gostar	V;SG;ACT	V;NFIN
menyukai	curtindo	mensukai	curtir	V;SG;ACT	V;V.MSDR
menyukai	curtir	mensukai	curtir	V;SG;ACT	V;NFIN
kerjasama	parceria	kerjasama	parceria	N;SG	N;FEM;SG
kerjasama	cooperação	kerjasama	cooperação	N;SG	N;FEM;SG
keinginan	desejo	keinginan	desejo	N;SG	N;MASC;SG
topik	tópico	topik	tópico	N;SG	N;MASC;SG
kebenaran	verdade	kebenaran	verdade	N;SG	N;FEM;SG
kebenaran	truth	kebenaran	truth	N;SG	N;MASC;SG
champions	campeões	champions	campeão	N	N;MASC;PL
champions	champions	champions	champions	N	N;MASC;SG
pemberian	dádiva	penberian	dádiva	N;SG	N;FEM;SG
pemberian	dom	penberian	dom	N;SG	N;MASC;SG
pemberian	concessão	penberian	concessão	N;SG	N;FEM;SG
federasi	federação	federasi	federação	N;SG	N;FEM;SG
mengingat	lembrando	meningat	lembrar	V;SG;ACT	V;V.MSDR
mengingat	recordando	meningat	recordar	V;SG;ACT	V;V.MSDR
mengingat	relembrando	meningat	relembrar	V;SG;ACT	V;V.MSDR
mengingat	considerando	meningat	considerar	V;SG;ACT	V;V.MSDR
pikiran	mind	pikiran	mind	N;SG	N;MASC;SG
pikiran	mente	pikiran	mente	N;SG	N;FEM;SG
arena	arena	arena	arena	N;SG	N;FEM;SG
teh	chá	teh	chá	N;SG	N;MASC;SG
krisis	crise	krisis	crise	N;SG	N;FEM;SG
pengunjung	visitante	penkunjung	visitante	N;SG	N;MASC;SG
wajah	cara	wajah	cara	N;SG	N;FEM;SG
wajah	carinha	wajah	carinha	N;SG	N;FEM;SG
wajah	rosto	wajah	rosto	N;SG	N;MASC;SG
fakta	fato	fakta	fato	N;SG	N;MASC;SG
fakta	facto	fakta	facto	N;SG	N;MASC;SG
penyebab	causa	pensebab	causa	N;SG	N;FEM;SG
penyebab	causa	pensebab	causa	N;SG	N;FEM;SG
menetap	liquidada	mentetap	liquidar	V;SG;ACT	V;FEM;SG;V.PTCP
dampak	impact	dampak	impact	N;SG	N;MASC;SG
dampak	impacte	dampak	impacte	N;SG	N;MASC;SG
dampak	impacto	dampak	impacto	N;SG	N;MASC;SG
pensiun	aposentadoria	pensiun	aposentadoria	N	N;FEM;SG
pensiun	reforma	pensiun	reforma	N	N;FEM;SG
pensiun	aposentados	pensiun	aposentado	N	N;MASC;PL
pensiun	pensão	pensiun	pensão	N	N;FEM;SG
pensiun	pensões	pensiun	pensão	N	N;FEM;PL
frekuensi	periodicidade	frekuensi	periodicidade	N;SG	N;FEM;SG
frekuensi	freqüência	frekuensi	freqüência	N;SG	N;FEM;SG
frekuensi	frequência	frekuensi	frequência	N;SG	N;FEM;SG
nenek	vovó	nenek	vovó	N;SG	N;FEM;SG
nenek	avó	nenek	avó	N;SG	N;FEM;SG
nenek	vó	nenek	vó	N;SG	N;FEM;SG
nenek	vovó	nenek	vovó	N;SG	N;FEM;SG
nenek	avó	nenek	avó	N;SG	N;FEM;SG
rel	ferroviário	rel	ferroviário	N	N;MASC;SG
rel	carril	rel	carril	N	N;MASC;SG
rel	ferrovia	rel	ferrovia	N	N;FEM;SG
rel	rolo	rel	rolo	N	N;MASC;SG
rel	bobina	rel	bobina	N	N;FEM;SG
rapat	encontro	rapat	encontro	N;SG	N;MASC;SG
rapat	reunião	rapat	reunião	N;SG	N;FEM;SG
menandatangani	assinar	mentandatangani	assinar	V;SG;ACT	V;NFIN
menandatangani	assinando	mentandatangani	assinar	V;SG;ACT	V;V.MSDR
menandatangani	assinado	mentandatangani	assinar	V;SG;ACT	V;MASC;SG;V.PTCP
menandatangani	assinou	mentandatangani	assinar	V;SG;ACT	V;IND;SG;3;PST;FIN
menandatangani	assinada	mentandatangani	assinar	V;SG;ACT	V;FEM;SG;V.PTCP
menandatangani	assina	mentandatangani	assinar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menandatangani	assinar	mentandatangani	assinar	V;SG;ACT	V;NFIN
mandiri	independente	mandiri	independente	ADJ;SG	ADJ;MASC;SG
lampu	light	lampu	light	N;SG	N;MASC;SG
lampu	luz	lampu	luz	N;SG	N;FEM;SG
lampu	lights	lampu	lights	N;SG	N;MASC;SG
lampu	lâmpada	lampu	lâmpada	N;SG	N;FEM;SG
lampu	candeeiro	lampu	candeeiro	N;SG	N;MASC;SG
lampu	abajur	lampu	abajur	N;SG	N;MASC;SG
senang	feliz	senang	feliz	ADJ;SG	ADJ;MASC;SG
perencanaan	planejamento	penrencanaan	planejamento	N;SG	N;MASC;SG
perencanaan	planeamento	penrencanaan	planeamento	N;SG	N;MASC;SG
perencanaan	planificação	penrencanaan	planificação	N;SG	N;FEM;SG
nada	tone	nada	tone	N;SG	N;MASC;SG
kala	kala	kala	Kala	N;SG	N;MASC;SG
kala	época	kala	época	N;SG	N;FEM;SG
valign	valign	valign	valign	N	N;MASC;SG
rupa	rupa	rupa	rupa	N;SG	N;MASC;SG
iklim	clima	iklim	clima	N;SG	N;MASC;SG
fokus	focus	fokus	focu	N;SG	N;MASC;SG
fokus	foco	fokus	foco	N;SG	N;MASC;SG
fokus	focal	fokus	focal	N;SG	N;MASC;SG
akar	raiz	akar	raiz	N;SG	N;FEM;SG
akar	root	akar	root	N;SG	N;MASC;SG
