van	من	van	مِن	ADP	ADP
lint	الوبر	linten	وَبر	N;NEUT;SG	N;NOM;DEF;SG
lint	الشريط	linten	شَرِيط	N;NEUT;SG	N;NOM;DEF;SG
lint	شريط	linten	شَرِيط	N;NEUT;SG	N;NOM;INDF;SG
vandalisme	تخريب	vandalisme	تَخرِيب	N;NEUT;SG	N;NOM;INDF;SG
vandalisme	التخريب	vandalisme	تَخرِيب	N;NEUT;SG	N;NOM;DEF;SG
middelen	الموارد	middel	مَورِد	N;PL	N;NOM;DEF;PL
middelen	موارد	middel	مَورِد	N;PL	N;NOM;INDF;PL
cross	صليب	cross	صليب	N;MASC+FEM;SG	N;NOM;INDF;SG
cross	الصليب	cross	صَلِيب	N;MASC+FEM;SG	N;NOM;DEF;SG
voorlopig	مؤقتا	voorlopig	مُؤَقَّت	ADJ	ADJ;ACC;INDF;MASC;SG
regiment	الفوج	regiment	فَوجَة	N;NEUT;SG	N;NOM;DEF;SG
kwalificatie	مؤهل	kwalificatie	مُؤَهَّل	N;MASC+FEM;SG	N;NOM;INDF;SG
kwalificatie	المؤهل	kwalificatie	مُؤَهَّل	N;MASC+FEM;SG	N;NOM;DEF;SG
kwalificatie	التاهيل	kwalificatie	تَاهِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
jongens	الاولاد	jongens	وَلَد	N;PL	N;NOM;DEF;PL
jongens	فتيان	jongens	فتيان	N;PL	N;NOM;INDF;PL
jongens	شباب	jongens	شَبّ	N;PL	N;NOM;INDF;PL
jongens	رجال	jongens	رَجُل	N;PL	N;NOM;INDF;PL
fouten	الاخطاء	fout	خَطَأ	N;PL	N;NOM;DEF;PL
fouten	الاخطاء	fout	خَطَأ	N;PL	N;NOM;DEF;PL
prestaties	المنجزات	prestatie	مُنَجِّز	N;PL	N;NOM;DEF;PL
prestaties	انجازات	prestatie	إِنجَاز	N;PL	N;NOM;INDF;PL
prestaties	الانجازات	prestatie	الانجازات	N;PL	N;NOM;DEF;PL
prestaties	المنجزات	prestatie	مُنَجِّز	N;PL	N;NOM;DEF;PL
prestaties	انجازات	prestatie	إِنجَاز	N;PL	N;NOM;INDF;PL
prestaties	الانجازات	prestatie	الانجازات	N;PL	N;NOM;DEF;PL
jeruzalem	القدس	jeruzalem	قُدس	N;MASC+FEM;SG	N;NOM;DEF;SG
richtlijnen	التوجيهات	richtlijn	تَوجِيه	N;PL	N;NOM;DEF;PL
richtlijnen	ارشادات	richtlijn	إِرشَاد	N;PL	N;NOM;INDF;PL
richtlijnen	توجيهات	richtlijn	تَوجِيه	N;PL	N;NOM;INDF;PL
richtlijnen	التوجيهات	richtlijn	تَوجِيه	N;PL	N;NOM;DEF;PL
publicatie	النشر	publicatie	نَشر	N;MASC+FEM;SG	N;NOM;DEF;SG
publicatie	نشر	publicatie	نَشر	N;MASC+FEM;SG	N;NOM;INDF;SG
publicatie	النشر	publicatie	نَشر	N;MASC+FEM;SG	N;NOM;DEF;SG
bedekt	غطى	bedekken	غَطَّى	V;V.PTCP	V;PFV;MASC;SG;3;ACT
bedekt	غطيت	bedekken	غطيت	V;V.PTCP	V;PFV;FEM;SG;3;PASS
café	المقهى	café	مَقهَى	N;NEUT;SG	N;NOM;DEF;SG
café	مقهى	café	مَقهَى	N;NEUT;SG	N;NOM;INDF;SG
café	المقهى	café	مَقهَى	N;NEUT;SG	N;NOM;DEF;SG
café	مقهى	café	مَقهَى	N;NEUT;SG	N;NOM;INDF;SG
toestel	جهاز	toestel	جِهَاز	N;NEUT;SG	N;NOM;INDF;SG
toestel	الاداة	toestel	إِدَاةَة	N;NEUT;SG	N;NOM;DEF;SG
toestel	اداة	toestel	إِدَاةَ	N;NEUT;SG	N;NOM;INDF;SG
toestel	الجهاز	toestel	جِهَاز	N;NEUT;SG	N;NOM;DEF;SG
eindigt	ينتهي	eindigen	اِنتَهَى	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
expeditie	بعثة	expeditie	بَعثَة	N;MASC+FEM;SG	N;NOM;INDF;SG
expeditie	البعثة	expeditie	بَعثَة	N;MASC+FEM;SG	N;NOM;DEF;SG
jordan	الاردن	jordan	أُردُنّ	N;MASC+FEM;SG	N;NOM;DEF;SG
honderd	مائة	honderd	مِائَة	NUM	NUM;NOM;INDF;SG
tunnel	نفق	tunnel	نَفَق	N;MASC+FEM;SG	N;NOM;INDF;SG
tunnel	النفق	tunnel	نَفَق	N;MASC+FEM;SG	N;NOM;DEF;SG
estadio	ملعب	estadio	مَلعَب	N;MASC+FEM;SG	N;NOM;INDF;SG
interview	المقابلة	interview	المقابلة	N;NEUT;SG	N;NOM;DEF;SG
interview	مقابلة	interview	مُقَابَلَة	N;NEUT;SG	N;NOM;INDF;SG
zorg	عناية	zorg	عِنَايَة	N;MASC+FEM;SG	N;NOM;INDF;SG
zorg	العناية	zorg	عِنَايَة	N;MASC+FEM;SG	N;NOM;DEF;SG
zorg	الرعاية	zorg	رِعَايَة	N;MASC+FEM;SG	N;NOM;DEF;SG
zorg	رعاية	zorg	رِعَايَة	N;MASC+FEM;SG	N;NOM;INDF;SG
wang	الخد	wang	خَد	N;MASC+FEM;SG	N;NOM;DEF;SG
uitslag	طفح	uitslag	طِفح	N;MASC+FEM;SG	N;NOM;INDF;SG
uitslag	الطفح	uitslag	طِفح	N;MASC+FEM;SG	N;NOM;DEF;SG
schotse	الاسكتلندي	schots	إِسكُتلَندِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
gevoel	شعور	gevoel	شُعُور	N;NEUT;SG	N;NOM;INDF;SG
gevoel	الاحساس	gevoel	إِحسَاس	N;NEUT;SG	N;NOM;DEF;SG
gevoel	الشعور	gevoel	شُعُور	N;NEUT;SG	N;NOM;DEF;SG
gevoel	احساس	gevoel	إِحسَاس	N;NEUT;SG	N;NOM;INDF;SG
gevoel	الاحساس	gevoel	إِحسَاس	N;NEUT;SG	N;NOM;DEF;SG
studeren	يدرس	studeren	دَرَس	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
uitgesproken	تنطق	uitspreken	أَنطَق	V;V.PTCP	V;IPFV;MASC;IND;SG;2;FIN;ACT
filosoof	الفيلسوف	filosoof	فَيلَسُوف	N;MASC+FEM;SG	N;NOM;DEF;SG
insecten	الحشرات	insecten	حَشَرَة	N;PL	N;NOM;DEF;PL
insecten	حشرات	insecten	حَشَرَة	N;PL	N;NOM;INDF;PL
insecten	الحشرات	insecten	حَشَرَة	N;PL	N;NOM;DEF;PL
verbindt	يوصل	verbinden	وَصَّل	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
voorganger	السلف	voorganger	سِلَف	N;MASC+FEM;SG	N;NOM;DEF;SG
hogeschool	كلية	hogeschool	كُلِّيَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
hogeschool	الكلية	hogeschool	كُلِّيَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
hogeschool	الجامعة	hogeschool	جَامِعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
reageren	تتفاعل	reageren	تَفَاعَل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
deur	باب	deur	بَاب	N;MASC+FEM;SG	N;NOM;INDF;SG
deur	الباب	deur	بَاب	N;MASC+FEM;SG	N;NOM;DEF;SG
leerling	التلميذ	leerling	تَلمِيذ	N;MASC+FEM;SG	N;NOM;DEF;SG
leerling	تلميذ	leerling	تَلمِيذ	N;MASC+FEM;SG	N;NOM;INDF;SG
leerling	الطالب	leerling	طَالِب	N;MASC+FEM;SG	N;NOM;DEF;SG
leerling	تلميذ	leerling	تَلمِيذ	N;MASC+FEM;SG	N;NOM;INDF;SG
leerling	طالبة	leerling	طَالِبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
leerling	التلميذ	leerling	تَلمِيذ	N;MASC+FEM;SG	N;NOM;DEF;SG
campagne	حملة	campagne	حَملَة	N;MASC+FEM;SG	N;NOM;INDF;SG
campagne	الحملة	campagne	حَملَة	N;MASC+FEM;SG	N;NOM;DEF;SG
service	الخدمة	service	خِدمَة	N;MASC+FEM;SG	N;NOM;DEF;SG
service	خدمة	service	خِدمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
concerten	حفلات	concert	حَفلَة	N;PL	N;NOM;INDF;PL
maatregelen	التدابير	maatregel	تَدبِير	N;PL	N;NOM;DEF;PL
maatregelen	تدابير	maatregel	تَدبِير	N;PL	N;NOM;INDF;PL
evenement	مناسبة	evenement	مُنَاسَبَة	N;NEUT;SG	N;NOM;INDF;SG
evenement	الحدث	evenement	حَدَث	N;NEUT;SG	N;NOM;DEF;SG
evenement	المناسبة	evenement	مُنَاسَبَة	N;NEUT;SG	N;NOM;DEF;SG
trouw	مخلص	trouw	مُخَلَّص	ADJ	ADJ;NOM;INDF;MASC;SG
trouw	المؤمنين	trouw	مُؤَمِّن	ADJ	ADJ;NOM;DEF;MASC;PL
trouw	مخلصة	trouw	مخلصة	ADJ	ADJ;NOM;INDF;FEM;SG
trouw	مخلص	trouw	مُخَلَّص	ADJ	ADJ;NOM;INDF;MASC;SG
meisjes	بنات	meisje	بِنَة	N;PL	N;NOM;INDF;PL
meisjes	البنات	meisje	بِنت	N;PL	N;NOM;DEF;PL
meisjes	فتيات	meisje	فَتَاة	N;PL	N;NOM;INDF;PL
meisjes	لبنات	meisje	لِبنَات	N;PL	N;NOM;INDF;PL
meisjes	الفتيات	meisje	فَتَاة	N;PL	N;NOM;DEF;PL
beleg	الحصار	beleg	حِصَار	N;NEUT;SG	N;NOM;DEF;SG
beleg	حصار	beleg	حِصَار	N;NEUT;SG	N;NOM;INDF;SG
vleugels	الاجنحة	vleugel	جَنَاح	N;PL	N;NOM;DEF;PL
bijbel	التوراة	bijbel	تَوَرَّاة	N;MASC+FEM;SG	N;NOM;DEF;SG
bijbel	الانجيل	bijbel	أَنجِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
duizenden	الاف	duizend	أَلف	NUM	NUM;NOM;INDF;PL
motoren	محركات	motor	مُحَرَّك	N;PL	N;NOM;INDF;PL
motoren	محركات	motor	مُحَرَّك	N;PL	N;NOM;INDF;PL
motoren	المحركات	motor	مُحَرِّك	N;PL	N;NOM;DEF;PL
straten	شوارع	straat	شَارِع	N;PL	N;NOM;INDF;PL
straten	الشوارع	straat	شَارِع	N;PL	N;NOM;DEF;PL
rang	الرتبة	rang	رَتبَة	N;MASC+FEM;SG	N;NOM;DEF;SG
rang	رتبة	rang	رِتبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
begrijp	فهم	begrijpen	فَهِم	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
begrijp	تفهم	begrijpen	أَفهَم	V;SG;PRS;FIN	V;IPFV;MASC;IMP;SG;FIN
context	سياق	context	سِيَاق	N;MASC+FEM;SG	N;NOM;INDF;SG
context	السياق	context	سِيَاق	N;MASC+FEM;SG	N;NOM;DEF;SG
getallen	الارقام	getal	رَقم	N;PL	N;NOM;DEF;PL
getallen	ارقام	getal	رَقم	N;PL	N;NOM;INDF;PL
verkoop	بيع	verkoop	بَيع	N;MASC+FEM;SG	N;NOM;INDF;SG
verkoop	بيع	verkoop	بَيع	N;MASC+FEM;SG	N;NOM;INDF;SG
verkoop	البيع	verkoop	بَيع	N;MASC+FEM;SG	N;NOM;DEF;SG
verkoop	البيع	verkoop	بَيع	N;MASC+FEM;SG	N;NOM;DEF;SG
verkoop	بيع	verkoop	بَيع	N;MASC+FEM;SG	N;NOM;INDF;SG
verkoop	البيع	verkoop	بَيع	N;MASC+FEM;SG	N;NOM;DEF;SG
tiende	العاشر	tien	عَاشِر	ADJ	ADJ;NOM;DEF;MASC;SG
tiende	العاشرة	tien	عَاشِر	ADJ	ADJ;NOM;DEF;FEM;SG
tegenstander	الخصم	tegenstander	خَصم	N;MASC+FEM;SG	N;NOM;DEF;SG
samengesteld	جمعت	samenstellen	جَمَع	V;V.PTCP	V;PFV;FEM;SG;3;ACT
samengesteld	تتالف	samenstellen	تَأَلَّف	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
verhouding	النسبة	verhouding	نِسبَة	N;MASC+FEM;SG	N;NOM;DEF;SG
verhouding	نسبة	verhouding	نِسبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
troon	العرش	troon	عَرش	N;MASC+FEM;SG	N;NOM;DEF;SG
literaire	الادبية	literair	أَدَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
verkopen	يبيع	verkopen	بَاع	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
onmogelijk	المستحيل	onmogelijk	مُستَحِيل	ADJ	ADJ;NOM;DEF;MASC;SG
onmogelijk	مستحيل	onmogelijk	مُستَحِيل	ADJ	ADJ;NOM;INDF;MASC;SG
domein	النطاق	domein	نِطَاق	N;NEUT;SG	N;NOM;DEF;SG
domein	مجال	domein	مَجَال	N;NEUT;SG	N;NOM;INDF;SG
domein	المجال	domein	مَجَال	N;NEUT;SG	N;NOM;DEF;SG
belangstelling	المصلحة	belangstelling	مَصلَحَة	N;MASC+FEM;SG	N;NOM;DEF;SG
belangstelling	مصلحة	belangstelling	مَصلَحَة	N;MASC+FEM;SG	N;NOM;INDF;SG
belangstelling	الاهتمام	belangstelling	اِهتِمَام	N;MASC+FEM;SG	N;NOM;DEF;SG
belangstelling	الفائدة	belangstelling	فَائِدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
belangstelling	اهتمام	belangstelling	اِهتِمَام	N;MASC+FEM;SG	N;NOM;INDF;SG
manager	المدير	manager	مُدِير	N;MASC+FEM;SG	N;NOM;DEF;SG
manager	مدير	manager	مُدِير	N;MASC+FEM;SG	N;NOM;INDF;SG
eenvoudige	بسيط	eenvoudig	بَسِيط	ADJ	ADJ;NOM;INDF;MASC;SG
eenvoudige	بسيطة	eenvoudig	بَسِيط	ADJ	ADJ;NOM;INDF;FEM;SG
canvas	اللوحة	canvas	لَوحَة	N;NEUT;SG	N;NOM;DEF;SG
canvas	قماش	canvas	قِمَاش	N;NEUT;SG	N;NOM;INDF;SG
winkel	محل	winkel	مَحَلّ	N;MASC+FEM;SG	N;NOM;INDF;SG
winkel	محلا	winkel	مَحَلّ	N;MASC+FEM;SG	N;ACC;INDF;SG
winkel	مخزن	winkel	مَخزَن	N;MASC+FEM;SG	N;NOM;INDF;SG
winkel	المخزن	winkel	مَخزَن	N;MASC+FEM;SG	N;NOM;DEF;SG
winkel	المتجر	winkel	مُتَجَرِّر	N;MASC+FEM;SG	N;NOM;DEF;SG
winkel	تخزين	winkel	تَخزِين	N;MASC+FEM;SG	N;NOM;INDF;SG
suite	الجناح	suite	جَنَاح	N;MASC+FEM;SG	N;NOM;DEF;SG
suite	جناح	suite	جَنَاح	N;MASC+FEM;SG	N;NOM;INDF;SG
vliegveld	مطار	vliegveld	مَطَار	N;NEUT;SG	N;NOM;INDF;SG
vliegveld	المطار	vliegveld	مَطَار	N;NEUT;SG	N;NOM;DEF;SG
samenleving	مجتمع	samenleving	مُجتَمَع	N;MASC+FEM;SG	N;NOM;INDF;SG
samenleving	المجتمع	samenleving	مُجتَمَع	N;MASC+FEM;SG	N;NOM;DEF;SG
samenleving	الجمعية	samenleving	جَمعِيَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
division	شعبة	division	شُعبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
division	الشعبة	division	شُعبَة	N;MASC+FEM;SG	N;NOM;DEF;SG
negende	تاسعا	negen	تَاسِع	ADJ	ADJ;ACC;INDF;MASC;SG
negende	التاسع	negen	تَاسِع	ADJ	ADJ;NOM;DEF;MASC;SG
negende	التاسعة	negen	تَاسِع	ADJ	ADJ;NOM;DEF;FEM;SG
toon	نبرة	toon	نَبرَة	N;MASC+FEM;SG	N;NOM;INDF;SG
toon	لهجة	toon	لَهجَة	N;MASC+FEM;SG	N;NOM;INDF;SG
toon	نغمة	toon	نَغمَة	N;MASC+FEM;SG	N;NOM;INDF;SG
toon	اظهار	toon	اظهار	N;MASC+FEM;SG	N;NOM;INDF;SG
toon	عرض	toon	عَرض	N;MASC+FEM;SG	N;NOM;INDF;SG
toon	العرض	toon	عَرض	N;MASC+FEM;SG	N;NOM;DEF;SG
producent	المنتج	producent	مُنتَج	N;MASC+FEM;SG	N;NOM;DEF;SG
producent	منتج	producent	مُنتَج	N;MASC+FEM;SG	N;NOM;INDF;SG
producent	الصانع	producent	صَانِع	N;MASC+FEM;SG	N;NOM;DEF;SG
producent	مصنع	producent	مَصنَع	N;MASC+FEM;SG	N;NOM;INDF;SG
producent	المصنع	producent	مَصنَع	N;MASC+FEM;SG	N;NOM;DEF;SG
snelste	الاسرع	snel	أَسرَع	ADJ;RL	ADJ;NOM;DEF;MASC;SG
gestopt	توقفت	stoppen	تَوَقَّف	V;V.PTCP	V;PFV;FEM;SG;3;ACT
minimaal	الادنى	minimaal	أَدنَى	ADJ	ADJ;NOM;DEF;MASC;SG
minimaal	دنيا	minimaal	دَنِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
merken	الماركات	merk	مَاركَة	N;PL	N;NOM;DEF;PL
melding	اخطار	melding	اخطار	N;MASC+FEM;SG	N;NOM;INDF;SG
melding	الاخطار	melding	خَطَر	N;MASC+FEM;SG	N;NOM;DEF;SG
positief	ايجابي	positief	إِيجَابِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
positief	الايجابي	positief	إِيجَابِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
positief	ايجابية	positief	إِيجَابِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
positief	الايجابية	positief	إِيجَابِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
master	معلم	master	مُعَلِّم	N;MASC+FEM;SG	N;NOM;INDF;SG
master	المعلم	master	مُعلِم	N;MASC+FEM;SG	N;NOM;DEF;SG
liga	الدوري	liga	دَورِيّ	N;MASC+FEM;SG	N;NOM;DEF;SG
hond	الكلب	hond	كُلب	N;MASC+FEM;SG	N;NOM;DEF;SG
hond	كلب	hond	كُلب	N;MASC+FEM;SG	N;NOM;INDF;SG
systemen	الانظمة	systeem	نِظَام	N;PL	N;NOM;DEF;PL
systemen	النظم	systeem	نِظَام	N;PL	N;NOM;DEF;PL
systemen	انظمة	systeem	نِظَام	N;PL	N;NOM;INDF;PL
ontdekte	اكتشفت	ontdekken	اِكتَشَف	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
tijdvak	الفترة	tijdvak	فَترَة	N;NEUT;SG	N;NOM;DEF;SG
tijdvak	فترة	tijdvak	فَترَة	N;NEUT;SG	N;NOM;INDF;SG
boy	ولد	boy	وَلَد	N;MASC+FEM;SG	N;NOM;INDF;SG
boy	صبي	boy	صبي	N;MASC+FEM;SG	N;NOM;INDF;SG
boy	الولد	boy	وَلَد	N;MASC+FEM;SG	N;NOM;DEF;SG
boy	فتى	boy	فَتَى	N;MASC+FEM;SG	N;NOM;INDF;SG
arabisch	العربية	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
arabisch	العربي	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
arabisch	عربي	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
arabisch	العربية	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
arabisch	عربي	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
arabisch	عربية	arabisch	عَرَبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
bestuurder	سائق	bestuurder	سَائِق	N;MASC+FEM;SG	N;NOM;INDF;SG
bestuurder	السائق	bestuurder	سَائِق	N;MASC+FEM;SG	N;NOM;DEF;SG
taken	المهام	taak	مَهَمَّة	N;PL	N;NOM;DEF;PL
taken	مهام	taak	مَهَمَّة	N;PL	N;NOM;INDF;PL
taken	الواجبات	taak	وَاجِب	N;PL	N;NOM;DEF;PL
taken	واجبات	taak	وَاجِب	N;PL	N;NOM;INDF;PL
camera	الكاميرا	camera	كَامِيرَا	N;MASC+FEM;SG	N;NOM;DEF;SG
testament	العهد	testament	عَهد	N;NEUT;SG	N;NOM;DEF;SG
breken	تكسر	breken	كَسَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
breken	تكسر	breken	كَسَّر	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
breken	ينكسر	breken	اِنكَسَر	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
wijn	النبيذ	wijn	نَبِيذ	N;MASC+FEM;SG	N;NOM;DEF;SG
power	قوة	power	قُوَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
power	طاقة	power	طَاقَة	N;MASC+FEM;SG	N;NOM;INDF;SG
power	الطاقة	power	طَاقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
power	القوة	power	قُوَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
power	السلطة	power	سُلطَة	N;MASC+FEM;SG	N;NOM;DEF;SG
neem	اخذ	nemen	أَخذ	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
koningen	الملوك	koning	مَلوَك	N;PL	N;NOM;DEF;PL
koningen	ملوك	koning	ملوك	N;PL	N;NOM;INDF;PL
gelukkig	محظوظة	gelukkig	مَحظُوظ	ADJ	ADJ;NOM;INDF;FEM;SG
gelukkig	محظوظ	gelukkig	محظوظ	ADJ	ADJ;NOM;INDF;MASC;SG
gelukkig	سعيدة	gelukkig	سَعِيد	ADJ	ADJ;NOM;INDF;FEM;SG
islamitische	الاسلامي	islamitisch	إِسلَامِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
islamitische	اسلامية	islamitisch	إِسلَامِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
islamitische	الاسلامية	islamitisch	إِسلَامِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
islamitische	اسلامي	islamitisch	إِسلَامِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
toegelaten	اعترفت	toelaten	اِعتَرَف	V;V.PTCP	V;PFV;FEM;SG;3;ACT
toegelaten	سمح	toelaten	سَمَح	V;V.PTCP	V;PFV;MASC;SG;3;ACT
enorm	ضخم	enorm	ضَخم	ADJ	ADJ;NOM;INDF;MASC;SG
enorm	ضخمة	enorm	ضَخم	ADJ	ADJ;NOM;INDF;FEM;SG
instelling	مؤسسة	instelling	مُؤَسَّسَة	N;MASC+FEM;SG	N;NOM;INDF;SG
instelling	المؤسسة	instelling	مُؤَسَّسَة	N;MASC+FEM;SG	N;NOM;DEF;SG
kroeg	الحانة	kroeg	حَانَة	N;MASC+FEM;SG	N;NOM;DEF;SG
kroeg	حانة	kroeg	حَانَة	N;MASC+FEM;SG	N;NOM;INDF;SG
analyse	التحليل	analyse	تَحلِيل	N;MASC+FEM;SG	N;NOM;DEF;SG
analyse	تحليل	analyse	تَحلِيل	N;MASC+FEM;SG	N;NOM;INDF;SG
stopte	توقفت	stoppen	تَوَقَّف	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
trek	اسحب	trek	أَسحَب	V;SG;PRS;FIN	V;PFV;MASC;SG;3;ACT
story	قصة	story	قِصَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
story	حكاية	story	حِكَايَة	N;MASC+FEM;SG	N;NOM;INDF;SG
story	القصة	story	قِصَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
dak	السقف	dak	سَقف	N;NEUT;SG	N;NOM;DEF;SG
dak	سقف	dak	سَقف	N;NEUT;SG	N;NOM;INDF;SG
dak	السطح	dak	سَطح	N;NEUT;SG	N;NOM;DEF;SG
eer	الشرف	eer	شَرَف	N;MASC+FEM;SG	N;NOM;DEF;SG
verkregen	اكتسبت	verkrijgen	اِكتَسَب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
verkregen	اكتسب	verkrijgen	اِكتَسَب	V;V.PTCP	V;PFV;MASC;SG;3;ACT
boys	الاولاد	boys	وَلَد	N;PL	N;NOM;DEF;PL
boys	فتيان	boys	فتيان	N;PL	N;NOM;INDF;PL
documentaire	الوثائقي	documentaire	وَثَائِقِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
documentaire	وثائقي	documentaire	وَثَائِقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
podium	المنصة	podium	مِنَصَّة	N;NEUT;SG	N;NOM;DEF;SG
podium	المنصة	podium	مِنَصَّة	N;NEUT;SG	N;NOM;DEF;SG
podium	المسرح	podium	مَسرَح	N;NEUT;SG	N;NOM;DEF;SG
podium	المرحلة	podium	مَرحَلَة	N;NEUT;SG	N;NOM;DEF;SG
podium	مرحلة	podium	مَرحَلَة	N;NEUT;SG	N;NOM;INDF;SG
test	الاختبار	test	اِختِبَار	N;MASC+FEM;SG	N;NOM;DEF;SG
test	اختبار	test	اِختِبَار	N;MASC+FEM;SG	N;NOM;INDF;SG
origineel	الاصلي	origineel	أَصلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
origineel	الاصلية	origineel	أَصلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
origineel	اصلية	origineel	أَصلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
origineel	الاصليون	origineel	أَصلِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
verdediging	الدفاع	verdediging	دِفَاع	N;MASC+FEM;SG	N;NOM;DEF;SG
verdediging	الدفاع	verdediging	دِفَاع	N;MASC+FEM;SG	N;NOM;DEF;SG
kopje	كوب	kopje	كُوب	N;NEUT;SG	N;NOM;INDF;SG
kopje	فنجان	kopje	فنجان	N;NEUT;SG	N;NOM;INDF;SG
kopje	الكوب	kopje	كُوب	N;NEUT;SG	N;NOM;DEF;SG
dame	السيدة	dame	سَيِّدَة	N;MASC+FEM;SG	N;NOM;DEF;SG
dame	سيدة	dame	سَيِّدَة	N;MASC+FEM;SG	N;NOM;INDF;SG
draaien	تدور	draaien	دَار	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
bewust	واعي	bewust	واعي	ADJ	ADJ;NOM;INDF;MASC;SG
bewust	مدرك	bewust	مُدَرَّك	ADJ	ADJ;NOM;INDF;MASC;SG
getroffen	يتاثر	treffen	تَاثَر	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
positieve	ايجابي	positief	إِيجَابِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
positieve	الايجابي	positief	إِيجَابِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
positieve	ايجابية	positief	إِيجَابِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
positieve	الايجابية	positief	إِيجَابِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
boeren	الفلاحين	boer	فَلَّاح	N;PL	N;NOM;DEF;PL
boeren	المزارعين	boer	مُزَارِع	N;PL	N;NOM;DEF;PL
boeren	المزارعون	boer	مُزَارِع	N;PL	N;NOM;DEF;PL
platen	لوحات	plaat	لَوحَة	N;PL	N;NOM;INDF;PL
toestand	الوضع	toestand	وَضع	N;MASC+FEM;SG	N;NOM;DEF;SG
toestand	الموقف	toestand	مَوقِف	N;MASC+FEM;SG	N;NOM;DEF;SG
toestand	الحالة	toestand	حَالَة	N;MASC+FEM;SG	N;NOM;DEF;SG
toestand	حالة	toestand	حَالَة	N;MASC+FEM;SG	N;NOM;INDF;SG
toestand	شرط	toestand	شَرط	N;MASC+FEM;SG	N;NOM;INDF;SG
toestand	الحالة	toestand	حَالَة	N;MASC+FEM;SG	N;NOM;DEF;SG
toestand	الشرط	toestand	شَرط	N;MASC+FEM;SG	N;NOM;DEF;SG
mannetjes	الذكور	man	ذُكُور	N;PL	N;NOM;DEF;PL
mannetjes	ذكور	man	ذَكّ	N;PL	N;NOM;INDF;PL
