ve	dan	ve	dan	CONJ	CONJ
görüş	visibilitas	görüş	visibilitas	N;NOM;SG;3	N
görüş	kenampakan	görüş	kenampakan	N;NOM;SG;3	N;SG
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N
sağladı	disediakan	sağla	disediakan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
evlilik	perkawinan	evlilik	perkawinan	N;NOM;SG;3	N;SG
evlilik	nikah	evlilik	nikah	N;NOM;SG;3	N;SG
evlilik	pernikahan	evlilik	pernikahan	N;NOM;SG;3	N;SG
evlilik	pernikahan	evlilik	pernikahan	N;NOM;SG;3	N;SG
derin	sedalam	derin	sedalam		;SG
imparatorluk	imperium	imparatorluk	imperium	N;NOM;SG;3	N
imparatorluk	kekaisaran	imparatorluk	kekaisaran	N;NOM;SG;3	N;SG
altyazı	subjudul	altyazı	subjudul	N;NOM;SG;3	N;SG
altyazı	subtitel	altyazı	subtitel	N;NOM;SG;3	N
katıldığı	dihadiri	kat	dihadiri	V;PFV;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
hanedanı	dinasti	hanedan	dinasti	N;INS;SG;3	N
gelişmiş	berevolusi	geliş	berevolusi	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;ACT
gelişmiş	dikembangkan	geliş	dikembangkan	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PASS
gelişmiş	mengembangkan	geliş	menkembangkan	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;ACT
gelişmiş	ditingkatkan	geliş	ditingkatkan	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PASS
gelişmiş	disempurnakan	geliş	disempurnakan	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PASS
gelişmiş	disempurnakan	geliş	disempurnakan	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PASS
gelişmiş	ditingkatkan	geliş	ditingkatkan	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;PASS
gelişmiş	maju	geliş	maju	V;PFV;NFH;IND;POS;PST;V.PTCP	V;SG;ACT
altay	altay	altay	altay		
açtı	dibuka	aç	dibuka	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
dijital	digital	dijital	digital	N;NOM;SG;3	N;SG
onlar	mereka	o	mereka	PRO;NOM;PL;3	PRO;PL;3
onlar	mereka	o	mereka	PRO;NOM;PL;3	PRO;PL;3
modeli	model	model	model	N;NOM;SG;3	N;SG
max	max	max	max		
akademik	akademis	akademik	akademis	ADJ	ADJ;SG
aracı	perkakas	araç	perkakas	N;ACC;SG;3	N;SG
aracı	alat	araç	alat	N;ACC;SG;3	N;SG
aracı	perantara	araç	perantara	N;ACC;SG;3	N;SG
aracı	perantara	araç	perantara	N;ACC;SG;3	N;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N
billboard	reklame	billboard	reklame	N;NOM;SG;3	N;SG
çoğunluğu	mayoritas	çoğunluk	mayoritas	N;ACC;SG;3	N;SG
akademi	akademi	akadem	akademi	N;NOM;SG;3	N;SG
akademi	akademisi	akadem	akademisi	N;NOM;SG;3	N;SG
düz	kempes	düz	kempes		
tedavi	penyembuh	tedavi	pensembuh	N;NOM;SG;3	N;SG
tedavi	terapi	tedavi	terapi	N;NOM;SG;3	N;SG
tedavi	pengobatan	tedavi	penobatan	N;NOM;SG;3	N;SG
tedavi	perawatan	tedavi	penrawatan	N;NOM;SG;3	N;SG
tedavi	perawatan	tedavi	penrawatan	N;NOM;SG;3	N;SG
karmaşık	rumit	karmaşık	rumit	ADJ	ADJ;SG
karmaşık	ribet	karmaşık	ribet	ADJ	ADJ;SG
karmaşık	rumit	karmaşık	rumit	ADJ	ADJ;SG
yaşlı	tua	yaşlı	tua	ADJ	ADJ;SG
yaşlı	lama	yaşlı	lama	ADJ	ADJ;SG
geçersiz	nol	geçersiz	nol		
oluşturulan	dihasilkan	oluş	dihasilkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
oluşturulan	tercipta	oluş	tercipta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
oluşturulan	dibuat	oluş	dibuat	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
karakteri	tokoh	karakteri	tokoh	N;ESS;SG;3	N;SG
karakteri	karakter	karakteri	karakter	N;ESS;SG;3	N;SG
süresi	durasi	süre	durasi	N;NOM;SG;3	N;SG
maça	sekop	maça	sekop	N;DAT;SG;3	N;SG
tour	tur	tour	tur	N;NOM;SG;3	N
tour	wisata	tour	wisata	N;NOM;SG;3	N;SG
açıldı	dibuka	aç	dibuka	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
derecesi	gelar	derece	gelar	N;NOM;SG;3	N;SG;ACT
derecesi	ijazah	derece	ijazah	N;NOM;SG;3	N;SG
derecesi	derajat	derece	derajat	N;NOM;SG;3	N;SG
sabah	pagi	sabah	pagi	N;NOM;SG;3	N;SG
gruplar	band	grup	band	N;NOM;PL;3	N
filmler	bioskop	film	bioskop	N;NOM;PL;3	N
bölümleri	episode	bölüm	episode	N;ACC;PL;3	N
komitesi	komite	komite	komite	N;NOM;SG;3	N;SG
komitesi	panitia	komite	panitia	N;NOM;SG;3	N;SG
edebiyatı	sastra	edebiyat	sastra	N;ACC;SG;3	N
odası	chamber	oda	chamber	N;NOM;SG;3	N
odası	kamar	oda	kamar	N;NOM;SG;3	N;SG
servisi	jasa	servi	jasa	N;NOM;SG;3	N;SG
servisi	layanan	servi	layanan	N;NOM;SG;3	N;SG
servisi	pelayanan	servi	penlayanan	N;NOM;SG;3	N;SG
miktarda	jumlah	miktar	jumlah	N;ESS;SG;3	N;SG
miktarda	kuantitas	miktar	kuantitas	N;ESS;SG;3	N;SG
sıcaklık	temperatur	sıcaklık	temperatur	N;NOM;SG;3	N
sıcaklık	suhu	sıcaklık	suhu	N;NOM;SG;3	N;SG
sıcaklık	panasnya	sıcaklık	panas	N;NOM;SG;3	N;SG
sıcaklık	temperatur	sıcaklık	temperatur	N;NOM;SG;3	N
sıcaklık	suhu	sıcaklık	suhu	N;NOM;SG;3	N;SG
sıcaklık	hangatnya	sıcaklık	hangat	N;NOM;SG;3	N;SG
sıcaklık	kehangatan	sıcaklık	kehangatan	N;NOM;SG;3	N;SG
konuk	tamu	konuk	tamu	N;NOM;SG;3	N;SG
konuk	tamu	konuk	tamu	N;NOM;SG;3	N;SG
ulaştı	dijangkau	ulaş	dijangkau	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
ulaştı	mencapai	ulaş	mencapai	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
ulaştı	menjangkau	ulaş	menjangkau	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
ulaştı	tercapai	ulaş	tercapai	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
ulaştı	dicapai	ulaş	dicapai	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
getirdi	dibawa	getir	dibawa	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
yazılım	software	yazılım	software	N;NOM;SG;3	N
kesinlikle	tepatnya	kesinlik	tepat	N;INS;SG;3	N;SG
tanınan	dikenal	tanı	dikenal	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanınan	diakui	tanı	diakui	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanınan	dikenal	tanı	dikenal	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanınan	dikenali	tanı	dikenali	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanınan	diakui	tanı	diakui	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
karısı	isteri	karı	isteri	N;NOM;SG;3	N;SG
karısı	istrinya	karı	istri	N;NOM;SG;3	N;SG
karısı	istri	karı	istri	N;NOM;SG;3	N;SG
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;SG
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;SG
matematik	matematika	matematik	matematika	N;NOM;SG;3	N;SG
düşünce	pikir	düşünce	pikir		
salonu	aula	salon	aula	N;ACC;SG;3	N;SG
seçilen	dipilih	seç	dipilih	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
seçilen	terpilih	seç	terpilih	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
seçilen	dipilih	seç	dipilih	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
seçilen	terpilih	seç	terpilih	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
evlendi	menikah	evlen	mennikah	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
kuantum	kuantum	kuantum	kuantum	N;NOM;SG;3	N;SG
ağrı	ağrı	ağrı	ağrı		
teorisi	teori	teori	teori	N;NOM;SG;3	N;SG
harita	peta	harit	peta	N;NOM;SG;3	N;SG
harita	peta	harit	peta	N;NOM;SG;3	N;SG
çekilen	difilmkan	çek	difilmkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
ayrılmıştır	dipesan	ayrıl	dipesan	V;PFV;NFH;SG;3;POS;PST	V;SG;PASS
otomobil	mobil	otomobil	mobil	N;NOM;SG;3	N;SG
otomobil	otomotif	otomobil	otomotif	N;NOM;SG;3	N;SG
otomobil	mobil	otomobil	mobil	N;NOM;SG;3	N;SG
otomobil	otomotif	otomobil	otomotif	N;NOM;SG;3	N;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;SG
otomobil	otomotif	otomobil	otomotif	N;NOM;SG;3	N;SG
otomobil	mobil	otomobil	mobil	N;NOM;SG;3	N;SG
otomobil	otomotif	otomobil	otomotif	N;NOM;SG;3	N;SG
kutusu	boks	kutu	boks	N;NOM;SG;3	N;SG
kutusu	kotak	kutu	kotak	N;NOM;SG;3	N;SG
sahipliği	kepemilikan	sahiplik	kepemilikan	N;NOM;SG;3	N
sayfada	halaman	sayfa	halaman	N;ESS;SG;3	N;SG
öncelikle	utamanya	öncelik	utama	N;INS;SG;3	N;SG
öncelikle	dulu	öncelik	dulu	N;INS;SG;3	N
istiyorum	ingin	iste	ingin	V;PROG;IND;SG;1;POS;INFM;PRS	V;SG;ACT
istiyorum	inginkan	iste	inginkan	V;PROG;IND;SG;1;POS;INFM;PRS	V;SG;ACT
kullanıldı	digunakan	kullan	digunakan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
kullanıldı	terpakai	kullan	terpakai	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
kullanıldı	dipakai	kullan	dipakai	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
kullanıldı	ditebus	kullan	ditebus	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
kullanıldı	ditukar	kullan	ditukar	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
blue	biru	blue	biru	N;NOM;SG;3	N;SG
çekti	ditarik	çek	ditarik	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
sekreteri	sekretaris	sekreter	sekretaris	N;ACC;SG;3	N;SG
sekreteri	menteri	sekreter	menteri	N;ACC;SG;3	N;SG
sekreteri	sekertaris	sekreter	sekertaris	N;ACC;SG;3	N
düştü	jatuh	düş	jatuh	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
desteği	dukungan	destek	dukungan	N;NOM;SG;3	N;SG
desteği	dukung	destek	dukung	N;NOM;SG;3	N;SG;ACT
desteği	mendukung	destek	mendukung	N;NOM;SG;3	N;SG;ACT
set	atur	set	atur		;ACT
hanım	nona	hanım	nona		
hanım	nona	hanım	nona		
ilişki	hubungan	ilişki	hubungan	N;NOM;SG;3	N;SG
ilişki	hubungan	ilişki	hubungan	N;NOM;SG;3	N;SG
ilişki	hubungan	ilişki	hubungan	N;NOM;SG;3	N;SG
ilişki	relasi	ilişki	relasi	N;NOM;SG;3	N;SG
imzaladı	menandatangani	imzala	mentandatangani	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
imzaladı	ditandatangani	imzala	ditandatangani	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
cumhurbaşkanlığı	kepresidenan	cumhurbaşkanlığı	kepresidenan	N;NOM;SG;3	N;SG
cumhurbaşkanlığı	kepresidenan	cumhurbaşkanlığı	kepresidenan	N;NOM;SG;3	N;SG
cumhurbaşkanlığı	presidensial	cumhurbaşkanlığı	presidensial	N;NOM;SG;3	N;SG
çıkardı	diekstrak	çıkar	diekstrak	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
öldürüldü	dibunuh	öl	dibunuh	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
öldürüldü	terbunuh	öl	terbunuh	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
öldürüldü	dibunuh	öl	dibunuh	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
öldürüldü	terbunuh	öl	terbunuh	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
demek	berarti	de	berarti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
köprüsü	anjungan	köprü	anjungan	N;NOM;SG;3	N;SG
köprüsü	jembatan	köprü	jembatan	N;NOM;SG;3	N;SG
başkanlık	kepresidenan	başkanlık	kepresidenan	N;NOM;SG;3	N;SG
başkanlık	presidensial	başkanlık	presidensial	N;NOM;SG;3	N;SG
başkanlık	kepresidenan	başkanlık	kepresidenan	N;NOM;SG;3	N;SG
seçilmiş	dipilih	seç	dipilih	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
seçilmiş	terpilih	seç	terpilih	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
seçilmiş	terpilih	seç	terpilih	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
seçilmiş	dipilih	seç	dipilih	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
seçilmiş	terpilih	seç	terpilih	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
finali	final	finali	final	N;NOM;SG;3	N
kütüphanesi	library	kütüphane	library	N;NOM;SG;3	N;SG
kütüphanesi	pustaka	kütüphane	pustaka	N;NOM;SG;3	N
kütüphanesi	perpustakaan	kütüphane	perpustakaan	N;NOM;SG;3	N;SG
barajı	waduk	barajı	waduk	N;NOM;SG;3	N;SG
barajı	bendungan	barajı	bendungan	N;NOM;SG;3	N;SG
tabi	tentu	tabi	tentu		;SG
air	udara	air	udara	N;NOM;SG;3	N;SG
air	air	air	air	N;NOM;SG;3	N;SG
mağlup	terkalahkan	mağlup	terkalahkan	ADJ	ADJ;SG
şehristanı	kabupaten	şehristan	kabupaten	N;NOM;SG;3	N;SG
şehristanı	daerah	şehristan	daerah	N;NOM;SG;3	N;SG
şehristanı	powiat	şehristan	powiat	N;NOM;SG;3	N
sanatsal	artistik	sanatsal	artistik	ADJ	ADJ;SG
sanatsal	berseni	sanatsal	berseni	ADJ	ADJ;SG
sesi	volume	ses	volume	N;NOM;SG;3	N;SG
sesi	borongan	ses	borongan	N;NOM;SG;3	N
sesi	suaranya	ses	suara	N;NOM;SG;3	N;SG
gösterilmiştir	ditampilkan	göster	ditampilkan	V;PFV;NFH;SG;3;POS;PST;PASS	V;SG;PASS
gösterilmiştir	diperlihatkan	göster	diperlihatkan	V;PFV;NFH;SG;3;POS;PST;PASS	V;SG;PASS
gösterilmiştir	ditunjukkan	göster	ditunjukkan	V;PFV;NFH;SG;3;POS;PST;PASS	V;SG;PASS
sürümü	versi	sürü	versi	N;ACC;SG;3	N;SG
tehdit	ancam	tehdit	ancam		
komisyonu	komisi	komisyon	komisi	N;ACC;SG;3	N;SG
teklif	penawaran	teklif	pentawaran	N;NOM;SG;3	N;SG
teklif	tawaran	teklif	tawaran	N;NOM;SG;3	N;SG
teklif	penawaran	teklif	pentawaran	N;NOM;SG;3	N;SG
teklif	tawaran	teklif	tawaran	N;NOM;SG;3	N;SG
teklif	proposal	teklif	proposal	N;NOM;SG;3	N;SG
teklif	usul	teklif	usul	N;NOM;SG;3	N;SG;ACT
teklif	usulan	teklif	usulan	N;NOM;SG;3	N;SG
teklif	lamaran	teklif	lamaran	N;NOM;SG;3	N;SG
teklif	penawaran	teklif	pentawaran	N;NOM;SG;3	N;SG
teklif	penawaran	teklif	pentawaran	N;NOM;SG;3	N;SG
teklif	tawaran	teklif	tawaran	N;NOM;SG;3	N;SG
ayak	kaki	ayak	kaki	N;NOM;SG;3	N;SG
ayak	kaki	ayak	kaki	N;NOM;SG;3	N;SG
girer	memasuki	gir	menmasuki	V;IPFV;IND;SG;3;POS	V;SG;ACT
hayatta	hidup	hayat	hidup	N;ESS;SG;3	N;SG
bağımsızlık	kemerdekaan	bağımsızlık	kemerdekaan	N;NOM;SG;3	N;SG
bağımsızlık	kemandirian	bağımsızlık	kemandirian	N;NOM;SG;3	N;SG
kulesi	tower	kule	tower	N;NOM;SG;3	N
kulesi	menara	kule	menara	N;NOM;SG;3	N;SG
şampiyonluk	kejuaraan	şampiyonluk	kejuaraan	N;NOM;SG;3	N;SG
şampiyonluk	championship	şampiyonluk	championship	N;NOM;SG;3	N
şampiyonluk	kejuaraan	şampiyonluk	kejuaraan	N;NOM;SG;3	N;SG
istasyonu	stasiun	ista	stasiun	N;ACC;SG;3	N;SG
istasyonu	station	ista	station	N;ACC;SG;3	N
mühendislik	teknik	mühendislik	teknik	N;NOM;SG;3	N;SG
mühendislik	rekayasa	mühendislik	rekayasa	N;NOM;SG;3	N;SG
performansı	kinerja	performans	kinerja	N;NOM;SG;3	N;SG
performansı	performa	performans	performa	N;NOM;SG;3	N;SG
performansı	suntuk	performans	suntuk	N;NOM;SG;3	N
dedi	berkata	de	berkata	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
dedi	mengatakan	de	menkatakan	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
erişim	akses	erişim	akses	N;NOM;SG;3	N;SG
erişim	jangkau	erişim	jangkau	N;NOM;SG;3	N;SG
erişim	jangkauan	erişim	jangkauan	N;NOM;SG;3	N;SG
dönen	berputar	dön	berputar	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
dönen	memutar	dön	menputar	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
dönen	berputar	dön	berputar	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
kelimesi	kata	kelime	kata	N;NOM;SG;3	N;SG
istedi	ditanyakan	iste	ditanyakan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
istedi	ditanya	iste	ditanya	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
istedi	bertanya	iste	bertanya	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
vergi	perpajakan	vergi	perpajakan	N;NOM;SG;3	N;SG
vergi	pajak	vergi	pajak	N;NOM;SG;3	N;SG
vergi	pajak	vergi	pajak	N;NOM;SG;3	N;SG
asist	assist	asist	assist	N;NOM;SG;3	N
dikey	tegak	dikey	tegak		
nadir	nadir	nadir	nadir		
hastalık	penyakit	hastalık	pensakit	N;NOM;SG;3	N;SG
hastalık	penyakit	hastalık	pensakit	N;NOM;SG;3	N;SG
hastalık	penyakit	hastalık	pensakit	N;NOM;SG;3	N;SG
hastalık	penyakit	hastalık	pensakit	N;NOM;SG;3	N;SG
şekli	bentuk	şekli	bentuk	N;ACC;SG;3	N;SG
kocaeli	kocaeli	kocaeli	kocaeli		
içeriği	isi	içerik	isi	N;NOM;SG;3	N;SG
içeriği	konten	içerik	konten	N;NOM;SG;3	N;SG
içeriği	isi	içerik	isi	N;NOM;SG;3	N;SG
bayan	nona	bayan	nona		
bayan	nona	bayan	nona		
konuşma	bicara	konuş	bicara		
dolar	dolar	dolar	dolar	N;NOM;SG;3	N;SG
dolar	dolar	dolar	dolar	N;NOM;SG;3	N;SG
güvenilir	diandalkan	güven	diandalkan	V;IPFV;IND;SG;3;POS;V.PTCP;PASS	V;SG;PASS
güvenilir	dipercaya	güven	dipercaya	V;IPFV;IND;SG;3;POS;V.PTCP;PASS	V;SG;PASS
dikkate	pertimbangan	dikkat	pertimbangan	N;DAT;SG;3	N;SG
akşam	petang	akşam	petang	N;NOM;SG;3	N;SG
akşam	sore	akşam	sore	N;NOM;SG;3	N;SG
akşam	malam	akşam	malam	N;NOM;SG;3	N;SG
eklendi	ditambahkan	ekle	ditambahkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bayrağı	bendera	bayrak	bendera	N;NOM;SG;3	N;SG
gösterildi	ditampilkan	göster	ditampilkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gösterildi	diperlihatkan	göster	diperlihatkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gösterildi	ditunjukkan	göster	ditunjukkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
serkan	serkan	serkan	serkan		
geriye	kebelakang	geri	kebelakang		
temsilcisi	perwakilan	temsilci	perwakilan	N;NOM;SG;3	N;SG
gerekiyor	diwajibkan	gerek	diwajibkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PASS
gerekiyor	diperlukan	gerek	diperlukan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PASS
gerekiyor	diharuskan	gerek	diharuskan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PASS
gerekiyor	dibutuhkan	gerek	dibutuhkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PASS
verilmiş	diberikan	ver	diberikan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
verilmiş	diberi	ver	diberi	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
artan	menaik	art	mennaik		
özellikler	spesifikasi	özellik	spesifikasi	N;NOM;PL;3	N
özellikler	spesifikasinya	özellik	spesifikasinya	N;NOM;PL;3	N
özellikler	atribut	özellik	atribut	N;NOM;PL;3	N
taşındı	dipindahkan	taşı	dipindahkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
zorunlu	wajib	zorunlu	wajib		
zorunlu	wajib	zorunlu	wajib		
zorunlu	wajib	zorunlu	wajib		
konumu	lokasi	konum	lokasi	N;ACC;SG;3	N;SG
gösterilen	ditampilkan	göster	ditampilkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gösterilen	diperlihatkan	göster	diperlihatkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gösterilen	ditunjukkan	göster	ditunjukkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
gösterilen	ditampilkan	göster	ditampilkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
başlangıçta	aslinya	başlangıç	asli	N;ESS;SG;3	N;SG
başlığı	tajuk	başlık	tajuk	N;NOM;SG;3	N;SG
başlığı	header	başlık	header	N;NOM;SG;3	N
başlığı	judul	başlık	judul	N;NOM;SG;3	N;SG
başlığı	gelar	başlık	gelar	N;NOM;SG;3	N;SG;ACT
başlığı	jabatan	başlık	jabatan	N;NOM;SG;3	N;SG
başlığı	judul	başlık	judul	N;NOM;SG;3	N;SG
kolordu	kesatuan	kolor	kesatuan	N;NOM;SG;3	N
kolordu	korps	kolor	korps	N;NOM;SG;3	N
madalyası	medal	madalya	medal	N;NOM;SG;3	N
madalyası	medali	madalya	medali	N;NOM;SG;3	N;SG
gönderildi	dikirimkan	gönder	dikirimkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirim	gönder	dikirim	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	diajukan	gönder	diajukan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirim	gönder	dikirim	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	terkirim	gönder	terkirim	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirimkan	gönder	dikirimkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirim	gönder	dikirim	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	terkirim	gönder	terkirim	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirimkan	gönder	dikirimkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirimkan	gönder	dikirimkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
gönderildi	dikirim	gönder	dikirim	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
tarihçi	sejarawan	tarihçi	sejarawan	N;NOM;SG;3	N
mutlu	senang	mutlu	senang	ADJ	ADJ;SG
mutlu	bahagia	mutlu	bahagia	ADJ	ADJ;SG
varlığını	kehadirannya	varlık	kehadiran	N;ACC;SG;3	N;SG
varlığını	kehadiran	varlık	kehadiran	N;ACC;SG;3	N;SG
kişiye	orang	kişi	orang	N;DAT;SG;3	N;SG
bölümler	episode	bölüm	episode	N;NOM;PL;3	N
varlığı	kehadirannya	varlık	kehadiran	N;NOM;SG;3	N;SG
varlığı	kehadiran	varlık	kehadiran	N;NOM;SG;3	N;SG
oda	chamber	oda	chamber	N;NOM;SG;3	N
oda	kamar	oda	kamar	N;NOM;SG;3	N;SG
oda	ruang	oda	ruang	N;NOM;SG;3	N;SG
oda	ruangan	oda	ruangan	N;NOM;SG;3	N;SG
oda	kamar	oda	kamar	N;NOM;SG;3	N;SG
oda	ruangan	oda	ruangan	N;NOM;SG;3	N;SG
oda	kamar	oda	kamar	N;NOM;SG;3	N;SG
alınmış	dibawa	al	dibawa	V;PFV;NFH;IND;POS;PST;PASS	V;SG;PASS
alınmış	diambil	al	diambil	V;PFV;NFH;IND;POS;PST;PASS	V;SG;PASS
okuma	bacalah	oku	bacalah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
okuma	baca	oku	baca	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
okuma	dibaca	oku	dibaca	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PASS
okuma	membaca	oku	menbaca	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
okuma	membaca	oku	menbaca	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
yöntemi	metoda	yöntem	metoda	N;ACC;SG;3	N;SG
yöntemi	metode	yöntem	metode	N;ACC;SG;3	N;SG
seçimi	seleksi	seçim	seleksi	N;ACC;SG;3	N;SG
seçimi	pemilihan	seçim	penpilihan	N;ACC;SG;3	N;SG
diğerleri	lainnya	diğer	lainnya	N;ACC;PL;3	N
çevresi	lingkar	çevre	lingkar	N;NOM;SG;3	N;SG;ACT
çevresi	sekitarnya	çevre	sekitar	N;NOM;SG;3	N
çevresi	sekitarnya	çevre	sekitar	N;NOM;SG;3	N
museum	musium	museum	musium	N;NOM;SG;3	N
küba	cuba	küba	cuba		
oyunculuk	akting	oyunculuk	akting	N;NOM;SG;3	N;SG
oyunculuk	aktingnya	oyunculuk	akting	N;NOM;SG;3	N;SG
eve	rumah	ev	rumah	N;DAT;SG;3	N;SG
villa	vila	villa	vila	N;NOM;SG;3	N;SG
villa	villa	villa	villa	N;NOM;SG;3	N
seyahat	perjalanan	seyahat	perjalanan	N;NOM;SG;3	N;SG
seyahat	wisata	seyahat	wisata	N;NOM;SG;3	N;SG
seyahat	traveling	seyahat	traveling	N;NOM;SG;3	N
görülebilir	kelihatan	gör	kelihatan	V;IPFV;POT;SG;3;POS;PASS	V;SG;PASS
görülebilir	nampak	gör	nampak	V;IPFV;POT;SG;3;POS;PASS	V
